Orthogroup	DANRE	SCHMD
OG0005048	DANRE27652, DANRE27653, DANRE27651	SCHMD09382
OG0005050	DANRE05187, DANRE05185, DANRE05186	SCHMD13569, SCHMD16601
OG0005053	DANRE01855	SCHMD17693
OG0005057	DANRE18537	SCHMD10227
OG0005059	DANRE34115, DANRE34116	SCHMD24138
OG0005062	DANRE36589	SCHMD01700
OG0005064	DANRE10149, DANRE14689, DANRE14688	SCHMD10553, SCHMD11876, SCHMD13247
OG0005066	DANRE10836, DANRE10837	SCHMD16233, SCHMD13410
OG0005067	DANRE27890	SCHMD04281, SCHMD22789, SCHMD19756
OG0005071	DANRE42086, DANRE28079, DANRE28078, DANRE08844	SCHMD05145
OG0005072	DANRE42916	SCHMD07382
OG0005073	DANRE07225, DANRE07224	SCHMD20560
OG0005076	DANRE38516	SCHMD18341
OG0005079	DANRE10988, DANRE10989	SCHMD21782, SCHMD08270
OG0005081	DANRE02004	SCHMD07968
OG0005082	DANRE34048, DANRE34049	SCHMD02375
OG0005083	DANRE05589, DANRE05590	SCHMD00808
OG0005084	DANRE01631, DANRE25056	SCHMD06621
OG0005086	DANRE36659	SCHMD07135
OG0005087	DANRE27655, DANRE27656, DANRE27657	SCHMD04212
OG0005088	DANRE01809	SCHMD00106
OG0005090	DANRE29441	SCHMD24306, SCHMD17983, SCHMD19241
OG0005092	DANRE39803, DANRE39804	SCHMD08070
OG0005095	DANRE12280	SCHMD09142, SCHMD20356
OG0005096	DANRE24839, DANRE24842	SCHMD12701, SCHMD22213
OG0005096	DANRE24840	SCHMD00296
OG0005098	DANRE42757, DANRE42758	SCHMD02907
OG0005100	DANRE14158, DANRE14160, DANRE14157, DANRE14156, DANRE14161, DANRE14159	SCHMD09835
OG0005104	DANRE13005	SCHMD09431
OG0005105	DANRE03075, DANRE30456, DANRE30457, DANRE30428	SCHMD10932
OG0005106	DANRE24272	SCHMD05434
OG0005109	DANRE23362	SCHMD29484
OG0005110	DANRE29438, DANRE29439	SCHMD02795
OG0005111	DANRE23178	SCHMD15543, SCHMD03637
OG0005117	DANRE27662	SCHMD21251
OG0005119	DANRE18942, DANRE18847	SCHMD25512
OG0005120	DANRE03037, DANRE03036	SCHMD08539
OG0005121	DANRE01576, DANRE01578, DANRE01577	SCHMD08386
OG0005124	DANRE18006	SCHMD19577
OG0005125	DANRE38436	SCHMD03013
OG0005130	DANRE07303	SCHMD26291, SCHMD12198
OG0005131	DANRE09839, DANRE09840	SCHMD03582, SCHMD03579, SCHMD03580
OG0005135	DANRE04041, DANRE04042, DANRE04043	SCHMD01310
OG0005137	DANRE22970, DANRE22969	SCHMD05021, SCHMD06206
OG0005139	DANRE41900	SCHMD04022
OG0005140	DANRE38916, DANRE25160	SCHMD10665
OG0005141	DANRE13001, DANRE13002	SCHMD25686, SCHMD24271, SCHMD27094, SCHMD25244, SCHMD25243
OG0005142	DANRE33975	SCHMD05971
OG0005143	DANRE22177	SCHMD12861, SCHMD10599
OG0005144	DANRE21482	SCHMD07235
OG0005145	DANRE39072	SCHMD04144
OG0005146	DANRE11790, DANRE11791	SCHMD05515, SCHMD14279, SCHMD29816
OG0005149	DANRE15553	SCHMD06219
OG0005151	DANRE03020, DANRE03018, DANRE03019, DANRE03021, DANRE03022	SCHMD28665, SCHMD29534
OG0005154	DANRE23790, DANRE28297, DANRE28298	SCHMD00118
OG0005155	DANRE37939, DANRE42243	SCHMD06441
OG0005156	DANRE42116	SCHMD09812
OG0005157	DANRE29206, DANRE03135	SCHMD08161
OG0005158	DANRE41778, DANRE15365	SCHMD06175, SCHMD03965
OG0005161	DANRE23516	SCHMD17706
OG0005167	DANRE24830, DANRE09311	SCHMD11781, SCHMD10752
OG0005168	DANRE18805	SCHMD04735
OG0005169	DANRE11119, DANRE11120	SCHMD15964, SCHMD17733
OG0005172	DANRE12694, DANRE12692, DANRE12693, DANRE40538	SCHMD00033
OG0005174	DANRE15405, DANRE15404, DANRE41388, DANRE38782, DANRE27203	SCHMD00190
OG0005175	DANRE06724, DANRE06725	SCHMD19207, SCHMD24072, SCHMD23126
OG0005179	DANRE15889	SCHMD10255
OG0005180	DANRE07320, DANRE15873	SCHMD24708, SCHMD24496, SCHMD07254
OG0005182	DANRE29803, DANRE29805, DANRE29804, DANRE00168, DANRE00169	SCHMD09062
OG0005183	DANRE39320	SCHMD09747
OG0005184	DANRE42892, DANRE42893, DANRE42894	SCHMD11344, SCHMD27380
OG0005187	DANRE31608, DANRE31609	SCHMD09837
OG0005189	DANRE24214, DANRE24213	SCHMD17680, SCHMD17681
OG0005191	DANRE40014, DANRE40015	SCHMD28673, SCHMD08050
OG0005199	DANRE11688, DANRE18103	SCHMD14063, SCHMD09600
OG0005200	DANRE13770, DANRE09299, DANRE09300, DANRE09301	SCHMD16396
OG0005201	DANRE20651, DANRE20652	SCHMD23946
OG0005202	DANRE03843, DANRE03841, DANRE03842	SCHMD22358, SCHMD11140, SCHMD01714, SCHMD03356
OG0005204	DANRE34891, DANRE34890	SCHMD03898
OG0005205	DANRE23986, DANRE23987, DANRE23988	SCHMD05833
OG0005206	DANRE43373, DANRE43372	SCHMD05352
OG0005207	DANRE27464	SCHMD02988, SCHMD02985
OG0005209	DANRE28585	SCHMD22224, SCHMD09481
OG0005211	DANRE10266, DANRE10265	SCHMD16564, SCHMD09722
OG0005212	DANRE25992, DANRE25993	SCHMD21052, SCHMD21053, SCHMD20624
OG0005214	DANRE20280	SCHMD22419
OG0005215	DANRE28386, DANRE28387	SCHMD19622
OG0005218	DANRE10019, DANRE10020	SCHMD04853
OG0005221	DANRE39242	SCHMD22455
OG0005222	DANRE12281, DANRE12282	SCHMD02749
OG0005223	DANRE14875	SCHMD11272
OG0005224	DANRE04400, DANRE04399, DANRE04398	SCHMD00054, SCHMD12667, SCHMD14422
OG0005225	DANRE30698	SCHMD12592, SCHMD13372
OG0005226	DANRE31449, DANRE31450, DANRE31448	SCHMD11539
OG0005228	DANRE00611	SCHMD07535
OG0005230	DANRE38591, DANRE38588, DANRE38589, DANRE38590, DANRE38587	SCHMD02282
OG0005232	DANRE08508, DANRE08507, DANRE01054, DANRE01055	SCHMD28252
OG0005233	DANRE22891, DANRE22892	SCHMD02640, SCHMD02641
OG0005234	DANRE35287	SCHMD15265
OG0005235	DANRE42648, DANRE42647, DANRE23301, DANRE23300, DANRE23302	SCHMD00308
OG0005237	DANRE19986	SCHMD13956
OG0005238	DANRE19343	SCHMD01752, SCHMD04129
OG0005239	DANRE18728	SCHMD19406
OG0005240	DANRE09845, DANRE22727, DANRE22726, DANRE22725, DANRE22728	SCHMD07948
OG0005244	DANRE14577	SCHMD12116
OG0005245	DANRE23841, DANRE23840	SCHMD18525
OG0005247	DANRE14607, DANRE14608	SCHMD07196
OG0005249	DANRE34087, DANRE34086, DANRE19455	SCHMD11873
OG0005250	DANRE10651	SCHMD25562
OG0005253	DANRE20221, DANRE20223, DANRE20222, DANRE20220	SCHMD08303
OG0005254	DANRE36035, DANRE36036	SCHMD11037
OG0005256	DANRE23176	SCHMD22989
OG0005257	DANRE04815	SCHMD16491, SCHMD16492, SCHMD16490
OG0005259	DANRE36606, DANRE36722	SCHMD00463
OG0005261	DANRE17491, DANRE18309	SCHMD17094, SCHMD16953
OG0005262	DANRE22648, DANRE22647	SCHMD09724, SCHMD09723
OG0005263	DANRE04030, DANRE04031	SCHMD15025
OG0005264	DANRE14760, DANRE14761	SCHMD21690
OG0005267	DANRE16736, DANRE04469, DANRE04468	SCHMD05485, SCHMD21413
OG0005268	DANRE38437, DANRE38439, DANRE38438	SCHMD03385
OG0005269	DANRE01789, DANRE01790, DANRE01786, DANRE01788	SCHMD02017
OG0005270	DANRE06279	SCHMD22449
OG0005270	DANRE06280	SCHMD06643
OG0005273	DANRE00867	SCHMD04729
OG0005274	DANRE11153, DANRE17441	SCHMD14072
OG0005275	DANRE36697, DANRE36699, DANRE36698	SCHMD11538, SCHMD09516, SCHMD09517
OG0005276	DANRE04607, DANRE04608, DANRE04609	SCHMD12186
OG0005279	DANRE26144, DANRE26142	SCHMD21196, SCHMD21859
OG0005281	DANRE20087, DANRE38747	SCHMD01191
OG0005285	DANRE40750	SCHMD04425
OG0005286	DANRE20528	SCHMD06916
OG0005287	DANRE09921, DANRE09920, DANRE13538	SCHMD00449
OG0005288	DANRE10848, DANRE10847, DANRE10849	SCHMD14045, SCHMD19865, SCHMD28895
OG0005289	DANRE08757	SCHMD11517, SCHMD17216
OG0005290	DANRE21512, DANRE21511, DANRE21510	SCHMD16170, SCHMD29465
OG0005291	DANRE38799, DANRE38798	SCHMD00642
OG0005292	DANRE37125, DANRE37126	SCHMD02918
OG0005293	DANRE07536	SCHMD14041
OG0005294	DANRE19668, DANRE19667, DANRE33427, DANRE33428	SCHMD09577
OG0005297	DANRE02572	SCHMD29786
OG0005298	DANRE12766	SCHMD16478, SCHMD05913
OG0005300	DANRE31485	SCHMD22874
OG0005301	DANRE40592	SCHMD28343
OG0005301	DANRE40591	SCHMD24349, SCHMD27045
OG0005303	DANRE31333	SCHMD07747
OG0005304	DANRE43101, DANRE43102	SCHMD18268, SCHMD22012
OG0005305	DANRE22385, DANRE22384	SCHMD25033
OG0005310	DANRE03628, DANRE03627	SCHMD05781, SCHMD04067
OG0005312	DANRE02196, DANRE02195	SCHMD13402
OG0005314	DANRE41878, DANRE41879, DANRE41881, DANRE41880, DANRE16592	SCHMD13878
OG0005315	DANRE28056, DANRE28057	SCHMD15422, SCHMD12090
OG0005316	DANRE26300, DANRE26301	SCHMD03895, SCHMD05450, SCHMD18694, SCHMD21757, SCHMD25791, SCHMD18477, SCHMD16578
OG0005317	DANRE42290	SCHMD24584, SCHMD06634
OG0005318	DANRE27185	SCHMD08168
OG0005319	DANRE05294	SCHMD01713
OG0005321	DANRE11319, DANRE11320	SCHMD07438
OG0005323	DANRE41154, DANRE41153	SCHMD20703
OG0005325	DANRE37921, DANRE37920, DANRE15543	SCHMD07836
OG0005326	DANRE19808, DANRE38806	SCHMD00873
OG0005328	DANRE30973	SCHMD12840
OG0005359	DANRE31365	SCHMD19907
OG0005360	DANRE37597	SCHMD13883
OG0005362	DANRE25649, DANRE31387, DANRE31386, DANRE31385	SCHMD16181
OG0005365	DANRE15803	SCHMD03138
OG0005366	DANRE35231, DANRE35230	SCHMD02625
OG0005370	DANRE37074, DANRE37075	SCHMD11713
OG0005371	DANRE34774	SCHMD13317
OG0005372	DANRE26879	SCHMD05505
OG0005374	DANRE18198	SCHMD27055
OG0005375	DANRE29932	SCHMD23930, SCHMD07733
OG0005378	DANRE36662, DANRE36661	SCHMD25676, SCHMD25677, SCHMD12112
OG0005379	DANRE28814	SCHMD03111
OG0005381	DANRE34260	SCHMD21506
OG0005383	DANRE04137	SCHMD03478
OG0005385	DANRE08251	SCHMD05272
OG0005386	DANRE15737, DANRE15735, DANRE15736	SCHMD16075
OG0005388	DANRE01822, DANRE01821	SCHMD22965, SCHMD17417, SCHMD16679, SCHMD13426
OG0005389	DANRE20198	SCHMD24422, SCHMD26623
OG0005390	DANRE26690, DANRE26689	SCHMD07965
OG0005391	DANRE12673	SCHMD20185, SCHMD21085
OG0005394	DANRE13635	SCHMD09419, SCHMD10527
OG0005395	DANRE03645	SCHMD07024
OG0005396	DANRE24333, DANRE24335, DANRE24334	SCHMD28360, SCHMD11764, SCHMD09312
OG0005400	DANRE24391, DANRE24390, DANRE24389, DANRE24392	SCHMD06513
OG0005402	DANRE13107, DANRE13106	SCHMD01184
OG0005403	DANRE24963	SCHMD27451, SCHMD20254
OG0005404	DANRE24127	SCHMD02921
OG0005406	DANRE09765, DANRE13301	SCHMD01895, SCHMD10279
OG0005407	DANRE05296, DANRE16131, DANRE06180	SCHMD05574
OG0005409	DANRE12530, DANRE12531	SCHMD03070
OG0005410	DANRE14131	SCHMD11409, SCHMD11410
OG0005413	DANRE39064	SCHMD03567
OG0005415	DANRE07954, DANRE07953	SCHMD16007
OG0005417	DANRE29997	SCHMD00898
OG0005419	DANRE20627, DANRE20628	SCHMD17988
OG0005422	DANRE35580	SCHMD11485
OG0005423	DANRE07286, DANRE41819, DANRE06520	SCHMD05183
OG0005426	DANRE31054, DANRE31055, DANRE12450	SCHMD19613, SCHMD11852
OG0005427	DANRE29565	SCHMD06342
OG0005429	DANRE30981	SCHMD10675, SCHMD05402
OG0005430	DANRE39357	SCHMD03862
OG0005431	DANRE09200, DANRE09201	SCHMD19048
OG0005432	DANRE08285	SCHMD12333, SCHMD11358
OG0005433	DANRE19173	SCHMD02774
OG0005434	DANRE12767	SCHMD10947
OG0005435	DANRE35885, DANRE35886, DANRE35883, DANRE35882	SCHMD14136
OG0005436	DANRE12872	SCHMD06865
OG0005437	DANRE37484	SCHMD23677, SCHMD26948
OG0005439	DANRE18501, DANRE18502	SCHMD12556
OG0005440	DANRE28407, DANRE28408	SCHMD22467, SCHMD20169
OG0005441	DANRE09160	SCHMD15407
OG0005442	DANRE01762	SCHMD20068
OG0005443	DANRE18748, DANRE17411	SCHMD02729, SCHMD02728
OG0005444	DANRE24370, DANRE24371, DANRE23295, DANRE23296	SCHMD01490, SCHMD12620
OG0005445	DANRE13527	SCHMD12973, SCHMD27880
OG0005446	DANRE18147	SCHMD03912, SCHMD04431
OG0005448	DANRE40554, DANRE00566	SCHMD02156, SCHMD08498, SCHMD08499
OG0005449	DANRE28666, DANRE28667	SCHMD27768, SCHMD25656, SCHMD14880, SCHMD28697
OG0005450	DANRE33767, DANRE33768, DANRE33769, DANRE33770	SCHMD01978
OG0005451	DANRE26347	SCHMD18931
OG0005452	DANRE25984, DANRE25985, DANRE25983	SCHMD13827, SCHMD09318
OG0005453	DANRE20136, DANRE20135	SCHMD04502
OG0005454	DANRE08856, DANRE08857	SCHMD10968, SCHMD10969
OG0005455	DANRE27358, DANRE27359, DANRE38815	SCHMD16604
OG0005460	DANRE24305, DANRE24304	SCHMD29125
OG0005462	DANRE29636, DANRE29637, DANRE29638	SCHMD23988, SCHMD09428
OG0005464	DANRE22331	SCHMD09632, SCHMD22634
OG0005465	DANRE05457	SCHMD16366, SCHMD08907, SCHMD16365
OG0005466	DANRE36578	SCHMD10972
OG0005468	DANRE27698, DANRE27699, DANRE27700, DANRE27697	SCHMD06356
OG0005469	DANRE30812	SCHMD25678
OG0005470	DANRE06466, DANRE06467	SCHMD00405
OG0005471	DANRE07422	SCHMD09088
OG0005474	DANRE03400	SCHMD08436
OG0005475	DANRE23370, DANRE23369	SCHMD16923, SCHMD14366, SCHMD27066
OG0005476	DANRE31627	SCHMD22714, SCHMD28208
OG0005477	DANRE35368	SCHMD11327, SCHMD11326
OG0005479	DANRE38869, DANRE38870	SCHMD12305
OG0005481	DANRE33798, DANRE33799	SCHMD02765
OG0005482	DANRE08077	SCHMD03117
OG0005483	DANRE36514, DANRE36513	SCHMD19171
OG0005486	DANRE19600	SCHMD06308, SCHMD07820
OG0005487	DANRE42927, DANRE42926	SCHMD07720, SCHMD07721
OG0005488	DANRE00136, DANRE00135	SCHMD00795
OG0005490	DANRE28178, DANRE28179, DANRE28180, DANRE35831, DANRE35832	SCHMD06570
OG0005491	DANRE19088, DANRE19089	SCHMD02400, SCHMD01109
OG0005493	DANRE11814	SCHMD12670
OG0005495	DANRE34985, DANRE34986	SCHMD07327
OG0005499	DANRE01400, DANRE01401	SCHMD09102, SCHMD11466, SCHMD05063
OG0005500	DANRE02835, DANRE02834	SCHMD03248, SCHMD03247
OG0005502	DANRE13277, DANRE13275, DANRE13276, DANRE26573, DANRE26572, DANRE26571, DANRE06519, DANRE06518, DANRE06516, DANRE06515, DANRE06517	SCHMD02196
OG0005503	DANRE10305	SCHMD18082, SCHMD10352
OG0005504	DANRE07863, DANRE07864	SCHMD22943, SCHMD16672, SCHMD20938
OG0005508	DANRE14976, DANRE14977	SCHMD24609
OG0005509	DANRE14408	SCHMD18235
OG0005514	DANRE39609, DANRE39607, DANRE39610, DANRE39608	SCHMD07379
OG0005517	DANRE24916, DANRE24915	SCHMD04227
OG0005518	DANRE13477, DANRE13476	SCHMD04288
OG0005520	DANRE30676, DANRE30675	SCHMD03910, SCHMD19272, SCHMD19544, SCHMD03909
OG0005522	DANRE34303, DANRE34304, DANRE34302	SCHMD10063
OG0005523	DANRE21306	SCHMD26643, SCHMD21426
OG0005524	DANRE03090	SCHMD06781
OG0005525	DANRE04356, DANRE04355	SCHMD03055
OG0005527	DANRE25598, DANRE30947	SCHMD04109
OG0005528	DANRE25797, DANRE25798	SCHMD02186
OG0005529	DANRE33058	SCHMD00457
OG0005532	DANRE11541, DANRE11540	SCHMD20423, SCHMD27192, SCHMD21158, SCHMD24764
OG0005533	DANRE12566	SCHMD00593
OG0005534	DANRE13330, DANRE13329	SCHMD12378
OG0005536	DANRE34862	SCHMD08816
OG0005537	DANRE14245, DANRE14246	SCHMD12765
OG0005538	DANRE29221	SCHMD07816
OG0005539	DANRE15118, DANRE15119	SCHMD05501, SCHMD05502
OG0005542	DANRE05235	SCHMD10197
OG0005545	DANRE02887	SCHMD09667
OG0005546	DANRE04280, DANRE30373, DANRE30478, DANRE30477	SCHMD22923
OG0005551	DANRE03835, DANRE03834	SCHMD03096
OG0005554	DANRE39338, DANRE39339, DANRE39340	SCHMD05734
OG0005556	DANRE34261	SCHMD10870, SCHMD18170
OG0005559	DANRE14663, DANRE14666, DANRE14664, DANRE14665	SCHMD16974, SCHMD15037
OG0005560	DANRE36070, DANRE36069	SCHMD09834, SCHMD09833
OG0005562	DANRE19787	SCHMD14801, SCHMD19132
OG0005563	DANRE41618, DANRE41621, DANRE41622, DANRE41619	SCHMD12379
OG0005564	DANRE19104, DANRE19105	SCHMD20152, SCHMD14971
OG0005565	DANRE29042	SCHMD16708, SCHMD23869
OG0005566	DANRE39659, DANRE00333	SCHMD17800
OG0005569	DANRE25030	SCHMD15349, SCHMD15348, SCHMD27807, SCHMD16087
OG0005570	DANRE16077, DANRE16079, DANRE16078	SCHMD09421, SCHMD03639
OG0005572	DANRE15331, DANRE15330	SCHMD20141, SCHMD18179, SCHMD24827, SCHMD20142
OG0005573	DANRE25229	SCHMD02930
OG0005574	DANRE37569, DANRE37570	SCHMD12377
OG0005575	DANRE03463, DANRE03462	SCHMD29678
OG0005576	DANRE15201, DANRE15200, DANRE15202	SCHMD07029, SCHMD07030
OG0005580	DANRE28264	SCHMD13326
OG0005581	DANRE16480, DANRE06576, DANRE06577	SCHMD04114
OG0005588	DANRE24588, DANRE24587	SCHMD14537
OG0005589	DANRE41477	SCHMD00570
OG0005590	DANRE16067	SCHMD15965
OG0005592	DANRE30249	SCHMD29641, SCHMD06507
OG0005594	DANRE10635	SCHMD01628
OG0005596	DANRE43374, DANRE42738, DANRE42739, DANRE34936, DANRE34937	SCHMD05215
OG0005597	DANRE15269, DANRE15270	SCHMD15948, SCHMD15508
OG0005598	DANRE25018	SCHMD28546, SCHMD03623
OG0005599	DANRE36072	SCHMD02438
OG0005600	DANRE40275	SCHMD16041
OG0005603	DANRE39411	SCHMD19668, SCHMD21236, SCHMD25008
OG0005604	DANRE16557	SCHMD13641, SCHMD16141
OG0005605	DANRE34529	SCHMD17079
OG0005609	DANRE25008, DANRE25007	SCHMD10661, SCHMD10660
OG0005610	DANRE06351, DANRE06350, DANRE33795	SCHMD05436, SCHMD09492
OG0005611	DANRE28958, DANRE28959	SCHMD22528, SCHMD19557
OG0005612	DANRE11866, DANRE11865	SCHMD03692
OG0005613	DANRE11321, DANRE16822, DANRE16821	SCHMD01673
OG0005615	DANRE31126	SCHMD24965, SCHMD20148
OG0005617	DANRE36363, DANRE00407	SCHMD04518
OG0005618	DANRE00178, DANRE00176, DANRE00177	SCHMD19841
OG0005620	DANRE31254	SCHMD00996
OG0005621	DANRE11716, DANRE11715	SCHMD08358, SCHMD08356, SCHMD08355
OG0005622	DANRE18660	SCHMD09799
OG0005623	DANRE05432, DANRE05431	SCHMD04874
OG0005625	DANRE06001	SCHMD01610
OG0005626	DANRE01117, DANRE07553	SCHMD07068
OG0005627	DANRE35938	SCHMD08756
OG0005629	DANRE20590	SCHMD09552
OG0005630	DANRE16694, DANRE16693, DANRE16695, DANRE23633, DANRE23631, DANRE23632	SCHMD01646
OG0005632	DANRE17404	SCHMD14616, SCHMD19534
OG0005633	DANRE05518, DANRE05520, DANRE05514, DANRE05517, DANRE05519, DANRE05515, DANRE05516	SCHMD07099
OG0005634	DANRE33369, DANRE40678, DANRE33370	SCHMD20586
OG0005636	DANRE13481, DANRE13482	SCHMD19328, SCHMD18481
OG0005637	DANRE41703, DANRE41700, DANRE41702, DANRE41701	SCHMD23112
OG0005639	DANRE10666, DANRE18080, DANRE18081	SCHMD09530, SCHMD10496, SCHMD12358, SCHMD29579
OG0005642	DANRE21297, DANRE02697	SCHMD13411
OG0005643	DANRE36781	SCHMD13075
OG0005644	DANRE20309, DANRE08252	SCHMD04718
OG0005645	DANRE10983	SCHMD11674, SCHMD16661, SCHMD19452, SCHMD20295, SCHMD17665
OG0005649	DANRE42185, DANRE42183, DANRE42184	SCHMD08195, SCHMD22964
OG0005652	DANRE02692, DANRE02690, DANRE02691	SCHMD16380, SCHMD06971
OG0005656	DANRE04885, DANRE04886, DANRE04884	SCHMD27371
OG0005681	DANRE02172, DANRE02167, DANRE02170, DANRE02169, DANRE02171, DANRE02168	SCHMD11619
OG0005685	DANRE05475	SCHMD15185
OG0005685	DANRE05474	SCHMD11471
OG0005690	DANRE10416	SCHMD02487
OG0005691	DANRE25057, DANRE25059	SCHMD26506
OG0005692	DANRE21996, DANRE21995, DANRE42270	SCHMD02679
OG0005696	DANRE02901, DANRE02900	SCHMD00584
OG0005697	DANRE38971	SCHMD05677
OG0005702	DANRE08887	SCHMD14141
OG0005703	DANRE33923	SCHMD17404
OG0005704	DANRE41934	SCHMD11470
OG0005707	DANRE20947	SCHMD05853
OG0005712	DANRE30485	SCHMD07067
OG0005714	DANRE00374, DANRE00373	SCHMD01804
OG0005715	DANRE43098	SCHMD12420, SCHMD17206
OG0005718	DANRE08143, DANRE08142	SCHMD10737
OG0005720	DANRE04877, DANRE04878	SCHMD22971
OG0005721	DANRE35044	SCHMD19295, SCHMD23759, SCHMD06424
OG0005723	DANRE41011, DANRE41012, DANRE41010	SCHMD06963
OG0005724	DANRE20202	SCHMD16415, SCHMD22314
OG0005725	DANRE03552, DANRE03553	SCHMD15122, SCHMD20635
OG0005727	DANRE35244, DANRE35245	SCHMD10634, SCHMD08590
OG0005728	DANRE37055	SCHMD03714
OG0005732	DANRE16848	SCHMD29400, SCHMD29134
OG0005733	DANRE03975	SCHMD03723
OG0005734	DANRE22995, DANRE20594	SCHMD02857
OG0005737	DANRE08970	SCHMD03849
OG0005744	DANRE09821	SCHMD03440, SCHMD17406
OG0005745	DANRE04124	SCHMD00316, SCHMD12070
OG0005746	DANRE16686	SCHMD18087
OG0005749	DANRE30710	SCHMD01444, SCHMD00011
OG0005750	DANRE07024	SCHMD13471, SCHMD16445
OG0005754	DANRE17368, DANRE17369, DANRE17367	SCHMD05805, SCHMD05804
OG0005757	DANRE10576	SCHMD07565
OG0005758	DANRE07527, DANRE07528	SCHMD02273
OG0005761	DANRE33898	SCHMD17717
OG0005762	DANRE22206	SCHMD02446
OG0005763	DANRE39518, DANRE39519, DANRE39517	SCHMD07552
OG0005764	DANRE09780	SCHMD24702
OG0005765	DANRE04820, DANRE04821, DANRE04819	SCHMD18072, SCHMD07191
OG0005767	DANRE03737, DANRE03736	SCHMD06640, SCHMD22984, SCHMD09841
OG0005770	DANRE12661, DANRE12660	SCHMD08433, SCHMD15883
OG0005771	DANRE14116, DANRE14114, DANRE14115	SCHMD04988
OG0005772	DANRE39577	SCHMD05049
OG0005774	DANRE22637	SCHMD08709
OG0005775	DANRE03621	SCHMD29828
OG0005776	DANRE05180	SCHMD03919
OG0005779	DANRE40753, DANRE40752	SCHMD09046
OG0005783	DANRE19394, DANRE19393	SCHMD10823
OG0005788	DANRE02080	SCHMD17492
OG0005789	DANRE38286	SCHMD07616, SCHMD07618
OG0005790	DANRE05586	SCHMD05737, SCHMD05738
OG0005791	DANRE35362	SCHMD25739
OG0005793	DANRE26367	SCHMD01801
OG0005795	DANRE41201	SCHMD13893
OG0005796	DANRE35301	SCHMD07390
OG0005797	DANRE06686	SCHMD07039
OG0005799	DANRE07255, DANRE07256	SCHMD10266, SCHMD10268, SCHMD10267
OG0005800	DANRE14375, DANRE14374	SCHMD00983
OG0005801	DANRE10200	SCHMD02270
OG0005802	DANRE42619	SCHMD00774
OG0005803	DANRE42298	SCHMD20737
OG0005804	DANRE16177, DANRE26612	SCHMD08064, SCHMD11360
OG0005806	DANRE33644, DANRE33645, DANRE33646, DANRE33642, DANRE33643	SCHMD15358
OG0005807	DANRE42401	SCHMD05422
OG0005811	DANRE30619	SCHMD09652
OG0005812	DANRE06734, DANRE06736, DANRE06735	SCHMD11310
OG0005813	DANRE33638	SCHMD26029, SCHMD16035, SCHMD18052
OG0005814	DANRE00480, DANRE00481, DANRE00482	SCHMD01776
OG0005815	DANRE35338, DANRE35339	SCHMD14928, SCHMD17547
OG0005816	DANRE33494, DANRE25870	SCHMD28319
OG0005817	DANRE08196	SCHMD05597, SCHMD01856
OG0005818	DANRE25883	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815
OG0005823	DANRE20322, DANRE20321, DANRE20320, DANRE20318, DANRE20319	SCHMD08649
OG0005824	DANRE28405, DANRE28404, DANRE28406	SCHMD01009
OG0005828	DANRE11026	SCHMD21164, SCHMD18882
OG0005829	DANRE18381, DANRE18383	SCHMD10491
OG0005831	DANRE03042, DANRE03041	SCHMD04560
OG0005835	DANRE22723	SCHMD06972
OG0005836	DANRE00571	SCHMD24405, SCHMD15794, SCHMD14431
OG0005837	DANRE28876	SCHMD28753
OG0005840	DANRE11184	SCHMD07247
OG0005842	DANRE01807	SCHMD15622
OG0005843	DANRE27852, DANRE27853	SCHMD06491
OG0005845	DANRE08278, DANRE08279, DANRE08276, DANRE08277	SCHMD05449
OG0005846	DANRE43439	SCHMD28275, SCHMD12099
OG0005847	DANRE18614	SCHMD14907
OG0005848	DANRE29474	SCHMD10194, SCHMD07261
OG0005849	DANRE42620	SCHMD07252
OG0005850	DANRE02454	SCHMD04093
OG0005851	DANRE39994, DANRE39993	SCHMD25831, SCHMD26851
OG0005852	DANRE40523, DANRE40522	SCHMD02557
OG0005853	DANRE11871, DANRE11872, DANRE11870	SCHMD29663, SCHMD04997
OG0005854	DANRE26034, DANRE26032, DANRE26031, DANRE26033	SCHMD19253, SCHMD17372
OG0005856	DANRE11367, DANRE11368, DANRE11366	SCHMD06135
OG0005858	DANRE33663	SCHMD20485
OG0005859	DANRE39604, DANRE43327	SCHMD09228
OG0005860	DANRE40800	SCHMD03591
OG0005863	DANRE29066	SCHMD02497
OG0005864	DANRE00114	SCHMD10925
OG0005865	DANRE36625, DANRE36626	SCHMD16590, SCHMD23703, SCHMD10054
OG0005866	DANRE11579	SCHMD03734
OG0005869	DANRE36892, DANRE36893	SCHMD26507, SCHMD23591
OG0005870	DANRE26828, DANRE26829, DANRE24559, DANRE24560, DANRE24558	SCHMD09476
OG0005871	DANRE07208	SCHMD00778
OG0005874	DANRE42750	SCHMD05420
OG0005875	DANRE12228	SCHMD00264
OG0005876	DANRE36601, DANRE36602, DANRE36600	SCHMD17997, SCHMD16591
OG0005877	DANRE02122	SCHMD25314
OG0005880	DANRE21270	SCHMD04126
OG0005883	DANRE33540	SCHMD01141
OG0005886	DANRE11989	SCHMD18383
OG0005887	DANRE35050	SCHMD01687
OG0005888	DANRE30287	SCHMD13482
OG0005889	DANRE38035	SCHMD11972
OG0005890	DANRE23385, DANRE23386	SCHMD09184, SCHMD12140
