Orthogroup	DANRE	ASTMX
OG0006118	DANRE13598	ASTMX12555
OG0006119	DANRE06328, DANRE06329	ASTMX17889
OG0006120	DANRE04888, DANRE04887	ASTMX22300
OG0006121	DANRE20242	ASTMX03893
OG0006122	DANRE03702	ASTMX13828
OG0006123	DANRE06435	ASTMX03174
OG0006124	DANRE17897, DANRE17898	ASTMX13027
OG0006125	DANRE34373	ASTMX10686
OG0006126	DANRE30293, DANRE30292, DANRE30291	ASTMX20861
OG0006127	DANRE12645, DANRE12644	ASTMX06270
OG0006128	DANRE25427	ASTMX01066
OG0006129	DANRE15890	ASTMX01622
OG0006130	DANRE36988	ASTMX15707, ASTMX16989
OG0006131	DANRE29540, DANRE29541	ASTMX17497, ASTMX07320
OG0006132	DANRE05754, DANRE05753	ASTMX02797
OG0006133	DANRE02123	ASTMX02903
OG0006134	DANRE10582, DANRE10584, DANRE10583	ASTMX16827
OG0006135	DANRE11159	ASTMX03245
OG0006136	DANRE43216, DANRE43217	ASTMX16704
OG0006137	DANRE13724, DANRE13723	ASTMX16809
OG0006138	DANRE04554	ASTMX04230
OG0006139	DANRE31584, DANRE31583	ASTMX02011
OG0006139	DANRE36623	ASTMX09428
OG0006140	DANRE01106, DANRE01107	ASTMX13985
OG0006141	DANRE25157	ASTMX02157
OG0006142	DANRE21725, DANRE21726	ASTMX02421
OG0006142	DANRE27838	ASTMX06548
OG0006142	DANRE00194, DANRE00193	ASTMX10563
OG0006144	DANRE37479	ASTMX17865
OG0006145	DANRE22910	ASTMX05270
OG0006146	DANRE04972, DANRE04971	ASTMX02740
OG0006147	DANRE01485	ASTMX21252
OG0006148	DANRE00422	ASTMX10011
OG0006149	DANRE22999, DANRE22998	ASTMX17620
OG0006151	DANRE02178, DANRE02179, DANRE02177	ASTMX13690
OG0006152	DANRE23287, DANRE23286	ASTMX11033
OG0006153	DANRE15824, DANRE07083	ASTMX03761
OG0006154	DANRE38444	ASTMX00230
OG0006155	DANRE09888, DANRE09887	ASTMX06842
OG0006156	DANRE05993, DANRE05992	ASTMX21711
OG0006158	DANRE18011	ASTMX11131
OG0006158	DANRE11810	ASTMX08488
OG0006159	DANRE35670	ASTMX05463
OG0006160	DANRE30910	ASTMX16077
OG0006161	DANRE09532	ASTMX01910
OG0006162	DANRE01817	ASTMX02345
OG0006163	DANRE25987, DANRE25986	ASTMX05146
OG0006163	DANRE38409	ASTMX03552
OG0006164	DANRE38641	ASTMX03574
OG0006165	DANRE22494, DANRE22493, DANRE22492	ASTMX15294
OG0006167	DANRE16382, DANRE16381	ASTMX19828
OG0006169	DANRE19880, DANRE19879	ASTMX09379
OG0006170	DANRE41407, DANRE35856, DANRE41405, DANRE41406	ASTMX12052
OG0006172	DANRE43419	ASTMX01366
OG0006175	DANRE43382, DANRE24685, DANRE24686	ASTMX09118
OG0006177	DANRE37713, DANRE37714	ASTMX17757
OG0006178	DANRE20288	ASTMX03903
OG0006179	DANRE07721	ASTMX20678
OG0006180	DANRE26681, DANRE26680	ASTMX13102
OG0006181	DANRE13257	ASTMX06332
OG0006182	DANRE24692	ASTMX17800
OG0006183	DANRE29713	ASTMX21206
OG0006184	DANRE35470, DANRE35469, DANRE35467, DANRE35468	ASTMX15502
OG0006185	DANRE27169, DANRE27168, DANRE27167	ASTMX16064
OG0006186	DANRE40100, DANRE40101	ASTMX16800
OG0006187	DANRE13904	ASTMX15380
OG0006188	DANRE07386, DANRE43366	ASTMX15568
OG0006189	DANRE28624	ASTMX14317
OG0006189	DANRE35629, DANRE35630, DANRE35631	ASTMX11398
OG0006190	DANRE06601	ASTMX17587
OG0006191	DANRE39537	ASTMX13647
OG0006192	DANRE05771, DANRE05775	ASTMX12101
OG0006193	DANRE40110, DANRE40111	ASTMX16796
OG0006194	DANRE17223, DANRE17222	ASTMX19230
OG0006195	DANRE29880	ASTMX16392
OG0006196	DANRE07513	ASTMX11702
OG0006197	DANRE05289, DANRE05290	ASTMX06586
OG0006197	DANRE22291	ASTMX15912
OG0006197	DANRE02270, DANRE02271, DANRE02269	ASTMX15911
OG0006198	DANRE04521, DANRE04520	ASTMX18414
OG0006199	DANRE03649	ASTMX07716
OG0006200	DANRE31009	ASTMX07126
OG0006201	DANRE40839, DANRE40838	ASTMX05058
OG0006201	DANRE28924	ASTMX17080
OG0006202	DANRE27776	ASTMX10060
OG0006203	DANRE04548	ASTMX04233
OG0006204	DANRE03153, DANRE03154	ASTMX04464
OG0006205	DANRE33863	ASTMX20252
OG0006206	DANRE17600	ASTMX08099
OG0006207	DANRE08294	ASTMX09894
OG0006208	DANRE39893	ASTMX02052
OG0006209	DANRE34587	ASTMX06935
OG0006209	DANRE00320	ASTMX12864
OG0006210	DANRE14604, DANRE14603	ASTMX15807
OG0006211	DANRE23001, DANRE23002, DANRE23000	ASTMX17619
OG0006212	DANRE29423	ASTMX03615
OG0006213	DANRE42202	ASTMX12993
OG0006214	DANRE30688	ASTMX14394
OG0006215	DANRE33253, DANRE33254	ASTMX13559
OG0006216	DANRE02603	ASTMX14522
OG0006217	DANRE02455	ASTMX15849
OG0006219	DANRE21451, DANRE21452, DANRE21450	ASTMX07894
OG0006220	DANRE42935	ASTMX06670
OG0006221	DANRE10344	ASTMX01810
OG0006221	DANRE29145, DANRE29144	ASTMX17070
OG0006221	DANRE03350	ASTMX20512
OG0006223	DANRE11597	ASTMX09676
OG0006224	DANRE23192	ASTMX04794
OG0006225	DANRE22204, DANRE22205	ASTMX16115
OG0006226	DANRE00424	ASTMX10013
OG0006227	DANRE34044	ASTMX18928
OG0006228	DANRE25100	ASTMX02196
OG0006229	DANRE15936	ASTMX01633
OG0006230	DANRE41674	ASTMX15185
OG0006231	DANRE39194	ASTMX15248
OG0006232	DANRE42234, DANRE42233	ASTMX12958
OG0006233	DANRE36490	ASTMX06021
OG0006234	DANRE17683	ASTMX12448
OG0006235	DANRE25558, DANRE25557	ASTMX16631
OG0006237	DANRE23513, DANRE23512	ASTMX05214
OG0006238	DANRE25499	ASTMX01095
OG0006239	DANRE12665, DANRE12667, DANRE12666	ASTMX06263
OG0006240	DANRE36672, DANRE36673	ASTMX09461
OG0006241	DANRE21529	ASTMX02817
OG0006242	DANRE17210	ASTMX19236
OG0006243	DANRE19390, DANRE19389	ASTMX03387
OG0006244	DANRE00556, DANRE00555	ASTMX15329
OG0006245	DANRE35696	ASTMX05448
OG0006246	DANRE00449	ASTMX13362
OG0006247	DANRE19272	ASTMX04057
OG0006248	DANRE06880, DANRE06881	ASTMX11835
OG0006249	DANRE03718, DANRE03719	ASTMX13840
OG0006250	DANRE07127	ASTMX17884
OG0006251	DANRE08349	ASTMX02311
OG0006252	DANRE09470, DANRE09471	ASTMX06888
OG0006253	DANRE36480, DANRE36479	ASTMX06015
OG0006254	DANRE29341	ASTMX17345
OG0006255	DANRE03495, DANRE03496	ASTMX07647
OG0006256	DANRE24249, DANRE24250	ASTMX06197
OG0006257	DANRE05553, DANRE05552	ASTMX02479
OG0006258	DANRE19030	ASTMX07763
OG0006259	DANRE18871	ASTMX10232
OG0006260	DANRE22086	ASTMX00800
OG0006261	DANRE13096, DANRE30739	ASTMX20674
OG0006261	DANRE02264	ASTMX13944
OG0006262	DANRE09162	ASTMX07419
OG0006263	DANRE24117, DANRE24118	ASTMX09582
OG0006264	DANRE33703	ASTMX18801
OG0006265	DANRE42683	ASTMX00661
OG0006265	DANRE42684	ASTMX00660
OG0006266	DANRE17830, DANRE17831	ASTMX11103
OG0006267	DANRE00418	ASTMX10007
OG0006268	DANRE40754	ASTMX22171
OG0006269	DANRE36731, DANRE36732	ASTMX19370
OG0006270	DANRE35384, DANRE35383	ASTMX17198
OG0006271	DANRE35905	ASTMX19101
OG0006272	DANRE34854, DANRE34853	ASTMX03363
OG0006272	DANRE38037	ASTMX07014
OG0006273	DANRE28307, DANRE28308	ASTMX11927
OG0006273	DANRE43425	ASTMX18357
OG0006274	DANRE43313, DANRE25054	ASTMX00599
OG0006275	DANRE11416	ASTMX11336
OG0006277	DANRE08231, DANRE08230, DANRE08233, DANRE08232	ASTMX04405
OG0006278	DANRE28007	ASTMX15116
OG0006278	DANRE23479	ASTMX20655
OG0006279	DANRE42307	ASTMX00059
OG0006280	DANRE17962	ASTMX08931
OG0006281	DANRE20618	ASTMX09240
OG0006282	DANRE01823	ASTMX02944
OG0006283	DANRE23890	ASTMX21521
OG0006284	DANRE42627	ASTMX07872
OG0006285	DANRE35155	ASTMX03323
OG0006286	DANRE24625, DANRE24626	ASTMX19660
OG0006287	DANRE10740	ASTMX08189
OG0006288	DANRE19521	ASTMX07795
OG0006289	DANRE02205	ASTMX06413
OG0006290	DANRE23006	ASTMX17617
OG0006291	DANRE39977	ASTMX17063
OG0006292	DANRE26134	ASTMX00426
OG0006292	DANRE22601	ASTMX17287
OG0006293	DANRE00138, DANRE00137	ASTMX05974
OG0006294	DANRE18822, DANRE18821	ASTMX01270
OG0006295	DANRE19856	ASTMX09386
OG0006296	DANRE31238	ASTMX18579
OG0006297	DANRE36621	ASTMX09427
OG0006298	DANRE01607, DANRE01606	ASTMX05352
OG0006299	DANRE05858	ASTMX02534
OG0006299	DANRE14627, DANRE14628	ASTMX00914
OG0006299	DANRE17744, DANRE17743	ASTMX10805
OG0006300	DANRE04796, DANRE04797, DANRE04798, DANRE04799, DANRE04795	ASTMX17712
OG0006301	DANRE12054, DANRE12053, DANRE12051	ASTMX01384
OG0006302	DANRE25685	ASTMX08308
OG0006303	DANRE39937	ASTMX02065
OG0006303	DANRE09243, DANRE09242	ASTMX06761
OG0006304	DANRE11152	ASTMX18842
OG0006304	DANRE17438, DANRE17440, DANRE17439	ASTMX01237
OG0006305	DANRE22040, DANRE22039	ASTMX10505
OG0006305	DANRE15982	ASTMX21775
OG0006306	DANRE10076	ASTMX07488
OG0006307	DANRE33432	ASTMX21749
OG0006308	DANRE33329, DANRE33328, DANRE33327	ASTMX09635
OG0006309	DANRE33045	ASTMX17488
OG0006310	DANRE39114, DANRE39115	ASTMX08982
OG0006311	DANRE25002	ASTMX15780
OG0006312	DANRE30635	ASTMX02149
OG0006313	DANRE10086	ASTMX07483
OG0006314	DANRE42304	ASTMX00057
OG0006315	DANRE11260	ASTMX14142
OG0006316	DANRE00198, DANRE00199	ASTMX10565
OG0006317	DANRE09482, DANRE09481	ASTMX06895
OG0006318	DANRE33755	ASTMX09099
OG0006318	DANRE42244	ASTMX09535
OG0006319	DANRE40452, DANRE40453	ASTMX08869
OG0006320	DANRE25698, DANRE25697	ASTMX08316
OG0006321	DANRE38570	ASTMX00205
OG0006322	DANRE20598	ASTMX09224
OG0006323	DANRE37133, DANRE37132, DANRE37131	ASTMX00548
OG0006325	DANRE35198, DANRE35197	ASTMX08604
OG0006326	DANRE26665, DANRE26664, DANRE26663	ASTMX13124
OG0006327	DANRE21374	ASTMX13254
OG0006328	DANRE14693	ASTMX00841
OG0006329	DANRE39682	ASTMX05107
OG0006330	DANRE39085	ASTMX01722
OG0006331	DANRE13138	ASTMX13932
OG0006332	DANRE37684, DANRE37685, DANRE37686	ASTMX20059
OG0006333	DANRE41845	ASTMX07559
OG0006333	DANRE11474	ASTMX19920
OG0006333	DANRE18551	ASTMX01196
OG0006334	DANRE16756	ASTMX04134
OG0006335	DANRE36579	ASTMX09406
OG0006336	DANRE21727	ASTMX02422
OG0006337	DANRE34797	ASTMX03335
OG0006338	DANRE26304, DANRE26305, DANRE21841, DANRE21842	ASTMX02377
OG0006339	DANRE19470, DANRE19472, DANRE19471	ASTMX03417
OG0006340	DANRE05946	ASTMX02502
OG0006341	DANRE16542	ASTMX08564
OG0006343	DANRE06799	ASTMX11794
OG0006343	DANRE15712	ASTMX15900
OG0006344	DANRE27258	ASTMX11732
OG0006345	DANRE43395	ASTMX18765
OG0006346	DANRE08127	ASTMX12353
OG0006347	DANRE02099	ASTMX02893
OG0006348	DANRE01487	ASTMX21253
OG0006349	DANRE40582	ASTMX21417
OG0006350	DANRE09366, DANRE09365	ASTMX10119
OG0006351	DANRE42386, DANRE42388	ASTMX00069
OG0006351	DANRE06007	ASTMX11619
OG0006352	DANRE16502, DANRE16503	ASTMX18568
OG0006352	DANRE06201	ASTMX00324
OG0006353	DANRE07948	ASTMX20203
OG0006354	DANRE34687	ASTMX12076
OG0006355	DANRE02203	ASTMX10746
OG0006356	DANRE35082, DANRE35081	ASTMX13066
OG0006357	DANRE22157, DANRE22156, DANRE22158	ASTMX11161
OG0006358	DANRE31437, DANRE31438	ASTMX03055
OG0006359	DANRE26555, DANRE26554	ASTMX06500
OG0006360	DANRE43226	ASTMX14422
OG0006361	DANRE12700	ASTMX06246
OG0006362	DANRE10073	ASTMX07490
OG0006363	DANRE00890	ASTMX18537
OG0006364	DANRE41213, DANRE41212	ASTMX12481
OG0006365	DANRE20484	ASTMX04108
OG0006366	DANRE13399, DANRE13400, DANRE13398	ASTMX06324
OG0006367	DANRE05487	ASTMX20819, ASTMX04562
OG0006369	DANRE25208	ASTMX02208
OG0006370	DANRE38769, DANRE38768	ASTMX17423
OG0006372	DANRE15208	ASTMX09546
OG0006375	DANRE03585, DANRE03583, DANRE03582	ASTMX07697
OG0006376	DANRE39853	ASTMX13354, ASTMX13353
OG0006377	DANRE19336	ASTMX03390
OG0006378	DANRE19595	ASTMX20075
OG0006379	DANRE11669	ASTMX03283
OG0006380	DANRE06769, DANRE06770, DANRE06768, DANRE06771	ASTMX04671
OG0006381	DANRE30686, DANRE12585	ASTMX07268
OG0006382	DANRE05618	ASTMX04600
OG0006383	DANRE00009	ASTMX03733
OG0006384	DANRE29107	ASTMX17353
OG0006385	DANRE19944	ASTMX03955
OG0006385	DANRE37812	ASTMX10459
OG0006386	DANRE39443, DANRE39444	ASTMX12433
OG0006387	DANRE05852, DANRE05851	ASTMX02531
OG0006388	DANRE29388	ASTMX03637
OG0006388	DANRE04006	ASTMX01564
OG0006390	DANRE30913, DANRE30915, DANRE30914, DANRE30912, DANRE30911	ASTMX12951
OG0006391	DANRE07782	ASTMX13826
OG0006391	DANRE01264	ASTMX02973
OG0006392	DANRE41904	ASTMX09822
OG0006393	DANRE39415	ASTMX10085
OG0006393	DANRE40157	ASTMX03992, ASTMX03991
OG0006394	DANRE16905, DANRE16906	ASTMX13173
OG0006395	DANRE22284, DANRE22283	ASTMX16987
OG0006396	DANRE39566	ASTMX09039
OG0006399	DANRE33665	ASTMX16353, ASTMX16352
OG0006401	DANRE15389	ASTMX17015
OG0006401	DANRE23781	ASTMX01922
OG0006402	DANRE15996	ASTMX21779
OG0006405	DANRE06676, DANRE06675	ASTMX04722
OG0006406	DANRE29832, DANRE29833	ASTMX21683
OG0006406	DANRE03697	ASTMX16175
OG0006407	DANRE15204, DANRE15205	ASTMX09544
OG0006408	DANRE17799	ASTMX14791
OG0006410	DANRE21986, DANRE21989	ASTMX00045
OG0006410	DANRE21988, DANRE21985	ASTMX10523
OG0006410	DANRE11698, DANRE11697	ASTMX07585
OG0006410	DANRE17291, DANRE17292	ASTMX09936
OG0006411	DANRE27917	ASTMX15684
OG0006411	DANRE40431	ASTMX07476
OG0006411	DANRE37070	ASTMX01059
OG0006412	DANRE41119, DANRE41118	ASTMX19358, ASTMX06397
OG0006412	DANRE26914	ASTMX03151
OG0006412	DANRE10546	ASTMX22449
OG0006412	DANRE23390, DANRE23391	ASTMX20416
OG0006413	DANRE39785	ASTMX04042
OG0006413	DANRE36743	ASTMX19365
OG0006413	DANRE02308, DANRE02309	ASTMX05566
OG0006413	DANRE25712	ASTMX08322
OG0006413	DANRE30887	ASTMX08529
OG0006414	DANRE19245	ASTMX04060
OG0006414	DANRE12927	ASTMX21246
OG0006414	DANRE12923	ASTMX18256
OG0006414	DANRE03526	ASTMX07659
OG0006415	DANRE16461	ASTMX10919
OG0006415	DANRE06501	ASTMX16367
OG0006415	DANRE33489, DANRE33490	ASTMX10620
OG0006415	DANRE01133	ASTMX14000
OG0006415	DANRE08284	ASTMX04379
OG0006416	DANRE24129	ASTMX09587
OG0006417	DANRE28518	ASTMX22102
OG0006417	DANRE33037, DANRE32974	ASTMX15776
OG0006417	DANRE32257, DANRE32543, DANRE32591, DANRE32848, DANRE31946, DANRE32281, DANRE32852, DANRE33073, DANRE32833, DANRE32429, DANRE32708, DANRE32132, DANRE32137, DANRE32377, DANRE32854, DANRE32069, DANRE31987, DANRE32493, DANRE32166	ASTMX21892, ASTMX21909, ASTMX21651, ASTMX22079, ASTMX19502
OG0006443	DANRE00893, DANRE00894	ASTMX17383
OG0006446	DANRE40885, DANRE40884, DANRE40883	ASTMX14441
OG0006447	DANRE34812	ASTMX03343
OG0006448	DANRE27832	ASTMX06552
OG0006449	DANRE14730	ASTMX00867
OG0006452	DANRE02762	ASTMX00706
OG0006452	DANRE22799	ASTMX06385
OG0006454	DANRE08298	ASTMX09892
OG0006454	DANRE34951	ASTMX15753
OG0006456	DANRE14385	ASTMX13571
OG0006458	DANRE07992	ASTMX14899
OG0006459	DANRE25979, DANRE25980	ASTMX05149
OG0006460	DANRE05152	ASTMX10934
OG0006461	DANRE40456	ASTMX20285
OG0006462	DANRE03375	ASTMX07745
OG0006462	DANRE30415	ASTMX16027
OG0006463	DANRE19402, DANRE19401	ASTMX03382, ASTMX03381
OG0006464	DANRE22250	ASTMX07158
OG0006465	DANRE02945, DANRE02946, DANRE02944	ASTMX04889
OG0006467	DANRE39297	ASTMX08996
OG0006468	DANRE10143	ASTMX13923
OG0006469	DANRE16763	ASTMX04166
OG0006470	DANRE15907	ASTMX19812
OG0006471	DANRE21870, DANRE21871	ASTMX10543
OG0006472	DANRE38202, DANRE38201	ASTMX03121
OG0006474	DANRE39677	ASTMX05105
OG0006475	DANRE24226	ASTMX06213
OG0006476	DANRE01065, DANRE01064	ASTMX03680
OG0006477	DANRE39101	ASTMX01733
OG0006478	DANRE29720	ASTMX19975
OG0006479	DANRE22957, DANRE22955, DANRE22956	ASTMX05244
OG0006480	DANRE22037	ASTMX10507
OG0006481	DANRE34163	ASTMX12810
OG0006482	DANRE18945, DANRE18946	ASTMX15100
OG0006483	DANRE43261, DANRE43260, DANRE43262	ASTMX12268
OG0006484	DANRE40128, DANRE40556, DANRE40561, DANRE40560	ASTMX15629, ASTMX15630
OG0006485	DANRE38125, DANRE09023, DANRE38126, DANRE38124, DANRE38127	ASTMX05625
OG0006486	DANRE36064, DANRE35988	ASTMX00970
OG0006487	DANRE40466	ASTMX19663
OG0006488	DANRE07586	ASTMX20556
OG0006490	DANRE30998, DANRE30997	ASTMX07123
OG0006491	DANRE24615	ASTMX09131
OG0006492	DANRE12650, DANRE12649, DANRE12651	ASTMX06268
OG0006493	DANRE19720	ASTMX06078
OG0006494	DANRE26527	ASTMX06517
OG0006495	DANRE33872	ASTMX10481
OG0006495	DANRE33873	ASTMX20221
OG0006496	DANRE27447	ASTMX13132
OG0006497	DANRE16111, DANRE16110	ASTMX04148
OG0006498	DANRE34352, DANRE34351	ASTMX09105
OG0006499	DANRE26978, DANRE26977	ASTMX03118
OG0006499	DANRE18277	ASTMX19284
OG0006501	DANRE08955	ASTMX20489
OG0006502	DANRE29381, DANRE29382, DANRE29383	ASTMX03641
OG0006503	DANRE07132, DANRE07133, DANRE07134	ASTMX17879
OG0006504	DANRE20128	ASTMX09346
OG0006505	DANRE03734, DANRE26394	ASTMX14118
OG0006506	DANRE24402, DANRE24403, DANRE24401	ASTMX07943, ASTMX07944
OG0006507	DANRE22794	ASTMX06390
OG0006508	DANRE05986, DANRE05987	ASTMX20868
OG0006509	DANRE23625	ASTMX17571
OG0006510	DANRE36871	ASTMX21327
OG0006511	DANRE37056	ASTMX07468
OG0006512	DANRE29342	ASTMX17346
OG0006513	DANRE38836	ASTMX12836
OG0006514	DANRE07332	ASTMX14865
OG0006515	DANRE04926, DANRE04925, DANRE04924	ASTMX02761
OG0006516	DANRE05513, DANRE05512	ASTMX04545
OG0006517	DANRE28275, DANRE28276	ASTMX11934
OG0006518	DANRE05484	ASTMX04564
OG0006519	DANRE17604	ASTMX01289
OG0006520	DANRE01097, DANRE01098	ASTMX13980
OG0006522	DANRE20324	ASTMX12222
OG0006522	DANRE07918	ASTMX05880
OG0006523	DANRE13254	ASTMX06331
OG0006524	DANRE25718	ASTMX08327
OG0006525	DANRE39739	ASTMX04027
OG0006526	DANRE13639	ASTMX12578
OG0006527	DANRE03126	ASTMX16450, ASTMX16451
OG0006528	DANRE15366	ASTMX16747
OG0006530	DANRE10408	ASTMX01859
OG0006531	DANRE31049, DANRE31050, DANRE12470	ASTMX07225
OG0006532	DANRE02116	ASTMX02900
OG0006534	DANRE04753	ASTMX18494
OG0006535	DANRE31306, DANRE31307	ASTMX21623
OG0006536	DANRE16746	ASTMX04129
OG0006537	DANRE16803, DANRE16802, DANRE16800, DANRE16801	ASTMX08262
OG0006538	DANRE01948	ASTMX18870
OG0006540	DANRE43223	ASTMX04121
OG0006541	DANRE00195	ASTMX10564
OG0006542	DANRE01099	ASTMX13981
OG0006543	DANRE04511	ASTMX20456
OG0006544	DANRE36921	ASTMX18699
OG0006545	DANRE14779	ASTMX12257
OG0006546	DANRE17452, DANRE17453, DANRE17454	ASTMX21843
OG0006547	DANRE01017, DANRE01016	ASTMX12162
OG0006549	DANRE30654	ASTMX13289
OG0006550	DANRE31528, DANRE31529, DANRE31527	ASTMX02023
OG0006551	DANRE41890, DANRE41889	ASTMX09829
OG0006552	DANRE19095	ASTMX10359
OG0006553	DANRE15584, DANRE15585, DANRE30044	ASTMX04960
OG0006554	DANRE19522	ASTMX07799
OG0006555	DANRE35599, DANRE35598	ASTMX00532
OG0006556	DANRE11973, DANRE11974, DANRE11975	ASTMX04835
OG0006557	DANRE25072	ASTMX00610
OG0006559	DANRE20945, DANRE20944	ASTMX04929
OG0006560	DANRE17717, DANRE17715, DANRE17716	ASTMX10786
OG0006561	DANRE18058	ASTMX15649
OG0006562	DANRE20523, DANRE20522	ASTMX04124
OG0006563	DANRE28810, DANRE28809	ASTMX14853
OG0006564	DANRE07932, DANRE07931	ASTMX05891
OG0006565	DANRE25862	ASTMX05183
OG0006565	DANRE02268	ASTMX13946
OG0006566	DANRE29055	ASTMX21272
OG0006567	DANRE01679	ASTMX00688
OG0006568	DANRE16829	ASTMX11588
OG0006569	DANRE04566	ASTMX04216
OG0006570	DANRE14648	ASTMX00900
OG0006571	DANRE33971	ASTMX18330
OG0006573	DANRE34641	ASTMX15993
OG0006574	DANRE21767, DANRE21766, DANRE21765	ASTMX02442
OG0006575	DANRE34819, DANRE34820	ASTMX03347
OG0006576	DANRE07329	ASTMX19578
OG0006577	DANRE01281	ASTMX02962
OG0006578	DANRE19007, DANRE19008	ASTMX20623
OG0006579	DANRE39282	ASTMX10487
OG0006581	DANRE26007	ASTMX05136
OG0006583	DANRE17390	ASTMX09907
OG0006584	DANRE09521	ASTMX01917
OG0006585	DANRE11331, DANRE11330	ASTMX03264
OG0006586	DANRE26201, DANRE26199, DANRE26200	ASTMX00582
OG0006587	DANRE13162, DANRE13161	ASTMX17293
OG0006588	DANRE22756	ASTMX22543
OG0006589	DANRE31630	ASTMX01982
OG0006590	DANRE25511	ASTMX01101
OG0006591	DANRE10350	ASTMX01816
OG0006592	DANRE22277	ASTMX19848
OG0006593	DANRE26311, DANRE26312	ASTMX13747
OG0006594	DANRE39229, DANRE39227, DANRE39230, DANRE39228	ASTMX10490
OG0006595	DANRE04332, DANRE04333	ASTMX17451
OG0006596	DANRE36993	ASTMX15703
OG0006597	DANRE06998	ASTMX08816
OG0006598	DANRE34799, DANRE34800	ASTMX03337
OG0006599	DANRE35346	ASTMX20311
OG0006599	DANRE40652, DANRE40653, DANRE40651	ASTMX05087
OG0006600	DANRE04050	ASTMX01495
OG0006601	DANRE35665	ASTMX11415
OG0006602	DANRE16908, DANRE16909	ASTMX13176
OG0006603	DANRE39335	ASTMX16596
OG0006604	DANRE08283	ASTMX04380
OG0006605	DANRE37509	ASTMX19206
OG0006606	DANRE12518	ASTMX07238
OG0006607	DANRE10065	ASTMX07493
OG0006608	DANRE12270	ASTMX16691, ASTMX06296
OG0006609	DANRE38772, DANRE38771	ASTMX17421
OG0006610	DANRE15476, DANRE15475	ASTMX19699
OG0006611	DANRE23305	ASTMX17727
OG0006612	DANRE01859	ASTMX02924
OG0006613	DANRE43420	ASTMX21383
OG0006614	DANRE32921, DANRE32922, DANRE32923, DANRE32924	ASTMX01993
OG0006615	DANRE14777, DANRE14778	ASTMX12256
OG0006616	DANRE26673	ASTMX13105
OG0006617	DANRE11557, DANRE11556	ASTMX19960
OG0006618	DANRE23824	ASTMX02646
OG0006619	DANRE24678	ASTMX17174
OG0006620	DANRE17728	ASTMX10793
OG0006620	DANRE43368, DANRE10758	ASTMX08180
OG0006621	DANRE35047	ASTMX03527
OG0006622	DANRE06401	ASTMX01144
OG0006623	DANRE25920	ASTMX00578
OG0006624	DANRE10511, DANRE10512	ASTMX19460
OG0006625	DANRE15349	ASTMX17004
OG0006626	DANRE25071	ASTMX00608
OG0006627	DANRE03368	ASTMX01364
OG0006628	DANRE25218	ASTMX02213
OG0006628	DANRE38495	ASTMX00249
OG0006630	DANRE13211	ASTMX22622
OG0006632	DANRE06687, DANRE06688	ASTMX04725
OG0006632	DANRE07374	ASTMX00323
OG0006633	DANRE26873, DANRE26872, DANRE26871	ASTMX18345
OG0006635	DANRE01468, DANRE41203, DANRE41204, DANRE41202	ASTMX19723
OG0006636	DANRE09302	ASTMX06791
OG0006637	DANRE04008, DANRE04009	ASTMX01565
OG0006638	DANRE36392, DANRE36393	ASTMX05476
OG0006639	DANRE39267	ASTMX05575
OG0006639	DANRE15626	ASTMX21284
OG0006640	DANRE39218	ASTMX09650
OG0006641	DANRE10715	ASTMX01398
OG0006642	DANRE11176	ASTMX03226
OG0006644	DANRE10255, DANRE10254	ASTMX21336
OG0006645	DANRE09833, DANRE09832	ASTMX14608
OG0006646	DANRE37654, DANRE37653	ASTMX04908
OG0006647	DANRE13576	ASTMX21895
OG0006649	DANRE30372, DANRE30371	ASTMX22278
OG0006650	DANRE25536	ASTMX22454
OG0006651	DANRE00823, DANRE00822	ASTMX03710
OG0006652	DANRE04727, DANRE04728, DANRE40360	ASTMX16547
OG0006653	DANRE28304, DANRE28305	ASTMX11926
OG0006654	DANRE18186	ASTMX10252
OG0006655	DANRE12365	ASTMX02610
OG0006657	DANRE39849, DANRE39850	ASTMX13430
OG0006658	DANRE11677, DANRE18834	ASTMX01278
OG0006660	DANRE21300	ASTMX16840
OG0006660	DANRE36980	ASTMX15712
OG0006661	DANRE19721	ASTMX06079
OG0006662	DANRE00965	ASTMX10852
OG0006663	DANRE08633, DANRE08634	ASTMX20793
OG0006664	DANRE03439	ASTMX18894
OG0006666	DANRE21287	ASTMX14266
OG0006667	DANRE26598	ASTMX06457
OG0006668	DANRE16558, DANRE16559	ASTMX08555
OG0006669	DANRE19000, DANRE18999	ASTMX07762
OG0006670	DANRE40209	ASTMX08852
OG0006672	DANRE11357, DANRE11356	ASTMX03220
OG0006673	DANRE00592	ASTMX18034
OG0006673	DANRE39690	ASTMX05111
OG0006675	DANRE19617, DANRE19618	ASTMX17949
OG0006676	DANRE12779	ASTMX10262
OG0006677	DANRE09349	ASTMX10112
OG0006678	DANRE28792	ASTMX21609
OG0006679	DANRE03939, DANRE03938	ASTMX01521
OG0006680	DANRE35503	ASTMX00952
OG0006681	DANRE17737	ASTMX10798
OG0006683	DANRE40259	ASTMX17752
OG0006684	DANRE30786	ASTMX19788
OG0006685	DANRE18783, DANRE18784	ASTMX13015
OG0006685	DANRE38812, DANRE38811	ASTMX14032
OG0006686	DANRE18994, DANRE18993, DANRE18992	ASTMX07806
OG0006687	DANRE10137	ASTMX05776
OG0006688	DANRE37962	ASTMX02675
