Orthogroup	DANRE	CAEEL
OG0004981	DANRE14254	CAEEL09447
OG0004982	DANRE34279	CAEEL04257
OG0004983	DANRE16881, DANRE00625, DANRE00624	CAEEL20664
OG0004985	DANRE39779, DANRE36721	CAEEL12156
OG0004988	DANRE33484	CAEEL17794, CAEEL18022
OG0004989	DANRE13354, DANRE13355, DANRE13356	CAEEL05203
OG0004991	DANRE30977, DANRE22096	CAEEL09801
OG0004993	DANRE19347	CAEEL15309
OG0004996	DANRE36618, DANRE36619	CAEEL17438, CAEEL11752
OG0004997	DANRE04249	CAEEL04822
OG0004999	DANRE15535	CAEEL05368
OG0005000	DANRE30687	CAEEL11120
OG0005002	DANRE01828	CAEEL01672
OG0005003	DANRE15904	CAEEL01322, CAEEL00099
OG0005007	DANRE22188, DANRE41831	CAEEL00948
OG0005009	DANRE24256, DANRE24254, DANRE24255	CAEEL18496, CAEEL07665
OG0005010	DANRE23164, DANRE04074	CAEEL16152, CAEEL15693
OG0005014	DANRE39678, DANRE39680, DANRE39679	CAEEL11918
OG0005015	DANRE39235, DANRE39234	CAEEL11900
OG0005021	DANRE41836, DANRE12261, DANRE23680, DANRE12260, DANRE26374	CAEEL10907, CAEEL20625
OG0005038	DANRE22630	CAEEL10919
OG0005040	DANRE00758, DANRE00759	CAEEL00444
OG0005044	DANRE07969, DANRE00916	CAEEL18052, CAEEL08925
OG0005045	DANRE23539, DANRE23538	CAEEL02865, CAEEL15654, CAEEL18839, CAEEL19319
OG0005046	DANRE12332, DANRE12331	CAEEL06278
OG0005048	DANRE27652, DANRE27653, DANRE27651	CAEEL08395
OG0005049	DANRE22847, DANRE22846, DANRE22848	CAEEL05912
OG0005053	DANRE01855	CAEEL05072
OG0005055	DANRE03751, DANRE03750, DANRE05583, DANRE05584	CAEEL15917
OG0005061	DANRE09298	CAEEL06935
OG0005062	DANRE36589	CAEEL15834
OG0005064	DANRE10149, DANRE14689, DANRE14688	CAEEL02804
OG0005066	DANRE10836, DANRE10837	CAEEL04324
OG0005067	DANRE27890	CAEEL09402
OG0005068	DANRE23655, DANRE23656, DANRE35297	CAEEL06007
OG0005069	DANRE03467	CAEEL20392, CAEEL03480, CAEEL07766, CAEEL05483, CAEEL05440
OG0005072	DANRE42916	CAEEL08088
OG0005075	DANRE30908	CAEEL12679, CAEEL12680
OG0005076	DANRE38516	CAEEL00314
OG0005077	DANRE01739	CAEEL03715
OG0005079	DANRE10988, DANRE10989	CAEEL04258
OG0005081	DANRE02004	CAEEL00648
OG0005084	DANRE01631, DANRE25056	CAEEL10424
OG0005086	DANRE36659	CAEEL10116
OG0005087	DANRE27655, DANRE27656, DANRE27657	CAEEL00397
OG0005090	DANRE29441	CAEEL07862
OG0005091	DANRE06307	CAEEL08585
OG0005092	DANRE39803, DANRE39804	CAEEL10329
OG0005093	DANRE18189, DANRE18190, DANRE10807, DANRE10806	CAEEL01263
OG0005094	DANRE12538	CAEEL01147
OG0005095	DANRE12280	CAEEL09367
OG0005096	DANRE24839, DANRE24842	CAEEL01063
OG0005097	DANRE03640, DANRE03639	CAEEL03077
OG0005100	DANRE14158, DANRE14160, DANRE14157, DANRE14156, DANRE14161, DANRE14159	CAEEL09224
OG0005102	DANRE04032	CAEEL01712
OG0005104	DANRE13004, DANRE13003, DANRE13005	CAEEL06404
OG0005106	DANRE24272	CAEEL08221
OG0005107	DANRE12455	CAEEL06519
OG0005108	DANRE28411, DANRE28412	CAEEL17437
OG0005109	DANRE23362	CAEEL08735
OG0005110	DANRE29438, DANRE29439	CAEEL00788
OG0005111	DANRE23178	CAEEL06161
OG0005114	DANRE26941, DANRE36248	CAEEL05264
OG0005117	DANRE27662	CAEEL05287
OG0005118	DANRE43411	CAEEL00391
OG0005119	DANRE18942, DANRE18847	CAEEL15595
OG0005120	DANRE03037, DANRE03036	CAEEL00721
OG0005121	DANRE01576, DANRE01578, DANRE01577	CAEEL15242
OG0005124	DANRE18006	CAEEL15904
OG0005125	DANRE04168, DANRE04169, DANRE15586, DANRE15588, DANRE15587, DANRE38436	CAEEL18933
OG0005126	DANRE14921	CAEEL01900
OG0005127	DANRE07655, DANRE07654	CAEEL09162
OG0005130	DANRE07303	CAEEL09169
OG0005131	DANRE09839, DANRE09840	CAEEL04955
OG0005134	DANRE30511	CAEEL05022
OG0005136	DANRE04989, DANRE04990, DANRE04992, DANRE04991	CAEEL12272
OG0005139	DANRE41900	CAEEL04623
OG0005140	DANRE38916, DANRE25160	CAEEL11450, CAEEL01348
OG0005142	DANRE33975	CAEEL08707
OG0005143	DANRE22177	CAEEL11317
OG0005144	DANRE21482	CAEEL05847
OG0005146	DANRE11790, DANRE11791	CAEEL10882
OG0005147	DANRE15278, DANRE34789, DANRE34790	CAEEL09090
OG0005149	DANRE42452, DANRE15553	CAEEL00546
OG0005151	DANRE03020, DANRE03018, DANRE03019, DANRE03021, DANRE03022, DANRE03017	CAEEL07956
OG0005154	DANRE23790, DANRE28297, DANRE28298	CAEEL17431, CAEEL17429
OG0005155	DANRE37939, DANRE42243	CAEEL00411, CAEEL19156
OG0005157	DANRE29206, DANRE03135	CAEEL08876
OG0005158	DANRE41778, DANRE15365	CAEEL08905
OG0005160	DANRE39238, DANRE39237, DANRE39236	CAEEL07790
OG0005161	DANRE23516	CAEEL07201
OG0005164	DANRE13847, DANRE13848	CAEEL05870, CAEEL01827, CAEEL00921
OG0005166	DANRE04322, DANRE11164, DANRE18088, DANRE15127, DANRE10657	CAEEL15691
OG0005167	DANRE24830, DANRE09311	CAEEL07061
OG0005168	DANRE18805	CAEEL14712
OG0005169	DANRE11119, DANRE11120	CAEEL09655
OG0005171	DANRE17629, DANRE19949, DANRE06283	CAEEL10803
OG0005172	DANRE12694, DANRE12692, DANRE12693, DANRE40538	CAEEL02363
OG0005174	DANRE15405, DANRE15404, DANRE41388, DANRE38782, DANRE27203	CAEEL08350
OG0005175	DANRE06724, DANRE06725	CAEEL15716
OG0005176	DANRE33630	CAEEL07557
OG0005178	DANRE08563, DANRE08562, DANRE08561	CAEEL07469
OG0005179	DANRE15889	CAEEL07168
OG0005180	DANRE07320, DANRE15873	CAEEL09248
OG0005181	DANRE15273, DANRE15274, DANRE15271, DANRE15272	CAEEL07703
OG0005183	DANRE39320	CAEEL08543
OG0005184	DANRE42892, DANRE42893, DANRE42894	CAEEL18223
OG0005187	DANRE31608, DANRE31609	CAEEL14730
OG0005188	DANRE35694	CAEEL08965
OG0005191	DANRE40014, DANRE40015	CAEEL05362
OG0005192	DANRE27430, DANRE27429	CAEEL04804
OG0005194	DANRE23734, DANRE06460	CAEEL05882
OG0005196	DANRE25769, DANRE25770	CAEEL01072
OG0005199	DANRE11688, DANRE18103	CAEEL19265
OG0005200	DANRE13770, DANRE09299, DANRE09300, DANRE09301	CAEEL05998
OG0005201	DANRE20651, DANRE20652	CAEEL04588
OG0005202	DANRE03843, DANRE03841, DANRE03842	CAEEL08971
OG0005204	DANRE34891, DANRE34890	CAEEL00557
OG0005205	DANRE23986, DANRE23987, DANRE23988	CAEEL18834
OG0005206	DANRE43373, DANRE43372	CAEEL02109
OG0005207	DANRE27464	CAEEL05270
OG0005209	DANRE28585	CAEEL12392
OG0005212	DANRE25992, DANRE25993	CAEEL01431
OG0005215	DANRE28386, DANRE28387	CAEEL02018
OG0005221	DANRE39242	CAEEL13148
OG0005222	DANRE12281, DANRE12282	CAEEL00417
OG0005223	DANRE14873, DANRE14874, DANRE14875	CAEEL08867
OG0005224	DANRE04400, DANRE04399, DANRE04398	CAEEL11021
OG0005225	DANRE30698	CAEEL11736
OG0005226	DANRE31449, DANRE31450, DANRE31448	CAEEL09365
OG0005228	DANRE00611	CAEEL02900
OG0005229	DANRE20286, DANRE20287	CAEEL09302
OG0005230	DANRE38591, DANRE38588, DANRE38589, DANRE38590, DANRE38587	CAEEL17555
OG0005231	DANRE29725, DANRE29724, DANRE29721, DANRE29723, DANRE29722	CAEEL04101
OG0005232	DANRE08508, DANRE08507, DANRE01054, DANRE01055	CAEEL14162
OG0005233	DANRE22891, DANRE22892	CAEEL03305
OG0005234	DANRE35287	CAEEL03034
OG0005235	DANRE42648, DANRE42647, DANRE23301, DANRE23300, DANRE23302	CAEEL06659
OG0005237	DANRE19986	CAEEL01570
OG0005238	DANRE19343	CAEEL07258
OG0005239	DANRE18728	CAEEL15608
OG0005240	DANRE09845, DANRE22727, DANRE22726, DANRE22725, DANRE22728	CAEEL00076
OG0005244	DANRE14577	CAEEL12471
OG0005247	DANRE14607, DANRE14608	CAEEL05013
OG0005248	DANRE09650, DANRE09649, DANRE36891	CAEEL10051
OG0005249	DANRE34087, DANRE34086, DANRE19455	CAEEL18813, CAEEL11117
OG0005250	DANRE10650, DANRE10651	CAEEL00202
OG0005252	DANRE03227, DANRE03228, DANRE19631	CAEEL11797
OG0005253	DANRE20221, DANRE20223, DANRE20222, DANRE20220	CAEEL07486
OG0005254	DANRE36035, DANRE36036	CAEEL04182
OG0005257	DANRE04815	CAEEL20337
OG0005258	DANRE36655	CAEEL02600
OG0005259	DANRE36606, DANRE36722	CAEEL12389
OG0005260	DANRE38220, DANRE12944, DANRE12946, DANRE12945	CAEEL18095
OG0005261	DANRE17491, DANRE18309	CAEEL16553
OG0005262	DANRE22648, DANRE22647	CAEEL05690
OG0005266	DANRE24649	CAEEL09384
OG0005267	DANRE16736, DANRE04469, DANRE04468	CAEEL15615
OG0005269	DANRE01789, DANRE01790, DANRE01786, DANRE01788	CAEEL10603
OG0005270	DANRE06280	CAEEL16559, CAEEL00852
OG0005272	DANRE36550, DANRE36551	CAEEL07617
OG0005273	DANRE00867	CAEEL00093
OG0005275	DANRE36697, DANRE36699, DANRE36698	CAEEL10805, CAEEL10806
OG0005276	DANRE04607, DANRE04608, DANRE04609	CAEEL06716
OG0005277	DANRE18726, DANRE18727	CAEEL02345
OG0005278	DANRE12167	CAEEL00673
OG0005279	DANRE26142	CAEEL02901
OG0005280	DANRE05020, DANRE05021	CAEEL08138
OG0005281	DANRE20087, DANRE38747	CAEEL07157
OG0005285	DANRE40751, DANRE40750	CAEEL03081
OG0005286	DANRE20528	CAEEL09226
OG0005287	DANRE09921, DANRE09920, DANRE13538	CAEEL01803
OG0005289	DANRE08757	CAEEL11634
OG0005290	DANRE21512, DANRE21511, DANRE21510	CAEEL08960
OG0005292	DANRE37125, DANRE37126	CAEEL09126
OG0005293	DANRE07536	CAEEL01396
OG0005294	DANRE19668, DANRE19667, DANRE33427, DANRE33428	CAEEL06222
OG0005298	DANRE12766	CAEEL01976, CAEEL00675
OG0005299	DANRE25389	CAEEL15482
OG0005300	DANRE31485	CAEEL11534
OG0005301	DANRE40592, DANRE40591	CAEEL04628
OG0005303	DANRE31333	CAEEL04461
OG0005305	DANRE22385, DANRE22384	CAEEL02568
OG0005309	DANRE04988, DANRE04987, DANRE41130	CAEEL11459
OG0005312	DANRE02196, DANRE02195	CAEEL11093
OG0005314	DANRE41878, DANRE41879, DANRE41881, DANRE41880, DANRE16592	CAEEL00759
OG0005315	DANRE28056, DANRE28057	CAEEL12782
OG0005316	DANRE26300, DANRE26301	CAEEL12094
OG0005318	DANRE27185	CAEEL11412
OG0005319	DANRE05294	CAEEL01211
OG0005323	DANRE41154, DANRE41153	CAEEL14840
OG0005324	DANRE23731	CAEEL15302
OG0005325	DANRE37921, DANRE37920, DANRE15543	CAEEL20386
OG0005360	DANRE37597	CAEEL01919
OG0005366	DANRE35231, DANRE35230	CAEEL12942
OG0005369	DANRE11257, DANRE11258	CAEEL05707
OG0005370	DANRE37074, DANRE37075	CAEEL00421
OG0005371	DANRE34774	CAEEL03912
OG0005373	DANRE17209	CAEEL09399
OG0005374	DANRE18198	CAEEL02806
OG0005375	DANRE29932	CAEEL19544, CAEEL14120
OG0005377	DANRE01020, DANRE33539	CAEEL06685
OG0005378	DANRE36662, DANRE36661	CAEEL20215, CAEEL20216
OG0005379	DANRE28814	CAEEL09264
OG0005383	DANRE04137	CAEEL07506
OG0005384	DANRE24068, DANRE24067, DANRE27219	CAEEL02931
OG0005385	DANRE08251	CAEEL08714
OG0005386	DANRE15737, DANRE15735, DANRE15736	CAEEL10538
OG0005387	DANRE23517	CAEEL08152
OG0005388	DANRE01822, DANRE01821	CAEEL01742
OG0005389	DANRE20198	CAEEL06878
OG0005390	DANRE26690, DANRE26689	CAEEL04490
OG0005391	DANRE12673	CAEEL00272
OG0005394	DANRE13635	CAEEL17986
OG0005396	DANRE24333, DANRE24335, DANRE24334	CAEEL08913
OG0005398	DANRE42778	CAEEL07255
OG0005399	DANRE39369	CAEEL03245
OG0005402	DANRE13106	CAEEL05349
OG0005403	DANRE24963	CAEEL01879
OG0005404	DANRE24126, DANRE24125, DANRE24124, DANRE24127	CAEEL05358
OG0005406	DANRE09765, DANRE13301	CAEEL08083
OG0005408	DANRE05999	CAEEL07280
OG0005409	DANRE12530, DANRE12531	CAEEL02913
OG0005414	DANRE04083, DANRE04081, DANRE04082	CAEEL00252
OG0005417	DANRE29997	CAEEL00029
OG0005421	DANRE25252	CAEEL14199
OG0005422	DANRE35580	CAEEL16015
OG0005423	DANRE07286, DANRE41819, DANRE06520	CAEEL08794
OG0005425	DANRE31361	CAEEL08174
OG0005428	DANRE38113, DANRE38111, DANRE38112	CAEEL01407
OG0005431	DANRE09200, DANRE09201	CAEEL09902
OG0005432	DANRE08285	CAEEL04969
OG0005433	DANRE19173	CAEEL02529
OG0005434	DANRE12767	CAEEL07593
OG0005435	DANRE35885, DANRE35886, DANRE35883, DANRE35882	CAEEL07714
OG0005436	DANRE34783, DANRE12872	CAEEL01615
OG0005441	DANRE09160	CAEEL19512
OG0005442	DANRE01762	CAEEL02528
OG0005443	DANRE18748, DANRE17411	CAEEL06163
OG0005445	DANRE13527	CAEEL10809
OG0005446	DANRE18147	CAEEL01571, CAEEL20779
OG0005448	DANRE40554, DANRE00566	CAEEL08780
OG0005450	DANRE33767, DANRE33768, DANRE33769, DANRE33770	CAEEL09047
OG0005451	DANRE26347	CAEEL06444
OG0005452	DANRE25984, DANRE25985, DANRE25983	CAEEL10226, CAEEL12298
OG0005455	DANRE27358, DANRE27359, DANRE38815	CAEEL09268
OG0005457	DANRE38620, DANRE38621	CAEEL07347
OG0005459	DANRE12592, DANRE12590, DANRE12591	CAEEL16135
OG0005462	DANRE29636, DANRE29637, DANRE29638	CAEEL10748
OG0005464	DANRE22331	CAEEL09892
OG0005465	DANRE05457	CAEEL16426
OG0005466	DANRE36578	CAEEL08021
OG0005468	DANRE27698, DANRE27699, DANRE27700, DANRE27697	CAEEL02934
OG0005469	DANRE30812	CAEEL07069
OG0005470	DANRE06466, DANRE06467	CAEEL06305
OG0005471	DANRE07422	CAEEL12162
OG0005472	DANRE36260, DANRE36259	CAEEL18620
OG0005474	DANRE03400	CAEEL07485
OG0005475	DANRE23370, DANRE23369	CAEEL16459
OG0005476	DANRE31627	CAEEL11680
OG0005479	DANRE38869, DANRE38870	CAEEL07488
OG0005481	DANRE33798, DANRE33799	CAEEL02594
OG0005482	DANRE08077	CAEEL15422
OG0005484	DANRE15956, DANRE15955, DANRE15954	CAEEL15470
OG0005486	DANRE19600	CAEEL19474, CAEEL05557
OG0005487	DANRE42927, DANRE42926	CAEEL12473, CAEEL12474
OG0005488	DANRE00136, DANRE00135	CAEEL04375
OG0005490	DANRE28178, DANRE28179, DANRE28180, DANRE35831, DANRE35832	CAEEL08623
OG0005491	DANRE19088, DANRE19089	CAEEL05923
OG0005492	DANRE14266, DANRE14269, DANRE14267, DANRE14270, DANRE14268	CAEEL02699
OG0005493	DANRE11814	CAEEL04269
OG0005494	DANRE13317, DANRE13316	CAEEL09928
OG0005495	DANRE34985, DANRE34986	CAEEL05689
OG0005498	DANRE09835, DANRE09834	CAEEL08908
OG0005499	DANRE01400, DANRE01401	CAEEL10000
OG0005500	DANRE02835, DANRE02834	CAEEL13757, CAEEL03036
OG0005502	DANRE13277, DANRE13275, DANRE13276, DANRE26573, DANRE26572, DANRE26571, DANRE06519, DANRE06518, DANRE06516, DANRE06515, DANRE06517	CAEEL19896, CAEEL15449
OG0005504	DANRE07863, DANRE07864	CAEEL10085
OG0005508	DANRE14976, DANRE14977	CAEEL08671
OG0005517	DANRE24916, DANRE24915	CAEEL00403
OG0005518	DANRE13478, DANRE13477, DANRE13476	CAEEL11871
OG0005519	DANRE12764	CAEEL04739
OG0005520	DANRE30676, DANRE30675	CAEEL05044
OG0005522	DANRE34303, DANRE34304, DANRE34302	CAEEL11025
OG0005525	DANRE04356, DANRE04355	CAEEL06342
OG0005527	DANRE25598, DANRE30947	CAEEL07576
OG0005529	DANRE33058	CAEEL19121
OG0005531	DANRE31418, DANRE31417	CAEEL05616
OG0005533	DANRE12566	CAEEL07641
OG0005534	DANRE13330, DANRE13329	CAEEL09833
OG0005535	DANRE20126	CAEEL05743
OG0005537	DANRE14245, DANRE14246	CAEEL05177
OG0005538	DANRE29221	CAEEL02674
OG0005539	DANRE15118, DANRE15119	CAEEL00571
OG0005540	DANRE13555	CAEEL01662
OG0005543	DANRE19467, DANRE18254, DANRE19468, DANRE19469	CAEEL01669
OG0005545	DANRE02887	CAEEL11935
OG0005547	DANRE04337, DANRE05009, DANRE05007, DANRE05008, DANRE05006	CAEEL05548
OG0005548	DANRE05420, DANRE05419, DANRE03109, DANRE34545	CAEEL11105
OG0005550	DANRE24061	CAEEL01408
OG0005552	DANRE14554, DANRE14556, DANRE14555, DANRE14558, DANRE14557	CAEEL20765
OG0005553	DANRE00372	CAEEL00572
OG0005554	DANRE39338, DANRE39339, DANRE39340	CAEEL04828
OG0005556	DANRE34261	CAEEL12122
OG0005558	DANRE11734, DANRE35234, DANRE35233	CAEEL01488
OG0005559	DANRE14663, DANRE14666, DANRE14664, DANRE14665, DANRE14662	CAEEL02868
OG0005560	DANRE36070, DANRE36069	CAEEL01956
OG0005561	DANRE23494	CAEEL11687
OG0005562	DANRE19787	CAEEL08427
OG0005563	DANRE41618, DANRE41621, DANRE41622, DANRE41619	CAEEL08448
OG0005566	DANRE39659, DANRE00333	CAEEL08840
OG0005569	DANRE25030	CAEEL09364
OG0005570	DANRE16077, DANRE16079, DANRE16078	CAEEL08043
OG0005572	DANRE15331, DANRE15330	CAEEL00043
OG0005574	DANRE37569, DANRE37570	CAEEL01999
OG0005575	DANRE03463, DANRE03462	CAEEL05562
OG0005576	DANRE15203, DANRE15201, DANRE15200, DANRE15202	CAEEL13925
OG0005577	DANRE02646, DANRE23480	CAEEL19904
OG0005578	DANRE10384	CAEEL07544
OG0005580	DANRE28264	CAEEL08013
OG0005581	DANRE16480, DANRE06576, DANRE06577	CAEEL08031
OG0005582	DANRE43393	CAEEL06866
OG0005586	DANRE21731, DANRE13942	CAEEL10986
OG0005587	DANRE25681	CAEEL04788
OG0005588	DANRE24588, DANRE24587	CAEEL07160
OG0005589	DANRE41477	CAEEL08776
OG0005592	DANRE30249	CAEEL12369
OG0005593	DANRE41927, DANRE41929, DANRE41928	CAEEL09723
OG0005594	DANRE10635	CAEEL07851
OG0005595	DANRE30852	CAEEL11031
OG0005597	DANRE15269, DANRE15270	CAEEL01169
OG0005598	DANRE25018	CAEEL08627, CAEEL14483
OG0005599	DANRE36072	CAEEL10759
OG0005603	DANRE39411	CAEEL15468
OG0005604	DANRE16557	CAEEL01765
OG0005605	DANRE34529	CAEEL10783
OG0005607	DANRE40098, DANRE04474	CAEEL05214
OG0005608	DANRE18051, DANRE09029, DANRE09028	CAEEL07825
OG0005609	DANRE25008, DANRE25007	CAEEL08579
OG0005610	DANRE06351, DANRE06350, DANRE33795	CAEEL00725
OG0005612	DANRE11866, DANRE11865	CAEEL17906
OG0005613	DANRE11321, DANRE16822, DANRE16821	CAEEL14670
OG0005614	DANRE04930	CAEEL17617
OG0005615	DANRE31126	CAEEL04368
OG0005617	DANRE36363, DANRE00407	CAEEL05647
OG0005618	DANRE00178, DANRE00176, DANRE00177	CAEEL02988
OG0005620	DANRE31254	CAEEL11400
OG0005622	DANRE18660	CAEEL01750
OG0005623	DANRE05432, DANRE05431	CAEEL07150, CAEEL08358
OG0005625	DANRE06001	CAEEL14326
OG0005626	DANRE01117, DANRE07553	CAEEL07559
OG0005627	DANRE35938	CAEEL12992
OG0005629	DANRE20590	CAEEL06251
OG0005631	DANRE09424	CAEEL09720
OG0005632	DANRE17405, DANRE17404	CAEEL16405
OG0005633	DANRE05518, DANRE05520, DANRE05514, DANRE05517, DANRE05519, DANRE05515, DANRE05516	CAEEL16151
OG0005634	DANRE33370	CAEEL10824
OG0005636	DANRE13481, DANRE13482	CAEEL10088
OG0005639	DANRE10666, DANRE18080, DANRE18081	CAEEL07472
OG0005640	DANRE11136	CAEEL16150
OG0005641	DANRE02949, DANRE02948, DANRE02947	CAEEL11862
OG0005644	DANRE20309, DANRE08252	CAEEL09242
OG0005645	DANRE10983	CAEEL07575
OG0005646	DANRE42080, DANRE42078, DANRE42079	CAEEL08001
OG0005648	DANRE23229, DANRE23227, DANRE23226, DANRE23228, DANRE21829, DANRE21830	CAEEL04930
OG0005649	DANRE42185, DANRE42183, DANRE42184	CAEEL12678
OG0005650	DANRE23343, DANRE36528, DANRE36529	CAEEL18626
OG0005652	DANRE02692, DANRE02690, DANRE02691	CAEEL02073
OG0005655	DANRE15099, DANRE15098, DANRE22619, DANRE40294	CAEEL06868
OG0005656	DANRE04885, DANRE04886, DANRE04884	CAEEL07991
OG0005660	DANRE34620	CAEEL02202
OG0005661	DANRE02833, DANRE02830, DANRE02831, DANRE02832, DANRE22883, DANRE28070, DANRE28072, DANRE28071, DANRE08818	CAEEL05585
OG0005681	DANRE02172, DANRE02167, DANRE02170, DANRE02169, DANRE02171, DANRE02168	CAEEL18801
OG0005685	DANRE05474	CAEEL18876
OG0005690	DANRE10416	CAEEL07345
OG0005692	DANRE21996, DANRE21995, DANRE42270	CAEEL02905
OG0005696	DANRE02901, DANRE02900	CAEEL12982
OG0005697	DANRE38971	CAEEL02949
OG0005698	DANRE26205, DANRE26204	CAEEL01389
OG0005701	DANRE05393, DANRE05394	CAEEL20630, CAEEL20628
OG0005702	DANRE08887	CAEEL15894, CAEEL18106
OG0005703	DANRE33923	CAEEL09229
OG0005704	DANRE41933, DANRE41932, DANRE41934	CAEEL18454
OG0005707	DANRE20947	CAEEL01062
OG0005712	DANRE30485	CAEEL10147
OG0005715	DANRE43098	CAEEL06260
OG0005719	DANRE22979	CAEEL05019
OG0005721	DANRE35044	CAEEL02751
OG0005723	DANRE41011, DANRE41012, DANRE41010	CAEEL12411
OG0005724	DANRE20202	CAEEL06660
OG0005725	DANRE03552, DANRE03553	CAEEL16182
OG0005726	DANRE27236, DANRE27237	CAEEL02137
OG0005728	DANRE37055	CAEEL00225
OG0005730	DANRE29260, DANRE35444	CAEEL20471
OG0005730	DANRE07982, DANRE07981	CAEEL09846
OG0005731	DANRE30002	CAEEL09042
OG0005732	DANRE16848	CAEEL07314
OG0005733	DANRE03975	CAEEL11874
OG0005734	DANRE22995, DANRE20594	CAEEL05372
OG0005737	DANRE08970	CAEEL00178
OG0005738	DANRE26761	CAEEL19157
OG0005744	DANRE09821	CAEEL10825, CAEEL00882
OG0005746	DANRE16685, DANRE16686	CAEEL04218
OG0005747	DANRE23184, DANRE23183	CAEEL11656
OG0005749	DANRE30710	CAEEL14477
OG0005750	DANRE07024	CAEEL02930
OG0005758	DANRE07527, DANRE07528	CAEEL07383, CAEEL07219
OG0005759	DANRE03860	CAEEL04976
OG0005761	DANRE33898	CAEEL02084
OG0005764	DANRE09780	CAEEL00440
OG0005766	DANRE13270	CAEEL03004
OG0005771	DANRE14116, DANRE14114, DANRE14115	CAEEL18103
OG0005774	DANRE22637	CAEEL07710
OG0005775	DANRE03621	CAEEL08185
OG0005776	DANRE05180	CAEEL08611, CAEEL02852
OG0005777	DANRE04533, DANRE04532	CAEEL09325
OG0005779	DANRE40753, DANRE40752	CAEEL11742
OG0005781	DANRE42324, DANRE42323	CAEEL16564
OG0005783	DANRE19394, DANRE19393	CAEEL15350
OG0005784	DANRE05427, DANRE05426, DANRE05425	CAEEL06573
OG0005786	DANRE25576, DANRE25575, DANRE25574	CAEEL10727
OG0005787	DANRE38319	CAEEL09127, CAEEL07672
OG0005788	DANRE02080	CAEEL10819
OG0005789	DANRE38286	CAEEL03291
OG0005790	DANRE05586	CAEEL02850
OG0005792	DANRE00903	CAEEL16683
OG0005793	DANRE26367	CAEEL01631
OG0005794	DANRE03459, DANRE03461, DANRE03460	CAEEL07859
OG0005796	DANRE35301	CAEEL03619
OG0005797	DANRE06686	CAEEL01710
OG0005798	DANRE36742, DANRE36741, DANRE36740, DANRE36739	CAEEL07896
OG0005799	DANRE07255, DANRE07256	CAEEL16039
OG0005800	DANRE14375, DANRE14374	CAEEL07429
OG0005802	DANRE42619	CAEEL08747
OG0005803	DANRE42298	CAEEL05218
OG0005804	DANRE16177, DANRE26612	CAEEL00293
OG0005805	DANRE33433, DANRE33434	CAEEL07935
OG0005807	DANRE42401	CAEEL00886
OG0005811	DANRE30619	CAEEL09170
OG0005812	DANRE06734, DANRE06736, DANRE06735	CAEEL15514
OG0005813	DANRE33638	CAEEL04957
OG0005814	DANRE00480, DANRE00481, DANRE00482	CAEEL05572
OG0005815	DANRE35338, DANRE35339	CAEEL08558
OG0005816	DANRE33494, DANRE25870	CAEEL07974
OG0005817	DANRE08196	CAEEL09003
OG0005818	DANRE25883	CAEEL06548
OG0005819	DANRE29106	CAEEL05194
OG0005821	DANRE09701, DANRE09702	CAEEL06500
OG0005822	DANRE11599, DANRE11598	CAEEL08544
OG0005823	DANRE20322, DANRE20321, DANRE20320, DANRE20318, DANRE20319	CAEEL11398
OG0005824	DANRE28405, DANRE28404, DANRE28406	CAEEL01511
OG0005826	DANRE31098	CAEEL11564
OG0005827	DANRE04786	CAEEL15915
OG0005829	DANRE18381, DANRE18383	CAEEL01850, CAEEL14048
OG0005831	DANRE03042, DANRE03041	CAEEL07627
OG0005832	DANRE12840	CAEEL01641
OG0005833	DANRE11533, DANRE13426	CAEEL14838
OG0005834	DANRE31116, DANRE31115, DANRE31117	CAEEL18574
OG0005835	DANRE22723	CAEEL06739, CAEEL08580
OG0005836	DANRE00571	CAEEL15554
OG0005837	DANRE28876	CAEEL01073
OG0005838	DANRE25892, DANRE25891	CAEEL01222
OG0005840	DANRE11184	CAEEL06791
OG0005843	DANRE27852, DANRE27853	CAEEL06200
OG0005845	DANRE08278, DANRE08279, DANRE08276, DANRE08277	CAEEL04187
OG0005846	DANRE43439	CAEEL06779
OG0005847	DANRE18614	CAEEL00400
OG0005848	DANRE29474	CAEEL00240
OG0005849	DANRE42620	CAEEL07640
OG0005850	DANRE02454	CAEEL07059
OG0005851	DANRE39994, DANRE39993	CAEEL19454, CAEEL03023
OG0005853	DANRE11871, DANRE11872, DANRE11870	CAEEL05937
OG0005854	DANRE26034, DANRE26032, DANRE26031, DANRE26033	CAEEL10962
OG0005857	DANRE08223, DANRE08222	CAEEL08143
OG0005858	DANRE33663	CAEEL08865
OG0005859	DANRE39604, DANRE43327	CAEEL09237
OG0005860	DANRE40800	CAEEL11464
OG0005861	DANRE35512, DANRE35510, DANRE35511	CAEEL07847
OG0005863	DANRE29066	CAEEL02059
OG0005864	DANRE00114	CAEEL03066
OG0005865	DANRE36625, DANRE36626	CAEEL10526
OG0005866	DANRE11579	CAEEL03116
OG0005867	DANRE31525	CAEEL20688
OG0005869	DANRE36892, DANRE36893	CAEEL01472
OG0005870	DANRE26828, DANRE26829, DANRE24559, DANRE24560, DANRE24558	CAEEL18863
OG0005871	DANRE07208, DANRE07207, DANRE07206	CAEEL07046
OG0005874	DANRE42750	CAEEL06734
OG0005875	DANRE12228	CAEEL11121
