Orthogroup	DANRE	YEAST
OG0002528	DANRE00652, DANRE43080	YEAST00372
OG0002530	DANRE39526, DANRE39527, DANRE43341, DANRE43340, DANRE25149	YEAST05530, YEAST03790
OG0002532	DANRE04296, DANRE04297, DANRE04294, DANRE04293, DANRE04295, DANRE04299, DANRE04298	YEAST03235
OG0002533	DANRE08255, DANRE08256, DANRE08254, DANRE08253, DANRE20307, DANRE20308, DANRE39667	YEAST04525
OG0002543	DANRE40607, DANRE19488, DANRE19491, DANRE19490, DANRE19489, DANRE40606	YEAST00527
OG0002557	DANRE27777, DANRE13862, DANRE22315	YEAST06243
OG0002561	DANRE37878	YEAST04438, YEAST02106
OG0002562	DANRE16224, DANRE16226, DANRE16225, DANRE40166, DANRE40165	YEAST03992
OG0002564	DANRE29870, DANRE03078, DANRE30023, DANRE30022	YEAST02186
OG0002565	DANRE23205, DANRE27797, DANRE27796	YEAST04224, YEAST02499
OG0002570	DANRE02350	YEAST00592
OG0002574	DANRE04394, DANRE17690, DANRE17689	YEAST05657
OG0002594	DANRE39363, DANRE39361, DANRE27772, DANRE27774, DANRE27773	YEAST06174
OG0002598	DANRE36372, DANRE40584	YEAST04621, YEAST03577
OG0002605	DANRE26844, DANRE24544, DANRE26839, DANRE26842, DANRE26843, DANRE26840, DANRE26841	YEAST06332
OG0002608	DANRE30714, DANRE25760	YEAST03716, YEAST02846
OG0002609	DANRE13534, DANRE13535, DANRE34581, DANRE34582, DANRE00342	YEAST01355
OG0002610	DANRE38839, DANRE38838, DANRE26376, DANRE03456	YEAST01078, YEAST03973
OG0002612	DANRE02656, DANRE36605, DANRE36603, DANRE36604, DANRE02657	YEAST03508
OG0002617	DANRE20081	YEAST00866
OG0002618	DANRE30009	YEAST06247
OG0002621	DANRE04531	YEAST05551
OG0002629	DANRE30826, DANRE30827, DANRE12546	YEAST05919
OG0002630	DANRE18375	YEAST05202
OG0002632	DANRE25136, DANRE25134, DANRE25135, DANRE19233	YEAST02755
OG0002633	DANRE03007, DANRE03005, DANRE03006, DANRE03008, DANRE05640	YEAST04206
OG0002636	DANRE14028, DANRE14027, DANRE14026, DANRE10013, DANRE10012	YEAST01664, YEAST06215
OG0002638	DANRE09619	YEAST04703
OG0002643	DANRE13575	YEAST01938
OG0002644	DANRE38998, DANRE38999, DANRE38997	YEAST00724
OG0002645	DANRE23173, DANRE23174	YEAST01436
OG0002646	DANRE31094, DANRE25657, DANRE25658, DANRE25659	YEAST01946
OG0002651	DANRE11751, DANRE11750	YEAST02247, YEAST02868
OG0002652	DANRE39146, DANRE39145, DANRE39147	YEAST04937
OG0002656	DANRE29118, DANRE41489	YEAST05701
OG0002659	DANRE11563, DANRE11562	YEAST06290
OG0002666	DANRE29422	YEAST02507
OG0002668	DANRE10264	YEAST02324
OG0002677	DANRE30190, DANRE30191, DANRE30192	YEAST05210
OG0002681	DANRE01217, DANRE01216, DANRE08452, DANRE29156, DANRE29155, DANRE03148, DANRE03149	YEAST04585
OG0002683	DANRE25625, DANRE16755, DANRE39996	YEAST03676
OG0002705	DANRE01891, DANRE01892, DANRE00487, DANRE00488, DANRE01893, DANRE01894	YEAST00553
OG0002713	DANRE01245	YEAST00413, YEAST06057
OG0002715	DANRE02869, DANRE02868, DANRE02867, DANRE02871, DANRE02870, DANRE02872, DANRE02873, DANRE02874	YEAST01174, YEAST04131
OG0002717	DANRE20547, DANRE06937, DANRE06936, DANRE06935, DANRE41629	YEAST02430
OG0002718	DANRE41004, DANRE41003	YEAST03380, YEAST03502
OG0002720	DANRE36878, DANRE36877	YEAST01914
OG0002722	DANRE11851	YEAST04059
OG0002726	DANRE33721, DANRE33723, DANRE04113, DANRE39396, DANRE39397, DANRE04111, DANRE04110, DANRE04112	YEAST02958
OG0002729	DANRE41955, DANRE41956, DANRE41954	YEAST01155
OG0002739	DANRE17939, DANRE17937, DANRE17936, DANRE17938	YEAST01877
OG0002740	DANRE05293, DANRE05292, DANRE14839	YEAST01658
OG0002742	DANRE11312, DANRE03538, DANRE16689	YEAST03713
OG0002743	DANRE35770	YEAST01824, YEAST03362
OG0002745	DANRE30185, DANRE16980	YEAST04244
OG0002746	DANRE09673, DANRE09674	YEAST04902, YEAST05332
OG0002747	DANRE13864, DANRE33179, DANRE19278, DANRE19277, DANRE19279	YEAST05617
OG0002749	DANRE16044	YEAST02810
OG0002750	DANRE42887, DANRE42888	YEAST04952
OG0002752	DANRE24282	YEAST03686
OG0002753	DANRE36052, DANRE36049, DANRE36050, DANRE36051, DANRE31488, DANRE31487, DANRE31489	YEAST03742
OG0002754	DANRE24565	YEAST00035
OG0002754	DANRE26705, DANRE26703, DANRE24564	YEAST03620
OG0002756	DANRE02210	YEAST04058
OG0002758	DANRE01024, DANRE01025, DANRE01022, DANRE01023, DANRE07540, DANRE07539	YEAST04409
OG0002760	DANRE31293, DANRE31294, DANRE25038, DANRE25039	YEAST01927
OG0002761	DANRE29979	YEAST03261
OG0002763	DANRE03877	YEAST00260
OG0002764	DANRE23216, DANRE08807, DANRE27809, DANRE27810	YEAST00423
OG0002765	DANRE01718, DANRE01717, DANRE09961, DANRE13656, DANRE25399, DANRE39159, DANRE09962	YEAST01667, YEAST05523
OG0002766	DANRE10689, DANRE43431	YEAST05357
OG0002767	DANRE08564, DANRE15895, DANRE15898, DANRE15896, DANRE15897, DANRE15899	YEAST04591
OG0002771	DANRE05166, DANRE10927	YEAST02043
OG0002772	DANRE40177	YEAST03384
OG0002773	DANRE16149, DANRE16150	YEAST03677
OG0002774	DANRE40158, DANRE38383, DANRE38382, DANRE10177	YEAST03575
OG0002775	DANRE10663	YEAST03021
OG0002781	DANRE29052, DANRE23365, DANRE42355, DANRE42354	YEAST05450
OG0002782	DANRE08455, DANRE00885, DANRE00886, DANRE00887, DANRE37810, DANRE05170, DANRE16902	YEAST02121
OG0002785	DANRE02085, DANRE02086, DANRE02084, DANRE34324	YEAST06106, YEAST01228
OG0002788	DANRE25185, DANRE25184, DANRE25183	YEAST02578, YEAST01232
OG0002793	DANRE37882, DANRE37883, DANRE37885, DANRE37884	YEAST01371
OG0002799	DANRE29651	YEAST01461
OG0002817	DANRE11831, DANRE11832, DANRE18005, DANRE18002, DANRE18003, DANRE18004	YEAST01189, YEAST04922
OG0002824	DANRE04182, DANRE27941, DANRE27940, DANRE42149	YEAST02137
OG0002826	DANRE18654, DANRE18653, DANRE10738, DANRE10739, DANRE18655, DANRE35072, DANRE13325	YEAST00174
OG0002827	DANRE17408, DANRE17409	YEAST05976
OG0002828	DANRE13299, DANRE13300	YEAST00227, YEAST00963
OG0002831	DANRE12480, DANRE12481, DANRE12482, DANRE12483	YEAST03282
OG0002835	DANRE10059, DANRE13741, DANRE11099	YEAST02656
OG0002837	DANRE24271, DANRE38996, DANRE17835, DANRE37872	YEAST01987, YEAST00157
OG0002839	DANRE09419	YEAST03148
OG0002843	DANRE33666	YEAST04737
OG0002844	DANRE20600, DANRE20599, DANRE22617	YEAST05563
OG0002847	DANRE39643	YEAST02294
OG0002851	DANRE00837, DANRE00836, DANRE08822, DANRE08823, DANRE11966	YEAST04951
OG0002855	DANRE07732, DANRE07731	YEAST00137
OG0002860	DANRE29389	YEAST02712
OG0002866	DANRE43391, DANRE00406	YEAST01136
OG0002876	DANRE37111, DANRE37110, DANRE05881, DANRE05880	YEAST02348
OG0002877	DANRE01833, DANRE01834, DANRE01832	YEAST04537
OG0002883	DANRE05108, DANRE05109	YEAST03027
OG0002891	DANRE30130, DANRE16952	YEAST03205
OG0002893	DANRE16201, DANRE16200, DANRE16202, DANRE16199	YEAST03653
OG0002894	DANRE11217, DANRE11216, DANRE04763, DANRE04762, DANRE04764, DANRE04765	YEAST00906
OG0002895	DANRE30939, DANRE40535, DANRE02366	YEAST01471, YEAST05353, YEAST05456
OG0002897	DANRE35476, DANRE35474, DANRE35475	YEAST06308
OG0002899	DANRE09288, DANRE09287, DANRE36325	YEAST00283
OG0002900	DANRE12889, DANRE14486, DANRE14487	YEAST05306
OG0002907	DANRE00225, DANRE00223, DANRE00224, DANRE12875, DANRE12874, DANRE12876	YEAST02061
OG0002910	DANRE30866	YEAST00223
OG0002915	DANRE12827, DANRE12826, DANRE27309	YEAST02264
OG0002917	DANRE13269, DANRE13268	YEAST03703
OG0002921	DANRE29158	YEAST06254
OG0002922	DANRE04518, DANRE04517, DANRE04519, DANRE00634, DANRE00633, DANRE00635	YEAST01261
OG0002947	DANRE10152, DANRE10153, DANRE10154	YEAST00232
OG0002948	DANRE34886	YEAST03584
OG0002949	DANRE09990, DANRE09991	YEAST00419, YEAST06063
OG0002952	DANRE06807, DANRE06808, DANRE20237	YEAST05257
OG0002953	DANRE01659, DANRE01655, DANRE01657, DANRE01656, DANRE01658	YEAST03034
OG0002957	DANRE42141, DANRE42142, DANRE42144, DANRE42143	YEAST03253
OG0002960	DANRE14553	YEAST05502
OG0002965	DANRE04577, DANRE04579, DANRE04581, DANRE04580, DANRE04576, DANRE04578, DANRE04582	YEAST03804
OG0002966	DANRE36185	YEAST06059
OG0002968	DANRE36282, DANRE13696	YEAST00199
OG0002969	DANRE03329, DANRE03330	YEAST00655
OG0002982	DANRE43008, DANRE43009	YEAST02471
OG0002984	DANRE09046	YEAST00961, YEAST01144
OG0002985	DANRE28806, DANRE21915	YEAST02147
OG0002987	DANRE23368, DANRE06719, DANRE06509	YEAST02970, YEAST00081, YEAST02488
OG0002991	DANRE04634, DANRE04633, DANRE04635	YEAST03345, YEAST01842
OG0002997	DANRE26807, DANRE26806, DANRE26808	YEAST02374
OG0003001	DANRE24877, DANRE27015, DANRE27016, DANRE35538	YEAST01497
OG0003004	DANRE11793, DANRE11792, DANRE19678, DANRE13171	YEAST02183
OG0003006	DANRE30148, DANRE24720, DANRE30149, DANRE24721, DANRE30147	YEAST00899
OG0003010	DANRE03320	YEAST03035
OG0003012	DANRE02194, DANRE41182, DANRE01474, DANRE01475, DANRE02419, DANRE02418, DANRE02417	YEAST04512
OG0003016	DANRE15754, DANRE07659, DANRE07660	YEAST04810
OG0003017	DANRE10652, DANRE14386	YEAST02213
OG0003018	DANRE20107	YEAST01635, YEAST01949
OG0003027	DANRE39832, DANRE25253, DANRE25255, DANRE25254	YEAST05498
OG0003028	DANRE14928, DANRE14929, DANRE14927	YEAST05822
OG0003029	DANRE14128, DANRE12524	YEAST04523
OG0003033	DANRE15199	YEAST02457, YEAST02640
OG0003039	DANRE12904, DANRE34825, DANRE34826, DANRE00129	YEAST00055
OG0003043	DANRE17899	YEAST02551
OG0003046	DANRE25428, DANRE28175	YEAST01632
OG0003054	DANRE15239, DANRE15238, DANRE15240, DANRE42471, DANRE15241	YEAST04909, YEAST05341
OG0003056	DANRE12162, DANRE12163, DANRE12164	YEAST02257
OG0003059	DANRE16710, DANRE11335, DANRE11333, DANRE11334	YEAST02832, YEAST03675
OG0003063	DANRE30956, DANRE30955, DANRE30954, DANRE25886, DANRE25887	YEAST00204
OG0003066	DANRE25448, DANRE31281	YEAST00969
OG0003067	DANRE16384, DANRE16383, DANRE16385	YEAST01070
OG0003067	DANRE05228, DANRE05227, DANRE05229, DANRE16643, DANRE16644, DANRE41232, DANRE41233	YEAST03159
OG0003072	DANRE21203, DANRE21204, DANRE30787, DANRE30788	YEAST05076
OG0003073	DANRE00917, DANRE36055, DANRE36054, DANRE36053	YEAST00167
OG0003079	DANRE21757, DANRE19386, DANRE28143, DANRE21756	YEAST01019
OG0003101	DANRE11473, DANRE24368, DANRE40300	YEAST01357
OG0003104	DANRE34200, DANRE36452, DANRE36450, DANRE36451, DANRE36453	YEAST00861
OG0003105	DANRE06202, DANRE06203, DANRE06204	YEAST04282
OG0003106	DANRE12715	YEAST03619
OG0003107	DANRE12324, DANRE39342	YEAST00029
OG0003108	DANRE25882, DANRE25879, DANRE25880	YEAST00796
OG0003110	DANRE42419, DANRE42418, DANRE42417	YEAST02197
OG0003114	DANRE39250, DANRE39249, DANRE19962	YEAST00453, YEAST02426
OG0003119	DANRE33891, DANRE24253	YEAST00778
OG0003121	DANRE12731, DANRE28362, DANRE21700	YEAST03190
OG0003131	DANRE39602, DANRE39603	YEAST04435, YEAST04350
OG0003135	DANRE08191	YEAST02069
OG0003138	DANRE27831	YEAST01790, YEAST00784
OG0003145	DANRE36307, DANRE36308, DANRE26624	YEAST06012
OG0003147	DANRE06463, DANRE06464	YEAST03729
OG0003151	DANRE24023, DANRE36876, DANRE40976, DANRE40977	YEAST03910
OG0003153	DANRE36866, DANRE36864, DANRE36865	YEAST05438
OG0003154	DANRE26477	YEAST00694
OG0003157	DANRE19807	YEAST01203
OG0003164	DANRE06390, DANRE06387, DANRE06389, DANRE06388, DANRE15695, DANRE15696, DANRE15697	YEAST05549, YEAST04492
OG0003169	DANRE42633, DANRE42632	YEAST04410
OG0003172	DANRE42756	YEAST06030
OG0003174	DANRE06246, DANRE06247, DANRE06245	YEAST06178
OG0003178	DANRE08963, DANRE08964, DANRE11055	YEAST05823
OG0003179	DANRE15999, DANRE15998, DANRE16000, DANRE16001	YEAST00905
OG0003182	DANRE28251	YEAST05565
OG0003189	DANRE00005, DANRE00004	YEAST00820
OG0003190	DANRE15815	YEAST02550
OG0003191	DANRE35621, DANRE35620, DANRE23032, DANRE23033	YEAST01068
OG0003193	DANRE16196, DANRE16197, DANRE41842, DANRE16198	YEAST02494
OG0003197	DANRE08921	YEAST06274
OG0003199	DANRE22632, DANRE22631	YEAST04961
OG0003207	DANRE36071, DANRE30681	YEAST04056
OG0003212	DANRE39811, DANRE39812, DANRE31617, DANRE31616	YEAST05531
OG0003214	DANRE41512	YEAST03701
OG0003215	DANRE02939, DANRE02937, DANRE02938, DANRE11053, DANRE11054, DANRE11051, DANRE11052	YEAST04373
OG0003218	DANRE20503, DANRE20504	YEAST04068
OG0003219	DANRE15939, DANRE15938, DANRE15940	YEAST01656
OG0003220	DANRE14233, DANRE10112	YEAST03417, YEAST00186
OG0003221	DANRE15085, DANRE15029, DANRE15030	YEAST05064
OG0003223	DANRE22864, DANRE22860, DANRE22861, DANRE22862, DANRE22863	YEAST04472
OG0003228	DANRE17723, DANRE17725, DANRE17724, DANRE17726	YEAST06187
OG0003230	DANRE04385	YEAST05487
OG0003234	DANRE06014	YEAST00760
OG0003235	DANRE22428, DANRE22427, DANRE22430, DANRE22429	YEAST06282
OG0003251	DANRE14601, DANRE38610	YEAST05338, YEAST04904
OG0003254	DANRE06282, DANRE19948, DANRE19947	YEAST03911
OG0003257	DANRE17792, DANRE05536, DANRE05537	YEAST02741
OG0003263	DANRE09441, DANRE09439, DANRE09440	YEAST05333
OG0003264	DANRE23955, DANRE04459, DANRE24677	YEAST03398
OG0003266	DANRE01238, DANRE01236, DANRE01237, DANRE19820, DANRE19821	YEAST05585
OG0003267	DANRE33615, DANRE33614, DANRE03537	YEAST02516
OG0003270	DANRE26120, DANRE09021	YEAST01372, YEAST05351, YEAST01476
OG0003277	DANRE40517, DANRE40516, DANRE36836	YEAST03706
OG0003283	DANRE30682, DANRE30683	YEAST02779
OG0003284	DANRE42349, DANRE42348, DANRE42346, DANRE42345, DANRE42347, DANRE42350	YEAST02184
OG0003287	DANRE22777, DANRE18646	YEAST00166
OG0003288	DANRE06393, DANRE06392, DANRE06391	YEAST05062
OG0003290	DANRE27117, DANRE27116, DANRE37909, DANRE27115, DANRE27118	YEAST06325
OG0003293	DANRE01752, DANRE01751	YEAST04930
OG0003295	DANRE03306, DANRE03307, DANRE20248, DANRE20249, DANRE41226, DANRE19338, DANRE19337	YEAST06127
OG0003301	DANRE08019, DANRE08017, DANRE00994, DANRE05125	YEAST03267
OG0003302	DANRE06221	YEAST04633
OG0003303	DANRE04326, DANRE04325, DANRE04327, DANRE28350	YEAST05878
OG0003304	DANRE10347, DANRE03450	YEAST01018
OG0003316	DANRE26442, DANRE26440, DANRE26441	YEAST04887
OG0003317	DANRE35985, DANRE35986	YEAST03051
OG0003318	DANRE25493, DANRE22611, DANRE23177, DANRE22612	YEAST02158
OG0003332	DANRE27038, DANRE14192, DANRE14193	YEAST02945, YEAST00447
OG0003335	DANRE43040, DANRE43039	YEAST01260
OG0003340	DANRE04514, DANRE15040, DANRE15039	YEAST04972
OG0003341	DANRE16894, DANRE16891, DANRE16893, DANRE16892	YEAST00990
OG0003343	DANRE07919	YEAST04356, YEAST06258
OG0003344	DANRE18124, DANRE18125	YEAST04764
OG0003345	DANRE11339, DANRE11338	YEAST02133
OG0003348	DANRE27276, DANRE27277, DANRE27275, DANRE42542	YEAST02844
OG0003349	DANRE15993, DANRE05369, DANRE04342	YEAST00235, YEAST04798
OG0003356	DANRE15474, DANRE30339, DANRE30340, DANRE30341	YEAST02937
OG0003357	DANRE07394	YEAST04240, YEAST02522
OG0003364	DANRE12639, DANRE29498, DANRE29497, DANRE29496	YEAST00730
OG0003366	DANRE04648, DANRE04649	YEAST05276, YEAST03075
OG0003373	DANRE30795, DANRE25514	YEAST03755
OG0003374	DANRE10573, DANRE14737, DANRE12074, DANRE12073	YEAST03627
OG0003375	DANRE39521, DANRE39522	YEAST03722
OG0003377	DANRE38960, DANRE38961, DANRE38962	YEAST03340
OG0003380	DANRE00132, DANRE39588, DANRE00756	YEAST00529
OG0003381	DANRE39290, DANRE39291, DANRE39289, DANRE30965, DANRE30966	YEAST03447, YEAST01380
OG0003382	DANRE26481, DANRE09915	YEAST01627
OG0003386	DANRE36331, DANRE26427, DANRE36330	YEAST02725
OG0003425	DANRE00220, DANRE00221	YEAST05084
OG0003426	DANRE06294	YEAST05251
OG0003428	DANRE23616	YEAST04550, YEAST01154
OG0003429	DANRE40348, DANRE40349	YEAST05921
OG0003430	DANRE14092, DANRE09762, DANRE09764, DANRE09763	YEAST04732
OG0003434	DANRE24886, DANRE24887	YEAST02689
OG0003435	DANRE17574, DANRE17573, DANRE12047	YEAST05483
OG0003441	DANRE31537, DANRE31538, DANRE31536, DANRE31539, DANRE02227	YEAST05981
OG0003443	DANRE03345, DANRE05497	YEAST06032
OG0003454	DANRE29968, DANRE29967, DANRE09859, DANRE03480	YEAST04088
OG0003458	DANRE13525, DANRE13524	YEAST00169
OG0003461	DANRE36985, DANRE36984	YEAST05752, YEAST04759
OG0003463	DANRE10783, DANRE18440, DANRE18439, DANRE18438, DANRE07859	YEAST02371
OG0003464	DANRE03547, DANRE03548	YEAST05120
OG0003465	DANRE35168, DANRE35169	YEAST02874
OG0003467	DANRE14132, DANRE14134, DANRE14133, DANRE14135	YEAST01278
OG0003477	DANRE05139, DANRE05138	YEAST03665
OG0003483	DANRE05923, DANRE05924, DANRE05925	YEAST06074
OG0003487	DANRE14100, DANRE09209, DANRE14099	YEAST03066
OG0003491	DANRE06868, DANRE08758, DANRE16579, DANRE16578	YEAST03514
OG0003493	DANRE26243	YEAST01076
OG0003497	DANRE08177, DANRE08176, DANRE34150, DANRE34151, DANRE08178, DANRE08179, DANRE34149	YEAST00758
OG0003498	DANRE15885, DANRE15884, DANRE15882, DANRE15883, DANRE15886	YEAST05680
OG0003500	DANRE17365, DANRE17364, DANRE10703	YEAST03303, YEAST02683
OG0003501	DANRE21717, DANRE21718	YEAST01421
OG0003502	DANRE19909	YEAST02519
OG0003503	DANRE04139	YEAST00400
OG0003505	DANRE25526, DANRE25525	YEAST00697
OG0003509	DANRE39373, DANRE39370, DANRE39371, DANRE33870, DANRE39372	YEAST02850
OG0003515	DANRE07283, DANRE07282, DANRE16347, DANRE16345, DANRE16346, DANRE16343, DANRE16344	YEAST00923
OG0003518	DANRE14130	YEAST04809
OG0003523	DANRE13372, DANRE26579, DANRE26580, DANRE13371, DANRE26578, DANRE13369, DANRE13370, DANRE26581	YEAST05393
OG0003531	DANRE11886, DANRE35312, DANRE35311, DANRE35310, DANRE07249, DANRE07248, DANRE11887	YEAST00465
OG0003532	DANRE41953, DANRE41951, DANRE41952	YEAST05810
OG0003539	DANRE15875	YEAST03774
OG0003541	DANRE13009, DANRE13008	YEAST01314
OG0003543	DANRE38886, DANRE10232	YEAST01290
OG0003544	DANRE09057, DANRE09055, DANRE09056, DANRE17347	YEAST00251
OG0003550	DANRE14900, DANRE35543, DANRE35542	YEAST06166
OG0003551	DANRE16754, DANRE19012, DANRE20957	YEAST01826
OG0003552	DANRE26596, DANRE40134, DANRE40135, DANRE40136	YEAST04163
OG0003556	DANRE18452, DANRE22626, DANRE22624, DANRE22625, DANRE40295	YEAST05216
OG0003560	DANRE10895, DANRE10897, DANRE10896, DANRE10898	YEAST02357, YEAST05925
OG0003561	DANRE17387, DANRE24268	YEAST06100
OG0003562	DANRE41112, DANRE41113, DANRE15063, DANRE10483	YEAST00960
OG0003565	DANRE41169, DANRE41168	YEAST03392
OG0003567	DANRE29406, DANRE29405	YEAST04838
OG0003568	DANRE40875, DANRE40876	YEAST04328
OG0003570	DANRE27969, DANRE27968, DANRE27970	YEAST03562, YEAST04635
OG0003571	DANRE09814, DANRE02349, DANRE12394, DANRE12393	YEAST05553
OG0003573	DANRE28941, DANRE28942, DANRE28940	YEAST00597
OG0003578	DANRE34970	YEAST05031
OG0003579	DANRE33558, DANRE01556, DANRE33559	YEAST05446
OG0003582	DANRE40963, DANRE02380, DANRE02379	YEAST03174
OG0003598	DANRE19280, DANRE19281, DANRE21784, DANRE21785	YEAST00803
OG0003599	DANRE38092, DANRE38093, DANRE38091	YEAST04133
OG0003603	DANRE03093	YEAST03529
OG0003610	DANRE17750, DANRE17749, DANRE17751	YEAST02573
OG0003611	DANRE07271, DANRE07270	YEAST01054
OG0003612	DANRE08753, DANRE08754	YEAST00808
OG0003613	DANRE02664, DANRE39801, DANRE39802, DANRE02439	YEAST02366
OG0003615	DANRE28288, DANRE01856, DANRE01857	YEAST01638
OG0003617	DANRE41693, DANRE41694	YEAST01843, YEAST04802, YEAST04398
OG0003618	DANRE24326	YEAST00747
OG0003619	DANRE07157	YEAST04756
OG0003624	DANRE01669, DANRE01670	YEAST00147
OG0003630	DANRE03159, DANRE03160, DANRE03158	YEAST04845
OG0003632	DANRE02527, DANRE24456	YEAST02125
OG0003638	DANRE17696, DANRE17697, DANRE10884	YEAST00956
OG0003641	DANRE09735, DANRE37139	YEAST04061, YEAST01158
OG0003643	DANRE22737, DANRE22739, DANRE22738, DANRE22740	YEAST03144
OG0003644	DANRE34251, DANRE34253, DANRE34252	YEAST01545
OG0003645	DANRE28492, DANRE30536	YEAST05809, YEAST05493
OG0003646	DANRE12206, DANRE12205	YEAST02349
OG0003647	DANRE34807, DANRE19073	YEAST04352, YEAST04433
OG0003649	DANRE20924, DANRE20925	YEAST00203
OG0003650	DANRE43429	YEAST00737, YEAST04997
OG0003659	DANRE29175, DANRE29174, DANRE29172, DANRE29173	YEAST00140
OG0003661	DANRE37093, DANRE37094	YEAST02758
OG0003664	DANRE28770, DANRE28769	YEAST03791
OG0003668	DANRE12750	YEAST06168
OG0003669	DANRE15781, DANRE15782	YEAST02813
OG0003672	DANRE03570, DANRE03571	YEAST03137
OG0003676	DANRE39857	YEAST03110
OG0003678	DANRE27131, DANRE27133, DANRE27132, DANRE29806, DANRE29807	YEAST02330
OG0003679	DANRE42539, DANRE42541, DANRE42540, DANRE39212	YEAST03223
OG0003682	DANRE08998, DANRE18739	YEAST00571
OG0003687	DANRE23303, DANRE03707, DANRE42625, DANRE03708, DANRE42626, DANRE42624	YEAST02527, YEAST04246
OG0003688	DANRE39820, DANRE39819, DANRE39818	YEAST01333, YEAST05362, YEAST00376
OG0003689	DANRE13806, DANRE02010, DANRE02009, DANRE14314, DANRE35759, DANRE41448	YEAST04232
OG0003690	DANRE11515, DANRE11514	YEAST01162
OG0003692	DANRE01457, DANRE01458, DANRE41224, DANRE41225, DANRE20247	YEAST00692
OG0003693	DANRE31444, DANRE31443, DANRE41258	YEAST05304
OG0003694	DANRE09194, DANRE09191, DANRE09192, DANRE09193	YEAST01453
OG0003696	DANRE24940, DANRE24939, DANRE24937, DANRE24938, DANRE24941	YEAST05704
OG0003697	DANRE29085, DANRE29084, DANRE04036	YEAST04962
OG0003698	DANRE05742, DANRE41164	YEAST03764, YEAST03185
OG0003703	DANRE16794, DANRE16793, DANRE03417	YEAST00683
OG0003710	DANRE33869, DANRE33868, DANRE24366, DANRE24365	YEAST02077
OG0003712	DANRE28597, DANRE15505	YEAST02114
OG0003713	DANRE18263, DANRE26856, DANRE26858, DANRE26857	YEAST01549, YEAST03807
OG0003716	DANRE02645, DANRE02644	YEAST02390
OG0003718	DANRE35702, DANRE35699, DANRE35700, DANRE35701, DANRE35698, DANRE19396	YEAST05772
OG0003719	DANRE09387	YEAST06338
OG0003721	DANRE11800, DANRE06295, DANRE06296	YEAST04960
OG0003724	DANRE41054	YEAST02365, YEAST06120
OG0003729	DANRE35811, DANRE35810	YEAST01543
OG0003731	DANRE01975, DANRE01973, DANRE01974	YEAST04486
OG0003733	DANRE39268, DANRE39269	YEAST03492
OG0003734	DANRE34281	YEAST02809, YEAST03842
OG0003735	DANRE01253, DANRE01252	YEAST06115
OG0003738	DANRE36139, DANRE36138, DANRE36137, DANRE29374, DANRE29373	YEAST05605
OG0003740	DANRE38234, DANRE38233	YEAST01029
OG0003741	DANRE10272	YEAST01379
OG0003743	DANRE33700, DANRE34206, DANRE34205, DANRE34204	YEAST06008, YEAST05688
OG0003744	DANRE40230, DANRE40231, DANRE01611	YEAST01207
OG0003745	DANRE33987	YEAST02618
OG0003749	DANRE25687, DANRE03932	YEAST04441
OG0003750	DANRE22388, DANRE22389	YEAST00149
OG0003756	DANRE14383, DANRE12824, DANRE12823	YEAST01878
OG0003758	DANRE29257, DANRE29256, DANRE23446	YEAST06133
OG0003759	DANRE23669, DANRE13867, DANRE13866	YEAST03315
OG0003766	DANRE01676	YEAST03336
OG0003767	DANRE14728, DANRE14727	YEAST01933, YEAST01650
OG0003769	DANRE24053, DANRE24054	YEAST01999
OG0003770	DANRE08939, DANRE08938	YEAST01234, YEAST03860
OG0003778	DANRE30803, DANRE25496	YEAST05796
OG0003779	DANRE23672, DANRE23671	YEAST04431
OG0003806	DANRE29065	YEAST02367
OG0003807	DANRE29385	YEAST04265, YEAST03128
OG0003808	DANRE14806, DANRE14805	YEAST01201
OG0003811	DANRE17816	YEAST00417
OG0003812	DANRE19666, DANRE19665, DANRE19664, DANRE19662, DANRE19663	YEAST00287
OG0003813	DANRE34559, DANRE34558, DANRE33725	YEAST00254
OG0003818	DANRE00796, DANRE00795, DANRE00794	YEAST04318
OG0003824	DANRE41228	YEAST01468
OG0003828	DANRE34896	YEAST02448
OG0003829	DANRE26628	YEAST02032, YEAST01031
OG0003831	DANRE15888, DANRE15887	YEAST03010, YEAST05137, YEAST02344
OG0003834	DANRE26683, DANRE26682, DANRE26041, DANRE26040	YEAST06322
OG0003837	DANRE28859	YEAST02586
OG0003838	DANRE41969, DANRE41970, DANRE15858	YEAST03413
OG0003839	DANRE26852, DANRE26851, DANRE26850, DANRE26849	YEAST01736
OG0003844	DANRE16504	YEAST06054
OG0003846	DANRE11225, DANRE11224, DANRE00601, DANRE00602	YEAST00356
OG0003848	DANRE26505, DANRE39951	YEAST01654
OG0003850	DANRE10537	YEAST00228
OG0003851	DANRE24600, DANRE24599, DANRE26396	YEAST06169
OG0003852	DANRE25290, DANRE25289, DANRE25291, DANRE25288	YEAST03296
OG0003853	DANRE05312, DANRE05311, DANRE05313	YEAST06251
OG0003855	DANRE10176, DANRE10174, DANRE10175	YEAST04936
OG0003856	DANRE35627, DANRE35628	YEAST03934, YEAST02710
OG0003858	DANRE04452, DANRE04453	YEAST01401
OG0003860	DANRE28107	YEAST01412
OG0003866	DANRE24133, DANRE24132, DANRE24134, DANRE24131	YEAST01895
OG0003867	DANRE31225	YEAST03558
OG0003868	DANRE02600, DANRE21503	YEAST01448
