Orthogroup	APOSJ_ok	DANRE
OG0006467	APOSJ_17442, APOSJ_17443	DANRE39297, DANRE39298
OG0006468	APOSJ_18076, APOSJ_18078	DANRE10143
OG0006469	APOSJ_57262, APOSJ_57265, APOSJ_57264, APOSJ_18953, APOSJ_57261, APOSJ_57263	DANRE16763
OG0006470	APOSJ_43022	DANRE15907
OG0006471	APOSJ_59768	DANRE21870, DANRE21871
OG0006472	APOSJ_12722, APOSJ_12721	DANRE38202, DANRE38201
OG0006474	APOSJ_40819	DANRE39677
OG0006475	APOSJ_07401	DANRE24226
OG0006476	APOSJ_46290	DANRE01065, DANRE01064
OG0006477	APOSJ_13476, APOSJ_56458, APOSJ_56457, APOSJ_13477	DANRE39101
OG0006478	APOSJ_08628, APOSJ_55049, APOSJ_55048, APOSJ_08629, APOSJ_08630, APOSJ_08633	DANRE29720
OG0006479	APOSJ_52929, APOSJ_52930	DANRE22957, DANRE22955, DANRE22956
OG0006480	APOSJ_35445	DANRE22037
OG0006481	APOSJ_18843, APOSJ_18839	DANRE34163
OG0006482	APOSJ_08881, APOSJ_22122, APOSJ_22120	DANRE18945, DANRE18946
OG0006483	APOSJ_22379, APOSJ_28493, APOSJ_22378, APOSJ_46326, APOSJ_46325	DANRE43261, DANRE43260, DANRE43262
OG0006485	APOSJ_58886, APOSJ_58887	DANRE38125, DANRE09023, DANRE38126, DANRE38124, DANRE38127
OG0006486	APOSJ_08658, APOSJ_08657	DANRE36064, DANRE35988
OG0006487	APOSJ_50326, APOSJ_50325	DANRE40466
OG0006488	APOSJ_25192	DANRE07587, DANRE07586
OG0006490	APOSJ_59486, APOSJ_30479, APOSJ_30480	DANRE30998, DANRE30997
OG0006491	APOSJ_21404, APOSJ_29280	DANRE24615
OG0006492	APOSJ_17128, APOSJ_17129	DANRE12650, DANRE12649, DANRE12651
OG0006493	APOSJ_31284	DANRE19720
OG0006494	APOSJ_36754	DANRE26527
OG0006495	APOSJ_31486, APOSJ_31487, APOSJ_31489, APOSJ_31488	DANRE33872, DANRE33873
OG0006496	APOSJ_25711	DANRE27447
OG0006497	APOSJ_08909, APOSJ_11785	DANRE16111, DANRE16110
OG0006498	APOSJ_32514	DANRE34352, DANRE34351
OG0006499	APOSJ_55136	DANRE26978, DANRE26977, DANRE18277, DANRE18276
OG0006501	APOSJ_43030	DANRE08955
OG0006502	APOSJ_26844, APOSJ_26845, APOSJ_26847	DANRE29381, DANRE29382, DANRE29383
OG0006503	APOSJ_33556, APOSJ_33553	DANRE07132, DANRE07133, DANRE07134
OG0006505	APOSJ_44663, APOSJ_44662	DANRE03734, DANRE26394
OG0006506	APOSJ_12003, APOSJ_51718	DANRE24402, DANRE24403, DANRE24401
OG0006507	APOSJ_29786, APOSJ_25525, APOSJ_29789	DANRE22794
OG0006508	APOSJ_40777, APOSJ_40778, APOSJ_40779	DANRE05986, DANRE05987
OG0006509	APOSJ_44041, APOSJ_44038, APOSJ_44039, APOSJ_44040	DANRE23625
OG0006510	APOSJ_54578, APOSJ_03460, APOSJ_03461, APOSJ_21572	DANRE36871
OG0006511	APOSJ_44173	DANRE37056
OG0006512	APOSJ_43557	DANRE29342
OG0006513	APOSJ_16513, APOSJ_16515, APOSJ_61944, APOSJ_16516, APOSJ_16517	DANRE38837, DANRE38836
OG0006514	APOSJ_29777, APOSJ_29778	DANRE07332
OG0006515	APOSJ_59058	DANRE04926, DANRE04925, DANRE04924
OG0006516	APOSJ_18851, APOSJ_58515	DANRE05513, DANRE05512
OG0006517	APOSJ_22584, APOSJ_22585	DANRE28275, DANRE28276
OG0006518	APOSJ_35671, APOSJ_35672	DANRE05484
OG0006519	APOSJ_42568	DANRE17604
OG0006520	APOSJ_63638	DANRE01097, DANRE01098
OG0006522	APOSJ_63784, APOSJ_36029	DANRE20324, DANRE07918
OG0006523	APOSJ_38263, APOSJ_37003	DANRE13254
OG0006524	APOSJ_43241, APOSJ_45743, APOSJ_43245, APOSJ_45714, APOSJ_43244, APOSJ_50309, APOSJ_06837, APOSJ_45683	DANRE25718
OG0006526	APOSJ_50196, APOSJ_50195, APOSJ_50194	DANRE13639
OG0006527	APOSJ_32959, APOSJ_15988, APOSJ_15987	DANRE03126
OG0006528	APOSJ_53437, APOSJ_53438	DANRE15366
OG0006530	APOSJ_47175, APOSJ_07505	DANRE10408
OG0006531	APOSJ_17912, APOSJ_17908, APOSJ_17913, APOSJ_34655, APOSJ_34662, APOSJ_34652, APOSJ_34660, APOSJ_10567, APOSJ_58875	DANRE31049, DANRE31050, DANRE12470
OG0006532	APOSJ_28621	DANRE02116
OG0006534	APOSJ_33092, APOSJ_33090, APOSJ_33091, APOSJ_33093	DANRE04753
OG0006535	APOSJ_25390	DANRE31306, DANRE31307
OG0006537	APOSJ_22129, APOSJ_58208, APOSJ_39171	DANRE16803, DANRE16802, DANRE16800, DANRE16801
OG0006538	APOSJ_28426, APOSJ_28427	DANRE01948
OG0006540	APOSJ_62215	DANRE43223
OG0006541	APOSJ_48982	DANRE00195
OG0006542	APOSJ_15313, APOSJ_15312, APOSJ_15311, APOSJ_15310	DANRE01099
OG0006543	APOSJ_44995, APOSJ_28802	DANRE04511
OG0006544	APOSJ_18040	DANRE36922, DANRE36923, DANRE36921
OG0006545	APOSJ_59428	DANRE14779
OG0006546	APOSJ_06888, APOSJ_06889	DANRE17452, DANRE17453, DANRE17454
OG0006547	APOSJ_26008, APOSJ_14548, APOSJ_26009, APOSJ_14547	DANRE01017, DANRE01016
OG0006549	APOSJ_13381, APOSJ_05256, APOSJ_05255	DANRE30654
OG0006550	APOSJ_11948	DANRE31528, DANRE31529, DANRE31527
OG0006551	APOSJ_49188, APOSJ_49190, APOSJ_38900, APOSJ_49189	DANRE41890, DANRE41889
OG0006552	APOSJ_50686	DANRE19095
OG0006553	APOSJ_16537, APOSJ_38552	DANRE15584, DANRE15585, DANRE30044
OG0006555	APOSJ_06438, APOSJ_10963, APOSJ_10964	DANRE35599, DANRE35598
OG0006556	APOSJ_38340, APOSJ_40089	DANRE11973, DANRE11974, DANRE11975
OG0006557	APOSJ_02447	DANRE25072
OG0006559	APOSJ_11025, APOSJ_11026, APOSJ_11024	DANRE20945, DANRE20944
OG0006560	APOSJ_30915	DANRE17717, DANRE17715, DANRE17716
OG0006561	APOSJ_40512, APOSJ_40511, APOSJ_40510, APOSJ_40509	DANRE18058
OG0006562	APOSJ_46456, APOSJ_46455, APOSJ_46457, APOSJ_46454	DANRE20523, DANRE20522
OG0006563	APOSJ_13806, APOSJ_21302, APOSJ_13807, APOSJ_13805	DANRE28810, DANRE28809
OG0006564	APOSJ_33440, APOSJ_41153, APOSJ_65187, APOSJ_05383	DANRE07932, DANRE07931
OG0006566	APOSJ_37836	DANRE29055
OG0006567	APOSJ_46143, APOSJ_03387	DANRE01679
OG0006568	APOSJ_01640, APOSJ_11311, APOSJ_01643, APOSJ_01641	DANRE16829
OG0006569	APOSJ_15129, APOSJ_02494, APOSJ_61842, APOSJ_02495	DANRE04566
OG0006571	APOSJ_08378, APOSJ_08377	DANRE33971
OG0006573	APOSJ_43277, APOSJ_43279	DANRE34641
OG0006574	APOSJ_61705	DANRE21767, DANRE21766, DANRE21765
OG0006575	APOSJ_00085, APOSJ_00086	DANRE34819, DANRE34820
OG0006576	APOSJ_50963, APOSJ_46163	DANRE07329
OG0006577	APOSJ_00939, APOSJ_00940	DANRE01281
OG0006579	APOSJ_11021, APOSJ_05791, APOSJ_11022, APOSJ_05804	DANRE39282
OG0006580	APOSJ_50989, APOSJ_50990	DANRE26459
OG0006581	APOSJ_64967, APOSJ_64965, APOSJ_64966, APOSJ_64968, APOSJ_62662, APOSJ_64964	DANRE26007
OG0006583	APOSJ_06715, APOSJ_06710	DANRE17390
OG0006584	APOSJ_58429	DANRE09521
OG0006585	APOSJ_05344, APOSJ_30713	DANRE11331, DANRE11330
OG0006586	APOSJ_11688	DANRE26201, DANRE26199, DANRE26200
OG0006587	APOSJ_03048	DANRE13162, DANRE13161
OG0006588	APOSJ_32107	DANRE22756
OG0006589	APOSJ_04336, APOSJ_23184, APOSJ_23186, APOSJ_23185	DANRE31630
OG0006590	APOSJ_31728	DANRE25511
OG0006591	APOSJ_19687	DANRE10350
OG0006592	APOSJ_43856, APOSJ_24603, APOSJ_24617	DANRE22277
OG0006593	APOSJ_58601, APOSJ_58597, APOSJ_58598, APOSJ_23731	DANRE26311, DANRE26312
OG0006594	APOSJ_58318, APOSJ_42912	DANRE39229, DANRE39227, DANRE39230, DANRE39228
OG0006595	APOSJ_22937	DANRE04332, DANRE04333
OG0006596	APOSJ_25382	DANRE36993
OG0006597	APOSJ_18430, APOSJ_13338, APOSJ_13339	DANRE06998
OG0006598	APOSJ_65035, APOSJ_42262, APOSJ_65039	DANRE34799, DANRE34800
OG0006600	APOSJ_23108, APOSJ_23116, APOSJ_22282, APOSJ_22278	DANRE04050
OG0006602	APOSJ_18629, APOSJ_18628	DANRE16908, DANRE16909
OG0006603	APOSJ_06735, APOSJ_06734	DANRE39335
OG0006604	APOSJ_33094	DANRE08282, DANRE08283
OG0006605	APOSJ_37732, APOSJ_37727, APOSJ_32129, APOSJ_32128, APOSJ_37730, APOSJ_36324, APOSJ_37728, APOSJ_27922	DANRE37509
OG0006606	APOSJ_32174, APOSJ_32173	DANRE12518
OG0006607	APOSJ_27410	DANRE10066, DANRE10065
OG0006608	APOSJ_28770	DANRE12270, DANRE27630
OG0006609	APOSJ_09900, APOSJ_11962, APOSJ_11963	DANRE38772, DANRE38771
OG0006610	APOSJ_40165	DANRE15476, DANRE15475
OG0006611	APOSJ_33235, APOSJ_33233	DANRE23305
OG0006612	APOSJ_58459, APOSJ_16472	DANRE01859
OG0006613	APOSJ_56982	DANRE43420
OG0006614	APOSJ_01742, APOSJ_10850	DANRE32921, DANRE32922, DANRE32923, DANRE32924
OG0006615	APOSJ_56224	DANRE14777, DANRE14778
OG0006616	APOSJ_64772, APOSJ_42215, APOSJ_42213, APOSJ_42214	DANRE26673
OG0006618	APOSJ_34562	DANRE23824
OG0006619	APOSJ_54958, APOSJ_54959	DANRE24678
OG0006620	APOSJ_32782, APOSJ_41379	DANRE11400, DANRE17728, DANRE43368, DANRE10758, DANRE15071
OG0006621	APOSJ_45349, APOSJ_45347, APOSJ_45348	DANRE35047
OG0006622	APOSJ_58078, APOSJ_58079	DANRE06401
OG0006623	APOSJ_47572, APOSJ_15793	DANRE25920
OG0006624	APOSJ_28095	DANRE10511, DANRE10512
OG0006626	APOSJ_16287, APOSJ_16288	DANRE25071
OG0006627	APOSJ_45289	DANRE03368, DANRE03369
OG0006628	APOSJ_45946, APOSJ_45972	DANRE25218, DANRE38495
OG0006630	APOSJ_17512	DANRE13211
OG0006632	APOSJ_34209, APOSJ_34208	DANRE06687, DANRE06688, DANRE15628, DANRE07374
OG0006633	APOSJ_49882	DANRE26873, DANRE26872, DANRE26871
OG0006635	APOSJ_40314	DANRE01468, DANRE41203, DANRE41204, DANRE41202
OG0006636	APOSJ_44189, APOSJ_44188	DANRE09302
OG0006637	APOSJ_28692, APOSJ_28691	DANRE04008, DANRE04009
OG0006638	APOSJ_17308, APOSJ_17309, APOSJ_17306, APOSJ_17307	DANRE36392, DANRE36393
OG0006640	APOSJ_35122, APOSJ_35120, APOSJ_35123	DANRE39218
OG0006641	APOSJ_50701, APOSJ_50703, APOSJ_50704, APOSJ_50702	DANRE10715
OG0006642	APOSJ_59623	DANRE11176
OG0006645	APOSJ_06760, APOSJ_06761, APOSJ_06759	DANRE09833, DANRE09832
OG0006646	APOSJ_63820	DANRE37654, DANRE37653
OG0006647	APOSJ_62958, APOSJ_20143	DANRE13576
OG0006648	APOSJ_52505	DANRE09069, DANRE09068
OG0006649	APOSJ_53005	DANRE30372, DANRE30371
OG0006650	APOSJ_55138, APOSJ_55141, APOSJ_55139, APOSJ_55142, APOSJ_55140	DANRE25536
OG0006651	APOSJ_08235	DANRE00823, DANRE00822
OG0006653	APOSJ_47622, APOSJ_47621	DANRE28304, DANRE28305, DANRE28306
OG0006654	APOSJ_27319, APOSJ_40276	DANRE18186
OG0006655	APOSJ_00356, APOSJ_00357, APOSJ_00358, APOSJ_00359	DANRE12365
OG0006657	APOSJ_46697, APOSJ_46709, APOSJ_18414	DANRE39849, DANRE39850
OG0006658	APOSJ_49113	DANRE11677, DANRE18834
OG0006660	APOSJ_22562, APOSJ_35478	DANRE21300, DANRE36980, DANRE21301
OG0006661	APOSJ_12638	DANRE19721
OG0006662	APOSJ_31084	DANRE00965
OG0006663	APOSJ_47812, APOSJ_47813	DANRE08633, DANRE08634
OG0006664	APOSJ_14184	DANRE03439
OG0006666	APOSJ_01542, APOSJ_01541	DANRE21287
OG0006667	APOSJ_64701, APOSJ_60811, APOSJ_64702	DANRE26598
OG0006668	APOSJ_62152, APOSJ_37718	DANRE16558, DANRE16559
OG0006669	APOSJ_03766, APOSJ_03764	DANRE19000, DANRE18999
OG0006670	APOSJ_35675, APOSJ_35674	DANRE40208, DANRE40209
OG0006672	APOSJ_33176, APOSJ_33173, APOSJ_33174, APOSJ_33175, APOSJ_33178, APOSJ_33177	DANRE11357, DANRE11356
OG0006673	APOSJ_60495, APOSJ_60496	DANRE00592, DANRE39690
OG0006675	APOSJ_43347	DANRE19617, DANRE19618
OG0006677	APOSJ_52813	DANRE09349
OG0006678	APOSJ_17723, APOSJ_17724	DANRE28792
OG0006679	APOSJ_61932	DANRE03939, DANRE03938
OG0006680	APOSJ_03116, APOSJ_25124, APOSJ_25122, APOSJ_14403, APOSJ_28172, APOSJ_25121	DANRE35503
OG0006681	APOSJ_61068, APOSJ_61067	DANRE17737
OG0006683	APOSJ_24537, APOSJ_24535	DANRE40259
OG0006684	APOSJ_36174	DANRE30786
OG0006686	APOSJ_02283, APOSJ_06897	DANRE18994, DANRE18993, DANRE18992
OG0006687	APOSJ_09834, APOSJ_09833	DANRE10137
OG0006688	APOSJ_27808	DANRE37962
OG0006689	APOSJ_40284, APOSJ_40285	DANRE12368
OG0006690	APOSJ_25656	DANRE23373, DANRE23374, DANRE23375
OG0006692	APOSJ_65340, APOSJ_52416	DANRE15155, DANRE15154
OG0006693	APOSJ_21569	DANRE16672
OG0006694	APOSJ_03363, APOSJ_10796	DANRE18391
OG0006695	APOSJ_12815, APOSJ_12814	DANRE07414
OG0006696	APOSJ_37020, APOSJ_37021	DANRE04465, DANRE05504
OG0006697	APOSJ_03981	DANRE04313, DANRE10885
OG0006698	APOSJ_09512, APOSJ_09513	DANRE09646, DANRE09648, DANRE09647
OG0006699	APOSJ_06232, APOSJ_39419, APOSJ_39420, APOSJ_06229, APOSJ_06230, APOSJ_06231, APOSJ_06234, APOSJ_06233	DANRE01531, DANRE01530
OG0006700	APOSJ_61813, APOSJ_43358, APOSJ_61812, APOSJ_61814	DANRE13266, DANRE26751
OG0006702	APOSJ_21810, APOSJ_22353, APOSJ_22355, APOSJ_22220, APOSJ_65345, APOSJ_22354	DANRE15041
OG0006703	APOSJ_14770, APOSJ_14769	DANRE39207
OG0006705	APOSJ_29983	DANRE36324
OG0006706	APOSJ_36222, APOSJ_36223	DANRE26557
OG0006707	APOSJ_27464	DANRE41014, DANRE41015
OG0006708	APOSJ_09750, APOSJ_56261, APOSJ_28589, APOSJ_56263	DANRE09074, DANRE09073
OG0006709	APOSJ_62330	DANRE42754, DANRE42753
OG0006710	APOSJ_14011, APOSJ_14009, APOSJ_14008, APOSJ_14010	DANRE38095
OG0006711	APOSJ_42606, APOSJ_34316	DANRE15395, DANRE15393, DANRE15394, DANRE15396
OG0006712	APOSJ_45419, APOSJ_28195	DANRE23043
OG0006713	APOSJ_53457	DANRE18050, DANRE07856
OG0006714	APOSJ_56386	DANRE20419, DANRE06658
OG0006715	APOSJ_33661	DANRE02490, DANRE22758, DANRE22757
OG0006716	APOSJ_50873, APOSJ_50871, APOSJ_50874, APOSJ_50872	DANRE27259
OG0006717	APOSJ_52799, APOSJ_52798	DANRE07244, DANRE07245, DANRE07243
OG0006718	APOSJ_31874	DANRE04447
OG0006719	APOSJ_40734	DANRE36176, DANRE36175
OG0006720	APOSJ_54139, APOSJ_54138	DANRE36497
OG0006721	APOSJ_04692, APOSJ_29255, APOSJ_04695, APOSJ_04694	DANRE28349
OG0006722	APOSJ_00145, APOSJ_00146	DANRE37554, DANRE37553
OG0006723	APOSJ_05687, APOSJ_60009, APOSJ_60010, APOSJ_36475	DANRE39823
OG0006724	APOSJ_59036, APOSJ_28247, APOSJ_28248, APOSJ_59035, APOSJ_59033	DANRE40260
OG0006725	APOSJ_30326, APOSJ_38927	DANRE36705
OG0006727	APOSJ_64986, APOSJ_65348	DANRE17270
OG0006728	APOSJ_21456	DANRE09817
OG0006729	APOSJ_47511, APOSJ_04884, APOSJ_47509, APOSJ_47512, APOSJ_47510, APOSJ_28841	DANRE40632
OG0006730	APOSJ_01719	DANRE40426
OG0006731	APOSJ_50140, APOSJ_50141	DANRE08686, DANRE08687, DANRE08688, DANRE08689
OG0006732	APOSJ_61979, APOSJ_61978	DANRE42548, DANRE42549
OG0006733	APOSJ_52800	DANRE19895, DANRE19894, DANRE19893, DANRE06825
OG0006734	APOSJ_60384, APOSJ_60387	DANRE11967
OG0006735	APOSJ_00157, APOSJ_00156	DANRE01761
OG0006737	APOSJ_30527, APOSJ_30528, APOSJ_13799	DANRE03073, DANRE03074, DANRE03072
OG0006738	APOSJ_25025, APOSJ_26457, APOSJ_25026, APOSJ_25024	DANRE41395
OG0006739	APOSJ_18544, APOSJ_18546, APOSJ_03036, APOSJ_03035	DANRE25130, DANRE15633
OG0006741	APOSJ_38664	DANRE22261
OG0006742	APOSJ_24626	DANRE06943, DANRE15666
OG0006743	APOSJ_63261, APOSJ_63262, APOSJ_63260	DANRE39842
OG0006744	APOSJ_01406, APOSJ_32223	DANRE13367, DANRE02363, DANRE02364
OG0006745	APOSJ_35317, APOSJ_50296, APOSJ_50297	DANRE22218, DANRE22215, DANRE22216, DANRE22217
OG0006748	APOSJ_24038	DANRE27992
OG0006749	APOSJ_27759, APOSJ_27758	DANRE28961, DANRE28962
OG0006750	APOSJ_49152, APOSJ_49153	DANRE18340
OG0006751	APOSJ_14745, APOSJ_13461, APOSJ_13464, APOSJ_13458, APOSJ_13463, APOSJ_14747, APOSJ_13466, APOSJ_13462, APOSJ_14746, APOSJ_13459, APOSJ_19095, APOSJ_13460	DANRE16470
OG0006752	APOSJ_17882, APOSJ_17881	DANRE34984
OG0006753	APOSJ_38998	DANRE11805, DANRE11806
OG0006754	APOSJ_05837	DANRE09950, DANRE13577
OG0006755	APOSJ_44274, APOSJ_64561, APOSJ_64563, APOSJ_64564	DANRE35544
OG0006757	APOSJ_42820	DANRE13143, DANRE13144
OG0006758	APOSJ_28300	DANRE22084
OG0006759	APOSJ_16873, APOSJ_16872, APOSJ_16204, APOSJ_16870, APOSJ_40764, APOSJ_16871	DANRE31502
OG0006760	APOSJ_06943	DANRE00421
OG0006761	APOSJ_52356	DANRE15637, DANRE15639, DANRE15638
OG0006762	APOSJ_00245, APOSJ_01573	DANRE05906, DANRE05907, DANRE03761
OG0006763	APOSJ_20118, APOSJ_20120, APOSJ_20119	DANRE14963, DANRE14279, DANRE14280
OG0006764	APOSJ_54919	DANRE06709, DANRE06710, DANRE06711
OG0006765	APOSJ_26199, APOSJ_36922, APOSJ_26197, APOSJ_36924	DANRE38619, DANRE38618
OG0006766	APOSJ_06534, APOSJ_41319, APOSJ_06535	DANRE20282, DANRE20283
OG0006768	APOSJ_06020, APOSJ_34792, APOSJ_06024	DANRE10387
OG0006769	APOSJ_16333	DANRE38421, DANRE38420
OG0006770	APOSJ_24317, APOSJ_50176	DANRE25957, DANRE13458, DANRE13459
OG0006772	APOSJ_31036	DANRE16400
OG0006773	APOSJ_58941, APOSJ_21687, APOSJ_34903, APOSJ_35968, APOSJ_33476, APOSJ_21666, APOSJ_27629, APOSJ_21692, APOSJ_58943, APOSJ_13579, APOSJ_21691, APOSJ_15938, APOSJ_21662, APOSJ_27631, APOSJ_15941, APOSJ_15936, APOSJ_21663, APOSJ_58942, APOSJ_27628, APOSJ_21688, APOSJ_21690, APOSJ_21664, APOSJ_15939, APOSJ_13521	DANRE07167
OG0006775	APOSJ_42124, APOSJ_42123	DANRE03588, DANRE03589, DANRE03590
OG0006776	APOSJ_12966, APOSJ_12967	DANRE29920, DANRE29919, DANRE29918
OG0006777	APOSJ_19246, APOSJ_19247, APOSJ_19248	DANRE19888
OG0006780	APOSJ_26931, APOSJ_26932	DANRE11139, DANRE11138
OG0006784	APOSJ_20374, APOSJ_20373, APOSJ_18434	DANRE09776
OG0006826	APOSJ_17237	DANRE20199, DANRE20200
OG0006827	APOSJ_40347, APOSJ_40346, APOSJ_40343, APOSJ_40344	DANRE27134
OG0006828	APOSJ_49734, APOSJ_55809	DANRE33264
OG0006829	APOSJ_20261, APOSJ_63729, APOSJ_20262, APOSJ_20263, APOSJ_20257	DANRE06462
OG0006830	APOSJ_62499, APOSJ_07449, APOSJ_01198, APOSJ_01199	DANRE20293
OG0006831	APOSJ_53442, APOSJ_40513, APOSJ_53450, APOSJ_33823, APOSJ_40515, APOSJ_40520, APOSJ_40514, APOSJ_40517	DANRE05025
OG0006832	APOSJ_13972, APOSJ_13971, APOSJ_13973, APOSJ_13970	DANRE05650, DANRE05651
OG0006833	APOSJ_23443, APOSJ_23442	DANRE39031
OG0006837	APOSJ_45442, APOSJ_45443	DANRE08129, DANRE08130
OG0006838	APOSJ_02122	DANRE29999, DANRE30000
OG0006839	APOSJ_43558, APOSJ_43559	DANRE15729, DANRE15728
OG0006842	APOSJ_07986, APOSJ_07987, APOSJ_07984, APOSJ_07985	DANRE16946
OG0006843	APOSJ_33620	DANRE00575
OG0006844	APOSJ_05634	DANRE25977
OG0006845	APOSJ_32433, APOSJ_61239	DANRE00889
OG0006846	APOSJ_25724	DANRE11134
OG0006847	APOSJ_54843	DANRE40951, DANRE40949, DANRE40950
OG0006848	APOSJ_03150	DANRE04636, DANRE20561
OG0006849	APOSJ_26759, APOSJ_26758, APOSJ_04294, APOSJ_04292, APOSJ_04293, APOSJ_04291, APOSJ_26756	DANRE04779
OG0006851	APOSJ_32920, APOSJ_32921	DANRE11826, DANRE11827, DANRE11012, DANRE03308
OG0006852	APOSJ_34420, APOSJ_34421	DANRE25832, DANRE30743
OG0006853	APOSJ_44043	DANRE30632
OG0006856	APOSJ_27949, APOSJ_27947, APOSJ_27950	DANRE24719
OG0006858	APOSJ_39886, APOSJ_39884, APOSJ_18784, APOSJ_53859, APOSJ_39885, APOSJ_18786, APOSJ_53858, APOSJ_18783, APOSJ_18788	DANRE13260, DANRE13259
OG0006860	APOSJ_56395	DANRE39348
OG0006861	APOSJ_48735	DANRE41588, DANRE41589
OG0006862	APOSJ_48347, APOSJ_48348	DANRE05434, DANRE05435
OG0006864	APOSJ_32877	DANRE30356
OG0006865	APOSJ_64462, APOSJ_59053	DANRE37107, DANRE37108
OG0006866	APOSJ_18489, APOSJ_18490	DANRE28013, DANRE28011, DANRE23478, DANRE23477
OG0006867	APOSJ_33171, APOSJ_44359, APOSJ_44361	DANRE04670, DANRE04669
OG0006868	APOSJ_23095	DANRE40480, DANRE40481
OG0006869	APOSJ_45611, APOSJ_45604, APOSJ_22739	DANRE39720, DANRE39721
OG0006871	APOSJ_42328	DANRE36314
OG0006872	APOSJ_27980, APOSJ_27981	DANRE12533, DANRE12534, DANRE12532
OG0006873	APOSJ_45962	DANRE35332, DANRE35331
OG0006874	APOSJ_64944, APOSJ_64943	DANRE02204
OG0006875	APOSJ_11128	DANRE19819
OG0006876	APOSJ_24646	DANRE36350
OG0006877	APOSJ_59586, APOSJ_59585, APOSJ_59587	DANRE25161
OG0006878	APOSJ_49223, APOSJ_05734, APOSJ_49224, APOSJ_49221	DANRE26618
OG0006879	APOSJ_55210, APOSJ_30221, APOSJ_30227, APOSJ_30220, APOSJ_30226, APOSJ_30225, APOSJ_55211, APOSJ_30223, APOSJ_55209, APOSJ_30228, APOSJ_30224	DANRE30943
OG0006880	APOSJ_63743, APOSJ_63741, APOSJ_63742, APOSJ_63740	DANRE02192, DANRE02193, DANRE02191
OG0006881	APOSJ_26247, APOSJ_26246	DANRE07877
OG0006882	APOSJ_01809, APOSJ_01807, APOSJ_01806, APOSJ_01810, APOSJ_01808, APOSJ_18571, APOSJ_01811	DANRE12968, DANRE12967
OG0006883	APOSJ_07729, APOSJ_48479, APOSJ_57269, APOSJ_57270, APOSJ_62790, APOSJ_07727, APOSJ_07728, APOSJ_19028	DANRE11548
OG0006884	APOSJ_59766	DANRE17895
OG0006885	APOSJ_30168	DANRE36038
OG0006886	APOSJ_49253, APOSJ_49252	DANRE33750
OG0006887	APOSJ_27115	DANRE35935
OG0006888	APOSJ_14838	DANRE20632
OG0006889	APOSJ_15610, APOSJ_15612, APOSJ_15611	DANRE12508
OG0006890	APOSJ_60946, APOSJ_59956	DANRE04449
OG0006891	APOSJ_65427, APOSJ_65426, APOSJ_65425, APOSJ_65370	DANRE15280, DANRE15279
OG0006892	APOSJ_20019	DANRE42353
OG0006893	APOSJ_21809, APOSJ_26982	DANRE35990, DANRE35991, DANRE35992
OG0006894	APOSJ_09632	DANRE04254, DANRE04253
OG0006895	APOSJ_49994, APOSJ_28846	DANRE04051
OG0006896	APOSJ_58706	DANRE16360, DANRE16361, DANRE39466
OG0006897	APOSJ_01491, APOSJ_01490	DANRE34848, DANRE34849, DANRE34850
OG0006898	APOSJ_06421, APOSJ_29915	DANRE12640
OG0006899	APOSJ_40716	DANRE25627, DANRE25626
OG0006900	APOSJ_18531	DANRE17615, DANRE17616
OG0006901	APOSJ_17690	DANRE42359, DANRE42358
OG0006902	APOSJ_25544, APOSJ_25546, APOSJ_36073, APOSJ_36069, APOSJ_43144	DANRE40997
OG0006903	APOSJ_35838	DANRE09420, DANRE03354, DANRE03353, DANRE29137
OG0006904	APOSJ_41310, APOSJ_41312, APOSJ_41311, APOSJ_41309, APOSJ_41308	DANRE04837, DANRE04838
OG0006905	APOSJ_45918	DANRE36867
OG0006906	APOSJ_05156	DANRE35097
OG0006907	APOSJ_26515, APOSJ_34159	DANRE30638
OG0006908	APOSJ_40264	DANRE34940
OG0006909	APOSJ_53856	DANRE40335
OG0006911	APOSJ_43934, APOSJ_43936, APOSJ_43935	DANRE07250
OG0006912	APOSJ_31962, APOSJ_31961	DANRE18257
OG0006914	APOSJ_03410	DANRE00540, DANRE00539
OG0006916	APOSJ_47423, APOSJ_64350, APOSJ_47422	DANRE19207, DANRE19208, DANRE19209
OG0006917	APOSJ_37702, APOSJ_37701	DANRE08924
OG0006919	APOSJ_09226, APOSJ_09225, APOSJ_09223, APOSJ_09224	DANRE03724
OG0006920	APOSJ_50381, APOSJ_50380, APOSJ_50384, APOSJ_50382, APOSJ_50379, APOSJ_45653, APOSJ_50377, APOSJ_50378, APOSJ_61750, APOSJ_61751	DANRE41930
OG0006921	APOSJ_43906	DANRE01091
OG0006923	APOSJ_14174	DANRE14202
OG0006924	APOSJ_62477, APOSJ_09705	DANRE34932
OG0006925	APOSJ_50920	DANRE10925, DANRE10926
OG0006926	APOSJ_22826	DANRE14985
OG0006927	APOSJ_51313, APOSJ_34133, APOSJ_63788	DANRE28369
OG0006928	APOSJ_28420, APOSJ_28421, APOSJ_28422	DANRE18223
OG0006929	APOSJ_61837	DANRE10027
OG0006930	APOSJ_23322, APOSJ_23324	DANRE41147
OG0006931	APOSJ_01177	DANRE18816
OG0006932	APOSJ_35892, APOSJ_35891	DANRE03602, DANRE03603, DANRE29298
OG0006934	APOSJ_56368	DANRE42873
OG0006935	APOSJ_55531, APOSJ_55532	DANRE04751
OG0006936	APOSJ_19875	DANRE05124
