Orthogroup	APOSJ_ok	ORYLA
OG0005243	APOSJ_16179, APOSJ_16178	ORYLA19916
OG0005244	APOSJ_06294, APOSJ_48707, APOSJ_46249, APOSJ_48703, APOSJ_48704, APOSJ_48706	ORYLA02093
OG0005245	APOSJ_17903	ORYLA06412, ORYLA08921
OG0005247	APOSJ_64625, APOSJ_64623, APOSJ_64624, APOSJ_60319	ORYLA02262
OG0005248	APOSJ_47242	ORYLA05713, ORYLA14516
OG0005249	APOSJ_21534	ORYLA18148, ORYLA02930
OG0005250	APOSJ_50740, APOSJ_50739	ORYLA05436
OG0005251	APOSJ_29295, APOSJ_04698	ORYLA20357
OG0005252	APOSJ_17407, APOSJ_45475, APOSJ_45477, APOSJ_45476	ORYLA07873, ORYLA02724
OG0005253	APOSJ_02455	ORYLA18831
OG0005254	APOSJ_09536, APOSJ_09534	ORYLA00808
OG0005255	APOSJ_48571	ORYLA10435
OG0005256	APOSJ_03384, APOSJ_03383	ORYLA15319, ORYLA15727
OG0005257	APOSJ_37812, APOSJ_16393, APOSJ_16394	ORYLA10778
OG0005258	APOSJ_40485, APOSJ_53209, APOSJ_40484, APOSJ_53208	ORYLA13728
OG0005259	APOSJ_42743, APOSJ_50274	ORYLA14480, ORYLA13720
OG0005260	APOSJ_46444	ORYLA14781
OG0005261	APOSJ_11799	ORYLA11692
OG0005262	APOSJ_48744, APOSJ_48743	ORYLA15627
OG0005264	APOSJ_29305	ORYLA02104
OG0005265	APOSJ_12250	ORYLA02955, ORYLA02956
OG0005266	APOSJ_03132	ORYLA07031
OG0005267	APOSJ_03830	ORYLA04749
OG0005268	APOSJ_34509, APOSJ_34511, APOSJ_34512, APOSJ_17196, APOSJ_34508, APOSJ_34510	ORYLA12321
OG0005269	APOSJ_24052	ORYLA14049
OG0005270	APOSJ_32620, APOSJ_32622, APOSJ_24777, APOSJ_32621	ORYLA01053
OG0005271	APOSJ_39744, APOSJ_39748, APOSJ_48316, APOSJ_48324, APOSJ_48317	ORYLA12526
OG0005272	APOSJ_16121, APOSJ_20215	ORYLA13750
OG0005274	APOSJ_45079, APOSJ_45074, APOSJ_45075, APOSJ_45073	ORYLA10171
OG0005275	APOSJ_00850, APOSJ_00849, APOSJ_00851	ORYLA20144, ORYLA13858
OG0005276	APOSJ_39024, APOSJ_39025	ORYLA12515
OG0005277	APOSJ_30935, APOSJ_30938, APOSJ_62445, APOSJ_30937, APOSJ_62449	ORYLA11828
OG0005278	APOSJ_43536, APOSJ_06599	ORYLA12674
OG0005279	APOSJ_27566, APOSJ_41753, APOSJ_62443, APOSJ_27562, APOSJ_27565	ORYLA14589
OG0005280	APOSJ_46493, APOSJ_23167	ORYLA05298
OG0005281	APOSJ_34775	ORYLA07644
OG0005283	APOSJ_58364, APOSJ_58365	ORYLA14285, ORYLA15958
OG0005284	APOSJ_21603, APOSJ_65182	ORYLA04247
OG0005285	APOSJ_22467, APOSJ_22466, APOSJ_22468	ORYLA17829
OG0005286	APOSJ_57831, APOSJ_57830, APOSJ_57832, APOSJ_57833, APOSJ_57836, APOSJ_57834, APOSJ_57835	ORYLA04336
OG0005287	APOSJ_07930, APOSJ_07929, APOSJ_07928, APOSJ_07927, APOSJ_07931, APOSJ_07926	ORYLA01734
OG0005288	APOSJ_05635, APOSJ_64496, APOSJ_20368	ORYLA19295
OG0005289	APOSJ_58424	ORYLA01671
OG0005292	APOSJ_44493	ORYLA19232
OG0005293	APOSJ_35801, APOSJ_35799, APOSJ_35800	ORYLA03348
OG0005294	APOSJ_54107	ORYLA17819
OG0005295	APOSJ_04359	ORYLA11596
OG0005297	APOSJ_10356	ORYLA06699
OG0005298	APOSJ_50790, APOSJ_63053	ORYLA14873
OG0005299	APOSJ_46282	ORYLA20317
OG0005300	APOSJ_21040, APOSJ_21043, APOSJ_21041, APOSJ_21042	ORYLA11163
OG0005301	APOSJ_03880, APOSJ_03882, APOSJ_03881, APOSJ_03883	ORYLA17964
OG0005302	APOSJ_40279, APOSJ_40280	ORYLA02508, ORYLA14656
OG0005303	APOSJ_40792, APOSJ_25660	ORYLA11141
OG0005304	APOSJ_30656, APOSJ_30657	ORYLA02588
OG0005305	APOSJ_57113	ORYLA15851
OG0005307	APOSJ_35236, APOSJ_35235, APOSJ_35233, APOSJ_35232, APOSJ_35234, APOSJ_35237	ORYLA02196
OG0005309	APOSJ_31287, APOSJ_31288	ORYLA17745
OG0005310	APOSJ_12260, APOSJ_29526, APOSJ_12261, APOSJ_29525, APOSJ_12259, APOSJ_29524	ORYLA07747
OG0005312	APOSJ_37793	ORYLA14065
OG0005313	APOSJ_52570, APOSJ_19079, APOSJ_15485	ORYLA06252
OG0005314	APOSJ_34407, APOSJ_34406	ORYLA20091
OG0005315	APOSJ_00056, APOSJ_00055	ORYLA06885
OG0005316	APOSJ_03304, APOSJ_03306	ORYLA07012
OG0005317	APOSJ_17874, APOSJ_13230	ORYLA09419
OG0005318	APOSJ_31640	ORYLA18364, ORYLA18363
OG0005319	APOSJ_16272, APOSJ_23310	ORYLA04663
OG0005321	APOSJ_51280, APOSJ_51279, APOSJ_46979, APOSJ_46988	ORYLA04704
OG0005322	APOSJ_15754	ORYLA08048
OG0005323	APOSJ_03092	ORYLA17504
OG0005324	APOSJ_04130, APOSJ_04131, APOSJ_04129, APOSJ_04132, APOSJ_04133, APOSJ_47287, APOSJ_04128	ORYLA13260
OG0005325	APOSJ_54275	ORYLA07254
OG0005326	APOSJ_50330, APOSJ_50331, APOSJ_50332	ORYLA04496, ORYLA08940, ORYLA08941
OG0005328	APOSJ_27659, APOSJ_27664, APOSJ_21252, APOSJ_27661, APOSJ_52838, APOSJ_39349, APOSJ_23428, APOSJ_27141, APOSJ_27662, APOSJ_27663, APOSJ_27658, APOSJ_39345, APOSJ_27143, APOSJ_27147	ORYLA11292
OG0005329	APOSJ_03101, APOSJ_52326, APOSJ_03105, APOSJ_14588, APOSJ_56646, APOSJ_52328, APOSJ_52329, APOSJ_24921, APOSJ_52324, APOSJ_24925, APOSJ_21118, APOSJ_56642	ORYLA11441
OG0005359	APOSJ_35688	ORYLA10991
OG0005360	APOSJ_33962, APOSJ_17576	ORYLA18657
OG0005361	APOSJ_31825, APOSJ_31827, APOSJ_31829, APOSJ_40617, APOSJ_40640, APOSJ_31828, APOSJ_60510, APOSJ_31826	ORYLA15234
OG0005364	APOSJ_49519	ORYLA05917
OG0005365	APOSJ_19646, APOSJ_19647, APOSJ_19645, APOSJ_59336	ORYLA00389
OG0005366	APOSJ_13911, APOSJ_13912, APOSJ_13910	ORYLA04350
OG0005368	APOSJ_65207, APOSJ_12671, APOSJ_65203, APOSJ_65199	ORYLA08984
OG0005369	APOSJ_16475, APOSJ_16476, APOSJ_16473, APOSJ_16474	ORYLA04832
OG0005370	APOSJ_26097, APOSJ_26099	ORYLA14176
OG0005371	APOSJ_51700	ORYLA17689
OG0005372	APOSJ_22817, APOSJ_57051, APOSJ_14019, APOSJ_14018	ORYLA06545
OG0005373	APOSJ_58842, APOSJ_58841, APOSJ_26945, APOSJ_38331, APOSJ_58840	ORYLA00607
OG0005374	APOSJ_06211, APOSJ_06210, APOSJ_06209	ORYLA11740
OG0005375	APOSJ_61652, APOSJ_17675	ORYLA16500
OG0005377	APOSJ_51294, APOSJ_51295	ORYLA04520, ORYLA18089
OG0005378	APOSJ_22202, APOSJ_22201	ORYLA20177
OG0005379	APOSJ_65186, APOSJ_22930, APOSJ_35544, APOSJ_35543	ORYLA16702
OG0005380	APOSJ_29935, APOSJ_29934, APOSJ_29936	ORYLA06164
OG0005383	APOSJ_34897, APOSJ_34896	ORYLA09205
OG0005384	APOSJ_61322, APOSJ_61323, APOSJ_40697, APOSJ_61321	ORYLA09062
OG0005385	APOSJ_55033, APOSJ_52768	ORYLA03458
OG0005386	APOSJ_37256, APOSJ_37257, APOSJ_37255, APOSJ_37254	ORYLA18232
OG0005388	APOSJ_13165	ORYLA13163
OG0005389	APOSJ_44373, APOSJ_58743	ORYLA04454
OG0005390	APOSJ_09585, APOSJ_09583, APOSJ_09582, APOSJ_61769, APOSJ_09584, APOSJ_09586	ORYLA13255
OG0005391	APOSJ_56690	ORYLA15294
OG0005393	APOSJ_54930, APOSJ_54928	ORYLA05441
OG0005394	APOSJ_07032, APOSJ_07028, APOSJ_07031, APOSJ_07033, APOSJ_07034, APOSJ_07030	ORYLA01678
OG0005397	APOSJ_61083	ORYLA01719, ORYLA14326, ORYLA05349
OG0005398	APOSJ_20164, APOSJ_20165	ORYLA09840
OG0005399	APOSJ_40860, APOSJ_40861	ORYLA07418
OG0005400	APOSJ_17572, APOSJ_17573	ORYLA09000
OG0005401	APOSJ_22463	ORYLA04371
OG0005402	APOSJ_18011, APOSJ_57052	ORYLA03644
OG0005403	APOSJ_14428	ORYLA14816
OG0005405	APOSJ_58732, APOSJ_52666, APOSJ_52668, APOSJ_52667, APOSJ_52669	ORYLA00343
OG0005406	APOSJ_19692	ORYLA02019, ORYLA03127
OG0005407	APOSJ_42453, APOSJ_42452	ORYLA00752
OG0005408	APOSJ_65008, APOSJ_29927, APOSJ_29926	ORYLA14076
OG0005409	APOSJ_14631, APOSJ_14632	ORYLA15254
OG0005410	APOSJ_22592, APOSJ_13749, APOSJ_22593	ORYLA02218
OG0005412	APOSJ_36368	ORYLA06703
OG0005413	APOSJ_52365, APOSJ_52363, APOSJ_52364	ORYLA18627
OG0005414	APOSJ_28475	ORYLA07810, ORYLA07809
OG0005416	APOSJ_52167, APOSJ_52166	ORYLA11515
OG0005417	APOSJ_12630, APOSJ_12628, APOSJ_14142, APOSJ_12627	ORYLA16933
OG0005418	APOSJ_52060, APOSJ_52059, APOSJ_55323	ORYLA09866
OG0005419	APOSJ_37933	ORYLA13673
OG0005420	APOSJ_22762	ORYLA17849, ORYLA19825, ORYLA16828
OG0005421	APOSJ_08980, APOSJ_08978, APOSJ_08979, APOSJ_08982, APOSJ_08981, APOSJ_57213, APOSJ_23174, APOSJ_23175, APOSJ_07490	ORYLA15113
OG0005422	APOSJ_24768, APOSJ_24770	ORYLA00193
OG0005423	APOSJ_30780	ORYLA00166, ORYLA01471, ORYLA09515, ORYLA01397
OG0005424	APOSJ_26679, APOSJ_26677, APOSJ_26678	ORYLA11262
OG0005425	APOSJ_63676, APOSJ_63673, APOSJ_63674, APOSJ_54421, APOSJ_63675	ORYLA18483, ORYLA18482
OG0005427	APOSJ_42882, APOSJ_02897	ORYLA16384
OG0005430	APOSJ_57035	ORYLA12398
OG0005432	APOSJ_14710	ORYLA04013, ORYLA03261
OG0005433	APOSJ_53928, APOSJ_53931	ORYLA02482, ORYLA17419
OG0005434	APOSJ_43732	ORYLA15326
OG0005435	APOSJ_64621	ORYLA08560
OG0005436	APOSJ_24913	ORYLA17711, ORYLA14980
OG0005437	APOSJ_21703, APOSJ_21702, APOSJ_21704, APOSJ_21701, APOSJ_21705	ORYLA07537, ORYLA07536
OG0005438	APOSJ_14581, APOSJ_14583, APOSJ_14584, APOSJ_14582, APOSJ_17664	ORYLA13473, ORYLA06670
OG0005439	APOSJ_10734, APOSJ_10732, APOSJ_10733, APOSJ_10735	ORYLA11780
OG0005440	APOSJ_30161, APOSJ_02538	ORYLA06870
OG0005441	APOSJ_53760, APOSJ_53758, APOSJ_08453, APOSJ_08455, APOSJ_08454, APOSJ_41224	ORYLA05390
OG0005442	APOSJ_04533, APOSJ_04532, APOSJ_04534, APOSJ_28301	ORYLA14354
OG0005443	APOSJ_51526, APOSJ_51527	ORYLA11746, ORYLA11844
OG0005444	APOSJ_04617	ORYLA09095, ORYLA06498, ORYLA11737
OG0005445	APOSJ_14690, APOSJ_14689	ORYLA05469, ORYLA01554
OG0005446	APOSJ_04134, APOSJ_00873	ORYLA11516
OG0005447	APOSJ_56800, APOSJ_03137, APOSJ_03136	ORYLA03274, ORYLA18582
OG0005448	APOSJ_20672, APOSJ_20673	ORYLA17477
OG0005449	APOSJ_08598	ORYLA16791
OG0005450	APOSJ_29993, APOSJ_29994	ORYLA04299
OG0005451	APOSJ_35938, APOSJ_35943	ORYLA07063
OG0005452	APOSJ_52611, APOSJ_52612	ORYLA14801
OG0005453	APOSJ_54312, APOSJ_47653, APOSJ_29573, APOSJ_06724	ORYLA04485
OG0005454	APOSJ_23392, APOSJ_23391	ORYLA03583
OG0005455	APOSJ_20946, APOSJ_20944, APOSJ_20945	ORYLA09253
OG0005456	APOSJ_10786, APOSJ_10787	ORYLA10253, ORYLA11580
OG0005457	APOSJ_19037	ORYLA19960
OG0005459	APOSJ_18505, APOSJ_18504, APOSJ_63919, APOSJ_63921	ORYLA15096
OG0005460	APOSJ_15567, APOSJ_15568	ORYLA08999
OG0005461	APOSJ_41085	ORYLA08254
OG0005462	APOSJ_53044	ORYLA17192
OG0005463	APOSJ_63599, APOSJ_65097, APOSJ_65098, APOSJ_65099, APOSJ_65100	ORYLA14890
OG0005464	APOSJ_44068, APOSJ_44070, APOSJ_44066, APOSJ_44069, APOSJ_44067	ORYLA12835
OG0005465	APOSJ_09000, APOSJ_01443, APOSJ_01442, APOSJ_01445	ORYLA10420
OG0005466	APOSJ_43548, APOSJ_43545, APOSJ_43547, APOSJ_43546	ORYLA13757
OG0005467	APOSJ_55249, APOSJ_63790, APOSJ_55250, APOSJ_55248, APOSJ_63792, APOSJ_63793, APOSJ_63791	ORYLA05236
OG0005468	APOSJ_34640	ORYLA06255
OG0005469	APOSJ_07476, APOSJ_07475, APOSJ_46980	ORYLA10970
OG0005470	APOSJ_59948, APOSJ_59946, APOSJ_59947	ORYLA01384
OG0005471	APOSJ_28500, APOSJ_28501	ORYLA03452
OG0005472	APOSJ_42535, APOSJ_42536, APOSJ_54916, APOSJ_54898, APOSJ_06742	ORYLA12827
OG0005474	APOSJ_47632, APOSJ_47633	ORYLA19917
OG0005475	APOSJ_62538, APOSJ_62539	ORYLA15452, ORYLA15451
OG0005476	APOSJ_64062, APOSJ_64060, APOSJ_64059, APOSJ_64063, APOSJ_64061	ORYLA19518
OG0005478	APOSJ_41569, APOSJ_41568, APOSJ_60626, APOSJ_60618	ORYLA14294
OG0005479	APOSJ_26951, APOSJ_14713	ORYLA12294
OG0005480	APOSJ_28323, APOSJ_28326, APOSJ_28325, APOSJ_46402, APOSJ_28322, APOSJ_28324	ORYLA14871
OG0005481	APOSJ_21801	ORYLA01247
OG0005482	APOSJ_02035, APOSJ_02036	ORYLA03008
OG0005483	APOSJ_65298, APOSJ_25085, APOSJ_04040, APOSJ_25088	ORYLA13515
OG0005484	APOSJ_19765, APOSJ_19764	ORYLA00526
OG0005486	APOSJ_25458	ORYLA02555
OG0005487	APOSJ_00727, APOSJ_10248	ORYLA09657
OG0005488	APOSJ_50061, APOSJ_50062, APOSJ_15673, APOSJ_50060	ORYLA02291
OG0005490	APOSJ_38926	ORYLA06693
OG0005491	APOSJ_41120	ORYLA02523
OG0005492	APOSJ_56423, APOSJ_14289	ORYLA01955
OG0005493	APOSJ_52249	ORYLA10439
OG0005494	APOSJ_12436, APOSJ_30242, APOSJ_30241, APOSJ_30240	ORYLA03120
OG0005495	APOSJ_03523, APOSJ_03522	ORYLA04132
OG0005497	APOSJ_49618, APOSJ_53764, APOSJ_49616, APOSJ_39979	ORYLA04659
OG0005498	APOSJ_49053, APOSJ_20550	ORYLA05681
OG0005499	APOSJ_19288	ORYLA17379
OG0005500	APOSJ_15823	ORYLA13890
OG0005501	APOSJ_10104, APOSJ_65260, APOSJ_10102, APOSJ_37799, APOSJ_10105, APOSJ_37797, APOSJ_10103, APOSJ_07184, APOSJ_37798, APOSJ_10101	ORYLA05543
OG0005503	APOSJ_64372, APOSJ_26426, APOSJ_26425	ORYLA05386
OG0005505	APOSJ_48175	ORYLA01479
OG0005506	APOSJ_03695, APOSJ_03696	ORYLA02612
OG0005507	APOSJ_56582, APOSJ_55505, APOSJ_09039, APOSJ_55502, APOSJ_56583, APOSJ_55504	ORYLA17091, ORYLA13411
OG0005508	APOSJ_16861, APOSJ_16862	ORYLA02123
OG0005509	APOSJ_36332, APOSJ_36336, APOSJ_36333, APOSJ_36306, APOSJ_27072, APOSJ_36334, APOSJ_36335, APOSJ_36260	ORYLA01964
OG0005511	APOSJ_60273, APOSJ_63142, APOSJ_60274	ORYLA13361
OG0005512	APOSJ_27107	ORYLA08518, ORYLA09555
OG0005513	APOSJ_53624	ORYLA11136
OG0005514	APOSJ_02310, APOSJ_02309	ORYLA19582
OG0005516	APOSJ_35738, APOSJ_35736, APOSJ_35733, APOSJ_35734, APOSJ_35739, APOSJ_35735	ORYLA03743
OG0005517	APOSJ_41789	ORYLA14384, ORYLA08842
OG0005518	APOSJ_14804	ORYLA12121
OG0005519	APOSJ_52253, APOSJ_33607, APOSJ_56284, APOSJ_56290	ORYLA14876
OG0005520	APOSJ_30100, APOSJ_30104, APOSJ_30101	ORYLA10875
OG0005521	APOSJ_55017, APOSJ_55018	ORYLA03370
OG0005523	APOSJ_30233, APOSJ_30235, APOSJ_30232, APOSJ_30234	ORYLA12911
OG0005524	APOSJ_06099, APOSJ_06100, APOSJ_06098, APOSJ_06097	ORYLA18393
OG0005525	APOSJ_05786, APOSJ_05787, APOSJ_05789, APOSJ_48259, APOSJ_05788	ORYLA08095
OG0005527	APOSJ_00083	ORYLA14629, ORYLA10945
OG0005529	APOSJ_31801, APOSJ_58119	ORYLA19223
OG0005532	APOSJ_33344	ORYLA12556
OG0005533	APOSJ_36161, APOSJ_33425, APOSJ_33426, APOSJ_33427, APOSJ_33428	ORYLA15088
OG0005534	APOSJ_64635, APOSJ_64636	ORYLA03728
OG0005535	APOSJ_59601, APOSJ_59604, APOSJ_59603, APOSJ_59602	ORYLA03963
OG0005536	APOSJ_14194, APOSJ_14197, APOSJ_14193, APOSJ_14196, APOSJ_14195, APOSJ_14191, APOSJ_14198	ORYLA18564
OG0005537	APOSJ_09300	ORYLA01980
OG0005539	APOSJ_15477, APOSJ_15478, APOSJ_15476	ORYLA02050
OG0005540	APOSJ_64708	ORYLA02237
OG0005541	APOSJ_46700, APOSJ_46703, APOSJ_33044, APOSJ_44423, APOSJ_46702, APOSJ_44421, APOSJ_44420, APOSJ_46701, APOSJ_44422	ORYLA02049
OG0005542	APOSJ_07406, APOSJ_07409, APOSJ_07407, APOSJ_07408	ORYLA17808, ORYLA05283
OG0005543	APOSJ_50847, APOSJ_50854	ORYLA13589, ORYLA02936
OG0005544	APOSJ_15887, APOSJ_15888	ORYLA17208, ORYLA20065
OG0005545	APOSJ_60307	ORYLA14533
OG0005546	APOSJ_60268, APOSJ_60269	ORYLA08323, ORYLA16662, ORYLA16728
OG0005548	APOSJ_52816, APOSJ_52817, APOSJ_62832	ORYLA05075, ORYLA19909, ORYLA18160
OG0005550	APOSJ_60433, APOSJ_60432, APOSJ_60434	ORYLA08972
OG0005553	APOSJ_29494, APOSJ_15097, APOSJ_15099, APOSJ_29489, APOSJ_15098, APOSJ_29490, APOSJ_29499, APOSJ_15100	ORYLA02730
OG0005554	APOSJ_03675, APOSJ_03674	ORYLA12388
OG0005555	APOSJ_52473	ORYLA10957, ORYLA14417, ORYLA14418
OG0005556	APOSJ_00229	ORYLA12069
OG0005557	APOSJ_47009, APOSJ_47008, APOSJ_47012, APOSJ_47011, APOSJ_47010, APOSJ_06983	ORYLA13530
OG0005558	APOSJ_63045, APOSJ_50762	ORYLA10063
OG0005559	APOSJ_55461, APOSJ_55460	ORYLA02239
OG0005560	APOSJ_48964	ORYLA14278
OG0005561	APOSJ_42679, APOSJ_42681, APOSJ_42680, APOSJ_42678	ORYLA19786
OG0005562	APOSJ_36207, APOSJ_05704, APOSJ_05703	ORYLA04125
OG0005563	APOSJ_39911, APOSJ_39910	ORYLA09992
OG0005564	APOSJ_38691, APOSJ_38693	ORYLA02457
OG0005565	APOSJ_07560, APOSJ_07559, APOSJ_07561	ORYLA16458
OG0005566	APOSJ_35035	ORYLA17974, ORYLA02685
OG0005568	APOSJ_58578, APOSJ_63325, APOSJ_63322, APOSJ_63324, APOSJ_63320, APOSJ_63321, APOSJ_52293, APOSJ_63326	ORYLA10905, ORYLA14674
OG0005569	APOSJ_57368	ORYLA14847
OG0005570	APOSJ_12611	ORYLA09366, ORYLA08749
OG0005572	APOSJ_64961, APOSJ_64962	ORYLA08784
OG0005573	APOSJ_49844, APOSJ_49843	ORYLA14840
OG0005575	APOSJ_12717	ORYLA07924
OG0005576	APOSJ_44316, APOSJ_10527	ORYLA09579
OG0005577	APOSJ_03346	ORYLA13137, ORYLA16135
OG0005578	APOSJ_18844, APOSJ_18841, APOSJ_26152, APOSJ_18840, APOSJ_18845, APOSJ_18847, APOSJ_26153, APOSJ_18842, APOSJ_18848	ORYLA05383, ORYLA05382
OG0005580	APOSJ_51162, APOSJ_50057, APOSJ_50059, APOSJ_51163	ORYLA10325
OG0005581	APOSJ_41515, APOSJ_41514, APOSJ_41513	ORYLA00865
OG0005582	APOSJ_52339	ORYLA10241
OG0005583	APOSJ_51479, APOSJ_18459	ORYLA02698, ORYLA14651
OG0005584	APOSJ_24643	ORYLA18545
OG0005587	APOSJ_45952, APOSJ_45956, APOSJ_45954, APOSJ_45955, APOSJ_45957, APOSJ_45953	ORYLA14788
OG0005588	APOSJ_25201	ORYLA18649
OG0005589	APOSJ_60889, APOSJ_60892, APOSJ_60890, APOSJ_60891, APOSJ_48289, APOSJ_16552	ORYLA09870
OG0005590	APOSJ_28896, APOSJ_50233, APOSJ_28899, APOSJ_28897, APOSJ_23160, APOSJ_28898	ORYLA08684
OG0005591	APOSJ_65090	ORYLA11855
OG0005593	APOSJ_13740	ORYLA09600
OG0005594	APOSJ_64703, APOSJ_64704, APOSJ_64706, APOSJ_60805	ORYLA05359
OG0005595	APOSJ_00384, APOSJ_00383	ORYLA11765
OG0005596	APOSJ_57656, APOSJ_57655	ORYLA11964
OG0005597	APOSJ_03083, APOSJ_03082, APOSJ_49052	ORYLA12279
OG0005598	APOSJ_38509	ORYLA14645
OG0005599	APOSJ_00049, APOSJ_00051, APOSJ_00052, APOSJ_00050	ORYLA13854
OG0005600	APOSJ_02835, APOSJ_21064, APOSJ_21063, APOSJ_21062	ORYLA16033
OG0005602	APOSJ_16119	ORYLA08679, ORYLA08680
OG0005603	APOSJ_35340, APOSJ_35339	ORYLA07341
OG0005604	APOSJ_01787, APOSJ_21039	ORYLA08546
OG0005605	APOSJ_16440, APOSJ_16441	ORYLA19011
OG0005606	APOSJ_16533	ORYLA06761
OG0005607	APOSJ_57176	ORYLA13045, ORYLA04192, ORYLA04876
OG0005608	APOSJ_64454, APOSJ_64456, APOSJ_16012, APOSJ_16014, APOSJ_16005	ORYLA11957
OG0005609	APOSJ_32543, APOSJ_42009	ORYLA12137
OG0005610	APOSJ_08483, APOSJ_08482	ORYLA01244, ORYLA04278
OG0005611	APOSJ_51642	ORYLA16851
OG0005612	APOSJ_42046	ORYLA00126, ORYLA00125
OG0005613	APOSJ_40937, APOSJ_40936	ORYLA04705, ORYLA00127
OG0005614	APOSJ_01200, APOSJ_43639, APOSJ_01201	ORYLA10704
OG0005615	APOSJ_64038, APOSJ_64035	ORYLA10994
OG0005616	APOSJ_03982, APOSJ_24702	ORYLA12774
OG0005618	APOSJ_07819, APOSJ_64055	ORYLA02960
OG0005619	APOSJ_10685, APOSJ_10681, APOSJ_10679, APOSJ_10680	ORYLA13138
OG0005620	APOSJ_14820	ORYLA11087
OG0005621	APOSJ_54836, APOSJ_37973	ORYLA10189
OG0005622	APOSJ_40376, APOSJ_40375, APOSJ_52240, APOSJ_60047, APOSJ_40374	ORYLA11349
OG0005623	APOSJ_22567, APOSJ_56403, APOSJ_49352, APOSJ_22569, APOSJ_22573, APOSJ_40818	ORYLA05069
OG0005624	APOSJ_21201, APOSJ_24180, APOSJ_24179, APOSJ_21208	ORYLA11010
OG0005625	APOSJ_52796, APOSJ_52797, APOSJ_59531, APOSJ_52795	ORYLA14474
OG0005626	APOSJ_08133, APOSJ_08134	ORYLA03603
OG0005627	APOSJ_03552	ORYLA00779
OG0005628	APOSJ_01143, APOSJ_01145, APOSJ_01144	ORYLA02379, ORYLA17397
OG0005629	APOSJ_64257, APOSJ_64256	ORYLA20125
OG0005630	APOSJ_25119, APOSJ_25120	ORYLA00441, ORYLA07220
OG0005631	APOSJ_40673, APOSJ_40670, APOSJ_46471, APOSJ_40671, APOSJ_46474, APOSJ_40672, APOSJ_46479, APOSJ_46478, APOSJ_40674	ORYLA05644
OG0005632	APOSJ_35989, APOSJ_35990, APOSJ_35991	ORYLA11796
OG0005633	APOSJ_36050, APOSJ_36049	ORYLA10109
OG0005634	APOSJ_54610, APOSJ_04002, APOSJ_54609, APOSJ_04003	ORYLA02889, ORYLA17840
OG0005636	APOSJ_27098, APOSJ_27097	ORYLA12123
OG0005637	APOSJ_40949	ORYLA09613
OG0005639	APOSJ_12304, APOSJ_05004	ORYLA11914
OG0005640	APOSJ_27379, APOSJ_27380, APOSJ_63703, APOSJ_27381	ORYLA10162
OG0005641	APOSJ_19869, APOSJ_61173	ORYLA00103
OG0005642	APOSJ_42138, APOSJ_02120	ORYLA13774, ORYLA14167
OG0005643	APOSJ_63646, APOSJ_63647, APOSJ_34057	ORYLA13841, ORYLA13840
OG0005644	APOSJ_56772, APOSJ_56773	ORYLA03977, ORYLA03459
OG0005645	APOSJ_50798, APOSJ_07238	ORYLA19943
OG0005646	APOSJ_61232	ORYLA10031, ORYLA10030
OG0005648	APOSJ_11182, APOSJ_05678, APOSJ_42161	ORYLA16024, ORYLA13049
OG0005649	APOSJ_06570, APOSJ_06572, APOSJ_01069	ORYLA20074
OG0005650	APOSJ_51580, APOSJ_58121, APOSJ_58122, APOSJ_58118, APOSJ_51581, APOSJ_05471, APOSJ_46929, APOSJ_32762, APOSJ_15653, APOSJ_53101, APOSJ_52557	ORYLA14445
OG0005652	APOSJ_58541, APOSJ_58539, APOSJ_58542, APOSJ_58540	ORYLA14413
OG0005655	APOSJ_53899, APOSJ_10860, APOSJ_22462	ORYLA15856
OG0005656	APOSJ_04917, APOSJ_30573, APOSJ_04919, APOSJ_04918, APOSJ_04921, APOSJ_04920	ORYLA10723
OG0005659	APOSJ_36067, APOSJ_36068, APOSJ_36072, APOSJ_36070, APOSJ_36071, APOSJ_25545, APOSJ_55880	ORYLA11022
OG0005660	APOSJ_17070, APOSJ_16341, APOSJ_16344, APOSJ_45452, APOSJ_17077, APOSJ_16342, APOSJ_16343, APOSJ_45454, APOSJ_45455	ORYLA04405
OG0005685	APOSJ_19918	ORYLA10800
OG0005690	APOSJ_17613	ORYLA06115
OG0005692	APOSJ_03811, APOSJ_45357, APOSJ_45355, APOSJ_45354, APOSJ_45356	ORYLA08643, ORYLA09530
OG0005694	APOSJ_51748, APOSJ_53743	ORYLA12676
OG0005695	APOSJ_01222	ORYLA16353
OG0005696	APOSJ_24686, APOSJ_42167	ORYLA12255
OG0005697	APOSJ_05355, APOSJ_54848	ORYLA18939
OG0005698	APOSJ_54081	ORYLA02906
OG0005699	APOSJ_08230, APOSJ_08231, APOSJ_51880, APOSJ_41179, APOSJ_41180, APOSJ_41178, APOSJ_08233, APOSJ_08232	ORYLA07691
OG0005701	APOSJ_32430	ORYLA05083
OG0005704	APOSJ_06884, APOSJ_06885	ORYLA09597
OG0005707	APOSJ_44833, APOSJ_28088, APOSJ_28089	ORYLA06810, ORYLA13030
OG0005708	APOSJ_43166, APOSJ_43165, APOSJ_47161	ORYLA06067
OG0005709	APOSJ_25975, APOSJ_10427, APOSJ_10428	ORYLA07376, ORYLA10734
OG0005710	APOSJ_65429	ORYLA19829
OG0005711	APOSJ_64273, APOSJ_27770, APOSJ_64272, APOSJ_64274, APOSJ_64275, APOSJ_27769	ORYLA04019
OG0005712	APOSJ_49778	ORYLA18989
