Orthogroup	APOSJ_ok	DROME
OG0004952	APOSJ_05061, APOSJ_05060	DROME04437, DROME04439
OG0004954	APOSJ_56410, APOSJ_56414, APOSJ_19190, APOSJ_56412, APOSJ_56413, APOSJ_56415	DROME00788
OG0004956	APOSJ_57028	DROME15014
OG0004961	APOSJ_13527	DROME09320, DROME09318, DROME09321, DROME09319, DROME09322, DROME09323, DROME09317, DROME20126
OG0004963	APOSJ_05108	DROME16550
OG0004964	APOSJ_54867, APOSJ_54866	DROME03316, DROME00530
OG0004966	APOSJ_25416, APOSJ_04630, APOSJ_43189	DROME07881, DROME07880
OG0004967	APOSJ_43535, APOSJ_43534, APOSJ_14112	DROME10188, DROME10187, DROME10189
OG0004969	APOSJ_64992, APOSJ_64994	DROME05438
OG0004970	APOSJ_59779, APOSJ_59777, APOSJ_59775, APOSJ_59776, APOSJ_59780, APOSJ_59778	DROME11414
OG0004971	APOSJ_02224	DROME02694
OG0004972	APOSJ_31723	DROME08727, DROME08726, DROME08728
OG0004975	APOSJ_09474	DROME02159
OG0004976	APOSJ_25564, APOSJ_25563	DROME00645
OG0004977	APOSJ_39190	DROME03602
OG0004978	APOSJ_45329, APOSJ_45330, APOSJ_45331	DROME03965
OG0004979	APOSJ_59808, APOSJ_32176	DROME16138
OG0004980	APOSJ_16279	DROME03892
OG0004982	APOSJ_30485, APOSJ_13631, APOSJ_13628, APOSJ_19995, APOSJ_30483, APOSJ_30486, APOSJ_30487, APOSJ_30484	DROME15865
OG0004983	APOSJ_35903	DROME09084, DROME09083, DROME09085
OG0004985	APOSJ_52703, APOSJ_54246, APOSJ_54247	DROME02098
OG0004988	APOSJ_13896, APOSJ_12595, APOSJ_65428, APOSJ_13894	DROME03458, DROME03460, DROME03459
OG0004989	APOSJ_50907, APOSJ_50906	DROME22081, DROME22082
OG0004991	APOSJ_43933, APOSJ_43932, APOSJ_43931	DROME15256
OG0004992	APOSJ_61314, APOSJ_61310, APOSJ_61311	DROME21455, DROME21454
OG0004995	APOSJ_03278, APOSJ_03279	DROME15760
OG0004997	APOSJ_40760, APOSJ_22756, APOSJ_62062, APOSJ_63285, APOSJ_40762, APOSJ_04480, APOSJ_63284, APOSJ_63286, APOSJ_22787	DROME14795
OG0004999	APOSJ_60904, APOSJ_43265, APOSJ_04995, APOSJ_43264, APOSJ_43266, APOSJ_04994, APOSJ_43263, APOSJ_43262	DROME12996, DROME04051
OG0005000	APOSJ_13393, APOSJ_13394, APOSJ_51574, APOSJ_18748, APOSJ_51576, APOSJ_51575, APOSJ_13396, APOSJ_51572, APOSJ_51573, APOSJ_13392, APOSJ_13395	DROME05017
OG0005001	APOSJ_10755, APOSJ_21567, APOSJ_21568, APOSJ_36809, APOSJ_36808, APOSJ_31386, APOSJ_31383, APOSJ_31384, APOSJ_31385, APOSJ_65033, APOSJ_65036, APOSJ_42265	DROME14272
OG0005002	APOSJ_21468	DROME06516, DROME06517
OG0005003	APOSJ_65264, APOSJ_65268, APOSJ_65265, APOSJ_65262, APOSJ_65266, APOSJ_65263, APOSJ_65269, APOSJ_65267	DROME03928
OG0005005	APOSJ_07447, APOSJ_07452, APOSJ_07451, APOSJ_07450, APOSJ_07448, APOSJ_51635	DROME21561, DROME21562
OG0005006	APOSJ_62307, APOSJ_00938	DROME11996
OG0005007	APOSJ_50087	DROME10736, DROME10737
OG0005009	APOSJ_54098, APOSJ_54099	DROME05341
OG0005010	APOSJ_52743, APOSJ_52744	DROME15403
OG0005011	APOSJ_32028	DROME20000
OG0005011	APOSJ_18162, APOSJ_32029, APOSJ_32026	DROME19999, DROME19998, DROME19997
OG0005012	APOSJ_54548, APOSJ_06782, APOSJ_06781	DROME04474, DROME04473
OG0005013	APOSJ_21607, APOSJ_21606, APOSJ_21605, APOSJ_06040	DROME05963
OG0005014	APOSJ_23105, APOSJ_23102, APOSJ_23103, APOSJ_23104, APOSJ_23100, APOSJ_23101	DROME10673
OG0005038	APOSJ_25663	DROME10536
OG0005040	APOSJ_25951, APOSJ_25950, APOSJ_25949	DROME12131
OG0005044	APOSJ_23460	DROME09608
OG0005045	APOSJ_21781	DROME12158, DROME12156, DROME12157
OG0005047	APOSJ_21624	DROME10719, DROME10720, DROME04066
OG0005048	APOSJ_44474	DROME02333
OG0005050	APOSJ_30862, APOSJ_30864	DROME10449, DROME21014
OG0005053	APOSJ_34587	DROME16491
OG0005059	APOSJ_18374, APOSJ_18375, APOSJ_18376	DROME21332, DROME21333, DROME21331
OG0005061	APOSJ_50914	DROME12079
OG0005062	APOSJ_29478, APOSJ_29477, APOSJ_29479	DROME03096
OG0005063	APOSJ_11502, APOSJ_11501	DROME10704, DROME10722, DROME10721
OG0005065	APOSJ_15582, APOSJ_15580, APOSJ_15579, APOSJ_15584, APOSJ_15577, APOSJ_15585, APOSJ_15581, APOSJ_15583	DROME14023
OG0005067	APOSJ_19544, APOSJ_19545	DROME04857
OG0005068	APOSJ_22008	DROME04056, DROME13214
OG0005069	APOSJ_43755, APOSJ_58386	DROME09600
OG0005072	APOSJ_16124, APOSJ_16125, APOSJ_16123	DROME13201, DROME13202, DROME13203
OG0005073	APOSJ_65226	DROME03220
OG0005074	APOSJ_27103, APOSJ_60340	DROME01351
OG0005076	APOSJ_27891, APOSJ_27890, APOSJ_27892, APOSJ_27889	DROME03212
OG0005077	APOSJ_30593, APOSJ_30592	DROME04630
OG0005079	APOSJ_64023, APOSJ_09927, APOSJ_64017, APOSJ_02258, APOSJ_26251, APOSJ_02255, APOSJ_02257, APOSJ_09926, APOSJ_02256	DROME19526
OG0005081	APOSJ_55153, APOSJ_55159, APOSJ_55156, APOSJ_44300, APOSJ_44292, APOSJ_55155	DROME10206
OG0005082	APOSJ_44825, APOSJ_53988	DROME17559, DROME17558, DROME17557
OG0005083	APOSJ_60183, APOSJ_60182	DROME15688, DROME15689
OG0005085	APOSJ_58560	DROME04061, DROME04063, DROME04062
OG0005086	APOSJ_01944, APOSJ_31729, APOSJ_31727, APOSJ_31730	DROME19289
OG0005087	APOSJ_62651	DROME08803
OG0005088	APOSJ_56283, APOSJ_56285, APOSJ_13704, APOSJ_56286	DROME22011, DROME22012
OG0005089	APOSJ_61105, APOSJ_53072, APOSJ_53073, APOSJ_61107, APOSJ_53070, APOSJ_53071	DROME16204
OG0005090	APOSJ_07816, APOSJ_07815, APOSJ_07814	DROME15517
OG0005091	APOSJ_35880, APOSJ_46668, APOSJ_46661, APOSJ_24623, APOSJ_46664, APOSJ_45961, APOSJ_46662, APOSJ_35886, APOSJ_46663, APOSJ_28255, APOSJ_24621	DROME03308, DROME03309, DROME03310
OG0005093	APOSJ_29773, APOSJ_29772	DROME05559
OG0005094	APOSJ_56902, APOSJ_08908, APOSJ_17858, APOSJ_46849, APOSJ_17864, APOSJ_17861, APOSJ_17862, APOSJ_17860, APOSJ_17859	DROME08308
OG0005095	APOSJ_03771, APOSJ_65000	DROME02229
OG0005096	APOSJ_45951	DROME02037
OG0005097	APOSJ_19055, APOSJ_52948, APOSJ_46066, APOSJ_17721, APOSJ_17722, APOSJ_46064	DROME09274, DROME09272
OG0005099	APOSJ_60685, APOSJ_60684, APOSJ_60687, APOSJ_60686, APOSJ_60688, APOSJ_00689	DROME09599
OG0005100	APOSJ_55973, APOSJ_55974, APOSJ_52181, APOSJ_50681	DROME04486
OG0005102	APOSJ_07517, APOSJ_07518	DROME00563, DROME00562, DROME00565, DROME00564, DROME12839
OG0005104	APOSJ_43995, APOSJ_09201, APOSJ_29098, APOSJ_29092, APOSJ_29093, APOSJ_29100	DROME20927
OG0005105	APOSJ_31308	DROME03531
OG0005106	APOSJ_12345	DROME03857
OG0005107	APOSJ_40330, APOSJ_40331, APOSJ_03243	DROME08339
OG0005108	APOSJ_48037, APOSJ_48036	DROME14762
OG0005109	APOSJ_24591, APOSJ_57210	DROME19414, DROME19413
OG0005110	APOSJ_50663, APOSJ_44187, APOSJ_50662, APOSJ_50661	DROME02462
OG0005111	APOSJ_05440, APOSJ_05439, APOSJ_06492	DROME13957, DROME13956
OG0005112	APOSJ_42752, APOSJ_42754, APOSJ_42755, APOSJ_15813	DROME16405
OG0005113	APOSJ_36047	DROME00349, DROME00350, DROME00351, DROME00352
OG0005114	APOSJ_44725	DROME19429
OG0005116	APOSJ_22855, APOSJ_22856	DROME17446
OG0005117	APOSJ_03929	DROME01907, DROME01909, DROME01908, DROME01910
OG0005119	APOSJ_61302	DROME17852, DROME17851, DROME17850
OG0005120	APOSJ_36871, APOSJ_16250, APOSJ_25184, APOSJ_36867	DROME03465
OG0005121	APOSJ_32248	DROME13814, DROME13815, DROME13816
OG0005124	APOSJ_58526, APOSJ_58529	DROME16620
OG0005125	APOSJ_00138, APOSJ_58238, APOSJ_46716	DROME14833
OG0005126	APOSJ_02444, APOSJ_33084, APOSJ_09456	DROME07720
OG0005127	APOSJ_16992, APOSJ_16991	DROME20240
OG0005129	APOSJ_48155, APOSJ_18041, APOSJ_18043	DROME11517
OG0005130	APOSJ_22193, APOSJ_09363	DROME01130
OG0005131	APOSJ_57951	DROME15986, DROME15987
OG0005132	APOSJ_07618, APOSJ_07619	DROME02024, DROME03817
OG0005133	APOSJ_31076	DROME02541
OG0005134	APOSJ_06525	DROME12299
OG0005135	APOSJ_07734, APOSJ_07737, APOSJ_07736, APOSJ_07735	DROME00390
OG0005138	APOSJ_33606	DROME08714
OG0005139	APOSJ_50919	DROME15604
OG0005140	APOSJ_27206, APOSJ_27207	DROME16893
OG0005142	APOSJ_00607, APOSJ_00606	DROME12779
OG0005143	APOSJ_32766, APOSJ_32765	DROME18172, DROME18171
OG0005144	APOSJ_53256, APOSJ_51696, APOSJ_53261, APOSJ_13306	DROME16396
OG0005145	APOSJ_41246, APOSJ_58084, APOSJ_41245, APOSJ_41247	DROME02051
OG0005146	APOSJ_62179	DROME01676
OG0005147	APOSJ_64013, APOSJ_64014	DROME14510, DROME14511
OG0005149	APOSJ_50030, APOSJ_50031, APOSJ_50029	DROME13939, DROME13941, DROME13940, DROME03013
OG0005151	APOSJ_30117	DROME21402
OG0005152	APOSJ_14994, APOSJ_14993	DROME02100
OG0005154	APOSJ_09985, APOSJ_09986	DROME08186, DROME14086
OG0005155	APOSJ_18709	DROME13946
OG0005157	APOSJ_64541	DROME20357, DROME10521
OG0005158	APOSJ_00887	DROME15148
OG0005159	APOSJ_09552, APOSJ_61440, APOSJ_09553	DROME04911
OG0005160	APOSJ_50805	DROME13926
OG0005161	APOSJ_01240, APOSJ_01243	DROME01304
OG0005163	APOSJ_16884	DROME09973
OG0005164	APOSJ_14313, APOSJ_14312, APOSJ_24508	DROME17784
OG0005168	APOSJ_26423, APOSJ_26422	DROME21709, DROME21708, DROME02504, DROME02503
OG0005169	APOSJ_23382	DROME00581
OG0005172	APOSJ_41739	DROME03475
OG0005174	APOSJ_16696	DROME05374
OG0005175	APOSJ_40371, APOSJ_40372, APOSJ_40373	DROME18164
OG0005176	APOSJ_21127	DROME19605
OG0005178	APOSJ_17737, APOSJ_03428	DROME17186
OG0005179	APOSJ_47615, APOSJ_07566, APOSJ_07567	DROME12341
OG0005180	APOSJ_10879, APOSJ_10878	DROME10314
OG0005181	APOSJ_22924, APOSJ_22923, APOSJ_22925, APOSJ_13788	DROME13882
OG0005182	APOSJ_54852, APOSJ_05370	DROME14044
OG0005183	APOSJ_23739, APOSJ_23738, APOSJ_23740, APOSJ_23736, APOSJ_58215, APOSJ_23737, APOSJ_23741	DROME08717
OG0005184	APOSJ_52718, APOSJ_52717, APOSJ_40175	DROME11560
OG0005185	APOSJ_35900, APOSJ_24695	DROME14578
OG0005187	APOSJ_55463, APOSJ_08807	DROME14003
OG0005188	APOSJ_63621, APOSJ_63620	DROME10586
OG0005192	APOSJ_24842	DROME06272
OG0005194	APOSJ_48074	DROME04866
OG0005195	APOSJ_44265, APOSJ_44268, APOSJ_44266, APOSJ_44264	DROME01261, DROME03136, DROME05867, DROME13248, DROME13247, DROME13249
OG0005196	APOSJ_50208	DROME08964
OG0005197	APOSJ_29249	DROME13698
OG0005198	APOSJ_38738, APOSJ_38735, APOSJ_38732, APOSJ_38736, APOSJ_38739, APOSJ_38737, APOSJ_38733	DROME10991
OG0005199	APOSJ_24110, APOSJ_24109, APOSJ_24108	DROME17844, DROME17845
OG0005200	APOSJ_58955	DROME17886, DROME17887
OG0005201	APOSJ_19363	DROME12308
OG0005202	APOSJ_00286	DROME20495
OG0005204	APOSJ_62663, APOSJ_09638, APOSJ_62666, APOSJ_62664, APOSJ_09637, APOSJ_62668, APOSJ_62665, APOSJ_62669	DROME11843
OG0005205	APOSJ_53300, APOSJ_53308, APOSJ_29396	DROME03877, DROME03878
OG0005206	APOSJ_03073, APOSJ_03072	DROME19412
OG0005207	APOSJ_58979	DROME04017, DROME04016
OG0005209	APOSJ_15632	DROME02411, DROME02410, DROME02409
OG0005210	APOSJ_51755, APOSJ_13421	DROME04803, DROME04802
OG0005212	APOSJ_54735	DROME05395
OG0005214	APOSJ_52113	DROME10787
OG0005215	APOSJ_29511, APOSJ_29512, APOSJ_24431, APOSJ_24432	DROME16919, DROME16918, DROME16920
OG0005216	APOSJ_65106	DROME02551
OG0005217	APOSJ_52958, APOSJ_52956, APOSJ_52957	DROME13024
OG0005220	APOSJ_17463	DROME01905, DROME01906
OG0005221	APOSJ_50955	DROME13777
OG0005222	APOSJ_49861, APOSJ_49872, APOSJ_49867	DROME20001
OG0005223	APOSJ_60792	DROME06805
OG0005224	APOSJ_10555, APOSJ_02178	DROME09621
OG0005225	APOSJ_35039, APOSJ_35040	DROME01306
OG0005227	APOSJ_26317, APOSJ_59892, APOSJ_26318	DROME19504
OG0005228	APOSJ_62726, APOSJ_53349	DROME12549, DROME12550
OG0005229	APOSJ_00853, APOSJ_00852	DROME21401
OG0005230	APOSJ_56895	DROME07282, DROME04954, DROME04955, DROME04956
OG0005231	APOSJ_05633	DROME13341
OG0005232	APOSJ_38199	DROME01110, DROME01111
OG0005233	APOSJ_53254, APOSJ_40491	DROME13588, DROME13587
OG0005234	APOSJ_24396, APOSJ_24397	DROME09471, DROME09470, DROME17729
OG0005235	APOSJ_33922	DROME01045
OG0005237	APOSJ_13660, APOSJ_09963, APOSJ_09965, APOSJ_09964	DROME13694, DROME13695
OG0005238	APOSJ_36811, APOSJ_36810, APOSJ_36812	DROME03305
OG0005239	APOSJ_14469, APOSJ_14467, APOSJ_14468, APOSJ_14470	DROME16969
OG0005240	APOSJ_21981	DROME05667
OG0005243	APOSJ_16179, APOSJ_16178	DROME13760
OG0005244	APOSJ_06294, APOSJ_48707, APOSJ_46249, APOSJ_48703, APOSJ_48704, APOSJ_48706	DROME11413
OG0005245	APOSJ_17903	DROME15633
OG0005246	APOSJ_54663	DROME21005
OG0005247	APOSJ_64625, APOSJ_64623, APOSJ_64624, APOSJ_60319	DROME11577
OG0005249	APOSJ_21534	DROME17651
OG0005250	APOSJ_50740, APOSJ_50739	DROME06885
OG0005251	APOSJ_29295, APOSJ_04698	DROME15484, DROME15485
OG0005253	APOSJ_02455	DROME20955
OG0005254	APOSJ_09536, APOSJ_09534	DROME13236
OG0005255	APOSJ_48571	DROME17385, DROME17386
OG0005256	APOSJ_03384, APOSJ_03383	DROME10816
OG0005257	APOSJ_37812, APOSJ_16393, APOSJ_16394	DROME12885, DROME12886, DROME12884
OG0005258	APOSJ_40485, APOSJ_53209, APOSJ_40484, APOSJ_53208	DROME07551
OG0005259	APOSJ_42743, APOSJ_50274	DROME01189
OG0005261	APOSJ_11799	DROME19226, DROME19227
OG0005262	APOSJ_48744, APOSJ_48743	DROME14948
OG0005264	APOSJ_29305	DROME11198
OG0005265	APOSJ_12250	DROME00702, DROME00700, DROME00699, DROME00701, DROME00697, DROME00698
OG0005267	APOSJ_03830	DROME04420, DROME19231
OG0005268	APOSJ_34509, APOSJ_34511, APOSJ_34512, APOSJ_17196, APOSJ_34508, APOSJ_34510	DROME14171
OG0005269	APOSJ_24052	DROME02004
OG0005270	APOSJ_32620, APOSJ_32622, APOSJ_24777, APOSJ_32621	DROME08224
OG0005273	APOSJ_48346	DROME12536
OG0005275	APOSJ_00850, APOSJ_00849, APOSJ_00851	DROME01626
OG0005276	APOSJ_39024, APOSJ_39025	DROME03971
OG0005277	APOSJ_30935, APOSJ_30938, APOSJ_62445, APOSJ_30937, APOSJ_62449	DROME18936
OG0005278	APOSJ_43536, APOSJ_06599	DROME19885
OG0005279	APOSJ_27566, APOSJ_41753, APOSJ_62443, APOSJ_27562, APOSJ_27565	DROME20688
OG0005280	APOSJ_46493, APOSJ_23167, APOSJ_59783	DROME12955
OG0005281	APOSJ_34775	DROME05856
OG0005283	APOSJ_58364, APOSJ_58365	DROME14544, DROME14545
OG0005284	APOSJ_21603, APOSJ_65182	DROME10358, DROME10359
OG0005285	APOSJ_22467, APOSJ_22466, APOSJ_22468	DROME15354
OG0005286	APOSJ_57831, APOSJ_57830, APOSJ_57832, APOSJ_57833, APOSJ_57836, APOSJ_57834, APOSJ_57835	DROME18908
OG0005287	APOSJ_07930, APOSJ_07929, APOSJ_07928, APOSJ_07927, APOSJ_07931, APOSJ_07926	DROME02138
OG0005289	APOSJ_58424	DROME14959, DROME14958, DROME21287
OG0005290	APOSJ_08288, APOSJ_25156	DROME07550
OG0005292	APOSJ_44493	DROME11303, DROME11304
OG0005293	APOSJ_35801, APOSJ_35799, APOSJ_35800	DROME18824
OG0005294	APOSJ_54107	DROME21633, DROME21631, DROME21632
OG0005295	APOSJ_04359	DROME18631, DROME18632
OG0005296	APOSJ_28551, APOSJ_28550, APOSJ_34244, APOSJ_07968, APOSJ_07992, APOSJ_56295	DROME16680
OG0005298	APOSJ_50790, APOSJ_63053	DROME06419
OG0005300	APOSJ_21040, APOSJ_21043, APOSJ_21041, APOSJ_21042	DROME02618
OG0005301	APOSJ_03880, APOSJ_03882, APOSJ_03881, APOSJ_03883	DROME13549
OG0005303	APOSJ_40792, APOSJ_25660	DROME01514
OG0005304	APOSJ_30656, APOSJ_30657	DROME13378
OG0005305	APOSJ_57113	DROME00028
OG0005309	APOSJ_31287, APOSJ_31288	DROME21996, DROME22002, DROME21999
OG0005310	APOSJ_12260, APOSJ_29526, APOSJ_12261, APOSJ_29525, APOSJ_12259, APOSJ_29524	DROME16261, DROME16262
OG0005312	APOSJ_37793	DROME17116
OG0005314	APOSJ_34407, APOSJ_34406	DROME10353
OG0005315	APOSJ_00056, APOSJ_00055	DROME20516, DROME20515, DROME20517
OG0005316	APOSJ_03304, APOSJ_03306	DROME02492
OG0005318	APOSJ_31640	DROME20590
OG0005319	APOSJ_16272, APOSJ_23310	DROME02700, DROME01499
OG0005321	APOSJ_51280, APOSJ_51279, APOSJ_46979, APOSJ_46988	DROME10451, DROME10452
OG0005322	APOSJ_15754	DROME12599, DROME12598, DROME12600
OG0005323	APOSJ_03092	DROME08220, DROME08221
OG0005324	APOSJ_04130, APOSJ_04131, APOSJ_04129, APOSJ_04132, APOSJ_04133, APOSJ_47287, APOSJ_04128	DROME20416
OG0005325	APOSJ_54275	DROME12067
OG0005359	APOSJ_35688	DROME09862
OG0005360	APOSJ_33962, APOSJ_17576	DROME11664
OG0005361	APOSJ_31825, APOSJ_31827, APOSJ_31829, APOSJ_40617, APOSJ_40640, APOSJ_31828, APOSJ_60510, APOSJ_31826	DROME02185
OG0005362	APOSJ_00651, APOSJ_00650	DROME03399, DROME03398, DROME03400, DROME03397
OG0005364	APOSJ_49519	DROME01517, DROME01516
OG0005365	APOSJ_19646, APOSJ_19647, APOSJ_19645, APOSJ_59336	DROME01607
OG0005366	APOSJ_13911, APOSJ_13912, APOSJ_13910	DROME00089
OG0005368	APOSJ_65207, APOSJ_12671, APOSJ_65203, APOSJ_65199	DROME20281, DROME20282
OG0005370	APOSJ_26097, APOSJ_26099	DROME19849
OG0005371	APOSJ_51700	DROME12636
OG0005372	APOSJ_22817, APOSJ_57051, APOSJ_14019, APOSJ_14018	DROME21608
OG0005373	APOSJ_58842, APOSJ_58841, APOSJ_26945, APOSJ_38331, APOSJ_58840	DROME11662
OG0005374	APOSJ_06211, APOSJ_06210, APOSJ_06209	DROME09881
OG0005375	APOSJ_61652, APOSJ_17675	DROME09535
OG0005376	APOSJ_61420, APOSJ_40974, APOSJ_40975, APOSJ_40973	DROME02693
OG0005377	APOSJ_51294, APOSJ_51295	DROME03217
OG0005378	APOSJ_22202, APOSJ_22201	DROME19277, DROME19276
OG0005379	APOSJ_65186, APOSJ_22930, APOSJ_35544, APOSJ_35543	DROME19618, DROME15166
OG0005383	APOSJ_34897, APOSJ_34896	DROME06443
OG0005384	APOSJ_61322, APOSJ_61323, APOSJ_40697, APOSJ_61321	DROME05202, DROME05201
OG0005385	APOSJ_55033, APOSJ_52768	DROME06183
OG0005386	APOSJ_37256, APOSJ_37257, APOSJ_37255, APOSJ_37254	DROME11412
OG0005387	APOSJ_05683, APOSJ_60165	DROME10654, DROME10653
OG0005388	APOSJ_13165	DROME21007, DROME17717
OG0005389	APOSJ_44373, APOSJ_58743	DROME07204
OG0005390	APOSJ_09585, APOSJ_09583, APOSJ_09582, APOSJ_61769, APOSJ_09584, APOSJ_09586	DROME18084
OG0005391	APOSJ_56690	DROME14955, DROME20632
OG0005392	APOSJ_59250, APOSJ_59251	DROME15446
OG0005392	APOSJ_25989, APOSJ_25988	DROME08731
OG0005393	APOSJ_54930, APOSJ_54928	DROME09489
OG0005394	APOSJ_07032, APOSJ_07028, APOSJ_07031, APOSJ_07033, APOSJ_07034, APOSJ_07030	DROME06384
OG0005395	APOSJ_28995, APOSJ_28996, APOSJ_39116	DROME02476
OG0005397	APOSJ_61083	DROME17328
OG0005398	APOSJ_20164, APOSJ_20165	DROME19824, DROME19822, DROME19823, DROME19821, DROME19825
OG0005399	APOSJ_40860, APOSJ_40861	DROME08948
OG0005400	APOSJ_17572, APOSJ_17573	DROME15813
OG0005401	APOSJ_22463	DROME13199
OG0005402	APOSJ_18011, APOSJ_57052	DROME11740
OG0005403	APOSJ_14428	DROME14315
OG0005405	APOSJ_58732, APOSJ_52666, APOSJ_52668, APOSJ_52667, APOSJ_52669	DROME11751
OG0005406	APOSJ_19692	DROME01944, DROME01943
OG0005407	APOSJ_42453, APOSJ_42452	DROME16210, DROME16209, DROME16207, DROME16208
OG0005408	APOSJ_65008, APOSJ_29927, APOSJ_29926	DROME05105
OG0005409	APOSJ_14631, APOSJ_14632	DROME11573, DROME11574
OG0005410	APOSJ_22592, APOSJ_13749, APOSJ_22593	DROME10686
OG0005412	APOSJ_36368	DROME14813
OG0005413	APOSJ_52365, APOSJ_52363, APOSJ_52364	DROME18095
OG0005414	APOSJ_28475	DROME07541
OG0005415	APOSJ_52735	DROME17647
OG0005416	APOSJ_52167, APOSJ_52166	DROME05882, DROME05883
OG0005417	APOSJ_12630, APOSJ_12628, APOSJ_14142, APOSJ_12627	DROME21749, DROME21750
OG0005421	APOSJ_08980, APOSJ_08978, APOSJ_08979, APOSJ_08982, APOSJ_08981, APOSJ_57213, APOSJ_23174, APOSJ_23175, APOSJ_07490	DROME10396
OG0005422	APOSJ_24768, APOSJ_24770	DROME14313
OG0005424	APOSJ_26679, APOSJ_26677, APOSJ_26678	DROME11089, DROME11088
OG0005427	APOSJ_42882, APOSJ_02897	DROME00646
OG0005430	APOSJ_57035	DROME08640, DROME08641
OG0005431	APOSJ_22743	DROME10519
OG0005432	APOSJ_14710	DROME13664
OG0005433	APOSJ_53928, APOSJ_53931	DROME07842
OG0005434	APOSJ_43732	DROME01961
OG0005436	APOSJ_24913	DROME04381
OG0005437	APOSJ_21703, APOSJ_21702, APOSJ_21704, APOSJ_21701, APOSJ_21705	DROME05038, DROME05039
OG0005440	APOSJ_30161, APOSJ_02538	DROME13146, DROME13143, DROME13144, DROME13145
OG0005441	APOSJ_53760, APOSJ_53758, APOSJ_08453, APOSJ_08455, APOSJ_08454, APOSJ_41224	DROME09657, DROME18854
OG0005442	APOSJ_04533, APOSJ_04532, APOSJ_04534, APOSJ_28301	DROME09304
OG0005445	APOSJ_14690, APOSJ_14689	DROME03875, DROME03876, DROME03874, DROME03872, DROME03873
OG0005446	APOSJ_04134, APOSJ_00873	DROME06564
OG0005448	APOSJ_20672, APOSJ_20673	DROME01872
OG0005449	APOSJ_08598	DROME06889
OG0005450	APOSJ_29993, APOSJ_29994	DROME00371, DROME00369, DROME00370
OG0005451	APOSJ_35938, APOSJ_35943	DROME01979
OG0005452	APOSJ_52611, APOSJ_52612	DROME09371
OG0005455	APOSJ_20946, APOSJ_20944, APOSJ_20945	DROME20906
OG0005456	APOSJ_10786, APOSJ_10787	DROME01162
OG0005457	APOSJ_19037	DROME11164
OG0005461	APOSJ_41085	DROME03211
OG0005462	APOSJ_53044	DROME21497
OG0005464	APOSJ_44068, APOSJ_44070, APOSJ_44066, APOSJ_44069, APOSJ_44067	DROME13050
OG0005465	APOSJ_09000, APOSJ_01443, APOSJ_01442, APOSJ_01445	DROME09126
OG0005466	APOSJ_43548, APOSJ_43545, APOSJ_43547, APOSJ_43546	DROME16377
OG0005468	APOSJ_34640	DROME01889
OG0005469	APOSJ_07476, APOSJ_07475, APOSJ_46980	DROME11630
OG0005470	APOSJ_59948, APOSJ_59946, APOSJ_59947	DROME06057
OG0005471	APOSJ_28500, APOSJ_28501	DROME10379
OG0005472	APOSJ_42535, APOSJ_42536, APOSJ_54916, APOSJ_54898, APOSJ_06742	DROME03320, DROME03319, DROME03325, DROME05720
OG0005474	APOSJ_47632, APOSJ_47633	DROME12946
OG0005475	APOSJ_62538, APOSJ_62539	DROME17508
OG0005476	APOSJ_64062, APOSJ_64060, APOSJ_64059, APOSJ_64063, APOSJ_64061	DROME18593
OG0005477	APOSJ_28318, APOSJ_28319	DROME20889
OG0005479	APOSJ_26951, APOSJ_14713	DROME10657
OG0005481	APOSJ_21801	DROME09611, DROME09612
OG0005482	APOSJ_02035, APOSJ_02036	DROME03827, DROME18948, DROME08539
OG0005483	APOSJ_65298, APOSJ_25085, APOSJ_04040, APOSJ_25088	DROME00871, DROME00870, DROME00872, DROME00869, DROME00873, DROME11042
OG0005484	APOSJ_19765, APOSJ_19764	DROME20358
OG0005486	APOSJ_25458	DROME03539
OG0005487	APOSJ_00727, APOSJ_10248	DROME08183, DROME08182
OG0005488	APOSJ_50061, APOSJ_50062, APOSJ_15673, APOSJ_50060	DROME15752, DROME15753
OG0005489	APOSJ_58343	DROME07861
OG0005490	APOSJ_38926	DROME19466
OG0005491	APOSJ_41120	DROME04711
OG0005492	APOSJ_56423, APOSJ_14289	DROME06578
OG0005493	APOSJ_52249	DROME12922
OG0005494	APOSJ_12436, APOSJ_30242, APOSJ_30241, APOSJ_30240	DROME21649
OG0005495	APOSJ_03523, APOSJ_03522	DROME17019
OG0005497	APOSJ_49618, APOSJ_53764, APOSJ_49616, APOSJ_39979	DROME04924
OG0005498	APOSJ_49053, APOSJ_20550	DROME19676
OG0005499	APOSJ_19288	DROME03401, DROME07297
OG0005500	APOSJ_15823	DROME05919, DROME18022
OG0005503	APOSJ_64372, APOSJ_26426, APOSJ_26425	DROME16857
OG0005505	APOSJ_48175	DROME09144
OG0005506	APOSJ_03695, APOSJ_03696	DROME12679
OG0005508	APOSJ_16861, APOSJ_16862	DROME17492
OG0005509	APOSJ_36332, APOSJ_36336, APOSJ_36333, APOSJ_36306, APOSJ_27072, APOSJ_36334, APOSJ_36335, APOSJ_36260	DROME05301
OG0005510	APOSJ_11192, APOSJ_11190, APOSJ_05714, APOSJ_11191	DROME15194
OG0005511	APOSJ_60273, APOSJ_63142, APOSJ_60274	DROME15312
OG0005512	APOSJ_27107	DROME15424, DROME15423
OG0005513	APOSJ_53624	DROME21296, DROME09467
