Orthogroup	APOSJ_ok	YEAST
OG0005099	APOSJ_60685, APOSJ_60684, APOSJ_60687, APOSJ_60686, APOSJ_60688, APOSJ_00689	YEAST01396
OG0005100	APOSJ_55973, APOSJ_55974, APOSJ_52181, APOSJ_50681	YEAST02389
OG0005104	APOSJ_43995, APOSJ_09201, APOSJ_29098, APOSJ_29092, APOSJ_29093, APOSJ_29100	YEAST05248
OG0005106	APOSJ_12345	YEAST06065, YEAST00421
OG0005107	APOSJ_40330, APOSJ_40331, APOSJ_03243	YEAST06099
OG0005109	APOSJ_24591, APOSJ_57210	YEAST05204, YEAST00612
OG0005111	APOSJ_05440, APOSJ_05439, APOSJ_06492	YEAST06212, YEAST04032
OG0005114	APOSJ_44725	YEAST02131
OG0005117	APOSJ_03929	YEAST06050
OG0005121	APOSJ_32248	YEAST02052
OG0005124	APOSJ_58526, APOSJ_58529	YEAST04099
OG0005130	APOSJ_22193, APOSJ_09363	YEAST03863
OG0005139	APOSJ_50919	YEAST04015
OG0005142	APOSJ_00607, APOSJ_00606	YEAST03890
OG0005143	APOSJ_32766, APOSJ_32765	YEAST00443
OG0005144	APOSJ_53256, APOSJ_51696, APOSJ_53261, APOSJ_13306	YEAST04065
OG0005146	APOSJ_62179	YEAST02971
OG0005149	APOSJ_50030, APOSJ_50031, APOSJ_50029	YEAST03025, YEAST02738
OG0005151	APOSJ_30117	YEAST03382
OG0005152	APOSJ_14994, APOSJ_14993	YEAST00847
OG0005157	APOSJ_64541	YEAST02981
OG0005160	APOSJ_50805	YEAST06113
OG0005164	APOSJ_14313, APOSJ_14312, APOSJ_24508	YEAST06283
OG0005168	APOSJ_26423, APOSJ_26422	YEAST06272
OG0005169	APOSJ_23382	YEAST00459
OG0005175	APOSJ_40371, APOSJ_40372, APOSJ_40373	YEAST05445
OG0005176	APOSJ_21127	YEAST00218
OG0005178	APOSJ_17737, APOSJ_03428	YEAST04497
OG0005179	APOSJ_47615, APOSJ_07566, APOSJ_07567	YEAST05659
OG0005183	APOSJ_23739, APOSJ_23738, APOSJ_23740, APOSJ_23736, APOSJ_58215, APOSJ_23737, APOSJ_23741	YEAST05308
OG0005184	APOSJ_52718, APOSJ_52717, APOSJ_40175	YEAST00492
OG0005187	APOSJ_55463, APOSJ_08807	YEAST05234
OG0005188	APOSJ_63621, APOSJ_63620	YEAST01554
OG0005191	APOSJ_53598, APOSJ_53599	YEAST00993
OG0005192	APOSJ_24842	YEAST05720
OG0005194	APOSJ_48074	YEAST04086
OG0005196	APOSJ_50208	YEAST01388
OG0005198	APOSJ_38738, APOSJ_38735, APOSJ_38732, APOSJ_38736, APOSJ_38739, APOSJ_38737, APOSJ_38733	YEAST00327
OG0005200	APOSJ_58955	YEAST01016
OG0005201	APOSJ_19363	YEAST00082
OG0005203	APOSJ_39818, APOSJ_39821, APOSJ_64394, APOSJ_51520, APOSJ_64396, APOSJ_64397, APOSJ_64395, APOSJ_39822, APOSJ_64398, APOSJ_39820	YEAST02207
OG0005204	APOSJ_62663, APOSJ_09638, APOSJ_62666, APOSJ_62664, APOSJ_09637, APOSJ_62668, APOSJ_62665, APOSJ_62669	YEAST01178
OG0005205	APOSJ_53300, APOSJ_53308, APOSJ_29396	YEAST01046
OG0005208	APOSJ_02422, APOSJ_50848, APOSJ_02427, APOSJ_02423, APOSJ_02424, APOSJ_50860	YEAST01429
OG0005212	APOSJ_54735	YEAST06147
OG0005220	APOSJ_17463	YEAST04357
OG0005221	APOSJ_50955	YEAST03209
OG0005222	APOSJ_49861, APOSJ_49872, APOSJ_49867	YEAST05518
OG0005224	APOSJ_10555, APOSJ_02178	YEAST06324
OG0005225	APOSJ_35039, APOSJ_35040	YEAST05094
OG0005227	APOSJ_26317, APOSJ_59892, APOSJ_26318	YEAST05529
OG0005228	APOSJ_62726, APOSJ_53349	YEAST05916
OG0005229	APOSJ_00853, APOSJ_00852	YEAST04766
OG0005231	APOSJ_05633	YEAST02681
OG0005233	APOSJ_53254, APOSJ_40491	YEAST00564
OG0005237	APOSJ_13660, APOSJ_09963, APOSJ_09965, APOSJ_09964	YEAST05398
OG0005238	APOSJ_36811, APOSJ_36810, APOSJ_36812	YEAST00351
OG0005239	APOSJ_14469, APOSJ_14467, APOSJ_14468, APOSJ_14470	YEAST04499
OG0005240	APOSJ_21981	YEAST03058
OG0005244	APOSJ_06294, APOSJ_48707, APOSJ_46249, APOSJ_48703, APOSJ_48704, APOSJ_48706	YEAST06021
OG0005247	APOSJ_64625, APOSJ_64623, APOSJ_64624, APOSJ_60319	YEAST06314
OG0005249	APOSJ_21534	YEAST03446
OG0005251	APOSJ_29295, APOSJ_04698	YEAST00934
OG0005254	APOSJ_09536, APOSJ_09534	YEAST00814
OG0005259	APOSJ_42743, APOSJ_50274	YEAST04276
OG0005261	APOSJ_11799	YEAST01831
OG0005262	APOSJ_48744, APOSJ_48743	YEAST05458
OG0005264	APOSJ_29305	YEAST03506
OG0005267	APOSJ_03830	YEAST03513
OG0005269	APOSJ_24052	YEAST03314
OG0005273	APOSJ_48346	YEAST04916
OG0005275	APOSJ_00850, APOSJ_00849, APOSJ_00851	YEAST03695
OG0005277	APOSJ_30935, APOSJ_30938, APOSJ_62445, APOSJ_30937, APOSJ_62449	YEAST04186
OG0005279	APOSJ_27566, APOSJ_41753, APOSJ_62443, APOSJ_27562, APOSJ_27565	YEAST05219
OG0005280	APOSJ_46493, APOSJ_23167, APOSJ_59783	YEAST00305
OG0005281	APOSJ_34775	YEAST05694
OG0005285	APOSJ_22467, APOSJ_22466, APOSJ_22468	YEAST03115
OG0005289	APOSJ_58424	YEAST03438
OG0005292	APOSJ_44493	YEAST01718
OG0005293	APOSJ_35801, APOSJ_35799, APOSJ_35800	YEAST03033
OG0005294	APOSJ_54107	YEAST01981
OG0005298	APOSJ_50790, APOSJ_63053	YEAST03696
OG0005299	APOSJ_46282, APOSJ_54048	YEAST00788
OG0005300	APOSJ_21040, APOSJ_21043, APOSJ_21041, APOSJ_21042	YEAST04941
OG0005304	APOSJ_30656, APOSJ_30657	YEAST05397
OG0005309	APOSJ_31287, APOSJ_31288	YEAST03670
OG0005312	APOSJ_37793	YEAST05201, YEAST04689
OG0005314	APOSJ_34407, APOSJ_34406	YEAST05231, YEAST01835
OG0005316	APOSJ_03304, APOSJ_03306	YEAST02690
OG0005317	APOSJ_17874, APOSJ_13230	YEAST03232
OG0005318	APOSJ_31640	YEAST02932
OG0005319	APOSJ_16272, APOSJ_23310	YEAST00507
OG0005323	APOSJ_03092	YEAST01809
OG0005324	APOSJ_04130, APOSJ_04131, APOSJ_04129, APOSJ_04132, APOSJ_04133, APOSJ_47287, APOSJ_04128	YEAST02894
OG0005326	APOSJ_50330, APOSJ_50331, APOSJ_50332	YEAST02113
OG0005360	APOSJ_33962, APOSJ_17576	YEAST05037
OG0005365	APOSJ_19646, APOSJ_19647, APOSJ_19645, APOSJ_59336	YEAST00555
OG0005366	APOSJ_13911, APOSJ_13912, APOSJ_13910	YEAST05488
OG0005370	APOSJ_26097, APOSJ_26099	YEAST06092
OG0005371	APOSJ_51700	YEAST06170
OG0005373	APOSJ_58842, APOSJ_58841, APOSJ_26945, APOSJ_38331, APOSJ_58840	YEAST05422
OG0005374	APOSJ_06211, APOSJ_06210, APOSJ_06209	YEAST05714
OG0005375	APOSJ_61652, APOSJ_17675	YEAST03962
OG0005379	APOSJ_65186, APOSJ_22930, APOSJ_35544, APOSJ_35543	YEAST03216
OG0005390	APOSJ_09585, APOSJ_09583, APOSJ_09582, APOSJ_61769, APOSJ_09584, APOSJ_09586	YEAST03532
OG0005391	APOSJ_56690	YEAST02166
OG0005393	APOSJ_54930, APOSJ_54928	YEAST04280
OG0005394	APOSJ_07032, APOSJ_07028, APOSJ_07031, APOSJ_07033, APOSJ_07034, APOSJ_07030	YEAST00853
OG0005399	APOSJ_40860, APOSJ_40861	YEAST03052
OG0005402	APOSJ_18011, APOSJ_57052	YEAST00454, YEAST00455
OG0005403	APOSJ_14428	YEAST03894
OG0005406	APOSJ_19692	YEAST00801
OG0005409	APOSJ_14631, APOSJ_14632	YEAST01305
OG0005412	APOSJ_36368	YEAST00286
OG0005413	APOSJ_52365, APOSJ_52363, APOSJ_52364	YEAST00212
OG0005417	APOSJ_12630, APOSJ_12628, APOSJ_14142, APOSJ_12627	YEAST02517
OG0005422	APOSJ_24768, APOSJ_24770	YEAST00744
OG0005430	APOSJ_57036, APOSJ_57035	YEAST02046
OG0005431	APOSJ_22743	YEAST00653
OG0005432	APOSJ_14710	YEAST00083
OG0005433	APOSJ_53928, APOSJ_53931	YEAST00126
OG0005435	APOSJ_64621	YEAST02973
OG0005437	APOSJ_21703, APOSJ_21702, APOSJ_21704, APOSJ_21701, APOSJ_21705	YEAST04554
OG0005438	APOSJ_14581, APOSJ_14583, APOSJ_14584, APOSJ_14582, APOSJ_17664	YEAST03985
OG0005439	APOSJ_10734, APOSJ_10732, APOSJ_10733, APOSJ_10735	YEAST00480, YEAST02388
OG0005446	APOSJ_04134, APOSJ_00873	YEAST02856
OG0005448	APOSJ_20672, APOSJ_20673	YEAST00061
OG0005451	APOSJ_35938, APOSJ_35943	YEAST02174
OG0005455	APOSJ_20946, APOSJ_20944, APOSJ_20945	YEAST01906
OG0005464	APOSJ_44068, APOSJ_44070, APOSJ_44066, APOSJ_44069, APOSJ_44067	YEAST03289
OG0005465	APOSJ_09000, APOSJ_01443, APOSJ_01442, APOSJ_01445	YEAST02925
OG0005466	APOSJ_43548, APOSJ_43545, APOSJ_43547, APOSJ_43546	YEAST04413
OG0005468	APOSJ_34640	YEAST03549
OG0005469	APOSJ_07476, APOSJ_07475, APOSJ_46980	YEAST03750
OG0005470	APOSJ_59948, APOSJ_59946, APOSJ_59947	YEAST05805
OG0005471	APOSJ_28500, APOSJ_28501	YEAST02704
OG0005474	APOSJ_47632, APOSJ_47633	YEAST05625
OG0005476	APOSJ_64062, APOSJ_64060, APOSJ_64059, APOSJ_64063, APOSJ_64061	YEAST00929
OG0005479	APOSJ_26951, APOSJ_14713	YEAST06140
OG0005481	APOSJ_21801	YEAST02988
OG0005482	APOSJ_02035, APOSJ_02036	YEAST06080
OG0005484	APOSJ_19765, APOSJ_19764	YEAST05993
OG0005488	APOSJ_50061, APOSJ_50062, APOSJ_15673, APOSJ_50060	YEAST02834
OG0005489	APOSJ_33864, APOSJ_58343	YEAST02006
OG0005490	APOSJ_38926	YEAST02289
OG0005493	APOSJ_52249	YEAST03669
OG0005495	APOSJ_03523, APOSJ_03522	YEAST04982
OG0005498	APOSJ_49053, APOSJ_20550	YEAST02944
OG0005499	APOSJ_19288	YEAST00316
OG0005503	APOSJ_64372, APOSJ_26426, APOSJ_26425	YEAST01883
OG0005508	APOSJ_16861, APOSJ_16862	YEAST05735
OG0005511	APOSJ_60273, APOSJ_63142, APOSJ_60274	YEAST04889
OG0005514	APOSJ_02310, APOSJ_02309	YEAST00756
OG0005524	APOSJ_06099, APOSJ_06100, APOSJ_06098, APOSJ_06097	YEAST04752
OG0005527	APOSJ_00083	YEAST05177
OG0005531	APOSJ_07855	YEAST02508
OG0005533	APOSJ_36161, APOSJ_33425, APOSJ_33426, APOSJ_33427, APOSJ_33428	YEAST05670
OG0005535	APOSJ_59601, APOSJ_59604, APOSJ_59603, APOSJ_59602	YEAST03305
OG0005537	APOSJ_09300	YEAST00932
OG0005539	APOSJ_15477, APOSJ_15478, APOSJ_15476	YEAST01881
OG0005540	APOSJ_64708	YEAST04214
OG0005545	APOSJ_43992, APOSJ_55371, APOSJ_60307	YEAST06273
OG0005554	APOSJ_03675, APOSJ_03674	YEAST01003
OG0005556	APOSJ_00229	YEAST01807
OG0005559	APOSJ_55461, APOSJ_55460	YEAST02680
OG0005560	APOSJ_48964	YEAST01996
OG0005561	APOSJ_42679, APOSJ_42681, APOSJ_42680, APOSJ_42678	YEAST05048
OG0005562	APOSJ_36207, APOSJ_05704, APOSJ_05703	YEAST02317
OG0005563	APOSJ_39911, APOSJ_39910	YEAST03552
OG0005564	APOSJ_38691, APOSJ_38693	YEAST02525
OG0005566	APOSJ_35035	YEAST02934
OG0005569	APOSJ_57368	YEAST01288
OG0005570	APOSJ_12611	YEAST05155
OG0005572	APOSJ_64961, APOSJ_64962	YEAST04844
OG0005573	APOSJ_49844, APOSJ_49843	YEAST00059
OG0005574	APOSJ_32299, APOSJ_23179	YEAST02083
OG0005575	APOSJ_12717	YEAST02256
OG0005580	APOSJ_51162, APOSJ_50057, APOSJ_50059, APOSJ_51163	YEAST03612
OG0005582	APOSJ_52339	YEAST06134
OG0005584	APOSJ_24643	YEAST03140, YEAST03524
OG0005589	APOSJ_60889, APOSJ_60892, APOSJ_60890, APOSJ_60891, APOSJ_48289, APOSJ_16552	YEAST06142
OG0005590	APOSJ_28896, APOSJ_50233, APOSJ_28899, APOSJ_28897, APOSJ_23160, APOSJ_28898	YEAST05462
OG0005594	APOSJ_64703, APOSJ_64704, APOSJ_64706, APOSJ_60805	YEAST04980
OG0005595	APOSJ_00384, APOSJ_00383	YEAST01803
OG0005597	APOSJ_03083, APOSJ_03082, APOSJ_49052	YEAST02753
OG0005598	APOSJ_38509	YEAST01870
OG0005599	APOSJ_00049, APOSJ_00051, APOSJ_00052, APOSJ_00050	YEAST01798
OG0005600	APOSJ_02835, APOSJ_21064, APOSJ_21063, APOSJ_21062	YEAST00206
OG0005604	APOSJ_01787, APOSJ_21039	YEAST03276
OG0005605	APOSJ_16440, APOSJ_16441	YEAST01083
OG0005613	APOSJ_40937, APOSJ_40936	YEAST02714
OG0005618	APOSJ_07819, APOSJ_64055	YEAST04830
OG0005620	APOSJ_14820	YEAST04915
OG0005622	APOSJ_40376, APOSJ_40375, APOSJ_52240, APOSJ_60047, APOSJ_40374	YEAST05142
OG0005623	APOSJ_22567, APOSJ_56403, APOSJ_49352, APOSJ_22569, APOSJ_22573, APOSJ_40818	YEAST01590
OG0005626	APOSJ_08133, APOSJ_08134	YEAST02896
OG0005632	APOSJ_35989, APOSJ_35990, APOSJ_35991	YEAST01025
OG0005636	APOSJ_27098, APOSJ_27097	YEAST04250, YEAST02533
OG0005641	APOSJ_19869, APOSJ_61173	YEAST05413
OG0005643	APOSJ_63646, APOSJ_63647, APOSJ_34057	YEAST05368
OG0005645	APOSJ_50798, APOSJ_07238	YEAST03386
OG0005649	APOSJ_06570, APOSJ_06572, APOSJ_01069	YEAST03683
OG0005652	APOSJ_58541, APOSJ_58539, APOSJ_58542, APOSJ_58540	YEAST02748
OG0005656	APOSJ_04917, APOSJ_30573, APOSJ_04919, APOSJ_04918, APOSJ_04921, APOSJ_04920	YEAST05558
OG0005660	APOSJ_17070, APOSJ_16341, APOSJ_16344, APOSJ_45452, APOSJ_17077, APOSJ_16342, APOSJ_16343, APOSJ_45454, APOSJ_45455	YEAST04813
OG0005694	APOSJ_51748, APOSJ_53743	YEAST02311
OG0005701	APOSJ_32430	YEAST03349
OG0005703	APOSJ_37460, APOSJ_37461, APOSJ_57398	YEAST00484
OG0005707	APOSJ_44833, APOSJ_28088, APOSJ_28089	YEAST01682
OG0005715	APOSJ_18174	YEAST05111
OG0005719	APOSJ_31323, APOSJ_31324	YEAST01866
OG0005723	APOSJ_28383, APOSJ_28386, APOSJ_28384	YEAST05629
OG0005724	APOSJ_01581, APOSJ_01580	YEAST03029
OG0005728	APOSJ_53707, APOSJ_53717	YEAST03877
OG0005729	APOSJ_35082, APOSJ_35081	YEAST04879
OG0005731	APOSJ_43396	YEAST04127
OG0005732	APOSJ_42204, APOSJ_42208, APOSJ_42205	YEAST05411, YEAST00067
OG0005734	APOSJ_03070	YEAST03845
OG0005747	APOSJ_48011, APOSJ_48009, APOSJ_48586, APOSJ_52048	YEAST02338
OG0005749	APOSJ_06444, APOSJ_01046	YEAST00550
OG0005750	APOSJ_39812	YEAST05318
OG0005758	APOSJ_60426	YEAST03970
OG0005764	APOSJ_49559, APOSJ_49560	YEAST03256
OG0005769	APOSJ_15698, APOSJ_62701	YEAST05614
OG0005774	APOSJ_64546	YEAST01218
OG0005775	APOSJ_03948, APOSJ_03947	YEAST04199
OG0005779	APOSJ_14743, APOSJ_14742	YEAST03322
OG0005783	APOSJ_21381, APOSJ_21380, APOSJ_21383	YEAST04090
OG0005784	APOSJ_17702, APOSJ_31376	YEAST06131
OG0005787	APOSJ_27893	YEAST03651
OG0005789	APOSJ_53595, APOSJ_53594	YEAST06245
OG0005790	APOSJ_24198, APOSJ_24196, APOSJ_24200, APOSJ_24197	YEAST01022
OG0005792	APOSJ_01033, APOSJ_01034, APOSJ_63691	YEAST02379
OG0005793	APOSJ_37687, APOSJ_37688, APOSJ_16577	YEAST03437
OG0005794	APOSJ_30602, APOSJ_30604	YEAST03999
OG0005796	APOSJ_50524, APOSJ_50526, APOSJ_50525	YEAST02169
OG0005797	APOSJ_14621, APOSJ_12910, APOSJ_12912, APOSJ_12911	YEAST04949
OG0005799	APOSJ_37642, APOSJ_37931	YEAST05573
OG0005800	APOSJ_12327	YEAST03278
OG0005801	APOSJ_30275, APOSJ_30276	YEAST00340
OG0005803	APOSJ_45014, APOSJ_14661, APOSJ_45015, APOSJ_45016	YEAST05968
OG0005805	APOSJ_05943, APOSJ_05944	YEAST01806
OG0005807	APOSJ_25325	YEAST01275
OG0005811	APOSJ_03767	YEAST01007
OG0005812	APOSJ_45152	YEAST06095, YEAST02696, YEAST03626
OG0005814	APOSJ_30730	YEAST01475
OG0005815	APOSJ_50823	YEAST03739
OG0005819	APOSJ_07372	YEAST04896
OG0005823	APOSJ_01935	YEAST01415
OG0005828	APOSJ_06676	YEAST00547
OG0005831	APOSJ_21501, APOSJ_21504, APOSJ_21503, APOSJ_21502	YEAST05339
OG0005832	APOSJ_20217, APOSJ_20213, APOSJ_20219, APOSJ_63506, APOSJ_20216, APOSJ_20214, APOSJ_63496	YEAST00468
OG0005835	APOSJ_35521, APOSJ_37615, APOSJ_37617, APOSJ_35519	YEAST01714
OG0005837	APOSJ_56243, APOSJ_56244	YEAST02139
OG0005842	APOSJ_21443, APOSJ_21442	YEAST02254
OG0005843	APOSJ_44508	YEAST02236
OG0005845	APOSJ_17083	YEAST00903
OG0005848	APOSJ_09802	YEAST01451, YEAST02858
OG0005849	APOSJ_50009	YEAST01002
OG0005850	APOSJ_12652, APOSJ_12651	YEAST01618
OG0005860	APOSJ_13206, APOSJ_17670, APOSJ_13207, APOSJ_17677	YEAST01211
OG0005864	APOSJ_35678, APOSJ_35677	YEAST04171
OG0005865	APOSJ_61153, APOSJ_61151	YEAST02036
OG0005866	APOSJ_00147	YEAST02662, YEAST00926, YEAST05389
OG0005869	APOSJ_60086	YEAST04361
OG0005872	APOSJ_40239	YEAST00119
OG0005874	APOSJ_46412	YEAST05241
OG0005880	APOSJ_33168	YEAST00456
OG0005886	APOSJ_44930, APOSJ_27125, APOSJ_27126, APOSJ_27127, APOSJ_27124	YEAST01320
OG0005887	APOSJ_23833	YEAST02429, YEAST01660
OG0005888	APOSJ_60925, APOSJ_30594	YEAST01289, YEAST02921
OG0005889	APOSJ_59086, APOSJ_59088, APOSJ_59087, APOSJ_59085	YEAST02568
OG0005893	APOSJ_00545, APOSJ_03316	YEAST05434
OG0005897	APOSJ_36990, APOSJ_57802	YEAST04730
OG0005898	APOSJ_55596, APOSJ_55597, APOSJ_55595, APOSJ_55598	YEAST04411
OG0005899	APOSJ_58569	YEAST01832
OG0005901	APOSJ_02110	YEAST04462
OG0005902	APOSJ_24484, APOSJ_24478, APOSJ_24482, APOSJ_24481, APOSJ_24479, APOSJ_24480, APOSJ_24483, APOSJ_24485	YEAST03800
OG0005906	APOSJ_52878, APOSJ_60250	YEAST01796
OG0005909	APOSJ_64923	YEAST01623
OG0005919	APOSJ_37926, APOSJ_38000, APOSJ_38001	YEAST06039
OG0005921	APOSJ_35499	YEAST01856
OG0005922	APOSJ_38159	YEAST03364
OG0005925	APOSJ_52736, APOSJ_24836	YEAST05583
OG0005928	APOSJ_24820	YEAST02001
OG0005931	APOSJ_26827, APOSJ_37610, APOSJ_25998, APOSJ_26828, APOSJ_25999, APOSJ_26826	YEAST04950
OG0005932	APOSJ_32251, APOSJ_32252, APOSJ_32249, APOSJ_32250	YEAST02495
OG0005933	APOSJ_61993, APOSJ_53206	YEAST05705
OG0005936	APOSJ_59913	YEAST03224
OG0005940	APOSJ_61683, APOSJ_42446	YEAST04035
OG0005943	APOSJ_23878, APOSJ_45350	YEAST00579
OG0005944	APOSJ_43317, APOSJ_43319, APOSJ_43316, APOSJ_43318	YEAST01316
OG0005946	APOSJ_09386, APOSJ_44027	YEAST05608
OG0005949	APOSJ_55127, APOSJ_55128, APOSJ_55129	YEAST06253
OG0005952	APOSJ_03405, APOSJ_03404, APOSJ_03402, APOSJ_03403	YEAST03507
OG0005954	APOSJ_48271, APOSJ_48274, APOSJ_48277, APOSJ_48275, APOSJ_48276, APOSJ_48273, APOSJ_50173, APOSJ_50064	YEAST01233
OG0005955	APOSJ_41814, APOSJ_64243	YEAST00616
OG0005960	APOSJ_33847, APOSJ_33846	YEAST04608
OG0005961	APOSJ_61218, APOSJ_61217	YEAST00672
OG0005965	APOSJ_13674, APOSJ_12547	YEAST02033
OG0005966	APOSJ_62810, APOSJ_41906	YEAST04113
OG0005968	APOSJ_60390	YEAST05417
OG0005969	APOSJ_34996	YEAST04558, YEAST04559
OG0005970	APOSJ_36943, APOSJ_43466	YEAST05328
OG0005974	APOSJ_38224, APOSJ_38226, APOSJ_38225, APOSJ_38223	YEAST06068
OG0005976	APOSJ_64764, APOSJ_62779, APOSJ_62777, APOSJ_64746, APOSJ_62778, APOSJ_49050	YEAST02136
OG0005978	APOSJ_42439, APOSJ_42438	YEAST01891
OG0005980	APOSJ_46417	YEAST06132
OG0005984	APOSJ_30462	YEAST04078, YEAST01479
OG0005986	APOSJ_47491	YEAST02056
OG0005987	APOSJ_20158	YEAST05748
OG0005989	APOSJ_53200, APOSJ_53201	YEAST04850
OG0005991	APOSJ_12577, APOSJ_12576	YEAST06034
OG0005993	APOSJ_24106, APOSJ_24105	YEAST04496
OG0005995	APOSJ_18956, APOSJ_18957, APOSJ_18958, APOSJ_18959	YEAST01813
OG0005996	APOSJ_11555	YEAST02670
OG0005998	APOSJ_58163, APOSJ_62099, APOSJ_64869, APOSJ_64873	YEAST04034
OG0006001	APOSJ_52001, APOSJ_55028	YEAST02335
OG0006003	APOSJ_50270, APOSJ_50272, APOSJ_50271	YEAST05889
OG0006005	APOSJ_13961, APOSJ_13962, APOSJ_13960	YEAST05024
OG0006011	APOSJ_21061, APOSJ_21060, APOSJ_21059, APOSJ_02826	YEAST02553
OG0006059	APOSJ_43617, APOSJ_43616	YEAST03490
OG0006063	APOSJ_12899, APOSJ_00777	YEAST00475
OG0006064	APOSJ_56062, APOSJ_60724, APOSJ_56061	YEAST03138
OG0006065	APOSJ_02297, APOSJ_02296	YEAST06018
OG0006069	APOSJ_40708	YEAST00670
OG0006071	APOSJ_36540	YEAST02732
OG0006072	APOSJ_53132, APOSJ_33732	YEAST03317
OG0006073	APOSJ_43312, APOSJ_28775	YEAST06328
OG0006074	APOSJ_25151, APOSJ_25150	YEAST00045
OG0006079	APOSJ_46360, APOSJ_27614	YEAST05794
OG0006084	APOSJ_41691, APOSJ_61500, APOSJ_41693, APOSJ_41692	YEAST02308
OG0006087	APOSJ_06533, APOSJ_06532	YEAST02260
OG0006090	APOSJ_54117, APOSJ_54116, APOSJ_54113	YEAST03852
OG0006095	APOSJ_60289	YEAST03334
OG0006096	APOSJ_47052, APOSJ_26295, APOSJ_47053, APOSJ_47055	YEAST03331
OG0006098	APOSJ_54535, APOSJ_18896	YEAST06192
OG0006103	APOSJ_12519, APOSJ_12521, APOSJ_22745, APOSJ_22748	YEAST01110
OG0006104	APOSJ_33402	YEAST03697
OG0006106	APOSJ_48794	YEAST00295
OG0006113	APOSJ_43058	YEAST06164
OG0006114	APOSJ_52790	YEAST05960
OG0006115	APOSJ_49256	YEAST01346
OG0006116	APOSJ_23622, APOSJ_23623	YEAST05770
OG0006117	APOSJ_22363, APOSJ_22367, APOSJ_22364, APOSJ_22366, APOSJ_22365, APOSJ_22368	YEAST05899
OG0006122	APOSJ_48102, APOSJ_48101	YEAST05199
OG0006127	APOSJ_27402, APOSJ_27403	YEAST04711
OG0006134	APOSJ_08298, APOSJ_08299	YEAST00416
OG0006135	APOSJ_50461, APOSJ_50464, APOSJ_50463, APOSJ_18603, APOSJ_50460, APOSJ_46168	YEAST00161
OG0006136	APOSJ_26737	YEAST05740
OG0006140	APOSJ_12439	YEAST05182
OG0006141	APOSJ_31030, APOSJ_11443	YEAST02626
OG0006144	APOSJ_19188	YEAST04770
OG0006145	APOSJ_39421, APOSJ_46538, APOSJ_21408, APOSJ_39422	YEAST01394
OG0006149	APOSJ_61290	YEAST05979
OG0006152	APOSJ_59116, APOSJ_28597	YEAST03796
OG0006155	APOSJ_15782	YEAST04800
OG0006156	APOSJ_43357	YEAST00437
OG0006157	APOSJ_02070, APOSJ_57220, APOSJ_57218, APOSJ_57222, APOSJ_57219, APOSJ_57224, APOSJ_18724	YEAST02465
OG0006159	APOSJ_09856	YEAST06098
OG0006160	APOSJ_60419, APOSJ_60416, APOSJ_60422, APOSJ_60421, APOSJ_60418, APOSJ_60417	YEAST01548
OG0006161	APOSJ_31942	YEAST04301
OG0006168	APOSJ_27091, APOSJ_27092	YEAST01411
OG0006169	APOSJ_53638, APOSJ_63561	YEAST02933
OG0006176	APOSJ_17258, APOSJ_43090, APOSJ_43088, APOSJ_17257, APOSJ_20656, APOSJ_14110	YEAST03164
OG0006177	APOSJ_04030	YEAST01871, YEAST01295
OG0006180	APOSJ_18057, APOSJ_51355	YEAST00504
OG0006181	APOSJ_42220, APOSJ_42221, APOSJ_64805	YEAST02419
OG0006185	APOSJ_09104, APOSJ_09103	YEAST05986
OG0006186	APOSJ_07631, APOSJ_07632, APOSJ_07629, APOSJ_07630	YEAST01010
OG0006188	APOSJ_23972, APOSJ_23973, APOSJ_23968, APOSJ_17049	YEAST05311
OG0006189	APOSJ_60379	YEAST00844, YEAST06269
OG0006191	APOSJ_43076, APOSJ_43075, APOSJ_43074	YEAST02336
OG0006192	APOSJ_28620	YEAST06153
OG0006196	APOSJ_28434, APOSJ_28433	YEAST03954
OG0006199	APOSJ_32051	YEAST06121
OG0006200	APOSJ_65040, APOSJ_65041	YEAST05079
OG0006202	APOSJ_65343, APOSJ_65342	YEAST00362
OG0006204	APOSJ_02798, APOSJ_02799, APOSJ_17202	YEAST02271
OG0006209	APOSJ_01121, APOSJ_28870	YEAST04555
OG0006210	APOSJ_53672	YEAST00201
OG0006213	APOSJ_01430, APOSJ_01429, APOSJ_01431	YEAST03554
OG0006214	APOSJ_57399, APOSJ_30103, APOSJ_30102	YEAST04089
OG0006216	APOSJ_26417, APOSJ_58741, APOSJ_26416	YEAST01089
OG0006217	APOSJ_04976, APOSJ_04975	YEAST00809
OG0006224	APOSJ_07698	YEAST02751, YEAST03048
OG0006225	APOSJ_28584	YEAST04875
OG0006227	APOSJ_58183, APOSJ_46993, APOSJ_25916, APOSJ_25917	YEAST00128
OG0006229	APOSJ_44182, APOSJ_44183	YEAST00143
OG0006230	APOSJ_52827, APOSJ_52829, APOSJ_52828	YEAST03869
OG0006233	APOSJ_00373	YEAST04247
OG0006237	APOSJ_57393, APOSJ_16535, APOSJ_30099, APOSJ_57391	YEAST02126
OG0006240	APOSJ_15164, APOSJ_29795, APOSJ_15165	YEAST04649
OG0006245	APOSJ_54611	YEAST05732
OG0006247	APOSJ_29164, APOSJ_29166	YEAST04977
OG0006249	APOSJ_02249	YEAST00821
