Orthogroup	APOSJ_ok	SACKO_ok
OG0005280	APOSJ_46493, APOSJ_23167	SACKO_02592
OG0005281	APOSJ_34775	SACKO_28937
OG0005282	APOSJ_22969, APOSJ_22968, APOSJ_14000, APOSJ_22971, APOSJ_14003	SACKO_30939
OG0005283	APOSJ_58364, APOSJ_58365	SACKO_14238
OG0005284	APOSJ_21603, APOSJ_65182	SACKO_31324
OG0005285	APOSJ_22467, APOSJ_22466, APOSJ_22468	SACKO_20307
OG0005286	APOSJ_57831, APOSJ_57830, APOSJ_57832, APOSJ_57833, APOSJ_57836, APOSJ_57834, APOSJ_57835	SACKO_20412
OG0005287	APOSJ_07930, APOSJ_07929, APOSJ_07928, APOSJ_07927, APOSJ_07931, APOSJ_07926	SACKO_15521
OG0005288	APOSJ_05635, APOSJ_64496, APOSJ_20368	SACKO_23583, SACKO_12585
OG0005289	APOSJ_58424	SACKO_28288
OG0005290	APOSJ_08288, APOSJ_25156	SACKO_05708
OG0005291	APOSJ_61412, APOSJ_09550, APOSJ_31804, APOSJ_48004, APOSJ_09551	SACKO_13029
OG0005292	APOSJ_44493	SACKO_07108
OG0005293	APOSJ_35801, APOSJ_35799, APOSJ_35800	SACKO_27710
OG0005294	APOSJ_54107	SACKO_27031
OG0005295	APOSJ_04359	SACKO_12015
OG0005296	APOSJ_28551, APOSJ_28550, APOSJ_34244, APOSJ_07968, APOSJ_07992, APOSJ_56295	SACKO_31623
OG0005297	APOSJ_10356	SACKO_02049, SACKO_21593, SACKO_21590
OG0005298	APOSJ_50790, APOSJ_63053	SACKO_30051
OG0005299	APOSJ_46282	SACKO_23941, SACKO_26770
OG0005300	APOSJ_21040, APOSJ_21043, APOSJ_21041, APOSJ_21042	SACKO_23658
OG0005301	APOSJ_03880, APOSJ_03882, APOSJ_03881, APOSJ_03883	SACKO_29547
OG0005302	APOSJ_40279, APOSJ_40280	SACKO_17756
OG0005304	APOSJ_30656, APOSJ_30657	SACKO_05348
OG0005305	APOSJ_57113	SACKO_23919
OG0005307	APOSJ_35236, APOSJ_35235, APOSJ_35233, APOSJ_35232, APOSJ_35234, APOSJ_35237	SACKO_30247
OG0005309	APOSJ_31287, APOSJ_31288	SACKO_18896
OG0005310	APOSJ_12260, APOSJ_29526, APOSJ_12261, APOSJ_29525, APOSJ_12259, APOSJ_29524	SACKO_28648
OG0005311	APOSJ_46357, APOSJ_23260	SACKO_11616, SACKO_09673
OG0005312	APOSJ_37793	SACKO_10863, SACKO_29362, SACKO_12617
OG0005314	APOSJ_34407, APOSJ_34406	SACKO_05335
OG0005315	APOSJ_00056, APOSJ_00055	SACKO_02871
OG0005316	APOSJ_03304, APOSJ_03306	SACKO_27863
OG0005317	APOSJ_17874, APOSJ_13230	SACKO_13887
OG0005318	APOSJ_31640	SACKO_10693, SACKO_30485
OG0005319	APOSJ_16272, APOSJ_23310	SACKO_27913, SACKO_02189, SACKO_21306, SACKO_03319, SACKO_12116, SACKO_16812, SACKO_29768, SACKO_04545
OG0005320	APOSJ_59955, APOSJ_29132, APOSJ_29133, APOSJ_59958, APOSJ_59952, APOSJ_59954, APOSJ_59950, APOSJ_59949, APOSJ_29131, APOSJ_59959, APOSJ_59951, APOSJ_59953	SACKO_03314
OG0005321	APOSJ_51280, APOSJ_51279, APOSJ_46979, APOSJ_46988	SACKO_31387, SACKO_31374
OG0005322	APOSJ_15754	SACKO_07934
OG0005323	APOSJ_03092	SACKO_29224
OG0005324	APOSJ_04130, APOSJ_04131, APOSJ_04129, APOSJ_04132, APOSJ_04133, APOSJ_47287, APOSJ_04128	SACKO_21412
OG0005325	APOSJ_54275	SACKO_33355
OG0005326	APOSJ_50330, APOSJ_50331, APOSJ_50332	SACKO_33876
OG0005327	APOSJ_42558, APOSJ_06063, APOSJ_17633, APOSJ_11906, APOSJ_11910, APOSJ_64341, APOSJ_45593, APOSJ_45612, APOSJ_42555, APOSJ_42559, APOSJ_42560, APOSJ_42556, APOSJ_00971, APOSJ_11907	SACKO_22437
OG0005328	APOSJ_27659, APOSJ_27664, APOSJ_21252, APOSJ_27661, APOSJ_52838, APOSJ_39349, APOSJ_23428, APOSJ_27141, APOSJ_27662, APOSJ_27663, APOSJ_27658, APOSJ_39345, APOSJ_27143, APOSJ_27147	SACKO_19168
OG0005329	APOSJ_03101, APOSJ_52326, APOSJ_03105, APOSJ_14588, APOSJ_56646, APOSJ_52328, APOSJ_52329, APOSJ_24921, APOSJ_52324, APOSJ_24925, APOSJ_21118, APOSJ_56642	SACKO_17988, SACKO_00160
OG0005331	APOSJ_02589, APOSJ_02588, APOSJ_41468	SACKO_30378
OG0005359	APOSJ_35688	SACKO_10003
OG0005360	APOSJ_33962, APOSJ_17576	SACKO_20704
OG0005361	APOSJ_31825, APOSJ_31827, APOSJ_31829, APOSJ_40617, APOSJ_40640, APOSJ_31828, APOSJ_60510, APOSJ_31826	SACKO_08681
OG0005362	APOSJ_00651, APOSJ_00650	SACKO_28872
OG0005364	APOSJ_49519	SACKO_09298, SACKO_28080, SACKO_06389
OG0005365	APOSJ_19646, APOSJ_19647, APOSJ_19645, APOSJ_59336	SACKO_07872
OG0005366	APOSJ_13911, APOSJ_13912, APOSJ_13910	SACKO_22151
OG0005367	APOSJ_48207	SACKO_12021, SACKO_12028
OG0005368	APOSJ_65207, APOSJ_12671, APOSJ_65203, APOSJ_65199	SACKO_31739
OG0005369	APOSJ_16475, APOSJ_16476, APOSJ_16473, APOSJ_16474	SACKO_00158
OG0005370	APOSJ_26097, APOSJ_26099	SACKO_28572
OG0005371	APOSJ_51700	SACKO_13937
OG0005372	APOSJ_22817, APOSJ_57051, APOSJ_14019, APOSJ_14018	SACKO_10587, SACKO_21824
OG0005373	APOSJ_58842, APOSJ_58841, APOSJ_26945, APOSJ_38331, APOSJ_58840	SACKO_20876
OG0005374	APOSJ_06211, APOSJ_06210, APOSJ_06209	SACKO_29513
OG0005375	APOSJ_61652, APOSJ_17675	SACKO_28133
OG0005377	APOSJ_51294, APOSJ_51295	SACKO_10197
OG0005378	APOSJ_22202, APOSJ_22201	SACKO_10200
OG0005379	APOSJ_65186, APOSJ_22930, APOSJ_35544, APOSJ_35543	SACKO_06199
OG0005383	APOSJ_34897, APOSJ_34896	SACKO_06424
OG0005384	APOSJ_61322, APOSJ_61323, APOSJ_40697, APOSJ_61321	SACKO_06494
OG0005385	APOSJ_55033, APOSJ_52768	SACKO_25405, SACKO_25401
OG0005387	APOSJ_05683, APOSJ_60165	SACKO_04350, SACKO_04406
OG0005388	APOSJ_13165	SACKO_02437
OG0005389	APOSJ_44373, APOSJ_58743	SACKO_15551
OG0005390	APOSJ_09585, APOSJ_09583, APOSJ_09582, APOSJ_61769, APOSJ_09584, APOSJ_09586	SACKO_07351
OG0005391	APOSJ_56690	SACKO_19051
OG0005392	APOSJ_59250, APOSJ_59251	SACKO_24081
OG0005392	APOSJ_25989, APOSJ_25988	SACKO_24464
OG0005393	APOSJ_54930, APOSJ_54928	SACKO_04957
OG0005394	APOSJ_07032, APOSJ_07028, APOSJ_07031, APOSJ_07033, APOSJ_07034, APOSJ_07030	SACKO_26848
OG0005395	APOSJ_28995, APOSJ_28996	SACKO_24476
OG0005397	APOSJ_61083	SACKO_11795
OG0005398	APOSJ_20164, APOSJ_20165	SACKO_27259
OG0005399	APOSJ_40860, APOSJ_40861	SACKO_13248, SACKO_33792
OG0005400	APOSJ_17572, APOSJ_17573	SACKO_30609
OG0005401	APOSJ_22463	SACKO_29709
OG0005402	APOSJ_18011, APOSJ_57052	SACKO_12582
OG0005403	APOSJ_14428	SACKO_33705, SACKO_33700
OG0005404	APOSJ_06423, APOSJ_06422	SACKO_22849
OG0005405	APOSJ_58732, APOSJ_52666, APOSJ_52668, APOSJ_52667, APOSJ_52669	SACKO_31196
OG0005406	APOSJ_19692	SACKO_26904
OG0005407	APOSJ_42453, APOSJ_42452	SACKO_31885
OG0005408	APOSJ_65008, APOSJ_29927, APOSJ_29926	SACKO_27175
OG0005409	APOSJ_14631, APOSJ_14632	SACKO_25152
OG0005410	APOSJ_22592, APOSJ_13749, APOSJ_22593	SACKO_29006
OG0005411	APOSJ_24132, APOSJ_24138, APOSJ_01058, APOSJ_01061, APOSJ_01060, APOSJ_24135, APOSJ_24134, APOSJ_24136, APOSJ_01056, APOSJ_06515, APOSJ_01057, APOSJ_01055, APOSJ_47526, APOSJ_24133, APOSJ_01059, APOSJ_24137	SACKO_12367
OG0005412	APOSJ_36368	SACKO_18982
OG0005413	APOSJ_52365, APOSJ_52363, APOSJ_52364	SACKO_05812
OG0005414	APOSJ_28475	SACKO_00002
OG0005415	APOSJ_52735	SACKO_22367
OG0005416	APOSJ_52167, APOSJ_52166	SACKO_25204
OG0005417	APOSJ_12630, APOSJ_12628, APOSJ_14142, APOSJ_12627	SACKO_00366
OG0005418	APOSJ_52060, APOSJ_52059, APOSJ_55323	SACKO_22284, SACKO_27752
OG0005419	APOSJ_37933	SACKO_23428
OG0005420	APOSJ_22762	SACKO_09279
OG0005421	APOSJ_08980, APOSJ_08978, APOSJ_08979, APOSJ_08982, APOSJ_08981, APOSJ_57213, APOSJ_23174, APOSJ_23175, APOSJ_07490	SACKO_12004
OG0005422	APOSJ_24768, APOSJ_24770	SACKO_15312
OG0005423	APOSJ_30780	SACKO_30636
OG0005424	APOSJ_26679, APOSJ_26677, APOSJ_26678	SACKO_29341
OG0005425	APOSJ_63676, APOSJ_63673, APOSJ_63674, APOSJ_54421, APOSJ_63675	SACKO_15410
OG0005427	APOSJ_42882, APOSJ_02897	SACKO_08021
OG0005429	APOSJ_62684, APOSJ_57929, APOSJ_62686	SACKO_26452
OG0005430	APOSJ_57035	SACKO_06342
OG0005431	APOSJ_22743	SACKO_34094
OG0005432	APOSJ_14710	SACKO_29721
OG0005433	APOSJ_53928, APOSJ_53931	SACKO_19392
OG0005434	APOSJ_43732	SACKO_15860
OG0005435	APOSJ_64621	SACKO_21591
OG0005436	APOSJ_24913	SACKO_05105
OG0005437	APOSJ_21703, APOSJ_21702, APOSJ_21704, APOSJ_21701, APOSJ_21705	SACKO_23249
OG0005438	APOSJ_14581, APOSJ_14583, APOSJ_14584, APOSJ_14582, APOSJ_17664	SACKO_10982
OG0005439	APOSJ_10734, APOSJ_10732, APOSJ_10733, APOSJ_10735	SACKO_23141
OG0005440	APOSJ_30161, APOSJ_02538	SACKO_24260
OG0005441	APOSJ_53760, APOSJ_53758, APOSJ_08453, APOSJ_08455, APOSJ_08454, APOSJ_41224	SACKO_13519
OG0005442	APOSJ_04533, APOSJ_04532, APOSJ_04534, APOSJ_28301	SACKO_29485
OG0005443	APOSJ_51526, APOSJ_51527	SACKO_05189
OG0005444	APOSJ_04617	SACKO_34096, SACKO_23012
OG0005445	APOSJ_14690, APOSJ_14689	SACKO_16458
OG0005446	APOSJ_04134, APOSJ_00873	SACKO_25178
OG0005447	APOSJ_56800, APOSJ_03137, APOSJ_03136	SACKO_09254
OG0005448	APOSJ_20672, APOSJ_20673	SACKO_08929
OG0005449	APOSJ_08598	SACKO_15849
OG0005450	APOSJ_29993, APOSJ_29994	SACKO_05893
OG0005451	APOSJ_35938, APOSJ_35943	SACKO_10137, SACKO_33945
OG0005452	APOSJ_52611, APOSJ_52612	SACKO_31984
OG0005453	APOSJ_54312, APOSJ_47653, APOSJ_29573, APOSJ_06724	SACKO_30602
OG0005454	APOSJ_23392, APOSJ_23391	SACKO_01219
OG0005455	APOSJ_20946, APOSJ_20944, APOSJ_20945	SACKO_02035
OG0005456	APOSJ_10786, APOSJ_10787	SACKO_31483
OG0005457	APOSJ_19037	SACKO_09197
OG0005458	APOSJ_30515, APOSJ_30516	SACKO_07134
OG0005459	APOSJ_18505, APOSJ_18504, APOSJ_63919, APOSJ_63921	SACKO_27941, SACKO_06352
OG0005460	APOSJ_15567, APOSJ_15568	SACKO_03562
OG0005461	APOSJ_41085	SACKO_32194
OG0005462	APOSJ_53044	SACKO_21126
OG0005463	APOSJ_63599, APOSJ_65097, APOSJ_65098, APOSJ_65099, APOSJ_65100	SACKO_13079
OG0005464	APOSJ_44068, APOSJ_44070, APOSJ_44066, APOSJ_44069, APOSJ_44067	SACKO_23324
OG0005465	APOSJ_09000, APOSJ_01443, APOSJ_01442, APOSJ_01445	SACKO_11967
OG0005466	APOSJ_43548, APOSJ_43545, APOSJ_43547, APOSJ_43546	SACKO_10391
OG0005467	APOSJ_55249, APOSJ_63790, APOSJ_55250, APOSJ_55248, APOSJ_63792, APOSJ_63793, APOSJ_63791	SACKO_04155
OG0005469	APOSJ_07475, APOSJ_46980	SACKO_02164
OG0005470	APOSJ_59948, APOSJ_59946, APOSJ_59947	SACKO_08641, SACKO_21038
OG0005471	APOSJ_28500, APOSJ_28501	SACKO_33158
OG0005472	APOSJ_42535, APOSJ_42536, APOSJ_54916, APOSJ_54898, APOSJ_06742	SACKO_31966
OG0005473	APOSJ_04395, APOSJ_04393, APOSJ_04394	SACKO_09872, SACKO_09877
OG0005474	APOSJ_47632, APOSJ_47633	SACKO_25028
OG0005475	APOSJ_62538, APOSJ_62539	SACKO_28359
OG0005476	APOSJ_64062, APOSJ_64060, APOSJ_64059, APOSJ_64063, APOSJ_64061	SACKO_23429
OG0005477	APOSJ_28318, APOSJ_28319	SACKO_12968, SACKO_20312
OG0005478	APOSJ_41569, APOSJ_41568, APOSJ_60626, APOSJ_60618	SACKO_05358
OG0005479	APOSJ_26951, APOSJ_14713	SACKO_04943
OG0005480	APOSJ_28323, APOSJ_28326, APOSJ_28325, APOSJ_46402, APOSJ_28322, APOSJ_28324	SACKO_28929, SACKO_21709
OG0005481	APOSJ_21801	SACKO_01770, SACKO_05427
OG0005482	APOSJ_02035, APOSJ_02036	SACKO_02263
OG0005483	APOSJ_65298, APOSJ_25085, APOSJ_04040, APOSJ_25088	SACKO_14425
OG0005484	APOSJ_19765, APOSJ_19764	SACKO_32143
OG0005486	APOSJ_25458	SACKO_16498, SACKO_15537
OG0005487	APOSJ_00727, APOSJ_10248	SACKO_27121
OG0005488	APOSJ_50061, APOSJ_50062, APOSJ_15673, APOSJ_50060	SACKO_18237
OG0005489	APOSJ_33864, APOSJ_58343	SACKO_23857, SACKO_23864
OG0005490	APOSJ_38926	SACKO_26483
OG0005491	APOSJ_41120	SACKO_13073
OG0005492	APOSJ_56423, APOSJ_14289	SACKO_04896
OG0005493	APOSJ_52249	SACKO_33978
OG0005494	APOSJ_30241, APOSJ_30240	SACKO_13730
OG0005495	APOSJ_03523, APOSJ_03522	SACKO_26369
OG0005497	APOSJ_49618, APOSJ_53764, APOSJ_49616, APOSJ_39979	SACKO_33582
OG0005498	APOSJ_49053, APOSJ_20550	SACKO_32890
OG0005499	APOSJ_19288	SACKO_01720, SACKO_27671
OG0005500	APOSJ_15823	SACKO_17665
OG0005501	APOSJ_10104, APOSJ_65260, APOSJ_10102, APOSJ_37799, APOSJ_10105, APOSJ_37797, APOSJ_10103, APOSJ_07184, APOSJ_37798, APOSJ_10101	SACKO_11734
OG0005503	APOSJ_64372, APOSJ_26426, APOSJ_26425	SACKO_13816
OG0005505	APOSJ_48175	SACKO_04364
OG0005506	APOSJ_03695, APOSJ_03696	SACKO_12787
OG0005507	APOSJ_56582, APOSJ_55505, APOSJ_09039, APOSJ_55502, APOSJ_56583, APOSJ_55504	SACKO_33723
OG0005508	APOSJ_16861, APOSJ_16862	SACKO_22840
OG0005509	APOSJ_36332, APOSJ_36336, APOSJ_36333, APOSJ_36306, APOSJ_27072, APOSJ_36334, APOSJ_36335, APOSJ_36260	SACKO_23467
OG0005510	APOSJ_11192, APOSJ_11190, APOSJ_05714, APOSJ_11191	SACKO_04238
OG0005511	APOSJ_60273, APOSJ_63142, APOSJ_60274	SACKO_04815
OG0005512	APOSJ_27107	SACKO_25836
OG0005513	APOSJ_53624	SACKO_33463
OG0005514	APOSJ_02310, APOSJ_02309	SACKO_00731
OG0005516	APOSJ_35738, APOSJ_35736, APOSJ_35733, APOSJ_35734, APOSJ_35739, APOSJ_35735	SACKO_27450
OG0005517	APOSJ_41789	SACKO_30263
OG0005518	APOSJ_14804	SACKO_06710, SACKO_25359
OG0005519	APOSJ_52253, APOSJ_33607, APOSJ_56284, APOSJ_56290	SACKO_15616
OG0005520	APOSJ_04855	SACKO_03769
OG0005520	APOSJ_30100, APOSJ_30104, APOSJ_30101	SACKO_03756
OG0005521	APOSJ_55017, APOSJ_55018	SACKO_01252
OG0005523	APOSJ_30233, APOSJ_30235, APOSJ_30232, APOSJ_30234	SACKO_21011
OG0005524	APOSJ_06099, APOSJ_06100, APOSJ_06098, APOSJ_06097	SACKO_19555
OG0005525	APOSJ_05786, APOSJ_05787, APOSJ_05789, APOSJ_48259, APOSJ_05788	SACKO_19279
OG0005526	APOSJ_47696, APOSJ_52973, APOSJ_48199, APOSJ_47702, APOSJ_29285, APOSJ_29282, APOSJ_47701, APOSJ_48197, APOSJ_48198, APOSJ_29284, APOSJ_29283, APOSJ_47698, APOSJ_29281, APOSJ_33243, APOSJ_47700	SACKO_05964
OG0005527	APOSJ_00083	SACKO_23387
OG0005528	APOSJ_24522, APOSJ_47152, APOSJ_24523, APOSJ_24525, APOSJ_24521	SACKO_08296
OG0005529	APOSJ_31801, APOSJ_58119	SACKO_14814
OG0005531	APOSJ_07855	SACKO_23853, SACKO_01311
OG0005532	APOSJ_33344	SACKO_27825
OG0005533	APOSJ_33425, APOSJ_33426, APOSJ_33427, APOSJ_33428	SACKO_11124
OG0005534	APOSJ_64635, APOSJ_64636	SACKO_04968
OG0005535	APOSJ_59601, APOSJ_59604, APOSJ_59603, APOSJ_59602	SACKO_18247
OG0005536	APOSJ_14194, APOSJ_14197, APOSJ_14193, APOSJ_14196, APOSJ_14195, APOSJ_14191, APOSJ_14198	SACKO_32266
OG0005537	APOSJ_09300	SACKO_05339
OG0005538	APOSJ_06185, APOSJ_06186, APOSJ_06187, APOSJ_06188, APOSJ_38968	SACKO_10485
OG0005539	APOSJ_15477, APOSJ_15478, APOSJ_15476	SACKO_14002
OG0005540	APOSJ_64708	SACKO_07413
OG0005541	APOSJ_46700, APOSJ_46703, APOSJ_33044, APOSJ_44423, APOSJ_46702, APOSJ_44421, APOSJ_44420, APOSJ_46701, APOSJ_44422	SACKO_30075
OG0005543	APOSJ_50847, APOSJ_50854	SACKO_23066
OG0005544	APOSJ_15887, APOSJ_15888	SACKO_31420
OG0005545	APOSJ_55371	SACKO_23437
OG0005546	APOSJ_60268, APOSJ_60269	SACKO_05698
OG0005548	APOSJ_52816, APOSJ_52817, APOSJ_62832	SACKO_19862
OG0005550	APOSJ_60433, APOSJ_60432, APOSJ_60434	SACKO_23316
OG0005551	APOSJ_12016	SACKO_09192
OG0005551	APOSJ_12017, APOSJ_22649, APOSJ_12020, APOSJ_12018	SACKO_07498
OG0005553	APOSJ_29494, APOSJ_15097, APOSJ_15099, APOSJ_29489, APOSJ_15098, APOSJ_29490, APOSJ_29499, APOSJ_15100	SACKO_22802
OG0005554	APOSJ_03675, APOSJ_03674	SACKO_12857
OG0005555	APOSJ_52473	SACKO_04628
OG0005556	APOSJ_00229	SACKO_11230
OG0005557	APOSJ_47009, APOSJ_47008, APOSJ_47012, APOSJ_47011, APOSJ_47010, APOSJ_06983	SACKO_27759
OG0005558	APOSJ_63045, APOSJ_50762	SACKO_09060
OG0005559	APOSJ_55461, APOSJ_55460	SACKO_32562
OG0005560	APOSJ_48964	SACKO_26950
OG0005561	APOSJ_42679, APOSJ_42681, APOSJ_42680, APOSJ_42678	SACKO_19047
OG0005562	APOSJ_36207, APOSJ_05704, APOSJ_05703	SACKO_06271
OG0005563	APOSJ_39911, APOSJ_39910	SACKO_30658
OG0005564	APOSJ_38691, APOSJ_38693	SACKO_00752
OG0005565	APOSJ_07560, APOSJ_07559, APOSJ_07561	SACKO_16687
OG0005566	APOSJ_35035	SACKO_01297
OG0005567	APOSJ_54849	SACKO_27087
OG0005568	APOSJ_58578, APOSJ_63325, APOSJ_63322, APOSJ_63324, APOSJ_63320, APOSJ_63321, APOSJ_52293, APOSJ_63326	SACKO_07945
OG0005569	APOSJ_57368	SACKO_00916
OG0005570	APOSJ_12611	SACKO_28247
OG0005572	APOSJ_64961, APOSJ_64962	SACKO_18484
OG0005573	APOSJ_49844, APOSJ_49843	SACKO_03627
OG0005574	APOSJ_32299, APOSJ_23179	SACKO_29223
OG0005575	APOSJ_12717	SACKO_32732
OG0005577	APOSJ_03346	SACKO_17460
OG0005578	APOSJ_18844, APOSJ_18841, APOSJ_26152, APOSJ_18840, APOSJ_18845, APOSJ_18847, APOSJ_26153, APOSJ_18842, APOSJ_18848	SACKO_22626
OG0005580	APOSJ_51162, APOSJ_50057, APOSJ_50059, APOSJ_51163	SACKO_32241
OG0005581	APOSJ_41515, APOSJ_41514, APOSJ_41513	SACKO_05756
OG0005582	APOSJ_52339	SACKO_11957
OG0005583	APOSJ_51479, APOSJ_18459	SACKO_05103
OG0005584	APOSJ_24643	SACKO_26245
OG0005587	APOSJ_45952, APOSJ_45956, APOSJ_45954, APOSJ_45955, APOSJ_45957, APOSJ_45953	SACKO_26029
OG0005588	APOSJ_25201	SACKO_15359, SACKO_15939
OG0005589	APOSJ_60889, APOSJ_60892, APOSJ_60890, APOSJ_60891, APOSJ_48289, APOSJ_16552	SACKO_15373, SACKO_21636
OG0005590	APOSJ_28896, APOSJ_50233, APOSJ_28899, APOSJ_28897, APOSJ_23160, APOSJ_28898	SACKO_28504
OG0005591	APOSJ_65090	SACKO_05280
OG0005593	APOSJ_13740	SACKO_14825
OG0005594	APOSJ_64703, APOSJ_64704, APOSJ_64706, APOSJ_60805	SACKO_34086
OG0005595	APOSJ_00384, APOSJ_00383	SACKO_24080, SACKO_24129
OG0005596	APOSJ_57656, APOSJ_57655	SACKO_02729
OG0005597	APOSJ_03083, APOSJ_03082, APOSJ_49052	SACKO_33504
OG0005598	APOSJ_38509	SACKO_05099
OG0005599	APOSJ_00049, APOSJ_00051, APOSJ_00052, APOSJ_00050	SACKO_26088
OG0005600	APOSJ_02835, APOSJ_21064, APOSJ_21063, APOSJ_21062	SACKO_12141
OG0005601	APOSJ_03963, APOSJ_24607	SACKO_21184
OG0005602	APOSJ_16119	SACKO_11944
OG0005603	APOSJ_35340, APOSJ_35339	SACKO_25273
OG0005604	APOSJ_01787, APOSJ_21039	SACKO_31223
OG0005605	APOSJ_16440, APOSJ_16441	SACKO_01319, SACKO_03474
OG0005606	APOSJ_16533	SACKO_03893
OG0005607	APOSJ_57176	SACKO_13643
OG0005608	APOSJ_64454, APOSJ_64456, APOSJ_16012, APOSJ_16014, APOSJ_16005	SACKO_16280
OG0005609	APOSJ_32543, APOSJ_42009	SACKO_17434
OG0005610	APOSJ_08483, APOSJ_08482	SACKO_12766
OG0005611	APOSJ_51642	SACKO_26253
OG0005612	APOSJ_42046	SACKO_09079
OG0005613	APOSJ_40937, APOSJ_40936	SACKO_09102
OG0005614	APOSJ_01200, APOSJ_43639, APOSJ_01201	SACKO_17679
OG0005615	APOSJ_64038, APOSJ_64035	SACKO_32178
OG0005616	APOSJ_03982, APOSJ_24702	SACKO_28322
OG0005618	APOSJ_07819, APOSJ_64055	SACKO_32291
OG0005619	APOSJ_10685, APOSJ_10681, APOSJ_10679, APOSJ_10680	SACKO_13481
OG0005620	APOSJ_14820	SACKO_29798
OG0005621	APOSJ_54836, APOSJ_37973	SACKO_01271
OG0005622	APOSJ_40376, APOSJ_40375, APOSJ_52240, APOSJ_60047, APOSJ_40374	SACKO_09157, SACKO_17448
OG0005623	APOSJ_22567, APOSJ_56403, APOSJ_49352, APOSJ_22569, APOSJ_22573, APOSJ_40818	SACKO_12365
OG0005624	APOSJ_21201, APOSJ_24180, APOSJ_24179, APOSJ_21208	SACKO_07954
OG0005625	APOSJ_52796, APOSJ_52797, APOSJ_59531, APOSJ_52795	SACKO_21472
OG0005626	APOSJ_08133, APOSJ_08134	SACKO_18302
OG0005627	APOSJ_03552	SACKO_15889
OG0005628	APOSJ_01143, APOSJ_01145, APOSJ_01144	SACKO_17759
OG0005629	APOSJ_64257, APOSJ_64256	SACKO_26659
OG0005630	APOSJ_25119, APOSJ_25120	SACKO_31853
OG0005631	APOSJ_40673, APOSJ_40670, APOSJ_46471, APOSJ_40671, APOSJ_46474, APOSJ_40672, APOSJ_46479, APOSJ_46478, APOSJ_40674	SACKO_10370
OG0005632	APOSJ_35989, APOSJ_35990, APOSJ_35991	SACKO_05636, SACKO_13716
OG0005633	APOSJ_36050, APOSJ_36049	SACKO_19394
OG0005634	APOSJ_54610, APOSJ_04002, APOSJ_54609, APOSJ_04003	SACKO_10990
OG0005636	APOSJ_27098, APOSJ_27097	SACKO_04529
OG0005637	APOSJ_40949	SACKO_15408
OG0005638	APOSJ_07503, APOSJ_07502, APOSJ_07500, APOSJ_07501	SACKO_14835
OG0005639	APOSJ_12304, APOSJ_05004	SACKO_25991
OG0005640	APOSJ_27379, APOSJ_27380, APOSJ_63703, APOSJ_27381	SACKO_00907
OG0005641	APOSJ_19869, APOSJ_61173	SACKO_02171
OG0005642	APOSJ_42138, APOSJ_02120	SACKO_26072
OG0005643	APOSJ_63646, APOSJ_63647, APOSJ_34057	SACKO_31382, SACKO_23985
OG0005645	APOSJ_50798, APOSJ_07238	SACKO_13632
OG0005646	APOSJ_61232	SACKO_02675
OG0005647	APOSJ_22922, APOSJ_63189	SACKO_14199, SACKO_14194, SACKO_24404, SACKO_03281
OG0005648	APOSJ_11182, APOSJ_05678, APOSJ_42161	SACKO_05481
OG0005649	APOSJ_06570, APOSJ_06572, APOSJ_01069	SACKO_24271
OG0005650	APOSJ_51580, APOSJ_58121, APOSJ_58122, APOSJ_58118, APOSJ_51581, APOSJ_05471, APOSJ_46929, APOSJ_32762, APOSJ_15653, APOSJ_53101, APOSJ_52557	SACKO_27104
OG0005651	APOSJ_15197, APOSJ_15194, APOSJ_29925, APOSJ_15196	SACKO_22615
OG0005652	APOSJ_58541, APOSJ_58539, APOSJ_58542, APOSJ_58540	SACKO_07569
OG0005655	APOSJ_53899, APOSJ_10860, APOSJ_22462	SACKO_12960
OG0005659	APOSJ_36067, APOSJ_36068, APOSJ_36072, APOSJ_36070, APOSJ_36071, APOSJ_25545, APOSJ_55880	SACKO_25522
OG0005685	APOSJ_19918	SACKO_08440
OG0005690	APOSJ_17613	SACKO_11841
OG0005691	APOSJ_11446, APOSJ_11447, APOSJ_11448, APOSJ_11449	SACKO_12677
OG0005692	APOSJ_03811, APOSJ_45357, APOSJ_45355, APOSJ_45354, APOSJ_45356	SACKO_20143
OG0005694	APOSJ_51748, APOSJ_53743	SACKO_12183
OG0005695	APOSJ_01222	SACKO_08325
OG0005696	APOSJ_24686, APOSJ_42167	SACKO_04316
OG0005697	APOSJ_05355, APOSJ_54848	SACKO_13957
OG0005698	APOSJ_54081	SACKO_29435, SACKO_29420, SACKO_29410, SACKO_29401, SACKO_08685
OG0005699	APOSJ_08230, APOSJ_08231, APOSJ_51880, APOSJ_41179, APOSJ_41180, APOSJ_41178, APOSJ_08233, APOSJ_08232	SACKO_15248
OG0005701	APOSJ_32430	SACKO_25586
OG0005703	APOSJ_37460, APOSJ_37461, APOSJ_57398	SACKO_25031
OG0005704	APOSJ_06884, APOSJ_06885	SACKO_20811
OG0005706	APOSJ_09494	SACKO_27815, SACKO_19730
OG0005706	APOSJ_09493, APOSJ_09495	SACKO_27816
OG0005707	APOSJ_44833, APOSJ_28088, APOSJ_28089	SACKO_21284
OG0005708	APOSJ_43166, APOSJ_43165, APOSJ_47161	SACKO_26057
OG0005709	APOSJ_25975	SACKO_10779
OG0005709	APOSJ_10427, APOSJ_10428	SACKO_10778
OG0005710	APOSJ_65429	SACKO_14944
