Orthogroup	APOSJ_ok	MOUSE
OG0004802	APOSJ_34931, APOSJ_13567, APOSJ_12373, APOSJ_12370, APOSJ_12371, APOSJ_12368, APOSJ_41222, APOSJ_41221, APOSJ_57882, APOSJ_41220	MOUSE49328
OG0004803	APOSJ_47031	MOUSE45155, MOUSE45153, MOUSE45154
OG0004804	APOSJ_24020, APOSJ_24019, APOSJ_24018, APOSJ_24021, APOSJ_24022	MOUSE06346, MOUSE06345
OG0004805	APOSJ_22548	MOUSE12590, MOUSE12591, MOUSE12589
OG0004806	APOSJ_40069, APOSJ_03916	MOUSE28024, MOUSE28025, MOUSE07756, MOUSE07755
OG0004807	APOSJ_63391, APOSJ_63390, APOSJ_43822, APOSJ_63389	MOUSE41414, MOUSE41415, MOUSE41416
OG0004808	APOSJ_06149, APOSJ_06135, APOSJ_24939, APOSJ_11042	MOUSE52314
OG0004809	APOSJ_19872, APOSJ_19868, APOSJ_61178, APOSJ_19870, APOSJ_19871, APOSJ_19874, APOSJ_19873, APOSJ_19867	MOUSE17799, MOUSE17798
OG0004810	APOSJ_11272, APOSJ_11270, APOSJ_11273, APOSJ_29159, APOSJ_11271	MOUSE39310
OG0004811	APOSJ_46141, APOSJ_46140, APOSJ_46142, APOSJ_46138, APOSJ_25933	MOUSE49135, MOUSE49134, MOUSE49136, MOUSE49133
OG0004813	APOSJ_31074, APOSJ_36905	MOUSE13540
OG0004814	APOSJ_40107, APOSJ_38254, APOSJ_38049, APOSJ_38048, APOSJ_38045, APOSJ_38050, APOSJ_40125, APOSJ_38047	MOUSE26652
OG0004815	APOSJ_43578, APOSJ_43580, APOSJ_43579	MOUSE16538, MOUSE16539
OG0004816	APOSJ_14946	MOUSE43266
OG0004817	APOSJ_06092, APOSJ_06091	MOUSE26506, MOUSE26504, MOUSE26505, MOUSE26507
OG0004818	APOSJ_21320, APOSJ_21319	MOUSE15896, MOUSE50621, MOUSE50623, MOUSE50622, MOUSE50619, MOUSE50620
OG0004819	APOSJ_56296, APOSJ_56297	MOUSE29237, MOUSE29238
OG0004820	APOSJ_04253, APOSJ_04254	MOUSE00517, MOUSE00516, MOUSE00472
OG0004821	APOSJ_24690, APOSJ_26642, APOSJ_26641	MOUSE39301, MOUSE39300, MOUSE39302, MOUSE39305, MOUSE39303, MOUSE39304
OG0004822	APOSJ_06528	MOUSE22400, MOUSE22399
OG0004823	APOSJ_08585, APOSJ_08584	MOUSE30991, MOUSE30990, MOUSE30989, MOUSE30988, MOUSE30987
OG0004824	APOSJ_55610, APOSJ_03871, APOSJ_02600, APOSJ_03867, APOSJ_03868, APOSJ_62084, APOSJ_62083, APOSJ_56315, APOSJ_03863, APOSJ_62082	MOUSE23577, MOUSE23578, MOUSE23576
OG0004825	APOSJ_28793	MOUSE50607, MOUSE50605
OG0004826	APOSJ_09026, APOSJ_57560, APOSJ_53310, APOSJ_09024, APOSJ_09025, APOSJ_53311, APOSJ_53309, APOSJ_09027, APOSJ_57569	MOUSE49931
OG0004828	APOSJ_04111	MOUSE11521, MOUSE11520, MOUSE11518, MOUSE11519
OG0004829	APOSJ_43699, APOSJ_43700	MOUSE51624, MOUSE51623
OG0004830	APOSJ_19759, APOSJ_19756, APOSJ_19757, APOSJ_19758	MOUSE48477, MOUSE48472, MOUSE48471, MOUSE48476, MOUSE48475, MOUSE48473, MOUSE48474
OG0004831	APOSJ_02023, APOSJ_44925, APOSJ_44924	MOUSE33905, MOUSE32172, MOUSE32173
OG0004832	APOSJ_65220, APOSJ_65219, APOSJ_29675	MOUSE12527, MOUSE12528, MOUSE12525, MOUSE49226, MOUSE12526
OG0004833	APOSJ_62403	MOUSE03460, MOUSE03461
OG0004834	APOSJ_49766, APOSJ_21109, APOSJ_03086, APOSJ_21106, APOSJ_03089, APOSJ_03087, APOSJ_21104, APOSJ_26958	MOUSE45205, MOUSE45206, MOUSE45207
OG0004835	APOSJ_04057	MOUSE37549, MOUSE37552, MOUSE37550, MOUSE04952
OG0004836	APOSJ_27697, APOSJ_40200, APOSJ_40202	MOUSE38160, MOUSE38157, MOUSE38158, MOUSE38156
OG0004837	APOSJ_38702	MOUSE31041, MOUSE31039, MOUSE31040, MOUSE35395, MOUSE35396
OG0004838	APOSJ_48544, APOSJ_48545, APOSJ_48546	MOUSE33833, MOUSE33836, MOUSE33834, MOUSE33835
OG0004839	APOSJ_07569, APOSJ_15767	MOUSE00394, MOUSE00392, MOUSE00393
OG0004840	APOSJ_14016, APOSJ_14014, APOSJ_22814, APOSJ_14017	MOUSE47394, MOUSE47396, MOUSE47395
OG0004841	APOSJ_41059	MOUSE43676, MOUSE43677, MOUSE43674
OG0004842	APOSJ_12601, APOSJ_12602	MOUSE49795, MOUSE49793, MOUSE49796, MOUSE49794
OG0004843	APOSJ_57350, APOSJ_57351	MOUSE48933
OG0004844	APOSJ_56125, APOSJ_51902	MOUSE21088, MOUSE21080, MOUSE21087, MOUSE21082, MOUSE21085, MOUSE21086, MOUSE21084, MOUSE21081
OG0004846	APOSJ_22797, APOSJ_15878, APOSJ_15880, APOSJ_23224, APOSJ_22798, APOSJ_23233, APOSJ_22802, APOSJ_23227, APOSJ_22803, APOSJ_23225, APOSJ_23232, APOSJ_22800	MOUSE44703, MOUSE44702
OG0004847	APOSJ_29914, APOSJ_56206	MOUSE45086, MOUSE53673, MOUSE53674
OG0004848	APOSJ_49939	MOUSE45812
OG0004849	APOSJ_44960	MOUSE14093
OG0004850	APOSJ_07487, APOSJ_07486, APOSJ_07488, APOSJ_07489	MOUSE16037
OG0004851	APOSJ_54066, APOSJ_54064, APOSJ_54065, APOSJ_54067, APOSJ_31736	MOUSE51441
OG0004852	APOSJ_13803	MOUSE23914, MOUSE19030, MOUSE26079, MOUSE14232
OG0004853	APOSJ_27615, APOSJ_27616, APOSJ_11002, APOSJ_27617, APOSJ_11003, APOSJ_11004	MOUSE25470, MOUSE25467, MOUSE25468, MOUSE25471, MOUSE25469
OG0004854	APOSJ_43354	MOUSE21947, MOUSE21946, MOUSE21945
OG0004855	APOSJ_57740, APOSJ_09034	MOUSE05089
OG0004856	APOSJ_49434	MOUSE29695, MOUSE53841
OG0004858	APOSJ_28651	MOUSE37734, MOUSE37735, MOUSE37733, MOUSE37732, MOUSE37731
OG0004859	APOSJ_53179, APOSJ_53180, APOSJ_53181	MOUSE26156, MOUSE26157, MOUSE26155
OG0004860	APOSJ_59363, APOSJ_59362, APOSJ_40508, APOSJ_40493	MOUSE10656
OG0004861	APOSJ_09013, APOSJ_09012	MOUSE07935
OG0004862	APOSJ_53590, APOSJ_53591	MOUSE28710, MOUSE28711, MOUSE28712
OG0004863	APOSJ_33599, APOSJ_33600, APOSJ_33597, APOSJ_33596, APOSJ_33601, APOSJ_33598	MOUSE43953, MOUSE43952, MOUSE43951
OG0004864	APOSJ_15572, APOSJ_32233	MOUSE24972, MOUSE24975, MOUSE24974, MOUSE24973, MOUSE24970, MOUSE24969, MOUSE24971
OG0004865	APOSJ_34087	MOUSE05031, MOUSE05032
OG0004866	APOSJ_02533	MOUSE32531, MOUSE32530, MOUSE32528, MOUSE32529, MOUSE54965, MOUSE54967, MOUSE54966, MOUSE54964
OG0004867	APOSJ_09961	MOUSE17340, MOUSE17338, MOUSE17339, MOUSE17341, MOUSE17342
OG0004868	APOSJ_55092	MOUSE02970, MOUSE08260
OG0004869	APOSJ_48806, APOSJ_48809, APOSJ_48807, APOSJ_48808	MOUSE02388
OG0004870	APOSJ_35481, APOSJ_35479, APOSJ_35480, APOSJ_56402	MOUSE36108, MOUSE36109, MOUSE36107
OG0004871	APOSJ_32100, APOSJ_32099	MOUSE37498
OG0004872	APOSJ_51727	MOUSE18996, MOUSE48973, MOUSE48974, MOUSE48972, MOUSE48976, MOUSE48975
OG0004873	APOSJ_22465, APOSJ_22464	MOUSE04807, MOUSE04811, MOUSE04806, MOUSE04809, MOUSE04810, MOUSE04808
OG0004874	APOSJ_20927, APOSJ_20926, APOSJ_20925, APOSJ_20929, APOSJ_20928	MOUSE13924
OG0004875	APOSJ_09138, APOSJ_09135, APOSJ_56143, APOSJ_09134, APOSJ_56160, APOSJ_56101, APOSJ_58595, APOSJ_58585	MOUSE33657
OG0004877	APOSJ_01770, APOSJ_01774, APOSJ_01769, APOSJ_43285, APOSJ_43297, APOSJ_00294	MOUSE36952, MOUSE36955
OG0004879	APOSJ_50430, APOSJ_10723, APOSJ_50429, APOSJ_02936, APOSJ_10719, APOSJ_50431, APOSJ_02935, APOSJ_10717	MOUSE15652
OG0004880	APOSJ_32271, APOSJ_32273, APOSJ_32272	MOUSE15185, MOUSE15184, MOUSE15186
OG0004881	APOSJ_17490, APOSJ_17492, APOSJ_17493, APOSJ_17491, APOSJ_17489, APOSJ_44532	MOUSE15429, MOUSE15431
OG0004882	APOSJ_46031, APOSJ_46030	MOUSE49527, MOUSE49526
OG0004883	APOSJ_33989	MOUSE05914, MOUSE05913, MOUSE38691, MOUSE38690, MOUSE38689
OG0004884	APOSJ_54189, APOSJ_39642, APOSJ_39641	MOUSE07911, MOUSE07912, MOUSE07908, MOUSE07910
OG0004885	APOSJ_57784	MOUSE01003
OG0004886	APOSJ_20094	MOUSE47551
OG0004887	APOSJ_38011, APOSJ_38012, APOSJ_38010, APOSJ_38013	MOUSE33843
OG0004888	APOSJ_09670	MOUSE26151, MOUSE26154, MOUSE26153, MOUSE26152
OG0004889	APOSJ_51662	MOUSE25760, MOUSE25761, MOUSE25763, MOUSE25762
OG0004890	APOSJ_13318	MOUSE05043, MOUSE05045, MOUSE05044, MOUSE05046
OG0004891	APOSJ_43303, APOSJ_56229, APOSJ_43302, APOSJ_10917, APOSJ_43305, APOSJ_43304, APOSJ_43306	MOUSE33914
OG0004892	APOSJ_58108, APOSJ_19797	MOUSE21416, MOUSE12826
OG0004893	APOSJ_40064, APOSJ_40066, APOSJ_40063, APOSJ_50245, APOSJ_40067	MOUSE34071, MOUSE34070
OG0004894	APOSJ_45897, APOSJ_54359	MOUSE48215, MOUSE03198
OG0004895	APOSJ_32149, APOSJ_32146, APOSJ_32145, APOSJ_32148, APOSJ_32150, APOSJ_32147	MOUSE38252, MOUSE38254, MOUSE38253
OG0004896	APOSJ_21480	MOUSE25287, MOUSE25286, MOUSE25292, MOUSE25289
OG0004897	APOSJ_09420, APOSJ_52127	MOUSE19572, MOUSE19571, MOUSE19570
OG0004898	APOSJ_36783, APOSJ_36784	MOUSE50603, MOUSE50602
OG0004899	APOSJ_60298, APOSJ_60304, APOSJ_60303, APOSJ_60302	MOUSE48091
OG0004900	APOSJ_25808, APOSJ_14526, APOSJ_14525, APOSJ_25811	MOUSE22530, MOUSE22529, MOUSE22526, MOUSE22527, MOUSE22528, MOUSE22531, MOUSE22525
OG0004901	APOSJ_14245, APOSJ_14246, APOSJ_14247, APOSJ_14244	MOUSE17250, MOUSE17248, MOUSE17249
OG0004902	APOSJ_29849	MOUSE02960
OG0004903	APOSJ_51131, APOSJ_51130	MOUSE23191, MOUSE23193, MOUSE23192
OG0004904	APOSJ_19795, APOSJ_19793, APOSJ_19796, APOSJ_19794	MOUSE14984
OG0004906	APOSJ_28429, APOSJ_28431, APOSJ_28430	MOUSE46071, MOUSE46074, MOUSE46073, MOUSE46072, MOUSE46069, MOUSE46070
OG0004908	APOSJ_56476, APOSJ_56477, APOSJ_14585, APOSJ_56478, APOSJ_56475, APOSJ_56474	MOUSE15539, MOUSE15537, MOUSE15538
OG0004910	APOSJ_65329, APOSJ_65330, APOSJ_65333, APOSJ_65331, APOSJ_65334, APOSJ_43348	MOUSE37085, MOUSE37087
OG0004911	APOSJ_07908, APOSJ_49633	MOUSE14226
OG0004913	APOSJ_23545, APOSJ_23544	MOUSE38289, MOUSE38290, MOUSE38291
OG0004914	APOSJ_52552, APOSJ_13954, APOSJ_05745, APOSJ_08221, APOSJ_52560, APOSJ_13955, APOSJ_08222, APOSJ_13956, APOSJ_52565, APOSJ_22338, APOSJ_05746	MOUSE04917
OG0004915	APOSJ_54499	MOUSE04724, MOUSE04725, MOUSE04722, MOUSE04723, MOUSE37534, MOUSE37533
OG0004916	APOSJ_25915	MOUSE26440, MOUSE26441, MOUSE08524, MOUSE08523, MOUSE08522
OG0004917	APOSJ_19731, APOSJ_19732, APOSJ_20104	MOUSE34376
OG0004919	APOSJ_03801, APOSJ_23526, APOSJ_03802, APOSJ_03800	MOUSE28906, MOUSE28907
OG0004920	APOSJ_36986, APOSJ_02729	MOUSE23361, MOUSE23362
OG0004921	APOSJ_11173	MOUSE34986
OG0004922	APOSJ_09058, APOSJ_02129, APOSJ_29653	MOUSE13359
OG0004923	APOSJ_61482	MOUSE04504, MOUSE04503, MOUSE04502
OG0004924	APOSJ_39347, APOSJ_39346	MOUSE10047
OG0004925	APOSJ_51311, APOSJ_52391	MOUSE30655, MOUSE30653, MOUSE30669
OG0004926	APOSJ_46817, APOSJ_46816, APOSJ_46814, APOSJ_46810, APOSJ_46811, APOSJ_46813, APOSJ_46812, APOSJ_46815	MOUSE32809, MOUSE32810, MOUSE32808, MOUSE32811
OG0004927	APOSJ_10517, APOSJ_10518	MOUSE07258, MOUSE07257, MOUSE27996, MOUSE27995
OG0004928	APOSJ_01718, APOSJ_10664	MOUSE05335, MOUSE05336
OG0004929	APOSJ_24526, APOSJ_23301	MOUSE29800, MOUSE29803, MOUSE29802, MOUSE29801, MOUSE29799
OG0004930	APOSJ_07044, APOSJ_07043, APOSJ_63408	MOUSE04114, MOUSE15608, MOUSE15609
OG0004931	APOSJ_01448, APOSJ_01449	MOUSE50896, MOUSE50897, MOUSE50898
OG0004932	APOSJ_32244, APOSJ_32245	MOUSE29134
OG0004933	APOSJ_14138	MOUSE30028, MOUSE30027, MOUSE03469
OG0004934	APOSJ_23276	MOUSE25916, MOUSE25917, MOUSE25918, MOUSE25911, MOUSE25914, MOUSE25912, MOUSE25913, MOUSE25919
OG0004935	APOSJ_17029, APOSJ_17030, APOSJ_17031, APOSJ_17032	MOUSE53807, MOUSE53817, MOUSE53825, MOUSE17944, MOUSE17945
OG0004936	APOSJ_63800, APOSJ_63801, APOSJ_63802, APOSJ_63804	MOUSE27370, MOUSE27371, MOUSE27369
OG0004937	APOSJ_04050	MOUSE07870, MOUSE18801
OG0004938	APOSJ_44468, APOSJ_44470, APOSJ_44467, APOSJ_44473, APOSJ_61658, APOSJ_10124, APOSJ_44469, APOSJ_44472, APOSJ_15243	MOUSE43015
OG0004939	APOSJ_35887, APOSJ_35884, APOSJ_35883, APOSJ_35882, APOSJ_35881, APOSJ_35885	MOUSE19465, MOUSE27264
OG0004940	APOSJ_31017, APOSJ_22245	MOUSE20737, MOUSE06844
OG0004941	APOSJ_63635, APOSJ_63634, APOSJ_54154, APOSJ_54155, APOSJ_63636, APOSJ_24316	MOUSE24305, MOUSE24308, MOUSE24309, MOUSE24307, MOUSE24306
OG0004942	APOSJ_61692, APOSJ_26665, APOSJ_65364, APOSJ_25055	MOUSE35657, MOUSE35650, MOUSE35651, MOUSE35654, MOUSE35655, MOUSE35652, MOUSE35656, MOUSE35653
OG0004944	APOSJ_21026, APOSJ_21027	MOUSE40667, MOUSE40665, MOUSE40669, MOUSE40671, MOUSE40672, MOUSE40668, MOUSE40664, MOUSE40670, MOUSE40666
OG0004945	APOSJ_20235, APOSJ_20234	MOUSE33252, MOUSE33253, MOUSE33251, MOUSE33254
OG0004946	APOSJ_42916, APOSJ_63958, APOSJ_17217	MOUSE24708, MOUSE24707, MOUSE24710, MOUSE24709
OG0004947	APOSJ_33737	MOUSE10395, MOUSE10396, MOUSE10394
OG0004948	APOSJ_57639	MOUSE05736, MOUSE27269
OG0004949	APOSJ_48797, APOSJ_48799	MOUSE42542, MOUSE42543, MOUSE42540, MOUSE42541
OG0004950	APOSJ_33045	MOUSE30935, MOUSE30934
OG0004951	APOSJ_11436, APOSJ_07007, APOSJ_11438, APOSJ_11437	MOUSE53668, MOUSE53665, MOUSE53666, MOUSE53664, MOUSE53667, MOUSE53663
OG0004952	APOSJ_05061, APOSJ_05060	MOUSE07097, MOUSE07096
OG0004953	APOSJ_47652, APOSJ_29275, APOSJ_47647, APOSJ_47648	MOUSE21439, MOUSE21438
OG0004954	APOSJ_56410, APOSJ_56414, APOSJ_19190, APOSJ_56412, APOSJ_56413, APOSJ_56415	MOUSE12687, MOUSE12689, MOUSE12688
OG0004955	APOSJ_13775, APOSJ_50653, APOSJ_50651, APOSJ_50647, APOSJ_16614, APOSJ_16615, APOSJ_50650, APOSJ_50648, APOSJ_50652, APOSJ_13765, APOSJ_47226	MOUSE02534, MOUSE02533, MOUSE02532
OG0004956	APOSJ_57028	MOUSE53599, MOUSE53597, MOUSE53598, MOUSE24887, MOUSE24888, MOUSE24889, MOUSE24890
OG0004957	APOSJ_22561, APOSJ_22559	MOUSE23032, MOUSE23031
OG0004958	APOSJ_23411, APOSJ_23409	MOUSE10283, MOUSE10282, MOUSE10286, MOUSE10285, MOUSE10284, MOUSE10281
OG0004960	APOSJ_27696, APOSJ_52186, APOSJ_52182, APOSJ_52184, APOSJ_59020, APOSJ_52185	MOUSE44550
OG0004961	APOSJ_13527	MOUSE01243, MOUSE01244
OG0004962	APOSJ_54256, APOSJ_54255	MOUSE06938, MOUSE06939
OG0004963	APOSJ_05108	MOUSE37238
OG0004964	APOSJ_54867, APOSJ_54866	MOUSE05557, MOUSE05556
OG0004965	APOSJ_32364, APOSJ_32363, APOSJ_32362, APOSJ_32360, APOSJ_32358, APOSJ_32361, APOSJ_32365, APOSJ_06541, APOSJ_41329, APOSJ_32359, APOSJ_32366, APOSJ_06542	MOUSE19696
OG0004967	APOSJ_43535, APOSJ_43534, APOSJ_14112	MOUSE14734
OG0004968	APOSJ_31183, APOSJ_31182	MOUSE49508, MOUSE49507, MOUSE49506, MOUSE49505
OG0004969	APOSJ_64992, APOSJ_64994	MOUSE15411, MOUSE15409, MOUSE15410
OG0004970	APOSJ_59779, APOSJ_59777, APOSJ_59775, APOSJ_59776, APOSJ_59780, APOSJ_59778	MOUSE22680, MOUSE53993
OG0004971	APOSJ_02224	MOUSE18798, MOUSE18799
OG0004972	APOSJ_31723	MOUSE46148, MOUSE46149, MOUSE46147
OG0004974	APOSJ_45670, APOSJ_45677	MOUSE27053, MOUSE27054, MOUSE27051, MOUSE27052
OG0004975	APOSJ_09474	MOUSE13200
OG0004976	APOSJ_25564, APOSJ_25563	MOUSE19407
OG0004977	APOSJ_39190	MOUSE22046
OG0004978	APOSJ_45329, APOSJ_45330, APOSJ_45331	MOUSE54637, MOUSE54638
OG0004979	APOSJ_59808, APOSJ_32176	MOUSE08609, MOUSE08610, MOUSE08606, MOUSE08608, MOUSE08607, MOUSE08605
OG0004980	APOSJ_16279	MOUSE11420, MOUSE11418, MOUSE00740
OG0004981	APOSJ_05761	MOUSE10970, MOUSE10969
OG0004982	APOSJ_30485, APOSJ_13631, APOSJ_13628, APOSJ_19995, APOSJ_30483, APOSJ_30486, APOSJ_30487, APOSJ_30484	MOUSE25444, MOUSE25443
OG0004983	APOSJ_35903	MOUSE21107, MOUSE21106, MOUSE21108
OG0004984	APOSJ_37852	MOUSE01265, MOUSE01266
OG0004985	APOSJ_52703, APOSJ_54246, APOSJ_54247	MOUSE40995
OG0004988	APOSJ_13896, APOSJ_12595, APOSJ_65428, APOSJ_13894	MOUSE37283
OG0004989	APOSJ_50907, APOSJ_50906	MOUSE27227
OG0004990	APOSJ_24351, APOSJ_39654	MOUSE36131, MOUSE36130, MOUSE36129, MOUSE36128, MOUSE36126, MOUSE36124, MOUSE36127, MOUSE36123, MOUSE36125
OG0004991	APOSJ_43933, APOSJ_43932, APOSJ_43931	MOUSE24893, MOUSE52621, MOUSE52617, MOUSE52618, MOUSE52620, MOUSE52619
OG0004992	APOSJ_61314, APOSJ_61310, APOSJ_61311	MOUSE23788, MOUSE23789, MOUSE23787, MOUSE23786
OG0004994	APOSJ_46078, APOSJ_50036, APOSJ_50035	MOUSE44216, MOUSE44212, MOUSE44215, MOUSE44213, MOUSE44214
OG0004995	APOSJ_03278, APOSJ_03279	MOUSE51893, MOUSE51888, MOUSE51889, MOUSE51892, MOUSE51891, MOUSE51887, MOUSE51890, MOUSE51894, MOUSE51884, MOUSE51885, MOUSE51886
OG0004996	APOSJ_43909, APOSJ_43910	MOUSE41010, MOUSE41011, MOUSE41009, MOUSE41008
OG0004997	APOSJ_40760, APOSJ_22756, APOSJ_62062, APOSJ_63285, APOSJ_40762, APOSJ_04480, APOSJ_63284, APOSJ_63286, APOSJ_22787	MOUSE46780
OG0004999	APOSJ_60904, APOSJ_43265, APOSJ_04995, APOSJ_43264, APOSJ_43266, APOSJ_04994, APOSJ_43263, APOSJ_43262	MOUSE45796
OG0005000	APOSJ_13393, APOSJ_13394, APOSJ_51574, APOSJ_18748, APOSJ_51576, APOSJ_51575, APOSJ_13396, APOSJ_51572, APOSJ_51573, APOSJ_13392, APOSJ_13395	MOUSE02017, MOUSE02019, MOUSE02018
OG0005002	APOSJ_21468	MOUSE01458, MOUSE01457
OG0005003	APOSJ_65264, APOSJ_65268, APOSJ_65265, APOSJ_65262, APOSJ_65266, APOSJ_65263, APOSJ_65269, APOSJ_65267	MOUSE04384
OG0005004	APOSJ_07118, APOSJ_07116, APOSJ_07117	MOUSE23035, MOUSE23034, MOUSE23033, MOUSE23037, MOUSE23038, MOUSE23036, MOUSE54543, MOUSE54542
OG0005005	APOSJ_07447, APOSJ_07452, APOSJ_07451, APOSJ_07450, APOSJ_07448, APOSJ_51635	MOUSE14301, MOUSE14302, MOUSE14300
OG0005006	APOSJ_62307, APOSJ_00938	MOUSE05686, MOUSE05684, MOUSE05687, MOUSE05685
OG0005007	APOSJ_50087	MOUSE29570, MOUSE29569, MOUSE29571, MOUSE29568, MOUSE12938
OG0005009	APOSJ_54098, APOSJ_54099	MOUSE15883, MOUSE15885, MOUSE15884, MOUSE15886
OG0005010	APOSJ_52743, APOSJ_52744	MOUSE06295, MOUSE06296
OG0005011	APOSJ_18162, APOSJ_32029, APOSJ_32026	MOUSE07665, MOUSE07663, MOUSE07666, MOUSE07664
OG0005012	APOSJ_54548, APOSJ_06782, APOSJ_06781	MOUSE30180, MOUSE30183, MOUSE30181, MOUSE30182
OG0005014	APOSJ_23105, APOSJ_23102, APOSJ_23103, APOSJ_23104, APOSJ_23100, APOSJ_23101	MOUSE15361
OG0005015	APOSJ_27338	MOUSE31549, MOUSE31548, MOUSE31550, MOUSE31551
OG0005016	APOSJ_21618	MOUSE11170, MOUSE11191, MOUSE11168, MOUSE11189, MOUSE11178, MOUSE11169, MOUSE11179, MOUSE11190
OG0005017	APOSJ_19015, APOSJ_19073, APOSJ_62478	MOUSE10236, MOUSE10235, MOUSE52207, MOUSE30842
OG0005038	APOSJ_25663	MOUSE54302, MOUSE54298, MOUSE54299, MOUSE19866, MOUSE36889, MOUSE54301, MOUSE54300, MOUSE54297
OG0005040	APOSJ_25951, APOSJ_25950, APOSJ_25949	MOUSE16190
OG0005044	APOSJ_23460	MOUSE20027, MOUSE20023, MOUSE04953
OG0005045	APOSJ_21781	MOUSE00397, MOUSE00396, MOUSE00395
OG0005046	APOSJ_55299, APOSJ_55298, APOSJ_55301	MOUSE18546
OG0005047	APOSJ_21624	MOUSE16902, MOUSE16903
OG0005048	APOSJ_44474	MOUSE24359, MOUSE24358
OG0005049	APOSJ_54467, APOSJ_29604	MOUSE52808, MOUSE52805, MOUSE52807, MOUSE52806, MOUSE52810, MOUSE52811, MOUSE52804
OG0005050	APOSJ_30862, APOSJ_30864	MOUSE46865, MOUSE46864, MOUSE46866, MOUSE46867, MOUSE27916, MOUSE27915
OG0005053	APOSJ_34587	MOUSE04391
OG0005054	APOSJ_11161	MOUSE31825
OG0005055	APOSJ_25687, APOSJ_25686	MOUSE03102
OG0005057	APOSJ_09247, APOSJ_09249, APOSJ_09250, APOSJ_09246, APOSJ_09251, APOSJ_09245	MOUSE00678, MOUSE00676, MOUSE00675, MOUSE00674
OG0005058	APOSJ_03202, APOSJ_03201, APOSJ_03200	MOUSE39151, MOUSE39152, MOUSE18386
OG0005059	APOSJ_18374, APOSJ_18375, APOSJ_18376	MOUSE25532
OG0005061	APOSJ_50914	MOUSE41390
OG0005062	APOSJ_29478, APOSJ_29477, APOSJ_29479	MOUSE02347, MOUSE02349, MOUSE02348
OG0005063	APOSJ_11502, APOSJ_11501	MOUSE00756, MOUSE31632, MOUSE31633
OG0005064	APOSJ_46090	MOUSE08974
OG0005065	APOSJ_15582, APOSJ_15580, APOSJ_15579, APOSJ_15584, APOSJ_15577, APOSJ_15585, APOSJ_15581, APOSJ_15583	MOUSE35956, MOUSE35955
OG0005066	APOSJ_04255	MOUSE00023, MOUSE00024
OG0005067	APOSJ_19544, APOSJ_19545	MOUSE08611
OG0005068	APOSJ_22008	MOUSE38395, MOUSE38394
OG0005069	APOSJ_43755, APOSJ_58386	MOUSE16850
OG0005070	APOSJ_32618, APOSJ_32615, APOSJ_32614, APOSJ_32617, APOSJ_32619, APOSJ_32613, APOSJ_32616	MOUSE06188
OG0005072	APOSJ_16124, APOSJ_16125, APOSJ_16123	MOUSE53842, MOUSE53843
OG0005073	APOSJ_65226	MOUSE09457, MOUSE09456, MOUSE09453, MOUSE09458, MOUSE09455
OG0005074	APOSJ_27103, APOSJ_60340	MOUSE54053, MOUSE20748, MOUSE54051, MOUSE54050, MOUSE54052
OG0005075	APOSJ_03231, APOSJ_25265, APOSJ_25277, APOSJ_25286	MOUSE24915
OG0005076	APOSJ_27891, APOSJ_27890, APOSJ_27892, APOSJ_27889	MOUSE51690, MOUSE51689, MOUSE51691
OG0005077	APOSJ_30593, APOSJ_30592	MOUSE35139
OG0005079	APOSJ_64023, APOSJ_09927, APOSJ_64017, APOSJ_02258, APOSJ_26251, APOSJ_02255, APOSJ_02257, APOSJ_09926, APOSJ_02256	MOUSE27539, MOUSE27538, MOUSE27540
OG0005080	APOSJ_54719, APOSJ_08961	MOUSE16673, MOUSE27401
OG0005081	APOSJ_55153, APOSJ_55159, APOSJ_55156, APOSJ_44300, APOSJ_44292, APOSJ_55155	MOUSE05397, MOUSE05396, MOUSE05395
OG0005082	APOSJ_44825, APOSJ_53988	MOUSE37935, MOUSE37936
OG0005083	APOSJ_60183, APOSJ_60182	MOUSE16618
OG0005084	APOSJ_31413	MOUSE41249
OG0005085	APOSJ_58560	MOUSE41896, MOUSE41895, MOUSE41892, MOUSE41893, MOUSE41894
OG0005086	APOSJ_01944, APOSJ_31729, APOSJ_31727, APOSJ_31730	MOUSE11278, MOUSE11279, MOUSE11277
OG0005087	APOSJ_62651	MOUSE24357
OG0005088	APOSJ_56283, APOSJ_56285, APOSJ_13704, APOSJ_56286	MOUSE48666
OG0005089	APOSJ_61105, APOSJ_53072, APOSJ_53073, APOSJ_61107, APOSJ_53070, APOSJ_53071	MOUSE32552
OG0005090	APOSJ_07816, APOSJ_07815, APOSJ_07814	MOUSE15030, MOUSE15031
OG0005091	APOSJ_35880, APOSJ_46668, APOSJ_46661, APOSJ_24623, APOSJ_46664, APOSJ_45961, APOSJ_46662, APOSJ_35886, APOSJ_46663, APOSJ_28255, APOSJ_24621	MOUSE38790
OG0005092	APOSJ_35545, APOSJ_35548, APOSJ_35547, APOSJ_35546	MOUSE53561, MOUSE53558, MOUSE53557, MOUSE53560, MOUSE53559
OG0005093	APOSJ_29773, APOSJ_29772	MOUSE00573, MOUSE00574, MOUSE00575, MOUSE00572
OG0005094	APOSJ_56902, APOSJ_08908, APOSJ_17858, APOSJ_46849, APOSJ_17864, APOSJ_17861, APOSJ_17862, APOSJ_17860, APOSJ_17859	MOUSE43755, MOUSE43756, MOUSE43758
OG0005095	APOSJ_03771, APOSJ_65000	MOUSE49469
