Orthogroup	APOSJ_ok	CAPO3
OG0005202	APOSJ_00286	CAPO300013
OG0005203	APOSJ_39818, APOSJ_39821, APOSJ_64394, APOSJ_51520, APOSJ_64396, APOSJ_64397, APOSJ_64395, APOSJ_39822, APOSJ_64398, APOSJ_39820	CAPO304416
OG0005205	APOSJ_53300, APOSJ_53308, APOSJ_29396	CAPO302576
OG0005206	APOSJ_03073, APOSJ_03072	CAPO301965
OG0005208	APOSJ_02422, APOSJ_50848, APOSJ_02427, APOSJ_02423, APOSJ_02424, APOSJ_50860	CAPO303001
OG0005209	APOSJ_15632	CAPO300492
OG0005210	APOSJ_51755, APOSJ_13421	CAPO301315
OG0005212	APOSJ_54735	CAPO300331
OG0005214	APOSJ_52113	CAPO304556
OG0005215	APOSJ_29511, APOSJ_29512, APOSJ_24431, APOSJ_24432	CAPO308114
OG0005216	APOSJ_65106	CAPO304567
OG0005217	APOSJ_52958, APOSJ_52956, APOSJ_52957	CAPO303096, CAPO306650
OG0005221	APOSJ_50955	CAPO306723
OG0005222	APOSJ_49861, APOSJ_49872, APOSJ_49867	CAPO305567
OG0005223	APOSJ_60792	CAPO302922
OG0005224	APOSJ_10555, APOSJ_02178	CAPO300521
OG0005228	APOSJ_62726, APOSJ_53349	CAPO300902
OG0005229	APOSJ_00853, APOSJ_00852	CAPO300950
OG0005230	APOSJ_56895	CAPO305306
OG0005231	APOSJ_05633	CAPO307526
OG0005233	APOSJ_53254, APOSJ_40491	CAPO307259
OG0005234	APOSJ_24396, APOSJ_24397	CAPO306586, CAPO305435
OG0005237	APOSJ_13660, APOSJ_09963, APOSJ_09965, APOSJ_09964	CAPO300405
OG0005238	APOSJ_36811, APOSJ_36810, APOSJ_36812	CAPO307942
OG0005239	APOSJ_14469, APOSJ_14467, APOSJ_14468, APOSJ_14470	CAPO305851
OG0005240	APOSJ_21981	CAPO302162
OG0005241	APOSJ_26177, APOSJ_26175, APOSJ_26178, APOSJ_26174, APOSJ_26176	CAPO301367
OG0005243	APOSJ_16179, APOSJ_16178	CAPO302946
OG0005244	APOSJ_06294, APOSJ_48707, APOSJ_46249, APOSJ_48703, APOSJ_48704, APOSJ_48706	CAPO301413
OG0005245	APOSJ_17903	CAPO305774
OG0005247	APOSJ_64625, APOSJ_64623, APOSJ_64624, APOSJ_60319	CAPO305218
OG0005249	APOSJ_21534	CAPO306769
OG0005250	APOSJ_50740, APOSJ_50739	CAPO304032
OG0005251	APOSJ_29295, APOSJ_04698	CAPO306449
OG0005253	APOSJ_02455	CAPO307867
OG0005254	APOSJ_09536, APOSJ_09534	CAPO304356
OG0005255	APOSJ_48571	CAPO303838, CAPO300416
OG0005257	APOSJ_37812, APOSJ_16393, APOSJ_16394	CAPO302797
OG0005258	APOSJ_40485, APOSJ_53209, APOSJ_40484, APOSJ_53208	CAPO301990
OG0005259	APOSJ_42743, APOSJ_50274	CAPO303873
OG0005261	APOSJ_11799	CAPO305240
OG0005262	APOSJ_48744, APOSJ_48743	CAPO301884
OG0005265	APOSJ_12250	CAPO305767
OG0005267	APOSJ_03830	CAPO300315
OG0005268	APOSJ_34509, APOSJ_34511, APOSJ_34512, APOSJ_17196, APOSJ_34508, APOSJ_34510	CAPO302457
OG0005269	APOSJ_24052	CAPO303868
OG0005271	APOSJ_39744, APOSJ_39748, APOSJ_48316, APOSJ_48324, APOSJ_48317	CAPO303459
OG0005272	APOSJ_16121, APOSJ_20215	CAPO300142
OG0005273	APOSJ_48346	CAPO302742
OG0005275	APOSJ_00850, APOSJ_00849, APOSJ_00851	CAPO301557
OG0005277	APOSJ_30935, APOSJ_30938, APOSJ_62445, APOSJ_30937, APOSJ_62449	CAPO302973, CAPO308033
OG0005278	APOSJ_43536, APOSJ_06599	CAPO306576, CAPO308328
OG0005279	APOSJ_27566, APOSJ_41753, APOSJ_62443, APOSJ_27562, APOSJ_27565	CAPO304182
OG0005280	APOSJ_46493, APOSJ_23167, APOSJ_59783	CAPO306635
OG0005285	APOSJ_22467, APOSJ_22466, APOSJ_22468	CAPO302006
OG0005287	APOSJ_07930, APOSJ_07929, APOSJ_07928, APOSJ_07927, APOSJ_07931, APOSJ_07926	CAPO307607
OG0005289	APOSJ_58424	CAPO304679
OG0005290	APOSJ_08288, APOSJ_25156	CAPO305632
OG0005292	APOSJ_44493	CAPO300881
OG0005293	APOSJ_35801, APOSJ_35799, APOSJ_35800	CAPO303402
OG0005294	APOSJ_54107	CAPO306913
OG0005295	APOSJ_04359	CAPO304907
OG0005298	APOSJ_50790, APOSJ_63053	CAPO307279
OG0005299	APOSJ_46282, APOSJ_54048	CAPO304069
OG0005300	APOSJ_21040, APOSJ_21043, APOSJ_21041, APOSJ_21042	CAPO304452
OG0005301	APOSJ_03880, APOSJ_03882, APOSJ_03881, APOSJ_03883	CAPO307444
OG0005303	APOSJ_40792, APOSJ_25660	CAPO304454
OG0005305	APOSJ_57113	CAPO301003
OG0005309	APOSJ_31287, APOSJ_31288	CAPO306631
OG0005312	APOSJ_37793	CAPO307454, CAPO303466
OG0005314	APOSJ_34407, APOSJ_34406	CAPO302074
OG0005315	APOSJ_00056, APOSJ_00055	CAPO302427
OG0005316	APOSJ_03304, APOSJ_03306	CAPO301704
OG0005317	APOSJ_17874, APOSJ_13230	CAPO307168
OG0005318	APOSJ_31640	CAPO308249
OG0005319	APOSJ_16272, APOSJ_23310	CAPO302638
OG0005320	APOSJ_59955, APOSJ_29132, APOSJ_29133, APOSJ_59958, APOSJ_59952, APOSJ_59954, APOSJ_59950, APOSJ_59949, APOSJ_29131, APOSJ_59959, APOSJ_59951, APOSJ_59953	CAPO301023
OG0005322	APOSJ_15754	CAPO308079
OG0005323	APOSJ_03092	CAPO307349
OG0005324	APOSJ_04130, APOSJ_04131, APOSJ_04129, APOSJ_04132, APOSJ_04133, APOSJ_47287, APOSJ_04128	CAPO303901
OG0005325	APOSJ_54275	CAPO301092
OG0005326	APOSJ_50330, APOSJ_50331, APOSJ_50332	CAPO303331
OG0005331	APOSJ_02589, APOSJ_02588, APOSJ_41468	CAPO301923
OG0005359	APOSJ_35688	CAPO300630
OG0005360	APOSJ_33962, APOSJ_17576	CAPO303782
OG0005364	APOSJ_49519	CAPO300756
OG0005365	APOSJ_19646, APOSJ_19647, APOSJ_19645, APOSJ_59336	CAPO303866
OG0005366	APOSJ_13911, APOSJ_13912, APOSJ_13910	CAPO300645
OG0005367	APOSJ_48207	CAPO304113
OG0005370	APOSJ_26097, APOSJ_26099	CAPO303423
OG0005371	APOSJ_51700	CAPO306407
OG0005373	APOSJ_58842, APOSJ_58841, APOSJ_26945, APOSJ_38331, APOSJ_58840	CAPO302507
OG0005374	APOSJ_06211, APOSJ_06210, APOSJ_06209	CAPO300609
OG0005375	APOSJ_61652, APOSJ_17675	CAPO305216
OG0005377	APOSJ_51294, APOSJ_51295	CAPO307926
OG0005378	APOSJ_22202, APOSJ_22201	CAPO301284
OG0005379	APOSJ_65186, APOSJ_22930, APOSJ_35544, APOSJ_35543	CAPO303714
OG0005380	APOSJ_29935, APOSJ_29934, APOSJ_29936	CAPO306791
OG0005384	APOSJ_61322, APOSJ_61323, APOSJ_40697, APOSJ_61321	CAPO300411
OG0005385	APOSJ_55033, APOSJ_52768	CAPO305502
OG0005386	APOSJ_37256, APOSJ_37257, APOSJ_37255, APOSJ_37254	CAPO307872
OG0005388	APOSJ_13165	CAPO301274
OG0005389	APOSJ_44373, APOSJ_58743	CAPO300599
OG0005390	APOSJ_09585, APOSJ_09583, APOSJ_09582, APOSJ_61769, APOSJ_09584, APOSJ_09586	CAPO301450
OG0005391	APOSJ_56690	CAPO302409
OG0005393	APOSJ_54930, APOSJ_54928	CAPO302465
OG0005394	APOSJ_07032, APOSJ_07028, APOSJ_07031, APOSJ_07033, APOSJ_07034, APOSJ_07030	CAPO306444
OG0005395	APOSJ_28995, APOSJ_28996, APOSJ_39116	CAPO302966
OG0005398	APOSJ_20164, APOSJ_20165	CAPO301199
OG0005399	APOSJ_40860, APOSJ_40861	CAPO306277
OG0005400	APOSJ_17572, APOSJ_17573	CAPO301149
OG0005402	APOSJ_18011, APOSJ_57052	CAPO307246
OG0005403	APOSJ_14428	CAPO303785
OG0005404	APOSJ_06423, APOSJ_06422	CAPO306644
OG0005405	APOSJ_58732, APOSJ_52666, APOSJ_52668, APOSJ_52667, APOSJ_52669	CAPO304677
OG0005406	APOSJ_19692	CAPO301050
OG0005408	APOSJ_65008, APOSJ_29927, APOSJ_29926	CAPO306656
OG0005409	APOSJ_14631, APOSJ_14632	CAPO304722
OG0005410	APOSJ_22592, APOSJ_13749, APOSJ_22593	CAPO300140
OG0005412	APOSJ_36368	CAPO300143
OG0005413	APOSJ_52365, APOSJ_52363, APOSJ_52364	CAPO304093
OG0005414	APOSJ_28475	CAPO301252, CAPO301167
OG0005417	APOSJ_12630, APOSJ_12628, APOSJ_14142, APOSJ_12627	CAPO302063
OG0005422	APOSJ_24768, APOSJ_24770	CAPO303205
OG0005424	APOSJ_26679, APOSJ_26677, APOSJ_26678	CAPO305286
OG0005425	APOSJ_63676, APOSJ_63673, APOSJ_63674, APOSJ_54421, APOSJ_63675	CAPO300175
OG0005427	APOSJ_42882, APOSJ_02897	CAPO301444
OG0005430	APOSJ_57036, APOSJ_57035	CAPO302295
OG0005431	APOSJ_22743	CAPO304591
OG0005433	APOSJ_53928, APOSJ_53931	CAPO303786
OG0005434	APOSJ_43732	CAPO302858
OG0005435	APOSJ_64621	CAPO303045
OG0005437	APOSJ_21703, APOSJ_21702, APOSJ_21704, APOSJ_21701, APOSJ_21705	CAPO308137
OG0005438	APOSJ_14581, APOSJ_14583, APOSJ_14584, APOSJ_14582, APOSJ_17664	CAPO302494
OG0005439	APOSJ_10734, APOSJ_10732, APOSJ_10733, APOSJ_10735	CAPO304206
OG0005440	APOSJ_30161, APOSJ_02538	CAPO303719
OG0005442	APOSJ_04533, APOSJ_04532, APOSJ_04534, APOSJ_28301	CAPO307582
OG0005443	APOSJ_51526, APOSJ_51527	CAPO305021
OG0005444	APOSJ_04617	CAPO300488
OG0005446	APOSJ_04134, APOSJ_00873	CAPO300144
OG0005449	APOSJ_08598	CAPO300543
OG0005450	APOSJ_29993, APOSJ_29994	CAPO302868
OG0005451	APOSJ_35938, APOSJ_35943	CAPO300480
OG0005454	APOSJ_23392, APOSJ_23391	CAPO307132
OG0005455	APOSJ_20946, APOSJ_20944, APOSJ_20945	CAPO301855
OG0005457	APOSJ_19037	CAPO307831
OG0005459	APOSJ_18505, APOSJ_18504, APOSJ_63919, APOSJ_63921	CAPO304164
OG0005461	APOSJ_41085	CAPO307668
OG0005462	APOSJ_53044	CAPO306835
OG0005463	APOSJ_63599, APOSJ_65097, APOSJ_65098, APOSJ_65099, APOSJ_65100	CAPO303989
OG0005464	APOSJ_44068, APOSJ_44070, APOSJ_44066, APOSJ_44069, APOSJ_44067	CAPO307986
OG0005465	APOSJ_09000, APOSJ_01443, APOSJ_01442, APOSJ_01445	CAPO300347
OG0005466	APOSJ_43548, APOSJ_43545, APOSJ_43547, APOSJ_43546	CAPO300596
OG0005467	APOSJ_55249, APOSJ_63790, APOSJ_55250, APOSJ_55248, APOSJ_63792, APOSJ_63793, APOSJ_63791	CAPO305986
OG0005468	APOSJ_34640	CAPO306414
OG0005469	APOSJ_07476, APOSJ_07475, APOSJ_46980	CAPO301614
OG0005470	APOSJ_59948, APOSJ_59946, APOSJ_59947	CAPO300654
OG0005471	APOSJ_28500, APOSJ_28501	CAPO300819
OG0005474	APOSJ_47632, APOSJ_47633	CAPO304412
OG0005475	APOSJ_62538, APOSJ_62539	CAPO300271
OG0005476	APOSJ_64062, APOSJ_64060, APOSJ_64059, APOSJ_64063, APOSJ_64061	CAPO305577, CAPO305762
OG0005478	APOSJ_41569, APOSJ_41568, APOSJ_60626, APOSJ_60618	CAPO305209
OG0005479	APOSJ_26951, APOSJ_14713	CAPO300550
OG0005480	APOSJ_28323, APOSJ_28326, APOSJ_28325, APOSJ_46402, APOSJ_28322, APOSJ_28324	CAPO307314
OG0005481	APOSJ_21801	CAPO306697, CAPO301416
OG0005482	APOSJ_02035, APOSJ_02036	CAPO307925
OG0005483	APOSJ_65298, APOSJ_25085, APOSJ_04040, APOSJ_25088	CAPO304067
OG0005484	APOSJ_19765, APOSJ_19764	CAPO307524
OG0005485	APOSJ_47430, APOSJ_06574, APOSJ_14176, APOSJ_64611, APOSJ_06571, APOSJ_39180, APOSJ_39181, APOSJ_39182, APOSJ_21994	CAPO307449
OG0005486	APOSJ_25458	CAPO300225
OG0005487	APOSJ_00727, APOSJ_10248	CAPO300444
OG0005488	APOSJ_50061, APOSJ_50062, APOSJ_15673, APOSJ_50060	CAPO301054
OG0005489	APOSJ_33864, APOSJ_58343	CAPO305322
OG0005490	APOSJ_38926	CAPO300839
OG0005491	APOSJ_41120	CAPO305898
OG0005493	APOSJ_52249	CAPO304618
OG0005494	APOSJ_12436, APOSJ_30242, APOSJ_30241, APOSJ_30240	CAPO308140
OG0005495	APOSJ_03523, APOSJ_03522	CAPO305673
OG0005497	APOSJ_49618, APOSJ_53764, APOSJ_49616, APOSJ_39979	CAPO305501
OG0005498	APOSJ_49053, APOSJ_20550	CAPO303826
OG0005499	APOSJ_19288	CAPO306730
OG0005500	APOSJ_15823	CAPO306535
OG0005503	APOSJ_64372, APOSJ_26426, APOSJ_26425	CAPO307437
OG0005505	APOSJ_48175	CAPO307588
OG0005506	APOSJ_03695, APOSJ_03696	CAPO307275
OG0005508	APOSJ_16861, APOSJ_16862	CAPO308142
OG0005509	APOSJ_36332, APOSJ_36336, APOSJ_36333, APOSJ_36306, APOSJ_27072, APOSJ_36334, APOSJ_36335, APOSJ_36260	CAPO300202
OG0005510	APOSJ_11192, APOSJ_11190, APOSJ_05714, APOSJ_11191	CAPO307083
OG0005511	APOSJ_60273, APOSJ_63142, APOSJ_60274	CAPO304438
OG0005514	APOSJ_02310, APOSJ_02309	CAPO305223
OG0005516	APOSJ_35738, APOSJ_35736, APOSJ_35733, APOSJ_35734, APOSJ_35739, APOSJ_35735	CAPO305610
OG0005517	APOSJ_41789	CAPO303557
OG0005518	APOSJ_14804	CAPO300928
OG0005524	APOSJ_06099, APOSJ_06100, APOSJ_06098, APOSJ_06097	CAPO307077
OG0005525	APOSJ_05786, APOSJ_05787, APOSJ_05789, APOSJ_48259, APOSJ_05788	CAPO305745
OG0005527	APOSJ_00083	CAPO307337
OG0005528	APOSJ_24522, APOSJ_47152, APOSJ_24523, APOSJ_24525, APOSJ_24521	CAPO302166
OG0005529	APOSJ_31801, APOSJ_58119	CAPO303996
OG0005533	APOSJ_36161, APOSJ_33425, APOSJ_33426, APOSJ_33427, APOSJ_33428	CAPO308156
OG0005534	APOSJ_64635, APOSJ_64636	CAPO300248
OG0005535	APOSJ_59601, APOSJ_59604, APOSJ_59603, APOSJ_59602	CAPO306427
OG0005536	APOSJ_14194, APOSJ_14197, APOSJ_14193, APOSJ_14196, APOSJ_14195, APOSJ_14191, APOSJ_14198	CAPO306899
OG0005537	APOSJ_09300	CAPO305006
OG0005539	APOSJ_15477, APOSJ_15478, APOSJ_15476	CAPO300487
OG0005540	APOSJ_64708	CAPO307739
OG0005541	APOSJ_46700, APOSJ_46703, APOSJ_33044, APOSJ_44423, APOSJ_46702, APOSJ_44421, APOSJ_44420, APOSJ_46701, APOSJ_44422	CAPO302610
OG0005545	APOSJ_43992, APOSJ_55371, APOSJ_60307	CAPO307853
OG0005550	APOSJ_60433, APOSJ_60432, APOSJ_60434	CAPO303338
OG0005553	APOSJ_29494, APOSJ_15097, APOSJ_15099, APOSJ_29489, APOSJ_15098, APOSJ_29490, APOSJ_29499, APOSJ_15100	CAPO308016
OG0005554	APOSJ_03675, APOSJ_03674	CAPO307360
OG0005555	APOSJ_52473	CAPO303547, CAPO307135, CAPO303545, CAPO303546, CAPO303548
OG0005556	APOSJ_00229	CAPO301726
OG0005558	APOSJ_63045, APOSJ_50762	CAPO301773
OG0005559	APOSJ_55461, APOSJ_55460	CAPO302392
OG0005560	APOSJ_48964	CAPO302459
OG0005561	APOSJ_42679, APOSJ_42681, APOSJ_42680, APOSJ_42678	CAPO307649
OG0005562	APOSJ_36207, APOSJ_05704, APOSJ_05703	CAPO300157
OG0005563	APOSJ_39911, APOSJ_39910	CAPO300985
OG0005564	APOSJ_38691, APOSJ_38693	CAPO307593
OG0005566	APOSJ_35035	CAPO308091
OG0005569	APOSJ_57368	CAPO301394
OG0005572	APOSJ_64961, APOSJ_64962	CAPO300415
OG0005574	APOSJ_32299, APOSJ_23179	CAPO305418
OG0005575	APOSJ_12717	CAPO301354
OG0005578	APOSJ_18844, APOSJ_18841, APOSJ_26152, APOSJ_18840, APOSJ_18845, APOSJ_18847, APOSJ_26153, APOSJ_18842, APOSJ_18848	CAPO300834
OG0005580	APOSJ_51162, APOSJ_50057, APOSJ_50059, APOSJ_51163	CAPO308283
OG0005581	APOSJ_41515, APOSJ_41514, APOSJ_41513	CAPO303973
OG0005582	APOSJ_52339	CAPO306123
OG0005583	APOSJ_51479, APOSJ_18459	CAPO303824
OG0005584	APOSJ_24643	CAPO302871
OG0005588	APOSJ_25201	CAPO305990
OG0005589	APOSJ_60889, APOSJ_60892, APOSJ_60890, APOSJ_60891, APOSJ_48289, APOSJ_16552	CAPO305989
OG0005590	APOSJ_28896, APOSJ_50233, APOSJ_28899, APOSJ_28897, APOSJ_23160, APOSJ_28898	CAPO302905
OG0005593	APOSJ_13740	CAPO302759
OG0005594	APOSJ_64703, APOSJ_64704, APOSJ_64706, APOSJ_60805	CAPO306885
OG0005595	APOSJ_00384, APOSJ_00383	CAPO306737
OG0005597	APOSJ_03083, APOSJ_03082, APOSJ_49052	CAPO301334
OG0005598	APOSJ_38509	CAPO300035
OG0005599	APOSJ_00049, APOSJ_00051, APOSJ_00052, APOSJ_00050	CAPO302061
OG0005600	APOSJ_02835, APOSJ_21064, APOSJ_21063, APOSJ_21062	CAPO300445
OG0005603	APOSJ_35340, APOSJ_35339	CAPO303949
OG0005604	APOSJ_01787, APOSJ_21039	CAPO303855
OG0005605	APOSJ_16440, APOSJ_16441	CAPO300782
OG0005608	APOSJ_64454, APOSJ_64456, APOSJ_16012, APOSJ_16014, APOSJ_16005	CAPO303058
OG0005611	APOSJ_51642	CAPO304396
OG0005613	APOSJ_40937, APOSJ_40936	CAPO301790
OG0005614	APOSJ_01200, APOSJ_43639, APOSJ_01201	CAPO306809
OG0005615	APOSJ_64038, APOSJ_64035	CAPO302186
OG0005616	APOSJ_03982, APOSJ_24702	CAPO302310
OG0005618	APOSJ_07819, APOSJ_64055	CAPO307702
OG0005620	APOSJ_14820	CAPO306094
OG0005621	APOSJ_54836, APOSJ_37973	CAPO308123
OG0005622	APOSJ_40376, APOSJ_40375, APOSJ_52240, APOSJ_60047, APOSJ_40374	CAPO307903
OG0005623	APOSJ_22567, APOSJ_56403, APOSJ_49352, APOSJ_22569, APOSJ_22573, APOSJ_40818	CAPO300779
OG0005624	APOSJ_21201, APOSJ_24180, APOSJ_24179, APOSJ_21208	CAPO300652
OG0005625	APOSJ_52796, APOSJ_52797, APOSJ_59531, APOSJ_52795	CAPO302221
OG0005626	APOSJ_08133, APOSJ_08134	CAPO308220
OG0005629	APOSJ_64257, APOSJ_64256	CAPO302575
OG0005630	APOSJ_25119, APOSJ_25120	CAPO301786, CAPO307219
OG0005631	APOSJ_40673, APOSJ_40670, APOSJ_46471, APOSJ_40671, APOSJ_46474, APOSJ_40672, APOSJ_46479, APOSJ_46478, APOSJ_40674	CAPO300791
OG0005632	APOSJ_35989, APOSJ_35990, APOSJ_35991	CAPO303472
OG0005633	APOSJ_36050, APOSJ_36049	CAPO302097
OG0005636	APOSJ_27098, APOSJ_27097	CAPO302060
OG0005637	APOSJ_40949	CAPO305600
OG0005639	APOSJ_12304, APOSJ_05004	CAPO306397
OG0005641	APOSJ_19869, APOSJ_61173	CAPO302343
OG0005642	APOSJ_42138, APOSJ_02120	CAPO307460
OG0005643	APOSJ_63646, APOSJ_63647, APOSJ_34057	CAPO307244
OG0005644	APOSJ_56772, APOSJ_56773	CAPO303605
OG0005645	APOSJ_50798, APOSJ_07238	CAPO300279
OG0005649	APOSJ_06570, APOSJ_06572, APOSJ_01069	CAPO304011
OG0005651	APOSJ_15197, APOSJ_15194, APOSJ_29925, APOSJ_15196	CAPO301043
OG0005652	APOSJ_58541, APOSJ_58539, APOSJ_58542, APOSJ_58540	CAPO301437
OG0005655	APOSJ_53899, APOSJ_10860, APOSJ_22462	CAPO300096, CAPO304440
OG0005656	APOSJ_04917, APOSJ_30573, APOSJ_04919, APOSJ_04918, APOSJ_04921, APOSJ_04920	CAPO306816
OG0005660	APOSJ_17070, APOSJ_16341, APOSJ_16344, APOSJ_45452, APOSJ_17077, APOSJ_16342, APOSJ_16343, APOSJ_45454, APOSJ_45455	CAPO305277
OG0005690	APOSJ_17613	CAPO303792
OG0005692	APOSJ_03811, APOSJ_45357, APOSJ_45355, APOSJ_45354, APOSJ_45356	CAPO306503
OG0005694	APOSJ_51748, APOSJ_53743	CAPO302741
OG0005695	APOSJ_01222	CAPO303401
OG0005701	APOSJ_32430	CAPO304311
OG0005703	APOSJ_37460, APOSJ_37461, APOSJ_57398	CAPO307490
OG0005707	APOSJ_44833, APOSJ_28088, APOSJ_28089	CAPO303751
OG0005708	APOSJ_43166, APOSJ_43165, APOSJ_47161	CAPO306478
OG0005710	APOSJ_65429	CAPO307544
OG0005712	APOSJ_49778	CAPO302811
OG0005714	APOSJ_32875, APOSJ_32873, APOSJ_32872, APOSJ_32874, APOSJ_32876	CAPO302016
OG0005715	APOSJ_18174	CAPO302774
OG0005717	APOSJ_63531, APOSJ_63532	CAPO303289
OG0005719	APOSJ_31323, APOSJ_31324	CAPO300934
OG0005721	APOSJ_15366, APOSJ_15365	CAPO302442
OG0005723	APOSJ_28383, APOSJ_28386, APOSJ_28384	CAPO301560
OG0005724	APOSJ_01581, APOSJ_01580	CAPO305737
OG0005725	APOSJ_42244, APOSJ_42245	CAPO304382
OG0005726	APOSJ_17462, APOSJ_19259, APOSJ_17464	CAPO306255
OG0005728	APOSJ_53707, APOSJ_53717	CAPO300070
OG0005729	APOSJ_35082, APOSJ_35081	CAPO306373
OG0005731	APOSJ_43396	CAPO304326
OG0005732	APOSJ_42204, APOSJ_42208, APOSJ_42205	CAPO306509
OG0005733	APOSJ_14940	CAPO307250
OG0005734	APOSJ_03070	CAPO307857
OG0005735	APOSJ_05975	CAPO306353
OG0005738	APOSJ_00843, APOSJ_00842	CAPO304853
OG0005739	APOSJ_64840, APOSJ_54310, APOSJ_51848	CAPO308247
OG0005741	APOSJ_11942, APOSJ_11943	CAPO303042
OG0005742	APOSJ_02828	CAPO300464, CAPO302075
OG0005744	APOSJ_53260	CAPO302669
OG0005746	APOSJ_41413	CAPO304136
OG0005747	APOSJ_48011, APOSJ_48009, APOSJ_48586, APOSJ_52048	CAPO300949
OG0005749	APOSJ_06444, APOSJ_01046	CAPO300768
OG0005750	APOSJ_39812	CAPO304369
OG0005751	APOSJ_58863, APOSJ_58864, APOSJ_58861, APOSJ_35319, APOSJ_49450, APOSJ_27106, APOSJ_58860, APOSJ_58865	CAPO302377
OG0005758	APOSJ_60426	CAPO304832
OG0005759	APOSJ_01474, APOSJ_01475, APOSJ_01476	CAPO305998
OG0005762	APOSJ_44243, APOSJ_44241, APOSJ_44238, APOSJ_52761, APOSJ_44242, APOSJ_44239, APOSJ_32526, APOSJ_44240	CAPO307808
OG0005764	APOSJ_49559, APOSJ_49560	CAPO302285
OG0005766	APOSJ_10222	CAPO307164
OG0005769	APOSJ_15698, APOSJ_62701	CAPO301036
OG0005770	APOSJ_19788	CAPO306340
OG0005771	APOSJ_32079, APOSJ_32077	CAPO301571
OG0005774	APOSJ_64546	CAPO303542
OG0005775	APOSJ_03948, APOSJ_03947	CAPO306153
OG0005776	APOSJ_41056, APOSJ_56703, APOSJ_41057, APOSJ_41055	CAPO303568, CAPO307316
OG0005779	APOSJ_14743, APOSJ_14742	CAPO306436
OG0005781	APOSJ_65027, APOSJ_32550	CAPO303884
OG0005782	APOSJ_40183, APOSJ_36669, APOSJ_36673, APOSJ_36668, APOSJ_36671	CAPO300230
OG0005783	APOSJ_21381, APOSJ_21380, APOSJ_21383	CAPO303474
OG0005784	APOSJ_17702, APOSJ_31376	CAPO302307
OG0005787	APOSJ_27893	CAPO307830
OG0005788	APOSJ_49749, APOSJ_49753, APOSJ_49752, APOSJ_49750	CAPO300037
OG0005789	APOSJ_53595, APOSJ_53594	CAPO303327
OG0005790	APOSJ_24198, APOSJ_24196, APOSJ_24200, APOSJ_24197	CAPO304988
OG0005792	APOSJ_01033, APOSJ_01034, APOSJ_63691	CAPO301624
OG0005793	APOSJ_37687, APOSJ_37688, APOSJ_16577	CAPO300669
OG0005794	APOSJ_30602, APOSJ_30604	CAPO302027
OG0005795	APOSJ_27249	CAPO305005
OG0005796	APOSJ_50524, APOSJ_50526, APOSJ_50525	CAPO305004
OG0005797	APOSJ_14621, APOSJ_12910, APOSJ_12912, APOSJ_12911	CAPO301712
OG0005799	APOSJ_37642, APOSJ_37931	CAPO305503
OG0005800	APOSJ_12327	CAPO306663, CAPO303116
OG0005801	APOSJ_30275, APOSJ_30276	CAPO305293
OG0005803	APOSJ_45014, APOSJ_14661, APOSJ_45015, APOSJ_45016	CAPO307068
OG0005805	APOSJ_05943, APOSJ_05944	CAPO302538
OG0005807	APOSJ_25325	CAPO304282
OG0005808	APOSJ_25819, APOSJ_25827, APOSJ_25820, APOSJ_25826, APOSJ_25823, APOSJ_25821, APOSJ_25822, APOSJ_25824	CAPO300610
OG0005810	APOSJ_53786, APOSJ_47899, APOSJ_47898, APOSJ_47897, APOSJ_20723	CAPO305026
OG0005811	APOSJ_03767	CAPO304151
OG0005812	APOSJ_45152	CAPO305500
OG0005814	APOSJ_30730	CAPO301343
OG0005815	APOSJ_50823	CAPO306106
OG0005817	APOSJ_42251	CAPO300290
OG0005818	APOSJ_09949	CAPO302009
OG0005819	APOSJ_07372	CAPO301574
OG0005821	APOSJ_44197, APOSJ_44198	CAPO300824
OG0005823	APOSJ_01935	CAPO300775
OG0005824	APOSJ_47994	CAPO303629
OG0005825	APOSJ_52732, APOSJ_59104, APOSJ_54007	CAPO302227
OG0005828	APOSJ_06676	CAPO303954
OG0005831	APOSJ_21501, APOSJ_21504, APOSJ_21503, APOSJ_21502	CAPO302864
OG0005832	APOSJ_20217, APOSJ_20213, APOSJ_20219, APOSJ_63506, APOSJ_20216, APOSJ_20214, APOSJ_63496	CAPO302018
OG0005834	APOSJ_59261, APOSJ_29238	CAPO306049, CAPO302406, CAPO305685, CAPO305497
OG0005835	APOSJ_35521, APOSJ_37615, APOSJ_37617, APOSJ_35519	CAPO306285
OG0005837	APOSJ_56243, APOSJ_56244	CAPO300250
OG0005838	APOSJ_44512, APOSJ_44514	CAPO302560
OG0005840	APOSJ_28838, APOSJ_28839, APOSJ_28837, APOSJ_28840, APOSJ_28842, APOSJ_62353	CAPO305424
OG0005842	APOSJ_21443, APOSJ_21442	CAPO304596
OG0005843	APOSJ_44508	CAPO307528
OG0005845	APOSJ_17083	CAPO307070
OG0005847	APOSJ_57030	CAPO305680
OG0005848	APOSJ_09802	CAPO307829
OG0005849	APOSJ_50009	CAPO303230
OG0005850	APOSJ_12652, APOSJ_12651	CAPO307194
OG0005851	APOSJ_65289, APOSJ_65290, APOSJ_19232	CAPO302674
OG0005852	APOSJ_14120, APOSJ_14117, APOSJ_14121, APOSJ_14118, APOSJ_14115, APOSJ_14119, APOSJ_27506, APOSJ_14116	CAPO306738
OG0005853	APOSJ_06630	CAPO305397
