Orthogroup	APOSJ_ok	BRALA
OG0006568	APOSJ_01640, APOSJ_11311, APOSJ_01643, APOSJ_01641	BRALA01715
OG0006569	APOSJ_15129, APOSJ_02494, APOSJ_61842, APOSJ_02495	BRALA10919, BRALA10793
OG0006571	APOSJ_08378, APOSJ_08377	BRALA01588
OG0006572	APOSJ_14489, APOSJ_14493, APOSJ_14492, APOSJ_14490, APOSJ_14491, APOSJ_14494, APOSJ_14488	BRALA01125
OG0006573	APOSJ_43277, APOSJ_43279	BRALA25563
OG0006574	APOSJ_61705	BRALA09517
OG0006575	APOSJ_00085, APOSJ_00086	BRALA03279
OG0006576	APOSJ_50963, APOSJ_46163, APOSJ_07402	BRALA03868
OG0006577	APOSJ_00939, APOSJ_00940	BRALA10957
OG0006579	APOSJ_11021, APOSJ_05791, APOSJ_11022, APOSJ_05804	BRALA01184
OG0006580	APOSJ_50989, APOSJ_50990	BRALA07037
OG0006581	APOSJ_64967, APOSJ_64965, APOSJ_64966, APOSJ_64968, APOSJ_62662, APOSJ_64964	BRALA07413
OG0006582	APOSJ_50439, APOSJ_50434, APOSJ_50440, APOSJ_50438, APOSJ_50436, APOSJ_50435	BRALA20732
OG0006583	APOSJ_06715, APOSJ_06710	BRALA12341
OG0006584	APOSJ_58429	BRALA19370
OG0006586	APOSJ_11688	BRALA34705
OG0006587	APOSJ_03048	BRALA22287
OG0006588	APOSJ_32107	BRALA25723
OG0006589	APOSJ_04336, APOSJ_23184, APOSJ_23186, APOSJ_23185	BRALA28041
OG0006590	APOSJ_31728	BRALA22902
OG0006591	APOSJ_19687	BRALA17121
OG0006592	APOSJ_43856, APOSJ_24603, APOSJ_24617	BRALA26584
OG0006593	APOSJ_58601, APOSJ_58597, APOSJ_58598, APOSJ_23731	BRALA00407
OG0006594	APOSJ_58318, APOSJ_42912	BRALA24225
OG0006595	APOSJ_22937	BRALA04703
OG0006596	APOSJ_25382	BRALA26574
OG0006597	APOSJ_18430, APOSJ_13338, APOSJ_13339	BRALA15919
OG0006598	APOSJ_65035, APOSJ_42262, APOSJ_65039	BRALA18182
OG0006600	APOSJ_23108, APOSJ_23116, APOSJ_22282, APOSJ_22278	BRALA25769, BRALA23296
OG0006601	APOSJ_08215	BRALA24176
OG0006602	APOSJ_18629, APOSJ_18628	BRALA19036
OG0006603	APOSJ_06735, APOSJ_06734	BRALA03443
OG0006604	APOSJ_33094	BRALA33757
OG0006605	APOSJ_37732, APOSJ_37727, APOSJ_32129, APOSJ_32128, APOSJ_37730, APOSJ_36324, APOSJ_37728, APOSJ_27922	BRALA02624
OG0006606	APOSJ_32174, APOSJ_32173	BRALA27981
OG0006607	APOSJ_27410	BRALA15151
OG0006608	APOSJ_28770	BRALA16177
OG0006609	APOSJ_09900, APOSJ_11962, APOSJ_11963	BRALA07455
OG0006610	APOSJ_40165	BRALA23008, BRALA25297
OG0006611	APOSJ_33235, APOSJ_33233	BRALA14061
OG0006612	APOSJ_58459, APOSJ_16472	BRALA01028
OG0006613	APOSJ_56982	BRALA04025
OG0006614	APOSJ_01742, APOSJ_10850	BRALA01003
OG0006615	APOSJ_56224	BRALA13677
OG0006616	APOSJ_64772, APOSJ_42215, APOSJ_42213, APOSJ_42214	BRALA12229, BRALA16162
OG0006618	APOSJ_34562	BRALA20589, BRALA12165, BRALA06279
OG0006619	APOSJ_54958, APOSJ_54959	BRALA16699
OG0006620	APOSJ_32782, APOSJ_41379	BRALA13727
OG0006621	APOSJ_45349, APOSJ_45347, APOSJ_45348	BRALA28416
OG0006622	APOSJ_58078, APOSJ_58079	BRALA12099
OG0006623	APOSJ_47572, APOSJ_15793	BRALA32109
OG0006624	APOSJ_28095	BRALA20284
OG0006626	APOSJ_16287, APOSJ_16288	BRALA15000
OG0006627	APOSJ_45289	BRALA28820
OG0006628	APOSJ_45946, APOSJ_45972	BRALA05802
OG0006629	APOSJ_62419	BRALA15395, BRALA03192
OG0006630	APOSJ_17512	BRALA04522
OG0006631	APOSJ_08387	BRALA21370
OG0006632	APOSJ_34209, APOSJ_34208	BRALA11411
OG0006633	APOSJ_49882	BRALA15776
OG0006634	APOSJ_38064, APOSJ_38062, APOSJ_38063, APOSJ_38061, APOSJ_38060, APOSJ_38059	BRALA35230, BRALA34352, BRALA34022, BRALA34713, BRALA35261, BRALA34061
OG0006635	APOSJ_40314	BRALA08601
OG0006636	APOSJ_44189, APOSJ_44188	BRALA13097
OG0006637	APOSJ_28692, APOSJ_28691	BRALA26648
OG0006638	APOSJ_17308, APOSJ_17309, APOSJ_17306, APOSJ_17307	BRALA03533
OG0006640	APOSJ_35122, APOSJ_35120, APOSJ_35123	BRALA03728
OG0006641	APOSJ_50701, APOSJ_50703, APOSJ_50704, APOSJ_50702	BRALA22281
OG0006642	APOSJ_59623	BRALA23312
OG0006643	APOSJ_14132, APOSJ_12622, APOSJ_12623, APOSJ_12621	BRALA20298, BRALA01013, BRALA06835, BRALA01638, BRALA08738, BRALA08737
OG0006644	APOSJ_48034	BRALA20583
OG0006645	APOSJ_06760, APOSJ_06761, APOSJ_06759	BRALA06945, BRALA06894
OG0006646	APOSJ_63820	BRALA13446
OG0006647	APOSJ_62958, APOSJ_20143	BRALA03119
OG0006648	APOSJ_52505	BRALA24820
OG0006649	APOSJ_53005	BRALA19902, BRALA28980
OG0006650	APOSJ_55138, APOSJ_55141, APOSJ_55139, APOSJ_55142, APOSJ_55140	BRALA28585, BRALA25692
OG0006651	APOSJ_08235	BRALA18794
OG0006652	APOSJ_40602	BRALA10835
OG0006653	APOSJ_47622, APOSJ_47621	BRALA16140
OG0006654	APOSJ_27319, APOSJ_40276	BRALA19298
OG0006655	APOSJ_00356, APOSJ_00357, APOSJ_00358, APOSJ_00359	BRALA00574
OG0006656	APOSJ_48875, APOSJ_01910, APOSJ_01907, APOSJ_09479, APOSJ_01909, APOSJ_01908, APOSJ_15337, APOSJ_60949, APOSJ_09480, APOSJ_09478	BRALA07528
OG0006657	APOSJ_46697, APOSJ_46709, APOSJ_18414	BRALA07213
OG0006658	APOSJ_49113	BRALA16629
OG0006659	APOSJ_27938, APOSJ_53801	BRALA15333
OG0006660	APOSJ_22562, APOSJ_35478	BRALA10958
OG0006661	APOSJ_12638	BRALA12233
OG0006662	APOSJ_31084	BRALA14712
OG0006663	APOSJ_47812, APOSJ_47813	BRALA16974
OG0006664	APOSJ_14184	BRALA24834
OG0006666	APOSJ_01542, APOSJ_01541	BRALA34133
OG0006667	APOSJ_64701, APOSJ_60811, APOSJ_64702	BRALA05144
OG0006668	APOSJ_62152, APOSJ_37718	BRALA08318
OG0006669	APOSJ_03766, APOSJ_03764	BRALA00985
OG0006670	APOSJ_35675, APOSJ_35674	BRALA02659
OG0006671	APOSJ_56149, APOSJ_18092, APOSJ_48480, APOSJ_18093	BRALA18774
OG0006672	APOSJ_33176, APOSJ_33173, APOSJ_33174, APOSJ_33175, APOSJ_33178, APOSJ_33177	BRALA25892, BRALA25898, BRALA21521, BRALA25891
OG0006673	APOSJ_60495, APOSJ_60496	BRALA29976
OG0006675	APOSJ_43347	BRALA09831
OG0006676	APOSJ_08718, APOSJ_44247, APOSJ_55503	BRALA17355
OG0006677	APOSJ_52813	BRALA06236
OG0006678	APOSJ_17723, APOSJ_17724	BRALA06274
OG0006679	APOSJ_61932	BRALA33912, BRALA35182, BRALA31586
OG0006680	APOSJ_03116, APOSJ_25124, APOSJ_25122, APOSJ_14403, APOSJ_28172, APOSJ_25121	BRALA25853
OG0006681	APOSJ_61068, APOSJ_61067	BRALA20996
OG0006682	APOSJ_13366, APOSJ_13367, APOSJ_13368, APOSJ_44659	BRALA13394
OG0006683	APOSJ_24537, APOSJ_24535	BRALA26678
OG0006684	APOSJ_36174	BRALA12717
OG0006686	APOSJ_02283, APOSJ_06897	BRALA03046
OG0006687	APOSJ_09834, APOSJ_09833	BRALA25407
OG0006688	APOSJ_27808	BRALA20025
OG0006689	APOSJ_40284, APOSJ_40285	BRALA08372
OG0006690	APOSJ_25656	BRALA17356
OG0006691	APOSJ_19044	BRALA14546
OG0006692	APOSJ_65340, APOSJ_52416	BRALA17480
OG0006693	APOSJ_21569	BRALA06823
OG0006694	APOSJ_03363, APOSJ_10796	BRALA16849
OG0006695	APOSJ_12815, APOSJ_12814	BRALA18862
OG0006697	APOSJ_03981	BRALA31820
OG0006698	APOSJ_09512, APOSJ_09513	BRALA19125
OG0006699	APOSJ_06232, APOSJ_39419, APOSJ_39420, APOSJ_06229, APOSJ_06230, APOSJ_06231, APOSJ_06234, APOSJ_06233	BRALA22179
OG0006700	APOSJ_61813, APOSJ_43358, APOSJ_61812, APOSJ_61814	BRALA11720
OG0006702	APOSJ_21810, APOSJ_22353, APOSJ_22355, APOSJ_22220, APOSJ_65345, APOSJ_22354	BRALA01475
OG0006705	APOSJ_29983	BRALA15796
OG0006706	APOSJ_36222, APOSJ_36223	BRALA02737
OG0006707	APOSJ_27464	BRALA23645
OG0006708	APOSJ_09750, APOSJ_56261, APOSJ_28589, APOSJ_56263	BRALA20874
OG0006709	APOSJ_62330	BRALA09059
OG0006710	APOSJ_14011, APOSJ_14009, APOSJ_14008, APOSJ_14010	BRALA14570
OG0006711	APOSJ_42606, APOSJ_34316	BRALA08981
OG0006712	APOSJ_45419, APOSJ_28195	BRALA20215, BRALA20214
OG0006713	APOSJ_53457	BRALA22528
OG0006715	APOSJ_33661	BRALA12748
OG0006716	APOSJ_50873, APOSJ_50871, APOSJ_50874, APOSJ_50872	BRALA24459
OG0006717	APOSJ_52799, APOSJ_52798	BRALA26122
OG0006718	APOSJ_31874	BRALA31418
OG0006719	APOSJ_40734	BRALA13038
OG0006720	APOSJ_54139, APOSJ_54138	BRALA12683
OG0006721	APOSJ_04692, APOSJ_29255, APOSJ_04695, APOSJ_04694	BRALA21743
OG0006722	APOSJ_00145, APOSJ_00146	BRALA01042
OG0006723	APOSJ_05687, APOSJ_60009, APOSJ_60010, APOSJ_36475	BRALA05735
OG0006724	APOSJ_59036, APOSJ_28247, APOSJ_28248, APOSJ_59035, APOSJ_59033	BRALA05734
OG0006725	APOSJ_30326, APOSJ_38927	BRALA28234
OG0006727	APOSJ_64986, APOSJ_65348	BRALA01476
OG0006728	APOSJ_21456	BRALA14826
OG0006729	APOSJ_47511, APOSJ_04884, APOSJ_47509, APOSJ_47512, APOSJ_47510, APOSJ_28841	BRALA01063
OG0006730	APOSJ_01719	BRALA02164
OG0006731	APOSJ_50140, APOSJ_50141	BRALA20312
OG0006732	APOSJ_61979, APOSJ_61978	BRALA00142
OG0006733	APOSJ_52800	BRALA26251
OG0006734	APOSJ_60384, APOSJ_60387	BRALA30882
OG0006735	APOSJ_00157, APOSJ_00156	BRALA27074
OG0006737	APOSJ_30527, APOSJ_30528, APOSJ_13799	BRALA03436
OG0006738	APOSJ_25025, APOSJ_26457, APOSJ_25026, APOSJ_25024	BRALA14041
OG0006739	APOSJ_18544, APOSJ_18546, APOSJ_03036, APOSJ_03035	BRALA32679
OG0006740	APOSJ_61076, APOSJ_00184, APOSJ_61077	BRALA30973
OG0006741	APOSJ_38664	BRALA09365
OG0006742	APOSJ_24626	BRALA11740
OG0006743	APOSJ_63261, APOSJ_63262, APOSJ_63260	BRALA00242, BRALA12738
OG0006744	APOSJ_01406, APOSJ_32223	BRALA02757
OG0006745	APOSJ_35317, APOSJ_50296, APOSJ_50297	BRALA15185
OG0006746	APOSJ_63404, APOSJ_52841	BRALA34997, BRALA28860, BRALA35007
OG0006748	APOSJ_24038	BRALA01445
OG0006749	APOSJ_27759, APOSJ_27758	BRALA22769
OG0006750	APOSJ_49152, APOSJ_49153	BRALA09668
OG0006751	APOSJ_14745, APOSJ_13461, APOSJ_13464, APOSJ_13458, APOSJ_13463, APOSJ_14747, APOSJ_13466, APOSJ_13462, APOSJ_14746, APOSJ_13459, APOSJ_19095, APOSJ_13460	BRALA31855
OG0006752	APOSJ_17882, APOSJ_17881	BRALA22950
OG0006753	APOSJ_38998	BRALA24992
OG0006754	APOSJ_05837	BRALA20552
OG0006755	APOSJ_44274, APOSJ_64561, APOSJ_64563, APOSJ_64564	BRALA22940
OG0006756	APOSJ_48467, APOSJ_62677, APOSJ_01763, APOSJ_48468	BRALA16752
OG0006758	APOSJ_28300	BRALA00417
OG0006759	APOSJ_16873, APOSJ_16872, APOSJ_16204, APOSJ_16870, APOSJ_40764, APOSJ_16871	BRALA25850
OG0006760	APOSJ_06943	BRALA17052
OG0006761	APOSJ_52356	BRALA11904
OG0006762	APOSJ_00245, APOSJ_01573	BRALA22489
OG0006763	APOSJ_20118, APOSJ_20120, APOSJ_20119	BRALA14476
OG0006764	APOSJ_54919	BRALA12801, BRALA12802
OG0006765	APOSJ_26199, APOSJ_36922, APOSJ_26197, APOSJ_36924	BRALA03187
OG0006766	APOSJ_06534, APOSJ_41319, APOSJ_06535	BRALA12385
OG0006768	APOSJ_06020, APOSJ_34792, APOSJ_06024	BRALA24120
OG0006769	APOSJ_16333	BRALA16226
OG0006770	APOSJ_24317, APOSJ_50176	BRALA34824
OG0006772	APOSJ_31036	BRALA21416
OG0006774	APOSJ_42783, APOSJ_03957	BRALA19991
OG0006776	APOSJ_12966, APOSJ_12967	BRALA14483
OG0006777	APOSJ_19246, APOSJ_19247, APOSJ_19248	BRALA21484
OG0006778	APOSJ_55891, APOSJ_55893, APOSJ_55892, APOSJ_30454	BRALA33828, BRALA33829, BRALA08690, BRALA08695, BRALA05654, BRALA32385, BRALA05786, BRALA05938, BRALA09590, BRALA22834, BRALA08496, BRALA09617, BRALA34876
OG0006780	APOSJ_26931, APOSJ_26932	BRALA11976
OG0006784	APOSJ_20374, APOSJ_20373, APOSJ_18434	BRALA09110
OG0006824	APOSJ_18000	BRALA20052
OG0006826	APOSJ_17237	BRALA11906
OG0006828	APOSJ_49734, APOSJ_55809	BRALA17108
OG0006829	APOSJ_20261, APOSJ_63729, APOSJ_20262, APOSJ_20263, APOSJ_20257	BRALA28885
OG0006830	APOSJ_62499, APOSJ_07449, APOSJ_01198, APOSJ_01199	BRALA28939
OG0006831	APOSJ_53442, APOSJ_40513, APOSJ_53450, APOSJ_33823, APOSJ_40515, APOSJ_40520, APOSJ_40514, APOSJ_40517	BRALA20460
OG0006832	APOSJ_13972, APOSJ_13971, APOSJ_13973, APOSJ_13970	BRALA22293
OG0006833	APOSJ_23443, APOSJ_23442	BRALA25618
OG0006834	APOSJ_63848, APOSJ_55480	BRALA19606
OG0006835	APOSJ_48117, APOSJ_48118	BRALA28202
OG0006837	APOSJ_45442, APOSJ_45443	BRALA35576
OG0006838	APOSJ_02122	BRALA19458
OG0006839	APOSJ_43558, APOSJ_43559	BRALA06690
OG0006842	APOSJ_07986, APOSJ_07987, APOSJ_07984, APOSJ_07985	BRALA01039
OG0006843	APOSJ_33620	BRALA21641
OG0006845	APOSJ_32433, APOSJ_61239	BRALA20898
OG0006846	APOSJ_25724	BRALA29210
OG0006847	APOSJ_54843	BRALA27665
OG0006848	APOSJ_03150	BRALA20677
OG0006849	APOSJ_26759, APOSJ_26758, APOSJ_04294, APOSJ_04292, APOSJ_04293, APOSJ_04291, APOSJ_26756	BRALA22479
OG0006851	APOSJ_32920, APOSJ_32921	BRALA27931
OG0006852	APOSJ_34420, APOSJ_34421	BRALA03688
OG0006856	APOSJ_27949, APOSJ_27947, APOSJ_27950	BRALA24695
OG0006858	APOSJ_39886, APOSJ_39884, APOSJ_18784, APOSJ_53859, APOSJ_39885, APOSJ_18786, APOSJ_53858, APOSJ_18783, APOSJ_18788	BRALA05940
OG0006860	APOSJ_56395	BRALA03297
OG0006861	APOSJ_48735	BRALA11330
OG0006862	APOSJ_48347, APOSJ_48348	BRALA29568
OG0006863	APOSJ_38397, APOSJ_38399, APOSJ_31721, APOSJ_38398, APOSJ_38404, APOSJ_40542, APOSJ_38401, APOSJ_31722	BRALA01163
OG0006864	APOSJ_32877	BRALA31204
OG0006865	APOSJ_64462, APOSJ_59053	BRALA11659
OG0006866	APOSJ_18489, APOSJ_18490	BRALA05670, BRALA05672
OG0006867	APOSJ_33171, APOSJ_44359, APOSJ_44361	BRALA30972
OG0006869	APOSJ_45611, APOSJ_45604, APOSJ_22739	BRALA19766
OG0006870	APOSJ_50951	BRALA20394
OG0006872	APOSJ_27980, APOSJ_27981	BRALA16487
OG0006873	APOSJ_45962	BRALA26820
OG0006874	APOSJ_64944, APOSJ_64943	BRALA13013
OG0006875	APOSJ_11128	BRALA22498
OG0006876	APOSJ_24646	BRALA05364
OG0006877	APOSJ_59586, APOSJ_59585, APOSJ_59587	BRALA07858
OG0006878	APOSJ_49223, APOSJ_05734, APOSJ_49224, APOSJ_49221	BRALA00734
OG0006880	APOSJ_63743, APOSJ_63741, APOSJ_63742, APOSJ_63740	BRALA05805
OG0006881	APOSJ_26247, APOSJ_26246	BRALA19408
OG0006882	APOSJ_01809, APOSJ_01807, APOSJ_01806, APOSJ_01810, APOSJ_01808, APOSJ_18571, APOSJ_01811	BRALA03081
OG0006883	APOSJ_07729, APOSJ_48479, APOSJ_57269, APOSJ_57270, APOSJ_62790, APOSJ_07727, APOSJ_07728, APOSJ_19028	BRALA16909
OG0006884	APOSJ_59766	BRALA16908
OG0006885	APOSJ_30168	BRALA12873
OG0006886	APOSJ_49253, APOSJ_49252	BRALA19017
OG0006887	APOSJ_27115	BRALA23687
OG0006888	APOSJ_14838	BRALA29964
OG0006889	APOSJ_15610, APOSJ_15612, APOSJ_15611	BRALA27317
OG0006890	APOSJ_60946, APOSJ_59956	BRALA31419
OG0006891	APOSJ_65427, APOSJ_65426, APOSJ_65425, APOSJ_65370	BRALA28938
OG0006893	APOSJ_21809, APOSJ_26982	BRALA13970
OG0006894	APOSJ_09632	BRALA13030
OG0006895	APOSJ_49994, APOSJ_28846	BRALA08907
OG0006896	APOSJ_58706	BRALA03671
OG0006897	APOSJ_01491, APOSJ_01490	BRALA01574
OG0006898	APOSJ_06421, APOSJ_29915	BRALA03096
OG0006899	APOSJ_40716	BRALA07712
OG0006900	APOSJ_18531	BRALA19706
OG0006901	APOSJ_17690	BRALA09160
OG0006902	APOSJ_25544, APOSJ_25546, APOSJ_36073, APOSJ_36069, APOSJ_43144	BRALA18408
OG0006903	APOSJ_35838	BRALA05792, BRALA21365
OG0006904	APOSJ_41310, APOSJ_41312, APOSJ_41311, APOSJ_41309, APOSJ_41308	BRALA11508
OG0006905	APOSJ_45918	BRALA27319
OG0006906	APOSJ_05156	BRALA07226
OG0006907	APOSJ_26515, APOSJ_34159	BRALA21911
OG0006908	APOSJ_40264	BRALA30098
OG0006909	APOSJ_53856	BRALA33942, BRALA33141, BRALA19160, BRALA12740
OG0006911	APOSJ_43934, APOSJ_43936, APOSJ_43935	BRALA18398
OG0006913	APOSJ_43044, APOSJ_55898, APOSJ_43046, APOSJ_55896, APOSJ_43057	BRALA23670
OG0006914	APOSJ_03410	BRALA21731
OG0006915	APOSJ_62444, APOSJ_10752, APOSJ_03157	BRALA03155, BRALA15756
OG0006916	APOSJ_47423, APOSJ_64350, APOSJ_47422	BRALA16553
OG0006917	APOSJ_37702, APOSJ_37701	BRALA05537
OG0006919	APOSJ_09226, APOSJ_09225, APOSJ_09223, APOSJ_09224	BRALA11547
OG0006920	APOSJ_50381, APOSJ_50380, APOSJ_50384, APOSJ_50382, APOSJ_50379, APOSJ_45653, APOSJ_50377, APOSJ_50378, APOSJ_61750, APOSJ_61751	BRALA32734
OG0006921	APOSJ_43906	BRALA08122, BRALA20896
OG0006924	APOSJ_62477, APOSJ_09705	BRALA11900
OG0006925	APOSJ_50920	BRALA18547
OG0006926	APOSJ_22826	BRALA29464
OG0006927	APOSJ_51313, APOSJ_34133, APOSJ_63788	BRALA05354, BRALA05352
OG0006928	APOSJ_28420, APOSJ_28421, APOSJ_28422	BRALA14949, BRALA35712
OG0006930	APOSJ_23322, APOSJ_23324	BRALA22987
OG0006931	APOSJ_01177	BRALA02116
OG0006932	APOSJ_35892, APOSJ_35891	BRALA06550
OG0006933	APOSJ_46053, APOSJ_17717, APOSJ_17718	BRALA28499
OG0006934	APOSJ_56368	BRALA05992
OG0006935	APOSJ_55531, APOSJ_55532	BRALA25077
OG0006936	APOSJ_19875	BRALA23621
OG0006937	APOSJ_63843, APOSJ_10217	BRALA13456
OG0006938	APOSJ_18988, APOSJ_18985	BRALA12778
OG0006939	APOSJ_61018	BRALA27730
OG0006940	APOSJ_42534	BRALA00085
OG0006942	APOSJ_23645, APOSJ_23646	BRALA15259
OG0006943	APOSJ_00830, APOSJ_00829	BRALA21727
OG0006944	APOSJ_28952	BRALA28146
OG0006945	APOSJ_03559	BRALA23683
OG0006946	APOSJ_08475	BRALA10185
OG0006948	APOSJ_22618, APOSJ_13524	BRALA19464
OG0006949	APOSJ_13101	BRALA07772
OG0006950	APOSJ_38633, APOSJ_61955, APOSJ_64347	BRALA28221
OG0006951	APOSJ_28100, APOSJ_28099	BRALA04665
OG0006952	APOSJ_40243, APOSJ_51453	BRALA19947, BRALA34472
OG0006953	APOSJ_36543, APOSJ_21697, APOSJ_28368	BRALA06329
OG0006954	APOSJ_24055, APOSJ_24056, APOSJ_61168, APOSJ_24057, APOSJ_20339	BRALA28843
OG0006955	APOSJ_47404	BRALA12723
OG0006956	APOSJ_02475	BRALA34054, BRALA34484
OG0006957	APOSJ_20028	BRALA24483
OG0006958	APOSJ_26116, APOSJ_26120, APOSJ_26119, APOSJ_26118	BRALA17528, BRALA08208
OG0006959	APOSJ_61981, APOSJ_61980	BRALA24691
OG0006961	APOSJ_19727, APOSJ_59934, APOSJ_19726, APOSJ_19725, APOSJ_54477, APOSJ_51879, APOSJ_54476	BRALA00237
OG0006962	APOSJ_34230, APOSJ_34231	BRALA15450
OG0006964	APOSJ_09573, APOSJ_09572	BRALA27971
OG0006965	APOSJ_32449	BRALA31941
OG0006966	APOSJ_53307	BRALA16205
OG0006967	APOSJ_22231	BRALA23027
OG0006968	APOSJ_23282	BRALA12502
OG0006969	APOSJ_25946	BRALA29846
OG0006970	APOSJ_01125	BRALA28927
OG0006971	APOSJ_24320, APOSJ_24319	BRALA23591
OG0006972	APOSJ_43927, APOSJ_43926	BRALA17677
OG0006973	APOSJ_26316	BRALA33702
OG0006975	APOSJ_42307, APOSJ_16860, APOSJ_42306	BRALA33934
OG0006976	APOSJ_56175	BRALA27970
OG0006977	APOSJ_05269, APOSJ_26690	BRALA12753
OG0006978	APOSJ_54706, APOSJ_54708, APOSJ_54710, APOSJ_54709, APOSJ_04481	BRALA30073
OG0006979	APOSJ_06778	BRALA04203
OG0006980	APOSJ_61662, APOSJ_61663	BRALA19616
OG0006981	APOSJ_60669, APOSJ_42913, APOSJ_62660	BRALA18263
OG0006983	APOSJ_24250, APOSJ_24251, APOSJ_24249	BRALA05383
OG0006985	APOSJ_32747, APOSJ_63924, APOSJ_63920	BRALA17311
OG0006986	APOSJ_58688, APOSJ_52655, APOSJ_58689, APOSJ_21317, APOSJ_04346, APOSJ_01152, APOSJ_12991, APOSJ_01154, APOSJ_09814, APOSJ_07126, APOSJ_01151, APOSJ_07119, APOSJ_01153, APOSJ_07121, APOSJ_12994	BRALA02489, BRALA14621
OG0006987	APOSJ_39258, APOSJ_39253, APOSJ_25762, APOSJ_25779, APOSJ_25769	BRALA10147
OG0006988	APOSJ_54423, APOSJ_13199	BRALA32102
OG0006990	APOSJ_03032	BRALA24376
OG0006991	APOSJ_46537	BRALA01907
OG0006993	APOSJ_36192, APOSJ_36191	BRALA23797
OG0006994	APOSJ_10380, APOSJ_10381	BRALA04795
OG0006995	APOSJ_22637	BRALA04611
OG0006997	APOSJ_53210, APOSJ_56310	BRALA25727
OG0006998	APOSJ_57837, APOSJ_57838	BRALA22667
OG0006999	APOSJ_46842	BRALA12897
OG0007000	APOSJ_45018, APOSJ_45017	BRALA07643
OG0007001	APOSJ_19177, APOSJ_12423, APOSJ_40320	BRALA02208
OG0007002	APOSJ_45658, APOSJ_45659	BRALA10095
OG0007003	APOSJ_61780, APOSJ_17005	BRALA21239
OG0007004	APOSJ_08992, APOSJ_08988, APOSJ_02520	BRALA03379, BRALA03381
OG0007005	APOSJ_48701, APOSJ_28138	BRALA23593
OG0007006	APOSJ_11749	BRALA02592
OG0007007	APOSJ_56908, APOSJ_64095	BRALA31860
OG0007009	APOSJ_10045	BRALA30026
OG0007010	APOSJ_62140, APOSJ_45122	BRALA31317
OG0007011	APOSJ_16444, APOSJ_19860, APOSJ_16457	BRALA15920
OG0007012	APOSJ_00889	BRALA25249
OG0007013	APOSJ_58627	BRALA13128
OG0007014	APOSJ_10189, APOSJ_10187, APOSJ_10186, APOSJ_10188, APOSJ_10190	BRALA11522
OG0007015	APOSJ_58087	BRALA34981
OG0007016	APOSJ_33383, APOSJ_33386, APOSJ_33384, APOSJ_33385	BRALA22412
OG0007018	APOSJ_48306, APOSJ_48302, APOSJ_48301, APOSJ_48304, APOSJ_48305, APOSJ_48300, APOSJ_48303	BRALA27379
OG0007020	APOSJ_09751	BRALA29840
OG0007021	APOSJ_34361, APOSJ_34359	BRALA06075
OG0007022	APOSJ_13494, APOSJ_13493	BRALA18137
OG0007023	APOSJ_42692, APOSJ_42691	BRALA17210
OG0007024	APOSJ_58666	BRALA17168
OG0007025	APOSJ_61019	BRALA11867
OG0007026	APOSJ_43042, APOSJ_61132, APOSJ_61131	BRALA23387
OG0007027	APOSJ_25183, APOSJ_00515	BRALA34106
OG0007028	APOSJ_53149, APOSJ_53150, APOSJ_61675, APOSJ_53152, APOSJ_59905	BRALA14732
OG0007029	APOSJ_38852, APOSJ_38853	BRALA02101
OG0007032	APOSJ_57245, APOSJ_48774	BRALA16865
OG0007033	APOSJ_12615	BRALA15267
OG0007034	APOSJ_23509, APOSJ_17356	BRALA09189
OG0007035	APOSJ_43693, APOSJ_43694, APOSJ_06920, APOSJ_06921	BRALA23080
OG0007036	APOSJ_62513	BRALA18395
OG0007037	APOSJ_10367, APOSJ_01290	BRALA14465
OG0007038	APOSJ_15892, APOSJ_15900, APOSJ_15890, APOSJ_59407	BRALA17300
OG0007039	APOSJ_10092, APOSJ_10091	BRALA12001
OG0007040	APOSJ_36613, APOSJ_36612	BRALA10094
OG0007041	APOSJ_03322, APOSJ_41225	BRALA17597
OG0007042	APOSJ_62877, APOSJ_02388, APOSJ_14476, APOSJ_14479	BRALA06916
OG0007043	APOSJ_42024, APOSJ_42025	BRALA29990
OG0007044	APOSJ_40354, APOSJ_40352	BRALA08279
OG0007045	APOSJ_01927	BRALA29234
OG0007046	APOSJ_06037	BRALA28196
OG0007047	APOSJ_64279, APOSJ_64277, APOSJ_64276, APOSJ_64278	BRALA10122
OG0007048	APOSJ_27456	BRALA18662
OG0007050	APOSJ_15289, APOSJ_30393	BRALA21668, BRALA21669
OG0007052	APOSJ_30758, APOSJ_30765, APOSJ_30763, APOSJ_30764, APOSJ_30761, APOSJ_30762, APOSJ_30759	BRALA08894
OG0007053	APOSJ_16019	BRALA19607
OG0007055	APOSJ_31312	BRALA27573
OG0007056	APOSJ_54613	BRALA28152
OG0007057	APOSJ_28684, APOSJ_28683, APOSJ_28685, APOSJ_28686	BRALA29582
OG0007058	APOSJ_05157, APOSJ_05158, APOSJ_05160, APOSJ_05161, APOSJ_05159	BRALA23895
OG0007059	APOSJ_14459, APOSJ_25530	BRALA27465
OG0007061	APOSJ_46459	BRALA21466
OG0007062	APOSJ_13575, APOSJ_13576	BRALA05692
OG0007063	APOSJ_04903, APOSJ_04902	BRALA16766
OG0007064	APOSJ_61161	BRALA08073
OG0007066	APOSJ_38563, APOSJ_38564	BRALA06127
OG0007067	APOSJ_34313, APOSJ_34312, APOSJ_34315, APOSJ_21364	BRALA03281
OG0007068	APOSJ_56223, APOSJ_63966	BRALA03721
