Orthogroup	APOSJ_ok	CAEEL
OG0004913	APOSJ_23545, APOSJ_23544	CAEEL04759, CAEEL19345
OG0004917	APOSJ_19731, APOSJ_19732, APOSJ_20104	CAEEL02599
OG0004919	APOSJ_03801, APOSJ_23526, APOSJ_03802, APOSJ_03800	CAEEL05201
OG0004922	APOSJ_09058, APOSJ_02129, APOSJ_29653	CAEEL03541
OG0004923	APOSJ_61482	CAEEL07594
OG0004924	APOSJ_39347, APOSJ_39346	CAEEL19399, CAEEL02108
OG0004925	APOSJ_51311, APOSJ_52391	CAEEL12266
OG0004926	APOSJ_46817, APOSJ_46816, APOSJ_46814, APOSJ_46810, APOSJ_46811, APOSJ_46813, APOSJ_46812, APOSJ_46815	CAEEL03668
OG0004927	APOSJ_10517, APOSJ_10518	CAEEL14292
OG0004928	APOSJ_01718, APOSJ_10664	CAEEL00896
OG0004929	APOSJ_24526, APOSJ_23301	CAEEL01165
OG0004930	APOSJ_07044, APOSJ_07043, APOSJ_63408	CAEEL07601
OG0004931	APOSJ_01448, APOSJ_01449	CAEEL18664
OG0004932	APOSJ_32244, APOSJ_32245	CAEEL13052
OG0004934	APOSJ_23276	CAEEL18162
OG0004935	APOSJ_17029, APOSJ_17030, APOSJ_17031, APOSJ_17032	CAEEL05576, CAEEL06452, CAEEL08089
OG0004937	APOSJ_04050	CAEEL15861
OG0004939	APOSJ_35887, APOSJ_35884, APOSJ_35883, APOSJ_35882, APOSJ_35881, APOSJ_35885	CAEEL07671
OG0004940	APOSJ_31017, APOSJ_22245	CAEEL02013
OG0004941	APOSJ_63635, APOSJ_63634, APOSJ_54154, APOSJ_54155, APOSJ_63636, APOSJ_24316	CAEEL09039
OG0004944	APOSJ_21026, APOSJ_21027	CAEEL11095
OG0004946	APOSJ_42916, APOSJ_63958, APOSJ_17217	CAEEL04126
OG0004947	APOSJ_33737	CAEEL00845
OG0004952	APOSJ_05061, APOSJ_05060	CAEEL16397
OG0004954	APOSJ_56410, APOSJ_56414, APOSJ_19190, APOSJ_56412, APOSJ_56413, APOSJ_56415	CAEEL15813
OG0004955	APOSJ_13775, APOSJ_50653, APOSJ_50651, APOSJ_50647, APOSJ_16614, APOSJ_16615, APOSJ_50650, APOSJ_50648, APOSJ_50652, APOSJ_13765, APOSJ_47226	CAEEL07135
OG0004960	APOSJ_27696, APOSJ_52186, APOSJ_52182, APOSJ_52184, APOSJ_59020, APOSJ_52185	CAEEL10532
OG0004961	APOSJ_13527	CAEEL08261
OG0004962	APOSJ_54256, APOSJ_54255	CAEEL12650
OG0004963	APOSJ_05108	CAEEL02957
OG0004964	APOSJ_54867, APOSJ_54866	CAEEL08584
OG0004967	APOSJ_43535, APOSJ_43534, APOSJ_14112	CAEEL01452
OG0004968	APOSJ_31183, APOSJ_31182	CAEEL01209
OG0004969	APOSJ_64992, APOSJ_64994	CAEEL00449
OG0004970	APOSJ_59779, APOSJ_59777, APOSJ_59775, APOSJ_59776, APOSJ_59780, APOSJ_59778	CAEEL00883
OG0004972	APOSJ_31723	CAEEL09033, CAEEL08011
OG0004975	APOSJ_09474	CAEEL09604, CAEEL09605, CAEEL09603
OG0004976	APOSJ_25564, APOSJ_25563	CAEEL07289
OG0004978	APOSJ_45329, APOSJ_45330, APOSJ_45331	CAEEL08000
OG0004979	APOSJ_59808, APOSJ_32176	CAEEL08214
OG0004980	APOSJ_16279	CAEEL02291
OG0004981	APOSJ_05761	CAEEL09447
OG0004982	APOSJ_30485, APOSJ_13631, APOSJ_13628, APOSJ_19995, APOSJ_30483, APOSJ_30486, APOSJ_30487, APOSJ_30484	CAEEL04257
OG0004983	APOSJ_35903	CAEEL20664
OG0004985	APOSJ_52703, APOSJ_54246, APOSJ_54247	CAEEL12156
OG0004988	APOSJ_13896, APOSJ_12595, APOSJ_65428, APOSJ_13894	CAEEL17794, CAEEL18022
OG0004989	APOSJ_50907, APOSJ_50906	CAEEL05203
OG0004991	APOSJ_43933, APOSJ_43932, APOSJ_43931	CAEEL09801
OG0004993	APOSJ_46730, APOSJ_17829, APOSJ_08853, APOSJ_17827, APOSJ_46731, APOSJ_46738	CAEEL15309
OG0004996	APOSJ_43909, APOSJ_43910	CAEEL17438, CAEEL11752
OG0004997	APOSJ_40760, APOSJ_22756, APOSJ_62062, APOSJ_63285, APOSJ_40762, APOSJ_04480, APOSJ_63284, APOSJ_63286, APOSJ_22787	CAEEL04822
OG0004999	APOSJ_60904, APOSJ_43265, APOSJ_04995, APOSJ_43264, APOSJ_43266, APOSJ_04994, APOSJ_43263, APOSJ_43262	CAEEL05368
OG0005000	APOSJ_13393, APOSJ_13394, APOSJ_51574, APOSJ_18748, APOSJ_51576, APOSJ_51575, APOSJ_13396, APOSJ_51572, APOSJ_51573, APOSJ_13392, APOSJ_13395	CAEEL11120
OG0005002	APOSJ_21468, APOSJ_42753	CAEEL01672
OG0005003	APOSJ_65264, APOSJ_65268, APOSJ_65265, APOSJ_65262, APOSJ_65266, APOSJ_65263, APOSJ_65269, APOSJ_65267	CAEEL01322, CAEEL00099
OG0005007	APOSJ_50087	CAEEL00948
OG0005009	APOSJ_54098, APOSJ_54099	CAEEL18496, CAEEL07665
OG0005010	APOSJ_52743, APOSJ_52744	CAEEL16152, CAEEL15693
OG0005014	APOSJ_23105, APOSJ_23102, APOSJ_23103, APOSJ_23104, APOSJ_23100, APOSJ_23101	CAEEL11918
OG0005015	APOSJ_27338	CAEEL11900
OG0005038	APOSJ_25663	CAEEL10919
OG0005040	APOSJ_25951, APOSJ_25950, APOSJ_25949	CAEEL00444
OG0005044	APOSJ_23460	CAEEL18052, CAEEL08925
OG0005045	APOSJ_21781	CAEEL02865, CAEEL15654, CAEEL18839, CAEEL19319
OG0005048	APOSJ_44474	CAEEL08395
OG0005049	APOSJ_54467, APOSJ_29604	CAEEL05912
OG0005053	APOSJ_34587	CAEEL05072
OG0005055	APOSJ_25687, APOSJ_25686	CAEEL15917
OG0005061	APOSJ_50914	CAEEL06935
OG0005062	APOSJ_29478, APOSJ_29477, APOSJ_29479	CAEEL15834
OG0005064	APOSJ_46090	CAEEL02804
OG0005067	APOSJ_19544, APOSJ_19545	CAEEL09402
OG0005068	APOSJ_22008	CAEEL06007
OG0005069	APOSJ_43755, APOSJ_58386	CAEEL20392, CAEEL03480, CAEEL07766, CAEEL05483, CAEEL05440
OG0005072	APOSJ_16124, APOSJ_16125, APOSJ_16123	CAEEL08088
OG0005075	APOSJ_03231, APOSJ_25265, APOSJ_25277, APOSJ_25286	CAEEL12679, CAEEL12680
OG0005076	APOSJ_27891, APOSJ_27890, APOSJ_27892, APOSJ_27889	CAEEL00314
OG0005077	APOSJ_30593, APOSJ_30592	CAEEL03715
OG0005079	APOSJ_64023, APOSJ_09927, APOSJ_64017, APOSJ_02258, APOSJ_26251, APOSJ_02255, APOSJ_02257, APOSJ_09926, APOSJ_02256	CAEEL04258
OG0005081	APOSJ_55153, APOSJ_55159, APOSJ_55156, APOSJ_44300, APOSJ_44292, APOSJ_55155	CAEEL00648
OG0005084	APOSJ_31413	CAEEL10424
OG0005086	APOSJ_01944, APOSJ_31729, APOSJ_31727, APOSJ_31730	CAEEL10116
OG0005087	APOSJ_62651	CAEEL00397
OG0005089	APOSJ_61105, APOSJ_53072, APOSJ_53073, APOSJ_61107, APOSJ_53070, APOSJ_53071	CAEEL01129
OG0005090	APOSJ_07816, APOSJ_07815, APOSJ_07814	CAEEL07862
OG0005091	APOSJ_35880, APOSJ_46668, APOSJ_46661, APOSJ_24623, APOSJ_46664, APOSJ_45961, APOSJ_46662, APOSJ_35886, APOSJ_46663, APOSJ_28255, APOSJ_24621	CAEEL08585
OG0005092	APOSJ_35545, APOSJ_35548, APOSJ_35547, APOSJ_35546	CAEEL10329
OG0005093	APOSJ_29773, APOSJ_29772	CAEEL01263
OG0005094	APOSJ_56902, APOSJ_08908, APOSJ_17858, APOSJ_46849, APOSJ_17864, APOSJ_17861, APOSJ_17862, APOSJ_17860, APOSJ_17859	CAEEL01147
OG0005095	APOSJ_64997, APOSJ_65006, APOSJ_65007, APOSJ_03771, APOSJ_65000	CAEEL09367
OG0005096	APOSJ_45951	CAEEL01063
OG0005097	APOSJ_19055, APOSJ_52948, APOSJ_46066, APOSJ_17721, APOSJ_17722, APOSJ_46064	CAEEL03077
OG0005100	APOSJ_55973, APOSJ_55974, APOSJ_52181, APOSJ_50681	CAEEL09224
OG0005102	APOSJ_07517, APOSJ_07518	CAEEL01712
OG0005104	APOSJ_43995, APOSJ_09201, APOSJ_29098, APOSJ_29092, APOSJ_29093, APOSJ_29100	CAEEL06404
OG0005106	APOSJ_12345	CAEEL08221
OG0005107	APOSJ_40330, APOSJ_40331, APOSJ_03243	CAEEL06519
OG0005108	APOSJ_48037, APOSJ_48036	CAEEL17437
OG0005109	APOSJ_24591, APOSJ_57210	CAEEL08735
OG0005110	APOSJ_50663, APOSJ_44187, APOSJ_50662, APOSJ_50661	CAEEL00788
OG0005111	APOSJ_05440, APOSJ_05439, APOSJ_06492	CAEEL06161
OG0005112	APOSJ_42752, APOSJ_42754, APOSJ_42755, APOSJ_15813	CAEEL00664
OG0005114	APOSJ_44725	CAEEL05264
OG0005117	APOSJ_03929	CAEEL05287
OG0005118	APOSJ_45530, APOSJ_45529	CAEEL00391
OG0005119	APOSJ_61302	CAEEL15595
OG0005120	APOSJ_36871, APOSJ_16250, APOSJ_25184, APOSJ_36867	CAEEL00721
OG0005121	APOSJ_32248	CAEEL15242
OG0005124	APOSJ_58526, APOSJ_58529	CAEEL15904
OG0005125	APOSJ_00138, APOSJ_58238, APOSJ_46716	CAEEL18933
OG0005126	APOSJ_02444, APOSJ_33084, APOSJ_09456	CAEEL01900
OG0005127	APOSJ_16992, APOSJ_16991	CAEEL09162
OG0005130	APOSJ_22193, APOSJ_09363	CAEEL09169
OG0005131	APOSJ_57951	CAEEL04955
OG0005136	APOSJ_44153, APOSJ_10017, APOSJ_10016, APOSJ_05691	CAEEL12272
OG0005139	APOSJ_50919	CAEEL04623
OG0005140	APOSJ_27206, APOSJ_27207	CAEEL11450, CAEEL01348
OG0005142	APOSJ_00607, APOSJ_00606	CAEEL08707
OG0005143	APOSJ_32766, APOSJ_32765	CAEEL11317
OG0005144	APOSJ_53256, APOSJ_51696, APOSJ_53261, APOSJ_13306	CAEEL05847
OG0005146	APOSJ_62179	CAEEL10882
OG0005147	APOSJ_64013, APOSJ_64014	CAEEL09090
OG0005148	APOSJ_16435	CAEEL19830
OG0005149	APOSJ_50030, APOSJ_50031, APOSJ_50029	CAEEL00546
OG0005151	APOSJ_30117	CAEEL07956
OG0005154	APOSJ_09985, APOSJ_09986	CAEEL17431, CAEEL17429
OG0005155	APOSJ_18709	CAEEL00411, CAEEL19156
OG0005157	APOSJ_64541	CAEEL08876
OG0005158	APOSJ_00887	CAEEL08905
OG0005160	APOSJ_50805	CAEEL07790
OG0005164	APOSJ_14313, APOSJ_14312, APOSJ_24508	CAEEL05870, CAEEL01827, CAEEL00921
OG0005168	APOSJ_26423, APOSJ_26422	CAEEL14712
OG0005169	APOSJ_23382	CAEEL09655
OG0005171	APOSJ_37316, APOSJ_37314, APOSJ_37315, APOSJ_37313	CAEEL10803
OG0005172	APOSJ_41739	CAEEL02363
OG0005174	APOSJ_16696	CAEEL08350
OG0005175	APOSJ_40371, APOSJ_40372, APOSJ_40373	CAEEL15716
OG0005176	APOSJ_21127	CAEEL07557
OG0005178	APOSJ_17737, APOSJ_03428	CAEEL07469
OG0005179	APOSJ_47615, APOSJ_07566, APOSJ_07567	CAEEL07168
OG0005180	APOSJ_10879, APOSJ_10878	CAEEL09248
OG0005181	APOSJ_22924, APOSJ_22923, APOSJ_22925, APOSJ_13788	CAEEL07703
OG0005183	APOSJ_23739, APOSJ_23738, APOSJ_23740, APOSJ_23736, APOSJ_58215, APOSJ_23737, APOSJ_23741	CAEEL08543
OG0005184	APOSJ_52718, APOSJ_52717, APOSJ_40175	CAEEL18223
OG0005187	APOSJ_55463, APOSJ_08807	CAEEL14730
OG0005188	APOSJ_63621, APOSJ_63620	CAEEL08965
OG0005191	APOSJ_53598, APOSJ_53599	CAEEL05362
OG0005192	APOSJ_24842	CAEEL04804
OG0005193	APOSJ_37675	CAEEL07091
OG0005194	APOSJ_48074	CAEEL05882
OG0005196	APOSJ_50208	CAEEL01072
OG0005197	APOSJ_29249	CAEEL08230
OG0005199	APOSJ_24110, APOSJ_24109, APOSJ_24108	CAEEL19265
OG0005200	APOSJ_58955	CAEEL05998
OG0005201	APOSJ_19363	CAEEL04588
OG0005202	APOSJ_00286	CAEEL08971
OG0005204	APOSJ_62663, APOSJ_09638, APOSJ_62666, APOSJ_62664, APOSJ_09637, APOSJ_62668, APOSJ_62665, APOSJ_62669	CAEEL00557
OG0005205	APOSJ_53300, APOSJ_53308, APOSJ_29396	CAEEL18834
OG0005206	APOSJ_03073, APOSJ_03072	CAEEL02109
OG0005207	APOSJ_58979	CAEEL05270
OG0005209	APOSJ_15632	CAEEL12392
OG0005210	APOSJ_51755, APOSJ_13421	CAEEL01507
OG0005212	APOSJ_54735	CAEEL01431
OG0005215	APOSJ_29511, APOSJ_29512, APOSJ_24431, APOSJ_24432	CAEEL02018
OG0005217	APOSJ_52958, APOSJ_52956, APOSJ_52957	CAEEL00519
OG0005221	APOSJ_50955	CAEEL13148
OG0005222	APOSJ_49861, APOSJ_49872, APOSJ_49867	CAEEL00417
OG0005223	APOSJ_60792	CAEEL08867
OG0005224	APOSJ_10555, APOSJ_02178	CAEEL11021
OG0005225	APOSJ_35039, APOSJ_35040	CAEEL11736
OG0005228	APOSJ_62726, APOSJ_53349	CAEEL02900
OG0005229	APOSJ_00853, APOSJ_00852	CAEEL09302
OG0005230	APOSJ_56895	CAEEL17555
OG0005231	APOSJ_05633	CAEEL04101
OG0005232	APOSJ_38199	CAEEL14162
OG0005233	APOSJ_53254, APOSJ_40491	CAEEL03305
OG0005234	APOSJ_24396, APOSJ_24397	CAEEL03034
OG0005235	APOSJ_33921, APOSJ_33922	CAEEL06659
OG0005237	APOSJ_13660, APOSJ_09963, APOSJ_09965, APOSJ_09964	CAEEL01570
OG0005238	APOSJ_36811, APOSJ_36810, APOSJ_36812	CAEEL07258
OG0005239	APOSJ_14469, APOSJ_14467, APOSJ_14468, APOSJ_14470	CAEEL15608
OG0005240	APOSJ_21981	CAEEL00076
OG0005244	APOSJ_06294, APOSJ_48707, APOSJ_46249, APOSJ_48703, APOSJ_48704, APOSJ_48706	CAEEL12471
OG0005247	APOSJ_64625, APOSJ_64623, APOSJ_64624, APOSJ_60319	CAEEL05013
OG0005248	APOSJ_47242	CAEEL10051
OG0005249	APOSJ_21534	CAEEL18813, CAEEL11117
OG0005250	APOSJ_50740, APOSJ_50739	CAEEL00202
OG0005252	APOSJ_17407, APOSJ_45475, APOSJ_45477, APOSJ_45476	CAEEL11797
OG0005253	APOSJ_02455	CAEEL07486
OG0005254	APOSJ_09536, APOSJ_09534	CAEEL04182
OG0005255	APOSJ_48571	CAEEL18693
OG0005257	APOSJ_37812, APOSJ_16393, APOSJ_16394	CAEEL20337
OG0005258	APOSJ_40485, APOSJ_53209, APOSJ_40484, APOSJ_53208	CAEEL02600
OG0005259	APOSJ_42743, APOSJ_50274	CAEEL12389
OG0005260	APOSJ_46444	CAEEL18095
OG0005261	APOSJ_11799	CAEEL16553
OG0005262	APOSJ_48744, APOSJ_48743	CAEEL05690
OG0005266	APOSJ_03132	CAEEL09384
OG0005267	APOSJ_03830	CAEEL15615
OG0005269	APOSJ_24052	CAEEL10603
OG0005272	APOSJ_16121, APOSJ_20215	CAEEL07617
OG0005273	APOSJ_48346	CAEEL00093
OG0005275	APOSJ_00850, APOSJ_00849, APOSJ_00851	CAEEL10805, CAEEL10806
OG0005276	APOSJ_39024, APOSJ_39025	CAEEL06716
OG0005277	APOSJ_30935, APOSJ_30938, APOSJ_62445, APOSJ_30937, APOSJ_62449	CAEEL02345
OG0005278	APOSJ_43536, APOSJ_06599	CAEEL00673
OG0005279	APOSJ_27566, APOSJ_41753, APOSJ_62443, APOSJ_27562, APOSJ_27565	CAEEL02901
OG0005280	APOSJ_46493, APOSJ_23167, APOSJ_59783	CAEEL08138
OG0005281	APOSJ_34775	CAEEL07157
OG0005285	APOSJ_22467, APOSJ_22466, APOSJ_22468	CAEEL03081
OG0005286	APOSJ_57831, APOSJ_57830, APOSJ_57832, APOSJ_57833, APOSJ_57836, APOSJ_57834, APOSJ_57835	CAEEL09226
OG0005287	APOSJ_07930, APOSJ_07929, APOSJ_07928, APOSJ_07927, APOSJ_07931, APOSJ_07926	CAEEL01803
OG0005289	APOSJ_58424	CAEEL11634
OG0005290	APOSJ_08288, APOSJ_25156	CAEEL08960
OG0005292	APOSJ_44493	CAEEL09126
OG0005293	APOSJ_35801, APOSJ_35799, APOSJ_35800	CAEEL01396
OG0005294	APOSJ_54107	CAEEL06222
OG0005298	APOSJ_50790, APOSJ_63053	CAEEL01976, CAEEL00675
OG0005299	APOSJ_46282, APOSJ_54048	CAEEL15482
OG0005300	APOSJ_21040, APOSJ_21043, APOSJ_21041, APOSJ_21042	CAEEL11534
OG0005301	APOSJ_03880, APOSJ_03882, APOSJ_03881, APOSJ_03883	CAEEL04628
OG0005303	APOSJ_40792, APOSJ_25660	CAEEL04461
OG0005305	APOSJ_57113	CAEEL02568
OG0005309	APOSJ_31287, APOSJ_31288	CAEEL11459
OG0005312	APOSJ_37793	CAEEL11093
OG0005314	APOSJ_34407, APOSJ_34406	CAEEL00759
OG0005315	APOSJ_00056, APOSJ_00055	CAEEL12782
OG0005316	APOSJ_03304, APOSJ_03306	CAEEL12094
OG0005318	APOSJ_31640	CAEEL11412
OG0005319	APOSJ_16272, APOSJ_23310	CAEEL01211
OG0005323	APOSJ_03092	CAEEL14840
OG0005324	APOSJ_04130, APOSJ_04131, APOSJ_04129, APOSJ_04132, APOSJ_04133, APOSJ_47287, APOSJ_04128	CAEEL15302
OG0005325	APOSJ_54275	CAEEL20386
OG0005360	APOSJ_33962, APOSJ_17576	CAEEL01919
OG0005366	APOSJ_13911, APOSJ_13912, APOSJ_13910	CAEEL12942
OG0005369	APOSJ_16475, APOSJ_16476, APOSJ_16473, APOSJ_16474	CAEEL05707
OG0005370	APOSJ_26097, APOSJ_26099	CAEEL00421
OG0005371	APOSJ_51700	CAEEL03912
OG0005373	APOSJ_58842, APOSJ_58841, APOSJ_26945, APOSJ_38331, APOSJ_58840	CAEEL09399
OG0005374	APOSJ_06211, APOSJ_06210, APOSJ_06209	CAEEL02806
OG0005375	APOSJ_61652, APOSJ_17675	CAEEL19544, CAEEL14120
OG0005376	APOSJ_61420, APOSJ_40974, APOSJ_40975, APOSJ_40973	CAEEL08982, CAEEL09065
OG0005377	APOSJ_51294, APOSJ_51295	CAEEL06685
OG0005378	APOSJ_22202, APOSJ_22201	CAEEL20215, CAEEL20216
OG0005379	APOSJ_65186, APOSJ_22930, APOSJ_35544, APOSJ_35543	CAEEL09264
OG0005383	APOSJ_34897, APOSJ_34896	CAEEL07506
OG0005384	APOSJ_61322, APOSJ_61323, APOSJ_40697, APOSJ_61321	CAEEL02931
OG0005385	APOSJ_55033, APOSJ_52768	CAEEL08714
OG0005386	APOSJ_37256, APOSJ_37257, APOSJ_37255, APOSJ_37254	CAEEL10538
OG0005387	APOSJ_05683, APOSJ_60165	CAEEL08152
OG0005388	APOSJ_13165	CAEEL01742
OG0005389	APOSJ_44373, APOSJ_58743	CAEEL06878
OG0005390	APOSJ_09585, APOSJ_09583, APOSJ_09582, APOSJ_61769, APOSJ_09584, APOSJ_09586	CAEEL04490
OG0005394	APOSJ_07032, APOSJ_07028, APOSJ_07031, APOSJ_07033, APOSJ_07034, APOSJ_07030	CAEEL17986
OG0005398	APOSJ_20164, APOSJ_20165	CAEEL07255
OG0005399	APOSJ_40860, APOSJ_40861	CAEEL03245
OG0005402	APOSJ_18011, APOSJ_57052	CAEEL05349
OG0005403	APOSJ_14428	CAEEL01879
OG0005404	APOSJ_06423, APOSJ_06422	CAEEL05358
OG0005406	APOSJ_19692	CAEEL08083
OG0005408	APOSJ_65008, APOSJ_29927, APOSJ_29926	CAEEL07280
OG0005409	APOSJ_14631, APOSJ_14632	CAEEL02913
OG0005411	APOSJ_24132, APOSJ_24138, APOSJ_01058, APOSJ_01061, APOSJ_01060, APOSJ_24135, APOSJ_24134, APOSJ_24136, APOSJ_01056, APOSJ_06515, APOSJ_01057, APOSJ_01055, APOSJ_47526, APOSJ_24133, APOSJ_01059, APOSJ_24137	CAEEL16012
OG0005414	APOSJ_28475	CAEEL00252
OG0005415	APOSJ_52735	CAEEL15291
OG0005417	APOSJ_12630, APOSJ_12628, APOSJ_14142, APOSJ_12627	CAEEL00029
OG0005421	APOSJ_08980, APOSJ_08978, APOSJ_08979, APOSJ_08982, APOSJ_08981, APOSJ_57213, APOSJ_23174, APOSJ_23175, APOSJ_07490	CAEEL14199
OG0005422	APOSJ_24768, APOSJ_24770	CAEEL16015
OG0005423	APOSJ_30780	CAEEL08794
OG0005425	APOSJ_63676, APOSJ_63673, APOSJ_63674, APOSJ_54421, APOSJ_63675	CAEEL08174
OG0005431	APOSJ_22743	CAEEL09902
OG0005432	APOSJ_14710	CAEEL04969
OG0005433	APOSJ_53928, APOSJ_53931	CAEEL02529
OG0005434	APOSJ_43732	CAEEL07593
OG0005435	APOSJ_64621	CAEEL07714
OG0005436	APOSJ_24913	CAEEL01615
OG0005441	APOSJ_53760, APOSJ_53758, APOSJ_08453, APOSJ_08455, APOSJ_08454, APOSJ_41224	CAEEL19512
OG0005442	APOSJ_04533, APOSJ_04532, APOSJ_04534, APOSJ_28301	CAEEL02528
OG0005443	APOSJ_51526, APOSJ_51527	CAEEL06163
OG0005445	APOSJ_14690, APOSJ_14689	CAEEL10809
OG0005446	APOSJ_04134, APOSJ_00873	CAEEL01571, CAEEL20779
OG0005448	APOSJ_20672, APOSJ_20673	CAEEL08780
OG0005451	APOSJ_35938, APOSJ_35943	CAEEL06444
OG0005452	APOSJ_52611, APOSJ_52612	CAEEL10226, CAEEL12298
OG0005455	APOSJ_20946, APOSJ_20944, APOSJ_20945	CAEEL09268
OG0005457	APOSJ_19037	CAEEL07347
OG0005459	APOSJ_18505, APOSJ_18504, APOSJ_63919, APOSJ_63921	CAEEL16135
OG0005462	APOSJ_53044	CAEEL10748
OG0005464	APOSJ_44068, APOSJ_44070, APOSJ_44066, APOSJ_44069, APOSJ_44067	CAEEL09892
OG0005465	APOSJ_09000, APOSJ_01443, APOSJ_01442, APOSJ_01445	CAEEL16426
OG0005466	APOSJ_43548, APOSJ_43545, APOSJ_43547, APOSJ_43546	CAEEL08021
OG0005468	APOSJ_34640	CAEEL02934
OG0005469	APOSJ_07476, APOSJ_07475, APOSJ_46980	CAEEL07069
OG0005470	APOSJ_59948, APOSJ_59946, APOSJ_59947	CAEEL06305
OG0005471	APOSJ_28500, APOSJ_28501	CAEEL12162
OG0005472	APOSJ_42535, APOSJ_42536, APOSJ_54916, APOSJ_54898, APOSJ_06742	CAEEL18620
OG0005474	APOSJ_47632, APOSJ_47633	CAEEL07485
OG0005475	APOSJ_62538, APOSJ_62539	CAEEL16459
OG0005476	APOSJ_64062, APOSJ_64060, APOSJ_64059, APOSJ_64063, APOSJ_64061	CAEEL11680
OG0005477	APOSJ_28318, APOSJ_28319	CAEEL11685, CAEEL12227
OG0005479	APOSJ_26951, APOSJ_14713	CAEEL07488
OG0005481	APOSJ_21801	CAEEL02594
OG0005482	APOSJ_02035, APOSJ_02036	CAEEL15422
OG0005484	APOSJ_19765, APOSJ_19764	CAEEL15470
OG0005486	APOSJ_25458	CAEEL19474, CAEEL05557
OG0005487	APOSJ_00727, APOSJ_10248	CAEEL12473, CAEEL12474
OG0005488	APOSJ_50061, APOSJ_50062, APOSJ_15673, APOSJ_50060	CAEEL04375
OG0005489	APOSJ_58343	CAEEL07679
OG0005490	APOSJ_38926	CAEEL08623
OG0005491	APOSJ_41120	CAEEL05923
OG0005492	APOSJ_56423, APOSJ_14289	CAEEL02699
OG0005493	APOSJ_52249	CAEEL04269
OG0005494	APOSJ_12436, APOSJ_30242, APOSJ_30241, APOSJ_30240	CAEEL09928
OG0005495	APOSJ_03523, APOSJ_03522	CAEEL05689
OG0005498	APOSJ_49053, APOSJ_20550	CAEEL08908
OG0005499	APOSJ_19288	CAEEL10000
OG0005500	APOSJ_15823	CAEEL13757, CAEEL03036
OG0005505	APOSJ_48175	CAEEL06719
OG0005506	APOSJ_03695, APOSJ_03696	CAEEL05736
OG0005508	APOSJ_16861, APOSJ_16862	CAEEL08671
OG0005517	APOSJ_41789	CAEEL00403
OG0005518	APOSJ_14804	CAEEL11871
OG0005519	APOSJ_52253, APOSJ_33607, APOSJ_56284, APOSJ_56290	CAEEL04739
OG0005520	APOSJ_30100, APOSJ_30104, APOSJ_30101	CAEEL05044
OG0005521	APOSJ_55017, APOSJ_55018	CAEEL15885
OG0005525	APOSJ_05786, APOSJ_05787, APOSJ_05789, APOSJ_48259, APOSJ_05788	CAEEL06342
OG0005527	APOSJ_00083	CAEEL07576
OG0005529	APOSJ_31801, APOSJ_58119	CAEEL19121
OG0005531	APOSJ_07855	CAEEL05616
OG0005533	APOSJ_36161, APOSJ_33425, APOSJ_33426, APOSJ_33427, APOSJ_33428	CAEEL07641
OG0005534	APOSJ_64635, APOSJ_64636	CAEEL09833
OG0005535	APOSJ_59601, APOSJ_59604, APOSJ_59603, APOSJ_59602	CAEEL05743
OG0005537	APOSJ_09300	CAEEL05177
OG0005538	APOSJ_06185, APOSJ_06186, APOSJ_06187, APOSJ_06188, APOSJ_38968	CAEEL02674
OG0005539	APOSJ_15477, APOSJ_15478, APOSJ_15476	CAEEL00571
OG0005543	APOSJ_50847, APOSJ_50854	CAEEL01669
OG0005545	APOSJ_43992, APOSJ_55371, APOSJ_60307	CAEEL11935
OG0005548	APOSJ_52816, APOSJ_52817, APOSJ_62832	CAEEL11105
OG0005550	APOSJ_60433, APOSJ_60432, APOSJ_60434	CAEEL01408
OG0005553	APOSJ_29494, APOSJ_15097, APOSJ_15099, APOSJ_29489, APOSJ_15098, APOSJ_29490, APOSJ_29499, APOSJ_15100	CAEEL00572
OG0005554	APOSJ_03675, APOSJ_03674	CAEEL04828
OG0005556	APOSJ_00229	CAEEL12122
OG0005558	APOSJ_63045, APOSJ_50762	CAEEL01488
OG0005559	APOSJ_55461, APOSJ_55460	CAEEL02868
OG0005560	APOSJ_48964	CAEEL01956
OG0005561	APOSJ_42679, APOSJ_42681, APOSJ_42680, APOSJ_42678	CAEEL11687
OG0005562	APOSJ_36207, APOSJ_05704, APOSJ_05703	CAEEL08427
OG0005563	APOSJ_39911, APOSJ_39910	CAEEL08448
OG0005566	APOSJ_35035	CAEEL08840
OG0005569	APOSJ_57368	CAEEL09364
OG0005570	APOSJ_12611	CAEEL08043
OG0005572	APOSJ_64961, APOSJ_64962	CAEEL00043
OG0005574	APOSJ_32299, APOSJ_23179	CAEEL01999
OG0005575	APOSJ_12717	CAEEL05562
OG0005576	APOSJ_44316, APOSJ_10527	CAEEL13925
OG0005577	APOSJ_03346	CAEEL19904
OG0005578	APOSJ_18844, APOSJ_18841, APOSJ_26152, APOSJ_18840, APOSJ_18845, APOSJ_18847, APOSJ_26153, APOSJ_18842, APOSJ_18848	CAEEL07544
OG0005580	APOSJ_51162, APOSJ_50057, APOSJ_50059, APOSJ_51163	CAEEL08013
OG0005581	APOSJ_41515, APOSJ_41514, APOSJ_41513	CAEEL08031
OG0005582	APOSJ_52339	CAEEL06866
OG0005587	APOSJ_45952, APOSJ_45956, APOSJ_45954, APOSJ_45955, APOSJ_45957, APOSJ_45953	CAEEL04788
