Orthogroup	APOSJ_ok	HUMAN
OG0006087	APOSJ_06533, APOSJ_06532	HUMAN09228, HUMAN09229
OG0006090	APOSJ_54117, APOSJ_54116, APOSJ_54113	HUMAN02549, HUMAN02551
OG0006092	APOSJ_43830, APOSJ_43831, APOSJ_43829	HUMAN10224, HUMAN10222, HUMAN10221
OG0006095	APOSJ_60289	HUMAN14590, HUMAN14591
OG0006096	APOSJ_47052, APOSJ_26295, APOSJ_47053, APOSJ_47055	HUMAN07332
OG0006097	APOSJ_39208	HUMAN08203
OG0006098	APOSJ_54535, APOSJ_18896	HUMAN24463
OG0006099	APOSJ_03329	HUMAN20246, HUMAN20247, HUMAN10485
OG0006100	APOSJ_07555, APOSJ_07557, APOSJ_48443, APOSJ_07556	HUMAN11634, HUMAN11631
OG0006101	APOSJ_11193	HUMAN09927
OG0006102	APOSJ_23284	HUMAN14312
OG0006103	APOSJ_12519, APOSJ_12521, APOSJ_22745, APOSJ_22748	HUMAN25641, HUMAN25642
OG0006104	APOSJ_33402	HUMAN13307, HUMAN13306
OG0006106	APOSJ_48794	HUMAN01288
OG0006107	APOSJ_60954, APOSJ_60955	HUMAN06814
OG0006108	APOSJ_43335, APOSJ_43334	HUMAN19308, HUMAN24804
OG0006111	APOSJ_45645	HUMAN04097
OG0006112	APOSJ_18519, APOSJ_51585, APOSJ_18503, APOSJ_40805, APOSJ_18516, APOSJ_18506, APOSJ_60866, APOSJ_23725	HUMAN11099, HUMAN11100
OG0006113	APOSJ_43058	HUMAN27782
OG0006114	APOSJ_52790	HUMAN20880, HUMAN20878
OG0006115	APOSJ_49256	HUMAN25466
OG0006116	APOSJ_23622, APOSJ_23623	HUMAN04926
OG0006117	APOSJ_22363, APOSJ_22367, APOSJ_22364, APOSJ_22366, APOSJ_22365, APOSJ_22368	HUMAN13387
OG0006118	APOSJ_28228, APOSJ_52478	HUMAN23165
OG0006119	APOSJ_05495, APOSJ_05494	HUMAN22102
OG0006120	APOSJ_03091	HUMAN17280
OG0006121	APOSJ_11872, APOSJ_02329, APOSJ_02094	HUMAN24268, HUMAN24271, HUMAN24270, HUMAN24269
OG0006122	APOSJ_48102, APOSJ_48101	HUMAN12964, HUMAN12963
OG0006123	APOSJ_50227, APOSJ_31379, APOSJ_64870	HUMAN17179
OG0006124	APOSJ_60039, APOSJ_60038, APOSJ_60036, APOSJ_60037	HUMAN17199
OG0006125	APOSJ_31100, APOSJ_31098, APOSJ_31097, APOSJ_31099, APOSJ_63429, APOSJ_31101	HUMAN15346
OG0006126	APOSJ_13664, APOSJ_02252	HUMAN14607
OG0006126	APOSJ_64455	HUMAN14608
OG0006127	APOSJ_27402, APOSJ_27403	HUMAN11301
OG0006128	APOSJ_08247, APOSJ_08246	HUMAN11291
OG0006129	APOSJ_03899	HUMAN22337
OG0006130	APOSJ_15946, APOSJ_30828	HUMAN24930
OG0006131	APOSJ_41419	HUMAN10340, HUMAN10341
OG0006132	APOSJ_44770, APOSJ_44769	HUMAN03519
OG0006133	APOSJ_64690, APOSJ_64691	HUMAN14156
OG0006134	APOSJ_08298, APOSJ_08299	HUMAN23158, HUMAN23157
OG0006135	APOSJ_50461, APOSJ_50464, APOSJ_50463, APOSJ_18603, APOSJ_50460, APOSJ_46168	HUMAN03432
OG0006136	APOSJ_26737	HUMAN22424, HUMAN17420
OG0006137	APOSJ_47954	HUMAN00743
OG0006138	APOSJ_63734, APOSJ_20258, APOSJ_63736, APOSJ_20260, APOSJ_20259	HUMAN25102, HUMAN25101
OG0006139	APOSJ_40115	HUMAN06941
OG0006140	APOSJ_12439	HUMAN26387
OG0006141	APOSJ_31030, APOSJ_11443	HUMAN09892
OG0006144	APOSJ_19188	HUMAN04932
OG0006145	APOSJ_39421, APOSJ_46538, APOSJ_21408, APOSJ_39422	HUMAN00147
OG0006146	APOSJ_13386, APOSJ_13387	HUMAN03067, HUMAN03068
OG0006148	APOSJ_56787	HUMAN23409, HUMAN23408
OG0006149	APOSJ_61290	HUMAN08668, HUMAN08667
OG0006151	APOSJ_05270, APOSJ_05272	HUMAN00256
OG0006152	APOSJ_59116, APOSJ_28597	HUMAN25623
OG0006153	APOSJ_09105, APOSJ_09110	HUMAN22991
OG0006155	APOSJ_15782	HUMAN01881, HUMAN01880
OG0006158	APOSJ_10238	HUMAN08816
OG0006159	APOSJ_09856	HUMAN18627
OG0006160	APOSJ_60422, APOSJ_60421, APOSJ_60418, APOSJ_60417	HUMAN02882
OG0006161	APOSJ_31942	HUMAN26115, HUMAN26114, HUMAN26113
OG0006162	APOSJ_27431, APOSJ_27434, APOSJ_27429, APOSJ_27430, APOSJ_27433	HUMAN14159
OG0006163	APOSJ_57927, APOSJ_11874, APOSJ_11873	HUMAN09410
OG0006164	APOSJ_41863, APOSJ_41862	HUMAN04454, HUMAN04456
OG0006165	APOSJ_37400	HUMAN18893
OG0006167	APOSJ_22236, APOSJ_22235, APOSJ_22233, APOSJ_22232	HUMAN17145
OG0006168	APOSJ_27091, APOSJ_27092	HUMAN14603
OG0006169	APOSJ_53638, APOSJ_63561	HUMAN05182
OG0006170	APOSJ_59715, APOSJ_52807	HUMAN18106
OG0006171	APOSJ_23591, APOSJ_23587, APOSJ_44869, APOSJ_47930, APOSJ_25217	HUMAN00716
OG0006174	APOSJ_56342, APOSJ_10097, APOSJ_10096, APOSJ_10095	HUMAN23536, HUMAN09956
OG0006175	APOSJ_60834, APOSJ_40930	HUMAN13786, HUMAN13787
OG0006176	APOSJ_17258, APOSJ_43090, APOSJ_43088, APOSJ_17257, APOSJ_20656, APOSJ_14110	HUMAN15034
OG0006177	APOSJ_04030	HUMAN04270, HUMAN04269
OG0006178	APOSJ_25569, APOSJ_25568	HUMAN24297
OG0006179	APOSJ_12733, APOSJ_12735, APOSJ_12732, APOSJ_12736	HUMAN19533, HUMAN19532, HUMAN19531, HUMAN19530
OG0006180	APOSJ_18057, APOSJ_51355	HUMAN14035
OG0006181	APOSJ_42220, APOSJ_42221, APOSJ_64805	HUMAN15352
OG0006182	APOSJ_39398, APOSJ_39399, APOSJ_39401, APOSJ_39400	HUMAN12689
OG0006183	APOSJ_17533	HUMAN20217, HUMAN20218
OG0006184	APOSJ_22791	HUMAN10559
OG0006185	APOSJ_09104, APOSJ_09103	HUMAN27818
OG0006186	APOSJ_07631, APOSJ_07632, APOSJ_07629, APOSJ_07630	HUMAN21213, HUMAN21214
OG0006187	APOSJ_37981, APOSJ_37982	HUMAN01890
OG0006188	APOSJ_23972, APOSJ_23973, APOSJ_23968, APOSJ_17049	HUMAN28717
OG0006189	APOSJ_60379	HUMAN20704
OG0006190	APOSJ_29858, APOSJ_55890, APOSJ_55889	HUMAN01849, HUMAN01850, HUMAN01851, HUMAN01852, HUMAN01848
OG0006191	APOSJ_43076, APOSJ_43075, APOSJ_43074	HUMAN23679
OG0006192	APOSJ_28620	HUMAN17512
OG0006193	APOSJ_12640	HUMAN14368, HUMAN14367
OG0006194	APOSJ_43196, APOSJ_43195	HUMAN10520
OG0006195	APOSJ_38220, APOSJ_38219	HUMAN10454, HUMAN10455
OG0006196	APOSJ_28434, APOSJ_28433	HUMAN21725
OG0006198	APOSJ_10452, APOSJ_41858	HUMAN03715
OG0006199	APOSJ_32051	HUMAN10536
OG0006200	APOSJ_65040, APOSJ_65041	HUMAN23006, HUMAN23007, HUMAN23008
OG0006201	APOSJ_34184, APOSJ_48897	HUMAN19925, HUMAN10840
OG0006202	APOSJ_65343, APOSJ_65342	HUMAN08133
OG0006203	APOSJ_31767	HUMAN25094, HUMAN25093
OG0006204	APOSJ_02798, APOSJ_02799, APOSJ_17202	HUMAN18056
OG0006205	APOSJ_41078, APOSJ_41076, APOSJ_41075, APOSJ_41079	HUMAN30034
OG0006206	APOSJ_62383	HUMAN02535, HUMAN02536, HUMAN08296
OG0006207	APOSJ_18467, APOSJ_24349, APOSJ_51508, APOSJ_18469, APOSJ_28772	HUMAN11853, HUMAN11852
OG0006208	APOSJ_43954, APOSJ_43955, APOSJ_50084	HUMAN15001
OG0006209	APOSJ_01121	HUMAN23230
OG0006209	APOSJ_28870	HUMAN23231
OG0006210	APOSJ_53672	HUMAN23180
OG0006211	APOSJ_50960	HUMAN06304
OG0006212	APOSJ_39389, APOSJ_07249, APOSJ_38239, APOSJ_39387, APOSJ_45652, APOSJ_59683, APOSJ_07250, APOSJ_38242, APOSJ_38240	HUMAN10475, HUMAN10477, HUMAN10478
OG0006213	APOSJ_01430, APOSJ_01429, APOSJ_01431	HUMAN21555
OG0006214	APOSJ_57399, APOSJ_30103, APOSJ_30102	HUMAN07072
OG0006216	APOSJ_26417, APOSJ_58741, APOSJ_26416	HUMAN14806
OG0006217	APOSJ_04976, APOSJ_04975	HUMAN22494
OG0006219	APOSJ_31627, APOSJ_31628	HUMAN18491
OG0006220	APOSJ_38846	HUMAN17684, HUMAN17685, HUMAN17683
OG0006223	APOSJ_59673, APOSJ_59679, APOSJ_59678, APOSJ_23372, APOSJ_59680, APOSJ_23373, APOSJ_59677, APOSJ_59676, APOSJ_59674, APOSJ_59675	HUMAN00723
OG0006224	APOSJ_07698	HUMAN00219
OG0006225	APOSJ_28584	HUMAN25075
OG0006226	APOSJ_57755, APOSJ_57756	HUMAN23414
OG0006227	APOSJ_58183, APOSJ_46993, APOSJ_25916, APOSJ_25917	HUMAN17359
OG0006228	APOSJ_42285	HUMAN03879
OG0006229	APOSJ_44182, APOSJ_44183	HUMAN22948
OG0006230	APOSJ_52827, APOSJ_52829, APOSJ_52828	HUMAN17688
OG0006231	APOSJ_07158, APOSJ_31850	HUMAN27851
OG0006232	APOSJ_37789, APOSJ_37790	HUMAN17570, HUMAN17571
OG0006233	APOSJ_00373	HUMAN21229, HUMAN21231
OG0006234	APOSJ_30418, APOSJ_36835, APOSJ_36836	HUMAN01013
OG0006235	APOSJ_35101, APOSJ_05590	HUMAN06038
OG0006237	APOSJ_57393, APOSJ_16535, APOSJ_30099, APOSJ_57391	HUMAN00401
OG0006238	APOSJ_52361, APOSJ_18584, APOSJ_18585, APOSJ_18586	HUMAN19681, HUMAN19682
OG0006239	APOSJ_21256, APOSJ_40654	HUMAN11201
OG0006240	APOSJ_15164, APOSJ_29795, APOSJ_15165	HUMAN29061
OG0006241	APOSJ_38786, APOSJ_38783, APOSJ_38784, APOSJ_38785, APOSJ_27418	HUMAN02189
OG0006242	APOSJ_24932, APOSJ_24930, APOSJ_24931, APOSJ_24933	HUMAN10654, HUMAN10653
OG0006243	APOSJ_31029	HUMAN30316, HUMAN30317, HUMAN28619
OG0006244	APOSJ_61689, APOSJ_25593, APOSJ_61691	HUMAN07280
OG0006245	APOSJ_54611	HUMAN18087
OG0006246	APOSJ_52944, APOSJ_46449, APOSJ_52840	HUMAN13922
OG0006247	APOSJ_29164, APOSJ_29166	HUMAN23517
OG0006248	APOSJ_65305, APOSJ_35912, APOSJ_50864, APOSJ_35904, APOSJ_60444	HUMAN30385
OG0006249	APOSJ_02249	HUMAN11927
OG0006250	APOSJ_31972, APOSJ_31974, APOSJ_31971, APOSJ_03417, APOSJ_31973	HUMAN23876
OG0006251	APOSJ_27203, APOSJ_10288, APOSJ_10287	HUMAN12332
OG0006252	APOSJ_56878, APOSJ_56877, APOSJ_41073, APOSJ_41071, APOSJ_41072	HUMAN05954, HUMAN05956, HUMAN05955
OG0006253	APOSJ_62342, APOSJ_62340, APOSJ_62341, APOSJ_62339, APOSJ_16314	HUMAN01544
OG0006254	APOSJ_39117, APOSJ_17334	HUMAN20127, HUMAN20128
OG0006255	APOSJ_55215	HUMAN03423
OG0006256	APOSJ_60600	HUMAN21324, HUMAN21325
OG0006257	APOSJ_14187, APOSJ_14185, APOSJ_14186, APOSJ_14188, APOSJ_06880, APOSJ_14189	HUMAN18727, HUMAN18726
OG0006258	APOSJ_32818, APOSJ_32820, APOSJ_32819	HUMAN14002
OG0006259	APOSJ_13586	HUMAN28344
OG0006260	APOSJ_51931, APOSJ_11844, APOSJ_11871, APOSJ_51930	HUMAN20497
OG0006261	APOSJ_45150, APOSJ_17594	HUMAN26805
OG0006262	APOSJ_49154	HUMAN20747
OG0006263	APOSJ_15707, APOSJ_15708	HUMAN14070, HUMAN14069, HUMAN14068
OG0006264	APOSJ_15051	HUMAN07077
OG0006265	APOSJ_47685, APOSJ_47682, APOSJ_47683, APOSJ_47684	HUMAN17934, HUMAN21410
OG0006266	APOSJ_50067, APOSJ_50065	HUMAN22408
OG0006267	APOSJ_55811, APOSJ_55812	HUMAN22613, HUMAN22612
OG0006268	APOSJ_56524, APOSJ_32530, APOSJ_20020	HUMAN29838
OG0006270	APOSJ_37549	HUMAN29317, HUMAN29316
OG0006271	APOSJ_07222	HUMAN17446
OG0006273	APOSJ_26233, APOSJ_34161, APOSJ_26234, APOSJ_34165	HUMAN13702, HUMAN13703
OG0006274	APOSJ_64069, APOSJ_64070	HUMAN04287
OG0006275	APOSJ_11088	HUMAN02519
OG0006276	APOSJ_24753	HUMAN03057
OG0006277	APOSJ_45461	HUMAN12337
OG0006278	APOSJ_55756, APOSJ_17631	HUMAN00416
OG0006279	APOSJ_64917, APOSJ_61543	HUMAN19507
OG0006280	APOSJ_02182, APOSJ_20935	HUMAN25747
OG0006281	APOSJ_54169	HUMAN00064, HUMAN00065
OG0006282	APOSJ_65191	HUMAN14206, HUMAN14207
OG0006283	APOSJ_02407, APOSJ_02408	HUMAN02975
OG0006284	APOSJ_59652	HUMAN14241
OG0006285	APOSJ_56222	HUMAN18055, HUMAN18054
OG0006286	APOSJ_60701, APOSJ_60699, APOSJ_60700	HUMAN27261
OG0006287	APOSJ_37934, APOSJ_58175	HUMAN18673
OG0006288	APOSJ_53588, APOSJ_63550	HUMAN07138
OG0006289	APOSJ_06892, APOSJ_06894, APOSJ_06893	HUMAN21130
OG0006290	APOSJ_09837, APOSJ_09836	HUMAN00026, HUMAN00028, HUMAN00027
OG0006291	APOSJ_57814, APOSJ_21575, APOSJ_33137, APOSJ_57815	HUMAN01280
OG0006292	APOSJ_27724, APOSJ_27723	HUMAN11024, HUMAN11025, HUMAN19092
OG0006293	APOSJ_06678, APOSJ_06679	HUMAN07177
OG0006294	APOSJ_48736, APOSJ_36731, APOSJ_48737	HUMAN08808
OG0006295	APOSJ_07872, APOSJ_07869, APOSJ_07871, APOSJ_07873	HUMAN26422
OG0006297	APOSJ_02945, APOSJ_65154	HUMAN20419
OG0006298	APOSJ_55644	HUMAN06371
OG0006299	APOSJ_33991, APOSJ_33990	HUMAN00504
OG0006300	APOSJ_44880, APOSJ_44882, APOSJ_44881	HUMAN02710
OG0006301	APOSJ_05444	HUMAN09238
OG0006302	APOSJ_30748	HUMAN09795, HUMAN09794
OG0006304	APOSJ_47869, APOSJ_47872	HUMAN08877
OG0006305	APOSJ_43670	HUMAN03641
OG0006306	APOSJ_38594, APOSJ_38595, APOSJ_38591, APOSJ_38593	HUMAN00547
OG0006307	APOSJ_30473, APOSJ_25623	HUMAN23322
OG0006308	APOSJ_19791, APOSJ_19792	HUMAN11839
OG0006309	APOSJ_41896, APOSJ_41897, APOSJ_62740, APOSJ_62746	HUMAN06820
OG0006310	APOSJ_18034	HUMAN05065
OG0006311	APOSJ_23814	HUMAN06167
OG0006312	APOSJ_10227, APOSJ_10229, APOSJ_37140, APOSJ_10231, APOSJ_10230, APOSJ_10228	HUMAN20048
OG0006313	APOSJ_53596, APOSJ_53597	HUMAN00601, HUMAN00602
OG0006314	APOSJ_06614	HUMAN01546
OG0006315	APOSJ_12124, APOSJ_15316	HUMAN17337
OG0006316	APOSJ_14708, APOSJ_14709, APOSJ_26920, APOSJ_14707	HUMAN23371
OG0006318	APOSJ_19909, APOSJ_19911, APOSJ_19908, APOSJ_19910	HUMAN05453
OG0006319	APOSJ_41318, APOSJ_06537, APOSJ_06539, APOSJ_06538	HUMAN04099
OG0006320	APOSJ_34261, APOSJ_34260	HUMAN05781, HUMAN05779, HUMAN05780, HUMAN05778
OG0006321	APOSJ_31883	HUMAN11234, HUMAN11235, HUMAN23149, HUMAN23151
OG0006322	APOSJ_00282, APOSJ_00283	HUMAN20861
OG0006323	APOSJ_00338, APOSJ_00339	HUMAN07594
OG0006324	APOSJ_00716, APOSJ_44848, APOSJ_13826, APOSJ_44850, APOSJ_44851, APOSJ_44845	HUMAN27779, HUMAN27778
OG0006325	APOSJ_48368, APOSJ_48369, APOSJ_59635, APOSJ_07694, APOSJ_55494	HUMAN29195
OG0006326	APOSJ_64938, APOSJ_20402, APOSJ_45997, APOSJ_45996, APOSJ_20401, APOSJ_45998	HUMAN02266, HUMAN02265
OG0006327	APOSJ_47390	HUMAN21564, HUMAN21563
OG0006328	APOSJ_05620, APOSJ_40053, APOSJ_54900, APOSJ_54901	HUMAN24587
OG0006329	APOSJ_54948, APOSJ_33322	HUMAN17356
OG0006330	APOSJ_40870, APOSJ_40867	HUMAN09633
OG0006331	APOSJ_35945, APOSJ_35944	HUMAN15803, HUMAN15802
OG0006332	APOSJ_55631	HUMAN04311
OG0006333	APOSJ_38871	HUMAN21171, HUMAN25511
OG0006334	APOSJ_62432, APOSJ_33605, APOSJ_33604	HUMAN14773
OG0006335	APOSJ_00061, APOSJ_00060, APOSJ_62644	HUMAN06483
OG0006336	APOSJ_15136, APOSJ_15138, APOSJ_29645, APOSJ_15134, APOSJ_15137, APOSJ_62435, APOSJ_15135, APOSJ_29643, APOSJ_47194	HUMAN15046, HUMAN15045
OG0006337	APOSJ_26033, APOSJ_35309, APOSJ_20203, APOSJ_35308, APOSJ_20201, APOSJ_35306, APOSJ_35305	HUMAN09564, HUMAN09563, HUMAN23595
OG0006338	APOSJ_19195, APOSJ_19194	HUMAN01207, HUMAN01206
OG0006340	APOSJ_27720	HUMAN03191
OG0006341	APOSJ_29954, APOSJ_29951, APOSJ_29953	HUMAN14510
OG0006343	APOSJ_56451	HUMAN27487
OG0006344	APOSJ_51267	HUMAN28604
OG0006345	APOSJ_07212, APOSJ_43662, APOSJ_43661, APOSJ_43660, APOSJ_43659, APOSJ_07215	HUMAN27906
OG0006346	APOSJ_44654, APOSJ_17506, APOSJ_56503, APOSJ_17507	HUMAN05487, HUMAN05486, HUMAN05488, HUMAN05485
OG0006347	APOSJ_08400	HUMAN06637
OG0006348	APOSJ_49764, APOSJ_49761	HUMAN23566
OG0006349	APOSJ_63730, APOSJ_63731	HUMAN28442, HUMAN28752, HUMAN28743, HUMAN28438, HUMAN28731, HUMAN17537, HUMAN28437
OG0006350	APOSJ_46136, APOSJ_14238, APOSJ_24113	HUMAN23685
OG0006351	APOSJ_08805, APOSJ_08804	HUMAN22851
OG0006352	APOSJ_05623, APOSJ_05624	HUMAN28597
OG0006353	APOSJ_59435, APOSJ_59434, APOSJ_59433, APOSJ_59430, APOSJ_46313	HUMAN15771
OG0006354	APOSJ_63413, APOSJ_63411, APOSJ_63414, APOSJ_63416, APOSJ_63415, APOSJ_63412, APOSJ_63418, APOSJ_63410, APOSJ_63417	HUMAN17172
OG0006355	APOSJ_33813, APOSJ_37356, APOSJ_33817	HUMAN21127
OG0006356	APOSJ_40411, APOSJ_40410	HUMAN12204
OG0006358	APOSJ_44819, APOSJ_44818	HUMAN26475
OG0006359	APOSJ_46276, APOSJ_39537	HUMAN01182
OG0006360	APOSJ_57553, APOSJ_57554, APOSJ_57555	HUMAN06791
OG0006361	APOSJ_26135	HUMAN11008
OG0006362	APOSJ_14933, APOSJ_14931, APOSJ_14930, APOSJ_14932	HUMAN00550
OG0006363	APOSJ_53258, APOSJ_53259, APOSJ_53257	HUMAN04865
OG0006364	APOSJ_53355, APOSJ_62823, APOSJ_13905, APOSJ_22067	HUMAN28809
OG0006365	APOSJ_07789, APOSJ_07788	HUMAN17577, HUMAN30443
OG0006366	APOSJ_16869	HUMAN18333
OG0006367	APOSJ_03237, APOSJ_03238, APOSJ_03239, APOSJ_03236	HUMAN16619, HUMAN16620
OG0006368	APOSJ_01547, APOSJ_01548	HUMAN12731, HUMAN12730
OG0006369	APOSJ_64209	HUMAN04390
OG0006370	APOSJ_12769, APOSJ_64242, APOSJ_12771, APOSJ_64227	HUMAN27328
OG0006372	APOSJ_38720	HUMAN05301
OG0006375	APOSJ_22689	HUMAN10310, HUMAN10309
OG0006376	APOSJ_55315, APOSJ_55316, APOSJ_08069	HUMAN29330, HUMAN29329
OG0006377	APOSJ_43050, APOSJ_03855, APOSJ_43049, APOSJ_43048	HUMAN23254
OG0006378	APOSJ_62345, APOSJ_55754, APOSJ_62356	HUMAN22618
OG0006379	APOSJ_52400, APOSJ_23216, APOSJ_15772	HUMAN08621
OG0006380	APOSJ_11314	HUMAN24188
OG0006381	APOSJ_39481	HUMAN06920, HUMAN30425, HUMAN06919
OG0006382	APOSJ_14538, APOSJ_02410, APOSJ_54276, APOSJ_02409	HUMAN08589
OG0006383	APOSJ_39653, APOSJ_39649, APOSJ_64127, APOSJ_39652, APOSJ_39651, APOSJ_47793, APOSJ_39647, APOSJ_64132	HUMAN19516
OG0006384	APOSJ_61815	HUMAN14670, HUMAN14669, HUMAN14668, HUMAN14666, HUMAN14667
OG0006385	APOSJ_48761	HUMAN04983
OG0006386	APOSJ_38210, APOSJ_06476	HUMAN03914, HUMAN03913
OG0006387	APOSJ_26237, APOSJ_26238	HUMAN19461, HUMAN19462, HUMAN00501
OG0006388	APOSJ_24648, APOSJ_24649	HUMAN10177, HUMAN30153, HUMAN30163, HUMAN13637
OG0006389	APOSJ_36637, APOSJ_36635	HUMAN29747, HUMAN25835
OG0006390	APOSJ_57658, APOSJ_11781	HUMAN02874, HUMAN02872, HUMAN02873
OG0006391	APOSJ_26626	HUMAN05598
OG0006392	APOSJ_29507, APOSJ_15113, APOSJ_15114	HUMAN01485
OG0006393	APOSJ_32225	HUMAN28534, HUMAN14443
OG0006394	APOSJ_58976, APOSJ_05638, APOSJ_05639, APOSJ_05636, APOSJ_05637, APOSJ_58975	HUMAN20260, HUMAN20262, HUMAN20261
OG0006395	APOSJ_25087	HUMAN18809, HUMAN18808
OG0006396	APOSJ_48940, APOSJ_48936, APOSJ_48937, APOSJ_61567, APOSJ_48934, APOSJ_48938	HUMAN28914
OG0006397	APOSJ_57515, APOSJ_01214, APOSJ_01784, APOSJ_01209, APOSJ_01781, APOSJ_01782, APOSJ_20311, APOSJ_01215, APOSJ_57520, APOSJ_57522, APOSJ_01779, APOSJ_20298, APOSJ_57521, APOSJ_51054, APOSJ_51055, APOSJ_01778, APOSJ_01780, APOSJ_11089, APOSJ_57517, APOSJ_57518, APOSJ_57516, APOSJ_01777, APOSJ_01783, APOSJ_57519, APOSJ_01219	HUMAN11967
OG0006398	APOSJ_11677, APOSJ_08362, APOSJ_20411, APOSJ_11678	HUMAN01047, HUMAN01046
OG0006399	APOSJ_02574, APOSJ_02573, APOSJ_02575	HUMAN07113, HUMAN07112, HUMAN07111
OG0006401	APOSJ_34319, APOSJ_34318	HUMAN18158, HUMAN26324
OG0006402	APOSJ_01959, APOSJ_12139, APOSJ_14083	HUMAN22757, HUMAN22756
OG0006406	APOSJ_54388	HUMAN13006, HUMAN15941, HUMAN13007
OG0006407	APOSJ_62382	HUMAN21252, HUMAN15339, HUMAN15338
OG0006408	APOSJ_30216, APOSJ_07174, APOSJ_07173	HUMAN09012, HUMAN09011
OG0006442	APOSJ_50879, APOSJ_50881, APOSJ_50880	HUMAN24430, HUMAN24429
OG0006443	APOSJ_53271, APOSJ_53270, APOSJ_53269	HUMAN04869
OG0006446	APOSJ_53312, APOSJ_53313	HUMAN29158
OG0006447	APOSJ_21791, APOSJ_21792, APOSJ_21789, APOSJ_21790	HUMAN29322, HUMAN29323
OG0006448	APOSJ_02510	HUMAN23211
OG0006449	APOSJ_12864	HUMAN28069
OG0006452	APOSJ_64608	HUMAN02398, HUMAN20893
OG0006454	APOSJ_02301	HUMAN13113, HUMAN13112
OG0006457	APOSJ_28799, APOSJ_28797, APOSJ_49654	HUMAN14767
OG0006458	APOSJ_59688, APOSJ_59689, APOSJ_59690, APOSJ_59687	HUMAN05481
OG0006459	APOSJ_18769	HUMAN09471
OG0006460	APOSJ_01958, APOSJ_01957	HUMAN02631
OG0006461	APOSJ_54174, APOSJ_54175	HUMAN20951
OG0006462	APOSJ_53770, APOSJ_53769	HUMAN20252
OG0006463	APOSJ_11736	HUMAN13877, HUMAN13876, HUMAN13878, HUMAN13879, HUMAN13880, HUMAN13875
OG0006464	APOSJ_46425, APOSJ_46426	HUMAN30209, HUMAN22027
OG0006465	APOSJ_34388	HUMAN02673
OG0006467	APOSJ_17442, APOSJ_17443	HUMAN17163, HUMAN17162
OG0006468	APOSJ_18076, APOSJ_18078	HUMAN28005
OG0006469	APOSJ_57262, APOSJ_57265, APOSJ_57264, APOSJ_18953, APOSJ_57261, APOSJ_57263	HUMAN12113
OG0006470	APOSJ_43022	HUMAN22261
OG0006471	APOSJ_59768	HUMAN18729
OG0006472	APOSJ_12722, APOSJ_12721	HUMAN26665
OG0006474	APOSJ_40819	HUMAN19727
OG0006475	APOSJ_07401	HUMAN26136
OG0006476	APOSJ_46290	HUMAN07555, HUMAN07556
OG0006477	APOSJ_13476, APOSJ_56458, APOSJ_56457, APOSJ_13477	HUMAN05076
OG0006478	APOSJ_08628, APOSJ_55049, APOSJ_55048, APOSJ_08629, APOSJ_08630, APOSJ_08633	HUMAN14445
OG0006479	APOSJ_52929, APOSJ_52930	HUMAN00009
OG0006480	APOSJ_35445	HUMAN03645
OG0006481	APOSJ_18843, APOSJ_18839	HUMAN05570, HUMAN20279
OG0006482	APOSJ_08881, APOSJ_22122, APOSJ_22120	HUMAN08453
OG0006483	APOSJ_22379, APOSJ_28493, APOSJ_22378, APOSJ_46326, APOSJ_46325	HUMAN08362
OG0006485	APOSJ_58886, APOSJ_58887	HUMAN04789
OG0006486	APOSJ_08658, APOSJ_08657	HUMAN21434, HUMAN21433, HUMAN06954
OG0006487	APOSJ_50326, APOSJ_50325	HUMAN20882
OG0006488	APOSJ_25192	HUMAN15844
OG0006490	APOSJ_59486, APOSJ_30479, APOSJ_30480	HUMAN07030
OG0006491	APOSJ_21404, APOSJ_29280	HUMAN13791, HUMAN13790
OG0006492	APOSJ_17128, APOSJ_17129	HUMAN11565
OG0006493	APOSJ_31284	HUMAN05189, HUMAN05188, HUMAN05190
OG0006494	APOSJ_36754	HUMAN21838, HUMAN21837
OG0006495	APOSJ_31486, APOSJ_31487, APOSJ_31489, APOSJ_31488	HUMAN11902, HUMAN11903
OG0006496	APOSJ_25711	HUMAN02167
OG0006497	APOSJ_08909, APOSJ_11785	HUMAN07721, HUMAN07722, HUMAN07720
OG0006498	APOSJ_32514	HUMAN29984
OG0006499	APOSJ_55136	HUMAN02242, HUMAN02243, HUMAN02244
OG0006500	APOSJ_38619, APOSJ_38618	HUMAN08688, HUMAN08687, HUMAN08690, HUMAN08689
OG0006501	APOSJ_43030	HUMAN15460
OG0006502	APOSJ_26844, APOSJ_26845, APOSJ_26847	HUMAN12374, HUMAN12375
OG0006503	APOSJ_33556, APOSJ_33553	HUMAN27658
OG0006505	APOSJ_44663, APOSJ_44662	HUMAN02985, HUMAN02984
OG0006506	APOSJ_12003, APOSJ_51718	HUMAN21266
OG0006507	APOSJ_29786, APOSJ_25525, APOSJ_29789	HUMAN17635, HUMAN17633, HUMAN17634
OG0006508	APOSJ_40777, APOSJ_40778, APOSJ_40779	HUMAN22149
OG0006509	APOSJ_44041, APOSJ_44038, APOSJ_44039, APOSJ_44040	HUMAN22918, HUMAN22917
OG0006510	APOSJ_54578, APOSJ_03460, APOSJ_03461, APOSJ_21572	HUMAN19222
OG0006511	APOSJ_44173	HUMAN18611, HUMAN09163
OG0006512	APOSJ_43557	HUMAN20059
