Orthogroup	APOSJ_ok	PFLAV
OG0007072	APOSJ_07774	TCONS_00007191.p1
OG0007073	APOSJ_28284, APOSJ_64545	TCONS_00051978.p1
OG0007074	APOSJ_41086, APOSJ_41084, APOSJ_06497, APOSJ_41087	TCONS_00036890.p1
OG0007075	APOSJ_38690, APOSJ_45515	TCONS_00031214.p1, TCONS_00031191.p1
OG0007076	APOSJ_32728, APOSJ_07474, APOSJ_07477, APOSJ_07479	TCONS_00016847.p1
OG0007077	APOSJ_62170	TCONS_00042859.p1
OG0007078	APOSJ_64254, APOSJ_57932, APOSJ_64253, APOSJ_45552	TCONS_00003826.p1, TCONS_00003804.p1
OG0007079	APOSJ_35659, APOSJ_23599, APOSJ_35658, APOSJ_23600, APOSJ_23601, APOSJ_35661, APOSJ_35666, APOSJ_23588	TCONS_00018783.p1
OG0007080	APOSJ_44615, APOSJ_44618, APOSJ_44616, APOSJ_44614, APOSJ_44617, APOSJ_44613	TCONS_00017745.p1
OG0007081	APOSJ_48164, APOSJ_53316, APOSJ_62593, APOSJ_53315	TCONS_00016796.p1
OG0007082	APOSJ_35183, APOSJ_35182, APOSJ_35184, APOSJ_35185	TCONS_00017347.p1, TCONS_00017363.p1
OG0007083	APOSJ_05225, APOSJ_05224	TCONS_00016430.p1
OG0007084	APOSJ_54010	TCONS_00007233.p1
OG0007085	APOSJ_53854, APOSJ_15286, APOSJ_01309, APOSJ_01312, APOSJ_01310	TCONS_00023439.p1
OG0007086	APOSJ_51068, APOSJ_54257, APOSJ_54254, APOSJ_51067, APOSJ_54258	TCONS_00049476.p1
OG0007087	APOSJ_25106, APOSJ_25105	TCONS_00045677.p2, TCONS_00046754.p1
OG0007088	APOSJ_57703, APOSJ_57705, APOSJ_57706	TCONS_00044974.p1
OG0007089	APOSJ_25775, APOSJ_25776	TCONS_00022106.p1
OG0007090	APOSJ_64568, APOSJ_64569, APOSJ_64567	TCONS_00054332.p1
OG0007091	APOSJ_07966, APOSJ_49928	TCONS_00046618.p1
OG0007092	APOSJ_25956, APOSJ_25955	TCONS_00009665.p1
OG0007093	APOSJ_62680	TCONS_00053768.p1
OG0007094	APOSJ_00936, APOSJ_00933, APOSJ_05748, APOSJ_00934	TCONS_00009578.p1
OG0007095	APOSJ_17446	TCONS_00012814.p1
OG0007096	APOSJ_14066	TCONS_00003040.p1
OG0007097	APOSJ_33669	TCONS_00052445.p1, TCONS_00040903.p1
OG0007098	APOSJ_25086	TCONS_00033201.p1, TCONS_00008826.p1
OG0007099	APOSJ_25627, APOSJ_53694, APOSJ_53695	TCONS_00009517.p1
OG0007100	APOSJ_20949, APOSJ_20950	TCONS_00049528.p1
OG0007101	APOSJ_42478	TCONS_00054810.p1
OG0007102	APOSJ_45496	TCONS_00042851.p1
OG0007103	APOSJ_44007	TCONS_00030082.p1
OG0007105	APOSJ_54392, APOSJ_02858, APOSJ_54391, APOSJ_36522	TCONS_00006169.p1
OG0007106	APOSJ_46368	TCONS_00047227.p1
OG0007107	APOSJ_11584	TCONS_00014572.p1
OG0007108	APOSJ_00180	TCONS_00006170.p1
OG0007109	APOSJ_28514, APOSJ_35076, APOSJ_26918, APOSJ_35077	TCONS_00037031.p1
OG0007110	APOSJ_11396, APOSJ_44386, APOSJ_43180, APOSJ_43181, APOSJ_11397, APOSJ_43179, APOSJ_43178, APOSJ_44388, APOSJ_51775, APOSJ_43182, APOSJ_43177, APOSJ_44387, APOSJ_44384, APOSJ_44385, APOSJ_43176, APOSJ_44383	TCONS_00029973.p1
OG0007111	APOSJ_52368, APOSJ_52367, APOSJ_52369	TCONS_00007529.p1
OG0007112	APOSJ_25298	TCONS_00029738.p1
OG0007113	APOSJ_52477	TCONS_00047530.p1
OG0007114	APOSJ_18015	TCONS_00008157.p1
OG0007115	APOSJ_49820, APOSJ_42434, APOSJ_49819, APOSJ_49817	TCONS_00008987.p1
OG0007116	APOSJ_20334	TCONS_00013947.p1
OG0007117	APOSJ_07026, APOSJ_07023, APOSJ_07024, APOSJ_07027, APOSJ_51326, APOSJ_07025	TCONS_00047577.p1
OG0007118	APOSJ_38787, APOSJ_43062, APOSJ_46166	TCONS_00001877.p1
OG0007119	APOSJ_35224	TCONS_00052985.p1, TCONS_00052977.p1
OG0007120	APOSJ_12641	TCONS_00053428.p1
OG0007121	APOSJ_04164, APOSJ_04163, APOSJ_54402, APOSJ_04165	TCONS_00011260.p1
OG0007122	APOSJ_08797, APOSJ_08799, APOSJ_08798	TCONS_00050924.p1
OG0007124	APOSJ_37108	TCONS_00043163.p1
OG0007125	APOSJ_12549	TCONS_00034395.p1, TCONS_00034463.p1
OG0007126	APOSJ_49047, APOSJ_49048	TCONS_00010845.p1
OG0007127	APOSJ_31901	TCONS_00019274.p1
OG0007128	APOSJ_35088, APOSJ_35087, APOSJ_20305	TCONS_00054786.p1, TCONS_00038866.p1
OG0007130	APOSJ_06883	TCONS_00047510.p1
OG0007131	APOSJ_28471, APOSJ_28473	TCONS_00053264.p1
OG0007132	APOSJ_60411, APOSJ_60410	TCONS_00046363.p1
OG0007133	APOSJ_10127	TCONS_00029153.p1
OG0007134	APOSJ_25313, APOSJ_25312	TCONS_00041920.p1
OG0007135	APOSJ_51226, APOSJ_51224, APOSJ_51223, APOSJ_51221, APOSJ_51227, APOSJ_51225	TCONS_00018971.p1
OG0007136	APOSJ_32112, APOSJ_32113, APOSJ_32114, APOSJ_43274, APOSJ_32116	TCONS_00028952.p1
OG0007138	APOSJ_58570, APOSJ_58571	TCONS_00015362.p1
OG0007140	APOSJ_23753	TCONS_00053561.p1
OG0007141	APOSJ_05316, APOSJ_48902, APOSJ_05317, APOSJ_48907, APOSJ_33001, APOSJ_05318	TCONS_00012294.p1
OG0007142	APOSJ_64102, APOSJ_33663, APOSJ_56976, APOSJ_26720, APOSJ_56965, APOSJ_29516, APOSJ_56967, APOSJ_63380	TCONS_00044220.p1, TCONS_00042910.p1
OG0007143	APOSJ_34275, APOSJ_34276	TCONS_00045330.p1
OG0007144	APOSJ_07260	TCONS_00011322.p1
OG0007145	APOSJ_25174, APOSJ_25173	TCONS_00046303.p1
OG0007146	APOSJ_13119, APOSJ_17332	TCONS_00017342.p1, TCONS_00017359.p1
OG0007147	APOSJ_10898, APOSJ_10900, APOSJ_10901	TCONS_00050872.p1
OG0007148	APOSJ_39765	TCONS_00048638.p1
OG0007150	APOSJ_14446, APOSJ_14447	TCONS_00008146.p1
OG0007151	APOSJ_11618, APOSJ_17738	TCONS_00042529.p1
OG0007152	APOSJ_35457, APOSJ_35456	TCONS_00019894.p1
OG0007153	APOSJ_41556	TCONS_00011695.p1
OG0007154	APOSJ_00713	TCONS_00009690.p1
OG0007155	APOSJ_15502	TCONS_00014879.p1
OG0007156	APOSJ_53622, APOSJ_53620, APOSJ_53621, APOSJ_64551, APOSJ_53619, APOSJ_64550	TCONS_00027558.p1, TCONS_00027542.p1
OG0007158	APOSJ_00808, APOSJ_05058	TCONS_00007848.p1
OG0007159	APOSJ_48213	TCONS_00015808.p1
OG0007160	APOSJ_22694, APOSJ_22700, APOSJ_22699, APOSJ_22695	TCONS_00009021.p1
OG0007161	APOSJ_10237, APOSJ_31229	TCONS_00007008.p1
OG0007162	APOSJ_27955, APOSJ_04482	TCONS_00033875.p1
OG0007163	APOSJ_22276, APOSJ_22275	TCONS_00029121.p1
OG0007164	APOSJ_28942, APOSJ_28941	TCONS_00002256.p1
OG0007165	APOSJ_27299	TCONS_00017776.p1
OG0007166	APOSJ_43197	TCONS_00024144.p1
OG0007167	APOSJ_54437, APOSJ_06219, APOSJ_06216, APOSJ_03068, APOSJ_17880, APOSJ_06220, APOSJ_54436, APOSJ_54435, APOSJ_03691, APOSJ_44588, APOSJ_07083, APOSJ_44589	TCONS_00015825.p2
OG0007168	APOSJ_11442, APOSJ_02599, APOSJ_08930	TCONS_00055660.p1
OG0007170	APOSJ_16357, APOSJ_40065, APOSJ_40166, APOSJ_07552, APOSJ_38337, APOSJ_07551, APOSJ_07550, APOSJ_07553, APOSJ_47536, APOSJ_40062, APOSJ_47539	TCONS_00025934.p1
OG0007171	APOSJ_20843, APOSJ_20841, APOSJ_20844, APOSJ_20845, APOSJ_20842	TCONS_00010138.p1
OG0007173	APOSJ_27821, APOSJ_27823	TCONS_00051896.p1
OG0007174	APOSJ_36565, APOSJ_36566	TCONS_00007979.p1
OG0007175	APOSJ_40886, APOSJ_40887	TCONS_00023372.p1, TCONS_00023371.p1, TCONS_00023408.p1
OG0007176	APOSJ_26959, APOSJ_47176, APOSJ_26964	TCONS_00040411.p1
OG0007177	APOSJ_65336	TCONS_00010636.p1
OG0007178	APOSJ_10991	TCONS_00016052.p1
OG0007179	APOSJ_11484, APOSJ_11483	TCONS_00019736.p1, TCONS_00019726.p1
OG0007180	APOSJ_37209, APOSJ_37215, APOSJ_37213, APOSJ_37210, APOSJ_32845, APOSJ_37212	TCONS_00029666.p1, TCONS_00028776.p1
OG0007181	APOSJ_43146	TCONS_00038911.p1, TCONS_00041145.p1
OG0007182	APOSJ_09065, APOSJ_57711, APOSJ_21176, APOSJ_57710, APOSJ_17787	TCONS_00022331.p1
OG0007183	APOSJ_63497	TCONS_00046337.p1
OG0007184	APOSJ_45651	TCONS_00018313.p1
OG0007186	APOSJ_46996, APOSJ_07485, APOSJ_07483, APOSJ_15652	TCONS_00003055.p1
OG0007187	APOSJ_12565, APOSJ_12566	TCONS_00019991.p1
OG0007188	APOSJ_39163, APOSJ_45041	TCONS_00056408.p1
OG0007189	APOSJ_20244	TCONS_00012994.p1
OG0007191	APOSJ_60651, APOSJ_22859	TCONS_00054320.p1
OG0007192	APOSJ_11345	TCONS_00056981.p1
OG0007194	APOSJ_60358, APOSJ_60357, APOSJ_24182, APOSJ_24183, APOSJ_24185, APOSJ_24184, APOSJ_57472, APOSJ_57475, APOSJ_57474, APOSJ_40871, APOSJ_55437	TCONS_00009638.p1, TCONS_00009636.p1, TCONS_00009637.p1
OG0007195	APOSJ_59304, APOSJ_43193, APOSJ_59303, APOSJ_29520, APOSJ_59306, APOSJ_44726, APOSJ_59307, APOSJ_59305	TCONS_00003555.p1
OG0007198	APOSJ_03888, APOSJ_27485, APOSJ_32061, APOSJ_32063, APOSJ_27487, APOSJ_32062, APOSJ_27486	TCONS_00029381.p1, TCONS_00023717.p1
OG0007200	APOSJ_18943, APOSJ_54861, APOSJ_03788, APOSJ_18942, APOSJ_49009, APOSJ_49010, APOSJ_49008, APOSJ_18941	TCONS_00031248.p1
OG0007201	APOSJ_54513, APOSJ_54512, APOSJ_54511	TCONS_00012488.p1
OG0007250	APOSJ_59544, APOSJ_59545, APOSJ_59546	TCONS_00022493.p1
OG0007251	APOSJ_36228	TCONS_00029700.p1
OG0007252	APOSJ_24749, APOSJ_24750, APOSJ_24748, APOSJ_24746, APOSJ_24747, APOSJ_04171	TCONS_00030064.p1
OG0007253	APOSJ_10673	TCONS_00007438.p1
OG0007254	APOSJ_13177	TCONS_00050275.p1
OG0007255	APOSJ_61034, APOSJ_61032	TCONS_00056623.p1
OG0007256	APOSJ_63694	TCONS_00013533.p1
OG0007258	APOSJ_39371	TCONS_00029836.p1
OG0007260	APOSJ_60979, APOSJ_08714, APOSJ_08715	TCONS_00010130.p1
OG0007261	APOSJ_18131	TCONS_00054521.p1
OG0007262	APOSJ_48622, APOSJ_39797	TCONS_00044673.p1, TCONS_00044674.p1, TCONS_00018793.p1, TCONS_00033790.p1, TCONS_00023554.p1, TCONS_00056078.p1
OG0007264	APOSJ_04142	TCONS_00009451.p1
OG0007266	APOSJ_02456	TCONS_00049668.p1
OG0007267	APOSJ_39161	TCONS_00053410.p1
OG0007268	APOSJ_01766, APOSJ_01765	TCONS_00021568.p1
OG0007271	APOSJ_21579, APOSJ_57446	TCONS_00013933.p1
OG0007272	APOSJ_05711, APOSJ_05712, APOSJ_05710, APOSJ_36252	TCONS_00052083.p1
OG0007273	APOSJ_54097	TCONS_00038194.p1
OG0007274	APOSJ_58383	TCONS_00004667.p1
OG0007275	APOSJ_62050, APOSJ_62051	TCONS_00005999.p1
OG0007276	APOSJ_56899	TCONS_00028742.p1
OG0007277	APOSJ_32479	TCONS_00010642.p1
OG0007278	APOSJ_62054, APOSJ_63859, APOSJ_50979, APOSJ_19761, APOSJ_60168, APOSJ_19762, APOSJ_63858, APOSJ_63856	TCONS_00043998.p1
OG0007279	APOSJ_45405	TCONS_00005992.p1
OG0007280	APOSJ_17538, APOSJ_33154	TCONS_00045995.p1
OG0007281	APOSJ_27609, APOSJ_27610	TCONS_00012551.p1
OG0007282	APOSJ_52740, APOSJ_52741	TCONS_00006842.p1
OG0007283	APOSJ_48388	TCONS_00002100.p1
OG0007285	APOSJ_15670, APOSJ_55334	TCONS_00002156.p1
OG0007288	APOSJ_62431	TCONS_00031264.p1
OG0007289	APOSJ_03055	TCONS_00054996.p1
OG0007290	APOSJ_28883, APOSJ_41821, APOSJ_28884, APOSJ_06632, APOSJ_50169, APOSJ_06633, APOSJ_28881, APOSJ_06631	TCONS_00007187.p1
OG0007291	APOSJ_64281	TCONS_00008947.p1
OG0007292	APOSJ_35746, APOSJ_35745	TCONS_00035530.p1, TCONS_00035602.p1
OG0007293	APOSJ_61631	TCONS_00045187.p1
OG0007294	APOSJ_15245	TCONS_00019618.p1
OG0007295	APOSJ_01123, APOSJ_01122	TCONS_00030149.p1
OG0007296	APOSJ_03010, APOSJ_03009, APOSJ_03012, APOSJ_03011	TCONS_00004477.p1
OG0007297	APOSJ_51760	TCONS_00013759.p1
OG0007298	APOSJ_32257, APOSJ_44169, APOSJ_44171, APOSJ_44170, APOSJ_61987, APOSJ_05005, APOSJ_61986, APOSJ_44172	TCONS_00043853.p1
OG0007299	APOSJ_35741, APOSJ_28715	TCONS_00026956.p1
OG0007300	APOSJ_53629	TCONS_00055881.p1
OG0007302	APOSJ_34134, APOSJ_34135	TCONS_00042008.p1
OG0007303	APOSJ_28901, APOSJ_28900	TCONS_00021677.p1
OG0007304	APOSJ_41899, APOSJ_41898	TCONS_00017068.p1
OG0007305	APOSJ_27411, APOSJ_55468	TCONS_00039824.p1
OG0007306	APOSJ_59763	TCONS_00002187.p1
OG0007308	APOSJ_22230, APOSJ_22229	TCONS_00004027.p1
OG0007309	APOSJ_58403, APOSJ_31622, APOSJ_31623, APOSJ_31621	TCONS_00010691.p1
OG0007310	APOSJ_42505, APOSJ_42506	TCONS_00055647.p1
OG0007312	APOSJ_31725	TCONS_00012482.p1
OG0007313	APOSJ_11566, APOSJ_11567, APOSJ_11565	TCONS_00016093.p1, TCONS_00016085.p1, TCONS_00016094.p1
OG0007314	APOSJ_03599, APOSJ_03598	TCONS_00010379.p1
OG0007316	APOSJ_27503	TCONS_00006026.p1
OG0007317	APOSJ_35307, APOSJ_48501	TCONS_00046686.p1
OG0007318	APOSJ_59454, APOSJ_59453, APOSJ_59457, APOSJ_59451, APOSJ_59452, APOSJ_59456, APOSJ_59455, APOSJ_59449	TCONS_00049203.p1
OG0007319	APOSJ_37533, APOSJ_37534	TCONS_00045987.p1
OG0007320	APOSJ_00620, APOSJ_00621	TCONS_00029160.p1
OG0007322	APOSJ_38642, APOSJ_38640, APOSJ_38641, APOSJ_38639	TCONS_00015457.p1
OG0007323	APOSJ_59727	TCONS_00018010.p1
OG0007324	APOSJ_37366, APOSJ_37368, APOSJ_33866, APOSJ_37367, APOSJ_37369, APOSJ_33865, APOSJ_37370, APOSJ_37371	TCONS_00007262.p1
OG0007325	APOSJ_29140, APOSJ_58466	TCONS_00007263.p1
OG0007326	APOSJ_22766	TCONS_00019324.p1
OG0007327	APOSJ_08286, APOSJ_31519	TCONS_00020899.p1
OG0007328	APOSJ_26838	TCONS_00025891.p1
OG0007329	APOSJ_33464, APOSJ_33463	TCONS_00015001.p1
OG0007330	APOSJ_06174, APOSJ_38790	TCONS_00042612.p1
OG0007332	APOSJ_52532, APOSJ_52527, APOSJ_52530, APOSJ_52528, APOSJ_14624	TCONS_00041617.p1
OG0007333	APOSJ_61834	TCONS_00022881.p1
OG0007334	APOSJ_04860, APOSJ_30222	TCONS_00020764.p1
OG0007335	APOSJ_39648	TCONS_00012140.p1
OG0007337	APOSJ_23155	TCONS_00018627.p1
OG0007338	APOSJ_34671, APOSJ_34673, APOSJ_34669	TCONS_00050471.p1
OG0007339	APOSJ_11897	TCONS_00055656.p1
OG0007340	APOSJ_15084	TCONS_00016057.p1
OG0007341	APOSJ_50200, APOSJ_44552, APOSJ_50199	TCONS_00016545.p1
OG0007342	APOSJ_29822	TCONS_00014969.p1, TCONS_00052712.p1
OG0007343	APOSJ_45945	TCONS_00052916.p1
OG0007344	APOSJ_62547, APOSJ_62557	TCONS_00010788.p1
OG0007345	APOSJ_14751	TCONS_00030892.p1
OG0007347	APOSJ_12120	TCONS_00027454.p1
OG0007348	APOSJ_51644	TCONS_00021307.p1
OG0007349	APOSJ_21746, APOSJ_21745	TCONS_00006145.p1
OG0007350	APOSJ_32457, APOSJ_32458	TCONS_00033487.p1
OG0007351	APOSJ_09029, APOSJ_09028	TCONS_00019320.p1
OG0007352	APOSJ_08209, APOSJ_47431, APOSJ_08208	TCONS_00006024.p1
OG0007353	APOSJ_25868	TCONS_00008823.p1
OG0007354	APOSJ_26923	TCONS_00019461.p1
OG0007355	APOSJ_41454, APOSJ_41455, APOSJ_41453	TCONS_00006284.p1
OG0007356	APOSJ_59004, APOSJ_59003	TCONS_00049071.p1
OG0007357	APOSJ_00354, APOSJ_00355	TCONS_00011016.p1
OG0007358	APOSJ_12024, APOSJ_12023, APOSJ_12025	TCONS_00029301.p1
OG0007360	APOSJ_42239, APOSJ_42238, APOSJ_64886, APOSJ_42236, APOSJ_16938	TCONS_00016357.p1
OG0007361	APOSJ_34784	TCONS_00029124.p1, TCONS_00029129.p1
OG0007363	APOSJ_32242	TCONS_00042576.p1
OG0007364	APOSJ_26331	TCONS_00043040.p1
OG0007365	APOSJ_07009, APOSJ_32636, APOSJ_32637	TCONS_00054495.p1
OG0007366	APOSJ_31758, APOSJ_31757, APOSJ_31759	TCONS_00027860.p1
OG0007367	APOSJ_31799, APOSJ_15504, APOSJ_15505, APOSJ_31802	TCONS_00054210.p1
OG0007368	APOSJ_49565, APOSJ_49564	TCONS_00023382.p1, TCONS_00023348.p1, TCONS_00023381.p1
OG0007369	APOSJ_20755, APOSJ_20754	TCONS_00056741.p1
OG0007370	APOSJ_15354, APOSJ_15353, APOSJ_15352, APOSJ_30855	TCONS_00006543.p1
OG0007371	APOSJ_05203, APOSJ_05204	TCONS_00026558.p1
OG0007372	APOSJ_47949, APOSJ_47951, APOSJ_47950	TCONS_00002920.p1
OG0007373	APOSJ_54463, APOSJ_29602	TCONS_00056390.p1, TCONS_00041425.p1
OG0007374	APOSJ_60162, APOSJ_34123, APOSJ_60159, APOSJ_60158	TCONS_00027657.p1
OG0007375	APOSJ_59816, APOSJ_61226	TCONS_00002388.p1
OG0007376	APOSJ_04287	TCONS_00046614.p1
OG0007377	APOSJ_22496, APOSJ_22495, APOSJ_22497	TCONS_00015260.p1
OG0007378	APOSJ_32119, APOSJ_32118	TCONS_00021076.p1
OG0007379	APOSJ_42997, APOSJ_63432	TCONS_00003495.p1
OG0007380	APOSJ_43045	TCONS_00019634.p1
OG0007381	APOSJ_06352, APOSJ_06353, APOSJ_40196	TCONS_00013896.p1
OG0007382	APOSJ_56678, APOSJ_14341	TCONS_00018463.p1
OG0007383	APOSJ_16238	TCONS_00002090.p1, TCONS_00002089.p1
OG0007384	APOSJ_01866, APOSJ_01865, APOSJ_52012	TCONS_00000901.p1
OG0007385	APOSJ_46590	TCONS_00025457.p1
OG0007386	APOSJ_01169	TCONS_00045807.p1
OG0007387	APOSJ_21483	TCONS_00015964.p1
OG0007388	APOSJ_05379	TCONS_00053201.p1, TCONS_00053202.p1
OG0007389	APOSJ_64566	TCONS_00000201.p1
OG0007390	APOSJ_63577	TCONS_00013719.p1, TCONS_00013718.p1
OG0007391	APOSJ_04251	TCONS_00006040.p1
OG0007393	APOSJ_53832	TCONS_00011541.p1
OG0007394	APOSJ_01644, APOSJ_01645	TCONS_00010962.p1
OG0007395	APOSJ_54612	TCONS_00013162.p1
OG0007396	APOSJ_39335	TCONS_00007368.p1
OG0007397	APOSJ_50479	TCONS_00053178.p1
OG0007398	APOSJ_26882, APOSJ_54858	TCONS_00016548.p1
OG0007398	APOSJ_03879	TCONS_00016547.p1
OG0007399	APOSJ_42198	TCONS_00002016.p1
OG0007400	APOSJ_58231	TCONS_00021504.p1
OG0007402	APOSJ_49925, APOSJ_49926	TCONS_00013464.p1
OG0007403	APOSJ_44464, APOSJ_44466	TCONS_00010423.p1
OG0007404	APOSJ_25142, APOSJ_24831, APOSJ_38774, APOSJ_24830, APOSJ_24834, APOSJ_05790, APOSJ_38770, APOSJ_24833, APOSJ_25145, APOSJ_24829, APOSJ_38769, APOSJ_38771	TCONS_00037182.p1
OG0007405	APOSJ_42742	TCONS_00006553.p1
OG0007406	APOSJ_47874	TCONS_00004889.p1
OG0007407	APOSJ_09861, APOSJ_09860, APOSJ_50238	TCONS_00030604.p1
OG0007408	APOSJ_47695	TCONS_00017153.p1
OG0007409	APOSJ_05303, APOSJ_05302	TCONS_00018206.p1
OG0007410	APOSJ_01525	TCONS_00012815.p1
OG0007411	APOSJ_19728, APOSJ_19729	TCONS_00020743.p1
OG0007412	APOSJ_42010	TCONS_00000425.p1
OG0007413	APOSJ_20537	TCONS_00055344.p1
OG0007414	APOSJ_29005	TCONS_00053253.p1
OG0007415	APOSJ_31789	TCONS_00003678.p1
OG0007416	APOSJ_37464, APOSJ_60721, APOSJ_37462	TCONS_00044268.p1, TCONS_00042872.p1
OG0007417	APOSJ_04996	TCONS_00004580.p1
OG0007418	APOSJ_27061	TCONS_00004974.p1
OG0007419	APOSJ_55294, APOSJ_55296, APOSJ_55295	TCONS_00012322.p1
OG0007420	APOSJ_27526, APOSJ_27561, APOSJ_27555, APOSJ_34967	TCONS_00050553.p1
OG0007421	APOSJ_20549, APOSJ_20548	TCONS_00056604.p1, TCONS_00056597.p1
OG0007422	APOSJ_20335	TCONS_00011395.p1
OG0007423	APOSJ_31700, APOSJ_31699	TCONS_00013868.p1
OG0007424	APOSJ_24053, APOSJ_24054	TCONS_00013473.p1
OG0007425	APOSJ_14859, APOSJ_14860	TCONS_00043934.p1
OG0007426	APOSJ_40505, APOSJ_40506	TCONS_00035289.p1
OG0007428	APOSJ_18898	TCONS_00041450.p1, TCONS_00055214.p1
OG0007429	APOSJ_08623, APOSJ_08624, APOSJ_55001	TCONS_00049271.p1
OG0007430	APOSJ_37019, APOSJ_31745, APOSJ_55770, APOSJ_34572, APOSJ_37014, APOSJ_37018	TCONS_00000591.p1
OG0007431	APOSJ_12963, APOSJ_16258, APOSJ_12962, APOSJ_12964	TCONS_00020262.p1
OG0007432	APOSJ_34332	TCONS_00051328.p1, TCONS_00051420.p3
OG0007433	APOSJ_10528, APOSJ_10530	TCONS_00019250.p1
OG0007434	APOSJ_07079, APOSJ_07077, APOSJ_07078	TCONS_00012512.p1, TCONS_00012515.p1
OG0007435	APOSJ_49650, APOSJ_25691, APOSJ_25692, APOSJ_25694, APOSJ_25693, APOSJ_25689, APOSJ_25690, APOSJ_31983, APOSJ_25695	TCONS_00003827.p1, TCONS_00003805.p1
OG0007437	APOSJ_26282, APOSJ_26283	TCONS_00027829.p1, TCONS_00027828.p1
OG0007438	APOSJ_03209, APOSJ_03210	TCONS_00025516.p1
OG0007439	APOSJ_10207	TCONS_00016765.p1
OG0007441	APOSJ_40939, APOSJ_55968, APOSJ_55980, APOSJ_55975	TCONS_00018310.p1
OG0007442	APOSJ_24971	TCONS_00053552.p1
OG0007443	APOSJ_22915, APOSJ_22916, APOSJ_22917	TCONS_00006360.p1
OG0007444	APOSJ_11668	TCONS_00028927.p1
OG0007445	APOSJ_28035, APOSJ_28034	TCONS_00001021.p1
OG0007446	APOSJ_30397	TCONS_00005993.p1
OG0007447	APOSJ_00394, APOSJ_35376	TCONS_00042554.p1
OG0007448	APOSJ_51016, APOSJ_51017	TCONS_00028344.p1
OG0007449	APOSJ_36744, APOSJ_36742, APOSJ_36741, APOSJ_36743	TCONS_00032753.p1, TCONS_00007607.p1
OG0007450	APOSJ_13999	TCONS_00012170.p1
OG0007451	APOSJ_43780	TCONS_00020489.p1
OG0007452	APOSJ_37963	TCONS_00043752.p1
OG0007453	APOSJ_53697, APOSJ_53696	TCONS_00015079.p1
OG0007454	APOSJ_05135, APOSJ_05134	TCONS_00022466.p1
OG0007455	APOSJ_19769, APOSJ_19771	TCONS_00001304.p1
OG0007456	APOSJ_44072, APOSJ_44071	TCONS_00017386.p1
OG0007457	APOSJ_55749	TCONS_00027985.p1
OG0007458	APOSJ_17630	TCONS_00054268.p1
OG0007459	APOSJ_47522, APOSJ_11138	TCONS_00011184.p1
OG0007460	APOSJ_52023	TCONS_00011173.p1
OG0007461	APOSJ_18650, APOSJ_08253, APOSJ_08250, APOSJ_08251, APOSJ_08252	TCONS_00011136.p1
OG0007462	APOSJ_59464, APOSJ_59465, APOSJ_58493, APOSJ_59466	TCONS_00004455.p1
OG0007463	APOSJ_18618	TCONS_00023049.p1
OG0007464	APOSJ_39131, APOSJ_46382	TCONS_00018997.p1
OG0007465	APOSJ_05522, APOSJ_05521	TCONS_00005089.p1
OG0007466	APOSJ_43950	TCONS_00015307.p1
OG0007467	APOSJ_14365	TCONS_00029316.p1
OG0007468	APOSJ_46722	TCONS_00027148.p1
OG0007469	APOSJ_10622, APOSJ_10621	TCONS_00047565.p1
OG0007471	APOSJ_18185, APOSJ_20727	TCONS_00008793.p1
OG0007472	APOSJ_53138, APOSJ_53137	TCONS_00027881.p1
OG0007473	APOSJ_09192	TCONS_00056776.p2
OG0007474	APOSJ_25384, APOSJ_25383, APOSJ_25385	TCONS_00034975.p1
OG0007475	APOSJ_59852, APOSJ_59851, APOSJ_59850	TCONS_00034482.p1
OG0007476	APOSJ_11135	TCONS_00053493.p1
OG0007477	APOSJ_48504, APOSJ_48505, APOSJ_39772, APOSJ_09838	TCONS_00055325.p1
OG0007478	APOSJ_39185	TCONS_00006303.p1
OG0007479	APOSJ_24361, APOSJ_22189	TCONS_00014340.p1
OG0007480	APOSJ_17561, APOSJ_17560	TCONS_00027117.p1
OG0007481	APOSJ_08815, APOSJ_56246	TCONS_00006126.p1
OG0007482	APOSJ_56374	TCONS_00050546.p1
OG0007483	APOSJ_24186	TCONS_00017917.p1
OG0007484	APOSJ_20434	TCONS_00011058.p1
OG0007485	APOSJ_32278, APOSJ_32277	TCONS_00029182.p1
OG0007487	APOSJ_27134, APOSJ_27136, APOSJ_27137, APOSJ_04423, APOSJ_27138, APOSJ_27139	TCONS_00006042.p1, TCONS_00004732.p1
OG0007488	APOSJ_64769, APOSJ_64768	TCONS_00056102.p1
OG0007489	APOSJ_31344, APOSJ_31345, APOSJ_64774	TCONS_00011180.p1
OG0007491	APOSJ_56972	TCONS_00026008.p1, TCONS_00026018.p1
OG0007492	APOSJ_24846, APOSJ_24852	TCONS_00010188.p1
OG0007494	APOSJ_63591	TCONS_00005244.p1
OG0007495	APOSJ_07062	TCONS_00003309.p1
OG0007496	APOSJ_37453	TCONS_00003618.p1
OG0007497	APOSJ_60806, APOSJ_60807	TCONS_00021497.p1
OG0007498	APOSJ_20907, APOSJ_20908	TCONS_00046777.p1
OG0007500	APOSJ_55184, APOSJ_55182, APOSJ_55183, APOSJ_55185	TCONS_00002909.p1
OG0007501	APOSJ_42631, APOSJ_42632, APOSJ_42629, APOSJ_42630	TCONS_00037490.p1
OG0007503	APOSJ_14688	TCONS_00021620.p1
