Orthogroup	APOSJ_ok	NEMVE
OG0005639	APOSJ_12304, APOSJ_05004	NEMVE12532, NEMVE21748
OG0005640	APOSJ_27379, APOSJ_27380, APOSJ_63703, APOSJ_27381	NEMVE25019
OG0005642	APOSJ_42138, APOSJ_02120	NEMVE06116
OG0005643	APOSJ_63646, APOSJ_63647, APOSJ_34057	NEMVE23240
OG0005644	APOSJ_56772, APOSJ_56773	NEMVE24184
OG0005645	APOSJ_50798, APOSJ_07238	NEMVE21292, NEMVE13413, NEMVE00525
OG0005646	APOSJ_61232	NEMVE07216
OG0005649	APOSJ_06570, APOSJ_06572, APOSJ_01069	NEMVE08781
OG0005652	APOSJ_58541, APOSJ_58539, APOSJ_58542, APOSJ_58540	NEMVE13761
OG0005656	APOSJ_04917, APOSJ_30573, APOSJ_04919, APOSJ_04918, APOSJ_04921, APOSJ_04920	NEMVE25719
OG0005659	APOSJ_36067, APOSJ_36068, APOSJ_36072, APOSJ_36070, APOSJ_36071, APOSJ_25545, APOSJ_55880	NEMVE10920
OG0005660	APOSJ_17070, APOSJ_16341, APOSJ_16344, APOSJ_45452, APOSJ_17077, APOSJ_16342, APOSJ_16343, APOSJ_45454, APOSJ_45455	NEMVE13076, NEMVE12999
OG0005684	APOSJ_41347	NEMVE08342, NEMVE07753
OG0005685	APOSJ_19918	NEMVE15988
OG0005690	APOSJ_17613	NEMVE05999, NEMVE02293
OG0005691	APOSJ_11446, APOSJ_11447, APOSJ_11448, APOSJ_11449	NEMVE18729
OG0005692	APOSJ_03811, APOSJ_45357, APOSJ_45355, APOSJ_45354, APOSJ_45356	NEMVE25673
OG0005694	APOSJ_51748, APOSJ_53743	NEMVE07503
OG0005695	APOSJ_01222	NEMVE24999
OG0005696	APOSJ_24686, APOSJ_42167	NEMVE19431, NEMVE00658
OG0005699	APOSJ_08230, APOSJ_08231, APOSJ_51880, APOSJ_41179, APOSJ_41180, APOSJ_41178, APOSJ_08233, APOSJ_08232	NEMVE05086
OG0005701	APOSJ_32430	NEMVE05123
OG0005703	APOSJ_37460, APOSJ_37461, APOSJ_57398	NEMVE05111
OG0005704	APOSJ_06884, APOSJ_06885	NEMVE00358, NEMVE00188, NEMVE02380
OG0005706	APOSJ_09494	NEMVE14060
OG0005706	APOSJ_09493, APOSJ_09495	NEMVE24889
OG0005707	APOSJ_44833, APOSJ_28088, APOSJ_28089	NEMVE02468
OG0005708	APOSJ_43166, APOSJ_43165, APOSJ_47161	NEMVE18782
OG0005710	APOSJ_65429	NEMVE11928, NEMVE07091
OG0005711	APOSJ_64273, APOSJ_27770, APOSJ_64272, APOSJ_64274, APOSJ_64275, APOSJ_27769	NEMVE22100
OG0005712	APOSJ_49778	NEMVE14707
OG0005713	APOSJ_15683	NEMVE01956, NEMVE20809
OG0005714	APOSJ_32875, APOSJ_32873, APOSJ_32872, APOSJ_32874, APOSJ_32876	NEMVE16066
OG0005715	APOSJ_18174	NEMVE09774
OG0005716	APOSJ_30358, APOSJ_30359	NEMVE16761
OG0005717	APOSJ_63531, APOSJ_63532	NEMVE10797
OG0005718	APOSJ_63409, APOSJ_63428, APOSJ_28078, APOSJ_63398	NEMVE08003, NEMVE17456
OG0005719	APOSJ_31323, APOSJ_31324	NEMVE14711
OG0005720	APOSJ_50198, APOSJ_50197	NEMVE17361
OG0005721	APOSJ_15366, APOSJ_15365	NEMVE20431, NEMVE15979
OG0005723	APOSJ_28383, APOSJ_28386, APOSJ_28384	NEMVE13732
OG0005724	APOSJ_01581, APOSJ_01580	NEMVE16694
OG0005726	APOSJ_17462	NEMVE13247
OG0005726	APOSJ_17464	NEMVE20214
OG0005728	APOSJ_53707, APOSJ_53717	NEMVE13776
OG0005729	APOSJ_35082, APOSJ_35081	NEMVE12801, NEMVE05206, NEMVE19871
OG0005731	APOSJ_43396	NEMVE07981
OG0005732	APOSJ_42204, APOSJ_42208, APOSJ_42205	NEMVE11098
OG0005733	APOSJ_14940	NEMVE13320
OG0005735	APOSJ_05975	NEMVE22451
OG0005737	APOSJ_41917, APOSJ_41918	NEMVE14736, NEMVE12332
OG0005738	APOSJ_00843, APOSJ_00842	NEMVE22405
OG0005740	APOSJ_28381, APOSJ_28380, APOSJ_28379	NEMVE07070
OG0005744	APOSJ_53260	NEMVE22641
OG0005745	APOSJ_38019	NEMVE00282, NEMVE14038
OG0005746	APOSJ_41413	NEMVE21186, NEMVE14714
OG0005748	APOSJ_21284, APOSJ_46160, APOSJ_43000, APOSJ_46161, APOSJ_09288	NEMVE07129
OG0005749	APOSJ_06444, APOSJ_01046	NEMVE04089
OG0005750	APOSJ_39812	NEMVE09054
OG0005751	APOSJ_58863, APOSJ_58864, APOSJ_58861, APOSJ_35319, APOSJ_49450, APOSJ_27106, APOSJ_58860, APOSJ_58865	NEMVE05662
OG0005753	APOSJ_46625, APOSJ_46624	NEMVE21023, NEMVE23600, NEMVE23599
OG0005754	APOSJ_18273	NEMVE01507
OG0005757	APOSJ_12739, APOSJ_12737, APOSJ_12738, APOSJ_14936	NEMVE09144
OG0005758	APOSJ_60426	NEMVE07743
OG0005759	APOSJ_01474, APOSJ_01475, APOSJ_01476	NEMVE13996
OG0005760	APOSJ_40083, APOSJ_40081, APOSJ_40080, APOSJ_40079, APOSJ_40077, APOSJ_40082, APOSJ_50306, APOSJ_40078	NEMVE19177, NEMVE07324
OG0005761	APOSJ_09120, APOSJ_02787, APOSJ_55530, APOSJ_51714, APOSJ_22391, APOSJ_02789	NEMVE06405
OG0005763	APOSJ_60017, APOSJ_60016, APOSJ_58082, APOSJ_60020, APOSJ_58083, APOSJ_60015, APOSJ_60018, APOSJ_60021	NEMVE08824
OG0005764	APOSJ_49559, APOSJ_49560	NEMVE01288, NEMVE24394
OG0005765	APOSJ_51929, APOSJ_22397	NEMVE25244
OG0005768	APOSJ_04444, APOSJ_50780, APOSJ_57232	NEMVE24099
OG0005770	APOSJ_19788	NEMVE22242
OG0005771	APOSJ_32079, APOSJ_32077	NEMVE25507
OG0005772	APOSJ_45274	NEMVE05695
OG0005773	APOSJ_58225, APOSJ_49082, APOSJ_19460, APOSJ_19462	NEMVE09414
OG0005774	APOSJ_64546	NEMVE21829
OG0005775	APOSJ_03948, APOSJ_03947	NEMVE14392
OG0005776	APOSJ_41056, APOSJ_56703, APOSJ_41057, APOSJ_41055	NEMVE07966
OG0005778	APOSJ_35380, APOSJ_21953, APOSJ_21938, APOSJ_35382, APOSJ_21936, APOSJ_35384, APOSJ_35381, APOSJ_35383	NEMVE06697
OG0005779	APOSJ_14743, APOSJ_14742	NEMVE20167, NEMVE24822
OG0005781	APOSJ_65027, APOSJ_32550	NEMVE14416
OG0005782	APOSJ_40183, APOSJ_36669, APOSJ_36673, APOSJ_36668, APOSJ_36671	NEMVE01543
OG0005783	APOSJ_21381, APOSJ_21380, APOSJ_21383	NEMVE13901
OG0005784	APOSJ_17702	NEMVE19929
OG0005784	APOSJ_31376	NEMVE04987, NEMVE20893
OG0005785	APOSJ_43962, APOSJ_50473, APOSJ_43967, APOSJ_43964, APOSJ_03918, APOSJ_50469, APOSJ_43966, APOSJ_03917, APOSJ_43969, APOSJ_13778	NEMVE05160, NEMVE05143
OG0005786	APOSJ_40578, APOSJ_04872, APOSJ_27348, APOSJ_04951, APOSJ_36921, APOSJ_40579	NEMVE13088
OG0005787	APOSJ_27893	NEMVE03826
OG0005788	APOSJ_49749, APOSJ_49753, APOSJ_49752, APOSJ_49750	NEMVE24678
OG0005789	APOSJ_53595, APOSJ_53594	NEMVE13313
OG0005790	APOSJ_24198, APOSJ_24196, APOSJ_24200, APOSJ_24197	NEMVE06982
OG0005791	APOSJ_48089, APOSJ_48088, APOSJ_48087	NEMVE20528, NEMVE01297
OG0005792	APOSJ_01033, APOSJ_01034, APOSJ_63691	NEMVE15437
OG0005793	APOSJ_37687, APOSJ_37688, APOSJ_16577	NEMVE16943
OG0005794	APOSJ_30602, APOSJ_30604	NEMVE08845
OG0005796	APOSJ_50524, APOSJ_50526, APOSJ_50525	NEMVE06246
OG0005797	APOSJ_14621, APOSJ_12910, APOSJ_12912, APOSJ_12911	NEMVE14037
OG0005798	APOSJ_56985, APOSJ_46114, APOSJ_46112, APOSJ_46110, APOSJ_46111	NEMVE14829
OG0005799	APOSJ_37642, APOSJ_37931	NEMVE10264
OG0005800	APOSJ_12327	NEMVE13587
OG0005801	APOSJ_30275, APOSJ_30276	NEMVE24237
OG0005802	APOSJ_62488, APOSJ_53141	NEMVE06950, NEMVE03199
OG0005803	APOSJ_45014, APOSJ_14661, APOSJ_45015, APOSJ_45016	NEMVE13133
OG0005804	APOSJ_45971	NEMVE07252
OG0005805	APOSJ_05943, APOSJ_05944	NEMVE16148, NEMVE23550
OG0005807	APOSJ_25325	NEMVE06359
OG0005808	APOSJ_25819, APOSJ_25827, APOSJ_25820, APOSJ_25826, APOSJ_25823, APOSJ_25821, APOSJ_25822, APOSJ_25824	NEMVE01129
OG0005809	APOSJ_35681, APOSJ_54907, APOSJ_23768, APOSJ_60810, APOSJ_54905, APOSJ_05660, APOSJ_54906, APOSJ_35680, APOSJ_23770, APOSJ_35679, APOSJ_48311, APOSJ_48312, APOSJ_23767, APOSJ_05642, APOSJ_36831, APOSJ_32115	NEMVE24976
OG0005811	APOSJ_03767	NEMVE17134, NEMVE11119
OG0005812	APOSJ_45152	NEMVE14364
OG0005814	APOSJ_30730	NEMVE14624
OG0005815	APOSJ_50823	NEMVE25274
OG0005816	APOSJ_60614, APOSJ_36792, APOSJ_60616, APOSJ_36791, APOSJ_36793, APOSJ_20875	NEMVE08245
OG0005817	APOSJ_42251	NEMVE20440, NEMVE15052
OG0005818	APOSJ_09949	NEMVE14563
OG0005819	APOSJ_07372	NEMVE21808
OG0005820	APOSJ_51796	NEMVE16994
OG0005820	APOSJ_44670	NEMVE24167
OG0005821	APOSJ_44197, APOSJ_44198	NEMVE23456
OG0005822	APOSJ_25065	NEMVE25935
OG0005823	APOSJ_01935	NEMVE05430, NEMVE20888
OG0005824	APOSJ_47994	NEMVE14153
OG0005825	APOSJ_52732, APOSJ_59104, APOSJ_54007	NEMVE16739
OG0005826	APOSJ_32334, APOSJ_32333, APOSJ_10989, APOSJ_10990, APOSJ_10988, APOSJ_38987	NEMVE18969, NEMVE25456, NEMVE16439
OG0005827	APOSJ_22735, APOSJ_22737	NEMVE04802
OG0005828	APOSJ_06676	NEMVE23790
OG0005829	APOSJ_60389, APOSJ_06378	NEMVE17728, NEMVE24686
OG0005830	APOSJ_37441, APOSJ_49341, APOSJ_05892, APOSJ_05891, APOSJ_05893	NEMVE08526
OG0005831	APOSJ_21501, APOSJ_21504, APOSJ_21503, APOSJ_21502	NEMVE05152
OG0005832	APOSJ_20217, APOSJ_20213, APOSJ_20219, APOSJ_63506, APOSJ_20216, APOSJ_20214, APOSJ_63496	NEMVE22892
OG0005833	APOSJ_05810, APOSJ_05811	NEMVE13165
OG0005834	APOSJ_59261, APOSJ_29238	NEMVE10656
OG0005835	APOSJ_35521, APOSJ_37615, APOSJ_37617, APOSJ_35519	NEMVE13878
OG0005836	APOSJ_01508, APOSJ_01509	NEMVE20851, NEMVE02149
OG0005837	APOSJ_56243, APOSJ_56244	NEMVE14056
OG0005840	APOSJ_28838, APOSJ_28839, APOSJ_28837, APOSJ_28840, APOSJ_28842, APOSJ_62353	NEMVE13747
OG0005841	APOSJ_39877, APOSJ_39876, APOSJ_51517, APOSJ_43490, APOSJ_35364, APOSJ_07580, APOSJ_17923	NEMVE19596
OG0005842	APOSJ_21443, APOSJ_21442	NEMVE14687
OG0005843	APOSJ_44508	NEMVE02036, NEMVE22320
OG0005844	APOSJ_47078, APOSJ_26408, APOSJ_47077, APOSJ_47076	NEMVE23402
OG0005845	APOSJ_17083	NEMVE13891
OG0005846	APOSJ_27961, APOSJ_27960	NEMVE01954
OG0005847	APOSJ_57030	NEMVE05655
OG0005848	APOSJ_09802	NEMVE22369
OG0005849	APOSJ_50009	NEMVE13138
OG0005850	APOSJ_12652, APOSJ_12651	NEMVE13460
OG0005851	APOSJ_65289, APOSJ_65290, APOSJ_19232	NEMVE09355
OG0005852	APOSJ_14120, APOSJ_14117, APOSJ_14121, APOSJ_14118, APOSJ_14115, APOSJ_14119, APOSJ_27506, APOSJ_14116	NEMVE01976
OG0005853	APOSJ_06630	NEMVE14317
OG0005854	APOSJ_53651, APOSJ_63563, APOSJ_63564	NEMVE14480
OG0005855	APOSJ_10243, APOSJ_31150, APOSJ_10244, APOSJ_10241, APOSJ_10242	NEMVE16343
OG0005857	APOSJ_08960, APOSJ_57146	NEMVE24466, NEMVE14208
OG0005858	APOSJ_17318, APOSJ_17316, APOSJ_17317, APOSJ_17320, APOSJ_17319	NEMVE13228
OG0005859	APOSJ_09768, APOSJ_09770	NEMVE14832
OG0005860	APOSJ_13206, APOSJ_17670, APOSJ_13207, APOSJ_17677	NEMVE13210
OG0005861	APOSJ_60214, APOSJ_25441, APOSJ_60215, APOSJ_25461	NEMVE14447, NEMVE11854
OG0005863	APOSJ_08970, APOSJ_08969, APOSJ_08971, APOSJ_08968, APOSJ_64478	NEMVE22266
OG0005864	APOSJ_35678, APOSJ_35677	NEMVE04848
OG0005865	APOSJ_61153, APOSJ_61151	NEMVE07679
OG0005866	APOSJ_00147	NEMVE05461
OG0005869	APOSJ_60086	NEMVE13626
OG0005870	APOSJ_55202, APOSJ_36769	NEMVE14905
OG0005871	APOSJ_44184, APOSJ_44186	NEMVE17336
OG0005872	APOSJ_40239	NEMVE06649
OG0005874	APOSJ_46412	NEMVE23891
OG0005875	APOSJ_61627, APOSJ_42044, APOSJ_61624, APOSJ_61626, APOSJ_61625, APOSJ_61623	NEMVE23453
OG0005876	APOSJ_32843, APOSJ_32842, APOSJ_32838, APOSJ_32837, APOSJ_32840	NEMVE23289
OG0005877	APOSJ_22102, APOSJ_22103	NEMVE02516, NEMVE05591
OG0005878	APOSJ_25403, APOSJ_25399, APOSJ_25401, APOSJ_25402, APOSJ_19184, APOSJ_25400	NEMVE14777
OG0005879	APOSJ_55723, APOSJ_55724, APOSJ_10197, APOSJ_10192, APOSJ_63136, APOSJ_55722	NEMVE09579
OG0005880	APOSJ_33168	NEMVE22612
OG0005881	APOSJ_16550, APOSJ_16551	NEMVE09607
OG0005882	APOSJ_31294, APOSJ_31296, APOSJ_31295, APOSJ_31297	NEMVE08039, NEMVE20575
OG0005883	APOSJ_52908	NEMVE14549
OG0005884	APOSJ_13538, APOSJ_56250	NEMVE00229, NEMVE06571
OG0005885	APOSJ_44623, APOSJ_21182, APOSJ_63037	NEMVE00006
OG0005886	APOSJ_44930, APOSJ_27125, APOSJ_27126, APOSJ_27127, APOSJ_27124	NEMVE17658
OG0005887	APOSJ_23833	NEMVE21713
OG0005888	APOSJ_60925, APOSJ_30594	NEMVE03064
OG0005889	APOSJ_59086, APOSJ_59088, APOSJ_59087, APOSJ_59085	NEMVE14237
OG0005890	APOSJ_45453	NEMVE01492
OG0005892	APOSJ_43478, APOSJ_43477	NEMVE05482
OG0005893	APOSJ_00545, APOSJ_03316	NEMVE00948
OG0005894	APOSJ_28992	NEMVE01396
OG0005895	APOSJ_01825, APOSJ_01827, APOSJ_01826, APOSJ_11252	NEMVE17527, NEMVE20886
OG0005897	APOSJ_36990, APOSJ_57802	NEMVE18801
OG0005898	APOSJ_55596, APOSJ_55597, APOSJ_55595, APOSJ_55598	NEMVE02011
OG0005899	APOSJ_58569	NEMVE06363, NEMVE06372, NEMVE16370
OG0005900	APOSJ_04552, APOSJ_04555, APOSJ_04554, APOSJ_04553	NEMVE07074, NEMVE09348, NEMVE05277
OG0005902	APOSJ_24484, APOSJ_24478, APOSJ_24482, APOSJ_24481, APOSJ_24479, APOSJ_24480, APOSJ_24483, APOSJ_24485	NEMVE24968
OG0005903	APOSJ_44290, APOSJ_44289	NEMVE14098
OG0005904	APOSJ_12845, APOSJ_12844, APOSJ_12843, APOSJ_60116	NEMVE14991
OG0005907	APOSJ_01971, APOSJ_01972, APOSJ_54652, APOSJ_01970	NEMVE07086
OG0005908	APOSJ_19768, APOSJ_19767, APOSJ_19766	NEMVE20350, NEMVE08825
OG0005909	APOSJ_64923	NEMVE21723
OG0005910	APOSJ_21373, APOSJ_21375	NEMVE24624
OG0005913	APOSJ_06509	NEMVE13807
OG0005914	APOSJ_31914, APOSJ_31915, APOSJ_31913, APOSJ_31912	NEMVE13472
OG0005915	APOSJ_54307, APOSJ_65107	NEMVE23084
OG0005916	APOSJ_42293, APOSJ_42291, APOSJ_42290, APOSJ_42292	NEMVE22825
OG0005917	APOSJ_15012, APOSJ_24329, APOSJ_06935, APOSJ_24323, APOSJ_22043, APOSJ_22034	NEMVE16681
OG0005918	APOSJ_34539	NEMVE23931
OG0005921	APOSJ_35499	NEMVE13582
OG0005922	APOSJ_38159	NEMVE13384
OG0005923	APOSJ_38408, APOSJ_60927	NEMVE07997
OG0005924	APOSJ_10793	NEMVE05757
OG0005925	APOSJ_52736, APOSJ_24836	NEMVE17210, NEMVE13945
OG0005926	APOSJ_11149, APOSJ_11150, APOSJ_11147, APOSJ_11148	NEMVE09581
OG0005927	APOSJ_46960, APOSJ_46958, APOSJ_46959, APOSJ_46961	NEMVE11392
OG0005928	APOSJ_24820	NEMVE21804
OG0005929	APOSJ_49015	NEMVE13193
OG0005930	APOSJ_31290	NEMVE24441
OG0005931	APOSJ_26827, APOSJ_37610, APOSJ_25998, APOSJ_26828, APOSJ_25999, APOSJ_26826	NEMVE24077
OG0005932	APOSJ_32251, APOSJ_32252, APOSJ_32249, APOSJ_32250	NEMVE21824
OG0005933	APOSJ_61993, APOSJ_53206	NEMVE09740
OG0005935	APOSJ_20762, APOSJ_20761	NEMVE20365
OG0005936	APOSJ_59913	NEMVE20278, NEMVE22195
OG0005937	APOSJ_18008, APOSJ_19166	NEMVE03020
OG0005939	APOSJ_20729, APOSJ_01162, APOSJ_12433, APOSJ_20730, APOSJ_20732, APOSJ_20731	NEMVE13145
OG0005940	APOSJ_61683, APOSJ_42446	NEMVE05329
OG0005941	APOSJ_54972, APOSJ_54969, APOSJ_54970, APOSJ_54966, APOSJ_54971, APOSJ_54967, APOSJ_54973, APOSJ_54968	NEMVE18224
OG0005943	APOSJ_23878, APOSJ_45350	NEMVE14522
OG0005944	APOSJ_43317, APOSJ_43319, APOSJ_43316, APOSJ_43318	NEMVE11808, NEMVE01376
OG0005946	APOSJ_09386, APOSJ_44027	NEMVE23066
OG0005947	APOSJ_23672, APOSJ_23670, APOSJ_23671	NEMVE14005
OG0005948	APOSJ_32793	NEMVE12170
OG0005950	APOSJ_26616, APOSJ_33484, APOSJ_33486	NEMVE14694
OG0005951	APOSJ_46414, APOSJ_46413	NEMVE25097
OG0005952	APOSJ_03405, APOSJ_03404, APOSJ_03402, APOSJ_03403	NEMVE22482
OG0005954	APOSJ_48271, APOSJ_48274, APOSJ_48277, APOSJ_48275, APOSJ_48276, APOSJ_48273, APOSJ_50173, APOSJ_50064	NEMVE08788
OG0005955	APOSJ_41814, APOSJ_64243	NEMVE24056
OG0005956	APOSJ_28609, APOSJ_55738, APOSJ_51269, APOSJ_11721, APOSJ_11718, APOSJ_11719, APOSJ_11720, APOSJ_11723, APOSJ_55737, APOSJ_11722, APOSJ_55736, APOSJ_11716	NEMVE07065
OG0005957	APOSJ_63559, APOSJ_62892, APOSJ_63557	NEMVE15091
OG0005958	APOSJ_56986, APOSJ_52401	NEMVE06979
OG0005959	APOSJ_22602, APOSJ_22603	NEMVE24867
OG0005960	APOSJ_33847, APOSJ_33846	NEMVE13523
OG0005961	APOSJ_61218, APOSJ_61217	NEMVE08178
OG0005962	APOSJ_51749, APOSJ_51746, APOSJ_51747, APOSJ_53740	NEMVE17258
OG0005963	APOSJ_31516	NEMVE25861
OG0005964	APOSJ_30777, APOSJ_36869, APOSJ_65283	NEMVE24196, NEMVE24662
OG0005965	APOSJ_13674, APOSJ_12547	NEMVE06899
OG0005966	APOSJ_62810, APOSJ_41906	NEMVE19178, NEMVE00025
OG0005967	APOSJ_06057, APOSJ_06056	NEMVE22443
OG0005968	APOSJ_60390	NEMVE14434
OG0005969	APOSJ_34996	NEMVE13532
OG0005970	APOSJ_36943, APOSJ_43466	NEMVE05887
OG0005971	APOSJ_60718, APOSJ_60720, APOSJ_60722, APOSJ_60719, APOSJ_60723	NEMVE06732
OG0005972	APOSJ_38108, APOSJ_38131, APOSJ_24398	NEMVE18774
OG0005973	APOSJ_57208, APOSJ_57209, APOSJ_57211, APOSJ_16652	NEMVE11820, NEMVE14031
OG0005974	APOSJ_38224, APOSJ_38226, APOSJ_38225, APOSJ_38223	NEMVE14137
OG0005975	APOSJ_44778	NEMVE25600
OG0005976	APOSJ_64764, APOSJ_62779, APOSJ_62777, APOSJ_64746, APOSJ_62778, APOSJ_49050	NEMVE13353
OG0005977	APOSJ_21509	NEMVE14569
OG0005978	APOSJ_42439, APOSJ_42438	NEMVE22252
OG0005979	APOSJ_22361, APOSJ_22360	NEMVE11720, NEMVE19106
OG0005980	APOSJ_46417	NEMVE23640
OG0005981	APOSJ_62909, APOSJ_32017, APOSJ_49950, APOSJ_32016, APOSJ_32015, APOSJ_32014	NEMVE09022
OG0005982	APOSJ_29056, APOSJ_29055	NEMVE13477
OG0005984	APOSJ_30462	NEMVE24779
OG0005986	APOSJ_47491	NEMVE02799
OG0005987	APOSJ_20158	NEMVE21795
OG0005988	APOSJ_17696, APOSJ_17694, APOSJ_17695, APOSJ_17697	NEMVE19559
OG0005989	APOSJ_53200, APOSJ_53201	NEMVE00971
OG0005993	APOSJ_24106, APOSJ_24105	NEMVE11171
OG0005994	APOSJ_15570	NEMVE21776
OG0005995	APOSJ_18956, APOSJ_18957, APOSJ_18958, APOSJ_18959	NEMVE02185
OG0005998	APOSJ_58163, APOSJ_62099, APOSJ_64869, APOSJ_64873	NEMVE05440
OG0006000	APOSJ_01788, APOSJ_09278, APOSJ_59190, APOSJ_59194, APOSJ_28845, APOSJ_59192	NEMVE18781
OG0006002	APOSJ_08645, APOSJ_08644, APOSJ_55131, APOSJ_08646	NEMVE13122
OG0006003	APOSJ_50270, APOSJ_50272, APOSJ_50271	NEMVE06610
OG0006004	APOSJ_39661, APOSJ_39664, APOSJ_39662, APOSJ_39660	NEMVE24131
OG0006005	APOSJ_13961, APOSJ_13962, APOSJ_13960	NEMVE08968, NEMVE00870
OG0006007	APOSJ_06311, APOSJ_11317	NEMVE25524
OG0006008	APOSJ_11789, APOSJ_11793, APOSJ_11794, APOSJ_08941, APOSJ_11788, APOSJ_11791, APOSJ_34963, APOSJ_11792	NEMVE24474, NEMVE00275
OG0006010	APOSJ_00136, APOSJ_00137, APOSJ_13985, APOSJ_00844	NEMVE22570
OG0006011	APOSJ_21061, APOSJ_21060, APOSJ_21059, APOSJ_02826	NEMVE14656
OG0006012	APOSJ_37795	NEMVE23549
OG0006013	APOSJ_24909, APOSJ_58462	NEMVE16371
OG0006014	APOSJ_34162	NEMVE00388
OG0006014	APOSJ_34163, APOSJ_34160	NEMVE07350
OG0006059	APOSJ_43617, APOSJ_43616	NEMVE05469
OG0006061	APOSJ_64008	NEMVE17553
OG0006062	APOSJ_05442	NEMVE13363
OG0006063	APOSJ_12899, APOSJ_00777	NEMVE13540
OG0006064	APOSJ_56062, APOSJ_60724, APOSJ_56061	NEMVE05721
OG0006065	APOSJ_02297, APOSJ_02296	NEMVE25805
OG0006066	APOSJ_05451	NEMVE25661
OG0006067	APOSJ_22779, APOSJ_22778, APOSJ_22775, APOSJ_22777, APOSJ_22774, APOSJ_22773, APOSJ_22772, APOSJ_22776	NEMVE24894
OG0006069	APOSJ_40708	NEMVE24988
OG0006070	APOSJ_48605, APOSJ_48604, APOSJ_24321	NEMVE15570
OG0006071	APOSJ_36540	NEMVE21756, NEMVE00491
OG0006072	APOSJ_53132, APOSJ_33732	NEMVE01149
OG0006073	APOSJ_43312, APOSJ_28775	NEMVE04741
OG0006074	APOSJ_25151, APOSJ_25150	NEMVE24416
OG0006075	APOSJ_07678, APOSJ_52920, APOSJ_52921	NEMVE05322
OG0006076	APOSJ_55781, APOSJ_27549, APOSJ_27550, APOSJ_27551, APOSJ_41689	NEMVE14720
OG0006077	APOSJ_60639, APOSJ_60638, APOSJ_60640, APOSJ_60641	NEMVE13486
OG0006078	APOSJ_54658	NEMVE22623
OG0006079	APOSJ_46360, APOSJ_27614	NEMVE00907
OG0006081	APOSJ_63461, APOSJ_63459	NEMVE06868, NEMVE06886
OG0006083	APOSJ_56162	NEMVE09309
OG0006084	APOSJ_41691, APOSJ_61500, APOSJ_41693, APOSJ_41692	NEMVE14424
OG0006085	APOSJ_55006	NEMVE25339
OG0006086	APOSJ_39567	NEMVE15619
OG0006087	APOSJ_06533, APOSJ_06532	NEMVE15939
OG0006088	APOSJ_64130, APOSJ_42504, APOSJ_57201, APOSJ_64131, APOSJ_64129	NEMVE25387
OG0006090	APOSJ_54117, APOSJ_54116, APOSJ_54113	NEMVE19748, NEMVE13984
OG0006092	APOSJ_43830, APOSJ_43831, APOSJ_43829	NEMVE13186
OG0006094	APOSJ_30662	NEMVE09647, NEMVE00091
OG0006095	APOSJ_60289	NEMVE13885
OG0006096	APOSJ_47052, APOSJ_26295, APOSJ_47053, APOSJ_47055	NEMVE14691
OG0006097	APOSJ_39208	NEMVE05832
OG0006098	APOSJ_54535, APOSJ_18896	NEMVE06004
OG0006100	APOSJ_07555, APOSJ_07557, APOSJ_48443, APOSJ_07556	NEMVE22711
OG0006101	APOSJ_11193	NEMVE15100
OG0006102	APOSJ_23284	NEMVE14968
OG0006103	APOSJ_12519, APOSJ_12521, APOSJ_22745, APOSJ_22748	NEMVE00283, NEMVE17723
OG0006104	APOSJ_33402	NEMVE14961
OG0006106	APOSJ_48794	NEMVE19009
OG0006107	APOSJ_60954, APOSJ_60955	NEMVE11460, NEMVE00688
OG0006108	APOSJ_43335, APOSJ_43334	NEMVE08391
OG0006111	APOSJ_45645	NEMVE02016
OG0006112	APOSJ_18519, APOSJ_51585, APOSJ_18503, APOSJ_40805, APOSJ_18516, APOSJ_18506, APOSJ_60866, APOSJ_23725	NEMVE03287
OG0006113	APOSJ_43058	NEMVE09892
OG0006116	APOSJ_23622, APOSJ_23623	NEMVE24918
OG0006117	APOSJ_22363, APOSJ_22367, APOSJ_22364, APOSJ_22366, APOSJ_22365, APOSJ_22368	NEMVE10567
OG0006118	APOSJ_28228, APOSJ_52478	NEMVE10454
OG0006119	APOSJ_05495, APOSJ_05494	NEMVE15295
OG0006120	APOSJ_03091	NEMVE22945
OG0006121	APOSJ_11872, APOSJ_02329, APOSJ_02094	NEMVE22058
OG0006122	APOSJ_48102, APOSJ_48101	NEMVE25204
OG0006123	APOSJ_50227, APOSJ_31379, APOSJ_64870	NEMVE23157
OG0006124	APOSJ_60039, APOSJ_60038, APOSJ_60036, APOSJ_60037	NEMVE24761
OG0006125	APOSJ_31100, APOSJ_31098, APOSJ_31097, APOSJ_31099, APOSJ_63429, APOSJ_31101	NEMVE09196
OG0006126	APOSJ_64455	NEMVE00064
OG0006127	APOSJ_27402, APOSJ_27403	NEMVE07015, NEMVE07020
OG0006128	APOSJ_08247, APOSJ_08246	NEMVE20876, NEMVE00022
OG0006129	APOSJ_03899	NEMVE14942
OG0006130	APOSJ_15946, APOSJ_30828	NEMVE04868
OG0006131	APOSJ_41419	NEMVE08917
OG0006132	APOSJ_44770, APOSJ_44769	NEMVE08985
OG0006133	APOSJ_64690, APOSJ_64691	NEMVE08114
OG0006134	APOSJ_08298, APOSJ_08299	NEMVE11232
OG0006135	APOSJ_50461, APOSJ_50464, APOSJ_50463, APOSJ_18603, APOSJ_50460, APOSJ_46168	NEMVE22868
