Orthogroup	YEAST	STRPU_ok
OG0004417	YEAST03358	STRPU_19276, STRPU_00411
OG0004425	YEAST04958	STRPU_24641
OG0004426	YEAST01028	STRPU_20530, STRPU_20532
OG0004460	YEAST06162	STRPU_26151
OG0004462	YEAST03397	STRPU_06172
OG0004468	YEAST04439	STRPU_15279
OG0004472	YEAST06199	STRPU_10341
OG0004479	YEAST00474	STRPU_25490
OG0004484	YEAST01989	STRPU_11038, STRPU_00376
OG0004486	YEAST00968	STRPU_25549, STRPU_00815
OG0004489	YEAST03700	STRPU_01983, STRPU_22823
OG0004490	YEAST02887	STRPU_10416
OG0004492	YEAST05415, YEAST01368	STRPU_14985, STRPU_14954
OG0004494	YEAST03738	STRPU_08650
OG0004495	YEAST00946	STRPU_20165, STRPU_20159
OG0004498	YEAST02716	STRPU_25250
OG0004500	YEAST04651	STRPU_07478
OG0004503	YEAST02385	STRPU_05123, STRPU_05048
OG0004505	YEAST01701	STRPU_24031, STRPU_02633
OG0004506	YEAST06061	STRPU_09238
OG0004507	YEAST04994	STRPU_26831
OG0004512	YEAST01510	STRPU_21468
OG0004513	YEAST04235	STRPU_24975
OG0004515	YEAST05737	STRPU_09715, STRPU_09759
OG0004519	YEAST01596	STRPU_23291
OG0004520	YEAST06001, YEAST05696	STRPU_06769
OG0004525	YEAST03937	STRPU_08186
OG0004526	YEAST02603	STRPU_19898, STRPU_19872
OG0004529	YEAST03981	STRPU_24902
OG0004535	YEAST02221	STRPU_20971
OG0004538	YEAST02750	STRPU_21077
OG0004541	YEAST02645, YEAST03788, YEAST04781	STRPU_16941, STRPU_16932, STRPU_11408, STRPU_11409
OG0004542	YEAST04816, YEAST04623	STRPU_12852, STRPU_12862
OG0004545	YEAST02071	STRPU_18557
OG0004546	YEAST04485	STRPU_20037
OG0004551	YEAST00426	STRPU_13302
OG0004554	YEAST05640, YEAST04172	STRPU_16784
OG0004559	YEAST04428	STRPU_01434, STRPU_08736
OG0004563	YEAST04325	STRPU_12094
OG0004566	YEAST02192	STRPU_07797
OG0004567	YEAST05747	STRPU_24575
OG0004571	YEAST02127	STRPU_00500, STRPU_15931
OG0004573	YEAST00677	STRPU_15071
OG0004577	YEAST02283	STRPU_26190
OG0004579	YEAST00134	STRPU_22367
OG0004581	YEAST03583, YEAST04618	STRPU_06299, STRPU_06345
OG0004582	YEAST04377	STRPU_18765
OG0004583	YEAST05833	STRPU_07152
OG0004584	YEAST03457	STRPU_16995
OG0004585	YEAST01153	STRPU_25453
OG0004590	YEAST03622, YEAST00886	STRPU_02506, STRPU_15126
OG0004593	YEAST01231	STRPU_09569
OG0004606	YEAST05926	STRPU_24552
OG0004609	YEAST05326	STRPU_14843
OG0004610	YEAST04487, YEAST01427	STRPU_26960
OG0004611	YEAST04613	STRPU_19068
OG0004612	YEAST02359	STRPU_22551
OG0004616	YEAST00250, YEAST02830	STRPU_24959
OG0004619	YEAST03531	STRPU_13721
OG0004621	YEAST00178	STRPU_23746
OG0004623	YEAST04421	STRPU_00487, STRPU_15916, STRPU_00488, STRPU_15917, STRPU_15918
OG0004626	YEAST00427	STRPU_26240, STRPU_02827
OG0004630	YEAST01322, YEAST02951	STRPU_17376
OG0004633	YEAST03510	STRPU_10593
OG0004634	YEAST00262, YEAST00249	STRPU_11068
OG0004635	YEAST02703	STRPU_03202
OG0004639	YEAST02924	STRPU_19843
OG0004648	YEAST04721, YEAST05892	STRPU_26366
OG0004649	YEAST02284	STRPU_14306
OG0004651	YEAST01146	STRPU_15638
OG0004654	YEAST00988	STRPU_01730, STRPU_16755
OG0004655	YEAST01640	STRPU_12453
OG0004656	YEAST04281	STRPU_27342, STRPU_27341
OG0004657	YEAST00473	STRPU_10556
OG0004658	YEAST04140	STRPU_17373
OG0004659	YEAST02251	STRPU_23697
OG0004660	YEAST06221, YEAST00721	STRPU_17218
OG0004663	YEAST01161	STRPU_15121, STRPU_02502
OG0004664	YEAST05162	STRPU_06426
OG0004668	YEAST01610	STRPU_20801
OG0004669	YEAST00949	STRPU_00267, STRPU_03175
OG0004670	YEAST03416	STRPU_24120, STRPU_24116, STRPU_24111
OG0004671	YEAST02606	STRPU_14675
OG0004674	YEAST05448	STRPU_19075
OG0004675	YEAST05072, YEAST02983	STRPU_08042
OG0004676	YEAST05785, YEAST00056, YEAST02694	STRPU_21235
OG0004678	YEAST02777, YEAST04846	STRPU_19781, STRPU_00789
OG0004682	YEAST02876	STRPU_01134, STRPU_18312
OG0004683	YEAST00676	STRPU_21453
OG0004684	YEAST05643	STRPU_20897, STRPU_20861
OG0004685	YEAST04200	STRPU_14434, STRPU_14451
OG0004687	YEAST00982	STRPU_23891
OG0004691	YEAST00819	STRPU_21357
OG0004699	YEAST05453	STRPU_14477
OG0004702	YEAST03387	STRPU_23035, STRPU_00911, STRPU_00910, STRPU_23034
OG0004703	YEAST00841	STRPU_14615, STRPU_14633
OG0004705	YEAST05591	STRPU_04948
OG0004708	YEAST04540	STRPU_14404
OG0004711	YEAST03281	STRPU_15942, STRPU_00504
OG0004728	YEAST04662, YEAST00882	STRPU_25586
OG0004733	YEAST06337	STRPU_26994
OG0004735	YEAST04508	STRPU_15708
OG0004739	YEAST01817	STRPU_08689
OG0004740	YEAST04029	STRPU_20673
OG0004743	YEAST04299	STRPU_13380, STRPU_13403
OG0004747	YEAST01134	STRPU_26212
OG0004748	YEAST03942	STRPU_26332
OG0004749	YEAST05904	STRPU_26258
OG0004753	YEAST04746	STRPU_10592
OG0004755	YEAST03690	STRPU_05953
OG0004756	YEAST03704	STRPU_24829
OG0004759	YEAST02912	STRPU_21118
OG0004760	YEAST01847	STRPU_09566
OG0004764	YEAST04443, YEAST04345	STRPU_00681, STRPU_18946
OG0004765	YEAST02487	STRPU_19109
OG0004766	YEAST01053	STRPU_03594, STRPU_03529
OG0004767	YEAST03559	STRPU_08127
OG0004768	YEAST02666	STRPU_05242
OG0004769	YEAST06228	STRPU_20357
OG0004770	YEAST03432	STRPU_17911
OG0004774	YEAST06062	STRPU_08367
OG0004785	YEAST04153	STRPU_13970
OG0004786	YEAST01015	STRPU_13760, STRPU_01488
OG0004787	YEAST02164	STRPU_11506
OG0004792	YEAST02299	STRPU_00418, STRPU_14208
OG0004795	YEAST02163	STRPU_15105, STRPU_02482
OG0004797	YEAST00371	STRPU_07568, STRPU_07565
OG0004805	YEAST03570	STRPU_06445, STRPU_06446
OG0004808	YEAST02354	STRPU_10771
OG0004811	YEAST01683	STRPU_26197
OG0004814	YEAST05710	STRPU_13183
OG0004816	YEAST04664	STRPU_12652
OG0004819	YEAST00279	STRPU_24434
OG0004820	YEAST05404	STRPU_18016
OG0004822	YEAST03199	STRPU_21965
OG0004833	YEAST01309	STRPU_04546
OG0004836	YEAST00658	STRPU_14324
OG0004840	YEAST01399	STRPU_19684, STRPU_19632
OG0004841	YEAST01375	STRPU_26329
OG0004842	YEAST05083	STRPU_26129
OG0004843	YEAST03163	STRPU_26133
OG0004844	YEAST01571	STRPU_09908
OG0004848	YEAST02387	STRPU_12927
OG0004849	YEAST06335	STRPU_17746
OG0004850	YEAST05082, YEAST02977	STRPU_03694
OG0004851	YEAST02907	STRPU_27358
OG0004852	YEAST00825	STRPU_20129
OG0004854	YEAST00889, YEAST04304	STRPU_05257, STRPU_05273
OG0004855	YEAST03252	STRPU_05316
OG0004856	YEAST05973	STRPU_05076, STRPU_05153
OG0004858	YEAST04268	STRPU_14635, STRPU_14617
OG0004863	YEAST00862	STRPU_12571
OG0004864	YEAST00264	STRPU_22370
OG0004874	YEAST04564	STRPU_25254
OG0004875	YEAST02491	STRPU_19031, STRPU_00459
OG0004877	YEAST05247	STRPU_05767
OG0004879	YEAST01311	STRPU_06939, STRPU_06958
OG0004880	YEAST06046	STRPU_08112, STRPU_08125
OG0004881	YEAST00141	STRPU_11343
OG0004886	YEAST05077	STRPU_06167
OG0004887	YEAST05734	STRPU_07672
OG0004893	YEAST04667	STRPU_07546, STRPU_00578
OG0004896	YEAST06193	STRPU_20031, STRPU_20032
OG0004897	YEAST03127, YEAST00642	STRPU_04569
OG0004898	YEAST01269	STRPU_02957, STRPU_02944
OG0004902	YEAST00933	STRPU_20496
OG0004903	YEAST03539	STRPU_25355
OG0004906	YEAST02770	STRPU_08937
OG0004911	YEAST04765	STRPU_08092
OG0004913	YEAST01636	STRPU_06094
OG0004914	YEAST03369	STRPU_14742
OG0004917	YEAST00244	STRPU_07169
OG0004922	YEAST03302	STRPU_26354
OG0004924	YEAST03555, YEAST03277	STRPU_24409
OG0004928	YEAST00311	STRPU_24477
OG0004932	YEAST04654	STRPU_26247
OG0004935	YEAST02167	STRPU_19740
OG0004940	YEAST05107, YEAST05559	STRPU_07541, STRPU_00573
OG0004941	YEAST03194	STRPU_22636
OG0004947	YEAST05164	STRPU_23618
OG0004948	YEAST02275	STRPU_12534
OG0004949	YEAST04201	STRPU_13012
OG0004952	YEAST02477	STRPU_20796
OG0004954	YEAST06058	STRPU_08007
OG0004962	YEAST04400	STRPU_13744, STRPU_01506
OG0004963	YEAST04940	STRPU_03338, STRPU_03333
OG0004964	YEAST04104	STRPU_13973
OG0004968	YEAST03489	STRPU_25826
OG0004969	YEAST02591	STRPU_06009
OG0004970	YEAST04414	STRPU_17292
OG0004971	YEAST05364	STRPU_18056
OG0004972	YEAST03511	STRPU_08274
OG0004975	YEAST00144, YEAST01994	STRPU_18856, STRPU_18940
OG0004976	YEAST05983	STRPU_05919
OG0004977	YEAST06017	STRPU_13723
OG0004979	YEAST06027	STRPU_13521
OG0004980	YEAST05221	STRPU_04372
OG0004981	YEAST03914, YEAST04639	STRPU_16842
OG0004982	YEAST03625	STRPU_19653, STRPU_19667
OG0004985	YEAST03498	STRPU_23754
OG0004988	YEAST05990	STRPU_15132, STRPU_02514
OG0004989	YEAST04576	STRPU_11711
OG0004990	YEAST04419	STRPU_23966, STRPU_23942
OG0004992	YEAST05627	STRPU_20208, STRPU_20209
OG0004996	YEAST04793	STRPU_23830, STRPU_23868, STRPU_23831, STRPU_23867
OG0004997	YEAST01342	STRPU_09760, STRPU_09716
OG0005002	YEAST05414	STRPU_26738, STRPU_26754
OG0005003	YEAST02467, YEAST00216	STRPU_09945
OG0005006	YEAST06096	STRPU_23765
OG0005007	YEAST03893	STRPU_06387
OG0005014	YEAST02538	STRPU_14514
OG0005015	YEAST01649, YEAST01932	STRPU_04597, STRPU_14106
OG0005038	YEAST02861	STRPU_22415
OG0005040	YEAST04778	STRPU_17431
OG0005047	YEAST01837	STRPU_05922
OG0005053	YEAST00680	STRPU_18810, STRPU_00246
OG0005055	YEAST02159	STRPU_20766
OG0005059	YEAST03737	STRPU_19891, STRPU_19864
OG0005067	YEAST06051	STRPU_22082
OG0005069	YEAST03130	STRPU_16032
OG0005073	YEAST00873	STRPU_24827
OG0005076	YEAST04563	STRPU_26988
OG0005081	YEAST03124	STRPU_25207, STRPU_01890
OG0005083	YEAST00678, YEAST05235	STRPU_17228
OG0005084	YEAST03782	STRPU_22839
OG0005085	YEAST06159	STRPU_18292, STRPU_01163
OG0005086	YEAST00205	STRPU_23179
OG0005087	YEAST00816	STRPU_03641, STRPU_03659
OG0005088	YEAST05769, YEAST03125	STRPU_18320, STRPU_01126
OG0005089	YEAST04644	STRPU_27106
OG0005090	YEAST00338	STRPU_01406, STRPU_08757
OG0005091	YEAST05089	STRPU_05816
OG0005093	YEAST01810	STRPU_18070, STRPU_01761
OG0005095	YEAST04437	STRPU_02771
OG0005096	YEAST00667	STRPU_08160
OG0005097	YEAST05071	STRPU_09221, STRPU_02184
OG0005099	YEAST01396	STRPU_08366
OG0005100	YEAST02389	STRPU_25922
OG0005104	YEAST05248	STRPU_25502
OG0005106	YEAST06065, YEAST00421	STRPU_05329
OG0005107	YEAST06099	STRPU_11749
OG0005109	YEAST05204, YEAST00612	STRPU_13972
OG0005111	YEAST06212, YEAST04032	STRPU_10824
OG0005114	YEAST02131	STRPU_10459
OG0005117	YEAST06050	STRPU_11313, STRPU_11295, STRPU_00042
OG0005121	YEAST02052	STRPU_16484
OG0005124	YEAST04099	STRPU_21411
OG0005130	YEAST03863	STRPU_05396
OG0005139	YEAST04015	STRPU_17070
OG0005142	YEAST03890	STRPU_11187
OG0005143	YEAST00443	STRPU_06139
OG0005144	YEAST04065	STRPU_19013
OG0005146	YEAST02971	STRPU_20659
OG0005149	YEAST03025, YEAST02738	STRPU_17682
OG0005151	YEAST03382	STRPU_06556, STRPU_06542
OG0005152	YEAST00847	STRPU_09380, STRPU_01576
OG0005157	YEAST02981	STRPU_13927, STRPU_13912
OG0005160	YEAST06113	STRPU_15358
OG0005164	YEAST06283	STRPU_12460
OG0005167	YEAST03924	STRPU_08958
OG0005168	YEAST06272	STRPU_21133, STRPU_21135
OG0005169	YEAST00459	STRPU_20522
OG0005175	YEAST05445	STRPU_20816
OG0005176	YEAST00218	STRPU_15001
OG0005178	YEAST04497	STRPU_05042, STRPU_05117
OG0005179	YEAST05659	STRPU_05161, STRPU_05082
OG0005183	YEAST05308	STRPU_12444
OG0005184	YEAST00492	STRPU_05040, STRPU_05114
OG0005187	YEAST05234	STRPU_00668
OG0005188	YEAST01554	STRPU_13694, STRPU_02382
OG0005191	YEAST00993	STRPU_19238
OG0005192	YEAST05720	STRPU_18718
OG0005194	YEAST04086	STRPU_09321, STRPU_09322
OG0005196	YEAST01388	STRPU_11540
OG0005198	YEAST00327	STRPU_12928
OG0005200	YEAST01016	STRPU_00546, STRPU_10700
OG0005201	YEAST00082	STRPU_03628
OG0005203	YEAST02207	STRPU_22051
OG0005204	YEAST01178	STRPU_19844
OG0005205	YEAST01046	STRPU_13243
OG0005208	YEAST01429	STRPU_20021
OG0005212	YEAST06147	STRPU_08768, STRPU_01390
OG0005220	YEAST04357	STRPU_05323
OG0005221	YEAST03209	STRPU_10317
OG0005222	YEAST05518	STRPU_25871
OG0005224	YEAST06324	STRPU_21292
OG0005225	YEAST05094	STRPU_11466
OG0005227	YEAST05529	STRPU_05469
OG0005228	YEAST05916	STRPU_09310
OG0005229	YEAST04766	STRPU_05943
OG0005231	YEAST02681	STRPU_19298, STRPU_01849
OG0005233	YEAST00564	STRPU_11354
OG0005237	YEAST05398	STRPU_21180
OG0005238	YEAST00351	STRPU_19979, STRPU_01208, STRPU_19980
OG0005239	YEAST04499	STRPU_21838
OG0005240	YEAST03058	STRPU_23382
OG0005244	YEAST06021	STRPU_00792, STRPU_19778
OG0005247	YEAST06314	STRPU_25497
OG0005249	YEAST03446	STRPU_00797, STRPU_19773
OG0005251	YEAST00934	STRPU_17311, STRPU_17303
OG0005254	YEAST00814	STRPU_08404
OG0005259	YEAST04276	STRPU_23667, STRPU_23641
OG0005261	YEAST01831	STRPU_24559
OG0005262	YEAST05458	STRPU_00347, STRPU_11007
OG0005264	YEAST03506	STRPU_06948
OG0005267	YEAST03513	STRPU_20585
OG0005269	YEAST03314	STRPU_23278
OG0005273	YEAST04916	STRPU_17316, STRPU_17333
OG0005275	YEAST03695	STRPU_23138
OG0005277	YEAST04186	STRPU_18405
OG0005279	YEAST05219	STRPU_25890
OG0005280	YEAST00305	STRPU_09964, STRPU_09985
OG0005281	YEAST05694	STRPU_09986, STRPU_09965
OG0005285	YEAST03115	STRPU_15902
OG0005289	YEAST03438	STRPU_14376
OG0005292	YEAST01718	STRPU_25025
OG0005293	YEAST03033	STRPU_24465
OG0005294	YEAST01981	STRPU_18290, STRPU_01165
OG0005298	YEAST03696	STRPU_04868
OG0005299	YEAST00788	STRPU_14413
OG0005300	YEAST04941	STRPU_22780, STRPU_01938
OG0005304	YEAST05397	STRPU_20416
OG0005309	YEAST03670	STRPU_04132
OG0005312	YEAST05201, YEAST04689	STRPU_19953
OG0005316	YEAST02690	STRPU_25494
OG0005317	YEAST03232	STRPU_17680
OG0005318	YEAST02932	STRPU_12177, STRPU_12135
OG0005319	YEAST00507	STRPU_27120
OG0005323	YEAST01809	STRPU_27299
OG0005324	YEAST02894	STRPU_20025
OG0005326	YEAST02113	STRPU_25489
OG0005360	YEAST05037	STRPU_27393
OG0005365	YEAST00555	STRPU_04377
OG0005366	YEAST05488	STRPU_21326
OG0005370	YEAST06092	STRPU_08003
OG0005371	YEAST06170	STRPU_22543
OG0005373	YEAST05422	STRPU_06388
OG0005374	YEAST05714	STRPU_17193, STRPU_17194
OG0005375	YEAST03962	STRPU_25120
OG0005379	YEAST03216	STRPU_05284
OG0005390	YEAST03532	STRPU_18553
OG0005391	YEAST02166	STRPU_25279
OG0005393	YEAST04280	STRPU_25587
OG0005394	YEAST00853	STRPU_25496
OG0005396	YEAST05100	STRPU_06564, STRPU_06536
OG0005399	YEAST03052	STRPU_10762
OG0005402	YEAST00454, YEAST00455	STRPU_00390, STRPU_11050
OG0005403	YEAST03894	STRPU_27005
OG0005406	YEAST00801	STRPU_03511, STRPU_03556
OG0005409	YEAST01305	STRPU_25711, STRPU_25693, STRPU_25710
OG0005412	YEAST00286	STRPU_14017
OG0005413	YEAST00212	STRPU_22172, STRPU_22165
OG0005417	YEAST02517	STRPU_08416
OG0005422	YEAST00744	STRPU_21664, STRPU_21663, STRPU_21727
OG0005430	YEAST02046	STRPU_26211
OG0005431	YEAST00653	STRPU_07670
OG0005432	YEAST00083	STRPU_14995, STRPU_14965
OG0005433	YEAST00126	STRPU_27302
OG0005435	YEAST02973	STRPU_22855
OG0005437	YEAST04554	STRPU_21555
OG0005438	YEAST03985	STRPU_20419
OG0005439	YEAST00480, YEAST02388	STRPU_24295
OG0005446	YEAST02856	STRPU_17943
OG0005448	YEAST00061	STRPU_17912
OG0005451	YEAST02174	STRPU_07609
OG0005455	YEAST01906	STRPU_13490
OG0005464	YEAST03289	STRPU_26048
OG0005465	YEAST02925	STRPU_21146
OG0005466	YEAST04413	STRPU_23396
OG0005468	YEAST03549	STRPU_25503
OG0005469	YEAST03750	STRPU_25633
OG0005470	YEAST05805	STRPU_18165, STRPU_18149
OG0005471	YEAST02704	STRPU_14864, STRPU_14846
OG0005474	YEAST05625	STRPU_08208
OG0005476	YEAST00929	STRPU_23644, STRPU_23669
OG0005479	YEAST06140	STRPU_26167
OG0005481	YEAST02988	STRPU_17876
OG0005482	YEAST06080	STRPU_00281, STRPU_21573
OG0005484	YEAST05993	STRPU_05527, STRPU_05589
OG0005488	YEAST02834	STRPU_14659
OG0005489	YEAST02006	STRPU_22568
OG0005490	YEAST02289	STRPU_23431, STRPU_01005
OG0005493	YEAST03669	STRPU_09612
OG0005495	YEAST04982	STRPU_06752
OG0005498	YEAST02944	STRPU_00441, STRPU_13704
OG0005499	YEAST00316	STRPU_04311, STRPU_04338
OG0005503	YEAST01883	STRPU_03008
OG0005504	YEAST02859	STRPU_21558
OG0005508	YEAST05735	STRPU_22224, STRPU_22223
OG0005511	YEAST04889	STRPU_19315, STRPU_01824
OG0005514	YEAST00756	STRPU_14577
OG0005524	YEAST04752	STRPU_08209
OG0005527	YEAST05177	STRPU_12817
OG0005531	YEAST02508	STRPU_22020, STRPU_22019
OG0005533	YEAST05670	STRPU_15926, STRPU_00495
OG0005535	YEAST03305	STRPU_02515, STRPU_15133
OG0005537	YEAST00932	STRPU_17419
OG0005539	YEAST01881	STRPU_07949, STRPU_07958
OG0005540	YEAST04214	STRPU_06611
OG0005545	YEAST06273	STRPU_22736
OG0005554	YEAST01003	STRPU_13732
OG0005556	YEAST01807	STRPU_15806, STRPU_15854
OG0005559	YEAST02680	STRPU_17542
OG0005560	YEAST01996	STRPU_07947, STRPU_07918
OG0005561	YEAST05048	STRPU_25548, STRPU_00814
OG0005562	YEAST02317	STRPU_03200
OG0005563	YEAST03552	STRPU_05366
OG0005564	YEAST02525	STRPU_20064
OG0005566	YEAST02934	STRPU_14898
OG0005569	YEAST01288	STRPU_12945
OG0005570	YEAST05155	STRPU_05004
OG0005572	YEAST04844	STRPU_06637
OG0005573	YEAST00059	STRPU_12870
OG0005574	YEAST02083	STRPU_27016
OG0005575	YEAST02256	STRPU_14790
OG0005580	YEAST03612	STRPU_11629, STRPU_01321
OG0005582	YEAST06134	STRPU_00296, STRPU_00285
OG0005584	YEAST03140, YEAST03524	STRPU_26637
OG0005586	YEAST00364	STRPU_02793, STRPU_26829, STRPU_26826
OG0005589	YEAST06142	STRPU_01034, STRPU_23405
OG0005590	YEAST05462	STRPU_24090
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	STRPU_25992
OG0005594	YEAST04980	STRPU_07081
OG0005595	YEAST01803	STRPU_09782
OG0005597	YEAST02753	STRPU_07006, STRPU_06987
OG0005598	YEAST01870	STRPU_06717
OG0005599	YEAST01798	STRPU_22924
OG0005600	YEAST00206	STRPU_23162
OG0005604	YEAST03276	STRPU_12907
OG0005605	YEAST01083	STRPU_04602
OG0005613	YEAST02714	STRPU_21112
OG0005617	YEAST02068	STRPU_19268
OG0005618	YEAST04830	STRPU_18370
OG0005620	YEAST04915	STRPU_23571
OG0005622	YEAST05142	STRPU_20686
OG0005623	YEAST01590	STRPU_13131, STRPU_02575
OG0005626	YEAST02896	STRPU_15356
OG0005632	YEAST01025	STRPU_20886, STRPU_20849
OG0005636	YEAST04250, YEAST02533	STRPU_12024
OG0005641	YEAST05413	STRPU_20526
OG0005643	YEAST05368	STRPU_14537
OG0005645	YEAST03386	STRPU_02698
OG0005649	YEAST03683	STRPU_17152
OG0005652	YEAST02748	STRPU_23662, STRPU_23636
OG0005656	YEAST05558	STRPU_10339
OG0005660	YEAST04813	STRPU_14412
OG0005694	YEAST02311	STRPU_26440
OG0005701	YEAST03349	STRPU_08625
OG0005702	YEAST02337	STRPU_05872
OG0005703	YEAST00484	STRPU_08717, STRPU_01457
OG0005707	YEAST01682	STRPU_27228
OG0005715	YEAST05111	STRPU_21975
OG0005719	YEAST01866	STRPU_11077
OG0005723	YEAST05629	STRPU_23964, STRPU_23939
OG0005724	YEAST03029	STRPU_10013
OG0005728	YEAST03877	STRPU_26034
OG0005729	YEAST04879	STRPU_17722
OG0005731	YEAST04127	STRPU_08963
OG0005732	YEAST05411, YEAST00067	STRPU_08259
OG0005734	YEAST03845	STRPU_00552, STRPU_10691
OG0005747	YEAST02338	STRPU_00328, STRPU_10991
OG0005749	YEAST00550	STRPU_12467
OG0005750	YEAST05318	STRPU_09294
OG0005758	YEAST03970	STRPU_06469
OG0005764	YEAST03256	STRPU_13948
OG0005769	YEAST05614	STRPU_20424
OG0005774	YEAST01218	STRPU_13525, STRPU_13524
OG0005775	YEAST04199	STRPU_08548
OG0005779	YEAST03322	STRPU_08148
OG0005783	YEAST04090	STRPU_01541, STRPU_09418
OG0005784	YEAST06131	STRPU_10310
OG0005787	YEAST03651	STRPU_22458, STRPU_22482
OG0005789	YEAST06245	STRPU_25529
OG0005790	YEAST01022	STRPU_20640
OG0005792	YEAST02379	STRPU_21805
OG0005793	YEAST03437	STRPU_11575, STRPU_01366
OG0005794	YEAST03999	STRPU_13536
OG0005796	YEAST02169	STRPU_04062
OG0005797	YEAST04949	STRPU_09784
OG0005799	YEAST05573	STRPU_21454
OG0005800	YEAST03278	STRPU_23401, STRPU_01039
OG0005801	YEAST00340	STRPU_00807, STRPU_25540
OG0005803	YEAST05968	STRPU_01875, STRPU_25191
OG0005805	YEAST01806	STRPU_14645
OG0005807	YEAST01275	STRPU_16945, STRPU_02020
OG0005811	YEAST01007	STRPU_21807
OG0005812	YEAST06095, YEAST02696, YEAST03626	STRPU_20595
OG0005814	YEAST01475	STRPU_19267
OG0005815	YEAST03739	STRPU_00424, STRPU_14203
OG0005819	YEAST04896	STRPU_18789
OG0005823	YEAST01415	STRPU_24738
OG0005828	YEAST00547	STRPU_15489
OG0005831	YEAST05339	STRPU_00960, STRPU_08861
OG0005832	YEAST00468	STRPU_25370
OG0005835	YEAST01714	STRPU_25028
OG0005837	YEAST02139	STRPU_19226
OG0005842	YEAST02254	STRPU_07126
OG0005843	YEAST02236	STRPU_24376
OG0005845	YEAST00903	STRPU_23253
OG0005848	YEAST01451, YEAST02858	STRPU_13409
OG0005849	YEAST01002	STRPU_22157
OG0005850	YEAST01618	STRPU_22163, STRPU_22158
OG0005860	YEAST01211	STRPU_22221
OG0005864	YEAST04171	STRPU_10139, STRPU_10075
OG0005865	YEAST02036	STRPU_00331, STRPU_10994
OG0005866	YEAST02662, YEAST00926, YEAST05389	STRPU_25266
OG0005869	YEAST04361	STRPU_25687, STRPU_25706
OG0005872	YEAST00119	STRPU_13684, STRPU_02391
OG0005874	YEAST05241	STRPU_13329
OG0005880	YEAST00456	STRPU_23630
OG0005886	YEAST01320	STRPU_20854, STRPU_20891
OG0005887	YEAST02429, YEAST01660	STRPU_14589
OG0005888	YEAST01289, YEAST02921	STRPU_20094, STRPU_20115
OG0005889	YEAST02568	STRPU_17783
OG0005893	YEAST05434	STRPU_05783, STRPU_05784
OG0005897	YEAST04730	STRPU_27001
OG0005898	YEAST04411	STRPU_08373
OG0005899	YEAST01832	STRPU_19676, STRPU_19644
OG0005901	YEAST04462	STRPU_26188
OG0005902	YEAST03800	STRPU_00812, STRPU_25546
OG0005906	YEAST01796	STRPU_13484
OG0005909	YEAST01623	STRPU_27365
OG0005919	YEAST06039	STRPU_19746
OG0005921	YEAST01856	STRPU_16843
OG0005922	YEAST03364	STRPU_22840
OG0005925	YEAST05583	STRPU_06264, STRPU_06308
OG0005928	YEAST02001	STRPU_19012
OG0005931	YEAST04950	STRPU_13894, STRPU_23211
OG0005932	YEAST02495	STRPU_23574
OG0005933	YEAST05705	STRPU_21783
OG0005936	YEAST03224	STRPU_12095
OG0005940	YEAST04035	STRPU_15031
OG0005943	YEAST00579	STRPU_02138, STRPU_09176
OG0005944	YEAST01316	STRPU_20638
OG0005946	YEAST05608	STRPU_01024, STRPU_23413
OG0005949	YEAST06253	STRPU_14172, STRPU_14148
OG0005952	YEAST03507	STRPU_09763, STRPU_09719
OG0005954	YEAST01233	STRPU_14525
OG0005955	YEAST00616	STRPU_09339
OG0005960	YEAST04608	STRPU_10397
OG0005961	YEAST00672	STRPU_23573
OG0005965	YEAST02033	STRPU_09992
OG0005966	YEAST04113	STRPU_00119, STRPU_08812
OG0005968	YEAST05417	STRPU_25825
OG0005969	YEAST04558, YEAST04559	STRPU_20508
OG0005970	YEAST05328	STRPU_18555
OG0005974	YEAST06068	STRPU_19881, STRPU_19856
OG0005976	YEAST02136	STRPU_08501
OG0005978	YEAST01891	STRPU_22052
OG0005980	YEAST06132	STRPU_16838
OG0005984	YEAST04078, YEAST01479	STRPU_19150
OG0005985	YEAST00726	STRPU_23556
OG0005986	YEAST02056	STRPU_20977
OG0005987	YEAST05748	STRPU_06677
OG0005989	YEAST04850	STRPU_11653
OG0005991	YEAST06034	STRPU_05268, STRPU_05252
OG0005993	YEAST04496	STRPU_12807
OG0005995	YEAST01813	STRPU_06966
OG0005996	YEAST02670	STRPU_08045, STRPU_08044, STRPU_24293, STRPU_08006
OG0005998	YEAST04034	STRPU_14411
OG0006001	YEAST02335	STRPU_11854
OG0006003	YEAST05889	STRPU_18482, STRPU_18440
OG0006005	YEAST05024	STRPU_05718, STRPU_05711
OG0006011	YEAST02553	STRPU_14553
OG0006059	YEAST03490	STRPU_25899
OG0006063	YEAST00475	STRPU_04770
OG0006064	YEAST03138	STRPU_04263, STRPU_04227
OG0006065	YEAST06018	STRPU_27214
OG0006069	YEAST00670	STRPU_08343
OG0006071	YEAST02732	STRPU_01540, STRPU_09419
OG0006072	YEAST03317	STRPU_26992
OG0006073	YEAST06328	STRPU_21503, STRPU_21493
OG0006074	YEAST00045	STRPU_20544
OG0006079	YEAST05794	STRPU_26784, STRPU_26778
OG0006084	YEAST02308	STRPU_15313
OG0006087	YEAST02260	STRPU_25843
OG0006090	YEAST03852	STRPU_20596
