Orthogroup	YEAST	HUMAN
OG0003573	YEAST00597	HUMAN10776, HUMAN10871, HUMAN10813, HUMAN10775
OG0003578	YEAST05031	HUMAN20028, HUMAN20029
OG0003579	YEAST05446	HUMAN26278, HUMAN22725, HUMAN26279
OG0003582	YEAST03174	HUMAN29836, HUMAN02330
OG0003598	YEAST00803	HUMAN02289, HUMAN29147, HUMAN02288
OG0003599	YEAST04133	HUMAN13888, HUMAN13887
OG0003603	YEAST03529	HUMAN13250, HUMAN13247, HUMAN13251, HUMAN13246, HUMAN13248, HUMAN13249
OG0003610	YEAST02573	HUMAN16758, HUMAN16759
OG0003611	YEAST01054	HUMAN24173
OG0003612	YEAST00808	HUMAN24816
OG0003613	YEAST02366	HUMAN20927, HUMAN11439
OG0003615	YEAST01638	HUMAN14433, HUMAN23272
OG0003617	YEAST01843, YEAST04802, YEAST04398	HUMAN21414
OG0003618	YEAST00747	HUMAN27888, HUMAN27890
OG0003619	YEAST04756	HUMAN30124, HUMAN23959
OG0003624	YEAST00147	HUMAN28864
OG0003630	YEAST04845	HUMAN10764, HUMAN10786
OG0003632	YEAST02125	HUMAN00144, HUMAN00145, HUMAN21796
OG0003638	YEAST00956	HUMAN08782
OG0003641	YEAST04061, YEAST01158	HUMAN13743, HUMAN13746, HUMAN13744, HUMAN19226
OG0003643	YEAST03144	HUMAN02410
OG0003644	YEAST01545	HUMAN29286, HUMAN29287, HUMAN29285, HUMAN29284
OG0003645	YEAST05809, YEAST05493	HUMAN12127, HUMAN12130, HUMAN20257, HUMAN20256, HUMAN12129, HUMAN12128
OG0003646	YEAST02349	HUMAN09524
OG0003647	YEAST04352, YEAST04433	HUMAN23500
OG0003649	YEAST00203	HUMAN14411
OG0003650	YEAST00737, YEAST04997	HUMAN19279, HUMAN19278, HUMAN19276, HUMAN19277
OG0003659	YEAST00140	HUMAN12849, HUMAN12851
OG0003661	YEAST02758	HUMAN06668
OG0003664	YEAST03791	HUMAN12052
OG0003668	YEAST06168	HUMAN30167, HUMAN09900, HUMAN09899
OG0003669	YEAST02813	HUMAN29028
OG0003672	YEAST03137	HUMAN12138
OG0003676	YEAST03110	HUMAN29262, HUMAN20688
OG0003678	YEAST02330	HUMAN14661, HUMAN01033, HUMAN14660
OG0003679	YEAST03223	HUMAN21403, HUMAN02922
OG0003682	YEAST00571	HUMAN02555, HUMAN02554
OG0003687	YEAST02527, YEAST04246	HUMAN06582, HUMAN12545, HUMAN17984
OG0003688	YEAST01333, YEAST05362, YEAST00376	HUMAN00391, HUMAN00390
OG0003689	YEAST04232	HUMAN12564, HUMAN17888
OG0003690	YEAST01162	HUMAN08255, HUMAN08254, HUMAN08253
OG0003692	YEAST00692	HUMAN26245
OG0003693	YEAST05304	HUMAN05789, HUMAN05791, HUMAN05790, HUMAN21038
OG0003694	YEAST01453	HUMAN01597
OG0003696	YEAST05704	HUMAN26795
OG0003697	YEAST04962	HUMAN10210, HUMAN10208, HUMAN13631
OG0003698	YEAST03764, YEAST03185	HUMAN03524, HUMAN27578
OG0003703	YEAST00683	HUMAN04604, HUMAN09417, HUMAN09419, HUMAN09418
OG0003710	YEAST02077	HUMAN29654, HUMAN22687
OG0003712	YEAST02114	HUMAN20248, HUMAN10482
OG0003713	YEAST01549, YEAST03807	HUMAN02247, HUMAN02248
OG0003716	YEAST02390	HUMAN21975
OG0003718	YEAST05772	HUMAN18082
OG0003719	YEAST06338	HUMAN01524
OG0003721	YEAST04960	HUMAN08875, HUMAN04841
OG0003724	YEAST02365, YEAST06120	HUMAN00259, HUMAN00260
OG0003729	YEAST01543	HUMAN17750
OG0003731	YEAST04486	HUMAN14612, HUMAN14611
OG0003733	YEAST03492	HUMAN28575
OG0003734	YEAST02809, YEAST03842	HUMAN29356, HUMAN29355
OG0003735	YEAST06115	HUMAN05438, HUMAN05437
OG0003738	YEAST05605	HUMAN12341
OG0003740	YEAST01029	HUMAN04216, HUMAN04217
OG0003741	YEAST01379	HUMAN15538
OG0003743	YEAST06008, YEAST05688	HUMAN07084, HUMAN07087, HUMAN07083, HUMAN07085
OG0003744	YEAST01207	HUMAN29944, HUMAN20993, HUMAN20992
OG0003745	YEAST02618	HUMAN19746, HUMAN19745, HUMAN19747, HUMAN19744
OG0003749	YEAST04441	HUMAN06179
OG0003750	YEAST00149	HUMAN18942, HUMAN18943
OG0003756	YEAST01878	HUMAN11263
OG0003758	YEAST06133	HUMAN12883, HUMAN12882, HUMAN06530, HUMAN06529, HUMAN06528
OG0003759	YEAST03315	HUMAN11801, HUMAN24876
OG0003766	YEAST03336	HUMAN19094, HUMAN19093
OG0003767	YEAST01933, YEAST01650	HUMAN28071, HUMAN28072
OG0003769	YEAST01999	HUMAN08202
OG0003770	YEAST01234, YEAST03860	HUMAN05135, HUMAN05134
OG0003778	YEAST05796	HUMAN16925, HUMAN19684, HUMAN19685
OG0003779	YEAST04431	HUMAN11974
OG0003806	YEAST02367	HUMAN10280
OG0003807	YEAST04265, YEAST03128	HUMAN10606, HUMAN10605
OG0003808	YEAST01201	HUMAN00688, HUMAN00686
OG0003811	YEAST00417	HUMAN22420, HUMAN22422, HUMAN22421, HUMAN22419
OG0003812	YEAST00287	HUMAN29819
OG0003813	YEAST00254	HUMAN22627, HUMAN18665
OG0003818	YEAST04318	HUMAN07697
OG0003824	YEAST01468	HUMAN27737
OG0003828	YEAST02448	HUMAN29062
OG0003829	YEAST02032, YEAST01031	HUMAN01266
OG0003831	YEAST03010, YEAST05137, YEAST02344	HUMAN22335
OG0003834	YEAST06322	HUMAN14036, HUMAN11315
OG0003837	YEAST02586	HUMAN13331
OG0003838	YEAST03413	HUMAN07732, HUMAN07731, HUMAN22348
OG0003839	YEAST01736	HUMAN02039
OG0003844	YEAST06054	HUMAN28533, HUMAN28532
OG0003846	YEAST00356	HUMAN27511, HUMAN17115, HUMAN27512, HUMAN17116
OG0003848	YEAST01654	HUMAN02199
OG0003850	YEAST00228	HUMAN00536, HUMAN00537, HUMAN00534, HUMAN00535
OG0003851	YEAST06169	HUMAN02980, HUMAN02979
OG0003852	YEAST03296	HUMAN10038, HUMAN10035, HUMAN23688, HUMAN10036
OG0003853	YEAST06251	HUMAN25110, HUMAN25109
OG0003855	YEAST04936	HUMAN01644, HUMAN01643
OG0003856	YEAST03934, YEAST02710	HUMAN20705
OG0003858	YEAST01401	HUMAN25115
OG0003860	YEAST01412	HUMAN02815, HUMAN02817, HUMAN02816, HUMAN02814
OG0003866	YEAST01895	HUMAN29685, HUMAN05999, HUMAN29686
OG0003867	YEAST03558	HUMAN26780
OG0003868	YEAST01448	HUMAN14809, HUMAN02201
OG0003869	YEAST02771	HUMAN12692
OG0003875	YEAST05070	HUMAN04342
OG0003876	YEAST02423	HUMAN28953, HUMAN28954
OG0003879	YEAST00463	HUMAN09653
OG0003881	YEAST03851	HUMAN00160
OG0003882	YEAST03663	HUMAN27065
OG0003886	YEAST06023	HUMAN12711, HUMAN02704
OG0003887	YEAST00028	HUMAN10867, HUMAN10808, HUMAN01579
OG0003893	YEAST05028	HUMAN17502
OG0003897	YEAST01270	HUMAN18373, HUMAN18372
OG0003899	YEAST04954	HUMAN28708, HUMAN28709
OG0003904	YEAST01732	HUMAN14015, HUMAN09983, HUMAN09982, HUMAN09984
OG0003907	YEAST02999, YEAST02288	HUMAN23046
OG0003908	YEAST01362	HUMAN22926
OG0003908	YEAST06330	HUMAN06953, HUMAN06952, HUMAN06951
OG0003910	YEAST03780	HUMAN25500, HUMAN00726, HUMAN00725
OG0003911	YEAST00032	HUMAN18914, HUMAN18913
OG0003913	YEAST03258	HUMAN22057
OG0003918	YEAST00058	HUMAN24389, HUMAN22575
OG0003921	YEAST06181	HUMAN27803
OG0003926	YEAST04138	HUMAN00418
OG0003929	YEAST04489, YEAST01422	HUMAN11590, HUMAN11588, HUMAN11589, HUMAN11587
OG0003930	YEAST03969	HUMAN06982, HUMAN06981, HUMAN06983
OG0003931	YEAST01142	HUMAN10525, HUMAN10524, HUMAN29902
OG0003934	YEAST00084	HUMAN16284
OG0003938	YEAST01566, YEAST05133	HUMAN16018
OG0003939	YEAST03211	HUMAN02684
OG0003944	YEAST01186	HUMAN21868
OG0003946	YEAST03220	HUMAN03504, HUMAN03508, HUMAN22287
OG0003947	YEAST06266, YEAST05428	HUMAN22108, HUMAN27709
OG0003949	YEAST01888	HUMAN25455, HUMAN25454
OG0003950	YEAST01409	HUMAN03842, HUMAN03843
OG0003954	YEAST02764	HUMAN28199, HUMAN16670
OG0003955	YEAST03951	HUMAN23068
OG0003959	YEAST02778	HUMAN29359
OG0003961	YEAST01991	HUMAN00898
OG0003967	YEAST05935	HUMAN10627
OG0003969	YEAST02146	HUMAN08409
OG0003971	YEAST00520	HUMAN29506
OG0003972	YEAST06331	HUMAN19162
OG0003973	YEAST06329	HUMAN08329, HUMAN18737
OG0003978	YEAST03551, YEAST00942, YEAST05399	HUMAN26994, HUMAN30075, HUMAN03495, HUMAN26246
OG0003999	YEAST05604	HUMAN27197, HUMAN27199, HUMAN27198
OG0004000	YEAST06060	HUMAN20817
OG0004005	YEAST06216	HUMAN16559, HUMAN16556, HUMAN16557, HUMAN16560, HUMAN16558
OG0004007	YEAST01456	HUMAN28701, HUMAN01069, HUMAN23295
OG0004012	YEAST00755	HUMAN24339, HUMAN24338, HUMAN24337
OG0004017	YEAST03019	HUMAN10876
OG0004023	YEAST04349	HUMAN27981, HUMAN11239, HUMAN11240, HUMAN11242
OG0004027	YEAST03587	HUMAN06638, HUMAN12722
OG0004032	YEAST02562	HUMAN30273, HUMAN30274, HUMAN07906
OG0004033	YEAST02572	HUMAN02667, HUMAN08457
OG0004035	YEAST02134	HUMAN18569
OG0004037	YEAST03371	HUMAN18538, HUMAN18540
OG0004042	YEAST05578	HUMAN04449
OG0004044	YEAST05367	HUMAN20694
OG0004047	YEAST02496	HUMAN13570
OG0004051	YEAST01772	HUMAN12917, HUMAN17896, HUMAN06505
OG0004052	YEAST03705	HUMAN15057, HUMAN15056
OG0004054	YEAST05576	HUMAN08335, HUMAN15782
OG0004056	YEAST05698	HUMAN23551, HUMAN21186
OG0004057	YEAST05620	HUMAN26949
OG0004059	YEAST00030	HUMAN15830, HUMAN15829
OG0004065	YEAST00772	HUMAN00215, HUMAN00216
OG0004067	YEAST02665	HUMAN18034
OG0004068	YEAST03461	HUMAN30035, HUMAN30649, HUMAN30612
OG0004071	YEAST02893	HUMAN02291, HUMAN24781, HUMAN24782, HUMAN29079, HUMAN02290, HUMAN24780
OG0004072	YEAST02440	HUMAN13160
OG0004075	YEAST02332	HUMAN10663
OG0004076	YEAST05461	HUMAN28164, HUMAN28163, HUMAN28165, HUMAN28162
OG0004079	YEAST04385	HUMAN22873
OG0004080	YEAST00812	HUMAN18253, HUMAN27257
OG0004082	YEAST00063, YEAST05409	HUMAN18511
OG0004090	YEAST02301, YEAST02021	HUMAN06601
OG0004091	YEAST04715	HUMAN28496
OG0004092	YEAST03564, YEAST06307	HUMAN26216, HUMAN12524
OG0004096	YEAST00160	HUMAN02141
OG0004097	YEAST05039	HUMAN30130, HUMAN30128, HUMAN30129, HUMAN30127, HUMAN08360
OG0004101	YEAST03547, YEAST02901	HUMAN12860
OG0004102	YEAST05787	HUMAN03466
OG0004103	YEAST05061	HUMAN19037
OG0004105	YEAST01700, YEAST01565	HUMAN28120
OG0004110	YEAST02825	HUMAN23820, HUMAN03249
OG0004113	YEAST02059	HUMAN20537
OG0004115	YEAST00325	HUMAN21493
OG0004116	YEAST00481	HUMAN05608, HUMAN05607
OG0004118	YEAST01855	HUMAN26960, HUMAN26961
OG0004119	YEAST02170	HUMAN15237, HUMAN15236
OG0004120	YEAST01953	HUMAN03333
OG0004123	YEAST04761	HUMAN05602, HUMAN05601, HUMAN05600
OG0004124	YEAST01139	HUMAN19130, HUMAN27894
OG0004127	YEAST06097	HUMAN27924, HUMAN27923
OG0004130	YEAST03149	HUMAN01818
OG0004134	YEAST05611	HUMAN22443
OG0004136	YEAST01084	HUMAN02426, HUMAN02427
OG0004142	YEAST05774	HUMAN14999
OG0004148	YEAST00867	HUMAN12377
OG0004150	YEAST04690	HUMAN20665, HUMAN20664
OG0004151	YEAST04284	HUMAN11355, HUMAN11356
OG0004153	YEAST05958, YEAST04386, YEAST00290	HUMAN24084, HUMAN24083
OG0004154	YEAST05587	HUMAN16602
OG0004158	YEAST03379	HUMAN17542, HUMAN27299
OG0004161	YEAST04124	HUMAN17700
OG0004162	YEAST04517	HUMAN25916
OG0004164	YEAST05923	HUMAN03236, HUMAN23812, HUMAN23813
OG0004166	YEAST00189	HUMAN27687
OG0004168	YEAST03028	HUMAN11718
OG0004169	YEAST05813	HUMAN13644, HUMAN13645, HUMAN13646
OG0004170	YEAST05906	HUMAN15967
OG0004171	YEAST04501	HUMAN15518
OG0004179	YEAST01050	HUMAN10496, HUMAN10497, HUMAN12064, HUMAN12065, HUMAN12066, HUMAN12169
OG0004181	YEAST03406	HUMAN22409
OG0004182	YEAST03699	HUMAN19435
OG0004184	YEAST00127	HUMAN02697
OG0004186	YEAST04981	HUMAN08997, HUMAN08995, HUMAN02715
OG0004188	YEAST02761	HUMAN08423, HUMAN08422
OG0004198	YEAST02869, YEAST03548	HUMAN09595, HUMAN01753, HUMAN09594, HUMAN01752
OG0004215	YEAST04590	HUMAN12295, HUMAN12294, HUMAN12293
OG0004217	YEAST01257	HUMAN22836
OG0004219	YEAST00912	HUMAN17843, HUMAN17842
OG0004222	YEAST05826	HUMAN08455
OG0004230	YEAST02220	HUMAN05582, HUMAN05583, HUMAN05581
OG0004232	YEAST05931	HUMAN22434
OG0004236	YEAST05432	HUMAN16992
OG0004237	YEAST04445, YEAST04344	HUMAN22943
OG0004239	YEAST05144	HUMAN18995
OG0004243	YEAST00306	HUMAN12837
OG0004245	YEAST00859	HUMAN03723, HUMAN03722, HUMAN07043
OG0004248	YEAST03678	HUMAN18975, HUMAN18976
OG0004249	YEAST02740	HUMAN22547, HUMAN22545, HUMAN22548, HUMAN22546
OG0004250	YEAST05543	HUMAN08579, HUMAN08578
OG0004252	YEAST05178	HUMAN25401, HUMAN25402, HUMAN25400
OG0004254	YEAST03900	HUMAN27698, HUMAN27699
OG0004258	YEAST00665	HUMAN19337, HUMAN19336, HUMAN19590
OG0004259	YEAST03730	HUMAN09749
OG0004261	YEAST02564	HUMAN13774
OG0004262	YEAST02368	HUMAN08768, HUMAN08767, HUMAN08769
OG0004268	YEAST00496	HUMAN15200, HUMAN15199, HUMAN15201
OG0004269	YEAST04758	HUMAN03614, HUMAN03613
OG0004273	YEAST02547	HUMAN12115, HUMAN12114
OG0004278	YEAST00243	HUMAN28639
OG0004280	YEAST05895	HUMAN13148
OG0004282	YEAST02575, YEAST06242	HUMAN00466
OG0004283	YEAST04184	HUMAN22365
OG0004287	YEAST01708	HUMAN08350
OG0004289	YEAST05719	HUMAN08406
OG0004291	YEAST00852	HUMAN02664
OG0004292	YEAST02537	HUMAN18016, HUMAN18018, HUMAN18017, HUMAN18019
OG0004295	YEAST05946	HUMAN14256
OG0004297	YEAST01463	HUMAN24896, HUMAN24895
OG0004300	YEAST05309	HUMAN28866, HUMAN28867
OG0004301	YEAST03850	HUMAN04645, HUMAN04644
OG0004302	YEAST05203	HUMAN23334
OG0004303	YEAST02492	HUMAN18308, HUMAN18307
OG0004304	YEAST02425, YEAST05929	HUMAN07403, HUMAN07402, HUMAN07400, HUMAN07401
OG0004305	YEAST02123	HUMAN14140, HUMAN14141
OG0004307	YEAST04592	HUMAN13513, HUMAN13515, HUMAN13514
OG0004308	YEAST04835	HUMAN30057
OG0004309	YEAST05924	HUMAN03042
OG0004310	YEAST05001	HUMAN01879, HUMAN01878, HUMAN15096, HUMAN15095
OG0004312	YEAST03330	HUMAN01959
OG0004314	YEAST00500	HUMAN02115, HUMAN29290, HUMAN29291
OG0004324	YEAST04322	HUMAN19248
OG0004330	YEAST06277	HUMAN08424
OG0004331	YEAST06230	HUMAN08295
OG0004333	YEAST01391	HUMAN28274
OG0004335	YEAST01057	HUMAN22919
OG0004337	YEAST05652	HUMAN01473
OG0004338	YEAST05023	HUMAN05208
OG0004344	YEAST02441	HUMAN30235, HUMAN30231, HUMAN30232, HUMAN30234
OG0004345	YEAST04894	HUMAN29416
OG0004347	YEAST04515	HUMAN19877, HUMAN26338
OG0004348	YEAST03956	HUMAN29749
OG0004350	YEAST04742	HUMAN25142
OG0004351	YEAST04167	HUMAN05858
OG0004353	YEAST05143	HUMAN05861
OG0004356	YEAST02877	HUMAN21882
OG0004357	YEAST02304	HUMAN17377
OG0004358	YEAST01304	HUMAN20550, HUMAN20551, HUMAN20549
OG0004359	YEAST01873	HUMAN21016, HUMAN29937
OG0004364	YEAST00647	HUMAN16782, HUMAN16785
OG0004366	YEAST01097	HUMAN11404
OG0004369	YEAST04013	HUMAN29479
OG0004370	YEAST02378	HUMAN26663
OG0004374	YEAST00556	HUMAN13158
OG0004377	YEAST05181	HUMAN28605
OG0004378	YEAST03291	HUMAN11677, HUMAN11679, HUMAN11678
OG0004379	YEAST02180, YEAST04152	HUMAN15965, HUMAN06117, HUMAN15966
OG0004380	YEAST04825	HUMAN02379, HUMAN06115
OG0004382	YEAST03218	HUMAN23495
OG0004394	YEAST00619	HUMAN30076, HUMAN25176
OG0004396	YEAST01668	HUMAN00392, HUMAN00394, HUMAN00393
OG0004400	YEAST03238, YEAST03731	HUMAN13800
OG0004401	YEAST04219	HUMAN30275, HUMAN07787
OG0004402	YEAST05942	HUMAN22342
OG0004404	YEAST00833, YEAST00883	HUMAN09714
OG0004417	YEAST03358	HUMAN27641, HUMAN27642, HUMAN27644, HUMAN27646, HUMAN27643, HUMAN01111, HUMAN27645
OG0004425	YEAST04958	HUMAN20710, HUMAN12646, HUMAN12647
OG0004426	YEAST01028	HUMAN08417, HUMAN15503, HUMAN15502
OG0004460	YEAST06162	HUMAN02348
OG0004462	YEAST03397	HUMAN07884
OG0004468	YEAST04439	HUMAN04543
OG0004472	YEAST06199	HUMAN26987
OG0004479	YEAST00474	HUMAN13760
OG0004484	YEAST01989	HUMAN00032
OG0004486	YEAST00968	HUMAN28381
OG0004489	YEAST03700	HUMAN20466, HUMAN20464
OG0004490	YEAST02887	HUMAN16011, HUMAN16009, HUMAN16010, HUMAN16008
OG0004492	YEAST05415, YEAST01368	HUMAN03895
OG0004494	YEAST03738	HUMAN10688, HUMAN10687, HUMAN10686
OG0004495	YEAST00946	HUMAN01257
OG0004498	YEAST02716	HUMAN21502, HUMAN21503
OG0004500	YEAST04651	HUMAN27616
OG0004503	YEAST02385	HUMAN22764
OG0004505	YEAST01701	HUMAN17948
OG0004506	YEAST06061	HUMAN13339, HUMAN13338, HUMAN13340
OG0004507	YEAST04994	HUMAN23622, HUMAN23623, HUMAN23621
OG0004512	YEAST01510	HUMAN09321
OG0004513	YEAST04235	HUMAN07254
OG0004515	YEAST05737	HUMAN03769, HUMAN03768, HUMAN03770
OG0004519	YEAST01596	HUMAN21150
OG0004520	YEAST06001, YEAST05696	HUMAN22045
OG0004525	YEAST03937	HUMAN01279
OG0004526	YEAST02603	HUMAN29357
OG0004529	YEAST03981	HUMAN25204, HUMAN25205
OG0004535	YEAST02221	HUMAN15449, HUMAN15447, HUMAN15446, HUMAN15448
OG0004538	YEAST02750	HUMAN08630, HUMAN08632, HUMAN08631
OG0004542	YEAST04816, YEAST04623	HUMAN20251
OG0004545	YEAST02071	HUMAN23451, HUMAN23453, HUMAN23452
OG0004546	YEAST04485	HUMAN24897
OG0004551	YEAST00426	HUMAN10195
OG0004554	YEAST05640	HUMAN16601
OG0004559	YEAST04428	HUMAN13594, HUMAN13596, HUMAN13595
OG0004563	YEAST04325	HUMAN19929
OG0004566	YEAST02192	HUMAN27617, HUMAN13773
OG0004567	YEAST05747	HUMAN13560, HUMAN16616
OG0004571	YEAST02127	HUMAN02981
OG0004573	YEAST00677	HUMAN12408, HUMAN12409
OG0004577	YEAST02283	HUMAN07984
OG0004579	YEAST00134	HUMAN06948, HUMAN06947
OG0004581	YEAST03583, YEAST04618	HUMAN30254
OG0004582	YEAST04377	HUMAN01491, HUMAN23318
OG0004583	YEAST05833	HUMAN25613
OG0004584	YEAST03457	HUMAN25317, HUMAN25318
OG0004585	YEAST01153	HUMAN13728, HUMAN13729, HUMAN13727
OG0004590	YEAST03622, YEAST00886	HUMAN26460
OG0004593	YEAST01231	HUMAN17263, HUMAN24335, HUMAN24336
OG0004606	YEAST05926	HUMAN18904, HUMAN18905
OG0004609	YEAST05326	HUMAN12279, HUMAN12280
OG0004610	YEAST04487, YEAST01427	HUMAN09947, HUMAN09946, HUMAN09948
OG0004611	YEAST04613	HUMAN03825, HUMAN03826
OG0004612	YEAST02359	HUMAN25998
OG0004616	YEAST00250, YEAST02830	HUMAN17882
OG0004619	YEAST03531	HUMAN12791
OG0004621	YEAST00178	HUMAN21153, HUMAN21154
OG0004626	YEAST00427	HUMAN15244
OG0004630	YEAST01322, YEAST02951	HUMAN25355, HUMAN25354
OG0004633	YEAST03510	HUMAN18514, HUMAN18513, HUMAN18512
OG0004634	YEAST00262, YEAST00249	HUMAN12037, HUMAN20391
OG0004635	YEAST02703	HUMAN16135, HUMAN16134
OG0004639	YEAST02924	HUMAN29308
OG0004648	YEAST04721, YEAST05892	HUMAN14405, HUMAN14403
OG0004649	YEAST02284	HUMAN13089, HUMAN19718
OG0004651	YEAST01146	HUMAN20463
OG0004654	YEAST00988	HUMAN16019
OG0004655	YEAST01640	HUMAN15982
OG0004656	YEAST04281	HUMAN16639
OG0004657	YEAST00473	HUMAN26711
OG0004658	YEAST04140	HUMAN25698, HUMAN25697, HUMAN25696
OG0004659	YEAST02251	HUMAN02326
OG0004660	YEAST06221, YEAST00721	HUMAN25810
OG0004663	YEAST01161	HUMAN26334, HUMAN12394
OG0004664	YEAST05162	HUMAN07587
OG0004668	YEAST01610	HUMAN02463, HUMAN02462
OG0004669	YEAST00949	HUMAN24194, HUMAN15536
OG0004670	YEAST03416	HUMAN12707, HUMAN12706
OG0004671	YEAST02606	HUMAN12269
OG0004674	YEAST05448	HUMAN28474, HUMAN28475
OG0004675	YEAST05072, YEAST02983	HUMAN16714
OG0004676	YEAST05785, YEAST00056, YEAST02694	HUMAN08712, HUMAN08711
OG0004678	YEAST02777, YEAST04846	HUMAN29263, HUMAN29264
OG0004682	YEAST02876	HUMAN00873, HUMAN00872, HUMAN00875, HUMAN00874
OG0004683	YEAST00676	HUMAN04875, HUMAN04874, HUMAN04873, HUMAN04872
OG0004684	YEAST05643	HUMAN04870
OG0004685	YEAST04200	HUMAN19767
OG0004687	YEAST00982	HUMAN20908, HUMAN20906, HUMAN20910, HUMAN20907
OG0004691	YEAST00819	HUMAN18674
OG0004699	YEAST05453	HUMAN26760, HUMAN26768, HUMAN26758, HUMAN26756, HUMAN26755
OG0004702	YEAST03387	HUMAN12124, HUMAN12123
OG0004703	YEAST00841	HUMAN07096
OG0004705	YEAST05591	HUMAN23960, HUMAN07591
OG0004708	YEAST04540	HUMAN12418
OG0004711	YEAST03281	HUMAN30200, HUMAN30199, HUMAN16058
OG0004728	YEAST04662, YEAST00882	HUMAN11621, HUMAN11622
OG0004733	YEAST06337	HUMAN23596
OG0004735	YEAST04508	HUMAN28210
OG0004740	YEAST04029	HUMAN09243, HUMAN09242
OG0004743	YEAST04299	HUMAN14417, HUMAN14416, HUMAN14419, HUMAN14418
OG0004747	YEAST01134	HUMAN24414
OG0004748	YEAST03942	HUMAN05638
OG0004749	YEAST05904	HUMAN18871
OG0004753	YEAST04746	HUMAN21696
OG0004755	YEAST03690	HUMAN07905
OG0004756	YEAST03704	HUMAN00386
OG0004759	YEAST02912	HUMAN08595
OG0004760	YEAST01847	HUMAN28226, HUMAN28225, HUMAN28228, HUMAN28227
OG0004764	YEAST04443, YEAST04345	HUMAN01006
OG0004765	YEAST02487	HUMAN14318
OG0004766	YEAST01053	HUMAN19581, HUMAN19587
OG0004767	YEAST03559	HUMAN20245, HUMAN20244, HUMAN20243
OG0004768	YEAST02666	HUMAN22364, HUMAN24007
OG0004769	YEAST06228	HUMAN01235
OG0004770	YEAST03432	HUMAN00795
OG0004774	YEAST06062	HUMAN03427
OG0004785	YEAST04153	HUMAN18026
OG0004786	YEAST01015	HUMAN18254
OG0004787	YEAST02164	HUMAN05706
OG0004792	YEAST02299	HUMAN10952, HUMAN07261
OG0004795	YEAST02163	HUMAN07355
OG0004797	YEAST00371	HUMAN08833
OG0004805	YEAST03570	HUMAN07478
OG0004808	YEAST02354	HUMAN21575
OG0004811	YEAST01683	HUMAN11108
OG0004814	YEAST05710	HUMAN04561
OG0004816	YEAST04664	HUMAN15119, HUMAN15517
OG0004819	YEAST00279	HUMAN19316
OG0004820	YEAST05404	HUMAN25471
OG0004822	YEAST03199	HUMAN18150, HUMAN18149, HUMAN18151, HUMAN03608, HUMAN18148
OG0004833	YEAST01309	HUMAN23800
OG0004836	YEAST00658	HUMAN26405, HUMAN26407, HUMAN26406
OG0004840	YEAST01399	HUMAN14498
OG0004841	YEAST01375	HUMAN15250
OG0004842	YEAST05083	HUMAN11582, HUMAN11581
OG0004843	YEAST03163	HUMAN10990
OG0004844	YEAST01571	HUMAN03500, HUMAN03499, HUMAN03498
OG0004848	YEAST02387	HUMAN04136
OG0004849	YEAST06335	HUMAN20136, HUMAN20140, HUMAN20142, HUMAN20138, HUMAN20141, HUMAN20143, HUMAN20137
OG0004850	YEAST05082, YEAST02977	HUMAN21232
OG0004851	YEAST02907	HUMAN09816, HUMAN09817
OG0004852	YEAST00825	HUMAN29155, HUMAN29156
OG0004854	YEAST00889, YEAST04304	HUMAN17423, HUMAN17424
OG0004855	YEAST03252	HUMAN13004, HUMAN13005, HUMAN13002, HUMAN13003
OG0004856	YEAST05973	HUMAN22862, HUMAN30262
OG0004858	YEAST04268	HUMAN07134
OG0004863	YEAST00862	HUMAN16075
OG0004864	YEAST00264	HUMAN02859
OG0004874	YEAST04564	HUMAN28387
OG0004875	YEAST02491	HUMAN00886, HUMAN00885
OG0004877	YEAST05247	HUMAN22615
OG0004879	YEAST01311	HUMAN22013
OG0004880	YEAST06046	HUMAN06214
OG0004881	YEAST00141	HUMAN21876
OG0004886	YEAST05077	HUMAN07864, HUMAN07865
OG0004887	YEAST05734	HUMAN00785, HUMAN00786
OG0004893	YEAST04667, YEAST00405	HUMAN00654
OG0004896	YEAST06193	HUMAN29483
OG0004897	YEAST03127, YEAST00642	HUMAN24076, HUMAN24075
OG0004898	YEAST01269	HUMAN05713
OG0004902	YEAST00933	HUMAN17054
OG0004903	YEAST03539	HUMAN14027, HUMAN14026
OG0004906	YEAST02770	HUMAN10655
OG0004911	YEAST04765	HUMAN20237
OG0004913	YEAST01636	HUMAN26739
OG0004914	YEAST03369	HUMAN12452, HUMAN12453
OG0004917	YEAST00244	HUMAN00471
OG0004922	YEAST03302	HUMAN01865, HUMAN01863
OG0004924	YEAST03555, YEAST03277	HUMAN23140, HUMAN23139
OG0004928	YEAST00311	HUMAN12519, HUMAN12518
OG0004932	YEAST04654	HUMAN19267
OG0004935	YEAST02167	HUMAN24721
OG0004940	YEAST05107, YEAST05559	HUMAN16584, HUMAN16585
OG0004941	YEAST03194	HUMAN02004
OG0004947	YEAST05164	HUMAN23472
OG0004948	YEAST02275	HUMAN12800, HUMAN04292
OG0004949	YEAST04201	HUMAN16549, HUMAN16550
OG0004952	YEAST02477	HUMAN08308
OG0004954	YEAST06058	HUMAN27622
OG0004962	YEAST04400	HUMAN26029
OG0004963	YEAST04940	HUMAN07416
OG0004964	YEAST04104	HUMAN12699, HUMAN12698
OG0004968	YEAST03489	HUMAN11380
OG0004969	YEAST02591	HUMAN21857
