Orthogroup	YEAST	HELIO_ok
OG0005660	YEAST04813	HELIO_11914
OG0005694	YEAST02311	HELIO_07565
OG0005701	YEAST03349	HELIO_11001
OG0005702	YEAST02337	HELIO_05411
OG0005703	YEAST00484	HELIO_03523
OG0005707	YEAST01682	HELIO_03290
OG0005715	YEAST05111	HELIO_11531
OG0005719	YEAST01866	HELIO_12564
OG0005723	YEAST05629	HELIO_04765
OG0005724	YEAST03029	HELIO_10899
OG0005728	YEAST03877	HELIO_08124
OG0005729	YEAST04879	HELIO_01495
OG0005731	YEAST04127	HELIO_00579, HELIO_01200
OG0005732	YEAST05411, YEAST00067	HELIO_01353
OG0005734	YEAST03845	HELIO_09780
OG0005749	YEAST00550	HELIO_04648
OG0005750	YEAST05318	HELIO_05593
OG0005758	YEAST03970	HELIO_02931
OG0005764	YEAST03256	HELIO_09831
OG0005769	YEAST05614	HELIO_01669
OG0005774	YEAST01218	HELIO_11617
OG0005775	YEAST04199	HELIO_09395
OG0005779	YEAST03322	HELIO_00910
OG0005784	YEAST06131	HELIO_08693
OG0005789	YEAST06245	HELIO_11720
OG0005790	YEAST01022	HELIO_02506
OG0005793	YEAST03437	HELIO_06902
OG0005794	YEAST03999	HELIO_03328
OG0005796	YEAST02169	HELIO_06502
OG0005797	YEAST04949	HELIO_06182
OG0005799	YEAST05573	HELIO_04889
OG0005800	YEAST03278	HELIO_10961
OG0005803	YEAST05968	HELIO_12301
OG0005805	YEAST01806	HELIO_03131, HELIO_08991
OG0005807	YEAST01275	HELIO_03647
OG0005811	YEAST01007	HELIO_00291
OG0005814	YEAST01475	HELIO_01064
OG0005819	YEAST04896	HELIO_07713, HELIO_03081
OG0005823	YEAST01415	HELIO_01957
OG0005828	YEAST00547	HELIO_07094
OG0005831	YEAST05339	HELIO_05610
OG0005832	YEAST00468	HELIO_07710
OG0005835	YEAST01714	HELIO_06665
OG0005837	YEAST02139	HELIO_02604
OG0005842	YEAST02254	HELIO_10018
OG0005843	YEAST02236	HELIO_09916
OG0005845	YEAST00903	HELIO_01881
OG0005848	YEAST01451, YEAST02858	HELIO_00072
OG0005849	YEAST01002	HELIO_05794
OG0005850	YEAST01618	HELIO_12393
OG0005860	YEAST01211	HELIO_01705
OG0005864	YEAST04171	HELIO_00995
OG0005865	YEAST02036	HELIO_12295
OG0005866	YEAST02662, YEAST00926, YEAST05389	HELIO_11279, HELIO_11280
OG0005869	YEAST04361	HELIO_12207
OG0005872	YEAST00119	HELIO_05790
OG0005874	YEAST05241	HELIO_08275
OG0005880	YEAST00456	HELIO_00646
OG0005886	YEAST01320	HELIO_05390
OG0005887	YEAST02429, YEAST01660	HELIO_06315
OG0005888	YEAST01289, YEAST02921	HELIO_06386
OG0005889	YEAST02568	HELIO_01483
OG0005893	YEAST05434	HELIO_05720
OG0005897	YEAST04730	HELIO_01641
OG0005898	YEAST04411	HELIO_02135
OG0005899	YEAST01832	HELIO_09792
OG0005901	YEAST04462	HELIO_08741
OG0005906	YEAST01796	HELIO_02934
OG0005909	YEAST01623	HELIO_02854
OG0005919	YEAST06039	HELIO_03998
OG0005921	YEAST01856	HELIO_02652
OG0005928	YEAST02001	HELIO_05155
OG0005931	YEAST04950	HELIO_09374
OG0005933	YEAST05705	HELIO_09168
OG0005936	YEAST03224	HELIO_01257
OG0005940	YEAST04035	HELIO_09380
OG0005943	YEAST00579	HELIO_12094
OG0005944	YEAST01316	HELIO_00275
OG0005946	YEAST05608	HELIO_03144
OG0005949	YEAST06253	HELIO_07740
OG0005952	YEAST03507	HELIO_03293
OG0005954	YEAST01233	HELIO_10141
OG0005955	YEAST00616	HELIO_01137
OG0005960	YEAST04608	HELIO_08780
OG0005961	YEAST00672	HELIO_01047
OG0005965	YEAST02033	HELIO_01531
OG0005966	YEAST04113	HELIO_10744
OG0005968	YEAST05417	HELIO_12575
OG0005969	YEAST04558, YEAST04559	HELIO_02845
OG0005970	YEAST05328	HELIO_06792
OG0005974	YEAST06068	HELIO_12424
OG0005976	YEAST02136	HELIO_08554
OG0005978	YEAST01891	HELIO_06345
OG0005980	YEAST06132	HELIO_12340
OG0005985	YEAST00726	HELIO_06268
OG0005986	YEAST02056	HELIO_00701
OG0005987	YEAST05748	HELIO_01948
OG0005989	YEAST04850	HELIO_12608
OG0005991	YEAST06034	HELIO_07344
OG0005993	YEAST04496	HELIO_05394
OG0005995	YEAST01813	HELIO_07095
OG0005996	YEAST02670	HELIO_06337
OG0005998	YEAST04034	HELIO_10227
OG0006001	YEAST02335	HELIO_08674
OG0006003	YEAST05889	HELIO_11170
OG0006005	YEAST05024	HELIO_07237
OG0006059	YEAST03490	HELIO_12552
OG0006063	YEAST00475	HELIO_11989
OG0006064	YEAST03138	HELIO_02594
OG0006065	YEAST06018	HELIO_08296
OG0006069	YEAST00670	HELIO_07213
OG0006071	YEAST02732	HELIO_02908
OG0006072	YEAST03317	HELIO_04017, HELIO_01390
OG0006073	YEAST06328	HELIO_02036
OG0006074	YEAST00045	HELIO_00468
OG0006079	YEAST05794	HELIO_05348
OG0006084	YEAST02308	HELIO_04599
OG0006087	YEAST02260	HELIO_02406
OG0006090	YEAST03852	HELIO_02165
OG0006095	YEAST03334	HELIO_05960
OG0006096	YEAST03331	HELIO_00266
OG0006098	YEAST06192	HELIO_12451
OG0006103	YEAST01110	HELIO_10415
OG0006104	YEAST03697	HELIO_11790
OG0006106	YEAST00295	HELIO_01676
OG0006113	YEAST06164	HELIO_01033, HELIO_06282
OG0006114	YEAST05960	HELIO_08232
OG0006115	YEAST01346	HELIO_09653
OG0006116	YEAST05770	HELIO_06321, HELIO_06170
OG0006117	YEAST05899	HELIO_11868
OG0006127	YEAST04711	HELIO_09878
OG0006134	YEAST00416	HELIO_11258
OG0006135	YEAST00161	HELIO_03520
OG0006136	YEAST05740	HELIO_01347
OG0006140	YEAST05182	HELIO_02451
OG0006144	YEAST04770	HELIO_01610
OG0006145	YEAST01394	HELIO_02039
OG0006149	YEAST05979	HELIO_09266
OG0006152	YEAST03796	HELIO_02838, HELIO_02839
OG0006155	YEAST04800	HELIO_09019
OG0006156	YEAST00437	HELIO_01157
OG0006157	YEAST02465	HELIO_10725, HELIO_01579
OG0006159	YEAST06098	HELIO_01135
OG0006161	YEAST04301	HELIO_01021
OG0006168	YEAST01411	HELIO_04374
OG0006169	YEAST02933	HELIO_01683
OG0006176	YEAST03164	HELIO_06130
OG0006180	YEAST00504	HELIO_05100
OG0006181	YEAST02419	HELIO_02483
OG0006185	YEAST05986	HELIO_10309
OG0006186	YEAST01010	HELIO_07896
OG0006188	YEAST05311	HELIO_02600
OG0006189	YEAST00844, YEAST06269	HELIO_09819
OG0006191	YEAST02336	HELIO_05111
OG0006192	YEAST06153	HELIO_02484
OG0006196	YEAST03954	HELIO_07135
OG0006199	YEAST06121	HELIO_07696
OG0006200	YEAST05079	HELIO_01635
OG0006202	YEAST00362	HELIO_07913
OG0006204	YEAST02271	HELIO_06341
OG0006210	YEAST00201	HELIO_09766
OG0006213	YEAST03554	HELIO_06368
OG0006214	YEAST04089	HELIO_05385
OG0006216	YEAST01089	HELIO_01427
OG0006217	YEAST00809	HELIO_08745
OG0006224	YEAST02751, YEAST03048	HELIO_11003
OG0006225	YEAST04875	HELIO_07778
OG0006227	YEAST00128	HELIO_02965
OG0006229	YEAST00143	HELIO_08595
OG0006230	YEAST03869	HELIO_04171
OG0006233	YEAST04247	HELIO_12645
OG0006237	YEAST02126	HELIO_09317
OG0006240	YEAST04649	HELIO_10169
OG0006245	YEAST05732	HELIO_01875
OG0006247	YEAST04977	HELIO_12325
OG0006249	YEAST00821	HELIO_03685
OG0006250	YEAST05424	HELIO_04452
OG0006251	YEAST04963	HELIO_03506
OG0006255	YEAST03350	HELIO_01290
OG0006258	YEAST05637	HELIO_02104
OG0006259	YEAST05672	HELIO_08011
OG0006260	YEAST04100	HELIO_02690
OG0006263	YEAST02521	HELIO_01869
OG0006269	YEAST03069	HELIO_01840
OG0006271	YEAST00375	HELIO_08830
OG0006275	YEAST06102	HELIO_03477
OG0006279	YEAST04402	HELIO_03686
OG0006280	YEAST04541	HELIO_04297
OG0006282	YEAST01445	HELIO_02370
OG0006283	YEAST00229	HELIO_12120
OG0006284	YEAST04213	HELIO_12533
OG0006289	YEAST06209	HELIO_05726
OG0006293	YEAST05380	HELIO_02797
OG0006294	YEAST04000	HELIO_01836
OG0006295	YEAST05360	HELIO_06735
OG0006302	YEAST01852	HELIO_07327
OG0006306	YEAST00230	HELIO_02884
OG0006311	YEAST01145	HELIO_07328
OG0006315	YEAST00489	HELIO_08491
OG0006317	YEAST02082	HELIO_02608
OG0006319	YEAST01135	HELIO_05167
OG0006320	YEAST04478	HELIO_01365
OG0006322	YEAST00815	HELIO_05302
OG0006329	YEAST01245	HELIO_06141
OG0006332	YEAST06042	HELIO_10634
OG0006334	YEAST00864	HELIO_03962
OG0006335	YEAST02588	HELIO_08944
OG0006339	YEAST06286	HELIO_05939
OG0006340	YEAST00922, YEAST05387	HELIO_10564
OG0006341	YEAST01452	HELIO_02596
OG0006344	YEAST01465	HELIO_02682
OG0006349	YEAST05233	HELIO_11196
OG0006357	YEAST02650	HELIO_04461, HELIO_05831
OG0006360	YEAST01556	HELIO_03201
OG0006362	YEAST05722	HELIO_00933
OG0006370	YEAST02350	HELIO_08191
OG0006372	YEAST05423	HELIO_12026
OG0006375	YEAST05198	HELIO_08503
OG0006377	YEAST04974	HELIO_08767
OG0006378	YEAST01924	HELIO_10749
OG0006381	YEAST01058	HELIO_05870
OG0006382	YEAST03313	HELIO_08796
OG0006385	YEAST04806	HELIO_06115
OG0006387	YEAST05324	HELIO_04976
OG0006389	YEAST02409	HELIO_10791
OG0006390	YEAST00339	HELIO_00558
OG0006392	YEAST01246	HELIO_11026
OG0006395	YEAST03605	HELIO_02881
OG0006396	YEAST02453	HELIO_07809, HELIO_01098
OG0006398	YEAST04420, YEAST03553	HELIO_10908
OG0006407	YEAST02250	HELIO_02958, HELIO_02959
OG0006447	YEAST03459	HELIO_02401
OG0006448	YEAST00505, YEAST04285	HELIO_04101
OG0006456	YEAST06224	HELIO_08853
OG0006459	YEAST00972, YEAST00245	HELIO_04320
OG0006461	YEAST05346	HELIO_01776
OG0006462	YEAST01838	HELIO_05402
OG0006464	YEAST05965	HELIO_03458
OG0006465	YEAST01875	HELIO_10993
OG0006470	YEAST01306	HELIO_01090
OG0006474	YEAST03988	HELIO_12383
OG0006475	YEAST06223, YEAST00349	HELIO_08214
OG0006476	YEAST00315	HELIO_04991
OG0006479	YEAST05669	HELIO_06008
OG0006481	YEAST06165	HELIO_00988
OG0006488	YEAST02614	HELIO_02453
OG0006498	YEAST02291	HELIO_05645
OG0006503	YEAST06053	HELIO_12395
OG0006504	YEAST02866	HELIO_04078
OG0006507	YEAST02914	HELIO_12124
OG0006509	YEAST02252	HELIO_08979
OG0006512	YEAST04169	HELIO_00915, HELIO_00916
OG0006514	YEAST05820	HELIO_03646
OG0006515	YEAST03195	HELIO_10337
OG0006516	YEAST02248	HELIO_06603
OG0006520	YEAST05914	HELIO_01054
OG0006523	YEAST04170	HELIO_02795
OG0006528	YEAST02276	HELIO_12157
OG0006532	YEAST05019	HELIO_12414
OG0006533	YEAST00790	HELIO_10267
OG0006536	YEAST05130	HELIO_01245
OG0006538	YEAST02168	HELIO_00835
OG0006543	YEAST03219	HELIO_04460
OG0006544	YEAST06160	HELIO_03354
OG0006550	YEAST05541	HELIO_11646
OG0006552	YEAST02016	HELIO_05537
OG0006553	YEAST05825	HELIO_09294
OG0006554	YEAST04136	HELIO_11137
OG0006561	YEAST00874	HELIO_01583
OG0006564	YEAST05934	HELIO_04895
OG0006568	YEAST03560	HELIO_02321, HELIO_02320
OG0006569	YEAST02940	HELIO_04025
OG0006571	YEAST00795	HELIO_02921
OG0006574	YEAST06163	HELIO_08922
OG0006577	YEAST03945	HELIO_02340
OG0006578	YEAST00813	HELIO_07383, HELIO_06625
OG0006580	YEAST04957	HELIO_00870
OG0006582	YEAST04615	HELIO_10336
OG0006584	YEAST01846	HELIO_01051
OG0006595	YEAST05577	HELIO_09575
OG0006596	YEAST03312	HELIO_09364
OG0006597	YEAST01876	HELIO_00477
OG0006598	YEAST02580	HELIO_08458
OG0006602	YEAST06259	HELIO_02442
OG0006604	YEAST01597	HELIO_08860
OG0006607	YEAST05258	HELIO_00321
OG0006609	YEAST04231	HELIO_08243
OG0006610	YEAST04593	HELIO_11565
OG0006613	YEAST00490	HELIO_01930
OG0006615	YEAST02695	HELIO_05092
OG0006617	YEAST01373	HELIO_10779
OG0006619	YEAST03691	HELIO_09123
OG0006622	YEAST04382	HELIO_02210
OG0006625	YEAST05905	HELIO_08164
OG0006627	YEAST01553	HELIO_11995
OG0006630	YEAST05584	HELIO_10586
OG0006631	YEAST01419, YEAST04493	HELIO_00442
OG0006633	YEAST05580	HELIO_03206
OG0006636	YEAST06190	HELIO_12004
OG0006651	YEAST03308	HELIO_02310
OG0006662	YEAST02707	HELIO_09320
OG0006663	YEAST04538	HELIO_02313
OG0006664	YEAST04769	HELIO_02701
OG0006668	YEAST00040	HELIO_07541
OG0006669	YEAST05379	HELIO_11899
OG0006678	YEAST03428	HELIO_02277
OG0006681	YEAST02774	HELIO_12263
OG0006688	YEAST02298	HELIO_03127
OG0006690	YEAST00986	HELIO_02191
OG0006691	YEAST06141	HELIO_03575
OG0006692	YEAST04243	HELIO_11578
OG0006694	YEAST04074	HELIO_03880
OG0006703	YEAST04919	HELIO_06495
OG0006704	YEAST02241	HELIO_06847
OG0006706	YEAST01312	HELIO_11342
OG0006707	YEAST04448	HELIO_00394
OG0006712	YEAST01297	HELIO_03348
OG0006716	YEAST01688	HELIO_06298
OG0006717	YEAST03273, YEAST00511	HELIO_09109
OG0006722	YEAST05928	HELIO_08515
OG0006725	YEAST05141	HELIO_03001
OG0006726	YEAST01310	HELIO_09973
OG0006728	YEAST01819	HELIO_02827
OG0006730	YEAST06066	HELIO_09404
OG0006732	YEAST05092	HELIO_09714
OG0006738	YEAST03786	HELIO_04208
OG0006741	YEAST00908	HELIO_09739
OG0006752	YEAST01605	HELIO_01665
OG0006753	YEAST06210	HELIO_09521
OG0006755	YEAST03743	HELIO_08486
OG0006757	YEAST02585	HELIO_11315
OG0006758	YEAST00132	HELIO_10590
OG0006769	YEAST04955	HELIO_11443
OG0006772	YEAST05602	HELIO_05481
OG0006775	YEAST01095	HELIO_01233
OG0006776	YEAST02455	HELIO_12504
OG0006777	YEAST05242	HELIO_07723
OG0006826	YEAST03748	HELIO_00390
OG0006830	YEAST02320	HELIO_02103
OG0006838	YEAST01244	HELIO_12316
OG0006843	YEAST03855	HELIO_07672
OG0006846	YEAST04146	HELIO_02303
OG0006853	YEAST03500	HELIO_02737
OG0006860	YEAST03798	HELIO_05728
OG0006867	YEAST03341	HELIO_00909
OG0006869	YEAST01706	HELIO_10982
OG0006874	YEAST03449	HELIO_08686
OG0006876	YEAST00384	HELIO_12562
OG0006880	YEAST04631	HELIO_05383
OG0006881	YEAST01049	HELIO_09282, HELIO_09283
OG0006887	YEAST01983	HELIO_00170
OG0006888	YEAST00485	HELIO_11291
OG0006890	YEAST02034	HELIO_01755
OG0006891	YEAST00187	HELIO_06848
OG0006892	YEAST04820	HELIO_10025
OG0006894	YEAST01360	HELIO_01525
OG0006897	YEAST00856	HELIO_06557
OG0006901	YEAST05480	HELIO_03815
OG0006906	YEAST00746	HELIO_04811
OG0006918	YEAST05610	HELIO_00387
OG0006924	YEAST04308	HELIO_10197
OG0006927	YEAST00921	HELIO_01236
OG0006934	YEAST02053	HELIO_02300
OG0006935	YEAST02014	HELIO_02305
OG0006936	YEAST06114	HELIO_01325
OG0006937	YEAST05537	HELIO_10195
OG0006939	YEAST01033	HELIO_09910
OG0006940	YEAST05163	HELIO_02426
OG0006943	YEAST02583	HELIO_00593
OG0006949	YEAST00975, YEAST00256	HELIO_00053
OG0006959	YEAST01865	HELIO_03367
OG0006964	YEAST05995	HELIO_05324
OG0006966	YEAST02544	HELIO_00843
OG0006967	YEAST06235	HELIO_03858
OG0006968	YEAST03972	HELIO_10124
OG0006969	YEAST01604	HELIO_04692
OG0006971	YEAST00044	HELIO_04205
OG0006973	YEAST03793	HELIO_05811
OG0006975	YEAST02322	HELIO_00766
OG0006977	YEAST06248	HELIO_03745
OG0006980	YEAST02173	HELIO_06927
OG0006985	YEAST03215	HELIO_08249
OG0006989	YEAST04914	HELIO_01925
OG0006991	YEAST05066	HELIO_08801
OG0006992	YEAST04657	HELIO_03687
OG0006994	YEAST05554	HELIO_10742
OG0006995	YEAST06048	HELIO_00974
OG0006997	YEAST00664	HELIO_04050
OG0006998	YEAST02509	HELIO_01286
OG0006999	YEAST03874	HELIO_01742
OG0007003	YEAST01840	HELIO_03021
OG0007009	YEAST05645	HELIO_10006
OG0007010	YEAST01652	HELIO_01679
OG0007012	YEAST05361	HELIO_04259
OG0007013	YEAST05971	HELIO_10913
OG0007015	YEAST03053	HELIO_01841
OG0007016	YEAST05307	HELIO_09219
OG0007020	YEAST00663	HELIO_10783
OG0007024	YEAST01864	HELIO_03505
OG0007028	YEAST06312	HELIO_09657
OG0007030	YEAST05712	HELIO_05278
OG0007033	YEAST04002	HELIO_06756
OG0007036	YEAST04799	HELIO_08854
OG0007043	YEAST02072, YEAST01064	HELIO_10787
OG0007045	YEAST01113	HELIO_03028
OG0007046	YEAST04826	HELIO_06285
OG0007049	YEAST05930	HELIO_01113
OG0007050	YEAST05668	HELIO_10158
OG0007053	YEAST05898	HELIO_01740
OG0007055	YEAST02593	HELIO_05430
OG0007061	YEAST03247	HELIO_03172
OG0007063	YEAST04650	HELIO_02537
OG0007071	YEAST02162	HELIO_10140
OG0007073	YEAST03946	HELIO_12235
OG0007075	YEAST00811	HELIO_12580
OG0007084	YEAST05527	HELIO_06919
OG0007089	YEAST04132	HELIO_01728
OG0007093	YEAST01923	HELIO_04228
OG0007095	YEAST02581	HELIO_05715
OG0007098	YEAST03783	HELIO_07500
OG0007106	YEAST00202	HELIO_08071
OG0007112	YEAST05597	HELIO_05754
OG0007114	YEAST03493	HELIO_02430
OG0007118	YEAST01120	HELIO_00216
OG0007119	YEAST05459	HELIO_03351
OG0007120	YEAST04248	HELIO_08636
OG0007121	YEAST05746	HELIO_08982
OG0007124	YEAST04818	HELIO_03243
OG0007127	YEAST04415	HELIO_02372
OG0007130	YEAST05158	HELIO_08635, HELIO_08634
OG0007131	YEAST05874	HELIO_04431
OG0007132	YEAST06078	HELIO_12686
OG0007137	YEAST00797	HELIO_01264
OG0007138	YEAST04319	HELIO_11268
OG0007139	YEAST05259	HELIO_03311
OG0007143	YEAST02636	HELIO_02069
OG0007144	YEAST04135	HELIO_02773
OG0007154	YEAST01439	HELIO_05052
OG0007164	YEAST05557	HELIO_04104
OG0007165	YEAST04228, YEAST02514	HELIO_07174
OG0007168	YEAST02929	HELIO_01974
OG0007182	YEAST00042	HELIO_05171
OG0007192	YEAST00860	HELIO_11714
OG0007254	YEAST00328	HELIO_04453
OG0007258	YEAST02867	HELIO_08742
OG0007264	YEAST04093	HELIO_05781
OG0007269	YEAST04522	HELIO_06147
OG0007276	YEAST02007	HELIO_06599
OG0007279	YEAST02363	HELIO_03749
OG0007282	YEAST04912	HELIO_12150
OG0007288	YEAST02949	HELIO_09454
OG0007292	YEAST05159	HELIO_01083
OG0007307	YEAST05606	HELIO_05717
OG0007313	YEAST02047	HELIO_04919
OG0007317	YEAST04084	HELIO_09791
OG0007321	YEAST05016	HELIO_04170
OG0007322	YEAST01090	HELIO_07072
OG0007325	YEAST03249	HELIO_09200
OG0007330	YEAST00633	HELIO_04133
OG0007332	YEAST02451	HELIO_04769
OG0007335	YEAST06084	HELIO_11949
OG0007336	YEAST03606	HELIO_06667
OG0007341	YEAST00183	HELIO_11684
OG0007343	YEAST00383	HELIO_03412
OG0007347	YEAST02066	HELIO_09177
OG0007349	YEAST01492	HELIO_06468
OG0007354	YEAST03378	HELIO_02659
OG0007355	YEAST02682	HELIO_04351
OG0007361	YEAST02394	HELIO_01627
OG0007363	YEAST05519	HELIO_01853
OG0007364	YEAST01959	HELIO_03012
OG0007367	YEAST01013	HELIO_11916
OG0007371	YEAST04970	HELIO_02928
OG0007379	YEAST00967	HELIO_03559
OG0007380	YEAST00785, YEAST00666	HELIO_02244, HELIO_04235
OG0007387	YEAST06326	HELIO_09254
OG0007393	YEAST01116	HELIO_09515
OG0007395	YEAST00603	HELIO_10203
OG0007397	YEAST03512	HELIO_06855
OG0007399	YEAST02279	HELIO_10834
OG0007408	YEAST03401	HELIO_09431
OG0007409	YEAST05329	HELIO_06116
OG0007411	YEAST04399	HELIO_05076
OG0007412	YEAST04822	HELIO_02238
OG0007414	YEAST01970	HELIO_08640
OG0007415	YEAST01948	HELIO_02421
OG0007417	YEAST04175	HELIO_08832
OG0007419	YEAST02667	HELIO_03480
OG0007421	YEAST00762	HELIO_09011
OG0007424	YEAST05463	HELIO_07951
OG0007425	YEAST06135	HELIO_11448
OG0007427	YEAST00763	HELIO_07421
OG0007428	YEAST01536	HELIO_08646
OG0007439	YEAST01063	HELIO_07267
OG0007442	YEAST03687	HELIO_05360
OG0007446	YEAST04647	HELIO_07395
OG0007451	YEAST02017	HELIO_04606
OG0007454	YEAST01359	HELIO_11972
OG0007456	YEAST00931	HELIO_09549
OG0007458	YEAST02196	HELIO_09868
OG0007460	YEAST04891	HELIO_08692
OG0007463	YEAST00394	HELIO_00691
OG0007466	YEAST00806	HELIO_11051
OG0007478	YEAST02470	HELIO_04114
OG0007482	YEAST05783	HELIO_12170
OG0007483	YEAST01187	HELIO_09027
OG0007484	YEAST00517	HELIO_06327
OG0007488	YEAST04193	HELIO_09301
OG0007491	YEAST05032	HELIO_08829
OG0007495	YEAST04536	HELIO_09614
OG0007498	YEAST00593	HELIO_11706
OG0007499	YEAST03994	HELIO_04404
OG0007504	YEAST02642	HELIO_07294
OG0007508	YEAST05759	HELIO_01803
OG0007509	YEAST03229	HELIO_08680
OG0007519	YEAST04589	HELIO_05000
OG0007528	YEAST02438	HELIO_01539
OG0007531	YEAST05725	HELIO_12240
OG0007591	YEAST02623	HELIO_10985
OG0007597	YEAST05244	HELIO_09185
OG0007605	YEAST04509	HELIO_08599
OG0007618	YEAST02486	HELIO_11433
OG0007619	YEAST04342	HELIO_00818
OG0007622	YEAST01282	HELIO_08743
OG0007624	YEAST03901	HELIO_03334
OG0007645	YEAST05586	HELIO_08180
OG0007646	YEAST05572	HELIO_09428
OG0007648	YEAST03775	HELIO_11122
OG0007656	YEAST02935	HELIO_03326
OG0007657	YEAST01213	HELIO_09924
OG0007663	YEAST01133	HELIO_09052
OG0007673	YEAST04892	HELIO_12156
OG0007676	YEAST01965	HELIO_07836
OG0007690	YEAST00054	HELIO_01667
OG0007692	YEAST05386	HELIO_12083
OG0007698	YEAST04526	HELIO_02873
OG0007703	YEAST03290	HELIO_00511
OG0007704	YEAST01687	HELIO_10965
OG0007712	YEAST02916	HELIO_06849
OG0007722	YEAST06130	HELIO_05263
OG0007727	YEAST01129	HELIO_07106
OG0007739	YEAST04408	HELIO_03035
OG0007749	YEAST02144	HELIO_03431
OG0007751	YEAST03046	HELIO_06655
OG0007754	YEAST03550	HELIO_02629
OG0007767	YEAST03177	HELIO_03760
OG0007769	YEAST02589	HELIO_12480
OG0007772	YEAST05211	HELIO_01680
OG0007773	YEAST05609	HELIO_07954
OG0007783	YEAST03579	HELIO_03457
OG0007784	YEAST01170	HELIO_06523
OG0007786	YEAST01347	HELIO_09437
OG0007787	YEAST03458	HELIO_04230
OG0007801	YEAST02556, YEAST00332	HELIO_01655
OG0007803	YEAST00818	HELIO_00912
OG0007810	YEAST06278	HELIO_09745
OG0007811	YEAST05686	HELIO_00921
OG0007816	YEAST00605	HELIO_07334
OG0007823	YEAST03887	HELIO_08358
OG0007827	YEAST01279	HELIO_06096
OG0007829	YEAST02649	HELIO_01759
OG0007830	YEAST03594	HELIO_08878
OG0007831	YEAST03693	HELIO_12772
OG0007840	YEAST02829	HELIO_04802
OG0007843	YEAST04794	HELIO_04963
OG0007848	YEAST03711	HELIO_04240
OG0007850	YEAST01418	HELIO_05804
OG0007854	YEAST01377	HELIO_05486
OG0007858	YEAST03196	HELIO_05719
OG0007912	YEAST04725	HELIO_01267
OG0007918	YEAST04092	HELIO_04419
OG0007941	YEAST03892	HELIO_04750
OG0007943	YEAST03288	HELIO_05542
OG0007947	YEAST02420	HELIO_01214
OG0007958	YEAST01011	HELIO_03422
OG0007975	YEAST01243	HELIO_02337
OG0007978	YEAST01491	HELIO_02240
OG0007982	YEAST03186	HELIO_09407
OG0007991	YEAST02341	HELIO_02057
OG0007993	YEAST00089	HELIO_01029
OG0007996	YEAST04079	HELIO_00492
OG0007998	YEAST00688	HELIO_07332
OG0008008	YEAST02355	HELIO_05467
OG0008020	YEAST05433	HELIO_00997
OG0008030	YEAST00039	HELIO_08520
OG0008031	YEAST04719	HELIO_10799
OG0008038	YEAST05601	HELIO_02850
OG0008042	YEAST04557, YEAST00839	HELIO_03968
OG0008053	YEAST05804	HELIO_03591
OG0008055	YEAST05224	HELIO_01274
OG0008056	YEAST04542	HELIO_00846
OG0008072	YEAST00552	HELIO_01026
OG0008074	YEAST05664	HELIO_03004
OG0008079	YEAST03108	HELIO_00746
OG0008085	YEAST04107	HELIO_04248
OG0008091	YEAST06200	HELIO_09088
OG0008100	YEAST03959	HELIO_11850
OG0008103	YEAST05352	HELIO_02960
OG0008104	YEAST06240	HELIO_09386
OG0008105	YEAST03324	HELIO_10149
OG0008110	YEAST00121	HELIO_05692
OG0008111	YEAST06004, YEAST05693	HELIO_09107
OG0008115	YEAST05684, YEAST06009	HELIO_12049
OG0008122	YEAST01663	HELIO_07016
OG0008136	YEAST02756	HELIO_04953
OG0008196	YEAST03623	HELIO_04754
OG0008201	YEAST01163	HELIO_08285
OG0008208	YEAST04341	HELIO_04865
OG0008219	YEAST05754	HELIO_07426
OG0008244	YEAST04999	HELIO_05442
OG0008251	YEAST01472	HELIO_02762
OG0008254	YEAST04740	HELIO_03446
OG0008267	YEAST02722	HELIO_02344
OG0008275	YEAST05358	HELIO_01566
OG0008281	YEAST01387	HELIO_07104
OG0008307	YEAST01285	HELIO_06378
OG0008323	YEAST05718	HELIO_04361
OG0008332	YEAST03366	HELIO_04129
OG0008346	YEAST01382	HELIO_08226
OG0008348	YEAST03383	HELIO_02649
OG0008351	YEAST01276	HELIO_01614
OG0008401	YEAST02115	HELIO_06030
OG0008403	YEAST01318	HELIO_10617
OG0008432	YEAST01317	HELIO_11182
OG0008524	YEAST02216	HELIO_02339
OG0008533	YEAST00770	HELIO_03659
OG0008542	YEAST00506	HELIO_02038
OG0008546	YEAST03499	HELIO_01418
OG0008582	YEAST04883	HELIO_11502
OG0008602	YEAST04166	HELIO_12291
OG0008645	YEAST05803	HELIO_02532
OG0008654	YEAST03590	HELIO_05189
OG0008664	YEAST05851	HELIO_07966
OG0008677	YEAST03567	HELIO_07128
OG0008680	YEAST02511	HELIO_07201
OG0008681	YEAST04884	HELIO_01222
OG0008789	YEAST05903	HELIO_09721
OG0008794	YEAST01976, YEAST00168, YEAST00957	HELIO_06723
OG0008799	YEAST03377	HELIO_04045
OG0008818	YEAST00271	HELIO_04950
OG0008823	YEAST03936	HELIO_07320
OG0008861	YEAST04983	HELIO_07867
OG0008879	YEAST05579	HELIO_12641
OG0008887	YEAST00387	HELIO_09152
OG0008923	YEAST01739	HELIO_06923
OG0008946	YEAST00403	HELIO_05136
OG0009066	YEAST04511	HELIO_11209
OG0009099	YEAST05709	HELIO_01302
OG0009105	YEAST02501	HELIO_03709
