Orthogroup	YEAST	OWEFU
OG0002997	YEAST02374	OFUSG26855.1.p1, OFUSG23413.1.p1
OG0003001	YEAST01497	OFUSG15796.1.p1
OG0003004	YEAST02183	OFUSG11480.1.p1
OG0003006	YEAST00899	OFUSG17958.1.p1
OG0003010	YEAST03035	OFUSG00054.1.p1
OG0003012	YEAST04512	OFUSG06422.1.p1
OG0003016	YEAST04810	OFUSG03152.1.p1
OG0003018	YEAST01635, YEAST01949	OFUSG03127.1.p1
OG0003020	YEAST04851	OFUSG05105.1.p1, OFUSG23454.1.p1
OG0003027	YEAST05498	OFUSG21402.1.p1
OG0003028	YEAST05822	OFUSG13558.1.p1
OG0003029	YEAST04523	OFUSG20710.1.p1
OG0003033	YEAST02457, YEAST02640	OFUSG01453.1.p1
OG0003039	YEAST00055	OFUSG09451.1.p1
OG0003043	YEAST02551	OFUSG18158.1.p1
OG0003046	YEAST01632	OFUSG21357.1.p1
OG0003054	YEAST04909, YEAST05341	OFUSG25793.1.p1
OG0003056	YEAST02257	OFUSG13218.1.p1
OG0003059	YEAST02832, YEAST03675	OFUSG21767.1.p1, OFUSG21766.1.p1, OFUSG21766.2.p1
OG0003063	YEAST00204	OFUSG19137.3.p1, OFUSG19137.2.p1, OFUSG19137.4.p1, OFUSG19137.1.p1
OG0003066	YEAST00969	OFUSG01613.1.p1
OG0003067	YEAST03159	OFUSG05476.1.p1
OG0003072	YEAST05076	OFUSG19220.1.p1
OG0003073	YEAST00167	OFUSG22208.1.p1, OFUSG23369.1.p1
OG0003079	YEAST01019	OFUSG19620.1.p1
OG0003101	YEAST01357	OFUSG26512.1.p1
OG0003104	YEAST00861	OFUSG25660.1.p1
OG0003105	YEAST04282	OFUSG19655.1.p1
OG0003107	YEAST00029	OFUSG05270.1.p1, OFUSG05271.1.p1
OG0003108	YEAST00796	OFUSG01270.1.p1, OFUSG01270.2.p1
OG0003110	YEAST02197	OFUSG25812.1.p1
OG0003114	YEAST00453, YEAST02426	OFUSG12552.1.p1, OFUSG12552.2.p1
OG0003119	YEAST00778	OFUSG19562.1.p1
OG0003121	YEAST03190	OFUSG19684.1.p1
OG0003126	YEAST00300	OFUSG17303.1.p1
OG0003131	YEAST04435, YEAST04350	OFUSG24004.1.p1
OG0003135	YEAST02069	OFUSG22017.1.p1
OG0003138	YEAST01790, YEAST00784	OFUSG26552.1.p1
OG0003145	YEAST06012	OFUSG07280.1.p1
OG0003147	YEAST03729	OFUSG05907.1.p1
OG0003151	YEAST03910	OFUSG05073.1.p1
OG0003153	YEAST05438	OFUSG04951.1.p1
OG0003154	YEAST00694	OFUSG17694.1.p1
OG0003157	YEAST01203	OFUSG02293.1.p1, OFUSG02291.1.p1
OG0003164	YEAST05549, YEAST04492	OFUSG03455.1.p1
OG0003169	YEAST04410	OFUSG16524.1.p1
OG0003172	YEAST06030	OFUSG04307.1.p1
OG0003174	YEAST06178	OFUSG03000.1.p1
OG0003178	YEAST05823	OFUSG25106.1.p1
OG0003179	YEAST00905	OFUSG18054.1.p1
OG0003182	YEAST05565	OFUSG23178.1.p1
OG0003189	YEAST00820	OFUSG02491.1.p1
OG0003191	YEAST01068	OFUSG12992.1.p1
OG0003193	YEAST02494	OFUSG24759.1.p1
OG0003197	YEAST06274	OFUSG14583.1.p1
OG0003199	YEAST04961	OFUSG06190.1.p1
OG0003207	YEAST04056	OFUSG19091.1.p1
OG0003212	YEAST05531	OFUSG06178.1.p1, OFUSG06178.4.p1, OFUSG06178.2.p1, OFUSG06178.3.p1, OFUSG06178.5.p1
OG0003214	YEAST03701	OFUSG03898.1.p1
OG0003215	YEAST04373	OFUSG12275.1.p1, OFUSG12275.2.p1
OG0003218	YEAST04068	OFUSG14315.1.p1
OG0003219	YEAST01656	OFUSG03547.1.p1
OG0003220	YEAST03417, YEAST00186	OFUSG00185.2.p1, OFUSG00185.1.p1
OG0003221	YEAST05064	OFUSG23484.1.p1
OG0003223	YEAST04472	OFUSG22793.1.p1
OG0003228	YEAST06187	OFUSG25095.1.p1
OG0003230	YEAST05487	OFUSG06967.1.p1
OG0003234	YEAST00760	OFUSG20307.1.p1
OG0003251	YEAST05338, YEAST04904	OFUSG20624.2.p1, OFUSG20624.1.p1
OG0003254	YEAST03911	OFUSG21699.1.p1
OG0003257	YEAST02741	OFUSG11699.1.p1
OG0003263	YEAST05333	OFUSG09944.1.p1
OG0003264	YEAST03398	OFUSG17329.1.p1
OG0003266	YEAST05585	OFUSG08987.1.p1
OG0003267	YEAST02516	OFUSG17971.1.p1
OG0003270	YEAST01372, YEAST05351, YEAST01476	OFUSG18942.1.p1, OFUSG18940.1.p1, OFUSG18940.2.p1, OFUSG18941.1.p1
OG0003277	YEAST03706	OFUSG06456.1.p1
OG0003283	YEAST02779	OFUSG06061.1.p1
OG0003284	YEAST02184	OFUSG16072.1.p1, OFUSG16072.2.p1
OG0003287	YEAST00166	OFUSG08017.2.p1, OFUSG08017.1.p1
OG0003288	YEAST05062	OFUSG02966.1.p1, OFUSG02967.2.p1, OFUSG02967.3.p1, OFUSG02967.1.p1
OG0003290	YEAST06325	OFUSG07475.1.p1, OFUSG07475.2.p1
OG0003293	YEAST04930	OFUSG13182.1.p1
OG0003295	YEAST06127	OFUSG06646.1.p1
OG0003300	YEAST03316	OFUSG01781.1.p1, OFUSG01780.1.p1
OG0003301	YEAST03267	OFUSG25751.1.p1
OG0003302	YEAST04633	OFUSG18361.1.p1
OG0003303	YEAST05878	OFUSG21718.1.p1
OG0003304	YEAST01018	OFUSG03932.1.p1, OFUSG06143.1.p1
OG0003316	YEAST04887	OFUSG21407.1.p1
OG0003317	YEAST03051	OFUSG18101.1.p1, OFUSG18101.2.p1
OG0003318	YEAST02158	OFUSG19315.1.p1
OG0003332	YEAST02945, YEAST00447	OFUSG17337.1.p1
OG0003335	YEAST01260	OFUSG11713.1.p1
OG0003340	YEAST04972	OFUSG13694.1.p1
OG0003341	YEAST00990	OFUSG12069.3.p1, OFUSG12069.2.p1, OFUSG12069.4.p1, OFUSG12069.1.p1
OG0003343	YEAST04356, YEAST06258	OFUSG22665.1.p1, OFUSG22675.1.p1
OG0003344	YEAST04764	OFUSG16813.1.p1
OG0003345	YEAST02133	OFUSG19858.1.p1, OFUSG19861.1.p1
OG0003348	YEAST02844	OFUSG13744.1.p1
OG0003349	YEAST00235, YEAST04798	OFUSG10388.1.p1
OG0003356	YEAST02937	OFUSG10104.1.p1
OG0003357	YEAST04240, YEAST02522	OFUSG05741.1.p1
OG0003364	YEAST00730	OFUSG01690.1.p1
OG0003366	YEAST05276, YEAST03075	OFUSG19127.1.p1, OFUSG19128.1.p1, OFUSG11346.1.p1
OG0003373	YEAST03755	OFUSG01669.1.p1
OG0003374	YEAST03627	OFUSG26002.1.p1
OG0003375	YEAST03722	OFUSG08499.3.p1, OFUSG08499.2.p1, OFUSG08499.1.p1
OG0003380	YEAST00529	OFUSG22136.1.p1
OG0003381	YEAST03447, YEAST01380	OFUSG25596.1.p1
OG0003382	YEAST01627	OFUSG07899.2.p1, OFUSG07899.1.p1, OFUSG07899.3.p1
OG0003386	YEAST02725	OFUSG23636.1.p1
OG0003425	YEAST05084	OFUSG08435.1.p1, OFUSG08435.2.p1
OG0003426	YEAST05251	OFUSG05883.1.p1
OG0003428	YEAST04550, YEAST01154	OFUSG02045.2.p1, OFUSG02045.1.p1, OFUSG02045.3.p1
OG0003429	YEAST05921	OFUSG00245.1.p1
OG0003430	YEAST04732	OFUSG08825.1.p1
OG0003434	YEAST02689	OFUSG21297.1.p1
OG0003441	YEAST05981	OFUSG06295.1.p1
OG0003443	YEAST06032	OFUSG21541.1.p1
OG0003454	YEAST04088	OFUSG03914.1.p1
OG0003458	YEAST00169	OFUSG16862.2.p1, OFUSG16862.1.p1, OFUSG08431.1.p1
OG0003461	YEAST05752, YEAST04759	OFUSG09875.1.p1
OG0003463	YEAST02371	OFUSG12535.1.p1
OG0003464	YEAST05120	OFUSG18296.1.p1
OG0003465	YEAST02874	OFUSG07312.1.p1
OG0003467	YEAST01278	OFUSG23205.1.p1, OFUSG23203.1.p1
OG0003476	YEAST01588, YEAST02726	OFUSG04382.1.p1
OG0003477	YEAST03665	OFUSG16889.1.p1
OG0003483	YEAST06074	OFUSG10301.1.p1
OG0003487	YEAST03066	OFUSG19263.1.p1
OG0003491	YEAST03514	OFUSG14265.1.p1, OFUSG14263.1.p1
OG0003493	YEAST01076	OFUSG16867.1.p1
OG0003497	YEAST00758	OFUSG09698.1.p1
OG0003498	YEAST05680	OFUSG16874.1.p1
OG0003500	YEAST03303, YEAST02683	OFUSG22059.1.p1
OG0003502	YEAST02519	OFUSG24055.1.p1
OG0003503	YEAST00400	OFUSG18080.1.p1
OG0003505	YEAST00697	OFUSG05340.1.p1
OG0003509	YEAST02850	OFUSG17524.1.p1
OG0003515	YEAST00923	OFUSG03772.1.p1
OG0003518	YEAST04809	OFUSG20266.1.p1
OG0003523	YEAST05393	OFUSG12732.1.p1
OG0003531	YEAST00465	OFUSG12011.1.p1
OG0003532	YEAST05810	OFUSG18965.1.p1
OG0003539	YEAST03774	OFUSG03901.1.p1
OG0003541	YEAST01314	OFUSG05329.2.p1, OFUSG05329.1.p1
OG0003543	YEAST01290	OFUSG08206.1.p1
OG0003544	YEAST00251	OFUSG00118.1.p1
OG0003550	YEAST06166	OFUSG26575.1.p1
OG0003551	YEAST01826	OFUSG20908.1.p1
OG0003552	YEAST04163	OFUSG09931.1.p1
OG0003556	YEAST05216	OFUSG23492.1.p1
OG0003561	YEAST06100	OFUSG00906.1.p1
OG0003562	YEAST00960	OFUSG12910.2.p1, OFUSG12910.1.p1
OG0003565	YEAST03392	OFUSG20630.1.p1
OG0003567	YEAST04838	OFUSG10595.1.p1
OG0003568	YEAST04328	OFUSG22628.1.p1
OG0003570	YEAST03562, YEAST04635	OFUSG09014.1.p1, OFUSG09014.2.p1
OG0003571	YEAST05553	OFUSG20726.1.p1
OG0003573	YEAST00597	OFUSG24084.1.p1
OG0003578	YEAST05031	OFUSG22248.1.p1
OG0003579	YEAST05446	OFUSG10676.1.p1
OG0003582	YEAST03174	OFUSG18764.1.p1
OG0003598	YEAST00803	OFUSG08278.1.p1
OG0003599	YEAST04133	OFUSG19669.1.p1
OG0003603	YEAST03529	OFUSG10841.1.p1, OFUSG10841.2.p1
OG0003610	YEAST02573	OFUSG17078.1.p1
OG0003611	YEAST01054	OFUSG05675.1.p1
OG0003612	YEAST00808	OFUSG13568.1.p1, OFUSG13568.2.p1
OG0003613	YEAST02366	OFUSG06331.1.p1
OG0003615	YEAST01638	OFUSG23707.1.p1, OFUSG23707.2.p1
OG0003617	YEAST01843	OFUSG09939.1.p1
OG0003617	YEAST04802, YEAST04398	OFUSG13257.1.p1
OG0003619	YEAST04756	OFUSG02086.1.p1
OG0003624	YEAST00147	OFUSG06588.1.p1, OFUSG06588.2.p1
OG0003630	YEAST04845	OFUSG24001.2.p1, OFUSG24001.1.p1
OG0003632	YEAST02125	OFUSG12731.1.p1
OG0003638	YEAST00956	OFUSG08839.1.p1
OG0003641	YEAST04061, YEAST01158	OFUSG04999.1.p1
OG0003643	YEAST03144	OFUSG06611.1.p1
OG0003644	YEAST01545	OFUSG08254.1.p1
OG0003645	YEAST05809, YEAST05493	OFUSG02977.1.p1, OFUSG02977.2.p1
OG0003646	YEAST02349	OFUSG13054.2.p1, OFUSG13054.1.p1
OG0003647	YEAST04352, YEAST04433	OFUSG09021.1.p1
OG0003649	YEAST00203	OFUSG09804.1.p1
OG0003650	YEAST00737, YEAST04997	OFUSG17294.1.p1
OG0003659	YEAST00140	OFUSG16187.1.p1
OG0003661	YEAST02758	OFUSG21299.1.p1
OG0003664	YEAST03791	OFUSG09947.1.p1
OG0003668	YEAST06168	OFUSG20064.1.p1
OG0003669	YEAST02813	OFUSG17201.1.p1
OG0003672	YEAST03137	OFUSG10902.1.p1
OG0003676	YEAST03110	OFUSG25502.1.p1, OFUSG02343.1.p1
OG0003678	YEAST02330	OFUSG26385.1.p1, OFUSG26385.2.p1
OG0003679	YEAST03223	OFUSG13359.1.p1
OG0003682	YEAST00571	OFUSG11924.1.p1
OG0003687	YEAST02527, YEAST04246	OFUSG03946.1.p1
OG0003688	YEAST01333, YEAST05362, YEAST00376	OFUSG13593.1.p1
OG0003689	YEAST04232	OFUSG04570.1.p1
OG0003690	YEAST01162	OFUSG11565.1.p1
OG0003692	YEAST00692	OFUSG05599.1.p1, OFUSG05599.2.p1, OFUSG05600.1.p1
OG0003693	YEAST05304	OFUSG06103.1.p1
OG0003694	YEAST01453	OFUSG16805.1.p1
OG0003696	YEAST05704	OFUSG05739.1.p1
OG0003697	YEAST04962	OFUSG20990.1.p1
OG0003698	YEAST03764, YEAST03185	OFUSG06501.1.p1
OG0003703	YEAST00683	OFUSG00686.1.p1
OG0003710	YEAST02077	OFUSG00436.1.p1, OFUSG00436.2.p1
OG0003712	YEAST02114	OFUSG10374.1.p1
OG0003713	YEAST01549, YEAST03807	OFUSG13204.1.p1
OG0003716	YEAST02390	OFUSG23366.1.p1
OG0003718	YEAST05772	OFUSG16508.1.p1
OG0003719	YEAST06338	OFUSG08809.1.p1
OG0003721	YEAST04960	OFUSG25364.1.p1
OG0003724	YEAST02365, YEAST06120	OFUSG13589.1.p1
OG0003729	YEAST01543	OFUSG16645.2.p1, OFUSG16645.1.p1
OG0003731	YEAST04486	OFUSG12284.1.p1
OG0003733	YEAST03492	OFUSG23436.1.p1
OG0003734	YEAST02809, YEAST03842	OFUSG07747.1.p1
OG0003735	YEAST06115	OFUSG07143.1.p1
OG0003738	YEAST05605	OFUSG18301.1.p1, OFUSG18301.2.p1
OG0003740	YEAST01029	OFUSG07576.1.p1
OG0003741	YEAST01379	OFUSG12262.1.p1
OG0003743	YEAST06008, YEAST05688	OFUSG01059.1.p1
OG0003744	YEAST01207	OFUSG18835.3.p1, OFUSG18835.2.p1, OFUSG18835.1.p1
OG0003745	YEAST02618	OFUSG23746.1.p1, OFUSG23969.1.p1
OG0003749	YEAST04441	OFUSG07087.2.p1, OFUSG07087.1.p1
OG0003750	YEAST00149	OFUSG09220.1.p1
OG0003756	YEAST01878	OFUSG22980.1.p1
OG0003758	YEAST06133	OFUSG17693.1.p1
OG0003759	YEAST03315	OFUSG12849.1.p1
OG0003766	YEAST03336	OFUSG22315.1.p1, OFUSG20610.1.p1, OFUSG00014.1.p1
OG0003767	YEAST01933, YEAST01650	OFUSG13414.1.p1
OG0003769	YEAST01999	OFUSG20297.1.p1
OG0003770	YEAST01234, YEAST03860	OFUSG20677.1.p1
OG0003778	YEAST05796	OFUSG01438.1.p1
OG0003779	YEAST04431	OFUSG13787.1.p1, OFUSG13787.2.p1
OG0003806	YEAST02367	OFUSG10861.1.p1
OG0003807	YEAST04265, YEAST03128	OFUSG10356.1.p1
OG0003808	YEAST01201	OFUSG17077.1.p1
OG0003811	YEAST00417	OFUSG03655.1.p1
OG0003812	YEAST00287	OFUSG21387.1.p1
OG0003813	YEAST00254	OFUSG18113.2.p1, OFUSG18113.3.p1, OFUSG18113.1.p1
OG0003818	YEAST04318	OFUSG03705.1.p1
OG0003824	YEAST01468	OFUSG05766.1.p1
OG0003828	YEAST02448	OFUSG05118.1.p1
OG0003829	YEAST02032, YEAST01031	OFUSG07448.1.p1
OG0003831	YEAST03010	OFUSG05930.2.p1, OFUSG05930.1.p1
OG0003834	YEAST06322	OFUSG05404.1.p1
OG0003837	YEAST02586	OFUSG05284.1.p1, OFUSG11129.1.p1
OG0003838	YEAST03413	OFUSG02211.1.p1
OG0003839	YEAST01736	OFUSG14221.1.p1
OG0003844	YEAST06054	OFUSG19682.1.p1
OG0003846	YEAST00356	OFUSG06704.1.p1
OG0003848	YEAST01654	OFUSG07600.1.p1
OG0003850	YEAST00228	OFUSG01254.1.p1
OG0003851	YEAST06169	OFUSG13241.1.p1
OG0003852	YEAST03296	OFUSG04274.2.p1, OFUSG04274.1.p1
OG0003853	YEAST06251	OFUSG11282.1.p1
OG0003855	YEAST04936	OFUSG13289.1.p1
OG0003856	YEAST03934, YEAST02710	OFUSG18199.1.p1
OG0003858	YEAST01401	OFUSG11682.1.p1
OG0003860	YEAST01412	OFUSG03969.1.p1
OG0003866	YEAST01895	OFUSG01635.2.p1, OFUSG01635.1.p1
OG0003867	YEAST03558	OFUSG26425.1.p1
OG0003868	YEAST01448	OFUSG25488.1.p1
OG0003869	YEAST02771	OFUSG04233.1.p1
OG0003875	YEAST05070	OFUSG26181.1.p1
OG0003876	YEAST02423	OFUSG23627.1.p1
OG0003877	YEAST04860, YEAST05867, YEAST03825	OFUSG14257.1.p1
OG0003879	YEAST00463	OFUSG20056.1.p1
OG0003881	YEAST03851	OFUSG18789.1.p1
OG0003882	YEAST03663	OFUSG23207.1.p1, OFUSG23207.2.p1
OG0003886	YEAST06023	OFUSG04059.1.p1
OG0003887	YEAST00028	OFUSG17832.1.p1
OG0003893	YEAST05028	OFUSG11743.1.p1
OG0003897	YEAST01270	OFUSG17722.1.p1
OG0003899	YEAST04954	OFUSG03698.1.p1
OG0003904	YEAST01732	OFUSG15953.1.p1
OG0003907	YEAST02999, YEAST02288	OFUSG02408.1.p1, OFUSG02430.1.p1
OG0003910	YEAST03780	OFUSG00367.1.p1
OG0003911	YEAST00032	OFUSG12915.1.p1
OG0003913	YEAST03258	OFUSG16854.1.p1, OFUSG16854.2.p1
OG0003918	YEAST00058	OFUSG18006.1.p1
OG0003921	YEAST06181	OFUSG21463.2.p1, OFUSG21463.1.p1
OG0003926	YEAST04138	OFUSG21486.1.p1, OFUSG12876.1.p1
OG0003929	YEAST04489, YEAST01422	OFUSG20846.1.p1
OG0003930	YEAST03969	OFUSG01262.1.p1
OG0003931	YEAST01142	OFUSG10879.1.p1
OG0003934	YEAST00084	OFUSG21104.1.p1
OG0003938	YEAST01566, YEAST05133	OFUSG01428.1.p1
OG0003939	YEAST03211	OFUSG23620.1.p1
OG0003944	YEAST01186	OFUSG25022.1.p1
OG0003946	YEAST03220	OFUSG05456.1.p1
OG0003947	YEAST06266, YEAST05428	OFUSG06825.1.p1
OG0003949	YEAST01888	OFUSG01552.1.p1
OG0003950	YEAST01409	OFUSG18005.1.p1, OFUSG00160.1.p1
OG0003954	YEAST02764	OFUSG21108.1.p1
OG0003955	YEAST03951	OFUSG02744.1.p1
OG0003959	YEAST02778	OFUSG08034.1.p1
OG0003961	YEAST01991	OFUSG13571.1.p1
OG0003967	YEAST05935	OFUSG17824.1.p1
OG0003969	YEAST02146	OFUSG11226.1.p1
OG0003971	YEAST00520	OFUSG09521.1.p1
OG0003972	YEAST06331	OFUSG05144.1.p1
OG0003973	YEAST06329	OFUSG11220.1.p1
OG0003978	YEAST03551, YEAST00942, YEAST05399	OFUSG18906.1.p1
OG0003999	YEAST05604	OFUSG13249.1.p1, OFUSG26421.1.p1
OG0004000	YEAST06060	OFUSG16319.1.p1, OFUSG16318.1.p1
OG0004005	YEAST06216	OFUSG08227.1.p1
OG0004007	YEAST01456	OFUSG13400.1.p1
OG0004012	YEAST00755	OFUSG05810.1.p1
OG0004017	YEAST03019	OFUSG22331.1.p1
OG0004023	YEAST04349	OFUSG20348.1.p1
OG0004027	YEAST03587	OFUSG16592.1.p1
OG0004032	YEAST02562	OFUSG24694.1.p1
OG0004033	YEAST02572	OFUSG12090.1.p1, OFUSG11366.1.p1, OFUSG26383.1.p1
OG0004035	YEAST02134	OFUSG04760.1.p1
OG0004037	YEAST03371	OFUSG14252.1.p1, OFUSG14252.2.p1
OG0004042	YEAST05578	OFUSG09669.1.p1
OG0004044	YEAST05367	OFUSG00446.1.p1
OG0004047	YEAST02496	OFUSG18610.1.p1
OG0004051	YEAST01772	OFUSG26463.1.p1
OG0004052	YEAST03705	OFUSG15852.1.p1, OFUSG15852.2.p1, OFUSG15852.3.p1, OFUSG15852.4.p1
OG0004054	YEAST05576	OFUSG25074.1.p1
OG0004056	YEAST05698	OFUSG04179.1.p1, OFUSG04179.2.p1, OFUSG04146.1.p1
OG0004057	YEAST05620	OFUSG00824.1.p1
OG0004059	YEAST00030	OFUSG25150.1.p1
OG0004065	YEAST00772	OFUSG16929.1.p1
OG0004067	YEAST02665	OFUSG11070.1.p1
OG0004068	YEAST03461	OFUSG00723.1.p1
OG0004071	YEAST02893	OFUSG25471.1.p1
OG0004072	YEAST02440	OFUSG16756.1.p1
OG0004075	YEAST02332	OFUSG10667.1.p1
OG0004076	YEAST05461	OFUSG17470.1.p1, OFUSG17470.2.p1
OG0004079	YEAST04385	OFUSG02739.1.p1
OG0004080	YEAST00812	OFUSG04397.1.p1
OG0004082	YEAST00063, YEAST05409	OFUSG16877.1.p1
OG0004090	YEAST02301, YEAST02021	OFUSG16668.1.p1
OG0004091	YEAST04715	OFUSG17304.1.p1
OG0004092	YEAST03564, YEAST06307	OFUSG16191.1.p1
OG0004096	YEAST00160	OFUSG25572.1.p1
OG0004097	YEAST05039	OFUSG00034.1.p1
OG0004101	YEAST03547, YEAST02901	OFUSG04654.2.p1, OFUSG04654.1.p1, OFUSG04654.3.p1
OG0004102	YEAST05787	OFUSG19005.1.p1
OG0004105	YEAST01700, YEAST01565	OFUSG23643.2.p1, OFUSG23643.1.p1
OG0004110	YEAST02825	OFUSG08891.1.p1
OG0004113	YEAST02059	OFUSG18704.1.p1
OG0004115	YEAST00325	OFUSG12847.1.p1
OG0004116	YEAST00481	OFUSG09323.1.p1
OG0004119	YEAST02170	OFUSG20234.1.p1
OG0004120	YEAST01953	OFUSG10176.1.p1, OFUSG10176.2.p1
OG0004123	YEAST04761	OFUSG21171.1.p1, OFUSG21171.2.p1
OG0004124	YEAST01139	OFUSG17737.1.p1
OG0004130	YEAST03149	OFUSG08210.1.p1, OFUSG00974.1.p1
OG0004134	YEAST05611	OFUSG06800.1.p1
OG0004136	YEAST01084	OFUSG26327.1.p1
OG0004142	YEAST05774	OFUSG19191.1.p1
OG0004148	YEAST00867	OFUSG24269.1.p1
OG0004150	YEAST04690	OFUSG04655.1.p1
OG0004151	YEAST04284	OFUSG20857.1.p1
OG0004153	YEAST05958, YEAST04386, YEAST00290	OFUSG10672.1.p1
OG0004154	YEAST05587	OFUSG17126.2.p1, OFUSG17126.1.p1
OG0004158	YEAST03379	OFUSG04504.1.p1
OG0004161	YEAST04124	OFUSG13701.3.p1, OFUSG13701.1.p1, OFUSG13701.4.p1, OFUSG13701.2.p1
OG0004162	YEAST04517	OFUSG09942.2.p1, OFUSG09942.3.p1, OFUSG09942.1.p1
OG0004164	YEAST05923	OFUSG17859.1.p1
OG0004166	YEAST00189	OFUSG05575.1.p1
OG0004168	YEAST03028	OFUSG15102.1.p1
OG0004169	YEAST05813	OFUSG10640.1.p1
OG0004170	YEAST05906	OFUSG08006.1.p1
OG0004171	YEAST04501	OFUSG07032.1.p1, OFUSG07032.2.p1
OG0004179	YEAST01050	OFUSG11027.2.p1, OFUSG11027.1.p1
OG0004181	YEAST03406	OFUSG03257.1.p1
OG0004182	YEAST03699	OFUSG01145.1.p1, OFUSG01146.2.p1, OFUSG01146.1.p1
OG0004184	YEAST00127	OFUSG12556.1.p1
OG0004186	YEAST04981	OFUSG11737.1.p1
OG0004188	YEAST02761	OFUSG25107.1.p1
OG0004198	YEAST02869, YEAST03548	OFUSG15844.1.p1
OG0004215	YEAST04590	OFUSG15336.1.p1, OFUSG23687.1.p1
OG0004217	YEAST01257	OFUSG02696.2.p1, OFUSG02696.1.p1
OG0004219	YEAST00912	OFUSG04405.1.p1
OG0004222	YEAST05826	OFUSG11203.3.p1, OFUSG11203.5.p1, OFUSG11203.2.p1, OFUSG11203.1.p1, OFUSG11203.4.p1
OG0004230	YEAST02220	OFUSG08871.1.p1
OG0004232	YEAST05931	OFUSG19109.1.p1
OG0004236	YEAST05432	OFUSG12590.1.p1
OG0004237	YEAST04445, YEAST04344	OFUSG02738.1.p1
OG0004239	YEAST05144	OFUSG26088.2.p1, OFUSG26088.3.p1, OFUSG26088.1.p1, OFUSG26090.1.p1
OG0004243	YEAST00306	OFUSG16169.1.p1, OFUSG16169.3.p1, OFUSG16169.2.p1
OG0004245	YEAST00859	OFUSG19143.1.p1, OFUSG19143.2.p1
OG0004248	YEAST03678	OFUSG13174.1.p1
OG0004249	YEAST02740	OFUSG02524.1.p1
OG0004250	YEAST05543	OFUSG12266.1.p1
OG0004252	YEAST05178	OFUSG24821.1.p1
OG0004254	YEAST03900	OFUSG10303.1.p1
OG0004258	YEAST00665	OFUSG03080.1.p1
OG0004259	YEAST03730	OFUSG20013.1.p1
OG0004261	YEAST02564	OFUSG20642.1.p1
OG0004262	YEAST02368	OFUSG12557.1.p1
OG0004268	YEAST00496	OFUSG20277.1.p1
OG0004269	YEAST04758	OFUSG06518.1.p1
OG0004273	YEAST02547	OFUSG10132.2.p1, OFUSG10132.1.p1
OG0004278	YEAST00243	OFUSG19618.1.p1
OG0004280	YEAST05895	OFUSG08248.1.p1
OG0004282	YEAST02575, YEAST06242	OFUSG23553.1.p1
OG0004283	YEAST04184	OFUSG02236.1.p1
OG0004287	YEAST01708	OFUSG12510.1.p1
OG0004289	YEAST05719	OFUSG11522.1.p1
OG0004291	YEAST00852	OFUSG11291.1.p1, OFUSG11293.1.p1
OG0004292	YEAST02537	OFUSG12754.1.p1
OG0004295	YEAST05946	OFUSG13465.2.p1, OFUSG13465.1.p1
OG0004297	YEAST01463	OFUSG26602.2.p1, OFUSG26602.1.p1
OG0004300	YEAST05309	OFUSG06251.1.p1
OG0004301	YEAST03850	OFUSG15532.1.p1
OG0004302	YEAST05203	OFUSG14824.1.p1
OG0004303	YEAST02492	OFUSG14746.1.p1
OG0004304	YEAST02425, YEAST05929	OFUSG19501.1.p1
OG0004305	YEAST02123	OFUSG21306.1.p1
OG0004307	YEAST04592	OFUSG10009.1.p1
OG0004308	YEAST04835	OFUSG00660.1.p1
OG0004309	YEAST05924	OFUSG10951.1.p1
OG0004310	YEAST05001	OFUSG24234.1.p1
OG0004312	YEAST03330	OFUSG20320.1.p1
OG0004314	YEAST00500	OFUSG07970.1.p1
OG0004324	YEAST04322	OFUSG23537.1.p1
OG0004330	YEAST06277	OFUSG21944.1.p1, OFUSG21944.2.p1
OG0004331	YEAST06230	OFUSG12334.1.p1
OG0004333	YEAST01391	OFUSG13517.2.p1, OFUSG13517.1.p1
OG0004335	YEAST01057	OFUSG03846.1.p1
OG0004337	YEAST05652	OFUSG19298.1.p1
OG0004338	YEAST05023	OFUSG03491.1.p1
OG0004344	YEAST02441	OFUSG12551.1.p1
OG0004345	YEAST04894	OFUSG26912.1.p1, OFUSG22749.1.p1
OG0004347	YEAST04515	OFUSG15122.1.p1
OG0004348	YEAST03956	OFUSG01419.1.p1
OG0004350	YEAST04742	OFUSG00516.1.p1
OG0004351	YEAST04167	OFUSG16980.1.p1
OG0004353	YEAST05143	OFUSG21237.1.p1
OG0004356	YEAST02877	OFUSG07938.1.p1
OG0004357	YEAST02304	OFUSG17647.1.p1
OG0004358	YEAST01304	OFUSG05940.1.p1
OG0004359	YEAST01873	OFUSG19521.1.p1
OG0004364	YEAST00647	OFUSG12581.1.p1
OG0004366	YEAST01097	OFUSG20392.1.p1, OFUSG20392.2.p1
OG0004369	YEAST04013	OFUSG08176.1.p1
OG0004370	YEAST02378	OFUSG09597.1.p1
OG0004374	YEAST00556	OFUSG23996.1.p1
OG0004377	YEAST05181	OFUSG04513.1.p1
OG0004378	YEAST03291	OFUSG15382.1.p1
OG0004379	YEAST02180, YEAST04152	OFUSG08124.1.p1
OG0004380	YEAST04825	OFUSG07867.1.p1
OG0004382	YEAST03218	OFUSG21856.1.p1
OG0004394	YEAST00619	OFUSG03035.2.p1, OFUSG03035.1.p1
