Orthogroup	YEAST	PFLAV
OG0003154	YEAST00694	TCONS_00052774.p1, TCONS_00052813.p1
OG0003157	YEAST01203	TCONS_00043932.p1
OG0003164	YEAST05549, YEAST04492	TCONS_00044053.p1
OG0003169	YEAST04410	TCONS_00053814.p1
OG0003172	YEAST06030	TCONS_00004769.p1, TCONS_00057202.p1
OG0003174	YEAST06178	TCONS_00049142.p1, TCONS_00049139.p1, TCONS_00035661.p1, TCONS_00035570.p1, TCONS_00042946.p1
OG0003178	YEAST05823	TCONS_00012175.p1
OG0003179	YEAST00905	TCONS_00031402.p1
OG0003182	YEAST05565	TCONS_00007597.p1
OG0003189	YEAST00820	TCONS_00001707.p1
OG0003190	YEAST02550	TCONS_00000091.p1, TCONS_00047115.p1, TCONS_00047116.p1, TCONS_00038643.p1, TCONS_00038635.p1, TCONS_00044569.p1
OG0003191	YEAST01068	TCONS_00003984.p1
OG0003193	YEAST02494	TCONS_00022403.p1
OG0003197	YEAST06274	TCONS_00021731.p1
OG0003199	YEAST04961	TCONS_00054864.p1, TCONS_00054865.p1
OG0003207	YEAST04056	TCONS_00043267.p1, TCONS_00030185.p1
OG0003212	YEAST05531	TCONS_00038921.p1, TCONS_00005698.p1
OG0003214	YEAST03701	TCONS_00056343.p1, TCONS_00056311.p1
OG0003215	YEAST04373	TCONS_00004511.p1, TCONS_00004510.p1
OG0003218	YEAST04068	TCONS_00022948.p1
OG0003219	YEAST01943, YEAST02157	TCONS_00043305.p1
OG0003220	YEAST03417, YEAST00186	TCONS_00000598.p1
OG0003221	YEAST05064	TCONS_00018636.p1, TCONS_00018637.p1
OG0003223	YEAST04472	TCONS_00008858.p1
OG0003228	YEAST06187	TCONS_00010782.p1
OG0003230	YEAST05487	TCONS_00027696.p1
OG0003234	YEAST00760	TCONS_00043599.p1
OG0003235	YEAST06282	TCONS_00049408.p1
OG0003251	YEAST05338, YEAST04904	TCONS_00007188.p1, TCONS_00007189.p1
OG0003254	YEAST03911	TCONS_00010837.p1
OG0003257	YEAST02741	TCONS_00010798.p1, TCONS_00010797.p1
OG0003263	YEAST05333	TCONS_00013622.p1
OG0003264	YEAST03398	TCONS_00046364.p2
OG0003266	YEAST05585	TCONS_00041005.p1, TCONS_00040991.p1, TCONS_00040993.p1
OG0003267	YEAST02516	TCONS_00031423.p1
OG0003270	YEAST01372, YEAST05351, YEAST01476	TCONS_00049298.p1, TCONS_00049296.p1
OG0003277	YEAST03706	TCONS_00049210.p1
OG0003283	YEAST02779	TCONS_00049262.p1
OG0003284	YEAST02184	TCONS_00002839.p1, TCONS_00002854.p1
OG0003287	YEAST00166	TCONS_00057175.p1
OG0003288	YEAST05062	TCONS_00043817.p1
OG0003290	YEAST06325	TCONS_00015060.p1
OG0003293	YEAST04930	TCONS_00019456.p1
OG0003295	YEAST06127	TCONS_00027108.p1
OG0003301	YEAST03267	TCONS_00056136.p1
OG0003302	YEAST04633	TCONS_00030954.p1
OG0003303	YEAST05878	TCONS_00010442.p1
OG0003304	YEAST01018	TCONS_00052730.p1
OG0003316	YEAST04887	TCONS_00051522.p1
OG0003317	YEAST03051	TCONS_00014439.p1
OG0003318	YEAST02158	TCONS_00048242.p1
OG0003332	YEAST02945, YEAST00447	TCONS_00046195.p1, TCONS_00046192.p1
OG0003335	YEAST01260	TCONS_00011485.p1
OG0003340	YEAST04972	TCONS_00017094.p1
OG0003341	YEAST00990	TCONS_00003609.p1
OG0003343	YEAST04356, YEAST06258	TCONS_00006521.p1
OG0003344	YEAST04764	TCONS_00046687.p1
OG0003345	YEAST02133	TCONS_00006815.p1
OG0003348	YEAST02844	TCONS_00017611.p1, TCONS_00017647.p1
OG0003349	YEAST00235, YEAST04798	TCONS_00030123.p1
OG0003356	YEAST02937	TCONS_00012900.p1, TCONS_00012899.p1
OG0003357	YEAST04240, YEAST02522	TCONS_00026252.p1
OG0003364	YEAST00730	TCONS_00037083.p1
OG0003366	YEAST05276, YEAST03075	TCONS_00011117.p1
OG0003373	YEAST05742	TCONS_00043361.p1
OG0003373	YEAST03755	TCONS_00037895.p1
OG0003374	YEAST03627	TCONS_00054992.p1
OG0003375	YEAST03722	TCONS_00027996.p1, TCONS_00029030.p1, TCONS_00029032.p1
OG0003377	YEAST03340	TCONS_00023122.p1
OG0003380	YEAST00529	TCONS_00006819.p1
OG0003381	YEAST03447, YEAST01380	TCONS_00024085.p1
OG0003382	YEAST01627	TCONS_00023674.p1
OG0003386	YEAST02725	TCONS_00052234.p1
OG0003425	YEAST05084	TCONS_00029551.p1
OG0003426	YEAST05251	TCONS_00028995.p1
OG0003428	YEAST04550, YEAST01154	TCONS_00043444.p1
OG0003429	YEAST05921	TCONS_00036739.p1
OG0003430	YEAST04732	TCONS_00035290.p1
OG0003434	YEAST02689	TCONS_00031599.p1
OG0003435	YEAST05483	TCONS_00010051.p1
OG0003441	YEAST05981	TCONS_00047900.p1
OG0003443	YEAST06032	TCONS_00019758.p1, TCONS_00020819.p1, TCONS_00010416.p1
OG0003454	YEAST04088	TCONS_00057051.p1
OG0003458	YEAST00169	TCONS_00044748.p1, TCONS_00034693.p1, TCONS_00034755.p1
OG0003461	YEAST05752, YEAST04759	TCONS_00023345.p1, TCONS_00023217.p1
OG0003463	YEAST02371	TCONS_00010682.p1, TCONS_00010685.p1
OG0003464	YEAST05120	TCONS_00012311.p1
OG0003465	YEAST02874	TCONS_00016466.p1
OG0003467	YEAST01278	TCONS_00007054.p1
OG0003477	YEAST03665	TCONS_00046338.p1
OG0003483	YEAST06074	TCONS_00031009.p1
OG0003487	YEAST03066	TCONS_00026217.p1
OG0003491	YEAST03514	TCONS_00022792.p1, TCONS_00022795.p1
OG0003493	YEAST01076	TCONS_00025636.p1
OG0003497	YEAST00758	TCONS_00034974.p1
OG0003498	YEAST05680	TCONS_00018101.p1
OG0003500	YEAST03303, YEAST02683	TCONS_00016487.p1
OG0003501	YEAST01421	TCONS_00052580.p1
OG0003502	YEAST02519	TCONS_00004748.p1
OG0003503	YEAST00400	TCONS_00012915.p1
OG0003505	YEAST00697	TCONS_00008629.p1, TCONS_00008628.p1
OG0003509	YEAST02850	TCONS_00051123.p1
OG0003515	YEAST00923	TCONS_00042609.p1
OG0003518	YEAST04809	TCONS_00007976.p1
OG0003523	YEAST05393	TCONS_00050093.p1, TCONS_00051275.p1
OG0003531	YEAST00465	TCONS_00010091.p1
OG0003532	YEAST05810	TCONS_00051905.p1
OG0003539	YEAST03774	TCONS_00019206.p1
OG0003541	YEAST01314	TCONS_00018913.p1
OG0003543	YEAST01290	TCONS_00055790.p1
OG0003544	YEAST00251	TCONS_00046341.p1
OG0003550	YEAST06166	TCONS_00019051.p1
OG0003551	YEAST01826	TCONS_00052907.p1
OG0003552	YEAST04163	TCONS_00015339.p1
OG0003556	YEAST05216	TCONS_00046619.p1
OG0003560	YEAST02357, YEAST05925	TCONS_00010190.p1
OG0003561	YEAST06100	TCONS_00000395.p1
OG0003562	YEAST00960	TCONS_00018209.p1
OG0003565	YEAST03392	TCONS_00013499.p1, TCONS_00013504.p1, TCONS_00013503.p1, TCONS_00013502.p1
OG0003567	YEAST04838	TCONS_00013825.p1
OG0003568	YEAST04328	TCONS_00005329.p1
OG0003570	YEAST03562, YEAST04635	TCONS_00038273.p1, TCONS_00038298.p1
OG0003571	YEAST05553	TCONS_00008075.p1
OG0003573	YEAST00597	TCONS_00006509.p1
OG0003578	YEAST05031	TCONS_00005625.p1
OG0003579	YEAST05446	TCONS_00030567.p1
OG0003582	YEAST03174	TCONS_00049811.p1
OG0003598	YEAST00803	TCONS_00016130.p1
OG0003599	YEAST04133	TCONS_00029425.p1
OG0003603	YEAST03529	TCONS_00012634.p1
OG0003610	YEAST02573	TCONS_00018565.p1
OG0003611	YEAST01054	TCONS_00026984.p1
OG0003612	YEAST00808	TCONS_00054661.p1
OG0003613	YEAST02366	TCONS_00037548.p1
OG0003615	YEAST01638	TCONS_00054640.p1
OG0003617	YEAST01843	TCONS_00023003.p1
OG0003618	YEAST00747	TCONS_00044972.p1
OG0003619	YEAST04756	TCONS_00043918.p1
OG0003624	YEAST00147	TCONS_00047934.p1, TCONS_00047920.p1
OG0003630	YEAST04845	TCONS_00006358.p1
OG0003632	YEAST02125	TCONS_00051362.p1
OG0003638	YEAST00956	TCONS_00003511.p1
OG0003641	YEAST04061, YEAST01158	TCONS_00009159.p1
OG0003643	YEAST03144	TCONS_00048583.p1
OG0003644	YEAST01545	TCONS_00016060.p1
OG0003645	YEAST05809, YEAST05493	TCONS_00042488.p1
OG0003646	YEAST02349	TCONS_00029784.p1
OG0003647	YEAST04352, YEAST04433	TCONS_00027854.p1
OG0003649	YEAST00203	TCONS_00027915.p1
OG0003650	YEAST00737, YEAST04997	TCONS_00045964.p1
OG0003659	YEAST00140	TCONS_00003686.p1
OG0003661	YEAST02758	TCONS_00032274.p1
OG0003664	YEAST03791	TCONS_00024736.p1, TCONS_00024643.p1
OG0003668	YEAST06168	TCONS_00029645.p1
OG0003669	YEAST02813	TCONS_00053763.p1
OG0003672	YEAST03137	TCONS_00014351.p1
OG0003676	YEAST03110	TCONS_00055967.p1
OG0003678	YEAST02330	TCONS_00054343.p1
OG0003679	YEAST03223	TCONS_00017789.p1
OG0003682	YEAST00571	TCONS_00009725.p1
OG0003687	YEAST02527, YEAST04246	TCONS_00057206.p1
OG0003688	YEAST01333, YEAST05362, YEAST00376	TCONS_00036414.p1, TCONS_00036423.p1, TCONS_00050596.p1
OG0003689	YEAST04232	TCONS_00056117.p1
OG0003690	YEAST01162	TCONS_00010756.p1
OG0003692	YEAST00692	TCONS_00026517.p1
OG0003693	YEAST05304	TCONS_00048357.p1
OG0003694	YEAST01453	TCONS_00019312.p1
OG0003696	YEAST05704	TCONS_00047294.p1
OG0003697	YEAST04962	TCONS_00012511.p1
OG0003698	YEAST03764, YEAST03185	TCONS_00026609.p1
OG0003703	YEAST00683	TCONS_00035988.p1, TCONS_00035987.p1
OG0003710	YEAST02077	TCONS_00001097.p1
OG0003712	YEAST02114	TCONS_00012419.p1
OG0003713	YEAST01549, YEAST03807	TCONS_00045793.p1
OG0003716	YEAST02390	TCONS_00050423.p1
OG0003718	YEAST05772	TCONS_00003037.p1
OG0003719	YEAST06338	TCONS_00028257.p1
OG0003721	YEAST04960	TCONS_00009979.p1
OG0003724	YEAST02365, YEAST06120	TCONS_00051898.p1
OG0003729	YEAST01543	TCONS_00003109.p1
OG0003731	YEAST04486	TCONS_00011687.p1
OG0003733	YEAST03492	TCONS_00052651.p1
OG0003734	YEAST02809, YEAST03842	TCONS_00015817.p1
OG0003735	YEAST06115	TCONS_00002106.p1, TCONS_00002105.p1, TCONS_00002113.p1
OG0003738	YEAST05605	TCONS_00013945.p1
OG0003740	YEAST01029	TCONS_00024141.p1
OG0003741	YEAST01379	TCONS_00034776.p1
OG0003743	YEAST06008, YEAST05688	TCONS_00000185.p1
OG0003744	YEAST01207	TCONS_00047885.p1
OG0003745	YEAST02618	TCONS_00006756.p1
OG0003749	YEAST04441	TCONS_00025714.p1, TCONS_00025707.p1
OG0003750	YEAST00149	TCONS_00034398.p1, TCONS_00034464.p1, TCONS_00034397.p1
OG0003756	YEAST01878	TCONS_00009191.p1
OG0003758	YEAST06133	TCONS_00038650.p1
OG0003759	YEAST03315	TCONS_00050120.p1
OG0003766	YEAST03336	TCONS_00009338.p1
OG0003767	YEAST01933, YEAST01650	TCONS_00046050.p2
OG0003769	YEAST01999	TCONS_00008637.p1
OG0003770	YEAST01234, YEAST03860	TCONS_00043123.p1
OG0003778	YEAST05796	TCONS_00036301.p1, TCONS_00036323.p1, TCONS_00037457.p1, TCONS_00036347.p1
OG0003779	YEAST04431	TCONS_00021938.p1
OG0003806	YEAST02367	TCONS_00014048.p1
OG0003807	YEAST04265, YEAST03128	TCONS_00012280.p1
OG0003808	YEAST01201	TCONS_00017543.p1
OG0003811	YEAST00417	TCONS_00043382.p1
OG0003812	YEAST00287	TCONS_00050555.p1
OG0003813	YEAST00254	TCONS_00030409.p1
OG0003818	YEAST04318	TCONS_00043595.p1
OG0003824	YEAST01468	TCONS_00041559.p1, TCONS_00027662.p1
OG0003828	YEAST02448	TCONS_00015781.p1
OG0003829	YEAST02032, YEAST01031	TCONS_00041768.p1
OG0003831	YEAST03010, YEAST05137, YEAST02344	TCONS_00041986.p1, TCONS_00041979.p1
OG0003834	YEAST06322	TCONS_00008744.p1
OG0003837	YEAST02586	TCONS_00013327.p1
OG0003838	YEAST03413	TCONS_00042726.p1
OG0003839	YEAST01736	TCONS_00015241.p1
OG0003844	YEAST06054	TCONS_00028970.p1
OG0003846	YEAST00356	TCONS_00027628.p1
OG0003848	YEAST01654	TCONS_00014970.p1
OG0003850	YEAST00228	TCONS_00000960.p1
OG0003851	YEAST06169	TCONS_00032794.p1
OG0003852	YEAST03296	TCONS_00020658.p1
OG0003853	YEAST06251	TCONS_00011922.p1
OG0003855	YEAST04936	TCONS_00018586.p1
OG0003856	YEAST03934, YEAST02710	TCONS_00013066.p1
OG0003858	YEAST01401	TCONS_00011927.p1
OG0003860	YEAST01412	TCONS_00003958.p1
OG0003866	YEAST01895	TCONS_00001305.p1
OG0003867	YEAST03558	TCONS_00050625.p1
OG0003868	YEAST01448	TCONS_00014972.p1
OG0003869	YEAST02771	TCONS_00055343.p1
OG0003875	YEAST05070	TCONS_00023388.p1, TCONS_00023352.p1
OG0003876	YEAST02423	TCONS_00053735.p1
OG0003877	YEAST04860, YEAST05867, YEAST03825	TCONS_00022731.p1, TCONS_00021597.p1
OG0003879	YEAST00463	TCONS_00028211.p1
OG0003881	YEAST03851	TCONS_00047720.p1, TCONS_00047725.p1
OG0003882	YEAST03663	TCONS_00008643.p1
OG0003886	YEAST06023	TCONS_00003927.p1
OG0003887	YEAST00028	TCONS_00030695.p1
OG0003893	YEAST05028	TCONS_00011425.p1
OG0003897	YEAST01270	TCONS_00050997.p1, TCONS_00050998.p1
OG0003899	YEAST04954	TCONS_00042081.p1
OG0003904	YEAST01732	TCONS_00033299.p1
OG0003907	YEAST02999, YEAST02288	TCONS_00043884.p1, TCONS_00043880.p1, TCONS_00043885.p1
OG0003910	YEAST03780	TCONS_00001878.p1
OG0003911	YEAST00032	TCONS_00016777.p1
OG0003913	YEAST03258	TCONS_00053946.p1
OG0003918	YEAST00058	TCONS_00030934.p1
OG0003921	YEAST06181	TCONS_00017320.p1
OG0003926	YEAST04138	TCONS_00052184.p1, TCONS_00052181.p1, TCONS_00006710.p1, TCONS_00043224.p1
OG0003929	YEAST04489, YEAST01422	TCONS_00008562.p1, TCONS_00008560.p1
OG0003930	YEAST03969	TCONS_00036253.p1
OG0003931	YEAST01142	TCONS_00012638.p1
OG0003938	YEAST01566, YEAST05133	TCONS_00000187.p1
OG0003939	YEAST03211	TCONS_00053724.p1
OG0003944	YEAST01186	TCONS_00029066.p1
OG0003946	YEAST03220	TCONS_00027376.p1
OG0003947	YEAST06266, YEAST05428	TCONS_00027772.p1
OG0003949	YEAST01888	TCONS_00036172.p1
OG0003950	YEAST01409	TCONS_00036173.p1
OG0003954	YEAST02764	TCONS_00045854.p1
OG0003955	YEAST03951	TCONS_00044096.p1
OG0003959	YEAST02778	TCONS_00014849.p1
OG0003961	YEAST01991	TCONS_00018472.p1
OG0003967	YEAST05935	TCONS_00014234.p1, TCONS_00014232.p1
OG0003969	YEAST02146	TCONS_00011049.p1
OG0003971	YEAST00520	TCONS_00040867.p1
OG0003972	YEAST06331	TCONS_00007106.p1, TCONS_00007105.p1
OG0003973	YEAST06329	TCONS_00009676.p1
OG0003999	YEAST05604	TCONS_00020030.p1
OG0004000	YEAST06060	TCONS_00002973.p1
OG0004005	YEAST06216	TCONS_00055013.p1, TCONS_00055012.p1
OG0004007	YEAST01456	TCONS_00054345.p1
OG0004012	YEAST00755	TCONS_00027244.p1
OG0004017	YEAST03019	TCONS_00005125.p1
OG0004023	YEAST04349	TCONS_00009288.p1
OG0004027	YEAST03587	TCONS_00054882.p1
OG0004032	YEAST02562	TCONS_00021570.p1
OG0004033	YEAST02572	TCONS_00011608.p1
OG0004035	YEAST02134	TCONS_00009453.p1
OG0004037	YEAST03371	TCONS_00021625.p1
OG0004042	YEAST05578	TCONS_00056008.p1
OG0004044	YEAST05367	TCONS_00018088.p1
OG0004047	YEAST02496	TCONS_00014227.p1
OG0004051	YEAST01772	TCONS_00031884.p1
OG0004052	YEAST03705	TCONS_00031689.p1, TCONS_00031687.p1, TCONS_00032342.p1, TCONS_00031688.p1
OG0004054	YEAST05576	TCONS_00011874.p1
OG0004056	YEAST05698	TCONS_00019098.p1
OG0004057	YEAST05620	TCONS_00036725.p1
OG0004059	YEAST00030	TCONS_00011708.p1, TCONS_00011709.p1
OG0004065	YEAST00772	TCONS_00051172.p1
OG0004067	YEAST02665	TCONS_00022596.p1
OG0004068	YEAST03461	TCONS_00001314.p1
OG0004071	YEAST02893	TCONS_00015780.p1
OG0004072	YEAST02440	TCONS_00056622.p1
OG0004075	YEAST02332	TCONS_00014146.p1, TCONS_00014149.p1, TCONS_00012736.p1, TCONS_00014145.p1, TCONS_00014147.p1
OG0004076	YEAST05461	TCONS_00045999.p1
OG0004079	YEAST04385	TCONS_00043865.p1
OG0004080	YEAST00812	TCONS_00057069.p1
OG0004082	YEAST00063, YEAST05409	TCONS_00017035.p1
OG0004090	YEAST02301, YEAST02021	TCONS_00003003.p1
OG0004091	YEAST04715	TCONS_00053676.p1
OG0004092	YEAST03564, YEAST06307	TCONS_00056687.p1
OG0004096	YEAST00160	TCONS_00015008.p1
OG0004097	YEAST05039	TCONS_00055161.p1
OG0004101	YEAST03547, YEAST02901	TCONS_00002991.p1, TCONS_00003971.p1
OG0004102	YEAST05787	TCONS_00027001.p1
OG0004103	YEAST05061	TCONS_00017399.p1, TCONS_00017398.p1, TCONS_00016551.p1
OG0004105	YEAST01700, YEAST01565	TCONS_00017260.p1
OG0004110	YEAST02825	TCONS_00034163.p1
OG0004113	YEAST02059	TCONS_00048317.p1
OG0004115	YEAST00325	TCONS_00052002.p1
OG0004116	YEAST00481	TCONS_00040373.p1
OG0004118	YEAST01855	TCONS_00047218.p1
OG0004119	YEAST02170	TCONS_00007586.p1
OG0004120	YEAST01953	TCONS_00031456.p1
OG0004123	YEAST04761	TCONS_00016895.p1
OG0004124	YEAST01139	TCONS_00045725.p1
OG0004127	YEAST06097	TCONS_00046753.p1, TCONS_00045678.p1
OG0004130	YEAST03149	TCONS_00056956.p1, TCONS_00056957.p1, TCONS_00015571.p1
OG0004134	YEAST05611	TCONS_00027849.p1
OG0004136	YEAST01084	TCONS_00054339.p1
OG0004142	YEAST05774	TCONS_00047653.p1
OG0004148	YEAST00867	TCONS_00055720.p1, TCONS_00055711.p1
OG0004150	YEAST04690	TCONS_00056906.p1
OG0004151	YEAST04284	TCONS_00009331.p1
OG0004153	YEAST05958, YEAST04386, YEAST00290	TCONS_00030135.p1
OG0004154	YEAST05587	TCONS_00032903.p1, TCONS_00033373.p1, TCONS_00038771.p1, TCONS_00020814.p1
OG0004158	YEAST03379	TCONS_00004246.p1
OG0004161	YEAST04124	TCONS_00017748.p1
OG0004162	YEAST04517	TCONS_00013138.p1, TCONS_00013139.p1
OG0004164	YEAST05923	TCONS_00030925.p1
OG0004166	YEAST00189	TCONS_00027695.p1
OG0004168	YEAST03028	TCONS_00006436.p1, TCONS_00006437.p1
OG0004169	YEAST05813	TCONS_00014455.p1
OG0004170	YEAST05906	TCONS_00023955.p1
OG0004171	YEAST04501	TCONS_00056085.p1
OG0004179	YEAST01050	TCONS_00014009.p1
OG0004181	YEAST03406	TCONS_00042164.p1
OG0004182	YEAST03699	TCONS_00002134.p1
OG0004184	YEAST00127	TCONS_00024172.p1, TCONS_00004485.p1, TCONS_00011629.p1, TCONS_00011628.p1
OG0004186	YEAST04981	TCONS_00010700.p1
OG0004188	YEAST02761	TCONS_00012181.p1
OG0004215	YEAST04590	TCONS_00006088.p1
OG0004217	YEAST01257	TCONS_00044057.p1
OG0004219	YEAST00912	TCONS_00003548.p1
OG0004222	YEAST05826	TCONS_00011581.p1
OG0004230	YEAST02220	TCONS_00034979.p1
OG0004232	YEAST05931	TCONS_00026176.p1
OG0004236	YEAST05432	TCONS_00011164.p1
OG0004237	YEAST04445, YEAST04344	TCONS_00043031.p1
OG0004239	YEAST05144	TCONS_00015454.p1
OG0004243	YEAST00306	TCONS_00003869.p1
OG0004245	YEAST00859	TCONS_00027399.p1
OG0004248	YEAST03678	TCONS_00051504.p1
OG0004249	YEAST02740	TCONS_00042977.p1
OG0004250	YEAST05543	TCONS_00011396.p1
OG0004252	YEAST05178	TCONS_00014324.p1
OG0004254	YEAST03900	TCONS_00031008.p1
OG0004258	YEAST00665	TCONS_00033470.p1
OG0004259	YEAST03730	TCONS_00029720.p1
OG0004261	YEAST02564	TCONS_00008123.p1
OG0004262	YEAST02368	TCONS_00010239.p1
OG0004268	YEAST00496	TCONS_00007056.p1
OG0004269	YEAST04758	TCONS_00026954.p1
OG0004273	YEAST02547	TCONS_00014095.p1
OG0004278	YEAST00243	TCONS_00029791.p1
OG0004280	YEAST05895	TCONS_00054869.p1, TCONS_00054870.p1
OG0004282	YEAST02575, YEAST06242	TCONS_00018461.p1
OG0004283	YEAST04184	TCONS_00041873.p1
OG0004287	YEAST01708	TCONS_00003481.p1
OG0004289	YEAST05719	TCONS_00016007.p1, TCONS_00010551.p1
OG0004291	YEAST00852	TCONS_00003534.p1
OG0004292	YEAST02537	TCONS_00053583.p1
OG0004295	YEAST05946	TCONS_00052529.p1
OG0004297	YEAST01463	TCONS_00014818.p1
OG0004300	YEAST05309	TCONS_00049637.p1
OG0004301	YEAST03850	TCONS_00006202.p1
OG0004302	YEAST05203	TCONS_00005132.p1
OG0004303	YEAST02492	TCONS_00021470.p1
OG0004304	YEAST02425, YEAST05929	TCONS_00027443.p1
OG0004305	YEAST02123	TCONS_00050049.p1
OG0004307	YEAST04592	TCONS_00013730.p1
OG0004308	YEAST04835	TCONS_00000991.p1
OG0004309	YEAST05924	TCONS_00050069.p1
OG0004310	YEAST05001	TCONS_00020243.p1
OG0004312	YEAST03330	TCONS_00007473.p1
OG0004314	YEAST00500	TCONS_00036594.p1
OG0004324	YEAST04322	TCONS_00018780.p1, TCONS_00045901.p1
OG0004330	YEAST06277	TCONS_00003506.p1
OG0004331	YEAST06230	TCONS_00009918.p1
OG0004333	YEAST01391	TCONS_00018561.p1
OG0004335	YEAST01057	TCONS_00043984.p1
OG0004337	YEAST05652	TCONS_00027011.p1
OG0004338	YEAST05023	TCONS_00043688.p1
OG0004344	YEAST02441	TCONS_00019121.p1
OG0004345	YEAST04894	TCONS_00015773.p1
OG0004347	YEAST04515	TCONS_00006658.p1
OG0004348	YEAST03956	TCONS_00021863.p1
OG0004350	YEAST04742	TCONS_00002092.p1
OG0004351	YEAST04167	TCONS_00052162.p1, TCONS_00052151.p1, TCONS_00052150.p1
OG0004353	YEAST05143	TCONS_00050632.p1, TCONS_00050634.p1
OG0004356	YEAST02877	TCONS_00015524.p1
OG0004358	YEAST01304	TCONS_00048777.p1, TCONS_00048787.p1
OG0004359	YEAST01873	TCONS_00048643.p1
OG0004364	YEAST00647	TCONS_00009654.p1
OG0004366	YEAST01097	TCONS_00008682.p1
OG0004369	YEAST04013	TCONS_00015110.p1
OG0004370	YEAST02378	TCONS_00021476.p1
OG0004374	YEAST00556	TCONS_00005113.p1
OG0004377	YEAST05181	TCONS_00056907.p1
OG0004378	YEAST03291	TCONS_00004662.p1
OG0004379	YEAST02180, YEAST04152	TCONS_00025463.p1
OG0004380	YEAST04825	TCONS_00025855.p1
OG0004382	YEAST03218	TCONS_00028412.p1
OG0004394	YEAST00619	TCONS_00043317.p1
OG0004396	YEAST01668	TCONS_00050867.p1
OG0004400	YEAST03238, YEAST03731	TCONS_00017572.p1
OG0004401	YEAST04219	TCONS_00019458.p1
OG0004404	YEAST00833, YEAST00883	TCONS_00041072.p1
OG0004417	YEAST03358	TCONS_00053504.p1
OG0004425	YEAST04958	TCONS_00004067.p1
OG0004426	YEAST01028	TCONS_00009724.p1
OG0004460	YEAST06162	TCONS_00007375.p1
OG0004462	YEAST03397	TCONS_00022714.p1
OG0004468	YEAST04439	TCONS_00006107.p1
OG0004472	YEAST06199	TCONS_00026713.p1
OG0004479	YEAST00474	TCONS_00008588.p1
OG0004484	YEAST01989	TCONS_00051027.p1
OG0004486	YEAST00968	TCONS_00020381.p1
OG0004489	YEAST03700	TCONS_00047757.p1
OG0004490	YEAST02887	TCONS_00036947.p1
OG0004492	YEAST05415, YEAST01368	TCONS_00005030.p1
OG0004494	YEAST03738	TCONS_00012910.p1
OG0004495	YEAST00946	TCONS_00015235.p1
OG0004498	YEAST02716	TCONS_00007014.p1
OG0004500	YEAST04651	TCONS_00046162.p1
OG0004503	YEAST02385	TCONS_00043304.p1
OG0004505	YEAST01701	TCONS_00003157.p1
OG0004506	YEAST06061	TCONS_00013852.p1
OG0004507	YEAST04994	TCONS_00028129.p1
OG0004512	YEAST01510	TCONS_00016000.p1, TCONS_00010558.p1, TCONS_00016001.p1
OG0004513	YEAST04235	TCONS_00018643.p1
OG0004515	YEAST05737	TCONS_00026135.p1
OG0004519	YEAST01596	TCONS_00048430.p1
OG0004520	YEAST06001, YEAST05696	TCONS_00022496.p1
OG0004525	YEAST03937	TCONS_00014763.p1
OG0004526	YEAST02603	TCONS_00014769.p1
OG0004529	YEAST03981	TCONS_00017013.p1
OG0004535	YEAST02221	TCONS_00009599.p1
OG0004538	YEAST02750	TCONS_00009730.p1
OG0004541	YEAST02645, YEAST03788, YEAST04781	TCONS_00018244.p1, TCONS_00018243.p1, TCONS_00018245.p1, TCONS_00044635.p1, TCONS_00030563.p1, TCONS_00014593.p1
OG0004542	YEAST04816, YEAST04623	TCONS_00024746.p1, TCONS_00024656.p1
OG0004545	YEAST02071	TCONS_00052810.p1, TCONS_00052771.p1
OG0004546	YEAST04485	TCONS_00015879.p1
OG0004551	YEAST00426	TCONS_00055491.p1
OG0004554	YEAST05640, YEAST04172	TCONS_00055911.p1, TCONS_00055917.p1
OG0004559	YEAST04428	TCONS_00014585.p1
OG0004563	YEAST04325	TCONS_00037672.p1
OG0004566	YEAST02192	TCONS_00046163.p1
OG0004567	YEAST05747	TCONS_00017890.p1
OG0004571	YEAST02127	TCONS_00056203.p1
OG0004573	YEAST00677	TCONS_00005131.p1
OG0004577	YEAST02283	TCONS_00008589.p1
OG0004579	YEAST00134	TCONS_00048911.p1
OG0004581	YEAST03583, YEAST04618	TCONS_00021685.p1
OG0004582	YEAST04377	TCONS_00053389.p1
OG0004583	YEAST05833	TCONS_00044907.p1
OG0004584	YEAST03457	TCONS_00001238.p1
OG0004585	YEAST01153	TCONS_00007144.p1
OG0004590	YEAST03622, YEAST00886	TCONS_00006432.p1
OG0004593	YEAST01231	TCONS_00027131.p1
OG0004606	YEAST05926	TCONS_00018261.p1
OG0004609	YEAST05326	TCONS_00004643.p1, TCONS_00004631.p1
OG0004610	YEAST04487, YEAST01427	TCONS_00029447.p1
OG0004611	YEAST04613	TCONS_00052705.p1
OG0004612	YEAST02359	TCONS_00033238.p1
OG0004616	YEAST00250, YEAST02830	TCONS_00002936.p1
OG0004619	YEAST03531	TCONS_00056372.p1, TCONS_00056314.p1
OG0004621	YEAST00178	TCONS_00049466.p1
OG0004623	YEAST04421	TCONS_00056694.p1
OG0004626	YEAST00427	TCONS_00008495.p1
OG0004630	YEAST01322, YEAST02951	TCONS_00001941.p1, TCONS_00001942.p1
OG0004633	YEAST03510	TCONS_00051133.p1
OG0004634	YEAST00262, YEAST00249	TCONS_00050813.p1
OG0004635	YEAST02703	TCONS_00034976.p1
