Orthogroup	YEAST	APOSJ_ok
OG0005111	YEAST06212, YEAST04032	APOSJ_05440, APOSJ_05439, APOSJ_06492
OG0005114	YEAST02131	APOSJ_44725
OG0005117	YEAST06050	APOSJ_03929
OG0005121	YEAST02052	APOSJ_32248
OG0005124	YEAST04099	APOSJ_58526, APOSJ_58529
OG0005130	YEAST03863	APOSJ_22193, APOSJ_09363
OG0005139	YEAST04015	APOSJ_50919
OG0005142	YEAST03890	APOSJ_00607, APOSJ_00606
OG0005143	YEAST00443	APOSJ_32766, APOSJ_32765
OG0005144	YEAST04065	APOSJ_53256, APOSJ_51696, APOSJ_53261, APOSJ_13306
OG0005146	YEAST02971	APOSJ_62179
OG0005149	YEAST03025, YEAST02738	APOSJ_50030, APOSJ_50031, APOSJ_50029
OG0005151	YEAST03382	APOSJ_30117
OG0005152	YEAST00847	APOSJ_14994, APOSJ_14993
OG0005157	YEAST02981	APOSJ_64541
OG0005160	YEAST06113	APOSJ_50805
OG0005164	YEAST06283	APOSJ_14313, APOSJ_14312, APOSJ_24508
OG0005168	YEAST06272	APOSJ_26423, APOSJ_26422
OG0005169	YEAST00459	APOSJ_23382
OG0005175	YEAST05445	APOSJ_40371, APOSJ_40372, APOSJ_40373
OG0005176	YEAST00218	APOSJ_21127
OG0005178	YEAST04497	APOSJ_17737, APOSJ_03428
OG0005179	YEAST05659	APOSJ_47615, APOSJ_07566, APOSJ_07567
OG0005183	YEAST05308	APOSJ_23739, APOSJ_23738, APOSJ_23740, APOSJ_23736, APOSJ_58215, APOSJ_23737, APOSJ_23741
OG0005184	YEAST00492	APOSJ_52718, APOSJ_52717, APOSJ_40175
OG0005187	YEAST05234	APOSJ_55463, APOSJ_08807
OG0005188	YEAST01554	APOSJ_63621, APOSJ_63620
OG0005191	YEAST00993	APOSJ_53598, APOSJ_53599
OG0005192	YEAST05720	APOSJ_24842
OG0005194	YEAST04086	APOSJ_48074
OG0005196	YEAST01388	APOSJ_50208
OG0005198	YEAST00327	APOSJ_38738, APOSJ_38735, APOSJ_38732, APOSJ_38736, APOSJ_38739, APOSJ_38737, APOSJ_38733
OG0005200	YEAST01016	APOSJ_58955
OG0005201	YEAST00082	APOSJ_19363
OG0005203	YEAST02207	APOSJ_39818, APOSJ_39821, APOSJ_64394, APOSJ_51520, APOSJ_64396, APOSJ_64397, APOSJ_64395, APOSJ_39822, APOSJ_64398, APOSJ_39820
OG0005204	YEAST01178	APOSJ_62663, APOSJ_09638, APOSJ_62666, APOSJ_62664, APOSJ_09637, APOSJ_62668, APOSJ_62665, APOSJ_62669
OG0005205	YEAST01046	APOSJ_53300, APOSJ_53308, APOSJ_29396
OG0005208	YEAST01429	APOSJ_02422, APOSJ_50848, APOSJ_02427, APOSJ_02423, APOSJ_02424, APOSJ_50860
OG0005212	YEAST06147	APOSJ_54735
OG0005220	YEAST04357	APOSJ_17463
OG0005221	YEAST03209	APOSJ_50955
OG0005222	YEAST05518	APOSJ_49861, APOSJ_49872, APOSJ_49867
OG0005224	YEAST06324	APOSJ_10555, APOSJ_02178
OG0005225	YEAST05094	APOSJ_35039, APOSJ_35040
OG0005227	YEAST05529	APOSJ_26317, APOSJ_59892, APOSJ_26318
OG0005228	YEAST05916	APOSJ_62726, APOSJ_53349
OG0005229	YEAST04766	APOSJ_00853, APOSJ_00852
OG0005231	YEAST02681	APOSJ_05633
OG0005233	YEAST00564	APOSJ_53254, APOSJ_40491
OG0005237	YEAST05398	APOSJ_13660, APOSJ_09963, APOSJ_09965, APOSJ_09964
OG0005238	YEAST00351	APOSJ_36811, APOSJ_36810, APOSJ_36812
OG0005239	YEAST04499	APOSJ_14469, APOSJ_14467, APOSJ_14468, APOSJ_14470
OG0005240	YEAST03058	APOSJ_21981
OG0005244	YEAST06021	APOSJ_06294, APOSJ_48707, APOSJ_46249, APOSJ_48703, APOSJ_48704, APOSJ_48706
OG0005247	YEAST06314	APOSJ_64625, APOSJ_64623, APOSJ_64624, APOSJ_60319
OG0005249	YEAST03446	APOSJ_21534
OG0005251	YEAST00934	APOSJ_29295, APOSJ_04698
OG0005254	YEAST00814	APOSJ_09536, APOSJ_09534
OG0005259	YEAST04276	APOSJ_42743, APOSJ_50274
OG0005261	YEAST01831	APOSJ_11799
OG0005262	YEAST05458	APOSJ_48744, APOSJ_48743
OG0005264	YEAST03506	APOSJ_29305
OG0005267	YEAST03513	APOSJ_03830
OG0005269	YEAST03314	APOSJ_24052
OG0005273	YEAST04916	APOSJ_48346
OG0005275	YEAST03695	APOSJ_00850, APOSJ_00849, APOSJ_00851
OG0005277	YEAST04186	APOSJ_30935, APOSJ_30938, APOSJ_62445, APOSJ_30937, APOSJ_62449
OG0005279	YEAST05219	APOSJ_27566, APOSJ_41753, APOSJ_62443, APOSJ_27562, APOSJ_27565
OG0005280	YEAST00305	APOSJ_46493, APOSJ_23167, APOSJ_59783
OG0005281	YEAST05694	APOSJ_34775
OG0005285	YEAST03115	APOSJ_22467, APOSJ_22466, APOSJ_22468
OG0005289	YEAST03438	APOSJ_58424
OG0005292	YEAST01718	APOSJ_44493
OG0005293	YEAST03033	APOSJ_35801, APOSJ_35799, APOSJ_35800
OG0005294	YEAST01981	APOSJ_54107
OG0005298	YEAST03696	APOSJ_50790, APOSJ_63053
OG0005299	YEAST00788	APOSJ_46282, APOSJ_54048
OG0005300	YEAST04941	APOSJ_21040, APOSJ_21043, APOSJ_21041, APOSJ_21042
OG0005304	YEAST05397	APOSJ_30656, APOSJ_30657
OG0005309	YEAST03670	APOSJ_31287, APOSJ_31288
OG0005312	YEAST05201, YEAST04689	APOSJ_37793
OG0005314	YEAST05231, YEAST01835	APOSJ_34407, APOSJ_34406
OG0005316	YEAST02690	APOSJ_03304, APOSJ_03306
OG0005317	YEAST03232	APOSJ_17874, APOSJ_13230
OG0005318	YEAST02932	APOSJ_31640
OG0005319	YEAST00507	APOSJ_16272, APOSJ_23310
OG0005323	YEAST01809	APOSJ_03092
OG0005324	YEAST02894	APOSJ_04130, APOSJ_04131, APOSJ_04129, APOSJ_04132, APOSJ_04133, APOSJ_47287, APOSJ_04128
OG0005326	YEAST02113	APOSJ_50330, APOSJ_50331, APOSJ_50332
OG0005360	YEAST05037	APOSJ_33962, APOSJ_17576
OG0005365	YEAST00555	APOSJ_19646, APOSJ_19647, APOSJ_19645, APOSJ_59336
OG0005366	YEAST05488	APOSJ_13911, APOSJ_13912, APOSJ_13910
OG0005370	YEAST06092	APOSJ_26097, APOSJ_26099
OG0005371	YEAST06170	APOSJ_51700
OG0005373	YEAST05422	APOSJ_58842, APOSJ_58841, APOSJ_26945, APOSJ_38331, APOSJ_58840
OG0005374	YEAST05714	APOSJ_06211, APOSJ_06210, APOSJ_06209
OG0005375	YEAST03962	APOSJ_61652, APOSJ_17675
OG0005379	YEAST03216	APOSJ_65186, APOSJ_22930, APOSJ_35544, APOSJ_35543
OG0005390	YEAST03532	APOSJ_09585, APOSJ_09583, APOSJ_09582, APOSJ_61769, APOSJ_09584, APOSJ_09586
OG0005391	YEAST02166	APOSJ_56690
OG0005393	YEAST04280	APOSJ_54930, APOSJ_54928
OG0005394	YEAST00853	APOSJ_07032, APOSJ_07028, APOSJ_07031, APOSJ_07033, APOSJ_07034, APOSJ_07030
OG0005399	YEAST03052	APOSJ_40860, APOSJ_40861
OG0005402	YEAST00454, YEAST00455	APOSJ_18011, APOSJ_57052
OG0005403	YEAST03894	APOSJ_14428
OG0005406	YEAST00801	APOSJ_19692
OG0005409	YEAST01305	APOSJ_14631, APOSJ_14632
OG0005412	YEAST00286	APOSJ_36368
OG0005413	YEAST00212	APOSJ_52365, APOSJ_52363, APOSJ_52364
OG0005417	YEAST02517	APOSJ_12630, APOSJ_12628, APOSJ_14142, APOSJ_12627
OG0005422	YEAST00744	APOSJ_24768, APOSJ_24770
OG0005430	YEAST02046	APOSJ_57036, APOSJ_57035
OG0005431	YEAST00653	APOSJ_22743
OG0005432	YEAST00083	APOSJ_14710
OG0005433	YEAST00126	APOSJ_53928, APOSJ_53931
OG0005435	YEAST02973	APOSJ_64621
OG0005437	YEAST04554	APOSJ_21703, APOSJ_21702, APOSJ_21704, APOSJ_21701, APOSJ_21705
OG0005438	YEAST03985	APOSJ_14581, APOSJ_14583, APOSJ_14584, APOSJ_14582, APOSJ_17664
OG0005439	YEAST00480, YEAST02388	APOSJ_10734, APOSJ_10732, APOSJ_10733, APOSJ_10735
OG0005446	YEAST02856	APOSJ_04134, APOSJ_00873
OG0005448	YEAST00061	APOSJ_20672, APOSJ_20673
OG0005451	YEAST02174	APOSJ_35938, APOSJ_35943
OG0005455	YEAST01906	APOSJ_20946, APOSJ_20944, APOSJ_20945
OG0005464	YEAST03289	APOSJ_44068, APOSJ_44070, APOSJ_44066, APOSJ_44069, APOSJ_44067
OG0005465	YEAST02925	APOSJ_09000, APOSJ_01443, APOSJ_01442, APOSJ_01445
OG0005466	YEAST04413	APOSJ_43548, APOSJ_43545, APOSJ_43547, APOSJ_43546
OG0005468	YEAST03549	APOSJ_34640
OG0005469	YEAST03750	APOSJ_07476, APOSJ_07475, APOSJ_46980
OG0005470	YEAST05805	APOSJ_59948, APOSJ_59946, APOSJ_59947
OG0005471	YEAST02704	APOSJ_28500, APOSJ_28501
OG0005474	YEAST05625	APOSJ_47632, APOSJ_47633
OG0005476	YEAST00929	APOSJ_64062, APOSJ_64060, APOSJ_64059, APOSJ_64063, APOSJ_64061
OG0005479	YEAST06140	APOSJ_26951, APOSJ_14713
OG0005481	YEAST02988	APOSJ_21801
OG0005482	YEAST06080	APOSJ_02035, APOSJ_02036
OG0005484	YEAST05993	APOSJ_19765, APOSJ_19764
OG0005488	YEAST02834	APOSJ_50061, APOSJ_50062, APOSJ_15673, APOSJ_50060
OG0005489	YEAST02006	APOSJ_33864, APOSJ_58343
OG0005490	YEAST02289	APOSJ_38926
OG0005493	YEAST03669	APOSJ_52249
OG0005495	YEAST04982	APOSJ_03523, APOSJ_03522
OG0005498	YEAST02944	APOSJ_49053, APOSJ_20550
OG0005499	YEAST00316	APOSJ_19288
OG0005503	YEAST01883	APOSJ_64372, APOSJ_26426, APOSJ_26425
OG0005508	YEAST05735	APOSJ_16861, APOSJ_16862
OG0005511	YEAST04889	APOSJ_60273, APOSJ_63142, APOSJ_60274
OG0005514	YEAST00756	APOSJ_02310, APOSJ_02309
OG0005524	YEAST04752	APOSJ_06099, APOSJ_06100, APOSJ_06098, APOSJ_06097
OG0005527	YEAST05177	APOSJ_00083
OG0005531	YEAST02508	APOSJ_07855
OG0005533	YEAST05670	APOSJ_36161, APOSJ_33425, APOSJ_33426, APOSJ_33427, APOSJ_33428
OG0005535	YEAST03305	APOSJ_59601, APOSJ_59604, APOSJ_59603, APOSJ_59602
OG0005537	YEAST00932	APOSJ_09300
OG0005539	YEAST01881	APOSJ_15477, APOSJ_15478, APOSJ_15476
OG0005540	YEAST04214	APOSJ_64708
OG0005545	YEAST06273	APOSJ_43992, APOSJ_55371, APOSJ_60307
OG0005554	YEAST01003	APOSJ_03675, APOSJ_03674
OG0005556	YEAST01807	APOSJ_00229
OG0005559	YEAST02680	APOSJ_55461, APOSJ_55460
OG0005560	YEAST01996	APOSJ_48964
OG0005561	YEAST05048	APOSJ_42679, APOSJ_42681, APOSJ_42680, APOSJ_42678
OG0005562	YEAST02317	APOSJ_36207, APOSJ_05704, APOSJ_05703
OG0005563	YEAST03552	APOSJ_39911, APOSJ_39910
OG0005564	YEAST02525	APOSJ_38691, APOSJ_38693
OG0005566	YEAST02934	APOSJ_35035
OG0005569	YEAST01288	APOSJ_57368
OG0005570	YEAST05155	APOSJ_12611
OG0005572	YEAST04844	APOSJ_64961, APOSJ_64962
OG0005573	YEAST00059	APOSJ_49844, APOSJ_49843
OG0005574	YEAST02083	APOSJ_32299, APOSJ_23179
OG0005575	YEAST02256	APOSJ_12717
OG0005580	YEAST03612	APOSJ_51162, APOSJ_50057, APOSJ_50059, APOSJ_51163
OG0005582	YEAST06134	APOSJ_52339
OG0005584	YEAST03140, YEAST03524	APOSJ_24643
OG0005589	YEAST06142	APOSJ_60889, APOSJ_60892, APOSJ_60890, APOSJ_60891, APOSJ_48289, APOSJ_16552
OG0005590	YEAST05462	APOSJ_28896, APOSJ_50233, APOSJ_28899, APOSJ_28897, APOSJ_23160, APOSJ_28898
OG0005594	YEAST04980	APOSJ_64703, APOSJ_64704, APOSJ_64706, APOSJ_60805
OG0005595	YEAST01803	APOSJ_00384, APOSJ_00383
OG0005597	YEAST02753	APOSJ_03083, APOSJ_03082, APOSJ_49052
OG0005598	YEAST01870	APOSJ_38509
OG0005599	YEAST01798	APOSJ_00049, APOSJ_00051, APOSJ_00052, APOSJ_00050
OG0005600	YEAST00206	APOSJ_02835, APOSJ_21064, APOSJ_21063, APOSJ_21062
OG0005604	YEAST03276	APOSJ_01787, APOSJ_21039
OG0005605	YEAST01083	APOSJ_16440, APOSJ_16441
OG0005613	YEAST02714	APOSJ_40937, APOSJ_40936
OG0005618	YEAST04830	APOSJ_07819, APOSJ_64055
OG0005620	YEAST04915	APOSJ_14820
OG0005622	YEAST05142	APOSJ_40376, APOSJ_40375, APOSJ_52240, APOSJ_60047, APOSJ_40374
OG0005623	YEAST01590	APOSJ_22567, APOSJ_56403, APOSJ_49352, APOSJ_22569, APOSJ_22573, APOSJ_40818
OG0005626	YEAST02896	APOSJ_08133, APOSJ_08134
OG0005632	YEAST01025	APOSJ_35989, APOSJ_35990, APOSJ_35991
OG0005636	YEAST04250, YEAST02533	APOSJ_27098, APOSJ_27097
OG0005641	YEAST05413	APOSJ_19869, APOSJ_61173
OG0005643	YEAST05368	APOSJ_63646, APOSJ_63647, APOSJ_34057
OG0005645	YEAST03386	APOSJ_50798, APOSJ_07238
OG0005649	YEAST03683	APOSJ_06570, APOSJ_06572, APOSJ_01069
OG0005652	YEAST02748	APOSJ_58541, APOSJ_58539, APOSJ_58542, APOSJ_58540
OG0005656	YEAST05558	APOSJ_04917, APOSJ_30573, APOSJ_04919, APOSJ_04918, APOSJ_04921, APOSJ_04920
OG0005660	YEAST04813	APOSJ_17070, APOSJ_16341, APOSJ_16344, APOSJ_45452, APOSJ_17077, APOSJ_16342, APOSJ_16343, APOSJ_45454, APOSJ_45455
OG0005694	YEAST02311	APOSJ_51748, APOSJ_53743
OG0005701	YEAST03349	APOSJ_32430
OG0005703	YEAST00484	APOSJ_37460, APOSJ_37461, APOSJ_57398
OG0005707	YEAST01682	APOSJ_44833, APOSJ_28088, APOSJ_28089
OG0005715	YEAST05111	APOSJ_18174
OG0005719	YEAST01866	APOSJ_31323, APOSJ_31324
OG0005723	YEAST05629	APOSJ_28383, APOSJ_28386, APOSJ_28384
OG0005724	YEAST03029	APOSJ_01581, APOSJ_01580
OG0005728	YEAST03877	APOSJ_53707, APOSJ_53717
OG0005729	YEAST04879	APOSJ_35082, APOSJ_35081
OG0005731	YEAST04127	APOSJ_43396
OG0005732	YEAST05411, YEAST00067	APOSJ_42204, APOSJ_42208, APOSJ_42205
OG0005734	YEAST03845	APOSJ_03070
OG0005747	YEAST02338	APOSJ_48011, APOSJ_48009, APOSJ_48586, APOSJ_52048
OG0005749	YEAST00550	APOSJ_06444, APOSJ_01046
OG0005750	YEAST05318	APOSJ_39812
OG0005758	YEAST03970	APOSJ_60426
OG0005764	YEAST03256	APOSJ_49559, APOSJ_49560
OG0005769	YEAST05614	APOSJ_15698, APOSJ_62701
OG0005774	YEAST01218	APOSJ_64546
OG0005775	YEAST04199	APOSJ_03948, APOSJ_03947
OG0005779	YEAST03322	APOSJ_14743, APOSJ_14742
OG0005783	YEAST04090	APOSJ_21381, APOSJ_21380, APOSJ_21383
OG0005784	YEAST06131	APOSJ_17702, APOSJ_31376
OG0005787	YEAST03651	APOSJ_27893
OG0005789	YEAST06245	APOSJ_53595, APOSJ_53594
OG0005790	YEAST01022	APOSJ_24198, APOSJ_24196, APOSJ_24200, APOSJ_24197
OG0005792	YEAST02379	APOSJ_01033, APOSJ_01034, APOSJ_63691
OG0005793	YEAST03437	APOSJ_37687, APOSJ_37688, APOSJ_16577
OG0005794	YEAST03999	APOSJ_30602, APOSJ_30604
OG0005796	YEAST02169	APOSJ_50524, APOSJ_50526, APOSJ_50525
OG0005797	YEAST04949	APOSJ_14621, APOSJ_12910, APOSJ_12912, APOSJ_12911
OG0005799	YEAST05573	APOSJ_37642, APOSJ_37931
OG0005800	YEAST03278	APOSJ_12327
OG0005801	YEAST00340	APOSJ_30275, APOSJ_30276
OG0005803	YEAST05968	APOSJ_45014, APOSJ_14661, APOSJ_45015, APOSJ_45016
OG0005805	YEAST01806	APOSJ_05943, APOSJ_05944
OG0005807	YEAST01275	APOSJ_25325
OG0005811	YEAST01007	APOSJ_03767
OG0005812	YEAST06095, YEAST02696, YEAST03626	APOSJ_45152
OG0005814	YEAST01475	APOSJ_30730
OG0005815	YEAST03739	APOSJ_50823
OG0005819	YEAST04896	APOSJ_07372
OG0005823	YEAST01415	APOSJ_01935
OG0005828	YEAST00547	APOSJ_06676
OG0005831	YEAST05339	APOSJ_21501, APOSJ_21504, APOSJ_21503, APOSJ_21502
OG0005832	YEAST00468	APOSJ_20217, APOSJ_20213, APOSJ_20219, APOSJ_63506, APOSJ_20216, APOSJ_20214, APOSJ_63496
OG0005835	YEAST01714	APOSJ_35521, APOSJ_37615, APOSJ_37617, APOSJ_35519
OG0005837	YEAST02139	APOSJ_56243, APOSJ_56244
OG0005842	YEAST02254	APOSJ_21443, APOSJ_21442
OG0005843	YEAST02236	APOSJ_44508
OG0005845	YEAST00903	APOSJ_17083
OG0005848	YEAST01451, YEAST02858	APOSJ_09802
OG0005849	YEAST01002	APOSJ_50009
OG0005850	YEAST01618	APOSJ_12652, APOSJ_12651
OG0005860	YEAST01211	APOSJ_13206, APOSJ_17670, APOSJ_13207, APOSJ_17677
OG0005864	YEAST04171	APOSJ_35678, APOSJ_35677
OG0005865	YEAST02036	APOSJ_61153, APOSJ_61151
OG0005866	YEAST02662, YEAST00926, YEAST05389	APOSJ_00147
OG0005869	YEAST04361	APOSJ_60086
OG0005872	YEAST00119	APOSJ_40239
OG0005874	YEAST05241	APOSJ_46412
OG0005880	YEAST00456	APOSJ_33168
OG0005886	YEAST01320	APOSJ_44930, APOSJ_27125, APOSJ_27126, APOSJ_27127, APOSJ_27124
OG0005887	YEAST02429, YEAST01660	APOSJ_23833
OG0005888	YEAST01289, YEAST02921	APOSJ_60925, APOSJ_30594
OG0005889	YEAST02568	APOSJ_59086, APOSJ_59088, APOSJ_59087, APOSJ_59085
OG0005893	YEAST05434	APOSJ_00545, APOSJ_03316
OG0005897	YEAST04730	APOSJ_36990, APOSJ_57802
OG0005898	YEAST04411	APOSJ_55596, APOSJ_55597, APOSJ_55595, APOSJ_55598
OG0005899	YEAST01832	APOSJ_58569
OG0005901	YEAST04462	APOSJ_02110
OG0005902	YEAST03800	APOSJ_24484, APOSJ_24478, APOSJ_24482, APOSJ_24481, APOSJ_24479, APOSJ_24480, APOSJ_24483, APOSJ_24485
OG0005906	YEAST01796	APOSJ_52878, APOSJ_60250
OG0005909	YEAST01623	APOSJ_64923
OG0005919	YEAST06039	APOSJ_37926, APOSJ_38000, APOSJ_38001
OG0005921	YEAST01856	APOSJ_35499
OG0005922	YEAST03364	APOSJ_38159
OG0005925	YEAST05583	APOSJ_52736, APOSJ_24836
OG0005928	YEAST02001	APOSJ_24820
OG0005931	YEAST04950	APOSJ_26827, APOSJ_37610, APOSJ_25998, APOSJ_26828, APOSJ_25999, APOSJ_26826
OG0005932	YEAST02495	APOSJ_32251, APOSJ_32252, APOSJ_32249, APOSJ_32250
OG0005933	YEAST05705	APOSJ_61993, APOSJ_53206
OG0005936	YEAST03224	APOSJ_59913
OG0005940	YEAST04035	APOSJ_61683, APOSJ_42446
OG0005943	YEAST00579	APOSJ_23878, APOSJ_45350
OG0005944	YEAST01316	APOSJ_43317, APOSJ_43319, APOSJ_43316, APOSJ_43318
OG0005946	YEAST05608	APOSJ_09386, APOSJ_44027
OG0005949	YEAST06253	APOSJ_55127, APOSJ_55128, APOSJ_55129
OG0005952	YEAST03507	APOSJ_03405, APOSJ_03404, APOSJ_03402, APOSJ_03403
OG0005954	YEAST01233	APOSJ_48271, APOSJ_48274, APOSJ_48277, APOSJ_48275, APOSJ_48276, APOSJ_48273, APOSJ_50173, APOSJ_50064
OG0005955	YEAST00616	APOSJ_41814, APOSJ_64243
OG0005960	YEAST04608	APOSJ_33847, APOSJ_33846
OG0005961	YEAST00672	APOSJ_61218, APOSJ_61217
OG0005965	YEAST02033	APOSJ_13674, APOSJ_12547
OG0005966	YEAST04113	APOSJ_62810, APOSJ_41906
OG0005968	YEAST05417	APOSJ_60390
OG0005969	YEAST04558, YEAST04559	APOSJ_34996
OG0005970	YEAST05328	APOSJ_36943, APOSJ_43466
OG0005974	YEAST06068	APOSJ_38224, APOSJ_38226, APOSJ_38225, APOSJ_38223
OG0005976	YEAST02136	APOSJ_64764, APOSJ_62779, APOSJ_62777, APOSJ_64746, APOSJ_62778, APOSJ_49050
OG0005978	YEAST01891	APOSJ_42439, APOSJ_42438
OG0005980	YEAST06132	APOSJ_46417
OG0005984	YEAST04078, YEAST01479	APOSJ_30462
OG0005986	YEAST02056	APOSJ_47491
OG0005987	YEAST05748	APOSJ_20158
OG0005989	YEAST04850	APOSJ_53200, APOSJ_53201
OG0005991	YEAST06034	APOSJ_12577, APOSJ_12576
OG0005993	YEAST04496	APOSJ_24106, APOSJ_24105
OG0005995	YEAST01813	APOSJ_18956, APOSJ_18957, APOSJ_18958, APOSJ_18959
OG0005996	YEAST02670	APOSJ_11555
OG0005998	YEAST04034	APOSJ_58163, APOSJ_62099, APOSJ_64869, APOSJ_64873
OG0006001	YEAST02335	APOSJ_52001, APOSJ_55028
OG0006003	YEAST05889	APOSJ_50270, APOSJ_50272, APOSJ_50271
OG0006005	YEAST05024	APOSJ_13961, APOSJ_13962, APOSJ_13960
OG0006011	YEAST02553	APOSJ_21061, APOSJ_21060, APOSJ_21059, APOSJ_02826
OG0006059	YEAST03490	APOSJ_43617, APOSJ_43616
OG0006063	YEAST00475	APOSJ_12899, APOSJ_00777
OG0006064	YEAST03138	APOSJ_56062, APOSJ_60724, APOSJ_56061
OG0006065	YEAST06018	APOSJ_02297, APOSJ_02296
OG0006069	YEAST00670	APOSJ_40708
OG0006071	YEAST02732	APOSJ_36540
OG0006072	YEAST03317	APOSJ_53132, APOSJ_33732
OG0006073	YEAST06328	APOSJ_43312, APOSJ_28775
OG0006074	YEAST00045	APOSJ_25151, APOSJ_25150
OG0006079	YEAST05794	APOSJ_46360, APOSJ_27614
OG0006084	YEAST02308	APOSJ_41691, APOSJ_61500, APOSJ_41693, APOSJ_41692
OG0006087	YEAST02260	APOSJ_06533, APOSJ_06532
OG0006090	YEAST03852	APOSJ_54117, APOSJ_54116, APOSJ_54113
OG0006095	YEAST03334	APOSJ_60289
OG0006096	YEAST03331	APOSJ_47052, APOSJ_26295, APOSJ_47053, APOSJ_47055
OG0006098	YEAST06192	APOSJ_54535, APOSJ_18896
OG0006103	YEAST01110	APOSJ_12519, APOSJ_12521, APOSJ_22745, APOSJ_22748
OG0006104	YEAST03697	APOSJ_33402
OG0006106	YEAST00295	APOSJ_48794
OG0006113	YEAST06164	APOSJ_43058
OG0006114	YEAST05960	APOSJ_52790
OG0006115	YEAST01346	APOSJ_49256
OG0006116	YEAST05770	APOSJ_23622, APOSJ_23623
OG0006117	YEAST05899	APOSJ_22363, APOSJ_22367, APOSJ_22364, APOSJ_22366, APOSJ_22365, APOSJ_22368
OG0006122	YEAST05199	APOSJ_48102, APOSJ_48101
OG0006127	YEAST04711	APOSJ_27402, APOSJ_27403
OG0006134	YEAST00416	APOSJ_08298, APOSJ_08299
OG0006135	YEAST00161	APOSJ_50461, APOSJ_50464, APOSJ_50463, APOSJ_18603, APOSJ_50460, APOSJ_46168
OG0006136	YEAST05740	APOSJ_26737
OG0006140	YEAST05182	APOSJ_12439
OG0006141	YEAST02626	APOSJ_31030, APOSJ_11443
OG0006144	YEAST04770	APOSJ_19188
OG0006145	YEAST01394	APOSJ_39421, APOSJ_46538, APOSJ_21408, APOSJ_39422
OG0006149	YEAST05979	APOSJ_61290
OG0006152	YEAST03796	APOSJ_59116, APOSJ_28597
OG0006155	YEAST04800	APOSJ_15782
OG0006156	YEAST00437	APOSJ_43357
OG0006157	YEAST02465	APOSJ_02070, APOSJ_57220, APOSJ_57218, APOSJ_57222, APOSJ_57219, APOSJ_57224, APOSJ_18724
OG0006159	YEAST06098	APOSJ_09856
OG0006160	YEAST01548	APOSJ_60419, APOSJ_60416, APOSJ_60422, APOSJ_60421, APOSJ_60418, APOSJ_60417
OG0006161	YEAST04301	APOSJ_31942
OG0006168	YEAST01411	APOSJ_27091, APOSJ_27092
OG0006169	YEAST02933	APOSJ_53638, APOSJ_63561
OG0006176	YEAST03164	APOSJ_17258, APOSJ_43090, APOSJ_43088, APOSJ_17257, APOSJ_20656, APOSJ_14110
OG0006177	YEAST01871, YEAST01295	APOSJ_04030
OG0006180	YEAST00504	APOSJ_18057, APOSJ_51355
OG0006181	YEAST02419	APOSJ_42220, APOSJ_42221, APOSJ_64805
OG0006185	YEAST05986	APOSJ_09104, APOSJ_09103
OG0006186	YEAST01010	APOSJ_07631, APOSJ_07632, APOSJ_07629, APOSJ_07630
OG0006188	YEAST05311	APOSJ_23972, APOSJ_23973, APOSJ_23968, APOSJ_17049
OG0006189	YEAST00844, YEAST06269	APOSJ_60379
OG0006191	YEAST02336	APOSJ_43076, APOSJ_43075, APOSJ_43074
OG0006192	YEAST06153	APOSJ_28620
OG0006196	YEAST03954	APOSJ_28434, APOSJ_28433
OG0006199	YEAST06121	APOSJ_32051
OG0006200	YEAST05079	APOSJ_65040, APOSJ_65041
OG0006202	YEAST00362	APOSJ_65343, APOSJ_65342
OG0006204	YEAST02271	APOSJ_02798, APOSJ_02799, APOSJ_17202
OG0006209	YEAST04555	APOSJ_01121, APOSJ_28870
OG0006210	YEAST00201	APOSJ_53672
OG0006213	YEAST03554	APOSJ_01430, APOSJ_01429, APOSJ_01431
OG0006214	YEAST04089	APOSJ_57399, APOSJ_30103, APOSJ_30102
OG0006216	YEAST01089	APOSJ_26417, APOSJ_58741, APOSJ_26416
OG0006217	YEAST00809	APOSJ_04976, APOSJ_04975
OG0006224	YEAST02751, YEAST03048	APOSJ_07698
OG0006225	YEAST04875	APOSJ_28584
OG0006227	YEAST00128	APOSJ_58183, APOSJ_46993, APOSJ_25916, APOSJ_25917
OG0006229	YEAST00143	APOSJ_44182, APOSJ_44183
OG0006230	YEAST03869	APOSJ_52827, APOSJ_52829, APOSJ_52828
OG0006233	YEAST04247	APOSJ_00373
OG0006237	YEAST02126	APOSJ_57393, APOSJ_16535, APOSJ_30099, APOSJ_57391
OG0006240	YEAST04649	APOSJ_15164, APOSJ_29795, APOSJ_15165
OG0006245	YEAST05732	APOSJ_54611
OG0006247	YEAST04977	APOSJ_29164, APOSJ_29166
OG0006249	YEAST00821	APOSJ_02249
OG0006250	YEAST05424	APOSJ_31972, APOSJ_31974, APOSJ_31971, APOSJ_03417, APOSJ_31973
OG0006251	YEAST04963	APOSJ_27203, APOSJ_10288, APOSJ_10287
OG0006255	YEAST03350	APOSJ_55215
OG0006258	YEAST05637	APOSJ_32818, APOSJ_32820, APOSJ_32819
OG0006259	YEAST05672	APOSJ_13586
OG0006260	YEAST04100	APOSJ_51931, APOSJ_11844, APOSJ_11871, APOSJ_51930
OG0006263	YEAST02521	APOSJ_15707, APOSJ_15708
OG0006269	YEAST03069	APOSJ_15897, APOSJ_15894, APOSJ_23234, APOSJ_15898
