Orthogroup	YEAST	CAEEL
OG0005403	YEAST03894	CAEEL01879
OG0005406	YEAST00801	CAEEL08083
OG0005409	YEAST01305	CAEEL02913
OG0005412	YEAST00286	CAEEL05749
OG0005417	YEAST02517	CAEEL00029
OG0005422	YEAST00744	CAEEL16015
OG0005431	YEAST00653	CAEEL09902
OG0005432	YEAST00083	CAEEL04969
OG0005433	YEAST00126	CAEEL02529
OG0005435	YEAST02973	CAEEL07714
OG0005439	YEAST00480, YEAST02388	CAEEL14848
OG0005446	YEAST02856	CAEEL01571, CAEEL20779
OG0005448	YEAST00061	CAEEL08780
OG0005451	YEAST02174	CAEEL06444
OG0005455	YEAST01906	CAEEL09268
OG0005464	YEAST03289	CAEEL09892
OG0005465	YEAST02925	CAEEL16426
OG0005466	YEAST04413	CAEEL08021
OG0005468	YEAST03549	CAEEL02934
OG0005469	YEAST03750	CAEEL07069
OG0005470	YEAST05805	CAEEL06305
OG0005471	YEAST02704	CAEEL12162
OG0005474	YEAST05625	CAEEL07485
OG0005476	YEAST00929	CAEEL11680
OG0005479	YEAST06140	CAEEL07488
OG0005481	YEAST02988	CAEEL02594
OG0005482	YEAST06080	CAEEL15422
OG0005484	YEAST05993	CAEEL15470
OG0005488	YEAST02834	CAEEL04375
OG0005489	YEAST02006	CAEEL07679
OG0005490	YEAST02289	CAEEL08623
OG0005493	YEAST03669	CAEEL04269
OG0005495	YEAST04982	CAEEL05689
OG0005498	YEAST02944	CAEEL08908
OG0005499	YEAST00316	CAEEL10000
OG0005504	YEAST02859	CAEEL10085
OG0005508	YEAST05735	CAEEL08671
OG0005527	YEAST05177	CAEEL07576
OG0005531	YEAST02508	CAEEL05616
OG0005533	YEAST05670	CAEEL07641
OG0005535	YEAST03305	CAEEL05743
OG0005537	YEAST00932	CAEEL05177
OG0005539	YEAST01881	CAEEL00571
OG0005540	YEAST04214	CAEEL01662
OG0005545	YEAST06273	CAEEL11935
OG0005554	YEAST01003	CAEEL04828
OG0005556	YEAST01807	CAEEL12122
OG0005559	YEAST02680	CAEEL02868
OG0005560	YEAST01996	CAEEL01956
OG0005561	YEAST05048	CAEEL11687
OG0005562	YEAST02317	CAEEL08427
OG0005563	YEAST03552	CAEEL08448
OG0005566	YEAST02934	CAEEL08840
OG0005569	YEAST01288	CAEEL09364
OG0005570	YEAST05155	CAEEL08043
OG0005572	YEAST04844	CAEEL00043
OG0005574	YEAST02083	CAEEL01999
OG0005575	YEAST02256	CAEEL05562
OG0005580	YEAST03612	CAEEL08013
OG0005582	YEAST06134	CAEEL06866
OG0005584	YEAST03140, YEAST03524	CAEEL00156
OG0005586	YEAST00364	CAEEL00230, CAEEL10986
OG0005589	YEAST06142	CAEEL08776
OG0005590	YEAST05462	CAEEL08090
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	CAEEL12369
OG0005594	YEAST04980	CAEEL07851
OG0005595	YEAST01803	CAEEL11031
OG0005597	YEAST02753	CAEEL01169
OG0005598	YEAST01870	CAEEL08627, CAEEL14483
OG0005599	YEAST01798	CAEEL10759
OG0005604	YEAST03276	CAEEL01765
OG0005605	YEAST01083	CAEEL10783
OG0005613	YEAST02714	CAEEL14670
OG0005617	YEAST02068	CAEEL05647
OG0005618	YEAST04830	CAEEL02988
OG0005620	YEAST04915	CAEEL11400
OG0005622	YEAST05142	CAEEL01750
OG0005623	YEAST01590	CAEEL07150, CAEEL08358
OG0005626	YEAST02896	CAEEL07559
OG0005632	YEAST01025	CAEEL16405
OG0005636	YEAST04250, YEAST02533	CAEEL10088
OG0005641	YEAST05413	CAEEL11862
OG0005645	YEAST03386	CAEEL07575
OG0005649	YEAST03683	CAEEL12678
OG0005652	YEAST02748	CAEEL02073
OG0005656	YEAST05558	CAEEL07991
OG0005660	YEAST04813	CAEEL02202
OG0005681	YEAST01514	CAEEL18801, CAEEL01096
OG0005701	YEAST03349	CAEEL20630, CAEEL20628
OG0005702	YEAST02337	CAEEL15894, CAEEL18106
OG0005703	YEAST00484	CAEEL09229
OG0005707	YEAST01682	CAEEL01062
OG0005715	YEAST05111	CAEEL06260
OG0005719	YEAST01866	CAEEL05019
OG0005723	YEAST05629	CAEEL12411
OG0005724	YEAST03029	CAEEL06660
OG0005728	YEAST03877	CAEEL00225
OG0005729	YEAST04879	CAEEL01552
OG0005731	YEAST04127	CAEEL09042
OG0005732	YEAST05411, YEAST00067	CAEEL07314
OG0005734	YEAST03845	CAEEL05372
OG0005747	YEAST02338	CAEEL11656
OG0005749	YEAST00550	CAEEL14477
OG0005750	YEAST05318	CAEEL02930
OG0005758	YEAST03970	CAEEL07383, CAEEL07219
OG0005764	YEAST03256	CAEEL00440
OG0005769	YEAST05614	CAEEL00626
OG0005774	YEAST01218	CAEEL07710
OG0005775	YEAST04199	CAEEL08185
OG0005779	YEAST03322	CAEEL11742
OG0005783	YEAST04090	CAEEL15350
OG0005784	YEAST06131	CAEEL06573
OG0005787	YEAST03651	CAEEL09127, CAEEL07672
OG0005789	YEAST06245	CAEEL03291
OG0005790	YEAST01022	CAEEL02850
OG0005792	YEAST02379	CAEEL16683
OG0005793	YEAST03437	CAEEL01631
OG0005794	YEAST03999	CAEEL07859
OG0005796	YEAST02169	CAEEL03619
OG0005797	YEAST04949	CAEEL01710
OG0005799	YEAST05573	CAEEL16039
OG0005800	YEAST03278	CAEEL07429
OG0005803	YEAST05968	CAEEL05218
OG0005805	YEAST01806	CAEEL07935
OG0005807	YEAST01275	CAEEL00886
OG0005811	YEAST01007	CAEEL09170
OG0005812	YEAST06095, YEAST02696, YEAST03626	CAEEL15514
OG0005814	YEAST01475	CAEEL05572
OG0005815	YEAST03739	CAEEL08558
OG0005819	YEAST04896	CAEEL05194
OG0005823	YEAST01415	CAEEL11398
OG0005831	YEAST05339	CAEEL07627
OG0005832	YEAST00468	CAEEL01641
OG0005835	YEAST01714	CAEEL06739, CAEEL08580
OG0005837	YEAST02139	CAEEL01073
OG0005842	YEAST02254	CAEEL00044
OG0005843	YEAST02236	CAEEL06200
OG0005845	YEAST00903	CAEEL04187
OG0005848	YEAST01451, YEAST02858	CAEEL00240
OG0005849	YEAST01002	CAEEL07640
OG0005850	YEAST01618	CAEEL07059
OG0005860	YEAST01211	CAEEL11464
OG0005864	YEAST04171	CAEEL03066
OG0005865	YEAST02036	CAEEL10526
OG0005866	YEAST02662, YEAST00926, YEAST05389	CAEEL03116
OG0005869	YEAST04361	CAEEL01472
OG0005872	YEAST00119	CAEEL18764
OG0005874	YEAST05241	CAEEL06734
OG0005880	YEAST00456	CAEEL09863
OG0005886	YEAST01320	CAEEL01824
OG0005888	YEAST01289, YEAST02921	CAEEL00435, CAEEL00746
OG0005889	YEAST02568	CAEEL02553
OG0005893	YEAST05434	CAEEL11380
OG0005897	YEAST04730	CAEEL01303
OG0005898	YEAST04411	CAEEL01957
OG0005899	YEAST01832	CAEEL11728
OG0005901	YEAST04462	CAEEL01230
OG0005909	YEAST01623	CAEEL09260
OG0005919	YEAST06039	CAEEL15775
OG0005921	YEAST01856	CAEEL07408
OG0005922	YEAST03364	CAEEL15520
OG0005925	YEAST05583	CAEEL18159
OG0005928	YEAST02001	CAEEL04878
OG0005931	YEAST04950	CAEEL09476
OG0005932	YEAST02495	CAEEL11316
OG0005933	YEAST05705	CAEEL14434
OG0005936	YEAST03224	CAEEL07303
OG0005940	YEAST04035	CAEEL04134
OG0005943	YEAST00579	CAEEL02014
OG0005946	YEAST05608	CAEEL11452, CAEEL11968
OG0005949	YEAST06253	CAEEL12005
OG0005952	YEAST03507	CAEEL08042
OG0005960	YEAST04608	CAEEL18529, CAEEL16584
OG0005965	YEAST02033	CAEEL17925
OG0005966	YEAST04113	CAEEL05490
OG0005968	YEAST05417	CAEEL01646
OG0005969	YEAST04558, YEAST04559	CAEEL01577
OG0005970	YEAST05328	CAEEL16383
OG0005974	YEAST06068	CAEEL11184
OG0005976	YEAST02136	CAEEL15581
OG0005978	YEAST01891	CAEEL08320
OG0005980	YEAST06132	CAEEL05471
OG0005984	YEAST04078, YEAST01479	CAEEL06514, CAEEL07173
OG0005985	YEAST00726	CAEEL11206
OG0005986	YEAST02056	CAEEL15169
OG0005987	YEAST05748	CAEEL05677
OG0005989	YEAST04850	CAEEL14108
OG0005991	YEAST06034	CAEEL07604
OG0005993	YEAST04496	CAEEL18661, CAEEL01298, CAEEL08795
OG0005995	YEAST01813	CAEEL09469
OG0005998	YEAST04034	CAEEL12651
OG0006003	YEAST05889	CAEEL12475
OG0006005	YEAST05024	CAEEL08818
OG0006011	YEAST02553	CAEEL06588
OG0006031	YEAST00879	CAEEL00264
OG0006059	YEAST03490	CAEEL09710
OG0006063	YEAST00475	CAEEL09563
OG0006064	YEAST03138	CAEEL11646
OG0006069	YEAST00670	CAEEL08597
OG0006072	YEAST03317	CAEEL09063
OG0006073	YEAST06328	CAEEL15279
OG0006074	YEAST00045	CAEEL15694
OG0006079	YEAST05794	CAEEL06022
OG0006087	YEAST02260	CAEEL10339
OG0006090	YEAST03852	CAEEL06249
OG0006095	YEAST03334	CAEEL03714
OG0006096	YEAST03331	CAEEL08930
OG0006098	YEAST06192	CAEEL17792
OG0006104	YEAST03697	CAEEL15552
OG0006106	YEAST00295	CAEEL09939
OG0006113	YEAST06164	CAEEL00297
OG0006114	YEAST05960	CAEEL02929
OG0006115	YEAST01346	CAEEL02174, CAEEL09766
OG0006116	YEAST05770	CAEEL14600
OG0006117	YEAST05899	CAEEL15839
OG0006122	YEAST05199	CAEEL06423
OG0006127	YEAST04711	CAEEL08699
OG0006134	YEAST00416	CAEEL05080
OG0006135	YEAST00161	CAEEL16406
OG0006140	YEAST05182	CAEEL06530
OG0006141	YEAST02626	CAEEL00813
OG0006144	YEAST04770	CAEEL13019, CAEEL12775
OG0006145	YEAST01394	CAEEL00765, CAEEL00923
OG0006147	YEAST05179	CAEEL11314
OG0006152	YEAST03796	CAEEL01636
OG0006156	YEAST00437	CAEEL13825
OG0006159	YEAST06098	CAEEL07854
OG0006160	YEAST01548	CAEEL08936
OG0006168	YEAST01411	CAEEL05152
OG0006169	YEAST02933	CAEEL08537
OG0006176	YEAST03164	CAEEL05930
OG0006177	YEAST01871, YEAST01295	CAEEL04212
OG0006180	YEAST00504	CAEEL09925
OG0006181	YEAST02419	CAEEL14722
OG0006185	YEAST05986	CAEEL01692
OG0006188	YEAST05311	CAEEL02058
OG0006191	YEAST02336	CAEEL06280, CAEEL06279
OG0006192	YEAST06153	CAEEL01776
OG0006196	YEAST03954	CAEEL06224, CAEEL06189
OG0006199	YEAST06121	CAEEL05929
OG0006200	YEAST05079	CAEEL11329
OG0006202	YEAST00362	CAEEL07568
OG0006209	YEAST04555	CAEEL11287
OG0006210	YEAST00201	CAEEL00160
OG0006213	YEAST03554	CAEEL01145
OG0006214	YEAST04089	CAEEL12120
OG0006216	YEAST01089	CAEEL16326
OG0006217	YEAST00809	CAEEL05235
OG0006224	YEAST02751, YEAST03048	CAEEL11548
OG0006225	YEAST04875	CAEEL13901
OG0006229	YEAST00143	CAEEL06963
OG0006230	YEAST03869	CAEEL08542
OG0006237	YEAST02126	CAEEL04160
OG0006240	YEAST04649	CAEEL08852
OG0006245	YEAST05732	CAEEL00941
OG0006247	YEAST04977	CAEEL11988
OG0006249	YEAST00821	CAEEL10060
OG0006259	YEAST05672	CAEEL09792
OG0006260	YEAST04100	CAEEL09587
OG0006263	YEAST02521	CAEEL09474
OG0006269	YEAST03069	CAEEL11344
OG0006271	YEAST00375	CAEEL08264
OG0006275	YEAST06102	CAEEL01989
OG0006277	YEAST02811	CAEEL08057
OG0006279	YEAST04402	CAEEL00237
OG0006280	YEAST04541	CAEEL17987
OG0006281	YEAST04979	CAEEL04765
OG0006283	YEAST00229	CAEEL00881
OG0006284	YEAST04213	CAEEL08923
OG0006288	YEAST02860	CAEEL08712
OG0006289	YEAST06209	CAEEL07964
OG0006293	YEAST05380	CAEEL07928
OG0006294	YEAST04000	CAEEL14462
OG0006295	YEAST05360	CAEEL09568
OG0006306	YEAST00230	CAEEL01065
OG0006311	YEAST01145	CAEEL17612
OG0006313	YEAST02392	CAEEL05123
OG0006315	YEAST00489	CAEEL15905
OG0006319	YEAST01135	CAEEL13894
OG0006322	YEAST00815	CAEEL09507
OG0006329	YEAST01245	CAEEL02571
OG0006332	YEAST06042	CAEEL10865
OG0006334	YEAST00864	CAEEL08411, CAEEL18378
OG0006335	YEAST02588	CAEEL04124, CAEEL00475
OG0006339	YEAST06286	CAEEL08069
OG0006340	YEAST00922, YEAST05387	CAEEL11454
OG0006341	YEAST01452	CAEEL06023
OG0006344	YEAST01465	CAEEL14876
OG0006347	YEAST03436	CAEEL07567
OG0006350	YEAST00452	CAEEL07674
OG0006360	YEAST01556	CAEEL05277
OG0006362	YEAST05722	CAEEL00998
OG0006370	YEAST02350	CAEEL05220
OG0006372	YEAST05423	CAEEL09848
OG0006375	YEAST05198	CAEEL00741
OG0006377	YEAST04974	CAEEL09247
OG0006378	YEAST01924	CAEEL04747
OG0006381	YEAST01058	CAEEL09800
OG0006385	YEAST04806	CAEEL17878
OG0006387	YEAST05324	CAEEL00319
OG0006389	YEAST02409	CAEEL07348
OG0006390	YEAST00339	CAEEL13360
OG0006392	YEAST01246	CAEEL07571
OG0006395	YEAST03605	CAEEL11636
OG0006407	YEAST02250	CAEEL20555
OG0006448	YEAST00505, YEAST04285	CAEEL07841
OG0006449	YEAST02458	CAEEL08133, CAEEL02036
OG0006456	YEAST06224	CAEEL09794
OG0006459	YEAST00972, YEAST00245	CAEEL00244
OG0006461	YEAST05346	CAEEL11863
OG0006462	YEAST01838	CAEEL05709
OG0006464	YEAST05965	CAEEL01413
OG0006465	YEAST01875	CAEEL10921
OG0006467	YEAST00027, YEAST02272	CAEEL02861
OG0006474	YEAST03988	CAEEL07206
OG0006475	YEAST06223, YEAST00349	CAEEL07548
OG0006476	YEAST00315	CAEEL12092
OG0006479	YEAST05669	CAEEL05626
OG0006481	YEAST06165	CAEEL19099, CAEEL01638
OG0006488	YEAST02614	CAEEL17648
OG0006498	YEAST02291	CAEEL02503
OG0006503	YEAST06053	CAEEL07188
OG0006509	YEAST02252	CAEEL00006, CAEEL15373
OG0006511	YEAST01899	CAEEL02676
OG0006512	YEAST04169	CAEEL07313
OG0006514	YEAST05820	CAEEL07858
OG0006515	YEAST03195	CAEEL02554
OG0006516	YEAST02248	CAEEL15132
OG0006520	YEAST05914	CAEEL13792
OG0006523	YEAST04170	CAEEL15760
OG0006528	YEAST02276	CAEEL14466
OG0006532	YEAST05019	CAEEL05678
OG0006533	YEAST00790	CAEEL19649
OG0006536	YEAST05130	CAEEL05174
OG0006538	YEAST02168	CAEEL07903, CAEEL04060
OG0006543	YEAST03219	CAEEL05304
OG0006544	YEAST06160	CAEEL02597
OG0006550	YEAST05541	CAEEL02186
OG0006552	YEAST02016	CAEEL02725
OG0006553	YEAST05825	CAEEL06508
OG0006554	YEAST04136	CAEEL09071
OG0006561	YEAST00874	CAEEL16404
OG0006568	YEAST03560	CAEEL01944
OG0006569	YEAST02940	CAEEL03290
OG0006571	YEAST00795	CAEEL05447
OG0006574	YEAST06163	CAEEL01738
OG0006577	YEAST03945	CAEEL15281
OG0006578	YEAST00813	CAEEL00045
OG0006580	YEAST04957	CAEEL07590
OG0006584	YEAST01846	CAEEL05880
OG0006589	YEAST04474	CAEEL10276
OG0006594	YEAST00464	CAEEL00833
OG0006595	YEAST05577	CAEEL10661
OG0006596	YEAST03312	CAEEL00560
OG0006597	YEAST01876	CAEEL10448
OG0006598	YEAST02580	CAEEL03295
OG0006602	YEAST06259	CAEEL16562
OG0006603	YEAST05721	CAEEL00624
OG0006604	YEAST01597	CAEEL07198
OG0006607	YEAST05258	CAEEL01560
OG0006609	YEAST04231	CAEEL02187
OG0006610	YEAST04593	CAEEL11386
OG0006611	YEAST02395	CAEEL07953
OG0006613	YEAST00490	CAEEL01845
OG0006615	YEAST02695	CAEEL09131
OG0006622	YEAST04382	CAEEL05834
OG0006625	YEAST05905	CAEEL08791
OG0006627	YEAST01553	CAEEL11375
OG0006630	YEAST05584	CAEEL11696
OG0006631	YEAST01419, YEAST04493	CAEEL00720
OG0006633	YEAST05580	CAEEL00427
OG0006636	YEAST06190	CAEEL07724
OG0006637	YEAST06011	CAEEL12125
OG0006651	YEAST03308	CAEEL09522
OG0006655	YEAST04609	CAEEL00324
OG0006658	YEAST03323	CAEEL00269
OG0006662	YEAST02707	CAEEL12773
OG0006663	YEAST04538	CAEEL08458
OG0006664	YEAST04769	CAEEL01906
OG0006667	YEAST03011	CAEEL01250
OG0006668	YEAST00040	CAEEL06992
OG0006669	YEAST05379	CAEEL08205
OG0006678	YEAST03428	CAEEL12368
OG0006681	YEAST02774	CAEEL05335
OG0006690	YEAST00986	CAEEL11346
OG0006691	YEAST06141	CAEEL07500
OG0006692	YEAST04243	CAEEL00770
OG0006694	YEAST04074	CAEEL01422
OG0006703	YEAST04919	CAEEL00186
OG0006706	YEAST01312	CAEEL11633
OG0006712	YEAST01297	CAEEL01534
OG0006716	YEAST01688	CAEEL01171
OG0006717	YEAST03273, YEAST00511	CAEEL00315
OG0006722	YEAST05928	CAEEL04109
OG0006726	YEAST01310	CAEEL18959
OG0006730	YEAST06066	CAEEL07386, CAEEL18705
OG0006732	YEAST05092	CAEEL07406
OG0006736	YEAST03708, YEAST02845	CAEEL01882
OG0006741	YEAST00908	CAEEL11903
OG0006752	YEAST01605	CAEEL12417
OG0006753	YEAST06210	CAEEL06421
OG0006754	YEAST05223, YEAST00660	CAEEL15551
OG0006755	YEAST03743	CAEEL08754
OG0006757	YEAST02585	CAEEL05691
OG0006758	YEAST00132	CAEEL05308
OG0006766	YEAST01711	CAEEL04604
OG0006769	YEAST04955	CAEEL00344
OG0006772	YEAST05602	CAEEL06744, CAEEL20464
OG0006777	YEAST05242	CAEEL17985
OG0006826	YEAST03748	CAEEL07305
OG0006830	YEAST02320	CAEEL01610
OG0006838	YEAST01244	CAEEL04815
OG0006843	YEAST03855	CAEEL01030
OG0006846	YEAST04146	CAEEL15729
OG0006853	YEAST03500	CAEEL10839
OG0006860	YEAST03798	CAEEL08670
OG0006867	YEAST03341	CAEEL15109
OG0006876	YEAST00384	CAEEL04447
OG0006881	YEAST01049	CAEEL09403
OG0006887	YEAST01983	CAEEL04262
OG0006888	YEAST00485	CAEEL07944
OG0006890	YEAST02034	CAEEL05820
OG0006891	YEAST00187	CAEEL07412
OG0006892	YEAST04820	CAEEL07307
OG0006894	YEAST01360	CAEEL12154
OG0006897	YEAST00856	CAEEL00287
OG0006901	YEAST05480	CAEEL06883
OG0006906	YEAST00746	CAEEL05830
OG0006918	YEAST05610	CAEEL01349
OG0006920	YEAST02490	CAEEL08877
OG0006924	YEAST04308	CAEEL12241
OG0006927	YEAST00921	CAEEL11861
OG0006934	YEAST02053	CAEEL00405
OG0006936	YEAST06114	CAEEL11645
OG0006937	YEAST05537	CAEEL00825
OG0006938	YEAST02536	CAEEL00362
OG0006939	YEAST01033	CAEEL14723
OG0006942	YEAST00190	CAEEL08740
OG0006943	YEAST02583	CAEEL14228
OG0006949	YEAST00975, YEAST00256	CAEEL00718
OG0006952	YEAST02831	CAEEL11032
OG0006953	YEAST02903, YEAST04751, YEAST05739	CAEEL11948
OG0006959	YEAST01865	CAEEL04110
OG0006964	YEAST05995	CAEEL00220
OG0006966	YEAST02544	CAEEL05641
OG0006967	YEAST06235	CAEEL06996
OG0006968	YEAST03972	CAEEL00986
OG0006969	YEAST01604	CAEEL02753
OG0006971	YEAST00044	CAEEL08956
OG0006973	YEAST03793	CAEEL00443
OG0006975	YEAST02322	CAEEL06258
OG0006977	YEAST06248	CAEEL11170
OG0006980	YEAST02173	CAEEL07784
OG0006985	YEAST03215	CAEEL09608
OG0006989	YEAST04914	CAEEL07496
OG0006991	YEAST05066	CAEEL04823
OG0006994	YEAST05554	CAEEL01434
OG0006995	YEAST06048	CAEEL02252
OG0006998	YEAST02509	CAEEL06640
OG0006999	YEAST03874	CAEEL04127
OG0007003	YEAST01840	CAEEL10884
OG0007005	YEAST03907	CAEEL06687
OG0007009	YEAST05645	CAEEL01782
OG0007010	YEAST01652	CAEEL15343
OG0007012	YEAST05361	CAEEL11328
OG0007013	YEAST05971	CAEEL06144
OG0007015	YEAST03053	CAEEL15511
OG0007016	YEAST05307	CAEEL00075
OG0007024	YEAST01864	CAEEL10553, CAEEL11101
OG0007028	YEAST06312	CAEEL05606
OG0007029	YEAST05619	CAEEL09103
OG0007033	YEAST04002	CAEEL14194
OG0007043	YEAST02072, YEAST01064	CAEEL13822
OG0007045	YEAST01113	CAEEL09024
OG0007046	YEAST04826	CAEEL09633
OG0007049	YEAST05930	CAEEL00647
OG0007050	YEAST05668	CAEEL06277
OG0007053	YEAST05898	CAEEL09135
OG0007055	YEAST02593	CAEEL08098
OG0007057	YEAST05673	CAEEL00263
OG0007061	YEAST03247	CAEEL08933
OG0007063	YEAST04650	CAEEL07545
OG0007065	YEAST01111	CAEEL20267
OG0007071	YEAST02162	CAEEL04826
OG0007073	YEAST03946	CAEEL05159
OG0007084	YEAST05527	CAEEL01491
OG0007092	YEAST01811	CAEEL08546
OG0007093	YEAST01923	CAEEL04448
OG0007095	YEAST02581	CAEEL00821
OG0007097	YEAST01699	CAEEL04791
OG0007098	YEAST03783	CAEEL08067
OG0007106	YEAST00202	CAEEL05993
OG0007112	YEAST05597	CAEEL01614
OG0007114	YEAST03493	CAEEL01821
OG0007118	YEAST01120	CAEEL02534
OG0007119	YEAST05459	CAEEL05050
OG0007120	YEAST04248	CAEEL07430, CAEEL07614
OG0007121	YEAST05746	CAEEL12811
OG0007124	YEAST04818	CAEEL07005
OG0007127	YEAST04415	CAEEL15458
OG0007130	YEAST05158	CAEEL11905, CAEEL11906, CAEEL09908
OG0007131	YEAST05874	CAEEL05443
OG0007132	YEAST06078	CAEEL02720
OG0007137	YEAST00797	CAEEL15473
OG0007138	YEAST04319	CAEEL09999
OG0007139	YEAST05259	CAEEL01164
OG0007143	YEAST02636	CAEEL10767
OG0007144	YEAST04135	CAEEL05598
OG0007154	YEAST01439	CAEEL03604
OG0007164	YEAST05557	CAEEL07443
OG0007165	YEAST04228, YEAST02514	CAEEL10428
OG0007166	YEAST05384	CAEEL06036
OG0007182	YEAST00042	CAEEL00499
OG0007184	YEAST01512	CAEEL03133
OG0007186	YEAST00761	CAEEL05116
OG0007192	YEAST00860	CAEEL16561
OG0007254	YEAST00328	CAEEL02889
OG0007258	YEAST02867	CAEEL01284
OG0007269	YEAST04522	CAEEL20059
OG0007274	YEAST04165, YEAST05634	CAEEL17821
OG0007276	YEAST02007	CAEEL02045
OG0007279	YEAST02363	CAEEL01707
OG0007282	YEAST04912	CAEEL08198
OG0007288	YEAST02949	CAEEL09410
OG0007303	YEAST05207	CAEEL00729
OG0007307	YEAST05606	CAEEL05489
OG0007317	YEAST04084	CAEEL04877
OG0007321	YEAST05016	CAEEL08372
OG0007322	YEAST01090	CAEEL07863
OG0007325	YEAST03249	CAEEL02968
OG0007330	YEAST00633	CAEEL08957
OG0007332	YEAST02451	CAEEL12399, CAEEL09356
OG0007335	YEAST06084	CAEEL09096
OG0007336	YEAST03606	CAEEL07287
OG0007341	YEAST00183	CAEEL08254
OG0007342	YEAST03859	CAEEL17647
OG0007343	YEAST00383	CAEEL01237
OG0007347	YEAST02066	CAEEL16216
OG0007354	YEAST03378	CAEEL07366
OG0007355	YEAST02682	CAEEL07543
OG0007361	YEAST02394	CAEEL18143
OG0007363	YEAST05519	CAEEL15459
OG0007364	YEAST01959	CAEEL00051
OG0007371	YEAST04970	CAEEL08890
OG0007380	YEAST00785, YEAST00666	CAEEL02178
OG0007382	YEAST01108	CAEEL03532
OG0007387	YEAST06326	CAEEL01651
OG0007393	YEAST01116	CAEEL14340
OG0007394	YEAST05998	CAEEL17618
OG0007395	YEAST00603	CAEEL00007
OG0007397	YEAST03512	CAEEL05717
OG0007399	YEAST02279	CAEEL09345
OG0007401	YEAST03451	CAEEL06920
OG0007408	YEAST03401	CAEEL03271
OG0007409	YEAST05329	CAEEL00402
OG0007411	YEAST04399	CAEEL00187
OG0007412	YEAST04822	CAEEL02088
OG0007414	YEAST01970	CAEEL02493
OG0007417	YEAST04175	CAEEL11994
OG0007419	YEAST02667	CAEEL08256
OG0007421	YEAST00762	CAEEL05873
OG0007424	YEAST05463	CAEEL09653
OG0007425	YEAST06135	CAEEL08774
OG0007427	YEAST00763	CAEEL12151
OG0007431	YEAST00610	CAEEL08321
OG0007439	YEAST01063	CAEEL00478
OG0007442	YEAST03687	CAEEL05801, CAEEL20230
OG0007446	YEAST04647	CAEEL08347
OG0007451	YEAST02017	CAEEL01087
OG0007454	YEAST01359	CAEEL05191
OG0007456	YEAST00931	CAEEL09752
OG0007458	YEAST02196	CAEEL05739
OG0007460	YEAST04891	CAEEL08071
OG0007463	YEAST00394	CAEEL05195
OG0007473	YEAST03408	CAEEL06395
OG0007478	YEAST02470	CAEEL10045
OG0007482	YEAST05783	CAEEL05046
OG0007483	YEAST01187	CAEEL05091
OG0007484	YEAST00517	CAEEL15663
OG0007488	YEAST04193	CAEEL11022
OG0007491	YEAST05032	CAEEL08156
OG0007495	YEAST04536	CAEEL02719
OG0007498	YEAST00593	CAEEL00436
OG0007508	YEAST05759	CAEEL11729
OG0007509	YEAST03229	CAEEL03713
OG0007519	YEAST04589	CAEEL01445
OG0007531	YEAST05725	CAEEL00294
OG0007550	YEAST03311	CAEEL07298
OG0007591	YEAST02623	CAEEL00268
OG0007597	YEAST05244	CAEEL08128
OG0007615	YEAST05127	CAEEL11977
OG0007618	YEAST02486	CAEEL00292
OG0007619	YEAST04342	CAEEL00841
OG0007624	YEAST03901	CAEEL00535
OG0007645	YEAST05586	CAEEL07585
OG0007646	YEAST05572	CAEEL01490
OG0007648	YEAST03775	CAEEL02742
OG0007656	YEAST02935	CAEEL10499
OG0007657	YEAST01213	CAEEL03766
OG0007663	YEAST01133	CAEEL07909
OG0007676	YEAST01965	CAEEL11928
OG0007685	YEAST00976	CAEEL05547
OG0007690	YEAST00054	CAEEL07839
OG0007698	YEAST04526	CAEEL09040
OG0007701	YEAST04394	CAEEL08144
OG0007703	YEAST03290	CAEEL09743
OG0007712	YEAST02916	CAEEL10394
OG0007722	YEAST06130	CAEEL04401
OG0007739	YEAST04408	CAEEL05697
OG0007744	YEAST04303	CAEEL07533
OG0007749	YEAST02144	CAEEL12327
OG0007754	YEAST03550	CAEEL16020
OG0007758	YEAST04336	CAEEL12592
OG0007760	YEAST02821	CAEEL11638
OG0007766	YEAST03772, YEAST02908	CAEEL16170
OG0007767	YEAST03177	CAEEL04905
OG0007769	YEAST02589	CAEEL08087
OG0007772	YEAST05211	CAEEL09510
OG0007783	YEAST03579	CAEEL07253
OG0007784	YEAST01170	CAEEL08610
OG0007786	YEAST01347	CAEEL11757
OG0007803	YEAST00818	CAEEL05119
OG0007810	YEAST06278	CAEEL03135
OG0007811	YEAST05686	CAEEL07487
OG0007816	YEAST00605	CAEEL05256
OG0007823	YEAST03887	CAEEL13928
OG0007825	YEAST05054	CAEEL11587
OG0007829	YEAST02649	CAEEL06733
OG0007830	YEAST03594	CAEEL12370
OG0007831	YEAST03693	CAEEL09366
OG0007840	YEAST02829	CAEEL02866
OG0007848	YEAST03711	CAEEL00623
OG0007852	YEAST02199	CAEEL12251
OG0007858	YEAST03196	CAEEL05800
OG0007866	YEAST06036	CAEEL10453
OG0007918	YEAST04092	CAEEL01338
OG0007942	YEAST03545	CAEEL06424
OG0007943	YEAST03288	CAEEL00323
OG0007947	YEAST02420	CAEEL08838
OG0007958	YEAST01011	CAEEL09574
OG0007971	YEAST03990	CAEEL09028
