Orthogroup	YEAST	SACKO_ok
OG0004669	YEAST00949	SACKO_26889
OG0004670	YEAST03416	SACKO_30167
OG0004671	YEAST02606	SACKO_31183
OG0004674	YEAST05448	SACKO_20254
OG0004675	YEAST05072, YEAST02983	SACKO_13667
OG0004676	YEAST00869, YEAST00871	SACKO_00679
OG0004676	YEAST05785, YEAST00056, YEAST02694	SACKO_05823
OG0004682	YEAST02876	SACKO_09594
OG0004683	YEAST00676	SACKO_31594
OG0004684	YEAST05643	SACKO_31585
OG0004685	YEAST04200	SACKO_33019
OG0004687	YEAST00982	SACKO_17225
OG0004691	YEAST00819	SACKO_19375
OG0004699	YEAST05453	SACKO_15038
OG0004702	YEAST03387	SACKO_27095
OG0004703	YEAST00841	SACKO_15066
OG0004705	YEAST05591	SACKO_01372
OG0004708	YEAST04540	SACKO_03775
OG0004711	YEAST03281	SACKO_20599
OG0004715	YEAST00409	SACKO_32678
OG0004728	YEAST04662, YEAST00882	SACKO_04940
OG0004733	YEAST06337	SACKO_01861
OG0004735	YEAST04508	SACKO_12686
OG0004739	YEAST01817	SACKO_09731
OG0004740	YEAST04029	SACKO_05635
OG0004743	YEAST04299	SACKO_15431
OG0004747	YEAST01134	SACKO_23321
OG0004748	YEAST03942	SACKO_32597
OG0004749	YEAST05904	SACKO_00284
OG0004753	YEAST04746	SACKO_12573, SACKO_03985
OG0004755	YEAST03690	SACKO_27183
OG0004756	YEAST03704	SACKO_18350
OG0004759	YEAST02912	SACKO_34003
OG0004760	YEAST01847	SACKO_05577
OG0004764	YEAST04443, YEAST04345	SACKO_20994
OG0004765	YEAST02487	SACKO_07355
OG0004766	YEAST01053	SACKO_32276
OG0004767	YEAST03559	SACKO_33918
OG0004768	YEAST02666	SACKO_30578
OG0004769	YEAST06228	SACKO_32280
OG0004770	YEAST03432	SACKO_04206
OG0004774	YEAST06062	SACKO_28719
OG0004785	YEAST04153	SACKO_00636, SACKO_06901
OG0004786	YEAST01015	SACKO_02680
OG0004787	YEAST02164	SACKO_25599
OG0004792	YEAST02299	SACKO_07545
OG0004795	YEAST02163	SACKO_06033
OG0004797	YEAST00371	SACKO_30159
OG0004805	YEAST03570	SACKO_04571
OG0004808	YEAST02354	SACKO_18435, SACKO_18430
OG0004811	YEAST01683	SACKO_16566
OG0004814	YEAST05710	SACKO_05533
OG0004816	YEAST04664	SACKO_16835
OG0004819	YEAST00279	SACKO_33075, SACKO_00086
OG0004820	YEAST05404	SACKO_14775
OG0004822	YEAST03199	SACKO_24997
OG0004833	YEAST01309	SACKO_29882
OG0004836	YEAST00658	SACKO_21978
OG0004840	YEAST01399	SACKO_08213
OG0004841	YEAST01375	SACKO_05357, SACKO_33884
OG0004842	YEAST05083	SACKO_17281
OG0004843	YEAST03163	SACKO_19951
OG0004844	YEAST01571	SACKO_06155
OG0004848	YEAST02387	SACKO_08317
OG0004849	YEAST06335	SACKO_34056
OG0004850	YEAST05082, YEAST02977	SACKO_19920
OG0004851	YEAST02907	SACKO_24254
OG0004852	YEAST00825	SACKO_22804
OG0004854	YEAST00889, YEAST04304	SACKO_31690, SACKO_23267
OG0004855	YEAST03252	SACKO_12999
OG0004856	YEAST05973	SACKO_25100
OG0004858	YEAST04268	SACKO_31252
OG0004864	YEAST00264	SACKO_13348
OG0004874	YEAST04564	SACKO_11278, SACKO_24722
OG0004877	YEAST05247	SACKO_28248
OG0004879	YEAST01311	SACKO_26403
OG0004880	YEAST06046	SACKO_24904
OG0004881	YEAST00141	SACKO_05511
OG0004886	YEAST05077	SACKO_23358, SACKO_30841
OG0004887	YEAST05734	SACKO_01697
OG0004893	YEAST00405	SACKO_26813, SACKO_26808
OG0004896	YEAST06193	SACKO_22567
OG0004897	YEAST03127, YEAST00642	SACKO_02250
OG0004898	YEAST01269	SACKO_02481
OG0004902	YEAST00933	SACKO_25996, SACKO_09081
OG0004903	YEAST03539	SACKO_16168
OG0004906	YEAST02770	SACKO_27225
OG0004911	YEAST04765	SACKO_20391
OG0004913	YEAST01636	SACKO_17822
OG0004914	YEAST03369	SACKO_04546
OG0004917	YEAST00244	SACKO_11578, SACKO_25292
OG0004922	YEAST03302	SACKO_12192
OG0004924	YEAST03555, YEAST03277	SACKO_11735
OG0004928	YEAST00311	SACKO_30858
OG0004932	YEAST04654	SACKO_24556
OG0004940	YEAST05107, YEAST05559	SACKO_26982
OG0004941	YEAST03194	SACKO_10807
OG0004947	YEAST05164	SACKO_20318, SACKO_20325
OG0004948	YEAST02275	SACKO_08889, SACKO_25988, SACKO_05613
OG0004949	YEAST04201	SACKO_22218
OG0004952	YEAST02477	SACKO_17947
OG0004954	YEAST06058	SACKO_21509
OG0004962	YEAST04400	SACKO_08019
OG0004963	YEAST04940	SACKO_23165
OG0004964	YEAST04104	SACKO_32501
OG0004968	YEAST03489	SACKO_18775
OG0004969	YEAST02591	SACKO_26374
OG0004970	YEAST04414	SACKO_01641, SACKO_10357
OG0004971	YEAST05364	SACKO_06983
OG0004972	YEAST03511	SACKO_22022
OG0004975	YEAST00144, YEAST01994	SACKO_00488
OG0004976	YEAST05983	SACKO_08243, SACKO_02364
OG0004977	YEAST06017	SACKO_22819
OG0004979	YEAST06027	SACKO_02688
OG0004980	YEAST05221	SACKO_20568
OG0004981	YEAST03914, YEAST04639	SACKO_04840
OG0004982	YEAST03625	SACKO_22755
OG0004985	YEAST03498	SACKO_31814
OG0004988	YEAST05990	SACKO_18301
OG0004989	YEAST04576	SACKO_11544
OG0004990	YEAST04419	SACKO_26462
OG0004992	YEAST05627	SACKO_32296
OG0004996	YEAST04793	SACKO_08815
OG0004997	YEAST01342	SACKO_10528
OG0005002	YEAST05414	SACKO_02438
OG0005003	YEAST02467, YEAST00216	SACKO_30286
OG0005006	YEAST06096	SACKO_18020
OG0005007	YEAST03893	SACKO_20867
OG0005014	YEAST02538	SACKO_07120
OG0005015	YEAST01649, YEAST01932	SACKO_20083
OG0005038	YEAST02861	SACKO_27543
OG0005040	YEAST04778	SACKO_25212
OG0005047	YEAST01837	SACKO_09268
OG0005053	YEAST00680	SACKO_07009
OG0005055	YEAST02159	SACKO_33431
OG0005059	YEAST03737	SACKO_08214
OG0005067	YEAST06051	SACKO_18537
OG0005069	YEAST03130	SACKO_02053
OG0005073	YEAST00873	SACKO_22512
OG0005076	YEAST04563	SACKO_12219
OG0005081	YEAST03124	SACKO_28501
OG0005083	YEAST00678, YEAST05235	SACKO_10824, SACKO_14378
OG0005084	YEAST03782	SACKO_10756
OG0005085	YEAST06159	SACKO_08632
OG0005086	YEAST00205	SACKO_09796
OG0005087	YEAST00816	SACKO_26884
OG0005088	YEAST05769, YEAST03125	SACKO_07514
OG0005089	YEAST04644	SACKO_29217, SACKO_21923
OG0005090	YEAST00338	SACKO_28704
OG0005091	YEAST05089	SACKO_20390
OG0005093	YEAST01810	SACKO_00264
OG0005095	YEAST04437	SACKO_11724
OG0005096	YEAST00667	SACKO_08547
OG0005097	YEAST05071	SACKO_28710
OG0005099	YEAST01396	SACKO_28740
OG0005100	YEAST02389	SACKO_15498
OG0005104	YEAST05248	SACKO_16365
OG0005106	YEAST06065, YEAST00421	SACKO_14588
OG0005107	YEAST06099	SACKO_25977
OG0005109	YEAST05204, YEAST00612	SACKO_00649, SACKO_06885
OG0005111	YEAST06212, YEAST04032	SACKO_03903
OG0005114	YEAST02131	SACKO_33104
OG0005121	YEAST02052	SACKO_14259
OG0005124	YEAST04099	SACKO_09124
OG0005130	YEAST03863	SACKO_30619
OG0005139	YEAST04015	SACKO_31277
OG0005142	YEAST03890	SACKO_14132
OG0005143	YEAST00443	SACKO_20879
OG0005144	YEAST04065	SACKO_19198
OG0005146	YEAST02971	SACKO_22242
OG0005151	YEAST03382	SACKO_21163
OG0005152	YEAST00847	SACKO_10314
OG0005157	YEAST02981	SACKO_24862
OG0005160	YEAST06113	SACKO_03783
OG0005164	YEAST06283	SACKO_08424, SACKO_34100
OG0005167	YEAST03924	SACKO_33367
OG0005168	YEAST06272	SACKO_22221
OG0005169	YEAST00459	SACKO_23244
OG0005175	YEAST05445	SACKO_09149
OG0005176	YEAST00218	SACKO_08851, SACKO_08860
OG0005178	YEAST04497	SACKO_15709
OG0005179	YEAST05659	SACKO_15705
OG0005183	YEAST05308	SACKO_21108
OG0005184	YEAST00492	SACKO_06829
OG0005187	YEAST05234	SACKO_15976
OG0005188	YEAST01554	SACKO_06366, SACKO_04157
OG0005191	YEAST00993	SACKO_04246
OG0005192	YEAST05720	SACKO_20974
OG0005194	YEAST04086	SACKO_33623
OG0005196	YEAST01388	SACKO_10862, SACKO_29490
OG0005198	YEAST00327	SACKO_23347
OG0005200	YEAST01016	SACKO_29431
OG0005201	YEAST00082	SACKO_32706
OG0005203	YEAST02207	SACKO_28074
OG0005204	YEAST01178	SACKO_24981
OG0005205	YEAST01046	SACKO_14934
OG0005208	YEAST01429	SACKO_10652
OG0005212	YEAST06147	SACKO_31549
OG0005220	YEAST04357	SACKO_21196
OG0005221	YEAST03209	SACKO_29147, SACKO_30282
OG0005222	YEAST05518	SACKO_00285, SACKO_30385
OG0005224	YEAST06324	SACKO_03117
OG0005225	YEAST05094	SACKO_09558
OG0005227	YEAST05529	SACKO_15200
OG0005228	YEAST05916	SACKO_17850
OG0005229	YEAST04766	SACKO_03599
OG0005231	YEAST02681	SACKO_27098
OG0005233	YEAST00564	SACKO_31087
OG0005237	YEAST05398	SACKO_22191
OG0005238	YEAST00351	SACKO_06562
OG0005239	YEAST04499	SACKO_23790
OG0005240	YEAST03058	SACKO_02945
OG0005244	YEAST06021	SACKO_32310
OG0005247	YEAST06314	SACKO_07619
OG0005251	YEAST00934	SACKO_32099
OG0005254	YEAST00814	SACKO_18442, SACKO_28196
OG0005259	YEAST04276	SACKO_26435
OG0005261	YEAST01831	SACKO_26304, SACKO_18254
OG0005262	YEAST05458	SACKO_16940, SACKO_16966
OG0005264	YEAST03506	SACKO_33466, SACKO_33472
OG0005267	YEAST03513	SACKO_09964
OG0005269	YEAST03314	SACKO_16437, SACKO_23666
OG0005273	YEAST04916	SACKO_29747
OG0005275	YEAST03695	SACKO_16918
OG0005277	YEAST04186	SACKO_27584
OG0005279	YEAST05219	SACKO_32131
OG0005280	YEAST00305	SACKO_02592
OG0005281	YEAST05694	SACKO_28937
OG0005285	YEAST03115	SACKO_20307
OG0005289	YEAST03438	SACKO_28288
OG0005292	YEAST01718	SACKO_07108
OG0005293	YEAST03033	SACKO_27710
OG0005294	YEAST01981	SACKO_27031
OG0005298	YEAST03696	SACKO_30051
OG0005299	YEAST00788	SACKO_23941, SACKO_26770
OG0005300	YEAST04941	SACKO_23658
OG0005304	YEAST05397	SACKO_05348
OG0005309	YEAST03670	SACKO_18896
OG0005312	YEAST05201, YEAST04689	SACKO_10863, SACKO_29362, SACKO_12617
OG0005314	YEAST05231, YEAST01835	SACKO_05335
OG0005316	YEAST02690	SACKO_27863
OG0005317	YEAST03232	SACKO_13887
OG0005318	YEAST02932	SACKO_10693, SACKO_30485
OG0005319	YEAST00507	SACKO_27913, SACKO_02189, SACKO_21306, SACKO_03319, SACKO_12116, SACKO_16812, SACKO_29768, SACKO_04545
OG0005323	YEAST01809	SACKO_29224
OG0005324	YEAST02894	SACKO_21412
OG0005326	YEAST02113	SACKO_33876
OG0005360	YEAST05037	SACKO_20696, SACKO_20704
OG0005365	YEAST00555	SACKO_07872
OG0005366	YEAST05488	SACKO_22151
OG0005370	YEAST06092	SACKO_28572
OG0005371	YEAST06170	SACKO_13937
OG0005373	YEAST05422	SACKO_20876
OG0005374	YEAST05714	SACKO_29513
OG0005375	YEAST03962	SACKO_28133
OG0005379	YEAST03216	SACKO_06199
OG0005390	YEAST03532	SACKO_07351
OG0005391	YEAST02166	SACKO_19051
OG0005393	YEAST04280	SACKO_04957
OG0005394	YEAST00853	SACKO_26848
OG0005396	YEAST05100	SACKO_28987, SACKO_28978
OG0005399	YEAST03052	SACKO_13248, SACKO_33792
OG0005402	YEAST00454, YEAST00455	SACKO_12582
OG0005403	YEAST03894	SACKO_33705, SACKO_33700
OG0005406	YEAST00801	SACKO_26904
OG0005409	YEAST01305	SACKO_25152
OG0005412	YEAST00286	SACKO_18986, SACKO_18982
OG0005413	YEAST00212	SACKO_05812
OG0005417	YEAST02517	SACKO_00366
OG0005422	YEAST00744	SACKO_15312
OG0005430	YEAST02046	SACKO_06342
OG0005431	YEAST00653	SACKO_34094
OG0005432	YEAST00083	SACKO_29721
OG0005433	YEAST00126	SACKO_19392
OG0005435	YEAST02973	SACKO_21591
OG0005437	YEAST04554	SACKO_23249
OG0005438	YEAST03985	SACKO_10982
OG0005439	YEAST00480, YEAST02388	SACKO_23141
OG0005446	YEAST02856	SACKO_25178
OG0005448	YEAST00061	SACKO_08929
OG0005451	YEAST02174	SACKO_10137, SACKO_33945
OG0005455	YEAST01906	SACKO_02035
OG0005464	YEAST03289	SACKO_23324
OG0005465	YEAST02925	SACKO_11967
OG0005466	YEAST04413	SACKO_10391
OG0005469	YEAST03750	SACKO_02164
OG0005470	YEAST05805	SACKO_08641, SACKO_21038
OG0005471	YEAST02704	SACKO_33158
OG0005474	YEAST05625	SACKO_25028
OG0005476	YEAST00929	SACKO_23429
OG0005479	YEAST06140	SACKO_04943
OG0005481	YEAST02988	SACKO_01770, SACKO_05427
OG0005482	YEAST06080	SACKO_02263
OG0005484	YEAST05993	SACKO_32143
OG0005488	YEAST02834	SACKO_18237
OG0005489	YEAST02006	SACKO_23857, SACKO_23864
OG0005490	YEAST02289	SACKO_26483
OG0005493	YEAST03669	SACKO_33978
OG0005495	YEAST04982	SACKO_26369
OG0005498	YEAST02944	SACKO_32890
OG0005499	YEAST00316	SACKO_01720, SACKO_27671
OG0005503	YEAST01883	SACKO_13816
OG0005504	YEAST02859	SACKO_09745
OG0005508	YEAST05735	SACKO_22840
OG0005511	YEAST04889	SACKO_04815
OG0005514	YEAST00756	SACKO_00731
OG0005524	YEAST04752	SACKO_19555
OG0005527	YEAST05177	SACKO_23387
OG0005531	YEAST02508	SACKO_23853, SACKO_01311
OG0005533	YEAST05670	SACKO_11124
OG0005535	YEAST03305	SACKO_18247
OG0005537	YEAST00932	SACKO_05339
OG0005539	YEAST01881	SACKO_14002
OG0005540	YEAST04214	SACKO_07413
OG0005545	YEAST06273	SACKO_23437
OG0005554	YEAST01003	SACKO_12857
OG0005556	YEAST01807	SACKO_11230
OG0005559	YEAST02680	SACKO_32562
OG0005560	YEAST01996	SACKO_26950
OG0005561	YEAST05048	SACKO_19047
OG0005562	YEAST02317	SACKO_06271
OG0005563	YEAST03552	SACKO_30658
OG0005564	YEAST02525	SACKO_00752
OG0005566	YEAST02934	SACKO_01297
OG0005569	YEAST01288	SACKO_00916
OG0005570	YEAST05155	SACKO_28247
OG0005572	YEAST04844	SACKO_18484
OG0005573	YEAST00059	SACKO_03627
OG0005574	YEAST02083	SACKO_29223
OG0005575	YEAST02256	SACKO_32732, SACKO_01309
OG0005580	YEAST03612	SACKO_32241
OG0005582	YEAST06134	SACKO_11957
OG0005584	YEAST03140, YEAST03524	SACKO_26245
OG0005586	YEAST00364	SACKO_10058, SACKO_23096
OG0005589	YEAST06142	SACKO_15373, SACKO_21636
OG0005590	YEAST05462	SACKO_28510, SACKO_28504
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	SACKO_05334
OG0005594	YEAST04980	SACKO_34086
OG0005595	YEAST01803	SACKO_24080, SACKO_24129
OG0005597	YEAST02753	SACKO_33504
OG0005598	YEAST01870	SACKO_05099
OG0005599	YEAST01798	SACKO_26088
OG0005600	YEAST00206	SACKO_12141
OG0005604	YEAST03276	SACKO_31223
OG0005605	YEAST01083	SACKO_01319, SACKO_03474
OG0005613	YEAST02714	SACKO_09102
OG0005617	YEAST02068	SACKO_18049
OG0005618	YEAST04830	SACKO_32291
OG0005620	YEAST04915	SACKO_29798
OG0005622	YEAST05142	SACKO_09157, SACKO_17448
OG0005623	YEAST01590	SACKO_12365
OG0005626	YEAST02896	SACKO_18302
OG0005632	YEAST01025	SACKO_05636, SACKO_13716
OG0005636	YEAST04250, YEAST02533	SACKO_04529
OG0005641	YEAST05413	SACKO_02171
OG0005643	YEAST05368	SACKO_31382, SACKO_23985
OG0005645	YEAST03386	SACKO_13632
OG0005649	YEAST03683	SACKO_24271
OG0005652	YEAST02748	SACKO_07569
OG0005656	YEAST05558	SACKO_12770
OG0005665	YEAST05074	SACKO_21292
OG0005681	YEAST01514	SACKO_13496
OG0005694	YEAST02311	SACKO_12183
OG0005701	YEAST03349	SACKO_25580, SACKO_25586
OG0005702	YEAST02337	SACKO_30598
OG0005703	YEAST00484	SACKO_25031
OG0005707	YEAST01682	SACKO_21284
OG0005715	YEAST05111	SACKO_15794, SACKO_29814
OG0005719	YEAST01866	SACKO_28857
OG0005723	YEAST05629	SACKO_26449
OG0005724	YEAST03029	SACKO_24067
OG0005728	YEAST03877	SACKO_25048
OG0005729	YEAST04879	SACKO_05332
OG0005731	YEAST04127	SACKO_02230
OG0005732	YEAST05411, YEAST00067	SACKO_33573
OG0005734	YEAST03845	SACKO_04616
OG0005747	YEAST02338	SACKO_07235
OG0005749	YEAST00550	SACKO_08289
OG0005750	YEAST05318	SACKO_16122
OG0005758	YEAST03970	SACKO_33511
OG0005764	YEAST03256	SACKO_07393
OG0005769	YEAST05614	SACKO_00583
OG0005774	YEAST01218	SACKO_32502
OG0005775	YEAST04199	SACKO_28775
OG0005779	YEAST03322	SACKO_22033
OG0005783	YEAST04090	SACKO_12747
OG0005784	YEAST06131	SACKO_09927, SACKO_24101
OG0005787	YEAST03651	SACKO_13044
OG0005789	YEAST06245	SACKO_01797
OG0005790	YEAST01022	SACKO_11653
OG0005792	YEAST02379	SACKO_09947
OG0005793	YEAST03437	SACKO_32350
OG0005794	YEAST03999	SACKO_02695
OG0005796	YEAST02169	SACKO_27665, SACKO_27666
OG0005797	YEAST04949	SACKO_10267
OG0005799	YEAST05573	SACKO_15318
OG0005800	YEAST03278	SACKO_15364
OG0005801	YEAST00340	SACKO_04909
OG0005803	YEAST05968	SACKO_31550
OG0005805	YEAST01806	SACKO_32476
OG0005807	YEAST01275	SACKO_31322
OG0005811	YEAST01007	SACKO_17687
OG0005812	YEAST06095, YEAST02696, YEAST03626	SACKO_09960
OG0005814	YEAST01475	SACKO_08863
OG0005815	YEAST03739	SACKO_03784
OG0005819	YEAST04896	SACKO_21818
OG0005823	YEAST01415	SACKO_21213
OG0005828	YEAST00547	SACKO_02208
OG0005831	YEAST05339	SACKO_24491
OG0005832	YEAST00468	SACKO_26865
OG0005835	YEAST01714	SACKO_27487
OG0005837	YEAST02139	SACKO_00129
OG0005842	YEAST02254	SACKO_28891
OG0005843	YEAST02236	SACKO_05473, SACKO_05478
OG0005845	YEAST00903	SACKO_23611
OG0005848	YEAST01451, YEAST02858	SACKO_27241
OG0005849	YEAST01002	SACKO_22878
OG0005850	YEAST01618	SACKO_22848
OG0005860	YEAST01211	SACKO_01106
OG0005864	YEAST04171	SACKO_10525
OG0005865	YEAST02036	SACKO_07232
OG0005866	YEAST02662, YEAST00926, YEAST05389	SACKO_32135
OG0005869	YEAST04361	SACKO_23956
OG0005872	YEAST00119	SACKO_12911, SACKO_00302
OG0005874	YEAST05241	SACKO_22821
OG0005880	YEAST00456	SACKO_23727
OG0005886	YEAST01320	SACKO_05225
OG0005887	YEAST02429, YEAST01660	SACKO_02721
OG0005888	YEAST01289, YEAST02921	SACKO_05779, SACKO_10273
OG0005889	YEAST02568	SACKO_27899
OG0005893	YEAST05434	SACKO_30083
OG0005897	YEAST04730	SACKO_12088
OG0005898	YEAST04411	SACKO_04234
OG0005899	YEAST01832	SACKO_33726, SACKO_00286
OG0005901	YEAST04462	SACKO_01806
OG0005902	YEAST03800	SACKO_23335
OG0005906	YEAST01796	SACKO_17195
OG0005909	YEAST01623	SACKO_09181
OG0005919	YEAST06039	SACKO_18340
OG0005921	YEAST01856	SACKO_27138
OG0005922	YEAST03364	SACKO_01240, SACKO_10758
OG0005925	YEAST05583	SACKO_21169, SACKO_21160
OG0005928	YEAST02001	SACKO_22454
OG0005931	YEAST04950	SACKO_06243
OG0005932	YEAST02495	SACKO_20520, SACKO_28105
OG0005933	YEAST05705	SACKO_09364
OG0005936	YEAST03224	SACKO_11879
OG0005940	YEAST04035	SACKO_08768
OG0005943	YEAST00579	SACKO_02755
OG0005944	YEAST01316	SACKO_06083
OG0005946	YEAST05608	SACKO_26614
OG0005949	YEAST06253	SACKO_07745
OG0005952	YEAST03507	SACKO_19471
OG0005954	YEAST01233	SACKO_18460
OG0005955	YEAST00616	SACKO_28944
OG0005960	YEAST04608	SACKO_28497
OG0005961	YEAST00672	SACKO_28103, SACKO_20518
OG0005965	YEAST02033	SACKO_03375
OG0005966	YEAST04113	SACKO_27524
OG0005968	YEAST05417	SACKO_00176
OG0005969	YEAST04558, YEAST04559	SACKO_08901
OG0005970	YEAST05328	SACKO_20986
OG0005974	YEAST06068	SACKO_19798
OG0005976	YEAST02136	SACKO_13844
OG0005978	YEAST01891	SACKO_07717
OG0005980	YEAST06132	SACKO_27234
OG0005984	YEAST04078, YEAST01479	SACKO_27458
OG0005985	YEAST00726	SACKO_14673, SACKO_22897, SACKO_10709
OG0005986	YEAST02056	SACKO_22136
OG0005987	YEAST05748	SACKO_17121
OG0005989	YEAST04850	SACKO_11015, SACKO_28867
OG0005991	YEAST06034	SACKO_20400
OG0005993	YEAST04496	SACKO_02631
OG0005995	YEAST01813	SACKO_26470
OG0005996	YEAST02670	SACKO_13790
OG0005998	YEAST04034	SACKO_31368
OG0006001	YEAST02335	SACKO_12304
OG0006003	YEAST05889	SACKO_00499
OG0006005	YEAST05024	SACKO_08247
OG0006011	YEAST02553	SACKO_30182
OG0006031	YEAST00879	SACKO_24251
OG0006059	YEAST03490	SACKO_27866, SACKO_27873
OG0006063	YEAST00475	SACKO_06438
OG0006064	YEAST03138	SACKO_10725
OG0006065	YEAST06018	SACKO_00789
OG0006069	YEAST00670	SACKO_28743
OG0006071	YEAST02732	SACKO_12729
OG0006072	YEAST03317	SACKO_28406
OG0006073	YEAST06328	SACKO_22196
OG0006074	YEAST00045	SACKO_00950
OG0006079	YEAST05794	SACKO_12072
OG0006084	YEAST02308	SACKO_07092
OG0006087	YEAST02260	SACKO_11692
OG0006090	YEAST03852	SACKO_01234
OG0006095	YEAST03334	SACKO_21352
OG0006096	YEAST03331	SACKO_05559, SACKO_19081
OG0006098	YEAST06192	SACKO_05301
OG0006103	YEAST01110	SACKO_05278
OG0006104	YEAST03697	SACKO_15560
OG0006106	YEAST00295	SACKO_05387
OG0006113	YEAST06164	SACKO_09698, SACKO_09709
OG0006114	YEAST05960	SACKO_18705
OG0006115	YEAST01346	SACKO_08984
OG0006116	YEAST05770	SACKO_09058
OG0006117	YEAST05899	SACKO_28039
OG0006122	YEAST05199	SACKO_25589
OG0006127	YEAST04711	SACKO_19052, SACKO_19045
OG0006134	YEAST00416	SACKO_29020
OG0006135	YEAST01799	SACKO_31422
OG0006135	YEAST00161	SACKO_27637, SACKO_21881
OG0006136	YEAST05740	SACKO_27120
OG0006140	YEAST05182	SACKO_09562
OG0006141	YEAST02626	SACKO_06850
OG0006144	YEAST04770	SACKO_15295
OG0006145	YEAST01394	SACKO_16961
OG0006147	YEAST05179	SACKO_14272, SACKO_23703
OG0006149	YEAST05979	SACKO_06098
OG0006152	YEAST03796	SACKO_21514
OG0006155	YEAST04800	SACKO_10981
OG0006156	YEAST00437	SACKO_00045
OG0006157	YEAST02465	SACKO_21161, SACKO_14330
OG0006159	YEAST06098	SACKO_13495, SACKO_19097
OG0006160	YEAST01548	SACKO_33773
OG0006161	YEAST04301	SACKO_17894
OG0006168	YEAST01411	SACKO_32294
OG0006169	YEAST02933	SACKO_10416
OG0006176	YEAST03164	SACKO_02302, SACKO_32394
OG0006177	YEAST01871, YEAST01295	SACKO_28221
OG0006180	YEAST00504	SACKO_17407
OG0006181	YEAST02419	SACKO_06134
OG0006185	YEAST05986	SACKO_13993
OG0006186	YEAST01010	SACKO_31282
OG0006188	YEAST05311	SACKO_07194
OG0006189	YEAST00844, YEAST06269	SACKO_33366
OG0006191	YEAST02336	SACKO_21296
OG0006192	YEAST06153	SACKO_01391
OG0006196	YEAST03954	SACKO_30856
OG0006199	YEAST06121	SACKO_06227
OG0006200	YEAST05079	SACKO_20572, SACKO_15696
OG0006202	YEAST00362	SACKO_15491, SACKO_16355
OG0006204	YEAST02271	SACKO_10202
OG0006209	YEAST04555	SACKO_24255
OG0006210	YEAST00201	SACKO_18778
OG0006213	YEAST03554	SACKO_21335
OG0006214	YEAST04089	SACKO_05862
OG0006216	YEAST01089	SACKO_24474
OG0006217	YEAST00809	SACKO_07207
OG0006224	YEAST02751, YEAST03048	SACKO_33216
OG0006225	YEAST04875	SACKO_03137
OG0006227	YEAST00128	SACKO_00360
OG0006229	YEAST00143	SACKO_15856
OG0006230	YEAST03869	SACKO_09576
OG0006233	YEAST04247	SACKO_11025
OG0006237	YEAST02126	SACKO_20298
OG0006240	YEAST04649	SACKO_29884
OG0006245	YEAST05732	SACKO_13591, SACKO_13588
OG0006247	YEAST04977	SACKO_04844
OG0006249	YEAST00821	SACKO_12077, SACKO_06923
OG0006250	YEAST05424	SACKO_33637
OG0006251	YEAST04963	SACKO_13744
OG0006255	YEAST03350	SACKO_14174
OG0006258	YEAST05637	SACKO_33663, SACKO_28085
OG0006259	YEAST05672	SACKO_08122
OG0006260	YEAST04100	SACKO_01212
OG0006263	YEAST02521	SACKO_23315
OG0006269	YEAST03069	SACKO_23723
OG0006271	YEAST00375	SACKO_31553
OG0006275	YEAST06102	SACKO_08975
OG0006277	YEAST02811	SACKO_31185
OG0006279	YEAST04402	SACKO_18919
OG0006280	YEAST04541	SACKO_03118
OG0006281	YEAST04979	SACKO_26666
OG0006282	YEAST01445	SACKO_23844
OG0006283	YEAST00229	SACKO_11202
OG0006284	YEAST04213	SACKO_01400
OG0006288	YEAST02860	SACKO_01301
OG0006289	YEAST06209	SACKO_31445
OG0006293	YEAST05380	SACKO_20678
OG0006294	YEAST04000	SACKO_33988
OG0006295	YEAST05360	SACKO_07537
OG0006302	YEAST01852	SACKO_20695
OG0006306	YEAST00230	SACKO_04334
OG0006311	YEAST01145	SACKO_26809
OG0006313	YEAST02392	SACKO_20864
OG0006315	YEAST00489	SACKO_05661
OG0006317	YEAST02082	SACKO_21312
OG0006319	YEAST01135	SACKO_09566
OG0006320	YEAST04478	SACKO_23414
OG0006322	YEAST00815	SACKO_08927
OG0006329	YEAST01245	SACKO_30287
OG0006332	YEAST06042	SACKO_08811
OG0006334	YEAST00864	SACKO_00491
OG0006335	YEAST02588	SACKO_22904, SACKO_22906
OG0006339	YEAST06286	SACKO_04371
OG0006340	YEAST00922, YEAST05387	SACKO_06436
OG0006341	YEAST01452	SACKO_03883
OG0006344	YEAST01465	SACKO_19343, SACKO_19339
OG0006347	YEAST03436	SACKO_06194
OG0006349	YEAST05233	SACKO_07506
OG0006350	YEAST00452	SACKO_16257
OG0006357	YEAST02650	SACKO_31096
OG0006360	YEAST01556	SACKO_25975
OG0006362	YEAST05722	SACKO_15563
OG0006370	YEAST02350	SACKO_29230
OG0006372	YEAST05423	SACKO_18473, SACKO_17152
OG0006375	YEAST05198	SACKO_15548
OG0006377	YEAST04974	SACKO_19723
OG0006381	YEAST01058	SACKO_33730
OG0006382	YEAST03313	SACKO_05639
OG0006385	YEAST04806	SACKO_02312
OG0006387	YEAST05324	SACKO_32566, SACKO_32560
OG0006389	YEAST02409	SACKO_22546
OG0006390	YEAST00339	SACKO_32036
OG0006392	YEAST01246	SACKO_04750
OG0006396	YEAST02453	SACKO_27560
