Orthogroup	YEAST	DROME
OG0004922	YEAST03302	DROME15327
OG0004924	YEAST03555, YEAST03277	DROME10830, DROME07167
OG0004928	YEAST00311	DROME08425
OG0004932	YEAST04654	DROME06711, DROME21545
OG0004935	YEAST02167	DROME01124, DROME21902
OG0004940	YEAST05107, YEAST05559	DROME17902
OG0004941	YEAST03194	DROME08496
OG0004947	YEAST05164	DROME02539, DROME02538
OG0004948	YEAST02275	DROME10356, DROME10355
OG0004949	YEAST04201	DROME10079
OG0004952	YEAST02477	DROME04437, DROME04439
OG0004954	YEAST06058	DROME00788
OG0004963	YEAST04940	DROME16550
OG0004964	YEAST04104	DROME03316, DROME00530
OG0004968	YEAST03489	DROME13729
OG0004969	YEAST02591	DROME05438
OG0004970	YEAST04414	DROME11414
OG0004971	YEAST05364	DROME02694
OG0004972	YEAST03511	DROME08727, DROME08726, DROME08728
OG0004975	YEAST00144, YEAST01994	DROME02159
OG0004976	YEAST05983	DROME00645
OG0004977	YEAST06017	DROME03602
OG0004979	YEAST06027	DROME16138
OG0004980	YEAST05221	DROME03892
OG0004981	YEAST03914, YEAST04639	DROME12849
OG0004982	YEAST03625	DROME15865
OG0004985	YEAST03498	DROME02098
OG0004988	YEAST05990	DROME03458, DROME03460, DROME03459
OG0004989	YEAST04576	DROME22081, DROME22082
OG0004992	YEAST05627	DROME21455, DROME21454
OG0004997	YEAST01342	DROME14795
OG0005002	YEAST05414	DROME06516, DROME06517
OG0005003	YEAST02467, YEAST00216	DROME03928
OG0005006	YEAST06096	DROME11996
OG0005007	YEAST03893	DROME10736, DROME10737
OG0005014	YEAST02538	DROME10673
OG0005015	YEAST01649, YEAST01932	DROME17219, DROME13880
OG0005038	YEAST02861	DROME10536
OG0005040	YEAST04778	DROME12131
OG0005047	YEAST01837	DROME10719, DROME10720, DROME04066
OG0005053	YEAST00680	DROME16491
OG0005059	YEAST03737	DROME21332, DROME21333, DROME21331
OG0005067	YEAST06051	DROME04857
OG0005069	YEAST03130	DROME09600
OG0005073	YEAST00873	DROME03220
OG0005076	YEAST04563	DROME03212
OG0005081	YEAST03124	DROME10206
OG0005083	YEAST00678, YEAST05235	DROME15688, DROME15689
OG0005085	YEAST06159	DROME04061, DROME04063, DROME04062
OG0005086	YEAST00205	DROME19289
OG0005087	YEAST00816	DROME08803
OG0005088	YEAST05769, YEAST03125	DROME22011, DROME22012
OG0005089	YEAST04644	DROME19159, DROME16204
OG0005090	YEAST00338	DROME15517
OG0005091	YEAST05089	DROME03308, DROME03309, DROME03310
OG0005093	YEAST01810	DROME05559
OG0005095	YEAST04437	DROME02229
OG0005096	YEAST00667	DROME02037
OG0005097	YEAST05071	DROME09273, DROME09274, DROME09272
OG0005099	YEAST01396	DROME09599
OG0005100	YEAST02389	DROME04486
OG0005104	YEAST05248	DROME20927
OG0005106	YEAST06065, YEAST00421	DROME03857
OG0005107	YEAST06099	DROME08339
OG0005109	YEAST06143	DROME14467
OG0005109	YEAST05204, YEAST00612	DROME19414, DROME19413
OG0005111	YEAST06212, YEAST04032	DROME13957, DROME13956
OG0005114	YEAST02131	DROME19429
OG0005117	YEAST06050	DROME01907, DROME01909, DROME01908, DROME01910
OG0005121	YEAST02052	DROME13814, DROME13815, DROME13816
OG0005124	YEAST04099	DROME16620
OG0005130	YEAST03863	DROME01130
OG0005139	YEAST04015	DROME15604
OG0005142	YEAST03890	DROME12779
OG0005143	YEAST00443	DROME18172, DROME18171
OG0005144	YEAST04065	DROME16396
OG0005146	YEAST02971	DROME01676
OG0005149	YEAST03025, YEAST02738	DROME13939, DROME13941, DROME13940, DROME03013
OG0005151	YEAST03382	DROME21402
OG0005152	YEAST00847	DROME02100
OG0005157	YEAST02981	DROME20357, DROME10521
OG0005160	YEAST06113	DROME13926
OG0005164	YEAST06283	DROME17784
OG0005167	YEAST03924	DROME21743, DROME21744
OG0005168	YEAST06272	DROME21709, DROME21708, DROME02504, DROME02503
OG0005169	YEAST00459	DROME00581
OG0005175	YEAST05445	DROME18164
OG0005176	YEAST00218	DROME19605
OG0005178	YEAST04497	DROME17186
OG0005179	YEAST05659	DROME12341
OG0005183	YEAST05308	DROME07939, DROME08717
OG0005184	YEAST00492	DROME11560
OG0005187	YEAST05234	DROME14003
OG0005188	YEAST01554	DROME10586
OG0005192	YEAST05720	DROME06272
OG0005194	YEAST04086	DROME04866
OG0005196	YEAST01388	DROME08964
OG0005198	YEAST00327	DROME10991
OG0005200	YEAST01016	DROME17886, DROME17887
OG0005201	YEAST00082	DROME12308
OG0005204	YEAST01178	DROME11843
OG0005205	YEAST01046	DROME03877, DROME03878
OG0005208	YEAST01429	DROME19833
OG0005212	YEAST06147	DROME05395
OG0005220	YEAST04357	DROME01905, DROME01906
OG0005221	YEAST03209	DROME13777
OG0005222	YEAST05518	DROME20001
OG0005224	YEAST06324	DROME09621
OG0005225	YEAST05094	DROME01306, DROME18929
OG0005227	YEAST05529	DROME19504
OG0005228	YEAST05916	DROME12549, DROME12550
OG0005229	YEAST04766	DROME21401
OG0005231	YEAST02681	DROME13341
OG0005233	YEAST00564	DROME13588, DROME13587
OG0005237	YEAST05398	DROME13694, DROME13695
OG0005238	YEAST00351	DROME03305
OG0005239	YEAST04499	DROME16969
OG0005240	YEAST03058	DROME05667
OG0005244	YEAST06021	DROME11413
OG0005247	YEAST06314	DROME11577
OG0005249	YEAST03446	DROME17651
OG0005251	YEAST00934	DROME15484, DROME15485
OG0005254	YEAST00814	DROME13236
OG0005259	YEAST04276	DROME01189
OG0005261	YEAST01831	DROME19226, DROME19227
OG0005262	YEAST05458	DROME14948
OG0005264	YEAST03506	DROME11198
OG0005267	YEAST03513	DROME04420, DROME19231
OG0005269	YEAST03314	DROME02004
OG0005273	YEAST04916	DROME12536
OG0005275	YEAST03695	DROME01626
OG0005277	YEAST04186	DROME18936
OG0005279	YEAST05219	DROME20688
OG0005280	YEAST00305	DROME12955
OG0005281	YEAST05694	DROME05856
OG0005285	YEAST03115	DROME15354
OG0005289	YEAST03438	DROME14959, DROME14958, DROME21287
OG0005292	YEAST01718	DROME11303, DROME11304
OG0005293	YEAST03033	DROME18824
OG0005294	YEAST01981	DROME21633, DROME21631, DROME21632
OG0005295	YEAST06195	DROME08747
OG0005298	YEAST03696	DROME06419
OG0005300	YEAST04941	DROME02618
OG0005304	YEAST05397	DROME13378
OG0005309	YEAST03670	DROME21996, DROME22002, DROME21999
OG0005312	YEAST05201, YEAST04689	DROME17116
OG0005314	YEAST05231, YEAST01835	DROME10353
OG0005316	YEAST02690	DROME02492
OG0005318	YEAST02932	DROME20590
OG0005319	YEAST00507	DROME02700, DROME01499
OG0005323	YEAST01809	DROME08220, DROME08221
OG0005324	YEAST02894	DROME20416
OG0005360	YEAST05037	DROME11664
OG0005365	YEAST00555	DROME01607
OG0005366	YEAST05488	DROME00089
OG0005370	YEAST06092	DROME19849
OG0005371	YEAST06170	DROME12636
OG0005373	YEAST05422	DROME11662
OG0005374	YEAST05714	DROME09881
OG0005375	YEAST03962	DROME09535
OG0005379	YEAST03216	DROME19618, DROME15166
OG0005390	YEAST03532	DROME18084
OG0005391	YEAST02166	DROME14955, DROME20632
OG0005393	YEAST04280	DROME09489
OG0005394	YEAST00853	DROME06384
OG0005396	YEAST05100	DROME16226
OG0005399	YEAST03052	DROME08948
OG0005402	YEAST00454, YEAST00455	DROME11740
OG0005403	YEAST03894	DROME14315
OG0005406	YEAST00801	DROME01944, DROME01943
OG0005409	YEAST01305	DROME11573, DROME11574
OG0005412	YEAST00286	DROME14813
OG0005413	YEAST00212	DROME18095
OG0005417	YEAST02517	DROME21749, DROME21750
OG0005422	YEAST00744	DROME14313, DROME14314
OG0005430	YEAST02046	DROME08640, DROME08641
OG0005431	YEAST00653	DROME10519
OG0005432	YEAST00083	DROME13664
OG0005433	YEAST00126	DROME07842
OG0005437	YEAST04554	DROME05038, DROME05039
OG0005439	YEAST00480, YEAST02388	DROME01210
OG0005446	YEAST02856	DROME06564
OG0005448	YEAST00061	DROME01872
OG0005451	YEAST02174	DROME01979
OG0005455	YEAST01906	DROME20906
OG0005464	YEAST03289	DROME13050
OG0005465	YEAST02925	DROME09126
OG0005466	YEAST04413	DROME16377
OG0005468	YEAST03549	DROME01889
OG0005469	YEAST03750	DROME11630
OG0005470	YEAST05805	DROME06057
OG0005471	YEAST02704	DROME10379
OG0005474	YEAST05625	DROME12946
OG0005476	YEAST00929	DROME18593
OG0005479	YEAST06140	DROME10657
OG0005481	YEAST02988	DROME09611, DROME09612
OG0005482	YEAST06080	DROME03827, DROME18948, DROME08539
OG0005484	YEAST05993	DROME20358
OG0005488	YEAST02834	DROME15752, DROME15753
OG0005489	YEAST02006	DROME07861
OG0005490	YEAST02289	DROME19466
OG0005493	YEAST03669	DROME12922
OG0005495	YEAST04982	DROME17019
OG0005498	YEAST02944	DROME19676
OG0005499	YEAST00316	DROME03401, DROME07297
OG0005503	YEAST01883	DROME16857
OG0005504	YEAST02859	DROME15054
OG0005508	YEAST05735	DROME17492
OG0005511	YEAST04889	DROME15312
OG0005514	YEAST00756	DROME04631
OG0005524	YEAST04752	DROME11985
OG0005527	YEAST05177	DROME06165
OG0005531	YEAST02508	DROME06302, DROME13284, DROME13285
OG0005533	YEAST05670	DROME05452
OG0005535	YEAST03305	DROME21244
OG0005537	YEAST00932	DROME13170
OG0005539	YEAST01881	DROME00462, DROME00460, DROME02960
OG0005545	YEAST06273	DROME05987
OG0005554	YEAST01003	DROME19929, DROME19930
OG0005556	YEAST01807	DROME08193
OG0005559	YEAST02680	DROME11663
OG0005560	YEAST01996	DROME07606, DROME07948
OG0005561	YEAST05048	DROME09536
OG0005562	YEAST02317	DROME16835
OG0005563	YEAST03552	DROME12068
OG0005566	YEAST02934	DROME17778, DROME19582, DROME08765
OG0005569	YEAST01288	DROME06020
OG0005570	YEAST05155	DROME12597
OG0005572	YEAST04844	DROME12985
OG0005573	YEAST00059	DROME00274, DROME00275
OG0005574	YEAST02083	DROME07973
OG0005575	YEAST02256	DROME07769
OG0005580	YEAST03612	DROME06425
OG0005582	YEAST06134	DROME17006
OG0005584	YEAST03140, YEAST03524	DROME19482
OG0005586	YEAST00364	DROME13746, DROME01782
OG0005589	YEAST06142	DROME13235
OG0005590	YEAST05462	DROME20583
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	DROME20112
OG0005594	YEAST04980	DROME19266
OG0005595	YEAST01803	DROME10967
OG0005597	YEAST02753	DROME01657
OG0005598	YEAST01870	DROME14004
OG0005599	YEAST01798	DROME21243
OG0005604	YEAST03276	DROME06435
OG0005605	YEAST01083	DROME13674
OG0005613	YEAST02714	DROME01648
OG0005617	YEAST02068	DROME14239
OG0005618	YEAST04830	DROME05739
OG0005620	YEAST04915	DROME18122, DROME18121, DROME18124, DROME18123
OG0005622	YEAST05142	DROME01204
OG0005623	YEAST01590	DROME00550
OG0005626	YEAST02896	DROME01163, DROME01164
OG0005632	YEAST01025	DROME10651
OG0005636	YEAST04250, YEAST02533	DROME08136
OG0005641	YEAST05413	DROME03027
OG0005645	YEAST03386	DROME18577
OG0005649	YEAST03683	DROME10772
OG0005652	YEAST02748	DROME06700
OG0005656	YEAST05558	DROME07968
OG0005660	YEAST04813	DROME15890, DROME15891
OG0005665	YEAST05074	DROME09179
OG0005681	YEAST01514	DROME00945
OG0005694	YEAST02311	DROME13864, DROME13863
OG0005702	YEAST02337	DROME10890
OG0005703	YEAST00484	DROME19473
OG0005707	YEAST01682	DROME15744, DROME15745
OG0005715	YEAST05111	DROME18763, DROME18764, DROME18762
OG0005719	YEAST01866	DROME19860
OG0005723	YEAST05629	DROME17035
OG0005724	YEAST03029	DROME03509, DROME03507
OG0005728	YEAST03877	DROME04547
OG0005729	YEAST04879	DROME00800
OG0005731	YEAST04127	DROME03369
OG0005732	YEAST05411, YEAST00067	DROME03588
OG0005734	YEAST03845	DROME21588, DROME04119
OG0005747	YEAST02338	DROME12400
OG0005749	YEAST00550	DROME00192
OG0005750	YEAST05318	DROME14187
OG0005758	YEAST03970	DROME02962
OG0005764	YEAST03256	DROME08532
OG0005769	YEAST05614	DROME03529, DROME03528
OG0005774	YEAST01218	DROME03197
OG0005775	YEAST04199	DROME14248, DROME03634
OG0005779	YEAST03322	DROME08845
OG0005783	YEAST04090	DROME16358
OG0005784	YEAST06131	DROME20576
OG0005787	YEAST03651	DROME16644, DROME18583
OG0005789	YEAST06245	DROME02052
OG0005790	YEAST01022	DROME02319
OG0005792	YEAST02379	DROME04031
OG0005793	YEAST03437	DROME13741
OG0005794	YEAST03999	DROME20570
OG0005796	YEAST02169	DROME21579
OG0005797	YEAST04949	DROME13677
OG0005799	YEAST05573	DROME17772
OG0005800	YEAST03278	DROME14692
OG0005801	YEAST00340	DROME20251, DROME13442
OG0005803	YEAST05968	DROME06804
OG0005805	YEAST01806	DROME18523
OG0005807	YEAST01275	DROME15016
OG0005811	YEAST01007	DROME15005, DROME15004
OG0005812	YEAST06095, YEAST02696, YEAST03626	DROME17684
OG0005814	YEAST01475	DROME21970
OG0005815	YEAST03739	DROME17829
OG0005819	YEAST04896	DROME10881
OG0005823	YEAST01415	DROME16943
OG0005831	YEAST05339	DROME02056
OG0005832	YEAST00468	DROME03903
OG0005835	YEAST01714	DROME10113
OG0005837	YEAST02139	DROME19685
OG0005842	YEAST02254	DROME03001
OG0005843	YEAST02236	DROME07738
OG0005845	YEAST00903	DROME12524
OG0005848	YEAST01451, YEAST02858	DROME17120
OG0005849	YEAST01002	DROME15063, DROME15062
OG0005850	YEAST01618	DROME15741, DROME15742
OG0005860	YEAST01211	DROME13592
OG0005864	YEAST04171	DROME21983
OG0005865	YEAST02036	DROME21095
OG0005866	YEAST02662, YEAST00926, YEAST05389	DROME02046, DROME02047, DROME02049, DROME02048, DROME02050
OG0005869	YEAST04361	DROME01674
OG0005872	YEAST00119	DROME00389
OG0005874	YEAST05241	DROME03501
OG0005880	YEAST00456	DROME17652, DROME17653
OG0005886	YEAST01320	DROME01867
OG0005888	YEAST01289, YEAST02921	DROME16104
OG0005889	YEAST02568	DROME14304, DROME07617
OG0005893	YEAST05434	DROME16783
OG0005897	YEAST04730	DROME19090
OG0005898	YEAST04411	DROME06116
OG0005899	YEAST01832	DROME02184
OG0005901	YEAST04462	DROME08625, DROME08624
OG0005902	YEAST03800	DROME12748
OG0005906	YEAST01796	DROME04737, DROME04735, DROME04736
OG0005909	YEAST01623	DROME01192
OG0005919	YEAST06039	DROME03002
OG0005921	YEAST01856	DROME05740
OG0005922	YEAST03364	DROME13644, DROME13643
OG0005925	YEAST05583	DROME01094
OG0005928	YEAST02001	DROME02019
OG0005931	YEAST04950	DROME08847
OG0005932	YEAST02495	DROME15731
OG0005933	YEAST05705	DROME19096, DROME19097
OG0005936	YEAST03224	DROME12077
OG0005940	YEAST04035	DROME18687
OG0005943	YEAST00579	DROME01109
OG0005944	YEAST01316	DROME21720
OG0005946	YEAST05608	DROME15326
OG0005949	YEAST06253	DROME10426
OG0005952	YEAST03507	DROME19643
OG0005960	YEAST04608	DROME11094, DROME11095
OG0005965	YEAST02033	DROME15552
OG0005966	YEAST04113	DROME04950
OG0005968	YEAST05417	DROME21030, DROME16013, DROME08290
OG0005969	YEAST04558, YEAST04559	DROME08256, DROME08257
OG0005970	YEAST05328	DROME13325
OG0005974	YEAST06068	DROME09177
OG0005976	YEAST02136	DROME19287
OG0005978	YEAST01891	DROME03284
OG0005980	YEAST06132	DROME21461, DROME12535
OG0005984	YEAST04078, YEAST01479	DROME20805, DROME07929
OG0005985	YEAST00726	DROME12892
OG0005986	YEAST02056	DROME07616
OG0005987	YEAST05748	DROME16681
OG0005989	YEAST04850	DROME01935, DROME02497
OG0005993	YEAST04496	DROME01845
OG0005995	YEAST01813	DROME10672
OG0005998	YEAST04034	DROME05475
OG0006003	YEAST05889	DROME10360
OG0006005	YEAST05024	DROME21221
OG0006011	YEAST02553	DROME05625
OG0006031	YEAST00879	DROME15258
OG0006059	YEAST03490	DROME07767
OG0006063	YEAST00475	DROME20838
OG0006064	YEAST03138	DROME01128
OG0006065	YEAST06018	DROME06304
OG0006069	YEAST00670	DROME20187
OG0006072	YEAST03317	DROME01673
OG0006073	YEAST06328	DROME14553
OG0006074	YEAST00045	DROME19848
OG0006079	YEAST05794	DROME02616
OG0006087	YEAST02260	DROME12774
OG0006090	YEAST03852	DROME09888, DROME09890, DROME09891, DROME09889
OG0006095	YEAST03334	DROME21969
OG0006096	YEAST03331	DROME21245
OG0006098	YEAST06192	DROME05931
OG0006103	YEAST01110	DROME10210
OG0006104	YEAST03697	DROME06504, DROME15737
OG0006106	YEAST00295	DROME20870
OG0006113	YEAST06164	DROME04342
OG0006114	YEAST05960	DROME20935
OG0006115	YEAST01346	DROME16296
OG0006116	YEAST05770	DROME02301, DROME02300
OG0006117	YEAST05899	DROME10279
OG0006122	YEAST05199	DROME00796
OG0006127	YEAST04711	DROME03260
OG0006134	YEAST00416	DROME13718
OG0006135	YEAST00161	DROME08697
OG0006136	YEAST05740	DROME10851
OG0006140	YEAST05182	DROME15748
OG0006141	YEAST02626	DROME18067, DROME07431
OG0006144	YEAST04770	DROME00549
OG0006145	YEAST01394	DROME11050
OG0006147	YEAST05179	DROME21657
OG0006152	YEAST03796	DROME08871
OG0006155	YEAST04800	DROME18085
OG0006156	YEAST00437	DROME10247
OG0006159	YEAST06098	DROME13858
OG0006160	YEAST01548	DROME03637
OG0006161	YEAST04301	DROME18089, DROME18090, DROME18088
OG0006168	YEAST01411	DROME15944, DROME18911
OG0006169	YEAST02933	DROME10283
OG0006176	YEAST03164	DROME04325
OG0006180	YEAST00504	DROME17033
OG0006181	YEAST02419	DROME14871
OG0006185	YEAST05986	DROME15598
OG0006186	YEAST01010	DROME01316
OG0006188	YEAST05311	DROME00301
OG0006191	YEAST02336	DROME00877, DROME00878
OG0006192	YEAST06153	DROME00106
OG0006196	YEAST03954	DROME01357
OG0006199	YEAST06121	DROME19122
OG0006200	YEAST05079	DROME03216, DROME03215
OG0006202	YEAST00362	DROME06452, DROME06451
OG0006204	YEAST02271	DROME02906
OG0006209	YEAST04555	DROME01562
OG0006210	YEAST00201	DROME19094
OG0006213	YEAST03554	DROME10052
OG0006214	YEAST04089	DROME05227
OG0006216	YEAST01089	DROME02380
OG0006217	YEAST00809	DROME19224
OG0006224	YEAST02751, YEAST03048	DROME18810
OG0006225	YEAST04875	DROME05230, DROME05229
OG0006227	YEAST00128	DROME03457
OG0006229	YEAST00143	DROME16720
OG0006230	YEAST03869	DROME05693
OG0006233	YEAST04247	DROME13881
OG0006240	YEAST04649	DROME19140, DROME08600
OG0006245	YEAST05732	DROME02108, DROME02107
OG0006247	YEAST04977	DROME06201, DROME06202, DROME06203, DROME06199, DROME06200
OG0006249	YEAST00821	DROME20245
OG0006250	YEAST05424	DROME17023
OG0006251	YEAST04963	DROME19735, DROME19738, DROME19736, DROME19737
OG0006258	YEAST05637	DROME18180, DROME18181, DROME18179
OG0006259	YEAST05672	DROME00749, DROME00747, DROME00746, DROME00748
OG0006260	YEAST04100	DROME16552
OG0006263	YEAST02521	DROME01003
OG0006271	YEAST00375	DROME13584
OG0006275	YEAST06102	DROME11545
OG0006277	YEAST02811	DROME15668
OG0006279	YEAST04402	DROME05154
OG0006280	YEAST04541	DROME02801, DROME07680, DROME07679, DROME07678
OG0006281	YEAST04979	DROME21723, DROME21724
OG0006283	YEAST00229	DROME18093
OG0006284	YEAST04213	DROME06978
OG0006288	YEAST02860	DROME00223
OG0006289	YEAST06209	DROME05895
OG0006293	YEAST05380	DROME15892
OG0006294	YEAST04000	DROME17637
OG0006295	YEAST05360	DROME09339
OG0006302	YEAST01852	DROME11859
OG0006306	YEAST00230	DROME06607
OG0006311	YEAST01145	DROME09053
OG0006313	YEAST02392	DROME09638
OG0006315	YEAST00489	DROME12826, DROME12827
OG0006319	YEAST01135	DROME00483, DROME00484
OG0006322	YEAST00815	DROME19674
OG0006329	YEAST01245	DROME06117
OG0006332	YEAST06042	DROME01006
OG0006334	YEAST00864	DROME04357
OG0006335	YEAST02588	DROME09585
OG0006339	YEAST06286	DROME19031, DROME19030
OG0006340	YEAST00922, YEAST05387	DROME02471
OG0006341	YEAST01452	DROME06095
OG0006344	YEAST01465	DROME11878
OG0006347	YEAST03436	DROME11544, DROME18372, DROME18373
OG0006350	YEAST00452	DROME10882
OG0006360	YEAST01556	DROME19840
OG0006362	YEAST05722	DROME11093
OG0006370	YEAST02350	DROME08234
OG0006372	YEAST05423	DROME08788
OG0006375	YEAST05198	DROME19928
OG0006377	YEAST04974	DROME08417
OG0006378	YEAST01924	DROME17931
OG0006381	YEAST01058	DROME02707, DROME20650
OG0006382	YEAST03313	DROME15024
OG0006385	YEAST04806	DROME09556
OG0006387	YEAST05324	DROME09390
OG0006389	YEAST02409	DROME15710
OG0006392	YEAST01246	DROME11920
OG0006395	YEAST03605	DROME00130
OG0006398	YEAST04420, YEAST03553	DROME21615
OG0006447	YEAST03459	DROME10748
OG0006448	YEAST00505, YEAST04285	DROME21414
OG0006449	YEAST02458	DROME03272
OG0006456	YEAST06224	DROME00779
OG0006459	YEAST00972, YEAST00245	DROME10282
OG0006461	YEAST05346	DROME01188
OG0006462	YEAST01838	DROME01832
OG0006464	YEAST05965	DROME15553
OG0006465	YEAST01875	DROME04025
OG0006470	YEAST01306	DROME05726, DROME05725
OG0006474	YEAST03988	DROME18594
OG0006475	YEAST06223, YEAST00349	DROME11340, DROME11339
OG0006476	YEAST00315	DROME02188
OG0006479	YEAST05669	DROME03631
OG0006481	YEAST06165	DROME02142, DROME01455
OG0006488	YEAST02614	DROME14000
OG0006498	YEAST02291	DROME00774
OG0006504	YEAST02866	DROME01726
OG0006507	YEAST02914	DROME11241, DROME13160
OG0006509	YEAST02252	DROME06735
OG0006511	YEAST01899	DROME02030
OG0006512	YEAST04169	DROME14203
OG0006514	YEAST05820	DROME04973
OG0006515	YEAST03195	DROME17220
OG0006516	YEAST02248	DROME18956, DROME07746
OG0006520	YEAST05914	DROME01601
OG0006523	YEAST04170	DROME13324
OG0006528	YEAST02276	DROME03901, DROME03902, DROME03900
OG0006532	YEAST05019	DROME18743
OG0006533	YEAST00790	DROME11744, DROME11742, DROME11745, DROME11743
OG0006536	YEAST05130	DROME00110
OG0006538	YEAST02168	DROME00930
OG0006543	YEAST03219	DROME19675
OG0006544	YEAST06160	DROME08098
OG0006550	YEAST05541	DROME12314
OG0006552	YEAST02016	DROME02022
OG0006553	YEAST05825	DROME06750
OG0006554	YEAST04136	DROME13465
OG0006561	YEAST00874	DROME15269
OG0006568	YEAST03560	DROME05220
OG0006569	YEAST02940	DROME20993
OG0006571	YEAST00795	DROME05601
OG0006574	YEAST06163	DROME19778
OG0006577	YEAST03945	DROME16628
OG0006578	YEAST00813	DROME15457
OG0006580	YEAST04957	DROME00474
OG0006582	YEAST04615	DROME02599, DROME02598, DROME02600
OG0006584	YEAST01846	DROME07289
OG0006594	YEAST00464	DROME12981
OG0006595	YEAST05577	DROME20933
OG0006596	YEAST03312	DROME13730, DROME13731
OG0006597	YEAST01876	DROME19349
OG0006598	YEAST02580	DROME15235
OG0006602	YEAST06259	DROME18117
OG0006603	YEAST05721	DROME08268, DROME08267
OG0006604	YEAST01597	DROME10779
OG0006607	YEAST05258	DROME06763
OG0006609	YEAST04231	DROME08965
OG0006610	YEAST04593	DROME00685
OG0006611	YEAST02395	DROME04706, DROME04707
OG0006613	YEAST00490	DROME02162, DROME02161
OG0006615	YEAST02695	DROME05191
OG0006619	YEAST03691	DROME20837, DROME20836
OG0006622	YEAST04382	DROME13807
OG0006625	YEAST05905	DROME13491
OG0006630	YEAST05584	DROME13179, DROME15908
OG0006631	YEAST01419, YEAST04493	DROME06287
OG0006633	YEAST05580	DROME10769
OG0006636	YEAST06190	DROME02119
OG0006637	YEAST06011	DROME01008
OG0006651	YEAST03308	DROME04694
OG0006655	YEAST04609	DROME18847
OG0006658	YEAST03323	DROME21096
OG0006662	YEAST02707	DROME19864
OG0006663	YEAST04538	DROME13134
OG0006664	YEAST04769	DROME04463
OG0006667	YEAST03011	DROME06736
OG0006668	YEAST00040	DROME09203, DROME09202, DROME09204
OG0006669	YEAST05379	DROME09383
OG0006678	YEAST03428	DROME02009
OG0006681	YEAST02774	DROME07359, DROME07360
OG0006688	YEAST02298	DROME16693
OG0006690	YEAST00986	DROME00556
OG0006691	YEAST06141	DROME16256
OG0006692	YEAST04243	DROME03538
OG0006694	YEAST04074	DROME08808
OG0006703	YEAST04919	DROME12345
OG0006706	YEAST01312	DROME18775
OG0006707	YEAST04448	DROME19785
OG0006712	YEAST01297	DROME09518, DROME09519
OG0006717	YEAST03273, YEAST00511	DROME10030
OG0006722	YEAST05928	DROME04394
OG0006725	YEAST05141	DROME01185
OG0006726	YEAST01310	DROME11357
OG0006728	YEAST01819	DROME19775
OG0006730	YEAST06066	DROME11063, DROME10467
OG0006732	YEAST05092	DROME16398
OG0006736	YEAST03708, YEAST02845	DROME10186
OG0006741	YEAST00908	DROME13025
OG0006753	YEAST06210	DROME16826
OG0006754	YEAST05223, YEAST00660	DROME03000
OG0006755	YEAST03743	DROME13740
OG0006757	YEAST02585	DROME14155
OG0006758	YEAST00132	DROME17868, DROME17867
OG0006766	YEAST01711	DROME03426
OG0006769	YEAST04955	DROME06420
OG0006772	YEAST05602	DROME15798, DROME09251
OG0006777	YEAST05242	DROME18870, DROME18871
OG0006826	YEAST03748	DROME14383
OG0006830	YEAST02320	DROME11906
OG0006838	YEAST01244	DROME08307
OG0006843	YEAST03855	DROME06952
OG0006846	YEAST04146	DROME08329
OG0006860	YEAST03798	DROME20680, DROME20679
OG0006874	YEAST03449	DROME19509
OG0006876	YEAST00384	DROME04074
OG0006880	YEAST04631	DROME13822
OG0006881	YEAST01049	DROME07121
OG0006887	YEAST01983	DROME13817
OG0006888	YEAST00485	DROME19638
OG0006890	YEAST02034	DROME08143
OG0006891	YEAST00187	DROME18748
OG0006892	YEAST04820	DROME00140
OG0006894	YEAST01360	DROME05303
OG0006897	YEAST00856	DROME19217
OG0006901	YEAST05480	DROME11048, DROME14826
OG0006906	YEAST00746	DROME15670
OG0006918	YEAST05610	DROME03248
OG0006920	YEAST02490	DROME01129
OG0006924	YEAST04308	DROME14721
OG0006927	YEAST00921	DROME11010
OG0006934	YEAST02053	DROME00627
OG0006935	YEAST02014	DROME17600
OG0006936	YEAST06114	DROME12923
OG0006937	YEAST05537	DROME00527
OG0006938	YEAST02536	DROME14949
OG0006940	YEAST05163	DROME19018, DROME19017
OG0006942	YEAST00190	DROME17406
OG0006943	YEAST02583	DROME05311, DROME05310, DROME05312
OG0006949	YEAST00975, YEAST00256	DROME17510
OG0006952	YEAST02831	DROME11379
OG0006953	YEAST02903, YEAST04751, YEAST05739	DROME15970
OG0006959	YEAST01865	DROME10650
OG0006964	YEAST05995	DROME19570
OG0006966	YEAST02544	DROME12638, DROME12639
OG0006967	YEAST06235	DROME01193
OG0006968	YEAST03972	DROME19323
OG0006969	YEAST01604	DROME16910
OG0006971	YEAST00044	DROME11799, DROME11798
OG0006973	YEAST03793	DROME15580
OG0006975	YEAST02322	DROME07368
OG0006977	YEAST06248	DROME16367
OG0006980	YEAST02173	DROME12138
OG0006985	YEAST03215	DROME14217
OG0006989	YEAST04914	DROME21716, DROME21715, DROME01750
OG0006991	YEAST05066	DROME04692
OG0006992	YEAST04657	DROME13157
OG0006994	YEAST05554	DROME04632
OG0006995	YEAST06048	DROME04021
OG0006997	YEAST00664	DROME06801
OG0006998	YEAST02509	DROME01960
OG0006999	YEAST03874	DROME11377
OG0007003	YEAST01840	DROME00287
OG0007005	YEAST03907	DROME09757
OG0007009	YEAST05645	DROME17681
