Orthogroup	YEAST	BRAFL
OG0004897	YEAST03127, YEAST00642	bflo_08561
OG0004898	YEAST01269	bflo_17464
OG0004902	YEAST00933	bflo_21407
OG0004903	YEAST03539	bflo_05229, bflo_13841, bflo_05231
OG0004906	YEAST02770	bflo_22225
OG0004911	YEAST04765	bflo_15427
OG0004913	YEAST01636	bflo_21278
OG0004914	YEAST03369	bflo_09178
OG0004917	YEAST00244	bflo_00953
OG0004922	YEAST03302	bflo_05574
OG0004924	YEAST03555, YEAST03277	bflo_01184
OG0004928	YEAST00311	bflo_00998
OG0004932	YEAST04654	bflo_01088
OG0004935	YEAST02167	bflo_27188, bflo_16334
OG0004941	YEAST03194	bflo_12121
OG0004947	YEAST05164	bflo_05551
OG0004948	YEAST02275	bflo_10165
OG0004949	YEAST04201	bflo_10358
OG0004952	YEAST02477	bflo_06593
OG0004954	YEAST06058	bflo_05593
OG0004962	YEAST04400	bflo_19679
OG0004963	YEAST04940	bflo_02420
OG0004964	YEAST04104	bflo_18959
OG0004968	YEAST03489	bflo_12529
OG0004969	YEAST02591	bflo_22559
OG0004970	YEAST04414	bflo_18023
OG0004971	YEAST05364	bflo_27226, bflo_17760
OG0004972	YEAST03511	bflo_23204
OG0004975	YEAST00144, YEAST01994	bflo_26316
OG0004976	YEAST05983	bflo_14435
OG0004977	YEAST06017	bflo_19613
OG0004979	YEAST06027	bflo_18913
OG0004980	YEAST05221	bflo_08613
OG0004981	YEAST03914, YEAST04639	bflo_02414
OG0004982	YEAST03625	bflo_15633
OG0004985	YEAST03498	bflo_21194
OG0004988	YEAST05990	bflo_21103
OG0004989	YEAST04576	bflo_03493
OG0004990	YEAST04419	bflo_11383
OG0004992	YEAST05627	bflo_15867
OG0004996	YEAST04793	bflo_11012
OG0004997	YEAST01342	bflo_10758
OG0005002	YEAST05414	bflo_01656
OG0005003	YEAST02467, YEAST00216	bflo_09023
OG0005006	YEAST06096	bflo_00766
OG0005007	YEAST03893	bflo_22056
OG0005014	YEAST02538	bflo_20632
OG0005015	YEAST01649, YEAST01932	bflo_07668
OG0005040	YEAST04778	bflo_17923
OG0005047	YEAST01837	bflo_14126
OG0005053	YEAST00680	bflo_19039
OG0005055	YEAST02159	bflo_24257
OG0005059	YEAST03737	bflo_16809, bflo_15765
OG0005067	YEAST06051	bflo_00382
OG0005069	YEAST03130	bflo_20052
OG0005073	YEAST00873	bflo_01013
OG0005076	YEAST04563	bflo_06311
OG0005081	YEAST03124	bflo_02603
OG0005084	YEAST03782	bflo_10883
OG0005085	YEAST06159	bflo_23289
OG0005086	YEAST00205	bflo_11753
OG0005087	YEAST00816	bflo_16261
OG0005088	YEAST05769, YEAST03125	bflo_25735
OG0005089	YEAST04644	bflo_05914
OG0005090	YEAST00338	bflo_23045
OG0005091	YEAST05089	bflo_14710
OG0005093	YEAST01810	bflo_03905
OG0005095	YEAST04437	bflo_08843
OG0005096	YEAST00667	bflo_23554, bflo_23745
OG0005097	YEAST05071	bflo_23691
OG0005099	YEAST01396	bflo_23378
OG0005100	YEAST02389	bflo_21620
OG0005104	YEAST05248	bflo_06265
OG0005106	YEAST06065, YEAST00421	bflo_14394
OG0005107	YEAST06099	bflo_03887
OG0005109	YEAST05204, YEAST00612	bflo_19171
OG0005111	YEAST06212, YEAST04032	bflo_24556
OG0005114	YEAST02131	bflo_25082
OG0005117	YEAST06050	bflo_24540
OG0005121	YEAST02052	bflo_14563, bflo_14565
OG0005124	YEAST04099	bflo_06130
OG0005130	YEAST03863	bflo_14332
OG0005139	YEAST04015	bflo_17759
OG0005142	YEAST03890	bflo_24616
OG0005143	YEAST00443	bflo_21983
OG0005144	YEAST04065	bflo_26212
OG0005146	YEAST02971	bflo_10608
OG0005149	YEAST03025, YEAST02738	bflo_07714
OG0005151	YEAST03382	bflo_21590
OG0005152	YEAST00847	bflo_08896
OG0005157	YEAST02981	bflo_18814
OG0005160	YEAST06113	bflo_19980, bflo_21106
OG0005164	YEAST06283	bflo_11167
OG0005168	YEAST06272	bflo_08733
OG0005169	YEAST00459	bflo_22043
OG0005175	YEAST05445	bflo_24985
OG0005176	YEAST00218	bflo_20599
OG0005178	YEAST04497	bflo_15141
OG0005179	YEAST05659	bflo_15145
OG0005183	YEAST05308	bflo_09802
OG0005184	YEAST00492	bflo_15705
OG0005187	YEAST05234	bflo_11587
OG0005188	YEAST01554	bflo_18754
OG0005191	YEAST00993	bflo_25297
OG0005192	YEAST05720	bflo_08221
OG0005194	YEAST04086	bflo_10009
OG0005196	YEAST01388	bflo_03354
OG0005198	YEAST00327	bflo_10211
OG0005200	YEAST01016	bflo_24428
OG0005201	YEAST00082	bflo_12925
OG0005203	YEAST02207	bflo_09801
OG0005204	YEAST01178	bflo_16426
OG0005205	YEAST01046	bflo_19385
OG0005208	YEAST01429	bflo_23678
OG0005212	YEAST06147	bflo_06063
OG0005220	YEAST04357	bflo_14234, bflo_14469
OG0005221	YEAST03209	bflo_09716
OG0005222	YEAST05518	bflo_13391
OG0005224	YEAST06324	bflo_17194
OG0005225	YEAST05094	bflo_24246
OG0005227	YEAST05529	bflo_14745
OG0005228	YEAST05916	bflo_08976
OG0005229	YEAST04766	bflo_12272
OG0005231	YEAST02681	bflo_25902
OG0005233	YEAST00564	bflo_11596
OG0005237	YEAST05398	bflo_13805
OG0005238	YEAST00351	bflo_16299
OG0005239	YEAST04499	bflo_14013
OG0005240	YEAST03058	bflo_00296
OG0005244	YEAST06021	bflo_15824
OG0005247	YEAST06314	bflo_13263
OG0005249	YEAST03446	bflo_15878
OG0005251	YEAST00934	bflo_17377
OG0005254	YEAST00814	bflo_22780
OG0005259	YEAST04276	bflo_11376
OG0005261	YEAST01831	bflo_01451
OG0005262	YEAST05458	bflo_24459
OG0005264	YEAST03506	bflo_11001
OG0005267	YEAST03513	bflo_18091
OG0005269	YEAST03314	bflo_11556
OG0005273	YEAST04916	bflo_17620
OG0005275	YEAST03695	bflo_11654
OG0005277	YEAST04186	bflo_25679
OG0005279	YEAST05219	bflo_12822
OG0005280	YEAST00305	bflo_10369
OG0005281	YEAST05694	bflo_10643
OG0005285	YEAST03115	bflo_20114
OG0005289	YEAST03438	bflo_15931
OG0005292	YEAST01718	bflo_02485
OG0005293	YEAST03033	bflo_18998
OG0005294	YEAST01981	bflo_25192
OG0005298	YEAST03696	bflo_01725
OG0005299	YEAST00788	bflo_13099
OG0005300	YEAST04941	bflo_12225
OG0005304	YEAST05397	bflo_16187
OG0005309	YEAST03670	bflo_07061
OG0005312	YEAST05201, YEAST04689	bflo_11601
OG0005314	YEAST05231, YEAST01835	bflo_04495
OG0005316	YEAST02690	bflo_12547
OG0005317	YEAST03232	bflo_00009, bflo_05356
OG0005318	YEAST02932	bflo_03376
OG0005319	YEAST00507	bflo_05919
OG0005323	YEAST01809	bflo_06114
OG0005324	YEAST02894	bflo_16855
OG0005326	YEAST02113	bflo_13314
OG0005360	YEAST05037	bflo_05676
OG0005365	YEAST00555	bflo_07643
OG0005366	YEAST05488	bflo_10337
OG0005370	YEAST06092	bflo_06724
OG0005371	YEAST06170	bflo_15479
OG0005373	YEAST05422	bflo_22051
OG0005374	YEAST05714	bflo_18105
OG0005379	YEAST03216	bflo_14259
OG0005390	YEAST03532	bflo_26118
OG0005391	YEAST02166	bflo_12975
OG0005393	YEAST04280	bflo_09168
OG0005394	YEAST00853	bflo_13791
OG0005396	YEAST05100	bflo_22071
OG0005399	YEAST03052	bflo_24872
OG0005402	YEAST00454, YEAST00455	bflo_24097
OG0005403	YEAST03894	bflo_05760
OG0005406	YEAST00801	bflo_17522
OG0005409	YEAST01305	bflo_12612, bflo_13003
OG0005412	YEAST00286	bflo_00715
OG0005413	YEAST00212	bflo_08015
OG0005417	YEAST02517	bflo_22972
OG0005422	YEAST00744	bflo_10245
OG0005430	YEAST02046	bflo_13697
OG0005431	YEAST00653	bflo_17292
OG0005432	YEAST00083	bflo_19821
OG0005433	YEAST00126	bflo_06628
OG0005435	YEAST02973	bflo_15687
OG0005437	YEAST04554	bflo_18977
OG0005438	YEAST03985	bflo_20784
OG0005439	YEAST00480, YEAST02388	bflo_01173
OG0005446	YEAST02856	bflo_18194
OG0005448	YEAST00061	bflo_16450, bflo_17124
OG0005451	YEAST02174	bflo_04451
OG0005455	YEAST01906	bflo_18762
OG0005464	YEAST03289	bflo_12667
OG0005465	YEAST02925	bflo_11359
OG0005466	YEAST04413	bflo_00661
OG0005468	YEAST03549	bflo_10615
OG0005469	YEAST03750	bflo_15621
OG0005470	YEAST05805	bflo_13830
OG0005471	YEAST02704	bflo_20304
OG0005474	YEAST05625	bflo_22632
OG0005476	YEAST00929	bflo_11553
OG0005479	YEAST06140	bflo_13220
OG0005481	YEAST02988	bflo_17610
OG0005482	YEAST06080	bflo_13464
OG0005484	YEAST05993	bflo_14983
OG0005488	YEAST02834	bflo_20426
OG0005489	YEAST02006	bflo_00241
OG0005490	YEAST02289	bflo_00229
OG0005493	YEAST03669	bflo_18007, bflo_09722
OG0005495	YEAST04982	bflo_22184
OG0005498	YEAST02944	bflo_19580, bflo_19775
OG0005499	YEAST00316	bflo_08537
OG0005503	YEAST01883	bflo_01609
OG0005504	YEAST02859	bflo_03183
OG0005508	YEAST05735	bflo_00696
OG0005511	YEAST04889	bflo_25632
OG0005514	YEAST00756	bflo_00127, bflo_23773
OG0005524	YEAST04752	bflo_23594
OG0005527	YEAST05177	bflo_10343
OG0005531	YEAST02508	bflo_00273
OG0005533	YEAST05670	bflo_22419, bflo_27393
OG0005535	YEAST03305	bflo_20969
OG0005537	YEAST00932	bflo_18040
OG0005539	YEAST01881	bflo_01823
OG0005540	YEAST04214	bflo_25948, bflo_25954, bflo_25988
OG0005545	YEAST06273	bflo_12332
OG0005554	YEAST01003	bflo_12666
OG0005559	YEAST02680	bflo_17621
OG0005560	YEAST01996	bflo_12606
OG0005561	YEAST05048	bflo_12688
OG0005562	YEAST02317	bflo_25759
OG0005563	YEAST03552	bflo_14207
OG0005564	YEAST02525	bflo_15757
OG0005566	YEAST02934	bflo_20293
OG0005569	YEAST01288	bflo_10284
OG0005570	YEAST05155	bflo_14639
OG0005572	YEAST04844	bflo_21740
OG0005573	YEAST00059	bflo_09211
OG0005574	YEAST02083	bflo_06281
OG0005575	YEAST02256	bflo_04742
OG0005580	YEAST03612	bflo_03436
OG0005582	YEAST06134	bflo_12804
OG0005584	YEAST03140, YEAST03524	bflo_01948
OG0005589	YEAST06142	bflo_00684
OG0005590	YEAST05462	bflo_02564
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	bflo_13207
OG0005594	YEAST04980	bflo_12060
OG0005595	YEAST01803	bflo_10007
OG0005597	YEAST02753	bflo_21265
OG0005598	YEAST01870	bflo_00844, bflo_22474
OG0005599	YEAST01798	bflo_13081
OG0005600	YEAST00206	bflo_12389
OG0005604	YEAST03276	bflo_09192, bflo_09193
OG0005605	YEAST01083	bflo_07122, bflo_07125
OG0005613	YEAST02714	bflo_23778, bflo_27436
OG0005617	YEAST02068	bflo_25723
OG0005618	YEAST04830	bflo_25211
OG0005620	YEAST04915	bflo_10989
OG0005622	YEAST05142	bflo_17496
OG0005623	YEAST01590	bflo_21024
OG0005626	YEAST02896	bflo_20808
OG0005632	YEAST01025	bflo_08955
OG0005636	YEAST04250, YEAST02533	bflo_03318
OG0005641	YEAST05413	bflo_08392
OG0005643	YEAST05368	bflo_24139
OG0005645	YEAST03386	bflo_15947
OG0005649	YEAST03683	bflo_17804
OG0005652	YEAST02748	bflo_04118
OG0005656	YEAST05558	bflo_09124
OG0005660	YEAST04813	bflo_20191
OG0005665	YEAST05074	bflo_06605
OG0005681	YEAST01514	bflo_21686
OG0005694	YEAST02311	bflo_11257
OG0005701	YEAST03349	bflo_23250
OG0005702	YEAST02337	bflo_14318
OG0005703	YEAST00484	bflo_22631
OG0005707	YEAST01682	bflo_05258
OG0005715	YEAST05111	bflo_06959
OG0005719	YEAST01866	bflo_24656
OG0005723	YEAST05629	bflo_11579
OG0005724	YEAST03029	bflo_24093
OG0005728	YEAST03877	bflo_13939
OG0005729	YEAST04879	bflo_17597
OG0005731	YEAST04127	bflo_23152
OG0005732	YEAST05411, YEAST00067	bflo_23024
OG0005734	YEAST03845	bflo_24420
OG0005747	YEAST02338	bflo_24337
OG0005749	YEAST00550	bflo_10012
OG0005750	YEAST05318	bflo_14613
OG0005758	YEAST03970	bflo_21716
OG0005764	YEAST03256	bflo_18818
OG0005769	YEAST05614	bflo_15855
OG0005774	YEAST01218	bflo_27276, bflo_18752
OG0005775	YEAST04199	bflo_23334
OG0005779	YEAST03322	bflo_23901
OG0005783	YEAST04090	bflo_08771
OG0005784	YEAST06131	bflo_09766
OG0005787	YEAST03651	bflo_07600
OG0005789	YEAST06245	bflo_12587
OG0005790	YEAST01022	bflo_23345
OG0005792	YEAST02379	bflo_18546
OG0005793	YEAST03437	bflo_03585
OG0005794	YEAST03999	bflo_19296
OG0005796	YEAST02169	bflo_07896, bflo_07580
OG0005797	YEAST04949	bflo_09997
OG0005799	YEAST05573	bflo_21046
OG0005800	YEAST03278	bflo_00199
OG0005801	YEAST00340	bflo_13115
OG0005803	YEAST05968	bflo_03908
OG0005805	YEAST01806	bflo_20164
OG0005807	YEAST01275	bflo_17670
OG0005811	YEAST01007	bflo_05842
OG0005812	YEAST06095, YEAST02696, YEAST03626	bflo_05810
OG0005814	YEAST01475	bflo_25361
OG0005815	YEAST03739	bflo_20179
OG0005819	YEAST04896	bflo_25366
OG0005823	YEAST01415	bflo_19986
OG0005828	YEAST00547	bflo_19965
OG0005831	YEAST05339	bflo_22635
OG0005832	YEAST00468	bflo_13968
OG0005835	YEAST01714	bflo_02871
OG0005837	YEAST02139	bflo_08105
OG0005842	YEAST02254	bflo_02495
OG0005843	YEAST02236	bflo_01029
OG0005845	YEAST00903	bflo_12286
OG0005848	YEAST01451, YEAST02858	bflo_19264
OG0005849	YEAST01002	bflo_26582, bflo_00395
OG0005850	YEAST01618	bflo_26458
OG0005860	YEAST01211	bflo_08367
OG0005864	YEAST04171	bflo_10798
OG0005865	YEAST02036	bflo_23982
OG0005866	YEAST02662, YEAST00926, YEAST05389	bflo_17429
OG0005869	YEAST04361	bflo_12796, bflo_12797, bflo_12795
OG0005872	YEAST00119	bflo_19557
OG0005874	YEAST05241	bflo_19403
OG0005880	YEAST00456	bflo_11136
OG0005886	YEAST01320	bflo_16494
OG0005887	YEAST02429, YEAST01660	bflo_20064
OG0005888	YEAST01289, YEAST02921	bflo_16587
OG0005889	YEAST02568	bflo_18198
OG0005893	YEAST05434	bflo_14799
OG0005897	YEAST04730	bflo_05904
OG0005898	YEAST04411	bflo_23647
OG0005899	YEAST01832	bflo_15965
OG0005901	YEAST04462	bflo_12585
OG0005902	YEAST03800	bflo_13997
OG0005906	YEAST01796	bflo_04779
OG0005909	YEAST01623	bflo_06026
OG0005919	YEAST06039	bflo_15821
OG0005921	YEAST01856	bflo_08095
OG0005922	YEAST03364	bflo_12327
OG0005925	YEAST05583	bflo_22499, bflo_18028
OG0005928	YEAST02001	bflo_24579
OG0005931	YEAST04950	bflo_12193
OG0005932	YEAST02495	bflo_11200
OG0005933	YEAST05705	bflo_17753, bflo_13146
OG0005936	YEAST03224	bflo_12730
OG0005940	YEAST04035	bflo_14798
OG0005943	YEAST00579	bflo_19800, bflo_19799
OG0005944	YEAST01316	bflo_05962
OG0005946	YEAST05608	bflo_11046
OG0005949	YEAST06253	bflo_20580
OG0005952	YEAST03507	bflo_10378
OG0005954	YEAST01233	bflo_26976, bflo_10839
OG0005955	YEAST00616	bflo_26910, bflo_08892
OG0005960	YEAST04608	bflo_10445
OG0005961	YEAST00672	bflo_10941
OG0005965	YEAST02033	bflo_09899
OG0005966	YEAST04113	bflo_23330
OG0005968	YEAST05417	bflo_13397
OG0005969	YEAST04558, YEAST04559	bflo_10882, bflo_26978
OG0005970	YEAST05328	bflo_26194
OG0005974	YEAST06068	bflo_16420
OG0005976	YEAST02136	bflo_14274
OG0005978	YEAST01891	bflo_00918
OG0005980	YEAST06132	bflo_03759
OG0005984	YEAST04078, YEAST01479	bflo_26161
OG0005985	YEAST00726	bflo_07491
OG0005986	YEAST02056	bflo_22207
OG0005987	YEAST05748	bflo_21283
OG0005989	YEAST04850	bflo_04801
OG0005991	YEAST06034	bflo_14389
OG0005993	YEAST04496	bflo_19203
OG0005995	YEAST01813	bflo_11807
OG0005996	YEAST02670	bflo_06368
OG0005998	YEAST04034	bflo_04868
OG0006001	YEAST02335	bflo_03771
OG0006003	YEAST05889	bflo_26268
OG0006005	YEAST05024	bflo_14125
OG0006011	YEAST02553	bflo_20391
OG0006059	YEAST03490	bflo_12549
OG0006063	YEAST00475	bflo_08433
OG0006064	YEAST03138	bflo_01207
OG0006065	YEAST06018	bflo_06194
OG0006069	YEAST00670	bflo_23059
OG0006071	YEAST02732	bflo_15983
OG0006072	YEAST03317	bflo_05952
OG0006073	YEAST06328	bflo_13041
OG0006074	YEAST00045	bflo_04848
OG0006079	YEAST05794	bflo_06843
OG0006084	YEAST02308	bflo_11203
OG0006087	YEAST02260	bflo_13279
OG0006090	YEAST03852	bflo_08182
OG0006095	YEAST03334	bflo_05909
OG0006096	YEAST03331	bflo_20073
OG0006098	YEAST06192	bflo_13460
OG0006103	YEAST01110	bflo_17529
OG0006104	YEAST03697	bflo_23037
OG0006106	YEAST00295	bflo_03662, bflo_26297
OG0006113	YEAST06164	bflo_13176
OG0006114	YEAST05960	bflo_09437
OG0006115	YEAST01346	bflo_18472
OG0006116	YEAST05770	bflo_08257
OG0006117	YEAST05899	bflo_02390
OG0006122	YEAST05199	bflo_23070
OG0006127	YEAST04711	bflo_10573
OG0006134	YEAST00416	bflo_13339
OG0006135	YEAST00161	bflo_10168
OG0006136	YEAST05740	bflo_01637
OG0006140	YEAST05182	bflo_18342
OG0006141	YEAST02626	bflo_00269
OG0006144	YEAST04770	bflo_21040
OG0006145	YEAST01394	bflo_25040
OG0006149	YEAST05979	bflo_13184
OG0006152	YEAST03796	bflo_04414
OG0006155	YEAST04800	bflo_07610
OG0006156	YEAST00437	bflo_21660
OG0006157	YEAST02465	bflo_24352
OG0006159	YEAST06098	bflo_22205
OG0006160	YEAST01548	bflo_11696
OG0006161	YEAST04301	bflo_00825
OG0006168	YEAST01411	bflo_15636
OG0006169	YEAST02933	bflo_15504
OG0006176	YEAST03164	bflo_10375
OG0006177	YEAST01871, YEAST01295	bflo_02434, bflo_02433, bflo_02197
OG0006180	YEAST00504	bflo_13527
OG0006181	YEAST02419	bflo_20856
OG0006185	YEAST05986	bflo_05702
OG0006186	YEAST01010	bflo_06017
OG0006188	YEAST05311	bflo_26244
OG0006189	YEAST00844, YEAST06269	bflo_22949
OG0006191	YEAST02336	bflo_06643
OG0006192	YEAST06153	bflo_18864
OG0006196	YEAST03954	bflo_21380
OG0006199	YEAST06121	bflo_18618
OG0006200	YEAST05079	bflo_08595
OG0006202	YEAST00362	bflo_12935
OG0006204	YEAST02271	bflo_21015
OG0006209	YEAST04555	bflo_06181
OG0006210	YEAST00201	bflo_13106
OG0006213	YEAST03554	bflo_02502
OG0006214	YEAST04089	bflo_13485
OG0006216	YEAST01089	bflo_23257
OG0006217	YEAST00809	bflo_25027
OG0006224	YEAST02751, YEAST03048	bflo_24773
OG0006225	YEAST04875	bflo_05658
OG0006227	YEAST00128	bflo_08958
OG0006229	YEAST00143	bflo_15353
OG0006230	YEAST03869	bflo_00871
OG0006233	YEAST04247	bflo_00407
OG0006237	YEAST02126	bflo_24562
OG0006240	YEAST04649	bflo_11621, bflo_11462
OG0006245	YEAST05732	bflo_08102, bflo_07454
OG0006249	YEAST00821	bflo_21979
OG0006250	YEAST05424	bflo_10622
OG0006251	YEAST04963	bflo_20251
OG0006255	YEAST03350	bflo_09248
OG0006258	YEAST05637	bflo_08012
OG0006259	YEAST05672	bflo_01572
OG0006260	YEAST04100	bflo_11688
OG0006263	YEAST02521	bflo_13999
OG0006269	YEAST03069	bflo_11642
OG0006271	YEAST00375	bflo_04493
OG0006275	YEAST06102	bflo_16471
OG0006277	YEAST02811	bflo_20538, bflo_20530
OG0006279	YEAST04402	bflo_17537
OG0006280	YEAST04541	bflo_04839
OG0006281	YEAST04979	bflo_24466
OG0006282	YEAST01445	bflo_02122, bflo_02747, bflo_08061
OG0006283	YEAST00229	bflo_00422
OG0006284	YEAST04213	bflo_18235
OG0006288	YEAST02860	bflo_20374
OG0006289	YEAST06209	bflo_11685
OG0006293	YEAST05380	bflo_20003
OG0006294	YEAST04000	bflo_16221
OG0006295	YEAST05360	bflo_20106
OG0006302	YEAST01852	bflo_01595
OG0006306	YEAST00230	bflo_17978
OG0006311	YEAST01145	bflo_19318
OG0006313	YEAST02392	bflo_07043, bflo_10742
OG0006315	YEAST00489	bflo_22085
OG0006317	YEAST02082	bflo_08654, bflo_04834
OG0006319	YEAST01135	bflo_24488
OG0006320	YEAST04478	bflo_05610
OG0006322	YEAST00815	bflo_12481
OG0006329	YEAST01245	bflo_09310
OG0006332	YEAST06042	bflo_01909
OG0006334	YEAST00864	bflo_25899
OG0006335	YEAST02588	bflo_26558
OG0006339	YEAST06286	bflo_20035
OG0006340	YEAST00922, YEAST05387	bflo_07116
OG0006341	YEAST01452	bflo_08361
OG0006344	YEAST01465	bflo_00813
OG0006347	YEAST03436	bflo_14684, bflo_19080
OG0006349	YEAST05233	bflo_25604
OG0006350	YEAST00452	bflo_08058
OG0006357	YEAST02650	bflo_24141
OG0006360	YEAST01556	bflo_03385, bflo_03153
OG0006362	YEAST05722	bflo_18189
OG0006370	YEAST02350	bflo_26334
OG0006372	YEAST05423	bflo_12563
OG0006375	YEAST05198	bflo_23851
OG0006377	YEAST04974	bflo_11135
OG0006378	YEAST01924	bflo_09263
OG0006381	YEAST01058	bflo_11104
OG0006382	YEAST03313	bflo_22436
OG0006385	YEAST04806	bflo_13000
OG0006387	YEAST05324	bflo_17863
OG0006389	YEAST02409	bflo_18130
OG0006390	YEAST00339	bflo_11594
OG0006392	YEAST01246	bflo_17615
OG0006395	YEAST03605	bflo_06376
OG0006396	YEAST02281, YEAST02453	bflo_16107
OG0006398	YEAST04420, YEAST03553	bflo_25539
OG0006407	YEAST02250	bflo_18602
OG0006416	YEAST00023	bflo_20798, bflo_20796, bflo_15415
OG0006447	YEAST03459	bflo_16566
OG0006448	YEAST00505, YEAST04285	bflo_19539
OG0006449	YEAST02458	bflo_01188
OG0006456	YEAST06224	bflo_10513
OG0006459	YEAST00972, YEAST00245	bflo_06293
OG0006461	YEAST05346	bflo_11702
OG0006462	YEAST01838	bflo_23860
OG0006464	YEAST05965	bflo_21869
OG0006465	YEAST01875	bflo_19143
OG0006470	YEAST01306	bflo_07907
OG0006474	YEAST03988	bflo_20828
OG0006475	YEAST06223, YEAST00349	bflo_18753
OG0006476	YEAST00315	bflo_15113
OG0006479	YEAST05669	bflo_24039
OG0006481	YEAST06165	bflo_06049
OG0006488	YEAST02614	bflo_19816
OG0006498	YEAST02291	bflo_04405
OG0006503	YEAST06053	bflo_21277
OG0006504	YEAST02866	bflo_20826
OG0006507	YEAST02914	bflo_11054
OG0006509	YEAST02252	bflo_14958
OG0006511	YEAST01899	bflo_13916
OG0006512	YEAST04169	bflo_23985
OG0006514	YEAST05820	bflo_14347
OG0006515	YEAST03195	bflo_11505
OG0006516	YEAST02248	bflo_10198
OG0006520	YEAST05914	bflo_14783
OG0006523	YEAST04170	bflo_18015
OG0006528	YEAST02276	bflo_02407
OG0006532	YEAST05019	bflo_25565
OG0006533	YEAST00790	bflo_18102
OG0006536	YEAST05130	bflo_10319
OG0006538	YEAST02168	bflo_25710
OG0006543	YEAST03219	bflo_01627, bflo_01968
OG0006544	YEAST06160	bflo_05615
OG0006550	YEAST05541	bflo_11678
OG0006552	YEAST02016	bflo_05852
OG0006553	YEAST05825	bflo_05354
OG0006554	YEAST04136	bflo_20165
OG0006561	YEAST00874	bflo_16142
OG0006564	YEAST05934	bflo_20335
OG0006568	YEAST03560	bflo_05595
OG0006569	YEAST02940	bflo_15213
OG0006571	YEAST00795	bflo_06463
OG0006574	YEAST06163	bflo_05538
OG0006577	YEAST03945	bflo_11522
OG0006578	YEAST00813	bflo_09529
OG0006580	YEAST04957	bflo_02508
OG0006582	YEAST04615	bflo_03194, bflo_03259
OG0006584	YEAST01846	bflo_03876
OG0006589	YEAST04474	bflo_12455
OG0006594	YEAST00464	bflo_20278
OG0006595	YEAST05577	bflo_02350
OG0006596	YEAST03312	bflo_13930
OG0006597	YEAST01876	bflo_15494
OG0006598	YEAST02580	bflo_05586
OG0006602	YEAST06259	bflo_17654
OG0006603	YEAST05721	bflo_14044
OG0006604	YEAST01597	bflo_20173
OG0006607	YEAST05258	bflo_05639
OG0006610	YEAST04593	bflo_23392
OG0006611	YEAST02395	bflo_19675
OG0006613	YEAST00490	bflo_08658
OG0006615	YEAST02695	bflo_21623
OG0006617	YEAST02864, YEAST02189	bflo_05821
OG0006619	YEAST03691	bflo_06530
OG0006622	YEAST04382	bflo_21805
OG0006625	YEAST05905	bflo_19250
OG0006627	YEAST01553	bflo_17602
OG0006630	YEAST05584	bflo_08331
OG0006631	YEAST01419, YEAST04493	bflo_02399
OG0006633	YEAST05580	bflo_24067, bflo_24065
OG0006636	YEAST06190	bflo_23809
OG0006637	YEAST06011	bflo_00907
OG0006651	YEAST03308	bflo_17634
OG0006655	YEAST04609	bflo_00135
OG0006658	YEAST03323	bflo_06383
OG0006662	YEAST02707	bflo_01575
OG0006663	YEAST04538	bflo_14425
OG0006664	YEAST04769	bflo_15928
OG0006667	YEAST03011	bflo_26184
OG0006668	YEAST00040	bflo_14166
OG0006669	YEAST05379	bflo_25294
OG0006678	YEAST03428	bflo_23848
OG0006681	YEAST02774	bflo_19242
OG0006688	YEAST02298	bflo_13298
OG0006690	YEAST00986	bflo_11580
OG0006691	YEAST06141	bflo_19257
OG0006692	YEAST04243	bflo_02897
OG0006694	YEAST04074	bflo_18353
OG0006703	YEAST04919	bflo_01171
OG0006704	YEAST02241	bflo_20746
OG0006706	YEAST01312	bflo_16963
OG0006707	YEAST04448	bflo_16382
OG0006712	YEAST01297	bflo_12812, bflo_12813
OG0006716	YEAST01688	bflo_23946
OG0006717	YEAST03273, YEAST00511	bflo_18859
OG0006722	YEAST05928	bflo_25547
OG0006725	YEAST05141	bflo_11101
OG0006726	YEAST01310	bflo_05430
OG0006728	YEAST01819	bflo_04467
OG0006730	YEAST06066	bflo_03962
OG0006732	YEAST05092	bflo_00438
OG0006736	YEAST03708, YEAST02845	bflo_13100
OG0006738	YEAST03786	bflo_18621
OG0006741	YEAST00908	bflo_11667
OG0006752	YEAST01605	bflo_14648
OG0006753	YEAST06210	bflo_09892
OG0006754	YEAST05223, YEAST00660	bflo_13351
OG0006755	YEAST03743	bflo_14829
OG0006757	YEAST02585	bflo_24956
OG0006758	YEAST00132	bflo_00186
OG0006766	YEAST01711	bflo_18339
OG0006769	YEAST04955	bflo_21934
OG0006772	YEAST05602	bflo_10630
OG0006775	YEAST01095	bflo_23577
OG0006776	YEAST02455	bflo_18625
OG0006777	YEAST05242	bflo_17793, bflo_19104
OG0006826	YEAST03748	bflo_15514
OG0006830	YEAST02320	bflo_20502
OG0006838	YEAST01244	bflo_22711
OG0006843	YEAST03855	bflo_05656
OG0006846	YEAST04146	bflo_05424
OG0006860	YEAST03798	bflo_13831
OG0006867	YEAST03341	bflo_17074
OG0006869	YEAST01706	bflo_11211
OG0006874	YEAST03449	bflo_23619
OG0006876	YEAST00384	bflo_25862
OG0006880	YEAST04631	bflo_22152
OG0006881	YEAST01049	bflo_14289
OG0006887	YEAST01983	bflo_19380
OG0006888	YEAST00485	bflo_21809
