Orthogroup	YEAST	XENTR
OG0004952	YEAST02477	XENTR06665
OG0004954	YEAST06058	XENTR12724
OG0004962	YEAST04400	XENTR03175
OG0004963	YEAST04940	XENTR04559
OG0004964	YEAST04104	XENTR18483
OG0004968	YEAST03489	XENTR10216
OG0004969	YEAST02591	XENTR13314
OG0004970	YEAST04414	XENTR14182
OG0004971	YEAST05364	XENTR06568
OG0004972	YEAST03511	XENTR01822, XENTR01821
OG0004975	YEAST00144, YEAST01994	XENTR11022
OG0004976	YEAST05983	XENTR06433
OG0004977	YEAST06017	XENTR00140
OG0004979	YEAST06027	XENTR06280
OG0004980	YEAST05221	XENTR14445
OG0004981	YEAST03914, YEAST04639	XENTR01741
OG0004982	YEAST03625	XENTR16425
OG0004985	YEAST03498	XENTR18934, XENTR04847
OG0004988	YEAST05990	XENTR01176
OG0004989	YEAST04576	XENTR00401, XENTR00400
OG0004990	YEAST04419	XENTR11568
OG0004997	YEAST01342	XENTR02015
OG0005002	YEAST05414	XENTR15372
OG0005006	YEAST06096	XENTR06909
OG0005007	YEAST03893	XENTR10611, XENTR10833
OG0005014	YEAST02538	XENTR00814
OG0005015	YEAST01649, YEAST01932	XENTR12740, XENTR08898
OG0005038	YEAST02861	XENTR06375
OG0005040	YEAST04778	XENTR12533
OG0005047	YEAST01837	XENTR01761
OG0005053	YEAST00680	XENTR11151
OG0005055	YEAST02159	XENTR09097
OG0005059	YEAST03737	XENTR07733
OG0005067	YEAST06051	XENTR06281
OG0005069	YEAST03130	XENTR16175
OG0005073	YEAST00873	XENTR17939
OG0005076	YEAST04563	XENTR11253
OG0005081	YEAST03124	XENTR14092
OG0005083	YEAST00678, YEAST05235	XENTR07998
OG0005084	YEAST03782	XENTR18907, XENTR10715
OG0005085	YEAST06159	XENTR18880
OG0005086	YEAST00205	XENTR04829
OG0005087	YEAST00816	XENTR09677
OG0005088	YEAST05769, YEAST03125	XENTR16788
OG0005089	YEAST04644	XENTR08675
OG0005090	YEAST00338	XENTR11064
OG0005093	YEAST01810	XENTR09400
OG0005095	YEAST04437	XENTR10204
OG0005096	YEAST00667	XENTR07304
OG0005097	YEAST05071	XENTR03905
OG0005099	YEAST01396	XENTR04798, XENTR04797, XENTR04799
OG0005100	YEAST02389	XENTR07674
OG0005104	YEAST05248	XENTR16526
OG0005106	YEAST06065, YEAST00421	XENTR15961
OG0005107	YEAST06099	XENTR00721
OG0005109	YEAST05204, YEAST00612	XENTR05235
OG0005111	YEAST06212, YEAST04032	XENTR12918
OG0005114	YEAST02131	XENTR03270
OG0005117	YEAST06050	XENTR00263, XENTR00264
OG0005121	YEAST02052	XENTR08556, XENTR08555
OG0005124	YEAST04099	XENTR11277
OG0005130	YEAST03863	XENTR03472
OG0005139	YEAST04015	XENTR16239
OG0005142	YEAST03890	XENTR05808, XENTR05807
OG0005143	YEAST00443	XENTR09021
OG0005144	YEAST04065	XENTR04655
OG0005146	YEAST02971	XENTR07514
OG0005149	YEAST03025, YEAST02738	XENTR02585
OG0005151	YEAST03382	XENTR10535
OG0005152	YEAST00847	XENTR11517
OG0005157	YEAST02981	XENTR06914
OG0005160	YEAST06113	XENTR11553, XENTR11552
OG0005164	YEAST06283	XENTR11748
OG0005167	YEAST03924	XENTR17308
OG0005169	YEAST00459	XENTR03033
OG0005175	YEAST05445	XENTR09468
OG0005176	YEAST00218	XENTR00816
OG0005178	YEAST04497	XENTR04360, XENTR05515
OG0005179	YEAST05659	XENTR03489
OG0005183	YEAST05308	XENTR16613
OG0005184	YEAST00492	XENTR03963
OG0005187	YEAST05234	XENTR01339
OG0005188	YEAST01554	XENTR16552
OG0005191	YEAST00993	XENTR18840, XENTR03558
OG0005192	YEAST05720	XENTR09355, XENTR09354
OG0005194	YEAST04086	XENTR08743
OG0005196	YEAST01388	XENTR12072
OG0005198	YEAST00327	XENTR12688
OG0005200	YEAST01016	XENTR15289
OG0005201	YEAST00082	XENTR02581
OG0005203	YEAST02207	XENTR08936
OG0005204	YEAST01178	XENTR16411
OG0005205	YEAST01046	XENTR02235
OG0005208	YEAST01429	XENTR17865
OG0005212	YEAST06147	XENTR05321
OG0005220	YEAST04357	XENTR15173
OG0005221	YEAST03209	XENTR07925
OG0005222	YEAST05518	XENTR10211
OG0005224	YEAST06324	XENTR10962
OG0005225	YEAST05094	XENTR11516
OG0005227	YEAST05529	XENTR08466
OG0005228	YEAST05916	XENTR02196
OG0005229	YEAST04766	XENTR09269
OG0005231	YEAST02681	XENTR14785
OG0005233	YEAST00564	XENTR17925
OG0005237	YEAST05398	XENTR12797
OG0005238	YEAST00351	XENTR07727
OG0005239	YEAST04499	XENTR11710, XENTR12808
OG0005240	YEAST03058	XENTR15629, XENTR13415
OG0005244	YEAST06021	XENTR07088, XENTR07089, XENTR03819
OG0005247	YEAST06314	XENTR02931
OG0005249	YEAST03446	XENTR06111, XENTR06112
OG0005251	YEAST00934	XENTR07883
OG0005254	YEAST00814	XENTR17441
OG0005259	YEAST04276	XENTR02830
OG0005261	YEAST01831	XENTR04489, XENTR03622
OG0005262	YEAST05458	XENTR12919
OG0005264	YEAST03506	XENTR05358
OG0005267	YEAST03513	XENTR00612
OG0005269	YEAST03314	XENTR02825
OG0005273	YEAST04916	XENTR02049
OG0005275	YEAST03695	XENTR07020
OG0005277	YEAST04186	XENTR11704
OG0005279	YEAST05219	XENTR15127
OG0005280	YEAST00305	XENTR14213
OG0005281	YEAST05694	XENTR12479, XENTR12478, XENTR11090
OG0005285	YEAST03115	XENTR04551
OG0005289	YEAST03438	XENTR11766
OG0005292	YEAST01718	XENTR17077
OG0005293	YEAST03033	XENTR03075
OG0005294	YEAST01981	XENTR11029
OG0005298	YEAST03696	XENTR19199, XENTR08341
OG0005299	YEAST00788	XENTR00453
OG0005300	YEAST04941	XENTR09324, XENTR09323
OG0005304	YEAST05397	XENTR07753
OG0005309	YEAST03670	XENTR06467
OG0005312	YEAST05201, YEAST04689	XENTR11281
OG0005314	YEAST05231, YEAST01835	XENTR18994
OG0005316	YEAST02690	XENTR15429
OG0005317	YEAST03232	XENTR02322
OG0005318	YEAST02932	XENTR04452
OG0005319	YEAST00507	XENTR12909
OG0005323	YEAST01809	XENTR05721
OG0005326	YEAST02113	XENTR16643, XENTR15679
OG0005360	YEAST05037	XENTR13876
OG0005365	YEAST00555	XENTR04880
OG0005366	YEAST05488	XENTR14103
OG0005370	YEAST06092	XENTR18458, XENTR19057
OG0005371	YEAST06170	XENTR04241
OG0005373	YEAST05422	XENTR01008
OG0005374	YEAST05714	XENTR09396
OG0005375	YEAST03962	XENTR02759
OG0005379	YEAST03216	XENTR01811
OG0005390	YEAST03532	XENTR00330
OG0005391	YEAST02166	XENTR15124
OG0005393	YEAST04280	XENTR11001
OG0005394	YEAST00853	XENTR11004
OG0005396	YEAST05100	XENTR03688
OG0005402	YEAST00454, YEAST00455	XENTR03106
OG0005403	YEAST03894	XENTR17033
OG0005406	YEAST00801	XENTR02598
OG0005409	YEAST01305	XENTR07635
OG0005412	YEAST00286	XENTR08400
OG0005413	YEAST00212	XENTR11238
OG0005417	YEAST02517	XENTR07337
OG0005422	YEAST00744	XENTR13886
OG0005430	YEAST02046	XENTR05965
OG0005431	YEAST00653	XENTR10737
OG0005432	YEAST00083	XENTR09444
OG0005433	YEAST00126	XENTR08308, XENTR06429
OG0005435	YEAST02973	XENTR04202
OG0005437	YEAST04554	XENTR14536
OG0005438	YEAST03985	XENTR19063, XENTR03938
OG0005439	YEAST00480, YEAST02388	XENTR07633
OG0005446	YEAST02856	XENTR04102
OG0005448	YEAST00061	XENTR08841
OG0005451	YEAST02174	XENTR04508
OG0005455	YEAST01906	XENTR17289
OG0005464	YEAST03289	XENTR18484, XENTR09198
OG0005465	YEAST02925	XENTR12965
OG0005466	YEAST04413	XENTR08557
OG0005468	YEAST03549	XENTR04574
OG0005469	YEAST03750	XENTR04592
OG0005470	YEAST05805	XENTR09775, XENTR18624
OG0005471	YEAST02704	XENTR07127
OG0005474	YEAST05625	XENTR16274
OG0005476	YEAST00929	XENTR01349
OG0005479	YEAST06140	XENTR03720
OG0005481	YEAST02988	XENTR00678
OG0005482	YEAST06080	XENTR11679
OG0005484	YEAST05993	XENTR03547
OG0005488	YEAST02834	XENTR10293
OG0005489	YEAST02006	XENTR13955
OG0005490	YEAST02289	XENTR03389, XENTR04160
OG0005493	YEAST03669	XENTR09762
OG0005495	YEAST04982	XENTR02645
OG0005498	YEAST02944	XENTR12205
OG0005499	YEAST00316	XENTR06475
OG0005503	YEAST01883	XENTR16936
OG0005504	YEAST02859	XENTR14288
OG0005508	YEAST05735	XENTR15696
OG0005511	YEAST04889	XENTR00029
OG0005514	YEAST00756	XENTR06788
OG0005524	YEAST04752	XENTR12707
OG0005527	YEAST05177	XENTR17011
OG0005531	YEAST02508	XENTR00728
OG0005533	YEAST05670	XENTR13999
OG0005535	YEAST03305	XENTR07119
OG0005537	YEAST00932	XENTR15998
OG0005539	YEAST01881	XENTR12052
OG0005540	YEAST04214	XENTR03383
OG0005545	YEAST06273	XENTR06846
OG0005554	YEAST01003	XENTR05944
OG0005556	YEAST01807	XENTR14514
OG0005559	YEAST02680	XENTR13684
OG0005560	YEAST01996	XENTR15812, XENTR15811
OG0005561	YEAST05048	XENTR06582
OG0005562	YEAST02317	XENTR02636
OG0005563	YEAST03552	XENTR02726
OG0005564	YEAST02525	XENTR17105, XENTR17106
OG0005566	YEAST02934	XENTR10299
OG0005569	YEAST01288	XENTR17293
OG0005570	YEAST05155	XENTR08831
OG0005572	YEAST04844	XENTR07077
OG0005573	YEAST00059	XENTR17288
OG0005574	YEAST02083	XENTR02685
OG0005580	YEAST03612	XENTR00171
OG0005582	YEAST06134	XENTR10959
OG0005584	YEAST03140, YEAST03524	XENTR08324
OG0005586	YEAST00364	XENTR09184, XENTR16599
OG0005589	YEAST06142	XENTR05397
OG0005590	YEAST05462	XENTR02733
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	XENTR06518
OG0005595	YEAST01803	XENTR11389
OG0005597	YEAST02753	XENTR02744
OG0005598	YEAST01870	XENTR10064
OG0005599	YEAST01798	XENTR07033
OG0005600	YEAST00206	XENTR06836
OG0005604	YEAST03276	XENTR10587
OG0005605	YEAST01083	XENTR06732
OG0005613	YEAST02714	XENTR13054
OG0005617	YEAST02068	XENTR00367, XENTR04722
OG0005618	YEAST04830	XENTR09196
OG0005620	YEAST04915	XENTR02818, XENTR00745
OG0005622	YEAST05142	XENTR09076
OG0005623	YEAST01590	XENTR00925
OG0005626	YEAST02896	XENTR04034
OG0005632	YEAST01025	XENTR16922
OG0005636	YEAST04250, YEAST02533	XENTR18772, XENTR09495, XENTR18731
OG0005641	YEAST05413	XENTR13957
OG0005643	YEAST05368	XENTR18786, XENTR13016
OG0005649	YEAST03683	XENTR14451, XENTR16243, XENTR16242
OG0005652	YEAST02748	XENTR02555
OG0005656	YEAST05558	XENTR15758
OG0005665	YEAST05074	XENTR13236, XENTR13784
OG0005681	YEAST01514	XENTR08432
OG0005694	YEAST02311	XENTR10066
OG0005701	YEAST03349	XENTR13549
OG0005702	YEAST02337	XENTR05785
OG0005703	YEAST00484	XENTR16414
OG0005707	YEAST01682	XENTR13799
OG0005715	YEAST05111	XENTR13785
OG0005719	YEAST01866	XENTR17722
OG0005723	YEAST05629	XENTR02798
OG0005724	YEAST03029	XENTR08971
OG0005728	YEAST03877	XENTR13816
OG0005729	YEAST04879	XENTR17527, XENTR14626
OG0005731	YEAST04127	XENTR07331
OG0005732	YEAST05411, YEAST00067	XENTR01849
OG0005734	YEAST03845	XENTR16904
OG0005747	YEAST02338	XENTR12914
OG0005749	YEAST00550	XENTR13666
OG0005750	YEAST05318	XENTR13184
OG0005758	YEAST03970	XENTR03080
OG0005764	YEAST03256	XENTR11684
OG0005769	YEAST05614	XENTR04692
OG0005774	YEAST01218	XENTR06210
OG0005775	YEAST04199	XENTR03909
OG0005779	YEAST03322	XENTR01952
OG0005783	YEAST04090	XENTR18413
OG0005784	YEAST06131	XENTR13380
OG0005787	YEAST03651	XENTR19090
OG0005789	YEAST06245	XENTR00490
OG0005790	YEAST01022	XENTR09099
OG0005792	YEAST02379	XENTR15781, XENTR15780
OG0005793	YEAST03437	XENTR12617
OG0005794	YEAST03999	XENTR09199
OG0005796	YEAST02169	XENTR01931
OG0005797	YEAST04949	XENTR10908
OG0005799	YEAST05573	XENTR11641
OG0005800	YEAST03278	XENTR01754
OG0005801	YEAST00340	XENTR11859
OG0005803	YEAST05968	XENTR17154
OG0005807	YEAST01275	XENTR12847
OG0005811	YEAST01007	XENTR03035
OG0005812	YEAST06095, YEAST02696, YEAST03626	XENTR15789
OG0005814	YEAST01475	XENTR04732, XENTR04731
OG0005815	YEAST03739	XENTR06350
OG0005819	YEAST04896	XENTR13214
OG0005823	YEAST01415	XENTR09463
OG0005828	YEAST00547	XENTR12512, XENTR12511
OG0005831	YEAST05339	XENTR13713
OG0005832	YEAST00468	XENTR09883
OG0005835	YEAST01714	XENTR13416
OG0005837	YEAST02139	XENTR12226
OG0005842	YEAST02254	XENTR02998
OG0005843	YEAST02236	XENTR06586
OG0005845	YEAST00903	XENTR09452
OG0005848	YEAST01451, YEAST02858	XENTR01693
OG0005849	YEAST01002	XENTR16028
OG0005850	YEAST01618	XENTR09236
OG0005860	YEAST01211	XENTR17203
OG0005864	YEAST04171	XENTR01946
OG0005865	YEAST02036	XENTR18360
OG0005866	YEAST02662, YEAST00926, YEAST05389	XENTR14392
OG0005869	YEAST04361	XENTR02475
OG0005872	YEAST00119	XENTR11811
OG0005874	YEAST05241	XENTR12341
OG0005880	YEAST00456	XENTR06014
OG0005886	YEAST01320	XENTR11697
OG0005887	YEAST02429, YEAST01660	XENTR14900
OG0005888	YEAST01289, YEAST02921	XENTR04928
OG0005889	YEAST02568	XENTR00662
OG0005893	YEAST05434	XENTR00920
OG0005897	YEAST04730	XENTR08676, XENTR08677
OG0005898	YEAST04411	XENTR14156
OG0005899	YEAST01832	XENTR04251
OG0005901	YEAST04462	XENTR00489
OG0005902	YEAST03800	XENTR05146
OG0005906	YEAST01796	XENTR12698
OG0005909	YEAST01623	XENTR14750
OG0005919	YEAST06039	XENTR00097, XENTR00096
OG0005921	YEAST01856	XENTR00634
OG0005922	YEAST03364	XENTR19143
OG0005928	YEAST02001	XENTR10650
OG0005931	YEAST04950	XENTR01406
OG0005932	YEAST02495	XENTR00959
OG0005933	YEAST05705	XENTR12800
OG0005936	YEAST03224	XENTR08342
OG0005940	YEAST04035	XENTR13085
OG0005943	YEAST00579	XENTR05606
OG0005944	YEAST01316	XENTR16564, XENTR16566, XENTR16565
OG0005946	YEAST05608	XENTR06821
OG0005949	YEAST06253	XENTR12509
OG0005952	YEAST03507	XENTR01948
OG0005954	YEAST01233	XENTR00461
OG0005955	YEAST00616	XENTR02212
OG0005960	YEAST04608	XENTR04253, XENTR04254
OG0005961	YEAST00672	XENTR07970
OG0005965	YEAST02033	XENTR11562
OG0005966	YEAST04113	XENTR07355
OG0005968	YEAST05417	XENTR13328
OG0005969	YEAST04558, YEAST04559	XENTR16955
OG0005970	YEAST05328	XENTR04665
OG0005974	YEAST06068	XENTR04691
OG0005976	YEAST02136	XENTR10013
OG0005978	YEAST01891	XENTR14183
OG0005980	YEAST06132	XENTR02536
OG0005984	YEAST04078, YEAST01479	XENTR12144
OG0005985	YEAST00726	XENTR06983
OG0005986	YEAST02056	XENTR04122
OG0005987	YEAST05748	XENTR08582, XENTR11918
OG0005989	YEAST04850	XENTR16020
OG0005991	YEAST06034	XENTR15975
OG0005993	YEAST04496	XENTR12270
OG0005996	YEAST02670	XENTR13072
OG0005998	YEAST04034	XENTR00864
OG0006001	YEAST02335	XENTR12132
OG0006003	YEAST05889	XENTR08305
OG0006005	YEAST05024	XENTR01598
OG0006011	YEAST02553	XENTR06316
OG0006031	YEAST00879	XENTR01463
OG0006059	YEAST03490	XENTR17303
OG0006063	YEAST00475	XENTR07530
OG0006064	YEAST03138	XENTR10338
OG0006065	YEAST06018	XENTR04759
OG0006069	YEAST00670	XENTR12713
OG0006071	YEAST02732	XENTR16097
OG0006072	YEAST03317	XENTR09314, XENTR09315
OG0006073	YEAST06328	XENTR14776
OG0006074	YEAST00045	XENTR12108
OG0006079	YEAST05794	XENTR01421
OG0006084	YEAST02308	XENTR03553, XENTR03554
OG0006087	YEAST02260	XENTR04594
OG0006090	YEAST03852	XENTR13443
OG0006095	YEAST03334	XENTR14710
OG0006096	YEAST03331	XENTR06329
OG0006098	YEAST06192	XENTR08186
OG0006103	YEAST01110	XENTR08008
OG0006104	YEAST03697	XENTR13714
OG0006113	YEAST06164	XENTR04621
OG0006114	YEAST05960	XENTR02803
OG0006115	YEAST01346	XENTR09139
OG0006116	YEAST05770	XENTR14543
OG0006117	YEAST05899	XENTR13745
OG0006122	YEAST05199	XENTR13129
OG0006127	YEAST04711	XENTR07638
OG0006134	YEAST00416	XENTR14999
OG0006135	YEAST00161	XENTR12446
OG0006136	YEAST05740	XENTR05198
OG0006140	YEAST05182	XENTR03667
OG0006141	YEAST02626	XENTR00345
OG0006144	YEAST04770	XENTR06622, XENTR06621
OG0006145	YEAST01394	XENTR04064
OG0006147	YEAST05179	XENTR06844, XENTR13313
OG0006149	YEAST05979	XENTR11705
OG0006152	YEAST03796	XENTR07468
OG0006155	YEAST04800	XENTR12154
OG0006156	YEAST00437	XENTR16540
OG0006159	YEAST06098	XENTR18552
OG0006160	YEAST01548	XENTR06388
OG0006161	YEAST04301	XENTR03324
OG0006168	YEAST01411	XENTR04926
OG0006169	YEAST02933	XENTR17131
OG0006176	YEAST03164	XENTR14826
OG0006177	YEAST01871, YEAST01295	XENTR13707
OG0006180	YEAST00504	XENTR04977
OG0006185	YEAST05986	XENTR04641
OG0006186	YEAST01010	XENTR02839
OG0006188	YEAST05311	XENTR08108
OG0006189	YEAST00844, YEAST06269	XENTR05613
OG0006191	YEAST02336	XENTR17542
OG0006192	YEAST06153	XENTR14355
OG0006196	YEAST03954	XENTR03085
OG0006199	YEAST06121	XENTR06761, XENTR06762
OG0006202	YEAST00362	XENTR15922
OG0006204	YEAST02271	XENTR13371
OG0006209	YEAST04555	XENTR08641
OG0006210	YEAST00201	XENTR02933
OG0006213	YEAST03554	XENTR08416
OG0006214	YEAST04089	XENTR11798
OG0006216	YEAST01089	XENTR14792
OG0006217	YEAST00809	XENTR09237
OG0006224	YEAST02751, YEAST03048	XENTR13017
OG0006227	YEAST00128	XENTR01910
OG0006229	YEAST00143	XENTR03562
OG0006230	YEAST03869	XENTR04159
OG0006233	YEAST04247	XENTR13560
OG0006237	YEAST02126	XENTR16475
OG0006240	YEAST04649	XENTR14524
OG0006245	YEAST05732	XENTR10382
OG0006247	YEAST04977	XENTR15049
OG0006249	YEAST00821	XENTR18011
OG0006251	YEAST04963	XENTR17672, XENTR17673
OG0006255	YEAST03350	XENTR13581
OG0006258	YEAST05637	XENTR05063
OG0006259	YEAST05672	XENTR15431, XENTR15430
OG0006260	YEAST04100	XENTR07975
OG0006263	YEAST02521	XENTR16349
OG0006269	YEAST03069	XENTR11232
OG0006271	YEAST00375	XENTR15420
OG0006275	YEAST06102	XENTR07622
OG0006277	YEAST02811	XENTR12192
OG0006279	YEAST04402	XENTR16888
OG0006280	YEAST04541	XENTR01612
OG0006281	YEAST04979	XENTR12028
OG0006282	YEAST01445	XENTR15370
OG0006283	YEAST00229	XENTR02905
OG0006284	YEAST04213	XENTR06698
OG0006288	YEAST02860	XENTR10301
OG0006289	YEAST06209	XENTR14556
OG0006293	YEAST05380	XENTR13916
OG0006294	YEAST04000	XENTR03051
OG0006295	YEAST05360	XENTR01520
OG0006302	YEAST01852	XENTR12112
OG0006306	YEAST00230	XENTR05458
OG0006311	YEAST01145	XENTR15701, XENTR15702
OG0006313	YEAST02392	XENTR12867
OG0006315	YEAST00489	XENTR14232
OG0006319	YEAST01135	XENTR17260
OG0006320	YEAST04478	XENTR10726
OG0006322	YEAST00815	XENTR02812
OG0006329	YEAST01245	XENTR01907
OG0006332	YEAST06042	XENTR11820
OG0006334	YEAST00864	XENTR11454
OG0006335	YEAST02588	XENTR08558
OG0006339	YEAST06286	XENTR00791
OG0006340	YEAST00922, YEAST05387	XENTR08910
OG0006341	YEAST01452	XENTR01670
OG0006344	YEAST01465	XENTR15368
OG0006347	YEAST03436	XENTR05199
OG0006349	YEAST05233	XENTR07004
OG0006350	YEAST00452	XENTR13659
OG0006357	YEAST02650	XENTR09643, XENTR09642
OG0006360	YEAST01556	XENTR11510
OG0006362	YEAST05722	XENTR05459
OG0006370	YEAST02350	XENTR06294
OG0006372	YEAST05423	XENTR08472
OG0006375	YEAST05198	XENTR01833
OG0006377	YEAST04974	XENTR13700, XENTR18549, XENTR18550
OG0006378	YEAST01924	XENTR05710
OG0006381	YEAST01058	XENTR06606
OG0006382	YEAST03313	XENTR08999
OG0006385	YEAST04806	XENTR14544
OG0006387	YEAST05324	XENTR17469, XENTR08445
OG0006389	YEAST02409	XENTR16925
OG0006390	YEAST00339	XENTR00780
OG0006395	YEAST03605	XENTR18848, XENTR18849
OG0006396	YEAST02453	XENTR05740
OG0006407	YEAST02250	XENTR01503, XENTR01502, XENTR14495
OG0006416	YEAST00023	XENTR11216
OG0006447	YEAST03459	XENTR07741
OG0006448	YEAST00505, YEAST04285	XENTR02943
OG0006456	YEAST06224	XENTR08352
OG0006459	YEAST00972, YEAST00245	XENTR08528
OG0006461	YEAST05346	XENTR07035
OG0006462	YEAST01838	XENTR01277
OG0006464	YEAST05965	XENTR10541
OG0006465	YEAST01875	XENTR07508
OG0006470	YEAST01306	XENTR15042
OG0006474	YEAST03988	XENTR00813
OG0006475	YEAST06223, YEAST00349	XENTR10608
OG0006476	YEAST00315	XENTR04361
OG0006479	YEAST05669	XENTR08062
OG0006481	YEAST06165	XENTR02608
OG0006488	YEAST02614	XENTR02069
OG0006498	YEAST02291	XENTR16311
OG0006503	YEAST06053	XENTR17521
OG0006504	YEAST02866	XENTR07120
OG0006509	YEAST02252	XENTR13835
OG0006511	YEAST01899	XENTR06903
OG0006512	YEAST04169	XENTR05619
OG0006514	YEAST05820	XENTR05648
OG0006515	YEAST03195	XENTR13526
OG0006516	YEAST02248	XENTR13095
OG0006520	YEAST05914	XENTR13195
OG0006523	YEAST04170	XENTR02071
OG0006528	YEAST02276	XENTR04191
OG0006532	YEAST05019	XENTR09832
OG0006536	YEAST05130	XENTR11449
OG0006538	YEAST02168	XENTR03139
OG0006543	YEAST03219	XENTR05755
OG0006544	YEAST06160	XENTR15901
OG0006550	YEAST05541	XENTR00769, XENTR00770
OG0006552	YEAST02016	XENTR05835
OG0006553	YEAST05825	XENTR01394
OG0006554	YEAST04136	XENTR10302
OG0006561	YEAST00874	XENTR09007
OG0006564	YEAST05934	XENTR07133
OG0006568	YEAST03560	XENTR09608
OG0006569	YEAST02940	XENTR00615
OG0006571	YEAST00795	XENTR05803
OG0006574	YEAST06163	XENTR04351
OG0006577	YEAST03945	XENTR14469
OG0006578	YEAST00813	XENTR12631, XENTR12630
OG0006580	YEAST04957	XENTR13958, XENTR13959
OG0006584	YEAST01846	XENTR02296
OG0006589	YEAST04474	XENTR01351
OG0006594	YEAST00464	XENTR18025
OG0006595	YEAST05577	XENTR09437
OG0006596	YEAST03312	XENTR12773
OG0006597	YEAST01876	XENTR00700
OG0006598	YEAST02580	XENTR14326
OG0006602	YEAST06259	XENTR15212
OG0006603	YEAST05721	XENTR10213
OG0006604	YEAST01597	XENTR09447, XENTR09446
OG0006607	YEAST05258	XENTR13594
OG0006609	YEAST04231	XENTR06296
OG0006610	YEAST04593	XENTR07341
OG0006611	YEAST02395	XENTR05216
OG0006615	YEAST02695	XENTR06546
OG0006617	YEAST02864, YEAST02189	XENTR08021, XENTR08020
OG0006619	YEAST03691	XENTR02127, XENTR02126
OG0006622	YEAST04382	XENTR12562
OG0006625	YEAST05905	XENTR04207
OG0006627	YEAST01553	XENTR17718
OG0006630	YEAST05584	XENTR08125
OG0006631	YEAST01419, YEAST04493	XENTR19213
OG0006633	YEAST05580	XENTR02142
OG0006636	YEAST06190	XENTR11494
OG0006637	YEAST06011	XENTR05016
OG0006651	YEAST03308	XENTR12537
OG0006655	YEAST04609	XENTR05829
OG0006658	YEAST03323	XENTR09594
OG0006662	YEAST02707	XENTR02635
OG0006663	YEAST04538	XENTR03207
OG0006664	YEAST04769	XENTR06837
OG0006667	YEAST03011	XENTR11957
OG0006668	YEAST00040	XENTR10580
OG0006669	YEAST05379	XENTR13698
OG0006678	YEAST03428	XENTR13719
OG0006681	YEAST02774	XENTR03638
OG0006688	YEAST02298	XENTR13607
OG0006690	YEAST00986	XENTR13317
OG0006691	YEAST06141	XENTR10862
OG0006692	YEAST04243	XENTR13963
OG0006694	YEAST04074	XENTR04108
OG0006703	YEAST04919	XENTR04634
OG0006704	YEAST02241	XENTR13888, XENTR13889
OG0006706	YEAST01312	XENTR07780
OG0006707	YEAST04448	XENTR16134
OG0006712	YEAST01297	XENTR03007
OG0006716	YEAST01688	XENTR13038
OG0006717	YEAST03273, YEAST00511	XENTR17648
OG0006725	YEAST05141	XENTR07038
OG0006726	YEAST01310	XENTR09612
OG0006730	YEAST06066	XENTR07699
OG0006732	YEAST05092	XENTR17486
OG0006736	YEAST03708, YEAST02845	XENTR09191, XENTR10482
OG0006738	YEAST03786	XENTR19225, XENTR19226
OG0006741	YEAST00908	XENTR08382
OG0006752	YEAST01605	XENTR02646
OG0006753	YEAST06210	XENTR11694
OG0006754	YEAST05223, YEAST00660	XENTR18420
OG0006755	YEAST03743	XENTR10590
OG0006757	YEAST02585	XENTR12333
OG0006758	YEAST00132	XENTR19253
OG0006766	YEAST01711	XENTR12590, XENTR12592
OG0006769	YEAST04955	XENTR18589
OG0006772	YEAST05602	XENTR06880, XENTR06881
OG0006775	YEAST01095	XENTR01837
OG0006776	YEAST02455	XENTR07592
OG0006777	YEAST05242	XENTR14289
OG0006826	YEAST03748	XENTR13782
OG0006830	YEAST02320	XENTR13305
OG0006838	YEAST01244	XENTR01852
OG0006843	YEAST03855	XENTR17465
OG0006846	YEAST04146	XENTR12109
OG0006853	YEAST03500	XENTR15554
OG0006860	YEAST03798	XENTR10215
OG0006867	YEAST03341	XENTR01657
OG0006869	YEAST01706	XENTR02833
OG0006874	YEAST03449	XENTR14555
OG0006876	YEAST00384	XENTR00090
OG0006880	YEAST04631	XENTR02819
OG0006887	YEAST01983	XENTR13961
OG0006888	YEAST00485	XENTR02537
OG0006890	YEAST02034	XENTR09541
OG0006891	YEAST00187	XENTR15690
OG0006892	YEAST04820	XENTR00113
OG0006894	YEAST01360	XENTR13122
OG0006897	YEAST00856	XENTR14076
OG0006901	YEAST05480	XENTR00120
OG0006906	YEAST00746	XENTR10195
OG0006918	YEAST05610	XENTR10731, XENTR10730
OG0006920	YEAST02490	XENTR10785
OG0006924	YEAST04308	XENTR06768
OG0006927	YEAST00921	XENTR10634
OG0006934	YEAST02053	XENTR15092
OG0006935	YEAST02014	XENTR08699
OG0006936	YEAST06114	XENTR08928
OG0006937	YEAST05537	XENTR04504
OG0006938	YEAST02536	XENTR16149
OG0006939	YEAST01033	XENTR12765
OG0006940	YEAST05163	XENTR01692
OG0006942	YEAST00190	XENTR09478
OG0006943	YEAST02583	XENTR15386
OG0006949	YEAST00975, YEAST00256	XENTR11256
OG0006952	YEAST02831	XENTR05143
OG0006953	YEAST02903, YEAST04751, YEAST05739	XENTR09448
OG0006959	YEAST01865	XENTR17553
OG0006964	YEAST05995	XENTR09387
OG0006966	YEAST02544	XENTR09367
OG0006967	YEAST06235	XENTR03908
OG0006968	YEAST03972	XENTR15434
