Orthogroup	YEAST	CAPO3
OG0006313	YEAST02392	CAPO306539
OG0006315	YEAST00489	CAPO305862
OG0006317	YEAST02082	CAPO301551
OG0006319	YEAST01135	CAPO306239
OG0006320	YEAST04478	CAPO303864
OG0006322	YEAST00815	CAPO305971
OG0006329	YEAST01245	CAPO306283
OG0006332	YEAST06042	CAPO306802, CAPO306801
OG0006334	YEAST00864	CAPO302140
OG0006335	YEAST02588	CAPO305790
OG0006339	YEAST06286	CAPO306751
OG0006340	YEAST00922, YEAST05387	CAPO306725
OG0006341	YEAST01452	CAPO303256
OG0006344	YEAST01465	CAPO307345
OG0006347	YEAST03436	CAPO305184
OG0006349	YEAST05233	CAPO304057
OG0006350	YEAST00452	CAPO302433
OG0006360	YEAST01556	CAPO304103
OG0006362	YEAST05722	CAPO308308
OG0006370	YEAST02350	CAPO300348
OG0006372	YEAST05423	CAPO304608
OG0006375	YEAST05198	CAPO306256
OG0006377	YEAST04974	CAPO307494
OG0006378	YEAST01924	CAPO304918
OG0006381	YEAST01058	CAPO301472
OG0006382	YEAST03313	CAPO307026
OG0006385	YEAST04806	CAPO301074
OG0006387	YEAST05324	CAPO306319
OG0006389	YEAST02409	CAPO302170
OG0006390	YEAST00339	CAPO308093
OG0006392	YEAST01246	CAPO305806
OG0006395	YEAST03605	CAPO300149
OG0006447	YEAST03459	CAPO302283
OG0006448	YEAST00505, YEAST04285	CAPO301094
OG0006449	YEAST02458	CAPO305961
OG0006456	YEAST06224	CAPO300992
OG0006459	YEAST00972, YEAST00245	CAPO307843
OG0006461	YEAST05346	CAPO306350
OG0006462	YEAST01838	CAPO300662
OG0006464	YEAST05965	CAPO307754
OG0006465	YEAST01875	CAPO307052
OG0006467	YEAST00027, YEAST02272	CAPO301292
OG0006470	YEAST01306	CAPO300984
OG0006474	YEAST03988	CAPO300155
OG0006475	YEAST06223, YEAST00349	CAPO301888
OG0006476	YEAST00315	CAPO300216
OG0006479	YEAST05669	CAPO304002
OG0006481	YEAST06165	CAPO307580
OG0006488	YEAST02614	CAPO301772
OG0006498	YEAST02291	CAPO301440
OG0006503	YEAST06053	CAPO304660
OG0006504	YEAST02866	CAPO302154
OG0006507	YEAST02914	CAPO301032
OG0006509	YEAST02252	CAPO304681
OG0006512	YEAST04169	CAPO301701
OG0006514	YEAST05820	CAPO304095
OG0006515	YEAST03195	CAPO306459
OG0006516	YEAST02248	CAPO305607
OG0006520	YEAST05914	CAPO300668
OG0006523	YEAST04170	CAPO302914
OG0006532	YEAST05019	CAPO304147
OG0006533	YEAST00790	CAPO305463
OG0006536	YEAST05130	CAPO305735
OG0006538	YEAST02168	CAPO305091
OG0006543	YEAST03219	CAPO305452
OG0006544	YEAST06160	CAPO306101
OG0006550	YEAST05541	CAPO307487
OG0006552	YEAST02016	CAPO301957
OG0006553	YEAST05825	CAPO308128
OG0006554	YEAST04136	CAPO306525
OG0006561	YEAST00874	CAPO300890
OG0006568	YEAST03560	CAPO303043
OG0006569	YEAST02940	CAPO300856
OG0006571	YEAST00795	CAPO306740
OG0006577	YEAST03945	CAPO300858
OG0006578	YEAST00813	CAPO303393
OG0006580	YEAST04957	CAPO306179
OG0006582	YEAST04615	CAPO305399
OG0006584	YEAST01846	CAPO304380
OG0006594	YEAST00464	CAPO305352
OG0006595	YEAST05577	CAPO306726
OG0006596	YEAST03312	CAPO305496
OG0006597	YEAST01876	CAPO306143
OG0006598	YEAST02580	CAPO303505
OG0006602	YEAST06259	CAPO306545
OG0006603	YEAST05721	CAPO305246
OG0006604	YEAST01597	CAPO301632
OG0006607	YEAST05258	CAPO302836
OG0006609	YEAST04231	CAPO304156
OG0006610	YEAST04593	CAPO305635
OG0006611	YEAST02395	CAPO303370
OG0006613	YEAST00490	CAPO305926
OG0006615	YEAST02695	CAPO300892
OG0006617	YEAST01373	CAPO302667
OG0006617	YEAST02864, YEAST02189	CAPO304084, CAPO306322
OG0006619	YEAST03691	CAPO305225
OG0006622	YEAST04382	CAPO307274
OG0006625	YEAST05905	CAPO304287
OG0006627	YEAST01553	CAPO300634
OG0006630	YEAST05584	CAPO301318
OG0006631	YEAST01419, YEAST04493	CAPO302816
OG0006633	YEAST05580	CAPO306794
OG0006636	YEAST06190	CAPO304383
OG0006637	YEAST06011	CAPO304312
OG0006651	YEAST03308	CAPO306376
OG0006655	YEAST04609	CAPO306982
OG0006658	YEAST03323	CAPO301723
OG0006662	YEAST02707	CAPO305585
OG0006663	YEAST04538	CAPO301399
OG0006664	YEAST04769	CAPO302941
OG0006667	YEAST03011	CAPO305573
OG0006668	YEAST00040	CAPO301053
OG0006669	YEAST05379	CAPO301280
OG0006678	YEAST03428	CAPO300092
OG0006681	YEAST02774	CAPO305354
OG0006688	YEAST02298	CAPO302794
OG0006690	YEAST00986	CAPO302172
OG0006691	YEAST06141	CAPO305670
OG0006692	YEAST04243	CAPO302647
OG0006694	YEAST04074	CAPO302438
OG0006703	YEAST04919	CAPO302601
OG0006704	YEAST02241	CAPO305136
OG0006706	YEAST01312	CAPO303773
OG0006707	YEAST04448	CAPO304129
OG0006712	YEAST01297	CAPO307469
OG0006716	YEAST01688	CAPO302196
OG0006717	YEAST03273, YEAST00511	CAPO305633
OG0006722	YEAST05928	CAPO304555
OG0006725	YEAST05141	CAPO301206
OG0006726	YEAST01310	CAPO303375
OG0006728	YEAST01819	CAPO303411
OG0006730	YEAST06066	CAPO307696
OG0006732	YEAST05092	CAPO301757
OG0006736	YEAST03708, YEAST02845	CAPO301670
OG0006738	YEAST03786	CAPO305285
OG0006741	YEAST00908	CAPO306132
OG0006752	YEAST01605	CAPO301753
OG0006753	YEAST06210	CAPO304199
OG0006754	YEAST05223, YEAST00660	CAPO307852, CAPO307231
OG0006755	YEAST03743	CAPO304099
OG0006757	YEAST02585	CAPO308250
OG0006758	YEAST00132	CAPO303486
OG0006766	YEAST01711	CAPO300327
OG0006769	YEAST04955	CAPO304104
OG0006772	YEAST05602	CAPO306103
OG0006775	YEAST01095	CAPO303956
OG0006776	YEAST02455	CAPO307354, CAPO307229
OG0006777	YEAST05242	CAPO308320
OG0006826	YEAST03748	CAPO306575
OG0006830	YEAST02320	CAPO304885
OG0006838	YEAST01244	CAPO304346
OG0006843	YEAST03855	CAPO301783
OG0006846	YEAST04146	CAPO305985, CAPO301436
OG0006853	YEAST03500	CAPO305011
OG0006860	YEAST03798	CAPO304880
OG0006867	YEAST03341	CAPO304561
OG0006869	YEAST01706	CAPO303718
OG0006874	YEAST03449	CAPO303002
OG0006876	YEAST00384	CAPO301384
OG0006880	YEAST04631	CAPO300637
OG0006881	YEAST01049	CAPO307302
OG0006887	YEAST01983	CAPO303330
OG0006888	YEAST00485	CAPO300481
OG0006890	YEAST02034	CAPO301774
OG0006892	YEAST04820	CAPO306271
OG0006894	YEAST01360	CAPO305493
OG0006897	YEAST00856	CAPO305270
OG0006901	YEAST05480	CAPO301222
OG0006906	YEAST00746	CAPO307116
OG0006918	YEAST05610	CAPO303362
OG0006920	YEAST02490	CAPO306461
OG0006924	YEAST04308	CAPO304320
OG0006927	YEAST00921	CAPO303700
OG0006934	YEAST02053	CAPO304656
OG0006935	YEAST02014	CAPO305404
OG0006936	YEAST06114	CAPO301255
OG0006937	YEAST05537	CAPO300724
OG0006938	YEAST02536	CAPO307064
OG0006939	YEAST01033	CAPO300423
OG0006940	YEAST05163	CAPO308295
OG0006942	YEAST00190	CAPO305131
OG0006943	YEAST02583	CAPO300653
OG0006949	YEAST00975, YEAST00256	CAPO300866
OG0006952	YEAST02831	CAPO308002
OG0006953	YEAST02903, YEAST04751, YEAST05739	CAPO302825
OG0006959	YEAST01865	CAPO305847
OG0006964	YEAST05995	CAPO306352
OG0006966	YEAST02544	CAPO304695
OG0006967	YEAST06235	CAPO303820
OG0006968	YEAST03972	CAPO301435
OG0006969	YEAST01604	CAPO306618
OG0006971	YEAST00044	CAPO303658
OG0006973	YEAST03793	CAPO306305
OG0006975	YEAST02322	CAPO306893
OG0006977	YEAST06248	CAPO305268
OG0006978	YEAST00696	CAPO304336
OG0006980	YEAST02173	CAPO305562
OG0006989	YEAST04914	CAPO302679
OG0006991	YEAST05066	CAPO303392
OG0006992	YEAST04657	CAPO305345, CAPO305740
OG0006994	YEAST05554	CAPO306564
OG0006995	YEAST06048	CAPO306435
OG0006997	YEAST00664	CAPO304873
OG0006998	YEAST02509	CAPO301390
OG0006999	YEAST03874	CAPO303913
OG0007003	YEAST01840	CAPO302304
OG0007005	YEAST03907	CAPO303654
OG0007009	YEAST05645	CAPO305960
OG0007010	YEAST01652	CAPO301780
OG0007012	YEAST05361	CAPO304946
OG0007013	YEAST05971	CAPO303300
OG0007015	YEAST03053	CAPO305278
OG0007016	YEAST05307	CAPO304972
OG0007020	YEAST00663	CAPO303562, CAPO308296
OG0007024	YEAST01864	CAPO302054
OG0007029	YEAST05619	CAPO302104
OG0007030	YEAST05712	CAPO303845
OG0007033	YEAST04002	CAPO305180
OG0007043	YEAST02072, YEAST01064	CAPO305780
OG0007045	YEAST01113	CAPO305958
OG0007046	YEAST04826	CAPO305591
OG0007049	YEAST05930	CAPO305031
OG0007050	YEAST05668	CAPO307898
OG0007055	YEAST02593	CAPO304778
OG0007057	YEAST05673	CAPO304630
OG0007061	YEAST03247	CAPO305340
OG0007063	YEAST04650	CAPO308261
OG0007065	YEAST01111	CAPO301537
OG0007071	YEAST02162	CAPO301761
OG0007073	YEAST03946	CAPO302936
OG0007084	YEAST05527	CAPO307673
OG0007089	YEAST04132	CAPO300706
OG0007092	YEAST01811	CAPO304498, CAPO305528
OG0007093	YEAST01923	CAPO308175
OG0007095	YEAST02581	CAPO304293
OG0007097	YEAST01699	CAPO302515
OG0007098	YEAST03783	CAPO301993
OG0007106	YEAST00202	CAPO302226
OG0007112	YEAST05597	CAPO303793
OG0007114	YEAST03493	CAPO305243
OG0007118	YEAST01120	CAPO306502
OG0007119	YEAST05459	CAPO303656
OG0007121	YEAST05746	CAPO305337
OG0007124	YEAST04818	CAPO307876
OG0007127	YEAST04415	CAPO305077
OG0007130	YEAST05158	CAPO302224
OG0007131	YEAST05874	CAPO304315
OG0007132	YEAST06078	CAPO301608
OG0007137	YEAST00797	CAPO303287
OG0007138	YEAST04319	CAPO307436
OG0007139	YEAST05259	CAPO302325
OG0007143	YEAST02636	CAPO307276
OG0007144	YEAST04135	CAPO301797
OG0007150	YEAST00900	CAPO304704
OG0007154	YEAST01439	CAPO302715
OG0007165	YEAST04228, YEAST02514	CAPO300764
OG0007166	YEAST05384	CAPO301841
OG0007168	YEAST02929	CAPO304836
OG0007182	YEAST00042	CAPO302258
OG0007184	YEAST01512	CAPO304626
OG0007186	YEAST00761	CAPO306272
OG0007192	YEAST00860	CAPO307148
OG0007201	YEAST01721	CAPO305686
OG0007202	YEAST03071, YEAST01550, YEAST03891	CAPO305939
OG0007249	YEAST00344	CAPO303771, CAPO304279
OG0007254	YEAST00328	CAPO300342
OG0007258	YEAST02867	CAPO301895
OG0007269	YEAST04522	CAPO305691
OG0007276	YEAST02007	CAPO301595
OG0007279	YEAST02363	CAPO302557
OG0007282	YEAST04912	CAPO300960
OG0007292	YEAST05159	CAPO302024
OG0007303	YEAST05207	CAPO302064
OG0007307	YEAST05606	CAPO304518, CAPO304185
OG0007313	YEAST02047	CAPO302761
OG0007317	YEAST04084	CAPO306655
OG0007321	YEAST05016	CAPO307651
OG0007322	YEAST01090	CAPO301300
OG0007325	YEAST03249	CAPO305675
OG0007330	YEAST00633	CAPO300366
OG0007332	YEAST02451	CAPO302800
OG0007335	YEAST06084	CAPO304929
OG0007336	YEAST03606	CAPO304895
OG0007341	YEAST00183	CAPO300898
OG0007342	YEAST03859	CAPO300397
OG0007343	YEAST00383	CAPO305744
OG0007347	YEAST02066	CAPO302872
OG0007354	YEAST03378	CAPO303485
OG0007355	YEAST02682	CAPO307111
OG0007361	YEAST02394	CAPO305039
OG0007363	YEAST05519	CAPO304834
OG0007364	YEAST01959	CAPO303075
OG0007367	YEAST01013	CAPO305088
OG0007371	YEAST04970	CAPO305453
OG0007376	YEAST02976	CAPO302556
OG0007379	YEAST00967	CAPO305130
OG0007380	YEAST00785, YEAST00666	CAPO300141
OG0007382	YEAST01108	CAPO305525
OG0007387	YEAST06326	CAPO304030
OG0007393	YEAST01116	CAPO301859
OG0007395	YEAST00603	CAPO302788
OG0007397	YEAST03512	CAPO300434
OG0007399	YEAST02279	CAPO306050
OG0007401	YEAST03451	CAPO302124
OG0007408	YEAST03401	CAPO303491
OG0007409	YEAST05329	CAPO305402
OG0007411	YEAST04399	CAPO300699
OG0007412	YEAST04822	CAPO302107
OG0007414	YEAST01970	CAPO300363
OG0007415	YEAST01948	CAPO307758, CAPO301270
OG0007417	YEAST04175	CAPO303652
OG0007421	YEAST00762	CAPO301566
OG0007424	YEAST05463	CAPO304349
OG0007425	YEAST06135	CAPO303896
OG0007427	YEAST00763	CAPO303220
OG0007428	YEAST01536	CAPO301768
OG0007431	YEAST00610	CAPO304150
OG0007439	YEAST01063	CAPO300813
OG0007442	YEAST03687	CAPO308291
OG0007446	YEAST04647	CAPO303088
OG0007451	YEAST02017	CAPO303173
OG0007456	YEAST00931	CAPO301020
OG0007458	YEAST02196	CAPO300350
OG0007463	YEAST00394	CAPO300212
OG0007466	YEAST00806	CAPO300471
OG0007473	YEAST03408	CAPO303433
OG0007478	YEAST02470	CAPO301266
OG0007482	YEAST05783	CAPO307266
OG0007483	YEAST01187	CAPO300503
OG0007484	YEAST00517	CAPO302421
OG0007488	YEAST04193	CAPO308146
OG0007491	YEAST05032	CAPO304949
OG0007498	YEAST00593	CAPO306301
OG0007499	YEAST03994	CAPO302974
OG0007508	YEAST05759	CAPO306367
OG0007509	YEAST03229	CAPO301428
OG0007519	YEAST04589	CAPO307472
OG0007531	YEAST05725	CAPO301562
OG0007550	YEAST03311	CAPO301421, CAPO302720, CAPO300311, CAPO304075
OG0007591	YEAST02623	CAPO302671
OG0007597	YEAST05244	CAPO302699
OG0007615	YEAST05127	CAPO302208
OG0007619	YEAST04342	CAPO307079
OG0007622	YEAST01282	CAPO304123
OG0007624	YEAST03901	CAPO306507
OG0007646	YEAST05572	CAPO303345
OG0007648	YEAST03775	CAPO303467
OG0007656	YEAST02935	CAPO306133
OG0007657	YEAST01213	CAPO302526
OG0007663	YEAST01133	CAPO303269
OG0007673	YEAST04892	CAPO306691
OG0007676	YEAST01965	CAPO301687
OG0007685	YEAST00976	CAPO307242
OG0007690	YEAST00054	CAPO306330
OG0007692	YEAST05386	CAPO304764
OG0007698	YEAST04526	CAPO302218
OG0007704	YEAST01687	CAPO307102
OG0007712	YEAST02916	CAPO301491
OG0007722	YEAST06130	CAPO300661
OG0007727	YEAST01129	CAPO301122
OG0007739	YEAST04408	CAPO306247
OG0007744	YEAST04303	CAPO302276
OG0007749	YEAST02144	CAPO303871
OG0007751	YEAST03046	CAPO306625
OG0007754	YEAST03550	CAPO307268
OG0007758	YEAST04336	CAPO302132
OG0007760	YEAST02821	CAPO305618, CAPO303194
OG0007766	YEAST03772, YEAST02908	CAPO305894
OG0007767	YEAST03177	CAPO304549
OG0007769	YEAST02589	CAPO301827
OG0007772	YEAST05211	CAPO304662
OG0007773	YEAST05609	CAPO302396
OG0007783	YEAST03579	CAPO302092
OG0007784	YEAST01170	CAPO307704
OG0007786	YEAST01347	CAPO302428
OG0007787	YEAST03458	CAPO307455
OG0007801	YEAST02556, YEAST00332	CAPO304268
OG0007803	YEAST00818	CAPO301792
OG0007810	YEAST06278	CAPO306480
OG0007811	YEAST05686	CAPO303448
OG0007816	YEAST00605	CAPO300570
OG0007823	YEAST03887	CAPO300300
OG0007825	YEAST05054	CAPO304573
OG0007827	YEAST01279	CAPO305582
OG0007829	YEAST02649	CAPO305400
OG0007830	YEAST03594	CAPO300733
OG0007831	YEAST03693	CAPO306309
OG0007838	YEAST04312	CAPO305759
OG0007840	YEAST02829	CAPO301709
OG0007849	YEAST01915	CAPO306245
OG0007850	YEAST01418	CAPO308200
OG0007852	YEAST02199	CAPO305092
OG0007854	YEAST01377	CAPO300573
OG0007858	YEAST03196	CAPO306180
OG0007866	YEAST06036	CAPO307919
OG0007912	YEAST04725	CAPO300094
OG0007918	YEAST04092	CAPO306768
OG0007941	YEAST03892	CAPO303397
OG0007943	YEAST03288	CAPO303432
OG0007947	YEAST02420	CAPO304390
OG0007958	YEAST01011	CAPO307613
OG0007971	YEAST03990	CAPO306113
OG0007975	YEAST01243	CAPO300899
OG0007978	YEAST01491	CAPO300419
OG0007982	YEAST03186	CAPO306558
OG0007986	YEAST01263	CAPO301210
OG0007991	YEAST02341	CAPO303503
OG0007996	YEAST04079	CAPO301705
OG0008008	YEAST02355	CAPO306044
OG0008020	YEAST05433	CAPO300340
OG0008030	YEAST00039	CAPO303940
OG0008031	YEAST04719	CAPO301663
OG0008038	YEAST05601	CAPO303434
OG0008045	YEAST01345	CAPO304124
OG0008053	YEAST05804	CAPO307475
OG0008055	YEAST05224	CAPO304973
OG0008056	YEAST04542	CAPO305715
OG0008069	YEAST00959	CAPO302773
OG0008072	YEAST00552	CAPO304116
OG0008079	YEAST03108	CAPO305873
OG0008085	YEAST04107	CAPO306772, CAPO306778
OG0008091	YEAST06200	CAPO301577
OG0008100	YEAST03959	CAPO303437
OG0008103	YEAST05352	CAPO302032
OG0008104	YEAST06240	CAPO303964
OG0008105	YEAST03324	CAPO301825
OG0008110	YEAST00121	CAPO307398
OG0008111	YEAST06004, YEAST05693	CAPO300295
OG0008122	YEAST01663	CAPO306853
OG0008136	YEAST02756	CAPO306527
OG0008167	YEAST00909	CAPO300083, CAPO306750
OG0008196	YEAST03623	CAPO305556
OG0008201	YEAST01163	CAPO303869
OG0008202	YEAST06186	CAPO303070
OG0008208	YEAST04341	CAPO301623
OG0008219	YEAST05754	CAPO303960
OG0008244	YEAST04999	CAPO305920
OG0008251	YEAST01472	CAPO306974
OG0008254	YEAST04740	CAPO307977
OG0008267	YEAST02722	CAPO305434
OG0008273	YEAST00628	CAPO300883
OG0008281	YEAST01387	CAPO304839
OG0008307	YEAST01285	CAPO301267
OG0008323	YEAST05718	CAPO307881
OG0008332	YEAST03366	CAPO307922
OG0008339	YEAST03286	CAPO307257
OG0008346	YEAST01382	CAPO307261
OG0008348	YEAST03383	CAPO303902
OG0008351	YEAST01276	CAPO307792
OG0008401	YEAST02115	CAPO304023
OG0008403	YEAST01318	CAPO300621
OG0008404	YEAST02842	CAPO307542
OG0008416	YEAST05168	CAPO300816
OG0008432	YEAST01317	CAPO301824
OG0008524	YEAST02216	CAPO305854
OG0008533	YEAST00770	CAPO306433
OG0008540	YEAST02219	CAPO306008
OG0008542	YEAST00506	CAPO303728
OG0008546	YEAST03499	CAPO306328
OG0008601	YEAST03150	CAPO308135
OG0008620	YEAST00843	CAPO301626
OG0008626	YEAST03306	CAPO305741
OG0008645	YEAST05803	CAPO307683
OG0008654	YEAST03590	CAPO302567
OG0008685	YEAST00164	CAPO305455
OG0008689	YEAST05237	CAPO306380
OG0008794	YEAST01976, YEAST00168, YEAST00957	CAPO303046
OG0008799	YEAST03377	CAPO304437
OG0008816	YEAST01954	CAPO305371
OG0008818	YEAST00271	CAPO306967
OG0008823	YEAST03936	CAPO306173
OG0008824	YEAST01698	CAPO307205
OG0008872	YEAST03799	CAPO300021
OG0008873	YEAST04429	CAPO304889
OG0008879	YEAST05579	CAPO302991
OG0008903	YEAST01637	CAPO303747
OG0008913	YEAST03181, YEAST03769	CAPO300541
OG0008923	YEAST01739	CAPO301602
OG0008946	YEAST00403	CAPO302886
OG0008990	YEAST02040	CAPO301078, CAPO301077
OG0009013	YEAST03778	CAPO306357
OG0009066	YEAST04511	CAPO303946
OG0009078	YEAST02676	CAPO306454
OG0009105	YEAST02501	CAPO300479, CAPO307554
OG0009115	YEAST05628, YEAST04158	CAPO303581
OG0009118	YEAST03618	CAPO306907
OG0009165	YEAST05085, YEAST01742	CAPO303917
OG0009166	YEAST03055	CAPO306637
OG0009172	YEAST02854	CAPO303130
OG0009225	YEAST01052	CAPO300867
OG0009232	YEAST04731	CAPO306362, CAPO300613
OG0009311	YEAST00623	CAPO300670
OG0009344	YEAST03868	CAPO305907
OG0009361	YEAST02727	CAPO301081
OG0009394	YEAST04927	CAPO306321, CAPO300765
OG0009451	YEAST05755, YEAST04763	CAPO304190
OG0009472	YEAST01737	CAPO304554
OG0009483	YEAST05877	CAPO301155
OG0009486	YEAST00324	CAPO304979
OG0009492	YEAST00632	CAPO308278, CAPO305357
OG0009555	YEAST03831	CAPO302201
OG0009590	YEAST02138	CAPO302279
OG0009604	YEAST04803	CAPO307674
OG0009614	YEAST00622	CAPO304376
OG0009630	YEAST02852	CAPO307063
OG0009651	YEAST04775	CAPO301716
OG0009654	YEAST04221	CAPO304675
OG0009676	YEAST05959	CAPO302100
OG0009892	YEAST01082	CAPO304276
OG0009911	YEAST03388	CAPO305191
OG0009920	YEAST05355	CAPO301007
OG0009926	YEAST03054	CAPO304251
OG0009994	YEAST06045	CAPO302402
OG0010054	YEAST01026	CAPO305041
OG0010139	YEAST01045	CAPO300252
OG0010229	YEAST00880, YEAST04666, YEAST04383	CAPO300233, CAPO300527
OG0010284	YEAST01922	CAPO304183
OG0010323	YEAST04943	CAPO305906
OG0010346	YEAST00902, YEAST04286	CAPO300263
OG0010369	YEAST01224	CAPO302233
OG0010372	YEAST02145	CAPO307603
OG0010570	YEAST03006	CAPO300504
OG0010643	YEAST00800	CAPO307317
OG0010841	YEAST05695	CAPO305667
OG0010876	YEAST02678	CAPO307416
OG0010930	YEAST02641	CAPO302013
OG0011003	YEAST03808	CAPO301580
OG0011004	YEAST05869	CAPO305245
OG0011111	YEAST00210	CAPO300518
OG0011258	YEAST02930	CAPO307634
OG0011313	YEAST03172	CAPO300455
OG0011313	YEAST04278	CAPO306276
OG0011464	YEAST01096	CAPO305492
OG0011806	YEAST04857, YEAST00710	CAPO303870
OG0011806	YEAST04598, YEAST05369, YEAST04837, YEAST00374	CAPO306187
OG0011869	YEAST04156	CAPO306174
OG0011920	YEAST05132	CAPO301446
OG0011960	YEAST01713	CAPO304036, CAPO306291, CAPO300530
OG0012383	YEAST02624	CAPO301195
OG0012449	YEAST06083, YEAST05798	CAPO300937
OG0012571	YEAST01509, YEAST03166, YEAST01253, YEAST00840	CAPO302688
OG0012801	YEAST04938, YEAST04971	CAPO305045, CAPO304228
OG0013287	YEAST01032	CAPO302629
OG0013287	YEAST05103	CAPO304519, CAPO304186, CAPO301397
OG0013287	YEAST05171	CAPO308226, CAPO300517
OG0014103	YEAST04946	CAPO300086, CAPO305135
OG0016027	YEAST00487, YEAST01001	CAPO307184, CAPO300043
OG0016400	YEAST06093, YEAST04389, YEAST01827	CAPO307508
OG0016568	YEAST04611, YEAST02099, YEAST04870	CAPO306487
OG0016569	YEAST04871, YEAST02100, YEAST04612	CAPO306887
OG0017605	YEAST01334, YEAST02966	CAPO308129, CAPO303911
OG0017617	YEAST05589	CAPO302324
OG0017787	YEAST05167	CAPO301671, CAPO308144
OG0018258	YEAST01934	CAPO307008
OG0018359	YEAST04849	CAPO303695
OG0018359	YEAST05545, YEAST03801	CAPO301114, CAPO306108
OG0018360	YEAST05381	CAPO301142, CAPO302902, CAPO308000, CAPO306616, CAPO301664
OG0018366	YEAST02816	CAPO308219, CAPO302087, CAPO302083, CAPO302085, CAPO302082
OG0018368	YEAST04656, YEAST01719, YEAST03898	CAPO304923, CAPO302520, CAPO303922
OG0018371	YEAST02927	CAPO303312
OG0018371	YEAST04913, YEAST00836, YEAST00783	CAPO306978
OG0018372	YEAST03881, YEAST04797, YEAST05372	CAPO303358
OG0018377	YEAST01977	CAPO305476
OG0018378	YEAST03228, YEAST05359	CAPO305844
OG0018379	YEAST02462	CAPO306184
OG0019668	YEAST00192, YEAST00382	CAPO303620
OG0019905	YEAST04888	CAPO301833, CAPO300262
OG0020142	YEAST03810	CAPO302810
OG0020775	YEAST03265	CAPO300393
OG0020776	YEAST01651, YEAST01935, YEAST05457	CAPO302984, CAPO300523
OG0020778	YEAST01861, YEAST03041	CAPO300882, CAPO303265, CAPO301621
OG0020782	YEAST03043, YEAST05972	CAPO302028, CAPO303961, CAPO303288
OG0020789	YEAST00406	CAPO306641
OG0020791	YEAST02980	CAPO307819, CAPO307801
OG0024307	YEAST01910, YEAST02267, YEAST01909	CAPO300485
OG0024309	YEAST03692, YEAST01744	CAPO300519, CAPO306170
OG0024310	YEAST05310	CAPO300685
OG0024312	YEAST04012	CAPO300738
OG0024313	YEAST01534	CAPO302964, CAPO301281, CAPO302963
OG0024314	YEAST02109, YEAST05323, YEAST03645	CAPO301393
OG0024315	YEAST04111	CAPO307319, CAPO301588, CAPO301589
OG0024320	YEAST03597	CAPO306117, CAPO305281, CAPO302466
OG0024321	YEAST00780, YEAST00831	CAPO302491
OG0024322	YEAST01978	CAPO302543
OG0024331	YEAST03189, YEAST03762	CAPO303415, CAPO304202
OG0024334	YEAST00449, YEAST02432	CAPO307157, CAPO303906
OG0024335	YEAST01942, YEAST06149	CAPO303916
OG0024338	YEAST02780	CAPO304604
OG0024340	YEAST00648, YEAST03120, YEAST05217	CAPO305333
OG0024341	YEAST01335, YEAST03494	CAPO305475
OG0024342	YEAST01004, YEAST01006, YEAST01005	CAPO305601
OG0024343	YEAST00580	CAPO305788
OG0024344	YEAST00398, YEAST04220, YEAST02493	CAPO307037
OG0024346	YEAST00995, YEAST00276, YEAST00611	CAPO307175
OG0024347	YEAST04016, YEAST02237	CAPO307800, CAPO307823
OG0024348	YEAST03455	CAPO308105
OG0026769	YEAST02664	CAPO305330
OG0028134	YEAST04577	CAPO303570
OG0028380	YEAST00748	CAPO303121
OG0030057	YEAST01466	CAPO300052
OG0030059	YEAST05910, YEAST03522	CAPO300114
OG0030063	YEAST05268	CAPO302390, CAPO300759
OG0030068	YEAST04461, YEAST00380	CAPO301511
OG0030074	YEAST00917	CAPO301914, CAPO307464
OG0030081	YEAST03217, YEAST00477	CAPO302541
OG0030083	YEAST00486	CAPO302775
OG0030089	YEAST03777	CAPO303101
OG0030091	YEAST03064, YEAST03063	CAPO303158
OG0030094	YEAST01951	CAPO303303, CAPO305867
OG0030095	YEAST05864, YEAST05855	CAPO303449
OG0030096	YEAST05651, YEAST04195	CAPO303468
OG0030099	YEAST01583	CAPO304286
OG0030101	YEAST00495	CAPO304424
OG0030103	YEAST02766	CAPO304655
OG0030104	YEAST05917, YEAST04702	CAPO304924
OG0030107	YEAST02343	CAPO305484
OG0030110	YEAST04425, YEAST03445	CAPO306045
OG0030112	YEAST00525	CAPO306216, CAPO306920
OG0030117	YEAST01126	CAPO306422
OG0030120	YEAST05598, YEAST04256	CAPO306904
OG0030122	YEAST01745	CAPO307092
OG0030123	YEAST00559, YEAST01513	CAPO307195
OG0030125	YEAST03905, YEAST03873	CAPO307342
OG0030128	YEAST06107, YEAST02480	CAPO307448
OG0030129	YEAST03710	CAPO307479
OG0030133	YEAST03572, YEAST04630	CAPO307980
OG0030134	YEAST01754	CAPO307998
OG0041433	YEAST01685	CAPO300055
OG0041451	YEAST04215	CAPO300811
OG0041455	YEAST05449	CAPO301116
OG0041459	YEAST03880	CAPO301208
OG0041464	YEAST01926	CAPO301302
OG0041465	YEAST06203	CAPO301368
OG0041466	YEAST00729	CAPO301370
OG0041467	YEAST04179	CAPO301373
OG0041469	YEAST04570	CAPO301426
OG0041471	YEAST01392	CAPO301568
OG0041472	YEAST00214	CAPO301603
OG0041473	YEAST00595	CAPO301607
OG0041474	YEAST01209	CAPO301612
OG0041485	YEAST00695	CAPO302067
OG0041495	YEAST02190	CAPO302398
OG0041499	YEAST01607	CAPO302490
OG0041503	YEAST00088	CAPO302569
