Orthogroup	YEAST	NEMVE
OG0004526	YEAST02603	NEMVE00195
OG0004529	YEAST03981	NEMVE14754
OG0004535	YEAST02221	NEMVE14895
OG0004538	YEAST02750	NEMVE20187, NEMVE11904, NEMVE14557
OG0004541	YEAST02645, YEAST03788, YEAST04781	NEMVE09057, NEMVE10568
OG0004542	YEAST04816, YEAST04623	NEMVE22875
OG0004545	YEAST02071	NEMVE09905
OG0004546	YEAST04485	NEMVE24991
OG0004551	YEAST00426	NEMVE05944
OG0004554	YEAST04172	NEMVE24554, NEMVE20303
OG0004559	YEAST04428	NEMVE09979
OG0004563	YEAST04325	NEMVE20984, NEMVE13109, NEMVE21039, NEMVE16625
OG0004566	YEAST02192	NEMVE05423
OG0004567	YEAST05747	NEMVE23222, NEMVE08979
OG0004571	YEAST02127	NEMVE12245, NEMVE02107
OG0004573	YEAST00677	NEMVE10987, NEMVE20146
OG0004577	YEAST02283	NEMVE25631
OG0004579	YEAST00134	NEMVE14497
OG0004581	YEAST03583, YEAST04618	NEMVE20283, NEMVE10061
OG0004582	YEAST04377	NEMVE02471, NEMVE09353
OG0004583	YEAST05833	NEMVE13969
OG0004584	YEAST03457	NEMVE24702
OG0004585	YEAST01153	NEMVE22328
OG0004590	YEAST03622, YEAST00886	NEMVE25895, NEMVE18908
OG0004593	YEAST01231	NEMVE14593
OG0004606	YEAST05926	NEMVE10087
OG0004609	YEAST05326	NEMVE13242
OG0004610	YEAST04487, YEAST01427	NEMVE14987
OG0004611	YEAST04613	NEMVE16538
OG0004612	YEAST02359	NEMVE06661
OG0004616	YEAST00250, YEAST02830	NEMVE13537
OG0004619	YEAST03531	NEMVE14883, NEMVE00286
OG0004621	YEAST00178	NEMVE15548
OG0004623	YEAST04421	NEMVE23629, NEMVE12720
OG0004626	YEAST00427	NEMVE14880, NEMVE03566, NEMVE12350
OG0004633	YEAST03510	NEMVE14514, NEMVE14238
OG0004634	YEAST00262, YEAST00249	NEMVE04611
OG0004635	YEAST02703	NEMVE12750, NEMVE15016
OG0004639	YEAST02924	NEMVE18292
OG0004642	YEAST01912	NEMVE12541
OG0004648	YEAST04721, YEAST05892	NEMVE14967
OG0004649	YEAST02284	NEMVE13434
OG0004651	YEAST01146	NEMVE14682
OG0004654	YEAST00988	NEMVE23143
OG0004655	YEAST01640	NEMVE09086, NEMVE00666
OG0004656	YEAST04281	NEMVE08568
OG0004657	YEAST00473	NEMVE07292
OG0004658	YEAST04140	NEMVE00155, NEMVE13379
OG0004659	YEAST02251	NEMVE07785, NEMVE00194, NEMVE11615
OG0004660	YEAST06221, YEAST00721	NEMVE15866
OG0004663	YEAST01161	NEMVE13231
OG0004664	YEAST05162	NEMVE12499, NEMVE19719
OG0004668	YEAST01610	NEMVE07904, NEMVE11886
OG0004669	YEAST00949	NEMVE14751
OG0004670	YEAST03416	NEMVE13348
OG0004671	YEAST02606	NEMVE15017
OG0004674	YEAST05448	NEMVE15105
OG0004675	YEAST05072, YEAST02983	NEMVE19531, NEMVE12308
OG0004676	YEAST05785, YEAST00056, YEAST02694	NEMVE06939
OG0004678	YEAST02777, YEAST04846	NEMVE09441
OG0004682	YEAST02876	NEMVE16012
OG0004683	YEAST00676	NEMVE10379
OG0004684	YEAST05643	NEMVE15028
OG0004685	YEAST04200	NEMVE13564, NEMVE20938
OG0004687	YEAST00982	NEMVE11074
OG0004691	YEAST00819	NEMVE07925
OG0004699	YEAST05453	NEMVE08956
OG0004703	YEAST00841	NEMVE23725
OG0004705	YEAST05591	NEMVE13269
OG0004708	YEAST04540	NEMVE22362
OG0004711	YEAST03281	NEMVE22209
OG0004728	YEAST04662, YEAST00882	NEMVE24238, NEMVE02716
OG0004733	YEAST06337	NEMVE08830
OG0004735	YEAST04508	NEMVE05167
OG0004739	YEAST01817	NEMVE15022
OG0004740	YEAST04029	NEMVE22822, NEMVE13094
OG0004743	YEAST04299	NEMVE21851, NEMVE20722
OG0004747	YEAST01134	NEMVE09582, NEMVE25622
OG0004748	YEAST03942	NEMVE24482, NEMVE00840
OG0004749	YEAST05904	NEMVE21861
OG0004753	YEAST04746	NEMVE12732, NEMVE14959, NEMVE00501
OG0004755	YEAST03690	NEMVE14496
OG0004756	YEAST03704	NEMVE14252
OG0004759	YEAST02912	NEMVE05670
OG0004760	YEAST01847	NEMVE22531
OG0004764	YEAST04443, YEAST04345	NEMVE10488
OG0004765	YEAST02487	NEMVE21803
OG0004766	YEAST01053	NEMVE23449
OG0004767	YEAST03559	NEMVE13831
OG0004768	YEAST02666	NEMVE14625, NEMVE17029
OG0004769	YEAST06228	NEMVE09060
OG0004770	YEAST03432	NEMVE10973
OG0004774	YEAST06062	NEMVE11891, NEMVE13846, NEMVE08683
OG0004785	YEAST04153	NEMVE14332, NEMVE12269
OG0004786	YEAST01015	NEMVE03480, NEMVE16746
OG0004787	YEAST02164	NEMVE25138
OG0004792	YEAST02299	NEMVE22524
OG0004795	YEAST02163	NEMVE17130, NEMVE09760
OG0004797	YEAST00371	NEMVE14389
OG0004805	YEAST03570	NEMVE06909
OG0004808	YEAST02354	NEMVE23142, NEMVE00017
OG0004811	YEAST01683	NEMVE14893
OG0004814	YEAST05710	NEMVE22496
OG0004816	YEAST04664	NEMVE24963
OG0004819	YEAST00279	NEMVE10396, NEMVE20374
OG0004820	YEAST05404	NEMVE22650
OG0004822	YEAST03199	NEMVE13105
OG0004833	YEAST01309	NEMVE13547
OG0004836	YEAST00658	NEMVE22477
OG0004840	YEAST01399	NEMVE08926
OG0004841	YEAST01375	NEMVE13314
OG0004842	YEAST05083	NEMVE21848
OG0004843	YEAST03163	NEMVE13339, NEMVE11986
OG0004844	YEAST01571	NEMVE18136
OG0004848	YEAST02387	NEMVE05365
OG0004849	YEAST06335	NEMVE14210
OG0004850	YEAST05082, YEAST02977	NEMVE20542, NEMVE22350
OG0004851	YEAST02907	NEMVE14191
OG0004852	YEAST00825	NEMVE25433
OG0004854	YEAST00889, YEAST04304	NEMVE22394
OG0004855	YEAST03252	NEMVE05574
OG0004856	YEAST05973	NEMVE04745, NEMVE05569
OG0004858	YEAST04268	NEMVE22404
OG0004863	YEAST00862	NEMVE22313
OG0004864	YEAST00264	NEMVE23293
OG0004874	YEAST04564	NEMVE08254
OG0004875	YEAST02491	NEMVE13402
OG0004877	YEAST05247	NEMVE12565, NEMVE13079, NEMVE04687
OG0004879	YEAST01311	NEMVE10578
OG0004880	YEAST06046	NEMVE13009, NEMVE12954
OG0004881	YEAST00141	NEMVE02049
OG0004886	YEAST05077	NEMVE12702, NEMVE10250, NEMVE18342
OG0004887	YEAST05734	NEMVE22398
OG0004893	YEAST04667, YEAST00405	NEMVE23196
OG0004896	YEAST06193	NEMVE11249
OG0004897	YEAST03127, YEAST00642	NEMVE13596
OG0004898	YEAST01269	NEMVE05893, NEMVE21394
OG0004902	YEAST00933	NEMVE14740
OG0004903	YEAST03539	NEMVE13217
OG0004906	YEAST02770	NEMVE07063
OG0004911	YEAST04765	NEMVE19493
OG0004913	YEAST01636	NEMVE18631
OG0004914	YEAST03369	NEMVE25557
OG0004917	YEAST00244	NEMVE09895, NEMVE22754
OG0004922	YEAST03302	NEMVE25720, NEMVE22660
OG0004924	YEAST03555, YEAST03277	NEMVE08496
OG0004928	YEAST00311	NEMVE25903
OG0004932	YEAST04654	NEMVE25699
OG0004940	YEAST05107, YEAST05559	NEMVE03181
OG0004941	YEAST03194	NEMVE12882, NEMVE15741
OG0004948	YEAST02275	NEMVE04863
OG0004949	YEAST04201	NEMVE14010
OG0004952	YEAST02477	NEMVE22987
OG0004954	YEAST06058	NEMVE13769, NEMVE13543
OG0004962	YEAST04400	NEMVE08838
OG0004963	YEAST04940	NEMVE09267
OG0004964	YEAST04104	NEMVE14109
OG0004968	YEAST03489	NEMVE14001, NEMVE12446
OG0004969	YEAST02591	NEMVE15653, NEMVE14164, NEMVE21390
OG0004970	YEAST04414	NEMVE24152
OG0004971	YEAST05364	NEMVE14811, NEMVE20816
OG0004972	YEAST03511	NEMVE22512
OG0004975	YEAST00144, YEAST01994	NEMVE12292, NEMVE01450, NEMVE11552
OG0004976	YEAST05983	NEMVE07826, NEMVE07806
OG0004977	YEAST06017	NEMVE20344, NEMVE16863, NEMVE02192, NEMVE00253
OG0004979	YEAST06027	NEMVE09400
OG0004980	YEAST05221	NEMVE25421
OG0004981	YEAST03914, YEAST04639	NEMVE21260, NEMVE15079
OG0004982	YEAST03625	NEMVE25620
OG0004985	YEAST03498	NEMVE22448
OG0004988	YEAST05990	NEMVE13432
OG0004989	YEAST04576	NEMVE14722
OG0004990	YEAST04419	NEMVE00215, NEMVE21079, NEMVE14471
OG0004992	YEAST05627	NEMVE21226, NEMVE19613
OG0004996	YEAST04793	NEMVE12979, NEMVE05000
OG0004997	YEAST01342	NEMVE04870, NEMVE21142
OG0005002	YEAST05414	NEMVE14489
OG0005003	YEAST02467, YEAST00216	NEMVE02750
OG0005006	YEAST06096	NEMVE22541
OG0005007	YEAST03893	NEMVE11282
OG0005014	YEAST02538	NEMVE04481, NEMVE12690, NEMVE14836
OG0005015	YEAST01649, YEAST01932	NEMVE22631
OG0005038	YEAST02861	NEMVE21936
OG0005040	YEAST04778	NEMVE05703, NEMVE15873
OG0005047	YEAST01837	NEMVE13364
OG0005053	YEAST00680	NEMVE05596, NEMVE22444, NEMVE10981
OG0005055	YEAST02159	NEMVE08898
OG0005059	YEAST03737	NEMVE18371
OG0005067	YEAST06051	NEMVE21762, NEMVE00117, NEMVE21170
OG0005069	YEAST03130	NEMVE11714, NEMVE05735
OG0005073	YEAST00873	NEMVE24556
OG0005076	YEAST04563	NEMVE19049, NEMVE19050
OG0005081	YEAST03124	NEMVE04796
OG0005083	YEAST00678, YEAST05235	NEMVE19791, NEMVE09115
OG0005085	YEAST06159	NEMVE07572
OG0005086	YEAST00205	NEMVE07482
OG0005087	YEAST00816	NEMVE14760, NEMVE21110
OG0005088	YEAST05769, YEAST03125	NEMVE15972, NEMVE13405
OG0005089	YEAST04644	NEMVE15030
OG0005090	YEAST00338	NEMVE11209, NEMVE18162
OG0005091	YEAST05089	NEMVE08357
OG0005093	YEAST01810	NEMVE10149
OG0005095	YEAST04437	NEMVE14185
OG0005096	YEAST00667	NEMVE13847, NEMVE03089
OG0005097	YEAST05071	NEMVE09977
OG0005099	YEAST01396	NEMVE24801
OG0005100	YEAST02389	NEMVE10899
OG0005104	YEAST05248	NEMVE09153
OG0005106	YEAST06065, YEAST00421	NEMVE22627
OG0005107	YEAST06099	NEMVE20157, NEMVE08261
OG0005109	YEAST05204, YEAST00612	NEMVE04941
OG0005111	YEAST06212, YEAST04032	NEMVE13580
OG0005114	YEAST02131	NEMVE08411
OG0005117	YEAST06050	NEMVE13209
OG0005121	YEAST02052	NEMVE07563
OG0005124	YEAST04099	NEMVE13707, NEMVE07910
OG0005130	YEAST03863	NEMVE12121, NEMVE07830
OG0005139	YEAST04015	NEMVE00951, NEMVE10974
OG0005142	YEAST03890	NEMVE07142, NEMVE12077
OG0005143	YEAST00443	NEMVE12617, NEMVE00974, NEMVE13415
OG0005144	YEAST04065	NEMVE06213
OG0005146	YEAST02971	NEMVE05099
OG0005149	YEAST03025, YEAST02738	NEMVE10144
OG0005151	YEAST03382	NEMVE13659
OG0005152	YEAST00847	NEMVE13218
OG0005157	YEAST02981	NEMVE22505
OG0005160	YEAST06113	NEMVE06389
OG0005164	YEAST06283	NEMVE09725
OG0005167	YEAST03924	NEMVE02902, NEMVE22515
OG0005168	YEAST06272	NEMVE22833
OG0005169	YEAST00459	NEMVE21118, NEMVE05682
OG0005175	YEAST05445	NEMVE02029
OG0005176	YEAST00218	NEMVE08801
OG0005178	YEAST04497	NEMVE04033
OG0005179	YEAST05659	NEMVE21436, NEMVE07829
OG0005183	YEAST05308	NEMVE14067
OG0005184	YEAST00492	NEMVE06431
OG0005187	YEAST05234	NEMVE13161
OG0005188	YEAST01554	NEMVE12845, NEMVE06643
OG0005191	YEAST00993	NEMVE09257
OG0005192	YEAST05720	NEMVE17292, NEMVE12464, NEMVE07764
OG0005194	YEAST04086	NEMVE03180
OG0005196	YEAST01388	NEMVE19466
OG0005198	YEAST00327	NEMVE22645
OG0005200	YEAST01016	NEMVE13636
OG0005201	YEAST00082	NEMVE02021
OG0005203	YEAST02207	NEMVE13297
OG0005204	YEAST01178	NEMVE14965
OG0005205	YEAST01046	NEMVE14634
OG0005208	YEAST01429	NEMVE24981
OG0005212	YEAST06147	NEMVE14478
OG0005221	YEAST03209	NEMVE22950, NEMVE21059
OG0005222	YEAST05518	NEMVE05750
OG0005224	YEAST06324	NEMVE07924
OG0005225	YEAST05094	NEMVE24257
OG0005227	YEAST05529	NEMVE13281
OG0005228	YEAST05916	NEMVE20296, NEMVE02199
OG0005229	YEAST04766	NEMVE05889
OG0005231	YEAST02681	NEMVE05026, NEMVE04973
OG0005233	YEAST00564	NEMVE22334
OG0005237	YEAST05398	NEMVE14603, NEMVE02535
OG0005238	YEAST00351	NEMVE15748
OG0005239	YEAST04499	NEMVE24300, NEMVE14697
OG0005240	YEAST03058	NEMVE23501
OG0005244	YEAST06021	NEMVE24681
OG0005247	YEAST06314	NEMVE13246, NEMVE14263
OG0005249	YEAST03446	NEMVE01081
OG0005251	YEAST00934	NEMVE14226
OG0005254	YEAST00814	NEMVE08513, NEMVE11856, NEMVE12824
OG0005259	YEAST04276	NEMVE14915
OG0005261	YEAST01831	NEMVE18820, NEMVE12103
OG0005262	YEAST05458	NEMVE10313
OG0005264	YEAST03506	NEMVE01596
OG0005267	YEAST03513	NEMVE13171
OG0005269	YEAST03314	NEMVE23738
OG0005273	YEAST04916	NEMVE15021
OG0005275	YEAST03695	NEMVE17303
OG0005277	YEAST04186	NEMVE23614
OG0005279	YEAST05219	NEMVE08263
OG0005280	YEAST00305	NEMVE14921
OG0005281	YEAST05694	NEMVE14436
OG0005285	YEAST03115	NEMVE22305, NEMVE22017, NEMVE12118
OG0005289	YEAST03438	NEMVE13264
OG0005292	YEAST01718	NEMVE13978, NEMVE20613
OG0005293	YEAST03033	NEMVE11769, NEMVE01003
OG0005294	YEAST01981	NEMVE00896
OG0005298	YEAST03696	NEMVE13862, NEMVE00037
OG0005299	YEAST00788	NEMVE14083
OG0005300	YEAST04941	NEMVE15071
OG0005304	YEAST05397	NEMVE14113
OG0005309	YEAST03670	NEMVE07005
OG0005312	YEAST05201, YEAST04689	NEMVE10517
OG0005314	YEAST05231, YEAST01835	NEMVE07238
OG0005316	YEAST02690	NEMVE13569
OG0005317	YEAST03232	NEMVE14531
OG0005318	YEAST02932	NEMVE14087, NEMVE12599
OG0005323	YEAST01809	NEMVE11130, NEMVE05390
OG0005324	YEAST02894	NEMVE02099
OG0005326	YEAST02113	NEMVE19394, NEMVE25692
OG0005342	YEAST03421	NEMVE21630
OG0005360	YEAST05037	NEMVE24149
OG0005365	YEAST00555	NEMVE21047
OG0005370	YEAST06092	NEMVE22407
OG0005371	YEAST06170	NEMVE13716
OG0005374	YEAST05714	NEMVE05694
OG0005375	YEAST03962	NEMVE14110
OG0005379	YEAST03216	NEMVE13439
OG0005390	YEAST03532	NEMVE23291
OG0005391	YEAST02166	NEMVE24228, NEMVE12403
OG0005393	YEAST04280	NEMVE03135
OG0005394	YEAST00853	NEMVE09746
OG0005396	YEAST05100	NEMVE13770, NEMVE12327
OG0005399	YEAST03052	NEMVE19672
OG0005402	YEAST00454, YEAST00455	NEMVE14998
OG0005403	YEAST03894	NEMVE08821
OG0005406	YEAST00801	NEMVE13726
OG0005412	YEAST00286	NEMVE12334, NEMVE07116
OG0005413	YEAST00212	NEMVE20329, NEMVE22607, NEMVE12897
OG0005417	YEAST02517	NEMVE07985
OG0005422	YEAST00744	NEMVE13144
OG0005430	YEAST02046	NEMVE17316
OG0005431	YEAST00653	NEMVE21109, NEMVE00911
OG0005432	YEAST00083	NEMVE13957
OG0005433	YEAST00126	NEMVE01023
OG0005435	YEAST02973	NEMVE22904
OG0005437	YEAST04554	NEMVE21721
OG0005439	YEAST00480, YEAST02388	NEMVE13268
OG0005446	YEAST02856	NEMVE22024, NEMVE22502
OG0005448	YEAST00061	NEMVE07608
OG0005451	YEAST02174	NEMVE14862
OG0005455	YEAST01906	NEMVE24879
OG0005464	YEAST03289	NEMVE18553
OG0005465	YEAST02925	NEMVE09135
OG0005466	YEAST04413	NEMVE13417
OG0005469	YEAST03750	NEMVE15103
OG0005470	YEAST05805	NEMVE08170
OG0005471	YEAST02704	NEMVE17574
OG0005474	YEAST05625	NEMVE22052
OG0005479	YEAST06140	NEMVE14532
OG0005481	YEAST02988	NEMVE12105, NEMVE16365
OG0005482	YEAST06080	NEMVE09524
OG0005484	YEAST05993	NEMVE25513
OG0005488	YEAST02834	NEMVE10989
OG0005489	YEAST02006	NEMVE06352
OG0005490	YEAST02289	NEMVE15001
OG0005493	YEAST03669	NEMVE03139
OG0005495	YEAST04982	NEMVE14014
OG0005498	YEAST02944	NEMVE24787
OG0005503	YEAST01883	NEMVE17209
OG0005508	YEAST05735	NEMVE14483
OG0005511	YEAST04889	NEMVE06467
OG0005514	YEAST00756	NEMVE18212, NEMVE20630
OG0005524	YEAST04752	NEMVE21844
OG0005527	YEAST05177	NEMVE01715, NEMVE09089, NEMVE12171
OG0005531	YEAST02508	NEMVE21678
OG0005533	YEAST05670	NEMVE01936
OG0005535	YEAST03305	NEMVE23214
OG0005537	YEAST00932	NEMVE17735, NEMVE11592
OG0005539	YEAST01881	NEMVE15047
OG0005545	YEAST06273	NEMVE14775
OG0005554	YEAST01003	NEMVE19424, NEMVE21796
OG0005556	YEAST01807	NEMVE21261, NEMVE14285
OG0005559	YEAST02680	NEMVE19278
OG0005560	YEAST01996	NEMVE21325, NEMVE15697
OG0005561	YEAST05048	NEMVE14147
OG0005562	YEAST02317	NEMVE13599
OG0005563	YEAST03552	NEMVE13362, NEMVE12533
OG0005564	YEAST02525	NEMVE14553, NEMVE14276
OG0005566	YEAST02934	NEMVE21920, NEMVE12368
OG0005569	YEAST01288	NEMVE22877
OG0005570	YEAST05155	NEMVE09824
OG0005572	YEAST04844	NEMVE22437
OG0005573	YEAST00059	NEMVE10955
OG0005574	YEAST02083	NEMVE13871
OG0005580	YEAST03612	NEMVE22749
OG0005582	YEAST06134	NEMVE00898, NEMVE12286
OG0005584	YEAST03140, YEAST03524	NEMVE13371
OG0005586	YEAST00364	NEMVE23537, NEMVE22169, NEMVE21722
OG0005589	YEAST06142	NEMVE09365
OG0005590	YEAST05462	NEMVE21941
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	NEMVE13249
OG0005594	YEAST04980	NEMVE13772, NEMVE17569
OG0005595	YEAST01803	NEMVE24148
OG0005597	YEAST02753	NEMVE11874, NEMVE06167
OG0005598	YEAST01870	NEMVE00076, NEMVE13856
OG0005599	YEAST01798	NEMVE06209, NEMVE12520
OG0005600	YEAST00206	NEMVE13328
OG0005604	YEAST03276	NEMVE04889
OG0005605	YEAST01083	NEMVE19346
OG0005613	YEAST02714	NEMVE14558
OG0005617	YEAST02068	NEMVE14623
OG0005618	YEAST04830	NEMVE09358
OG0005620	YEAST04915	NEMVE14729
OG0005622	YEAST05142	NEMVE09250
OG0005623	YEAST01590	NEMVE09978
OG0005626	YEAST02896	NEMVE02395, NEMVE14768
OG0005632	YEAST01025	NEMVE11004
OG0005636	YEAST04250, YEAST02533	NEMVE14287
OG0005641	YEAST05413	NEMVE24789
OG0005643	YEAST05368	NEMVE23240
OG0005645	YEAST03386	NEMVE21292, NEMVE13413, NEMVE00525
OG0005649	YEAST03683	NEMVE08781
OG0005652	YEAST02748	NEMVE13761
OG0005656	YEAST05558	NEMVE25719
OG0005660	YEAST04813	NEMVE13076, NEMVE12999
OG0005681	YEAST01514	NEMVE01950, NEMVE12509
OG0005694	YEAST02311	NEMVE07503
OG0005701	YEAST03349	NEMVE05123
OG0005702	YEAST02337	NEMVE21785
OG0005703	YEAST00484	NEMVE05111
OG0005707	YEAST01682	NEMVE02468
OG0005715	YEAST05111	NEMVE09774
OG0005719	YEAST01866	NEMVE14711
OG0005723	YEAST05629	NEMVE13732
OG0005724	YEAST03029	NEMVE11354, NEMVE16694
OG0005728	YEAST03877	NEMVE13776
OG0005729	YEAST04879	NEMVE12801, NEMVE05206, NEMVE19871
OG0005731	YEAST04127	NEMVE07981
OG0005732	YEAST05411, YEAST00067	NEMVE11098
OG0005734	YEAST03845	NEMVE12378, NEMVE14515
OG0005749	YEAST00550	NEMVE04089
OG0005750	YEAST05318	NEMVE09054
OG0005758	YEAST03970	NEMVE07743
OG0005764	YEAST03256	NEMVE01288, NEMVE24394
OG0005774	YEAST01218	NEMVE21829
OG0005775	YEAST04199	NEMVE14392
OG0005779	YEAST03322	NEMVE20167, NEMVE24822
OG0005783	YEAST04090	NEMVE13901
OG0005784	YEAST06131	NEMVE19929, NEMVE04987, NEMVE20893
OG0005787	YEAST03651	NEMVE03826
OG0005789	YEAST06245	NEMVE13313
OG0005790	YEAST01022	NEMVE06982
OG0005792	YEAST02379	NEMVE15437
OG0005793	YEAST03437	NEMVE16943
OG0005794	YEAST03999	NEMVE08832, NEMVE08845
OG0005796	YEAST02169	NEMVE06246
OG0005797	YEAST04949	NEMVE14037
OG0005799	YEAST05573	NEMVE10264
OG0005800	YEAST03278	NEMVE13587
OG0005801	YEAST00340	NEMVE24237
OG0005803	YEAST05968	NEMVE13133
OG0005805	YEAST01806	NEMVE16148, NEMVE23550
OG0005807	YEAST01275	NEMVE06359
OG0005811	YEAST01007	NEMVE17134, NEMVE11119
OG0005812	YEAST06095, YEAST02696, YEAST03626	NEMVE14364
OG0005814	YEAST01475	NEMVE14624
OG0005815	YEAST03739	NEMVE25274
OG0005819	YEAST04896	NEMVE21808, NEMVE17382
OG0005823	YEAST01415	NEMVE05430, NEMVE20888
OG0005828	YEAST00547	NEMVE23790
OG0005831	YEAST05339	NEMVE05152
OG0005832	YEAST00468	NEMVE22892
OG0005835	YEAST01714	NEMVE13878
OG0005837	YEAST02139	NEMVE14056
OG0005842	YEAST02254	NEMVE14687
OG0005843	YEAST02236	NEMVE21067, NEMVE02036, NEMVE22320
OG0005845	YEAST00903	NEMVE13891
OG0005848	YEAST01451, YEAST02858	NEMVE22369
OG0005849	YEAST01002	NEMVE13138
OG0005850	YEAST01618	NEMVE13460
OG0005860	YEAST01211	NEMVE13210
OG0005864	YEAST04171	NEMVE04848
OG0005865	YEAST02036	NEMVE07679
OG0005866	YEAST02662, YEAST00926, YEAST05389	NEMVE05461
OG0005869	YEAST04361	NEMVE13626
OG0005872	YEAST00119	NEMVE06649
OG0005874	YEAST05241	NEMVE23891
OG0005880	YEAST00456	NEMVE22612
OG0005886	YEAST01320	NEMVE17658
OG0005887	YEAST02429, YEAST01660	NEMVE21713
OG0005888	YEAST01289, YEAST02921	NEMVE03064
OG0005889	YEAST02568	NEMVE14237
OG0005893	YEAST05434	NEMVE00948
OG0005897	YEAST04730	NEMVE18801
OG0005898	YEAST04411	NEMVE02011
OG0005899	YEAST01832	NEMVE06363, NEMVE06372, NEMVE16370
OG0005901	YEAST04462	NEMVE22895
OG0005902	YEAST03800	NEMVE24968
OG0005909	YEAST01623	NEMVE21723
OG0005921	YEAST01856	NEMVE13582
OG0005922	YEAST03364	NEMVE13384
OG0005925	YEAST05583	NEMVE17210, NEMVE13945
OG0005928	YEAST02001	NEMVE21804
OG0005931	YEAST04950	NEMVE24077
OG0005932	YEAST02495	NEMVE21824
OG0005933	YEAST05705	NEMVE09740
OG0005936	YEAST03224	NEMVE20278, NEMVE22195
OG0005940	YEAST04035	NEMVE05329
OG0005943	YEAST00579	NEMVE14522
OG0005944	YEAST01316	NEMVE11808, NEMVE01376
OG0005946	YEAST05608	NEMVE23066
OG0005949	YEAST06253	NEMVE05450
OG0005952	YEAST03507	NEMVE22482
OG0005954	YEAST01233	NEMVE08788
OG0005955	YEAST00616	NEMVE24056
OG0005960	YEAST04608	NEMVE13523
OG0005961	YEAST00672	NEMVE08178
OG0005965	YEAST02033	NEMVE06899
OG0005966	YEAST04113	NEMVE19178, NEMVE00025
OG0005968	YEAST05417	NEMVE14434
OG0005969	YEAST04558, YEAST04559	NEMVE13532
OG0005970	YEAST05328	NEMVE05887
OG0005974	YEAST06068	NEMVE14137
OG0005976	YEAST02136	NEMVE13353
OG0005978	YEAST01891	NEMVE22252
OG0005980	YEAST06132	NEMVE23640, NEMVE10708
OG0005984	YEAST04078, YEAST01479	NEMVE24779
OG0005985	YEAST00726	NEMVE24699, NEMVE20199
OG0005986	YEAST02056	NEMVE02799
OG0005987	YEAST05748	NEMVE21795
OG0005989	YEAST04850	NEMVE00971
OG0005993	YEAST04496	NEMVE11171
OG0005995	YEAST01813	NEMVE02185
OG0005998	YEAST04034	NEMVE05440
OG0006001	YEAST02335	NEMVE14112
OG0006003	YEAST05889	NEMVE06610
OG0006005	YEAST05024	NEMVE08968, NEMVE00870
OG0006011	YEAST02553	NEMVE14656
OG0006031	YEAST00879	NEMVE14413
OG0006059	YEAST03490	NEMVE05469
OG0006063	YEAST00475	NEMVE13540
OG0006064	YEAST03138	NEMVE05721
OG0006065	YEAST06018	NEMVE25805
OG0006069	YEAST00670	NEMVE24988
OG0006071	YEAST02732	NEMVE21756, NEMVE00491
OG0006072	YEAST03317	NEMVE01149
OG0006073	YEAST06328	NEMVE04741
OG0006074	YEAST00045	NEMVE24416
OG0006079	YEAST05794	NEMVE00907
OG0006084	YEAST02308	NEMVE14424
OG0006087	YEAST02260	NEMVE15939
OG0006090	YEAST03852	NEMVE19748, NEMVE13984
OG0006095	YEAST03334	NEMVE13885
OG0006096	YEAST03331	NEMVE14691
OG0006098	YEAST06192	NEMVE06004
OG0006103	YEAST01110	NEMVE00283, NEMVE17723
OG0006104	YEAST03697	NEMVE14961
OG0006106	YEAST00295	NEMVE19009
OG0006113	YEAST06164	NEMVE09892
OG0006115	YEAST01346	NEMVE14785, NEMVE17721
OG0006116	YEAST05770	NEMVE24918
OG0006117	YEAST05899	NEMVE10567
OG0006122	YEAST05199	NEMVE25204
OG0006127	YEAST04711	NEMVE07015, NEMVE07020
OG0006134	YEAST00416	NEMVE11232
OG0006135	YEAST00161	NEMVE22868
OG0006136	YEAST05740	NEMVE09172
OG0006140	YEAST05182	NEMVE12679, NEMVE23573, NEMVE12694
OG0006141	YEAST02626	NEMVE16961, NEMVE12186
OG0006144	YEAST04770	NEMVE14741
OG0006145	YEAST01394	NEMVE22056
OG0006147	YEAST05179	NEMVE14761, NEMVE12736, NEMVE04643
OG0006149	YEAST05979	NEMVE15835, NEMVE05652
OG0006152	YEAST03796	NEMVE05428
OG0006156	YEAST00437	NEMVE22637
OG0006157	YEAST02465	NEMVE22256
OG0006159	YEAST06098	NEMVE21764
OG0006160	YEAST01548	NEMVE19207, NEMVE10555
OG0006161	YEAST04301	NEMVE14243
OG0006168	YEAST01411	NEMVE13971, NEMVE20353
OG0006169	YEAST02933	NEMVE14671
OG0006176	YEAST03164	NEMVE21887
OG0006177	YEAST01871, YEAST01295	NEMVE24866
OG0006180	YEAST00504	NEMVE12426, NEMVE18458
OG0006181	YEAST02419	NEMVE25734
OG0006185	YEAST05986	NEMVE24611
OG0006186	YEAST01010	NEMVE12274, NEMVE21867
OG0006188	YEAST05311	NEMVE09360
OG0006189	YEAST00844, YEAST06269	NEMVE13369
OG0006191	YEAST02336	NEMVE14192
OG0006192	YEAST06153	NEMVE19051
OG0006196	YEAST03954	NEMVE22533
OG0006199	YEAST06121	NEMVE13782
OG0006200	YEAST05079	NEMVE24742
OG0006202	YEAST00362	NEMVE13627
OG0006204	YEAST02271	NEMVE14772
OG0006210	YEAST00201	NEMVE01490
OG0006213	YEAST03554	NEMVE01050
