Orthogroup	YEAST	AMPFI_ok
OG0004760	YEAST01847	AMPFI_18701, AMPFI_11919
OG0004764	YEAST04443, YEAST04345	AMPFI_10963
OG0004765	YEAST02487	AMPFI_16840
OG0004766	YEAST01053	AMPFI_09103, AMPFI_10947
OG0004767	YEAST03559	AMPFI_03725
OG0004768	YEAST02666	AMPFI_02297
OG0004769	YEAST06228	AMPFI_12928
OG0004770	YEAST03432	AMPFI_09864, AMPFI_14159
OG0004774	YEAST06062	AMPFI_08296, AMPFI_17254
OG0004785	YEAST04153	AMPFI_04729
OG0004786	YEAST01015	AMPFI_14608, AMPFI_14587, AMPFI_12282
OG0004787	YEAST02164	AMPFI_11451
OG0004792	YEAST02299	AMPFI_23180
OG0004795	YEAST02163	AMPFI_14570
OG0004797	YEAST00371	AMPFI_08354
OG0004805	YEAST03570	AMPFI_10996
OG0004808	YEAST02354	AMPFI_18270
OG0004811	YEAST01683	AMPFI_12149
OG0004814	YEAST05710	AMPFI_09238
OG0004816	YEAST04664	AMPFI_05512, AMPFI_23576
OG0004819	YEAST00279	AMPFI_18033, AMPFI_13369
OG0004820	YEAST05404	AMPFI_10350
OG0004822	YEAST03199	AMPFI_10239
OG0004833	YEAST01309	AMPFI_15371
OG0004836	YEAST00658	AMPFI_09314
OG0004840	YEAST01399	AMPFI_15455
OG0004841	YEAST01375	AMPFI_04987
OG0004842	YEAST05083	AMPFI_12464
OG0004843	YEAST03163	AMPFI_05999
OG0004844	YEAST01571	AMPFI_06737
OG0004848	YEAST02387	AMPFI_01262, AMPFI_04293
OG0004849	YEAST06335	AMPFI_05494
OG0004850	YEAST05082, YEAST02977	AMPFI_12227
OG0004852	YEAST00825	AMPFI_02203, AMPFI_02204
OG0004854	YEAST00889, YEAST04304	AMPFI_09220
OG0004855	YEAST03252	AMPFI_05138
OG0004856	YEAST05973	AMPFI_08133
OG0004858	YEAST04268	AMPFI_04485
OG0004863	YEAST00862	AMPFI_07510
OG0004864	YEAST00264	AMPFI_12101
OG0004874	YEAST04564	AMPFI_25899, AMPFI_06148
OG0004875	YEAST02491	AMPFI_08200, AMPFI_05988
OG0004879	YEAST01311	AMPFI_08418
OG0004880	YEAST06046	AMPFI_19336, AMPFI_20267
OG0004881	YEAST00141	AMPFI_17196
OG0004886	YEAST05077	AMPFI_08413
OG0004887	YEAST05734	AMPFI_11151
OG0004893	YEAST04667	AMPFI_07205
OG0004896	YEAST06193	AMPFI_11433, AMPFI_15316
OG0004897	YEAST03127, YEAST00642	AMPFI_08573
OG0004898	YEAST01269	AMPFI_17728, AMPFI_22671
OG0004902	YEAST00933	AMPFI_05534
OG0004903	YEAST03539	AMPFI_10441
OG0004906	YEAST02770	AMPFI_19154
OG0004911	YEAST04765	AMPFI_05698
OG0004913	YEAST01636	AMPFI_25699
OG0004914	YEAST03369	AMPFI_08609
OG0004917	YEAST00244	AMPFI_25966
OG0004922	YEAST03302	AMPFI_06579
OG0004924	YEAST03555, YEAST03277	AMPFI_05959
OG0004928	YEAST00311	AMPFI_10056
OG0004932	YEAST04654	AMPFI_09178
OG0004935	YEAST02167	AMPFI_10473
OG0004940	YEAST05107, YEAST05559	AMPFI_07448
OG0004941	YEAST03194	AMPFI_12210
OG0004947	YEAST05164	AMPFI_22715, AMPFI_02993
OG0004948	YEAST02275	AMPFI_23552
OG0004949	YEAST04201	AMPFI_07404
OG0004952	YEAST02477	AMPFI_18107
OG0004954	YEAST06058	AMPFI_11354
OG0004962	YEAST04400	AMPFI_21202, AMPFI_22234, AMPFI_24277
OG0004963	YEAST04940	AMPFI_10935
OG0004964	YEAST04104	AMPFI_02938
OG0004968	YEAST03489	AMPFI_11154
OG0004969	YEAST02591	AMPFI_00493
OG0004970	YEAST04414	AMPFI_03401, AMPFI_05471
OG0004971	YEAST05364	AMPFI_03928, AMPFI_23806
OG0004972	YEAST03511	AMPFI_03559
OG0004975	YEAST00144, YEAST01994	AMPFI_21941, AMPFI_13767, AMPFI_21780
OG0004976	YEAST05983	AMPFI_06405
OG0004977	YEAST06017	AMPFI_06223
OG0004979	YEAST06027	AMPFI_09688
OG0004980	YEAST05221	AMPFI_26053
OG0004981	YEAST03914, YEAST04639	AMPFI_04964
OG0004982	YEAST03625	AMPFI_14258
OG0004985	YEAST03498	AMPFI_20594, AMPFI_20593
OG0004988	YEAST05990	AMPFI_02907
OG0004989	YEAST04576	AMPFI_05553
OG0004990	YEAST04419	AMPFI_09427
OG0004996	YEAST04793	AMPFI_04670, AMPFI_01816
OG0004997	YEAST01342	AMPFI_02286
OG0005002	YEAST05414	AMPFI_06863
OG0005003	YEAST02467, YEAST00216	AMPFI_08032
OG0005006	YEAST06096	AMPFI_11080
OG0005007	YEAST03893	AMPFI_11408
OG0005014	YEAST02538	AMPFI_17363
OG0005038	YEAST02861	AMPFI_21027
OG0005040	YEAST04778	AMPFI_18494, AMPFI_23003, AMPFI_17337, AMPFI_25125, AMPFI_21488
OG0005047	YEAST01837	AMPFI_13077
OG0005053	YEAST00680	AMPFI_20121
OG0005055	YEAST02159	AMPFI_06342
OG0005059	YEAST03737	AMPFI_21914, AMPFI_02737, AMPFI_03187
OG0005067	YEAST06051	AMPFI_06227
OG0005069	YEAST03130	AMPFI_15704
OG0005073	YEAST00873	AMPFI_06476, AMPFI_05809
OG0005076	YEAST04563	AMPFI_13565
OG0005081	YEAST03124	AMPFI_11429
OG0005083	YEAST00678, YEAST05235	AMPFI_17721, AMPFI_22401, AMPFI_14766
OG0005084	YEAST03782	AMPFI_08022
OG0005086	YEAST00205	AMPFI_13597
OG0005087	YEAST00816	AMPFI_20564
OG0005088	YEAST05769, YEAST03125	AMPFI_05930
OG0005089	YEAST04644	AMPFI_24280
OG0005090	YEAST00338	AMPFI_25021
OG0005091	YEAST05089	AMPFI_11028
OG0005093	YEAST01810	AMPFI_19590, AMPFI_20055
OG0005095	YEAST04437	AMPFI_07916
OG0005096	YEAST00667	AMPFI_24183, AMPFI_03072
OG0005097	YEAST05071	AMPFI_05168
OG0005099	YEAST01396	AMPFI_05559
OG0005100	YEAST02389	AMPFI_06838
OG0005104	YEAST05248	AMPFI_13576
OG0005106	YEAST06065, YEAST00421	AMPFI_08909
OG0005107	YEAST06099	AMPFI_11855, AMPFI_01687, AMPFI_08427
OG0005109	YEAST05204, YEAST00612	AMPFI_19425
OG0005111	YEAST06212, YEAST04032	AMPFI_16304, AMPFI_20253
OG0005114	YEAST02131	AMPFI_17350
OG0005117	YEAST06050	AMPFI_05860, AMPFI_06331
OG0005121	YEAST02052	AMPFI_10900
OG0005124	YEAST04099	AMPFI_09718
OG0005130	YEAST03863	AMPFI_09648
OG0005139	YEAST04015	AMPFI_13761
OG0005142	YEAST03890	AMPFI_10677
OG0005143	YEAST00443	AMPFI_20935
OG0005144	YEAST04065	AMPFI_14298
OG0005146	YEAST02971	AMPFI_12023
OG0005149	YEAST03025, YEAST02738	AMPFI_20136
OG0005152	YEAST00847	AMPFI_05387
OG0005157	YEAST02981	AMPFI_18312
OG0005160	YEAST06113	AMPFI_10649
OG0005164	YEAST06283	AMPFI_14812
OG0005169	YEAST00459	AMPFI_12756
OG0005175	YEAST05445	AMPFI_07010
OG0005176	YEAST00218	AMPFI_05296, AMPFI_04056
OG0005179	YEAST05659	AMPFI_07671
OG0005183	YEAST05308	AMPFI_23269
OG0005184	YEAST00492	AMPFI_08319
OG0005187	YEAST05234	AMPFI_09348, AMPFI_03439, AMPFI_09349
OG0005188	YEAST01554	AMPFI_09298
OG0005191	YEAST00993	AMPFI_11789
OG0005192	YEAST05720	AMPFI_11586
OG0005194	YEAST04086	AMPFI_18040
OG0005196	YEAST01388	AMPFI_02731
OG0005198	YEAST00327	AMPFI_24470
OG0005200	YEAST01016	AMPFI_06657
OG0005201	YEAST00082	AMPFI_05268
OG0005203	YEAST02207	AMPFI_19345
OG0005204	YEAST01178	AMPFI_23698
OG0005205	YEAST01046	AMPFI_17395
OG0005208	YEAST01429	AMPFI_08993
OG0005212	YEAST06147	AMPFI_08569
OG0005220	YEAST04357	AMPFI_06412
OG0005221	YEAST03209	AMPFI_15509
OG0005222	YEAST05518	AMPFI_14140
OG0005224	YEAST06324	AMPFI_13439
OG0005225	YEAST05094	AMPFI_05077
OG0005227	YEAST05529	AMPFI_05617
OG0005228	YEAST05916	AMPFI_06081
OG0005229	YEAST04766	AMPFI_07754
OG0005231	YEAST02681	AMPFI_25198, AMPFI_04745
OG0005233	YEAST00564	AMPFI_05586, AMPFI_05585
OG0005237	YEAST05398	AMPFI_14040
OG0005238	YEAST00351	AMPFI_09877
OG0005239	YEAST04499	AMPFI_06170
OG0005240	YEAST03058	AMPFI_05432
OG0005241	YEAST03917, YEAST00343	AMPFI_22600
OG0005244	YEAST06021	AMPFI_15552
OG0005249	YEAST03446	AMPFI_09697
OG0005251	YEAST00934	AMPFI_20657
OG0005254	YEAST00814	AMPFI_21910
OG0005259	YEAST04276	AMPFI_23209
OG0005261	YEAST01831	AMPFI_08888, AMPFI_11038
OG0005262	YEAST05458	AMPFI_23071
OG0005264	YEAST03506	AMPFI_14178, AMPFI_22036
OG0005267	YEAST03513	AMPFI_08139
OG0005269	YEAST03314	AMPFI_05591
OG0005273	YEAST04916	AMPFI_09739
OG0005275	YEAST03695	AMPFI_07481
OG0005277	YEAST04186	AMPFI_10241
OG0005279	YEAST05219	AMPFI_08272
OG0005280	YEAST00305	AMPFI_09727
OG0005281	YEAST05694	AMPFI_20788
OG0005285	YEAST03115	AMPFI_05313, AMPFI_18514
OG0005289	YEAST03438	AMPFI_21224, AMPFI_25661
OG0005292	YEAST01718	AMPFI_10109
OG0005293	YEAST03033	AMPFI_20358
OG0005294	YEAST01981	AMPFI_02341
OG0005298	YEAST03696	AMPFI_16578, AMPFI_24565, AMPFI_14847
OG0005299	YEAST00788	AMPFI_20586, AMPFI_17119, AMPFI_09670, AMPFI_03833
OG0005300	YEAST04941	AMPFI_07358
OG0005304	YEAST05397	AMPFI_09475
OG0005309	YEAST03670	AMPFI_01388
OG0005312	YEAST05201, YEAST04689	AMPFI_03986
OG0005314	YEAST05231, YEAST01835	AMPFI_05135
OG0005316	YEAST02690	AMPFI_05537
OG0005317	YEAST03232	AMPFI_05644
OG0005318	YEAST02932	AMPFI_06606
OG0005319	YEAST00507	AMPFI_07019
OG0005323	YEAST01809	AMPFI_09846
OG0005324	YEAST02894	AMPFI_15226
OG0005326	YEAST02113	AMPFI_17268
OG0005360	YEAST05037	AMPFI_02359, AMPFI_21290, AMPFI_17428
OG0005365	YEAST00555	AMPFI_08423
OG0005366	YEAST05488	AMPFI_13735
OG0005370	YEAST06092	AMPFI_24661
OG0005371	YEAST06170	AMPFI_20149
OG0005373	YEAST05422	AMPFI_13526
OG0005374	YEAST05714	AMPFI_25660
OG0005375	YEAST03962	AMPFI_08123
OG0005379	YEAST03216	AMPFI_06858
OG0005390	YEAST03532	AMPFI_10607
OG0005391	YEAST02166	AMPFI_12680
OG0005393	YEAST04280	AMPFI_13353
OG0005394	YEAST00853	AMPFI_16942
OG0005396	YEAST05100	AMPFI_19177
OG0005399	YEAST03052	AMPFI_16827
OG0005402	YEAST00454, YEAST00455	AMPFI_12671
OG0005403	YEAST03894	AMPFI_04438
OG0005406	YEAST00801	AMPFI_20901
OG0005409	YEAST01305	AMPFI_24347
OG0005412	YEAST00286	AMPFI_00767
OG0005413	YEAST00212	AMPFI_01166
OG0005417	YEAST02517	AMPFI_04832
OG0005422	YEAST00744	AMPFI_22263
OG0005430	YEAST02046	AMPFI_09127
OG0005431	YEAST00653	AMPFI_12163, AMPFI_00732
OG0005432	YEAST00083	AMPFI_21376, AMPFI_03146
OG0005433	YEAST00126	AMPFI_01829
OG0005435	YEAST02973	AMPFI_11727
OG0005437	YEAST04554	AMPFI_21367
OG0005438	YEAST03985	AMPFI_17605
OG0005439	YEAST00480, YEAST02388	AMPFI_03048
OG0005446	YEAST02856	AMPFI_14333
OG0005448	YEAST00061	AMPFI_00627
OG0005451	YEAST02174	AMPFI_09655
OG0005455	YEAST01906	AMPFI_09066
OG0005464	YEAST03289	AMPFI_08154
OG0005465	YEAST02925	AMPFI_06029
OG0005466	YEAST04413	AMPFI_14263
OG0005468	YEAST03549	AMPFI_25757
OG0005470	YEAST05805	AMPFI_05311
OG0005471	YEAST02704	AMPFI_07192
OG0005474	YEAST05625	AMPFI_10881
OG0005479	YEAST06140	AMPFI_07297
OG0005481	YEAST02988	AMPFI_16448
OG0005482	YEAST06080	AMPFI_03171
OG0005484	YEAST05993	AMPFI_06687
OG0005488	YEAST02834	AMPFI_13895
OG0005489	YEAST02006	AMPFI_05272
OG0005490	YEAST02289	AMPFI_22840
OG0005493	YEAST03669	AMPFI_04777
OG0005495	YEAST04982	AMPFI_19547, AMPFI_01939
OG0005498	YEAST02944	AMPFI_06275, AMPFI_08703
OG0005499	YEAST00316	AMPFI_05385
OG0005503	YEAST01883	AMPFI_09752
OG0005504	YEAST02859	AMPFI_14316
OG0005508	YEAST05735	AMPFI_13592
OG0005511	YEAST04889	AMPFI_18166
OG0005514	YEAST00756	AMPFI_06273, AMPFI_06905, AMPFI_19883
OG0005524	YEAST04752	AMPFI_18619
OG0005527	YEAST05177	AMPFI_07187
OG0005531	YEAST02508	AMPFI_07834
OG0005533	YEAST05670	AMPFI_07431
OG0005535	YEAST03305	AMPFI_20792
OG0005537	YEAST00932	AMPFI_21731, AMPFI_15705
OG0005539	YEAST01881	AMPFI_17867
OG0005540	YEAST04214	AMPFI_01581, AMPFI_04856, AMPFI_03424, AMPFI_25533
OG0005545	YEAST06273	AMPFI_02918
OG0005554	YEAST01003	AMPFI_09650
OG0005556	YEAST01807	AMPFI_06697
OG0005559	YEAST02680	AMPFI_24875
OG0005560	YEAST01996	AMPFI_25591
OG0005562	YEAST02317	AMPFI_08855
OG0005563	YEAST03552	AMPFI_03034
OG0005564	YEAST02525	AMPFI_13520
OG0005566	YEAST02934	AMPFI_06475
OG0005569	YEAST01288	AMPFI_20507
OG0005570	YEAST05155	AMPFI_11973
OG0005572	YEAST04844	AMPFI_24950
OG0005573	YEAST00059	AMPFI_21915, AMPFI_19508
OG0005574	YEAST02083	AMPFI_22160
OG0005575	YEAST02256	AMPFI_00158
OG0005580	YEAST03612	AMPFI_07747
OG0005582	YEAST06134	AMPFI_07454, AMPFI_01101
OG0005584	YEAST03140, YEAST03524	AMPFI_00049
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	AMPFI_00505
OG0005594	YEAST04980	AMPFI_11982
OG0005595	YEAST01803	AMPFI_09486
OG0005597	YEAST02753	AMPFI_09644
OG0005598	YEAST01870	AMPFI_25028
OG0005599	YEAST01798	AMPFI_03358
OG0005600	YEAST00206	AMPFI_21973, AMPFI_20128
OG0005604	YEAST03276	AMPFI_08328
OG0005605	YEAST01083	AMPFI_05861
OG0005613	YEAST02714	AMPFI_05065
OG0005617	YEAST02068	AMPFI_19136
OG0005618	YEAST04830	AMPFI_14674
OG0005620	YEAST04915	AMPFI_06209
OG0005622	YEAST05142	AMPFI_12692
OG0005623	YEAST01590	AMPFI_17629
OG0005626	YEAST02896	AMPFI_23540
OG0005632	YEAST01025	AMPFI_19962
OG0005636	YEAST04250, YEAST02533	AMPFI_04489
OG0005641	YEAST05413	AMPFI_10495, AMPFI_09624
OG0005643	YEAST05368	AMPFI_10803
OG0005645	YEAST03386	AMPFI_12021
OG0005649	YEAST03683	AMPFI_14935
OG0005652	YEAST02748	AMPFI_22497
OG0005701	YEAST03349	AMPFI_09363
OG0005702	YEAST02337	AMPFI_22449
OG0005703	YEAST00484	AMPFI_19719
OG0005707	YEAST01682	AMPFI_01312
OG0005715	YEAST05111	AMPFI_24802
OG0005719	YEAST01866	AMPFI_09072
OG0005723	YEAST05629	AMPFI_12510
OG0005728	YEAST03877	AMPFI_22569, AMPFI_01425
OG0005729	YEAST04879	AMPFI_16465
OG0005731	YEAST04127	AMPFI_06208, AMPFI_05549
OG0005732	YEAST05411, YEAST00067	AMPFI_10475
OG0005734	YEAST03845	AMPFI_20477
OG0005747	YEAST02338	AMPFI_06608
OG0005749	YEAST00550	AMPFI_06019
OG0005750	YEAST05318	AMPFI_08396
OG0005758	YEAST03970	AMPFI_09198
OG0005764	YEAST03256	AMPFI_08279
OG0005769	YEAST05614	AMPFI_10907
OG0005774	YEAST01218	AMPFI_05603
OG0005775	YEAST04199	AMPFI_07449
OG0005779	YEAST03322	AMPFI_11915
OG0005783	YEAST04090	AMPFI_15287, AMPFI_15288
OG0005784	YEAST06131	AMPFI_12391
OG0005789	YEAST06245	AMPFI_10549
OG0005790	YEAST01022	AMPFI_05866
OG0005792	YEAST02379	AMPFI_01360
OG0005793	YEAST03437	AMPFI_00132, AMPFI_00669
OG0005794	YEAST03999	AMPFI_12426
OG0005796	YEAST02169	AMPFI_06497
OG0005797	YEAST04949	AMPFI_05925
OG0005799	YEAST05573	AMPFI_06285
OG0005801	YEAST00340	AMPFI_10438
OG0005803	YEAST05968	AMPFI_15963
OG0005805	YEAST01806	AMPFI_10030, AMPFI_05120
OG0005807	YEAST01275	AMPFI_06203
OG0005811	YEAST01007	AMPFI_11672
OG0005812	YEAST06095, YEAST02696, YEAST03626	AMPFI_07294
OG0005814	YEAST01475	AMPFI_10557
OG0005815	YEAST03739	AMPFI_08919
OG0005819	YEAST04896	AMPFI_11841, AMPFI_11483
OG0005823	YEAST01415	AMPFI_09872
OG0005828	YEAST00547	AMPFI_11110
OG0005832	YEAST00468	AMPFI_09133
OG0005835	YEAST01714	AMPFI_07548
OG0005837	YEAST02139	AMPFI_24762
OG0005842	YEAST02254	AMPFI_00596, AMPFI_14150
OG0005843	YEAST02236	AMPFI_14005
OG0005845	YEAST00903	AMPFI_17578
OG0005848	YEAST01451, YEAST02858	AMPFI_06719
OG0005849	YEAST01002	AMPFI_11348
OG0005850	YEAST01618	AMPFI_24439, AMPFI_20033
OG0005860	YEAST01211	AMPFI_25002
OG0005864	YEAST04171	AMPFI_07558
OG0005865	YEAST02036	AMPFI_18702
OG0005866	YEAST02662, YEAST00926, YEAST05389	AMPFI_06903
OG0005869	YEAST04361	AMPFI_12200
OG0005872	YEAST00119	AMPFI_23480, AMPFI_01540, AMPFI_13547, AMPFI_23922
OG0005874	YEAST05241	AMPFI_20641
OG0005880	YEAST00456	AMPFI_10332
OG0005886	YEAST01320	AMPFI_23551
OG0005887	YEAST02429, YEAST01660	AMPFI_10470
OG0005888	YEAST01289, YEAST02921	AMPFI_02169
OG0005889	YEAST02568	AMPFI_10713
OG0005893	YEAST05434	AMPFI_07366
OG0005897	YEAST04730	AMPFI_15099
OG0005899	YEAST01832	AMPFI_20021
OG0005901	YEAST04462	AMPFI_04784
OG0005906	YEAST01796	AMPFI_20490
OG0005909	YEAST01623	AMPFI_13997
OG0005919	YEAST06039	AMPFI_14223
OG0005921	YEAST01856	AMPFI_15068
OG0005922	YEAST03364	AMPFI_21840
OG0005925	YEAST05583	AMPFI_18037
OG0005928	YEAST02001	AMPFI_11498
OG0005931	YEAST04950	AMPFI_25311
OG0005932	YEAST02495	AMPFI_07308
OG0005933	YEAST05705	AMPFI_09258
OG0005936	YEAST03224	AMPFI_10646
OG0005940	YEAST04035	AMPFI_15882, AMPFI_20531
OG0005943	YEAST00579	AMPFI_06122
OG0005944	YEAST01316	AMPFI_09325
OG0005946	YEAST05608	AMPFI_02248
OG0005949	YEAST06253	AMPFI_00381
OG0005952	YEAST03507	AMPFI_08552
OG0005954	YEAST01233	AMPFI_00246
OG0005955	YEAST00616	AMPFI_10511
OG0005960	YEAST04608	AMPFI_21562
OG0005961	YEAST00672	AMPFI_06441
OG0005965	YEAST02033	AMPFI_16306, AMPFI_25841
OG0005966	YEAST04113	AMPFI_00202
OG0005968	YEAST05417	AMPFI_02265
OG0005969	YEAST04558, YEAST04559	AMPFI_05971
OG0005970	YEAST05328	AMPFI_08520
OG0005974	YEAST06068	AMPFI_23260
OG0005976	YEAST02136	AMPFI_12033, AMPFI_00199
OG0005978	YEAST01891	AMPFI_25985
OG0005980	YEAST06132	AMPFI_09676
OG0005984	YEAST04078, YEAST01479	AMPFI_24385
OG0005985	YEAST00726	AMPFI_02791
OG0005986	YEAST02056	AMPFI_14970
OG0005987	YEAST05748	AMPFI_21081
OG0005989	YEAST04850	AMPFI_00165
OG0005991	YEAST06034	AMPFI_01649, AMPFI_15124, AMPFI_01419
OG0005993	YEAST04496	AMPFI_06032
OG0005995	YEAST01813	AMPFI_08072
OG0005996	YEAST02670	AMPFI_25425, AMPFI_16927, AMPFI_09019
OG0005998	YEAST04034	AMPFI_10189
OG0006001	YEAST02335	AMPFI_13702, AMPFI_21077
OG0006003	YEAST05889	AMPFI_14194
OG0006005	YEAST05024	AMPFI_15191
OG0006011	YEAST02553	AMPFI_19165
OG0006059	YEAST03490	AMPFI_19289, AMPFI_07653
OG0006063	YEAST00475	AMPFI_10125
OG0006064	YEAST03138	AMPFI_10479
OG0006065	YEAST06018	AMPFI_00707
OG0006069	YEAST00670	AMPFI_24819
OG0006071	YEAST02732	AMPFI_06844
OG0006072	YEAST03317	AMPFI_25885
OG0006073	YEAST06328	AMPFI_18545
OG0006074	YEAST00045	AMPFI_10172, AMPFI_10171, AMPFI_01066
OG0006084	YEAST02308	AMPFI_21479
OG0006087	YEAST02260	AMPFI_17531
OG0006090	YEAST03852	AMPFI_09756
OG0006095	YEAST03334	AMPFI_05328
OG0006096	YEAST03331	AMPFI_15060
OG0006098	YEAST06192	AMPFI_22804, AMPFI_18314
OG0006103	YEAST01110	AMPFI_03153
OG0006104	YEAST03697	AMPFI_13805
OG0006106	YEAST00295	AMPFI_21458
OG0006113	YEAST06164	AMPFI_22280
OG0006114	YEAST05960	AMPFI_02697
OG0006115	YEAST01346	AMPFI_05027
OG0006116	YEAST05770	AMPFI_02378, AMPFI_12560
OG0006117	YEAST05899	AMPFI_07331
OG0006127	YEAST04711	AMPFI_02019
OG0006134	YEAST00416	AMPFI_06352
OG0006136	YEAST05740	AMPFI_11966
OG0006140	YEAST05182	AMPFI_08309
OG0006141	YEAST02626	AMPFI_05969
OG0006144	YEAST04770	AMPFI_07884, AMPFI_06238
OG0006145	YEAST01394	AMPFI_23447, AMPFI_19918
OG0006147	YEAST05179	AMPFI_23905
OG0006149	YEAST05979	AMPFI_00527, AMPFI_00771, AMPFI_19561
OG0006152	YEAST03796	AMPFI_08291, AMPFI_08292
OG0006155	YEAST04800	AMPFI_06316
OG0006156	YEAST00437	AMPFI_00402
OG0006157	YEAST02465	AMPFI_04730
OG0006159	YEAST06098	AMPFI_07707
OG0006160	YEAST01548	AMPFI_03617, AMPFI_14878
OG0006161	YEAST04301	AMPFI_20940, AMPFI_22307
OG0006168	YEAST01411	AMPFI_05556
OG0006169	YEAST02933	AMPFI_11768
OG0006176	YEAST03164	AMPFI_10520
OG0006177	YEAST01871, YEAST01295	AMPFI_05594, AMPFI_04013
OG0006180	YEAST00504	AMPFI_00899
OG0006181	YEAST02419	AMPFI_03759
OG0006185	YEAST05986	AMPFI_09297
OG0006186	YEAST01010	AMPFI_24925
OG0006188	YEAST05311	AMPFI_07880
OG0006189	YEAST00844, YEAST06269	AMPFI_11168
OG0006191	YEAST02336	AMPFI_21306
OG0006192	YEAST06153	AMPFI_12685
OG0006196	YEAST03954	AMPFI_02836
OG0006199	YEAST06121	AMPFI_09853
OG0006200	YEAST05079	AMPFI_25110
OG0006202	YEAST00362	AMPFI_12051
OG0006204	YEAST02271	AMPFI_01294
OG0006209	YEAST04555	AMPFI_16406, AMPFI_04793
OG0006210	YEAST00201	AMPFI_09052
OG0006213	YEAST03554	AMPFI_05568
OG0006214	YEAST04089	AMPFI_01488
OG0006216	YEAST01089	AMPFI_10203
OG0006217	YEAST00809	AMPFI_17673
OG0006224	YEAST02751, YEAST03048	AMPFI_06836
OG0006225	YEAST04875	AMPFI_17092, AMPFI_21632
OG0006227	YEAST00128	AMPFI_11009
OG0006229	YEAST00143	AMPFI_12998
OG0006230	YEAST03869	AMPFI_23278
OG0006233	YEAST04247	AMPFI_19163
OG0006237	YEAST02126	AMPFI_22763, AMPFI_25948
OG0006240	YEAST04649	AMPFI_03635
OG0006245	YEAST05732	AMPFI_05666
OG0006249	YEAST00821	AMPFI_02549
OG0006250	YEAST05424	AMPFI_08516, AMPFI_14204
OG0006251	YEAST04963	AMPFI_08696
OG0006255	YEAST03350	AMPFI_10712
OG0006258	YEAST05637	AMPFI_10117
OG0006259	YEAST05672	AMPFI_08846
OG0006260	YEAST04100	AMPFI_09166
OG0006263	YEAST02521	AMPFI_15958
OG0006269	YEAST03069	AMPFI_11603
OG0006271	YEAST00375	AMPFI_05497
OG0006275	YEAST06102	AMPFI_11056
OG0006277	YEAST02811	AMPFI_05401
OG0006279	YEAST04402	AMPFI_12209
OG0006280	YEAST04541	AMPFI_13354
OG0006281	YEAST04979	AMPFI_08305
OG0006283	YEAST00229	AMPFI_09857
OG0006284	YEAST04213	AMPFI_13248, AMPFI_15640
OG0006288	YEAST02860	AMPFI_21965
OG0006289	YEAST06209	AMPFI_07047
OG0006293	YEAST05380	AMPFI_20336
OG0006294	YEAST04000	AMPFI_08840
OG0006295	YEAST05360	AMPFI_12168
OG0006302	YEAST01852	AMPFI_24529, AMPFI_15854
OG0006311	YEAST01145	AMPFI_05300
OG0006313	YEAST02392	AMPFI_08699
OG0006315	YEAST00489	AMPFI_12726, AMPFI_10792
OG0006317	YEAST02082	AMPFI_10347
OG0006319	YEAST01135	AMPFI_18169
OG0006320	YEAST04478	AMPFI_02196
OG0006322	YEAST00815	AMPFI_18871
OG0006332	YEAST06042	AMPFI_14914
OG0006334	YEAST00864	AMPFI_25859
OG0006335	YEAST02588	AMPFI_07444
OG0006339	YEAST06286	AMPFI_08797
OG0006340	YEAST00922, YEAST05387	AMPFI_12532
OG0006341	YEAST01452	AMPFI_15945
OG0006344	YEAST01465	AMPFI_17205
OG0006347	YEAST03436	AMPFI_08973
OG0006350	YEAST00452	AMPFI_24714
OG0006357	YEAST02650	AMPFI_23363
OG0006360	YEAST01556	AMPFI_21111
OG0006362	YEAST05722	AMPFI_21721
OG0006370	YEAST02350	AMPFI_02001
OG0006372	YEAST05423	AMPFI_02843
OG0006375	YEAST05198	AMPFI_05100
OG0006377	YEAST04974	AMPFI_06121
OG0006378	YEAST01924	AMPFI_06173
OG0006381	YEAST01058	AMPFI_07193
OG0006382	YEAST03313	AMPFI_08946
OG0006385	YEAST04806	AMPFI_10081
OG0006387	YEAST05324	AMPFI_10442
OG0006389	YEAST02409	AMPFI_10944
OG0006390	YEAST00339	AMPFI_11153
OG0006392	YEAST01246	AMPFI_11646
OG0006395	YEAST03605	AMPFI_13661
OG0006396	YEAST02453	AMPFI_14971
OG0006398	YEAST04420, YEAST03553	AMPFI_17211
OG0006447	YEAST03459	AMPFI_11947
OG0006448	YEAST00505, YEAST04285	AMPFI_06560
OG0006459	YEAST00972, YEAST00245	AMPFI_24708
OG0006461	YEAST05346	AMPFI_09416
OG0006462	YEAST01838	AMPFI_25276
OG0006464	YEAST05965	AMPFI_20431
OG0006465	YEAST01875	AMPFI_08854
OG0006467	YEAST00027, YEAST02272	AMPFI_07080
OG0006470	YEAST01306	AMPFI_09779
OG0006474	YEAST03988	AMPFI_10985
OG0006475	YEAST06223, YEAST00349	AMPFI_07654
OG0006476	YEAST00315	AMPFI_06528
OG0006479	YEAST05669	AMPFI_06142
OG0006481	YEAST06165	AMPFI_25723
OG0006488	YEAST02614	AMPFI_11034
OG0006498	YEAST02291	AMPFI_12161
OG0006503	YEAST06053	AMPFI_14175
OG0006507	YEAST02914	AMPFI_10834
OG0006509	YEAST02252	AMPFI_18650
OG0006511	YEAST01899	AMPFI_09796
