Orthogroup	YEAST	ASTMX
OG0003846	YEAST00356	ASTMX03272, ASTMX13082
OG0003848	YEAST01654	ASTMX03313, ASTMX06535, ASTMX02072
OG0003850	YEAST00228	ASTMX17827
OG0003851	YEAST06169	ASTMX05745, ASTMX14120
OG0003852	YEAST03296	ASTMX13641
OG0003853	YEAST06251	ASTMX06603
OG0003855	YEAST04936	ASTMX18348
OG0003856	YEAST03934, YEAST02710	ASTMX11397
OG0003858	YEAST01401	ASTMX02510
OG0003860	YEAST01412	ASTMX15680, ASTMX15679, ASTMX15678
OG0003866	YEAST01895	ASTMX09589
OG0003867	YEAST03558	ASTMX14392
OG0003868	YEAST01448	ASTMX14524, ASTMX02829
OG0003869	YEAST02771	ASTMX17801
OG0003875	YEAST05070	ASTMX20963, ASTMX20964
OG0003876	YEAST02423	ASTMX14613
OG0003877	YEAST04860, YEAST05867, YEAST03825	ASTMX18203
OG0003879	YEAST00463	ASTMX00436, ASTMX12410
OG0003881	YEAST03851	ASTMX17611
OG0003882	YEAST03663	ASTMX10267
OG0003886	YEAST06023	ASTMX18295
OG0003887	YEAST00028	ASTMX22919
OG0003893	YEAST05028	ASTMX12940
OG0003897	YEAST01270	ASTMX15050
OG0003899	YEAST04954	ASTMX15271
OG0003904	YEAST01732	ASTMX18259
OG0003907	YEAST02999, YEAST02288	ASTMX19208
OG0003908	YEAST01362	ASTMX14918
OG0003908	YEAST06330	ASTMX10495
OG0003910	YEAST03780	ASTMX12237
OG0003911	YEAST00032	ASTMX11470
OG0003913	YEAST03258	ASTMX22751, ASTMX04669
OG0003918	YEAST00058	ASTMX12177, ASTMX18541, ASTMX19758
OG0003921	YEAST06181	ASTMX11734
OG0003926	YEAST04138	ASTMX05523, ASTMX21916, ASTMX05611
OG0003929	YEAST04489, YEAST01422	ASTMX13853, ASTMX13851
OG0003930	YEAST03969	ASTMX19444
OG0003931	YEAST01142	ASTMX07722, ASTMX17814
OG0003934	YEAST00084	ASTMX17687
OG0003938	YEAST01566, YEAST05133	ASTMX03248
OG0003939	YEAST03211	ASTMX12659, ASTMX12661, ASTMX12660, ASTMX12662, ASTMX12663, ASTMX12658
OG0003944	YEAST01186	ASTMX15054, ASTMX15052
OG0003946	YEAST03220	ASTMX13157, ASTMX19007
OG0003947	YEAST06266, YEAST05428	ASTMX14801, ASTMX09966
OG0003949	YEAST01888	ASTMX18736
OG0003950	YEAST01409	ASTMX01715, ASTMX21177
OG0003954	YEAST02764	ASTMX01818, ASTMX14108
OG0003955	YEAST03951	ASTMX22833
OG0003959	YEAST02778	ASTMX03302, ASTMX06910
OG0003961	YEAST01991	ASTMX03170
OG0003967	YEAST05935	ASTMX20908
OG0003969	YEAST02146	ASTMX15238
OG0003971	YEAST00520	ASTMX13704
OG0003972	YEAST06331	ASTMX06345
OG0003973	YEAST06329	ASTMX20732, ASTMX00524
OG0003978	YEAST03551, YEAST00942, YEAST05399	ASTMX08297, ASTMX02812, ASTMX13155, ASTMX22836
OG0003999	YEAST05604	ASTMX08675
OG0004000	YEAST06060	ASTMX20945, ASTMX20946, ASTMX22466
OG0004005	YEAST06216	ASTMX20415
OG0004007	YEAST01456	ASTMX12778, ASTMX11189
OG0004012	YEAST00755	ASTMX09322
OG0004017	YEAST03019	ASTMX17823
OG0004023	YEAST04349	ASTMX00207
OG0004027	YEAST03587	ASTMX15302, ASTMX11055, ASTMX22240
OG0004032	YEAST02562	ASTMX08807, ASTMX00143
OG0004033	YEAST02572	ASTMX04887, ASTMX02492
OG0004035	YEAST02134	ASTMX14250
OG0004037	YEAST03371	ASTMX08758
OG0004042	YEAST05578	ASTMX03581
OG0004044	YEAST05367	ASTMX16753, ASTMX06545
OG0004047	YEAST02496	ASTMX17932
OG0004051	YEAST01772	ASTMX16044, ASTMX05416
OG0004052	YEAST03705	ASTMX04949
OG0004054	YEAST05576	ASTMX17729, ASTMX17210
OG0004056	YEAST05698	ASTMX07252
OG0004057	YEAST05620	ASTMX03071
OG0004059	YEAST00030	ASTMX13060
OG0004065	YEAST00772	ASTMX04796
OG0004067	YEAST02665	ASTMX11484
OG0004068	YEAST03461	ASTMX02692
OG0004071	YEAST02893	ASTMX15749
OG0004072	YEAST02440	ASTMX10447
OG0004075	YEAST02332	ASTMX07747
OG0004076	YEAST05461	ASTMX04315
OG0004079	YEAST04385	ASTMX14875
OG0004080	YEAST00812	ASTMX05403, ASTMX19661
OG0004082	YEAST00063, YEAST05409	ASTMX18323, ASTMX18322
OG0004090	YEAST02301, YEAST02021	ASTMX00983, ASTMX04761
OG0004091	YEAST04715	ASTMX08610
OG0004092	YEAST03564, YEAST06307	ASTMX02665, ASTMX15369
OG0004096	YEAST00160	ASTMX11756, ASTMX12440
OG0004097	YEAST05039	ASTMX10694
OG0004101	YEAST03547, YEAST02901	ASTMX02879
OG0004102	YEAST05787	ASTMX01503
OG0004103	YEAST05061	ASTMX19598
OG0004105	YEAST01700, YEAST01565	ASTMX09841, ASTMX14708
OG0004110	YEAST02825	ASTMX19810, ASTMX07616
OG0004115	YEAST00325	ASTMX13900
OG0004116	YEAST00481	ASTMX12803
OG0004118	YEAST01855	ASTMX21133
OG0004119	YEAST02170	ASTMX07078
OG0004120	YEAST01953	ASTMX06636
OG0004123	YEAST04761	ASTMX10854
OG0004124	YEAST01139	ASTMX06394, ASTMX08682
OG0004127	YEAST06097	ASTMX22216
OG0004130	YEAST03149	ASTMX10123
OG0004134	YEAST05611	ASTMX11642
OG0004136	YEAST01084	ASTMX21158
OG0004142	YEAST05774	ASTMX02145
OG0004148	YEAST00867	ASTMX01455, ASTMX21880
OG0004150	YEAST04690	ASTMX22642, ASTMX02487
OG0004151	YEAST04284	ASTMX22046, ASTMX22047
OG0004153	YEAST05958, YEAST04386, YEAST00290	ASTMX12182, ASTMX07981, ASTMX12181
OG0004154	YEAST05587	ASTMX07593
OG0004158	YEAST03379	ASTMX17963, ASTMX13614
OG0004161	YEAST04124	ASTMX05466
OG0004162	YEAST04517	ASTMX04954
OG0004164	YEAST05923	ASTMX21726, ASTMX06576
OG0004166	YEAST00189	ASTMX15461
OG0004168	YEAST03028	ASTMX13810
OG0004169	YEAST05813	ASTMX13212, ASTMX22747
OG0004170	YEAST05906	ASTMX13302
OG0004171	YEAST04501	ASTMX04439
OG0004179	YEAST01050	ASTMX12310
OG0004181	YEAST03406	ASTMX16951, ASTMX11104, ASTMX20353
OG0004182	YEAST03699	ASTMX15301, ASTMX20682
OG0004184	YEAST00127	ASTMX12107
OG0004186	YEAST04981	ASTMX13660, ASTMX03954, ASTMX17709
OG0004188	YEAST02761	ASTMX14408, ASTMX15241
OG0004198	YEAST02869, YEAST03548	ASTMX05125, ASTMX14215, ASTMX14555
OG0004215	YEAST04590	ASTMX03007
OG0004217	YEAST01257	ASTMX14006
OG0004219	YEAST00912	ASTMX00489
OG0004222	YEAST05826	ASTMX08117
OG0004230	YEAST02220	ASTMX14896, ASTMX12799
OG0004232	YEAST05931	ASTMX11638
OG0004236	YEAST05432	ASTMX00523
OG0004237	YEAST04445, YEAST04344	ASTMX01636
OG0004239	YEAST05144	ASTMX02083
OG0004243	YEAST00306	ASTMX13834, ASTMX21975, ASTMX22252
OG0004245	YEAST00859	ASTMX06607
OG0004248	YEAST03678	ASTMX01974
OG0004249	YEAST02740	ASTMX07753
OG0004250	YEAST05543	ASTMX12946, ASTMX01316
OG0004252	YEAST05178	ASTMX10281
OG0004254	YEAST03900	ASTMX05923
OG0004258	YEAST00665	ASTMX13308, ASTMX13309
OG0004259	YEAST03730	ASTMX12423, ASTMX06239
OG0004261	YEAST02564	ASTMX12557
OG0004262	YEAST02368	ASTMX12887
OG0004268	YEAST00496	ASTMX17644
OG0004269	YEAST04758	ASTMX11915
OG0004273	YEAST02547	ASTMX10116
OG0004278	YEAST00243	ASTMX13360
OG0004280	YEAST05895	ASTMX07382
OG0004282	YEAST02575, YEAST06242	ASTMX04297
OG0004283	YEAST04184	ASTMX04659
OG0004287	YEAST01708	ASTMX12282
OG0004289	YEAST05719	ASTMX08075
OG0004291	YEAST00852	ASTMX15264, ASTMX22975, ASTMX22928, ASTMX08474
OG0004292	YEAST02537	ASTMX18740
OG0004295	YEAST05946	ASTMX02439
OG0004297	YEAST01463	ASTMX19299
OG0004300	YEAST05309	ASTMX14260
OG0004301	YEAST03850	ASTMX16609
OG0004302	YEAST00606	ASTMX17502
OG0004302	YEAST05203	ASTMX17501
OG0004303	YEAST02492	ASTMX11689, ASTMX11690, ASTMX15672
OG0004304	YEAST02425, YEAST05929	ASTMX03416
OG0004305	YEAST02123	ASTMX02864
OG0004307	YEAST04592	ASTMX04512, ASTMX19099
OG0004308	YEAST04835	ASTMX01163, ASTMX22955
OG0004309	YEAST05924	ASTMX01480
OG0004310	YEAST05001	ASTMX15373, ASTMX19710, ASTMX07904
OG0004312	YEAST03330	ASTMX16215
OG0004314	YEAST00500	ASTMX03789, ASTMX11206
OG0004324	YEAST04322	ASTMX10764
OG0004331	YEAST06230	ASTMX20731
OG0004333	YEAST01391	ASTMX16807
OG0004335	YEAST01057	ASTMX17573, ASTMX17572, ASTMX08270
OG0004337	YEAST05652	ASTMX07526
OG0004338	YEAST05023	ASTMX09185
OG0004344	YEAST02441	ASTMX11823
OG0004345	YEAST04894	ASTMX10369
OG0004347	YEAST04515	ASTMX10356, ASTMX16195
OG0004348	YEAST03956	ASTMX00135
OG0004350	YEAST04742	ASTMX08185
OG0004351	YEAST04167	ASTMX18315
OG0004353	YEAST05143	ASTMX06880
OG0004356	YEAST02877	ASTMX04362
OG0004357	YEAST02304	ASTMX02500, ASTMX15653
OG0004358	YEAST01304	ASTMX19968
OG0004359	YEAST01873	ASTMX22440, ASTMX18605
OG0004364	YEAST00647	ASTMX04367
OG0004366	YEAST01097	ASTMX02586
OG0004369	YEAST04013	ASTMX18368
OG0004370	YEAST02378	ASTMX20634
OG0004374	YEAST00556	ASTMX04921
OG0004377	YEAST05181	ASTMX14026
OG0004378	YEAST03291	ASTMX04399
OG0004379	YEAST02180, YEAST04152	ASTMX10194, ASTMX14385
OG0004380	YEAST04825	ASTMX13490, ASTMX00413
OG0004382	YEAST03218	ASTMX12397
OG0004394	YEAST00619	ASTMX03919
OG0004396	YEAST01668	ASTMX09245
OG0004400	YEAST03238, YEAST03731	ASTMX02836, ASTMX08919
OG0004401	YEAST04219	ASTMX07375
OG0004404	YEAST00833, YEAST00883	ASTMX12554
OG0004417	YEAST03358	ASTMX06465
OG0004425	YEAST04958	ASTMX05733, ASTMX18057
OG0004426	YEAST01028	ASTMX04608, ASTMX16512
OG0004460	YEAST06162	ASTMX05378
OG0004462	YEAST03397	ASTMX09565
OG0004468	YEAST04439	ASTMX10959, ASTMX17591
OG0004472	YEAST06199	ASTMX10876
OG0004479	YEAST00474	ASTMX09838
OG0004484	YEAST01989	ASTMX19181
OG0004486	YEAST00968	ASTMX13480, ASTMX20967
OG0004489	YEAST03700	ASTMX09445, ASTMX10741
OG0004490	YEAST02887	ASTMX07362
OG0004492	YEAST05415, YEAST01368	ASTMX12431, ASTMX00984
OG0004494	YEAST03738	ASTMX11684
OG0004495	YEAST00946	ASTMX16876
OG0004498	YEAST02716	ASTMX21957, ASTMX11988
OG0004500	YEAST04651	ASTMX01231
OG0004503	YEAST02385	ASTMX18826, ASTMX17305
OG0004505	YEAST01701	ASTMX00647
OG0004507	YEAST04994	ASTMX19380
OG0004512	YEAST01510	ASTMX09673
OG0004513	YEAST04235	ASTMX09616, ASTMX22950
OG0004515	YEAST05737	ASTMX18895
OG0004519	YEAST01596	ASTMX15946, ASTMX15943
OG0004520	YEAST06001, YEAST05696	ASTMX09208
OG0004526	YEAST02603	ASTMX11185
OG0004529	YEAST03981	ASTMX20454
OG0004535	YEAST02221	ASTMX18252
OG0004538	YEAST02750	ASTMX16549
OG0004542	YEAST04816, YEAST04623	ASTMX01416
OG0004545	YEAST02071	ASTMX18331
OG0004546	YEAST04485	ASTMX19300
OG0004551	YEAST00426	ASTMX09705
OG0004554	YEAST05640	ASTMX17537
OG0004559	YEAST04428	ASTMX16403
OG0004563	YEAST04325	ASTMX06425
OG0004566	YEAST02192	ASTMX01230, ASTMX09116
OG0004567	YEAST05747	ASTMX13427, ASTMX01332, ASTMX22907
OG0004571	YEAST02127	ASTMX20916
OG0004573	YEAST00677	ASTMX21393
OG0004577	YEAST02283	ASTMX22482, ASTMX22486, ASTMX01646
OG0004579	YEAST00134	ASTMX02009, ASTMX00406, ASTMX00405
OG0004581	YEAST03583, YEAST04618	ASTMX17856
OG0004582	YEAST04377	ASTMX10566
OG0004583	YEAST05833	ASTMX11040
OG0004584	YEAST03457	ASTMX11429
OG0004585	YEAST01153	ASTMX12629
OG0004590	YEAST03622, YEAST00886	ASTMX12148
OG0004593	YEAST01231	ASTMX10160
OG0004606	YEAST05926	ASTMX21043
OG0004609	YEAST05326	ASTMX09349
OG0004610	YEAST04487, YEAST01427	ASTMX00616, ASTMX01729
OG0004611	YEAST04613	ASTMX12112
OG0004612	YEAST02359	ASTMX00891
OG0004616	YEAST00250, YEAST02830	ASTMX05420
OG0004619	YEAST03531	ASTMX10202
OG0004621	YEAST00178	ASTMX15948, ASTMX10781
OG0004626	YEAST00427	ASTMX07085, ASTMX00423
OG0004630	YEAST01322, YEAST02951	ASTMX12900
OG0004633	YEAST03510	ASTMX10340
OG0004634	YEAST00262, YEAST00249	ASTMX21447, ASTMX03049
OG0004635	YEAST02703	ASTMX21359
OG0004639	YEAST02924	ASTMX09755
OG0004642	YEAST01912	ASTMX09115
OG0004648	YEAST04721, YEAST05892	ASTMX04919
OG0004649	YEAST02284	ASTMX21812, ASTMX14367
OG0004651	YEAST01146	ASTMX23026, ASTMX10743
OG0004654	YEAST00988	ASTMX14086
OG0004655	YEAST01640	ASTMX07374
OG0004656	YEAST04281	ASTMX23052, ASTMX08149
OG0004657	YEAST00473	ASTMX04352, ASTMX11354
OG0004658	YEAST04140	ASTMX08137
OG0004659	YEAST02251	ASTMX05376
OG0004660	YEAST06221, YEAST00721	ASTMX01193
OG0004663	YEAST01161	ASTMX15210
OG0004664	YEAST05162	ASTMX02245
OG0004668	YEAST01610	ASTMX04572
OG0004670	YEAST03416	ASTMX04458
OG0004671	YEAST02606	ASTMX09351
OG0004674	YEAST05448	ASTMX13549
OG0004675	YEAST05072, YEAST02983	ASTMX22086
OG0004676	YEAST05785, YEAST00056, YEAST02694	ASTMX09682
OG0004678	YEAST02777, YEAST04846	ASTMX10360
OG0004682	YEAST02876	ASTMX13860
OG0004683	YEAST00676	ASTMX17384
OG0004684	YEAST05643	ASTMX15106
OG0004685	YEAST04200	ASTMX05980, ASTMX05981, ASTMX21111
OG0004687	YEAST00982	ASTMX17747
OG0004691	YEAST00819	ASTMX08190
OG0004699	YEAST05453	ASTMX03526
OG0004702	YEAST03387	ASTMX16136
OG0004703	YEAST00841	ASTMX16339
OG0004705	YEAST05591	ASTMX22312, ASTMX02243
OG0004708	YEAST04540	ASTMX03531
OG0004711	YEAST03281	ASTMX01167
OG0004728	YEAST04662, YEAST00882	ASTMX16601
OG0004733	YEAST06337	ASTMX03336
OG0004735	YEAST04508	ASTMX14962
OG0004739	YEAST01817	ASTMX01533
OG0004740	YEAST04029	ASTMX01383
OG0004743	YEAST04299	ASTMX22641, ASTMX21462
OG0004747	YEAST01134	ASTMX11118
OG0004748	YEAST03942	ASTMX17862
OG0004749	YEAST05904	ASTMX05672, ASTMX11474
OG0004753	YEAST04746	ASTMX14663, ASTMX14662
OG0004755	YEAST03690	ASTMX00144
OG0004756	YEAST03704	ASTMX00750
OG0004759	YEAST02912	ASTMX04596
OG0004760	YEAST01847	ASTMX06740
OG0004764	YEAST04443, YEAST04345	ASTMX11545
OG0004765	YEAST02487	ASTMX06481, ASTMX03980, ASTMX18652
OG0004766	YEAST01053	ASTMX20851
OG0004767	YEAST03559	ASTMX14323
OG0004768	YEAST02666	ASTMX18499, ASTMX04088
OG0004769	YEAST06228	ASTMX03147
OG0004770	YEAST03432	ASTMX03246
OG0004774	YEAST06062	ASTMX13494
OG0004785	YEAST04153	ASTMX00088
OG0004786	YEAST01015	ASTMX18911
OG0004787	YEAST02164	ASTMX17803
OG0004792	YEAST02299	ASTMX05051, ASTMX07317
OG0004795	YEAST02163	ASTMX05972, ASTMX05970
OG0004797	YEAST00371	ASTMX01374
OG0004805	YEAST03570	ASTMX17184
OG0004808	YEAST02354	ASTMX12766
OG0004811	YEAST01683	ASTMX01063
OG0004814	YEAST05710	ASTMX17584
OG0004816	YEAST04664	ASTMX16126
OG0004819	YEAST00279	ASTMX15293, ASTMX15292
OG0004820	YEAST05404	ASTMX09906
OG0004822	YEAST03199	ASTMX00033
OG0004833	YEAST01309	ASTMX21278
OG0004836	YEAST00658	ASTMX11723
OG0004840	YEAST01399	ASTMX14200
OG0004841	YEAST01375	ASTMX18590
OG0004842	YEAST05083	ASTMX13856
OG0004843	YEAST03163	ASTMX19279
OG0004844	YEAST01571	ASTMX16456
OG0004848	YEAST02387	ASTMX20823
OG0004849	YEAST06335	ASTMX19610
OG0004850	YEAST05082, YEAST02977	ASTMX16474
OG0004851	YEAST02907	ASTMX22196, ASTMX05198
OG0004852	YEAST00825	ASTMX16773
OG0004854	YEAST00889, YEAST04304	ASTMX16706
OG0004855	YEAST03252	ASTMX15354
OG0004856	YEAST05973	ASTMX03921
OG0004858	YEAST04268	ASTMX07798
OG0004863	YEAST00862	ASTMX10195
OG0004864	YEAST00264	ASTMX02024
OG0004874	YEAST04564	ASTMX20507, ASTMX20425
OG0004875	YEAST02491	ASTMX18068
OG0004877	YEAST05247	ASTMX08611
OG0004880	YEAST06046	ASTMX15783
OG0004881	YEAST00141	ASTMX15117
OG0004886	YEAST05077	ASTMX08550
OG0004887	YEAST05734	ASTMX00826
OG0004893	YEAST04667, YEAST00405	ASTMX00909
OG0004896	YEAST06193	ASTMX11207
OG0004897	YEAST03127, YEAST00642	ASTMX12184
OG0004898	YEAST01269	ASTMX22116
OG0004902	YEAST00933	ASTMX11594, ASTMX19515, ASTMX04220
OG0004903	YEAST03539	ASTMX06135
OG0004911	YEAST04765	ASTMX01411, ASTMX14318
OG0004913	YEAST01636	ASTMX20630, ASTMX05601
OG0004914	YEAST03369	ASTMX09637
OG0004917	YEAST00244	ASTMX11316
OG0004922	YEAST03302	ASTMX06819
OG0004924	YEAST03555, YEAST03277	ASTMX08721
OG0004928	YEAST00311	ASTMX10205, ASTMX17494
OG0004932	YEAST04654	ASTMX06430, ASTMX01756
OG0004935	YEAST02167	ASTMX15814
OG0004940	YEAST05107, YEAST05559	ASTMX13411
OG0004941	YEAST03194	ASTMX19213
OG0004947	YEAST05164	ASTMX07813, ASTMX22832, ASTMX12085
OG0004948	YEAST02275	ASTMX00235
OG0004949	YEAST04201	ASTMX15357
OG0004952	YEAST02477	ASTMX16514, ASTMX08098
OG0004954	YEAST06058	ASTMX03794
OG0004962	YEAST04400	ASTMX12564
OG0004963	YEAST04940	ASTMX13193
OG0004964	YEAST04104	ASTMX19113
OG0004968	YEAST03489	ASTMX01701
OG0004969	YEAST02591	ASTMX20329, ASTMX04336
OG0004970	YEAST04414	ASTMX16953
OG0004971	YEAST05364	ASTMX06556, ASTMX14404
OG0004972	YEAST03511	ASTMX19694
OG0004975	YEAST00144, YEAST01994	ASTMX03024
OG0004976	YEAST05983	ASTMX04084
OG0004977	YEAST06017	ASTMX07866
OG0004979	YEAST06027	ASTMX02633
OG0004980	YEAST05221	ASTMX04239, ASTMX01545
OG0004981	YEAST03914, YEAST04639	ASTMX19679
OG0004982	YEAST03625	ASTMX11187
OG0004985	YEAST03498	ASTMX04039, ASTMX00936
OG0004988	YEAST05990	ASTMX10618
OG0004989	YEAST04576	ASTMX09209
OG0004990	YEAST04419	ASTMX18682
OG0004992	YEAST05627	ASTMX09949
OG0004996	YEAST04793	ASTMX09425
OG0004997	YEAST01342	ASTMX18859
OG0005002	YEAST05414	ASTMX02942
OG0005003	YEAST02467, YEAST00216	ASTMX16662
OG0005006	YEAST06096	ASTMX20275, ASTMX10445
OG0005007	YEAST03893	ASTMX11155, ASTMX07553
OG0005014	YEAST02538	ASTMX05106
OG0005015	YEAST01649, YEAST01932	ASTMX09654
OG0005038	YEAST02861	ASTMX22848
OG0005040	YEAST04778	ASTMX21394
OG0005047	YEAST01837	ASTMX10208
OG0005053	YEAST00680	ASTMX02927
OG0005055	YEAST02159	ASTMX01498
OG0005059	YEAST03737	ASTMX20578
OG0005067	YEAST06051	ASTMX18763
OG0005069	YEAST03130	ASTMX17496
OG0005073	YEAST00873	ASTMX03667
OG0005076	YEAST04563	ASTMX00261, ASTMX08204
OG0005081	YEAST03124	ASTMX02871
OG0005083	YEAST00678, YEAST05235	ASTMX15267
OG0005084	YEAST03782	ASTMX14272, ASTMX00601
OG0005085	YEAST06159	ASTMX10277
OG0005086	YEAST00205	ASTMX09453
OG0005087	YEAST00816	ASTMX16674
OG0005088	YEAST05769, YEAST03125	ASTMX02350
OG0005089	YEAST04644	ASTMX00320
OG0005090	YEAST00338	ASTMX12929
OG0005091	YEAST05089	ASTMX01146
OG0005093	YEAST01810	ASTMX10254, ASTMX08147
OG0005095	YEAST04437	ASTMX02584
OG0005096	YEAST00667	ASTMX19910
OG0005097	YEAST05071	ASTMX07724
OG0005099	YEAST01396	ASTMX17671
OG0005100	YEAST02389	ASTMX09835
OG0005104	YEAST05248	ASTMX02574
OG0005106	YEAST06065, YEAST00421	ASTMX06182
OG0005107	YEAST06099	ASTMX07188
OG0005109	YEAST05204, YEAST00612	ASTMX15464
OG0005111	YEAST06212, YEAST04032	ASTMX04785
OG0005114	YEAST02131	ASTMX03136, ASTMX08759
OG0005117	YEAST06050	ASTMX16671
OG0005121	YEAST02052	ASTMX14569
OG0005124	YEAST04099	ASTMX11128
OG0005130	YEAST03863	ASTMX19558
OG0005139	YEAST04015	ASTMX09824, ASTMX09825
OG0005142	YEAST03890	ASTMX18327
OG0005143	YEAST00443	ASTMX11158
OG0005144	YEAST04065	ASTMX02847
OG0005146	YEAST02971	ASTMX16525
OG0005149	YEAST03025, YEAST02738	ASTMX00118, ASTMX22181
OG0005151	YEAST03382	ASTMX01693
OG0005152	YEAST00847	ASTMX17467
OG0005157	YEAST02981	ASTMX13223, ASTMX20193
OG0005160	YEAST06113	ASTMX09653
OG0005164	YEAST06283	ASTMX08734
OG0005167	YEAST03924	ASTMX19913
OG0005168	YEAST06272	ASTMX01259
OG0005169	YEAST00459	ASTMX04846
OG0005175	YEAST05445	ASTMX22227
OG0005176	YEAST05501	ASTMX23001, ASTMX10613
OG0005176	YEAST00218	ASTMX10615, ASTMX10614
OG0005178	YEAST04497	ASTMX11220
OG0005179	YEAST05659	ASTMX22758
OG0005183	YEAST05308	ASTMX09009
OG0005184	YEAST00492	ASTMX00015
OG0005187	YEAST05234	ASTMX16233
OG0005188	YEAST01554	ASTMX05449, ASTMX05450
OG0005192	YEAST05720	ASTMX17319
OG0005194	YEAST04086	ASTMX18820, ASTMX20809
OG0005196	YEAST01388	ASTMX00351
OG0005198	YEAST00327	ASTMX22151
OG0005200	YEAST01016	ASTMX14747, ASTMX06789
OG0005201	YEAST00082	ASTMX09265
OG0005203	YEAST02207	ASTMX02783
OG0005204	YEAST01178	ASTMX09774
OG0005205	YEAST01046	ASTMX22828, ASTMX11962
OG0005208	YEAST01429	ASTMX11365
OG0005212	YEAST06147	ASTMX05143
OG0005220	YEAST04357	ASTMX16391
OG0005221	YEAST03209	ASTMX02710
OG0005222	YEAST05518	ASTMX02585
OG0005224	YEAST06324	ASTMX12266
OG0005225	YEAST05094	ASTMX21217
OG0005227	YEAST05529	ASTMX06120
OG0005228	YEAST05916	ASTMX09952
OG0005229	YEAST04766	ASTMX03904
OG0005231	YEAST02681	ASTMX19976
OG0005233	YEAST00564	ASTMX05278
OG0005237	YEAST05398	ASTMX03931
OG0005238	YEAST00351	ASTMX07794
OG0005239	YEAST04499	ASTMX12889
OG0005240	YEAST03058	ASTMX06424
OG0005244	YEAST06021	ASTMX15820
OG0005247	YEAST06314	ASTMX15805
OG0005249	YEAST03446	ASTMX14339, ASTMX15074
OG0005251	YEAST00934	ASTMX11424
OG0005254	YEAST00814	ASTMX22805, ASTMX15508
OG0005259	YEAST04276	ASTMX09417, ASTMX00937
OG0005261	YEAST01831	ASTMX03799
OG0005262	YEAST05458	ASTMX05707
OG0005264	YEAST03506	ASTMX11998
OG0005267	YEAST03513	ASTMX04206
OG0005269	YEAST03314	ASTMX13957
OG0005273	YEAST04916	ASTMX12139
OG0005275	YEAST03695	ASTMX09473
OG0005277	YEAST04186	ASTMX12888
OG0005279	YEAST05219	ASTMX00419
OG0005280	YEAST00305	ASTMX22026
OG0005281	YEAST05694	ASTMX09323, ASTMX20039
OG0005285	YEAST03115	ASTMX05026
OG0005289	YEAST03438	ASTMX19644
OG0005292	YEAST01718	ASTMX00560
OG0005293	YEAST03033	ASTMX11714
OG0005294	YEAST01981	ASTMX06056, ASTMX21746, ASTMX21747
OG0005298	YEAST03696	ASTMX10269
OG0005299	YEAST00788	ASTMX18237
OG0005300	YEAST04941	ASTMX15884
OG0005304	YEAST05397	ASTMX06911
OG0005309	YEAST03670	ASTMX02733, ASTMX17559
OG0005312	YEAST05201, YEAST04689	ASTMX10751
OG0005314	YEAST05231, YEAST01835	ASTMX16432, ASTMX07287
OG0005316	YEAST02690	ASTMX20099
OG0005317	YEAST03232	ASTMX23039, ASTMX00041
OG0005318	YEAST02932	ASTMX08983
OG0005319	YEAST00507	ASTMX06590
OG0005323	YEAST01809	ASTMX18846
OG0005324	YEAST02894	ASTMX17566
OG0005326	YEAST02113	ASTMX06119, ASTMX11751
OG0005360	YEAST05037	ASTMX11012
OG0005365	YEAST00555	ASTMX22649
OG0005366	YEAST05488	ASTMX09738
OG0005370	YEAST06092	ASTMX01058
OG0005371	YEAST06170	ASTMX08633
OG0005373	YEAST05422	ASTMX21823
OG0005374	YEAST05714	ASTMX10258
OG0005375	YEAST03962	ASTMX14091
OG0005379	YEAST03216	ASTMX14846
OG0005390	YEAST03532	ASTMX06470
OG0005391	YEAST02166	ASTMX06259
OG0005393	YEAST04280	ASTMX20231
OG0005394	YEAST00853	ASTMX20505
OG0005396	YEAST05100	ASTMX07932
OG0005399	YEAST03052	ASTMX05671
OG0005402	YEAST00454, YEAST00455	ASTMX14661
OG0005403	YEAST03894	ASTMX00644
OG0005406	YEAST00801	ASTMX11527, ASTMX05740, ASTMX11284
OG0005409	YEAST01305	ASTMX07231
OG0005412	YEAST00286	ASTMX04878
OG0005413	YEAST00212	ASTMX21458
OG0005417	YEAST02517	ASTMX04990
OG0005422	YEAST00744	ASTMX00525
OG0005430	YEAST02046	ASTMX18791
OG0005431	YEAST00653	ASTMX09720, ASTMX22147
OG0005432	YEAST00083	ASTMX04378
OG0005433	YEAST00126	ASTMX10384
OG0005435	YEAST02973	ASTMX17149
OG0005437	YEAST04554	ASTMX21353
OG0005438	YEAST03985	ASTMX11559
OG0005439	YEAST00480, YEAST02388	ASTMX01225
OG0005446	YEAST02856	ASTMX13422
OG0005448	YEAST00061	ASTMX15632, ASTMX10315
OG0005451	YEAST02174	ASTMX22934, ASTMX08636
OG0005455	YEAST01906	ASTMX21048, ASTMX14029
OG0005464	YEAST03289	ASTMX01955
OG0005465	YEAST02925	ASTMX04578
OG0005466	YEAST04413	ASTMX09405
OG0005468	YEAST03549	ASTMX21236
OG0005469	YEAST03750	ASTMX13280
OG0005470	YEAST05805	ASTMX16610
OG0005471	YEAST02704	ASTMX16198
OG0005474	YEAST05625	ASTMX12678
OG0005476	YEAST00929	ASTMX01980
OG0005479	YEAST06140	ASTMX17649
