Orthogroup	YEAST	ORYLA
OG0004186	YEAST04981	ORYLA10541, ORYLA04337, ORYLA04880
OG0004188	YEAST02761	ORYLA18782
OG0004198	YEAST02869, YEAST03548	ORYLA05752, ORYLA01549
OG0004215	YEAST04590	ORYLA03688
OG0004217	YEAST01257	ORYLA00162
OG0004219	YEAST00912	ORYLA09856
OG0004222	YEAST05826	ORYLA10143
OG0004230	YEAST02220	ORYLA03779
OG0004232	YEAST05931	ORYLA18836
OG0004236	YEAST05432	ORYLA18284
OG0004237	YEAST04445, YEAST04344	ORYLA00477
OG0004239	YEAST05144	ORYLA15565
OG0004243	YEAST00306	ORYLA08230, ORYLA19467
OG0004245	YEAST00859	ORYLA05193
OG0004248	YEAST03678	ORYLA15416
OG0004249	YEAST02740	ORYLA02545
OG0004250	YEAST05543	ORYLA10123, ORYLA05194
OG0004252	YEAST05178	ORYLA11763
OG0004254	YEAST03900	ORYLA02332
OG0004258	YEAST00665	ORYLA08400
OG0004259	YEAST03730	ORYLA14900, ORYLA14901
OG0004261	YEAST02564	ORYLA02160
OG0004262	YEAST02368	ORYLA11314
OG0004268	YEAST00496	ORYLA18618
OG0004269	YEAST04758	ORYLA00763, ORYLA00762
OG0004273	YEAST02547	ORYLA05805
OG0004278	YEAST00243	ORYLA02821
OG0004280	YEAST05895	ORYLA16385
OG0004282	YEAST02575, YEAST06242	ORYLA01943
OG0004283	YEAST04184	ORYLA01415
OG0004287	YEAST01708	ORYLA10346
OG0004289	YEAST05719	ORYLA11614
OG0004291	YEAST00852	ORYLA05148
OG0004292	YEAST02537	ORYLA04782
OG0004295	YEAST05946	ORYLA13614
OG0004297	YEAST01463	ORYLA01594
OG0004300	YEAST05309	ORYLA20173
OG0004301	YEAST03850	ORYLA01175
OG0004302	YEAST05203	ORYLA07918
OG0004303	YEAST02492	ORYLA06906, ORYLA03599
OG0004304	YEAST02425, YEAST05929	ORYLA02764
OG0004305	YEAST02123	ORYLA12983
OG0004307	YEAST04592	ORYLA19761, ORYLA16647
OG0004308	YEAST04835	ORYLA01248
OG0004309	YEAST05924	ORYLA08360
OG0004310	YEAST05001	ORYLA02009, ORYLA12810
OG0004312	YEAST03330	ORYLA08934
OG0004314	YEAST00500	ORYLA13384
OG0004324	YEAST04322	ORYLA16074, ORYLA20239
OG0004330	YEAST06277	ORYLA19620
OG0004331	YEAST06230	ORYLA10127, ORYLA10128
OG0004333	YEAST01391	ORYLA02208
OG0004335	YEAST01057	ORYLA07228
OG0004337	YEAST05652	ORYLA09589
OG0004338	YEAST05023	ORYLA03022
OG0004345	YEAST04894	ORYLA02462
OG0004347	YEAST04515	ORYLA03450, ORYLA03449
OG0004348	YEAST03956	ORYLA09480
OG0004350	YEAST04742	ORYLA19055
OG0004351	YEAST04167	ORYLA05855
OG0004353	YEAST05143	ORYLA05853
OG0004356	YEAST02877	ORYLA03524
OG0004357	YEAST02304	ORYLA05275, ORYLA18598
OG0004358	YEAST01304	ORYLA15910
OG0004359	YEAST01873	ORYLA14419, ORYLA14312
OG0004364	YEAST00647	ORYLA10803
OG0004366	YEAST01097	ORYLA19961
OG0004369	YEAST04013	ORYLA16298
OG0004370	YEAST02378	ORYLA04218
OG0004374	YEAST00556	ORYLA13060
OG0004378	YEAST03291	ORYLA03486
OG0004379	YEAST02180, YEAST04152	ORYLA16844, ORYLA11000
OG0004380	YEAST04825	ORYLA14741, ORYLA14742, ORYLA11001
OG0004382	YEAST03218	ORYLA02422
OG0004394	YEAST00619	ORYLA04507
OG0004396	YEAST01668	ORYLA13670, ORYLA13671
OG0004400	YEAST03238, YEAST03731	ORYLA12834, ORYLA06976
OG0004401	YEAST04219	ORYLA16391
OG0004404	YEAST00833, YEAST00883	ORYLA18290, ORYLA18289
OG0004417	YEAST03358	ORYLA06644
OG0004425	YEAST04958	ORYLA16312
OG0004426	YEAST01028	ORYLA03269
OG0004460	YEAST06162	ORYLA14340
OG0004462	YEAST03397	ORYLA08525
OG0004468	YEAST04439	ORYLA01117
OG0004472	YEAST06199	ORYLA11083
OG0004479	YEAST00474	ORYLA01642
OG0004484	YEAST01989	ORYLA14440
OG0004486	YEAST00968	ORYLA09214
OG0004489	YEAST03700	ORYLA13724, ORYLA14275
OG0004490	YEAST02887	ORYLA17142
OG0004492	YEAST05415, YEAST01368	ORYLA12318, ORYLA13988
OG0004494	YEAST03738	ORYLA08165
OG0004495	YEAST00946	ORYLA06356
OG0004498	YEAST02716	ORYLA01757
OG0004500	YEAST04651	ORYLA18253
OG0004503	YEAST02385	ORYLA00434, ORYLA00435
OG0004505	YEAST01701	ORYLA09612
OG0004506	YEAST06061	ORYLA16269
OG0004507	YEAST04994	ORYLA17649
OG0004512	YEAST01510	ORYLA10399
OG0004513	YEAST04235	ORYLA14120
OG0004515	YEAST05737	ORYLA08127
OG0004519	YEAST01596	ORYLA14200, ORYLA14199
OG0004520	YEAST06001, YEAST05696	ORYLA18565
OG0004525	YEAST03937	ORYLA13633
OG0004526	YEAST02603	ORYLA02450
OG0004529	YEAST03981	ORYLA05119
OG0004535	YEAST02221	ORYLA03117
OG0004538	YEAST02750	ORYLA10469
OG0004542	YEAST04816, YEAST04623	ORYLA07728
OG0004545	YEAST02071	ORYLA18092
OG0004546	YEAST04485	ORYLA01595
OG0004551	YEAST00426	ORYLA08011
OG0004554	YEAST05640	ORYLA18535
OG0004554	YEAST04172	ORYLA18534
OG0004559	YEAST04428	ORYLA17180
OG0004563	YEAST04325	ORYLA17640
OG0004566	YEAST02192	ORYLA09242
OG0004567	YEAST05747	ORYLA11483
OG0004571	YEAST02127	ORYLA09287
OG0004573	YEAST00677	ORYLA04092
OG0004577	YEAST02283	ORYLA07568
OG0004579	YEAST00134	ORYLA11222, ORYLA11221
OG0004581	YEAST03583, YEAST04618	ORYLA04196
OG0004582	YEAST04377	ORYLA02882
OG0004583	YEAST05833	ORYLA11726
OG0004584	YEAST03457	ORYLA05309
OG0004585	YEAST01153	ORYLA06291
OG0004590	YEAST03622, YEAST00886	ORYLA05519
OG0004593	YEAST01231	ORYLA01302
OG0004606	YEAST05926	ORYLA13802
OG0004609	YEAST05326	ORYLA04118
OG0004610	YEAST04487, YEAST01427	ORYLA15229, ORYLA12132
OG0004611	YEAST04613	ORYLA05090, ORYLA05091
OG0004612	YEAST02359	ORYLA02074
OG0004616	YEAST00250, YEAST02830	ORYLA10301, ORYLA09881
OG0004619	YEAST03531	ORYLA16430
OG0004621	YEAST00178	ORYLA14201, ORYLA15999
OG0004626	YEAST00427	ORYLA12665, ORYLA14546
OG0004630	YEAST01322, YEAST02951	ORYLA11416
OG0004633	YEAST03510	ORYLA06950
OG0004634	YEAST00262, YEAST00249	ORYLA16289, ORYLA18481
OG0004635	YEAST02703	ORYLA06004
OG0004639	YEAST02924	ORYLA02611
OG0004642	YEAST01912	ORYLA06343
OG0004648	YEAST04721, YEAST05892	ORYLA12915
OG0004649	YEAST02284	ORYLA04414, ORYLA03668, ORYLA17354
OG0004651	YEAST01146	ORYLA14276
OG0004654	YEAST00988	ORYLA16505
OG0004655	YEAST01640	ORYLA17173
OG0004656	YEAST04281	ORYLA18658, ORYLA11542
OG0004657	YEAST00473	ORYLA03530, ORYLA06957, ORYLA04226, ORYLA04225
OG0004659	YEAST02251	ORYLA13951
OG0004660	YEAST06221, YEAST00721	ORYLA18953, ORYLA18952
OG0004663	YEAST01161	ORYLA03983
OG0004664	YEAST05162	ORYLA03155
OG0004668	YEAST01610	ORYLA19057
OG0004669	YEAST00949	ORYLA05384
OG0004670	YEAST03416	ORYLA08201, ORYLA08200
OG0004671	YEAST02606	ORYLA04002
OG0004674	YEAST05448	ORYLA02750
OG0004675	YEAST05072, YEAST02983	ORYLA11378
OG0004678	YEAST02777, YEAST04846	ORYLA02453
OG0004682	YEAST02876	ORYLA07086
OG0004683	YEAST00676	ORYLA15475
OG0004684	YEAST05643	ORYLA11591
OG0004685	YEAST04200	ORYLA17349, ORYLA02295
OG0004687	YEAST00982	ORYLA15540
OG0004691	YEAST00819	ORYLA04688
OG0004699	YEAST05453	ORYLA14125
OG0004703	YEAST00841	ORYLA17592
OG0004705	YEAST05591	ORYLA04222, ORYLA03157
OG0004708	YEAST04540	ORYLA17151
OG0004711	YEAST03281	ORYLA09874
OG0004728	YEAST04662, YEAST00882	ORYLA12390
OG0004733	YEAST06337	ORYLA17707
OG0004735	YEAST04508	ORYLA00981
OG0004739	YEAST01817	ORYLA08167
OG0004740	YEAST04029	ORYLA10258
OG0004747	YEAST01134	ORYLA13336
OG0004748	YEAST03942	ORYLA04549
OG0004749	YEAST05904	ORYLA15557
OG0004753	YEAST04746	ORYLA03643
OG0004755	YEAST03690	ORYLA09487
OG0004756	YEAST03704	ORYLA13894
OG0004759	YEAST02912	ORYLA10102
OG0004764	YEAST04443, YEAST04345	ORYLA13390
OG0004765	YEAST02487	ORYLA06642, ORYLA06865
OG0004766	YEAST01053	ORYLA19679
OG0004767	YEAST03559	ORYLA16994
OG0004768	YEAST02666	ORYLA10159, ORYLA03915
OG0004769	YEAST06228	ORYLA06352
OG0004770	YEAST03432	ORYLA10359
OG0004774	YEAST06062	ORYLA04647
OG0004785	YEAST04153	ORYLA19362
OG0004786	YEAST01015	ORYLA09795
OG0004787	YEAST02164	ORYLA08059
OG0004792	YEAST02299	ORYLA17893, ORYLA16372
OG0004795	YEAST02163	ORYLA02283
OG0004797	YEAST00371	ORYLA08718
OG0004805	YEAST03570	ORYLA03659
OG0004808	YEAST02354	ORYLA03793, ORYLA06820
OG0004811	YEAST01683	ORYLA15264
OG0004814	YEAST05710	ORYLA01124
OG0004816	YEAST04664	ORYLA11190
OG0004819	YEAST00279	ORYLA15855
OG0004820	YEAST05404	ORYLA11602
OG0004822	YEAST03199	ORYLA09952
OG0004833	YEAST01309	ORYLA03885
OG0004836	YEAST00658	ORYLA03354
OG0004840	YEAST01399	ORYLA16583
OG0004841	YEAST01375	ORYLA15150
OG0004843	YEAST03163	ORYLA18629
OG0004844	YEAST01571	ORYLA19914
OG0004848	YEAST02387	ORYLA14607
OG0004849	YEAST06335	ORYLA17011
OG0004850	YEAST05082, YEAST02977	ORYLA13533
OG0004851	YEAST02907	ORYLA14792, ORYLA12705
OG0004852	YEAST00825	ORYLA18016
OG0004854	YEAST00889, YEAST04304	ORYLA08746
OG0004855	YEAST03252	ORYLA18312, ORYLA18291
OG0004856	YEAST05973	ORYLA10715, ORYLA04505
OG0004858	YEAST04268	ORYLA02769
OG0004863	YEAST00862	ORYLA16843
OG0004864	YEAST00264	ORYLA11253
OG0004874	YEAST04564	ORYLA01640
OG0004875	YEAST02491	ORYLA13032
OG0004877	YEAST05247	ORYLA17299
OG0004879	YEAST01311	ORYLA06951
OG0004880	YEAST06046	ORYLA14689
OG0004881	YEAST00141	ORYLA06894
OG0004886	YEAST05077	ORYLA08772
OG0004887	YEAST05734	ORYLA01863
OG0004893	YEAST04667, YEAST00405	ORYLA02246
OG0004896	YEAST06193	ORYLA18463
OG0004897	YEAST03127, YEAST00642	ORYLA04453
OG0004898	YEAST01269	ORYLA03730
OG0004902	YEAST00933	ORYLA07532, ORYLA04755
OG0004903	YEAST03539	ORYLA09008
OG0004906	YEAST02770	ORYLA00596, ORYLA00597
OG0004911	YEAST04765	ORYLA07733, ORYLA16989
OG0004913	YEAST01636	ORYLA07472
OG0004914	YEAST03369	ORYLA04368
OG0004917	YEAST00244	ORYLA10606
OG0004922	YEAST03302	ORYLA01635
OG0004924	YEAST03555, YEAST03277	ORYLA05542
OG0004928	YEAST00311	ORYLA08046, ORYLA16427
OG0004932	YEAST04654	ORYLA16065, ORYLA15866
OG0004935	YEAST02167	ORYLA02089
OG0004940	YEAST05107, YEAST05559	ORYLA11977
OG0004941	YEAST03194	ORYLA07528
OG0004947	YEAST05164	ORYLA02402
OG0004948	YEAST02275	ORYLA12320
OG0004952	YEAST02477	ORYLA03501, ORYLA11665
OG0004954	YEAST06058	ORYLA11697
OG0004962	YEAST04400	ORYLA01777
OG0004963	YEAST04940	ORYLA17617
OG0004964	YEAST04104	ORYLA16492
OG0004968	YEAST03489	ORYLA12313
OG0004969	YEAST02591	ORYLA06920, ORYLA18795, ORYLA18794
OG0004970	YEAST04414	ORYLA19671
OG0004971	YEAST05364	ORYLA08144
OG0004972	YEAST03511	ORYLA16919
OG0004975	YEAST00144, YEAST01994	ORYLA02620
OG0004976	YEAST05983	ORYLA03920
OG0004977	YEAST06017	ORYLA09696
OG0004979	YEAST06027	ORYLA08922
OG0004981	YEAST03914, YEAST04639	ORYLA01978
OG0004982	YEAST03625	ORYLA02451
OG0004985	YEAST03498	ORYLA20005, ORYLA13709
OG0004988	YEAST05990	ORYLA18683
OG0004989	YEAST04576	ORYLA12481
OG0004990	YEAST04419	ORYLA13536
OG0004992	YEAST05627	ORYLA13226
OG0004996	YEAST04793	ORYLA13735, ORYLA13734
OG0004997	YEAST01342	ORYLA08128
OG0005002	YEAST05414	ORYLA06386
OG0005003	YEAST02467, YEAST00216	ORYLA00370
OG0005006	YEAST06096	ORYLA16402, ORYLA07890
OG0005007	YEAST03893	ORYLA13299, ORYLA09469
OG0005014	YEAST02538	ORYLA17365
OG0005015	YEAST01649, YEAST01932	ORYLA07343
OG0005038	YEAST02861	ORYLA15716
OG0005040	YEAST04778	ORYLA04085
OG0005047	YEAST01837	ORYLA07987, ORYLA16877
OG0005053	YEAST00680	ORYLA12920
OG0005055	YEAST02159	ORYLA08138, ORYLA05157
OG0005059	YEAST03737	ORYLA18022
OG0005067	YEAST06051	ORYLA06411
OG0005069	YEAST03130	ORYLA07911
OG0005073	YEAST00873	ORYLA01316
OG0005076	YEAST04563	ORYLA19805
OG0005081	YEAST03124	ORYLA00039
OG0005083	YEAST00678, YEAST05235	ORYLA05152
OG0005084	YEAST03782	ORYLA15931, ORYLA14122, ORYLA15378
OG0005085	YEAST06159	ORYLA10978, ORYLA10979, ORYLA14773
OG0005086	YEAST00205	ORYLA13730
OG0005087	YEAST00816	ORYLA06247
OG0005088	YEAST05769, YEAST03125	ORYLA13143
OG0005089	YEAST04644	ORYLA01494
OG0005090	YEAST00338	ORYLA16259
OG0005091	YEAST05089	ORYLA01452
OG0005093	YEAST01810	ORYLA11522
OG0005095	YEAST04437	ORYLA19963
OG0005096	YEAST00667	ORYLA07995
OG0005097	YEAST05071	ORYLA07754
OG0005099	YEAST01396	ORYLA17020
OG0005100	YEAST02389	ORYLA05377
OG0005104	YEAST05248	ORYLA12457
OG0005106	YEAST06065, YEAST00421	ORYLA09112
OG0005107	YEAST06099	ORYLA15026
OG0005109	YEAST05204, YEAST00612	ORYLA16110
OG0005111	YEAST06212, YEAST04032	ORYLA15628
OG0005114	YEAST02131	ORYLA06945, ORYLA18260
OG0005117	YEAST06050	ORYLA07138
OG0005121	YEAST02052	ORYLA13922
OG0005124	YEAST04099	ORYLA11962
OG0005130	YEAST03863	ORYLA20408
OG0005139	YEAST04015	ORYLA09370
OG0005142	YEAST03890	ORYLA18083
OG0005143	YEAST00443	ORYLA13297
OG0005144	YEAST04065	ORYLA13423
OG0005146	YEAST02971	ORYLA10598, ORYLA10599
OG0005149	YEAST03025, YEAST02738	ORYLA09581
OG0005151	YEAST03382	ORYLA12766
OG0005152	YEAST00847	ORYLA11257
OG0005157	YEAST02981	ORYLA08193, ORYLA13971
OG0005160	YEAST06113	ORYLA07414
OG0005164	YEAST06283	ORYLA01913
OG0005167	YEAST03924	ORYLA08038, ORYLA01883, ORYLA11200
OG0005168	YEAST06272	ORYLA11803
OG0005169	YEAST00459	ORYLA12684
OG0005175	YEAST05445	ORYLA01409
OG0005176	YEAST00218	ORYLA18052
OG0005178	YEAST04497	ORYLA03190
OG0005179	YEAST05659	ORYLA00353
OG0005183	YEAST05308	ORYLA12373
OG0005184	YEAST00492	ORYLA09937
OG0005187	YEAST05234	ORYLA10935
OG0005188	YEAST01554	ORYLA12247
OG0005191	YEAST00993	ORYLA17463
OG0005192	YEAST05720	ORYLA06933
OG0005194	YEAST04086	ORYLA00421, ORYLA07172, ORYLA01288
OG0005196	YEAST01388	ORYLA19084
OG0005198	YEAST00327	ORYLA16847
OG0005200	YEAST01016	ORYLA01894, ORYLA05875
OG0005201	YEAST00082	ORYLA20164
OG0005203	YEAST02207	ORYLA04665
OG0005204	YEAST01178	ORYLA02593
OG0005205	YEAST01046	ORYLA09244
OG0005208	YEAST01429	ORYLA00249
OG0005212	YEAST06147	ORYLA14946
OG0005220	YEAST04357	ORYLA17205
OG0005221	YEAST03209	ORYLA07388
OG0005222	YEAST05518	ORYLA19962
OG0005224	YEAST06324	ORYLA10243
OG0005225	YEAST05094	ORYLA11064
OG0005227	YEAST05529	ORYLA04497
OG0005228	YEAST05916	ORYLA18242
OG0005229	YEAST04766	ORYLA04458
OG0005231	YEAST02681	ORYLA18551
OG0005233	YEAST00564	ORYLA15578
OG0005237	YEAST05398	ORYLA03938
OG0005238	YEAST00351	ORYLA02951
OG0005239	YEAST04499	ORYLA11829
OG0005240	YEAST03058	ORYLA05664, ORYLA15967
OG0005244	YEAST06021	ORYLA02093
OG0005247	YEAST06314	ORYLA02262
OG0005249	YEAST03446	ORYLA18148, ORYLA02930
OG0005251	YEAST00934	ORYLA20357
OG0005254	YEAST00814	ORYLA00808
OG0005259	YEAST04276	ORYLA14480, ORYLA13720
OG0005261	YEAST01831	ORYLA11692
OG0005262	YEAST05458	ORYLA15627
OG0005264	YEAST03506	ORYLA02104
OG0005267	YEAST03513	ORYLA04749
OG0005269	YEAST03314	ORYLA14049
OG0005273	YEAST04916	ORYLA03955
OG0005275	YEAST03695	ORYLA20144, ORYLA13858
OG0005277	YEAST04186	ORYLA11828
OG0005279	YEAST05219	ORYLA14589
OG0005280	YEAST00305	ORYLA05298
OG0005281	YEAST05694	ORYLA07644
OG0005285	YEAST03115	ORYLA17829
OG0005289	YEAST03438	ORYLA01671
OG0005292	YEAST01718	ORYLA19232
OG0005293	YEAST03033	ORYLA03348
OG0005294	YEAST01981	ORYLA17819
OG0005298	YEAST03696	ORYLA14873
OG0005299	YEAST00788	ORYLA20317
OG0005300	YEAST04941	ORYLA11163
OG0005304	YEAST05397	ORYLA02588
OG0005309	YEAST03670	ORYLA17745, ORYLA18323
OG0005312	YEAST05201, YEAST04689	ORYLA14065
OG0005314	YEAST05231, YEAST01835	ORYLA20091
OG0005316	YEAST02690	ORYLA07012
OG0005317	YEAST03232	ORYLA09419
OG0005318	YEAST02932	ORYLA18364, ORYLA18363
OG0005319	YEAST00507	ORYLA04663
OG0005323	YEAST01809	ORYLA17504
OG0005324	YEAST02894	ORYLA13260
OG0005326	YEAST02113	ORYLA04496, ORYLA08940, ORYLA08941
OG0005360	YEAST05037	ORYLA18657
OG0005365	YEAST00555	ORYLA00389
OG0005366	YEAST05488	ORYLA04350
OG0005370	YEAST06092	ORYLA14176
OG0005371	YEAST06170	ORYLA17689
OG0005373	YEAST05422	ORYLA00607
OG0005374	YEAST05714	ORYLA11740
OG0005375	YEAST03962	ORYLA16500
OG0005379	YEAST03216	ORYLA16702
OG0005390	YEAST03532	ORYLA13255
OG0005391	YEAST02166	ORYLA15294
OG0005393	YEAST04280	ORYLA05441
OG0005394	YEAST00853	ORYLA01678
OG0005396	YEAST05100	ORYLA09039
OG0005399	YEAST03052	ORYLA07418
OG0005402	YEAST00454, YEAST00455	ORYLA03644
OG0005403	YEAST03894	ORYLA14816
OG0005406	YEAST00801	ORYLA02019, ORYLA03127
OG0005409	YEAST01305	ORYLA15254
OG0005412	YEAST00286	ORYLA06703
OG0005413	YEAST00212	ORYLA18627, ORYLA18628
OG0005417	YEAST02517	ORYLA16933
OG0005422	YEAST00744	ORYLA00193
OG0005430	YEAST02046	ORYLA12398
OG0005431	YEAST00653	ORYLA05407
OG0005432	YEAST00083	ORYLA04013, ORYLA03261
OG0005433	YEAST00126	ORYLA02482, ORYLA17419
OG0005435	YEAST02973	ORYLA08560
OG0005437	YEAST04554	ORYLA07537, ORYLA07536
OG0005438	YEAST03985	ORYLA13473, ORYLA06670
OG0005439	YEAST00480, YEAST02388	ORYLA11780
OG0005446	YEAST02856	ORYLA11516
OG0005448	YEAST00061	ORYLA17477
OG0005451	YEAST02174	ORYLA07063
OG0005455	YEAST01906	ORYLA09253
OG0005464	YEAST03289	ORYLA12835
OG0005465	YEAST02925	ORYLA10420
OG0005466	YEAST04413	ORYLA13757
OG0005468	YEAST03549	ORYLA06255
OG0005469	YEAST03750	ORYLA10970
OG0005470	YEAST05805	ORYLA01384
OG0005471	YEAST02704	ORYLA03452
OG0005474	YEAST05625	ORYLA19917
OG0005476	YEAST00929	ORYLA19518
OG0005479	YEAST06140	ORYLA12294
OG0005481	YEAST02988	ORYLA01247
OG0005482	YEAST06080	ORYLA03008
OG0005484	YEAST05993	ORYLA00526
OG0005488	YEAST02834	ORYLA02291
OG0005489	YEAST02006	ORYLA19540
OG0005490	YEAST02289	ORYLA06693
OG0005493	YEAST03669	ORYLA10439
OG0005495	YEAST04982	ORYLA04132
OG0005498	YEAST02944	ORYLA05681
OG0005499	YEAST00316	ORYLA17379
OG0005503	YEAST01883	ORYLA05386
OG0005504	YEAST02859	ORYLA03502
OG0005508	YEAST05735	ORYLA02123
OG0005511	YEAST04889	ORYLA13361
OG0005514	YEAST00756	ORYLA19582
OG0005524	YEAST04752	ORYLA18393
OG0005527	YEAST05177	ORYLA14629, ORYLA10945
OG0005531	YEAST02508	ORYLA18240
OG0005533	YEAST05670	ORYLA15088
OG0005535	YEAST03305	ORYLA03963
OG0005537	YEAST00932	ORYLA01980
OG0005539	YEAST01881	ORYLA02050
OG0005540	YEAST04214	ORYLA02237
OG0005545	YEAST06273	ORYLA14533
OG0005554	YEAST01003	ORYLA12388
OG0005556	YEAST01807	ORYLA12069
OG0005559	YEAST02680	ORYLA02239
OG0005560	YEAST01996	ORYLA14278
OG0005561	YEAST05048	ORYLA19786
OG0005562	YEAST02317	ORYLA04125
OG0005563	YEAST03552	ORYLA09992
OG0005564	YEAST02525	ORYLA02457
OG0005566	YEAST02934	ORYLA17974, ORYLA02685
OG0005569	YEAST01288	ORYLA14847
OG0005570	YEAST05155	ORYLA09366, ORYLA08749
OG0005572	YEAST04844	ORYLA08784
OG0005573	YEAST00059	ORYLA14840
OG0005575	YEAST02256	ORYLA07924
OG0005580	YEAST03612	ORYLA10325
OG0005582	YEAST06134	ORYLA10241
OG0005584	YEAST03140, YEAST03524	ORYLA18545
OG0005589	YEAST06142	ORYLA09870
OG0005590	YEAST05462	ORYLA08684
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	ORYLA16597
OG0005594	YEAST04980	ORYLA05359
OG0005595	YEAST01803	ORYLA11765
OG0005597	YEAST02753	ORYLA12279
OG0005598	YEAST01870	ORYLA14645
OG0005599	YEAST01798	ORYLA13854
OG0005600	YEAST00206	ORYLA16033
OG0005604	YEAST03276	ORYLA08546
OG0005605	YEAST01083	ORYLA19011
OG0005613	YEAST02714	ORYLA04705, ORYLA00127
OG0005617	YEAST02068	ORYLA13237, ORYLA02749
OG0005618	YEAST04830	ORYLA02960
OG0005620	YEAST04915	ORYLA11087
OG0005622	YEAST05142	ORYLA11349
OG0005623	YEAST01590	ORYLA05069
OG0005626	YEAST02896	ORYLA03603
OG0005632	YEAST01025	ORYLA11796
OG0005636	YEAST04250, YEAST02533	ORYLA12123
OG0005641	YEAST05413	ORYLA00103
OG0005643	YEAST05368	ORYLA13841, ORYLA13840
OG0005645	YEAST03386	ORYLA19943
OG0005649	YEAST03683	ORYLA20074
OG0005652	YEAST02748	ORYLA14413
OG0005656	YEAST05558	ORYLA10723
OG0005660	YEAST04813	ORYLA04405
OG0005665	YEAST05074	ORYLA12180, ORYLA07150, ORYLA18281, ORYLA12179
OG0005681	YEAST01514	ORYLA04888
OG0005694	YEAST02311	ORYLA12676
OG0005701	YEAST03349	ORYLA05083
OG0005702	YEAST02337	ORYLA03576
OG0005707	YEAST01682	ORYLA06810, ORYLA13030
OG0005715	YEAST05111	ORYLA17805
OG0005719	YEAST01866	ORYLA19328
OG0005723	YEAST05629	ORYLA15901
OG0005724	YEAST03029	ORYLA04176
OG0005728	YEAST03877	ORYLA14263
OG0005729	YEAST04879	ORYLA11545
OG0005731	YEAST04127	ORYLA16981
OG0005732	YEAST05411, YEAST00067	ORYLA00704, ORYLA00703
OG0005734	YEAST03845	ORYLA15387, ORYLA20126
OG0005747	YEAST02338	ORYLA15631
OG0005749	YEAST00550	ORYLA20160
OG0005750	YEAST05318	ORYLA01346
OG0005758	YEAST03970	ORYLA03344
OG0005764	YEAST03256	ORYLA05922
OG0005769	YEAST05614	ORYLA12870, ORYLA06629
OG0005774	YEAST01218	ORYLA15970
OG0005775	YEAST04199	ORYLA07737
OG0005779	YEAST03322	ORYLA17816
OG0005783	YEAST04090	ORYLA14100
OG0005784	YEAST06131	ORYLA05072
OG0005787	YEAST03651	ORYLA19947
OG0005789	YEAST06245	ORYLA12435
OG0005790	YEAST01022	ORYLA05159
OG0005792	YEAST02379	ORYLA18637
OG0005793	YEAST03437	ORYLA07054
OG0005794	YEAST03999	ORYLA09326
OG0005796	YEAST02169	ORYLA17559
OG0005797	YEAST04949	ORYLA18216
OG0005799	YEAST05573	ORYLA01072
OG0005800	YEAST03278	ORYLA01809
OG0005801	YEAST00340	ORYLA20361
OG0005803	YEAST05968	ORYLA09410
OG0005805	YEAST01806	ORYLA04527
OG0005807	YEAST01275	ORYLA01224
OG0005811	YEAST01007	ORYLA11574
OG0005812	YEAST06095, YEAST02696, YEAST03626	ORYLA01100
OG0005814	YEAST01475	ORYLA02975
OG0005815	YEAST03739	ORYLA02282
OG0005819	YEAST04896	ORYLA17070, ORYLA18329, ORYLA17071
OG0005823	YEAST01415	ORYLA04103
OG0005828	YEAST00547	ORYLA17775, ORYLA18417
OG0005831	YEAST05339	ORYLA19768
OG0005832	YEAST00468	ORYLA20295
OG0005835	YEAST01714	ORYLA15968
OG0005837	YEAST02139	ORYLA17100
OG0005842	YEAST02254	ORYLA13693
OG0005843	YEAST02236	ORYLA06467
OG0005845	YEAST00903	ORYLA03266
OG0005848	YEAST01451, YEAST02858	ORYLA16342
OG0005849	YEAST01002	ORYLA09685
OG0005850	YEAST01618	ORYLA13872
OG0005860	YEAST01211	ORYLA17529
OG0005864	YEAST04171	ORYLA02335, ORYLA02336
OG0005865	YEAST02036	ORYLA18711
OG0005866	YEAST02662, YEAST00926, YEAST05389	ORYLA10406
OG0005869	YEAST04361	ORYLA14537
OG0005872	YEAST00119	ORYLA06151
OG0005874	YEAST05241	ORYLA08436, ORYLA08808
OG0005880	YEAST00456	ORYLA20156
OG0005886	YEAST01320	ORYLA10508
OG0005887	YEAST02429, YEAST01660	ORYLA04540
OG0005888	YEAST01289, YEAST02921	ORYLA16571
OG0005889	YEAST02568	ORYLA07548
OG0005893	YEAST05434	ORYLA04914
OG0005897	YEAST04730	ORYLA19507
OG0005898	YEAST04411	ORYLA09769
OG0005899	YEAST01832	ORYLA16594
OG0005901	YEAST04462	ORYLA15179
OG0005902	YEAST03800	ORYLA02177
OG0005906	YEAST01796	ORYLA09828
OG0005909	YEAST01623	ORYLA13661, ORYLA13662
OG0005919	YEAST06039	ORYLA06790
OG0005921	YEAST01856	ORYLA03161
OG0005922	YEAST03364	ORYLA14270
OG0005928	YEAST02001	ORYLA13174
OG0005931	YEAST04950	ORYLA12693
OG0005932	YEAST02495	ORYLA15050
OG0005933	YEAST05705	ORYLA04204
OG0005936	YEAST03224	ORYLA00036
OG0005940	YEAST04035	ORYLA11953
OG0005943	YEAST00579	ORYLA17027
OG0005944	YEAST01316	ORYLA05011
OG0005946	YEAST05608	ORYLA16047
OG0005949	YEAST06253	ORYLA17627
