Orthogroup	YEAST	BRALA
OG0004769	YEAST06228	BRALA10097, BRALA07309
OG0004770	YEAST03432	BRALA19310
OG0004774	YEAST06062	BRALA06537
OG0004785	YEAST04153	BRALA09161
OG0004786	YEAST01015	BRALA14055
OG0004787	YEAST02164	BRALA12312
OG0004795	YEAST02163	BRALA35226, BRALA35282, BRALA33991
OG0004797	YEAST00371	BRALA16695
OG0004805	YEAST03570	BRALA11567
OG0004808	YEAST02354	BRALA05658
OG0004811	YEAST01683	BRALA17170
OG0004814	YEAST05710	BRALA09208
OG0004816	YEAST04664	BRALA22898
OG0004819	YEAST00279	BRALA13757
OG0004820	YEAST05404	BRALA28634
OG0004822	YEAST03199	BRALA24004
OG0004833	YEAST01309	BRALA03973
OG0004836	YEAST00658	BRALA34047
OG0004840	YEAST01399	BRALA10057
OG0004841	YEAST01375	BRALA03215
OG0004842	YEAST05083	BRALA13532
OG0004843	YEAST03163	BRALA26572, BRALA33348
OG0004844	YEAST01571	BRALA23632
OG0004848	YEAST02387	BRALA07685
OG0004849	YEAST06335	BRALA34656, BRALA23873
OG0004850	YEAST05082, YEAST02977	BRALA12053
OG0004851	YEAST02907	BRALA23176
OG0004852	YEAST00825	BRALA02596
OG0004854	YEAST00889, YEAST04304	BRALA22738
OG0004855	YEAST03252	BRALA19389
OG0004856	YEAST05973	BRALA22942
OG0004858	YEAST04268	BRALA14994
OG0004863	YEAST00862	BRALA29780
OG0004864	YEAST00264	BRALA15377
OG0004874	YEAST04564	BRALA03277
OG0004875	YEAST02491	BRALA01281
OG0004877	YEAST05247	BRALA16981
OG0004879	YEAST01311	BRALA14250
OG0004880	YEAST06046	BRALA16715
OG0004881	YEAST00141	BRALA05669
OG0004886	YEAST05077	BRALA13594
OG0004887	YEAST05734	BRALA18551, BRALA18550
OG0004893	YEAST04667, YEAST00405	BRALA01439
OG0004896	YEAST06193	BRALA02657
OG0004897	YEAST03127, YEAST00642	BRALA06731
OG0004902	YEAST00933	BRALA15203
OG0004903	YEAST03539	BRALA26597
OG0004906	YEAST02770	BRALA05859
OG0004911	YEAST04765	BRALA23612, BRALA33471
OG0004913	YEAST01636	BRALA13584
OG0004914	YEAST03369	BRALA07564
OG0004917	YEAST00244	BRALA17895
OG0004922	YEAST03302	BRALA16616
OG0004924	YEAST03555, YEAST03277	BRALA09627
OG0004928	YEAST00311	BRALA13743
OG0004932	YEAST04654	BRALA09812
OG0004935	YEAST02167	BRALA31718
OG0004940	YEAST05107, YEAST05559	BRALA16635
OG0004941	YEAST03194	BRALA17339
OG0004947	YEAST05164	BRALA09544
OG0004948	YEAST02275	BRALA29771
OG0004949	YEAST04201	BRALA23863
OG0004952	YEAST02477	BRALA31449
OG0004954	YEAST06058	BRALA01713
OG0004962	YEAST04400	BRALA14101
OG0004963	YEAST04940	BRALA04605
OG0004964	YEAST04104	BRALA14478
OG0004968	YEAST03489	BRALA29428
OG0004969	YEAST02591	BRALA05993
OG0004970	YEAST04414	BRALA27520
OG0004971	YEAST05364	BRALA33597, BRALA28635
OG0004972	YEAST03511	BRALA06415
OG0004975	YEAST00144, YEAST01994	BRALA01236
OG0004976	YEAST05983	BRALA08070
OG0004977	YEAST06017	BRALA14155
OG0004979	YEAST06027	BRALA20271
OG0004980	YEAST05221	BRALA06666
OG0004981	YEAST03914, YEAST04639	BRALA07121
OG0004982	YEAST03625	BRALA10028
OG0004985	YEAST03498	BRALA15016
OG0004988	YEAST05990	BRALA29383, BRALA27110
OG0004989	YEAST04576	BRALA08810
OG0004990	YEAST04419	BRALA19772
OG0004992	YEAST05627	BRALA18453
OG0004996	YEAST04793	BRALA17166
OG0004997	YEAST01342	BRALA24073
OG0005002	YEAST05414	BRALA01660
OG0005003	YEAST02467, YEAST00216	BRALA21209, BRALA32328
OG0005006	YEAST06096	BRALA10726
OG0005007	YEAST03893	BRALA14191
OG0005014	YEAST02538	BRALA29414
OG0005015	YEAST01649, YEAST01932	BRALA06837
OG0005040	YEAST04778	BRALA22055
OG0005047	YEAST01837	BRALA19446
OG0005053	YEAST00680	BRALA14037
OG0005055	YEAST02159	BRALA21470
OG0005059	YEAST03737	BRALA18360
OG0005067	YEAST06051	BRALA10674
OG0005069	YEAST03130	BRALA22169
OG0005073	YEAST00873	BRALA10284
OG0005076	YEAST04563	BRALA16542
OG0005081	YEAST03124	BRALA04559
OG0005084	YEAST03782	BRALA18989
OG0005085	YEAST06159	BRALA19510
OG0005086	YEAST00205	BRALA09381
OG0005087	YEAST00816	BRALA20901
OG0005088	YEAST05769, YEAST03125	BRALA01303
OG0005089	YEAST04644	BRALA14635
OG0005090	YEAST00338	BRALA11176
OG0005091	YEAST05089	BRALA18690
OG0005093	YEAST01810	BRALA09010
OG0005095	YEAST04437	BRALA24486
OG0005096	YEAST00667	BRALA10442
OG0005097	YEAST05071	BRALA06505
OG0005099	YEAST01396	BRALA06538
OG0005100	YEAST02389	BRALA13678
OG0005104	YEAST05248	BRALA09466
OG0005106	YEAST06065, YEAST00421	BRALA20191
OG0005107	YEAST06099	BRALA02107
OG0005109	YEAST05204, YEAST00612	BRALA09181
OG0005111	YEAST06212, YEAST04032	BRALA08666
OG0005114	YEAST02131	BRALA25886
OG0005117	YEAST06050	BRALA24439
OG0005121	YEAST02052	BRALA19194
OG0005124	YEAST04099	BRALA25908, BRALA21509
OG0005130	YEAST03863	BRALA12681
OG0005139	YEAST04015	BRALA30038, BRALA30039, BRALA30040
OG0005142	YEAST03890	BRALA14416
OG0005143	YEAST00443	BRALA13606
OG0005144	YEAST04065	BRALA01103
OG0005146	YEAST02971	BRALA35713, BRALA34099
OG0005149	YEAST03025, YEAST02738	BRALA04404
OG0005151	YEAST03382	BRALA06150
OG0005152	YEAST00847	BRALA35843, BRALA35676, BRALA35994, BRALA33965
OG0005157	YEAST02981	BRALA07429
OG0005160	YEAST06113	BRALA32456
OG0005164	YEAST06283	BRALA26111
OG0005167	YEAST03924	BRALA18625
OG0005168	YEAST06272	BRALA25927
OG0005169	YEAST00459	BRALA11938
OG0005175	YEAST05445	BRALA26154
OG0005176	YEAST00218	BRALA07188
OG0005178	YEAST04497	BRALA08227
OG0005179	YEAST05659	BRALA08226
OG0005183	YEAST05308	BRALA25396
OG0005184	YEAST00492	BRALA31284
OG0005187	YEAST05234	BRALA27874
OG0005188	YEAST01554	BRALA07448
OG0005191	YEAST00993	BRALA05242
OG0005192	YEAST05720	BRALA06601
OG0005194	YEAST04086	BRALA11540
OG0005196	YEAST01388	BRALA02216
OG0005198	YEAST00327	BRALA29770
OG0005200	YEAST01016	BRALA08688
OG0005201	YEAST00082	BRALA21190
OG0005203	YEAST02207	BRALA25404, BRALA25403
OG0005204	YEAST01178	BRALA10188
OG0005205	YEAST01046	BRALA09049
OG0005208	YEAST01429	BRALA11171
OG0005212	YEAST06147	BRALA21756
OG0005220	YEAST04357	BRALA30603, BRALA12573
OG0005221	YEAST03209	BRALA29622, BRALA29621, BRALA35688
OG0005222	YEAST05518	BRALA20017
OG0005224	YEAST06324	BRALA28981
OG0005225	YEAST05094	BRALA08607
OG0005227	YEAST05529	BRALA12644
OG0005228	YEAST05916	BRALA11409
OG0005229	YEAST04766	BRALA19740
OG0005231	YEAST02681	BRALA05111
OG0005233	YEAST00564	BRALA18001
OG0005237	YEAST05398	BRALA22124
OG0005238	YEAST00351	BRALA02843
OG0005239	YEAST04499	BRALA23447
OG0005240	YEAST03058	BRALA00223
OG0005244	YEAST06021	BRALA02782
OG0005247	YEAST06314	BRALA03180
OG0005249	YEAST03446	BRALA20640
OG0005251	YEAST00934	BRALA25411
OG0005254	YEAST00814	BRALA25289
OG0005259	YEAST04276	BRALA28056
OG0005261	YEAST01831	BRALA21136
OG0005262	YEAST05458	BRALA27286
OG0005264	YEAST03506	BRALA15290
OG0005267	YEAST03513	BRALA24431
OG0005269	YEAST03314	BRALA11073, BRALA11006
OG0005273	YEAST04916	BRALA15722
OG0005275	YEAST03695	BRALA17317
OG0005277	YEAST04186	BRALA00795
OG0005279	YEAST05219	BRALA22426
OG0005280	YEAST00305	BRALA25837
OG0005281	YEAST05694	BRALA30687
OG0005285	YEAST03115	BRALA14917
OG0005289	YEAST03438	BRALA18476
OG0005292	YEAST01718	BRALA04825
OG0005293	YEAST03033	BRALA32880, BRALA32040, BRALA35399
OG0005294	YEAST01981	BRALA00740
OG0005298	YEAST03696	BRALA09690
OG0005299	YEAST00788	BRALA20015
OG0005300	YEAST04941	BRALA20319
OG0005304	YEAST05397	BRALA18484
OG0005309	YEAST03670	BRALA03669
OG0005312	YEAST05201, YEAST04689	BRALA18034
OG0005314	YEAST05231, YEAST01835	BRALA15684
OG0005316	YEAST02690	BRALA20591
OG0005317	YEAST03232	BRALA31549, BRALA06294, BRALA30516
OG0005318	YEAST02932	BRALA02514
OG0005319	YEAST00507	BRALA14634
OG0005323	YEAST01809	BRALA01394
OG0005324	YEAST02894	BRALA29868
OG0005326	YEAST02113	BRALA27610
OG0005360	YEAST05037	BRALA34067, BRALA34694, BRALA35822
OG0005365	YEAST00555	BRALA17931
OG0005366	YEAST05488	BRALA29450
OG0005370	YEAST06092	BRALA17106
OG0005371	YEAST06170	BRALA15909, BRALA15908
OG0005373	YEAST05422	BRALA14190
OG0005374	YEAST05714	BRALA12420
OG0005375	YEAST03962	BRALA04834
OG0005379	YEAST03216	BRALA28301
OG0005390	YEAST03532	BRALA00994
OG0005391	YEAST02166	BRALA03409
OG0005393	YEAST04280	BRALA16300, BRALA16301
OG0005394	YEAST00853	BRALA22382
OG0005396	YEAST05100	BRALA23811
OG0005399	YEAST03052	BRALA05679
OG0005402	YEAST00454, YEAST00455	BRALA27277
OG0005403	YEAST03894	BRALA14631
OG0005406	YEAST00801	BRALA31709
OG0005409	YEAST01305	BRALA03097
OG0005412	YEAST00286	BRALA10638
OG0005413	YEAST00212	BRALA04317
OG0005422	YEAST00744	BRALA15241
OG0005430	YEAST02046	BRALA12553
OG0005431	YEAST00653	BRALA16851
OG0005432	YEAST00083	BRALA14965
OG0005433	YEAST00126	BRALA32085, BRALA15081
OG0005435	YEAST02973	BRALA21781
OG0005437	YEAST04554	BRALA13351
OG0005438	YEAST03985	BRALA07315
OG0005439	YEAST00480, YEAST02388	BRALA14740
OG0005446	YEAST02856	BRALA33714
OG0005448	YEAST00061	BRALA32866
OG0005451	YEAST02174	BRALA35308, BRALA23739
OG0005455	YEAST01906	BRALA07441
OG0005464	YEAST03289	BRALA34473, BRALA19946
OG0005465	YEAST02925	BRALA30794
OG0005466	YEAST04413	BRALA00638
OG0005468	YEAST03549	BRALA24471
OG0005469	YEAST03750	BRALA21808
OG0005470	YEAST05805	BRALA25622
OG0005471	YEAST02704	BRALA33422
OG0005474	YEAST05625	BRALA21951
OG0005476	YEAST00929	BRALA12772
OG0005479	YEAST06140	BRALA21238
OG0005481	YEAST02988	BRALA23894
OG0005482	YEAST06080	BRALA20563, BRALA20564
OG0005484	YEAST05993	BRALA11894
OG0005488	YEAST02834	BRALA33275
OG0005489	YEAST02006	BRALA00473
OG0005490	YEAST02289	BRALA10737
OG0005493	YEAST03669	BRALA33540, BRALA32174, BRALA32175
OG0005495	YEAST04982	BRALA05831
OG0005498	YEAST02944	BRALA09125
OG0005499	YEAST00316	BRALA03805
OG0005503	YEAST01883	BRALA12882, BRALA12883
OG0005504	YEAST02859	BRALA23212
OG0005508	YEAST05735	BRALA00324
OG0005511	YEAST04889	BRALA01366
OG0005514	YEAST00756	BRALA11232
OG0005524	YEAST04752	BRALA06358
OG0005527	YEAST05177	BRALA23837
OG0005531	YEAST02508	BRALA00195
OG0005533	YEAST05670	BRALA25544
OG0005535	YEAST03305	BRALA35042, BRALA33785
OG0005537	YEAST00932	BRALA35353, BRALA24525, BRALA34021, BRALA34476
OG0005539	YEAST01881	BRALA01704
OG0005540	YEAST04214	BRALA00874
OG0005545	YEAST06273	BRALA20093
OG0005554	YEAST01003	BRALA19948
OG0005556	YEAST01807	BRALA28862
OG0005559	YEAST02680	BRALA08947
OG0005560	YEAST01996	BRALA03091
OG0005561	YEAST05048	BRALA03351
OG0005562	YEAST02317	BRALA05109
OG0005563	YEAST03552	BRALA12698
OG0005564	YEAST02525	BRALA10145
OG0005566	YEAST02934	BRALA24256
OG0005569	YEAST01288	BRALA22900
OG0005570	YEAST05155	BRALA16934
OG0005572	YEAST04844	BRALA12106
OG0005573	YEAST00059	BRALA25513
OG0005574	YEAST02083	BRALA30070
OG0005575	YEAST02256	BRALA35369, BRALA25442
OG0005580	YEAST03612	BRALA34383, BRALA35124
OG0005582	YEAST06134	BRALA13296
OG0005584	YEAST03140, YEAST03524	BRALA15042
OG0005586	YEAST00364	BRALA04348
OG0005589	YEAST06142	BRALA18610
OG0005590	YEAST05462	BRALA11343
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	BRALA03173
OG0005594	YEAST04980	BRALA33347, BRALA33346, BRALA32663
OG0005595	YEAST01803	BRALA11536
OG0005597	YEAST02753	BRALA27141, BRALA27142
OG0005598	YEAST01870	BRALA12145
OG0005599	YEAST01798	BRALA28103, BRALA03554
OG0005600	YEAST00206	BRALA12754
OG0005604	YEAST03276	BRALA18274
OG0005605	YEAST01083	BRALA03732
OG0005613	YEAST02714	BRALA32099
OG0005617	YEAST02068	BRALA01037
OG0005618	YEAST04830	BRALA05369
OG0005620	YEAST04915	BRALA20033
OG0005622	YEAST05142	BRALA28846
OG0005623	YEAST01590	BRALA24263
OG0005626	YEAST02896	BRALA33637, BRALA34323
OG0005632	YEAST01025	BRALA17395
OG0005636	YEAST04250, YEAST02533	BRALA08890
OG0005641	YEAST05413	BRALA25936
OG0005643	YEAST05368	BRALA18738
OG0005645	YEAST03386	BRALA18342
OG0005649	YEAST03683	BRALA18887
OG0005652	YEAST02748	BRALA01979
OG0005656	YEAST05558	BRALA35004, BRALA35887
OG0005660	YEAST04813	BRALA17720
OG0005665	YEAST05074	BRALA13511
OG0005681	YEAST01514	BRALA14263
OG0005694	YEAST02311	BRALA17179
OG0005701	YEAST03349	BRALA06261
OG0005702	YEAST02337	BRALA16971
OG0005703	YEAST00484	BRALA21952
OG0005707	YEAST01682	BRALA14659
OG0005715	YEAST05111	BRALA04368
OG0005719	YEAST01866	BRALA05482
OG0005723	YEAST05629	BRALA28137
OG0005724	YEAST03029	BRALA27289
OG0005728	YEAST03877	BRALA03308
OG0005729	YEAST04879	BRALA19644
OG0005731	YEAST04127	BRALA06257
OG0005732	YEAST05411, YEAST00067	BRALA06368
OG0005734	YEAST03845	BRALA15823
OG0005747	YEAST02338	BRALA05558
OG0005749	YEAST00550	BRALA33198
OG0005750	YEAST05318	BRALA12584
OG0005758	YEAST03970	BRALA11683
OG0005764	YEAST03256	BRALA07420
OG0005769	YEAST05614	BRALA19551
OG0005774	YEAST01218	BRALA14466
OG0005775	YEAST04199	BRALA13137
OG0005779	YEAST03322	BRALA10414
OG0005783	YEAST04090	BRALA11501
OG0005784	YEAST06131	BRALA25587
OG0005787	YEAST03651	BRALA30801, BRALA04456
OG0005789	YEAST06245	BRALA19084
OG0005790	YEAST01022	BRALA11916
OG0005792	YEAST02379	BRALA22283
OG0005793	YEAST03437	BRALA02122
OG0005794	YEAST03999	BRALA14065
OG0005796	YEAST02169	BRALA03853
OG0005797	YEAST04949	BRALA16284
OG0005799	YEAST05573	BRALA13423
OG0005800	YEAST03278	BRALA00385
OG0005801	YEAST00340	BRALA27324
OG0005803	YEAST05968	BRALA09014
OG0005805	YEAST01806	BRALA14991
OG0005807	YEAST01275	BRALA12255
OG0005811	YEAST01007	BRALA13358
OG0005812	YEAST06095, YEAST02696, YEAST03626	BRALA24432
OG0005814	YEAST01475	BRALA01036
OG0005815	YEAST03739	BRALA30105
OG0005819	YEAST04896	BRALA05131
OG0005828	YEAST00547	BRALA22827
OG0005831	YEAST05339	BRALA21956
OG0005832	YEAST00468	BRALA12528
OG0005835	YEAST01714	BRALA06897, BRALA06942
OG0005837	YEAST02139	BRALA06744
OG0005842	YEAST02254	BRALA17078
OG0005843	YEAST02236	BRALA10293
OG0005845	YEAST00903	BRALA25738
OG0005848	YEAST01451, YEAST02858	BRALA21006
OG0005849	YEAST01002	BRALA10677
OG0005850	YEAST01618	BRALA25474, BRALA00191
OG0005860	YEAST01211	BRALA04150
OG0005864	YEAST04171	BRALA24581
OG0005865	YEAST02036	BRALA05582
OG0005866	YEAST02662, YEAST00926, YEAST05389	BRALA23872
OG0005869	YEAST04361	BRALA03523
OG0005872	YEAST00119	BRALA09200
OG0005874	YEAST05241	BRALA14156
OG0005880	YEAST00456	BRALA12747
OG0005886	YEAST01320	BRALA34303
OG0005887	YEAST02429, YEAST01660	BRALA14946
OG0005888	YEAST01289, YEAST02921	BRALA10153
OG0005889	YEAST02568	BRALA22990
OG0005893	YEAST05434	BRALA08108
OG0005897	YEAST04730	BRALA26845
OG0005898	YEAST04411	BRALA19509
OG0005899	YEAST01832	BRALA10069
OG0005901	YEAST04462	BRALA19085
OG0005902	YEAST03800	BRALA19962
OG0005906	YEAST01796	BRALA14471
OG0005909	YEAST01623	BRALA01890
OG0005919	YEAST06039	BRALA02787
OG0005921	YEAST01856	BRALA06798
OG0005922	YEAST03364	BRALA18988
OG0005925	YEAST05583	BRALA13125, BRALA19319, BRALA06152, BRALA15672
OG0005928	YEAST02001	BRALA05644
OG0005931	YEAST04950	BRALA18962
OG0005932	YEAST02495	BRALA22702
OG0005933	YEAST05705	BRALA32133
OG0005936	YEAST03224	BRALA20570
OG0005940	YEAST04035	BRALA08107
OG0005943	YEAST00579	BRALA04787
OG0005944	YEAST01316	BRALA33719, BRALA29446
OG0005946	YEAST05608	BRALA26890
OG0005949	YEAST06253	BRALA33058
OG0005952	YEAST03507	BRALA21655
OG0005954	YEAST01233	BRALA25011
OG0005955	YEAST00616	BRALA27932
OG0005960	YEAST04608	BRALA27463
OG0005961	YEAST00672	BRALA19722
OG0005965	YEAST02033	BRALA35092, BRALA34261
OG0005966	YEAST04113	BRALA13003
OG0005968	YEAST05417	BRALA21244
OG0005969	YEAST04558, YEAST04559	BRALA29569
OG0005970	YEAST05328	BRALA05175
OG0005974	YEAST06068	BRALA28872
OG0005976	YEAST02136	BRALA18697
OG0005978	YEAST01891	BRALA24850, BRALA30513
OG0005980	YEAST06132	BRALA02131
OG0005984	YEAST04078, YEAST01479	BRALA01064
OG0005985	YEAST00726	BRALA07951
OG0005986	YEAST02056	BRALA17394
OG0005987	YEAST05748	BRALA05961, BRALA05962
OG0005989	YEAST04850	BRALA02066
OG0005991	YEAST06034	BRALA18686
OG0005993	YEAST04496	BRALA23689
OG0005995	YEAST01813	BRALA18996
OG0005996	YEAST02670	BRALA17859
OG0005998	YEAST04034	BRALA11971
OG0006001	YEAST02335	BRALA08827
OG0006003	YEAST05889	BRALA00858
OG0006005	YEAST05024	BRALA19444
OG0006011	YEAST02553	BRALA22172
OG0006031	YEAST00879	BRALA18226
OG0006059	YEAST03490	BRALA20592
OG0006063	YEAST00475	BRALA06734
OG0006064	YEAST03138	BRALA14773
OG0006065	YEAST06018	BRALA13550
OG0006069	YEAST00670	BRALA18661
OG0006071	YEAST02732	BRALA02793
OG0006072	YEAST03317	BRALA21649
OG0006073	YEAST06328	BRALA10787, BRALA10912
OG0006074	YEAST00045	BRALA11977, BRALA11978
OG0006079	YEAST05794	BRALA15093
OG0006084	YEAST02308	BRALA22703
OG0006087	YEAST02260	BRALA19067
OG0006090	YEAST03852	BRALA24696
OG0006095	YEAST03334	BRALA21272
OG0006096	YEAST03331	BRALA22177
OG0006098	YEAST06192	BRALA17662
OG0006103	YEAST01110	BRALA28829
OG0006104	YEAST03697	BRALA11198
OG0006106	YEAST00295	BRALA01211, BRALA33233
OG0006113	YEAST06164	BRALA03133
OG0006114	YEAST05960	BRALA16283
OG0006115	YEAST01346	BRALA27978
OG0006116	YEAST05770	BRALA25932
OG0006117	YEAST05899	BRALA04726
OG0006122	YEAST05199	BRALA25033
OG0006127	YEAST04711	BRALA16273
OG0006134	YEAST00416	BRALA19095
OG0006135	YEAST00161	BRALA16417
OG0006136	YEAST05740	BRALA13730
OG0006140	YEAST05182	BRALA12260
OG0006141	YEAST02626	BRALA08424
OG0006144	YEAST04770	BRALA13419
OG0006145	YEAST01394	BRALA05627
OG0006147	YEAST05179	BRALA15350
OG0006149	YEAST05979	BRALA23452
OG0006152	YEAST03796	BRALA01808
OG0006155	YEAST04800	BRALA04202
OG0006156	YEAST00437	BRALA13633
OG0006157	YEAST02465	BRALA05522
OG0006159	YEAST06098	BRALA05824, BRALA35947
OG0006161	YEAST04301	BRALA10731
OG0006168	YEAST01411	BRALA10032
OG0006169	YEAST02933	BRALA30756
OG0006176	YEAST03164	BRALA35451, BRALA34545
OG0006177	YEAST01871, YEAST01295	BRALA11337, BRALA11340
OG0006180	YEAST00504	BRALA34420
OG0006181	YEAST02419	BRALA23439
OG0006185	YEAST05986	BRALA17091
OG0006186	YEAST01010	BRALA13463
OG0006188	YEAST05311	BRALA05015
OG0006189	YEAST00844, YEAST06269	BRALA11205
OG0006191	YEAST02336	BRALA21722
OG0006192	YEAST06153	BRALA07356
OG0006196	YEAST03954	BRALA13696
OG0006199	YEAST06121	BRALA15509, BRALA15507
OG0006200	YEAST05079	BRALA06667
OG0006202	YEAST00362	BRALA22394
OG0006204	YEAST02271	BRALA26638
OG0006209	YEAST04555	BRALA18227
OG0006210	YEAST00201	BRALA20208
OG0006213	YEAST03554	BRALA04557
OG0006214	YEAST04089	BRALA03387
OG0006216	YEAST01089	BRALA06312
OG0006217	YEAST00809	BRALA05528
OG0006224	YEAST02751, YEAST03048	BRALA05440
OG0006225	YEAST04875	BRALA26113
OG0006227	YEAST00128	BRALA22358
OG0006229	YEAST00143	BRALA22434
OG0006230	YEAST03869	BRALA00506
OG0006233	YEAST04247	BRALA10666
OG0006237	YEAST02126	BRALA19627
OG0006240	YEAST04649	BRALA21843
OG0006245	YEAST05732	BRALA06871
OG0006247	YEAST04977	BRALA35139, BRALA09607
OG0006250	YEAST05424	BRALA30686
OG0006251	YEAST04963	BRALA24626
OG0006255	YEAST03350	BRALA31165
OG0006258	YEAST05637	BRALA04326
OG0006259	YEAST05672	BRALA09660
OG0006260	YEAST04100	BRALA19733
OG0006263	YEAST02521	BRALA19960
OG0006269	YEAST03069	BRALA30664
OG0006271	YEAST00375	BRALA30606
OG0006275	YEAST06102	BRALA22474
OG0006277	YEAST02811	BRALA28928
OG0006279	YEAST04402	BRALA23718
OG0006280	YEAST04541	BRALA11947
OG0006281	YEAST04979	BRALA05664
OG0006282	YEAST01445	BRALA04135, BRALA26011, BRALA30507
OG0006283	YEAST00229	BRALA10662
OG0006284	YEAST04213	BRALA24402
OG0006288	YEAST02860	BRALA24258
OG0006289	YEAST06209	BRALA19745
OG0006293	YEAST05380	BRALA33794, BRALA34618, BRALA34423
OG0006294	YEAST04000	BRALA15247
OG0006295	YEAST05360	BRALA22152
OG0006302	YEAST01852	BRALA17113, BRALA17112
OG0006306	YEAST00230	BRALA28080
OG0006311	YEAST01145	BRALA04781
OG0006313	YEAST02392	BRALA04098
OG0006315	YEAST00489	BRALA17398
OG0006317	YEAST02082	BRALA04048, BRALA23514
OG0006319	YEAST01135	BRALA18740
OG0006320	YEAST04478	BRALA08392
OG0006322	YEAST00815	BRALA15375
OG0006329	YEAST01245	BRALA25075
OG0006332	YEAST06042	BRALA15040
OG0006334	YEAST00864	BRALA05128
OG0006335	YEAST02588	BRALA00520
OG0006339	YEAST06286	BRALA07229
OG0006340	YEAST00922, YEAST05387	BRALA03730
OG0006341	YEAST01452	BRALA04141
OG0006344	YEAST01465	BRALA00595
OG0006347	YEAST03436	BRALA09118, BRALA09195
OG0006349	YEAST05233	BRALA01289
OG0006350	YEAST00452	BRALA04268
OG0006357	YEAST02650	BRALA18742
OG0006360	YEAST01556	BRALA02301
OG0006362	YEAST05722	BRALA22988
OG0006370	YEAST02350	BRALA01047
OG0006372	YEAST05423	BRALA03212
OG0006375	YEAST05198	BRALA35312, BRALA16704
OG0006377	YEAST04974	BRALA12745
OG0006378	YEAST01924	BRALA21690
OG0006381	YEAST01058	BRALA28145
OG0006382	YEAST03313	BRALA17399
OG0006385	YEAST04806	BRALA13372
OG0006387	YEAST05324	BRALA30260
OG0006389	YEAST02409	BRALA15656
OG0006390	YEAST00339	BRALA18000
OG0006392	YEAST01246	BRALA12289
OG0006395	YEAST03605	BRALA16655
OG0006396	YEAST02281	BRALA23471
OG0006396	YEAST02453	BRALA00796
OG0006398	YEAST04420, YEAST03553	BRALA00645, BRALA22061
OG0006407	YEAST02250	BRALA14528
OG0006416	YEAST00023	BRALA23596
OG0006447	YEAST03459	BRALA18461
OG0006448	YEAST00505, YEAST04285	BRALA14481
OG0006449	YEAST02458	BRALA12969
OG0006456	YEAST06224	BRALA07627
OG0006459	YEAST00972, YEAST00245	BRALA21741
OG0006461	YEAST05346	BRALA17215
OG0006462	YEAST01838	BRALA21972
OG0006464	YEAST05965	BRALA11660
OG0006465	YEAST01875	BRALA11934
OG0006470	YEAST01306	BRALA03878
OG0006474	YEAST03988	BRALA29415
OG0006475	YEAST06223, YEAST00349	BRALA07446
OG0006476	YEAST00315	BRALA08067
OG0006479	YEAST05669	BRALA32335
OG0006481	YEAST06165	BRALA01853
OG0006488	YEAST02614	BRALA22110
OG0006498	YEAST02291	BRALA29822
OG0006503	YEAST06053	BRALA13583
OG0006504	YEAST02866	BRALA17735
OG0006507	YEAST02914	BRALA24795
OG0006509	YEAST02252	BRALA11787
OG0006511	YEAST01899	BRALA26583
OG0006512	YEAST04169	BRALA15201
OG0006514	YEAST05820	BRALA16975
OG0006516	YEAST02248	BRALA22526
OG0006520	YEAST05914	BRALA26806
OG0006523	YEAST04170	BRALA28068
OG0006528	YEAST02276	BRALA07058
OG0006532	YEAST05019	BRALA05058
OG0006533	YEAST00790	BRALA12416
OG0006536	YEAST05130	BRALA24028
OG0006538	YEAST02168	BRALA05308
OG0006543	YEAST03219	BRALA21134
OG0006544	YEAST06160	BRALA08406
OG0006550	YEAST05541	BRALA27195
OG0006552	YEAST02016	BRALA18527
OG0006553	YEAST05825	BRALA06295
OG0006554	YEAST04136	BRALA14992
OG0006561	YEAST00874	BRALA12061
OG0006564	YEAST05934	BRALA23592
OG0006568	YEAST03560	BRALA01715
OG0006569	YEAST02940	BRALA10919, BRALA10793
OG0006571	YEAST00795	BRALA01588
OG0006574	YEAST06163	BRALA09517
OG0006577	YEAST03945	BRALA10957
OG0006578	YEAST00813	BRALA24046
OG0006580	YEAST04957	BRALA07037
OG0006582	YEAST04615	BRALA02218, BRALA20732
OG0006584	YEAST01846	BRALA19370
OG0006589	YEAST04474	BRALA28041
OG0006594	YEAST00464	BRALA24225
OG0006595	YEAST05577	BRALA04703
OG0006596	YEAST03312	BRALA26574
OG0006597	YEAST01876	BRALA15919
OG0006598	YEAST02580	BRALA18182
OG0006602	YEAST06259	BRALA19036
OG0006603	YEAST05721	BRALA03443
OG0006604	YEAST01597	BRALA33757
OG0006607	YEAST05258	BRALA15151
OG0006609	YEAST04231	BRALA07455
OG0006610	YEAST04593	BRALA23008, BRALA25297
OG0006611	YEAST02395	BRALA14061
OG0006613	YEAST00490	BRALA04025
OG0006615	YEAST02695	BRALA13677
OG0006617	YEAST02864, YEAST02189	BRALA14572
OG0006619	YEAST03691	BRALA16699
OG0006622	YEAST04382	BRALA12099
OG0006625	YEAST05905	BRALA20997
OG0006627	YEAST01553	BRALA28820
OG0006630	YEAST05584	BRALA04522
OG0006631	YEAST01419, YEAST04493	BRALA21370
OG0006633	YEAST05580	BRALA15776
OG0006636	YEAST06190	BRALA13097
OG0006637	YEAST06011	BRALA26648
OG0006651	YEAST03308	BRALA18794
