Orthogroup	PFLAV	AENJA_ok
OG0007297	TCONS_00013759.p1	AENJA_04494
OG0007298	TCONS_00043853.p1	AENJA_04527
OG0007299	TCONS_00026956.p1	AENJA_04574
OG0007300	TCONS_00055881.p1	AENJA_04647
OG0007302	TCONS_00042008.p1	AENJA_04963
OG0007303	TCONS_00021677.p1	AENJA_05104
OG0007304	TCONS_00017068.p1	AENJA_05122
OG0007305	TCONS_00039824.p1	AENJA_05241
OG0007306	TCONS_00002187.p1	AENJA_05277
OG0007307	TCONS_00003884.p1	AENJA_05325
OG0007308	TCONS_00004027.p1	AENJA_07715, AENJA_05754
OG0007309	TCONS_00010691.p1	AENJA_05768
OG0007310	TCONS_00055647.p1	AENJA_05858
OG0007312	TCONS_00012482.p1	AENJA_05894
OG0007313	TCONS_00016093.p1, TCONS_00016085.p1, TCONS_00016094.p1	AENJA_10867, AENJA_06071
OG0007314	TCONS_00010379.p1	AENJA_06139
OG0007315	TCONS_00026635.p1	AENJA_24540
OG0007316	TCONS_00006026.p1	AENJA_06485, AENJA_20879
OG0007317	TCONS_00046686.p1	AENJA_06549
OG0007318	TCONS_00049203.p1	AENJA_06588
OG0007319	TCONS_00045987.p1	AENJA_06656
OG0007320	TCONS_00029160.p1	AENJA_06780
OG0007322	TCONS_00015457.p1	AENJA_06900
OG0007323	TCONS_00018010.p1	AENJA_06960
OG0007324	TCONS_00007262.p1	AENJA_07021
OG0007325	TCONS_00007263.p1	AENJA_07023
OG0007326	TCONS_00019324.p1	AENJA_07134
OG0007327	TCONS_00020899.p1	AENJA_07205
OG0007328	TCONS_00025891.p1	AENJA_07462
OG0007329	TCONS_00015001.p1	AENJA_07623
OG0007330	TCONS_00042612.p1	AENJA_07724
OG0007331	TCONS_00017202.p1	AENJA_07938
OG0007332	TCONS_00041617.p1	AENJA_07980
OG0007333	TCONS_00022881.p1	AENJA_08327
OG0007334	TCONS_00020764.p1	AENJA_08344, AENJA_10683
OG0007335	TCONS_00012140.p1	AENJA_08730
OG0007336	TCONS_00001393.p1, TCONS_00001399.p1	AENJA_08744
OG0007337	TCONS_00018627.p1	AENJA_08756
OG0007338	TCONS_00050471.p1	AENJA_08801
OG0007339	TCONS_00055656.p1	AENJA_08839
OG0007340	TCONS_00016057.p1	AENJA_08960
OG0007341	TCONS_00016545.p1	AENJA_08963
OG0007342	TCONS_00052712.p1	AENJA_09009
OG0007343	TCONS_00052916.p1	AENJA_09011
OG0007344	TCONS_00010788.p1	AENJA_18427
OG0007345	TCONS_00030892.p1	AENJA_09249
OG0007347	TCONS_00027454.p1	AENJA_09485
OG0007348	TCONS_00021307.p1	AENJA_09604
OG0007349	TCONS_00006145.p1	AENJA_09661
OG0007350	TCONS_00033487.p1	AENJA_09700
OG0007351	TCONS_00019320.p1	AENJA_09717
OG0007352	TCONS_00006024.p1	AENJA_09848
OG0007353	TCONS_00008823.p1	AENJA_10075
OG0007354	TCONS_00019461.p1	AENJA_10138
OG0007355	TCONS_00006284.p1	AENJA_10292, AENJA_10291
OG0007356	TCONS_00049071.p1	AENJA_10363
OG0007357	TCONS_00011016.p1	AENJA_10365
OG0007358	TCONS_00029301.p1	AENJA_10512
OG0007359	TCONS_00009375.p1	AENJA_10652
OG0007360	TCONS_00016357.p1	AENJA_10766
OG0007361	TCONS_00029124.p1, TCONS_00029129.p1	AENJA_10793
OG0007363	TCONS_00042576.p1	AENJA_10957
OG0007364	TCONS_00043040.p1	AENJA_10959
OG0007365	TCONS_00054495.p1	AENJA_10977
OG0007366	TCONS_00027860.p1	AENJA_11206
OG0007367	TCONS_00054210.p1	AENJA_11272
OG0007368	TCONS_00023382.p1, TCONS_00023348.p1, TCONS_00023381.p1	AENJA_11301
OG0007369	TCONS_00056741.p1	AENJA_11422
OG0007370	TCONS_00006543.p1	AENJA_11425
OG0007371	TCONS_00026558.p1	AENJA_11627
OG0007372	TCONS_00002920.p1	AENJA_11631
OG0007373	TCONS_00056390.p1, TCONS_00041425.p1	AENJA_11675
OG0007374	TCONS_00027657.p1	AENJA_11711
OG0007375	TCONS_00002388.p1	AENJA_12896, AENJA_17943, AENJA_11754
OG0007376	TCONS_00046614.p1	AENJA_11779
OG0007377	TCONS_00015260.p1	AENJA_11839
OG0007378	TCONS_00021076.p1	AENJA_11927
OG0007379	TCONS_00003495.p1	AENJA_12106
OG0007380	TCONS_00019634.p1	AENJA_12373
OG0007381	TCONS_00013896.p1	AENJA_12457
OG0007382	TCONS_00018463.p1	AENJA_12498
OG0007383	TCONS_00002090.p1, TCONS_00002089.p1	AENJA_12505
OG0007384	TCONS_00000901.p1	AENJA_12685, AENJA_24990
OG0007385	TCONS_00025457.p1	AENJA_12739
OG0007386	TCONS_00045807.p1	AENJA_12898
OG0007387	TCONS_00015964.p1	AENJA_12902
OG0007388	TCONS_00053201.p1, TCONS_00053202.p1	AENJA_13027
OG0007389	TCONS_00000201.p1	AENJA_13187
OG0007390	TCONS_00013719.p1, TCONS_00013718.p1	AENJA_13202
OG0007391	TCONS_00006040.p1	AENJA_13207
OG0007392	TCONS_00052672.p1	AENJA_13312
OG0007394	TCONS_00010962.p1	AENJA_13338
OG0007395	TCONS_00013162.p1	AENJA_13363
OG0007396	TCONS_00007368.p1	AENJA_13626
OG0007397	TCONS_00053178.p1	AENJA_13692
OG0007398	TCONS_00016548.p1	AENJA_13960
OG0007399	TCONS_00002016.p1	AENJA_14225
OG0007400	TCONS_00021504.p1	AENJA_14239
OG0007402	TCONS_00013464.p1	AENJA_14648
OG0007403	TCONS_00010423.p1	AENJA_14745
OG0007404	TCONS_00037182.p1	AENJA_15171
OG0007405	TCONS_00006553.p1	AENJA_15366
OG0007406	TCONS_00004889.p1	AENJA_15368
OG0007408	TCONS_00017153.p1	AENJA_15439
OG0007409	TCONS_00018206.p1	AENJA_15440
OG0007410	TCONS_00012815.p1	AENJA_15452
OG0007411	TCONS_00020743.p1	AENJA_15681
OG0007412	TCONS_00000425.p1	AENJA_15771
OG0007413	TCONS_00055344.p1	AENJA_15882
OG0007414	TCONS_00053253.p1	AENJA_16065
OG0007415	TCONS_00003678.p1	AENJA_16254
OG0007416	TCONS_00044268.p1, TCONS_00042872.p1	AENJA_16466
OG0007417	TCONS_00004580.p1	AENJA_16596
OG0007418	TCONS_00004974.p1	AENJA_20071
OG0007419	TCONS_00012322.p1	AENJA_16935
OG0007420	TCONS_00050553.p1	AENJA_16980
OG0007421	TCONS_00056604.p1, TCONS_00056597.p1	AENJA_17319
OG0007422	TCONS_00011395.p1	AENJA_17772
OG0007423	TCONS_00013868.p1	AENJA_17845
OG0007424	TCONS_00013473.p1	AENJA_17849
OG0007425	TCONS_00043934.p1	AENJA_17864
OG0007426	TCONS_00035289.p1	AENJA_17973
OG0007427	TCONS_00027248.p1	AENJA_18085
OG0007428	TCONS_00041450.p1, TCONS_00055214.p1	AENJA_18355
OG0007429	TCONS_00049271.p1	AENJA_19005
OG0007430	TCONS_00000591.p1	AENJA_19078
OG0007431	TCONS_00020262.p1	AENJA_19346
OG0007432	TCONS_00051328.p1, TCONS_00051420.p3	AENJA_19403, AENJA_19402
OG0007433	TCONS_00019250.p1	AENJA_19654
OG0007434	TCONS_00012512.p1, TCONS_00012515.p1	AENJA_19687
OG0007435	TCONS_00003827.p1, TCONS_00003805.p1	AENJA_19773
OG0007436	TCONS_00004148.p1	AENJA_19801
OG0007437	TCONS_00027829.p1, TCONS_00027828.p1	AENJA_19860
OG0007438	TCONS_00025516.p1	AENJA_20029
OG0007439	TCONS_00016765.p1, TCONS_00016766.p1	AENJA_20396
OG0007440	TCONS_00048153.p1	AENJA_20434
OG0007441	TCONS_00018310.p1	AENJA_20556
OG0007442	TCONS_00053552.p1	AENJA_20655
OG0007443	TCONS_00006360.p1	AENJA_20689
OG0007444	TCONS_00028927.p1	AENJA_20813
OG0007445	TCONS_00001021.p1	AENJA_20821
OG0007446	TCONS_00005993.p1	AENJA_20884
OG0007447	TCONS_00042554.p1	AENJA_20921
OG0007448	TCONS_00028344.p1	AENJA_20930
OG0007449	TCONS_00032753.p1, TCONS_00007607.p1	AENJA_21306
OG0007450	TCONS_00012170.p1	AENJA_21381
OG0007451	TCONS_00020489.p1	AENJA_21528
OG0007452	TCONS_00043752.p1	AENJA_21651
OG0007453	TCONS_00015079.p1	AENJA_21726
OG0007454	TCONS_00022466.p1	AENJA_21740
OG0007455	TCONS_00001304.p1	AENJA_21828
OG0007456	TCONS_00017386.p1	AENJA_21979
OG0007457	TCONS_00027985.p1	AENJA_22032
OG0007458	TCONS_00054268.p1	AENJA_22067
OG0007459	TCONS_00011184.p1	AENJA_22258
OG0007460	TCONS_00011173.p1	AENJA_22264
OG0007461	TCONS_00011136.p1	AENJA_22317
OG0007462	TCONS_00004455.p1	AENJA_22556
OG0007463	TCONS_00023049.p1	AENJA_22661
OG0007464	TCONS_00018997.p1	AENJA_22697
OG0007465	TCONS_00005089.p1	AENJA_22699
OG0007466	TCONS_00015307.p1	AENJA_22881
OG0007467	TCONS_00029316.p1	AENJA_23010
OG0007468	TCONS_00027148.p1	AENJA_23214
OG0007469	TCONS_00047565.p1	AENJA_23278
OG0007471	TCONS_00008793.p1	AENJA_23384
OG0007472	TCONS_00027881.p1	AENJA_23719
OG0007473	TCONS_00056776.p2	AENJA_23755
OG0007474	TCONS_00034975.p1	AENJA_23962
OG0007475	TCONS_00034482.p1	AENJA_23966
OG0007476	TCONS_00053493.p1	AENJA_24225
OG0007477	TCONS_00055325.p1	AENJA_24292
OG0007478	TCONS_00006303.p1	AENJA_24685
OG0007479	TCONS_00014340.p1	AENJA_24748
OG0007481	TCONS_00006126.p1	AENJA_24944
OG0007482	TCONS_00050546.p1	AENJA_25120
OG0007483	TCONS_00017917.p1	AENJA_25192
OG0007484	TCONS_00011058.p1	AENJA_25231
OG0007485	TCONS_00029182.p1	AENJA_25331
OG0007487	TCONS_00006042.p1, TCONS_00004732.p1	AENJA_25922
OG0007488	TCONS_00056102.p1	AENJA_26049
OG0007489	TCONS_00011180.p1	AENJA_26107
OG0007491	TCONS_00026008.p1, TCONS_00026018.p1	AENJA_26237
OG0007492	TCONS_00010188.p1	AENJA_26511
OG0007494	TCONS_00005244.p1	AENJA_26703
OG0007495	TCONS_00003309.p1	AENJA_26715
OG0007496	TCONS_00003618.p1	AENJA_26719
OG0007497	TCONS_00021497.p1	AENJA_26773
OG0007498	TCONS_00046777.p1	AENJA_26807
OG0007582	TCONS_00047301.p1	AENJA_00047
OG0007583	TCONS_00025889.p1	AENJA_00226
OG0007584	TCONS_00014181.p1	AENJA_25290, AENJA_00242
OG0007586	TCONS_00049145.p1	AENJA_00380
OG0007587	TCONS_00045363.p1	AENJA_00432
OG0007588	TCONS_00024021.p1	AENJA_00505
OG0007589	TCONS_00041793.p1	AENJA_00571
OG0007590	TCONS_00026992.p1, TCONS_00025959.p1, TCONS_00026995.p1	AENJA_24958, AENJA_00697
OG0007591	TCONS_00002544.p1	AENJA_01019
OG0007592	TCONS_00021740.p1, TCONS_00011070.p1, TCONS_00054888.p1, TCONS_00049407.p1	AENJA_01059
OG0007593	TCONS_00016632.p1, TCONS_00051391.p1, TCONS_00051392.p1	AENJA_01095
OG0007595	TCONS_00049633.p1	AENJA_01322
OG0007596	TCONS_00019598.p1	AENJA_01443
OG0007597	TCONS_00056560.p1	AENJA_01698
OG0007600	TCONS_00021823.p1	AENJA_01841
OG0007601	TCONS_00012592.p1	AENJA_02054
OG0007602	TCONS_00053897.p1	AENJA_02165
OG0007603	TCONS_00007849.p1	AENJA_02214
OG0007604	TCONS_00008215.p1	AENJA_02267
OG0007605	TCONS_00010403.p1	AENJA_02353
OG0007606	TCONS_00010402.p1	AENJA_02354
OG0007607	TCONS_00051718.p1	AENJA_02368
OG0007609	TCONS_00022589.p1	AENJA_02689
OG0007610	TCONS_00049691.p1	AENJA_02817
OG0007611	TCONS_00009954.p1	AENJA_03132
OG0007612	TCONS_00038095.p1	AENJA_03149
OG0007613	TCONS_00053626.p1	AENJA_03179
OG0007614	TCONS_00007077.p1	AENJA_03537, AENJA_03213
OG0007615	TCONS_00049219.p1	AENJA_03386
OG0007616	TCONS_00045337.p1	AENJA_03409
OG0007617	TCONS_00028755.p1	AENJA_03469, AENJA_22388
OG0007618	TCONS_00002351.p1	AENJA_03470
OG0007619	TCONS_00051121.p1	AENJA_03762
OG0007621	TCONS_00042782.p1	AENJA_03833
OG0007622	TCONS_00048817.p1	AENJA_03944
OG0007623	TCONS_00022489.p1	AENJA_08941
OG0007624	TCONS_00000852.p1	AENJA_04295
OG0007625	TCONS_00002138.p1	AENJA_04665
OG0007626	TCONS_00022439.p1	AENJA_04777
OG0007628	TCONS_00044142.p1	AENJA_04962
OG0007630	TCONS_00022042.p1	AENJA_05194
OG0007632	TCONS_00003461.p1	AENJA_05484
OG0007634	TCONS_00031483.p1	AENJA_05650
OG0007635	TCONS_00030629.p1	AENJA_05652
OG0007636	TCONS_00042974.p1	AENJA_12145
OG0007637	TCONS_00011139.p1	AENJA_05864
OG0007638	TCONS_00048910.p1	AENJA_06211
OG0007639	TCONS_00030093.p1	AENJA_06285
OG0007640	TCONS_00029159.p1	AENJA_06871
OG0007641	TCONS_00028340.p1	AENJA_07028
OG0007642	TCONS_00015833.p1, TCONS_00020704.p1	AENJA_07087
OG0007643	TCONS_00002995.p1	AENJA_07280
OG0007645	TCONS_00013025.p1	AENJA_07676
OG0007646	TCONS_00044005.p1	AENJA_07683
OG0007647	TCONS_00056859.p1	AENJA_07698
OG0007648	TCONS_00001270.p1	AENJA_07744
OG0007649	TCONS_00026433.p1	AENJA_08154
OG0007650	TCONS_00015610.p1	AENJA_08417
OG0007651	TCONS_00009716.p1	AENJA_08420
OG0007652	TCONS_00016043.p1	AENJA_08655
OG0007653	TCONS_00011069.p1	AENJA_08664
OG0007654	TCONS_00038692.p1, TCONS_00032279.p1	AENJA_08743
OG0007655	TCONS_00028825.p1	AENJA_08878
OG0007656	TCONS_00048545.p1	AENJA_08929
OG0007657	TCONS_00036175.p1	AENJA_09241
OG0007658	TCONS_00007816.p1, TCONS_00007835.p1, TCONS_00007815.p1	AENJA_15160, AENJA_09640
OG0007659	TCONS_00020526.p1	AENJA_09749
OG0007660	TCONS_00015904.p1	AENJA_10005
OG0007661	TCONS_00050251.p1	AENJA_10023
OG0007662	TCONS_00010765.p1	AENJA_10163
OG0007663	TCONS_00054988.p1	AENJA_10256
OG0007665	TCONS_00025915.p1	AENJA_10282
OG0007666	TCONS_00014134.p1	AENJA_10298
OG0007667	TCONS_00004476.p1	AENJA_10341
OG0007668	TCONS_00005532.p1	AENJA_10381
OG0007669	TCONS_00048639.p1	AENJA_10464
OG0007670	TCONS_00018865.p1	AENJA_10480
OG0007671	TCONS_00044650.p1	AENJA_10543, AENJA_10544, AENJA_12064
OG0007672	TCONS_00000495.p1	AENJA_10564
OG0007673	TCONS_00045388.p1	AENJA_10620
OG0007674	TCONS_00010380.p1	AENJA_10687
OG0007675	TCONS_00045118.p1	AENJA_10689
OG0007676	TCONS_00016320.p1	AENJA_10773
OG0007677	TCONS_00016523.p1	AENJA_10946
OG0007678	TCONS_00010718.p1	AENJA_10972
OG0007679	TCONS_00027063.p1	AENJA_11083
OG0007680	TCONS_00027847.p1	AENJA_11179
OG0007681	TCONS_00028523.p1	AENJA_11196
OG0007683	TCONS_00027371.p1, TCONS_00027351.p1, TCONS_00027354.p1	AENJA_11263, AENJA_13110
OG0007684	TCONS_00002541.p1	AENJA_11323
OG0007685	TCONS_00011974.p1	AENJA_11330
OG0007686	TCONS_00009166.p1	AENJA_11496
OG0007687	TCONS_00012619.p1	AENJA_11514
OG0007689	TCONS_00004752.p1	AENJA_11622
OG0007690	TCONS_00025906.p1	AENJA_11693
OG0007691	TCONS_00045076.p1	AENJA_11787
OG0007692	TCONS_00012253.p1	AENJA_11895
OG0007693	TCONS_00032757.p1, TCONS_00031731.p1, TCONS_00037224.p1, TCONS_00045208.p1, TCONS_00049321.p1, TCONS_00035901.p1, TCONS_00014092.p1, TCONS_00009056.p1, TCONS_00022969.p1, TCONS_00002945.p1, TCONS_00053508.p1	AENJA_12323, AENJA_23505
OG0007694	TCONS_00007559.p1	AENJA_12365
OG0007695	TCONS_00016848.p1	AENJA_12489
OG0007696	TCONS_00048269.p1	AENJA_12919
OG0007697	TCONS_00005817.p1	AENJA_12952
OG0007698	TCONS_00027879.p1	AENJA_13006
OG0007699	TCONS_00045480.p1, TCONS_00045481.p1, TCONS_00045450.p1	AENJA_13050
OG0007700	TCONS_00005375.p1	AENJA_13417
OG0007701	TCONS_00006365.p1	AENJA_13421
OG0007702	TCONS_00022997.p1	AENJA_13485
OG0007703	TCONS_00030277.p1	AENJA_13781, AENJA_13780
OG0007704	TCONS_00020277.p1	AENJA_13789
OG0007705	TCONS_00030893.p1	AENJA_13836
OG0007706	TCONS_00013018.p1	AENJA_13921
OG0007707	TCONS_00001553.p1	AENJA_20617, AENJA_13925
OG0007708	TCONS_00056281.p1	AENJA_14019
OG0007709	TCONS_00033233.p1	AENJA_14142
OG0007711	TCONS_00001132.p1	AENJA_14167
OG0007712	TCONS_00027070.p1	AENJA_14241
OG0007713	TCONS_00056171.p1	AENJA_14256
OG0007714	TCONS_00044242.p1	AENJA_14298
OG0007715	TCONS_00005015.p1	AENJA_14420
OG0007717	TCONS_00020795.p1	AENJA_14512
OG0007718	TCONS_00056410.p1	AENJA_14607
OG0007719	TCONS_00051886.p1	AENJA_14796
OG0007721	TCONS_00025937.p1	AENJA_15418
OG0007722	TCONS_00029664.p1	AENJA_15592
OG0007723	TCONS_00003218.p1	AENJA_15656
OG0007725	TCONS_00014645.p1	AENJA_15798
OG0007726	TCONS_00051035.p1	AENJA_15888
OG0007728	TCONS_00042990.p1	AENJA_16033
OG0007729	TCONS_00008094.p1	AENJA_16470
OG0007730	TCONS_00008201.p1	AENJA_16479
OG0007731	TCONS_00026896.p1	AENJA_16519
OG0007732	TCONS_00027259.p1	AENJA_16743
OG0007733	TCONS_00041133.p1, TCONS_00038935.p1	AENJA_16976
OG0007734	TCONS_00052703.p1	AENJA_17060
OG0007735	TCONS_00006450.p1	AENJA_17384
OG0007736	TCONS_00006108.p1	AENJA_17393
OG0007737	TCONS_00022764.p1	AENJA_17429
OG0007738	TCONS_00039489.p1	AENJA_17519
OG0007739	TCONS_00001041.p1	AENJA_17580
OG0007740	TCONS_00040381.p1, TCONS_00039234.p1	AENJA_17729
OG0007741	TCONS_00011823.p1	AENJA_17929
OG0007743	TCONS_00004286.p1	AENJA_18237
OG0007744	TCONS_00047303.p1	AENJA_18288
OG0007745	TCONS_00007839.p1, TCONS_00008596.p1	AENJA_18335
OG0007746	TCONS_00011182.p1	AENJA_18434
OG0007747	TCONS_00053195.p1	AENJA_18844
OG0007748	TCONS_00003490.p1	AENJA_18894
OG0007749	TCONS_00049303.p1	AENJA_19022
OG0007751	TCONS_00027679.p1	AENJA_19310
OG0007752	TCONS_00020869.p1	AENJA_19359
OG0007753	TCONS_00021657.p1	AENJA_19363
OG0007754	TCONS_00050991.p1	AENJA_19398
OG0007755	TCONS_00023536.p1, TCONS_00023573.p1	AENJA_19613
OG0007756	TCONS_00010764.p1	AENJA_19709
OG0007757	TCONS_00052660.p1	AENJA_20316, AENJA_19847
OG0007758	TCONS_00048344.p1	AENJA_19933
OG0007759	TCONS_00014965.p1	AENJA_20025
OG0007760	TCONS_00002867.p1	AENJA_20050
OG0007761	TCONS_00051649.p1	AENJA_20064
OG0007762	TCONS_00021925.p1	AENJA_23767, AENJA_25729, AENJA_20187
OG0007763	TCONS_00053736.p1	AENJA_20330
OG0007764	TCONS_00028499.p1	AENJA_20732
OG0007765	TCONS_00008450.p1, TCONS_00008449.p1	AENJA_21015
OG0007766	TCONS_00013847.p1	AENJA_21034
OG0007767	TCONS_00052065.p1, TCONS_00052071.p1	AENJA_21313
OG0007768	TCONS_00050962.p1, TCONS_00050973.p1	AENJA_21314
OG0007769	TCONS_00013347.p1	AENJA_21372
OG0007771	TCONS_00049529.p1	AENJA_21609
OG0007772	TCONS_00021495.p1	AENJA_21724
OG0007773	TCONS_00021313.p1, TCONS_00022320.p1	AENJA_21739
OG0007774	TCONS_00055592.p1	AENJA_21779
OG0007775	TCONS_00005585.p1	AENJA_21848, AENJA_21916
OG0007776	TCONS_00029043.p1	AENJA_22036
OG0007777	TCONS_00041182.p1, TCONS_00041171.p1, TCONS_00033655.p1, TCONS_00033642.p1, TCONS_00033638.p1, TCONS_00033088.p1, TCONS_00033090.p1, TCONS_00033592.p1, TCONS_00033636.p1, TCONS_00033639.p1, TCONS_00033647.p1, TCONS_00033650.p1, TCONS_00033649.p1, TCONS_00052340.p1, TCONS_00019516.p1, TCONS_00033587.p1, TCONS_00033641.p1, TCONS_00033640.p1, TCONS_00041187.p1	AENJA_22082
OG0007778	TCONS_00027045.p1, TCONS_00027046.p1, TCONS_00007079.p1	AENJA_22303
OG0007779	TCONS_00055791.p1	AENJA_22377
OG0007780	TCONS_00010777.p1	AENJA_22486
OG0007781	TCONS_00011085.p1	AENJA_22495
OG0007782	TCONS_00030973.p1	AENJA_22500
OG0007783	TCONS_00014436.p1	AENJA_22584
OG0007784	TCONS_00057050.p1	AENJA_22600
OG0007785	TCONS_00048431.p1	AENJA_26087, AENJA_22648, AENJA_26088
OG0007786	TCONS_00010304.p1	AENJA_22814
OG0007787	TCONS_00049248.p1	AENJA_22832
OG0007788	TCONS_00005604.p1	AENJA_22872
OG0007789	TCONS_00006466.p1	AENJA_22873
OG0007790	TCONS_00013913.p1	AENJA_22970
OG0007791	TCONS_00046054.p1	AENJA_23000
OG0007792	TCONS_00006674.p1	AENJA_23125
OG0007792	TCONS_00006673.p1	AENJA_23126
OG0007793	TCONS_00054253.p1	AENJA_23139
OG0007794	TCONS_00005639.p1	AENJA_23230
OG0007795	TCONS_00053219.p1	AENJA_23273
OG0007796	TCONS_00029847.p1	AENJA_23473
OG0007797	TCONS_00005266.p1	AENJA_23789
OG0007798	TCONS_00035284.p1	AENJA_23971
OG0007800	TCONS_00042611.p1	AENJA_24733
OG0007801	TCONS_00013160.p1	AENJA_24750
OG0007802	TCONS_00014260.p1	AENJA_24870
OG0007803	TCONS_00011075.p1	AENJA_24900
OG0007804	TCONS_00046880.p1, TCONS_00045601.p1	AENJA_24903
OG0007805	TCONS_00034468.p1	AENJA_25156
OG0007806	TCONS_00052149.p1, TCONS_00052161.p1	AENJA_25558
OG0007807	TCONS_00027474.p1	AENJA_25659
OG0007808	TCONS_00048621.p1	AENJA_25757
OG0007809	TCONS_00042854.p1	AENJA_25815
OG0007810	TCONS_00049548.p1	AENJA_25829
OG0007811	TCONS_00039538.p1	AENJA_26163
OG0007812	TCONS_00019011.p1	AENJA_26416
OG0007813	TCONS_00010597.p1	AENJA_26599
OG0007814	TCONS_00030696.p1	AENJA_26751
OG0007815	TCONS_00019269.p1	AENJA_26766
OG0007907	TCONS_00011086.p1	AENJA_00085
OG0007908	TCONS_00008952.p1	AENJA_00151
OG0007909	TCONS_00049311.p1	AENJA_17633, AENJA_25767, AENJA_21182, AENJA_05045, AENJA_00821, AENJA_22917, AENJA_26476, AENJA_12448, AENJA_14848, AENJA_25325, AENJA_22143, AENJA_25074, AENJA_12799, AENJA_03000, AENJA_00167, AENJA_14489, AENJA_17658, AENJA_19994, AENJA_14596
OG0007911	TCONS_00013377.p1	AENJA_00247
OG0007912	TCONS_00005699.p1	AENJA_00261
OG0007913	TCONS_00029441.p1	AENJA_00322
OG0007915	TCONS_00045868.p1	AENJA_00437
OG0007916	TCONS_00001800.p1	AENJA_00507
OG0007917	TCONS_00043404.p1	AENJA_00555
OG0007918	TCONS_00015815.p1	AENJA_00566
OG0007920	TCONS_00029346.p1	AENJA_00706
OG0007921	TCONS_00029041.p1	AENJA_00713
OG0007922	TCONS_00010886.p1	AENJA_00733
OG0007924	TCONS_00029623.p1	AENJA_00993
OG0007925	TCONS_00026279.p1	AENJA_01050, AENJA_01051
OG0007926	TCONS_00013549.p1	AENJA_01125
OG0007927	TCONS_00049435.p1	AENJA_01458
OG0007928	TCONS_00048735.p1	AENJA_01314
OG0007929	TCONS_00019819.p1	AENJA_01377
OG0007930	TCONS_00007184.p1	AENJA_05381
OG0007932	TCONS_00018383.p1	AENJA_01753
OG0007933	TCONS_00038185.p1	AENJA_02051
OG0007934	TCONS_00020622.p1	AENJA_02342
OG0007935	TCONS_00001797.p1	AENJA_02345
OG0007936	TCONS_00018789.p1	AENJA_02595
OG0007937	TCONS_00010772.p1	AENJA_02784
OG0007938	TCONS_00048548.p1	AENJA_02811
OG0007939	TCONS_00047821.p1	AENJA_03083, AENJA_13491
OG0007940	TCONS_00012035.p1	AENJA_03128
OG0007941	TCONS_00045262.p1	AENJA_03147
OG0007943	TCONS_00002346.p1	AENJA_03467
OG0007944	TCONS_00042360.p1	AENJA_03606
OG0007945	TCONS_00015421.p1, TCONS_00016510.p1	AENJA_03801
OG0007946	TCONS_00025570.p1	AENJA_03832
OG0007947	TCONS_00014143.p1	AENJA_04228
OG0007948	TCONS_00004989.p1	AENJA_04332
OG0007949	TCONS_00046532.p1	AENJA_09184, AENJA_04554
OG0007950	TCONS_00015131.p1	AENJA_26320
OG0007952	TCONS_00003580.p1	AENJA_04832
OG0007953	TCONS_00027159.p1	AENJA_04939
OG0007954	TCONS_00001019.p1	AENJA_05279
OG0007955	TCONS_00011220.p1	AENJA_05489
OG0007956	TCONS_00028826.p1	AENJA_05510
OG0007957	TCONS_00020530.p1	AENJA_05563
OG0007958	TCONS_00017230.p1	AENJA_05678
OG0007959	TCONS_00054449.p1	AENJA_23496
OG0007960	TCONS_00037916.p1, TCONS_00037963.p1	AENJA_06056
OG0007961	TCONS_00002148.p1, TCONS_00001323.p1	AENJA_06200, AENJA_16860
OG0007962	TCONS_00042128.p1	AENJA_06266
OG0007963	TCONS_00052236.p1	AENJA_06564, AENJA_24525
OG0007964	TCONS_00012968.p1	AENJA_06717
OG0007965	TCONS_00012868.p1	AENJA_07054
OG0007966	TCONS_00020648.p1	AENJA_07217
OG0007968	TCONS_00052542.p1	AENJA_07308
OG0007969	TCONS_00054636.p1	AENJA_07425
OG0007970	TCONS_00051156.p3	AENJA_07816
OG0007971	TCONS_00018241.p1	AENJA_07915
OG0007972	TCONS_00008711.p1	AENJA_08033
OG0007973	TCONS_00010771.p1	AENJA_08075
OG0007974	TCONS_00022218.p1	AENJA_08318
OG0007975	TCONS_00054492.p1	AENJA_08715
OG0007976	TCONS_00014019.p1	AENJA_08860
OG0007977	TCONS_00012824.p1	AENJA_08865
OG0007978	TCONS_00020830.p1	AENJA_09030
OG0007979	TCONS_00042723.p1	AENJA_09318
OG0007980	TCONS_00010113.p1	AENJA_09355
OG0007981	TCONS_00004494.p1	AENJA_09647, AENJA_24645
OG0007982	TCONS_00056252.p1	AENJA_09685
OG0007984	TCONS_00021952.p1	AENJA_10051
OG0007985	TCONS_00013490.p1	AENJA_10225
OG0007986	TCONS_00029807.p1	AENJA_10340
OG0007987	TCONS_00004972.p1	AENJA_10379
OG0007988	TCONS_00009433.p1	AENJA_10830
OG0007989	TCONS_00036025.p1, TCONS_00047322.p1, TCONS_00039688.p1, TCONS_00033248.p1, TCONS_00007015.p1, TCONS_00049007.p1, TCONS_00000799.p1, TCONS_00012836.p1, TCONS_00035274.p1, TCONS_00036546.p1, TCONS_00007487.p1, TCONS_00038809.p1, TCONS_00039709.p1, TCONS_00001564.p1, TCONS_00026246.p1, TCONS_00002325.p1, TCONS_00028991.p1, TCONS_00055254.p1, TCONS_00007796.p1, TCONS_00038952.p1, TCONS_00002323.p1, TCONS_00021741.p1	AENJA_10847, AENJA_25004
