Orthogroup	PFLAV	OWEFU
OG0006939	TCONS_00045731.p1, TCONS_00045732.p1	OFUSG17603.1.p1
OG0006940	TCONS_00020637.p1	OFUSG13186.1.p1
OG0006941	TCONS_00047786.p1	OFUSG16102.1.p1, OFUSG16101.1.p1, OFUSG20970.1.p1, OFUSG11516.1.p1, OFUSG25657.1.p1, OFUSG25657.2.p1
OG0006942	TCONS_00011962.p1	OFUSG11727.1.p1, OFUSG11727.2.p1
OG0006943	TCONS_00016606.p1	OFUSG08404.1.p1
OG0006944	TCONS_00032488.p1	OFUSG05635.1.p1
OG0006945	TCONS_00057264.p1	OFUSG24270.1.p1
OG0006946	TCONS_00015357.p1	OFUSG07877.1.p1
OG0006947	TCONS_00025232.p1	OFUSG07408.1.p1
OG0006948	TCONS_00012980.p1	OFUSG18459.1.p1
OG0006949	TCONS_00019352.p1	OFUSG15878.1.p1
OG0006950	TCONS_00048680.p1	OFUSG18775.2.p1, OFUSG18775.1.p1
OG0006951	TCONS_00004238.p1	OFUSG15980.1.p1, OFUSG15980.2.p1
OG0006952	TCONS_00007043.p1	OFUSG20628.1.p1
OG0006953	TCONS_00057019.p1	OFUSG00884.1.p1
OG0006954	TCONS_00010499.p1	OFUSG25075.1.p1
OG0006956	TCONS_00026768.p1	OFUSG06080.2.p1, OFUSG06080.1.p1
OG0006957	TCONS_00026693.p1	OFUSG05470.1.p1
OG0006958	TCONS_00016237.p1	OFUSG07736.1.p1
OG0006959	TCONS_00017783.p1	OFUSG09250.1.p1
OG0006960	TCONS_00000655.p1	OFUSG10847.2.p1, OFUSG10847.1.p1
OG0006961	TCONS_00009618.p1, TCONS_00009615.p1, TCONS_00009613.p1, TCONS_00033077.p1, TCONS_00033508.p1, TCONS_00033079.p1, TCONS_00033507.p1	OFUSG23655.1.p1
OG0006962	TCONS_00051747.p1	OFUSG20929.1.p1
OG0006964	TCONS_00013322.p1	OFUSG00362.1.p1
OG0006965	TCONS_00030810.p1	OFUSG18386.1.p1
OG0006966	TCONS_00021949.p1	OFUSG24778.1.p1
OG0006967	TCONS_00013925.p1, TCONS_00013924.p1	OFUSG10677.1.p1
OG0006968	TCONS_00008544.p1	OFUSG23129.1.p1
OG0006969	TCONS_00027604.p1	OFUSG19497.1.p1
OG0006970	TCONS_00006686.p1	OFUSG24014.1.p1
OG0006971	TCONS_00006676.p1	OFUSG22447.1.p1
OG0006972	TCONS_00008627.p1	OFUSG20620.2.p1, OFUSG20620.1.p1
OG0006973	TCONS_00001025.p1	OFUSG00129.1.p1
OG0006974	TCONS_00055278.p1	OFUSG07891.1.p1
OG0006975	TCONS_00001197.p1	OFUSG00620.1.p1
OG0006976	TCONS_00002169.p1, TCONS_00002172.p1	OFUSG00399.1.p1
OG0006977	TCONS_00047323.p1	OFUSG18645.1.p1
OG0006979	TCONS_00057104.p1, TCONS_00057116.p1	OFUSG07394.1.p1
OG0006980	TCONS_00052008.p1	OFUSG21476.1.p1
OG0006981	TCONS_00056032.p1	OFUSG07719.2.p1, OFUSG07719.3.p1, OFUSG07719.1.p1
OG0006982	TCONS_00027060.p1	OFUSG06527.1.p1
OG0006984	TCONS_00024114.p1	OFUSG07203.1.p1, OFUSG07204.1.p1
OG0006985	TCONS_00049518.p1	OFUSG07556.1.p1
OG0006987	TCONS_00004775.p1, TCONS_00031258.p1	OFUSG25536.1.p1
OG0006988	TCONS_00010329.p1	OFUSG26800.1.p1
OG0006989	TCONS_00055897.p1	OFUSG04394.1.p1
OG0006990	TCONS_00030941.p1	OFUSG10161.1.p1
OG0006991	TCONS_00045078.p1	OFUSG17185.1.p1
OG0006992	TCONS_00052895.p1	OFUSG19003.1.p1
OG0006993	TCONS_00022435.p1	OFUSG14670.1.p1, OFUSG14670.2.p1
OG0006994	TCONS_00002645.p1	OFUSG16405.1.p1
OG0006995	TCONS_00001363.p1	OFUSG08451.1.p1
OG0006996	TCONS_00010926.p1	OFUSG25256.1.p1, OFUSG25256.2.p1
OG0006997	TCONS_00048268.p1	OFUSG06281.1.p1
OG0006998	TCONS_00056048.p1	OFUSG16627.1.p1
OG0006999	TCONS_00018389.p1	OFUSG13743.1.p1
OG0007000	TCONS_00026369.p1, TCONS_00026368.p1	OFUSG06445.1.p1, OFUSG06445.2.p1
OG0007001	TCONS_00035924.p1	OFUSG00420.1.p1
OG0007002	TCONS_00016683.p1	OFUSG07702.1.p1
OG0007003	TCONS_00007710.p1	OFUSG18628.1.p1
OG0007004	TCONS_00007966.p1	OFUSG05431.1.p1
OG0007005	TCONS_00005914.p1	OFUSG24056.1.p1
OG0007006	TCONS_00042060.p1	OFUSG09513.1.p1
OG0007007	TCONS_00047237.p1	OFUSG08895.1.p1
OG0007008	TCONS_00029015.p1	OFUSG09347.1.p1
OG0007009	TCONS_00031874.p1	OFUSG04231.1.p1
OG0007010	TCONS_00042742.p1	OFUSG04162.1.p1, OFUSG02296.1.p1
OG0007011	TCONS_00043983.p1	OFUSG02616.1.p1
OG0007012	TCONS_00030131.p1	OFUSG18164.1.p1
OG0007013	TCONS_00013691.p1	OFUSG17828.1.p1
OG0007014	TCONS_00026656.p1	OFUSG06966.1.p1
OG0007015	TCONS_00009257.p1	OFUSG20280.1.p1
OG0007016	TCONS_00007491.p1	OFUSG23182.2.p1, OFUSG23182.1.p1
OG0007017	TCONS_00021378.p1, TCONS_00021379.p1	OFUSG24635.1.p1
OG0007018	TCONS_00013158.p1	OFUSG17974.1.p1
OG0007019	TCONS_00014248.p1	OFUSG18149.1.p1
OG0007020	TCONS_00025884.p1	OFUSG18698.1.p1
OG0007021	TCONS_00020938.p1	OFUSG14112.1.p1
OG0007022	TCONS_00056686.p1	OFUSG16190.1.p1
OG0007023	TCONS_00049329.p1	OFUSG06199.1.p1
OG0007024	TCONS_00048088.p1	OFUSG06084.1.p1, OFUSG06084.2.p1
OG0007025	TCONS_00055826.p1	OFUSG07910.1.p1
OG0007026	TCONS_00025829.p1, TCONS_00024459.p1	OFUSG07544.1.p1
OG0007027	TCONS_00047558.p1	OFUSG05641.1.p1, OFUSG05641.2.p1
OG0007031	TCONS_00046498.p1	OFUSG21245.2.p1, OFUSG21245.1.p1
OG0007032	TCONS_00000637.p1	OFUSG15967.1.p1
OG0007033	TCONS_00011250.p1	OFUSG12337.1.p1
OG0007034	TCONS_00054961.p1	OFUSG15969.1.p1
OG0007035	TCONS_00034953.p1	OFUSG19610.1.p1
OG0007036	TCONS_00014868.p1	OFUSG25686.1.p1
OG0007037	TCONS_00055622.p1	OFUSG15937.1.p1, OFUSG15937.2.p1
OG0007038	TCONS_00048491.p1	OFUSG18813.1.p1
OG0007039	TCONS_00011868.p1	OFUSG21947.1.p1
OG0007040	TCONS_00015577.p1	OFUSG07700.1.p1
OG0007041	TCONS_00033170.p1	OFUSG16729.2.p1, OFUSG16729.1.p1
OG0007042	TCONS_00003604.p1	OFUSG04668.1.p1
OG0007043	TCONS_00027745.p1	OFUSG06723.1.p1
OG0007045	TCONS_00054903.p1	OFUSG00867.1.p1
OG0007046	TCONS_00001135.p1	OFUSG01801.1.p1
OG0007047	TCONS_00015352.p1	OFUSG25608.1.p1
OG0007048	TCONS_00013693.p1	OFUSG17875.1.p1
OG0007049	TCONS_00051136.p1	OFUSG13313.1.p1
OG0007050	TCONS_00027092.p1	OFUSG05674.1.p1
OG0007051	TCONS_00019671.p1	OFUSG04208.1.p1, OFUSG04209.1.p1, OFUSG04207.1.p1
OG0007053	TCONS_00033075.p1	OFUSG21516.1.p1
OG0007054	TCONS_00006174.p1	OFUSG15022.1.p1
OG0007055	TCONS_00006739.p1	OFUSG15353.1.p1
OG0007056	TCONS_00003503.p1	OFUSG24154.1.p1
OG0007058	TCONS_00040470.p1	OFUSG08816.1.p1
OG0007059	TCONS_00027327.p1	OFUSG06271.1.p1
OG0007060	TCONS_00055756.p1	OFUSG01914.1.p1, OFUSG01914.2.p1
OG0007061	TCONS_00026381.p1	OFUSG06485.1.p1
OG0007062	TCONS_00051560.p1	OFUSG21319.1.p1
OG0007063	TCONS_00013713.p1	OFUSG10493.1.p1
OG0007064	TCONS_00042533.p1	OFUSG03352.1.p1
OG0007065	TCONS_00023245.p1	OFUSG07963.1.p1
OG0007066	TCONS_00022269.p1	OFUSG14815.1.p1
OG0007067	TCONS_00008009.p1	OFUSG20308.1.p1
OG0007068	TCONS_00030207.p1	OFUSG17951.1.p1
OG0007069	TCONS_00009852.p1	OFUSG17864.1.p1
OG0007071	TCONS_00054222.p1	OFUSG12865.1.p1
OG0007072	TCONS_00007191.p1	OFUSG20497.1.p1
OG0007073	TCONS_00051978.p1	OFUSG17728.1.p1
OG0007074	TCONS_00036890.p1	OFUSG17382.1.p1
OG0007075	TCONS_00031214.p1, TCONS_00031191.p1	OFUSG18111.1.p1
OG0007076	TCONS_00016847.p1	OFUSG21424.1.p1
OG0007077	TCONS_00042859.p1	OFUSG03074.1.p1, OFUSG03074.2.p1
OG0007078	TCONS_00003826.p1, TCONS_00003804.p1	OFUSG24579.1.p1, OFUSG24582.1.p1
OG0007079	TCONS_00018783.p1	OFUSG23538.1.p1
OG0007080	TCONS_00017745.p1	OFUSG26258.1.p1
OG0007081	TCONS_00016796.p1	OFUSG21477.1.p1
OG0007083	TCONS_00016430.p1	OFUSG25609.1.p1, OFUSG25609.2.p1
OG0007084	TCONS_00007233.p1	OFUSG23130.1.p1
OG0007085	TCONS_00023439.p1	OFUSG07005.1.p1
OG0007086	TCONS_00049476.p1	OFUSG06679.1.p1, OFUSG06679.2.p1, OFUSG06679.3.p1
OG0007087	TCONS_00045677.p2, TCONS_00046754.p1	OFUSG26516.1.p1
OG0007089	TCONS_00022106.p1	OFUSG14491.1.p1, OFUSG14492.1.p1
OG0007090	TCONS_00054332.p1	OFUSG13138.1.p1
OG0007091	TCONS_00046618.p1	OFUSG13179.1.p1
OG0007092	TCONS_00009665.p1	OFUSG12355.1.p1
OG0007093	TCONS_00053768.p1	OFUSG13021.1.p1
OG0007094	TCONS_00009578.p1	OFUSG21965.1.p1
OG0007095	TCONS_00012814.p1	OFUSG18269.1.p1
OG0007096	TCONS_00003040.p1	OFUSG05022.1.p1
OG0007097	TCONS_00052445.p1, TCONS_00040903.p1	OFUSG08779.1.p1
OG0007098	TCONS_00033201.p1, TCONS_00008826.p1	OFUSG20568.1.p1
OG0007099	TCONS_00009517.p1	OFUSG11706.1.p1
OG0007100	TCONS_00049528.p1	OFUSG19539.1.p1
OG0007102	TCONS_00042851.p1	OFUSG02403.1.p1
OG0007103	TCONS_00030082.p1	OFUSG18537.1.p1
OG0007105	TCONS_00006169.p1	OFUSG24155.1.p1
OG0007106	TCONS_00047227.p1	OFUSG18964.1.p1
OG0007108	TCONS_00006170.p1	OFUSG22296.1.p1
OG0007109	TCONS_00037031.p1	OFUSG00752.1.p1
OG0007111	TCONS_00007529.p1	OFUSG20801.1.p1
OG0007112	TCONS_00029738.p1	OFUSG19617.1.p1
OG0007113	TCONS_00047530.p1	OFUSG06597.1.p1
OG0007114	TCONS_00008157.p1	OFUSG20430.1.p1
OG0007115	TCONS_00008987.p1	OFUSG11124.1.p1
OG0007116	TCONS_00013947.p1	OFUSG10614.1.p1
OG0007117	TCONS_00047577.p1	OFUSG05699.1.p1
OG0007118	TCONS_00001877.p1	OFUSG00366.1.p1
OG0007119	TCONS_00052985.p1, TCONS_00052977.p1	OFUSG23664.1.p1
OG0007120	TCONS_00053428.p1	OFUSG21210.1.p1
OG0007121	TCONS_00011260.p1	OFUSG11479.1.p1
OG0007122	TCONS_00050924.p1	OFUSG12932.1.p1
OG0007123	TCONS_00026911.p1	OFUSG06078.1.p1
OG0007124	TCONS_00043163.p1	OFUSG02914.1.p1
OG0007125	TCONS_00034395.p1, TCONS_00034463.p1	OFUSG08572.1.p1, OFUSG08572.2.p1
OG0007126	TCONS_00010845.p1	OFUSG12192.1.p1
OG0007127	TCONS_00019274.p1	OFUSG21273.1.p1
OG0007128	TCONS_00054786.p1, TCONS_00038866.p1	OFUSG16640.1.p1
OG0007129	TCONS_00026026.p1	OFUSG06978.1.p1
OG0007130	TCONS_00047510.p1	OFUSG06200.1.p1
OG0007131	TCONS_00053264.p1	OFUSG23463.1.p1
OG0007133	TCONS_00029153.p1	OFUSG09267.1.p1
OG0007134	TCONS_00041920.p1	OFUSG05978.1.p1
OG0007135	TCONS_00018971.p1	OFUSG04246.1.p1
OG0007136	TCONS_00028952.p1	OFUSG19905.1.p1
OG0007137	TCONS_00014362.p1	OFUSG10871.1.p1
OG0007138	TCONS_00015362.p1	OFUSG08302.1.p1
OG0007139	TCONS_00016896.p1	OFUSG12636.1.p1
OG0007141	TCONS_00012294.p1	OFUSG11137.1.p1
OG0007142	TCONS_00044220.p1, TCONS_00042910.p1	OFUSG02544.1.p1
OG0007143	TCONS_00045330.p1	OFUSG17545.1.p1
OG0007144	TCONS_00011322.p1	OFUSG21801.1.p1
OG0007145	TCONS_00046303.p1	OFUSG20934.1.p1
OG0007146	TCONS_00017342.p1, TCONS_00017359.p1	OFUSG09570.1.p1
OG0007147	TCONS_00050872.p1	OFUSG13469.1.p1
OG0007149	TCONS_00051414.p1, TCONS_00051411.p1	OFUSG07733.1.p1
OG0007150	TCONS_00008146.p1	OFUSG05344.1.p1
OG0007151	TCONS_00042529.p1	OFUSG02774.1.p1
OG0007152	TCONS_00019894.p1	OFUSG04148.3.p1, OFUSG04148.1.p1, OFUSG04148.2.p1
OG0007153	TCONS_00011695.p1	OFUSG11582.2.p1, OFUSG11582.1.p1
OG0007154	TCONS_00009690.p1	OFUSG08565.1.p1
OG0007155	TCONS_00018235.p1	OFUSG13038.1.p1
OG0007156	TCONS_00027558.p1, TCONS_00027542.p1	OFUSG09391.1.p1, OFUSG22112.1.p1, OFUSG08840.1.p1, OFUSG18294.1.p1
OG0007158	TCONS_00007848.p1	OFUSG04790.1.p1
OG0007159	TCONS_00015808.p1	OFUSG08420.1.p1
OG0007160	TCONS_00009021.p1	OFUSG05249.1.p1
OG0007161	TCONS_00007008.p1	OFUSG05396.1.p1
OG0007162	TCONS_00033875.p1	OFUSG09344.2.p1, OFUSG09344.1.p1
OG0007163	TCONS_00029121.p1	OFUSG19036.1.p1
OG0007164	TCONS_00002256.p1	OFUSG06600.1.p1
OG0007170	TCONS_00025934.p1	OFUSG01643.1.p1
OG0007171	TCONS_00010138.p1	OFUSG12524.1.p1
OG0007173	TCONS_00051896.p1	OFUSG04330.1.p1
OG0007174	TCONS_00007979.p1	OFUSG04748.2.p1, OFUSG04748.1.p1
OG0007175	TCONS_00023372.p1, TCONS_00023371.p1, TCONS_00023408.p1	OFUSG07608.1.p1
OG0007176	TCONS_00040411.p1	OFUSG26974.1.p1
OG0007177	TCONS_00010636.p1	OFUSG25028.1.p1
OG0007178	TCONS_00016052.p1	OFUSG08058.1.p1
OG0007179	TCONS_00019736.p1, TCONS_00019726.p1	OFUSG13214.1.p1
OG0007180	TCONS_00029666.p1, TCONS_00028776.p1	OFUSG23382.1.p1
OG0007181	TCONS_00038911.p1, TCONS_00041145.p1	OFUSG05668.1.p1
OG0007182	TCONS_00022331.p1	OFUSG13896.2.p1, OFUSG13896.1.p1
OG0007183	TCONS_00046337.p1	OFUSG00271.1.p1
OG0007184	TCONS_00018313.p1	OFUSG13288.1.p1
OG0007185	TCONS_00035310.p1, TCONS_00035096.p1, TCONS_00045105.p1, TCONS_00045100.p1	OFUSG26363.1.p1
OG0007186	TCONS_00003055.p1	OFUSG03968.1.p1
OG0007187	TCONS_00019991.p1	OFUSG13325.1.p1, OFUSG13325.2.p1, OFUSG13325.3.p1
OG0007188	TCONS_00056408.p1	OFUSG16212.1.p1, OFUSG16210.1.p1
OG0007189	TCONS_00012994.p1	OFUSG09971.1.p1, OFUSG09971.2.p1
OG0007191	TCONS_00054320.p1	OFUSG13466.1.p1
OG0007192	TCONS_00056981.p1	OFUSG04047.1.p1
OG0007194	TCONS_00009638.p1, TCONS_00009636.p1, TCONS_00009637.p1	OFUSG08001.1.p1, OFUSG23126.1.p1, OFUSG23126.2.p1, OFUSG01981.1.p1
OG0007198	TCONS_00029381.p1, TCONS_00023717.p1	OFUSG07047.1.p1, OFUSG07870.1.p1
OG0007201	TCONS_00012488.p1	OFUSG17829.1.p1
OG0007204	TCONS_00053739.p1	OFUSG17521.1.p1
OG0007213	TCONS_00012239.p1	OFUSG18498.1.p1
OG0007248	TCONS_00008889.p1	OFUSG05380.1.p1
OG0007249	TCONS_00044026.p1	OFUSG03803.1.p1
OG0007250	TCONS_00022493.p1	OFUSG06871.1.p1
OG0007251	TCONS_00029700.p1	OFUSG19641.1.p1
OG0007252	TCONS_00030064.p1	OFUSG11013.1.p1
OG0007253	TCONS_00007438.p1	OFUSG20806.1.p1
OG0007254	TCONS_00050275.p1	OFUSG26478.1.p1
OG0007255	TCONS_00056623.p1	OFUSG19857.2.p1, OFUSG19857.1.p1
OG0007256	TCONS_00013533.p1	OFUSG10664.2.p1, OFUSG10664.1.p1, OFUSG10664.4.p1, OFUSG10664.3.p1
OG0007258	TCONS_00029836.p1	OFUSG20033.1.p1
OG0007260	TCONS_00010130.p1	OFUSG11954.1.p1, OFUSG11954.2.p1
OG0007261	TCONS_00054521.p1	OFUSG13481.1.p1
OG0007264	TCONS_00009451.p1	OFUSG22910.1.p1
OG0007266	TCONS_00049668.p1	OFUSG18654.1.p1, OFUSG18654.2.p1
OG0007267	TCONS_00053410.p1	OFUSG17347.1.p1
OG0007268	TCONS_00021568.p1	OFUSG07744.1.p1
OG0007269	TCONS_00017528.p1, TCONS_00018132.p1	OFUSG17107.1.p1, OFUSG16940.1.p1
OG0007270	TCONS_00042829.p1	OFUSG03691.1.p1
OG0007271	TCONS_00013933.p1	OFUSG10232.1.p1
OG0007272	TCONS_00052083.p1	OFUSG17273.1.p1
OG0007273	TCONS_00038194.p1	OFUSG01106.1.p1
OG0007274	TCONS_00004667.p1	OFUSG19415.1.p1
OG0007275	TCONS_00005999.p1	OFUSG05642.1.p1
OG0007276	TCONS_00028742.p1	OFUSG09515.1.p1
OG0007277	TCONS_00010642.p1	OFUSG25004.2.p1, OFUSG25004.3.p1, OFUSG25004.1.p1
OG0007280	TCONS_00045995.p1	OFUSG21322.1.p1
OG0007281	TCONS_00012551.p1	OFUSG10005.1.p1
OG0007282	TCONS_00006842.p1	OFUSG14906.1.p1
OG0007283	TCONS_00002100.p1	OFUSG00968.1.p1
OG0007285	TCONS_00002156.p1	OFUSG00450.1.p1, OFUSG00449.1.p1
OG0007286	TCONS_00028996.p1	OFUSG12715.1.p1
OG0007288	TCONS_00031264.p1	OFUSG11110.1.p1
OG0007289	TCONS_00054996.p1	OFUSG26003.1.p1
OG0007290	TCONS_00007187.p1	OFUSG04836.1.p1
OG0007291	TCONS_00008947.p1	OFUSG20575.1.p1
OG0007292	TCONS_00035530.p1, TCONS_00035602.p1	OFUSG09326.1.p1
OG0007293	TCONS_00045187.p1	OFUSG16859.1.p1
OG0007294	TCONS_00019618.p1	OFUSG17062.1.p1
OG0007295	TCONS_00030149.p1	OFUSG17861.2.p1, OFUSG17861.1.p1
OG0007296	TCONS_00004477.p1	OFUSG07471.1.p1
OG0007297	TCONS_00013759.p1	OFUSG17821.1.p1
OG0007298	TCONS_00043853.p1	OFUSG02733.1.p1
OG0007299	TCONS_00026956.p1	OFUSG09792.1.p1
OG0007300	TCONS_00055881.p1	OFUSG15976.1.p1
OG0007302	TCONS_00042008.p1	OFUSG02825.1.p1
OG0007303	TCONS_00021677.p1	OFUSG11757.1.p1
OG0007304	TCONS_00017068.p1	OFUSG04479.1.p1
OG0007305	TCONS_00039824.p1	OFUSG08566.1.p1
OG0007306	TCONS_00002187.p1	OFUSG00027.1.p1, OFUSG00027.2.p1
OG0007307	TCONS_00003884.p1	OFUSG15381.1.p1
OG0007308	TCONS_00004027.p1	OFUSG26870.1.p1
OG0007309	TCONS_00010691.p1	OFUSG12546.1.p1, OFUSG12545.1.p1
OG0007310	TCONS_00055647.p1	OFUSG04200.1.p1, OFUSG04200.2.p1
OG0007312	TCONS_00012482.p1	OFUSG18290.1.p1
OG0007313	TCONS_00016093.p1, TCONS_00016085.p1, TCONS_00016094.p1	OFUSG08189.1.p1
OG0007314	TCONS_00010379.p1	OFUSG11556.1.p1
OG0007316	TCONS_00006026.p1	OFUSG15327.1.p1
OG0007317	TCONS_00046686.p1	OFUSG23619.1.p1
OG0007318	TCONS_00049203.p1	OFUSG06457.1.p1
OG0007319	TCONS_00045987.p1	OFUSG21180.1.p1
OG0007320	TCONS_00029160.p1	OFUSG09270.1.p1
OG0007322	TCONS_00015457.p1	OFUSG09904.1.p1
OG0007323	TCONS_00018010.p1	OFUSG09943.1.p1
OG0007324	TCONS_00007262.p1	OFUSG11755.1.p1
OG0007325	TCONS_00007263.p1	OFUSG20353.1.p1
OG0007326	TCONS_00019324.p1	OFUSG16635.1.p1
OG0007327	TCONS_00020899.p1	OFUSG13789.1.p1
OG0007328	TCONS_00025891.p1	OFUSG06146.1.p1
OG0007329	TCONS_00015001.p1	OFUSG25701.1.p1
OG0007330	TCONS_00042612.p1	OFUSG03047.1.p1
OG0007331	TCONS_00017202.p1	OFUSG13160.1.p1
OG0007332	TCONS_00041617.p1	OFUSG03446.1.p1
OG0007333	TCONS_00022881.p1	OFUSG14787.1.p1
OG0007334	TCONS_00020764.p1	OFUSG04651.1.p1
OG0007335	TCONS_00012140.p1	OFUSG12346.1.p1
OG0007336	TCONS_00001393.p1, TCONS_00001399.p1	OFUSG01140.1.p1
OG0007337	TCONS_00018627.p1	OFUSG08247.1.p1
OG0007338	TCONS_00050471.p1	OFUSG00512.1.p1
OG0007339	TCONS_00055656.p1	OFUSG16021.1.p1
OG0007340	TCONS_00016057.p1	OFUSG07490.1.p1, OFUSG07490.2.p1
OG0007341	TCONS_00016545.p1	OFUSG08079.1.p1
OG0007342	TCONS_00014969.p1, TCONS_00052712.p1	OFUSG21114.1.p1
OG0007343	TCONS_00052916.p1	OFUSG23516.1.p1
OG0007344	TCONS_00010788.p1	OFUSG11551.1.p1
OG0007345	TCONS_00030892.p1	OFUSG10938.1.p1
OG0007347	TCONS_00027454.p1	OFUSG12292.1.p1
OG0007348	TCONS_00021307.p1	OFUSG24927.1.p1, OFUSG24927.2.p1
OG0007349	TCONS_00006145.p1	OFUSG23871.1.p1
OG0007350	TCONS_00033487.p1	OFUSG19210.1.p1, OFUSG00308.1.p1, OFUSG21271.1.p1, OFUSG25023.1.p1, OFUSG12319.1.p1, OFUSG11907.1.p1, OFUSG11906.1.p1, OFUSG11905.1.p1, OFUSG11904.1.p1, OFUSG11908.1.p1, OFUSG21940.1.p1
OG0007351	TCONS_00019320.p1	OFUSG23667.1.p1
OG0007352	TCONS_00006024.p1	OFUSG15050.1.p1, OFUSG15050.2.p1
OG0007353	TCONS_00008823.p1	OFUSG23180.1.p1
OG0007354	TCONS_00019461.p1	OFUSG17364.1.p1
OG0007355	TCONS_00006284.p1	OFUSG14831.1.p1
OG0007356	TCONS_00049071.p1	OFUSG25027.1.p1
OG0007357	TCONS_00011016.p1	OFUSG12168.1.p1
OG0007358	TCONS_00029301.p1	OFUSG09680.1.p1
OG0007359	TCONS_00009375.p1	OFUSG05437.1.p1
OG0007360	TCONS_00016357.p1	OFUSG25473.1.p1
OG0007361	TCONS_00029124.p1, TCONS_00029129.p1	OFUSG09488.1.p1
OG0007363	TCONS_00042576.p1	OFUSG02740.1.p1
OG0007364	TCONS_00043040.p1	OFUSG01952.1.p1
OG0007365	TCONS_00054495.p1	OFUSG13323.1.p1
OG0007366	TCONS_00027860.p1	OFUSG08778.1.p1
OG0007367	TCONS_00054210.p1	OFUSG17700.1.p1
OG0007368	TCONS_00023382.p1, TCONS_00023348.p1, TCONS_00023381.p1	OFUSG07565.1.p1
OG0007369	TCONS_00056741.p1	OFUSG16560.1.p1
OG0007370	TCONS_00006543.p1	OFUSG23988.1.p1
OG0007371	TCONS_00026558.p1	OFUSG05965.1.p1
OG0007372	TCONS_00002920.p1	OFUSG02717.1.p1
OG0007373	TCONS_00056390.p1, TCONS_00041425.p1	OFUSG16818.1.p1
OG0007374	TCONS_00027657.p1	OFUSG19004.1.p1
OG0007375	TCONS_00002388.p1	OFUSG26223.3.p1, OFUSG26223.2.p1, OFUSG26223.1.p1
OG0007377	TCONS_00015260.p1	OFUSG25397.1.p1
OG0007378	TCONS_00021076.p1	OFUSG24752.1.p1
OG0007379	TCONS_00003495.p1	OFUSG25215.1.p1
OG0007380	TCONS_00019634.p1	OFUSG02808.1.p1
OG0007381	TCONS_00013896.p1	OFUSG11065.1.p1
OG0007382	TCONS_00018463.p1	OFUSG12635.1.p1
OG0007383	TCONS_00002090.p1, TCONS_00002089.p1	OFUSG00895.2.p1, OFUSG00895.1.p1
OG0007384	TCONS_00000901.p1	OFUSG00236.2.p1, OFUSG00236.1.p1
OG0007385	TCONS_00025457.p1	OFUSG26112.1.p1
OG0007386	TCONS_00045807.p1	OFUSG21256.1.p1
OG0007387	TCONS_00015964.p1	OFUSG08047.1.p1, OFUSG08047.2.p1
OG0007388	TCONS_00053201.p1, TCONS_00053202.p1	OFUSG17284.1.p1
OG0007389	TCONS_00000201.p1	OFUSG07228.1.p1
OG0007390	TCONS_00013719.p1, TCONS_00013718.p1	OFUSG18344.1.p1
OG0007391	TCONS_00006040.p1	OFUSG15504.1.p1
OG0007392	TCONS_00052672.p1	OFUSG13438.1.p1, OFUSG13438.3.p1, OFUSG13438.2.p1
OG0007393	TCONS_00011541.p1	OFUSG12565.1.p1
OG0007394	TCONS_00010962.p1	OFUSG13494.1.p1
OG0007395	TCONS_00013162.p1	OFUSG10757.1.p1
OG0007396	TCONS_00007368.p1	OFUSG22886.1.p1
OG0007397	TCONS_00053178.p1	OFUSG13056.1.p1
OG0007398	TCONS_00016548.p1, TCONS_00016547.p1	OFUSG07232.1.p1
OG0007399	TCONS_00002016.p1	OFUSG01818.1.p1
OG0007400	TCONS_00021504.p1	OFUSG14809.1.p1
OG0007403	TCONS_00010423.p1	OFUSG19277.1.p1
OG0007404	TCONS_00037182.p1	OFUSG23183.1.p1
OG0007405	TCONS_00006553.p1	OFUSG22414.1.p1
OG0007406	TCONS_00004889.p1	OFUSG15025.1.p1
OG0007407	TCONS_00030604.p1	OFUSG18627.1.p1
OG0007408	TCONS_00017153.p1	OFUSG16878.1.p1
OG0007409	TCONS_00018206.p1	OFUSG16872.1.p1
OG0007410	TCONS_00012815.p1	OFUSG11037.1.p1
OG0007411	TCONS_00020743.p1	OFUSG04653.1.p1
OG0007412	TCONS_00000425.p1	OFUSG01834.1.p1
OG0007413	TCONS_00055344.p1	OFUSG16703.1.p1
OG0007414	TCONS_00053253.p1	OFUSG17401.1.p1
OG0007415	TCONS_00003678.p1	OFUSG04618.1.p1
OG0007416	TCONS_00044268.p1, TCONS_00042872.p1	OFUSG03058.1.p1
OG0007417	TCONS_00004580.p1	OFUSG22448.1.p1
OG0007418	TCONS_00004974.p1	OFUSG15358.1.p1
OG0007419	TCONS_00012322.p1	OFUSG18337.1.p1
OG0007420	TCONS_00050553.p1	OFUSG12850.1.p1, OFUSG12850.2.p1
OG0007421	TCONS_00056604.p1, TCONS_00056597.p1	OFUSG07551.1.p1
OG0007423	TCONS_00013868.p1	OFUSG10921.1.p1
OG0007424	TCONS_00013473.p1	OFUSG18027.1.p1, OFUSG18027.2.p1
OG0007425	TCONS_00043934.p1	OFUSG05643.1.p1
OG0007426	TCONS_00035289.p1	OFUSG09786.1.p1
OG0007427	TCONS_00027248.p1	OFUSG11080.2.p1, OFUSG11080.1.p1
OG0007428	TCONS_00041450.p1, TCONS_00055214.p1	OFUSG16303.1.p1, OFUSG04650.1.p1
