Orthogroup	PFLAV	BRALA
OG0008081	TCONS_00007371.p1	BRALA03257
OG0008082	TCONS_00017327.p1, TCONS_00016849.p1	BRALA15693
OG0008083	TCONS_00010524.p1	BRALA28836
OG0008084	TCONS_00003544.p1	BRALA24665
OG0008085	TCONS_00048120.p1	BRALA16435, BRALA31770
OG0008086	TCONS_00026144.p1	BRALA23988
OG0008087	TCONS_00020564.p1	BRALA29708
OG0008088	TCONS_00012111.p1	BRALA28845
OG0008089	TCONS_00048989.p1	BRALA20320
OG0008090	TCONS_00057221.p1, TCONS_00056055.p1	BRALA14829
OG0008091	TCONS_00005043.p1	BRALA30103
OG0008092	TCONS_00023028.p1, TCONS_00023016.p1	BRALA18265, BRALA18266
OG0008094	TCONS_00049074.p1	BRALA15291
OG0008097	TCONS_00047923.p1, TCONS_00035754.p1	BRALA27672, BRALA13033, BRALA30228
OG0008098	TCONS_00011027.p1	BRALA30312
OG0008100	TCONS_00036085.p1	BRALA16672
OG0008101	TCONS_00044120.p1, TCONS_00013207.p1, TCONS_00027530.p1, TCONS_00027191.p1	BRALA29223, BRALA09275, BRALA32755, BRALA16196, BRALA05162, BRALA04193, BRALA31662, BRALA09885, BRALA05970
OG0008102	TCONS_00015683.p1	BRALA02796
OG0008103	TCONS_00010757.p1	BRALA34312
OG0008104	TCONS_00027076.p1	BRALA06606
OG0008105	TCONS_00010922.p1	BRALA33680
OG0008106	TCONS_00047563.p1	BRALA26076
OG0008107	TCONS_00002769.p1	BRALA07036
OG0008108	TCONS_00020693.p1, TCONS_00014257.p1	BRALA03352
OG0008109	TCONS_00005350.p1	BRALA30499
OG0008110	TCONS_00050270.p1	BRALA13888
OG0008111	TCONS_00028948.p1	BRALA15647
OG0008112	TCONS_00010436.p1	BRALA22113
OG0008113	TCONS_00019862.p1	BRALA07943
OG0008115	TCONS_00009612.p1	BRALA20867
OG0008116	TCONS_00055400.p1	BRALA10402
OG0008117	TCONS_00014749.p1	BRALA02820
OG0008119	TCONS_00005382.p1	BRALA28937
OG0008120	TCONS_00000635.p1	BRALA23874
OG0008122	TCONS_00012363.p1	BRALA26542
OG0008123	TCONS_00003468.p1	BRALA28917, BRALA28916
OG0008125	TCONS_00048579.p1	BRALA35372, BRALA34832
OG0008126	TCONS_00028321.p1	BRALA14557
OG0008127	TCONS_00041696.p1	BRALA11884
OG0008136	TCONS_00008390.p1	BRALA20212
OG0008139	TCONS_00053017.p1, TCONS_00053018.p1, TCONS_00054450.p1, TCONS_00053016.p1, TCONS_00053370.p1, TCONS_00053369.p1, TCONS_00053371.p1	BRALA31566, BRALA01243
OG0008143	TCONS_00041732.p1	BRALA28781
OG0008151	TCONS_00030691.p1	BRALA03631, BRALA03632
OG0008156	TCONS_00017252.p1, TCONS_00017251.p1	BRALA17414, BRALA35179
OG0008163	TCONS_00033135.p1	BRALA20194
OG0008196	TCONS_00029450.p1	BRALA17122
OG0008198	TCONS_00056531.p1	BRALA26773
OG0008202	TCONS_00001733.p1	BRALA16861
OG0008203	TCONS_00031107.p1	BRALA03991
OG0008204	TCONS_00007987.p1	BRALA19971
OG0008205	TCONS_00015366.p1	BRALA21784
OG0008206	TCONS_00055789.p1	BRALA17145
OG0008208	TCONS_00049607.p1	BRALA20062
OG0008209	TCONS_00021163.p1	BRALA06023
OG0008211	TCONS_00028638.p1	BRALA18220
OG0008212	TCONS_00019275.p1	BRALA24855, BRALA00330
OG0008213	TCONS_00001410.p1	BRALA28821
OG0008214	TCONS_00051487.p1	BRALA34414, BRALA05477
OG0008215	TCONS_00043300.p1	BRALA22956
OG0008216	TCONS_00010959.p1	BRALA22497
OG0008217	TCONS_00012970.p1	BRALA06238
OG0008218	TCONS_00012331.p1	BRALA13067, BRALA13066
OG0008219	TCONS_00012416.p1	BRALA06408
OG0008220	TCONS_00042670.p1	BRALA11793
OG0008221	TCONS_00009201.p1	BRALA03267
OG0008222	TCONS_00026415.p1	BRALA16415
OG0008223	TCONS_00042111.p1	BRALA22730
OG0008224	TCONS_00008388.p1	BRALA19108
OG0008225	TCONS_00043601.p1, TCONS_00043628.p1	BRALA08069
OG0008227	TCONS_00028062.p1	BRALA14669
OG0008228	TCONS_00048004.p1	BRALA09327
OG0008229	TCONS_00015422.p2	BRALA02656
OG0008230	TCONS_00009368.p1	BRALA28895
OG0008231	TCONS_00027257.p1	BRALA34426
OG0008232	TCONS_00016605.p1	BRALA31720
OG0008233	TCONS_00015633.p1	BRALA20248
OG0008234	TCONS_00013274.p1	BRALA06578
OG0008235	TCONS_00051131.p1	BRALA05497
OG0008237	TCONS_00038662.p1	BRALA07954
OG0008238	TCONS_00009342.p1	BRALA15105
OG0008239	TCONS_00030558.p1	BRALA17929
OG0008240	TCONS_00018259.p1	BRALA09089
OG0008241	TCONS_00055234.p1	BRALA09191
OG0008242	TCONS_00045727.p1	BRALA28312
OG0008243	TCONS_00002384.p1	BRALA28205
OG0008244	TCONS_00014030.p1	BRALA10429
OG0008245	TCONS_00006729.p1	BRALA23605
OG0008246	TCONS_00003451.p1	BRALA04540
OG0008247	TCONS_00007378.p1	BRALA34550
OG0008249	TCONS_00053524.p1	BRALA05292
OG0008250	TCONS_00028157.p1	BRALA22870
OG0008251	TCONS_00038738.p1	BRALA07938
OG0008252	TCONS_00028021.p1	BRALA09548
OG0008253	TCONS_00026357.p1, TCONS_00026348.p1	BRALA16363
OG0008254	TCONS_00014505.p1	BRALA18783
OG0008256	TCONS_00054220.p1	BRALA25076
OG0008257	TCONS_00022342.p1, TCONS_00022343.p1	BRALA06162
OG0008258	TCONS_00011309.p1, TCONS_00011285.p1	BRALA22506
OG0008259	TCONS_00017570.p1	BRALA13760
OG0008260	TCONS_00007412.p1	BRALA22417
OG0008261	TCONS_00042941.p1	BRALA08123
OG0008262	TCONS_00015720.p1	BRALA02776
OG0008263	TCONS_00011021.p1	BRALA30316
OG0008264	TCONS_00028692.p1	BRALA08405
OG0008267	TCONS_00049070.p1	BRALA28040
OG0008269	TCONS_00020161.p1	BRALA18372
OG0008270	TCONS_00008816.p1	BRALA21257
OG0008271	TCONS_00020657.p1	BRALA13152
OG0008272	TCONS_00023969.p1	BRALA16559
OG0008274	TCONS_00048272.p1	BRALA17358
OG0008275	TCONS_00001002.p1	BRALA28211
OG0008277	TCONS_00036027.p1	BRALA23402
OG0008279	TCONS_00050311.p1, TCONS_00050155.p1	BRALA05426
OG0008281	TCONS_00010339.p1	BRALA11926
OG0008282	TCONS_00052964.p1	BRALA00732
OG0008283	TCONS_00004633.p1, TCONS_00004645.p1	BRALA17761
OG0008286	TCONS_00008166.p1	BRALA21994
OG0008288	TCONS_00052177.p1	BRALA05446
OG0008290	TCONS_00037289.p1	BRALA32558
OG0008291	TCONS_00012263.p1	BRALA06389
OG0008292	TCONS_00029849.p1	BRALA17573
OG0008294	TCONS_00026493.p1	BRALA16279
OG0008295	TCONS_00011707.p1	BRALA31051
OG0008296	TCONS_00004811.p1	BRALA13383
OG0008297	TCONS_00027597.p1	BRALA03422
OG0008298	TCONS_00051471.p1	BRALA08665
OG0008299	TCONS_00031799.p1, TCONS_00031817.p1	BRALA00329
OG0008300	TCONS_00030367.p1	BRALA03675
OG0008301	TCONS_00027290.p1, TCONS_00027284.p1	BRALA16291
OG0008303	TCONS_00011178.p1	BRALA20895
OG0008304	TCONS_00022470.p1	BRALA31258
OG0008305	TCONS_00003821.p1, TCONS_00003794.p1	BRALA04867
OG0008306	TCONS_00020107.p1	BRALA25169
OG0008307	TCONS_00006279.p1	BRALA26874
OG0008308	TCONS_00049674.p1	BRALA22670
OG0008309	TCONS_00029286.p1	BRALA14664
OG0008310	TCONS_00014670.p1, TCONS_00014665.p1, TCONS_00014669.p1, TCONS_00014668.p1, TCONS_00016528.p1	BRALA16190, BRALA16192
OG0008311	TCONS_00012110.p1	BRALA26152
OG0008312	TCONS_00012475.p1	BRALA16716
OG0008313	TCONS_00013893.p1	BRALA13109
OG0008314	TCONS_00056818.p1	BRALA07442
OG0008315	TCONS_00004936.p1	BRALA26641, BRALA26640
OG0008316	TCONS_00055770.p1	BRALA31850, BRALA35094
OG0008317	TCONS_00015717.p1	BRALA19545
OG0008318	TCONS_00014897.p1	BRALA10037
OG0008319	TCONS_00050788.p1	BRALA25887, BRALA25888
OG0008320	TCONS_00026686.p1	BRALA29154
OG0008321	TCONS_00036424.p1, TCONS_00036415.p1, TCONS_00052180.p1	BRALA05519
OG0008322	TCONS_00046267.p1	BRALA02247
OG0008323	TCONS_00022548.p1	BRALA12203
OG0008324	TCONS_00005209.p1	BRALA28417
OG0008325	TCONS_00008359.p1	BRALA19943
OG0008326	TCONS_00016857.p1	BRALA10239
OG0008327	TCONS_00010127.p1	BRALA18892
OG0008328	TCONS_00041928.p1	BRALA28850
OG0008329	TCONS_00055454.p1	BRALA14806
OG0008330	TCONS_00011854.p1	BRALA12008
OG0008331	TCONS_00011682.p1	BRALA15204
OG0008332	TCONS_00026507.p1	BRALA29844
OG0008333	TCONS_00050937.p1	BRALA14313
OG0008334	TCONS_00016114.p1	BRALA10047
OG0008335	TCONS_00054585.p1	BRALA05150
OG0008336	TCONS_00047560.p1	BRALA15357
OG0008337	TCONS_00045332.p2	BRALA25417
OG0008338	TCONS_00045316.p1	BRALA01559
OG0008339	TCONS_00018555.p1	BRALA09633
OG0008341	TCONS_00009876.p1	BRALA24420
OG0008342	TCONS_00008163.p1	BRALA22028
OG0008343	TCONS_00018330.p1	BRALA10295
OG0008344	TCONS_00056217.p1	BRALA09206
OG0008346	TCONS_00004497.p1	BRALA10836
OG0008347	TCONS_00004068.p1	BRALA07053
OG0008348	TCONS_00015811.p1	BRALA02881
OG0008349	TCONS_00044046.p1	BRALA15925
OG0008350	TCONS_00012708.p1	BRALA06366
OG0008351	TCONS_00057084.p1	BRALA02173
OG0008352	TCONS_00028799.p1	BRALA08491
OG0008353	TCONS_00049591.p1	BRALA20086
OG0008354	TCONS_00028293.p1	BRALA31017, BRALA32314
OG0008355	TCONS_00011797.p1	BRALA31283
OG0008356	TCONS_00051279.p1	BRALA20022, BRALA20023
OG0008357	TCONS_00029292.p1	BRALA18497
OG0008358	TCONS_00008717.p1	BRALA33771
OG0008359	TCONS_00046387.p1	BRALA15128, BRALA15129
OG0008360	TCONS_00007589.p1	BRALA21258
OG0008361	TCONS_00045263.p1	BRALA16691
OG0008364	TCONS_00026913.p1	BRALA09903
OG0008365	TCONS_00021499.p1	BRALA14255
OG0008368	TCONS_00002675.p1	BRALA11399
OG0008370	TCONS_00020192.p1, TCONS_00045700.p1, TCONS_00046736.p1	BRALA30620
OG0008371	TCONS_00027431.p1	BRALA24474
OG0008373	TCONS_00036916.p1	BRALA02447
OG0008374	TCONS_00048049.p1, TCONS_00048054.p1	BRALA09241
OG0008376	TCONS_00039338.p1	BRALA00681, BRALA22097
OG0008377	TCONS_00056289.p1	BRALA07328
OG0008378	TCONS_00019276.p1	BRALA00143
OG0008379	TCONS_00053560.p1	BRALA00924
OG0008381	TCONS_00026138.p1	BRALA34490
OG0008382	TCONS_00008791.p1	BRALA03358
OG0008383	TCONS_00056702.p1	BRALA34425, BRALA34686
OG0008384	TCONS_00010601.p1	BRALA13373, BRALA13374
OG0008386	TCONS_00053240.p1	BRALA01056
OG0008387	TCONS_00006442.p1	BRALA27580
OG0008388	TCONS_00011934.p1, TCONS_00014939.p1	BRALA22482
OG0008389	TCONS_00013495.p1	BRALA06574
OG0008390	TCONS_00054553.p1, TCONS_00054552.p1	BRALA05244
OG0008391	TCONS_00015782.p1	BRALA02821
OG0008396	TCONS_00008160.p1	BRALA22030
OG0008397	TCONS_00019369.p1, TCONS_00035265.p1, TCONS_00054499.p1	BRALA25771, BRALA12679, BRALA27375
OG0008399	TCONS_00004746.p1	BRALA33684
OG0008400	TCONS_00053973.p1	BRALA29815, BRALA00697
OG0008401	TCONS_00047658.p1	BRALA17999
OG0008403	TCONS_00000579.p1	BRALA24505
OG0008404	TCONS_00016582.p1	BRALA23651
OG0008405	TCONS_00003976.p1, TCONS_00003750.p1	BRALA04805
OG0008405	TCONS_00003180.p1	BRALA04782
OG0008406	TCONS_00053366.p1	BRALA01198
OG0008410	TCONS_00056621.p1	BRALA17049
OG0008411	TCONS_00005065.p1	BRALA07369
OG0008412	TCONS_00027945.p1	BRALA13554
OG0008414	TCONS_00055281.p1	BRALA04459
OG0008415	TCONS_00044185.p1	BRALA11890
OG0008417	TCONS_00057186.p1, TCONS_00057187.p1, TCONS_00057188.p1, TCONS_00057189.p1	BRALA18262
OG0008418	TCONS_00056677.p1	BRALA06091
OG0008419	TCONS_00011688.p1	BRALA13393
OG0008422	TCONS_00011225.p1	BRALA18880
OG0008424	TCONS_00028179.p1	BRALA14612
OG0008425	TCONS_00007094.p1	BRALA03330
OG0008426	TCONS_00048292.p1, TCONS_00049589.p1	BRALA18961
OG0008427	TCONS_00000871.p1	BRALA08333
OG0008432	TCONS_00042592.p1	BRALA18703
OG0008435	TCONS_00026957.p1	BRALA33895
OG0008437	TCONS_00038046.p1	BRALA00511
OG0008443	TCONS_00001656.p1	BRALA19003
OG0008444	TCONS_00009745.p2	BRALA22302
OG0008446	TCONS_00020552.p1, TCONS_00043972.p1	BRALA01630
OG0008448	TCONS_00011216.p1	BRALA11933
OG0008453	TCONS_00025372.p1	BRALA07678
OG0008460	TCONS_00022973.p1, TCONS_00022974.p1	BRALA24281, BRALA24283
OG0008462	TCONS_00028842.p1	BRALA14603
OG0008475	TCONS_00002499.p1, TCONS_00003295.p1, TCONS_00025218.p1, TCONS_00021013.p1, TCONS_00023949.p1, TCONS_00012961.p1, TCONS_00021828.p1, TCONS_00038254.p1, TCONS_00021064.p1	BRALA35037, BRALA34164, BRALA25675, BRALA32429
OG0008507	TCONS_00028834.p1	BRALA15057
OG0008509	TCONS_00051127.p1	BRALA05523
OG0008512	TCONS_00016538.p1	BRALA02962, BRALA02961, BRALA02964
OG0008513	TCONS_00012624.p1, TCONS_00012627.p1, TCONS_00012628.p1	BRALA15101
OG0008514	TCONS_00043979.p1	BRALA15921
OG0008515	TCONS_00022547.p1	BRALA11973
OG0008516	TCONS_00010019.p1	BRALA10786, BRALA10911
OG0008519	TCONS_00054142.p1, TCONS_00054182.p1	BRALA31571
OG0008521	TCONS_00005002.p1, TCONS_00033403.p1, TCONS_00010461.p1	BRALA14075, BRALA14076
OG0008524	TCONS_00006173.p1	BRALA34791, BRALA35810
OG0008527	TCONS_00044992.p1, TCONS_00044994.p1	BRALA16647
OG0008528	TCONS_00050077.p1	BRALA01940
OG0008529	TCONS_00002000.p1, TCONS_00002007.p1	BRALA09012
OG0008530	TCONS_00030924.p1	BRALA03989
OG0008532	TCONS_00026652.p1	BRALA28388
OG0008533	TCONS_00002353.p1	BRALA28209
OG0008534	TCONS_00055322.p1	BRALA27649
OG0008535	TCONS_00023201.p1, TCONS_00023332.p1	BRALA22563
OG0008536	TCONS_00020792.p1	BRALA00355, BRALA00356
OG0008538	TCONS_00041723.p1	BRALA11832
OG0008539	TCONS_00009850.p1	BRALA31052
OG0008540	TCONS_00019944.p1	BRALA07940
OG0008541	TCONS_00024432.p1	BRALA02918
OG0008542	TCONS_00028830.p1	BRALA16597
OG0008543	TCONS_00002678.p1	BRALA04550
OG0008544	TCONS_00030513.p1	BRALA17943
OG0008545	TCONS_00031372.p1	BRALA17948
OG0008546	TCONS_00009322.p1	BRALA20223
OG0008547	TCONS_00051895.p1	BRALA05481
OG0008550	TCONS_00055094.p1	BRALA03273
OG0008551	TCONS_00002034.p1	BRALA15706
OG0008555	TCONS_00046007.p1	BRALA16626
OG0008556	TCONS_00011303.p1, TCONS_00011283.p1	BRALA22513
OG0008558	TCONS_00043814.p1	BRALA02508
OG0008559	TCONS_00019562.p1	BRALA00268
OG0008560	TCONS_00038069.p1	BRALA01988
OG0008561	TCONS_00006081.p1	BRALA28153
OG0008562	TCONS_00001004.p1	BRALA08959
OG0008563	TCONS_00006675.p1	BRALA29273
OG0008564	TCONS_00048627.p1	BRALA17330
OG0008565	TCONS_00028957.p1	BRALA21746
OG0008566	TCONS_00054240.p1	BRALA11541
OG0008567	TCONS_00011600.p1	BRALA00993
OG0008567	TCONS_00011602.p1	BRALA11796
OG0008569	TCONS_00009652.p1	BRALA12037
OG0008570	TCONS_00027979.p1	BRALA21939
OG0008572	TCONS_00000164.p1	BRALA19309
OG0008573	TCONS_00028949.p1	BRALA09463
OG0008574	TCONS_00056172.p1	BRALA11419
OG0008575	TCONS_00025715.p1	BRALA18250
OG0008576	TCONS_00027830.p1	BRALA11515, BRALA11513
OG0008577	TCONS_00014330.p1, TCONS_00014318.p1	BRALA06350
OG0008578	TCONS_00019482.p1	BRALA03455
OG0008579	TCONS_00045806.p1	BRALA15115
OG0008580	TCONS_00018455.p1	BRALA06915
OG0008582	TCONS_00024857.p1, TCONS_00024890.p1	BRALA03652
OG0008583	TCONS_00018557.p1	BRALA10200
OG0008587	TCONS_00055211.p1, TCONS_00041451.p1	BRALA17930
OG0008588	TCONS_00012906.p1	BRALA10465
OG0008589	TCONS_00048841.p1	BRALA12750
OG0008590	TCONS_00014348.p1	BRALA27378
OG0008591	TCONS_00012321.p1	BRALA15014
OG0008592	TCONS_00016163.p1	BRALA18436
OG0008593	TCONS_00047598.p1	BRALA28147
OG0008594	TCONS_00055609.p1	BRALA07379
OG0008595	TCONS_00002130.p1	BRALA19312
OG0008596	TCONS_00056290.p1	BRALA09201
OG0008597	TCONS_00044175.p1	BRALA28968
OG0008598	TCONS_00013530.p1	BRALA28701
OG0008599	TCONS_00042756.p1	BRALA08261, BRALA27115
OG0008599	TCONS_00012257.p1	BRALA15150
OG0008600	TCONS_00026821.p1	BRALA22361
OG0008601	TCONS_00042388.p1	BRALA20388
OG0008602	TCONS_00009504.p1, TCONS_00010870.p1	BRALA34147
OG0008603	TCONS_00003811.p1, TCONS_00003829.p1	BRALA30099
OG0008604	TCONS_00013472.p1, TCONS_00013471.p1	BRALA19507
OG0008605	TCONS_00026747.p1	BRALA11490
OG0008606	TCONS_00009179.p1	BRALA09692
OG0008607	TCONS_00015306.p1	BRALA27393
OG0008608	TCONS_00051193.p1	BRALA15840
OG0008609	TCONS_00012881.p1	BRALA13094
OG0008610	TCONS_00027015.p1	BRALA21675
OG0008611	TCONS_00014637.p1	BRALA10116
OG0008612	TCONS_00015184.p1	BRALA21312
OG0008613	TCONS_00049453.p1	BRALA15326
OG0008614	TCONS_00043624.p1, TCONS_00043648.p1	BRALA11854
OG0008617	TCONS_00048980.p1	BRALA15315
OG0008618	TCONS_00047716.p1	BRALA11013, BRALA11063, BRALA09335
OG0008619	TCONS_00009650.p1	BRALA23442
OG0008624	TCONS_00012984.p1	BRALA16482
OG0008625	TCONS_00008478.p1	BRALA03065
OG0008626	TCONS_00007557.p1	BRALA19975
OG0008627	TCONS_00042998.p1	BRALA11795
OG0008628	TCONS_00043516.p1	BRALA15875
OG0008629	TCONS_00027980.p1	BRALA21752
OG0008630	TCONS_00005902.p1	BRALA24237, BRALA28920
OG0008632	TCONS_00055886.p1	BRALA09185
OG0008633	TCONS_00012121.p1	BRALA22271
OG0008634	TCONS_00004471.p1	BRALA22279
OG0008636	TCONS_00029149.p1	BRALA18519
OG0008637	TCONS_00051122.p1	BRALA15802
OG0008638	TCONS_00020183.p1	BRALA04155
OG0008639	TCONS_00000996.p1	BRALA29796
OG0008641	TCONS_00010728.p1	BRALA29471
OG0008642	TCONS_00008591.p1	BRALA28732
OG0008643	TCONS_00048514.p1	BRALA19720
OG0008644	TCONS_00027476.p1	BRALA16311
OG0008645	TCONS_00018903.p1	BRALA27600
OG0008646	TCONS_00002305.p1	BRALA18831, BRALA18832
OG0008647	TCONS_00017727.p1, TCONS_00044814.p1	BRALA09658
OG0008648	TCONS_00010189.p1	BRALA34884, BRALA30218
OG0008649	TCONS_00012038.p1	BRALA22634
OG0008651	TCONS_00035616.p1, TCONS_00035716.p1	BRALA00594
OG0008653	TCONS_00020879.p1	BRALA29819
OG0008654	TCONS_00013145.p1	BRALA27377
OG0008655	TCONS_00048808.p1	BRALA20532
OG0008657	TCONS_00023995.p1	BRALA32006
OG0008658	TCONS_00017004.p1	BRALA21119
OG0008659	TCONS_00001536.p1	BRALA28628
OG0008660	TCONS_00029817.p1	BRALA16548
OG0008662	TCONS_00035288.p1	BRALA00592
OG0008663	TCONS_00010920.p1	BRALA34276
OG0008665	TCONS_00030850.p1	BRALA06807
OG0008666	TCONS_00039409.p1	BRALA25113
OG0008668	TCONS_00053617.p1, TCONS_00026885.p1, TCONS_00053618.p1	BRALA11434
OG0008669	TCONS_00056877.p1, TCONS_00056890.p1	BRALA16331
OG0008671	TCONS_00010941.p1	BRALA20873
OG0008672	TCONS_00028728.p1	BRALA18524, BRALA29802
OG0008673	TCONS_00011639.p1	BRALA20899
OG0008674	TCONS_00042679.p1	BRALA15953
OG0008675	TCONS_00011082.p1	BRALA22504
OG0008676	TCONS_00005105.p1	BRALA07254
OG0008677	TCONS_00018655.p1, TCONS_00018707.p1	BRALA05307
OG0008680	TCONS_00027814.p1	BRALA21682
OG0008681	TCONS_00018263.p1	BRALA10215
OG0008682	TCONS_00044991.p1	BRALA02229
OG0008684	TCONS_00020376.p1	BRALA10687
OG0008693	TCONS_00035275.p1	BRALA27587
OG0008694	TCONS_00037541.p1	BRALA18836
OG0008695	TCONS_00041674.p1, TCONS_00041671.p1, TCONS_00044108.p1, TCONS_00044085.p1, TCONS_00042783.p1	BRALA08251
OG0008696	TCONS_00041989.p1	BRALA11880
OG0008697	TCONS_00015573.p1	BRALA18391
OG0008698	TCONS_00027633.p1	BRALA03650
OG0008705	TCONS_00018862.p1	BRALA18575
OG0008709	TCONS_00023586.p1, TCONS_00023549.p1	BRALA07707
OG0008710	TCONS_00043751.p1, TCONS_00003876.p1, TCONS_00002915.p1, TCONS_00002916.p1	BRALA19246, BRALA19247
OG0008712	TCONS_00040804.p1, TCONS_00040144.p1	BRALA17497, BRALA11874, BRALA01155, BRALA09917, BRALA22555
OG0008719	TCONS_00018564.p1, TCONS_00033417.p1, TCONS_00032941.p1, TCONS_00033419.p1, TCONS_00033420.p1, TCONS_00032940.p1, TCONS_00033311.p1, TCONS_00033314.p1, TCONS_00033455.p1, TCONS_00032967.p1, TCONS_00032945.p1, TCONS_00032346.p1, TCONS_00032943.p1, TCONS_00033315.p1, TCONS_00033323.p1, TCONS_00033324.p1, TCONS_00033318.p1, TCONS_00032869.p1, TCONS_00033325.p1, TCONS_00033322.p1, TCONS_00033320.p1	BRALA14880
OG0008720	TCONS_00008684.p1	BRALA27056, BRALA20012
OG0008753	TCONS_00015587.p1	BRALA02594
OG0008758	TCONS_00016870.p1	BRALA19426
OG0008760	TCONS_00052857.p1	BRALA14035
OG0008762	TCONS_00029369.p1	BRALA21759
OG0008763	TCONS_00010831.p1	BRALA10887
OG0008764	TCONS_00013849.p1	BRALA06448
OG0008765	TCONS_00056295.p1	BRALA00158
OG0008766	TCONS_00029152.p1	BRALA13488
OG0008767	TCONS_00016919.p1, TCONS_00016924.p1	BRALA09777
OG0008770	TCONS_00042982.p1	BRALA28302
OG0008771	TCONS_00019581.p1	BRALA29707
OG0008772	TCONS_00011469.p1	BRALA21472
OG0008773	TCONS_00003459.p1	BRALA28978
OG0008774	TCONS_00037771.p1, TCONS_00037772.p1	BRALA20726
OG0008779	TCONS_00017140.p1	BRALA13753
OG0008780	TCONS_00010097.p1	BRALA17416
OG0008781	TCONS_00049075.p1	BRALA24780
OG0008782	TCONS_00041068.p1	BRALA28545
OG0008784	TCONS_00053147.p1	BRALA00992
OG0008786	TCONS_00048618.p1	BRALA20053
OG0008788	TCONS_00056689.p1	BRALA20266
OG0008789	TCONS_00025261.p1	BRALA22759
OG0008789	TCONS_00023879.p1	BRALA35300
OG0008790	TCONS_00010841.p1	BRALA20707
OG0008792	TCONS_00020074.p1	BRALA04071
OG0008793	TCONS_00056529.p1	BRALA25531
OG0008794	TCONS_00042636.p1	BRALA31199
OG0008796	TCONS_00010955.p1	BRALA10765
OG0008797	TCONS_00005645.p1	BRALA14918
OG0008798	TCONS_00042486.p1	BRALA18668
OG0008799	TCONS_00014650.p1	BRALA31717
OG0008800	TCONS_00035292.p1	BRALA12044
OG0008801	TCONS_00037683.p1	BRALA35445, BRALA32559, BRALA29232
OG0008802	TCONS_00013895.p1	BRALA13112
OG0008803	TCONS_00026335.p1, TCONS_00026345.p1	BRALA35904
OG0008803	TCONS_00003394.p1	BRALA21165
OG0008804	TCONS_00009879.p1	BRALA13316
OG0008805	TCONS_00019691.p1	BRALA07794
OG0008806	TCONS_00056870.p1	BRALA06332
OG0008809	TCONS_00017568.p1	BRALA32116, BRALA32117, BRALA32118, BRALA25009, BRALA25008
OG0008810	TCONS_00002094.p1	BRALA25429
OG0008811	TCONS_00009409.p1, TCONS_00009427.p1	BRALA21997
OG0008812	TCONS_00011977.p1	BRALA23463
OG0008813	TCONS_00028092.p1	BRALA13478
OG0008820	TCONS_00056927.p1	BRALA30147
OG0008821	TCONS_00000165.p1	BRALA19308
OG0008822	TCONS_00013114.p1	BRALA06559
OG0008823	TCONS_00005406.p1	BRALA14958
OG0008824	TCONS_00016059.p1	BRALA02996
OG0008825	TCONS_00006805.p1	BRALA22801, BRALA32453
OG0008826	TCONS_00054698.p1, TCONS_00054623.p1	BRALA05017
OG0008828	TCONS_00003600.p1	BRALA04831
OG0008829	TCONS_00032677.p1, TCONS_00032052.p1, TCONS_00032053.p1, TCONS_00032651.p1	BRALA04028
OG0008830	TCONS_00053189.p1	BRALA05255
OG0008831	TCONS_00027119.p1	BRALA23986
OG0008832	TCONS_00050827.p1	BRALA05684
OG0008833	TCONS_00009597.p1	BRALA13348
OG0008834	TCONS_00044843.p1	BRALA01773
OG0008835	TCONS_00022397.p1	BRALA13701
OG0008836	TCONS_00004766.p1, TCONS_00006082.p1	BRALA24617
OG0008837	TCONS_00006551.p1	BRALA17709
OG0008838	TCONS_00017022.p1	BRALA22701
OG0008840	TCONS_00007279.p1	BRALA03104
OG0008841	TCONS_00012470.p1	BRALA16713
OG0008842	TCONS_00010263.p1	BRALA10898
OG0008844	TCONS_00009445.p1	BRALA03082
OG0008845	TCONS_00001126.p1	BRALA29479
OG0008846	TCONS_00043695.p1	BRALA19450
OG0008847	TCONS_00010081.p1	BRALA24430
OG0008848	TCONS_00011829.p1	BRALA21485
OG0008849	TCONS_00006864.p1, TCONS_00046893.p2	BRALA09832, BRALA31508, BRALA26560, BRALA11617, BRALA26969, BRALA28343, BRALA21158, BRALA14343, BRALA22265, BRALA27946, BRALA12855, BRALA16968, BRALA06878, BRALA31479
OG0008850	TCONS_00026863.p1	BRALA11452
OG0008851	TCONS_00014663.p1	BRALA28866
OG0008853	TCONS_00052207.p1	BRALA19593
OG0008855	TCONS_00026694.p1	BRALA02652
OG0008856	TCONS_00018641.p1	BRALA13489
OG0008857	TCONS_00051271.p1	BRALA08584
OG0008859	TCONS_00026115.p1	BRALA33386
OG0008860	TCONS_00007787.p1	BRALA26576
OG0008861	TCONS_00009011.p1	BRALA26569
OG0008862	TCONS_00054181.p1, TCONS_00054141.p1, TCONS_00053044.p1, TCONS_00053087.p1	BRALA01344
OG0008863	TCONS_00014413.p1	BRALA25613
OG0008864	TCONS_00049233.p1	BRALA27875
OG0008866	TCONS_00022225.p1	BRALA16223
OG0008867	TCONS_00019120.p1	BRALA04060
OG0008868	TCONS_00013342.p1	BRALA11155
OG0008870	TCONS_00005116.p1	BRALA24152
OG0008871	TCONS_00040106.p1	BRALA08064
OG0008872	TCONS_00053192.p1	BRALA05136
OG0008875	TCONS_00028555.p1	BRALA14660
OG0008876	TCONS_00030923.p1, TCONS_00030920.p1	BRALA03931
