Orthogroup	PFLAV	DROME
OG0006500	TCONS_00009974.p1	DROME02408
OG0006501	TCONS_00010106.p1	DROME07620
OG0006504	TCONS_00006488.p1	DROME01726
OG0006505	TCONS_00056089.p1	DROME19279
OG0006507	TCONS_00049530.p1	DROME11241, DROME13160
OG0006510	TCONS_00009163.p1	DROME21078
OG0006511	TCONS_00007950.p1	DROME02030
OG0006512	TCONS_00011733.p1	DROME14203
OG0006514	TCONS_00043974.p1	DROME04973
OG0006515	TCONS_00004438.p1	DROME17220
OG0006516	TCONS_00010802.p1	DROME07746
OG0006517	TCONS_00020570.p1	DROME16077, DROME16076
OG0006518	TCONS_00001085.p1	DROME12457
OG0006519	TCONS_00009727.p1	DROME10463
OG0006520	TCONS_00042468.p1, TCONS_00042416.p1	DROME01601
OG0006522	TCONS_00005801.p1, TCONS_00005787.p1	DROME21565, DROME21563, DROME21564
OG0006523	TCONS_00011605.p1	DROME13324
OG0006524	TCONS_00048319.p1	DROME08322
OG0006525	TCONS_00047745.p1	DROME16242
OG0006526	TCONS_00008656.p1	DROME10066
OG0006528	TCONS_00004367.p1	DROME03901, DROME03902, DROME03900
OG0006530	TCONS_00029282.p1	DROME02632
OG0006532	TCONS_00053038.p1, TCONS_00053081.p1	DROME18743
OG0006533	TCONS_00001339.p1	DROME11744, DROME11742, DROME11745, DROME11743
OG0006536	TCONS_00026188.p1	DROME00110
OG0006537	TCONS_00041692.p1	DROME17569
OG0006538	TCONS_00018708.p1, TCONS_00018657.p1	DROME00930
OG0006540	TCONS_00022205.p1	DROME04024
OG0006543	TCONS_00017046.p1	DROME19675
OG0006544	TCONS_00008190.p1, TCONS_00008179.p1	DROME08098
OG0006545	TCONS_00056038.p1	DROME14793
OG0006546	TCONS_00011832.p1	DROME03836
OG0006547	TCONS_00015546.p1	DROME21566
OG0006549	TCONS_00048349.p1	DROME08226
OG0006550	TCONS_00049126.p1	DROME12314
OG0006551	TCONS_00015875.p1	DROME01560
OG0006552	TCONS_00029062.p1	DROME02022
OG0006553	TCONS_00014564.p1	DROME06750
OG0006554	TCONS_00005063.p1	DROME13465
OG0006556	TCONS_00001090.p1	DROME10784
OG0006557	TCONS_00005264.p1	DROME08144
OG0006560	TCONS_00010738.p1	DROME17786
OG0006561	TCONS_00009958.p1	DROME15269
OG0006567	TCONS_00045499.p1	DROME01202
OG0006568	TCONS_00045070.p1	DROME05220
OG0006569	TCONS_00004482.p1	DROME20993
OG0006570	TCONS_00016369.p1, TCONS_00015384.p1	DROME20261
OG0006571	TCONS_00027928.p1	DROME05601
OG0006573	TCONS_00005210.p1	DROME14640
OG0006574	TCONS_00029325.p1	DROME19778
OG0006577	TCONS_00054554.p1	DROME16628
OG0006578	TCONS_00026429.p1	DROME15457
OG0006580	TCONS_00003702.p1	DROME00474
OG0006582	TCONS_00028748.p1	DROME02599, DROME02598, DROME02600
OG0006583	TCONS_00002402.p1	DROME16903
OG0006584	TCONS_00009190.p1	DROME07289
OG0006585	TCONS_00011678.p1	DROME00295, DROME00294
OG0006586	TCONS_00056653.p1	DROME11738, DROME02891
OG0006587	TCONS_00011724.p1	DROME02493
OG0006588	TCONS_00049561.p1	DROME21457
OG0006590	TCONS_00006410.p1, TCONS_00006411.p1	DROME17574
OG0006593	TCONS_00033505.p1	DROME11713
OG0006594	TCONS_00005014.p1	DROME12981
OG0006595	TCONS_00029764.p1	DROME20933
OG0006596	TCONS_00007790.p1	DROME13730, DROME13731
OG0006597	TCONS_00042667.p1	DROME19349
OG0006598	TCONS_00029076.p1	DROME15235
OG0006599	TCONS_00031431.p1	DROME13830, DROME13829
OG0006602	TCONS_00056704.p1	DROME18117
OG0006603	TCONS_00007117.p1	DROME08268, DROME08267
OG0006604	TCONS_00006520.p1	DROME10779
OG0006607	TCONS_00044660.p1	DROME06763
OG0006608	TCONS_00021081.p1	DROME15074
OG0006609	TCONS_00056679.p1	DROME08965
OG0006610	TCONS_00012981.p1	DROME00685
OG0006611	TCONS_00055553.p1	DROME04706, DROME04707
OG0006612	TCONS_00053948.p1	DROME07454
OG0006613	TCONS_00020318.p1	DROME02162, DROME02161
OG0006614	TCONS_00036181.p1	DROME03471
OG0006615	TCONS_00055565.p1	DROME05191
OG0006616	TCONS_00022755.p1	DROME04436, DROME04435
OG0006619	TCONS_00045095.p1	DROME20837, DROME20836
OG0006622	TCONS_00021887.p1	DROME13807
OG0006623	TCONS_00025757.p1, TCONS_00025795.p1	DROME03084
OG0006628	TCONS_00050775.p1	DROME04083, DROME04082
OG0006630	TCONS_00032852.p1	DROME13179
OG0006631	TCONS_00003832.p1	DROME06287
OG0006633	TCONS_00045550.p1	DROME10769
OG0006634	TCONS_00005070.p1	DROME05352
OG0006635	TCONS_00027064.p1	DROME12947
OG0006636	TCONS_00012633.p1	DROME02119
OG0006637	TCONS_00013489.p1	DROME01008
OG0006638	TCONS_00008465.p1	DROME10155
OG0006640	TCONS_00006552.p1	DROME00615
OG0006642	TCONS_00014397.p1	DROME08951
OG0006646	TCONS_00028509.p1	DROME15373
OG0006647	TCONS_00009340.p2	DROME02033
OG0006649	TCONS_00010217.p1, TCONS_00011294.p1, TCONS_00011271.p1	DROME00086
OG0006650	TCONS_00042837.p1	DROME04683, DROME04682
OG0006651	TCONS_00000270.p1	DROME04694
OG0006653	TCONS_00007193.p1	DROME10989, DROME10990
OG0006655	TCONS_00028473.p1	DROME18847
OG0006657	TCONS_00006349.p1	DROME19456, DROME19455
OG0006658	TCONS_00045451.p1, TCONS_00045482.p1	DROME21096
OG0006662	TCONS_00035039.p1	DROME19864
OG0006663	TCONS_00006144.p1, TCONS_00006163.p1	DROME13134
OG0006664	TCONS_00015932.p1	DROME04463
OG0006666	TCONS_00048338.p1	DROME07406, DROME07405, DROME07404, DROME07403
OG0006667	TCONS_00015836.p1	DROME06736
OG0006668	TCONS_00042523.p1	DROME09203, DROME09202, DROME09204
OG0006669	TCONS_00052745.p1	DROME09383
OG0006670	TCONS_00016009.p1	DROME03282
OG0006673	TCONS_00025948.p1	DROME03524
OG0006677	TCONS_00013225.p1	DROME21382
OG0006678	TCONS_00013801.p1	DROME02009
OG0006679	TCONS_00026672.p1	DROME03949, DROME03948
OG0006681	TCONS_00056930.p1	DROME07359, DROME07360
OG0006684	TCONS_00047879.p1	DROME10607
OG0006686	TCONS_00044306.p1, TCONS_00016179.p1	DROME10194
OG0006689	TCONS_00028006.p1	DROME16220, DROME06540
OG0006690	TCONS_00048041.p1	DROME00556
OG0006691	TCONS_00053236.p1	DROME16256
OG0006692	TCONS_00003067.p1	DROME03538
OG0006694	TCONS_00002311.p1	DROME08808
OG0006695	TCONS_00010698.p1	DROME15570
OG0006697	TCONS_00026718.p1	DROME13987
OG0006698	TCONS_00008813.p1	DROME10462, DROME10461
OG0006701	TCONS_00010259.p1, TCONS_00000764.p1, TCONS_00010257.p1	DROME00992
OG0006702	TCONS_00044891.p1	DROME02407
OG0006703	TCONS_00045997.p1	DROME12345
OG0006705	TCONS_00052193.p1	DROME10883
OG0006706	TCONS_00014874.p1	DROME18775
OG0006707	TCONS_00014958.p1	DROME19785
OG0006708	TCONS_00029711.p1	DROME07913
OG0006709	TCONS_00056346.p1	DROME12082
OG0006710	TCONS_00028493.p1	DROME13063, DROME13065, DROME13064
OG0006712	TCONS_00007395.p1	DROME09518, DROME09519
OG0006714	TCONS_00026867.p1	DROME13246
OG0006717	TCONS_00012131.p1	DROME10030
OG0006719	TCONS_00014267.p1	DROME11683
OG0006721	TCONS_00027927.p1	DROME06897
OG0006722	TCONS_00053746.p1	DROME04394
OG0006723	TCONS_00050670.p1	DROME17509
OG0006724	TCONS_00050671.p1	DROME13169
OG0006725	TCONS_00048951.p1	DROME01185
OG0006726	TCONS_00044651.p1	DROME11357
OG0006727	TCONS_00002233.p1, TCONS_00047000.p1	DROME13434
OG0006728	TCONS_00055761.p1	DROME19775
OG0006730	TCONS_00044178.p1	DROME10467
OG0006731	TCONS_00048222.p1	DROME07141
OG0006732	TCONS_00020263.p1	DROME16398
OG0006733	TCONS_00010742.p1	DROME12191, DROME12192
OG0006734	TCONS_00010746.p1	DROME14590
OG0006735	TCONS_00006698.p1, TCONS_00006692.p1	DROME21577
OG0006737	TCONS_00007118.p1	DROME08119
OG0006739	TCONS_00027123.p1	DROME14549
OG0006741	TCONS_00047318.p1	DROME13025
OG0006742	TCONS_00043768.p1	DROME17425
OG0006743	TCONS_00047854.p1	DROME14112
OG0006745	TCONS_00050410.p1	DROME12660
OG0006748	TCONS_00018819.p1	DROME00422
OG0006749	TCONS_00042544.p1	DROME18950
OG0006750	TCONS_00018018.p1	DROME09705
OG0006753	TCONS_00011610.p1	DROME16826
OG0006754	TCONS_00008287.p1	DROME03000
OG0006755	TCONS_00042769.p1	DROME13740
OG0006757	TCONS_00011154.p1	DROME14155
OG0006758	TCONS_00057241.p1	DROME17868, DROME17867
OG0006760	TCONS_00052472.p1	DROME19427
OG0006762	TCONS_00009970.p1	DROME14028
OG0006765	TCONS_00020825.p1	DROME10592, DROME10591
OG0006766	TCONS_00022745.p1	DROME03426
OG0006768	TCONS_00040904.p1	DROME02900
OG0006769	TCONS_00023716.p1, TCONS_00029383.p1	DROME06420
OG0006770	TCONS_00029250.p1	DROME13620
OG0006772	TCONS_00026780.p1	DROME15798, DROME09251
OG0006777	TCONS_00010464.p1	DROME18870, DROME18871
OG0006780	TCONS_00011880.p1	DROME20962
OG0006826	TCONS_00041653.p1	DROME14383
OG0006828	TCONS_00028430.p1	DROME08100, DROME08101, DROME21318
OG0006830	TCONS_00010805.p1	DROME11906
OG0006832	TCONS_00009744.p1	DROME16492, DROME16493
OG0006833	TCONS_00007887.p1	DROME06375
OG0006835	TCONS_00000118.p1	DROME02280, DROME02306
OG0006838	TCONS_00012572.p1	DROME08307
OG0006842	TCONS_00052911.p1	DROME20782
OG0006843	TCONS_00029554.p1	DROME06952
OG0006844	TCONS_00028350.p1	DROME01743
OG0006845	TCONS_00010267.p1	DROME17007
OG0006846	TCONS_00010501.p1	DROME08329
OG0006849	TCONS_00011426.p1	DROME03499
OG0006851	TCONS_00026166.p1	DROME10053
OG0006852	TCONS_00017237.p1	DROME13239
OG0006856	TCONS_00007016.p1	DROME17826
OG0006857	TCONS_00021829.p1	DROME13855
OG0006860	TCONS_00008747.p1	DROME20680, DROME20679
OG0006862	TCONS_00011019.p1	DROME15144
OG0006864	TCONS_00041648.p1	DROME02889
OG0006865	TCONS_00022194.p1	DROME12006
OG0006868	TCONS_00010919.p1	DROME14011, DROME14010
OG0006870	TCONS_00021310.p1	DROME14456
OG0006871	TCONS_00022851.p1	DROME13968
OG0006874	TCONS_00013010.p1	DROME19509
OG0006875	TCONS_00057246.p1	DROME18909
OG0006876	TCONS_00054383.p1	DROME04074
OG0006877	TCONS_00042767.p1	DROME14060
OG0006878	TCONS_00054061.p1	DROME10685, DROME10684
OG0006880	TCONS_00014869.p1	DROME13822
OG0006881	TCONS_00043849.p1	DROME07121
OG0006882	TCONS_00008216.p1	DROME09123
OG0006885	TCONS_00012966.p1	DROME10284
OG0006886	TCONS_00023776.p1	DROME21253
OG0006887	TCONS_00055244.p1	DROME13817
OG0006888	TCONS_00017203.p1	DROME19638
OG0006889	TCONS_00007492.p1	DROME21560, DROME21559
OG0006890	TCONS_00026380.p1	DROME08143
OG0006891	TCONS_00005459.p1	DROME18748
OG0006892	TCONS_00055599.p1	DROME00140
OG0006893	TCONS_00013269.p1	DROME12133
OG0006894	TCONS_00013687.p1	DROME05303
OG0006895	TCONS_00056044.p1	DROME01866
OG0006897	TCONS_00028324.p1	DROME19217
OG0006898	TCONS_00008723.p1	DROME10588, DROME10587
OG0006900	TCONS_00000838.p1, TCONS_00000847.p1	DROME09764, DROME09765
OG0006901	TCONS_00056765.p1	DROME11048, DROME14826
OG0006902	TCONS_00036412.p1	DROME14332
OG0006905	TCONS_00008743.p1	DROME14624, DROME14623
OG0006906	TCONS_00006172.p1	DROME15670
OG0006907	TCONS_00045849.p1	DROME02137, DROME02136
OG0006909	TCONS_00049209.p1	DROME06225
OG0006914	TCONS_00028393.p1	DROME08141
OG0006918	TCONS_00046489.p1	DROME03248
OG0006919	TCONS_00026791.p1	DROME06069
OG0006920	TCONS_00001003.p1	DROME01129
OG0006923	TCONS_00002022.p1	DROME11746
OG0006924	TCONS_00019814.p1	DROME14721
OG0006925	TCONS_00056528.p1	DROME11109
OG0006926	TCONS_00017933.p1	DROME00053
OG0006927	TCONS_00056916.p1	DROME11010
OG0006931	TCONS_00016839.p1	DROME11546
OG0006932	TCONS_00013192.p1	DROME16429
OG0006934	TCONS_00021826.p1	DROME00627
OG0006935	TCONS_00027216.p1	DROME17600
OG0006936	TCONS_00026943.p1	DROME12923
OG0006937	TCONS_00023523.p1, TCONS_00023513.p1, TCONS_00023468.p1	DROME00527
OG0006938	TCONS_00048561.p1	DROME14949
OG0006940	TCONS_00020637.p1	DROME19018, DROME19017
OG0006942	TCONS_00011962.p1	DROME17406
OG0006943	TCONS_00016606.p1	DROME05311, DROME05310, DROME05312
OG0006944	TCONS_00048959.p1, TCONS_00032488.p1	DROME07597
OG0006945	TCONS_00057264.p1	DROME04092, DROME04093
OG0006946	TCONS_00015357.p1	DROME06810
OG0006948	TCONS_00012980.p1	DROME10887
OG0006949	TCONS_00019352.p1	DROME17510
OG0006951	TCONS_00004238.p1	DROME19073
OG0006952	TCONS_00007043.p1	DROME11379
OG0006953	TCONS_00057019.p1	DROME15970
OG0006954	TCONS_00010499.p1	DROME13996, DROME13995
OG0006957	TCONS_00026693.p1	DROME16961
OG0006958	TCONS_00016237.p1	DROME12297
OG0006959	TCONS_00017783.p1	DROME10650
OG0006960	TCONS_00000655.p1	DROME21228
OG0006962	TCONS_00051747.p1	DROME03277
OG0006964	TCONS_00013322.p1	DROME19570
OG0006965	TCONS_00030810.p1	DROME01022, DROME14680, DROME01021
OG0006966	TCONS_00021949.p1	DROME12638, DROME12639
OG0006967	TCONS_00013925.p1, TCONS_00013924.p1	DROME01193
OG0006968	TCONS_00008544.p1	DROME19323
OG0006969	TCONS_00027604.p1	DROME16910
OG0006970	TCONS_00006686.p1	DROME11918
OG0006971	TCONS_00006676.p1	DROME11799, DROME11798
OG0006973	TCONS_00001025.p1	DROME15580
OG0006975	TCONS_00001197.p1	DROME07368
OG0006977	TCONS_00047323.p1	DROME16367
OG0006979	TCONS_00057104.p1, TCONS_00057116.p1	DROME08887
OG0006980	TCONS_00052008.p1	DROME12138
OG0006982	TCONS_00027060.p1	DROME16125
OG0006983	TCONS_00051148.p1	DROME07189
OG0006984	TCONS_00024114.p1	DROME08885
OG0006985	TCONS_00049518.p1	DROME14217
OG0006988	TCONS_00010329.p1	DROME01608
OG0006989	TCONS_00055897.p1	DROME21716, DROME21715, DROME01750
OG0006990	TCONS_00030941.p1	DROME10642
OG0006991	TCONS_00045078.p1	DROME04692
OG0006992	TCONS_00052895.p1	DROME13157
OG0006994	TCONS_00002645.p1	DROME04632
OG0006995	TCONS_00001363.p1	DROME04021
OG0006996	TCONS_00010926.p1	DROME01798
OG0006997	TCONS_00048268.p1	DROME06801
OG0006998	TCONS_00056048.p1	DROME01960
OG0006999	TCONS_00018389.p1	DROME11377
OG0007000	TCONS_00026369.p1, TCONS_00026368.p1	DROME11064, DROME16292
OG0007001	TCONS_00035924.p1	DROME08011
OG0007002	TCONS_00016683.p1	DROME07791
OG0007003	TCONS_00007710.p1	DROME00287
OG0007005	TCONS_00005914.p1	DROME09757
OG0007007	TCONS_00047237.p1	DROME00847
OG0007009	TCONS_00031874.p1	DROME17681
OG0007010	TCONS_00042742.p1	DROME01605
OG0007011	TCONS_00043983.p1	DROME20885
OG0007012	TCONS_00030131.p1	DROME22023
OG0007013	TCONS_00013691.p1	DROME01987
OG0007014	TCONS_00026656.p1	DROME08628
OG0007015	TCONS_00009257.p1	DROME19728
OG0007016	TCONS_00007491.p1	DROME20048
OG0007017	TCONS_00021378.p1, TCONS_00021379.p1	DROME16395
OG0007018	TCONS_00013158.p1	DROME04944
OG0007022	TCONS_00056686.p1	DROME14811
OG0007023	TCONS_00049329.p1	DROME06431
OG0007024	TCONS_00048088.p1	DROME17667, DROME19376
OG0007025	TCONS_00055826.p1	DROME04842
OG0007027	TCONS_00047558.p1	DROME20714
OG0007030	TCONS_00030781.p1	DROME20793
OG0007032	TCONS_00030058.p1, TCONS_00000637.p1	DROME01322
OG0007033	TCONS_00011250.p1	DROME18841
OG0007034	TCONS_00054961.p1	DROME06058
OG0007035	TCONS_00034953.p1	DROME00441, DROME00440
OG0007036	TCONS_00014868.p1	DROME10185
OG0007037	TCONS_00055622.p1	DROME13026
OG0007039	TCONS_00011868.p1	DROME20966, DROME20965
OG0007040	TCONS_00015577.p1	DROME02611
OG0007041	TCONS_00033170.p1	DROME00583, DROME00582
OG0007042	TCONS_00003604.p1	DROME08739
OG0007043	TCONS_00027745.p1	DROME02534
OG0007044	TCONS_00043439.p1	DROME05564
OG0007045	TCONS_00054903.p1	DROME14367, DROME14366
OG0007046	TCONS_00001135.p1	DROME15728
OG0007047	TCONS_00015352.p1	DROME00193, DROME00194
OG0007048	TCONS_00013693.p1	DROME01791, DROME19143
OG0007049	TCONS_00051136.p1	DROME16917
OG0007050	TCONS_00027092.p1	DROME06887
OG0007051	TCONS_00019671.p1	DROME15152
OG0007053	TCONS_00033075.p1	DROME16115
OG0007054	TCONS_00006174.p1	DROME10899
OG0007055	TCONS_00006739.p1	DROME01836
OG0007056	TCONS_00003503.p1	DROME21912
OG0007058	TCONS_00040470.p1	DROME16980
OG0007059	TCONS_00027327.p1	DROME17512, DROME17511, DROME17513
OG0007061	TCONS_00026381.p1	DROME21168
OG0007062	TCONS_00051560.p1	DROME01875
OG0007063	TCONS_00013713.p1	DROME04000
OG0007068	TCONS_00030207.p1	DROME19884
OG0007069	TCONS_00009852.p1	DROME19398
OG0007073	TCONS_00051978.p1	DROME16763
OG0007074	TCONS_00036890.p1	DROME01655
OG0007075	TCONS_00031214.p1, TCONS_00031191.p1	DROME11946
OG0007081	TCONS_00016796.p1	DROME01767, DROME01766
OG0007082	TCONS_00017347.p1, TCONS_00017363.p1	DROME01955, DROME01957, DROME01956, DROME01954
OG0007083	TCONS_00016430.p1	DROME03474
OG0007084	TCONS_00007233.p1	DROME17683, DROME09532
OG0007089	TCONS_00022106.p1	DROME12957
OG0007090	TCONS_00054332.p1	DROME20794
OG0007091	TCONS_00046618.p1	DROME06753
OG0007092	TCONS_00009665.p1	DROME18902, DROME06271
OG0007093	TCONS_00053768.p1	DROME16944
OG0007095	TCONS_00012814.p1	DROME11360
OG0007097	TCONS_00052445.p1, TCONS_00040903.p1	DROME14761
OG0007098	TCONS_00033201.p1, TCONS_00008826.p1	DROME02756
OG0007099	TCONS_00009517.p1	DROME16425
OG0007100	TCONS_00049528.p1	DROME01519, DROME01520
OG0007103	TCONS_00030082.p1	DROME15968, DROME15969
OG0007105	TCONS_00006169.p1	DROME03967
OG0007106	TCONS_00047227.p1	DROME13665
OG0007107	TCONS_00014572.p1	DROME06221
OG0007112	TCONS_00029738.p1	DROME21664, DROME21665
OG0007113	TCONS_00047530.p1	DROME08212
OG0007114	TCONS_00008157.p1	DROME08700
OG0007116	TCONS_00013947.p1	DROME18939
OG0007117	TCONS_00047577.p1	DROME09414
OG0007118	TCONS_00001877.p1	DROME16742
OG0007119	TCONS_00052985.p1, TCONS_00052977.p1	DROME02006
OG0007120	TCONS_00053428.p1	DROME12932
OG0007121	TCONS_00011260.p1	DROME14887
OG0007124	TCONS_00043163.p1	DROME19157
OG0007125	TCONS_00034395.p1, TCONS_00034463.p1	DROME00216
OG0007126	TCONS_00010845.p1	DROME01679
OG0007127	TCONS_00019274.p1	DROME14552
OG0007128	TCONS_00054786.p1, TCONS_00038866.p1	DROME09591
OG0007129	TCONS_00026026.p1	DROME09207, DROME09208
OG0007130	TCONS_00047510.p1	DROME03247
OG0007131	TCONS_00053264.p1	DROME17642
OG0007132	TCONS_00046363.p1	DROME04510
OG0007134	TCONS_00041920.p1	DROME13786, DROME13787
OG0007136	TCONS_00028952.p1	DROME06497
OG0007137	TCONS_00014362.p1	DROME08116
OG0007138	TCONS_00015362.p1	DROME13828
OG0007139	TCONS_00016896.p1	DROME20628, DROME22010, DROME22009, DROME19837
OG0007140	TCONS_00053561.p1	DROME15375, DROME15374
OG0007143	TCONS_00045330.p1	DROME02690
OG0007144	TCONS_00011322.p1	DROME12565, DROME12567, DROME12566
OG0007145	TCONS_00046303.p1	DROME13245
OG0007146	TCONS_00017342.p1, TCONS_00017359.p1	DROME11547
OG0007147	TCONS_00050872.p1	DROME17710
OG0007150	TCONS_00008146.p1	DROME13333
OG0007151	TCONS_00042529.p1	DROME07790
OG0007153	TCONS_00011695.p1	DROME14766
OG0007154	TCONS_00009690.p1	DROME05203
OG0007158	TCONS_00007848.p1	DROME10619
OG0007160	TCONS_00009021.p1	DROME04948
OG0007163	TCONS_00029121.p1	DROME03396
OG0007164	TCONS_00002256.p1	DROME07185, DROME07184
OG0007165	TCONS_00017776.p1	DROME14270
OG0007166	TCONS_00024144.p1	DROME05148, DROME04552
OG0007171	TCONS_00010138.p1	DROME12461
OG0007173	TCONS_00051896.p1	DROME02748
OG0007174	TCONS_00007979.p1	DROME04393
OG0007175	TCONS_00023372.p1, TCONS_00023371.p1, TCONS_00023408.p1	DROME21360
OG0007176	TCONS_00040411.p1	DROME06904
OG0007177	TCONS_00010636.p1	DROME20944
OG0007178	TCONS_00016052.p1	DROME03988
OG0007180	TCONS_00029666.p1, TCONS_00028776.p1	DROME20745
OG0007181	TCONS_00038911.p1, TCONS_00041145.p1	DROME05345
OG0007183	TCONS_00046337.p1	DROME07166
OG0007184	TCONS_00018313.p1	DROME21036, DROME17546
OG0007186	TCONS_00003055.p1	DROME00062
OG0007187	TCONS_00019991.p1	DROME15404
OG0007188	TCONS_00056408.p1	DROME20960
OG0007189	TCONS_00012994.p1	DROME05467
OG0007191	TCONS_00054320.p1	DROME03633
OG0007192	TCONS_00056981.p1	DROME21735
OG0007198	TCONS_00029381.p1, TCONS_00023717.p1	DROME19511, DROME19512
OG0007200	TCONS_00031248.p1	DROME00880, DROME00879
OG0007201	TCONS_00012488.p1	DROME18595
OG0007209	TCONS_00005099.p1	DROME20678
OG0007213	TCONS_00012239.p1	DROME01745, DROME01746
OG0007248	TCONS_00008889.p1	DROME21365
OG0007251	TCONS_00029700.p1	DROME21854
OG0007253	TCONS_00007438.p1	DROME00305
OG0007254	TCONS_00050275.p1	DROME17212, DROME17211
OG0007256	TCONS_00013533.p1	DROME15121
OG0007258	TCONS_00029836.p1	DROME03306
OG0007260	TCONS_00010130.p1	DROME22107
OG0007261	TCONS_00054521.p1	DROME07070
OG0007264	TCONS_00009451.p1	DROME04401
OG0007266	TCONS_00049668.p1	DROME03348
OG0007267	TCONS_00053410.p1	DROME07785
OG0007269	TCONS_00017528.p1, TCONS_00018132.p1	DROME10599
OG0007271	TCONS_00013933.p1	DROME10780, DROME10781
OG0007274	TCONS_00004667.p1	DROME13219
OG0007275	TCONS_00005999.p1	DROME08181
OG0007279	TCONS_00005992.p1	DROME12978, DROME12980, DROME12979
OG0007280	TCONS_00045995.p1	DROME20512
OG0007281	TCONS_00012551.p1	DROME11415, DROME11416
OG0007282	TCONS_00006842.p1	DROME02027
OG0007288	TCONS_00031264.p1	DROME07470
OG0007291	TCONS_00008947.p1	DROME13803
OG0007292	TCONS_00035530.p1, TCONS_00035602.p1	DROME04984
OG0007296	TCONS_00004477.p1	DROME06821
OG0007298	TCONS_00043853.p1	DROME03253
OG0007299	TCONS_00026956.p1	DROME20621
OG0007300	TCONS_00055881.p1	DROME05437
OG0007302	TCONS_00042008.p1	DROME10695
OG0007303	TCONS_00021677.p1	DROME16338
OG0007304	TCONS_00017068.p1	DROME05565
OG0007305	TCONS_00039824.p1	DROME06380
OG0007306	TCONS_00002187.p1	DROME09353
OG0007307	TCONS_00003884.p1	DROME21844
OG0007309	TCONS_00010691.p1	DROME00052
OG0007312	TCONS_00012482.p1	DROME15097
OG0007313	TCONS_00016093.p1, TCONS_00016085.p1, TCONS_00016094.p1	DROME10641
OG0007316	TCONS_00006026.p1	DROME03218
OG0007317	TCONS_00046686.p1	DROME05767
OG0007319	TCONS_00045987.p1	DROME02096
OG0007322	TCONS_00015457.p1	DROME01656
OG0007323	TCONS_00018010.p1	DROME06979
OG0007325	TCONS_00007263.p1	DROME00772
OG0007327	TCONS_00020899.p1	DROME08891
OG0007330	TCONS_00042612.p1	DROME06616
OG0007331	TCONS_00017202.p1	DROME00081
OG0007332	TCONS_00041617.p1	DROME15822
OG0007333	TCONS_00022881.p1	DROME16724
OG0007334	TCONS_00020764.p1	DROME14550
OG0007335	TCONS_00012140.p1	DROME20744
OG0007336	TCONS_00001393.p1, TCONS_00001399.p1	DROME19792
OG0007339	TCONS_00055656.p1	DROME15967
OG0007340	TCONS_00016057.p1	DROME01190
OG0007341	TCONS_00016545.p1	DROME11695
OG0007342	TCONS_00014969.p1, TCONS_00052712.p1	DROME20920, DROME20921
OG0007343	TCONS_00052916.p1	DROME05240
OG0007344	TCONS_00010788.p1	DROME20098
OG0007345	TCONS_00030892.p1	DROME03586
OG0007347	TCONS_00027454.p1	DROME13215
OG0007349	TCONS_00006145.p1	DROME04078
OG0007351	TCONS_00019320.p1	DROME10598
OG0007352	TCONS_00006024.p1	DROME21703
OG0007354	TCONS_00019461.p1	DROME05477, DROME05476
OG0007355	TCONS_00006284.p1	DROME17231
OG0007356	TCONS_00049071.p1	DROME08592
OG0007357	TCONS_00011016.p1	DROME00169
OG0007358	TCONS_00029301.p1	DROME20269, DROME20268
OG0007359	TCONS_00009375.p1	DROME19146
OG0007360	TCONS_00016357.p1	DROME19459
OG0007361	TCONS_00029124.p1, TCONS_00029129.p1	DROME13934
OG0007363	TCONS_00042576.p1	DROME13676
OG0007364	TCONS_00043040.p1	DROME21809
OG0007365	TCONS_00054495.p1	DROME04793
OG0007366	TCONS_00027860.p1	DROME08151
OG0007367	TCONS_00054210.p1	DROME04903
OG0007368	TCONS_00023382.p1, TCONS_00023348.p1, TCONS_00023381.p1	DROME12399
OG0007370	TCONS_00006543.p1	DROME03968
OG0007371	TCONS_00026558.p1	DROME02186
OG0007374	TCONS_00027657.p1	DROME19817, DROME06981, DROME06980
OG0007375	TCONS_00002388.p1	DROME20148
OG0007376	TCONS_00046614.p1	DROME12395
OG0007377	TCONS_00015260.p1	DROME11841
OG0007378	TCONS_00021076.p1	DROME12005
OG0007379	TCONS_00003495.p1	DROME14877
OG0007382	TCONS_00018463.p1	DROME00478
OG0007383	TCONS_00002090.p1, TCONS_00002089.p1	DROME15992, DROME15994, DROME15993
OG0007385	TCONS_00025457.p1	DROME05965
OG0007386	TCONS_00045807.p1	DROME08936
OG0007387	TCONS_00015964.p1	DROME11857
OG0007388	TCONS_00053201.p1, TCONS_00053202.p1	DROME07430
OG0007389	TCONS_00000201.p1	DROME20485
OG0007391	TCONS_00006040.p1	DROME08685, DROME08686
OG0007393	TCONS_00011541.p1	DROME14294
OG0007394	TCONS_00010962.p1	DROME19789
OG0007395	TCONS_00013162.p1	DROME15690
OG0007396	TCONS_00007368.p1	DROME11407
OG0007397	TCONS_00053178.p1	DROME14953
OG0007399	TCONS_00002016.p1	DROME04756
OG0007400	TCONS_00021504.p1	DROME05763
OG0007403	TCONS_00010423.p1	DROME05771
OG0007405	TCONS_00006553.p1	DROME10897, DROME10896
OG0007407	TCONS_00030604.p1	DROME09567
OG0007408	TCONS_00017153.p1	DROME15350, DROME15352
OG0007409	TCONS_00018206.p1	DROME12956
OG0007411	TCONS_00020743.p1	DROME09875
