Orthogroup	PFLAV	YEAST
OG0003154	TCONS_00052774.p1, TCONS_00052813.p1	YEAST00694
OG0003157	TCONS_00043932.p1	YEAST01203
OG0003164	TCONS_00044053.p1	YEAST05549, YEAST04492
OG0003169	TCONS_00053814.p1	YEAST04410
OG0003172	TCONS_00004769.p1, TCONS_00057202.p1	YEAST06030
OG0003174	TCONS_00049142.p1, TCONS_00049139.p1, TCONS_00035661.p1, TCONS_00035570.p1, TCONS_00042946.p1	YEAST06178
OG0003178	TCONS_00012175.p1	YEAST05823
OG0003179	TCONS_00031402.p1	YEAST00905
OG0003182	TCONS_00007597.p1	YEAST05565
OG0003189	TCONS_00001707.p1	YEAST00820
OG0003190	TCONS_00000091.p1, TCONS_00047115.p1, TCONS_00047116.p1, TCONS_00038643.p1, TCONS_00038635.p1, TCONS_00044569.p1	YEAST02550
OG0003191	TCONS_00003984.p1	YEAST01068
OG0003193	TCONS_00022403.p1	YEAST02494
OG0003197	TCONS_00021731.p1	YEAST06274
OG0003199	TCONS_00054864.p1, TCONS_00054865.p1	YEAST04961
OG0003207	TCONS_00043267.p1, TCONS_00030185.p1	YEAST04056
OG0003212	TCONS_00038921.p1, TCONS_00005698.p1	YEAST05531
OG0003214	TCONS_00056343.p1, TCONS_00056311.p1	YEAST03701
OG0003215	TCONS_00004511.p1, TCONS_00004510.p1	YEAST04373
OG0003218	TCONS_00022948.p1	YEAST04068
OG0003219	TCONS_00043305.p1	YEAST01943, YEAST02157
OG0003220	TCONS_00000598.p1	YEAST03417, YEAST00186
OG0003221	TCONS_00018636.p1, TCONS_00018637.p1	YEAST05064
OG0003223	TCONS_00008858.p1	YEAST04472
OG0003228	TCONS_00010782.p1	YEAST06187
OG0003230	TCONS_00027696.p1	YEAST05487
OG0003234	TCONS_00043599.p1	YEAST00760
OG0003235	TCONS_00049408.p1	YEAST06282
OG0003251	TCONS_00007188.p1, TCONS_00007189.p1	YEAST05338, YEAST04904
OG0003254	TCONS_00010837.p1	YEAST03911
OG0003257	TCONS_00010798.p1, TCONS_00010797.p1	YEAST02741
OG0003263	TCONS_00013622.p1	YEAST05333
OG0003264	TCONS_00046364.p2	YEAST03398
OG0003266	TCONS_00041005.p1, TCONS_00040991.p1, TCONS_00040993.p1	YEAST05585
OG0003267	TCONS_00031423.p1	YEAST02516
OG0003270	TCONS_00049298.p1, TCONS_00049296.p1	YEAST01372, YEAST05351, YEAST01476
OG0003277	TCONS_00049210.p1	YEAST03706
OG0003283	TCONS_00049262.p1	YEAST02779
OG0003284	TCONS_00002839.p1, TCONS_00002854.p1	YEAST02184
OG0003287	TCONS_00057175.p1	YEAST00166
OG0003288	TCONS_00043817.p1	YEAST05062
OG0003290	TCONS_00015060.p1	YEAST06325
OG0003293	TCONS_00019456.p1	YEAST04930
OG0003295	TCONS_00027108.p1	YEAST06127
OG0003301	TCONS_00056136.p1	YEAST03267
OG0003302	TCONS_00030954.p1	YEAST04633
OG0003303	TCONS_00010442.p1	YEAST05878
OG0003304	TCONS_00052730.p1	YEAST01018
OG0003316	TCONS_00051522.p1	YEAST04887
OG0003317	TCONS_00014439.p1	YEAST03051
OG0003318	TCONS_00048242.p1	YEAST02158
OG0003332	TCONS_00046195.p1, TCONS_00046192.p1	YEAST02945, YEAST00447
OG0003335	TCONS_00011485.p1	YEAST01260
OG0003340	TCONS_00017094.p1	YEAST04972
OG0003341	TCONS_00003609.p1	YEAST00990
OG0003343	TCONS_00006521.p1	YEAST04356, YEAST06258
OG0003344	TCONS_00046687.p1	YEAST04764
OG0003345	TCONS_00006815.p1	YEAST02133
OG0003348	TCONS_00017611.p1, TCONS_00017647.p1	YEAST02844
OG0003349	TCONS_00030123.p1	YEAST00235, YEAST04798
OG0003356	TCONS_00012900.p1, TCONS_00012899.p1	YEAST02937
OG0003357	TCONS_00026252.p1	YEAST04240, YEAST02522
OG0003364	TCONS_00037083.p1	YEAST00730
OG0003366	TCONS_00011117.p1	YEAST05276, YEAST03075
OG0003373	TCONS_00043361.p1	YEAST05742
OG0003373	TCONS_00037895.p1	YEAST03755
OG0003374	TCONS_00054992.p1	YEAST03627
OG0003375	TCONS_00027996.p1, TCONS_00029030.p1, TCONS_00029032.p1	YEAST03722
OG0003377	TCONS_00023122.p1	YEAST03340
OG0003380	TCONS_00006819.p1	YEAST00529
OG0003381	TCONS_00024085.p1	YEAST03447, YEAST01380
OG0003382	TCONS_00023674.p1	YEAST01627
OG0003386	TCONS_00052234.p1	YEAST02725
OG0003425	TCONS_00029551.p1	YEAST05084
OG0003426	TCONS_00028995.p1	YEAST05251
OG0003428	TCONS_00043444.p1	YEAST04550, YEAST01154
OG0003429	TCONS_00036739.p1	YEAST05921
OG0003430	TCONS_00035290.p1	YEAST04732
OG0003434	TCONS_00031599.p1	YEAST02689
OG0003435	TCONS_00010051.p1	YEAST05483
OG0003441	TCONS_00047900.p1	YEAST05981
OG0003443	TCONS_00019758.p1, TCONS_00020819.p1, TCONS_00010416.p1	YEAST06032
OG0003454	TCONS_00057051.p1	YEAST04088
OG0003458	TCONS_00044748.p1, TCONS_00034693.p1, TCONS_00034755.p1	YEAST00169
OG0003461	TCONS_00023345.p1, TCONS_00023217.p1	YEAST05752, YEAST04759
OG0003463	TCONS_00010682.p1, TCONS_00010685.p1	YEAST02371
OG0003464	TCONS_00012311.p1	YEAST05120
OG0003465	TCONS_00016466.p1	YEAST02874
OG0003467	TCONS_00007054.p1	YEAST01278
OG0003477	TCONS_00046338.p1	YEAST03665
OG0003483	TCONS_00031009.p1	YEAST06074
OG0003487	TCONS_00026217.p1	YEAST03066
OG0003491	TCONS_00022792.p1, TCONS_00022795.p1	YEAST03514
OG0003493	TCONS_00025636.p1	YEAST01076
OG0003497	TCONS_00034974.p1	YEAST00758
OG0003498	TCONS_00018101.p1	YEAST05680
OG0003500	TCONS_00016487.p1	YEAST03303, YEAST02683
OG0003501	TCONS_00052580.p1	YEAST01421
OG0003502	TCONS_00004748.p1	YEAST02519
OG0003503	TCONS_00012915.p1	YEAST00400
OG0003505	TCONS_00008629.p1, TCONS_00008628.p1	YEAST00697
OG0003509	TCONS_00051123.p1	YEAST02850
OG0003515	TCONS_00042609.p1	YEAST00923
OG0003518	TCONS_00007976.p1	YEAST04809
OG0003523	TCONS_00050093.p1, TCONS_00051275.p1	YEAST05393
OG0003531	TCONS_00010091.p1	YEAST00465
OG0003532	TCONS_00051905.p1	YEAST05810
OG0003539	TCONS_00019206.p1	YEAST03774
OG0003541	TCONS_00018913.p1	YEAST01314
OG0003543	TCONS_00055790.p1	YEAST01290
OG0003544	TCONS_00046341.p1	YEAST00251
OG0003550	TCONS_00019051.p1	YEAST06166
OG0003551	TCONS_00052907.p1	YEAST01826
OG0003552	TCONS_00015339.p1	YEAST04163
OG0003556	TCONS_00046619.p1	YEAST05216
OG0003560	TCONS_00010190.p1	YEAST02357, YEAST05925
OG0003561	TCONS_00000395.p1	YEAST06100
OG0003562	TCONS_00018209.p1	YEAST00960
OG0003565	TCONS_00013499.p1, TCONS_00013504.p1, TCONS_00013503.p1, TCONS_00013502.p1	YEAST03392
OG0003567	TCONS_00013825.p1	YEAST04838
OG0003568	TCONS_00005329.p1	YEAST04328
OG0003570	TCONS_00038273.p1, TCONS_00038298.p1	YEAST03562, YEAST04635
OG0003571	TCONS_00008075.p1	YEAST05553
OG0003573	TCONS_00006509.p1	YEAST00597
OG0003578	TCONS_00005625.p1	YEAST05031
OG0003579	TCONS_00030567.p1	YEAST05446
OG0003582	TCONS_00049811.p1	YEAST03174
OG0003598	TCONS_00016130.p1	YEAST00803
OG0003599	TCONS_00029425.p1	YEAST04133
OG0003603	TCONS_00012634.p1	YEAST03529
OG0003610	TCONS_00018565.p1	YEAST02573
OG0003611	TCONS_00026984.p1	YEAST01054
OG0003612	TCONS_00054661.p1	YEAST00808
OG0003613	TCONS_00037548.p1	YEAST02366
OG0003615	TCONS_00054640.p1	YEAST01638
OG0003617	TCONS_00023003.p1	YEAST01843
OG0003618	TCONS_00044972.p1	YEAST00747
OG0003619	TCONS_00043918.p1	YEAST04756
OG0003624	TCONS_00047934.p1, TCONS_00047920.p1	YEAST00147
OG0003630	TCONS_00006358.p1	YEAST04845
OG0003632	TCONS_00051362.p1	YEAST02125
OG0003638	TCONS_00003511.p1	YEAST00956
OG0003641	TCONS_00009159.p1	YEAST04061, YEAST01158
OG0003643	TCONS_00048583.p1	YEAST03144
OG0003644	TCONS_00016060.p1	YEAST01545
OG0003645	TCONS_00042488.p1	YEAST05809, YEAST05493
OG0003646	TCONS_00029784.p1	YEAST02349
OG0003647	TCONS_00027854.p1	YEAST04352, YEAST04433
OG0003649	TCONS_00027915.p1	YEAST00203
OG0003650	TCONS_00045964.p1	YEAST00737, YEAST04997
OG0003659	TCONS_00003686.p1	YEAST00140
OG0003661	TCONS_00032274.p1	YEAST02758
OG0003664	TCONS_00024736.p1, TCONS_00024643.p1	YEAST03791
OG0003668	TCONS_00029645.p1	YEAST06168
OG0003669	TCONS_00053763.p1	YEAST02813
OG0003672	TCONS_00014351.p1	YEAST03137
OG0003676	TCONS_00055967.p1	YEAST03110
OG0003678	TCONS_00054343.p1	YEAST02330
OG0003679	TCONS_00017789.p1	YEAST03223
OG0003682	TCONS_00009725.p1	YEAST00571
OG0003687	TCONS_00057206.p1	YEAST02527, YEAST04246
OG0003688	TCONS_00036414.p1, TCONS_00036423.p1, TCONS_00050596.p1	YEAST01333, YEAST05362, YEAST00376
OG0003689	TCONS_00056117.p1	YEAST04232
OG0003690	TCONS_00010756.p1	YEAST01162
OG0003692	TCONS_00026517.p1	YEAST00692
OG0003693	TCONS_00048357.p1	YEAST05304
OG0003694	TCONS_00019312.p1	YEAST01453
OG0003696	TCONS_00047294.p1	YEAST05704
OG0003697	TCONS_00012511.p1	YEAST04962
OG0003698	TCONS_00026609.p1	YEAST03764, YEAST03185
OG0003703	TCONS_00035988.p1, TCONS_00035987.p1	YEAST00683
OG0003710	TCONS_00001097.p1	YEAST02077
OG0003712	TCONS_00012419.p1	YEAST02114
OG0003713	TCONS_00045793.p1	YEAST01549, YEAST03807
OG0003716	TCONS_00050423.p1	YEAST02390
OG0003718	TCONS_00003037.p1	YEAST05772
OG0003719	TCONS_00028257.p1	YEAST06338
OG0003721	TCONS_00009979.p1	YEAST04960
OG0003724	TCONS_00051898.p1	YEAST02365, YEAST06120
OG0003729	TCONS_00003109.p1	YEAST01543
OG0003731	TCONS_00011687.p1	YEAST04486
OG0003733	TCONS_00052651.p1	YEAST03492
OG0003734	TCONS_00015817.p1	YEAST02809, YEAST03842
OG0003735	TCONS_00002106.p1, TCONS_00002105.p1, TCONS_00002113.p1	YEAST06115
OG0003738	TCONS_00013945.p1	YEAST05605
OG0003740	TCONS_00024141.p1	YEAST01029
OG0003741	TCONS_00034776.p1	YEAST01379
OG0003743	TCONS_00000185.p1	YEAST06008, YEAST05688
OG0003744	TCONS_00047885.p1	YEAST01207
OG0003745	TCONS_00006756.p1	YEAST02618
OG0003749	TCONS_00025714.p1, TCONS_00025707.p1	YEAST04441
OG0003750	TCONS_00034398.p1, TCONS_00034464.p1, TCONS_00034397.p1	YEAST00149
OG0003756	TCONS_00009191.p1	YEAST01878
OG0003758	TCONS_00038650.p1	YEAST06133
OG0003759	TCONS_00050120.p1	YEAST03315
OG0003766	TCONS_00009338.p1	YEAST03336
OG0003767	TCONS_00046050.p2	YEAST01933, YEAST01650
OG0003769	TCONS_00008637.p1	YEAST01999
OG0003770	TCONS_00043123.p1	YEAST01234, YEAST03860
OG0003778	TCONS_00036301.p1, TCONS_00036323.p1, TCONS_00037457.p1, TCONS_00036347.p1	YEAST05796
OG0003779	TCONS_00021938.p1	YEAST04431
OG0003806	TCONS_00014048.p1	YEAST02367
OG0003807	TCONS_00012280.p1	YEAST04265, YEAST03128
OG0003808	TCONS_00017543.p1	YEAST01201
OG0003811	TCONS_00043382.p1	YEAST00417
OG0003812	TCONS_00050555.p1	YEAST00287
OG0003813	TCONS_00030409.p1	YEAST00254
OG0003818	TCONS_00043595.p1	YEAST04318
OG0003824	TCONS_00041559.p1, TCONS_00027662.p1	YEAST01468
OG0003828	TCONS_00015781.p1	YEAST02448
OG0003829	TCONS_00041768.p1	YEAST02032, YEAST01031
OG0003831	TCONS_00041986.p1, TCONS_00041979.p1	YEAST03010, YEAST05137, YEAST02344
OG0003834	TCONS_00008744.p1	YEAST06322
OG0003837	TCONS_00013327.p1	YEAST02586
OG0003838	TCONS_00042726.p1	YEAST03413
OG0003839	TCONS_00015241.p1	YEAST01736
OG0003844	TCONS_00028970.p1	YEAST06054
OG0003846	TCONS_00027628.p1	YEAST00356
OG0003848	TCONS_00014970.p1	YEAST01654
OG0003850	TCONS_00000960.p1	YEAST00228
OG0003851	TCONS_00032794.p1	YEAST06169
OG0003852	TCONS_00020658.p1	YEAST03296
OG0003853	TCONS_00011922.p1	YEAST06251
OG0003855	TCONS_00018586.p1	YEAST04936
OG0003856	TCONS_00013066.p1	YEAST03934, YEAST02710
OG0003858	TCONS_00011927.p1	YEAST01401
OG0003860	TCONS_00003958.p1	YEAST01412
OG0003866	TCONS_00001305.p1	YEAST01895
OG0003867	TCONS_00050625.p1	YEAST03558
OG0003868	TCONS_00014972.p1	YEAST01448
OG0003869	TCONS_00055343.p1	YEAST02771
OG0003875	TCONS_00023388.p1, TCONS_00023352.p1	YEAST05070
OG0003876	TCONS_00053735.p1	YEAST02423
OG0003877	TCONS_00022731.p1, TCONS_00021597.p1	YEAST04860, YEAST05867, YEAST03825
OG0003879	TCONS_00028211.p1	YEAST00463
OG0003881	TCONS_00047720.p1, TCONS_00047725.p1	YEAST03851
OG0003882	TCONS_00008643.p1	YEAST03663
OG0003886	TCONS_00003927.p1	YEAST06023
OG0003887	TCONS_00030695.p1	YEAST00028
OG0003893	TCONS_00011425.p1	YEAST05028
OG0003897	TCONS_00050997.p1, TCONS_00050998.p1	YEAST01270
OG0003899	TCONS_00042081.p1	YEAST04954
OG0003904	TCONS_00033299.p1	YEAST01732
OG0003907	TCONS_00043884.p1, TCONS_00043880.p1, TCONS_00043885.p1	YEAST02999, YEAST02288
OG0003910	TCONS_00001878.p1	YEAST03780
OG0003911	TCONS_00016777.p1	YEAST00032
OG0003913	TCONS_00053946.p1	YEAST03258
OG0003918	TCONS_00030934.p1	YEAST00058
OG0003921	TCONS_00017320.p1	YEAST06181
OG0003926	TCONS_00052184.p1, TCONS_00052181.p1, TCONS_00006710.p1, TCONS_00043224.p1	YEAST04138
OG0003929	TCONS_00008562.p1, TCONS_00008560.p1	YEAST04489, YEAST01422
OG0003930	TCONS_00036253.p1	YEAST03969
OG0003931	TCONS_00012638.p1	YEAST01142
OG0003938	TCONS_00000187.p1	YEAST01566, YEAST05133
OG0003939	TCONS_00053724.p1	YEAST03211
OG0003944	TCONS_00029066.p1	YEAST01186
OG0003946	TCONS_00027376.p1	YEAST03220
OG0003947	TCONS_00027772.p1	YEAST06266, YEAST05428
OG0003949	TCONS_00036172.p1	YEAST01888
OG0003950	TCONS_00036173.p1	YEAST01409
OG0003954	TCONS_00045854.p1	YEAST02764
OG0003955	TCONS_00044096.p1	YEAST03951
OG0003959	TCONS_00014849.p1	YEAST02778
OG0003961	TCONS_00018472.p1	YEAST01991
OG0003967	TCONS_00014234.p1, TCONS_00014232.p1	YEAST05935
OG0003969	TCONS_00011049.p1	YEAST02146
OG0003971	TCONS_00040867.p1	YEAST00520
OG0003972	TCONS_00007106.p1, TCONS_00007105.p1	YEAST06331
OG0003973	TCONS_00009676.p1	YEAST06329
OG0003999	TCONS_00020030.p1	YEAST05604
OG0004000	TCONS_00002973.p1	YEAST06060
OG0004005	TCONS_00055013.p1, TCONS_00055012.p1	YEAST06216
OG0004007	TCONS_00054345.p1	YEAST01456
OG0004012	TCONS_00027244.p1	YEAST00755
OG0004017	TCONS_00005125.p1	YEAST03019
OG0004023	TCONS_00009288.p1	YEAST04349
OG0004027	TCONS_00054882.p1	YEAST03587
OG0004032	TCONS_00021570.p1	YEAST02562
OG0004033	TCONS_00011608.p1	YEAST02572
OG0004035	TCONS_00009453.p1	YEAST02134
OG0004037	TCONS_00021625.p1	YEAST03371
OG0004042	TCONS_00056008.p1	YEAST05578
OG0004044	TCONS_00018088.p1	YEAST05367
OG0004047	TCONS_00014227.p1	YEAST02496
OG0004051	TCONS_00031884.p1	YEAST01772
OG0004052	TCONS_00031689.p1, TCONS_00031687.p1, TCONS_00032342.p1, TCONS_00031688.p1	YEAST03705
OG0004054	TCONS_00011874.p1	YEAST05576
OG0004056	TCONS_00019098.p1	YEAST05698
OG0004057	TCONS_00036725.p1	YEAST05620
OG0004059	TCONS_00011708.p1, TCONS_00011709.p1	YEAST00030
OG0004065	TCONS_00051172.p1	YEAST00772
OG0004067	TCONS_00022596.p1	YEAST02665
OG0004068	TCONS_00001314.p1	YEAST03461
OG0004071	TCONS_00015780.p1	YEAST02893
OG0004072	TCONS_00056622.p1	YEAST02440
OG0004075	TCONS_00014146.p1, TCONS_00014149.p1, TCONS_00012736.p1, TCONS_00014145.p1, TCONS_00014147.p1	YEAST02332
OG0004076	TCONS_00045999.p1	YEAST05461
OG0004079	TCONS_00043865.p1	YEAST04385
OG0004080	TCONS_00057069.p1	YEAST00812
OG0004082	TCONS_00017035.p1	YEAST00063, YEAST05409
OG0004090	TCONS_00003003.p1	YEAST02301, YEAST02021
OG0004091	TCONS_00053676.p1	YEAST04715
OG0004092	TCONS_00056687.p1	YEAST03564, YEAST06307
OG0004096	TCONS_00015008.p1	YEAST00160
OG0004097	TCONS_00055161.p1	YEAST05039
OG0004101	TCONS_00002991.p1, TCONS_00003971.p1	YEAST03547, YEAST02901
OG0004102	TCONS_00027001.p1	YEAST05787
OG0004103	TCONS_00017399.p1, TCONS_00017398.p1, TCONS_00016551.p1	YEAST05061
OG0004105	TCONS_00017260.p1	YEAST01700, YEAST01565
OG0004110	TCONS_00034163.p1	YEAST02825
OG0004113	TCONS_00048317.p1	YEAST02059
OG0004115	TCONS_00052002.p1	YEAST00325
OG0004116	TCONS_00040373.p1	YEAST00481
OG0004118	TCONS_00047218.p1	YEAST01855
OG0004119	TCONS_00007586.p1	YEAST02170
OG0004120	TCONS_00031456.p1	YEAST01953
OG0004123	TCONS_00016895.p1	YEAST04761
OG0004124	TCONS_00045725.p1	YEAST01139
OG0004127	TCONS_00046753.p1, TCONS_00045678.p1	YEAST06097
OG0004130	TCONS_00056956.p1, TCONS_00056957.p1, TCONS_00015571.p1	YEAST03149
OG0004134	TCONS_00027849.p1	YEAST05611
OG0004136	TCONS_00054339.p1	YEAST01084
OG0004142	TCONS_00047653.p1	YEAST05774
OG0004148	TCONS_00055720.p1, TCONS_00055711.p1	YEAST00867
OG0004150	TCONS_00056906.p1	YEAST04690
OG0004151	TCONS_00009331.p1	YEAST04284
OG0004153	TCONS_00030135.p1	YEAST05958, YEAST04386, YEAST00290
OG0004154	TCONS_00032903.p1, TCONS_00033373.p1, TCONS_00038771.p1, TCONS_00020814.p1	YEAST05587
OG0004158	TCONS_00004246.p1	YEAST03379
OG0004161	TCONS_00017748.p1	YEAST04124
OG0004162	TCONS_00013138.p1, TCONS_00013139.p1	YEAST04517
OG0004164	TCONS_00030925.p1	YEAST05923
OG0004166	TCONS_00027695.p1	YEAST00189
OG0004168	TCONS_00006436.p1, TCONS_00006437.p1	YEAST03028
OG0004169	TCONS_00014455.p1	YEAST05813
OG0004170	TCONS_00023955.p1	YEAST05906
OG0004171	TCONS_00056085.p1	YEAST04501
OG0004179	TCONS_00014009.p1	YEAST01050
OG0004181	TCONS_00042164.p1	YEAST03406
OG0004182	TCONS_00002134.p1	YEAST03699
OG0004184	TCONS_00024172.p1, TCONS_00004485.p1, TCONS_00011629.p1, TCONS_00011628.p1	YEAST00127
OG0004186	TCONS_00010700.p1	YEAST04981
OG0004188	TCONS_00012181.p1	YEAST02761
OG0004215	TCONS_00006088.p1	YEAST04590
OG0004217	TCONS_00044057.p1	YEAST01257
OG0004219	TCONS_00003548.p1	YEAST00912
OG0004222	TCONS_00011581.p1	YEAST05826
OG0004230	TCONS_00034979.p1	YEAST02220
OG0004232	TCONS_00026176.p1	YEAST05931
OG0004236	TCONS_00011164.p1	YEAST05432
OG0004237	TCONS_00043031.p1	YEAST04445, YEAST04344
OG0004239	TCONS_00015454.p1	YEAST05144
OG0004243	TCONS_00003869.p1	YEAST00306
OG0004245	TCONS_00027399.p1	YEAST00859
OG0004248	TCONS_00051504.p1	YEAST03678
OG0004249	TCONS_00042977.p1	YEAST02740
OG0004250	TCONS_00011396.p1	YEAST05543
OG0004252	TCONS_00014324.p1	YEAST05178
OG0004254	TCONS_00031008.p1	YEAST03900
OG0004258	TCONS_00033470.p1	YEAST00665
OG0004259	TCONS_00029720.p1	YEAST03730
OG0004261	TCONS_00008123.p1	YEAST02564
OG0004262	TCONS_00010239.p1	YEAST02368
OG0004268	TCONS_00007056.p1	YEAST00496
OG0004269	TCONS_00026954.p1	YEAST04758
OG0004273	TCONS_00014095.p1	YEAST02547
OG0004278	TCONS_00029791.p1	YEAST00243
OG0004280	TCONS_00054869.p1, TCONS_00054870.p1	YEAST05895
OG0004282	TCONS_00018461.p1	YEAST02575, YEAST06242
OG0004283	TCONS_00041873.p1	YEAST04184
OG0004287	TCONS_00003481.p1	YEAST01708
OG0004289	TCONS_00016007.p1, TCONS_00010551.p1	YEAST05719
OG0004291	TCONS_00003534.p1	YEAST00852
OG0004292	TCONS_00053583.p1	YEAST02537
OG0004295	TCONS_00052529.p1	YEAST05946
OG0004297	TCONS_00014818.p1	YEAST01463
OG0004300	TCONS_00049637.p1	YEAST05309
OG0004301	TCONS_00006202.p1	YEAST03850
OG0004302	TCONS_00005132.p1	YEAST05203
OG0004303	TCONS_00021470.p1	YEAST02492
OG0004304	TCONS_00027443.p1	YEAST02425, YEAST05929
OG0004305	TCONS_00050049.p1	YEAST02123
OG0004307	TCONS_00013730.p1	YEAST04592
OG0004308	TCONS_00000991.p1	YEAST04835
OG0004309	TCONS_00050069.p1	YEAST05924
OG0004310	TCONS_00020243.p1	YEAST05001
OG0004312	TCONS_00007473.p1	YEAST03330
OG0004314	TCONS_00036594.p1	YEAST00500
OG0004324	TCONS_00018780.p1, TCONS_00045901.p1	YEAST04322
OG0004330	TCONS_00003506.p1	YEAST06277
OG0004331	TCONS_00009918.p1	YEAST06230
OG0004333	TCONS_00018561.p1	YEAST01391
OG0004335	TCONS_00043984.p1	YEAST01057
OG0004337	TCONS_00027011.p1	YEAST05652
OG0004338	TCONS_00043688.p1	YEAST05023
OG0004344	TCONS_00019121.p1	YEAST02441
OG0004345	TCONS_00015773.p1	YEAST04894
OG0004347	TCONS_00006658.p1	YEAST04515
OG0004348	TCONS_00021863.p1	YEAST03956
OG0004350	TCONS_00002092.p1	YEAST04742
OG0004351	TCONS_00052162.p1, TCONS_00052151.p1, TCONS_00052150.p1	YEAST04167
OG0004353	TCONS_00050632.p1, TCONS_00050634.p1	YEAST05143
OG0004356	TCONS_00015524.p1	YEAST02877
OG0004358	TCONS_00048777.p1, TCONS_00048787.p1	YEAST01304
OG0004359	TCONS_00048643.p1	YEAST01873
OG0004364	TCONS_00009654.p1	YEAST00647
OG0004366	TCONS_00008682.p1	YEAST01097
OG0004369	TCONS_00015110.p1	YEAST04013
OG0004370	TCONS_00021476.p1	YEAST02378
OG0004374	TCONS_00005113.p1	YEAST00556
OG0004377	TCONS_00056907.p1	YEAST05181
OG0004378	TCONS_00004662.p1	YEAST03291
OG0004379	TCONS_00025463.p1	YEAST02180, YEAST04152
OG0004380	TCONS_00025855.p1	YEAST04825
OG0004382	TCONS_00028412.p1	YEAST03218
OG0004394	TCONS_00043317.p1	YEAST00619
OG0004396	TCONS_00050867.p1	YEAST01668
OG0004400	TCONS_00017572.p1	YEAST03238, YEAST03731
OG0004401	TCONS_00019458.p1	YEAST04219
OG0004404	TCONS_00041072.p1	YEAST00833, YEAST00883
OG0004417	TCONS_00053504.p1	YEAST03358
OG0004425	TCONS_00004067.p1	YEAST04958
OG0004426	TCONS_00009724.p1	YEAST01028
OG0004460	TCONS_00007375.p1	YEAST06162
OG0004462	TCONS_00022714.p1	YEAST03397
OG0004468	TCONS_00006107.p1	YEAST04439
OG0004472	TCONS_00026713.p1	YEAST06199
OG0004479	TCONS_00008588.p1	YEAST00474
OG0004484	TCONS_00051027.p1	YEAST01989
OG0004486	TCONS_00020381.p1	YEAST00968
OG0004489	TCONS_00047757.p1	YEAST03700
OG0004490	TCONS_00036947.p1	YEAST02887
OG0004492	TCONS_00005030.p1	YEAST05415, YEAST01368
OG0004494	TCONS_00012910.p1	YEAST03738
OG0004495	TCONS_00015235.p1	YEAST00946
OG0004498	TCONS_00007014.p1	YEAST02716
OG0004500	TCONS_00046162.p1	YEAST04651
OG0004503	TCONS_00043304.p1	YEAST02385
OG0004505	TCONS_00003157.p1	YEAST01701
OG0004506	TCONS_00013852.p1	YEAST06061
OG0004507	TCONS_00028129.p1	YEAST04994
OG0004512	TCONS_00016000.p1, TCONS_00010558.p1, TCONS_00016001.p1	YEAST01510
OG0004513	TCONS_00018643.p1	YEAST04235
OG0004515	TCONS_00026135.p1	YEAST05737
OG0004519	TCONS_00048430.p1	YEAST01596
OG0004520	TCONS_00022496.p1	YEAST06001, YEAST05696
OG0004525	TCONS_00014763.p1	YEAST03937
OG0004526	TCONS_00014769.p1	YEAST02603
OG0004529	TCONS_00017013.p1	YEAST03981
OG0004535	TCONS_00009599.p1	YEAST02221
OG0004538	TCONS_00009730.p1	YEAST02750
OG0004541	TCONS_00018244.p1, TCONS_00018243.p1, TCONS_00018245.p1, TCONS_00044635.p1, TCONS_00030563.p1, TCONS_00014593.p1	YEAST02645, YEAST03788, YEAST04781
OG0004542	TCONS_00024746.p1, TCONS_00024656.p1	YEAST04816, YEAST04623
OG0004545	TCONS_00052810.p1, TCONS_00052771.p1	YEAST02071
OG0004546	TCONS_00015879.p1	YEAST04485
OG0004551	TCONS_00055491.p1	YEAST00426
OG0004554	TCONS_00055911.p1, TCONS_00055917.p1	YEAST05640, YEAST04172
OG0004559	TCONS_00014585.p1	YEAST04428
OG0004563	TCONS_00037672.p1	YEAST04325
OG0004566	TCONS_00046163.p1	YEAST02192
OG0004567	TCONS_00017890.p1	YEAST05747
OG0004571	TCONS_00056203.p1	YEAST02127
OG0004573	TCONS_00005131.p1	YEAST00677
OG0004577	TCONS_00008589.p1	YEAST02283
OG0004579	TCONS_00048911.p1	YEAST00134
OG0004581	TCONS_00021685.p1	YEAST03583, YEAST04618
OG0004582	TCONS_00053389.p1	YEAST04377
OG0004583	TCONS_00044907.p1	YEAST05833
OG0004584	TCONS_00001238.p1	YEAST03457
OG0004585	TCONS_00007144.p1	YEAST01153
OG0004590	TCONS_00006432.p1	YEAST03622, YEAST00886
OG0004593	TCONS_00027131.p1	YEAST01231
OG0004606	TCONS_00018261.p1	YEAST05926
OG0004609	TCONS_00004643.p1, TCONS_00004631.p1	YEAST05326
OG0004610	TCONS_00029447.p1	YEAST04487, YEAST01427
OG0004611	TCONS_00052705.p1	YEAST04613
OG0004612	TCONS_00033238.p1	YEAST02359
OG0004616	TCONS_00002936.p1	YEAST00250, YEAST02830
OG0004619	TCONS_00056372.p1, TCONS_00056314.p1	YEAST03531
OG0004621	TCONS_00049466.p1	YEAST00178
OG0004623	TCONS_00056694.p1	YEAST04421
OG0004626	TCONS_00008495.p1	YEAST00427
OG0004630	TCONS_00001941.p1, TCONS_00001942.p1	YEAST01322, YEAST02951
OG0004633	TCONS_00051133.p1	YEAST03510
OG0004634	TCONS_00050813.p1	YEAST00262, YEAST00249
OG0004635	TCONS_00034976.p1	YEAST02703
