Orthogroup	PFLAV	CAEEL
OG0005899	TCONS_00016079.p1	CAEEL11728
OG0005901	TCONS_00018915.p1	CAEEL01230
OG0005903	TCONS_00022195.p1	CAEEL02733
OG0005904	TCONS_00016939.p1	CAEEL18351
OG0005909	TCONS_00028261.p1	CAEEL09260
OG0005914	TCONS_00047617.p1	CAEEL12252
OG0005919	TCONS_00016569.p1	CAEEL15775
OG0005921	TCONS_00015541.p1	CAEEL07408
OG0005922	TCONS_00047865.p1	CAEEL15520
OG0005924	TCONS_00008635.p1	CAEEL10631
OG0005928	TCONS_00052702.p1	CAEEL04878
OG0005929	TCONS_00053878.p1	CAEEL05898
OG0005930	TCONS_00029628.p1, TCONS_00029627.p1, TCONS_00029624.p1, TCONS_00029625.p1	CAEEL00275
OG0005931	TCONS_00049675.p1	CAEEL09476
OG0005932	TCONS_00049813.p1	CAEEL11316
OG0005933	TCONS_00057220.p1, TCONS_00056057.p1	CAEEL14434
OG0005936	TCONS_00037478.p1	CAEEL07303
OG0005937	TCONS_00047624.p1	CAEEL10539
OG0005938	TCONS_00054105.p1	CAEEL06000, CAEEL09583
OG0005940	TCONS_00054966.p1	CAEEL04134
OG0005941	TCONS_00011653.p1	CAEEL08713
OG0005943	TCONS_00012688.p1	CAEEL02014
OG0005946	TCONS_00047732.p1	CAEEL11452, CAEEL11968
OG0005947	TCONS_00022503.p1	CAEEL19240
OG0005949	TCONS_00006019.p1, TCONS_00006018.p1	CAEEL12005
OG0005950	TCONS_00046684.p1	CAEEL02721
OG0005953	TCONS_00029729.p1	CAEEL01826
OG0005957	TCONS_00029557.p1, TCONS_00029215.p1	CAEEL13678, CAEEL02860
OG0005960	TCONS_00027043.p1	CAEEL18529, CAEEL16584
OG0005963	TCONS_00007743.p1	CAEEL02429, CAEEL11102
OG0005965	TCONS_00026066.p1	CAEEL17925
OG0005966	TCONS_00013188.p1	CAEEL05490
OG0005967	TCONS_00013302.p1, TCONS_00013283.p1	CAEEL08429
OG0005968	TCONS_00008058.p1	CAEEL01646
OG0005969	TCONS_00011911.p1	CAEEL01577
OG0005970	TCONS_00052897.p1	CAEEL16383
OG0005973	TCONS_00010133.p1	CAEEL13364
OG0005974	TCONS_00015163.p1	CAEEL11184
OG0005975	TCONS_00022893.p1	CAEEL05822
OG0005976	TCONS_00012837.p1	CAEEL15581
OG0005977	TCONS_00037578.p1	CAEEL04186
OG0005978	TCONS_00019204.p1	CAEEL08320
OG0005980	TCONS_00056561.p1	CAEEL05471
OG0005982	TCONS_00053492.p1	CAEEL04709
OG0005984	TCONS_00054346.p1	CAEEL06514, CAEEL07173
OG0005985	TCONS_00038732.p1	CAEEL11206
OG0005987	TCONS_00022208.p1	CAEEL05677
OG0005989	TCONS_00037768.p1	CAEEL14108
OG0005991	TCONS_00043851.p1	CAEEL07604
OG0005993	TCONS_00023452.p1, TCONS_00023494.p1	CAEEL18661, CAEEL01298, CAEEL08795
OG0005995	TCONS_00048503.p1	CAEEL09469
OG0005997	TCONS_00043889.p1	CAEEL11505, CAEEL13118
OG0005998	TCONS_00005190.p1	CAEEL12651
OG0005999	TCONS_00024496.p1, TCONS_00009868.p1	CAEEL06284
OG0006000	TCONS_00010670.p1	CAEEL06731
OG0006003	TCONS_00053828.p1, TCONS_00053832.p1	CAEEL12475
OG0006004	TCONS_00004071.p1	CAEEL01451
OG0006005	TCONS_00042240.p1, TCONS_00042293.p1	CAEEL08818
OG0006008	TCONS_00014160.p1	CAEEL11432
OG0006009	TCONS_00029587.p1	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257
OG0006010	TCONS_00006884.p1, TCONS_00006872.p1	CAEEL07462
OG0006011	TCONS_00006346.p1	CAEEL06588
OG0006022	TCONS_00039835.p1	CAEEL20451
OG0006059	TCONS_00008892.p1	CAEEL09710
OG0006060	TCONS_00004658.p1, TCONS_00047449.p1	CAEEL01415, CAEEL02381, CAEEL01414, CAEEL05082
OG0006062	TCONS_00044059.p1	CAEEL08027
OG0006063	TCONS_00031260.p1	CAEEL09563
OG0006064	TCONS_00031053.p1, TCONS_00031044.p1	CAEEL11646
OG0006066	TCONS_00018827.p1	CAEEL07776
OG0006069	TCONS_00013802.p1	CAEEL08597
OG0006072	TCONS_00029592.p1	CAEEL09063
OG0006073	TCONS_00011383.p1	CAEEL15279
OG0006074	TCONS_00011881.p1	CAEEL15694
OG0006075	TCONS_00055474.p1	CAEEL05481
OG0006079	TCONS_00027913.p1	CAEEL06022
OG0006083	TCONS_00048795.p1	CAEEL10880
OG0006085	TCONS_00025438.p1	CAEEL07121
OG0006087	TCONS_00019446.p1	CAEEL10339
OG0006090	TCONS_00011737.p1	CAEEL06249
OG0006095	TCONS_00015458.p1	CAEEL03714
OG0006096	TCONS_00006883.p1, TCONS_00006871.p1	CAEEL08930
OG0006098	TCONS_00007779.p1	CAEEL17792
OG0006101	TCONS_00033073.p1	CAEEL04363
OG0006102	TCONS_00029783.p1	CAEEL01860
OG0006104	TCONS_00014211.p1	CAEEL15552
OG0006106	TCONS_00054223.p1	CAEEL09939
OG0006108	TCONS_00015674.p1	CAEEL07908
OG0006111	TCONS_00042547.p1	CAEEL06592
OG0006113	TCONS_00008491.p1	CAEEL00297
OG0006116	TCONS_00009660.p1	CAEEL14600
OG0006117	TCONS_00013524.p1	CAEEL15839
OG0006118	TCONS_00008006.p1	CAEEL05175
OG0006120	TCONS_00027536.p1	CAEEL19875
OG0006121	TCONS_00026474.p1	CAEEL01535
OG0006122	TCONS_00014372.p1	CAEEL06423
OG0006124	TCONS_00000594.p1	CAEEL00683
OG0006125	TCONS_00010849.p1	CAEEL12098
OG0006126	TCONS_00014812.p1	CAEEL09062
OG0006127	TCONS_00020694.p1	CAEEL08699
OG0006128	TCONS_00007601.p1	CAEEL01734
OG0006129	TCONS_00028049.p1, TCONS_00028048.p1	CAEEL15436
OG0006130	TCONS_00024794.p1, TCONS_00024754.p1	CAEEL19047
OG0006131	TCONS_00004751.p1	CAEEL08997
OG0006134	TCONS_00008106.p1	CAEEL05080
OG0006135	TCONS_00002593.p1	CAEEL16406
OG0006137	TCONS_00002033.p1	CAEEL01021
OG0006140	TCONS_00021228.p1, TCONS_00021227.p1	CAEEL06530
OG0006141	TCONS_00028768.p1	CAEEL00813
OG0006144	TCONS_00011254.p1	CAEEL12775
OG0006145	TCONS_00050624.p1	CAEEL00765, CAEEL00923
OG0006152	TCONS_00045404.p1	CAEEL01636
OG0006153	TCONS_00043806.p1	CAEEL01203, CAEEL07510, CAEEL11307
OG0006156	TCONS_00021882.p1	CAEEL13825
OG0006160	TCONS_00047213.p1	CAEEL08936
OG0006163	TCONS_00031691.p1	CAEEL00653
OG0006164	TCONS_00008174.p1, TCONS_00000033.p1	CAEEL01158
OG0006165	TCONS_00019638.p1	CAEEL15774
OG0006168	TCONS_00016557.p1	CAEEL05152
OG0006169	TCONS_00043660.p1	CAEEL08537
OG0006172	TCONS_00009710.p1	CAEEL14351
OG0006176	TCONS_00010221.p1	CAEEL05930
OG0006180	TCONS_00007442.p1	CAEEL09925
OG0006181	TCONS_00010425.p1	CAEEL14722
OG0006182	TCONS_00054078.p1	CAEEL06387
OG0006183	TCONS_00013519.p1	CAEEL19366
OG0006185	TCONS_00045754.p1	CAEEL01692
OG0006187	TCONS_00029731.p1	CAEEL00902
OG0006188	TCONS_00053406.p1	CAEEL02058
OG0006191	TCONS_00029555.p1	CAEEL06280, CAEEL06279
OG0006192	TCONS_00056391.p1, TCONS_00041424.p1	CAEEL01776
OG0006195	TCONS_00006119.p1	CAEEL08079
OG0006196	TCONS_00021445.p1	CAEEL06224, CAEEL06189
OG0006198	TCONS_00026916.p1	CAEEL00819
OG0006200	TCONS_00030705.p1	CAEEL11329
OG0006202	TCONS_00007558.p1	CAEEL07568
OG0006208	TCONS_00029115.p1	CAEEL00204
OG0006209	TCONS_00029727.p1	CAEEL11287
OG0006210	TCONS_00009196.p1	CAEEL00160
OG0006213	TCONS_00019307.p1	CAEEL01145
OG0006214	TCONS_00037981.p1	CAEEL12120
OG0006216	TCONS_00014138.p1	CAEEL16326
OG0006217	TCONS_00051364.p1	CAEEL05235
OG0006220	TCONS_00019743.p1, TCONS_00019730.p1	CAEEL08309
OG0006224	TCONS_00050034.p1	CAEEL11548
OG0006226	TCONS_00053227.p1	CAEEL02716
OG0006229	TCONS_00043875.p1	CAEEL06963
OG0006230	TCONS_00020731.p1	CAEEL08542
OG0006231	TCONS_00017751.p1	CAEEL20582
OG0006232	TCONS_00056742.p1	CAEEL07512, CAEEL07511
OG0006234	TCONS_00052906.p1	CAEEL05918
OG0006235	TCONS_00036221.p1	CAEEL04462
OG0006237	TCONS_00051480.p1	CAEEL04160
OG0006239	TCONS_00008386.p1	CAEEL01539
OG0006240	TCONS_00015238.p1	CAEEL08852
OG0006245	TCONS_00056805.p1	CAEEL00941
OG0006248	TCONS_00022938.p1	CAEEL05883
OG0006249	TCONS_00022323.p1	CAEEL10060
OG0006254	TCONS_00055925.p1	CAEEL11539
OG0006257	TCONS_00010381.p1	CAEEL15240
OG0006259	TCONS_00018304.p1	CAEEL09792
OG0006260	TCONS_00047383.p1	CAEEL09587
OG0006262	TCONS_00018917.p1	CAEEL01377
OG0006263	TCONS_00007047.p1	CAEEL09474
OG0006264	TCONS_00055392.p1	CAEEL11589
OG0006265	TCONS_00003636.p1	CAEEL01463
OG0006267	TCONS_00031273.p1	CAEEL09521
OG0006268	TCONS_00048122.p1	CAEEL09373, CAEEL09395
OG0006269	TCONS_00048493.p1	CAEEL11344
OG0006270	TCONS_00015601.p1	CAEEL01876
OG0006271	TCONS_00013879.p1	CAEEL08264
OG0006275	TCONS_00001487.p1	CAEEL01989
OG0006277	TCONS_00005076.p1	CAEEL08057
OG0006279	TCONS_00002188.p1	CAEEL00237
OG0006280	TCONS_00009583.p1	CAEEL17987
OG0006281	TCONS_00050422.p1	CAEEL04765
OG0006283	TCONS_00020320.p1	CAEEL00881
OG0006284	TCONS_00004481.p1	CAEEL08923
OG0006285	TCONS_00016197.p1	CAEEL04794
OG0006286	TCONS_00029938.p1, TCONS_00030675.p1	CAEEL00158
OG0006288	TCONS_00005552.p1, TCONS_00005564.p1	CAEEL08712
OG0006289	TCONS_00049653.p1	CAEEL07964
OG0006290	TCONS_00050562.p1	CAEEL04712
OG0006291	TCONS_00016579.p1	CAEEL00609
OG0006293	TCONS_00006350.p1	CAEEL07928
OG0006294	TCONS_00010810.p1	CAEEL14462
OG0006295	TCONS_00006928.p1, TCONS_00006902.p1	CAEEL09568
OG0006297	TCONS_00048919.p1	CAEEL11872
OG0006301	TCONS_00011055.p1	CAEEL17598
OG0006306	TCONS_00017205.p1	CAEEL01065
OG0006307	TCONS_00053826.p1	CAEEL06264
OG0006309	TCONS_00036228.p1	CAEEL05232
OG0006311	TCONS_00038156.p1	CAEEL17612
OG0006313	TCONS_00046617.p1	CAEEL05123
OG0006315	TCONS_00010515.p1	CAEEL15905
OG0006319	TCONS_00049238.p1	CAEEL13894
OG0006322	TCONS_00048928.p1	CAEEL09507
OG0006323	TCONS_00041748.p1	CAEEL02251
OG0006326	TCONS_00016446.p1	CAEEL15323
OG0006329	TCONS_00026255.p1	CAEEL02571
OG0006331	TCONS_00003546.p1	CAEEL13794
OG0006332	TCONS_00024586.p1	CAEEL10865
OG0006334	TCONS_00053945.p1	CAEEL08411, CAEEL18378
OG0006335	TCONS_00038727.p1	CAEEL04124, CAEEL00475
OG0006339	TCONS_00006224.p1	CAEEL08069
OG0006340	TCONS_00030619.p1	CAEEL11454
OG0006341	TCONS_00053211.p1	CAEEL06023
OG0006343	TCONS_00042685.p1	CAEEL05583, CAEEL02498
OG0006344	TCONS_00032988.p1	CAEEL14876
OG0006345	TCONS_00018594.p1, TCONS_00017569.p1	CAEEL06549
OG0006346	TCONS_00035271.p1	CAEEL05783
OG0006347	TCONS_00056824.p1	CAEEL07567
OG0006350	TCONS_00012262.p1	CAEEL07674
OG0006352	TCONS_00044098.p1	CAEEL02603
OG0006353	TCONS_00009865.p1	CAEEL19140, CAEEL05676
OG0006354	TCONS_00027609.p1	CAEEL18116
OG0006355	TCONS_00049625.p1	CAEEL16514
OG0006356	TCONS_00005098.p1	CAEEL07675
OG0006360	TCONS_00036149.p1	CAEEL05277
OG0006361	TCONS_00004369.p1	CAEEL09060
OG0006362	TCONS_00041980.p1, TCONS_00041972.p1	CAEEL00998
OG0006363	TCONS_00026004.p1	CAEEL00971
OG0006365	TCONS_00042541.p1	CAEEL12631
OG0006370	TCONS_00053971.p1	CAEEL05220
OG0006372	TCONS_00055014.p1	CAEEL09848
OG0006375	TCONS_00014183.p1	CAEEL00741
OG0006376	TCONS_00015180.p1	CAEEL15051
OG0006377	TCONS_00053744.p1, TCONS_00053743.p1	CAEEL09247
OG0006378	TCONS_00026085.p1	CAEEL04747
OG0006381	TCONS_00047599.p1	CAEEL09800
OG0006385	TCONS_00011299.p1, TCONS_00011279.p1	CAEEL17878
OG0006386	TCONS_00038091.p1	CAEEL02065
OG0006387	TCONS_00001551.p1	CAEEL00319
OG0006389	TCONS_00001248.p1	CAEEL07348
OG0006390	TCONS_00047659.p1	CAEEL13360
OG0006391	TCONS_00055478.p1	CAEEL16380, CAEEL11908
OG0006392	TCONS_00001939.p1	CAEEL07571
OG0006393	TCONS_00027954.p1	CAEEL14337
OG0006395	TCONS_00045081.p1	CAEEL11636
OG0006402	TCONS_00055131.p1	CAEEL14843
OG0006405	TCONS_00036434.p1	CAEEL04608
OG0006407	TCONS_00017172.p1	CAEEL20555
OG0006408	TCONS_00011147.p1	CAEEL15120
OG0006414	TCONS_00028276.p1, TCONS_00028277.p1	CAEEL18847
OG0006423	TCONS_00040572.p1, TCONS_00039860.p1, TCONS_00057154.p1, TCONS_00000859.p1, TCONS_00056074.p1, TCONS_00003763.p1, TCONS_00001571.p1, TCONS_00002721.p1, TCONS_00001954.p1, TCONS_00049862.p1, TCONS_00036289.p1, TCONS_00038241.p1, TCONS_00041474.p1, TCONS_00038263.p1, TCONS_00016123.p1, TCONS_00041777.p1	CAEEL00261
OG0006443	TCONS_00039555.p1	CAEEL07304
OG0006448	TCONS_00055605.p1	CAEEL07841
OG0006449	TCONS_00018301.p1	CAEEL02036
OG0006454	TCONS_00005752.p1	CAEEL06995
OG0006456	TCONS_00024071.p1	CAEEL09794
OG0006457	TCONS_00053917.p1	CAEEL05605
OG0006459	TCONS_00029344.p1	CAEEL00244
OG0006461	TCONS_00048350.p1	CAEEL11863
OG0006462	TCONS_00014431.p1	CAEEL05709
OG0006464	TCONS_00021066.p1	CAEEL01413
OG0006465	TCONS_00009885.p1	CAEEL10921
OG0006468	TCONS_00007890.p1	CAEEL05183, CAEEL05085, CAEEL16207
OG0006472	TCONS_00021911.p1	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340
OG0006474	TCONS_00005145.p1	CAEEL07206
OG0006475	TCONS_00056392.p1, TCONS_00041422.p1	CAEEL07548
OG0006476	TCONS_00042228.p1	CAEEL12092
OG0006478	TCONS_00054517.p1	CAEEL06158
OG0006479	TCONS_00051879.p1	CAEEL05626
OG0006480	TCONS_00057242.p1	CAEEL10265, CAEEL10266
OG0006481	TCONS_00034795.p1	CAEEL19099, CAEEL01638
OG0006482	TCONS_00009649.p1	CAEEL10834
OG0006485	TCONS_00010701.p1	CAEEL14223
OG0006488	TCONS_00011528.p1	CAEEL17648
OG0006490	TCONS_00049724.p1	CAEEL11637
OG0006491	TCONS_00044639.p1	CAEEL13015
OG0006496	TCONS_00016568.p1	CAEEL08493
OG0006497	TCONS_00054999.p1	CAEEL06461
OG0006498	TCONS_00043357.p1, TCONS_00043346.p1	CAEEL02503
OG0006499	TCONS_00015424.p1	CAEEL20101
OG0006501	TCONS_00010106.p1	CAEEL16016
OG0006503	TCONS_00021845.p1	CAEEL07188
OG0006505	TCONS_00056089.p1	CAEEL06783
OG0006506	TCONS_00036362.p1	CAEEL03029
OG0006511	TCONS_00007950.p1	CAEEL02676
OG0006512	TCONS_00011733.p1	CAEEL07313
OG0006514	TCONS_00043974.p1	CAEEL07858
OG0006515	TCONS_00004438.p1	CAEEL02554
OG0006516	TCONS_00010802.p1	CAEEL15132
OG0006517	TCONS_00020570.p1	CAEEL01423
OG0006520	TCONS_00042468.p1, TCONS_00042416.p1	CAEEL13792
OG0006522	TCONS_00005801.p1, TCONS_00005787.p1	CAEEL07957
OG0006523	TCONS_00011605.p1	CAEEL15760
OG0006525	TCONS_00047745.p1	CAEEL11800
OG0006528	TCONS_00004367.p1	CAEEL14466
OG0006532	TCONS_00053038.p1, TCONS_00053081.p1	CAEEL05678
OG0006533	TCONS_00001339.p1	CAEEL19649
OG0006536	TCONS_00026188.p1	CAEEL05174
OG0006538	TCONS_00018708.p1, TCONS_00018657.p1	CAEEL07903, CAEEL04060
OG0006540	TCONS_00022205.p1	CAEEL19898
OG0006542	TCONS_00043741.p1, TCONS_00043757.p1	CAEEL04749
OG0006543	TCONS_00017046.p1	CAEEL05304
OG0006544	TCONS_00008190.p1, TCONS_00008179.p1	CAEEL02597
OG0006545	TCONS_00056038.p1	CAEEL08394
OG0006546	TCONS_00011832.p1	CAEEL16446
OG0006547	TCONS_00015546.p1	CAEEL09736
OG0006550	TCONS_00049126.p1	CAEEL02186
OG0006552	TCONS_00029062.p1	CAEEL02725
OG0006553	TCONS_00014564.p1	CAEEL06508
OG0006554	TCONS_00005063.p1	CAEEL09071
OG0006556	TCONS_00001090.p1	CAEEL00553
OG0006557	TCONS_00005264.p1	CAEEL07597
OG0006560	TCONS_00010738.p1	CAEEL14360
OG0006561	TCONS_00009958.p1	CAEEL16404
OG0006565	TCONS_00047631.p1	CAEEL12176
OG0006567	TCONS_00045499.p1	CAEEL15749
OG0006568	TCONS_00045070.p1	CAEEL01944
OG0006569	TCONS_00004482.p1	CAEEL03290
OG0006570	TCONS_00016369.p1, TCONS_00015384.p1	CAEEL15966
OG0006571	TCONS_00027928.p1	CAEEL05447
OG0006572	TCONS_00053653.p1	CAEEL09940, CAEEL09371
OG0006573	TCONS_00005210.p1	CAEEL05442
OG0006574	TCONS_00029325.p1	CAEEL01738
OG0006577	TCONS_00054554.p1	CAEEL15281
OG0006578	TCONS_00026429.p1	CAEEL00045
OG0006579	TCONS_00053710.p1	CAEEL07922
OG0006583	TCONS_00002402.p1	CAEEL01627
OG0006584	TCONS_00009190.p1	CAEEL05880
OG0006587	TCONS_00011724.p1	CAEEL17957
OG0006588	TCONS_00049561.p1	CAEEL11640
OG0006589	TCONS_00047690.p1	CAEEL10276
OG0006590	TCONS_00006410.p1, TCONS_00006411.p1	CAEEL15655
OG0006591	TCONS_00046705.p1	CAEEL01066
OG0006594	TCONS_00005014.p1	CAEEL00833
OG0006595	TCONS_00029764.p1	CAEEL10661
OG0006596	TCONS_00007790.p1	CAEEL00560
OG0006597	TCONS_00042667.p1	CAEEL10448
OG0006598	TCONS_00029076.p1	CAEEL03295
OG0006602	TCONS_00056704.p1	CAEEL16562
OG0006603	TCONS_00007117.p1	CAEEL00624
OG0006604	TCONS_00006520.p1	CAEEL07198
OG0006606	TCONS_00001826.p1	CAEEL07376
OG0006607	TCONS_00044660.p1	CAEEL01560
OG0006608	TCONS_00021081.p1	CAEEL05698
OG0006609	TCONS_00056679.p1	CAEEL02187
OG0006610	TCONS_00012981.p1	CAEEL11386
OG0006611	TCONS_00055553.p1	CAEEL07953
OG0006613	TCONS_00020318.p1	CAEEL01845
OG0006614	TCONS_00036181.p1	CAEEL05124
OG0006615	TCONS_00055565.p1	CAEEL09131
OG0006622	TCONS_00021887.p1	CAEEL05834
OG0006624	TCONS_00056405.p1	CAEEL07631
OG0006626	TCONS_00006380.p1	CAEEL07560
OG0006627	TCONS_00000978.p1	CAEEL11375
OG0006628	TCONS_00050775.p1	CAEEL07329
OG0006630	TCONS_00032852.p1	CAEEL11696
OG0006631	TCONS_00003832.p1	CAEEL00720
OG0006632	TCONS_00027325.p1	CAEEL20160, CAEEL00199
OG0006633	TCONS_00045550.p1	CAEEL00427
OG0006634	TCONS_00005070.p1	CAEEL07770
OG0006636	TCONS_00012633.p1	CAEEL07724
OG0006637	TCONS_00013489.p1	CAEEL12125
OG0006645	TCONS_00003989.p1	CAEEL17855
OG0006646	TCONS_00028509.p1	CAEEL15891
OG0006647	TCONS_00009340.p2	CAEEL07174
OG0006648	TCONS_00000125.p1	CAEEL01435
OG0006649	TCONS_00010217.p1, TCONS_00011294.p1, TCONS_00011271.p1	CAEEL13032
OG0006651	TCONS_00000270.p1	CAEEL09522
OG0006655	TCONS_00028473.p1	CAEEL00324
OG0006658	TCONS_00045451.p1, TCONS_00045482.p1	CAEEL00269
OG0006660	TCONS_00049634.p1	CAEEL09560, CAEEL09561
OG0006662	TCONS_00035039.p1	CAEEL12773
OG0006663	TCONS_00006144.p1, TCONS_00006163.p1	CAEEL08458
OG0006664	TCONS_00015932.p1	CAEEL01906
OG0006666	TCONS_00048338.p1	CAEEL05999
OG0006667	TCONS_00015836.p1	CAEEL01250
OG0006668	TCONS_00042523.p1	CAEEL06992
OG0006669	TCONS_00052745.p1	CAEEL08205
OG0006670	TCONS_00016009.p1	CAEEL05160
OG0006673	TCONS_00025948.p1	CAEEL00769
OG0006675	TCONS_00027673.p1	CAEEL09407, CAEEL09408, CAEEL18361
OG0006678	TCONS_00013801.p1	CAEEL12368
OG0006680	TCONS_00056961.p1	CAEEL09390
OG0006681	TCONS_00056930.p1	CAEEL05335
OG0006683	TCONS_00051711.p1, TCONS_00051709.p1	CAEEL00441
OG0006684	TCONS_00047879.p1	CAEEL11224
OG0006686	TCONS_00044306.p1, TCONS_00016179.p1	CAEEL20085
OG0006690	TCONS_00048041.p1	CAEEL11346
OG0006691	TCONS_00053236.p1	CAEEL07500
OG0006692	TCONS_00003067.p1	CAEEL00770
OG0006693	TCONS_00030832.p1, TCONS_00030829.p1	CAEEL13049, CAEEL08528, CAEEL19542
OG0006694	TCONS_00002311.p1	CAEEL01422
OG0006695	TCONS_00010698.p1	CAEEL17851
OG0006702	TCONS_00044891.p1	CAEEL08311
OG0006703	TCONS_00045997.p1	CAEEL00186
OG0006705	TCONS_00052193.p1	CAEEL04478
OG0006706	TCONS_00014874.p1	CAEEL11633
OG0006709	TCONS_00056346.p1	CAEEL07440
OG0006710	TCONS_00028493.p1	CAEEL07165
OG0006712	TCONS_00007395.p1	CAEEL01534
OG0006714	TCONS_00026867.p1	CAEEL06631
OG0006716	TCONS_00018192.p1	CAEEL01171
OG0006717	TCONS_00012131.p1	CAEEL00315
OG0006720	TCONS_00055157.p1, TCONS_00055188.p1	CAEEL09628
OG0006722	TCONS_00053746.p1	CAEEL04109
OG0006723	TCONS_00050670.p1	CAEEL07804
OG0006726	TCONS_00044651.p1	CAEEL18959
OG0006727	TCONS_00002233.p1, TCONS_00047000.p1	CAEEL10628
OG0006730	TCONS_00044178.p1	CAEEL07386, CAEEL18705
OG0006732	TCONS_00020263.p1	CAEEL07406
OG0006735	TCONS_00006698.p1, TCONS_00006692.p1	CAEEL20573
OG0006736	TCONS_00008432.p1	CAEEL01882
OG0006737	TCONS_00007118.p1	CAEEL18816
OG0006741	TCONS_00047318.p1	CAEEL11903
OG0006742	TCONS_00043768.p1	CAEEL06688, CAEEL06689
OG0006749	TCONS_00042544.p1	CAEEL08028
OG0006750	TCONS_00018018.p1	CAEEL02998
OG0006752	TCONS_00040754.p1	CAEEL12417
OG0006753	TCONS_00011610.p1	CAEEL06421
OG0006754	TCONS_00008287.p1	CAEEL15551
OG0006755	TCONS_00042769.p1	CAEEL08754
OG0006757	TCONS_00011154.p1	CAEEL05691
OG0006758	TCONS_00057241.p1	CAEEL05308
OG0006760	TCONS_00052472.p1	CAEEL14472
OG0006762	TCONS_00009970.p1	CAEEL06780, CAEEL14299
OG0006763	TCONS_00054857.p1	CAEEL12476
OG0006765	TCONS_00020825.p1	CAEEL01561
OG0006766	TCONS_00022745.p1	CAEEL04604
OG0006768	TCONS_00040904.p1	CAEEL07976
OG0006769	TCONS_00023716.p1, TCONS_00029383.p1	CAEEL00344
OG0006772	TCONS_00026780.p1	CAEEL06744, CAEEL20464
OG0006774	TCONS_00007059.p1	CAEEL01586
OG0006777	TCONS_00010464.p1	CAEEL17985
OG0006780	TCONS_00011880.p1	CAEEL03293
OG0006784	TCONS_00043506.p1, TCONS_00056166.p1, TCONS_00043500.p1, TCONS_00043503.p1, TCONS_00043504.p1, TCONS_00043501.p1, TCONS_00043505.p1	CAEEL12328
OG0006807	TCONS_00047216.p1	CAEEL10763
OG0006826	TCONS_00041653.p1	CAEEL07305
OG0006828	TCONS_00028430.p1	CAEEL01547
OG0006830	TCONS_00010805.p1	CAEEL01610
OG0006832	TCONS_00009744.p1	CAEEL18365
OG0006833	TCONS_00007887.p1	CAEEL01607
OG0006835	TCONS_00000118.p1	CAEEL10984
OG0006838	TCONS_00012572.p1	CAEEL04815
OG0006842	TCONS_00052911.p1	CAEEL01401
OG0006843	TCONS_00029554.p1	CAEEL01030
OG0006844	TCONS_00028350.p1	CAEEL01019
OG0006845	TCONS_00010267.p1	CAEEL16127
OG0006846	TCONS_00010501.p1	CAEEL15729
OG0006849	TCONS_00011426.p1	CAEEL06259
OG0006851	TCONS_00026166.p1	CAEEL12983
OG0006853	TCONS_00049013.p1	CAEEL10839
OG0006860	TCONS_00008747.p1	CAEEL08670
OG0006864	TCONS_00041648.p1	CAEEL08583
OG0006867	TCONS_00010725.p1	CAEEL15109
OG0006868	TCONS_00010919.p1	CAEEL07835
OG0006870	TCONS_00021310.p1	CAEEL08613
OG0006875	TCONS_00057246.p1	CAEEL10848
OG0006876	TCONS_00054383.p1	CAEEL04447
OG0006878	TCONS_00054061.p1	CAEEL06314
OG0006881	TCONS_00043849.p1	CAEEL09403
OG0006882	TCONS_00008216.p1	CAEEL09595
OG0006886	TCONS_00023776.p1	CAEEL05972, CAEEL05973
OG0006887	TCONS_00055244.p1	CAEEL04262
OG0006888	TCONS_00017203.p1	CAEEL07944
OG0006890	TCONS_00026380.p1	CAEEL05820
OG0006891	TCONS_00005459.p1	CAEEL07412
OG0006892	TCONS_00055599.p1	CAEEL07307
OG0006894	TCONS_00013687.p1	CAEEL12154
OG0006895	TCONS_00056044.p1	CAEEL18907
OG0006897	TCONS_00028324.p1	CAEEL00287
OG0006898	TCONS_00008723.p1	CAEEL01473
OG0006901	TCONS_00056765.p1	CAEEL06883
OG0006902	TCONS_00036412.p1	CAEEL02536
OG0006905	TCONS_00008743.p1	CAEEL08307
OG0006906	TCONS_00006172.p1	CAEEL05830
OG0006914	TCONS_00028393.p1	CAEEL01820
OG0006917	TCONS_00050600.p1	CAEEL05784
OG0006918	TCONS_00046489.p1	CAEEL01349
OG0006919	TCONS_00026791.p1	CAEEL05782
OG0006920	TCONS_00001003.p1	CAEEL08877
OG0006923	TCONS_00002022.p1	CAEEL09234
OG0006924	TCONS_00019814.p1	CAEEL12241
OG0006926	TCONS_00017933.p1	CAEEL19851, CAEEL00630
OG0006927	TCONS_00056916.p1	CAEEL11861
OG0006931	TCONS_00016839.p1	CAEEL14601
OG0006934	TCONS_00021826.p1	CAEEL00405
OG0006936	TCONS_00026943.p1	CAEEL11645
OG0006937	TCONS_00023523.p1, TCONS_00023513.p1, TCONS_00023468.p1	CAEEL00825
OG0006938	TCONS_00048561.p1	CAEEL00362
OG0006939	TCONS_00045731.p1, TCONS_00045732.p1	CAEEL14723
OG0006942	TCONS_00011962.p1	CAEEL08740
OG0006943	TCONS_00016606.p1	CAEEL14228
OG0006944	TCONS_00048959.p1, TCONS_00032488.p1	CAEEL11263
OG0006945	TCONS_00057264.p1	CAEEL08245
OG0006948	TCONS_00012980.p1	CAEEL04453
