Orthogroup	PFLAV	MOUSE
OG0005245	TCONS_00020008.p1	MOUSE08599, MOUSE08598, MOUSE08594, MOUSE08597
OG0005247	TCONS_00042949.p1	MOUSE09970, MOUSE09971, MOUSE09969, MOUSE09968
OG0005248	TCONS_00009299.p1	MOUSE32108, MOUSE49677
OG0005249	TCONS_00014877.p1	MOUSE25308, MOUSE25309
OG0005250	TCONS_00002326.p1	MOUSE34236, MOUSE34235
OG0005251	TCONS_00002390.p1	MOUSE52134, MOUSE52132, MOUSE52133
OG0005252	TCONS_00016160.p1	MOUSE20976, MOUSE20975
OG0005253	TCONS_00043943.p1	MOUSE03197
OG0005254	TCONS_00013105.p1	MOUSE05935, MOUSE05936, MOUSE05934
OG0005255	TCONS_00025974.p1	MOUSE35890, MOUSE35889
OG0005256	TCONS_00049560.p1	MOUSE14365, MOUSE55161
OG0005257	TCONS_00011553.p1, TCONS_00033670.p1	MOUSE31617
OG0005258	TCONS_00056091.p1	MOUSE40633, MOUSE40634, MOUSE40635, MOUSE40637
OG0005259	TCONS_00048110.p1	MOUSE40641, MOUSE24933, MOUSE24932
OG0005260	TCONS_00025073.p1	MOUSE27103, MOUSE27102
OG0005261	TCONS_00018305.p1	MOUSE21672
OG0005262	TCONS_00050628.p1	MOUSE34801, MOUSE34800, MOUSE34802
OG0005263	TCONS_00054770.p1	MOUSE06494
OG0005264	TCONS_00020937.p1	MOUSE35185, MOUSE35187, MOUSE35184
OG0005265	TCONS_00016899.p1	MOUSE18510, MOUSE18511
OG0005266	TCONS_00009028.p1, TCONS_00009035.p1	MOUSE15169, MOUSE28841, MOUSE49791
OG0005267	TCONS_00010086.p1	MOUSE02945
OG0005268	TCONS_00027781.p1	MOUSE27268, MOUSE27267
OG0005269	TCONS_00048796.p1	MOUSE40627
OG0005270	TCONS_00011552.p1	MOUSE20321, MOUSE20322
OG0005271	TCONS_00017782.p1	MOUSE49904, MOUSE49905
OG0005272	TCONS_00020267.p1	MOUSE02367, MOUSE02366, MOUSE02368
OG0005273	TCONS_00002167.p1	MOUSE54103, MOUSE54104
OG0005274	TCONS_00026180.p1	MOUSE07832, MOUSE07833
OG0005275	TCONS_00049281.p1	MOUSE52516
OG0005276	TCONS_00045182.p1	MOUSE35730, MOUSE35731
OG0005277	TCONS_00054359.p1	MOUSE07675, MOUSE07676, MOUSE07674
OG0005278	TCONS_00028050.p1	MOUSE44577, MOUSE44572, MOUSE44576, MOUSE44571, MOUSE44574, MOUSE44569, MOUSE44570
OG0005279	TCONS_00007766.p1	MOUSE49425
OG0005280	TCONS_00027640.p1	MOUSE21456
OG0005281	TCONS_00026194.p1	MOUSE19612, MOUSE36000
OG0005282	TCONS_00054387.p1	MOUSE09779, MOUSE09776, MOUSE09777, MOUSE09778, MOUSE09775, MOUSE09772, MOUSE09774, MOUSE09773, MOUSE09771, MOUSE09780
OG0005283	TCONS_00017154.p1	MOUSE29132, MOUSE29130, MOUSE29133, MOUSE29131, MOUSE21729, MOUSE21728
OG0005284	TCONS_00001133.p1	MOUSE34220, MOUSE50132, MOUSE34218, MOUSE34219, MOUSE50131, MOUSE50130
OG0005285	TCONS_00056273.p1	MOUSE02740
OG0005286	TCONS_00041737.p1	MOUSE54594
OG0005287	TCONS_00019945.p1	MOUSE30697
OG0005288	TCONS_00045392.p1	MOUSE00252, MOUSE00253
OG0005289	TCONS_00015495.p1	MOUSE42519, MOUSE42518, MOUSE42517
OG0005290	TCONS_00052898.p1	MOUSE33153, MOUSE33150, MOUSE33154, MOUSE33151, MOUSE33152
OG0005291	TCONS_00004057.p1, TCONS_00003110.p1	MOUSE53018, MOUSE53021, MOUSE53019, MOUSE53020, MOUSE53022
OG0005292	TCONS_00002776.p1	MOUSE22490, MOUSE22489, MOUSE22488
OG0005293	TCONS_00018242.p1	MOUSE29999
OG0005294	TCONS_00054205.p1	MOUSE13188
OG0005295	TCONS_00009809.p1	MOUSE11813, MOUSE11812
OG0005297	TCONS_00020533.p1, TCONS_00020531.p1, TCONS_00020532.p1	MOUSE22447, MOUSE22449, MOUSE22448, MOUSE22446
OG0005298	TCONS_00054887.p1	MOUSE19943, MOUSE19944
OG0005299	TCONS_00008418.p1, TCONS_00007124.p1	MOUSE49600
OG0005300	TCONS_00048994.p1	MOUSE35434, MOUSE35433
OG0005301	TCONS_00006847.p1	MOUSE01070, MOUSE01069
OG0005302	TCONS_00019869.p1	MOUSE51378, MOUSE51379, MOUSE48035
OG0005303	TCONS_00036356.p1	MOUSE01848, MOUSE01849, MOUSE01847, MOUSE01850, MOUSE01851
OG0005304	TCONS_00014747.p1	MOUSE25707
OG0005305	TCONS_00009441.p1	MOUSE28834, MOUSE28835, MOUSE28836
OG0005309	TCONS_00030814.p1	MOUSE40578, MOUSE40579, MOUSE40577
OG0005310	TCONS_00013431.p1	MOUSE03383, MOUSE03382, MOUSE14123
OG0005312	TCONS_00006588.p1	MOUSE40791
OG0005314	TCONS_00001669.p1	MOUSE01281
OG0005315	TCONS_00014654.p1	MOUSE31252, MOUSE31250, MOUSE31251
OG0005316	TCONS_00007669.p1	MOUSE13898
OG0005317	TCONS_00000493.p1	MOUSE53670, MOUSE53669
OG0005318	TCONS_00044824.p1, TCONS_00054613.p1, TCONS_00054694.p1, TCONS_00054680.p1	MOUSE47296, MOUSE47294
OG0005319	TCONS_00029725.p1	MOUSE21705
OG0005321	TCONS_00006409.p1	MOUSE03028, MOUSE03027, MOUSE03030, MOUSE03029, MOUSE03031
OG0005322	TCONS_00002906.p1	MOUSE05344, MOUSE05345, MOUSE05343
OG0005323	TCONS_00029424.p1	MOUSE09668, MOUSE09665, MOUSE09667, MOUSE09663
OG0005324	TCONS_00016140.p1	MOUSE31771, MOUSE31768, MOUSE31769, MOUSE31767, MOUSE31766
OG0005325	TCONS_00012335.p1	MOUSE38446, MOUSE38445, MOUSE18230
OG0005327	TCONS_00053895.p1	MOUSE33291, MOUSE33292
OG0005328	TCONS_00037997.p1	MOUSE14450
OG0005329	TCONS_00011450.p1	MOUSE24676, MOUSE24677, MOUSE24678
OG0005335	TCONS_00001208.p1, TCONS_00013583.p1, TCONS_00013585.p1, TCONS_00013584.p1, TCONS_00006028.p1, TCONS_00014223.p1	MOUSE42811, MOUSE42810
OG0005359	TCONS_00014332.p1, TCONS_00014320.p1	MOUSE35454, MOUSE35456
OG0005360	TCONS_00028745.p1	MOUSE44906
OG0005364	TCONS_00039546.p1	MOUSE43090
OG0005365	TCONS_00031433.p1	MOUSE31436
OG0005366	TCONS_00010763.p1	MOUSE20326
OG0005367	TCONS_00009795.p1	MOUSE16683, MOUSE16689, MOUSE16690, MOUSE16681, MOUSE16682, MOUSE16688, MOUSE16684, MOUSE16687, MOUSE16685, MOUSE16686
OG0005368	TCONS_00017334.p1	MOUSE09186, MOUSE09187, MOUSE09185
OG0005369	TCONS_00010098.p1	MOUSE27794, MOUSE27793
OG0005371	TCONS_00032504.p1, TCONS_00032505.p1	MOUSE10177, MOUSE10180, MOUSE10178, MOUSE10179, MOUSE10176
OG0005372	TCONS_00055961.p1	MOUSE25098, MOUSE25095, MOUSE25094
OG0005373	TCONS_00022228.p1	MOUSE46144
OG0005374	TCONS_00000999.p1	MOUSE00584
OG0005375	TCONS_00002718.p1, TCONS_00002720.p1	MOUSE05777, MOUSE05776
OG0005376	TCONS_00055027.p1	MOUSE35525, MOUSE35526
OG0005377	TCONS_00004939.p1	MOUSE04976, MOUSE15208
OG0005378	TCONS_00006196.p1	MOUSE37487
OG0005379	TCONS_00041647.p1	MOUSE00599, MOUSE14983, MOUSE00600
OG0005380	TCONS_00020618.p1	MOUSE06963, MOUSE06962, MOUSE06965, MOUSE06966, MOUSE06964, MOUSE06961, MOUSE06960
OG0005381	TCONS_00016337.p1	MOUSE25865, MOUSE25867, MOUSE25866, MOUSE25864, MOUSE25862, MOUSE25863, MOUSE25860
OG0005383	TCONS_00019533.p1	MOUSE08506
OG0005384	TCONS_00045666.p1	MOUSE21641, MOUSE21642, MOUSE21640
OG0005385	TCONS_00005107.p1	MOUSE04467, MOUSE04465, MOUSE04464
OG0005386	TCONS_00043456.p1	MOUSE48147
OG0005387	TCONS_00011171.p1, TCONS_00011170.p1	MOUSE00005
OG0005388	TCONS_00028716.p1	MOUSE01450
OG0005389	TCONS_00042861.p1	MOUSE54799, MOUSE54800, MOUSE24471, MOUSE24473
OG0005390	TCONS_00054232.p1	MOUSE33726, MOUSE33725
OG0005391	TCONS_00020482.p1	MOUSE49083, MOUSE49081
OG0005393	TCONS_00019632.p1	MOUSE53410, MOUSE53409, MOUSE53408
OG0005394	TCONS_00008862.p1	MOUSE53404, MOUSE53403
OG0005395	TCONS_00014137.p1	MOUSE15107, MOUSE15111, MOUSE15110, MOUSE15109
OG0005396	TCONS_00022727.p1	MOUSE54498
OG0005397	TCONS_00016854.p1	MOUSE28652, MOUSE28651, MOUSE13413, MOUSE13414
OG0005398	TCONS_00054881.p1	MOUSE26345
OG0005399	TCONS_00050826.p1	MOUSE04146, MOUSE04143, MOUSE04141, MOUSE04145, MOUSE04144, MOUSE04142
OG0005400	TCONS_00042632.p1	MOUSE12575, MOUSE12573, MOUSE12576, MOUSE12574
OG0005401	TCONS_00005156.p1	MOUSE04907, MOUSE04908, MOUSE04912, MOUSE04909, MOUSE04910
OG0005402	TCONS_00052201.p1	MOUSE29924
OG0005403	TCONS_00029726.p1	MOUSE51966, MOUSE51969, MOUSE51967
OG0005406	TCONS_00040798.p1	MOUSE51011
OG0005407	TCONS_00026598.p1	MOUSE21179, MOUSE40392
OG0005408	TCONS_00027591.p1	MOUSE36083, MOUSE36082, MOUSE36079, MOUSE36084, MOUSE36080, MOUSE36078, MOUSE36077
OG0005409	TCONS_00007454.p1	MOUSE49463
OG0005410	TCONS_00008125.p1	MOUSE13942, MOUSE13940
OG0005412	TCONS_00019488.p1	MOUSE22201, MOUSE22202
OG0005413	TCONS_00020491.p1	MOUSE51736
OG0005414	TCONS_00012831.p1	MOUSE06397, MOUSE06398, MOUSE06394, MOUSE06396, MOUSE06395
OG0005415	TCONS_00000282.p1	MOUSE51304
OG0005416	TCONS_00001111.p1	MOUSE16644, MOUSE16643, MOUSE16645, MOUSE16642
OG0005417	TCONS_00013482.p1	MOUSE16971
OG0005418	TCONS_00051863.p1	MOUSE26413, MOUSE26412, MOUSE26409, MOUSE26407, MOUSE26410, MOUSE26411, MOUSE26408
OG0005419	TCONS_00048313.p1	MOUSE23488, MOUSE23490, MOUSE23489
OG0005420	TCONS_00014978.p1	MOUSE25661, MOUSE48852, MOUSE23865
OG0005421	TCONS_00011017.p1	MOUSE44783
OG0005422	TCONS_00009911.p1	MOUSE28074
OG0005423	TCONS_00042610.p1	MOUSE29748, MOUSE54002
OG0005424	TCONS_00036174.p1	MOUSE02187, MOUSE02184, MOUSE02185, MOUSE02183, MOUSE02182, MOUSE02186
OG0005425	TCONS_00023419.p1	MOUSE14448, MOUSE16731, MOUSE14445, MOUSE14446, MOUSE14447
OG0005426	TCONS_00048830.p1	MOUSE35348, MOUSE35346, MOUSE35347
OG0005427	TCONS_00054904.p1	MOUSE05856, MOUSE05855, MOUSE05857, MOUSE05854
OG0005428	TCONS_00026000.p1	MOUSE27863, MOUSE14543, MOUSE14544
OG0005429	TCONS_00047280.p1	MOUSE24884, MOUSE24886, MOUSE24885, MOUSE24882, MOUSE24883
OG0005430	TCONS_00007541.p1	MOUSE49705, MOUSE49703, MOUSE49704
OG0005431	TCONS_00044868.p1	MOUSE13565
OG0005432	TCONS_00005164.p1	MOUSE04489, MOUSE04490
OG0005433	TCONS_00043311.p1, TCONS_00029216.p1	MOUSE19851, MOUSE19850
OG0005434	TCONS_00041984.p1, TCONS_00041974.p1	MOUSE39468, MOUSE39469
OG0005435	TCONS_00019225.p1	MOUSE22613, MOUSE22615, MOUSE22617, MOUSE22614
OG0005436	TCONS_00028208.p1	MOUSE10132, MOUSE10131, MOUSE10130, MOUSE10133
OG0005437	TCONS_00003880.p1	MOUSE20089
OG0005438	TCONS_00044317.p1, TCONS_00015106.p1	MOUSE24213, MOUSE24212
OG0005439	TCONS_00016973.p1	MOUSE00421, MOUSE00420
OG0005440	TCONS_00028756.p1	MOUSE48410
OG0005441	TCONS_00007260.p1	MOUSE53368, MOUSE53367
OG0005442	TCONS_00003784.p1	MOUSE14655, MOUSE14656
OG0005443	TCONS_00011202.p1	MOUSE49928, MOUSE49929
OG0005444	TCONS_00044867.p1	MOUSE29378
OG0005445	TCONS_00044979.p1	MOUSE13615
OG0005446	TCONS_00002283.p1	MOUSE16646
OG0005447	TCONS_00035427.p1	MOUSE51234, MOUSE51233, MOUSE51236, MOUSE51235
OG0005448	TCONS_00000351.p1	MOUSE39998
OG0005449	TCONS_00013903.p1	MOUSE06113, MOUSE06112, MOUSE06111
OG0005450	TCONS_00043254.p1	MOUSE54001, MOUSE54000
OG0005451	TCONS_00046006.p1	MOUSE18945, MOUSE18944
OG0005452	TCONS_00031692.p1, TCONS_00031694.p1	MOUSE27679
OG0005453	TCONS_00044150.p1	MOUSE03202, MOUSE03201, MOUSE03203
OG0005454	TCONS_00048707.p1	MOUSE44988
OG0005455	TCONS_00056817.p1	MOUSE35506
OG0005456	TCONS_00010453.p1	MOUSE07843, MOUSE07842, MOUSE07844, MOUSE07841, MOUSE24750, MOUSE24751
OG0005457	TCONS_00007933.p1	MOUSE43714, MOUSE43713
OG0005458	TCONS_00004172.p1	MOUSE35198, MOUSE35199
OG0005459	TCONS_00048869.p1	MOUSE02028
OG0005460	TCONS_00024862.p1, TCONS_00024844.p1	MOUSE15728, MOUSE15729, MOUSE13352
OG0005461	TCONS_00057275.p1	MOUSE05389, MOUSE05390, MOUSE05386, MOUSE05387, MOUSE05388
OG0005462	TCONS_00024136.p1	MOUSE44100, MOUSE44105, MOUSE44103, MOUSE44104, MOUSE44102, MOUSE44101
OG0005463	TCONS_00020369.p1	MOUSE51677, MOUSE51678, MOUSE51676
OG0005464	TCONS_00008361.p1	MOUSE12439, MOUSE12440
OG0005465	TCONS_00011014.p1	MOUSE07328, MOUSE07326
OG0005466	TCONS_00020837.p1	MOUSE14835, MOUSE14831, MOUSE14832, MOUSE14834, MOUSE14833, MOUSE14830
OG0005467	TCONS_00042101.p1, TCONS_00004459.p1	MOUSE08681, MOUSE08679, MOUSE08676, MOUSE08680
OG0005468	TCONS_00007603.p1	MOUSE11929, MOUSE11932, MOUSE11931, MOUSE11930, MOUSE11934
OG0005470	TCONS_00053193.p1	MOUSE40247, MOUSE40245
OG0005471	TCONS_00006666.p1	MOUSE38010, MOUSE38012, MOUSE38011
OG0005472	TCONS_00021846.p1	MOUSE52408, MOUSE52407, MOUSE52409
OG0005474	TCONS_00014044.p1	MOUSE38514, MOUSE38512, MOUSE38513, MOUSE38511
OG0005475	TCONS_00047440.p1	MOUSE09122, MOUSE54371
OG0005476	TCONS_00049597.p1	MOUSE14381
OG0005478	TCONS_00008205.p1	MOUSE28385, MOUSE28386
OG0005479	TCONS_00008945.p1	MOUSE49275, MOUSE49276
OG0005480	TCONS_00023511.p1, TCONS_00023464.p1	MOUSE47059
OG0005481	TCONS_00002153.p1	MOUSE54691
OG0005483	TCONS_00042471.p1	MOUSE44492
OG0005484	TCONS_00042361.p1	MOUSE30087, MOUSE30085, MOUSE30086
OG0005486	TCONS_00028610.p1, TCONS_00029484.p1	MOUSE13257
OG0005487	TCONS_00016597.p1	MOUSE21952
OG0005488	TCONS_00004875.p1	MOUSE37662, MOUSE37664
OG0005489	TCONS_00000093.p2	MOUSE05307, MOUSE05308
OG0005490	TCONS_00019474.p1	MOUSE23375, MOUSE23376
OG0005491	TCONS_00020365.p1	MOUSE19804
OG0005492	TCONS_00007708.p1	MOUSE32053, MOUSE32054
OG0005493	TCONS_00026820.p1	MOUSE40219, MOUSE40218, MOUSE40221, MOUSE40220
OG0005494	TCONS_00026543.p1	MOUSE42636, MOUSE42637
OG0005497	TCONS_00026884.p1	MOUSE21194, MOUSE21193, MOUSE21191, MOUSE21192, MOUSE21195, MOUSE21189
OG0005498	TCONS_00055471.p1	MOUSE32600, MOUSE32601
OG0005499	TCONS_00030823.p1	MOUSE27960, MOUSE20454
OG0005500	TCONS_00050935.p1	MOUSE34905, MOUSE34906, MOUSE34907, MOUSE34909, MOUSE34908
OG0005501	TCONS_00018805.p1, TCONS_00018808.p1, TCONS_00018809.p1	MOUSE10050, MOUSE10052, MOUSE10053, MOUSE10049, MOUSE10051
OG0005502	TCONS_00022528.p1	MOUSE29853
OG0005503	TCONS_00040005.p1, TCONS_00040021.p1, TCONS_00040027.p1	MOUSE24292, MOUSE24291
OG0005504	TCONS_00014155.p1	MOUSE43308, MOUSE43307
OG0005505	TCONS_00004976.p1	MOUSE48206, MOUSE48207
OG0005506	TCONS_00053959.p1	MOUSE20839, MOUSE20836, MOUSE20838, MOUSE20840, MOUSE20837
OG0005507	TCONS_00016323.p1	MOUSE37077, MOUSE37076
OG0005508	TCONS_00033192.p1, TCONS_00033178.p1	MOUSE53116, MOUSE53117
OG0005509	TCONS_00015892.p1	MOUSE13938
OG0005510	TCONS_00012297.p1	MOUSE06251, MOUSE06248
OG0005511	TCONS_00053818.p1	MOUSE33545, MOUSE33546, MOUSE33547, MOUSE33548, MOUSE33550, MOUSE33549
OG0005512	TCONS_00045124.p1, TCONS_00045123.p1	MOUSE24141, MOUSE24139, MOUSE24140, MOUSE21957
OG0005513	TCONS_00024779.p1	MOUSE14312
OG0005514	TCONS_00006472.p1	MOUSE25586
OG0005516	TCONS_00016387.p1	MOUSE25274, MOUSE25272
OG0005517	TCONS_00009348.p1	MOUSE09169, MOUSE09168, MOUSE09170, MOUSE09167
OG0005519	TCONS_00037566.p1, TCONS_00037573.p1, TCONS_00037574.p1, TCONS_00037567.p1	MOUSE26983, MOUSE26981, MOUSE26982
OG0005521	TCONS_00010065.p1	MOUSE42821, MOUSE42817, MOUSE42820, MOUSE42818, MOUSE42819
OG0005522	TCONS_00053228.p1, TCONS_00015411.p1, TCONS_00016377.p1	MOUSE25988, MOUSE25990, MOUSE25989, MOUSE25987, MOUSE25985, MOUSE25986
OG0005523	TCONS_00054498.p1	MOUSE31328, MOUSE31330, MOUSE31329
OG0005524	TCONS_00012295.p1	MOUSE55181, MOUSE03806, MOUSE53499
OG0005525	TCONS_00037517.p1	MOUSE21158, MOUSE21161, MOUSE21157, MOUSE21159, MOUSE21162
OG0005527	TCONS_00023389.p1, TCONS_00023355.p1	MOUSE14339
OG0005528	TCONS_00024703.p1	MOUSE47013, MOUSE47014, MOUSE47011, MOUSE47012
OG0005529	TCONS_00002011.p1	MOUSE14359, MOUSE14360
OG0005531	TCONS_00000104.p1, TCONS_00038720.p1	MOUSE39214, MOUSE39216, MOUSE39215
OG0005532	TCONS_00011352.p1	MOUSE24724, MOUSE24720, MOUSE24722, MOUSE24721
OG0005533	TCONS_00055786.p1	MOUSE01776
OG0005534	TCONS_00016641.p1	MOUSE01291, MOUSE01290, MOUSE01286, MOUSE01289, MOUSE01285
OG0005535	TCONS_00005512.p1	MOUSE38037, MOUSE38038, MOUSE38036
OG0005536	TCONS_00028964.p1	MOUSE20739
OG0005537	TCONS_00000523.p1	MOUSE33891
OG0005538	TCONS_00002924.p1	MOUSE05391
OG0005539	TCONS_00046527.p1	MOUSE33970
OG0005540	TCONS_00029288.p1	MOUSE10000
OG0005541	TCONS_00042322.p1, TCONS_00042268.p1	MOUSE33972
OG0005543	TCONS_00015790.p1, TCONS_00015789.p1	MOUSE25342
OG0005544	TCONS_00002599.p1, TCONS_00002598.p1	MOUSE05623, MOUSE05629, MOUSE05630, MOUSE05624, MOUSE05625, MOUSE05621, MOUSE05626
OG0005546	TCONS_00013869.p1, TCONS_00013870.p1	MOUSE06083, MOUSE46088
OG0005547	TCONS_00030467.p1	MOUSE11555, MOUSE11554, MOUSE11556, MOUSE11557, MOUSE11558, MOUSE11553, MOUSE11551, MOUSE11552, MOUSE11550
OG0005548	TCONS_00030807.p1	MOUSE11472, MOUSE36901, MOUSE36899, MOUSE36900
OG0005550	TCONS_00018900.p1	MOUSE12383, MOUSE12377
OG0005551	TCONS_00029247.p1	MOUSE05208, MOUSE05209
OG0005552	TCONS_00016056.p1	MOUSE17760, MOUSE17761, MOUSE24055
OG0005553	TCONS_00015682.p1	MOUSE26003, MOUSE26002
OG0005554	TCONS_00057016.p1	MOUSE49618, MOUSE49617, MOUSE49619
OG0005555	TCONS_00051979.p1	MOUSE01742, MOUSE01740, MOUSE11306
OG0005556	TCONS_00055187.p1, TCONS_00055156.p1	MOUSE25868, MOUSE18602
OG0005557	TCONS_00055437.p1, TCONS_00055436.p1, TCONS_00055428.p1	MOUSE37215, MOUSE37214
OG0005558	TCONS_00010378.p1	MOUSE07879, MOUSE07880, MOUSE20295
OG0005559	TCONS_00000429.p1, TCONS_00000428.p1	MOUSE34043
OG0005560	TCONS_00046570.p1, TCONS_00046598.p1	MOUSE28924, MOUSE28923
OG0005561	TCONS_00019642.p1	MOUSE28894, MOUSE28893, MOUSE28897, MOUSE28896, MOUSE28895
OG0005562	TCONS_00034798.p1	MOUSE51157, MOUSE51155
OG0005563	TCONS_00042835.p1	MOUSE47511, MOUSE47513, MOUSE47514
OG0005564	TCONS_00016490.p1	MOUSE25642, MOUSE25641, MOUSE25643
OG0005565	TCONS_00003116.p1	MOUSE05505, MOUSE05506
OG0005566	TCONS_00005551.p1	MOUSE37713, MOUSE37712
OG0005568	TCONS_00048320.p1	MOUSE39017, MOUSE39016
OG0005569	TCONS_00024188.p1	MOUSE44374, MOUSE44376
OG0005570	TCONS_00043776.p1	MOUSE47749, MOUSE47748, MOUSE47750
OG0005571	TCONS_00047918.p1	MOUSE44336
OG0005571	TCONS_00021261.p1	MOUSE18200
OG0005572	TCONS_00021333.p1	MOUSE20849, MOUSE13095
OG0005573	TCONS_00025374.p1	MOUSE44349, MOUSE44350
OG0005574	TCONS_00029427.p1	MOUSE52201, MOUSE52202, MOUSE52191, MOUSE52192
OG0005575	TCONS_00006379.p1	MOUSE52074, MOUSE52073, MOUSE52075
OG0005576	TCONS_00002051.p1	MOUSE16000, MOUSE16001
OG0005577	TCONS_00021748.p1	MOUSE15605, MOUSE34486
OG0005578	TCONS_00034484.p1	MOUSE43531, MOUSE43532
OG0005579	TCONS_00018308.p1	MOUSE00036, MOUSE13410, MOUSE13409
OG0005580	TCONS_00037773.p1	MOUSE18394
OG0005581	TCONS_00006469.p1	MOUSE19984
OG0005582	TCONS_00011142.p1	MOUSE07215, MOUSE07214, MOUSE07213
OG0005583	TCONS_00029116.p1	MOUSE19508, MOUSE51774
OG0005584	TCONS_00028481.p1	MOUSE19860, MOUSE19802
OG0005585	TCONS_00043859.p1	MOUSE13319, MOUSE13321, MOUSE13320, MOUSE02357, MOUSE22453
OG0005587	TCONS_00029059.p1	MOUSE27572, MOUSE27570, MOUSE27569, MOUSE27571
OG0005588	TCONS_00020036.p1	MOUSE25038, MOUSE25037
OG0005589	TCONS_00020037.p1	MOUSE26423, MOUSE26422
OG0005590	TCONS_00002648.p1	MOUSE47493
OG0005591	TCONS_00009001.p1	MOUSE00695
OG0005592	TCONS_00008222.p1	MOUSE48603, MOUSE48604, MOUSE48602, MOUSE48605
OG0005593	TCONS_00001943.p1	MOUSE12514, MOUSE12513
OG0005594	TCONS_00044927.p1	MOUSE13391, MOUSE13390
OG0005595	TCONS_00026634.p1	MOUSE52151, MOUSE52150
OG0005596	TCONS_00005400.p1	MOUSE38186, MOUSE38185, MOUSE38187
OG0005597	TCONS_00021833.p1	MOUSE22035
OG0005598	TCONS_00022722.p1	MOUSE51444
OG0005599	TCONS_00049658.p1	MOUSE52649, MOUSE52648
OG0005600	TCONS_00047802.p1	MOUSE55114, MOUSE55109, MOUSE55110, MOUSE55113, MOUSE55111, MOUSE55112
OG0005601	TCONS_00028805.p1	MOUSE51597, MOUSE51599, MOUSE51600, MOUSE51598, MOUSE51601
OG0005602	TCONS_00009633.p1	MOUSE11673, MOUSE11671, MOUSE11672, MOUSE11674, MOUSE11675, MOUSE11670, MOUSE11669
OG0005603	TCONS_00026295.p1	MOUSE36209, MOUSE36211
OG0005604	TCONS_00025624.p1	MOUSE21905, MOUSE21907, MOUSE21908, MOUSE21906
OG0005605	TCONS_00030162.p1	MOUSE36876, MOUSE36877
OG0005606	TCONS_00054329.p1	MOUSE13143, MOUSE13142, MOUSE13140, MOUSE13144, MOUSE13141
OG0005607	TCONS_00051822.p1	MOUSE54462, MOUSE00215
OG0005608	TCONS_00011990.p1	MOUSE07551, MOUSE07553
OG0005609	TCONS_00018910.p1	MOUSE51555, MOUSE51554
OG0005610	TCONS_00042132.p1	MOUSE54699
OG0005611	TCONS_00013477.p1	MOUSE03796, MOUSE03797, MOUSE03795
OG0005612	TCONS_00009731.p1	MOUSE07615
OG0005613	TCONS_00011077.p1	MOUSE03012
OG0005614	TCONS_00009576.p1	MOUSE08201, MOUSE08202, MOUSE08200, MOUSE08199
OG0005615	TCONS_00037253.p1	MOUSE41849, MOUSE41848
OG0005616	TCONS_00008904.p1	MOUSE19033, MOUSE19032, MOUSE19034
OG0005618	TCONS_00053377.p1	MOUSE09424
OG0005619	TCONS_00050115.p1	MOUSE15606
OG0005620	TCONS_00048633.p1	MOUSE40619, MOUSE39306, MOUSE39307
OG0005621	TCONS_00010424.p1, TCONS_00010118.p1	MOUSE27557, MOUSE27556, MOUSE27558
OG0005622	TCONS_00010712.p1	MOUSE27983
OG0005623	TCONS_00011578.p1	MOUSE24087
OG0005624	TCONS_00048641.p1	MOUSE06893, MOUSE06892, MOUSE06891
OG0005625	TCONS_00025908.p1	MOUSE36058, MOUSE36061, MOUSE36062, MOUSE36057, MOUSE36059
OG0005626	TCONS_00004594.p1	MOUSE38207, MOUSE38206
OG0005627	TCONS_00033778.p1	MOUSE44327
OG0005628	TCONS_00019864.p1	MOUSE10271, MOUSE10269, MOUSE10268, MOUSE10270, MOUSE10272
OG0005629	TCONS_00051525.p1	MOUSE35116, MOUSE35115, MOUSE35114
OG0005630	TCONS_00031348.p1	MOUSE39943, MOUSE39942
OG0005631	TCONS_00020260.p1	MOUSE53040, MOUSE53039, MOUSE53041
OG0005632	TCONS_00010518.p1	MOUSE18683
OG0005633	TCONS_00009714.p1	MOUSE27481, MOUSE27480
OG0005634	TCONS_00014995.p1	MOUSE25895, MOUSE25896
OG0005636	TCONS_00035937.p1	MOUSE47057, MOUSE47058
OG0005637	TCONS_00015838.p1	MOUSE26591, MOUSE26590, MOUSE45961
OG0005638	TCONS_00000601.p1	MOUSE02282, MOUSE02281
OG0005639	TCONS_00041657.p1	MOUSE27352
OG0005640	TCONS_00010500.p1	MOUSE07767, MOUSE07765, MOUSE07766, MOUSE07768
OG0005641	TCONS_00046762.p1, TCONS_00045672.p1	MOUSE49959, MOUSE49960
OG0005642	TCONS_00048351.p1	MOUSE52645, MOUSE31207, MOUSE31206
OG0005643	TCONS_00006374.p1	MOUSE34838, MOUSE34840, MOUSE34841, MOUSE34837, MOUSE34839, MOUSE34842
OG0005644	TCONS_00006355.p1, TCONS_00006353.p1	MOUSE04463, MOUSE04462
OG0005645	TCONS_00034156.p1	MOUSE35758
OG0005646	TCONS_00057313.p1, TCONS_00055987.p1	MOUSE23045, MOUSE23043
OG0005649	TCONS_00001806.p1	MOUSE15810
OG0005650	TCONS_00032987.p1, TCONS_00032986.p1	MOUSE14559, MOUSE14558
OG0005651	TCONS_00013724.p1	MOUSE15638
OG0005652	TCONS_00047231.p1	MOUSE31213
OG0005654	TCONS_00027004.p1	MOUSE49477, MOUSE49478, MOUSE49476, MOUSE49474, MOUSE49475, MOUSE21623, MOUSE21622
OG0005655	TCONS_00045730.p1	MOUSE13552, MOUSE29239
