Orthogroup	PFLAV	SCHMD
OG0005816	TCONS_00004988.p1	SCHMD28319
OG0005817	TCONS_00027856.p1	SCHMD05597, SCHMD01856
OG0005818	TCONS_00047290.p1	SCHMD14723, SCHMD19379, SCHMD27466, SCHMD22502, SCHMD28815
OG0005823	TCONS_00004827.p1, TCONS_00004846.p1	SCHMD08649
OG0005824	TCONS_00028408.p1	SCHMD01009
OG0005828	TCONS_00004739.p1	SCHMD21164, SCHMD18882
OG0005829	TCONS_00001313.p1	SCHMD10491
OG0005831	TCONS_00014142.p1	SCHMD04560
OG0005835	TCONS_00002870.p1	SCHMD06972
OG0005836	TCONS_00027693.p1	SCHMD24405, SCHMD15794, SCHMD14431
OG0005837	TCONS_00052495.p1	SCHMD28753
OG0005840	TCONS_00017788.p1	SCHMD07247
OG0005842	TCONS_00045265.p1	SCHMD15622
OG0005843	TCONS_00016897.p1	SCHMD06491
OG0005845	TCONS_00047948.p1	SCHMD05449
OG0005847	TCONS_00011973.p1, TCONS_00011971.p1	SCHMD14907
OG0005848	TCONS_00056060.p1	SCHMD10194, SCHMD07261
OG0005849	TCONS_00055775.p1	SCHMD07252
OG0005850	TCONS_00056153.p1	SCHMD04093
OG0005851	TCONS_00054291.p1	SCHMD25831, SCHMD26851
OG0005852	TCONS_00049673.p1	SCHMD02557
OG0005853	TCONS_00019388.p1, TCONS_00003487.p1	SCHMD29663, SCHMD04997
OG0005854	TCONS_00008364.p1	SCHMD19253, SCHMD17372
OG0005856	TCONS_00010709.p1	SCHMD06135
OG0005858	TCONS_00004694.p1	SCHMD20485
OG0005860	TCONS_00020330.p1	SCHMD03591
OG0005863	TCONS_00012415.p1	SCHMD02497
OG0005864	TCONS_00027112.p1	SCHMD10925
OG0005865	TCONS_00051375.p1	SCHMD16590, SCHMD23703, SCHMD10054
OG0005866	TCONS_00008742.p1	SCHMD03734
OG0005869	TCONS_00007984.p1	SCHMD26507, SCHMD23591
OG0005870	TCONS_00052848.p1	SCHMD09476
OG0005871	TCONS_00042750.p1	SCHMD00778
OG0005874	TCONS_00055136.p1, TCONS_00055147.p1	SCHMD05420
OG0005875	TCONS_00021116.p1	SCHMD00264
OG0005876	TCONS_00048182.p1	SCHMD17997, SCHMD16591
OG0005877	TCONS_00053605.p1, TCONS_00053514.p1	SCHMD25314
OG0005880	TCONS_00048495.p1	SCHMD04126
OG0005882	TCONS_00024700.p1, TCONS_00007810.p1, TCONS_00007822.p2	SCHMD00272, SCHMD00273
OG0005883	TCONS_00025770.p1, TCONS_00025734.p1, TCONS_00025771.p1	SCHMD01141
OG0005886	TCONS_00011224.p1	SCHMD18383
OG0005887	TCONS_00005654.p1	SCHMD01687
OG0005888	TCONS_00014775.p1	SCHMD13482
OG0005889	TCONS_00001401.p1	SCHMD11972
OG0005890	TCONS_00012190.p1	SCHMD09184, SCHMD12140
OG0005891	TCONS_00013910.p1	SCHMD26926
OG0005892	TCONS_00008916.p1	SCHMD08931, SCHMD12929
OG0005895	TCONS_00051483.p1	SCHMD12191
OG0005897	TCONS_00029761.p2	SCHMD08042
OG0005899	TCONS_00016079.p1	SCHMD12880
OG0005900	TCONS_00052883.p1	SCHMD03686
OG0005901	TCONS_00018915.p1	SCHMD15462
OG0005903	TCONS_00022195.p1	SCHMD00050
OG0005909	TCONS_00028261.p1	SCHMD20781
OG0005910	TCONS_00022464.p1, TCONS_00022465.p1	SCHMD09520, SCHMD06408
OG0005913	TCONS_00043367.p1	SCHMD08000
OG0005917	TCONS_00015814.p1	SCHMD29553, SCHMD28782
OG0005919	TCONS_00016569.p1	SCHMD24140, SCHMD26763
OG0005921	TCONS_00015541.p1	SCHMD20283
OG0005922	TCONS_00047865.p1	SCHMD00392
OG0005923	TCONS_00022712.p1	SCHMD07170
OG0005924	TCONS_00008635.p1	SCHMD07545
OG0005926	TCONS_00008781.p1	SCHMD04836
OG0005927	TCONS_00006894.p1, TCONS_00006882.p1	SCHMD05874
OG0005928	TCONS_00052702.p1	SCHMD22733, SCHMD16359
OG0005929	TCONS_00053878.p1	SCHMD10353, SCHMD25481, SCHMD18026
OG0005930	TCONS_00029628.p1, TCONS_00029627.p1, TCONS_00029624.p1, TCONS_00029625.p1	SCHMD12780
OG0005932	TCONS_00049813.p1	SCHMD11131, SCHMD00511
OG0005933	TCONS_00057220.p1, TCONS_00056057.p1	SCHMD09471
OG0005935	TCONS_00045657.p1	SCHMD06109
OG0005936	TCONS_00037478.p1	SCHMD24148, SCHMD16917
OG0005937	TCONS_00047624.p1	SCHMD13453
OG0005939	TCONS_00024470.p1	SCHMD09857
OG0005940	TCONS_00054966.p1	SCHMD20079
OG0005942	TCONS_00004629.p1	SCHMD23166
OG0005946	TCONS_00047732.p1	SCHMD17764, SCHMD14112
OG0005947	TCONS_00022503.p1	SCHMD04554
OG0005948	TCONS_00027336.p1	SCHMD05630
OG0005949	TCONS_00006019.p1, TCONS_00006018.p1	SCHMD04688
OG0005955	TCONS_00027126.p1	SCHMD28997
OG0005956	TCONS_00015187.p1	SCHMD02817
OG0005959	TCONS_00029440.p1	SCHMD19013
OG0005963	TCONS_00007743.p1	SCHMD01826
OG0005965	TCONS_00026066.p1	SCHMD08437
OG0005966	TCONS_00013188.p1	SCHMD21323, SCHMD27755
OG0005967	TCONS_00013302.p1, TCONS_00013283.p1	SCHMD05472
OG0005969	TCONS_00011911.p1	SCHMD09557
OG0005970	TCONS_00052897.p1	SCHMD01213
OG0005971	TCONS_00055802.p1	SCHMD02682
OG0005973	TCONS_00010133.p1	SCHMD13962
OG0005974	TCONS_00015163.p1	SCHMD07776
OG0005977	TCONS_00037578.p1	SCHMD05711
OG0005978	TCONS_00019204.p1	SCHMD07295, SCHMD07297
OG0005979	TCONS_00019360.p1	SCHMD12835, SCHMD02124
OG0005982	TCONS_00053492.p1	SCHMD25871, SCHMD22233
OG0005984	TCONS_00054346.p1	SCHMD15039, SCHMD22394
OG0005986	TCONS_00011846.p1	SCHMD08044
OG0005987	TCONS_00022208.p1	SCHMD00944
OG0005989	TCONS_00037768.p1	SCHMD16692, SCHMD13968, SCHMD16691
OG0005993	TCONS_00023452.p1, TCONS_00023494.p1	SCHMD11427, SCHMD18715
OG0005994	TCONS_00052918.p1	SCHMD29551, SCHMD27858
OG0005995	TCONS_00048503.p1	SCHMD08037
OG0005998	TCONS_00005190.p1	SCHMD02380, SCHMD09950
OG0006000	TCONS_00010670.p1	SCHMD01538
OG0006001	TCONS_00011884.p1	SCHMD09797, SCHMD09796
OG0006002	TCONS_00023532.p1	SCHMD03942
OG0006003	TCONS_00053828.p1, TCONS_00053832.p1	SCHMD28801, SCHMD05202
OG0006005	TCONS_00042240.p1, TCONS_00042293.p1	SCHMD22182, SCHMD08878
OG0006009	TCONS_00029587.p1	SCHMD19529
OG0006010	TCONS_00006884.p1, TCONS_00006872.p1	SCHMD15502
OG0006011	TCONS_00006346.p1	SCHMD19974, SCHMD20066
OG0006012	TCONS_00029590.p1	SCHMD04480, SCHMD08297, SCHMD18940
OG0006062	TCONS_00044059.p1	SCHMD24107
OG0006063	TCONS_00031260.p1	SCHMD23310, SCHMD03030
OG0006064	TCONS_00031053.p1, TCONS_00031044.p1	SCHMD10442
OG0006065	TCONS_00028323.p1	SCHMD02636
OG0006066	TCONS_00018827.p1	SCHMD10156
OG0006070	TCONS_00014034.p1	SCHMD12482, SCHMD20456
OG0006074	TCONS_00011881.p1	SCHMD10253
OG0006075	TCONS_00055474.p1	SCHMD09391
OG0006079	TCONS_00027913.p1	SCHMD04495, SCHMD03358, SCHMD04497
OG0006081	TCONS_00024913.p1, TCONS_00024978.p1	SCHMD03767, SCHMD03768
OG0006083	TCONS_00048795.p1	SCHMD05588
OG0006084	TCONS_00005258.p1	SCHMD04050
OG0006085	TCONS_00025438.p1	SCHMD06820, SCHMD25134
OG0006087	TCONS_00019446.p1	SCHMD02837
OG0006094	TCONS_00021794.p1	SCHMD22247
OG0006095	TCONS_00015458.p1	SCHMD01933
OG0006097	TCONS_00018639.p1	SCHMD02082
OG0006098	TCONS_00007779.p1	SCHMD03761
OG0006099	TCONS_00012597.p1	SCHMD01333, SCHMD00446
OG0006100	TCONS_00009397.p1	SCHMD13497
OG0006101	TCONS_00033073.p1	SCHMD20998, SCHMD13053
OG0006102	TCONS_00029783.p1	SCHMD05671
OG0006104	TCONS_00014211.p1	SCHMD02621
OG0006106	TCONS_00054223.p1	SCHMD07924
OG0006108	TCONS_00015674.p1	SCHMD01135
OG0006111	TCONS_00042547.p1	SCHMD08002
OG0006112	TCONS_00019442.p1	SCHMD08098
OG0006113	TCONS_00008491.p1	SCHMD19939, SCHMD12223
OG0006115	TCONS_00000342.p1	SCHMD11076, SCHMD17247
OG0006116	TCONS_00009660.p1	SCHMD23071, SCHMD20841
OG0006118	TCONS_00008006.p1	SCHMD01132
OG0006119	TCONS_00026618.p1	SCHMD11970
OG0006120	TCONS_00027536.p1	SCHMD01574
OG0006121	TCONS_00026474.p1	SCHMD07418
OG0006122	TCONS_00014372.p1	SCHMD04954
OG0006123	TCONS_00027427.p1	SCHMD01986
OG0006124	TCONS_00000594.p1	SCHMD06412
OG0006125	TCONS_00010849.p1	SCHMD18618
OG0006127	TCONS_00020694.p1	SCHMD21305
OG0006128	TCONS_00007601.p1	SCHMD10897
OG0006129	TCONS_00028049.p1, TCONS_00028048.p1	SCHMD29479, SCHMD20406, SCHMD23249
OG0006134	TCONS_00008106.p1	SCHMD03678
OG0006136	TCONS_00016806.p1	SCHMD24287, SCHMD09864
OG0006137	TCONS_00002033.p1	SCHMD12111, SCHMD06962
OG0006141	TCONS_00028768.p1	SCHMD14525
OG0006144	TCONS_00011254.p1	SCHMD00428, SCHMD04861
OG0006145	TCONS_00050624.p1	SCHMD01605
OG0006146	TCONS_00031373.p1	SCHMD09246
OG0006148	TCONS_00053637.p1	SCHMD13560, SCHMD22230
OG0006152	TCONS_00045404.p1	SCHMD06866
OG0006153	TCONS_00043806.p1	SCHMD01641
OG0006155	TCONS_00020771.p1, TCONS_00020781.p1	SCHMD16795, SCHMD26962
OG0006156	TCONS_00021882.p1	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937
OG0006158	TCONS_00011725.p1	SCHMD08900
OG0006159	TCONS_00020378.p1	SCHMD22266
OG0006160	TCONS_00047213.p1	SCHMD05454
OG0006163	TCONS_00031691.p1	SCHMD15384
OG0006164	TCONS_00008174.p1, TCONS_00000033.p1	SCHMD06001
OG0006165	TCONS_00019638.p1	SCHMD04333
OG0006167	TCONS_00026050.p1	SCHMD07995
OG0006168	TCONS_00016557.p1	SCHMD15829, SCHMD10612, SCHMD12485
OG0006169	TCONS_00043660.p1	SCHMD23567
OG0006171	TCONS_00011018.p1	SCHMD11398
OG0006172	TCONS_00009710.p1	SCHMD10620, SCHMD16388
OG0006180	TCONS_00007442.p1	SCHMD14399, SCHMD04884
OG0006181	TCONS_00010425.p1	SCHMD26424, SCHMD08051, SCHMD08084
OG0006183	TCONS_00013519.p1	SCHMD16780, SCHMD11899
OG0006184	TCONS_00013240.p1	SCHMD09309
OG0006185	TCONS_00045754.p1	SCHMD16220, SCHMD19381
OG0006186	TCONS_00001195.p1	SCHMD00394
OG0006187	TCONS_00029731.p1	SCHMD19315, SCHMD19316, SCHMD07885
OG0006188	TCONS_00053406.p1	SCHMD05423
OG0006189	TCONS_00012480.p1	SCHMD01559
OG0006191	TCONS_00029555.p1	SCHMD07313
OG0006192	TCONS_00056391.p1, TCONS_00041424.p1	SCHMD08338, SCHMD08339
OG0006196	TCONS_00021445.p1	SCHMD07676
OG0006198	TCONS_00026916.p1	SCHMD06672, SCHMD06669, SCHMD06670
OG0006199	TCONS_00052496.p1	SCHMD04415, SCHMD04413
OG0006202	TCONS_00007558.p1	SCHMD08868
OG0006205	TCONS_00005581.p1	SCHMD14314
OG0006208	TCONS_00029115.p1	SCHMD04966, SCHMD00445, SCHMD12901, SCHMD05749
OG0006209	TCONS_00029727.p1	SCHMD08326, SCHMD23138
OG0006215	TCONS_00054350.p1	SCHMD09656
OG0006216	TCONS_00014138.p1	SCHMD09510
OG0006217	TCONS_00051364.p1	SCHMD21927, SCHMD16840
OG0006219	TCONS_00021122.p1	SCHMD06440
OG0006220	TCONS_00019743.p1, TCONS_00019730.p1	SCHMD21546, SCHMD14506, SCHMD14507, SCHMD10957
OG0006221	TCONS_00033298.p1	SCHMD00700
OG0006222	TCONS_00003406.p1, TCONS_00037237.p1, TCONS_00053751.p1, TCONS_00053750.p1	SCHMD18003, SCHMD26063, SCHMD27714, SCHMD25999
OG0006224	TCONS_00050034.p1	SCHMD00469
OG0006226	TCONS_00053227.p1	SCHMD17067, SCHMD16763
OG0006227	TCONS_00026982.p1	SCHMD16189, SCHMD22872, SCHMD24494
OG0006229	TCONS_00043875.p1	SCHMD17318, SCHMD23866
OG0006230	TCONS_00020731.p1	SCHMD02493
OG0006232	TCONS_00056742.p1	SCHMD02032
OG0006233	TCONS_00033829.p1	SCHMD06980
OG0006234	TCONS_00052906.p1	SCHMD13683, SCHMD14118
OG0006235	TCONS_00036221.p1	SCHMD04538
OG0006239	TCONS_00008386.p1	SCHMD01406
OG0006240	TCONS_00015238.p1	SCHMD29814
OG0006246	TCONS_00029698.p1	SCHMD00484
OG0006248	TCONS_00022938.p1	SCHMD12206, SCHMD10060
OG0006249	TCONS_00022323.p1	SCHMD14060, SCHMD13478, SCHMD08757
OG0006250	TCONS_00027802.p1	SCHMD16390
OG0006252	TCONS_00051116.p1	SCHMD16745, SCHMD16993
OG0006253	TCONS_00000285.p1	SCHMD09135
OG0006254	TCONS_00055925.p1	SCHMD04705, SCHMD29411
OG0006258	TCONS_00032875.p1, TCONS_00032874.p1	SCHMD05887
OG0006259	TCONS_00018304.p1	SCHMD06837
OG0006260	TCONS_00047383.p1	SCHMD09985, SCHMD17439
OG0006261	TCONS_00048563.p1	SCHMD24384
OG0006263	TCONS_00007047.p1	SCHMD00121
OG0006267	TCONS_00031273.p1	SCHMD03685
OG0006268	TCONS_00048122.p1	SCHMD06847
OG0006269	TCONS_00048493.p1	SCHMD04606
OG0006271	TCONS_00013879.p1	SCHMD07857
OG0006275	TCONS_00001487.p1	SCHMD29462, SCHMD24813, SCHMD16649
OG0006277	TCONS_00005076.p1	SCHMD24774
OG0006279	TCONS_00002188.p1	SCHMD04231
OG0006280	TCONS_00009583.p1	SCHMD15524, SCHMD19210
OG0006281	TCONS_00050422.p1	SCHMD02340
OG0006282	TCONS_00041317.p1, TCONS_00041301.p1	SCHMD08230
OG0006283	TCONS_00020320.p1	SCHMD06325
OG0006284	TCONS_00004481.p1	SCHMD20607, SCHMD19598
OG0006285	TCONS_00016197.p1	SCHMD01607, SCHMD01606
OG0006286	TCONS_00029938.p1, TCONS_00030675.p1	SCHMD01297, SCHMD01298
OG0006287	TCONS_00011059.p1	SCHMD02771
OG0006289	TCONS_00049653.p1	SCHMD08039
OG0006290	TCONS_00050562.p1	SCHMD00955
OG0006291	TCONS_00016579.p1	SCHMD09043
OG0006293	TCONS_00006350.p1	SCHMD16297
OG0006294	TCONS_00010810.p1	SCHMD15450, SCHMD16229
OG0006295	TCONS_00006928.p1, TCONS_00006902.p1	SCHMD02966
OG0006297	TCONS_00048919.p1	SCHMD09759
OG0006298	TCONS_00003571.p1	SCHMD01046, SCHMD24624
OG0006301	TCONS_00011055.p1	SCHMD09923
OG0006304	TCONS_00009784.p1	SCHMD06368
OG0006305	TCONS_00027479.p1	SCHMD12627
OG0006306	TCONS_00017205.p1	SCHMD12510, SCHMD15396
OG0006309	TCONS_00036228.p1	SCHMD24369, SCHMD08923
OG0006311	TCONS_00038156.p1	SCHMD23312
OG0006313	TCONS_00046617.p1	SCHMD09169
OG0006314	TCONS_00020738.p1, TCONS_00001044.p1	SCHMD08096
OG0006315	TCONS_00010515.p1	SCHMD05407
OG0006316	TCONS_00053170.p1	SCHMD26139, SCHMD20052
OG0006319	TCONS_00049238.p1	SCHMD10541, SCHMD13166
OG0006321	TCONS_00009449.p1	SCHMD08365
OG0006322	TCONS_00048928.p1	SCHMD10221
OG0006323	TCONS_00041748.p1	SCHMD04105
OG0006325	TCONS_00015014.p1	SCHMD16004
OG0006327	TCONS_00041267.p1, TCONS_00041268.p1, TCONS_00035798.p1	SCHMD15773
OG0006329	TCONS_00026255.p1	SCHMD08342
OG0006330	TCONS_00028142.p1	SCHMD08411
OG0006331	TCONS_00003546.p1	SCHMD09182, SCHMD12138
OG0006332	TCONS_00024586.p1	SCHMD14581
OG0006334	TCONS_00053945.p1	SCHMD05752, SCHMD05753
OG0006335	TCONS_00038727.p1	SCHMD11650, SCHMD08469
OG0006337	TCONS_00028906.p1	SCHMD11987, SCHMD11989
OG0006340	TCONS_00030619.p1	SCHMD19432
OG0006341	TCONS_00053211.p1	SCHMD05125
OG0006344	TCONS_00032988.p1	SCHMD21084, SCHMD09358
OG0006347	TCONS_00056824.p1	SCHMD07723
OG0006349	TCONS_00052515.p1	SCHMD05182
OG0006350	TCONS_00012262.p1	SCHMD09296
OG0006351	TCONS_00043433.p1	SCHMD06816
OG0006352	TCONS_00044098.p1	SCHMD07373
OG0006353	TCONS_00009865.p1	SCHMD10639
OG0006360	TCONS_00036149.p1	SCHMD08060
OG0006362	TCONS_00041980.p1, TCONS_00041972.p1	SCHMD03337
OG0006363	TCONS_00026004.p1	SCHMD19238
OG0006364	TCONS_00019775.p1	SCHMD06510, SCHMD06511
OG0006365	TCONS_00042541.p1	SCHMD14860
OG0006370	TCONS_00053971.p1	SCHMD28920
OG0006372	TCONS_00055014.p1	SCHMD07447
OG0006373	TCONS_00030927.p1, TCONS_00036457.p1, TCONS_00010706.p1	SCHMD11946
OG0006375	TCONS_00014183.p1	SCHMD00652
OG0006376	TCONS_00015180.p1	SCHMD06608
OG0006377	TCONS_00053744.p1, TCONS_00053743.p1	SCHMD10116
OG0006378	TCONS_00026085.p1	SCHMD10668, SCHMD11255
OG0006379	TCONS_00046729.p1, TCONS_00010895.p1	SCHMD18267
OG0006381	TCONS_00047599.p1	SCHMD24227, SCHMD16114
OG0006383	TCONS_00035269.p1	SCHMD26033, SCHMD18774
OG0006386	TCONS_00038091.p1	SCHMD13835, SCHMD19804
OG0006387	TCONS_00001551.p1	SCHMD14692
OG0006392	TCONS_00001939.p1	SCHMD15116, SCHMD12579
OG0006395	TCONS_00045081.p1	SCHMD08199
OG0006401	TCONS_00056569.p1	SCHMD19581, SCHMD26470
OG0006402	TCONS_00055131.p1	SCHMD13826, SCHMD09114
OG0006408	TCONS_00011147.p1	SCHMD11225
OG0006414	TCONS_00028276.p1, TCONS_00028277.p1	SCHMD18742
OG0006416	TCONS_00023832.p1, TCONS_00023833.p1, TCONS_00003639.p1, TCONS_00019421.p1, TCONS_00019418.p1, TCONS_00019425.p1, TCONS_00019422.p1, TCONS_00019423.p1, TCONS_00019424.p1, TCONS_00019416.p1, TCONS_00019417.p1, TCONS_00020414.p1	SCHMD03354
OG0006443	TCONS_00039555.p1	SCHMD12255, SCHMD24636, SCHMD25778
OG0006448	TCONS_00055605.p1	SCHMD18654
OG0006449	TCONS_00018301.p1	SCHMD06362
OG0006452	TCONS_00048196.p1	SCHMD23102, SCHMD15046
OG0006454	TCONS_00005752.p1	SCHMD07698, SCHMD07699
OG0006456	TCONS_00024071.p1	SCHMD11711, SCHMD17298, SCHMD12535
OG0006457	TCONS_00053917.p1	SCHMD16313
OG0006459	TCONS_00029344.p1	SCHMD21368
OG0006461	TCONS_00048350.p1	SCHMD19693, SCHMD11861
OG0006462	TCONS_00014431.p1	SCHMD07729
OG0006463	TCONS_00028384.p1	SCHMD07130
OG0006464	TCONS_00021066.p1	SCHMD12787, SCHMD19777
OG0006465	TCONS_00009885.p1	SCHMD28077, SCHMD07507
OG0006469	TCONS_00012821.p1	SCHMD02780
OG0006470	TCONS_00027786.p1	SCHMD16861
OG0006472	TCONS_00021911.p1	SCHMD23852, SCHMD12162
OG0006474	TCONS_00005145.p1	SCHMD03155, SCHMD23229, SCHMD24070
OG0006475	TCONS_00056392.p1, TCONS_00041422.p1	SCHMD12763
OG0006476	TCONS_00042228.p1	SCHMD29103, SCHMD25388
OG0006478	TCONS_00054517.p1	SCHMD01744
OG0006479	TCONS_00051879.p1	SCHMD20030
OG0006480	TCONS_00057242.p1	SCHMD01088
OG0006481	TCONS_00034795.p1	SCHMD02855
OG0006482	TCONS_00009649.p1	SCHMD06492
OG0006486	TCONS_00048186.p1	SCHMD12934, SCHMD02395
OG0006488	TCONS_00011528.p1, TCONS_00011527.p1	SCHMD29514, SCHMD21588
OG0006490	TCONS_00049724.p1	SCHMD00433
OG0006494	TCONS_00021999.p1	SCHMD05497, SCHMD09968, SCHMD23299, SCHMD09967
OG0006501	TCONS_00010106.p1	SCHMD05406
OG0006503	TCONS_00021845.p1	SCHMD07908
OG0006504	TCONS_00006488.p1	SCHMD04702, SCHMD29580
OG0006505	TCONS_00056089.p1	SCHMD08554, SCHMD08796
OG0006507	TCONS_00049530.p1	SCHMD22063
OG0006510	TCONS_00009163.p1	SCHMD11921
OG0006511	TCONS_00007950.p1	SCHMD03048
OG0006512	TCONS_00011733.p1	SCHMD12217, SCHMD11205
OG0006514	TCONS_00043974.p1	SCHMD08264
OG0006515	TCONS_00004438.p1	SCHMD03249
OG0006517	TCONS_00020570.p1	SCHMD00950
OG0006518	TCONS_00001085.p1	SCHMD03959
OG0006519	TCONS_00009727.p1	SCHMD25528
OG0006520	TCONS_00042468.p1, TCONS_00042416.p1	SCHMD00155
OG0006523	TCONS_00011605.p1	SCHMD12246, SCHMD13301
OG0006525	TCONS_00047745.p1	SCHMD21904
OG0006526	TCONS_00008656.p1	SCHMD14233
OG0006527	TCONS_00012766.p1	SCHMD10447, SCHMD13054
OG0006528	TCONS_00004367.p1	SCHMD09670
OG0006531	TCONS_00057127.p1	SCHMD00423, SCHMD00419
OG0006532	TCONS_00053038.p1, TCONS_00053081.p1	SCHMD27245
OG0006533	TCONS_00001339.p1	SCHMD18625
OG0006536	TCONS_00026188.p1	SCHMD28548
OG0006537	TCONS_00041692.p1	SCHMD07012
OG0006538	TCONS_00018708.p1, TCONS_00018657.p1	SCHMD09434
OG0006540	TCONS_00022205.p1	SCHMD24252, SCHMD19265
OG0006542	TCONS_00043741.p1, TCONS_00043757.p1	SCHMD07956
OG0006543	TCONS_00017046.p1	SCHMD05909
OG0006544	TCONS_00008190.p1, TCONS_00008179.p1	SCHMD05488
OG0006545	TCONS_00056038.p1	SCHMD08819
OG0006546	TCONS_00011832.p1	SCHMD22666, SCHMD26503
OG0006547	TCONS_00015546.p1	SCHMD01454
OG0006548	TCONS_00023200.p1, TCONS_00023331.p1	SCHMD28704
OG0006549	TCONS_00048349.p1	SCHMD07432
OG0006550	TCONS_00049126.p1	SCHMD05608
OG0006552	TCONS_00029062.p1	SCHMD16090
OG0006553	TCONS_00014564.p1	SCHMD03817
OG0006554	TCONS_00005063.p1	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974
OG0006556	TCONS_00001090.p1	SCHMD10898, SCHMD08118
OG0006557	TCONS_00005264.p1	SCHMD15751
OG0006561	TCONS_00009958.p1	SCHMD07629
OG0006563	TCONS_00011237.p1	SCHMD08352
OG0006564	TCONS_00005531.p1	SCHMD15011
OG0006566	TCONS_00012618.p1	SCHMD10136, SCHMD13813
OG0006567	TCONS_00045499.p1	SCHMD25728, SCHMD21897
OG0006570	TCONS_00016369.p1	SCHMD12205, SCHMD05328
OG0006571	TCONS_00027928.p1	SCHMD00180, SCHMD27487
OG0006573	TCONS_00005210.p1	SCHMD10554
OG0006574	TCONS_00029325.p1	SCHMD18201
OG0006579	TCONS_00053710.p1	SCHMD11335, SCHMD14843
OG0006583	TCONS_00002402.p1	SCHMD08738
OG0006586	TCONS_00056653.p1	SCHMD14590
OG0006588	TCONS_00049561.p1	SCHMD29130
OG0006590	TCONS_00006410.p1, TCONS_00006411.p1	SCHMD02740
OG0006593	TCONS_00033505.p1	SCHMD08560
OG0006594	TCONS_00005014.p1	SCHMD00507
OG0006595	TCONS_00029764.p1	SCHMD08252
OG0006596	TCONS_00007790.p1	SCHMD05657
OG0006597	TCONS_00042667.p1	SCHMD04098
OG0006598	TCONS_00029076.p1	SCHMD23134
OG0006599	TCONS_00031431.p1	SCHMD28680
OG0006600	TCONS_00013731.p1	SCHMD12543, SCHMD20580
OG0006603	TCONS_00007117.p1	SCHMD13311, SCHMD24906
OG0006604	TCONS_00006520.p1	SCHMD12610
OG0006606	TCONS_00001826.p1	SCHMD11990
OG0006607	TCONS_00044660.p1	SCHMD00025
OG0006608	TCONS_00021081.p1	SCHMD21063
OG0006610	TCONS_00012981.p1	SCHMD10412
OG0006614	TCONS_00036181.p1	SCHMD05476
OG0006615	TCONS_00055565.p1	SCHMD02189
OG0006616	TCONS_00022755.p1	SCHMD12397
OG0006619	TCONS_00045095.p1	SCHMD14686
OG0006622	TCONS_00021887.p1	SCHMD16418, SCHMD16456
OG0006623	TCONS_00025757.p1, TCONS_00025795.p1	SCHMD00154
OG0006624	TCONS_00056405.p1	SCHMD28658, SCHMD27359
OG0006626	TCONS_00006380.p1	SCHMD05850
OG0006628	TCONS_00050775.p1	SCHMD10378
OG0006630	TCONS_00032852.p1	SCHMD02436
OG0006631	TCONS_00003832.p1	SCHMD24627, SCHMD24745
OG0006632	TCONS_00027325.p1	SCHMD11914, SCHMD18633
OG0006633	TCONS_00045550.p1	SCHMD06460
OG0006636	TCONS_00012633.p1	SCHMD09363
OG0006637	TCONS_00013489.p1	SCHMD17064, SCHMD26047
OG0006640	TCONS_00006552.p1	SCHMD09877
OG0006646	TCONS_00028509.p1	SCHMD10329
OG0006647	TCONS_00009340.p2	SCHMD12770, SCHMD12371
OG0006648	TCONS_00000125.p1	SCHMD13489
OG0006651	TCONS_00000270.p1	SCHMD07289, SCHMD06082
OG0006652	TCONS_00004473.p1	SCHMD08119
OG0006653	TCONS_00007193.p1	SCHMD04276, SCHMD04275
OG0006655	TCONS_00028473.p1	SCHMD00645
OG0006656	TCONS_00025652.p1	SCHMD15425
OG0006658	TCONS_00045451.p1, TCONS_00045482.p1	SCHMD07703, SCHMD19832
OG0006659	TCONS_00050933.p1, TCONS_00050932.p1	SCHMD06470, SCHMD00081, SCHMD27592, SCHMD16161, SCHMD29346, SCHMD03106
OG0006662	TCONS_00035039.p1	SCHMD11088, SCHMD02344
OG0006663	TCONS_00006144.p1, TCONS_00006163.p1	SCHMD05461
OG0006664	TCONS_00015932.p1	SCHMD01212
OG0006666	TCONS_00048338.p1	SCHMD00843
OG0006667	TCONS_00015836.p1	SCHMD02023
OG0006668	TCONS_00042523.p1	SCHMD00035
OG0006669	TCONS_00052745.p1	SCHMD15456
OG0006670	TCONS_00016009.p1	SCHMD06283
OG0006671	TCONS_00050456.p1	SCHMD02649
OG0006673	TCONS_00025948.p1	SCHMD11139, SCHMD01947
OG0006674	TCONS_00001773.p1, TCONS_00001646.p1, TCONS_00001774.p1	SCHMD28901
OG0006675	TCONS_00027673.p1	SCHMD10065, SCHMD21124
OG0006677	TCONS_00013225.p1	SCHMD28844
OG0006678	TCONS_00013801.p1	SCHMD02351
OG0006680	TCONS_00056961.p1	SCHMD07321, SCHMD04365
OG0006683	TCONS_00051711.p1, TCONS_00051709.p1	SCHMD12055
OG0006684	TCONS_00047879.p1	SCHMD03196
OG0006686	TCONS_00044306.p1, TCONS_00016179.p1	SCHMD05511
OG0006688	TCONS_00008729.p1	SCHMD02782
OG0006689	TCONS_00028006.p1	SCHMD09875, SCHMD00797, SCHMD11694
OG0006690	TCONS_00048041.p1	SCHMD02600
OG0006691	TCONS_00053236.p1	SCHMD14621
OG0006692	TCONS_00003067.p1	SCHMD15336
