Orthogroup	PFLAV	HUMAN
OG0005923	TCONS_00022712.p1	HUMAN11954
OG0005924	TCONS_00008635.p1	HUMAN20767, HUMAN20766
OG0005926	TCONS_00008781.p1	HUMAN23222
OG0005927	TCONS_00006894.p1, TCONS_00006882.p1	HUMAN21919
OG0005928	TCONS_00052702.p1	HUMAN15022, HUMAN15020, HUMAN15019, HUMAN15021
OG0005929	TCONS_00053878.p1	HUMAN14787
OG0005930	TCONS_00029628.p1, TCONS_00029627.p1, TCONS_00029624.p1, TCONS_00029625.p1	HUMAN23533
OG0005931	TCONS_00049675.p1	HUMAN10003, HUMAN10001
OG0005932	TCONS_00049813.p1	HUMAN02887
OG0005933	TCONS_00057220.p1, TCONS_00056057.p1	HUMAN04904, HUMAN04903
OG0005935	TCONS_00045657.p1	HUMAN28359, HUMAN28358
OG0005936	TCONS_00037478.p1	HUMAN05060, HUMAN05059
OG0005937	TCONS_00047624.p1	HUMAN20373
OG0005938	TCONS_00054105.p1	HUMAN23271
OG0005939	TCONS_00024470.p1	HUMAN03861
OG0005940	TCONS_00054966.p1	HUMAN09306
OG0005941	TCONS_00011653.p1	HUMAN16850
OG0005942	TCONS_00004629.p1	HUMAN13074, HUMAN13075, HUMAN13073
OG0005943	TCONS_00012688.p1	HUMAN20273
OG0005944	TCONS_00011482.p1	HUMAN25114
OG0005946	TCONS_00047732.p1	HUMAN29857
OG0005947	TCONS_00022503.p1	HUMAN07805
OG0005948	TCONS_00027336.p1	HUMAN03557
OG0005949	TCONS_00006019.p1	HUMAN07213
OG0005950	TCONS_00046684.p1	HUMAN16571
OG0005951	TCONS_00054695.p1, TCONS_00054619.p1	HUMAN14961, HUMAN14960, HUMAN14959, HUMAN14958
OG0005953	TCONS_00029729.p1	HUMAN23466, HUMAN23460
OG0005954	TCONS_00006383.p1	HUMAN11144
OG0005955	TCONS_00027126.p1	HUMAN27556
OG0005956	TCONS_00015187.p1	HUMAN29076
OG0005957	TCONS_00029557.p1, TCONS_00029215.p1	HUMAN28675
OG0005959	TCONS_00029440.p1	HUMAN01860, HUMAN01861
OG0005960	TCONS_00027043.p1	HUMAN22222
OG0005961	TCONS_00048515.p1	HUMAN20444, HUMAN20443
OG0005962	TCONS_00001172.p1	HUMAN24946
OG0005963	TCONS_00007743.p1	HUMAN24419
OG0005964	TCONS_00048299.p1	HUMAN06772, HUMAN06773, HUMAN06771
OG0005965	TCONS_00026066.p1	HUMAN22249
OG0005966	TCONS_00013188.p1	HUMAN10284
OG0005967	TCONS_00013302.p1, TCONS_00013283.p1	HUMAN20085, HUMAN20084
OG0005968	TCONS_00008058.p1	HUMAN19241, HUMAN13818
OG0005969	TCONS_00011911.p1	HUMAN25091
OG0005970	TCONS_00052897.p1	HUMAN01307
OG0005971	TCONS_00055802.p1	HUMAN17982
OG0005972	TCONS_00056137.p1	HUMAN24535, HUMAN24534, HUMAN24533, HUMAN24532
OG0005973	TCONS_00010133.p1	HUMAN08375, HUMAN08374
OG0005974	TCONS_00015163.p1	HUMAN02132
OG0005975	TCONS_00022893.p1	HUMAN29764, HUMAN30591
OG0005976	TCONS_00012837.p1	HUMAN18021
OG0005977	TCONS_00037578.p1	HUMAN26922
OG0005978	TCONS_00019204.p1	HUMAN12549, HUMAN12548
OG0005979	TCONS_00019360.p1	HUMAN27318
OG0005980	TCONS_00056561.p1	HUMAN25057
OG0005981	TCONS_00020384.p1	HUMAN24436, HUMAN24437, HUMAN24439, HUMAN24438, HUMAN24435
OG0005982	TCONS_00053492.p1	HUMAN23416
OG0005983	TCONS_00017408.p1	HUMAN09153, HUMAN09152
OG0005984	TCONS_00054346.p1	HUMAN23298, HUMAN23297
OG0005985	TCONS_00038732.p1, TCONS_00031877.p1, TCONS_00038729.p1, TCONS_00057193.p1	HUMAN28784, HUMAN28783
OG0005986	TCONS_00011846.p1	HUMAN04923
OG0005987	TCONS_00022208.p1	HUMAN17615, HUMAN30224
OG0005988	TCONS_00034543.p1	HUMAN03816, HUMAN03817, HUMAN03818
OG0005989	TCONS_00037768.p1	HUMAN04205
OG0005993	TCONS_00023452.p1, TCONS_00023494.p1	HUMAN24934
OG0005994	TCONS_00052918.p1	HUMAN23396, HUMAN00910, HUMAN14824, HUMAN14825
OG0005995	TCONS_00048503.p1	HUMAN25084
OG0005997	TCONS_00043889.p1	HUMAN13831
OG0005998	TCONS_00005190.p1	HUMAN19908, HUMAN19909
OG0006000	TCONS_00010670.p1	HUMAN02530
OG0006001	TCONS_00011884.p1	HUMAN09832, HUMAN09831
OG0006002	TCONS_00023532.p1	HUMAN06869
OG0006003	TCONS_00053828.p1, TCONS_00053832.p1	HUMAN14618
OG0006004	TCONS_00004071.p1	HUMAN17755, HUMAN06434
OG0006005	TCONS_00042240.p1, TCONS_00042293.p1	HUMAN24132
OG0006006	TCONS_00012269.p1	HUMAN22070
OG0006007	TCONS_00028222.p1	HUMAN23629, HUMAN10074, HUMAN14199
OG0006008	TCONS_00014160.p1	HUMAN13449
OG0006009	TCONS_00029587.p1	HUMAN28513
OG0006010	TCONS_00006884.p1, TCONS_00006872.p1	HUMAN04565, HUMAN04564
OG0006011	TCONS_00006346.p1	HUMAN13057, HUMAN13058
OG0006012	TCONS_00029590.p1	HUMAN09413, HUMAN09412
OG0006013	TCONS_00015312.p1	HUMAN24739
OG0006014	TCONS_00042810.p1, TCONS_00042807.p1	HUMAN29649
OG0006015	TCONS_00028336.p1	HUMAN28939, HUMAN28940, HUMAN28937, HUMAN28938
OG0006018	TCONS_00030244.p1, TCONS_00030246.p1, TCONS_00030245.p1, TCONS_00031037.p1, TCONS_00030573.p1, TCONS_00029917.p1	HUMAN03368, HUMAN03366, HUMAN03367
OG0006022	TCONS_00039835.p1	HUMAN01463, HUMAN01964
OG0006024	TCONS_00028387.p1	HUMAN00780, HUMAN16646, HUMAN16645
OG0006028	TCONS_00008696.p1	HUMAN27871, HUMAN16750, HUMAN00517
OG0006059	TCONS_00008892.p1	HUMAN28374
OG0006061	TCONS_00028740.p1, TCONS_00029707.p1	HUMAN10107
OG0006062	TCONS_00044059.p1	HUMAN10402
OG0006063	TCONS_00031260.p1	HUMAN23816
OG0006064	TCONS_00031053.p1, TCONS_00031044.p1	HUMAN23900, HUMAN23901
OG0006065	TCONS_00028323.p1	HUMAN23399
OG0006066	TCONS_00018827.p1	HUMAN21362
OG0006068	TCONS_00029922.p1	HUMAN23852, HUMAN03541
OG0006069	TCONS_00013802.p1	HUMAN26614
OG0006070	TCONS_00014034.p1	HUMAN13404
OG0006071	TCONS_00026719.p1, TCONS_00041533.p1	HUMAN29164
OG0006072	TCONS_00029592.p1	HUMAN17123, HUMAN17124
OG0006073	TCONS_00011383.p1	HUMAN15872, HUMAN15873
OG0006074	TCONS_00011881.p1	HUMAN08735
OG0006075	TCONS_00055474.p1	HUMAN25111, HUMAN25113, HUMAN25112
OG0006076	TCONS_00009002.p2	HUMAN28987, HUMAN28988
OG0006077	TCONS_00055936.p1	HUMAN17920, HUMAN17919
OG0006078	TCONS_00056201.p1	HUMAN23620, HUMAN01532
OG0006079	TCONS_00027913.p1	HUMAN10020
OG0006081	TCONS_00024913.p1, TCONS_00024978.p1	HUMAN26915
OG0006082	TCONS_00004287.p1	HUMAN26545, HUMAN30106
OG0006083	TCONS_00048795.p1	HUMAN26973
OG0006084	TCONS_00005258.p1	HUMAN22958, HUMAN22957
OG0006085	TCONS_00025438.p1	HUMAN05831, HUMAN05833, HUMAN05832
OG0006087	TCONS_00019446.p1	HUMAN09228, HUMAN09229
OG0006090	TCONS_00011737.p1	HUMAN02549, HUMAN02551
OG0006092	TCONS_00012636.p1	HUMAN10224, HUMAN10222, HUMAN10221
OG0006095	TCONS_00015458.p1	HUMAN14590, HUMAN14591
OG0006096	TCONS_00006883.p1, TCONS_00006871.p1	HUMAN07332
OG0006097	TCONS_00018639.p1	HUMAN08203
OG0006098	TCONS_00007779.p1	HUMAN24463
OG0006099	TCONS_00012597.p1	HUMAN20246, HUMAN20247, HUMAN10485
OG0006100	TCONS_00009397.p1	HUMAN11634, HUMAN11631
OG0006101	TCONS_00033073.p1	HUMAN09927
OG0006102	TCONS_00029783.p1	HUMAN14312
OG0006103	TCONS_00000409.p1	HUMAN25641, HUMAN25642
OG0006104	TCONS_00014211.p1	HUMAN13307, HUMAN13306
OG0006106	TCONS_00054223.p1	HUMAN01288
OG0006107	TCONS_00036681.p1, TCONS_00036680.p1, TCONS_00036657.p1	HUMAN06814
OG0006108	TCONS_00015674.p1	HUMAN19308, HUMAN24804
OG0006111	TCONS_00042547.p1	HUMAN04097
OG0006112	TCONS_00019442.p1	HUMAN11099, HUMAN11100
OG0006113	TCONS_00008491.p1	HUMAN27782
OG0006114	TCONS_00027740.p1	HUMAN20880, HUMAN20878
OG0006115	TCONS_00000342.p1	HUMAN25466
OG0006116	TCONS_00009660.p1	HUMAN04926
OG0006117	TCONS_00013524.p1	HUMAN13387
OG0006118	TCONS_00008006.p1	HUMAN23165
OG0006119	TCONS_00026618.p1	HUMAN22102
OG0006120	TCONS_00027536.p1	HUMAN17280
OG0006121	TCONS_00026474.p1	HUMAN24268, HUMAN24271, HUMAN24270, HUMAN24269
OG0006122	TCONS_00014372.p1	HUMAN12964, HUMAN12963
OG0006123	TCONS_00027427.p1	HUMAN17179
OG0006124	TCONS_00000594.p1	HUMAN17199
OG0006125	TCONS_00010849.p1	HUMAN15346
OG0006126	TCONS_00014812.p1	HUMAN14607, HUMAN14606, HUMAN14608
OG0006127	TCONS_00020694.p1	HUMAN11301
OG0006128	TCONS_00007601.p1	HUMAN11291
OG0006129	TCONS_00028049.p1, TCONS_00028048.p1	HUMAN22337
OG0006130	TCONS_00024794.p1, TCONS_00024754.p1	HUMAN24930
OG0006131	TCONS_00004751.p1	HUMAN10340, HUMAN10341
OG0006132	TCONS_00027450.p1	HUMAN03519
OG0006133	TCONS_00055498.p1	HUMAN14156
OG0006134	TCONS_00008106.p1	HUMAN23158, HUMAN23157
OG0006135	TCONS_00002593.p1	HUMAN03432
OG0006136	TCONS_00016806.p1	HUMAN22424, HUMAN17420
OG0006137	TCONS_00002033.p1	HUMAN00743
OG0006138	TCONS_00002643.p1	HUMAN25102, HUMAN25101
OG0006139	TCONS_00048402.p1	HUMAN06941
OG0006140	TCONS_00021228.p1, TCONS_00021227.p1	HUMAN26387
OG0006141	TCONS_00028768.p1	HUMAN09892
OG0006144	TCONS_00011254.p1	HUMAN04932
OG0006145	TCONS_00050624.p1	HUMAN00147
OG0006146	TCONS_00031373.p1	HUMAN03067, HUMAN03068
OG0006148	TCONS_00053637.p1	HUMAN23409, HUMAN23408
OG0006149	TCONS_00010120.p1	HUMAN08668, HUMAN08667
OG0006151	TCONS_00052257.p1, TCONS_00052250.p1, TCONS_00052253.p1, TCONS_00052249.p1, TCONS_00052255.p1	HUMAN00256
OG0006152	TCONS_00045404.p1	HUMAN25623
OG0006153	TCONS_00043806.p1	HUMAN22991
OG0006155	TCONS_00020771.p1, TCONS_00020781.p1	HUMAN01881, HUMAN01880
OG0006158	TCONS_00011725.p1	HUMAN08816
OG0006159	TCONS_00020378.p1	HUMAN18627
OG0006160	TCONS_00047213.p1	HUMAN02882
OG0006161	TCONS_00032540.p1	HUMAN26115, HUMAN26114, HUMAN26113
OG0006162	TCONS_00053779.p1	HUMAN14159
OG0006163	TCONS_00031691.p1	HUMAN09410
OG0006164	TCONS_00008174.p1, TCONS_00000033.p1	HUMAN04454, HUMAN04456
OG0006165	TCONS_00019638.p1	HUMAN18893
OG0006167	TCONS_00026050.p1	HUMAN17145
OG0006168	TCONS_00016557.p1	HUMAN14603
OG0006169	TCONS_00043660.p1	HUMAN05182
OG0006170	TCONS_00019034.p1	HUMAN18106
OG0006171	TCONS_00011018.p1	HUMAN00716
OG0006172	TCONS_00009710.p1	HUMAN08772, HUMAN08771
OG0006174	TCONS_00002993.p1	HUMAN23536, HUMAN09956
OG0006175	TCONS_00016874.p1	HUMAN13786, HUMAN13787
OG0006176	TCONS_00010221.p1	HUMAN15034
OG0006178	TCONS_00026898.p1	HUMAN24297
OG0006179	TCONS_00001389.p1	HUMAN19533, HUMAN19532, HUMAN19531, HUMAN19530
OG0006180	TCONS_00007442.p1	HUMAN14035
OG0006181	TCONS_00010425.p1	HUMAN15352
OG0006182	TCONS_00054078.p1	HUMAN12689
OG0006183	TCONS_00013519.p1	HUMAN20217, HUMAN20218
OG0006184	TCONS_00013240.p1	HUMAN10559
OG0006185	TCONS_00045754.p1	HUMAN27818
OG0006186	TCONS_00001195.p1	HUMAN21213, HUMAN21214
OG0006187	TCONS_00029731.p1	HUMAN01890
OG0006188	TCONS_00053406.p1	HUMAN28717
OG0006189	TCONS_00012480.p1	HUMAN20704
OG0006190	TCONS_00028354.p1	HUMAN01849, HUMAN01850, HUMAN01851, HUMAN01852, HUMAN01848
OG0006191	TCONS_00029555.p1	HUMAN23679
OG0006192	TCONS_00056391.p1, TCONS_00041424.p1	HUMAN17512
OG0006193	TCONS_00002853.p1, TCONS_00002837.p1	HUMAN14368, HUMAN14367
OG0006194	TCONS_00014587.p1	HUMAN10520
OG0006195	TCONS_00006119.p1	HUMAN10454, HUMAN10455
OG0006196	TCONS_00021445.p1	HUMAN21725
OG0006197	TCONS_00056587.p1, TCONS_00056585.p1, TCONS_00056586.p1, TCONS_00056588.p1	HUMAN25264, HUMAN19261, HUMAN19262
OG0006198	TCONS_00026915.p1	HUMAN03715
OG0006199	TCONS_00052496.p1	HUMAN10536
OG0006200	TCONS_00030705.p1	HUMAN23006, HUMAN23007, HUMAN23008
OG0006201	TCONS_00005211.p1	HUMAN19925, HUMAN10840
OG0006202	TCONS_00007558.p1	HUMAN08133
OG0006203	TCONS_00010994.p1	HUMAN25094, HUMAN25093
OG0006205	TCONS_00005581.p1	HUMAN30034
OG0006206	TCONS_00011739.p1	HUMAN02535, HUMAN02536, HUMAN08296
OG0006207	TCONS_00006897.p1	HUMAN11853, HUMAN11852
OG0006208	TCONS_00029115.p1	HUMAN15001
OG0006209	TCONS_00029727.p1	HUMAN23230
OG0006210	TCONS_00009196.p1	HUMAN23180
OG0006211	TCONS_00019295.p1	HUMAN06304
OG0006212	TCONS_00013525.p1	HUMAN10475, HUMAN10477, HUMAN10478
OG0006213	TCONS_00019307.p1	HUMAN21555
OG0006214	TCONS_00037981.p1	HUMAN07072
OG0006216	TCONS_00014138.p1	HUMAN14806
OG0006217	TCONS_00051364.p1	HUMAN22494
OG0006219	TCONS_00021122.p1	HUMAN18491
OG0006220	TCONS_00019743.p1, TCONS_00019730.p1	HUMAN17684, HUMAN17685, HUMAN17683
OG0006221	TCONS_00033298.p1	HUMAN26511, HUMAN12774
OG0006223	TCONS_00027024.p1	HUMAN00723
OG0006224	TCONS_00050034.p1	HUMAN00219
OG0006225	TCONS_00010489.p1	HUMAN25075
OG0006226	TCONS_00053227.p1	HUMAN23414
OG0006227	TCONS_00026982.p1	HUMAN17359
OG0006228	TCONS_00037181.p1	HUMAN03879
OG0006229	TCONS_00043875.p1	HUMAN22948
OG0006230	TCONS_00020731.p1	HUMAN17688
OG0006231	TCONS_00017751.p1	HUMAN27851
OG0006232	TCONS_00056742.p1	HUMAN17570, HUMAN17571
OG0006233	TCONS_00033829.p1	HUMAN21229, HUMAN21231
OG0006234	TCONS_00052906.p1	HUMAN01013
OG0006235	TCONS_00036221.p1	HUMAN06038
OG0006237	TCONS_00051480.p1	HUMAN00401
OG0006238	TCONS_00024408.p1, TCONS_00024372.p1	HUMAN19681, HUMAN19682
OG0006239	TCONS_00008386.p1	HUMAN11201
OG0006240	TCONS_00015238.p1	HUMAN29061
OG0006241	TCONS_00008888.p1	HUMAN02189
OG0006242	TCONS_00012548.p1	HUMAN10654, HUMAN10653
OG0006243	TCONS_00028966.p1	HUMAN30316, HUMAN30317, HUMAN28619
OG0006244	TCONS_00004893.p1	HUMAN07280
OG0006245	TCONS_00056805.p1	HUMAN18087
OG0006246	TCONS_00029698.p1	HUMAN13922
OG0006248	TCONS_00022938.p1	HUMAN30385
OG0006249	TCONS_00022323.p1	HUMAN11927
OG0006250	TCONS_00027802.p1	HUMAN23876
OG0006252	TCONS_00051116.p1	HUMAN05954, HUMAN05956, HUMAN05955
OG0006253	TCONS_00000285.p1	HUMAN01544
OG0006254	TCONS_00055925.p1	HUMAN20127, HUMAN20128
OG0006255	TCONS_00026740.p1, TCONS_00041555.p1	HUMAN03423
OG0006256	TCONS_00034146.p1, TCONS_00034145.p1, TCONS_00034147.p1, TCONS_00034143.p1, TCONS_00034142.p1	HUMAN21324, HUMAN21325
OG0006257	TCONS_00010381.p1	HUMAN18727, HUMAN18726
OG0006258	TCONS_00032875.p1, TCONS_00032874.p1	HUMAN14002
OG0006259	TCONS_00018304.p1	HUMAN28344
OG0006260	TCONS_00047383.p1	HUMAN20497
OG0006261	TCONS_00048563.p1	HUMAN26805
OG0006262	TCONS_00018917.p1	HUMAN20747
OG0006263	TCONS_00007047.p1	HUMAN14070, HUMAN14069, HUMAN14068
OG0006264	TCONS_00055392.p1	HUMAN07077
OG0006265	TCONS_00003636.p1	HUMAN17934, HUMAN21410
OG0006266	TCONS_00014755.p1	HUMAN22408
OG0006267	TCONS_00031273.p1	HUMAN22613, HUMAN22612
OG0006268	TCONS_00048122.p1	HUMAN29838
OG0006269	TCONS_00048493.p1	HUMAN20430
OG0006270	TCONS_00015601.p1	HUMAN29317, HUMAN29316
OG0006271	TCONS_00013879.p1	HUMAN17446
OG0006272	TCONS_00054927.p1	HUMAN13896, HUMAN13895, HUMAN13894
OG0006273	TCONS_00008500.p1	HUMAN13702, HUMAN13703
OG0006274	TCONS_00037315.p1	HUMAN04287
OG0006275	TCONS_00001487.p1	HUMAN02519
OG0006276	TCONS_00010115.p1	HUMAN03057
OG0006277	TCONS_00005076.p1	HUMAN12337
OG0006278	TCONS_00005100.p1, TCONS_00006348.p1	HUMAN00416
OG0006279	TCONS_00002188.p1	HUMAN19507
OG0006280	TCONS_00009583.p1	HUMAN25747
OG0006281	TCONS_00050422.p1	HUMAN00064, HUMAN00065
OG0006282	TCONS_00041317.p1, TCONS_00041301.p1	HUMAN14206, HUMAN14207
OG0006283	TCONS_00020320.p1	HUMAN02975
OG0006284	TCONS_00004481.p1	HUMAN14241
OG0006285	TCONS_00016197.p1	HUMAN18055, HUMAN18054
OG0006286	TCONS_00029938.p1, TCONS_00030675.p1	HUMAN27261
OG0006288	TCONS_00005552.p1, TCONS_00005564.p1	HUMAN07138
OG0006289	TCONS_00049653.p1	HUMAN21130
OG0006290	TCONS_00050562.p1	HUMAN00026, HUMAN00028, HUMAN00027
OG0006291	TCONS_00016579.p1	HUMAN01280
OG0006292	TCONS_00008942.p1	HUMAN11024, HUMAN11025, HUMAN19092
OG0006293	TCONS_00006350.p1	HUMAN07177
OG0006294	TCONS_00010810.p1	HUMAN08808
OG0006295	TCONS_00006928.p1, TCONS_00006902.p1	HUMAN26422
OG0006296	TCONS_00048898.p1	HUMAN26959
OG0006297	TCONS_00048919.p1	HUMAN20419
OG0006298	TCONS_00003571.p1	HUMAN06371
OG0006299	TCONS_00002304.p1	HUMAN00504
OG0006300	TCONS_00012213.p1	HUMAN02710
OG0006301	TCONS_00011055.p1	HUMAN09238
OG0006302	TCONS_00028792.p1	HUMAN09795, HUMAN09794
OG0006303	TCONS_00017779.p1	HUMAN02005, HUMAN15648
OG0006304	TCONS_00009784.p1	HUMAN08877
OG0006305	TCONS_00027479.p1	HUMAN03641
OG0006306	TCONS_00017205.p1	HUMAN00547
OG0006307	TCONS_00053826.p1	HUMAN23322
OG0006308	TCONS_00004866.p1	HUMAN11839
OG0006309	TCONS_00036228.p1	HUMAN06820
OG0006310	TCONS_00036033.p1	HUMAN05065
OG0006311	TCONS_00038156.p1	HUMAN06167
OG0006312	TCONS_00048558.p1	HUMAN20048
OG0006313	TCONS_00046617.p1	HUMAN00601, HUMAN00602
OG0006314	TCONS_00020738.p1, TCONS_00001044.p1	HUMAN01546
OG0006315	TCONS_00010515.p1	HUMAN17337
OG0006316	TCONS_00053170.p1	HUMAN23371
OG0006317	TCONS_00005040.p1, TCONS_00029813.p1	HUMAN01667, HUMAN01666, HUMAN01665
OG0006318	TCONS_00002001.p1, TCONS_00001991.p1	HUMAN05453
OG0006319	TCONS_00049238.p1	HUMAN04099
OG0006320	TCONS_00048271.p1	HUMAN05781, HUMAN05779, HUMAN05780, HUMAN05778
OG0006321	TCONS_00009449.p1	HUMAN11234, HUMAN11235, HUMAN23149, HUMAN23151
OG0006322	TCONS_00048928.p1	HUMAN20861
OG0006323	TCONS_00041748.p1	HUMAN07594
OG0006324	TCONS_00009459.p1	HUMAN27779, HUMAN27778
OG0006325	TCONS_00015014.p1	HUMAN29195
OG0006326	TCONS_00016446.p1	HUMAN02266, HUMAN02265
OG0006327	TCONS_00041267.p1, TCONS_00041268.p1, TCONS_00035798.p1	HUMAN21564, HUMAN21563
OG0006328	TCONS_00045051.p1, TCONS_00045634.p1	HUMAN24587
OG0006329	TCONS_00026255.p1	HUMAN17356
OG0006330	TCONS_00028142.p1	HUMAN09633
OG0006331	TCONS_00003546.p1	HUMAN15803, HUMAN15802
OG0006332	TCONS_00024586.p1	HUMAN04311
OG0006333	TCONS_00002164.p1	HUMAN21171, HUMAN25511
OG0006334	TCONS_00053945.p1	HUMAN14773
OG0006335	TCONS_00038727.p1	HUMAN06483, HUMAN06484
OG0006336	TCONS_00053361.p1	HUMAN15046, HUMAN15045
OG0006337	TCONS_00028906.p1	HUMAN09564, HUMAN09563, HUMAN23595
OG0006338	TCONS_00053627.p1	HUMAN01207, HUMAN01206
OG0006339	TCONS_00006224.p1	HUMAN07408, HUMAN07407
OG0006340	TCONS_00030619.p1	HUMAN03191
OG0006341	TCONS_00053211.p1	HUMAN14510
OG0006343	TCONS_00042685.p1	HUMAN27487
OG0006344	TCONS_00032988.p1	HUMAN28604
OG0006345	TCONS_00018594.p1, TCONS_00017569.p1	HUMAN27906
OG0006346	TCONS_00035271.p1	HUMAN05487, HUMAN05486, HUMAN05488, HUMAN05485
OG0006347	TCONS_00056824.p1	HUMAN06637
OG0006348	TCONS_00020901.p1, TCONS_00055332.p1	HUMAN23566
OG0006349	TCONS_00052515.p1	HUMAN28442, HUMAN28752, HUMAN28743, HUMAN28438, HUMAN28731, HUMAN17537, HUMAN28437
OG0006350	TCONS_00012262.p1	HUMAN23685
OG0006351	TCONS_00043433.p1	HUMAN22851
OG0006352	TCONS_00044098.p1	HUMAN28597
OG0006353	TCONS_00009865.p1	HUMAN15771
OG0006354	TCONS_00027609.p1	HUMAN17172
OG0006355	TCONS_00049625.p1	HUMAN21127
OG0006356	TCONS_00005098.p1	HUMAN12204
OG0006357	TCONS_00050895.p1	HUMAN18357
OG0006358	TCONS_00048101.p1	HUMAN26475
OG0006359	TCONS_00014857.p1	HUMAN01182
OG0006360	TCONS_00036149.p1	HUMAN06791
OG0006361	TCONS_00004369.p1	HUMAN11008
OG0006362	TCONS_00041980.p1, TCONS_00041972.p1	HUMAN00550
OG0006363	TCONS_00026004.p1	HUMAN04865
OG0006364	TCONS_00019775.p1	HUMAN28809
OG0006365	TCONS_00042541.p1	HUMAN17577, HUMAN30443
OG0006366	TCONS_00021558.p1	HUMAN18333
OG0006367	TCONS_00045704.p1, TCONS_00046721.p1	HUMAN16619, HUMAN16620
OG0006368	TCONS_00055121.p1, TCONS_00035900.p1	HUMAN12731, HUMAN12730
OG0006369	TCONS_00052301.p1, TCONS_00050787.p1, TCONS_00032672.p1, TCONS_00034707.p1, TCONS_00038421.p1, TCONS_00045637.p1, TCONS_00044365.p1, TCONS_00032673.p1, TCONS_00052637.p1	HUMAN04390
OG0006370	TCONS_00053971.p1	HUMAN27328
OG0006372	TCONS_00055014.p1	HUMAN05301
OG0006375	TCONS_00014183.p1	HUMAN10310, HUMAN10309
OG0006376	TCONS_00015180.p1	HUMAN29330, HUMAN29329
OG0006377	TCONS_00053744.p1, TCONS_00053743.p1	HUMAN23254
OG0006378	TCONS_00026085.p1	HUMAN22618
OG0006379	TCONS_00046729.p1, TCONS_00010895.p1	HUMAN08621
OG0006381	TCONS_00047599.p1	HUMAN06920
OG0006382	TCONS_00011902.p1	HUMAN08589
OG0006383	TCONS_00035269.p1	HUMAN19516
OG0006384	TCONS_00024420.p1, TCONS_00025857.p1	HUMAN14670, HUMAN14669, HUMAN14668, HUMAN14666, HUMAN14667
OG0006385	TCONS_00011299.p1, TCONS_00011279.p1	HUMAN04983
OG0006386	TCONS_00038091.p1	HUMAN03914, HUMAN03913
OG0006387	TCONS_00001551.p1	HUMAN19461, HUMAN19462, HUMAN00501
OG0006388	TCONS_00013235.p1	HUMAN10177, HUMAN30153, HUMAN30163, HUMAN13637
OG0006389	TCONS_00001248.p1	HUMAN29747, HUMAN25835
OG0006390	TCONS_00047659.p1	HUMAN02874, HUMAN02872, HUMAN02873
OG0006391	TCONS_00055478.p1	HUMAN05598
OG0006392	TCONS_00001939.p1	HUMAN01485
OG0006393	TCONS_00027954.p1	HUMAN28534, HUMAN14443
OG0006394	TCONS_00013244.p1	HUMAN20260, HUMAN20262, HUMAN20261
OG0006395	TCONS_00045081.p1	HUMAN18809, HUMAN18808
OG0006396	TCONS_00054358.p1	HUMAN28914
OG0006398	TCONS_00020199.p1	HUMAN01047, HUMAN01046
OG0006399	TCONS_00005906.p1	HUMAN07113, HUMAN07112, HUMAN07111
OG0006401	TCONS_00056569.p1	HUMAN18158, HUMAN26324
OG0006402	TCONS_00055131.p1	HUMAN22757, HUMAN22756
OG0006405	TCONS_00036434.p1	HUMAN04667, HUMAN03885, HUMAN03882, HUMAN03883, HUMAN03884
OG0006407	TCONS_00017172.p1	HUMAN21252, HUMAN15339, HUMAN15338
OG0006408	TCONS_00011147.p1	HUMAN09012, HUMAN09011
OG0006413	TCONS_00053733.p1	HUMAN20422, HUMAN02388, HUMAN26832
OG0006414	TCONS_00028276.p1, TCONS_00028277.p1	HUMAN03409
OG0006416	TCONS_00023832.p1, TCONS_00023833.p1, TCONS_00003639.p1, TCONS_00019421.p1, TCONS_00019418.p1, TCONS_00019425.p1, TCONS_00019422.p1, TCONS_00019423.p1, TCONS_00019424.p1, TCONS_00019416.p1, TCONS_00019417.p1, TCONS_00020414.p1	HUMAN23194
OG0006442	TCONS_00001276.p1	HUMAN24430, HUMAN24429
OG0006443	TCONS_00039555.p1	HUMAN04869
OG0006446	TCONS_00016689.p1	HUMAN29158
OG0006447	TCONS_00014759.p1	HUMAN29322, HUMAN29323
OG0006448	TCONS_00055605.p1	HUMAN23211
OG0006449	TCONS_00018301.p1	HUMAN28069
OG0006452	TCONS_00048196.p1	HUMAN02398, HUMAN20893
OG0006454	TCONS_00005752.p1	HUMAN13113, HUMAN13112
OG0006456	TCONS_00024071.p1	HUMAN14116, HUMAN14117, HUMAN14118
OG0006457	TCONS_00053917.p1	HUMAN14767
OG0006458	TCONS_00035428.p1	HUMAN05481
OG0006459	TCONS_00029344.p1	HUMAN09471
OG0006460	TCONS_00010265.p1	HUMAN02631
OG0006461	TCONS_00048350.p1	HUMAN20951
OG0006462	TCONS_00014431.p1	HUMAN20252
OG0006463	TCONS_00028384.p1	HUMAN13877, HUMAN13876, HUMAN13878, HUMAN13879, HUMAN13880, HUMAN13875
OG0006464	TCONS_00021066.p1	HUMAN30209, HUMAN22027
OG0006465	TCONS_00009885.p1	HUMAN02673
OG0006468	TCONS_00007890.p1	HUMAN28005
OG0006469	TCONS_00012821.p1	HUMAN12113
OG0006470	TCONS_00027786.p1	HUMAN22261
OG0006471	TCONS_00053412.p1	HUMAN18729
OG0006472	TCONS_00021911.p1	HUMAN26665
OG0006474	TCONS_00005145.p1	HUMAN19727
