Orthogroup	PFLAV	NEMVE
OG0007656	TCONS_00048545.p1	NEMVE00479, NEMVE05622
OG0007657	TCONS_00036175.p1	NEMVE09719
OG0007658	TCONS_00007816.p1, TCONS_00007835.p1, TCONS_00007815.p1	NEMVE17719
OG0007659	TCONS_00020526.p1	NEMVE15005
OG0007660	TCONS_00015904.p1	NEMVE06829
OG0007661	TCONS_00050251.p1	NEMVE23648
OG0007661	TCONS_00015425.p1, TCONS_00050990.p1	NEMVE25165
OG0007663	TCONS_00054988.p1	NEMVE03506
OG0007666	TCONS_00014134.p1	NEMVE06300
OG0007667	TCONS_00004476.p1	NEMVE21308
OG0007669	TCONS_00048639.p1	NEMVE09329
OG0007670	TCONS_00018865.p1	NEMVE00374, NEMVE13235
OG0007672	TCONS_00000495.p1	NEMVE01018
OG0007674	TCONS_00010380.p1	NEMVE09137
OG0007675	TCONS_00045118.p1	NEMVE14230
OG0007676	TCONS_00016320.p1	NEMVE09075
OG0007679	TCONS_00027063.p1	NEMVE14614
OG0007680	TCONS_00027847.p1	NEMVE09957
OG0007681	TCONS_00028523.p1	NEMVE11266, NEMVE04177
OG0007683	TCONS_00027371.p1, TCONS_00027351.p1, TCONS_00027354.p1	NEMVE05155, NEMVE09112
OG0007684	TCONS_00002541.p1	NEMVE07913
OG0007685	TCONS_00011974.p1	NEMVE22475
OG0007687	TCONS_00012619.p1	NEMVE15064
OG0007689	TCONS_00004752.p1	NEMVE15533, NEMVE25163
OG0007690	TCONS_00025906.p1	NEMVE09407
OG0007691	TCONS_00045076.p1	NEMVE14856, NEMVE10823, NEMVE19790, NEMVE14812
OG0007692	TCONS_00012253.p1	NEMVE24948
OG0007694	TCONS_00007559.p1	NEMVE14461
OG0007695	TCONS_00016848.p1	NEMVE15957
OG0007696	TCONS_00048269.p1	NEMVE13808
OG0007697	TCONS_00005817.p1	NEMVE22701
OG0007698	TCONS_00027879.p1	NEMVE19391
OG0007699	TCONS_00045480.p1, TCONS_00045481.p1, TCONS_00045450.p1	NEMVE10978, NEMVE16384, NEMVE08207, NEMVE06627
OG0007700	TCONS_00005375.p1	NEMVE06383, NEMVE20983
OG0007701	TCONS_00006365.p1	NEMVE23722
OG0007702	TCONS_00022997.p1	NEMVE22678
OG0007703	TCONS_00030277.p1	NEMVE22465
OG0007704	TCONS_00020277.p1	NEMVE13360
OG0007705	TCONS_00030893.p1	NEMVE23373
OG0007707	TCONS_00001553.p1	NEMVE17260, NEMVE19486, NEMVE17005
OG0007708	TCONS_00056281.p1	NEMVE14576
OG0007709	TCONS_00033233.p1	NEMVE14284
OG0007711	TCONS_00001132.p1	NEMVE16976
OG0007712	TCONS_00027070.p1	NEMVE16922
OG0007713	TCONS_00056171.p1	NEMVE10952
OG0007714	TCONS_00044242.p1	NEMVE04698
OG0007715	TCONS_00005015.p1	NEMVE14423
OG0007716	TCONS_00053276.p1, TCONS_00054367.p1	NEMVE24083
OG0007717	TCONS_00020795.p1	NEMVE14630
OG0007718	TCONS_00056410.p1	NEMVE14642
OG0007720	TCONS_00003771.p1, TCONS_00054847.p1, TCONS_00041703.p1, TCONS_00005971.p1	NEMVE18653, NEMVE20099
OG0007721	TCONS_00025937.p1	NEMVE16202
OG0007722	TCONS_00029664.p1	NEMVE24674
OG0007725	TCONS_00014645.p1	NEMVE08931
OG0007727	TCONS_00015528.p1	NEMVE22125
OG0007728	TCONS_00042990.p1	NEMVE19501
OG0007729	TCONS_00008094.p1	NEMVE05917
OG0007730	TCONS_00008201.p1	NEMVE22534
OG0007731	TCONS_00026896.p1	NEMVE09241
OG0007733	TCONS_00041133.p1, TCONS_00038935.p1	NEMVE13390
OG0007734	TCONS_00052703.p1	NEMVE01827
OG0007735	TCONS_00006450.p1	NEMVE13740
OG0007737	TCONS_00022764.p1	NEMVE19984
OG0007739	TCONS_00001041.p1	NEMVE13651
OG0007740	TCONS_00040381.p1, TCONS_00039234.p1	NEMVE07649
OG0007741	TCONS_00011823.p1	NEMVE02338
OG0007743	TCONS_00004286.p1	NEMVE22363
OG0007744	TCONS_00047303.p1	NEMVE15801
OG0007745	TCONS_00007839.p1, TCONS_00008596.p1	NEMVE23484
OG0007746	TCONS_00011182.p1	NEMVE15823
OG0007747	TCONS_00053195.p1	NEMVE23082
OG0007748	TCONS_00003490.p1	NEMVE23336
OG0007749	TCONS_00049303.p1	NEMVE14299
OG0007750	TCONS_00052600.p1	NEMVE16263
OG0007751	TCONS_00027679.p1	NEMVE21679
OG0007752	TCONS_00020869.p1	NEMVE25084
OG0007753	TCONS_00021657.p1	NEMVE09762
OG0007754	TCONS_00050991.p1	NEMVE04608
OG0007756	TCONS_00010764.p1	NEMVE21769, NEMVE21203
OG0007757	TCONS_00052660.p1	NEMVE22374
OG0007758	TCONS_00048344.p1	NEMVE24832
OG0007759	TCONS_00014965.p1	NEMVE23846
OG0007760	TCONS_00002867.p1	NEMVE16471
OG0007761	TCONS_00051649.p1	NEMVE10403
OG0007763	TCONS_00053736.p1	NEMVE01958, NEMVE20035
OG0007764	TCONS_00028498.p1, TCONS_00028499.p1	NEMVE06037
OG0007765	TCONS_00008450.p1, TCONS_00008449.p1	NEMVE19483
OG0007766	TCONS_00013847.p1	NEMVE05141
OG0007767	TCONS_00052065.p1, TCONS_00052071.p1	NEMVE13662
OG0007768	TCONS_00050962.p1, TCONS_00050973.p1	NEMVE21905
OG0007769	TCONS_00013347.p1	NEMVE08042
OG0007771	TCONS_00049529.p1	NEMVE13470
OG0007772	TCONS_00021495.p1	NEMVE06176
OG0007773	TCONS_00021313.p1, TCONS_00022320.p1	NEMVE07114
OG0007774	TCONS_00055592.p1	NEMVE08940
OG0007775	TCONS_00005585.p1	NEMVE06546
OG0007776	TCONS_00029043.p1	NEMVE20241
OG0007778	TCONS_00027045.p1, TCONS_00027046.p1, TCONS_00007079.p1	NEMVE24975
OG0007779	TCONS_00055791.p1	NEMVE10345
OG0007781	TCONS_00011085.p1	NEMVE14598, NEMVE11915
OG0007782	TCONS_00030973.p1	NEMVE13738
OG0007783	TCONS_00014436.p1	NEMVE23094
OG0007784	TCONS_00057050.p1	NEMVE21852
OG0007785	TCONS_00048431.p1	NEMVE23583
OG0007786	TCONS_00010304.p1	NEMVE10346
OG0007787	TCONS_00049248.p1	NEMVE04711, NEMVE04653
OG0007789	TCONS_00006466.p1	NEMVE22184
OG0007790	TCONS_00013913.p1	NEMVE13911
OG0007791	TCONS_00046054.p1	NEMVE22262
OG0007793	TCONS_00054253.p1	NEMVE01965
OG0007794	TCONS_00005639.p1	NEMVE13881
OG0007795	TCONS_00053219.p1	NEMVE16217
OG0007796	TCONS_00029847.p1	NEMVE16045
OG0007798	TCONS_00035284.p1	NEMVE07652
OG0007800	TCONS_00042611.p1	NEMVE02246
OG0007801	TCONS_00013160.p1	NEMVE24803
OG0007802	TCONS_00014260.p1	NEMVE05110
OG0007803	TCONS_00011075.p1	NEMVE14259
OG0007804	TCONS_00046880.p1, TCONS_00045601.p1	NEMVE13958
OG0007805	TCONS_00034468.p1	NEMVE23683
OG0007807	TCONS_00027474.p1	NEMVE23161
OG0007809	TCONS_00042854.p1	NEMVE19397
OG0007810	TCONS_00049548.p1	NEMVE25323
OG0007811	TCONS_00039538.p1	NEMVE22619
OG0007812	TCONS_00019011.p1	NEMVE05957
OG0007813	TCONS_00010597.p1	NEMVE22957
OG0007814	TCONS_00030696.p1	NEMVE10610
OG0007816	TCONS_00051033.p1	NEMVE14681
OG0007820	TCONS_00004697.p1	NEMVE10824
OG0007823	TCONS_00026099.p1	NEMVE14069
OG0007825	TCONS_00020063.p1	NEMVE24335
OG0007826	TCONS_00005832.p1, TCONS_00005866.p1	NEMVE22606
OG0007827	TCONS_00003607.p1	NEMVE15793
OG0007829	TCONS_00011101.p1	NEMVE14463
OG0007830	TCONS_00020303.p1	NEMVE22401
OG0007831	TCONS_00026164.p1	NEMVE13120
OG0007832	TCONS_00011370.p1	NEMVE22265
OG0007833	TCONS_00006612.p1, TCONS_00006644.p1	NEMVE23699
OG0007834	TCONS_00027363.p1	NEMVE22860
OG0007835	TCONS_00052777.p1, TCONS_00052821.p1	NEMVE05299
OG0007836	TCONS_00013500.p1	NEMVE09417
OG0007837	TCONS_00044166.p1	NEMVE17939
OG0007838	TCONS_00005286.p1	NEMVE16374
OG0007840	TCONS_00045842.p1	NEMVE14835
OG0007841	TCONS_00031020.p1	NEMVE14118
OG0007842	TCONS_00056322.p1, TCONS_00056383.p1	NEMVE04751
OG0007843	TCONS_00042751.p1	NEMVE09373
OG0007845	TCONS_00042237.p1, TCONS_00042291.p1	NEMVE23748
OG0007847	TCONS_00054384.p1	NEMVE07339
OG0007848	TCONS_00002380.p1, TCONS_00002373.p1	NEMVE22567
OG0007850	TCONS_00051270.p1, TCONS_00050100.p1	NEMVE06247
OG0007851	TCONS_00007485.p1	NEMVE13904
OG0007858	TCONS_00027054.p1	NEMVE23921
OG0007859	TCONS_00054876.p1	NEMVE22571, NEMVE20885
OG0007860	TCONS_00036778.p1	NEMVE06761
OG0007908	TCONS_00008952.p1	NEMVE13340
OG0007911	TCONS_00013377.p1	NEMVE07983
OG0007912	TCONS_00005699.p1	NEMVE15679, NEMVE24495, NEMVE17470
OG0007913	TCONS_00029441.p1	NEMVE18005
OG0007915	TCONS_00045868.p1	NEMVE19232, NEMVE06531
OG0007916	TCONS_00001800.p1	NEMVE13298
OG0007917	TCONS_00043404.p1	NEMVE24424
OG0007918	TCONS_00015815.p1	NEMVE25851
OG0007920	TCONS_00029346.p1	NEMVE23461, NEMVE23462
OG0007921	TCONS_00029040.p1, TCONS_00029041.p1	NEMVE08958
OG0007922	TCONS_00010886.p1	NEMVE16510
OG0007924	TCONS_00029623.p1	NEMVE16716
OG0007926	TCONS_00013549.p1	NEMVE22555
OG0007927	TCONS_00049435.p1	NEMVE13085
OG0007930	TCONS_00007184.p1	NEMVE22670
OG0007932	TCONS_00018383.p1	NEMVE20940, NEMVE23396
OG0007933	TCONS_00038185.p1	NEMVE13492, NEMVE11999
OG0007934	TCONS_00020622.p1	NEMVE25429
OG0007936	TCONS_00018789.p1	NEMVE12282, NEMVE10998, NEMVE05778
OG0007937	TCONS_00010772.p1	NEMVE25331
OG0007938	TCONS_00048548.p1	NEMVE24777
OG0007940	TCONS_00012035.p1	NEMVE24639
OG0007941	TCONS_00045262.p1	NEMVE23201
OG0007943	TCONS_00002346.p1	NEMVE13601
OG0007944	TCONS_00042360.p1	NEMVE25215
OG0007945	TCONS_00015421.p1, TCONS_00016510.p1	NEMVE23257
OG0007946	TCONS_00025570.p1	NEMVE25132
OG0007947	TCONS_00014143.p1	NEMVE09699
OG0007948	TCONS_00004989.p1	NEMVE08238
OG0007952	TCONS_00003580.p1	NEMVE14869
OG0007953	TCONS_00027159.p1	NEMVE08477
OG0007954	TCONS_00001019.p1	NEMVE19250
OG0007955	TCONS_00011220.p1	NEMVE07888
OG0007956	TCONS_00028826.p1	NEMVE25554
OG0007957	TCONS_00020530.p1	NEMVE15377
OG0007958	TCONS_00017230.p1	NEMVE21992
OG0007959	TCONS_00054449.p1	NEMVE06212
OG0007960	TCONS_00037916.p1, TCONS_00037963.p1	NEMVE24065, NEMVE16826
OG0007961	TCONS_00002148.p1, TCONS_00001323.p1	NEMVE22779
OG0007962	TCONS_00042128.p1	NEMVE18122
OG0007963	TCONS_00052236.p1, TCONS_00052235.p1	NEMVE13861
OG0007964	TCONS_00012968.p1	NEMVE08711, NEMVE11799
OG0007965	TCONS_00012868.p1	NEMVE20506
OG0007966	TCONS_00020648.p1	NEMVE07836
OG0007968	TCONS_00052542.p1	NEMVE01617
OG0007969	TCONS_00054636.p1	NEMVE09301, NEMVE23413
OG0007970	TCONS_00051156.p3	NEMVE06256
OG0007971	TCONS_00018241.p1	NEMVE07956
OG0007972	TCONS_00008711.p1	NEMVE13341
OG0007973	TCONS_00010771.p1	NEMVE08897
OG0007974	TCONS_00022218.p1	NEMVE14826
OG0007975	TCONS_00054492.p1	NEMVE21874
OG0007977	TCONS_00012824.p1	NEMVE06275
OG0007978	TCONS_00020830.p1	NEMVE07101
OG0007979	TCONS_00042723.p1	NEMVE21700
OG0007980	TCONS_00010113.p1	NEMVE05723
OG0007981	TCONS_00004494.p1	NEMVE09517
OG0007982	TCONS_00056241.p1, TCONS_00056252.p1, TCONS_00025370.p1, TCONS_00023993.p1	NEMVE21094, NEMVE08716
OG0007984	TCONS_00021952.p1	NEMVE24343, NEMVE20219, NEMVE20180
OG0007985	TCONS_00013490.p1	NEMVE24004
OG0007987	TCONS_00004972.p1	NEMVE13955
OG0007988	TCONS_00009433.p1	NEMVE13338
OG0007990	TCONS_00007374.p1	NEMVE09182
OG0007991	TCONS_00011604.p1	NEMVE22986
OG0007993	TCONS_00010046.p1	NEMVE08910
OG0007995	TCONS_00007177.p1	NEMVE17198, NEMVE19132
OG0007996	TCONS_00006814.p1	NEMVE13646
OG0007997	TCONS_00006382.p1	NEMVE19513
OG0007998	TCONS_00004185.p1	NEMVE13103
OG0007999	TCONS_00056652.p1	NEMVE06729
OG0008000	TCONS_00046590.p1, TCONS_00046561.p1	NEMVE09345, NEMVE20611
OG0008001	TCONS_00030050.p1	NEMVE25418
OG0008002	TCONS_00017530.p1	NEMVE25367
OG0008003	TCONS_00050420.p1	NEMVE22529
OG0008004	TCONS_00009004.p1	NEMVE20153, NEMVE13316, NEMVE21249
OG0008005	TCONS_00003509.p1, TCONS_00003508.p1	NEMVE25176
OG0008006	TCONS_00021725.p1	NEMVE23911
OG0008007	TCONS_00053190.p1	NEMVE25115
OG0008008	TCONS_00013247.p1	NEMVE06561
OG0008009	TCONS_00033031.p1, TCONS_00033501.p1	NEMVE24576
OG0008011	TCONS_00049252.p1	NEMVE18294
OG0008012	TCONS_00056819.p1	NEMVE24882
OG0008013	TCONS_00055292.p1	NEMVE04911
OG0008016	TCONS_00028821.p1	NEMVE08957
OG0008017	TCONS_00048018.p1	NEMVE18181
OG0008019	TCONS_00051028.p1	NEMVE25415
OG0008020	TCONS_00012138.p1	NEMVE13173
OG0008021	TCONS_00055128.p1	NEMVE22596
OG0008022	TCONS_00042521.p1	NEMVE07871
OG0008023	TCONS_00054781.p1, TCONS_00052132.p1, TCONS_00052133.p1	NEMVE07050
OG0008025	TCONS_00012859.p1	NEMVE23311
OG0008026	TCONS_00046692.p1	NEMVE25695
OG0008027	TCONS_00011108.p1	NEMVE01124
OG0008028	TCONS_00016871.p1	NEMVE08557
OG0008029	TCONS_00006381.p1	NEMVE24281
OG0008030	TCONS_00006069.p1	NEMVE17479
OG0008031	TCONS_00043800.p1	NEMVE09401
OG0008034	TCONS_00051309.p1	NEMVE17277
OG0008036	TCONS_00013040.p1	NEMVE06791
OG0008037	TCONS_00027944.p1	NEMVE25946
OG0008038	TCONS_00047578.p1	NEMVE05260
OG0008039	TCONS_00006399.p1	NEMVE01393
OG0008040	TCONS_00000188.p1	NEMVE13650
OG0008041	TCONS_00049755.p1	NEMVE18872
OG0008042	TCONS_00055353.p1	NEMVE13490
OG0008043	TCONS_00044161.p1	NEMVE24564
OG0008044	TCONS_00008071.p1	NEMVE16270
OG0008046	TCONS_00008381.p1	NEMVE15065
OG0008047	TCONS_00018836.p1	NEMVE14161
OG0008048	TCONS_00009027.p1, TCONS_00009032.p1	NEMVE12973, NEMVE13931
OG0008049	TCONS_00005114.p1	NEMVE01869
OG0008050	TCONS_00052721.p1	NEMVE17669
OG0008051	TCONS_00014584.p1	NEMVE13844
OG0008052	TCONS_00010498.p1	NEMVE22576
OG0008053	TCONS_00025511.p1	NEMVE06850
OG0008054	TCONS_00056761.p1	NEMVE22146
OG0008055	TCONS_00048233.p1	NEMVE09826, NEMVE20692
OG0008056	TCONS_00020391.p1	NEMVE22900
OG0008057	TCONS_00057067.p1	NEMVE13357
OG0008058	TCONS_00024535.p1, TCONS_00024514.p1	NEMVE24600
OG0008059	TCONS_00029458.p1	NEMVE00213, NEMVE07562
OG0008061	TCONS_00045794.p1	NEMVE01400
OG0008062	TCONS_00016900.p1	NEMVE10166
OG0008063	TCONS_00023124.p1	NEMVE22876
OG0008064	TCONS_00007128.p1	NEMVE19831
OG0008065	TCONS_00024829.p1	NEMVE04900, NEMVE13327
OG0008068	TCONS_00043977.p1	NEMVE07690, NEMVE14715
OG0008069	TCONS_00054208.p1	NEMVE14728
OG0008070	TCONS_00045673.p1, TCONS_00046759.p1	NEMVE13074
OG0008071	TCONS_00053525.p1	NEMVE15806
OG0008073	TCONS_00015891.p1	NEMVE13515
OG0008074	TCONS_00006416.p1	NEMVE18779
OG0008075	TCONS_00043488.p1	NEMVE14443
OG0008077	TCONS_00010823.p1, TCONS_00009553.p1	NEMVE10448
OG0008079	TCONS_00050833.p1	NEMVE10412
OG0008080	TCONS_00036084.p1	NEMVE14239
OG0008081	TCONS_00007371.p1	NEMVE17317
OG0008082	TCONS_00017327.p1, TCONS_00016849.p1	NEMVE14186
OG0008083	TCONS_00010524.p1	NEMVE23989
OG0008084	TCONS_00003544.p1	NEMVE23003
OG0008085	TCONS_00048120.p1	NEMVE22309
OG0008088	TCONS_00012111.p1	NEMVE09143
OG0008090	TCONS_00057221.p1, TCONS_00056055.p1	NEMVE07296
OG0008091	TCONS_00005043.p1	NEMVE24934
OG0008093	TCONS_00029770.p1	NEMVE22789
OG0008094	TCONS_00049074.p1	NEMVE05228
OG0008098	TCONS_00011027.p1	NEMVE13839
OG0008100	TCONS_00036085.p1	NEMVE09715
OG0008102	TCONS_00015683.p1	NEMVE05914
OG0008103	TCONS_00010757.p1	NEMVE05057
OG0008104	TCONS_00027076.p1	NEMVE04771
OG0008105	TCONS_00010922.p1	NEMVE21942
OG0008106	TCONS_00047563.p1	NEMVE09754, NEMVE19826
OG0008107	TCONS_00002769.p1	NEMVE04951
OG0008108	TCONS_00020693.p1, TCONS_00014257.p1	NEMVE07420
OG0008109	TCONS_00005350.p1	NEMVE24545
OG0008110	TCONS_00050270.p1	NEMVE05743
OG0008111	TCONS_00028948.p1	NEMVE07727
OG0008112	TCONS_00010436.p1	NEMVE09048
OG0008113	TCONS_00019862.p1	NEMVE10318
OG0008117	TCONS_00014749.p1	NEMVE18767
OG0008119	TCONS_00005382.p1	NEMVE13736
OG0008120	TCONS_00000635.p1	NEMVE22599
OG0008126	TCONS_00028321.p1	NEMVE22642
OG0008127	TCONS_00041696.p1	NEMVE22668
OG0008136	TCONS_00008390.p1	NEMVE22687
OG0008143	TCONS_00041732.p1	NEMVE12162
OG0008156	TCONS_00017252.p1, TCONS_00017251.p1	NEMVE06523, NEMVE16455
OG0008163	TCONS_00033135.p1	NEMVE24724
OG0008196	TCONS_00029450.p1	NEMVE25681
OG0008199	TCONS_00042666.p1	NEMVE13276, NEMVE00110
OG0008201	TCONS_00048104.p1	NEMVE14732
OG0008202	TCONS_00001733.p1	NEMVE22079
OG0008203	TCONS_00031107.p1	NEMVE25423
OG0008205	TCONS_00015366.p1	NEMVE06832
OG0008206	TCONS_00055789.p1	NEMVE22519, NEMVE12130
OG0008208	TCONS_00049607.p1	NEMVE15800
OG0008209	TCONS_00021163.p1	NEMVE24399
OG0008211	TCONS_00028638.p1	NEMVE24869
OG0008212	TCONS_00019275.p1	NEMVE24884
OG0008213	TCONS_00001410.p1	NEMVE06358, NEMVE12480
OG0008214	TCONS_00051487.p1	NEMVE17191
OG0008215	TCONS_00043300.p1	NEMVE05583
OG0008216	TCONS_00010959.p1	NEMVE01716
OG0008217	TCONS_00012970.p1	NEMVE05131
OG0008219	TCONS_00012416.p1	NEMVE07971
OG0008220	TCONS_00042670.p1	NEMVE14539
OG0008221	TCONS_00009201.p1	NEMVE15711
OG0008223	TCONS_00042111.p1	NEMVE21473, NEMVE14007
OG0008225	TCONS_00043601.p1, TCONS_00043628.p1	NEMVE21899, NEMVE20595
OG0008227	TCONS_00028062.p1	NEMVE16143
OG0008228	TCONS_00048004.p1	NEMVE08177
OG0008229	TCONS_00015422.p2	NEMVE25333
OG0008230	TCONS_00009368.p1	NEMVE18242
OG0008231	TCONS_00027257.p1	NEMVE15184
OG0008232	TCONS_00016605.p1	NEMVE14148
OG0008233	TCONS_00015627.p1, TCONS_00015629.p1, TCONS_00015633.p1	NEMVE25594
OG0008234	TCONS_00013274.p1	NEMVE07566
OG0008235	TCONS_00051131.p1	NEMVE14636
OG0008237	TCONS_00038662.p1	NEMVE24150
OG0008238	TCONS_00009342.p1	NEMVE23486
OG0008240	TCONS_00018259.p1	NEMVE14050
OG0008241	TCONS_00055234.p1	NEMVE21828
OG0008244	TCONS_00014030.p1	NEMVE19525
OG0008245	TCONS_00006729.p1	NEMVE06377
OG0008246	TCONS_00003451.p1	NEMVE13099
OG0008248	TCONS_00049829.p1	NEMVE19607
OG0008249	TCONS_00053524.p1	NEMVE25364
OG0008250	TCONS_00028157.p1	NEMVE25890
OG0008251	TCONS_00038738.p1	NEMVE25689
OG0008253	TCONS_00026357.p1, TCONS_00026348.p1	NEMVE08540
OG0008254	TCONS_00014505.p1	NEMVE25670
OG0008256	TCONS_00054220.p1	NEMVE22958
OG0008257	TCONS_00022342.p1, TCONS_00022343.p1	NEMVE24826
OG0008258	TCONS_00011309.p1, TCONS_00011285.p1	NEMVE25567
OG0008259	TCONS_00017570.p1	NEMVE16553
OG0008260	TCONS_00007412.p1	NEMVE00888
OG0008262	TCONS_00015720.p1	NEMVE01887
OG0008263	TCONS_00011021.p1	NEMVE07916
OG0008264	TCONS_00028692.p1	NEMVE07155
OG0008265	TCONS_00048315.p1	NEMVE17159
OG0008267	TCONS_00049070.p1	NEMVE17564
OG0008269	TCONS_00020161.p1	NEMVE10105
OG0008270	TCONS_00008816.p1	NEMVE21725, NEMVE21733
OG0008271	TCONS_00020657.p1	NEMVE16549
OG0008272	TCONS_00023969.p1	NEMVE09402
OG0008275	TCONS_00001002.p1	NEMVE16981
OG0008277	TCONS_00036027.p1	NEMVE07710
OG0008278	TCONS_00006465.p1	NEMVE14533
OG0008279	TCONS_00050311.p1, TCONS_00050155.p1	NEMVE24904
OG0008280	TCONS_00020934.p1	NEMVE07638
OG0008281	TCONS_00010339.p1	NEMVE24642
OG0008282	TCONS_00052964.p1	NEMVE13187
OG0008283	TCONS_00004633.p1, TCONS_00004645.p1	NEMVE08120
OG0008288	TCONS_00052177.p1	NEMVE15738
OG0008289	TCONS_00017809.p1	NEMVE22449, NEMVE20358
OG0008290	TCONS_00037289.p1	NEMVE21697
OG0008292	TCONS_00029849.p1	NEMVE17607
OG0008294	TCONS_00026493.p1	NEMVE25650
OG0008295	TCONS_00011707.p1	NEMVE23337
OG0008296	TCONS_00004811.p1	NEMVE01829
OG0008297	TCONS_00027597.p1	NEMVE24309
OG0008298	TCONS_00051471.p1	NEMVE23136
OG0008299	TCONS_00031799.p1, TCONS_00031817.p1	NEMVE13573
OG0008300	TCONS_00030367.p1	NEMVE06439
OG0008301	TCONS_00027290.p1, TCONS_00027284.p1	NEMVE05011
OG0008302	TCONS_00040432.p1, TCONS_00014885.p1, TCONS_00008580.p1, TCONS_00034341.p1, TCONS_00039044.p1, TCONS_00035601.p1, TCONS_00041239.p1, TCONS_00013364.p1, TCONS_00029195.p1, TCONS_00008579.p1, TCONS_00039045.p1, TCONS_00034437.p1, TCONS_00034340.p1, TCONS_00033111.p1, TCONS_00039046.p1	NEMVE02652
OG0008303	TCONS_00011178.p1	NEMVE07919
OG0008304	TCONS_00022470.p1	NEMVE16043
OG0008305	TCONS_00003821.p1, TCONS_00003794.p1	NEMVE18097
OG0008307	TCONS_00006279.p1	NEMVE05421
OG0008308	TCONS_00049674.p1	NEMVE25859
OG0008309	TCONS_00029286.p1	NEMVE22503
OG0008312	TCONS_00012475.p1	NEMVE03436
OG0008313	TCONS_00013893.p1	NEMVE13998
OG0008314	TCONS_00056818.p1	NEMVE20605, NEMVE03422
OG0008315	TCONS_00004936.p1	NEMVE22753
OG0008316	TCONS_00055770.p1	NEMVE05962
OG0008317	TCONS_00015717.p1	NEMVE03363
OG0008318	TCONS_00014897.p1	NEMVE06801
OG0008319	TCONS_00050788.p1	NEMVE14402
OG0008320	TCONS_00026686.p1	NEMVE01620
OG0008321	TCONS_00036424.p1, TCONS_00036415.p1, TCONS_00052180.p1	NEMVE07290
OG0008322	TCONS_00046267.p1	NEMVE05413
OG0008324	TCONS_00005209.p1	NEMVE05417
OG0008325	TCONS_00008359.p1	NEMVE14879
OG0008326	TCONS_00016857.p1, TCONS_00016856.p1	NEMVE11429
OG0008327	TCONS_00010127.p1	NEMVE15591
OG0008328	TCONS_00041928.p1	NEMVE14718
OG0008329	TCONS_00055454.p1	NEMVE02236
OG0008331	TCONS_00011682.p1	NEMVE01852
OG0008332	TCONS_00003591.p1, TCONS_00010434.p1, TCONS_00026507.p1	NEMVE03236
OG0008333	TCONS_00050937.p1	NEMVE24255
OG0008335	TCONS_00054585.p1	NEMVE24652
OG0008336	TCONS_00047560.p1	NEMVE04688
OG0008337	TCONS_00045332.p2	NEMVE22628
OG0008338	TCONS_00045316.p1	NEMVE20504, NEMVE01990
OG0008341	TCONS_00009876.p1	NEMVE19995
OG0008344	TCONS_00056217.p1	NEMVE22921
OG0008346	TCONS_00004497.p1	NEMVE22837
OG0008347	TCONS_00004068.p1	NEMVE06716
OG0008348	TCONS_00014673.p1, TCONS_00015811.p1	NEMVE13454
OG0008350	TCONS_00012708.p1	NEMVE23102
OG0008351	TCONS_00057084.p1	NEMVE13763
OG0008352	TCONS_00028799.p1	NEMVE08435
OG0008353	TCONS_00049591.p1	NEMVE03427
OG0008354	TCONS_00028293.p1	NEMVE21284
OG0008355	TCONS_00011797.p1	NEMVE15123
OG0008356	TCONS_00051279.p1	NEMVE26001, NEMVE23081
OG0008357	TCONS_00029292.p1	NEMVE06016
OG0008358	TCONS_00008717.p1	NEMVE09418
OG0008359	TCONS_00046387.p1	NEMVE23193
OG0008360	TCONS_00007589.p1	NEMVE22894
OG0008361	TCONS_00045263.p1	NEMVE23200
OG0008363	TCONS_00003883.p1	NEMVE14712
OG0008364	TCONS_00026913.p1	NEMVE25717
OG0008365	TCONS_00021499.p1	NEMVE03762
OG0008366	TCONS_00013115.p1, TCONS_00014297.p1, TCONS_00014296.p1	NEMVE11207
OG0008366	TCONS_00019512.p1	NEMVE20866
OG0008366	TCONS_00009203.p1	NEMVE03489
OG0008367	TCONS_00030987.p1	NEMVE03025
OG0008368	TCONS_00002675.p1	NEMVE13421
OG0008369	TCONS_00005642.p1, TCONS_00005290.p1	NEMVE13591
OG0008371	TCONS_00048158.p1, TCONS_00027431.p1	NEMVE01091
OG0008374	TCONS_00048049.p1, TCONS_00048054.p1	NEMVE13827
OG0008376	TCONS_00039338.p1	NEMVE06388
OG0008377	TCONS_00056289.p1	NEMVE21921
OG0008378	TCONS_00019276.p1	NEMVE05932
OG0008380	TCONS_00056162.p1	NEMVE25944, NEMVE19174
OG0008381	TCONS_00026138.p1	NEMVE14757
OG0008382	TCONS_00008791.p1	NEMVE24022
OG0008383	TCONS_00056702.p1	NEMVE05320
OG0008384	TCONS_00010601.p1	NEMVE13561
OG0008386	TCONS_00053240.p1	NEMVE03630
OG0008388	TCONS_00011934.p1, TCONS_00014939.p1	NEMVE13484
OG0008389	TCONS_00013495.p1	NEMVE08687
OG0008391	TCONS_00015782.p1	NEMVE14213
OG0008394	TCONS_00048647.p1	NEMVE06217
OG0008398	TCONS_00050678.p1, TCONS_00051748.p1, TCONS_00050679.p1	NEMVE07450
OG0008399	TCONS_00004746.p1	NEMVE23704
OG0008400	TCONS_00053973.p1	NEMVE13407
OG0008401	TCONS_00047658.p1	NEMVE09990
OG0008404	TCONS_00016582.p1	NEMVE00255
