Orthogroup	PFLAV	ASTMX
OG0006851	TCONS_00026166.p1	ASTMX10431
OG0006852	TCONS_00017237.p1	ASTMX21034, ASTMX05169, ASTMX05168
OG0006853	TCONS_00049013.p1	ASTMX02147
OG0006856	TCONS_00007016.p1	ASTMX15975
OG0006857	TCONS_00021829.p1	ASTMX10533
OG0006859	TCONS_00048000.p1	ASTMX00755
OG0006860	TCONS_00008747.p1	ASTMX08893
OG0006862	TCONS_00011019.p1	ASTMX04586
OG0006863	TCONS_00052861.p1	ASTMX06189
OG0006864	TCONS_00041648.p1	ASTMX14844
OG0006865	TCONS_00022194.p1	ASTMX00544
OG0006866	TCONS_00050259.p1	ASTMX15118
OG0006867	TCONS_00010725.p1	ASTMX17195
OG0006869	TCONS_00048793.p1	ASTMX04037
OG0006870	TCONS_00021310.p1	ASTMX19219
OG0006871	TCONS_00022851.p1	ASTMX18202
OG0006872	TCONS_00019934.p1	ASTMX07240
OG0006873	TCONS_00006389.p1	ASTMX19378
OG0006874	TCONS_00013010.p1	ASTMX10745
OG0006875	TCONS_00057246.p1	ASTMX06127
OG0006876	TCONS_00054383.p1	ASTMX11416
OG0006877	TCONS_00042767.p1	ASTMX13244
OG0006878	TCONS_00054061.p1	ASTMX16892
OG0006879	TCONS_00037030.p1	ASTMX16173
OG0006880	TCONS_00014869.p1	ASTMX10742
OG0006881	TCONS_00043849.p1	ASTMX18811
OG0006882	TCONS_00008216.p1	ASTMX02554
OG0006885	TCONS_00012966.p1	ASTMX15506
OG0006886	TCONS_00023776.p1	ASTMX09095, ASTMX01120
OG0006887	TCONS_00055244.p1	ASTMX11439
OG0006888	TCONS_00017203.p1	ASTMX09251
OG0006889	TCONS_00007492.p1	ASTMX07203
OG0006890	TCONS_00026380.p1	ASTMX17391
OG0006891	TCONS_00005459.p1	ASTMX19493
OG0006892	TCONS_00055599.p1	ASTMX00090
OG0006893	TCONS_00013269.p1	ASTMX07824
OG0006894	TCONS_00013687.p1	ASTMX19536
OG0006895	TCONS_00056044.p1	ASTMX01494
OG0006896	TCONS_00030685.p1	ASTMX21118, ASTMX01593
OG0006897	TCONS_00028324.p1	ASTMX03361
OG0006898	TCONS_00008723.p1	ASTMX06272
OG0006899	TCONS_00024262.p1	ASTMX19445
OG0006901	TCONS_00056765.p1	ASTMX00087
OG0006902	TCONS_00036412.p1	ASTMX14454
OG0006903	TCONS_00004437.p1	ASTMX10135, ASTMX10443
OG0006904	TCONS_00042496.p1	ASTMX18096
OG0006905	TCONS_00008743.p1	ASTMX21329
OG0006906	TCONS_00006172.p1	ASTMX11180
OG0006907	TCONS_00045849.p1	ASTMX21343
OG0006908	TCONS_00005913.p1	ASTMX03466
OG0006909	TCONS_00049209.p1	ASTMX01775
OG0006911	TCONS_00015301.p1	ASTMX04692
OG0006912	TCONS_00015868.p1	ASTMX03849
OG0006914	TCONS_00028393.p1	ASTMX15342
OG0006916	TCONS_00029180.p1	ASTMX16770
OG0006917	TCONS_00050600.p1	ASTMX19078
OG0006918	TCONS_00046489.p1	ASTMX16285
OG0006919	TCONS_00026791.p1	ASTMX19164
OG0006920	TCONS_00001003.p1	ASTMX09808
OG0006922	TCONS_00013220.p1	ASTMX09149, ASTMX09150
OG0006923	TCONS_00002022.p1	ASTMX08705
OG0006924	TCONS_00019814.p1	ASTMX15741
OG0006925	TCONS_00056528.p1	ASTMX08108
OG0006926	TCONS_00017933.p1	ASTMX04276
OG0006928	TCONS_00017403.p1	ASTMX20820, ASTMX17417
OG0006929	TCONS_00001534.p1	ASTMX14469
OG0006930	TCONS_00002013.p1	ASTMX18849
OG0006931	TCONS_00016839.p1	ASTMX01266
OG0006932	TCONS_00013192.p1	ASTMX01417
OG0006934	TCONS_00021826.p1	ASTMX00025
OG0006935	TCONS_00027216.p1	ASTMX18496
OG0006936	TCONS_00026943.p1	ASTMX10953
OG0006937	TCONS_00023523.p1, TCONS_00023513.p1, TCONS_00023468.p1	ASTMX14042
OG0006938	TCONS_00048561.p1	ASTMX05289
OG0006939	TCONS_00045731.p1, TCONS_00045732.p1	ASTMX13531
OG0006942	TCONS_00011962.p1	ASTMX13442
OG0006943	TCONS_00016606.p1	ASTMX16314
OG0006944	TCONS_00032488.p1	ASTMX02091
OG0006945	TCONS_00057264.p1	ASTMX00086, ASTMX21538
OG0006946	TCONS_00015357.p1	ASTMX14240
OG0006948	TCONS_00012980.p1	ASTMX02465
OG0006949	TCONS_00019352.p1	ASTMX06229
OG0006951	TCONS_00004238.p1	ASTMX12012
OG0006952	TCONS_00007043.p1	ASTMX00883
OG0006953	TCONS_00057019.p1	ASTMX13999
OG0006954	TCONS_00010499.p1	ASTMX20718
OG0006955	TCONS_00048448.p1	ASTMX07198, ASTMX07110
OG0006956	TCONS_00026768.p1	ASTMX05793
OG0006957	TCONS_00026693.p1	ASTMX04737
OG0006958	TCONS_00016237.p1	ASTMX14580
OG0006959	TCONS_00017783.p1	ASTMX03957, ASTMX19214
OG0006960	TCONS_00000655.p1	ASTMX00079
OG0006962	TCONS_00051747.p1	ASTMX00716
OG0006964	TCONS_00013322.p1	ASTMX21391
OG0006965	TCONS_00030810.p1	ASTMX06957
OG0006966	TCONS_00021949.p1	ASTMX09198
OG0006967	TCONS_00013925.p1, TCONS_00013924.p1	ASTMX07737
OG0006968	TCONS_00008544.p1	ASTMX20101
OG0006969	TCONS_00027604.p1	ASTMX15725
OG0006970	TCONS_00006686.p1	ASTMX10956, ASTMX17588
OG0006971	TCONS_00006676.p1	ASTMX14444
OG0006972	TCONS_00008627.p1	ASTMX02143
OG0006974	TCONS_00055278.p1	ASTMX18253, ASTMX09496, ASTMX01542
OG0006975	TCONS_00001197.p1	ASTMX05767
OG0006976	TCONS_00002169.p1, TCONS_00002172.p1	ASTMX01198
OG0006977	TCONS_00047323.p1	ASTMX13939
OG0006978	TCONS_00028090.p1	ASTMX03349
OG0006979	TCONS_00057104.p1, TCONS_00057116.p1	ASTMX20387
OG0006980	TCONS_00052008.p1	ASTMX08911
OG0006981	TCONS_00056032.p1	ASTMX18249
OG0006982	TCONS_00027060.p1	ASTMX06903
OG0006983	TCONS_00051148.p1	ASTMX04803
OG0006984	TCONS_00024114.p1	ASTMX01069, ASTMX17758, ASTMX00621
OG0006985	TCONS_00049518.p1	ASTMX08374
OG0006987	TCONS_00004775.p1, TCONS_00031258.p1, TCONS_00016667.p1	ASTMX03786
OG0006988	TCONS_00010329.p1	ASTMX04994
OG0006989	TCONS_00055897.p1	ASTMX13258
OG0006990	TCONS_00030941.p1	ASTMX12780
OG0006991	TCONS_00045078.p1	ASTMX17290
OG0006992	TCONS_00052895.p1	ASTMX01520
OG0006993	TCONS_00022435.p1	ASTMX15549
OG0006994	TCONS_00002645.p1	ASTMX16722
OG0006995	TCONS_00001363.p1	ASTMX13568
OG0006996	TCONS_00010926.p1	ASTMX17714
OG0006997	TCONS_00048268.p1	ASTMX16081
OG0006998	TCONS_00056048.p1	ASTMX20511
OG0006999	TCONS_00018389.p1	ASTMX01835
OG0007000	TCONS_00026369.p1, TCONS_00026368.p1	ASTMX15934
OG0007001	TCONS_00035924.p1	ASTMX14381
OG0007002	TCONS_00016683.p1	ASTMX16784
OG0007003	TCONS_00007710.p1	ASTMX07209, ASTMX15526
OG0007004	TCONS_00007966.p1	ASTMX09577
OG0007005	TCONS_00005914.p1	ASTMX22123
OG0007006	TCONS_00042060.p1	ASTMX06196
OG0007007	TCONS_00047237.p1	ASTMX02970
OG0007008	TCONS_00029015.p1	ASTMX15324
OG0007009	TCONS_00031874.p1	ASTMX19873
OG0007010	TCONS_00042742.p1	ASTMX11111
OG0007011	TCONS_00043983.p1	ASTMX05849
OG0007012	TCONS_00030131.p1	ASTMX09660
OG0007013	TCONS_00013691.p1	ASTMX04505
OG0007014	TCONS_00026656.p1	ASTMX08585
OG0007015	TCONS_00009257.p1	ASTMX17285
OG0007017	TCONS_00021379.p1	ASTMX21710
OG0007018	TCONS_00013158.p1	ASTMX14959
OG0007019	TCONS_00014248.p1	ASTMX01540
OG0007020	TCONS_00025884.p1	ASTMX09751
OG0007021	TCONS_00020938.p1	ASTMX12977
OG0007022	TCONS_00056686.p1	ASTMX05294
OG0007023	TCONS_00049329.p1	ASTMX16844
OG0007024	TCONS_00048088.p1	ASTMX00414
OG0007025	TCONS_00055826.p1	ASTMX02047
OG0007026	TCONS_00025829.p1, TCONS_00024459.p1	ASTMX05189
OG0007027	TCONS_00047558.p1	ASTMX19969
OG0007031	TCONS_00046498.p1	ASTMX20247
OG0007032	TCONS_00000637.p1	ASTMX00154
OG0007033	TCONS_00011250.p1	ASTMX01258
OG0007034	TCONS_00054961.p1	ASTMX14249
OG0007035	TCONS_00034953.p1	ASTMX03494, ASTMX12369
OG0007036	TCONS_00014868.p1	ASTMX13788
OG0007037	TCONS_00055622.p1	ASTMX12701
OG0007038	TCONS_00048491.p1	ASTMX01792
OG0007039	TCONS_00011868.p1	ASTMX01368, ASTMX11134
OG0007040	TCONS_00015577.p1	ASTMX09108
OG0007041	TCONS_00033170.p1	ASTMX12415, ASTMX17229
OG0007042	TCONS_00003604.p1	ASTMX10661
OG0007043	TCONS_00027745.p1	ASTMX12586
OG0007044	TCONS_00043439.p1	ASTMX08265
OG0007045	TCONS_00054903.p1	ASTMX05785
OG0007046	TCONS_00001135.p1	ASTMX11335
OG0007047	TCONS_00015352.p1	ASTMX00903
OG0007048	TCONS_00013693.p1	ASTMX04983, ASTMX07732
OG0007050	TCONS_00027092.p1	ASTMX11641
OG0007053	TCONS_00033075.p1	ASTMX17068
OG0007054	TCONS_00006174.p1	ASTMX07334
OG0007055	TCONS_00006739.p1	ASTMX13195
OG0007056	TCONS_00003503.p1	ASTMX05882
OG0007058	TCONS_00040470.p1	ASTMX07059
OG0007059	TCONS_00027327.p1	ASTMX01512
OG0007060	TCONS_00055756.p1	ASTMX01836
OG0007061	TCONS_00026381.p1	ASTMX10503
OG0007062	TCONS_00051560.p1	ASTMX15159
OG0007063	TCONS_00013713.p1	ASTMX10117
OG0007064	TCONS_00042533.p1	ASTMX19560
OG0007065	TCONS_00023245.p1	ASTMX06285
OG0007066	TCONS_00022269.p1	ASTMX22476
OG0007067	TCONS_00008009.p1	ASTMX08892
OG0007068	TCONS_00030207.p1	ASTMX10090
OG0007070	TCONS_00022825.p1, TCONS_00021624.p1	ASTMX03138
OG0007071	TCONS_00054222.p1	ASTMX08483
OG0007072	TCONS_00007191.p1	ASTMX07084
OG0007073	TCONS_00051978.p1	ASTMX19088
OG0007074	TCONS_00036890.p1	ASTMX18317
OG0007075	TCONS_00031214.p1, TCONS_00031191.p1	ASTMX15828, ASTMX07345
OG0007076	TCONS_00016847.p1	ASTMX16160
OG0007077	TCONS_00042859.p1	ASTMX11100
OG0007078	TCONS_00003826.p1, TCONS_00003804.p1	ASTMX15143
OG0007079	TCONS_00018783.p1	ASTMX04560
OG0007080	TCONS_00017745.p1	ASTMX08945
OG0007081	TCONS_00016796.p1	ASTMX07386
OG0007082	TCONS_00017347.p1, TCONS_00017363.p1	ASTMX10303
OG0007083	TCONS_00016430.p1	ASTMX00902
OG0007084	TCONS_00007233.p1	ASTMX21153
OG0007085	TCONS_00023439.p1	ASTMX02625
OG0007086	TCONS_00049476.p1	ASTMX07211
OG0007087	TCONS_00045677.p2, TCONS_00046754.p1	ASTMX08152
OG0007089	TCONS_00022106.p1	ASTMX02285
OG0007090	TCONS_00054332.p1	ASTMX06534, ASTMX02841
OG0007091	TCONS_00046618.p1	ASTMX11325
OG0007092	TCONS_00009665.p1	ASTMX01277
OG0007093	TCONS_00053768.p1	ASTMX22411, ASTMX21833
OG0007094	TCONS_00009578.p1	ASTMX08477
OG0007095	TCONS_00012814.p1	ASTMX09063
OG0007096	TCONS_00003040.p1	ASTMX11766, ASTMX03776
OG0007097	TCONS_00052445.p1, TCONS_00040903.p1	ASTMX19019
OG0007098	TCONS_00033201.p1, TCONS_00008826.p1	ASTMX01065
OG0007099	TCONS_00009517.p1	ASTMX18631
OG0007100	TCONS_00049528.p1	ASTMX09252
OG0007102	TCONS_00042851.p1	ASTMX09794
OG0007103	TCONS_00030082.p1	ASTMX15827
OG0007105	TCONS_00006169.p1	ASTMX19209
OG0007106	TCONS_00047227.p1	ASTMX00806
OG0007107	TCONS_00014572.p1	ASTMX19243
OG0007108	TCONS_00006170.p1	ASTMX12153
OG0007109	TCONS_00037031.p1	ASTMX08333
OG0007111	TCONS_00007529.p1	ASTMX09580, ASTMX03137
OG0007112	TCONS_00029738.p1	ASTMX05122
OG0007113	TCONS_00047530.p1	ASTMX02092, ASTMX16843
OG0007114	TCONS_00008157.p1	ASTMX13798
OG0007115	TCONS_00008987.p1	ASTMX16286
OG0007116	TCONS_00013947.p1	ASTMX19526
OG0007117	TCONS_00047577.p1	ASTMX15880
OG0007118	TCONS_00001877.p1	ASTMX14472
OG0007119	TCONS_00052985.p1, TCONS_00052977.p1	ASTMX05484
OG0007120	TCONS_00053428.p1	ASTMX06093
OG0007121	TCONS_00011260.p1	ASTMX18720
OG0007122	TCONS_00050924.p1	ASTMX04799
OG0007123	TCONS_00026911.p1	ASTMX16148
OG0007124	TCONS_00043163.p1	ASTMX09795
OG0007125	TCONS_00034395.p1, TCONS_00034463.p1	ASTMX16475
OG0007126	TCONS_00010845.p1	ASTMX14075
OG0007127	TCONS_00019274.p1	ASTMX12250, ASTMX01819
OG0007128	TCONS_00054786.p1, TCONS_00038866.p1	ASTMX15167
OG0007129	TCONS_00026026.p1	ASTMX09310, ASTMX13495
OG0007130	TCONS_00047510.p1	ASTMX16072
OG0007131	TCONS_00053264.p1	ASTMX13441
OG0007132	TCONS_00046363.p1	ASTMX04322
OG0007133	TCONS_00029153.p1	ASTMX21250
OG0007134	TCONS_00041920.p1	ASTMX16982
OG0007135	TCONS_00018971.p1	ASTMX00245
OG0007136	TCONS_00028952.p1	ASTMX05160
OG0007137	TCONS_00014362.p1	ASTMX18044
OG0007138	TCONS_00015362.p1	ASTMX13115
OG0007139	TCONS_00016896.p1	ASTMX04012
OG0007140	TCONS_00053561.p1	ASTMX06549, ASTMX15484
OG0007141	TCONS_00012294.p1	ASTMX17349
OG0007143	TCONS_00045330.p1	ASTMX01334
OG0007144	TCONS_00011322.p1	ASTMX14074
OG0007145	TCONS_00046303.p1	ASTMX08637
OG0007147	TCONS_00050872.p1	ASTMX13962
OG0007148	TCONS_00048638.p1	ASTMX17772
OG0007150	TCONS_00008146.p1	ASTMX03541
OG0007152	TCONS_00019894.p1	ASTMX14227, ASTMX14226
OG0007153	TCONS_00011695.p1	ASTMX01581
OG0007154	TCONS_00009690.p1	ASTMX04579
OG0007158	TCONS_00007848.p1	ASTMX13778, ASTMX13779
OG0007159	TCONS_00015808.p1	ASTMX02076
OG0007160	TCONS_00009021.p1	ASTMX19280
OG0007161	TCONS_00007008.p1	ASTMX12648, ASTMX10902
OG0007163	TCONS_00029121.p1	ASTMX14930
OG0007164	TCONS_00002256.p1	ASTMX04180
OG0007165	TCONS_00017776.p1	ASTMX02974
OG0007166	TCONS_00024144.p1	ASTMX12427
OG0007168	TCONS_00055660.p1	ASTMX12719
OG0007171	TCONS_00010138.p1	ASTMX19376
OG0007173	TCONS_00051896.p1	ASTMX08040
OG0007174	TCONS_00007979.p1	ASTMX15803
OG0007175	TCONS_00023372.p1, TCONS_00023371.p1, TCONS_00023408.p1	ASTMX08991
OG0007176	TCONS_00040411.p1	ASTMX19988
OG0007177	TCONS_00010636.p1	ASTMX13669
OG0007178	TCONS_00016052.p1	ASTMX03848
OG0007179	TCONS_00019736.p1, TCONS_00019726.p1	ASTMX11963
OG0007180	TCONS_00029666.p1, TCONS_00028776.p1	ASTMX07909
OG0007181	TCONS_00038911.p1, TCONS_00041145.p1	ASTMX06406, ASTMX09641
OG0007182	TCONS_00022331.p1	ASTMX03504
OG0007183	TCONS_00046337.p1	ASTMX05746
OG0007184	TCONS_00018313.p1	ASTMX04306
OG0007185	TCONS_00035310.p1, TCONS_00035096.p1, TCONS_00045105.p1, TCONS_00045100.p1	ASTMX18718, ASTMX07838
OG0007186	TCONS_00003055.p1	ASTMX01462
OG0007187	TCONS_00019991.p1	ASTMX05320
OG0007188	TCONS_00056408.p1	ASTMX06664
OG0007189	TCONS_00012994.p1	ASTMX20543
OG0007191	TCONS_00054320.p1	ASTMX21840
OG0007192	TCONS_00056981.p1	ASTMX07871
OG0007195	TCONS_00003009.p1	ASTMX16329
OG0007198	TCONS_00029381.p1, TCONS_00023717.p1	ASTMX09261
OG0007200	TCONS_00031248.p1	ASTMX15610
OG0007201	TCONS_00012488.p1	ASTMX04910
OG0007204	TCONS_00053739.p1	ASTMX05488, ASTMX20399
OG0007209	TCONS_00005099.p1	ASTMX11363, ASTMX15404
OG0007213	TCONS_00012239.p1	ASTMX14168
OG0007214	TCONS_00025552.p1	ASTMX20677
OG0007248	TCONS_00008889.p1	ASTMX11925
OG0007250	TCONS_00022493.p1	ASTMX04160
OG0007251	TCONS_00029700.p1	ASTMX21422
OG0007253	TCONS_00007438.p1	ASTMX10666, ASTMX22135
OG0007254	TCONS_00050275.p1	ASTMX14077
OG0007255	TCONS_00056623.p1	ASTMX20514
OG0007256	TCONS_00013533.p1	ASTMX11396
OG0007258	TCONS_00029836.p1	ASTMX15166
OG0007260	TCONS_00010130.p1	ASTMX05630
OG0007261	TCONS_00054521.p1	ASTMX18822, ASTMX21778
OG0007264	TCONS_00009451.p1	ASTMX01064
OG0007266	TCONS_00049668.p1	ASTMX02148
OG0007267	TCONS_00053410.p1	ASTMX06471
OG0007268	TCONS_00021568.p1	ASTMX21870
OG0007269	TCONS_00017528.p1, TCONS_00018132.p1	ASTMX01325
OG0007270	TCONS_00042829.p1	ASTMX04175, ASTMX22945
OG0007271	TCONS_00013933.p1	ASTMX06578
OG0007272	TCONS_00052083.p1	ASTMX05229
OG0007273	TCONS_00038194.p1	ASTMX07371
OG0007274	TCONS_00004667.p1	ASTMX02966
OG0007275	TCONS_00005999.p1	ASTMX12595
OG0007279	TCONS_00005992.p1	ASTMX12215
OG0007280	TCONS_00045995.p1	ASTMX21182
OG0007281	TCONS_00012551.p1	ASTMX19835
OG0007282	TCONS_00006842.p1	ASTMX13185
OG0007283	TCONS_00002100.p1	ASTMX04985, ASTMX12322
OG0007284	TCONS_00002347.p1	ASTMX20942, ASTMX08706, ASTMX11857
OG0007285	TCONS_00002156.p1	ASTMX14462
OG0007286	TCONS_00028996.p1	ASTMX18425
OG0007288	TCONS_00031264.p1	ASTMX03770
OG0007290	TCONS_00007187.p1	ASTMX00594, ASTMX00595
OG0007291	TCONS_00008947.p1	ASTMX18522
OG0007292	TCONS_00035530.p1, TCONS_00035602.p1	ASTMX06760
OG0007293	TCONS_00045187.p1	ASTMX00876
OG0007294	TCONS_00019618.p1	ASTMX12341
OG0007295	TCONS_00030149.p1	ASTMX04656
OG0007296	TCONS_00004477.p1	ASTMX12421
OG0007297	TCONS_00013759.p1	ASTMX03978
OG0007298	TCONS_00043853.p1	ASTMX13876
OG0007299	TCONS_00026956.p1	ASTMX19667
OG0007300	TCONS_00055881.p1	ASTMX11999
OG0007302	TCONS_00042008.p1	ASTMX06041
OG0007303	TCONS_00021677.p1	ASTMX10541
OG0007304	TCONS_00017068.p1	ASTMX20413
OG0007305	TCONS_00039824.p1	ASTMX03479
OG0007306	TCONS_00002187.p1	ASTMX03689
OG0007307	TCONS_00003884.p1	ASTMX04207
OG0007308	TCONS_00004027.p1	ASTMX01916
OG0007309	TCONS_00010691.p1	ASTMX11583
OG0007310	TCONS_00055647.p1	ASTMX12704
OG0007312	TCONS_00012482.p1	ASTMX04996
OG0007314	TCONS_00010379.p1	ASTMX10223
OG0007316	TCONS_00006026.p1	ASTMX02720
OG0007317	TCONS_00046686.p1	ASTMX22022
OG0007318	TCONS_00049203.p1	ASTMX00787
OG0007319	TCONS_00045987.p1	ASTMX07462
OG0007320	TCONS_00029160.p1	ASTMX12409
OG0007322	TCONS_00015457.p1	ASTMX11199
OG0007323	TCONS_00018010.p1	ASTMX17924
OG0007325	TCONS_00007263.p1	ASTMX02559
OG0007326	TCONS_00019324.p1	ASTMX05141
OG0007327	TCONS_00020899.p1	ASTMX16928
OG0007328	TCONS_00025891.p1	ASTMX18500, ASTMX09690
OG0007329	TCONS_00015001.p1	ASTMX09140
OG0007330	TCONS_00042612.p1	ASTMX02261
OG0007331	TCONS_00017202.p1	ASTMX20704
OG0007333	TCONS_00022881.p1	ASTMX22709, ASTMX07160, ASTMX00006, ASTMX08588
OG0007334	TCONS_00020764.p1	ASTMX00823
OG0007335	TCONS_00012140.p1	ASTMX08086
OG0007336	TCONS_00001393.p1, TCONS_00001399.p1	ASTMX07496
OG0007337	TCONS_00018627.p1	ASTMX12916
OG0007338	TCONS_00050471.p1	ASTMX02618
OG0007339	TCONS_00055656.p1	ASTMX02641
OG0007340	TCONS_00016057.p1	ASTMX08732
OG0007341	TCONS_00016545.p1	ASTMX04204
OG0007342	TCONS_00014969.p1, TCONS_00052712.p1	ASTMX19872
OG0007343	TCONS_00052916.p1	ASTMX18185
OG0007344	TCONS_00010788.p1	ASTMX01305, ASTMX02473
OG0007345	TCONS_00030892.p1	ASTMX21131, ASTMX06635, ASTMX21132
OG0007347	TCONS_00027454.p1	ASTMX19348
OG0007348	TCONS_00021307.p1	ASTMX04174
OG0007349	TCONS_00006145.p1	ASTMX13465
OG0007351	TCONS_00019320.p1	ASTMX16249
OG0007352	TCONS_00006024.p1	ASTMX15445
OG0007353	TCONS_00008823.p1	ASTMX00421
OG0007354	TCONS_00019461.p1	ASTMX09586
OG0007355	TCONS_00006284.p1	ASTMX20506
OG0007356	TCONS_00049071.p1	ASTMX09436
OG0007357	TCONS_00011016.p1	ASTMX00212
OG0007358	TCONS_00029301.p1	ASTMX13640, ASTMX13639
OG0007359	TCONS_00009375.p1	ASTMX02654, ASTMX18346
OG0007360	TCONS_00016357.p1	ASTMX13128
OG0007361	TCONS_00029124.p1, TCONS_00029129.p1	ASTMX04257
OG0007363	TCONS_00042576.p1	ASTMX09519
OG0007364	TCONS_00043040.p1	ASTMX19884
OG0007365	TCONS_00054495.p1	ASTMX11544
OG0007366	TCONS_00027860.p1	ASTMX07911
OG0007367	TCONS_00054210.p1	ASTMX16066
OG0007368	TCONS_00023382.p1, TCONS_00023348.p1, TCONS_00023381.p1	ASTMX21920, ASTMX21921
OG0007369	TCONS_00056741.p1	ASTMX07879
OG0007370	TCONS_00006543.p1	ASTMX04423
OG0007371	TCONS_00026558.p1	ASTMX13154
OG0007372	TCONS_00002920.p1	ASTMX12516
OG0007373	TCONS_00056390.p1, TCONS_00041425.p1	ASTMX14113
OG0007374	TCONS_00027657.p1	ASTMX12837
OG0007375	TCONS_00002388.p1	ASTMX15235
OG0007376	TCONS_00046614.p1	ASTMX15253
OG0007377	TCONS_00015260.p1	ASTMX03790
OG0007378	TCONS_00021076.p1	ASTMX18122
OG0007379	TCONS_00003495.p1	ASTMX14785
OG0007380	TCONS_00019634.p1	ASTMX04916
OG0007381	TCONS_00013896.p1	ASTMX20401
OG0007382	TCONS_00018463.p1	ASTMX17402
OG0007384	TCONS_00000901.p1	ASTMX14111
OG0007385	TCONS_00025457.p1	ASTMX09213
OG0007386	TCONS_00045807.p1	ASTMX20935
OG0007387	TCONS_00015964.p1	ASTMX15746
OG0007388	TCONS_00053201.p1, TCONS_00053202.p1	ASTMX22670
OG0007389	TCONS_00000201.p1	ASTMX10391
OG0007390	TCONS_00013719.p1, TCONS_00013718.p1	ASTMX04953
OG0007391	TCONS_00006040.p1	ASTMX13069
OG0007392	TCONS_00052672.p1	ASTMX19324
OG0007393	TCONS_00011541.p1	ASTMX01350
OG0007394	TCONS_00010962.p1	ASTMX16185
OG0007395	TCONS_00013162.p1	ASTMX01531
OG0007396	TCONS_00007368.p1	ASTMX12830, ASTMX12829
OG0007397	TCONS_00053178.p1	ASTMX14034
OG0007399	TCONS_00002016.p1	ASTMX13453
OG0007400	TCONS_00021504.p1	ASTMX09121
OG0007402	TCONS_00013464.p1	ASTMX15982
OG0007403	TCONS_00010423.p1	ASTMX16612
OG0007405	TCONS_00006553.p1	ASTMX02602
OG0007406	TCONS_00004889.p1	ASTMX09996
OG0007407	TCONS_00030604.p1	ASTMX12099
OG0007408	TCONS_00017153.p1	ASTMX09058
OG0007409	TCONS_00018206.p1	ASTMX07509
OG0007410	TCONS_00012815.p1	ASTMX19533, ASTMX13216, ASTMX11670
OG0007411	TCONS_00020743.p1	ASTMX13621
OG0007412	TCONS_00000425.p1	ASTMX13610
OG0007414	TCONS_00053253.p1	ASTMX05497
OG0007415	TCONS_00003678.p1	ASTMX16034, ASTMX16033
OG0007416	TCONS_00044268.p1, TCONS_00042872.p1	ASTMX17243
OG0007417	TCONS_00004580.p1	ASTMX20315
OG0007418	TCONS_00004974.p1	ASTMX04419
OG0007419	TCONS_00012322.p1	ASTMX04991
OG0007420	TCONS_00050553.p1	ASTMX20030
OG0007421	TCONS_00056604.p1, TCONS_00056597.p1	ASTMX05344
OG0007422	TCONS_00011395.p1	ASTMX19693
OG0007423	TCONS_00013868.p1	ASTMX12312, ASTMX03626
OG0007424	TCONS_00013473.p1	ASTMX15981
OG0007425	TCONS_00043934.p1	ASTMX02596
OG0007427	TCONS_00027248.p1	ASTMX12286
OG0007428	TCONS_00041450.p1, TCONS_00055214.p1	ASTMX08697
OG0007429	TCONS_00049271.p1	ASTMX03059
OG0007430	TCONS_00000591.p1	ASTMX03740
OG0007431	TCONS_00020262.p1	ASTMX01820
OG0007432	TCONS_00051328.p1, TCONS_00051420.p3	ASTMX14921
OG0007433	TCONS_00019250.p1	ASTMX17755
OG0007436	TCONS_00004148.p1	ASTMX15686, ASTMX15687
OG0007437	TCONS_00027829.p1, TCONS_00027828.p1	ASTMX18512, ASTMX04683
OG0007438	TCONS_00025516.p1	ASTMX09594
OG0007439	TCONS_00016765.p1	ASTMX19373
OG0007440	TCONS_00048153.p1	ASTMX05556
OG0007441	TCONS_00018310.p1	ASTMX09117
OG0007442	TCONS_00053552.p1	ASTMX06460
OG0007443	TCONS_00006361.p1, TCONS_00006360.p1	ASTMX12858
OG0007444	TCONS_00028927.p1	ASTMX03551, ASTMX12507
OG0007445	TCONS_00001021.p1	ASTMX06203
OG0007446	TCONS_00005993.p1	ASTMX05100
OG0007450	TCONS_00012170.p1	ASTMX04602
OG0007451	TCONS_00020489.p1	ASTMX12754
OG0007452	TCONS_00043752.p1	ASTMX07761
OG0007453	TCONS_00015079.p1	ASTMX23041, ASTMX14696
OG0007454	TCONS_00022466.p1	ASTMX12724
OG0007455	TCONS_00001304.p1	ASTMX07952
OG0007456	TCONS_00017386.p1	ASTMX09758
OG0007457	TCONS_00027985.p1	ASTMX13240
OG0007458	TCONS_00054268.p1	ASTMX22316
OG0007459	TCONS_00011184.p1	ASTMX04370
OG0007460	TCONS_00011173.p1	ASTMX03203
OG0007461	TCONS_00011136.p1	ASTMX10994, ASTMX10995
OG0007462	TCONS_00004455.p1	ASTMX13256
OG0007463	TCONS_00023049.p1	ASTMX08538
OG0007464	TCONS_00018997.p1	ASTMX01898
OG0007465	TCONS_00005089.p1	ASTMX14370, ASTMX22932
OG0007467	TCONS_00029316.p1	ASTMX18832
OG0007468	TCONS_00027148.p1	ASTMX20018
OG0007471	TCONS_00008793.p1	ASTMX05581
OG0007472	TCONS_00027881.p1	ASTMX08198
OG0007473	TCONS_00056776.p2	ASTMX04881
OG0007475	TCONS_00034483.p1	ASTMX09706
OG0007476	TCONS_00053493.p1	ASTMX18971
OG0007477	TCONS_00055325.p1	ASTMX19734
OG0007478	TCONS_00006303.p1	ASTMX10619
OG0007480	TCONS_00027117.p1	ASTMX07621
