Orthogroup	PFLAV	DANRE
OG0007800	TCONS_00042611.p1	DANRE07803
OG0007801	TCONS_00013160.p1	DANRE30539
OG0007802	TCONS_00014260.p1	DANRE09355, DANRE09354
OG0007803	TCONS_00011075.p1	DANRE16825
OG0007804	TCONS_00046880.p1, TCONS_00045601.p1	DANRE04614
OG0007805	TCONS_00034468.p1	DANRE08167, DANRE08168
OG0007806	TCONS_00052149.p1, TCONS_00052161.p1	DANRE14422, DANRE10197, DANRE36907, DANRE36906
OG0007807	TCONS_00027474.p1	DANRE03231, DANRE03232
OG0007808	TCONS_00048621.p1	DANRE36716
OG0007809	TCONS_00042854.p1	DANRE43187
OG0007810	TCONS_00049548.p1	DANRE02679
OG0007811	TCONS_00039538.p1	DANRE22151
OG0007812	TCONS_00019011.p1	DANRE23799, DANRE26904
OG0007813	TCONS_00010597.p1	DANRE09038
OG0007814	TCONS_00030696.p1	DANRE04379
OG0007816	TCONS_00051033.p1	DANRE41106
OG0007817	TCONS_00011643.p1	DANRE18041, DANRE18040
OG0007818	TCONS_00042428.p1	DANRE24277, DANRE24276
OG0007820	TCONS_00004697.p1	DANRE34636, DANRE34637
OG0007823	TCONS_00026099.p1	DANRE03242, DANRE03241
OG0007825	TCONS_00020063.p1	DANRE21307
OG0007826	TCONS_00005832.p1, TCONS_00005866.p1	DANRE01436
OG0007827	TCONS_00003607.p1	DANRE03768
OG0007828	TCONS_00018966.p1	DANRE19405, DANRE19406, DANRE19407
OG0007830	TCONS_00020303.p1	DANRE12914, DANRE12915
OG0007831	TCONS_00026164.p1	DANRE06160, DANRE06161, DANRE06159
OG0007832	TCONS_00011370.p1	DANRE05608, DANRE05607
OG0007833	TCONS_00006612.p1, TCONS_00006644.p1	DANRE40826
OG0007834	TCONS_00027363.p1	DANRE06456
OG0007836	TCONS_00013500.p1	DANRE06757
OG0007837	TCONS_00044166.p1	DANRE16053
OG0007838	TCONS_00005286.p1	DANRE39665, DANRE39666, DANRE39664, DANRE39663
OG0007841	TCONS_00031020.p1	DANRE03297, DANRE11199
OG0007842	TCONS_00056322.p1, TCONS_00056383.p1	DANRE26364, DANRE26363
OG0007843	TCONS_00042751.p1	DANRE20583
OG0007845	TCONS_00042237.p1, TCONS_00042291.p1	DANRE22109, DANRE22110
OG0007847	TCONS_00054384.p1	DANRE40577
OG0007848	TCONS_00002380.p1, TCONS_00002373.p1	DANRE04583
OG0007849	TCONS_00002911.p1	DANRE12087
OG0007850	TCONS_00051270.p1, TCONS_00050100.p1	DANRE00014
OG0007851	TCONS_00007485.p1	DANRE38882, DANRE38883
OG0007857	TCONS_00041622.p1	DANRE07290, DANRE07289, DANRE07291, DANRE06472
OG0007858	TCONS_00027054.p1	DANRE40953
OG0007859	TCONS_00054876.p1	DANRE42777
OG0007860	TCONS_00036778.p1	DANRE02681, DANRE02680, DANRE36712, DANRE40413, DANRE40412
OG0007862	TCONS_00003659.p1	DANRE26361, DANRE26362, DANRE29931
OG0007867	TCONS_00041222.p1, TCONS_00035912.p1, TCONS_00022558.p1, TCONS_00022559.p1	DANRE42272, DANRE42274, DANRE42273, DANRE42275, DANRE21991
OG0007872	TCONS_00021634.p1	DANRE13142, DANRE13141, DANRE43072, DANRE18043
OG0007876	TCONS_00028254.p1	DANRE21856, DANRE09134
OG0007876	TCONS_00033136.p1	DANRE39591, DANRE32470, DANRE14091
OG0007908	TCONS_00008952.p1	DANRE39192
OG0007911	TCONS_00013377.p1	DANRE10002
OG0007913	TCONS_00029441.p1	DANRE12739
OG0007915	TCONS_00045868.p1	DANRE18151
OG0007916	TCONS_00001800.p1	DANRE41547, DANRE41546
OG0007918	TCONS_00015815.p1	DANRE06819
OG0007920	TCONS_00029346.p1	DANRE31168, DANRE31166, DANRE31167
OG0007921	TCONS_00029040.p1, TCONS_00029041.p1	DANRE33937, DANRE33938
OG0007924	TCONS_00029623.p1	DANRE11767, DANRE11768
OG0007925	TCONS_00026279.p1	DANRE35390, DANRE39562
OG0007926	TCONS_00013549.p1	DANRE11595
OG0007927	TCONS_00049435.p1	DANRE31434, DANRE31433, DANRE31435
OG0007928	TCONS_00048735.p1	DANRE31629, DANRE31628
OG0007929	TCONS_00019819.p1	DANRE09742
OG0007932	TCONS_00018383.p1	DANRE09754, DANRE14710
OG0007933	TCONS_00038185.p1	DANRE12410
OG0007934	TCONS_00020622.p1	DANRE42581, DANRE42582
OG0007935	TCONS_00001797.p1	DANRE30643, DANRE05485, DANRE05486
OG0007936	TCONS_00018789.p1	DANRE18507, DANRE18508
OG0007937	TCONS_00010772.p1	DANRE10952
OG0007938	TCONS_00048548.p1	DANRE30775, DANRE30776
OG0007939	TCONS_00047821.p1	DANRE23916
OG0007940	TCONS_00012035.p1	DANRE18079, DANRE18077, DANRE18076, DANRE18078
OG0007941	TCONS_00045262.p1	DANRE30090, DANRE30089
OG0007943	TCONS_00002346.p1	DANRE19851
OG0007944	TCONS_00042360.p1	DANRE34868
OG0007945	TCONS_00015421.p1, TCONS_00016510.p1	DANRE08217, DANRE08216
OG0007946	TCONS_00025570.p1	DANRE23335, DANRE23334, DANRE23333
OG0007947	TCONS_00014143.p1	DANRE30186, DANRE30187
OG0007948	TCONS_00004989.p1	DANRE35016
OG0007949	TCONS_00046532.p1	DANRE21500
OG0007952	TCONS_00003580.p1	DANRE23982
OG0007954	TCONS_00001019.p1	DANRE18360
OG0007955	TCONS_00011220.p1	DANRE10662
OG0007956	TCONS_00028826.p1	DANRE00513
OG0007957	TCONS_00020530.p1	DANRE43440
OG0007958	TCONS_00017230.p1	DANRE30163
OG0007959	TCONS_00054449.p1	DANRE27159
OG0007960	TCONS_00037916.p1, TCONS_00037963.p1	DANRE41738, DANRE41737, DANRE41739
OG0007961	TCONS_00002148.p1, TCONS_00001323.p1	DANRE26537, DANRE26538, DANRE22150
OG0007962	TCONS_00042128.p1	DANRE20515
OG0007963	TCONS_00052236.p1, TCONS_00052235.p1	DANRE41290
OG0007964	TCONS_00012968.p1	DANRE01563
OG0007965	TCONS_00012868.p1	DANRE03000, DANRE02999
OG0007966	TCONS_00020648.p1	DANRE43416, DANRE43415
OG0007968	TCONS_00052542.p1	DANRE05367
OG0007969	TCONS_00054636.p1	DANRE01846
OG0007970	TCONS_00051156.p3	DANRE05985, DANRE05984, DANRE23172
OG0007971	TCONS_00018241.p1	DANRE01642
OG0007972	TCONS_00008711.p1	DANRE27696, DANRE27695
OG0007973	TCONS_00010771.p1	DANRE22704
OG0007974	TCONS_00022218.p1	DANRE27091, DANRE27089, DANRE27090
OG0007975	TCONS_00054492.p1	DANRE41055
OG0007976	TCONS_00014019.p1	DANRE17213, DANRE17211, DANRE17212
OG0007977	TCONS_00012824.p1	DANRE30080, DANRE30079, DANRE30078
OG0007978	TCONS_00020830.p1	DANRE14537
OG0007979	TCONS_00042723.p1	DANRE06335, DANRE06336
OG0007980	TCONS_00010113.p1	DANRE05800
OG0007984	TCONS_00021952.p1	DANRE38168
OG0007985	TCONS_00013490.p1	DANRE06065
OG0007986	TCONS_00029807.p1	DANRE00518
OG0007987	TCONS_00004972.p1	DANRE29365
OG0007988	TCONS_00009433.p1	DANRE33287
OG0007990	TCONS_00007374.p1	DANRE09108
OG0007991	TCONS_00011604.p1	DANRE18046
OG0007992	TCONS_00028829.p1	DANRE38803, DANRE38804, DANRE38805, DANRE12276
OG0007993	TCONS_00010046.p1	DANRE17625, DANRE17626
OG0007996	TCONS_00006814.p1	DANRE09458, DANRE09457
OG0007997	TCONS_00006382.p1	DANRE07075, DANRE07074
OG0007999	TCONS_00056652.p1	DANRE29574
OG0008001	TCONS_00030050.p1	DANRE35300
OG0008002	TCONS_00017530.p1	DANRE43272
OG0008003	TCONS_00050420.p1	DANRE37946
OG0008004	TCONS_00009004.p1	DANRE27703, DANRE27701, DANRE27702
OG0008006	TCONS_00021725.p1	DANRE07161
OG0008007	TCONS_00053190.p1	DANRE39501, DANRE39500
OG0008008	TCONS_00013247.p1	DANRE30055
OG0008009	TCONS_00033031.p1, TCONS_00033501.p1	DANRE13906
OG0008011	TCONS_00049252.p1	DANRE43318
OG0008012	TCONS_00056819.p1	DANRE29944
OG0008013	TCONS_00055292.p1	DANRE24152, DANRE24151
OG0008014	TCONS_00012288.p1	DANRE07959
OG0008016	TCONS_00028821.p1	DANRE38388, DANRE38387
OG0008017	TCONS_00048018.p1	DANRE22791
OG0008018	TCONS_00027214.p1	DANRE05741, DANRE05740
OG0008019	TCONS_00051028.p1	DANRE18978
OG0008020	TCONS_00012138.p1	DANRE05165
OG0008021	TCONS_00055128.p1	DANRE42054, DANRE21369, DANRE29122
OG0008022	TCONS_00042521.p1	DANRE10906
OG0008023	TCONS_00054781.p1, TCONS_00052132.p1, TCONS_00052133.p1	DANRE20610
OG0008025	TCONS_00012859.p1	DANRE15444, DANRE15445, DANRE30011
OG0008026	TCONS_00046692.p1	DANRE31319, DANRE31320
OG0008027	TCONS_00011108.p1	DANRE10672, DANRE10671
OG0008028	TCONS_00016871.p1	DANRE24687
OG0008029	TCONS_00006381.p1	DANRE35038
OG0008030	TCONS_00006069.p1	DANRE00570
OG0008031	TCONS_00043800.p1	DANRE07952
OG0008035	TCONS_00042261.p1	DANRE02513, DANRE22923, DANRE17688, DANRE26351
OG0008036	TCONS_00013040.p1	DANRE43279
OG0008037	TCONS_00027944.p1	DANRE37630
OG0008038	TCONS_00047578.p1	DANRE41284, DANRE41285
OG0008039	TCONS_00006399.p1	DANRE33599, DANRE33600
OG0008040	TCONS_00000188.p1	DANRE18236
OG0008041	TCONS_00049755.p1	DANRE31092
OG0008043	TCONS_00044161.p1	DANRE12128
OG0008046	TCONS_00008381.p1	DANRE18874, DANRE18872
OG0008048	TCONS_00009027.p1, TCONS_00009032.p1	DANRE14758, DANRE14756
OG0008049	TCONS_00005114.p1	DANRE35018
OG0008050	TCONS_00052721.p1	DANRE01483, DANRE01482
OG0008051	TCONS_00014584.p1	DANRE29845
OG0008052	TCONS_00010498.p1	DANRE05521, DANRE05522
OG0008053	TCONS_00025511.p1	DANRE13614, DANRE13613
OG0008054	TCONS_00056761.p1	DANRE14366, DANRE14364, DANRE14365
OG0008055	TCONS_00048233.p1	DANRE30653
OG0008056	TCONS_00020391.p1	DANRE34362
OG0008057	TCONS_00057067.p1	DANRE21382
OG0008058	TCONS_00024535.p1, TCONS_00024514.p1	DANRE08685
OG0008059	TCONS_00029458.p1	DANRE10600, DANRE10601
OG0008060	TCONS_00036833.p1	DANRE36845, DANRE36846
OG0008061	TCONS_00045794.p1	DANRE24328
OG0008062	TCONS_00016900.p1	DANRE12289
OG0008063	TCONS_00023124.p1	DANRE39414, DANRE12935, DANRE12936
OG0008064	TCONS_00007128.p1	DANRE14122
OG0008065	TCONS_00024829.p1	DANRE30969, DANRE12348
OG0008066	TCONS_00028104.p1, TCONS_00028116.p1, TCONS_00028103.p1	DANRE25010, DANRE25009
OG0008067	TCONS_00046780.p1	DANRE23278
OG0008068	TCONS_00043977.p1	DANRE16266
OG0008069	TCONS_00054208.p1	DANRE21600
OG0008070	TCONS_00045673.p1, TCONS_00046759.p1	DANRE39169, DANRE39168, DANRE39167
OG0008071	TCONS_00053525.p1	DANRE27128
OG0008073	TCONS_00015891.p1	DANRE34118
OG0008074	TCONS_00006416.p1	DANRE34941
OG0008075	TCONS_00043488.p1	DANRE40333, DANRE40332
OG0008076	TCONS_00002976.p1	DANRE23122, DANRE23121, DANRE23120
OG0008077	TCONS_00010823.p1, TCONS_00009553.p1	DANRE00744
OG0008078	TCONS_00056338.p1, TCONS_00056307.p1	DANRE23451
OG0008079	TCONS_00050833.p1	DANRE24318
OG0008080	TCONS_00036084.p1	DANRE25081
OG0008081	TCONS_00007371.p1	DANRE10209, DANRE10210
OG0008082	TCONS_00017327.p1, TCONS_00016849.p1	DANRE23942, DANRE23943
OG0008083	TCONS_00010524.p1	DANRE11447
OG0008084	TCONS_00003544.p1	DANRE18083
OG0008085	TCONS_00048120.p1	DANRE30916
OG0008086	TCONS_00026144.p1	DANRE03403, DANRE03404
OG0008087	TCONS_00020564.p1	DANRE35823, DANRE35822, DANRE41735
OG0008088	TCONS_00012111.p1	DANRE17946
OG0008089	TCONS_00048989.p1	DANRE13493, DANRE13492
OG0008090	TCONS_00057221.p1, TCONS_00056055.p1	DANRE14082, DANRE14081, DANRE14083
OG0008091	TCONS_00005043.p1	DANRE35340
OG0008093	TCONS_00029770.p1	DANRE40978, DANRE40979
OG0008094	TCONS_00049074.p1	DANRE40459
OG0008098	TCONS_00011027.p1	DANRE05259
OG0008100	TCONS_00036085.p1	DANRE11355
OG0008102	TCONS_00015683.p1	DANRE34899
OG0008103	TCONS_00010757.p1	DANRE06236, DANRE06237
OG0008104	TCONS_00027076.p1	DANRE04052
OG0008105	TCONS_00010922.p1	DANRE05576
OG0008106	TCONS_00047563.p1	DANRE43321
OG0008107	TCONS_00002769.p1	DANRE24308
OG0008108	TCONS_00020693.p1, TCONS_00014257.p1	DANRE38276
OG0008109	TCONS_00005350.p1	DANRE20116
OG0008110	TCONS_00050270.p1	DANRE26439
OG0008111	TCONS_00028948.p1	DANRE38509, DANRE38508
OG0008112	TCONS_00010436.p1	DANRE11605
OG0008113	TCONS_00019862.p1	DANRE19318
OG0008115	TCONS_00009612.p1	DANRE11727
OG0008116	TCONS_00055400.p1	DANRE03067, DANRE29056, DANRE17240
OG0008117	TCONS_00014749.p1	DANRE14481
OG0008119	TCONS_00005382.p1	DANRE34164
OG0008120	TCONS_00000635.p1	DANRE12139
OG0008123	TCONS_00003468.p1	DANRE19889, DANRE19890, DANRE06823
OG0008125	TCONS_00048579.p1	DANRE07128
OG0008126	TCONS_00028321.p1	DANRE43381, DANRE09629
OG0008127	TCONS_00041696.p1	DANRE06837, DANRE01181, DANRE01180
OG0008136	TCONS_00008390.p1	DANRE01715
OG0008143	TCONS_00041732.p1	DANRE20470
OG0008148	TCONS_00009932.p1	DANRE11343, DANRE11985, DANRE11986, DANRE17260
OG0008151	TCONS_00030691.p1	DANRE00366, DANRE00365, DANRE05421, DANRE34541
OG0008156	TCONS_00017252.p1, TCONS_00017251.p1	DANRE04904, DANRE04906, DANRE04907, DANRE04905
OG0008163	TCONS_00033135.p1	DANRE33024, DANRE32977, DANRE32933, DANRE07441, DANRE07440, DANRE33041, DANRE33040, DANRE33009, DANRE33008, DANRE33011, DANRE33010, DANRE33005, DANRE33015, DANRE33020, DANRE33014, DANRE33013, DANRE33012, DANRE32961, DANRE32959, DANRE33103
OG0008196	TCONS_00029450.p1	DANRE12924
OG0008199	TCONS_00042666.p1	DANRE16267
OG0008201	TCONS_00048104.p1	DANRE36656
OG0008202	TCONS_00001733.p1	DANRE00001
OG0008203	TCONS_00031107.p1	DANRE20578
OG0008204	TCONS_00007987.p1	DANRE19232
OG0008205	TCONS_00015366.p1	DANRE34114
OG0008206	TCONS_00055789.p1	DANRE22435
OG0008208	TCONS_00049607.p1	DANRE22091
OG0008209	TCONS_00021163.p1	DANRE38195
OG0008211	TCONS_00028638.p1	DANRE34903
OG0008213	TCONS_00001410.p1	DANRE16175, DANRE16174, DANRE16176
OG0008215	TCONS_00043300.p1	DANRE00844
OG0008217	TCONS_00012970.p1	DANRE35437
OG0008218	TCONS_00012331.p1	DANRE03029, DANRE03030, DANRE03031
OG0008219	TCONS_00012416.p1	DANRE24332
OG0008220	TCONS_00042670.p1	DANRE27985
OG0008222	TCONS_00026415.p1	DANRE04724, DANRE04725, DANRE05738, DANRE05739
OG0008223	TCONS_00042111.p1	DANRE06940
OG0008224	TCONS_00008388.p1	DANRE39132, DANRE39131
OG0008225	TCONS_00043601.p1, TCONS_00043628.p1	DANRE06607
OG0008227	TCONS_00028062.p1	DANRE41137, DANRE41138, DANRE41139
OG0008228	TCONS_00048004.p1	DANRE22573, DANRE22572
OG0008229	TCONS_00015422.p2	DANRE34897
OG0008230	TCONS_00009368.p1	DANRE38056
OG0008231	TCONS_00027257.p1	DANRE05034
OG0008232	TCONS_00016605.p1	DANRE33295
OG0008234	TCONS_00013274.p1	DANRE03864
OG0008235	TCONS_00051131.p1	DANRE40508
OG0008237	TCONS_00038662.p1	DANRE34955, DANRE34956, DANRE34957
OG0008238	TCONS_00009342.p1	DANRE10005
OG0008239	TCONS_00030558.p1	DANRE05050
OG0008240	TCONS_00018259.p1	DANRE30162
OG0008241	TCONS_00055234.p1	DANRE19969, DANRE19970, DANRE38138
OG0008242	TCONS_00045727.p1	DANRE40049, DANRE40050
OG0008243	TCONS_00002384.p1	DANRE05481
OG0008244	TCONS_00014030.p1	DANRE24754
OG0008246	TCONS_00003451.p1	DANRE23325
OG0008247	TCONS_00007378.p1	DANRE16623
OG0008249	TCONS_00053524.p1	DANRE29808
OG0008250	TCONS_00028157.p1	DANRE01830
OG0008251	TCONS_00038738.p1	DANRE00160
OG0008252	TCONS_00028021.p1	DANRE14625
OG0008254	TCONS_00014505.p1	DANRE13562
OG0008256	TCONS_00054220.p1	DANRE18101, DANRE18100
OG0008257	TCONS_00022342.p1, TCONS_00022343.p1	DANRE27092, DANRE24473
OG0008258	TCONS_00011309.p1, TCONS_00011285.p1	DANRE21931
OG0008259	TCONS_00017570.p1	DANRE11647, DANRE11646
OG0008261	TCONS_00042941.p1	DANRE07806
OG0008262	TCONS_00015720.p1	DANRE40610
OG0008263	TCONS_00011021.p1	DANRE06277
OG0008264	TCONS_00028692.p1	DANRE19001
OG0008265	TCONS_00048315.p1	DANRE22829
OG0008267	TCONS_00049070.p1	DANRE31631
OG0008269	TCONS_00020161.p1	DANRE42531
OG0008270	TCONS_00008816.p1	DANRE15140
OG0008271	TCONS_00020657.p1	DANRE21764
OG0008272	TCONS_00023969.p1	DANRE11348, DANRE11349
OG0008275	TCONS_00001002.p1	DANRE10033
OG0008277	TCONS_00036027.p1	DANRE38260, DANRE38259
OG0008278	TCONS_00006465.p1	DANRE33588, DANRE33589, DANRE33590
OG0008279	TCONS_00050311.p1, TCONS_00050155.p1	DANRE12272
OG0008280	TCONS_00020934.p1	DANRE07625
OG0008281	TCONS_00010339.p1	DANRE06733
OG0008282	TCONS_00052964.p1	DANRE40074, DANRE40073, DANRE40072, DANRE40071
OG0008283	TCONS_00004633.p1, TCONS_00004645.p1	DANRE33504, DANRE33505
OG0008284	TCONS_00004973.p1	DANRE10929, DANRE07860
OG0008286	TCONS_00008166.p1	DANRE23611
OG0008288	TCONS_00052177.p1	DANRE23483
OG0008289	TCONS_00017809.p1	DANRE34245, DANRE34246
OG0008290	TCONS_00037289.p1	DANRE12631
OG0008291	TCONS_00012263.p1	DANRE29335
OG0008292	TCONS_00029849.p1	DANRE38343
OG0008294	TCONS_00026493.p1	DANRE06188
OG0008295	TCONS_00011707.p1	DANRE16713, DANRE16712
OG0008297	TCONS_00027597.p1	DANRE35409, DANRE35410
OG0008298	TCONS_00051471.p1	DANRE41286
OG0008299	TCONS_00031799.p1, TCONS_00031817.p1	DANRE28767
OG0008300	TCONS_00030367.p1	DANRE15842
OG0008301	TCONS_00027290.p1, TCONS_00027284.p1	DANRE05945
OG0008304	TCONS_00022470.p1	DANRE42146
OG0008305	TCONS_00003821.p1, TCONS_00003794.p1	DANRE42094
OG0008306	TCONS_00020107.p1	DANRE13764, DANRE13763
OG0008307	TCONS_00006279.p1	DANRE30680
OG0008308	TCONS_00049674.p1	DANRE16045
OG0008309	TCONS_00029286.p1	DANRE21775, DANRE21776
OG0008311	TCONS_00012110.p1	DANRE11369
OG0008312	TCONS_00012475.p1	DANRE29069
OG0008313	TCONS_00013893.p1	DANRE04003, DANRE04002
OG0008314	TCONS_00056818.p1	DANRE15558, DANRE15557
OG0008315	TCONS_00004936.p1	DANRE29533, DANRE29532
OG0008318	TCONS_00014897.p1	DANRE11606
OG0008319	TCONS_00050788.p1	DANRE22912
OG0008320	TCONS_00026686.p1	DANRE20218, DANRE43277, DANRE20217
OG0008323	TCONS_00022548.p1	DANRE16787, DANRE16786
OG0008324	TCONS_00005209.p1	DANRE01115
OG0008325	TCONS_00008359.p1	DANRE26133
OG0008326	TCONS_00016857.p1	DANRE23947
OG0008327	TCONS_00010127.p1	DANRE37963, DANRE37964
OG0008328	TCONS_00041928.p1	DANRE39274
OG0008329	TCONS_00055454.p1	DANRE35793
OG0008331	TCONS_00011682.p1	DANRE11899, DANRE11900
OG0008333	TCONS_00050937.p1	DANRE08930, DANRE08929
OG0008334	TCONS_00016114.p1	DANRE41256, DANRE41255, DANRE19275, DANRE19274
OG0008335	TCONS_00054585.p1	DANRE41067
OG0008336	TCONS_00047560.p1	DANRE25716
OG0008337	TCONS_00045332.p2	DANRE42264
OG0008338	TCONS_00045316.p1	DANRE01716, DANRE23279, DANRE23280
OG0008339	TCONS_00018555.p1	DANRE18405, DANRE18404, DANRE18403
OG0008340	TCONS_00036553.p1, TCONS_00036563.p1	DANRE12777, DANRE12776, DANRE30804
OG0008341	TCONS_00009876.p1	DANRE11036
OG0008342	TCONS_00008163.p1	DANRE10365, DANRE10364, DANRE12654, DANRE14176, DANRE14175, DANRE10363, DANRE10362
OG0008343	TCONS_00018330.p1	DANRE14708
OG0008346	TCONS_00004497.p1	DANRE11370
OG0008347	TCONS_00004068.p1	DANRE29708
OG0008348	TCONS_00015811.p1	DANRE17655
OG0008349	TCONS_00044046.p1	DANRE33780
OG0008350	TCONS_00012708.p1	DANRE30027
OG0008351	TCONS_00057084.p1	DANRE34946, DANRE34944
OG0008352	TCONS_00028799.p1	DANRE00522, DANRE00521
OG0008353	TCONS_00049591.p1	DANRE25854, DANRE25853
OG0008354	TCONS_00028293.p1	DANRE23706, DANRE23705, DANRE23704
OG0008355	TCONS_00011797.p1	DANRE04471, DANRE04472
OG0008356	TCONS_00051279.p1	DANRE02813, DANRE02812
OG0008357	TCONS_00029292.p1	DANRE12718, DANRE12719
OG0008358	TCONS_00008717.p1	DANRE12537
OG0008359	TCONS_00046387.p1	DANRE36931
OG0008360	TCONS_00007589.p1	DANRE15139, DANRE15138
OG0008361	TCONS_00045263.p1	DANRE09045, DANRE14230
OG0008363	TCONS_00003883.p1	DANRE19998
OG0008364	TCONS_00026913.p1	DANRE16372, DANRE16371
OG0008365	TCONS_00021499.p1	DANRE15403, DANRE42161
OG0008367	TCONS_00030987.p1	DANRE05372, DANRE04344
OG0008368	TCONS_00002675.p1	DANRE15384, DANRE15383
OG0008369	TCONS_00005642.p1, TCONS_00005290.p1	DANRE07923
OG0008371	TCONS_00048158.p1, TCONS_00027431.p1	DANRE04306
OG0008374	TCONS_00048049.p1, TCONS_00048054.p1	DANRE31187, DANRE31186
OG0008376	TCONS_00039338.p1	DANRE35274, DANRE35275, DANRE24291
OG0008377	TCONS_00056289.p1	DANRE42123
OG0008378	TCONS_00019276.p1	DANRE15372, DANRE15373, DANRE15374
OG0008379	TCONS_00053560.p1	DANRE01808
OG0008380	TCONS_00056162.p1	DANRE17412
OG0008382	TCONS_00008791.p1	DANRE38269, DANRE38270
OG0008383	TCONS_00056702.p1	DANRE41070
OG0008384	TCONS_00010601.p1	DANRE09003, DANRE09002, DANRE09004
OG0008386	TCONS_00053240.p1	DANRE03808
OG0008387	TCONS_00006442.p1	DANRE35613
OG0008388	TCONS_00011934.p1, TCONS_00014939.p1	DANRE18843, DANRE18842, DANRE18844
OG0008391	TCONS_00015782.p1	DANRE01919, DANRE01921, DANRE01920
OG0008396	TCONS_00008160.p1	DANRE25934
OG0008399	TCONS_00004746.p1	DANRE19508, DANRE19509
OG0008400	TCONS_00053973.p1	DANRE02590, DANRE02589
OG0008401	TCONS_00047658.p1	DANRE02750
OG0008403	TCONS_00000579.p1	DANRE10132
OG0008404	TCONS_00016582.p1	DANRE19259
OG0008406	TCONS_00053366.p1	DANRE40069, DANRE40070
OG0008407	TCONS_00000407.p1	DANRE09699, DANRE19192, DANRE19191, DANRE19188, DANRE19190, DANRE19193, DANRE19189, DANRE19196, DANRE19197, DANRE19195, DANRE19194, DANRE19153, DANRE09700
OG0008410	TCONS_00056621.p1	DANRE23915
OG0008411	TCONS_00005065.p1	DANRE01037
OG0008412	TCONS_00027945.p1	DANRE13905
OG0008414	TCONS_00055281.p1	DANRE09923, DANRE09924
OG0008415	TCONS_00044185.p1	DANRE17838
OG0008417	TCONS_00057186.p1, TCONS_00057187.p1, TCONS_00057188.p1, TCONS_00057189.p1	DANRE41393, DANRE26521
OG0008418	TCONS_00056677.p1	DANRE24591
OG0008419	TCONS_00011688.p1	DANRE04782
OG0008420	TCONS_00002155.p1	DANRE33776, DANRE33778, DANRE33777
OG0008422	TCONS_00011225.p1	DANRE38131
OG0008423	TCONS_00038695.p1, TCONS_00044578.p1	DANRE10470, DANRE10471
OG0008424	TCONS_00028179.p1	DANRE34570
OG0008425	TCONS_00007094.p1	DANRE09741, DANRE09740
OG0008426	TCONS_00048292.p1, TCONS_00049589.p1	DANRE02892, DANRE02893
OG0008427	TCONS_00000871.p1	DANRE18195
OG0008432	TCONS_00042592.p1	DANRE42164
OG0008435	TCONS_00026957.p1	DANRE05181
OG0008437	TCONS_00038046.p1	DANRE39110
OG0008443	TCONS_00001656.p1	DANRE17447
OG0008444	TCONS_00009745.p2	DANRE07067, DANRE07068, DANRE07066
OG0008448	TCONS_00011216.p1	DANRE11510, DANRE11508, DANRE11509
OG0008453	TCONS_00025372.p1	DANRE30591
OG0008460	TCONS_00022973.p1, TCONS_00022974.p1	DANRE02916, DANRE36481
OG0008462	TCONS_00028842.p1	DANRE38539, DANRE38538
OG0008465	TCONS_00028942.p1	DANRE39554, DANRE12900, DANRE12899, DANRE38358, DANRE38357
OG0008471	TCONS_00022336.p1, TCONS_00035358.p1, TCONS_00042003.p1, TCONS_00043387.p1, TCONS_00043391.p1, TCONS_00043392.p1, TCONS_00043388.p1, TCONS_00043384.p1, TCONS_00043398.p1, TCONS_00043396.p1, TCONS_00043397.p1, TCONS_00043395.p1, TCONS_00043393.p1, TCONS_00043389.p1, TCONS_00043394.p1	DANRE13955
OG0008507	TCONS_00028834.p1	DANRE39040, DANRE39039
OG0008509	TCONS_00051127.p1	DANRE22991
OG0008514	TCONS_00043979.p1	DANRE16268, DANRE16269
OG0008516	TCONS_00010019.p1	DANRE10694
OG0008522	TCONS_00041302.p1	DANRE19243
OG0008527	TCONS_00044992.p1, TCONS_00044994.p1	DANRE18594, DANRE10776
OG0008528	TCONS_00050077.p1	DANRE13105
OG0008529	TCONS_00002000.p1, TCONS_00002007.p1	DANRE08618
OG0008530	TCONS_00030924.p1	DANRE06780, DANRE06781
OG0008531	TCONS_00020842.p1	DANRE12269
OG0008532	TCONS_00026652.p1	DANRE02784, DANRE02783
OG0008533	TCONS_00002353.p1	DANRE18543, DANRE18542
OG0008534	TCONS_00055322.p1	DANRE25231
OG0008535	TCONS_00023201.p1, TCONS_00023332.p1	DANRE39223, DANRE39224
OG0008536	TCONS_00020792.p1	DANRE29560
OG0008538	TCONS_00041723.p1	DANRE20514
OG0008539	TCONS_00009850.p1	DANRE25406
OG0008540	TCONS_00019944.p1	DANRE14947
OG0008542	TCONS_00028830.p1	DANRE21467
OG0008544	TCONS_00030513.p1	DANRE39597
OG0008545	TCONS_00031372.p1	DANRE17598
OG0008546	TCONS_00009322.p1	DANRE14151
OG0008550	TCONS_00055094.p1	DANRE36778
OG0008551	TCONS_00002034.p1	DANRE00943
OG0008555	TCONS_00046007.p1	DANRE04481
OG0008556	TCONS_00011303.p1, TCONS_00011283.p1	DANRE10853, DANRE18326
OG0008558	TCONS_00043814.p1	DANRE25066, DANRE25067
OG0008561	TCONS_00006081.p1	DANRE20325, DANRE07921
OG0008562	TCONS_00001004.p1	DANRE17268
OG0008563	TCONS_00006675.p1	DANRE40836
OG0008564	TCONS_00048627.p1	DANRE02471, DANRE02472
