Orthogroup	PFLAV	CAPO3
OG0006613	TCONS_00020318.p1	CAPO305926
OG0006614	TCONS_00036181.p1	CAPO307923
OG0006615	TCONS_00055565.p1	CAPO300892
OG0006616	TCONS_00022755.p1	CAPO302496
OG0006617	TCONS_00056205.p1	CAPO304084
OG0006619	TCONS_00045095.p1	CAPO305225
OG0006622	TCONS_00021887.p1	CAPO307274
OG0006627	TCONS_00000978.p1	CAPO300634
OG0006630	TCONS_00032852.p1	CAPO301318
OG0006631	TCONS_00003832.p1	CAPO302816
OG0006633	TCONS_00045550.p1	CAPO306794
OG0006636	TCONS_00012633.p1	CAPO304383
OG0006637	TCONS_00013489.p1	CAPO304312
OG0006638	TCONS_00008465.p1	CAPO302167
OG0006640	TCONS_00006552.p1	CAPO308241
OG0006642	TCONS_00014397.p1	CAPO303206
OG0006646	TCONS_00028509.p1	CAPO308061
OG0006648	TCONS_00000125.p1	CAPO300638
OG0006651	TCONS_00000270.p1	CAPO306376
OG0006655	TCONS_00028473.p1	CAPO306982
OG0006657	TCONS_00006349.p1	CAPO304665
OG0006658	TCONS_00045451.p1, TCONS_00045482.p1	CAPO301723
OG0006662	TCONS_00035039.p1	CAPO305585
OG0006663	TCONS_00006144.p1, TCONS_00006163.p1	CAPO301399
OG0006664	TCONS_00015932.p1	CAPO302941
OG0006666	TCONS_00048338.p1	CAPO301682
OG0006667	TCONS_00015836.p1	CAPO305573
OG0006668	TCONS_00042523.p1	CAPO301053
OG0006669	TCONS_00052745.p1	CAPO301280
OG0006670	TCONS_00016009.p1	CAPO306366
OG0006671	TCONS_00050456.p1	CAPO307485
OG0006673	TCONS_00025948.p1	CAPO302685
OG0006677	TCONS_00013225.p1	CAPO304250
OG0006678	TCONS_00013801.p1	CAPO300092
OG0006680	TCONS_00056961.p1	CAPO301748
OG0006681	TCONS_00056930.p1	CAPO305354
OG0006684	TCONS_00047879.p1	CAPO305512
OG0006686	TCONS_00044306.p1, TCONS_00016179.p1	CAPO307531
OG0006690	TCONS_00048041.p1	CAPO302172
OG0006691	TCONS_00053236.p1	CAPO305670
OG0006692	TCONS_00003067.p1	CAPO302647
OG0006693	TCONS_00030832.p1, TCONS_00030829.p1	CAPO302616
OG0006694	TCONS_00002311.p1	CAPO302438
OG0006695	TCONS_00010698.p1	CAPO302533
OG0006696	TCONS_00049680.p1	CAPO303681
OG0006698	TCONS_00008813.p1	CAPO305852
OG0006702	TCONS_00044891.p1	CAPO307269
OG0006703	TCONS_00045997.p1	CAPO302601
OG0006704	TCONS_00000539.p1	CAPO305136
OG0006706	TCONS_00014874.p1	CAPO303773
OG0006707	TCONS_00014958.p1	CAPO304129
OG0006708	TCONS_00029711.p1	CAPO304327
OG0006709	TCONS_00056346.p1	CAPO302993
OG0006710	TCONS_00028493.p1	CAPO307958
OG0006712	TCONS_00007395.p1	CAPO307469
OG0006714	TCONS_00026867.p1	CAPO301000
OG0006716	TCONS_00018192.p1	CAPO302196
OG0006717	TCONS_00012131.p1	CAPO305633
OG0006718	TCONS_00027315.p1	CAPO306293
OG0006719	TCONS_00014267.p1	CAPO302454
OG0006721	TCONS_00027927.p1	CAPO307315
OG0006722	TCONS_00053746.p1	CAPO304555
OG0006723	TCONS_00050670.p1	CAPO300019
OG0006724	TCONS_00050671.p1	CAPO300231
OG0006725	TCONS_00048951.p1	CAPO301206
OG0006726	TCONS_00044651.p1	CAPO303375
OG0006727	TCONS_00002233.p1, TCONS_00047000.p1	CAPO306447
OG0006728	TCONS_00055761.p1	CAPO303411
OG0006729	TCONS_00053241.p1	CAPO302448
OG0006730	TCONS_00044178.p1	CAPO307696
OG0006732	TCONS_00020263.p1	CAPO301757
OG0006733	TCONS_00010742.p1	CAPO306420
OG0006735	TCONS_00006698.p1, TCONS_00006692.p1	CAPO307764
OG0006736	TCONS_00008432.p1	CAPO301670
OG0006737	TCONS_00007118.p1	CAPO302977
OG0006738	TCONS_00057052.p1	CAPO305285
OG0006740	TCONS_00003536.p1	CAPO304581
OG0006741	TCONS_00047318.p1	CAPO306132
OG0006745	TCONS_00050410.p1	CAPO304913
OG0006750	TCONS_00018018.p1	CAPO306076
OG0006752	TCONS_00040754.p1	CAPO301753
OG0006753	TCONS_00011610.p1	CAPO304199
OG0006754	TCONS_00008287.p1	CAPO307231
OG0006755	TCONS_00042769.p1	CAPO304099
OG0006757	TCONS_00011154.p1	CAPO308250
OG0006758	TCONS_00057241.p1	CAPO303486
OG0006759	TCONS_00049458.p1	CAPO301178
OG0006760	TCONS_00052472.p1	CAPO300357
OG0006766	TCONS_00022745.p1	CAPO300327
OG0006769	TCONS_00023716.p1, TCONS_00029383.p1	CAPO304104
OG0006772	TCONS_00026780.p1	CAPO306103
OG0006775	TCONS_00012501.p1	CAPO303956
OG0006776	TCONS_00055607.p1	CAPO307354, CAPO307229
OG0006777	TCONS_00010464.p1	CAPO308320
OG0006826	TCONS_00041653.p1	CAPO306575
OG0006827	TCONS_00052486.p1	CAPO306579
OG0006830	TCONS_00010805.p1	CAPO304885
OG0006833	TCONS_00007887.p1	CAPO307011
OG0006838	TCONS_00012572.p1	CAPO304346
OG0006842	TCONS_00052911.p1	CAPO303033
OG0006843	TCONS_00029554.p1	CAPO301783
OG0006844	TCONS_00028350.p1	CAPO303858
OG0006845	TCONS_00010267.p1	CAPO304222
OG0006846	TCONS_00010501.p1	CAPO305985, CAPO301436
OG0006848	TCONS_00031133.p1	CAPO302750
OG0006849	TCONS_00011426.p1	CAPO306709
OG0006850	TCONS_00000533.p1, TCONS_00000535.p1, TCONS_00000530.p1	CAPO300307
OG0006853	TCONS_00049013.p1	CAPO305011
OG0006856	TCONS_00007016.p1	CAPO306926
OG0006857	TCONS_00021829.p1	CAPO304592
OG0006860	TCONS_00008747.p1	CAPO304880
OG0006862	TCONS_00011019.p1	CAPO306834
OG0006864	TCONS_00041648.p1	CAPO300266
OG0006865	TCONS_00022194.p1	CAPO300579
OG0006867	TCONS_00010725.p1	CAPO304561
OG0006868	TCONS_00010919.p1	CAPO304824
OG0006869	TCONS_00048793.p1	CAPO303718
OG0006870	TCONS_00021310.p1	CAPO305471
OG0006872	TCONS_00019934.p1	CAPO305763, CAPO306267
OG0006874	TCONS_00013010.p1	CAPO303002
OG0006875	TCONS_00057246.p1	CAPO300245
OG0006876	TCONS_00054383.p1	CAPO301384
OG0006877	TCONS_00042767.p1	CAPO303758
OG0006880	TCONS_00014869.p1	CAPO300637
OG0006881	TCONS_00043849.p1	CAPO307302
OG0006886	TCONS_00023776.p1	CAPO308008
OG0006887	TCONS_00055244.p1	CAPO303330
OG0006888	TCONS_00017203.p1	CAPO300481
OG0006889	TCONS_00007492.p1	CAPO305411
OG0006890	TCONS_00026380.p1	CAPO301774
OG0006892	TCONS_00055599.p1	CAPO306271
OG0006893	TCONS_00013269.p1	CAPO308281
OG0006894	TCONS_00013687.p1	CAPO305493
OG0006895	TCONS_00056044.p1	CAPO305321
OG0006897	TCONS_00028324.p1	CAPO305270
OG0006898	TCONS_00008723.p1	CAPO307616
OG0006901	TCONS_00056765.p1	CAPO301222
OG0006904	TCONS_00042496.p1	CAPO301235
OG0006906	TCONS_00006172.p1	CAPO307116
OG0006912	TCONS_00015868.p1	CAPO306387
OG0006914	TCONS_00028393.p1	CAPO302212
OG0006915	TCONS_00007143.p1	CAPO305363
OG0006916	TCONS_00029180.p1	CAPO306266
OG0006918	TCONS_00046489.p1	CAPO303362
OG0006920	TCONS_00001003.p1	CAPO306461
OG0006923	TCONS_00002022.p1	CAPO302381, CAPO303076
OG0006924	TCONS_00019814.p1	CAPO304320
OG0006925	TCONS_00056528.p1	CAPO306734
OG0006926	TCONS_00017933.p1	CAPO303493
OG0006927	TCONS_00056916.p1	CAPO303700
OG0006930	TCONS_00002013.p1	CAPO301522
OG0006931	TCONS_00016839.p1	CAPO300460
OG0006932	TCONS_00013192.p1	CAPO305813
OG0006934	TCONS_00021826.p1	CAPO304656
OG0006935	TCONS_00027216.p1	CAPO305404
OG0006936	TCONS_00026943.p1	CAPO301255
OG0006937	TCONS_00023523.p1, TCONS_00023513.p1, TCONS_00023468.p1	CAPO300724
OG0006938	TCONS_00048561.p1	CAPO307064
OG0006939	TCONS_00045731.p1, TCONS_00045732.p1	CAPO300423
OG0006940	TCONS_00020637.p1	CAPO308295
OG0006942	TCONS_00011962.p1	CAPO305131
OG0006943	TCONS_00016606.p1	CAPO300653
OG0006944	TCONS_00048959.p1, TCONS_00032488.p1	CAPO301423
OG0006945	TCONS_00057264.p1	CAPO304257
OG0006947	TCONS_00025232.p1	CAPO303778
OG0006948	TCONS_00012980.p1, TCONS_00012979.p1	CAPO307507
OG0006949	TCONS_00019352.p1	CAPO300866
OG0006951	TCONS_00004238.p1	CAPO302915
OG0006952	TCONS_00007043.p1	CAPO308002
OG0006953	TCONS_00057019.p1	CAPO302825
OG0006957	TCONS_00026693.p1	CAPO304410
OG0006959	TCONS_00017783.p1	CAPO305847
OG0006960	TCONS_00000655.p1	CAPO306688
OG0006962	TCONS_00051747.p1	CAPO307572
OG0006964	TCONS_00013322.p1	CAPO306352
OG0006966	TCONS_00021949.p1	CAPO304695
OG0006967	TCONS_00013925.p1, TCONS_00013924.p1	CAPO303820
OG0006968	TCONS_00008544.p1	CAPO301435
OG0006969	TCONS_00027604.p1	CAPO306618
OG0006970	TCONS_00006686.p1	CAPO304851
OG0006971	TCONS_00006676.p1	CAPO303658
OG0006973	TCONS_00001025.p1	CAPO306305
OG0006975	TCONS_00001197.p1	CAPO306893
OG0006977	TCONS_00047323.p1	CAPO305268
OG0006978	TCONS_00028090.p1	CAPO304336
OG0006979	TCONS_00057104.p1, TCONS_00057116.p1, TCONS_00057117.p1	CAPO300168
OG0006980	TCONS_00052008.p1	CAPO305562
OG0006982	TCONS_00027060.p1	CAPO305716
OG0006983	TCONS_00051148.p1	CAPO300916
OG0006989	TCONS_00055897.p1	CAPO302679
OG0006990	TCONS_00030941.p1	CAPO300763
OG0006991	TCONS_00045078.p1	CAPO303392
OG0006992	TCONS_00052895.p1	CAPO305740
OG0006993	TCONS_00022435.p1	CAPO305954
OG0006994	TCONS_00002645.p1	CAPO306564
OG0006995	TCONS_00001363.p1	CAPO306435
OG0006997	TCONS_00048268.p1	CAPO304873
OG0006998	TCONS_00056048.p1	CAPO301390
OG0006999	TCONS_00018389.p1	CAPO303913
OG0007001	TCONS_00035924.p1	CAPO305444
OG0007002	TCONS_00016683.p1	CAPO304225
OG0007003	TCONS_00007710.p1	CAPO302304
OG0007005	TCONS_00005914.p1	CAPO303654
OG0007007	TCONS_00047237.p1	CAPO302408
OG0007009	TCONS_00031874.p1	CAPO305960
OG0007010	TCONS_00042742.p1	CAPO301780
OG0007011	TCONS_00043983.p1	CAPO301128
OG0007012	TCONS_00030131.p1	CAPO304946
OG0007013	TCONS_00013691.p1	CAPO303300
OG0007015	TCONS_00009257.p1	CAPO305278
OG0007016	TCONS_00007491.p1	CAPO304972
OG0007017	TCONS_00021378.p1, TCONS_00021379.p1	CAPO301345
OG0007018	TCONS_00013158.p1	CAPO300889
OG0007019	TCONS_00014248.p1	CAPO304408
OG0007020	TCONS_00025884.p1	CAPO303562, CAPO308296
OG0007021	TCONS_00020938.p1	CAPO306622
OG0007022	TCONS_00056686.p1	CAPO303253
OG0007024	TCONS_00048088.p1	CAPO302054
OG0007025	TCONS_00055826.p1	CAPO302785
OG0007026	TCONS_00025829.p1, TCONS_00024459.p1	CAPO304159
OG0007030	TCONS_00030781.p1	CAPO303845
OG0007032	TCONS_00030058.p1, TCONS_00000637.p1	CAPO304830
OG0007033	TCONS_00011250.p1	CAPO305180
OG0007034	TCONS_00054961.p1	CAPO306932
OG0007038	TCONS_00048491.p1	CAPO302068
OG0007040	TCONS_00015577.p1	CAPO306537
OG0007042	TCONS_00003604.p1	CAPO307996
OG0007043	TCONS_00027745.p1	CAPO305780
OG0007044	TCONS_00043439.p1	CAPO307221
OG0007045	TCONS_00054903.p1	CAPO305958
OG0007046	TCONS_00001135.p1	CAPO305591
OG0007047	TCONS_00015352.p1	CAPO305693
OG0007048	TCONS_00013693.p1	CAPO302164
OG0007049	TCONS_00051136.p1	CAPO305031
OG0007050	TCONS_00027092.p1	CAPO307898
OG0007055	TCONS_00006739.p1	CAPO304778
OG0007058	TCONS_00040470.p1	CAPO301734, CAPO304572
OG0007059	TCONS_00027327.p1	CAPO303590, CAPO303318
OG0007061	TCONS_00026381.p1	CAPO305340
OG0007062	TCONS_00051560.p1	CAPO302545
OG0007063	TCONS_00013713.p1	CAPO308261
OG0007065	TCONS_00023245.p1	CAPO301537
OG0007068	TCONS_00030207.p1	CAPO307887
OG0007069	TCONS_00009852.p1	CAPO307200
OG0007071	TCONS_00054222.p1	CAPO301761
OG0007072	TCONS_00007191.p1	CAPO306160
OG0007073	TCONS_00051978.p1	CAPO302936
OG0007074	TCONS_00036890.p1	CAPO306910
OG0007076	TCONS_00016847.p1	CAPO300474
OG0007081	TCONS_00016796.p1	CAPO305760
OG0007084	TCONS_00007233.p1	CAPO307673
OG0007086	TCONS_00049476.p1	CAPO306079
OG0007089	TCONS_00022106.p1	CAPO300706
OG0007090	TCONS_00054332.p1	CAPO300368
OG0007091	TCONS_00046618.p1	CAPO304945
OG0007092	TCONS_00009665.p1	CAPO304498, CAPO305528
OG0007093	TCONS_00053768.p1	CAPO308175
OG0007094	TCONS_00009578.p1	CAPO301835
OG0007095	TCONS_00012814.p1	CAPO304293
OG0007097	TCONS_00052445.p1, TCONS_00040903.p1	CAPO302515
OG0007098	TCONS_00033201.p1, TCONS_00008826.p1	CAPO301993
OG0007099	TCONS_00009517.p1	CAPO304218
OG0007100	TCONS_00049528.p1	CAPO302645
OG0007105	TCONS_00006169.p1	CAPO303780
OG0007106	TCONS_00047227.p1	CAPO302226
OG0007112	TCONS_00029738.p1	CAPO303793
OG0007114	TCONS_00008157.p1	CAPO305243
OG0007118	TCONS_00001877.p1	CAPO306502
OG0007119	TCONS_00052985.p1, TCONS_00052977.p1	CAPO303656
OG0007121	TCONS_00011260.p1	CAPO305337
OG0007122	TCONS_00050924.p1	CAPO302728
OG0007124	TCONS_00043163.p1	CAPO307876
OG0007127	TCONS_00019274.p1	CAPO305077
OG0007128	TCONS_00054786.p1, TCONS_00038866.p1	CAPO303539
OG0007130	TCONS_00047510.p1	CAPO302224
OG0007131	TCONS_00053264.p1	CAPO304315
OG0007132	TCONS_00046363.p1	CAPO301608
OG0007133	TCONS_00029153.p1	CAPO305338
OG0007134	TCONS_00041920.p1	CAPO302517
OG0007137	TCONS_00014362.p1	CAPO303287
OG0007138	TCONS_00015362.p1	CAPO307436
OG0007139	TCONS_00016896.p1	CAPO302325
OG0007141	TCONS_00012294.p1	CAPO306130
OG0007143	TCONS_00045330.p1	CAPO307276
OG0007144	TCONS_00011322.p1	CAPO301797
OG0007145	TCONS_00046303.p1	CAPO305008
OG0007146	TCONS_00017342.p1, TCONS_00017359.p1	CAPO306800
OG0007147	TCONS_00050872.p1	CAPO305032
OG0007150	TCONS_00008146.p1	CAPO304704
OG0007151	TCONS_00042529.p1	CAPO304299
OG0007154	TCONS_00009690.p1	CAPO302715
OG0007158	TCONS_00007848.p1	CAPO303011
OG0007160	TCONS_00009021.p1	CAPO301230
OG0007162	TCONS_00033875.p1	CAPO305815
OG0007163	TCONS_00029121.p1	CAPO306908
OG0007165	TCONS_00017776.p1	CAPO300764
OG0007166	TCONS_00024144.p1	CAPO301841
OG0007168	TCONS_00055660.p1	CAPO304836
OG0007173	TCONS_00051896.p1	CAPO305749, CAPO300679
OG0007174	TCONS_00007979.p1	CAPO304732
OG0007175	TCONS_00023372.p1, TCONS_00023371.p1, TCONS_00023408.p1	CAPO300929
OG0007176	TCONS_00040411.p1	CAPO305825
OG0007178	TCONS_00016052.p1	CAPO306843
OG0007180	TCONS_00029666.p1, TCONS_00028776.p1	CAPO300869
OG0007181	TCONS_00038911.p1, TCONS_00041145.p1	CAPO302549
OG0007182	TCONS_00022331.p1	CAPO302258
OG0007183	TCONS_00046337.p1	CAPO303453
OG0007184	TCONS_00018313.p1	CAPO304626
OG0007186	TCONS_00003055.p1	CAPO306272
OG0007191	TCONS_00054320.p1	CAPO307327
OG0007192	TCONS_00056981.p1	CAPO307148
OG0007194	TCONS_00009638.p1, TCONS_00009636.p1, TCONS_00009637.p1	CAPO304755
OG0007201	TCONS_00012488.p1	CAPO305686
OG0007204	TCONS_00053739.p1	CAPO305874, CAPO302078
OG0007213	TCONS_00012239.p1	CAPO300546
OG0007248	TCONS_00008889.p1	CAPO305807
OG0007249	TCONS_00044026.p1	CAPO304279
OG0007251	TCONS_00029700.p1	CAPO307515
OG0007254	TCONS_00050275.p1	CAPO300342
OG0007258	TCONS_00029836.p1	CAPO301895
OG0007261	TCONS_00054521.p1	CAPO306348
OG0007266	TCONS_00049668.p1	CAPO305560
OG0007269	TCONS_00017528.p1, TCONS_00018132.p1	CAPO305691
OG0007272	TCONS_00052083.p1	CAPO303817, CAPO303673
OG0007273	TCONS_00038194.p1	CAPO305134
OG0007276	TCONS_00028742.p1	CAPO301595
OG0007279	TCONS_00005992.p1	CAPO302557
OG0007281	TCONS_00012551.p1	CAPO304423
OG0007282	TCONS_00006842.p1	CAPO300960
OG0007283	TCONS_00002100.p1	CAPO304757
OG0007291	TCONS_00008947.p1	CAPO307621
OG0007292	TCONS_00035530.p1, TCONS_00035602.p1	CAPO302024
OG0007293	TCONS_00045187.p1	CAPO301970
OG0007297	TCONS_00013759.p1	CAPO305876
OG0007299	TCONS_00026956.p1	CAPO308254
OG0007300	TCONS_00055881.p1	CAPO301046
OG0007302	TCONS_00042008.p1	CAPO307174
OG0007303	TCONS_00021677.p1	CAPO302064
OG0007304	TCONS_00017068.p1	CAPO306505
OG0007305	TCONS_00039824.p1	CAPO303443
OG0007307	TCONS_00003884.p1	CAPO304518, CAPO304185
OG0007309	TCONS_00010691.p1	CAPO300726
OG0007313	TCONS_00016093.p1, TCONS_00016085.p1, TCONS_00016094.p1	CAPO302761
OG0007314	TCONS_00010379.p1	CAPO307151
OG0007315	TCONS_00026635.p1	CAPO300478
OG0007317	TCONS_00046686.p1	CAPO306655
OG0007319	TCONS_00045987.p1	CAPO300742
OG0007320	TCONS_00029160.p1	CAPO300324
OG0007322	TCONS_00015457.p1	CAPO301300
OG0007325	TCONS_00007263.p1	CAPO305675
OG0007326	TCONS_00019324.p1	CAPO304342
OG0007329	TCONS_00015001.p1	CAPO306408
OG0007330	TCONS_00042612.p1	CAPO300366
OG0007335	TCONS_00012140.p1	CAPO304929
OG0007336	TCONS_00001393.p1, TCONS_00001399.p1	CAPO304895
OG0007339	TCONS_00055656.p1	CAPO300192
OG0007341	TCONS_00016545.p1	CAPO300898
OG0007342	TCONS_00014969.p1, TCONS_00052712.p1	CAPO300397
OG0007343	TCONS_00052916.p1	CAPO305744
OG0007347	TCONS_00027454.p1	CAPO302872
OG0007348	TCONS_00021307.p1	CAPO307161
OG0007350	TCONS_00033487.p1	CAPO306078
OG0007352	TCONS_00006024.p1	CAPO306052
OG0007353	TCONS_00008823.p1	CAPO302025
OG0007354	TCONS_00019461.p1	CAPO303485
OG0007355	TCONS_00006284.p1	CAPO307111
OG0007356	TCONS_00049071.p1	CAPO306331
OG0007357	TCONS_00011016.p1	CAPO304967
OG0007358	TCONS_00029301.p1	CAPO304741
OG0007361	TCONS_00029124.p1, TCONS_00029129.p1	CAPO305039
OG0007363	TCONS_00042576.p1	CAPO304834
OG0007364	TCONS_00043040.p1	CAPO303075
OG0007365	TCONS_00054495.p1	CAPO306500
OG0007366	TCONS_00027860.p1	CAPO305485
OG0007367	TCONS_00054210.p1	CAPO305088
OG0007368	TCONS_00023382.p1, TCONS_00023348.p1, TCONS_00023381.p1	CAPO305250
OG0007369	TCONS_00056741.p1	CAPO300391
OG0007371	TCONS_00026558.p1	CAPO305453
OG0007372	TCONS_00002920.p1	CAPO307960
OG0007373	TCONS_00056390.p1, TCONS_00041425.p1	CAPO301099
OG0007376	TCONS_00046614.p1	CAPO302556
OG0007377	TCONS_00015260.p1	CAPO306927
OG0007378	TCONS_00021076.p1	CAPO307557
OG0007379	TCONS_00003495.p1	CAPO305130
OG0007380	TCONS_00019634.p1	CAPO300141
OG0007381	TCONS_00013896.p1	CAPO303646
OG0007382	TCONS_00018463.p1	CAPO305525
OG0007385	TCONS_00025457.p1	CAPO304120
OG0007387	TCONS_00015964.p1	CAPO304030
OG0007388	TCONS_00053201.p1, TCONS_00053202.p1	CAPO306166
OG0007391	TCONS_00006040.p1	CAPO304827
OG0007392	TCONS_00052672.p1	CAPO303501
OG0007393	TCONS_00011541.p1	CAPO301859
OG0007395	TCONS_00013162.p1	CAPO302788
OG0007396	TCONS_00007368.p1	CAPO302581
OG0007397	TCONS_00053178.p1	CAPO300434
OG0007399	TCONS_00002016.p1	CAPO306050
OG0007402	TCONS_00013464.p1	CAPO306401
OG0007405	TCONS_00006553.p1	CAPO303800
OG0007407	TCONS_00030604.p1	CAPO306953
OG0007408	TCONS_00017153.p1	CAPO303491
OG0007409	TCONS_00018206.p1	CAPO305402
OG0007411	TCONS_00020743.p1	CAPO300699
OG0007412	TCONS_00000425.p1	CAPO302107
OG0007413	TCONS_00055344.p1	CAPO305882
OG0007414	TCONS_00053253.p1	CAPO300363
OG0007415	TCONS_00003678.p1	CAPO307758, CAPO301270
OG0007417	TCONS_00004580.p1	CAPO303652
OG0007418	TCONS_00004974.p1	CAPO300947
OG0007421	TCONS_00056604.p1, TCONS_00056597.p1	CAPO301566
OG0007422	TCONS_00011395.p1	CAPO301771
OG0007424	TCONS_00013473.p1	CAPO304349
OG0007425	TCONS_00043934.p1	CAPO303896
OG0007428	TCONS_00041450.p1, TCONS_00055214.p1	CAPO301768
OG0007431	TCONS_00020262.p1	CAPO304150
OG0007432	TCONS_00051328.p1, TCONS_00051420.p3	CAPO307504
OG0007433	TCONS_00019250.p1	CAPO307042
OG0007437	TCONS_00027829.p1, TCONS_00027828.p1	CAPO302606
OG0007439	TCONS_00016765.p1, TCONS_00016766.p1	CAPO300813
OG0007440	TCONS_00048153.p1	CAPO302516
OG0007441	TCONS_00018310.p1	CAPO304615
OG0007442	TCONS_00053552.p1	CAPO308291
OG0007446	TCONS_00005993.p1	CAPO303088
OG0007447	TCONS_00042554.p1	CAPO301482
OG0007451	TCONS_00020489.p1	CAPO303173
OG0007455	TCONS_00001304.p1	CAPO303919
OG0007456	TCONS_00017386.p1	CAPO301020
OG0007457	TCONS_00027985.p1	CAPO302854
OG0007458	TCONS_00054268.p1	CAPO300350
OG0007459	TCONS_00011184.p1	CAPO304746
OG0007462	TCONS_00004455.p1	CAPO300088
OG0007463	TCONS_00023049.p1	CAPO300212
OG0007466	TCONS_00015307.p1	CAPO300471
OG0007471	TCONS_00008793.p1	CAPO307438
OG0007472	TCONS_00027881.p1	CAPO302245
OG0007473	TCONS_00056776.p2	CAPO303433
OG0007476	TCONS_00053493.p1	CAPO303558
OG0007478	TCONS_00006303.p1	CAPO301266
OG0007480	TCONS_00027117.p1	CAPO306792
OG0007482	TCONS_00050546.p1	CAPO307266
OG0007483	TCONS_00017917.p1	CAPO300503
OG0007484	TCONS_00011058.p1	CAPO302421
OG0007488	TCONS_00056102.p1	CAPO308146
OG0007491	TCONS_00026008.p1, TCONS_00026018.p1	CAPO304949
OG0007494	TCONS_00005244.p1	CAPO300105
OG0007496	TCONS_00003618.p1	CAPO306996
OG0007498	TCONS_00046777.p1	CAPO306301
OG0007499	TCONS_00011333.p1	CAPO302974
OG0007503	TCONS_00021620.p1	CAPO308251
OG0007506	TCONS_00033341.p1, TCONS_00011706.p1	CAPO305836
OG0007508	TCONS_00015471.p1	CAPO306367
OG0007509	TCONS_00054447.p1	CAPO301428
OG0007510	TCONS_00018393.p1	CAPO303897
OG0007513	TCONS_00015244.p1, TCONS_00048348.p1, TCONS_00015243.p1	CAPO308263
OG0007515	TCONS_00054371.p1	CAPO300264
OG0007518	TCONS_00049603.p1	CAPO304172
OG0007519	TCONS_00045536.p1	CAPO307472
OG0007524	TCONS_00021553.p1	CAPO306111
OG0007525	TCONS_00053226.p1	CAPO300836
OG0007527	TCONS_00020697.p1	CAPO306220
OG0007529	TCONS_00013712.p1	CAPO307735
OG0007531	TCONS_00028954.p1	CAPO301562
OG0007539	TCONS_00005577.p1, TCONS_00021897.p1	CAPO301294
OG0007541	TCONS_00011720.p1	CAPO301788
OG0007582	TCONS_00047301.p1	CAPO305253
OG0007586	TCONS_00049145.p1	CAPO305648
OG0007588	TCONS_00024021.p1	CAPO306467
OG0007591	TCONS_00002544.p1	CAPO302671
OG0007597	TCONS_00056560.p1	CAPO302699
OG0007601	TCONS_00012592.p1	CAPO303119
OG0007602	TCONS_00053897.p1	CAPO307324
OG0007603	TCONS_00007849.p1	CAPO301881
OG0007604	TCONS_00008215.p1	CAPO302471
OG0007606	TCONS_00010402.p1	CAPO303879
OG0007607	TCONS_00051718.p1	CAPO304420
OG0007611	TCONS_00009954.p1	CAPO300602
OG0007613	TCONS_00053626.p1	CAPO304725
OG0007614	TCONS_00007077.p1	CAPO307463
OG0007615	TCONS_00049219.p1	CAPO302208
OG0007616	TCONS_00045337.p1	CAPO305524
OG0007617	TCONS_00028755.p1	CAPO306965
OG0007619	TCONS_00051121.p1	CAPO307079
OG0007621	TCONS_00042782.p1	CAPO302700
OG0007622	TCONS_00048817.p1	CAPO304123
OG0007624	TCONS_00000852.p1	CAPO306507
OG0007633	TCONS_00019502.p1	CAPO303133
OG0007634	TCONS_00031483.p1	CAPO301291
OG0007640	TCONS_00029159.p1	CAPO305938
OG0007646	TCONS_00044005.p1	CAPO303345
OG0007648	TCONS_00001270.p1	CAPO303467
OG0007649	TCONS_00026433.p1	CAPO300338
OG0007653	TCONS_00011069.p1	CAPO304087
OG0007656	TCONS_00048545.p1	CAPO306133
OG0007657	TCONS_00036175.p1	CAPO302526
OG0007660	TCONS_00015904.p1	CAPO308074
OG0007663	TCONS_00054988.p1	CAPO303269
OG0007666	TCONS_00014134.p1	CAPO302483
OG0007673	TCONS_00045388.p1	CAPO306691
OG0007674	TCONS_00010380.p1	CAPO307516
OG0007676	TCONS_00016320.p1	CAPO301687
OG0007677	TCONS_00016523.p1	CAPO302393
OG0007680	TCONS_00027847.p1	CAPO301892
OG0007685	TCONS_00011974.p1	CAPO307242
OG0007686	TCONS_00009166.p1	CAPO307006
OG0007687	TCONS_00012619.p1	CAPO301616
OG0007690	TCONS_00025906.p1	CAPO306330
OG0007691	TCONS_00045076.p1	CAPO306763
OG0007692	TCONS_00012253.p1	CAPO304764
OG0007694	TCONS_00007559.p1	CAPO300777
OG0007698	TCONS_00027879.p1	CAPO302218
OG0007699	TCONS_00045480.p1, TCONS_00045481.p1, TCONS_00045450.p1	CAPO308210
OG0007704	TCONS_00020277.p1	CAPO307102
OG0007708	TCONS_00056281.p1	CAPO302223
OG0007709	TCONS_00033233.p1	CAPO305895
OG0007712	TCONS_00027070.p1	CAPO301491
OG0007713	TCONS_00056171.p1	CAPO305624
OG0007714	TCONS_00044242.p1	CAPO301857
OG0007721	TCONS_00025937.p1	CAPO303794
OG0007722	TCONS_00029664.p1	CAPO300661
OG0007727	TCONS_00015528.p1	CAPO301122
OG0007728	TCONS_00042990.p1	CAPO300608
OG0007729	TCONS_00008094.p1	CAPO302375
OG0007732	TCONS_00027259.p1	CAPO302232
OG0007739	TCONS_00001041.p1	CAPO306247
OG0007741	TCONS_00011823.p1	CAPO305702
OG0007744	TCONS_00047303.p1	CAPO302276
OG0007749	TCONS_00049303.p1	CAPO303871
OG0007751	TCONS_00027679.p1	CAPO306625
OG0007752	TCONS_00020869.p1	CAPO303736
