Orthogroup	PFLAV	ORYLA
OG0005726	TCONS_00007024.p1	ORYLA06770, ORYLA09046
OG0005727	TCONS_00004695.p1	ORYLA17541
OG0005728	TCONS_00009031.p1, TCONS_00009026.p1	ORYLA14263
OG0005729	TCONS_00001538.p1	ORYLA11545
OG0005730	TCONS_00014206.p1	ORYLA03772, ORYLA16956, ORYLA16955, ORYLA00644
OG0005731	TCONS_00013005.p1	ORYLA16981
OG0005732	TCONS_00012552.p1	ORYLA00704, ORYLA00703
OG0005733	TCONS_00030943.p1	ORYLA08056
OG0005734	TCONS_00050791.p1	ORYLA15387, ORYLA20126
OG0005735	TCONS_00015771.p1	ORYLA02863
OG0005736	TCONS_00049315.p1	ORYLA16039, ORYLA20245, ORYLA10904
OG0005738	TCONS_00020840.p1	ORYLA06339
OG0005740	TCONS_00012359.p1	ORYLA16267, ORYLA00248
OG0005741	TCONS_00055537.p1	ORYLA08044
OG0005742	TCONS_00056025.p1	ORYLA05610
OG0005744	TCONS_00003105.p1	ORYLA05679
OG0005746	TCONS_00041938.p1	ORYLA00433
OG0005747	TCONS_00051365.p1	ORYLA15631
OG0005748	TCONS_00051908.p1	ORYLA03792, ORYLA03791
OG0005749	TCONS_00024069.p1	ORYLA20160
OG0005750	TCONS_00041604.p1	ORYLA01346
OG0005752	TCONS_00029063.p1	ORYLA09924
OG0005753	TCONS_00033994.p1, TCONS_00034033.p1	ORYLA03557, ORYLA03556
OG0005755	TCONS_00019766.p1	ORYLA13999
OG0005756	TCONS_00018973.p1	ORYLA02098
OG0005757	TCONS_00008124.p1	ORYLA05641
OG0005758	TCONS_00022868.p1	ORYLA03344
OG0005761	TCONS_00006287.p1	ORYLA17928
OG0005762	TCONS_00021800.p1	ORYLA12918
OG0005763	TCONS_00029146.p1	ORYLA18058
OG0005764	TCONS_00034956.p1	ORYLA05922
OG0005765	TCONS_00027514.p1	ORYLA05068
OG0005766	TCONS_00050262.p1	ORYLA03635
OG0005767	TCONS_00004166.p1	ORYLA08905
OG0005768	TCONS_00003568.p1	ORYLA19835, ORYLA19834
OG0005769	TCONS_00014902.p1	ORYLA12870, ORYLA06629
OG0005770	TCONS_00008451.p1	ORYLA15198
OG0005771	TCONS_00028058.p1	ORYLA01975
OG0005772	TCONS_00049666.p1	ORYLA17831
OG0005773	TCONS_00009119.p1	ORYLA14006, ORYLA06306
OG0005774	TCONS_00055473.p1	ORYLA15970
OG0005775	TCONS_00012663.p1	ORYLA07737
OG0005777	TCONS_00001685.p1	ORYLA04808
OG0005779	TCONS_00014341.p1	ORYLA17816
OG0005781	TCONS_00002010.p1	ORYLA09496, ORYLA09495
OG0005782	TCONS_00027739.p1	ORYLA01482
OG0005783	TCONS_00027659.p1, TCONS_00041557.p1	ORYLA14100
OG0005784	TCONS_00027675.p1	ORYLA05072
OG0005785	TCONS_00014469.p1	ORYLA16543
OG0005786	TCONS_00048300.p1	ORYLA20339
OG0005787	TCONS_00019348.p1	ORYLA19947
OG0005788	TCONS_00016729.p1	ORYLA15415
OG0005789	TCONS_00019826.p1	ORYLA12435
OG0005790	TCONS_00011402.p1	ORYLA05159
OG0005792	TCONS_00011438.p1	ORYLA18637
OG0005793	TCONS_00014942.p1	ORYLA07054
OG0005794	TCONS_00057204.p1	ORYLA09326
OG0005795	TCONS_00021494.p1	ORYLA17869
OG0005796	TCONS_00030821.p1	ORYLA17559
OG0005797	TCONS_00026070.p1	ORYLA18216
OG0005798	TCONS_00047967.p1	ORYLA13859
OG0005799	TCONS_00011261.p1	ORYLA01072
OG0005800	TCONS_00019981.p1	ORYLA01809
OG0005802	TCONS_00019410.p1	ORYLA09753
OG0005803	TCONS_00012639.p1	ORYLA09410
OG0005805	TCONS_00005191.p1	ORYLA04527
OG0005806	TCONS_00004852.p1, TCONS_00004832.p1	ORYLA17922
OG0005807	TCONS_00001178.p1, TCONS_00001189.p1	ORYLA01224
OG0005808	TCONS_00017297.p1	ORYLA13733
OG0005811	TCONS_00009570.p1, TCONS_00009572.p1	ORYLA11574
OG0005812	TCONS_00011432.p1	ORYLA01100
OG0005813	TCONS_00005548.p1	ORYLA17924
OG0005814	TCONS_00023708.p1, TCONS_00029396.p1	ORYLA02975
OG0005815	TCONS_00006289.p1	ORYLA02282
OG0005816	TCONS_00004988.p1	ORYLA17256, ORYLA15374
OG0005817	TCONS_00027856.p1	ORYLA02525
OG0005818	TCONS_00047290.p1	ORYLA15368
OG0005819	TCONS_00052890.p1	ORYLA17070
OG0005820	TCONS_00008593.p1	ORYLA05689
OG0005821	TCONS_00040402.p1	ORYLA05556
OG0005822	TCONS_00009664.p1	ORYLA19296
OG0005823	TCONS_00004827.p1, TCONS_00004846.p1	ORYLA04103
OG0005824	TCONS_00028408.p1	ORYLA12812
OG0005826	TCONS_00049009.p1	ORYLA10997
OG0005827	TCONS_00010194.p1	ORYLA04867
OG0005828	TCONS_00004739.p1	ORYLA17775, ORYLA18417
OG0005829	TCONS_00001313.p1	ORYLA11889
OG0005830	TCONS_00004282.p1	ORYLA16729, ORYLA16928
OG0005831	TCONS_00014142.p1	ORYLA19768
OG0005832	TCONS_00008152.p1	ORYLA20295
OG0005833	TCONS_00052485.p1	ORYLA12552
OG0005835	TCONS_00002870.p1	ORYLA15968
OG0005836	TCONS_00027693.p1	ORYLA02705
OG0005837	TCONS_00052495.p1	ORYLA17100
OG0005838	TCONS_00005245.p1	ORYLA15364
OG0005839	TCONS_00030243.p1	ORYLA04968, ORYLA00436
OG0005840	TCONS_00017788.p1	ORYLA04946
OG0005841	TCONS_00025900.p1	ORYLA14469
OG0005842	TCONS_00045265.p1	ORYLA13693
OG0005843	TCONS_00016897.p1	ORYLA06467
OG0005844	TCONS_00030940.p1	ORYLA04807
OG0005845	TCONS_00047948.p1	ORYLA03266
OG0005846	TCONS_00011295.p1, TCONS_00011272.p1	ORYLA04854
OG0005847	TCONS_00011973.p1, TCONS_00011971.p1	ORYLA11529
OG0005848	TCONS_00056060.p1	ORYLA16342
OG0005849	TCONS_00055775.p1	ORYLA09685
OG0005850	TCONS_00056153.p1	ORYLA13872
OG0005851	TCONS_00054291.p1	ORYLA13639
OG0005852	TCONS_00049673.p1	ORYLA15830
OG0005853	TCONS_00019388.p1, TCONS_00003487.p1	ORYLA10472, ORYLA11336
OG0005854	TCONS_00008364.p1	ORYLA15268
OG0005855	TCONS_00032723.p1	ORYLA16421
OG0005857	TCONS_00004704.p1	ORYLA03540
OG0005858	TCONS_00004694.p1	ORYLA17612
OG0005860	TCONS_00020330.p1	ORYLA17529
OG0005861	TCONS_00032729.p1, TCONS_00032730.p1, TCONS_00032744.p2	ORYLA12932
OG0005863	TCONS_00012415.p1	ORYLA16762
OG0005864	TCONS_00027112.p1	ORYLA02335, ORYLA02336
OG0005865	TCONS_00051375.p1	ORYLA18711
OG0005866	TCONS_00008742.p1	ORYLA10406
OG0005867	TCONS_00049651.p1	ORYLA14750
OG0005869	TCONS_00007984.p1	ORYLA14537
OG0005870	TCONS_00052848.p1	ORYLA06800
OG0005871	TCONS_00042750.p1	ORYLA00937
OG0005872	TCONS_00055123.p1	ORYLA06151
OG0005874	TCONS_00055136.p1, TCONS_00055147.p1	ORYLA08436
OG0005875	TCONS_00021116.p1	ORYLA03096
OG0005876	TCONS_00048182.p1	ORYLA13721
OG0005877	TCONS_00053605.p1, TCONS_00053514.p1	ORYLA12771
OG0005878	TCONS_00009700.p1	ORYLA11425, ORYLA11426
OG0005879	TCONS_00008794.p1	ORYLA06023
OG0005880	TCONS_00048495.p1	ORYLA20156
OG0005883	TCONS_00025770.p1	ORYLA18088
OG0005884	TCONS_00011063.p1, TCONS_00011062.p1	ORYLA11455
OG0005885	TCONS_00050859.p1	ORYLA17740
OG0005886	TCONS_00011224.p1	ORYLA10508
OG0005887	TCONS_00005654.p1	ORYLA04540
OG0005888	TCONS_00014775.p1	ORYLA16571
OG0005889	TCONS_00001401.p1	ORYLA07548
OG0005890	TCONS_00012190.p1	ORYLA11535
OG0005891	TCONS_00013910.p1	ORYLA00807, ORYLA00806
OG0005892	TCONS_00008916.p1	ORYLA12431
OG0005894	TCONS_00041961.p1	ORYLA08719, ORYLA03910, ORYLA01239
OG0005895	TCONS_00051483.p1	ORYLA04519
OG0005896	TCONS_00044645.p1	ORYLA11728, ORYLA09070
OG0005897	TCONS_00029761.p2	ORYLA19507
OG0005898	TCONS_00012301.p1	ORYLA09769
OG0005899	TCONS_00016079.p1	ORYLA16594
OG0005900	TCONS_00052883.p1	ORYLA06266
OG0005901	TCONS_00018915.p1	ORYLA15179
OG0005902	TCONS_00007045.p1	ORYLA02177
OG0005903	TCONS_00022195.p1	ORYLA03025
OG0005906	TCONS_00057182.p1	ORYLA09828
OG0005907	TCONS_00049106.p1	ORYLA10740, ORYLA15224
OG0005909	TCONS_00028261.p1	ORYLA13661
OG0005911	TCONS_00053280.p1	ORYLA19782
OG0005912	TCONS_00050367.p1	ORYLA06495
OG0005913	TCONS_00043367.p1	ORYLA03195
OG0005914	TCONS_00047617.p1	ORYLA14072
OG0005915	TCONS_00006352.p1	ORYLA09945
OG0005916	TCONS_00002600.p1	ORYLA09681
OG0005919	TCONS_00016569.p1	ORYLA06790
OG0005920	TCONS_00020660.p1	ORYLA07096, ORYLA13575
OG0005921	TCONS_00015541.p1	ORYLA03161
OG0005922	TCONS_00047865.p1	ORYLA14270
OG0005923	TCONS_00022712.p1	ORYLA07289
OG0005924	TCONS_00008635.p1	ORYLA10431
OG0005926	TCONS_00008781.p1	ORYLA06535
OG0005927	TCONS_00006894.p1, TCONS_00006882.p1	ORYLA18549, ORYLA18257
OG0005928	TCONS_00052702.p1	ORYLA13174
OG0005929	TCONS_00053878.p1	ORYLA17102
OG0005931	TCONS_00049675.p1	ORYLA12693
OG0005932	TCONS_00049813.p1	ORYLA15050
OG0005933	TCONS_00057220.p1, TCONS_00056057.p1	ORYLA04204
OG0005936	TCONS_00037478.p1	ORYLA00036
OG0005937	TCONS_00047624.p1	ORYLA15356
OG0005938	TCONS_00054105.p1	ORYLA02948
OG0005939	TCONS_00024470.p1	ORYLA14676
OG0005940	TCONS_00054966.p1	ORYLA11953
OG0005941	TCONS_00011653.p1	ORYLA11974
OG0005942	TCONS_00004629.p1	ORYLA20255
OG0005943	TCONS_00012688.p1	ORYLA17027
OG0005944	TCONS_00011482.p1	ORYLA05011
OG0005945	TCONS_00011636.p1	ORYLA11391
OG0005946	TCONS_00047732.p1	ORYLA16047
OG0005947	TCONS_00022503.p1	ORYLA04618
OG0005948	TCONS_00027336.p1	ORYLA05016, ORYLA08210
OG0005949	TCONS_00006019.p1	ORYLA17627
OG0005950	TCONS_00046684.p1	ORYLA10694
OG0005951	TCONS_00054695.p1, TCONS_00054619.p1	ORYLA13200
OG0005953	TCONS_00029729.p1	ORYLA17714
OG0005954	TCONS_00006383.p1	ORYLA15255
OG0005955	TCONS_00027126.p1	ORYLA17735
OG0005957	TCONS_00029557.p1, TCONS_00029215.p1	ORYLA07508
OG0005958	TCONS_00010139.p1	ORYLA11466
OG0005959	TCONS_00029440.p1	ORYLA01636
OG0005960	TCONS_00027043.p1	ORYLA14080
OG0005961	TCONS_00048515.p1	ORYLA13699
OG0005962	TCONS_00001172.p1	ORYLA15697
OG0005963	TCONS_00007743.p1	ORYLA13333
OG0005964	TCONS_00048299.p1	ORYLA11297
OG0005965	TCONS_00026066.p1	ORYLA00501
OG0005966	TCONS_00013188.p1	ORYLA16765
OG0005967	TCONS_00013302.p1, TCONS_00013283.p1	ORYLA16334, ORYLA16335, ORYLA16336
OG0005968	TCONS_00008058.p1	ORYLA06981
OG0005969	TCONS_00011911.p1	ORYLA05253
OG0005970	TCONS_00052897.p1	ORYLA12936
OG0005972	TCONS_00056137.p1	ORYLA13344
OG0005973	TCONS_00010133.p1	ORYLA10086
OG0005974	TCONS_00015163.p1	ORYLA12871
OG0005975	TCONS_00022893.p1	ORYLA09620
OG0005976	TCONS_00012837.p1	ORYLA10048
OG0005977	TCONS_00037578.p1	ORYLA11110
OG0005978	TCONS_00019204.p1	ORYLA18813
OG0005979	TCONS_00019360.p1	ORYLA09195
OG0005980	TCONS_00056561.p1	ORYLA16160
OG0005981	TCONS_00020384.p1	ORYLA13340
OG0005982	TCONS_00053492.p1	ORYLA02398
OG0005983	TCONS_00017408.p1	ORYLA13523
OG0005984	TCONS_00054346.p1	ORYLA02487
OG0005985	TCONS_00038732.p1, TCONS_00031877.p1, TCONS_00038729.p1, TCONS_00057193.p1	ORYLA17726
OG0005986	TCONS_00011846.p1	ORYLA07662
OG0005987	TCONS_00022208.p1	ORYLA04335
OG0005988	TCONS_00034543.p1	ORYLA05096
OG0005989	TCONS_00037768.p1	ORYLA14612, ORYLA14611
OG0005993	TCONS_00023452.p1, TCONS_00023494.p1	ORYLA15988
OG0005994	TCONS_00052918.p1	ORYLA02349, ORYLA17460, ORYLA06764
OG0005995	TCONS_00048503.p1	ORYLA05250
OG0005996	TCONS_00045527.p1	ORYLA05372
OG0005997	TCONS_00043889.p1	ORYLA14583, ORYLA12455
OG0005998	TCONS_00005190.p1	ORYLA02760
OG0006000	TCONS_00010670.p1	ORYLA11444
OG0006001	TCONS_00011884.p1	ORYLA14912
OG0006002	TCONS_00023532.p1	ORYLA11186
OG0006003	TCONS_00053828.p1, TCONS_00053832.p1	ORYLA00268
OG0006004	TCONS_00004071.p1	ORYLA16105
OG0006005	TCONS_00042240.p1, TCONS_00042293.p1	ORYLA04614
OG0006006	TCONS_00012269.p1	ORYLA18043
OG0006007	TCONS_00028222.p1	ORYLA13414
OG0006008	TCONS_00014160.p1	ORYLA00733
OG0006009	TCONS_00029587.p1	ORYLA19597, ORYLA18623
OG0006010	TCONS_00006884.p1, TCONS_00006872.p1	ORYLA01122
OG0006011	TCONS_00006346.p1	ORYLA04360
OG0006012	TCONS_00029590.p1	ORYLA12331
OG0006013	TCONS_00015312.p1	ORYLA02083
OG0006014	TCONS_00042810.p1, TCONS_00042807.p1	ORYLA13553, ORYLA12220
OG0006015	TCONS_00028336.p1	ORYLA00450
OG0006018	TCONS_00030244.p1, TCONS_00030246.p1, TCONS_00030245.p1, TCONS_00031037.p1, TCONS_00030573.p1, TCONS_00029917.p1	ORYLA08101, ORYLA05000
OG0006022	TCONS_00039835.p1	ORYLA09959, ORYLA07563, ORYLA06724
OG0006024	TCONS_00028387.p1	ORYLA02223, ORYLA10573, ORYLA11422
OG0006028	TCONS_00008696.p1	ORYLA09092, ORYLA06469, ORYLA09361
OG0006059	TCONS_00008892.p1	ORYLA09031
OG0006061	TCONS_00028740.p1, TCONS_00029707.p1	ORYLA19379
OG0006062	TCONS_00044059.p1	ORYLA16708
OG0006063	TCONS_00031260.p1	ORYLA03877
OG0006064	TCONS_00031053.p1, TCONS_00031044.p1	ORYLA04445
OG0006065	TCONS_00028323.p1	ORYLA17451
OG0006066	TCONS_00018827.p1	ORYLA09975
OG0006067	TCONS_00051191.p1	ORYLA05884
OG0006068	TCONS_00029922.p1	ORYLA01339, ORYLA01340, ORYLA04996
OG0006069	TCONS_00013802.p1	ORYLA16979
OG0006070	TCONS_00014034.p1	ORYLA00067
OG0006071	TCONS_00026719.p1, TCONS_00041533.p1	ORYLA02579
OG0006072	TCONS_00029592.p1	ORYLA12315
OG0006073	TCONS_00011383.p1	ORYLA03080
OG0006074	TCONS_00011881.p1	ORYLA11388
OG0006075	TCONS_00055474.p1	ORYLA04806
OG0006076	TCONS_00009002.p2	ORYLA20453
OG0006077	TCONS_00055936.p1	ORYLA19036, ORYLA19037
OG0006078	TCONS_00056201.p1	ORYLA17648, ORYLA01729
OG0006079	TCONS_00027913.p1	ORYLA15110
OG0006082	TCONS_00004287.p1	ORYLA01781
OG0006083	TCONS_00048795.p1	ORYLA20342
OG0006084	TCONS_00005258.p1	ORYLA00533
OG0006085	TCONS_00025438.p1	ORYLA15317
OG0006087	TCONS_00019446.p1	ORYLA07572
OG0006089	TCONS_00053813.p1	ORYLA06648
OG0006092	TCONS_00012636.p1	ORYLA18231
OG0006095	TCONS_00015458.p1	ORYLA00577
OG0006096	TCONS_00006883.p1, TCONS_00006871.p1	ORYLA02341
OG0006097	TCONS_00018639.p1	ORYLA08979
OG0006098	TCONS_00007779.p1	ORYLA08847
OG0006099	TCONS_00012597.p1	ORYLA07739, ORYLA07738, ORYLA16995
OG0006100	TCONS_00009397.p1	ORYLA15271
OG0006102	TCONS_00029783.p1	ORYLA13664, ORYLA14108
OG0006103	TCONS_00000409.p1	ORYLA11324
OG0006104	TCONS_00014211.p1	ORYLA19385
OG0006106	TCONS_00054223.p1	ORYLA08883, ORYLA08882
OG0006107	TCONS_00036681.p1, TCONS_00036680.p1, TCONS_00036657.p1	ORYLA14542
OG0006108	TCONS_00015674.p1	ORYLA05895
OG0006111	TCONS_00042547.p1	ORYLA04074, ORYLA03212
OG0006112	TCONS_00019442.p1	ORYLA15289
OG0006113	TCONS_00008491.p1	ORYLA07029
OG0006114	TCONS_00027740.p1	ORYLA15533
OG0006115	TCONS_00000342.p1	ORYLA11548
OG0006117	TCONS_00013524.p1	ORYLA00077
OG0006118	TCONS_00008006.p1	ORYLA05452
OG0006119	TCONS_00026618.p1	ORYLA20488
OG0006120	TCONS_00027536.p1	ORYLA10724
OG0006121	TCONS_00026474.p1	ORYLA19436
OG0006122	TCONS_00014372.p1	ORYLA08367
OG0006123	TCONS_00027427.p1	ORYLA20495
OG0006124	TCONS_00000594.p1	ORYLA11506
OG0006125	TCONS_00010849.p1	ORYLA09691
OG0006126	TCONS_00014812.p1	ORYLA16568
OG0006127	TCONS_00020694.p1	ORYLA15251
OG0006128	TCONS_00007601.p1	ORYLA15261
OG0006129	TCONS_00028049.p1, TCONS_00028048.p1	ORYLA00354
OG0006130	TCONS_00024794.p1, TCONS_00024754.p1	ORYLA14031
OG0006131	TCONS_00004751.p1	ORYLA16375, ORYLA07912
OG0006132	TCONS_00027450.p1	ORYLA05048
OG0006133	TCONS_00055498.p1	ORYLA12772
OG0006134	TCONS_00008106.p1	ORYLA05638
OG0006136	TCONS_00016806.p1	ORYLA09430
OG0006137	TCONS_00002033.p1	ORYLA02042
OG0006138	TCONS_00002643.p1	ORYLA04799
OG0006139	TCONS_00048402.p1	ORYLA14759, ORYLA11225, ORYLA14056, ORYLA13732
OG0006140	TCONS_00021228.p1, TCONS_00021227.p1	ORYLA15551
OG0006141	TCONS_00028768.p1	ORYLA12129
OG0006144	TCONS_00011254.p1	ORYLA07543
OG0006145	TCONS_00050624.p1	ORYLA20229
OG0006146	TCONS_00031373.p1	ORYLA05029
OG0006148	TCONS_00053637.p1	ORYLA02358
OG0006149	TCONS_00010120.p1	ORYLA10488
OG0006150	TCONS_00047085.p1	ORYLA13302
OG0006151	TCONS_00052257.p1, TCONS_00052250.p1, TCONS_00052253.p1, TCONS_00052249.p1, TCONS_00052255.p1	ORYLA14513
OG0006152	TCONS_00045404.p1	ORYLA11733
OG0006153	TCONS_00043806.p1	ORYLA20426
OG0006155	TCONS_00020771.p1, TCONS_00020781.p1	ORYLA06089
OG0006156	TCONS_00021882.p1	ORYLA00926
OG0006158	TCONS_00011725.p1	ORYLA10442
OG0006159	TCONS_00020378.p1	ORYLA19153
OG0006160	TCONS_00047213.p1	ORYLA19637
OG0006161	TCONS_00032540.p1	ORYLA01833, ORYLA05612
OG0006162	TCONS_00053779.p1	ORYLA13159
OG0006163	TCONS_00031691.p1	ORYLA14800, ORYLA12332
OG0006164	TCONS_00008174.p1, TCONS_00000033.p1	ORYLA19800
OG0006165	TCONS_00019638.p1	ORYLA20003
OG0006167	TCONS_00026050.p1	ORYLA07176, ORYLA00415
OG0006168	TCONS_00016557.p1	ORYLA16569
OG0006169	TCONS_00043660.p1	ORYLA04271
OG0006170	TCONS_00019034.p1	ORYLA09909
OG0006171	TCONS_00011018.p1	ORYLA02054
OG0006172	TCONS_00009710.p1	ORYLA10481
OG0006174	TCONS_00002993.p1	ORYLA17661, ORYLA02384, ORYLA12208
OG0006176	TCONS_00010221.p1	ORYLA10315
OG0006178	TCONS_00026898.p1	ORYLA04504
OG0006179	TCONS_00001389.p1	ORYLA03657
OG0006180	TCONS_00007442.p1	ORYLA06973
OG0006181	TCONS_00010425.p1	ORYLA03672
OG0006182	TCONS_00054078.p1	ORYLA08344
OG0006183	TCONS_00013519.p1	ORYLA16825
OG0006184	TCONS_00013240.p1	ORYLA00792
OG0006185	TCONS_00045754.p1	ORYLA06316
OG0006186	TCONS_00001195.p1	ORYLA13046
OG0006187	TCONS_00029731.p1	ORYLA18889
OG0006188	TCONS_00053406.p1	ORYLA20449
OG0006189	TCONS_00012480.p1	ORYLA17086, ORYLA00060
OG0006190	TCONS_00028354.p1	ORYLA01121
OG0006191	TCONS_00029555.p1	ORYLA17482
OG0006192	TCONS_00056391.p1, TCONS_00041424.p1	ORYLA04658
OG0006193	TCONS_00002853.p1, TCONS_00002837.p1	ORYLA12955
OG0006194	TCONS_00014587.p1	ORYLA00610
OG0006195	TCONS_00006119.p1	ORYLA17204
OG0006196	TCONS_00021445.p1	ORYLA03362
OG0006197	TCONS_00056587.p1, TCONS_00056585.p1, TCONS_00056586.p1, TCONS_00056588.p1	ORYLA20025, ORYLA15955
OG0006198	TCONS_00026916.p1, TCONS_00026915.p1	ORYLA05262
OG0006199	TCONS_00052496.p1	ORYLA07760
OG0006200	TCONS_00030705.p1	ORYLA00176
OG0006201	TCONS_00005211.p1	ORYLA17887, ORYLA16831, ORYLA16832
OG0006202	TCONS_00007558.p1	ORYLA06744
OG0006203	TCONS_00010994.p1	ORYLA04805
OG0006205	TCONS_00005581.p1	ORYLA19412
OG0006206	TCONS_00011739.p1	ORYLA11658, ORYLA10666, ORYLA11666
OG0006207	TCONS_00006897.p1	ORYLA03254
OG0006208	TCONS_00029115.p1	ORYLA03811, ORYLA13086
OG0006209	TCONS_00029727.p1	ORYLA18078
OG0006210	TCONS_00009196.p1	ORYLA02264
OG0006211	TCONS_00019295.p1	ORYLA16185
OG0006214	TCONS_00037981.p1	ORYLA11041
OG0006216	TCONS_00014138.p1	ORYLA19823
OG0006217	TCONS_00051364.p1	ORYLA13873, ORYLA13874
OG0006219	TCONS_00021122.p1	ORYLA13291
OG0006220	TCONS_00019743.p1, TCONS_00019730.p1	ORYLA18843
OG0006221	TCONS_00033298.p1	ORYLA05707, ORYLA16392, ORYLA07903
OG0006223	TCONS_00027024.p1	ORYLA10674
OG0006224	TCONS_00050034.p1	ORYLA15635
OG0006225	TCONS_00010489.p1	ORYLA00226
OG0006226	TCONS_00053227.p1	ORYLA02359
OG0006227	TCONS_00026982.p1	ORYLA17980
OG0006228	TCONS_00037181.p1	ORYLA16946, ORYLA20325
OG0006229	TCONS_00043875.p1	ORYLA00480
OG0006230	TCONS_00020731.p1	ORYLA20084
OG0006231	TCONS_00017751.p1	ORYLA08845
OG0006232	TCONS_00056742.p1	ORYLA19680
OG0006233	TCONS_00033829.p1	ORYLA13531
OG0006234	TCONS_00052906.p1	ORYLA13453
OG0006235	TCONS_00036221.p1	ORYLA14597
OG0006237	TCONS_00051480.p1	ORYLA15408
OG0006240	TCONS_00015238.p1	ORYLA20183
OG0006242	TCONS_00012548.p1	ORYLA00598, ORYLA00599
OG0006243	TCONS_00028966.p1	ORYLA14098
OG0006244	TCONS_00004893.p1	ORYLA02710
OG0006245	TCONS_00056805.p1	ORYLA08633
OG0006246	TCONS_00029698.p1	ORYLA02819
OG0006249	TCONS_00022323.p1	ORYLA07428
OG0006250	TCONS_00027802.p1	ORYLA01481
OG0006252	TCONS_00051116.p1	ORYLA05842
OG0006253	TCONS_00000285.p1	ORYLA12949
OG0006254	TCONS_00055925.p1	ORYLA01467
OG0006255	TCONS_00026740.p1, TCONS_00041555.p1	ORYLA04827
OG0006256	TCONS_00034146.p1, TCONS_00034145.p1, TCONS_00034147.p1, TCONS_00034143.p1, TCONS_00034142.p1	ORYLA09128
OG0006257	TCONS_00010381.p1	ORYLA05204
OG0006258	TCONS_00032875.p1, TCONS_00032874.p1	ORYLA02984
OG0006259	TCONS_00018304.p1	ORYLA13353
OG0006260	TCONS_00047383.p1	ORYLA18938
OG0006261	TCONS_00048563.p1	ORYLA11026, ORYLA14160
OG0006262	TCONS_00018917.p1	ORYLA15136, ORYLA05395, ORYLA01853
OG0006263	TCONS_00007047.p1	ORYLA09051
OG0006264	TCONS_00055392.p1	ORYLA17584
OG0006265	TCONS_00003636.p1	ORYLA09470
OG0006266	TCONS_00014755.p1	ORYLA12795
OG0006267	TCONS_00031273.p1	ORYLA02355
OG0006268	TCONS_00048122.p1	ORYLA16048
OG0006269	TCONS_00048493.p1	ORYLA19375
OG0006270	TCONS_00015601.p1	ORYLA02562, ORYLA02561
OG0006271	TCONS_00013879.p1	ORYLA08585
OG0006272	TCONS_00054927.p1	ORYLA17653, ORYLA02479, ORYLA07311
OG0006273	TCONS_00008500.p1	ORYLA06300
OG0006275	TCONS_00001487.p1	ORYLA10683
OG0006277	TCONS_00005076.p1	ORYLA03972, ORYLA03476
OG0006278	TCONS_00005100.p1, TCONS_00006348.p1	ORYLA06895, ORYLA16134
OG0006279	TCONS_00002188.p1	ORYLA09965
OG0006280	TCONS_00009583.p1	ORYLA11567
OG0006281	TCONS_00050422.p1	ORYLA20123
OG0006282	TCONS_00041317.p1, TCONS_00041301.p1	ORYLA13164
OG0006283	TCONS_00020320.p1	ORYLA09291
OG0006284	TCONS_00004481.p1	ORYLA09690
OG0006285	TCONS_00016197.p1	ORYLA17251
OG0006286	TCONS_00029938.p1, TCONS_00030675.p1	ORYLA07043
OG0006288	TCONS_00005552.p1, TCONS_00005564.p1	ORYLA10709
OG0006289	TCONS_00049653.p1	ORYLA14057, ORYLA16007
OG0006290	TCONS_00050562.p1	ORYLA16144
OG0006291	TCONS_00016579.p1	ORYLA13632
OG0006292	TCONS_00008942.p1	ORYLA19865
OG0006294	TCONS_00010810.p1	ORYLA11427
OG0006295	TCONS_00006928.p1, TCONS_00006902.p1	ORYLA20007
OG0006296	TCONS_00048898.p1	ORYLA11079
OG0006297	TCONS_00048919.p1	ORYLA13740
OG0006298	TCONS_00003571.p1	ORYLA16187
OG0006299	TCONS_00002304.p1	ORYLA10630, ORYLA02251, ORYLA11710
OG0006301	TCONS_00011055.p1	ORYLA10259
OG0006302	TCONS_00028792.p1	ORYLA12680, ORYLA14790
OG0006303	TCONS_00017779.p1	ORYLA19425, ORYLA05900
OG0006304	TCONS_00009784.p1	ORYLA10170, ORYLA11894
OG0006305	TCONS_00027479.p1	ORYLA00895, ORYLA00418
OG0006306	TCONS_00017205.p1	ORYLA05428
OG0006307	TCONS_00053826.p1	ORYLA17332
OG0006309	TCONS_00036228.p1	ORYLA11286
OG0006311	TCONS_00038156.p1	ORYLA14691
OG0006312	TCONS_00048558.p1	ORYLA19224
OG0006313	TCONS_00046617.p1	ORYLA18940
OG0006314	TCONS_00020738.p1, TCONS_00001044.p1	ORYLA09968
OG0006315	TCONS_00010515.p1	ORYLA04829
OG0006317	TCONS_00005040.p1, TCONS_00029813.p1	ORYLA05717
OG0006318	TCONS_00002001.p1, TCONS_00001991.p1	ORYLA08694
OG0006320	TCONS_00048271.p1	ORYLA15063
OG0006321	TCONS_00009449.p1	ORYLA12059
OG0006322	TCONS_00048928.p1	ORYLA20137
OG0006323	TCONS_00041748.p1	ORYLA08641
OG0006324	TCONS_00009459.p1	ORYLA07027
OG0006326	TCONS_00016446.p1	ORYLA06678
OG0006327	TCONS_00041267.p1, TCONS_00041268.p1, TCONS_00035798.p1	ORYLA19841
OG0006328	TCONS_00045051.p1, TCONS_00045634.p1	ORYLA02179, ORYLA02180
OG0006329	TCONS_00026255.p1	ORYLA17793
OG0006330	TCONS_00028142.p1	ORYLA12144
