Orthogroup	PFLAV	XENTR
OG0005321	TCONS_00006409.p1	XENTR13052
OG0005322	TCONS_00002906.p1	XENTR15003, XENTR15102
OG0005323	TCONS_00029424.p1	XENTR05721
OG0005327	TCONS_00053895.p1	XENTR00092
OG0005328	TCONS_00037997.p1	XENTR16302
OG0005329	TCONS_00011450.p1	XENTR14854
OG0005335	TCONS_00001208.p1, TCONS_00013583.p1, TCONS_00013585.p1, TCONS_00013584.p1, TCONS_00006028.p1, TCONS_00014223.p1	XENTR19194, XENTR02099, XENTR18758
OG0005359	TCONS_00014332.p1, TCONS_00014320.p1	XENTR02870
OG0005360	TCONS_00028745.p1	XENTR13876
OG0005364	TCONS_00039546.p1	XENTR08233
OG0005365	TCONS_00031433.p1	XENTR04880
OG0005366	TCONS_00010763.p1	XENTR14103
OG0005367	TCONS_00009795.p1	XENTR00190
OG0005368	TCONS_00017334.p1	XENTR02135
OG0005369	TCONS_00010098.p1	XENTR14236
OG0005371	TCONS_00032504.p1, TCONS_00032505.p1	XENTR04241
OG0005372	TCONS_00055961.p1	XENTR02926
OG0005373	TCONS_00022228.p1	XENTR01008
OG0005374	TCONS_00000999.p1	XENTR09396
OG0005375	TCONS_00002718.p1, TCONS_00002720.p1	XENTR02759
OG0005377	TCONS_00004939.p1	XENTR04948, XENTR00820
OG0005378	TCONS_00006196.p1	XENTR00855
OG0005379	TCONS_00041647.p1	XENTR01811
OG0005380	TCONS_00020618.p1	XENTR03184
OG0005381	TCONS_00016337.p1	XENTR14515
OG0005383	TCONS_00019533.p1	XENTR06290
OG0005384	TCONS_00045666.p1	XENTR09338, XENTR09337
OG0005385	TCONS_00005107.p1	XENTR06538
OG0005386	TCONS_00043456.p1	XENTR04916
OG0005387	TCONS_00011171.p1, TCONS_00011170.p1	XENTR16757
OG0005388	TCONS_00028716.p1	XENTR15369
OG0005389	TCONS_00042861.p1	XENTR11588
OG0005390	TCONS_00054232.p1	XENTR00330
OG0005391	TCONS_00020482.p1	XENTR15124
OG0005393	TCONS_00019632.p1	XENTR11001
OG0005394	TCONS_00008862.p1	XENTR11004
OG0005396	TCONS_00022727.p1	XENTR03688
OG0005397	TCONS_00016854.p1	XENTR05120, XENTR05121
OG0005398	TCONS_00054881.p1	XENTR08769
OG0005400	TCONS_00042632.p1	XENTR14635
OG0005401	TCONS_00005156.p1	XENTR02575
OG0005402	TCONS_00052201.p1	XENTR03106
OG0005403	TCONS_00029726.p1	XENTR17033
OG0005406	TCONS_00040798.p1	XENTR02598
OG0005408	TCONS_00027591.p1	XENTR12460
OG0005409	TCONS_00007454.p1	XENTR07635
OG0005412	TCONS_00019488.p1	XENTR08400
OG0005413	TCONS_00020491.p1	XENTR11238
OG0005414	TCONS_00012831.p1	XENTR13840
OG0005416	TCONS_00001111.p1	XENTR04103
OG0005417	TCONS_00013482.p1	XENTR07337
OG0005418	TCONS_00051863.p1	XENTR05401
OG0005419	TCONS_00048313.p1	XENTR02578
OG0005420	TCONS_00014978.p1	XENTR14942, XENTR14789, XENTR09157
OG0005421	TCONS_00011017.p1	XENTR01449
OG0005422	TCONS_00009911.p1	XENTR13886
OG0005423	TCONS_00042610.p1	XENTR01030, XENTR14384
OG0005424	TCONS_00036174.p1	XENTR14032, XENTR14031
OG0005425	TCONS_00023419.p1	XENTR12889
OG0005426	TCONS_00048830.p1	XENTR06406, XENTR06405
OG0005427	TCONS_00054904.p1	XENTR06952
OG0005428	TCONS_00026000.p1	XENTR07917, XENTR07916
OG0005429	TCONS_00047280.p1	XENTR06396
OG0005430	TCONS_00007541.p1	XENTR05965
OG0005431	TCONS_00044868.p1	XENTR10737
OG0005432	TCONS_00005164.p1	XENTR09444
OG0005433	TCONS_00043311.p1, TCONS_00029216.p1	XENTR08308, XENTR06429
OG0005434	TCONS_00041984.p1, TCONS_00041974.p1	XENTR16403
OG0005435	TCONS_00019225.p1	XENTR04202
OG0005436	TCONS_00028208.p1	XENTR16981, XENTR12576
OG0005437	TCONS_00003880.p1	XENTR14536
OG0005438	TCONS_00044317.p1, TCONS_00015106.p1	XENTR03938
OG0005439	TCONS_00016973.p1	XENTR07633
OG0005440	TCONS_00028756.p1	XENTR08105
OG0005441	TCONS_00007260.p1	XENTR10471
OG0005442	TCONS_00003784.p1	XENTR02873
OG0005443	TCONS_00011202.p1	XENTR00196
OG0005444	TCONS_00044867.p1	XENTR14701, XENTR07462
OG0005445	TCONS_00044979.p1	XENTR11784
OG0005446	TCONS_00002283.p1	XENTR04102
OG0005447	TCONS_00035427.p1	XENTR02649
OG0005448	TCONS_00000351.p1	XENTR08841
OG0005449	TCONS_00013903.p1	XENTR13721
OG0005450	TCONS_00043254.p1	XENTR14386
OG0005451	TCONS_00046006.p1	XENTR04508
OG0005452	TCONS_00031692.p1, TCONS_00031694.p1	XENTR13237
OG0005453	TCONS_00044150.p1	XENTR04996
OG0005454	TCONS_00048707.p1	XENTR08481
OG0005455	TCONS_00056817.p1	XENTR17289
OG0005456	TCONS_00010453.p1	XENTR03025, XENTR05550
OG0005457	TCONS_00007933.p1	XENTR07274
OG0005458	TCONS_00004172.p1	XENTR05355, XENTR05354
OG0005459	TCONS_00048869.p1	XENTR06604
OG0005460	TCONS_00024862.p1, TCONS_00024844.p1	XENTR11214
OG0005461	TCONS_00057275.p1	XENTR14096
OG0005462	TCONS_00024136.p1	XENTR11426
OG0005463	TCONS_00020369.p1	XENTR11257
OG0005464	TCONS_00008361.p1	XENTR18484
OG0005465	TCONS_00011014.p1	XENTR12965
OG0005466	TCONS_00020837.p1	XENTR08557
OG0005467	TCONS_00042101.p1, TCONS_00004459.p1	XENTR07506, XENTR07507
OG0005468	TCONS_00007603.p1	XENTR04574
OG0005469	TCONS_00019786.p1	XENTR04592
OG0005470	TCONS_00053193.p1	XENTR09775
OG0005471	TCONS_00006666.p1	XENTR07127
OG0005472	TCONS_00021846.p1	XENTR06097
OG0005474	TCONS_00014044.p1	XENTR16274
OG0005475	TCONS_00047440.p1	XENTR17206
OG0005476	TCONS_00049597.p1	XENTR01349
OG0005478	TCONS_00008205.p1	XENTR02516
OG0005479	TCONS_00008945.p1	XENTR03720
OG0005480	TCONS_00023511.p1, TCONS_00023464.p1	XENTR09467
OG0005481	TCONS_00002153.p1	XENTR00678
OG0005482	TCONS_00010208.p1	XENTR11679
OG0005483	TCONS_00042471.p1	XENTR09074
OG0005484	TCONS_00042361.p1	XENTR03547
OG0005486	TCONS_00028610.p1, TCONS_00029484.p1	XENTR16007
OG0005487	TCONS_00016597.p1	XENTR05191
OG0005488	TCONS_00004875.p1	XENTR10293
OG0005489	TCONS_00000093.p2	XENTR13955
OG0005490	TCONS_00019474.p1	XENTR03389, XENTR04160
OG0005491	TCONS_00020365.p1	XENTR08326
OG0005492	TCONS_00007708.p1	XENTR00216
OG0005493	TCONS_00026820.p1	XENTR09762
OG0005494	TCONS_00026543.p1	XENTR15571
OG0005497	TCONS_00026884.p1	XENTR08854
OG0005498	TCONS_00055471.p1	XENTR12205
OG0005499	TCONS_00030823.p1	XENTR06475
OG0005500	TCONS_00050935.p1	XENTR10023
OG0005501	TCONS_00018805.p1, TCONS_00018808.p1, TCONS_00018809.p1	XENTR12208
OG0005502	TCONS_00022528.p1	XENTR09366
OG0005503	TCONS_00040005.p1, TCONS_00040021.p1, TCONS_00040027.p1	XENTR16936
OG0005504	TCONS_00014155.p1	XENTR14288
OG0005505	TCONS_00004976.p1	XENTR04897
OG0005506	TCONS_00053959.p1	XENTR04715
OG0005507	TCONS_00016323.p1	XENTR04017
OG0005508	TCONS_00033192.p1, TCONS_00033178.p1	XENTR15696
OG0005510	TCONS_00012297.p1	XENTR07392
OG0005511	TCONS_00053818.p1	XENTR00029
OG0005512	TCONS_00045124.p1, TCONS_00045123.p1	XENTR07897, XENTR05189
OG0005514	TCONS_00006472.p1	XENTR06788
OG0005516	TCONS_00016387.p1	XENTR06149
OG0005517	TCONS_00009348.p1	XENTR02145
OG0005519	TCONS_00037566.p1, TCONS_00037573.p1, TCONS_00037574.p1, TCONS_00037567.p1	XENTR10874
OG0005521	TCONS_00010065.p1	XENTR02097
OG0005522	TCONS_00053228.p1, TCONS_00015411.p1, TCONS_00016377.p1	XENTR15616, XENTR15615
OG0005523	TCONS_00054498.p1	XENTR14765, XENTR04667, XENTR04666
OG0005524	TCONS_00012295.p1	XENTR12707
OG0005526	TCONS_00003455.p1	XENTR15635
OG0005527	TCONS_00023389.p1, TCONS_00023355.p1	XENTR17011
OG0005528	TCONS_00024703.p1	XENTR11632
OG0005529	TCONS_00002011.p1	XENTR17688
OG0005530	TCONS_00013427.p1, TCONS_00013421.p1, TCONS_00013418.p1	XENTR10027
OG0005531	TCONS_00000104.p1, TCONS_00038720.p1	XENTR00728
OG0005533	TCONS_00055786.p1	XENTR13999
OG0005534	TCONS_00016641.p1	XENTR09252
OG0005535	TCONS_00005512.p1	XENTR07119
OG0005536	TCONS_00028964.p1	XENTR06991
OG0005537	TCONS_00000523.p1	XENTR15998
OG0005538	TCONS_00002924.p1	XENTR14095
OG0005539	TCONS_00046527.p1	XENTR12052
OG0005540	TCONS_00029288.p1	XENTR03383
OG0005541	TCONS_00042322.p1, TCONS_00042268.p1	XENTR12050
OG0005543	TCONS_00015790.p1, TCONS_00015789.p1	XENTR03947, XENTR14512
OG0005544	TCONS_00002599.p1, TCONS_00002598.p1	XENTR01723
OG0005546	TCONS_00013869.p1, TCONS_00013870.p1	XENTR13120, XENTR00983
OG0005547	TCONS_00030467.p1	XENTR04263
OG0005548	TCONS_00030807.p1	XENTR14816, XENTR04327
OG0005550	TCONS_00018900.p1	XENTR12418
OG0005552	TCONS_00016056.p1	XENTR15600
OG0005553	TCONS_00015682.p1	XENTR15410
OG0005554	TCONS_00057016.p1	XENTR05944
OG0005555	TCONS_00051979.p1	XENTR10803
OG0005556	TCONS_00055187.p1, TCONS_00055156.p1	XENTR14514
OG0005557	TCONS_00055437.p1, TCONS_00055436.p1, TCONS_00055428.p1	XENTR09063
OG0005558	TCONS_00010378.p1	XENTR03041, XENTR15786
OG0005559	TCONS_00000429.p1, TCONS_00000428.p1	XENTR13684
OG0005560	TCONS_00046570.p1, TCONS_00046598.p1	XENTR15812, XENTR15811
OG0005561	TCONS_00019642.p1	XENTR06582
OG0005562	TCONS_00034798.p1	XENTR02636
OG0005563	TCONS_00042835.p1	XENTR02726
OG0005564	TCONS_00016490.p1	XENTR17105, XENTR17106
OG0005565	TCONS_00003116.p1	XENTR12260
OG0005566	TCONS_00005551.p1	XENTR10299
OG0005567	TCONS_00020206.p1	XENTR13137
OG0005568	TCONS_00048320.p1	XENTR02378
OG0005569	TCONS_00024188.p1	XENTR17293
OG0005570	TCONS_00043776.p1	XENTR08831
OG0005572	TCONS_00021333.p1	XENTR07077
OG0005573	TCONS_00025374.p1	XENTR17288
OG0005574	TCONS_00029427.p1	XENTR02685
OG0005576	TCONS_00002051.p1	XENTR01506
OG0005577	TCONS_00021748.p1	XENTR17396
OG0005578	TCONS_00034484.p1	XENTR14508
OG0005579	TCONS_00018308.p1	XENTR08159, XENTR05123
OG0005580	TCONS_00037773.p1	XENTR00171
OG0005581	TCONS_00006469.p1	XENTR11345
OG0005582	TCONS_00011142.p1	XENTR10959
OG0005583	TCONS_00029116.p1	XENTR00563, XENTR00562, XENTR12120
OG0005584	TCONS_00028481.p1	XENTR08324
OG0005585	TCONS_00043859.p1	XENTR02942, XENTR03779, XENTR16544
OG0005587	TCONS_00029059.p1	XENTR09308
OG0005588	TCONS_00020036.p1	XENTR12384
OG0005589	TCONS_00020037.p1	XENTR05397
OG0005590	TCONS_00002648.p1	XENTR02733
OG0005591	TCONS_00009001.p1	XENTR00206, XENTR00205
OG0005592	TCONS_00008222.p1	XENTR06518
OG0005595	TCONS_00026634.p1	XENTR11389
OG0005596	TCONS_00005400.p1	XENTR03669
OG0005597	TCONS_00021833.p1	XENTR02744
OG0005598	TCONS_00022722.p1	XENTR10064
OG0005599	TCONS_00049658.p1	XENTR07033
OG0005600	TCONS_00047802.p1	XENTR06836
OG0005601	TCONS_00028805.p1	XENTR09305
OG0005602	TCONS_00009633.p1	XENTR09049
OG0005603	TCONS_00026295.p1	XENTR15261
OG0005604	TCONS_00025624.p1	XENTR10587
OG0005605	TCONS_00030162.p1	XENTR06732
OG0005606	TCONS_00054329.p1	XENTR02775, XENTR00301
OG0005607	TCONS_00051822.p1	XENTR03976, XENTR15771, XENTR15770
OG0005608	TCONS_00011990.p1	XENTR08987
OG0005609	TCONS_00018910.p1	XENTR05279
OG0005610	TCONS_00042132.p1	XENTR00719
OG0005611	TCONS_00013477.p1	XENTR11206, XENTR12709
OG0005612	TCONS_00009731.p1	XENTR13055, XENTR11686
OG0005613	TCONS_00011077.p1	XENTR13054
OG0005615	TCONS_00037253.p1	XENTR19050
OG0005616	TCONS_00008904.p1	XENTR04493
OG0005618	TCONS_00053377.p1	XENTR09196
OG0005619	TCONS_00050115.p1	XENTR10548
OG0005620	TCONS_00048633.p1	XENTR02818, XENTR00745
OG0005621	TCONS_00010424.p1, TCONS_00010118.p1	XENTR15318
OG0005622	TCONS_00010712.p1	XENTR09076
OG0005623	TCONS_00011578.p1	XENTR00925
OG0005624	TCONS_00048641.p1	XENTR02879
OG0005625	TCONS_00025908.p1	XENTR12463
OG0005626	TCONS_00004594.p1	XENTR04034
OG0005627	TCONS_00033778.p1	XENTR01364
OG0005628	TCONS_00019864.p1	XENTR14088
OG0005629	TCONS_00051525.p1	XENTR11616
OG0005630	TCONS_00031348.p1	XENTR11734
OG0005631	TCONS_00020260.p1	XENTR17147
OG0005632	TCONS_00010518.p1	XENTR16922
OG0005633	TCONS_00009714.p1	XENTR13094
OG0005634	TCONS_00014995.p1	XENTR10458, XENTR10457
OG0005636	TCONS_00035937.p1	XENTR09495, XENTR18731
OG0005637	TCONS_00015838.p1	XENTR01111, XENTR01112
OG0005638	TCONS_00000601.p1	XENTR10105
OG0005639	TCONS_00041657.p1	XENTR09590
OG0005640	TCONS_00010500.p1	XENTR12107
OG0005641	TCONS_00046762.p1, TCONS_00045672.p1	XENTR13957
OG0005642	TCONS_00048351.p1	XENTR07034
OG0005643	TCONS_00006374.p1	XENTR13016
OG0005644	TCONS_00006355.p1, TCONS_00006353.p1	XENTR06539
OG0005646	TCONS_00057313.p1, TCONS_00055987.p1	XENTR01093
OG0005648	TCONS_00051999.p1	XENTR10020, XENTR04396
OG0005649	TCONS_00001806.p1	XENTR14451, XENTR16243, XENTR16242
OG0005650	TCONS_00032987.p1, TCONS_00032986.p1	XENTR07095
OG0005652	TCONS_00047231.p1	XENTR02555
OG0005654	TCONS_00027004.p1	XENTR10207, XENTR09332
OG0005659	TCONS_00048154.p1	XENTR02360
OG0005661	TCONS_00051388.p1	XENTR16753, XENTR08571
OG0005664	TCONS_00003711.p1	XENTR11213
OG0005665	TCONS_00028488.p1	XENTR13236, XENTR13784
OG0005681	TCONS_00022231.p1	XENTR08432
OG0005685	TCONS_00017259.p1	XENTR05166
OG0005690	TCONS_00029826.p1	XENTR19277
OG0005691	TCONS_00048976.p1	XENTR16381, XENTR01698, XENTR15709
OG0005694	TCONS_00029769.p1	XENTR10066
OG0005695	TCONS_00022971.p1	XENTR14131
OG0005696	TCONS_00044265.p1	XENTR00927
OG0005698	TCONS_00052084.p1	XENTR10206
OG0005699	TCONS_00010203.p1	XENTR03059
OG0005701	TCONS_00013901.p1	XENTR13549
OG0005702	TCONS_00043976.p1	XENTR05785
OG0005703	TCONS_00012845.p1	XENTR16414
OG0005704	TCONS_00000181.p1	XENTR10783
OG0005707	TCONS_00028279.p1	XENTR13799
OG0005708	TCONS_00016797.p1	XENTR16853, XENTR16852, XENTR19233
OG0005709	TCONS_00011497.p2, TCONS_00011496.p1	XENTR12957
OG0005710	TCONS_00054323.p1	XENTR14786
OG0005711	TCONS_00017806.p1	XENTR04377
OG0005712	TCONS_00056552.p1	XENTR07393
OG0005713	TCONS_00037890.p1	XENTR16027
OG0005714	TCONS_00021736.p1	XENTR15409
OG0005715	TCONS_00019068.p1	XENTR13785
OG0005717	TCONS_00053558.p1	XENTR11396
OG0005718	TCONS_00030255.p1, TCONS_00030264.p1	XENTR10453
OG0005719	TCONS_00050798.p1	XENTR17722
OG0005720	TCONS_00026073.p1	XENTR08037
OG0005721	TCONS_00016855.p1	XENTR01507
OG0005722	TCONS_00012105.p1	XENTR01764
OG0005723	TCONS_00049778.p1	XENTR02798
OG0005724	TCONS_00026773.p1	XENTR08971
OG0005725	TCONS_00012647.p1	XENTR00954
OG0005726	TCONS_00007024.p1	XENTR11215, XENTR18879
OG0005727	TCONS_00004695.p1	XENTR06326
OG0005728	TCONS_00009031.p1, TCONS_00009026.p1	XENTR13816
OG0005729	TCONS_00001538.p1	XENTR17527, XENTR14626
OG0005730	TCONS_00014206.p1	XENTR16362, XENTR16363, XENTR03887
OG0005731	TCONS_00013005.p1	XENTR07331
OG0005732	TCONS_00012552.p1	XENTR01849
OG0005733	TCONS_00030943.p1	XENTR12818
OG0005734	TCONS_00050791.p1	XENTR16904
OG0005735	TCONS_00015771.p1	XENTR16094
OG0005736	TCONS_00049315.p1	XENTR15143, XENTR11911, XENTR02380
OG0005737	TCONS_00004465.p1	XENTR14241
OG0005738	TCONS_00020840.p1	XENTR03189
OG0005739	TCONS_00045494.p1	XENTR17412, XENTR02121
OG0005740	TCONS_00012359.p1	XENTR17867
OG0005741	TCONS_00055537.p1	XENTR10578
OG0005742	TCONS_00056025.p1	XENTR03320
OG0005744	TCONS_00003105.p1	XENTR14995
OG0005745	TCONS_00014197.p1	XENTR09132
OG0005746	TCONS_00041938.p1	XENTR14223
OG0005747	TCONS_00051365.p1	XENTR12914
OG0005748	TCONS_00051908.p1	XENTR03220
OG0005749	TCONS_00024069.p1	XENTR13666
OG0005750	TCONS_00041604.p1	XENTR13184
OG0005751	TCONS_00009515.p1	XENTR02420
OG0005752	TCONS_00029063.p1	XENTR08044
OG0005753	TCONS_00033994.p1, TCONS_00034033.p1	XENTR16085
OG0005755	TCONS_00019766.p1	XENTR01706
OG0005756	TCONS_00018973.p1	XENTR18511
OG0005758	TCONS_00022868.p1	XENTR03080
OG0005759	TCONS_00014313.p1	XENTR13135
OG0005761	TCONS_00006287.p1	XENTR00801
OG0005762	TCONS_00021800.p1	XENTR09892
OG0005763	TCONS_00029146.p1	XENTR00558
OG0005764	TCONS_00034956.p1	XENTR11684
OG0005765	TCONS_00027514.p1	XENTR11840
OG0005766	TCONS_00050262.p1	XENTR03092
OG0005767	TCONS_00004166.p1	XENTR02897
OG0005768	TCONS_00003570.p1	XENTR16168
OG0005769	TCONS_00014902.p1	XENTR04692
OG0005770	TCONS_00008451.p1	XENTR07769
OG0005771	TCONS_00028058.p1	XENTR17752
OG0005772	TCONS_00049666.p1	XENTR01180
OG0005773	TCONS_00009119.p1	XENTR17797, XENTR19146
OG0005774	TCONS_00055473.p1	XENTR06210
OG0005775	TCONS_00012663.p1	XENTR03909
OG0005778	TCONS_00010734.p1	XENTR14397
OG0005779	TCONS_00014341.p1	XENTR01952
OG0005781	TCONS_00002010.p1	XENTR09353
OG0005782	TCONS_00027739.p1	XENTR16752
OG0005783	TCONS_00027659.p1, TCONS_00041557.p1	XENTR18413
OG0005784	TCONS_00027675.p1	XENTR13380
OG0005785	TCONS_00014469.p1	XENTR11082
OG0005786	TCONS_00048300.p1	XENTR05969
OG0005787	TCONS_00019348.p1	XENTR19090
OG0005788	TCONS_00016729.p1	XENTR18303
OG0005789	TCONS_00019826.p1	XENTR00490
OG0005790	TCONS_00011402.p1	XENTR09099
OG0005791	TCONS_00054233.p1	XENTR08286
OG0005792	TCONS_00011438.p1	XENTR15781, XENTR15780
OG0005793	TCONS_00014942.p1	XENTR12617
OG0005794	TCONS_00057204.p1	XENTR09199
OG0005795	TCONS_00021494.p1	XENTR01918
OG0005796	TCONS_00030821.p1	XENTR01931
OG0005797	TCONS_00026070.p1	XENTR10908
OG0005798	TCONS_00047967.p1	XENTR07022
OG0005799	TCONS_00011261.p1	XENTR11641
OG0005800	TCONS_00019981.p1	XENTR01754
OG0005802	TCONS_00019410.p1	XENTR08427
OG0005803	TCONS_00012639.p1	XENTR17154
OG0005806	TCONS_00004852.p1, TCONS_00004832.p1	XENTR00795
OG0005807	TCONS_00001178.p1, TCONS_00001189.p1	XENTR12847
OG0005808	TCONS_00017297.p1	XENTR11121
OG0005811	TCONS_00009570.p1, TCONS_00009572.p1	XENTR03035
OG0005812	TCONS_00011432.p1	XENTR15789
OG0005813	TCONS_00005548.p1	XENTR00797
OG0005814	TCONS_00023708.p1, TCONS_00029396.p1	XENTR04732, XENTR04731
OG0005815	TCONS_00006289.p1	XENTR06350
OG0005816	TCONS_00004988.p1	XENTR00536
OG0005817	TCONS_00027856.p1	XENTR13699
OG0005818	TCONS_00047290.p1	XENTR10792
OG0005819	TCONS_00052890.p1	XENTR13214
OG0005820	TCONS_00008593.p1	XENTR05126
OG0005821	TCONS_00040402.p1	XENTR10629
OG0005822	TCONS_00009664.p1	XENTR08490
OG0005823	TCONS_00004827.p1, TCONS_00004846.p1	XENTR09463
OG0005824	TCONS_00028408.p1	XENTR08106
OG0005825	TCONS_00010828.p1	XENTR00609
OG0005827	TCONS_00010194.p1	XENTR01649
OG0005828	TCONS_00004739.p1	XENTR12512, XENTR12511
OG0005829	TCONS_00001313.p1	XENTR09175, XENTR09176
OG0005830	TCONS_00004282.p1	XENTR05629
OG0005831	TCONS_00014142.p1	XENTR13713
OG0005832	TCONS_00008152.p1	XENTR09883
OG0005833	TCONS_00052485.p1	XENTR12701, XENTR11982
OG0005835	TCONS_00002870.p1	XENTR13416
OG0005836	TCONS_00027693.p1	XENTR01905
OG0005837	TCONS_00052495.p1	XENTR12226
OG0005838	TCONS_00005245.p1	XENTR15966
OG0005839	TCONS_00030243.p1	XENTR06691, XENTR14220
OG0005840	TCONS_00017788.p1	XENTR11551
OG0005841	TCONS_00025900.p1	XENTR12467
OG0005842	TCONS_00045265.p1	XENTR02998
OG0005843	TCONS_00016897.p1	XENTR06586
OG0005844	TCONS_00030940.p1	XENTR14444
OG0005845	TCONS_00047948.p1	XENTR09452
OG0005846	TCONS_00011295.p1, TCONS_00011272.p1	XENTR08903
OG0005847	TCONS_00011973.p1, TCONS_00011971.p1	XENTR15396
OG0005848	TCONS_00056060.p1	XENTR01693
OG0005849	TCONS_00055775.p1	XENTR16028
OG0005850	TCONS_00056153.p1	XENTR09236
OG0005851	TCONS_00054291.p1	XENTR00048
OG0005852	TCONS_00049673.p1	XENTR02341
OG0005853	TCONS_00019388.p1, TCONS_00003487.p1	XENTR11690
OG0005854	TCONS_00008364.p1	XENTR05947
OG0005855	TCONS_00032723.p1	XENTR06940
OG0005856	TCONS_00010709.p1	XENTR09508, XENTR11365
OG0005857	TCONS_00004704.p1	XENTR09453
OG0005858	TCONS_00004694.p1	XENTR01140
OG0005859	TCONS_00055739.p1	XENTR04008
OG0005860	TCONS_00020330.p1	XENTR17203
OG0005861	TCONS_00032729.p1, TCONS_00032730.p1, TCONS_00032744.p2	XENTR00321
OG0005863	TCONS_00012415.p1	XENTR16855
OG0005864	TCONS_00027112.p1	XENTR01946
OG0005865	TCONS_00051375.p1	XENTR18360
OG0005866	TCONS_00008742.p1	XENTR14392
OG0005867	TCONS_00049651.p1	XENTR00772
OG0005869	TCONS_00007984.p1	XENTR02475
OG0005870	TCONS_00052848.p1	XENTR03986
OG0005871	TCONS_00042750.p1	XENTR03471
OG0005872	TCONS_00055123.p1	XENTR11811
OG0005875	TCONS_00021116.p1	XENTR08470
OG0005876	TCONS_00048182.p1	XENTR11129
OG0005877	TCONS_00053605.p1, TCONS_00053514.p1	XENTR09830
OG0005878	TCONS_00009700.p1	XENTR04121
OG0005879	TCONS_00008794.p1	XENTR00215
OG0005880	TCONS_00048495.p1	XENTR06014
OG0005881	TCONS_00046668.p1	XENTR07990
OG0005883	TCONS_00025770.p1	XENTR00821
OG0005884	TCONS_00011062.p1	XENTR05536
OG0005885	TCONS_00050859.p1	XENTR14479
OG0005886	TCONS_00011224.p1	XENTR11697
OG0005887	TCONS_00005654.p1	XENTR14900
OG0005888	TCONS_00014775.p1	XENTR04928
OG0005889	TCONS_00001401.p1	XENTR00662
OG0005890	TCONS_00012190.p1	XENTR17071
OG0005891	TCONS_00013910.p1	XENTR17974
OG0005892	TCONS_00008916.p1	XENTR09555
OG0005893	TCONS_00043408.p1	XENTR00920
OG0005894	TCONS_00041961.p1	XENTR00891, XENTR13041
OG0005895	TCONS_00051483.p1	XENTR04951
OG0005896	TCONS_00044645.p1	XENTR07474, XENTR09329
OG0005897	TCONS_00029761.p2	XENTR08676, XENTR08677
OG0005898	TCONS_00012301.p1	XENTR14156
OG0005899	TCONS_00016079.p1	XENTR04251
OG0005900	TCONS_00052883.p1	XENTR00304
OG0005901	TCONS_00018915.p1	XENTR00489
OG0005902	TCONS_00007045.p1	XENTR05146
OG0005903	TCONS_00022195.p1	XENTR08468
OG0005906	TCONS_00057182.p1	XENTR12698
OG0005907	TCONS_00049106.p1	XENTR00375
OG0005908	TCONS_00028405.p1	XENTR02656
OG0005909	TCONS_00028261.p1	XENTR14750
OG0005910	TCONS_00022464.p1, TCONS_00022465.p1	XENTR16642
OG0005912	TCONS_00050367.p1	XENTR03265
OG0005913	TCONS_00043367.p1	XENTR01053, XENTR04373
OG0005914	TCONS_00047617.p1	XENTR11305
OG0005915	TCONS_00006352.p1	XENTR05918, XENTR02333
OG0005916	TCONS_00002600.p1	XENTR04169
OG0005917	TCONS_00015814.p1	XENTR16822
OG0005919	TCONS_00016569.p1	XENTR00097, XENTR00096
OG0005921	TCONS_00015541.p1	XENTR00634
OG0005922	TCONS_00047865.p1	XENTR19143
OG0005923	TCONS_00022712.p1	XENTR16075
OG0005924	TCONS_00008635.p1	XENTR10424
OG0005926	TCONS_00008781.p1	XENTR04964
OG0005927	TCONS_00006894.p1, TCONS_00006882.p1	XENTR00112
OG0005928	TCONS_00052702.p1	XENTR10650
OG0005929	TCONS_00053878.p1	XENTR12228
OG0005930	TCONS_00029628.p1, TCONS_00029627.p1, TCONS_00029624.p1, TCONS_00029625.p1	XENTR14085
OG0005931	TCONS_00049675.p1	XENTR01406
OG0005932	TCONS_00049813.p1	XENTR00959
OG0005933	TCONS_00057220.p1, TCONS_00056057.p1	XENTR12800
OG0005936	TCONS_00037478.p1	XENTR08342
OG0005937	TCONS_00047624.p1	XENTR01329
OG0005938	TCONS_00054105.p1	XENTR11016
OG0005939	TCONS_00024470.p1	XENTR08339
OG0005940	TCONS_00054966.p1	XENTR13085
OG0005941	TCONS_00011653.p1	XENTR16921
OG0005942	TCONS_00004629.p1	XENTR04947
OG0005943	TCONS_00012688.p1	XENTR05606
OG0005944	TCONS_00011482.p1	XENTR16564, XENTR16566, XENTR16565
OG0005945	TCONS_00011636.p1	XENTR12111
OG0005946	TCONS_00047732.p1	XENTR06821
OG0005947	TCONS_00022503.p1	XENTR09350
OG0005948	TCONS_00027336.p1	XENTR17664
OG0005949	TCONS_00006019.p1	XENTR12509
OG0005950	TCONS_00046684.p1	XENTR08032
OG0005951	TCONS_00054695.p1, TCONS_00054619.p1	XENTR05040
OG0005953	TCONS_00029729.p1	XENTR07440, XENTR07441, XENTR05811
OG0005954	TCONS_00006383.p1	XENTR00461
OG0005955	TCONS_00027126.p1	XENTR02212
OG0005956	TCONS_00015187.p1	XENTR09665
OG0005957	TCONS_00029557.p1, TCONS_00029215.p1	XENTR18017
OG0005959	TCONS_00029440.p1	XENTR18932
OG0005960	TCONS_00027043.p1	XENTR04253, XENTR04254
OG0005961	TCONS_00048515.p1	XENTR07970
OG0005963	TCONS_00007743.p1	XENTR04988
