TCONS_00019737	OFUSG13305.1.p1
TCONS_00046619	OFUSG23492.1.p1
TCONS_00029710	OFUSG09260.1.p1
TCONS_00000395	OFUSG00906.1.p1
TCONS_00026983	OFUSG18905.1.p1
TCONS_00013825	OFUSG10595.1.p1
TCONS_00005329	OFUSG22628.1.p1
TCONS_00049703	OFUSG06908.1.p1
TCONS_00008075	OFUSG20726.1.p1
TCONS_00006509	OFUSG24084.1.p1
TCONS_00005625	OFUSG22248.1.p1
TCONS_00030567	OFUSG10676.1.p1
TCONS_00049811	OFUSG18764.1.p1
TCONS_00016130	OFUSG08278.1.p1
TCONS_00029425	OFUSG19669.1.p1
TCONS_00006087	OFUSG15335.1.p1
TCONS_00001243	OFUSG00045.1.p1
TCONS_00009514	OFUSG21698.1.p1
TCONS_00015406	OFUSG07112.1.p1
TCONS_00018565	OFUSG17078.1.p1
TCONS_00026984	OFUSG05675.1.p1
TCONS_00037548	OFUSG06331.1.p1
TCONS_00023003	OFUSG09939.1.p1
TCONS_00043918	OFUSG02086.1.p1
TCONS_00050642	OFUSG26432.1.p1
TCONS_00002996	OFUSG04578.1.p1
TCONS_00021203	OFUSG03441.1.p1
TCONS_00028245	OFUSG08759.1.p1
TCONS_00021339	OFUSG24613.1.p1
TCONS_00051362	OFUSG12731.1.p1
TCONS_00052228	OFUSG23671.1.p1
TCONS_00030553	OFUSG10052.1.p1
TCONS_00043850	OFUSG03012.1.p1
TCONS_00003511	OFUSG08839.1.p1
TCONS_00005259	OFUSG15340.1.p1
TCONS_00004132	OFUSG04490.1.p1
TCONS_00009159	OFUSG04999.1.p1
TCONS_00048583	OFUSG06611.1.p1
TCONS_00016060	OFUSG08254.1.p1
TCONS_00027854	OFUSG09021.1.p1
TCONS_00009686	OFUSG12169.1.p1
TCONS_00027915	OFUSG09804.1.p1
TCONS_00045964	OFUSG17294.1.p1
TCONS_00045395	OFUSG20951.1.p1
TCONS_00002146	OFUSG01151.1.p1
TCONS_00020700	OFUSG05169.1.p1
TCONS_00045387	OFUSG12938.1.p1
TCONS_00020357	OFUSG04633.1.p1
TCONS_00032273	OFUSG13331.1.p1
TCONS_00003686	OFUSG16187.1.p1
TCONS_00030797	OFUSG18031.1.p1
TCONS_00032274	OFUSG21299.1.p1
TCONS_00047691	OFUSG06309.1.p1
TCONS_00029645	OFUSG20064.1.p1
TCONS_00053763	OFUSG17201.1.p1
TCONS_00044948	OFUSG13006.1.p1
TCONS_00014351	OFUSG10902.1.p1
TCONS_00013395	OFUSG10012.1.p1
TCONS_00002929	OFUSG16158.1.p1
TCONS_00055967	OFUSG02343.1.p1
TCONS_00056120	OFUSG16450.1.p1
TCONS_00017789	OFUSG13359.1.p1
TCONS_00009725	OFUSG11924.1.p1
TCONS_00007072	OFUSG20469.1.p1
TCONS_00033332	OFUSG04005.1.p1
TCONS_00008641	OFUSG20794.1.p1
TCONS_00057206	OFUSG03946.1.p1
TCONS_00050596	OFUSG13593.1.p1
TCONS_00056117	OFUSG04570.1.p1
TCONS_00010756	OFUSG11565.1.p1
TCONS_00041854	OFUSG02029.1.p1
TCONS_00026517	OFUSG05600.1.p1
TCONS_00048357	OFUSG06103.1.p1
TCONS_00019312	OFUSG16805.1.p1
TCONS_00047294	OFUSG05739.1.p1
TCONS_00012511	OFUSG20990.1.p1
TCONS_00026609	OFUSG06501.1.p1
TCONS_00012360	OFUSG10293.1.p1
TCONS_00045362	OFUSG23496.1.p1
TCONS_00035988	OFUSG00686.1.p1
TCONS_00046090	OFUSG13029.1.p1
TCONS_00055975	OFUSG16726.1.p1
TCONS_00056987	OFUSG07911.1.p1
TCONS_00000585	OFUSG01108.1.p1
TCONS_00012419	OFUSG10374.1.p1
TCONS_00045793	OFUSG13204.1.p1
TCONS_00051128	OFUSG23674.1.p1
TCONS_00050423	OFUSG23366.1.p1
TCONS_00003037	OFUSG16508.1.p1
TCONS_00028257	OFUSG08809.1.p1
TCONS_00054919	OFUSG17956.1.p1
TCONS_00009979	OFUSG25364.1.p1
TCONS_00015463	OFUSG08157.1.p1
TCONS_00052910	OFUSG23512.1.p1
TCONS_00016021	OFUSG08100.1.p1
TCONS_00027342	OFUSG06924.1.p1
TCONS_00011687	OFUSG12284.1.p1
TCONS_00052651	OFUSG23436.1.p1
TCONS_00015817	OFUSG07747.1.p1
TCONS_00002113	OFUSG07143.1.p1
TCONS_00056575	OFUSG07991.1.p1
TCONS_00016153	OFUSG09928.1.p1
TCONS_00055464	OFUSG15848.1.p1
TCONS_00024141	OFUSG07576.1.p1
TCONS_00034776	OFUSG12262.1.p1
TCONS_00000185	OFUSG01059.1.p1
TCONS_00055721	OFUSG03863.1.p1
TCONS_00046166	OFUSG12626.1.p1
TCONS_00049131	OFUSG18694.1.p1
TCONS_00057226	OFUSG17066.1.p1
TCONS_00012646	OFUSG10261.1.p1
TCONS_00009191	OFUSG22980.1.p1
TCONS_00038650	OFUSG17693.1.p1
TCONS_00050120	OFUSG12849.1.p1
TCONS_00046050	OFUSG13414.1.p1
TCONS_00008637	OFUSG20297.1.p1
TCONS_00043123	OFUSG20677.1.p1
TCONS_00014140	OFUSG11060.1.p1
TCONS_00013177	OFUSG09985.1.p1
TCONS_00008804	OFUSG04954.1.p1
TCONS_00049781	OFUSG06423.1.p1
TCONS_00016653	OFUSG25667.1.p1
TCONS_00038389	OFUSG22004.1.p1
TCONS_00015861	OFUSG06983.1.p1
TCONS_00014048	OFUSG10861.1.p1
TCONS_00012280	OFUSG10356.1.p1
TCONS_00017543	OFUSG17077.1.p1
TCONS_00030928	OFUSG10992.1.p1
TCONS_00043382	OFUSG03655.1.p1
TCONS_00050555	OFUSG21387.1.p1
TCONS_00043595	OFUSG03705.1.p1
TCONS_00041848	OFUSG03060.1.p1
TCONS_00041849	OFUSG00481.1.p1
TCONS_00029649	OFUSG08762.1.p1
TCONS_00048803	OFUSG19123.1.p1
TCONS_00017834	OFUSG23560.1.p1
TCONS_00027692	OFUSG06668.1.p1
TCONS_00006654	OFUSG22650.1.p1
TCONS_00015781	OFUSG05118.1.p1
TCONS_00041768	OFUSG07448.1.p1
TCONS_00047965	OFUSG06066.1.p1
TCONS_00008744	OFUSG05404.1.p1
TCONS_00018072	OFUSG13762.1.p1
TCONS_00043960	OFUSG03236.1.p1
TCONS_00042726	OFUSG02211.1.p1
TCONS_00015241	OFUSG14221.1.p1
TCONS_00056576	OFUSG26167.1.p1
TCONS_00015618	OFUSG25707.1.p1
TCONS_00049454	OFUSG06914.1.p1
TCONS_00028970	OFUSG19682.1.p1
TCONS_00004661	OFUSG11473.1.p1
TCONS_00027628	OFUSG06704.1.p1
TCONS_00055246	OFUSG24334.1.p1
TCONS_00001462	OFUSG08415.1.p1
TCONS_00014970	OFUSG07600.1.p1
TCONS_00000960	OFUSG01254.1.p1
TCONS_00032794	OFUSG13241.1.p1
TCONS_00029018	OFUSG09820.1.p1
TCONS_00018586	OFUSG13289.1.p1
TCONS_00013066	OFUSG18199.1.p1
TCONS_00013404	OFUSG18520.1.p1
TCONS_00011927	OFUSG11682.1.p1
TCONS_00017915	OFUSG18306.1.p1
TCONS_00003958	OFUSG03969.1.p1
TCONS_00026709	OFUSG06768.1.p1
TCONS_00050625	OFUSG26425.1.p1
TCONS_00014972	OFUSG25488.1.p1
TCONS_00055343	OFUSG04233.1.p1
TCONS_00021067	OFUSG14206.1.p1
TCONS_00006031	OFUSG00219.1.p1
TCONS_00052093	OFUSG12835.1.p1
TCONS_00029673	OFUSG08683.1.p1
TCONS_00053735	OFUSG23627.1.p1
TCONS_00049628	OFUSG19403.1.p1
TCONS_00028211	OFUSG20056.1.p1
TCONS_00020852	OFUSG24988.1.p1
TCONS_00027470	OFUSG06274.1.p1
TCONS_00019247	OFUSG16361.1.p1
TCONS_00046675	OFUSG23663.1.p1
TCONS_00003927	OFUSG04059.1.p1
TCONS_00030695	OFUSG17832.1.p1
TCONS_00052636	OFUSG00031.1.p1
TCONS_00055503	OFUSG25556.1.p1
TCONS_00048438	OFUSG05645.1.p1
TCONS_00011425	OFUSG11743.1.p1
TCONS_00014845	OFUSG07444.1.p1
TCONS_00050998	OFUSG17722.1.p1
TCONS_00021035	OFUSG14490.1.p1
TCONS_00042081	OFUSG03698.1.p1
TCONS_00010847	OFUSG11237.1.p1
TCONS_00027055	OFUSG19115.1.p1
TCONS_00033299	OFUSG15953.1.p1
TCONS_00036248	OFUSG00192.1.p1
TCONS_00029119	OFUSG09780.1.p1
TCONS_00007988	OFUSG05066.1.p1
TCONS_00001878	OFUSG00367.1.p1
TCONS_00016777	OFUSG12915.1.p1
TCONS_00009015	OFUSG22772.1.p1
TCONS_00021210	OFUSG24695.1.p1
TCONS_00008484	OFUSG20296.1.p1
TCONS_00030934	OFUSG18006.1.p1
TCONS_00005197	OFUSG14973.1.p1
TCONS_00000854	OFUSG00473.1.p1
TCONS_00006760	OFUSG24115.1.p1
TCONS_00036253	OFUSG01262.1.p1
TCONS_00012638	OFUSG10879.1.p1
TCONS_00024837	OFUSG23661.1.p1
TCONS_00054921	OFUSG26009.1.p1
TCONS_00008292	OFUSG05427.1.p1
TCONS_00026626	OFUSG06517.1.p1
TCONS_00000187	OFUSG01428.1.p1
TCONS_00053724	OFUSG23620.1.p1
TCONS_00048587	OFUSG06614.1.p1
TCONS_00002163	OFUSG01619.1.p1
TCONS_00029066	OFUSG25022.1.p1
TCONS_00027376	OFUSG05456.1.p1
TCONS_00027772	OFUSG06825.1.p1
TCONS_00026177	OFUSG19164.1.p1
TCONS_00036172	OFUSG01552.1.p1
TCONS_00036173	OFUSG00160.1.p1
TCONS_00045854	OFUSG21108.1.p1
TCONS_00044096	OFUSG02744.1.p1
TCONS_00014849	OFUSG08034.1.p1
TCONS_00037977	OFUSG01617.1.p1
TCONS_00018472	OFUSG13571.1.p1
TCONS_00043323	OFUSG02999.1.p1
TCONS_00017762	OFUSG19570.1.p1
TCONS_00011049	OFUSG11226.1.p1
TCONS_00006276	OFUSG14929.1.p1
TCONS_00040867	OFUSG09521.1.p1
TCONS_00009676	OFUSG11220.1.p1
TCONS_00038159	OFUSG00134.1.p1
TCONS_00027636	OFUSG05977.1.p1
TCONS_00010889	OFUSG22075.1.p1
TCONS_00002973	OFUSG16319.1.p1
TCONS_00012148	OFUSG26830.1.p1
TCONS_00054890	OFUSG25436.1.p1
TCONS_00054345	OFUSG13400.1.p1
TCONS_00030825	OFUSG18112.1.p1
TCONS_00027244	OFUSG05810.1.p1
TCONS_00018248	OFUSG16971.1.p1
TCONS_00047337	OFUSG05700.1.p1
TCONS_00054891	OFUSG09938.1.p1
TCONS_00005125	OFUSG22331.1.p1
TCONS_00024143	OFUSG25454.1.p1
TCONS_00006438	OFUSG15028.1.p1
TCONS_00009288	OFUSG20348.1.p1
TCONS_00002583	OFUSG24239.1.p1
TCONS_00026270	OFUSG11341.1.p1
TCONS_00054882	OFUSG16592.1.p1
TCONS_00011023	OFUSG21709.1.p1
TCONS_00021570	OFUSG24694.1.p1
TCONS_00011608	OFUSG12090.1.p1
TCONS_00009453	OFUSG04760.1.p1
TCONS_00000983	OFUSG01682.1.p1
TCONS_00021437	OFUSG23417.1.p1
TCONS_00000136	OFUSG01899.1.p1
TCONS_00032659	OFUSG01900.1.p1
TCONS_00010859	OFUSG11618.1.p1
TCONS_00056008	OFUSG09669.1.p1
TCONS_00000189	OFUSG01859.1.p1
TCONS_00018088	OFUSG00446.1.p1
TCONS_00049198	OFUSG06348.1.p1
TCONS_00014227	OFUSG18610.1.p1
TCONS_00027634	OFUSG19554.1.p1
TCONS_00031884	OFUSG26463.1.p1
TCONS_00029652	OFUSG09713.1.p1
TCONS_00011874	OFUSG25074.1.p1
TCONS_00036725	OFUSG00824.1.p1
TCONS_00011709	OFUSG25150.1.p1
TCONS_00056984	OFUSG16459.1.p1
TCONS_00051172	OFUSG16929.1.p1
TCONS_00015438	OFUSG07959.1.p1
TCONS_00022596	OFUSG11070.1.p1
TCONS_00001314	OFUSG00723.1.p1
TCONS_00033132	OFUSG24301.1.p1
TCONS_00026262	OFUSG10593.1.p1
TCONS_00015780	OFUSG25471.1.p1
TCONS_00056622	OFUSG16756.1.p1
TCONS_00037125	OFUSG00778.1.p1
TCONS_00046185	OFUSG13092.1.p1
TCONS_00026775	OFUSG06016.1.p1
TCONS_00043865	OFUSG02739.1.p1
TCONS_00057069	OFUSG04397.1.p1
TCONS_00021321	OFUSG14219.1.p1
TCONS_00017035	OFUSG16877.1.p1
TCONS_00003483	OFUSG12099.1.p1
TCONS_00046143	OFUSG13172.1.p1
TCONS_00022909	OFUSG24648.1.p1
TCONS_00054049	OFUSG13315.1.p1
TCONS_00003003	OFUSG16668.1.p1
TCONS_00053676	OFUSG17304.1.p1
TCONS_00056687	OFUSG16191.1.p1
TCONS_00015342	OFUSG07270.1.p1
TCONS_00015008	OFUSG25572.1.p1
TCONS_00053174	OFUSG21100.1.p1
TCONS_00014574	OFUSG10944.1.p1
TCONS_00027001	OFUSG19005.1.p1
TCONS_00029688	OFUSG24702.1.p1
TCONS_00051399	OFUSG26433.1.p1
TCONS_00034163	OFUSG08891.1.p1
TCONS_00046120	OFUSG13311.1.p1
TCONS_00048317	OFUSG18704.1.p1
TCONS_00010503	OFUSG21821.1.p1
TCONS_00052002	OFUSG12847.1.p1
TCONS_00040373	OFUSG09323.1.p1
TCONS_00007586	OFUSG20234.1.p1
TCONS_00052021	OFUSG13719.1.p1
TCONS_00045725	OFUSG17737.1.p1
TCONS_00014192	OFUSG04663.1.p1
TCONS_00035236	OFUSG19824.1.p1
TCONS_00010534	OFUSG11678.1.p1
TCONS_00047441	OFUSG05877.1.p1
TCONS_00056956	OFUSG08210.1.p1
TCONS_00008475	OFUSG20258.1.p1
TCONS_00022682	OFUSG14516.1.p1
TCONS_00027849	OFUSG06800.1.p1
TCONS_00012853	OFUSG18236.1.p1
TCONS_00054339	OFUSG26327.1.p1
TCONS_00021890	OFUSG00701.1.p1
TCONS_00047653	OFUSG19191.1.p1
TCONS_00056033	OFUSG24310.1.p1
TCONS_00011650	OFUSG25041.1.p1
TCONS_00021572	OFUSG24993.1.p1
TCONS_00056906	OFUSG04655.1.p1
TCONS_00030135	OFUSG10672.1.p1
TCONS_00047632	OFUSG05939.1.p1
TCONS_00004246	OFUSG04504.1.p1
TCONS_00052968	OFUSG23353.1.p1
TCONS_00030925	OFUSG17859.1.p1
TCONS_00027695	OFUSG05575.1.p1
TCONS_00003611	OFUSG11703.1.p1
TCONS_00006436	OFUSG15102.1.p1
TCONS_00014455	OFUSG10640.1.p1
TCONS_00023955	OFUSG08006.1.p1
TCONS_00054534	OFUSG17098.1.p1
TCONS_00042674	OFUSG02603.1.p1
TCONS_00049594	OFUSG19368.1.p1
TCONS_00055453	OFUSG16755.1.p1
TCONS_00042164	OFUSG03257.1.p1
TCONS_00016676	OFUSG25418.1.p1
TCONS_00010700	OFUSG11737.1.p1
TCONS_00007370	OFUSG20862.1.p1
TCONS_00012181	OFUSG25107.1.p1
TCONS_00006565	OFUSG24213.1.p1
TCONS_00013159	OFUSG09999.1.p1
TCONS_00018221	OFUSG13516.1.p1
TCONS_00006088	OFUSG15336.1.p1
TCONS_00008492	OFUSG23107.1.p1
TCONS_00005905	OFUSG21692.1.p1
TCONS_00003548	OFUSG04405.1.p1
TCONS_00055877	OFUSG15931.1.p1
TCONS_00050548	OFUSG13655.1.p1
TCONS_00018265	OFUSG23701.1.p1
TCONS_00030138	OFUSG18108.1.p1
TCONS_00034979	OFUSG08871.1.p1
TCONS_00028285	OFUSG09197.1.p1
TCONS_00026176	OFUSG19109.1.p1
TCONS_00051973	OFUSG23247.1.p1
TCONS_00051720	OFUSG13238.1.p1
TCONS_00013753	OFUSG17809.1.p1
TCONS_00011164	OFUSG12590.1.p1
TCONS_00043031	OFUSG02738.1.p1
TCONS_00021571	OFUSG14483.1.p1
TCONS_00028156	OFUSG19649.1.p1
TCONS_00049222	OFUSG23262.1.p1
TCONS_00038726	OFUSG26279.1.p1
TCONS_00039976	OFUSG08927.1.p1
TCONS_00051504	OFUSG13174.1.p1
TCONS_00042977	OFUSG02524.1.p1
TCONS_00011396	OFUSG12266.1.p1
TCONS_00015519	OFUSG22911.1.p1
TCONS_00014324	OFUSG24821.1.p1
TCONS_00031008	OFUSG10303.1.p1
TCONS_00050637	OFUSG21308.1.p1
TCONS_00006703	OFUSG22307.1.p1
TCONS_00033470	OFUSG03080.1.p1
TCONS_00029720	OFUSG20013.1.p1
TCONS_00019536	OFUSG04270.1.p1
TCONS_00008123	OFUSG20642.1.p1
TCONS_00010239	OFUSG12557.1.p1
TCONS_00030324	OFUSG10442.1.p1
TCONS_00016664	OFUSG22437.1.p1
TCONS_00038037	OFUSG00346.1.p1
TCONS_00007056	OFUSG20277.1.p1
TCONS_00026954	OFUSG06518.1.p1
TCONS_00028204	OFUSG09567.1.p1
TCONS_00049721	OFUSG19458.1.p1
TCONS_00029044	OFUSG19656.1.p1
TCONS_00007037	OFUSG12672.1.p1
TCONS_00000888	OFUSG00740.1.p1
TCONS_00029791	OFUSG19618.1.p1
TCONS_00018461	OFUSG23553.1.p1
TCONS_00041873	OFUSG02236.1.p1
TCONS_00026190	OFUSG19166.1.p1
TCONS_00055502	OFUSG08115.1.p1
TCONS_00003481	OFUSG12510.1.p1
TCONS_00008678	OFUSG20422.1.p1
TCONS_00003534	OFUSG11291.1.p1
TCONS_00053583	OFUSG12754.1.p1
TCONS_00042080	OFUSG09630.1.p1
TCONS_00042365	OFUSG03171.1.p1
TCONS_00049637	OFUSG06251.1.p1
TCONS_00006202	OFUSG15532.1.p1
TCONS_00005132	OFUSG14824.1.p1
TCONS_00021470	OFUSG14746.1.p1
TCONS_00027443	OFUSG19501.1.p1
TCONS_00050049	OFUSG21306.1.p1
TCONS_00013730	OFUSG10009.1.p1
TCONS_00000991	OFUSG00660.1.p1
TCONS_00050069	OFUSG10951.1.p1
TCONS_00020243	OFUSG24234.1.p1
TCONS_00007473	OFUSG20320.1.p1
TCONS_00036594	OFUSG07970.1.p1
TCONS_00027429	OFUSG19262.1.p1
TCONS_00056268	OFUSG25561.1.p1
TCONS_00006086	OFUSG15608.1.p1
TCONS_00013963	OFUSG10081.1.p1
TCONS_00037979	OFUSG01252.1.p1
TCONS_00046365	OFUSG21097.1.p1
TCONS_00001109	OFUSG01104.1.p1
TCONS_00031356	OFUSG18623.1.p1
TCONS_00018012	OFUSG21216.1.p1
TCONS_00009918	OFUSG12334.1.p1
TCONS_00035313	OFUSG09843.1.p1
TCONS_00053191	OFUSG12737.1.p1
TCONS_00043984	OFUSG03846.1.p1
TCONS_00027011	OFUSG19298.1.p1
TCONS_00043688	OFUSG03491.1.p1
TCONS_00013791	OFUSG11142.1.p1
TCONS_00042945	OFUSG03471.1.p1
TCONS_00027115	OFUSG18774.1.p1
TCONS_00019121	OFUSG12551.1.p1
TCONS_00006658	OFUSG15122.1.p1
TCONS_00021863	OFUSG01419.1.p1
TCONS_00048999	OFUSG06694.1.p1
TCONS_00002092	OFUSG00516.1.p1
TCONS_00050845	OFUSG12778.1.p1
TCONS_00041077	OFUSG09569.1.p1
TCONS_00017323	OFUSG13727.1.p1
TCONS_00015524	OFUSG07938.1.p1
TCONS_00048643	OFUSG19521.1.p1
TCONS_00004058	OFUSG16040.1.p1
TCONS_00027451	OFUSG26828.1.p1
TCONS_00030407	OFUSG00806.1.p1
TCONS_00009654	OFUSG12581.1.p1
TCONS_00010541	OFUSG11817.1.p1
TCONS_00015256	OFUSG07493.1.p1
TCONS_00015110	OFUSG08176.1.p1
TCONS_00021476	OFUSG09597.1.p1
TCONS_00054481	OFUSG17293.1.p1
TCONS_00053379	OFUSG21375.1.p1
TCONS_00005113	OFUSG23996.1.p1
TCONS_00006571	OFUSG15296.1.p1
TCONS_00056907	OFUSG04513.1.p1
TCONS_00004662	OFUSG15382.1.p1
TCONS_00025463	OFUSG08124.1.p1
TCONS_00025855	OFUSG07867.1.p1
TCONS_00028923	OFUSG20032.1.p1
TCONS_00028412	OFUSG21856.1.p1
TCONS_00011730	OFUSG11903.1.p1
TCONS_00010468	OFUSG12014.1.p1
TCONS_00016022	OFUSG25604.1.p1
TCONS_00006567	OFUSG04530.1.p1
TCONS_00046496	OFUSG15853.1.p1
TCONS_00053363	OFUSG17299.1.p1
TCONS_00016442	OFUSG26694.1.p1
TCONS_00030455	OFUSG18030.1.p1
TCONS_00030935	OFUSG17805.1.p1
TCONS_00026831	OFUSG19024.1.p1
TCONS_00048660	OFUSG06695.1.p1
TCONS_00050867	OFUSG21440.1.p1
TCONS_00009273	OFUSG20729.1.p1
TCONS_00017572	OFUSG13116.1.p1
TCONS_00019458	OFUSG17102.1.p1
TCONS_00020817	OFUSG16597.1.p1
TCONS_00041072	OFUSG13040.1.p1
TCONS_00012993	OFUSG10510.1.p1
TCONS_00011020	OFUSG11750.1.p1
TCONS_00021244	OFUSG24615.1.p1
TCONS_00047261	OFUSG19201.1.p1
TCONS_00047265	OFUSG19215.1.p1
TCONS_00017404	OFUSG17204.1.p1
TCONS_00053504	OFUSG21036.1.p1
TCONS_00027069	OFUSG06760.1.p1
TCONS_00052037	OFUSG10004.1.p1
TCONS_00049547	OFUSG09765.1.p1
TCONS_00028201	OFUSG08631.1.p1
TCONS_00046506	OFUSG12675.1.p1
TCONS_00048574	OFUSG18745.1.p1
TCONS_00004067	OFUSG04544.1.p1
TCONS_00009724	OFUSG14933.1.p1
TCONS_00003631	OFUSG15902.1.p1
TCONS_00007665	OFUSG20337.1.p1
TCONS_00019820	OFUSG20676.1.p1
TCONS_00007375	OFUSG04747.1.p1
TCONS_00016625	OFUSG07105.1.p1
TCONS_00022714	OFUSG14517.1.p1
TCONS_00046667	OFUSG21289.1.p1
TCONS_00006668	OFUSG24126.1.p1
TCONS_00006107	OFUSG15364.1.p1
TCONS_00026713	OFUSG19542.1.p1
TCONS_00025975	OFUSG06716.1.p1
TCONS_00013966	OFUSG10497.1.p1
TCONS_00043597	OFUSG03473.1.p1
TCONS_00029444	OFUSG09375.1.p1
TCONS_00008588	OFUSG05226.1.p1
TCONS_00028182	OFUSG09639.1.p1
TCONS_00020035	OFUSG17696.1.p1
TCONS_00051027	OFUSG23258.1.p1
TCONS_00020381	OFUSG20259.1.p1
TCONS_00043037	OFUSG03509.1.p1
TCONS_00028260	OFUSG08603.1.p1
TCONS_00047757	OFUSG19255.1.p1
TCONS_00036947	OFUSG01069.1.p1
TCONS_00009272	OFUSG26923.1.p1
TCONS_00000774	OFUSG00611.1.p1
TCONS_00012910	OFUSG10248.1.p1
TCONS_00015235	OFUSG08418.1.p1
TCONS_00016709	OFUSG07230.1.p1
TCONS_00007014	OFUSG20779.1.p1
TCONS_00046162	OFUSG17190.1.p1
TCONS_00000515	OFUSG00301.1.p1
TCONS_00043304	OFUSG03545.1.p1
TCONS_00003157	OFUSG24304.1.p1
TCONS_00013852	OFUSG10629.1.p1
TCONS_00028129	OFUSG09055.1.p1
TCONS_00024187	OFUSG08408.1.p1
TCONS_00015343	OFUSG04151.1.p1
TCONS_00043121	OFUSG02328.1.p1
TCONS_00017401	OFUSG08755.1.p1
TCONS_00018643	OFUSG26259.1.p1
TCONS_00026135	OFUSG06070.1.p1
TCONS_00005617	OFUSG22450.1.p1
TCONS_00016457	OFUSG26235.1.p1
TCONS_00022496	OFUSG14215.1.p1
TCONS_00055820	OFUSG07989.1.p1
TCONS_00045489	OFUSG26371.1.p1
TCONS_00029039	OFUSG09566.1.p1
TCONS_00014763	OFUSG21962.1.p1
TCONS_00014769	OFUSG25412.1.p1
TCONS_00012308	OFUSG00322.1.p1
TCONS_00017013	OFUSG13290.1.p1
TCONS_00042552	OFUSG03014.1.p1
TCONS_00013260	OFUSG17819.1.p1
TCONS_00018934	OFUSG16086.1.p1
TCONS_00042584	OFUSG03583.1.p1
TCONS_00009599	OFUSG11409.1.p1
TCONS_00015460	OFUSG19069.1.p1
TCONS_00009730	OFUSG25281.1.p1
TCONS_00011785	OFUSG12073.1.p1
TCONS_00020247	OFUSG17197.1.p1
TCONS_00048345	OFUSG05691.1.p1
TCONS_00015879	OFUSG26604.1.p1
TCONS_00049128	OFUSG06133.1.p1
TCONS_00016063	OFUSG08416.1.p1
TCONS_00009333	OFUSG20338.1.p1
TCONS_00055840	OFUSG04722.1.p1
TCONS_00050923	OFUSG26445.1.p1
TCONS_00014585	OFUSG09948.1.p1
TCONS_00022169	OFUSG24827.1.p1
TCONS_00037672	OFUSG01035.1.p1
TCONS_00011681	OFUSG11372.1.p1
TCONS_00004488	OFUSG25212.1.p1
TCONS_00046163	OFUSG17189.1.p1
TCONS_00017890	OFUSG13070.1.p1
TCONS_00010929	OFUSG11671.1.p1
TCONS_00004500	OFUSG21943.1.p1
TCONS_00041779	OFUSG20446.1.p1
TCONS_00005131	OFUSG14867.1.p1
TCONS_00038016	OFUSG01611.1.p1
TCONS_00027608	OFUSG06493.1.p1
TCONS_00008589	OFUSG05229.1.p1
TCONS_00015174	OFUSG08031.1.p1
TCONS_00048911	OFUSG19362.1.p1
TCONS_00053389	OFUSG21277.1.p1
TCONS_00044907	OFUSG12908.1.p1
TCONS_00001238	OFUSG16312.1.p1
TCONS_00007144	OFUSG20357.1.p1
TCONS_00043848	OFUSG02164.1.p1
TCONS_00004944	OFUSG22313.1.p1
TCONS_00006431	OFUSG24193.1.p1
TCONS_00052896	OFUSG21433.1.p1
TCONS_00027131	OFUSG04892.1.p1
TCONS_00036874	OFUSG00833.1.p1
TCONS_00055757	OFUSG07539.1.p1
TCONS_00020749	OFUSG26506.1.p1
TCONS_00016332	OFUSG14651.1.p1
TCONS_00016522	OFUSG25669.1.p1
TCONS_00012527	OFUSG18345.1.p1
TCONS_00013912	OFUSG18121.1.p1
TCONS_00005134	OFUSG22100.1.p1
TCONS_00009920	OFUSG11818.1.p1
TCONS_00029447	OFUSG09759.1.p1
TCONS_00052705	OFUSG13143.1.p1
TCONS_00002936	OFUSG03912.1.p1
TCONS_00008640	OFUSG20269.1.p1
TCONS_00005218	OFUSG15027.1.p1
TCONS_00008495	OFUSG20569.1.p1
TCONS_00020659	OFUSG17226.1.p1
TCONS_00014993	OFUSG14690.1.p1
TCONS_00019026	OFUSG12694.1.p1
TCONS_00051133	OFUSG13692.1.p1
TCONS_00050813	OFUSG13542.1.p1
TCONS_00034976	OFUSG19569.1.p1
TCONS_00016339	OFUSG25724.1.p1
TCONS_00015486	OFUSG08286.1.p1
TCONS_00022104	OFUSG14661.1.p1
TCONS_00028492	OFUSG08555.1.p1
TCONS_00029834	OFUSG25016.1.p1
TCONS_00005889	OFUSG22259.1.p1
TCONS_00006130	OFUSG18552.1.p1
TCONS_00022442	OFUSG14432.1.p1
TCONS_00055330	OFUSG07791.1.p1
TCONS_00021484	OFUSG13180.1.p1
TCONS_00022494	OFUSG20946.1.p1
TCONS_00000361	OFUSG00440.1.p1
TCONS_00028310	OFUSG08935.1.p1
TCONS_00010042	OFUSG12267.1.p1
TCONS_00005907	OFUSG15708.1.p1
TCONS_00020847	OFUSG14191.1.p1
TCONS_00055986	OFUSG03945.1.p1
TCONS_00011403	OFUSG05624.1.p1
TCONS_00039826	OFUSG09155.1.p1
TCONS_00003641	OFUSG16156.1.p1
TCONS_00008720	OFUSG20622.1.p1
TCONS_00055334	OFUSG04159.1.p1
TCONS_00054555	OFUSG21156.1.p1
TCONS_00011689	OFUSG11726.1.p1
TCONS_00015474	OFUSG08156.1.p1
TCONS_00004597	OFUSG24186.1.p1
TCONS_00005143	OFUSG15267.1.p1
TCONS_00010745	OFUSG25029.1.p1
TCONS_00006441	OFUSG15144.1.p1
TCONS_00057309	OFUSG10432.1.p1
TCONS_00048164	OFUSG18909.1.p1
