TCONS_00026365	AENJA_00110
TCONS_00026956	AENJA_04574
TCONS_00055881	AENJA_04647
TCONS_00042008	AENJA_04963
TCONS_00021677	AENJA_05104
TCONS_00017068	AENJA_05122
TCONS_00039824	AENJA_05241
TCONS_00002187	AENJA_05277
TCONS_00003884	AENJA_05325
TCONS_00010691	AENJA_05768
TCONS_00055647	AENJA_05858
TCONS_00012482	AENJA_05894
TCONS_00010379	AENJA_06139
TCONS_00026635	AENJA_24540
TCONS_00046686	AENJA_06549
TCONS_00049203	AENJA_06588
TCONS_00045987	AENJA_06656
TCONS_00029160	AENJA_06780
TCONS_00015457	AENJA_06900
TCONS_00018010	AENJA_06960
TCONS_00007262	AENJA_07021
TCONS_00007263	AENJA_07023
TCONS_00019324	AENJA_07134
TCONS_00020899	AENJA_07205
TCONS_00025891	AENJA_07462
TCONS_00015001	AENJA_07623
TCONS_00042612	AENJA_07724
TCONS_00017202	AENJA_07938
TCONS_00041617	AENJA_07980
TCONS_00022881	AENJA_08327
TCONS_00012140	AENJA_08730
TCONS_00018627	AENJA_08756
TCONS_00050471	AENJA_08801
TCONS_00055656	AENJA_08839
TCONS_00016057	AENJA_08960
TCONS_00016545	AENJA_08963
TCONS_00052712	AENJA_09009
TCONS_00052916	AENJA_09011
TCONS_00010788	AENJA_18427
TCONS_00030892	AENJA_09249
TCONS_00027454	AENJA_09485
TCONS_00021307	AENJA_09604
TCONS_00006145	AENJA_09661
TCONS_00033487	AENJA_09700
TCONS_00019320	AENJA_09717
TCONS_00006024	AENJA_09848
TCONS_00008823	AENJA_10075
TCONS_00019461	AENJA_10138
TCONS_00049071	AENJA_10363
TCONS_00011016	AENJA_10365
TCONS_00029301	AENJA_10512
TCONS_00009375	AENJA_10652
TCONS_00016357	AENJA_10766
TCONS_00042576	AENJA_10957
TCONS_00043040	AENJA_10959
TCONS_00054495	AENJA_10977
TCONS_00027860	AENJA_11206
TCONS_00054210	AENJA_11272
TCONS_00056741	AENJA_11422
TCONS_00006543	AENJA_11425
TCONS_00026558	AENJA_11627
TCONS_00002920	AENJA_11631
TCONS_00027657	AENJA_11711
TCONS_00046614	AENJA_11779
TCONS_00015260	AENJA_11839
TCONS_00021076	AENJA_11927
TCONS_00003495	AENJA_12106
TCONS_00019634	AENJA_12373
TCONS_00013896	AENJA_12457
TCONS_00018463	AENJA_12498
TCONS_00025457	AENJA_12739
TCONS_00045807	AENJA_12898
TCONS_00015964	AENJA_12902
TCONS_00000201	AENJA_13187
TCONS_00006040	AENJA_13207
TCONS_00052672	AENJA_13312
TCONS_00010962	AENJA_13338
TCONS_00013162	AENJA_13363
TCONS_00007368	AENJA_13626
TCONS_00053178	AENJA_13692
TCONS_00016548	AENJA_13960
TCONS_00002016	AENJA_14225
TCONS_00021504	AENJA_14239
TCONS_00013464	AENJA_14648
TCONS_00010423	AENJA_14745
TCONS_00037182	AENJA_15171
TCONS_00006553	AENJA_15366
TCONS_00004889	AENJA_15368
TCONS_00017153	AENJA_15439
TCONS_00018206	AENJA_15440
TCONS_00012815	AENJA_15452
TCONS_00020743	AENJA_15681
TCONS_00000425	AENJA_15771
TCONS_00055344	AENJA_15882
TCONS_00053253	AENJA_16065
TCONS_00003678	AENJA_16254
TCONS_00004580	AENJA_16596
TCONS_00004974	AENJA_20071
TCONS_00012322	AENJA_16935
TCONS_00050553	AENJA_16980
TCONS_00011395	AENJA_17772
TCONS_00013868	AENJA_17845
TCONS_00013473	AENJA_17849
TCONS_00043934	AENJA_17864
TCONS_00035289	AENJA_17973
TCONS_00027248	AENJA_18085
TCONS_00049271	AENJA_19005
TCONS_00000591	AENJA_19078
TCONS_00020262	AENJA_19346
TCONS_00019250	AENJA_19654
TCONS_00004148	AENJA_19801
TCONS_00025516	AENJA_20029
TCONS_00048153	AENJA_20434
TCONS_00018310	AENJA_20556
TCONS_00053552	AENJA_20655
TCONS_00006360	AENJA_20689
TCONS_00028927	AENJA_20813
TCONS_00001021	AENJA_20821
TCONS_00005993	AENJA_20884
TCONS_00042554	AENJA_20921
TCONS_00028344	AENJA_20930
TCONS_00012170	AENJA_21381
TCONS_00020489	AENJA_21528
TCONS_00043752	AENJA_21651
TCONS_00015079	AENJA_21726
TCONS_00022466	AENJA_21740
TCONS_00001304	AENJA_21828
TCONS_00017386	AENJA_21979
TCONS_00027985	AENJA_22032
TCONS_00054268	AENJA_22067
TCONS_00011184	AENJA_22258
TCONS_00011173	AENJA_22264
TCONS_00011136	AENJA_22317
TCONS_00004455	AENJA_22556
TCONS_00023049	AENJA_22661
TCONS_00018997	AENJA_22697
TCONS_00005089	AENJA_22699
TCONS_00015307	AENJA_22881
TCONS_00029316	AENJA_23010
TCONS_00027148	AENJA_23214
TCONS_00047565	AENJA_23278
TCONS_00008793	AENJA_23384
TCONS_00027881	AENJA_23719
TCONS_00056776	AENJA_23755
TCONS_00034975	AENJA_23962
TCONS_00034482	AENJA_23966
TCONS_00053493	AENJA_24225
TCONS_00055325	AENJA_24292
TCONS_00006303	AENJA_24685
TCONS_00014340	AENJA_24748
TCONS_00006126	AENJA_24944
TCONS_00050546	AENJA_25120
TCONS_00017917	AENJA_25192
TCONS_00011058	AENJA_25231
TCONS_00029182	AENJA_25331
TCONS_00056102	AENJA_26049
TCONS_00011180	AENJA_26107
TCONS_00010188	AENJA_26511
TCONS_00005244	AENJA_26703
TCONS_00003309	AENJA_26715
TCONS_00003618	AENJA_26719
TCONS_00021497	AENJA_26773
TCONS_00046777	AENJA_26807
TCONS_00047301	AENJA_00047
TCONS_00025889	AENJA_00226
TCONS_00049145	AENJA_00380
TCONS_00045363	AENJA_00432
TCONS_00024021	AENJA_00505
TCONS_00041793	AENJA_00571
TCONS_00002544	AENJA_01019
TCONS_00049633	AENJA_01322
TCONS_00019598	AENJA_01443
TCONS_00056560	AENJA_01698
TCONS_00021823	AENJA_01841
TCONS_00012592	AENJA_02054
TCONS_00053897	AENJA_02165
TCONS_00007849	AENJA_02214
TCONS_00008215	AENJA_02267
TCONS_00010403	AENJA_02353
TCONS_00010402	AENJA_02354
TCONS_00051718	AENJA_02368
TCONS_00022589	AENJA_02689
TCONS_00049691	AENJA_02817
TCONS_00009954	AENJA_03132
TCONS_00038095	AENJA_03149
TCONS_00053626	AENJA_03179
TCONS_00049219	AENJA_03386
TCONS_00045337	AENJA_03409
TCONS_00002351	AENJA_03470
TCONS_00051121	AENJA_03762
TCONS_00042782	AENJA_03833
TCONS_00048817	AENJA_03944
TCONS_00022489	AENJA_08941
TCONS_00000852	AENJA_04295
TCONS_00002138	AENJA_04665
TCONS_00022439	AENJA_04777
TCONS_00044142	AENJA_04962
TCONS_00022042	AENJA_05194
TCONS_00003461	AENJA_05484
TCONS_00031483	AENJA_05650
TCONS_00030629	AENJA_05652
TCONS_00042974	AENJA_12145
TCONS_00011139	AENJA_05864
TCONS_00048910	AENJA_06211
TCONS_00030093	AENJA_06285
TCONS_00029159	AENJA_06871
TCONS_00028340	AENJA_07028
TCONS_00002995	AENJA_07280
TCONS_00013025	AENJA_07676
TCONS_00044005	AENJA_07683
TCONS_00056859	AENJA_07698
TCONS_00001270	AENJA_07744
TCONS_00026433	AENJA_08154
TCONS_00015610	AENJA_08417
TCONS_00009716	AENJA_08420
TCONS_00016043	AENJA_08655
TCONS_00011069	AENJA_08664
TCONS_00028825	AENJA_08878
TCONS_00048545	AENJA_08929
TCONS_00036175	AENJA_09241
TCONS_00020526	AENJA_09749
TCONS_00015904	AENJA_10005
TCONS_00050251	AENJA_10023
TCONS_00010765	AENJA_10163
TCONS_00054988	AENJA_10256
TCONS_00025915	AENJA_10282
TCONS_00014134	AENJA_10298
TCONS_00004476	AENJA_10341
TCONS_00005532	AENJA_10381
TCONS_00048639	AENJA_10464
TCONS_00018865	AENJA_10480
TCONS_00000495	AENJA_10564
TCONS_00045388	AENJA_10620
TCONS_00010380	AENJA_10687
TCONS_00045118	AENJA_10689
TCONS_00016320	AENJA_10773
TCONS_00016523	AENJA_10946
TCONS_00010718	AENJA_10972
TCONS_00027063	AENJA_11083
TCONS_00027847	AENJA_11179
TCONS_00028523	AENJA_11196
TCONS_00002541	AENJA_11323
TCONS_00011974	AENJA_11330
TCONS_00009166	AENJA_11496
TCONS_00012619	AENJA_11514
TCONS_00004752	AENJA_11622
TCONS_00025906	AENJA_11693
TCONS_00045076	AENJA_11787
TCONS_00012253	AENJA_11895
TCONS_00007559	AENJA_12365
TCONS_00016848	AENJA_12489
TCONS_00048269	AENJA_12919
TCONS_00005817	AENJA_12952
TCONS_00027879	AENJA_13006
TCONS_00005375	AENJA_13417
TCONS_00006365	AENJA_13421
TCONS_00022997	AENJA_13485
TCONS_00020277	AENJA_13789
TCONS_00030893	AENJA_13836
TCONS_00013018	AENJA_13921
TCONS_00056281	AENJA_14019
TCONS_00033233	AENJA_14142
TCONS_00001132	AENJA_14167
TCONS_00027070	AENJA_14241
TCONS_00056171	AENJA_14256
TCONS_00044242	AENJA_14298
TCONS_00005015	AENJA_14420
TCONS_00020795	AENJA_14512
TCONS_00056410	AENJA_14607
TCONS_00051886	AENJA_14796
TCONS_00025937	AENJA_15418
TCONS_00029664	AENJA_15592
TCONS_00003218	AENJA_15656
TCONS_00014645	AENJA_15798
TCONS_00051035	AENJA_15888
TCONS_00042990	AENJA_16033
TCONS_00008094	AENJA_16470
TCONS_00008201	AENJA_16479
TCONS_00026896	AENJA_16519
TCONS_00027259	AENJA_16743
TCONS_00052703	AENJA_17060
TCONS_00006450	AENJA_17384
TCONS_00006108	AENJA_17393
TCONS_00022764	AENJA_17429
TCONS_00039489	AENJA_17519
TCONS_00001041	AENJA_17580
TCONS_00011823	AENJA_17929
TCONS_00004286	AENJA_18237
TCONS_00047303	AENJA_18288
TCONS_00011182	AENJA_18434
TCONS_00053195	AENJA_18844
TCONS_00003490	AENJA_18894
TCONS_00049303	AENJA_19022
TCONS_00027679	AENJA_19310
TCONS_00020869	AENJA_19359
TCONS_00021657	AENJA_19363
TCONS_00050991	AENJA_19398
TCONS_00010764	AENJA_19709
TCONS_00048344	AENJA_19933
TCONS_00014965	AENJA_20025
TCONS_00002867	AENJA_20050
TCONS_00051649	AENJA_20064
TCONS_00053736	AENJA_20330
TCONS_00028499	AENJA_20732
TCONS_00013847	AENJA_21034
TCONS_00013347	AENJA_21372
TCONS_00049529	AENJA_21609
TCONS_00021495	AENJA_21724
TCONS_00055592	AENJA_21779
TCONS_00029043	AENJA_22036
TCONS_00055791	AENJA_22377
TCONS_00010777	AENJA_22486
TCONS_00011085	AENJA_22495
TCONS_00030973	AENJA_22500
TCONS_00014436	AENJA_22584
TCONS_00057050	AENJA_22600
TCONS_00010304	AENJA_22814
TCONS_00049248	AENJA_22832
TCONS_00005604	AENJA_22872
TCONS_00006466	AENJA_22873
TCONS_00013913	AENJA_22970
TCONS_00046054	AENJA_23000
TCONS_00006674	AENJA_23125
TCONS_00006673	AENJA_23126
TCONS_00054253	AENJA_23139
TCONS_00005639	AENJA_23230
TCONS_00053219	AENJA_23273
TCONS_00029847	AENJA_23473
TCONS_00005266	AENJA_23789
TCONS_00035284	AENJA_23971
TCONS_00042611	AENJA_24733
TCONS_00013160	AENJA_24750
TCONS_00014260	AENJA_24870
TCONS_00011075	AENJA_24900
TCONS_00034468	AENJA_25156
TCONS_00027474	AENJA_25659
TCONS_00048621	AENJA_25757
TCONS_00042854	AENJA_25815
TCONS_00049548	AENJA_25829
TCONS_00039538	AENJA_26163
TCONS_00019011	AENJA_26416
TCONS_00010597	AENJA_26599
TCONS_00030696	AENJA_26751
TCONS_00019269	AENJA_26766
TCONS_00011086	AENJA_00085
TCONS_00008952	AENJA_00151
TCONS_00013377	AENJA_00247
TCONS_00005699	AENJA_00261
TCONS_00029441	AENJA_00322
TCONS_00045868	AENJA_00437
TCONS_00001800	AENJA_00507
TCONS_00043404	AENJA_00555
TCONS_00015815	AENJA_00566
TCONS_00029346	AENJA_00706
TCONS_00029041	AENJA_00713
TCONS_00010886	AENJA_00733
TCONS_00029623	AENJA_00993
TCONS_00013549	AENJA_01125
TCONS_00049435	AENJA_01458
TCONS_00048735	AENJA_01314
TCONS_00019819	AENJA_01377
TCONS_00007184	AENJA_05381
TCONS_00018383	AENJA_01753
TCONS_00038185	AENJA_02051
TCONS_00020622	AENJA_02342
TCONS_00001797	AENJA_02345
TCONS_00018789	AENJA_02595
TCONS_00010772	AENJA_02784
TCONS_00048548	AENJA_02811
TCONS_00012035	AENJA_03128
TCONS_00045262	AENJA_03147
TCONS_00002346	AENJA_03467
TCONS_00042360	AENJA_03606
TCONS_00025570	AENJA_03832
TCONS_00014143	AENJA_04228
TCONS_00004989	AENJA_04332
TCONS_00015131	AENJA_26320
TCONS_00003580	AENJA_04832
TCONS_00027159	AENJA_04939
TCONS_00001019	AENJA_05279
TCONS_00011220	AENJA_05489
TCONS_00028826	AENJA_05510
TCONS_00020530	AENJA_05563
TCONS_00017230	AENJA_05678
TCONS_00054449	AENJA_23496
TCONS_00042128	AENJA_06266
TCONS_00012968	AENJA_06717
TCONS_00012868	AENJA_07054
TCONS_00020648	AENJA_07217
TCONS_00052542	AENJA_07308
TCONS_00054636	AENJA_07425
TCONS_00051156	AENJA_07816
TCONS_00018241	AENJA_07915
TCONS_00008711	AENJA_08033
TCONS_00010771	AENJA_08075
TCONS_00022218	AENJA_08318
TCONS_00054492	AENJA_08715
TCONS_00014019	AENJA_08860
TCONS_00012824	AENJA_08865
TCONS_00020830	AENJA_09030
TCONS_00042723	AENJA_09318
TCONS_00010113	AENJA_09355
TCONS_00056252	AENJA_09685
TCONS_00021952	AENJA_10051
TCONS_00013490	AENJA_10225
TCONS_00029807	AENJA_10340
TCONS_00004972	AENJA_10379
TCONS_00009433	AENJA_10830
TCONS_00007374	AENJA_10859
TCONS_00011604	AENJA_10934
TCONS_00028829	AENJA_11203
TCONS_00010046	AENJA_11287
TCONS_00007177	AENJA_11500
TCONS_00006814	AENJA_11555
TCONS_00006382	AENJA_11624
TCONS_00004185	AENJA_18597
TCONS_00056652	AENJA_12234
TCONS_00030050	AENJA_12599
TCONS_00017530	AENJA_12792
TCONS_00050420	AENJA_13113
TCONS_00009004	AENJA_13236
TCONS_00021725	AENJA_13422
TCONS_00053190	AENJA_13516
TCONS_00013247	AENJA_13549
TCONS_00049252	AENJA_13712
TCONS_00056819	AENJA_13763
TCONS_00055292	AENJA_13764
TCONS_00012288	AENJA_13875
TCONS_00028821	AENJA_14093
TCONS_00048018	AENJA_14642
TCONS_00027214	AENJA_14739
TCONS_00051028	AENJA_14792
TCONS_00012138	AENJA_14835
TCONS_00055128	AENJA_14875
TCONS_00042521	AENJA_14929
TCONS_00012859	AENJA_15451
TCONS_00046692	AENJA_15525
TCONS_00011108	AENJA_15598
TCONS_00016871	AENJA_15742
TCONS_00006381	AENJA_15949
TCONS_00006069	AENJA_16003
TCONS_00043800	AENJA_16038
TCONS_00014246	AENJA_16210
TCONS_00025963	AENJA_16424
TCONS_00042261	AENJA_16440
TCONS_00013040	AENJA_16682
TCONS_00027944	AENJA_16697
TCONS_00047578	AENJA_16974
TCONS_00006399	AENJA_17386
TCONS_00000188	AENJA_17581
TCONS_00049755	AENJA_18132
TCONS_00055353	AENJA_18630
TCONS_00044161	AENJA_18655
TCONS_00008071	AENJA_19162
TCONS_00008381	AENJA_19488
TCONS_00018836	AENJA_19880
TCONS_00005114	AENJA_20688
TCONS_00052721	AENJA_20740
TCONS_00014584	AENJA_20858
TCONS_00010498	AENJA_21000
TCONS_00025511	AENJA_21398
TCONS_00056761	AENJA_21562
TCONS_00048233	AENJA_21571
TCONS_00020391	AENJA_21612
TCONS_00057067	AENJA_21692
TCONS_00029458	AENJA_21844
TCONS_00036833	AENJA_21856
TCONS_00045794	AENJA_21931
TCONS_00016900	AENJA_21983
TCONS_00023124	AENJA_22028
TCONS_00007128	AENJA_22298
TCONS_00024829	AENJA_22503
TCONS_00046780	AENJA_22996
TCONS_00043977	AENJA_23036
TCONS_00054208	AENJA_23295
TCONS_00053525	AENJA_23380
TCONS_00015891	AENJA_23533
TCONS_00006416	AENJA_23838
TCONS_00043488	AENJA_24721
TCONS_00002976	AENJA_24761
TCONS_00050833	AENJA_25100
TCONS_00036084	AENJA_25141
TCONS_00007371	AENJA_25170
TCONS_00010524	AENJA_25219
TCONS_00003544	AENJA_25324
TCONS_00048120	AENJA_25493
TCONS_00026144	AENJA_25596
TCONS_00020564	AENJA_25872
TCONS_00012111	AENJA_25970
TCONS_00005043	AENJA_26699
TCONS_00029450	AENJA_00317
TCONS_00042666	AENJA_01001
TCONS_00048104	AENJA_01208
TCONS_00001733	AENJA_01325
TCONS_00031107	AENJA_01357
TCONS_00007987	AENJA_01376
TCONS_00015366	AENJA_01532
TCONS_00049607	AENJA_01852
TCONS_00021163	AENJA_01880
TCONS_00028638	AENJA_01948
TCONS_00001410	AENJA_02352
TCONS_00051487	AENJA_02373
TCONS_00043300	AENJA_02474
TCONS_00010959	AENJA_02643
TCONS_00012970	AENJA_03020
TCONS_00012331	AENJA_03029
TCONS_00012416	AENJA_03031
TCONS_00042670	AENJA_03211
TCONS_00009201	AENJA_03408
TCONS_00026415	AENJA_03415
TCONS_00042111	AENJA_03483
TCONS_00008388	AENJA_03538
TCONS_00028062	AENJA_03715
TCONS_00048004	AENJA_03787
TCONS_00015422	AENJA_03931
TCONS_00009368	AENJA_04035
TCONS_00027257	AENJA_04312
TCONS_00016605	AENJA_04401
TCONS_00013274	AENJA_04854
TCONS_00051131	AENJA_05077
TCONS_00038662	AENJA_05577
TCONS_00009342	AENJA_05620
TCONS_00030558	AENJA_05646
TCONS_00018259	AENJA_05677
TCONS_00055234	AENJA_05722
TCONS_00045727	AENJA_05732
TCONS_00002384	AENJA_05790
TCONS_00014030	AENJA_05897
TCONS_00006729	AENJA_05910
TCONS_00003451	AENJA_06048
TCONS_00007378	AENJA_06106
TCONS_00053524	AENJA_06670
TCONS_00028157	AENJA_06779
TCONS_00038738	AENJA_06866
TCONS_00028021	AENJA_06985
TCONS_00014505	AENJA_07508
TCONS_00055247	AENJA_07942
TCONS_00054220	AENJA_08183
TCONS_00022343	AENJA_08319
TCONS_00017570	AENJA_08568
TCONS_00007412	AENJA_08627
TCONS_00042941	AENJA_08637
TCONS_00015720	AENJA_08652
TCONS_00011021	AENJA_08668
TCONS_00028692	AENJA_08758
TCONS_00048315	AENJA_09054
TCONS_00049070	AENJA_09216
TCONS_00020161	AENJA_09331
TCONS_00008816	AENJA_09342
TCONS_00020657	AENJA_09398
TCONS_00023969	AENJA_09453
TCONS_00048272	AENJA_09504
TCONS_00001002	AENJA_09593
TCONS_00036027	AENJA_09854
TCONS_00006465	AENJA_09972
TCONS_00020934	AENJA_10050
TCONS_00010339	AENJA_10162
TCONS_00052964	AENJA_10248
TCONS_00004973	AENJA_10377
TCONS_00008166	AENJA_10651
TCONS_00052177	AENJA_10917
TCONS_00017809	AENJA_10942
TCONS_00037289	AENJA_10991
TCONS_00012263	AENJA_10998
TCONS_00029849	AENJA_11346
TCONS_00026493	AENJA_11713
TCONS_00004811	AENJA_11913
TCONS_00027597	AENJA_12037
TCONS_00051471	AENJA_12089
TCONS_00030367	AENJA_12144
TCONS_00011178	AENJA_12536
TCONS_00022470	AENJA_12570
TCONS_00006279	AENJA_13011
TCONS_00049674	AENJA_13121
TCONS_00029286	AENJA_13239
TCONS_00012110	AENJA_13375
TCONS_00012475	AENJA_13879
TCONS_00013893	AENJA_13915
TCONS_00056818	AENJA_14054
TCONS_00004936	AENJA_14416
TCONS_00055770	AENJA_14601
TCONS_00015717	AENJA_14783
TCONS_00014897	AENJA_14785
TCONS_00050788	AENJA_14790
TCONS_00052180	AENJA_17446
TCONS_00022548	AENJA_15382
TCONS_00005209	AENJA_15588
TCONS_00010127	AENJA_15788
TCONS_00041928	AENJA_15866
TCONS_00055454	AENJA_16020
TCONS_00011854	AENJA_16127
TCONS_00011682	AENJA_16317
TCONS_00026507	AENJA_16512
TCONS_00050937	AENJA_16988
TCONS_00054585	AENJA_17118
TCONS_00047560	AENJA_17129
TCONS_00045332	AENJA_17300
TCONS_00045316	AENJA_17786
TCONS_00018555	AENJA_17825
TCONS_00009876	AENJA_18514
TCONS_00008163	AENJA_18557
TCONS_00018330	AENJA_18563
TCONS_00056217	AENJA_18634
TCONS_00004497	AENJA_18767
TCONS_00004068	AENJA_18947
TCONS_00044046	AENJA_19677
TCONS_00012708	AENJA_19686
TCONS_00057084	AENJA_19747
TCONS_00028799	AENJA_19927
TCONS_00049591	AENJA_19936
TCONS_00028293	AENJA_20279
TCONS_00011797	AENJA_20829
TCONS_00029292	AENJA_21156
TCONS_00008717	AENJA_21304
TCONS_00046387	AENJA_21350
TCONS_00007589	AENJA_21540
TCONS_00045263	AENJA_21933
TCONS_00003883	AENJA_22641
TCONS_00026913	AENJA_23223
TCONS_00021499	AENJA_23252
TCONS_00019512	AENJA_23409
TCONS_00030987	AENJA_23708
TCONS_00002675	AENJA_23984
TCONS_00027431	AENJA_24359
TCONS_00036916	AENJA_24428
TCONS_00039338	AENJA_25448
TCONS_00056289	AENJA_25580
TCONS_00019276	AENJA_25875
TCONS_00053560	AENJA_25898
TCONS_00056162	AENJA_25998
TCONS_00026138	AENJA_26202
TCONS_00008791	AENJA_26241
TCONS_00056702	AENJA_26281
TCONS_00010601	AENJA_26604
TCONS_00022840	AENJA_26624
TCONS_00053240	AENJA_26631
TCONS_00006442	AENJA_26702
TCONS_00028834	AENJA_00318
TCONS_00051127	AENJA_00544
TCONS_00016538	AENJA_00753
TCONS_00043979	AENJA_01000
TCONS_00022547	AENJA_23531
TCONS_00010019	AENJA_01225
TCONS_00041302	AENJA_02195
TCONS_00006173	AENJA_03437
TCONS_00044992	AENJA_03625
TCONS_00050077	AENJA_03759
TCONS_00030924	AENJA_04370
TCONS_00020842	AENJA_04402
TCONS_00026652	AENJA_04571
TCONS_00002353	AENJA_04666
TCONS_00055322	AENJA_05019
TCONS_00020792	AENJA_09792
TCONS_00009850	AENJA_05486
TCONS_00019944	AENJA_05568
TCONS_00024432	AENJA_05622
TCONS_00028830	AENJA_05813
TCONS_00002678	AENJA_06054
TCONS_00030513	AENJA_06389
TCONS_00031372	AENJA_06390
TCONS_00009322	AENJA_06435
TCONS_00051895	AENJA_06697
TCONS_00055094	AENJA_07554
TCONS_00043986	AENJA_07719
TCONS_00046007	AENJA_08099
TCONS_00043814	AENJA_09242
TCONS_00019562	AENJA_09341
TCONS_00038069	AENJA_09842
TCONS_00006081	AENJA_09967
TCONS_00006675	AENJA_10384
TCONS_00028957	AENJA_10798
TCONS_00054240	AENJA_10865
TCONS_00009652	AENJA_11178
TCONS_00027979	AENJA_11204
TCONS_00000164	AENJA_11295
TCONS_00028949	AENJA_11526
TCONS_00056172	AENJA_11798
TCONS_00025715	AENJA_11846
TCONS_00027830	AENJA_12071
TCONS_00019482	AENJA_12374
TCONS_00045806	AENJA_12437
TCONS_00018455	AENJA_12554
TCONS_00018557	AENJA_12791
TCONS_00044693	AENJA_13149
TCONS_00029453	AENJA_13261
TCONS_00012906	AENJA_13917
TCONS_00048841	AENJA_14580
TCONS_00014348	AENJA_14290
TCONS_00012321	AENJA_14308
TCONS_00016163	AENJA_14483
TCONS_00047598	AENJA_14585
TCONS_00002130	AENJA_14825
TCONS_00056290	AENJA_14880
TCONS_00044175	AENJA_15095
TCONS_00013530	AENJA_15227
TCONS_00012257	AENJA_15360
TCONS_00026821	AENJA_15422
TCONS_00042388	AENJA_16193
TCONS_00013472	AENJA_16683
TCONS_00026747	AENJA_16741
TCONS_00009179	AENJA_16811
TCONS_00015306	AENJA_16928
TCONS_00051193	AENJA_17810
TCONS_00012881	AENJA_17846
TCONS_00027015	AENJA_17913
TCONS_00014637	AENJA_17945
TCONS_00015184	AENJA_17949
TCONS_00049453	AENJA_18131
TCONS_00048980	AENJA_19004
TCONS_00047716	AENJA_19021
TCONS_00009650	AENJA_19147
TCONS_00012984	AENJA_20222
TCONS_00008478	AENJA_20379
TCONS_00007557	AENJA_20823
TCONS_00042998	AENJA_20874
TCONS_00043516	AENJA_20919
TCONS_00027980	AENJA_20932
TCONS_00005902	AENJA_21211
TCONS_00055886	AENJA_21695
TCONS_00012121	AENJA_22194
TCONS_00004471	AENJA_22521
TCONS_00029149	AENJA_23071
TCONS_00051122	AENJA_23399
TCONS_00020183	AENJA_23413
TCONS_00000996	AENJA_23500
TCONS_00010728	AENJA_23577
TCONS_00008591	AENJA_24043
TCONS_00048514	AENJA_24368
TCONS_00027476	AENJA_24833
TCONS_00018903	AENJA_26189
TCONS_00002305	AENJA_26201
TCONS_00010189	AENJA_26508
TCONS_00012038	AENJA_26543
TCONS_00015587	AENJA_00095
TCONS_00012607	AENJA_00248
TCONS_00016870	AENJA_00351
TCONS_00052857	AENJA_01013
TCONS_00029369	AENJA_01196
TCONS_00010831	AENJA_01556
TCONS_00013849	AENJA_13847
TCONS_00013851	AENJA_01596
TCONS_00056295	AENJA_01760
TCONS_00029152	AENJA_01947
TCONS_00042982	AENJA_02618
TCONS_00019581	AENJA_02681
TCONS_00011469	AENJA_02760
TCONS_00037771	AENJA_02797
TCONS_00037772	AENJA_10155
TCONS_00025548	AENJA_02882
TCONS_00028987	AENJA_02933
TCONS_00017140	AENJA_02940
TCONS_00010097	AENJA_02986
TCONS_00049075	AENJA_03283
TCONS_00041068	AENJA_03320
TCONS_00053147	AENJA_03639
TCONS_00048618	AENJA_04275
TCONS_00056689	AENJA_04682
TCONS_00025261	AENJA_09108
TCONS_00020074	AENJA_05562
TCONS_00056529	AENJA_05592
TCONS_00042636	AENJA_05734
TCONS_00010955	AENJA_06016
TCONS_00042486	AENJA_06124
TCONS_00014650	AENJA_06238
TCONS_00035292	AENJA_06407
TCONS_00037683	AENJA_06718
TCONS_00013895	AENJA_06725
TCONS_00009879	AENJA_06815
TCONS_00019691	AENJA_06865
TCONS_00056870	AENJA_07194
TCONS_00056283	AENJA_07580
TCONS_00002094	AENJA_08241
TCONS_00011977	AENJA_08728
TCONS_00028092	AENJA_08776
TCONS_00030862	AENJA_08992
TCONS_00030441	AENJA_09251
TCONS_00056927	AENJA_10295
TCONS_00000165	AENJA_11288
TCONS_00013114	AENJA_11337
TCONS_00005406	AENJA_11424
TCONS_00016059	AENJA_11564
TCONS_00003600	AENJA_12062
TCONS_00027119	AENJA_12451
TCONS_00050827	AENJA_12665
TCONS_00009597	AENJA_12892
TCONS_00044843	AENJA_12899
TCONS_00022397	AENJA_12987
TCONS_00006551	AENJA_13420
TCONS_00017022	AENJA_13576
TCONS_00007279	AENJA_13926
TCONS_00012470	AENJA_14009
TCONS_00010263	AENJA_14013
TCONS_00009445	AENJA_14159
TCONS_00001126	AENJA_14223
TCONS_00043695	AENJA_14392
TCONS_00010081	AENJA_15154
TCONS_00011829	AENJA_15357
TCONS_00026863	AENJA_16073
TCONS_00052207	AENJA_17015
TCONS_00026694	AENJA_17082
TCONS_00018641	AENJA_17229
TCONS_00051271	AENJA_18000
TCONS_00005764	AENJA_17385
TCONS_00026115	AENJA_18088
TCONS_00007787	AENJA_18102
TCONS_00009011	AENJA_18107
TCONS_00014413	AENJA_18272
TCONS_00049233	AENJA_18513
TCONS_00026100	AENJA_18608
TCONS_00022225	AENJA_18626
TCONS_00019120	AENJA_19211
TCONS_00013342	AENJA_19679
TCONS_00005116	AENJA_20147
TCONS_00040106	AENJA_20500
TCONS_00053192	AENJA_20547
TCONS_00028555	AENJA_21167
TCONS_00002956	AENJA_21368
TCONS_00048907	AENJA_21403
TCONS_00005767	AENJA_21532
TCONS_00001123	AENJA_21634
TCONS_00057011	AENJA_21696
TCONS_00005285	AENJA_22131
TCONS_00031034	AENJA_22183
