STRPU_22262	OFUSG13305.1
STRPU_22040	OFUSG23632.1
STRPU_07111	OFUSG21323.1
STRPU_05912	OFUSG02823.1
STRPU_26737	OFUSG08694.1
STRPU_18553	OFUSG26544.1
STRPU_25279	OFUSG20376.1
STRPU_25401	OFUSG05096.1
STRPU_09263	OFUSG10945.1
STRPU_24744	OFUSG13360.1
STRPU_10762	OFUSG18680.1
STRPU_05031	OFUSG03237.1
STRPU_27005	OFUSG09547.1
STRPU_22113	OFUSG21349.1
STRPU_09671	OFUSG05589.1
STRPU_21853	OFUSG12345.1
STRPU_14017	OFUSG13625.1
STRPU_08504	OFUSG18605.1
STRPU_17942	OFUSG01071.1
STRPU_11326	OFUSG13476.1
STRPU_21664	OFUSG11472.1
STRPU_05850	OFUSG03771.1
STRPU_12037	OFUSG16751.1
STRPU_12685	OFUSG07152.1
STRPU_13715	OFUSG24282.1
STRPU_26211	OFUSG05410.1
STRPU_07670	OFUSG21471.1
STRPU_27302	OFUSG09472.1
STRPU_05663	OFUSG02069.1
STRPU_22855	OFUSG12657.1
STRPU_26954	OFUSG20059.1
STRPU_21555	OFUSG25301.1
STRPU_20419	OFUSG04380.1
STRPU_24295	OFUSG23540.1
STRPU_26598	OFUSG08519.1
STRPU_25470	OFUSG23192.1
STRPU_25160	OFUSG16796.1
STRPU_21789	OFUSG22065.1
STRPU_17943	OFUSG01072.1
STRPU_03853	OFUSG09371.1
STRPU_17912	OFUSG00904.1
STRPU_05383	OFUSG02992.1
STRPU_07609	OFUSG21294.1
STRPU_21024	OFUSG11615.1
STRPU_25211	OFUSG03939.1
STRPU_12801	OFUSG07599.1
STRPU_26048	OFUSG20629.1
STRPU_23396	OFUSG23432.1
STRPU_21457	OFUSG21950.1
STRPU_25503	OFUSG11966.1
STRPU_07011	OFUSG14081.1
STRPU_02926	OFUSG13043.1
STRPU_08208	OFUSG10784.1
STRPU_22288	OFUSG12397.1
STRPU_16013	OFUSG25462.1
STRPU_25870	OFUSG20788.1
STRPU_26167	OFUSG08880.1
STRPU_12455	OFUSG25520.1
STRPU_17876	OFUSG00662.1
STRPU_22568	OFUSG23348.1
STRPU_25476	OFUSG01363.1
STRPU_09612	OFUSG06703.1
STRPU_09929	OFUSG08783.1
STRPU_06752	OFUSG24933.1
STRPU_09932	OFUSG06002.1
STRPU_10754	OFUSG21116.1
STRPU_03008	OFUSG26844.1
STRPU_15073	OFUSG26551.1
STRPU_18343	OFUSG26495.1
STRPU_26846	OFUSG07680.1
STRPU_08786	OFUSG18542.1
STRPU_14577	OFUSG23757.1
STRPU_25419	OFUSG20848.1
STRPU_12637	OFUSG25594.1
STRPU_11869	OFUSG00189.1
STRPU_21311	OFUSG22041.1
STRPU_08209	OFUSG18210.1
STRPU_11817	OFUSG00421.1
STRPU_24623	OFUSG16593.1
STRPU_12709	OFUSG25503.1
STRPU_22020	OFUSG16885.1
STRPU_16482	OFUSG07051.1
STRPU_17419	OFUSG00025.1
STRPU_24144	OFUSG16062.1
STRPU_06611	OFUSG10648.1
STRPU_05903	OFUSG02331.1
STRPU_19600	OFUSG08043.1
STRPU_25110	OFUSG15984.1
STRPU_22736	OFUSG19369.1
STRPU_04331	OFUSG10094.1
STRPU_04102	OFUSG18388.1
STRPU_27419	OFUSG09351.1
STRPU_19353	OFUSG09930.1
STRPU_13732	OFUSG20627.1
STRPU_08135	OFUSG08120.1
STRPU_17542	OFUSG00226.1
STRPU_03200	OFUSG19582.1
STRPU_05366	OFUSG02724.1
STRPU_20064	OFUSG08252.1
STRPU_14898	OFUSG15469.1
STRPU_12945	OFUSG07205.1
STRPU_05004	OFUSG03428.1
STRPU_06637	OFUSG24737.1
STRPU_12870	OFUSG07923.1
STRPU_27016	OFUSG06128.1
STRPU_14790	OFUSG23781.1
STRPU_17740	OFUSG01449.1
STRPU_03449	OFUSG08582.1
STRPU_14238	OFUSG15210.1
STRPU_26637	OFUSG19685.1
STRPU_26933	OFUSG04620.1
STRPU_24090	OFUSG12864.1
STRPU_25992	OFUSG08303.1
STRPU_07081	OFUSG12845.1
STRPU_09782	OFUSG06559.1
STRPU_14333	OFUSG15588.1
STRPU_06717	OFUSG24994.1
STRPU_22924	OFUSG13089.1
STRPU_23162	OFUSG18695.1
STRPU_21557	OFUSG12382.1
STRPU_12908	OFUSG06557.1
STRPU_12907	OFUSG17275.1
STRPU_11370	OFUSG17309.1
STRPU_20805	OFUSG11246.1
STRPU_26226	OFUSG20222.1
STRPU_21112	OFUSG11392.1
STRPU_21473	OFUSG12167.1
STRPU_25331	OFUSG20550.1
STRPU_19268	OFUSG26357.1
STRPU_18370	OFUSG12878.1
STRPU_23571	OFUSG05866.1
STRPU_20686	OFUSG11960.1
STRPU_22621	OFUSG07021.1
STRPU_10019	OFUSG09657.1
STRPU_15356	OFUSG03492.1
STRPU_02838	OFUSG09437.1
STRPU_22452	OFUSG03937.1
STRPU_11037	OFUSG23344.1
STRPU_04173	OFUSG10320.1
STRPU_22108	OFUSG17141.1
STRPU_21354	OFUSG11225.1
STRPU_12024	OFUSG00921.1
STRPU_16870	OFUSG08168.1
STRPU_05338	OFUSG03254.1
STRPU_20543	OFUSG25223.1
STRPU_23878	OFUSG19366.1
STRPU_02698	OFUSG14974.1
STRPU_17152	OFUSG16737.1
STRPU_10339	OFUSG19528.1
STRPU_14412	OFUSG22677.1
STRPU_24007	OFUSG16960.1
STRPU_18031	OFUSG01858.1
STRPU_05247	OFUSG03350.1
STRPU_22134	OFUSG03909.1
STRPU_21527	OFUSG26833.1
STRPU_08625	OFUSG18399.1
STRPU_17375	OFUSG00940.1
STRPU_27228	OFUSG09056.1
STRPU_24004	OFUSG00132.1
STRPU_24461	OFUSG23561.1
STRPU_12015	OFUSG00243.1
STRPU_06726	OFUSG09929.1
STRPU_03727	OFUSG09066.1
STRPU_11077	OFUSG26442.1
STRPU_09629	OFUSG18648.1
STRPU_10013	OFUSG11970.1
STRPU_08791	OFUSG10099.1
STRPU_25363	OFUSG20327.1
STRPU_15497	OFUSG15049.1
STRPU_17722	OFUSG16386.1
STRPU_09235	OFUSG18255.1
STRPU_08963	OFUSG10296.1
STRPU_08259	OFUSG09988.1
STRPU_04392	OFUSG11058.1
STRPU_23256	OFUSG18982.1
STRPU_21022	OFUSG23603.1
STRPU_06615	OFUSG06832.1
STRPU_09271	OFUSG18208.1
STRPU_24149	OFUSG16586.1
STRPU_08219	OFUSG18254.1
STRPU_05482	OFUSG03475.1
STRPU_10509	OFUSG26335.1
STRPU_09294	OFUSG02162.1
STRPU_20950	OFUSG11839.1
STRPU_03077	OFUSG08869.1
STRPU_09817	OFUSG19026.1
STRPU_06469	OFUSG24779.1
STRPU_11369	OFUSG17310.1
STRPU_06450	OFUSG21909.1
STRPU_27025	OFUSG20141.1
STRPU_13948	OFUSG20153.1
STRPU_10969	OFUSG23322.1
STRPU_24657	OFUSG16464.1
STRPU_20424	OFUSG08073.1
STRPU_26040	OFUSG20356.1
STRPU_25674	OFUSG05158.1
STRPU_08548	OFUSG17839.1
STRPU_08315	OFUSG10855.1
STRPU_17019	OFUSG00897.1
STRPU_21132	OFUSG12005.1
STRPU_08148	OFUSG10893.1
STRPU_17947	OFUSG00342.1
STRPU_09991	OFUSG25153.1
STRPU_10310	OFUSG19490.1
STRPU_09264	OFUSG10500.1
STRPU_20148	OFUSG07622.1
STRPU_25529	OFUSG04945.1
STRPU_20640	OFUSG11378.1
STRPU_04062	OFUSG09979.1
STRPU_09784	OFUSG12084.1
STRPU_21454	OFUSG21840.1
STRPU_23393	OFUSG01814.1
STRPU_17602	OFUSG00462.1
STRPU_14645	OFUSG23874.1
STRPU_17891	OFUSG00527.1
STRPU_25381	OFUSG04743.1
STRPU_25299	OFUSG04955.1
STRPU_21807	OFUSG11247.1
STRPU_20595	OFUSG11647.1
STRPU_14811	OFUSG14857.1
STRPU_18789	OFUSG17295.1
STRPU_20987	OFUSG12585.1
STRPU_24738	OFUSG25743.1
STRPU_27019	OFUSG09743.1
STRPU_21606	OFUSG11320.1
STRPU_20800	OFUSG25115.1
STRPU_15489	OFUSG15157.1
STRPU_17879	OFUSG01365.1
STRPU_08142	OFUSG10185.1
STRPU_25370	OFUSG20421.1
STRPU_20761	OFUSG11209.1
STRPU_25028	OFUSG24596.1
STRPU_09799	OFUSG06015.1
STRPU_19226	OFUSG26386.1
STRPU_07126	OFUSG17014.1
STRPU_04190	OFUSG18340.1
STRPU_23253	OFUSG18853.1
STRPU_21214	OFUSG12015.1
STRPU_21849	OFUSG21573.1
STRPU_22157	OFUSG13675.1
STRPU_18849	OFUSG17159.1
STRPU_21346	OFUSG12469.1
STRPU_25680	OFUSG20549.1
STRPU_21085	OFUSG11607.1
STRPU_15082	OFUSG23890.1
STRPU_19227	OFUSG12753.1
STRPU_08636	OFUSG11072.1
STRPU_18687	OFUSG23370.1
STRPU_13329	OFUSG03952.1
STRPU_06678	OFUSG14727.1
STRPU_23804	OFUSG19535.1
STRPU_21405	OFUSG25068.1
STRPU_25253	OFUSG20758.1
STRPU_23630	OFUSG19008.1
STRPU_12694	OFUSG07782.1
STRPU_20704	OFUSG11294.1
STRPU_14589	OFUSG22196.1
STRPU_17783	OFUSG00364.1
STRPU_05216	OFUSG03001.1
STRPU_10446	OFUSG17312.1
STRPU_08047	OFUSG13776.1
STRPU_27001	OFUSG08962.1
STRPU_08373	OFUSG11992.1
STRPU_26188	OFUSG04944.1
STRPU_24067	OFUSG26578.1
STRPU_27365	OFUSG09455.1
STRPU_19009	OFUSG12877.1
STRPU_19203	OFUSG17664.1
STRPU_05346	OFUSG03204.1
STRPU_24649	OFUSG04552.1
STRPU_19746	OFUSG08279.1
STRPU_21992	OFUSG21411.1
STRPU_16843	OFUSG07760.1
STRPU_22840	OFUSG06033.1
STRPU_06716	OFUSG14662.1
STRPU_25748	OFUSG20875.1
STRPU_12477	OFUSG20254.1
STRPU_14214	OFUSG15371.1
STRPU_26884	OFUSG03860.1
STRPU_23574	OFUSG06461.1
STRPU_21783	OFUSG11758.1
STRPU_12095	OFUSG01618.1
STRPU_22592	OFUSG19124.1
STRPU_19018	OFUSG13529.1
STRPU_13033	OFUSG07575.1
STRPU_21037	OFUSG12577.1
STRPU_20638	OFUSG11270.1
STRPU_20559	OFUSG21619.1
STRPU_10182	OFUSG06575.1
STRPU_07208	OFUSG13388.1
STRPU_26503	OFUSG08521.1
STRPU_14525	OFUSG22369.1
STRPU_19454	OFUSG09865.1
STRPU_27229	OFUSG09500.1
STRPU_20572	OFUSG11216.1
STRPU_26564	OFUSG09671.1
STRPU_23573	OFUSG18762.1
STRPU_12925	OFUSG08003.1
STRPU_25461	OFUSG20536.1
STRPU_09992	OFUSG06524.1
STRPU_09259	OFUSG11067.1
STRPU_25825	OFUSG22986.1
STRPU_20508	OFUSG11541.1
STRPU_18555	OFUSG26446.1
STRPU_15756	OFUSG26008.1
STRPU_20652	OFUSG12086.1
STRPU_06728	OFUSG02665.1
STRPU_08501	OFUSG10552.1
STRPU_22052	OFUSG23255.1
STRPU_16838	OFUSG07813.1
STRPU_00822	OFUSG05221.1
STRPU_24717	OFUSG13573.1
STRPU_19150	OFUSG13326.1
STRPU_20977	OFUSG11573.1
STRPU_06677	OFUSG25797.1
STRPU_11653	OFUSG01513.1
STRPU_18618	OFUSG23514.1
STRPU_05852	OFUSG03882.1
STRPU_14411	OFUSG22178.1
STRPU_20827	OFUSG11468.1
STRPU_25153	OFUSG04708.1
STRPU_27290	OFUSG09738.1
STRPU_26718	OFUSG08905.1
STRPU_14211	OFUSG15378.1
STRPU_14553	OFUSG14917.1
STRPU_27231	OFUSG08437.1
STRPU_05678	OFUSG03341.1
STRPU_26391	OFUSG14070.1
STRPU_25899	OFUSG23068.1
STRPU_27321	OFUSG19640.1
STRPU_05736	OFUSG01991.1
STRPU_27214	OFUSG08860.1
STRPU_02919	OFUSG20129.1
STRPU_10735	OFUSG16904.1
STRPU_04111	OFUSG10979.1
STRPU_08343	OFUSG17874.1
STRPU_26992	OFUSG08554.1
STRPU_20544	OFUSG21967.1
STRPU_16412	OFUSG08226.1
STRPU_12339	OFUSG12054.1
STRPU_22371	OFUSG19492.1
STRPU_15313	OFUSG22503.1
STRPU_12466	OFUSG07767.1
STRPU_25843	OFUSG04846.1
STRPU_27379	OFUSG08443.1
STRPU_20596	OFUSG11763.1
STRPU_08624	OFUSG05669.1
STRPU_06351	OFUSG14093.1
STRPU_15273	OFUSG24017.1
STRPU_24842	OFUSG23483.1
STRPU_26067	OFUSG23100.1
STRPU_27044	OFUSG19676.1
STRPU_17544	OFUSG01720.1
STRPU_09062	OFUSG17815.1
STRPU_11721	OFUSG01046.1
STRPU_25281	OFUSG20379.1
STRPU_26203	OFUSG23106.1
STRPU_10300	OFUSG19161.1
STRPU_21121	OFUSG25222.1
STRPU_09000	OFUSG18117.1
STRPU_25479	OFUSG20873.1
STRPU_10196	OFUSG06087.1
STRPU_09824	OFUSG19387.1
STRPU_17749	OFUSG00285.1
STRPU_21202	OFUSG11859.1
STRPU_19506	OFUSG25690.1
STRPU_25576	OFUSG20864.1
STRPU_25302	OFUSG20481.1
STRPU_26715	OFUSG03702.1
STRPU_09840	OFUSG05598.1
STRPU_26266	OFUSG20774.1
STRPU_10423	OFUSG06396.1
STRPU_24568	OFUSG23390.1
STRPU_15050	OFUSG00472.1
STRPU_20639	OFUSG12575.1
STRPU_23346	OFUSG06411.1
STRPU_11468	OFUSG21427.1
STRPU_27062	OFUSG08472.1
STRPU_21054	OFUSG11476.1
STRPU_11062	OFUSG26431.1
STRPU_10777	OFUSG26365.1
STRPU_07362	OFUSG17669.1
STRPU_21900	OFUSG04390.1
STRPU_22606	OFUSG16111.1
STRPU_06250	OFUSG25901.1
STRPU_21452	OFUSG12061.1
STRPU_23270	OFUSG17578.1
STRPU_22733	OFUSG06311.1
STRPU_22151	OFUSG26464.1
STRPU_01133	OFUSG13213.1
STRPU_22105	OFUSG15849.1
STRPU_26156	OFUSG08242.1
STRPU_10405	OFUSG19282.1
STRPU_19350	OFUSG09932.1
STRPU_05382	OFUSG03654.1
STRPU_20534	OFUSG12299.1
STRPU_27051	OFUSG19560.1
STRPU_24968	OFUSG13772.1
STRPU_16507	OFUSG25522.1
STRPU_25318	OFUSG20562.1
STRPU_21607	OFUSG12429.1
STRPU_08323	OFUSG10917.1
STRPU_17796	OFUSG01099.1
STRPU_18817	OFUSG21112.1
STRPU_15506	OFUSG22190.1
STRPU_09299	OFUSG06795.1
STRPU_18385	OFUSG26580.1
STRPU_04371	OFUSG10180.1
STRPU_15491	OFUSG15111.1
STRPU_26076	OFUSG23082.1
STRPU_14341	OFUSG22319.1
STRPU_14259	OFUSG14995.1
STRPU_15420	OFUSG15756.1
STRPU_27004	OFUSG09617.1
STRPU_24169	OFUSG04619.1
STRPU_19204	OFUSG20745.1
STRPU_08291	OFUSG08899.1
STRPU_22264	OFUSG13524.1
STRPU_22085	OFUSG26424.1
STRPU_09883	OFUSG06879.1
STRPU_10868	OFUSG21235.1
STRPU_09462	OFUSG06764.1
STRPU_12262	OFUSG00684.1
STRPU_13467	OFUSG09219.1
STRPU_10564	OFUSG23373.1
STRPU_12641	OFUSG26669.1
STRPU_26094	OFUSG20238.1
STRPU_20065	OFUSG07997.1
STRPU_08446	OFUSG10779.1
STRPU_13947	OFUSG15791.1
STRPU_27021	OFUSG08845.1
STRPU_12984	OFUSG14183.1
STRPU_10406	OFUSG20233.1
STRPU_11094	OFUSG16937.1
STRPU_09306	OFUSG06569.1
STRPU_03708	OFUSG19644.1
STRPU_21221	OFUSG13890.1
STRPU_26005	OFUSG20709.1
STRPU_16839	OFUSG07824.1
STRPU_22660	OFUSG14220.1
STRPU_23532	OFUSG19462.1
STRPU_20068	OFUSG08585.1
STRPU_14370	OFUSG15168.1
STRPU_20964	OFUSG25094.1
STRPU_22252	OFUSG26352.1
STRPU_16014	OFUSG08272.1
STRPU_21397	OFUSG11419.1
STRPU_14900	OFUSG15550.1
STRPU_22296	OFUSG05692.1
STRPU_20014	OFUSG08297.1
STRPU_26178	OFUSG15723.1
STRPU_14168	OFUSG15450.1
STRPU_25124	OFUSG04372.1
STRPU_18039	OFUSG00606.1
STRPU_21603	OFUSG12289.1
STRPU_21245	OFUSG12150.1
STRPU_21283	OFUSG21576.1
STRPU_11654	OFUSG00976.1
STRPU_07370	OFUSG13104.1
STRPU_21474	OFUSG11578.1
STRPU_18034	OFUSG00349.1
STRPU_10938	OFUSG21159.1
STRPU_22674	OFUSG06963.1
STRPU_25993	OFUSG22961.1
STRPU_26127	OFUSG05424.1
STRPU_23568	OFUSG21151.1
STRPU_10024	OFUSG06525.1
STRPU_26973	OFUSG09632.1
STRPU_20670	OFUSG21663.1
STRPU_17334	OFUSG00350.1
STRPU_19104	OFUSG16855.1
STRPU_23723	OFUSG12800.1
STRPU_27122	OFUSG08817.1
STRPU_23882	OFUSG19331.1
STRPU_22520	OFUSG17196.1
STRPU_24011	OFUSG21050.1
STRPU_03986	OFUSG19567.1
STRPU_16039	OFUSG08022.1
STRPU_05847	OFUSG02528.1
STRPU_21115	OFUSG21707.1
STRPU_22379	OFUSG05633.1
STRPU_14596	OFUSG15113.1
STRPU_22374	OFUSG05609.1
STRPU_11561	OFUSG01922.1
STRPU_26003	OFUSG20881.1
STRPU_18132	OFUSG09542.1
STRPU_23794	OFUSG04672.1
STRPU_19241	OFUSG21077.1
STRPU_17261	OFUSG07198.1
STRPU_19494	OFUSG26673.1
STRPU_26959	OFUSG13142.1
STRPU_21384	OFUSG11579.1
STRPU_03091	OFUSG19592.1
STRPU_21175	OFUSG11265.1
STRPU_11720	OFUSG01436.1
STRPU_17511	OFUSG00913.1
STRPU_08530	OFUSG18462.1
STRPU_21914	OFUSG06648.1
STRPU_16884	OFUSG08068.1
STRPU_17229	OFUSG00142.1
STRPU_27287	OFUSG08709.1
STRPU_07573	OFUSG13284.1
STRPU_19134	OFUSG23581.1
STRPU_14310	OFUSG22262.1
STRPU_14011	OFUSG15978.1
STRPU_05827	OFUSG01942.1
STRPU_25425	OFUSG05106.1
STRPU_03428	OFUSG25627.1
STRPU_13247	OFUSG04041.1
STRPU_24008	OFUSG16963.1
STRPU_23318	OFUSG06652.1
STRPU_12981	OFUSG07766.1
STRPU_02922	OFUSG09602.1
STRPU_26656	OFUSG19921.1
STRPU_20721	OFUSG12314.1
STRPU_26991	OFUSG19852.1
STRPU_06886	OFUSG14585.1
STRPU_21220	OFUSG25347.1
STRPU_25722	OFUSG18307.1
STRPU_08991	OFUSG10425.1
STRPU_22946	OFUSG26571.1
STRPU_06355	OFUSG24781.1
STRPU_14515	OFUSG22247.1
STRPU_05356	OFUSG03550.1
STRPU_26958	OFUSG17348.1
STRPU_10820	OFUSG13673.1
STRPU_16289	OFUSG25523.1
STRPU_03450	OFUSG08691.1
STRPU_20632	OFUSG12549.1
STRPU_21413	OFUSG21874.1
STRPU_23799	OFUSG19374.1
STRPU_23585	OFUSG05608.1
STRPU_21848	OFUSG12523.1
STRPU_26169	OFUSG20574.1
STRPU_06811	OFUSG03992.1
STRPU_06616	OFUSG14669.1
STRPU_11323	OFUSG04893.1
STRPU_19486	OFUSG25735.1
STRPU_05287	OFUSG02085.1
STRPU_19493	OFUSG25431.1
STRPU_20764	OFUSG11467.1
STRPU_08339	OFUSG10803.1
STRPU_14410	OFUSG15072.1
STRPU_13908	OFUSG16553.1
STRPU_22570	OFUSG12744.1
STRPU_10367	OFUSG03651.1
STRPU_21460	OFUSG21542.1
STRPU_05328	OFUSG02146.1
STRPU_21616	OFUSG21785.1
STRPU_21000	OFUSG12180.1
STRPU_17445	OFUSG00809.1
STRPU_20703	OFUSG12108.1
STRPU_21580	OFUSG25098.1
STRPU_23918	OFUSG06601.1
STRPU_25024	OFUSG16333.1
STRPU_05666	OFUSG03143.1
STRPU_25056	OFUSG13745.1
STRPU_23468	OFUSG18947.1
STRPU_05939	OFUSG14726.1
STRPU_04977	OFUSG09004.1
STRPU_24071	OFUSG21011.1
STRPU_25609	OFUSG18629.1
STRPU_21327	OFUSG21871.1
STRPU_16023	OFUSG18962.1
STRPU_12868	OFUSG25421.1
STRPU_22378	OFUSG05487.1
STRPU_23342	OFUSG06119.1
STRPU_08086	OFUSG11130.1
STRPU_14643	OFUSG24021.1
STRPU_17934	OFUSG03445.1
STRPU_15383	OFUSG14941.1
STRPU_20587	OFUSG12514.1
STRPU_06844	OFUSG24816.1
STRPU_20622	OFUSG11471.1
STRPU_22690	OFUSG18814.1
STRPU_09269	OFUSG10028.1
STRPU_07104	OFUSG17173.1
STRPU_08066	OFUSG17701.1
STRPU_21109	OFUSG12406.1
STRPU_20410	OFUSG08159.1
STRPU_26805	OFUSG19904.1
STRPU_18818	OFUSG23570.1
STRPU_26558	OFUSG08878.1
STRPU_22950	OFUSG07193.1
STRPU_04618	OFUSG10625.1
STRPU_19110	OFUSG09702.1
STRPU_09315	OFUSG18955.1
STRPU_24020	OFUSG04090.1
STRPU_13851	OFUSG03955.1
STRPU_21817	OFUSG25142.1
STRPU_16079	OFUSG07058.1
STRPU_21289	OFUSG11331.1
STRPU_23525	OFUSG19522.1
STRPU_23251	OFUSG06855.1
STRPU_07131	OFUSG13603.1
STRPU_24085	OFUSG01351.1
STRPU_23492	OFUSG17362.1
STRPU_14656	OFUSG22740.1
STRPU_04349	OFUSG10655.1
STRPU_26147	OFUSG22773.1
STRPU_05370	OFUSG02614.1
STRPU_27035	OFUSG19727.1
STRPU_25880	OFUSG18292.1
STRPU_25457	OFUSG20547.1
STRPU_15381	OFUSG14932.1
STRPU_01316	OFUSG07817.1
STRPU_06790	OFUSG24911.1
STRPU_08550	OFUSG18091.1
STRPU_13531	OFUSG04528.1
STRPU_17418	OFUSG01350.1
STRPU_06882	OFUSG13783.1
STRPU_06660	OFUSG13902.1
STRPU_13857	OFUSG24399.1
STRPU_15047	OFUSG23882.1
STRPU_17425	OFUSG00423.1
STRPU_10460	OFUSG13146.1
STRPU_23183	OFUSG04586.1
STRPU_25117	OFUSG16224.1
STRPU_07751	OFUSG13007.1
STRPU_25844	OFUSG22935.1
STRPU_25845	OFUSG22936.1
STRPU_15081	OFUSG26127.1
STRPU_20953	OFUSG12386.1
STRPU_25595	OFUSG05209.1
STRPU_26576	OFUSG09025.1
STRPU_21293	OFUSG25221.1
STRPU_05409	OFUSG20882.1
STRPU_17251	OFUSG00046.1
STRPU_25531	OFUSG20540.1
STRPU_17381	OFUSG00452.1
STRPU_26342	OFUSG19958.1
STRPU_12656	OFUSG07342.1
STRPU_15484	OFUSG22199.1
STRPU_22398	OFUSG06187.1
STRPU_06601	OFUSG14188.1
STRPU_03424	OFUSG08824.1
STRPU_14390	OFUSG22165.1
STRPU_20210	OFUSG25665.1
STRPU_05689	OFUSG02998.1
STRPU_18180	OFUSG13077.1
STRPU_10186	OFUSG05657.1
STRPU_09507	OFUSG06567.1
STRPU_08345	OFUSG10168.1
STRPU_09874	OFUSG05521.1
STRPU_15636	OFUSG25575.1
STRPU_03469	OFUSG19823.1
STRPU_10523	OFUSG05321.1
STRPU_23507	OFUSG18660.1
STRPU_20136	OFUSG07659.1
STRPU_25259	OFUSG20459.1
STRPU_26811	OFUSG08609.1
STRPU_23730	OFUSG06696.1
STRPU_24141	OFUSG24594.1
STRPU_17221	OFUSG00920.1
STRPU_10226	OFUSG19206.1
STRPU_25630	OFUSG23145.1
STRPU_15457	OFUSG24018.1
STRPU_08072	OFUSG17468.1
STRPU_07739	OFUSG17467.1
STRPU_10965	OFUSG26369.1
STRPU_19558	OFUSG08397.1
STRPU_26392	OFUSG09261.1
STRPU_26369	OFUSG08433.1
STRPU_25296	OFUSG20365.1
STRPU_21001	OFUSG12181.1
STRPU_21004	OFUSG11275.1
STRPU_09616	OFUSG06334.1
STRPU_16064	OFUSG25754.1
STRPU_26848	OFUSG19919.1
STRPU_18749	OFUSG21212.1
STRPU_18897	OFUSG13327.1
STRPU_11531	OFUSG01430.1
STRPU_23901	OFUSG06606.1
STRPU_22092	OFUSG12612.1
STRPU_21005	OFUSG12388.1
STRPU_22010	OFUSG06383.1
STRPU_26075	OFUSG20663.1
STRPU_26074	OFUSG20388.1
STRPU_22289	OFUSG06701.1
STRPU_05005	OFUSG03313.1
STRPU_22847	OFUSG06349.1
STRPU_11060	OFUSG12641.1
STRPU_24309	OFUSG21225.1
STRPU_03141	OFUSG07006.1
STRPU_21351	OFUSG11357.1
STRPU_05751	OFUSG03174.1
STRPU_08381	OFUSG10391.1
STRPU_19230	OFUSG21191.1
STRPU_21058	OFUSG25265.1
STRPU_05646	OFUSG03696.1
STRPU_26318	OFUSG05142.1
STRPU_02902	OFUSG09331.1
STRPU_12966	OFUSG26103.1
STRPU_27293	OFUSG20130.1
STRPU_25262	OFUSG05261.1
STRPU_21177	OFUSG11705.1
STRPU_22414	OFUSG06565.1
STRPU_05449	OFUSG03216.1
STRPU_19224	OFUSG26518.1
STRPU_27026	OFUSG08532.1
STRPU_15278	OFUSG24087.1
STRPU_09873	OFUSG05716.1
STRPU_20777	OFUSG11995.1
STRPU_26024	OFUSG20872.1
STRPU_17940	OFUSG15724.1
STRPU_08275	OFUSG10401.1
STRPU_04376	OFUSG09983.1
STRPU_18785	OFUSG13281.1
STRPU_26234	OFUSG09822.1
STRPU_26824	OFUSG08788.1
STRPU_21562	OFUSG11488.1
STRPU_22196	OFUSG07278.1
STRPU_04780	OFUSG10911.1
STRPU_20584	OFUSG11537.1
STRPU_24270	OFUSG23389.1
STRPU_22284	OFUSG06439.1
STRPU_06068	OFUSG20694.1
STRPU_06069	OFUSG14086.1
STRPU_06698	OFUSG14668.1
STRPU_25395	OFUSG20553.1
STRPU_25033	OFUSG04617.1
STRPU_21836	OFUSG11640.1
STRPU_20626	OFUSG26803.1
STRPU_20963	OFUSG25217.1
STRPU_06422	OFUSG24981.1
STRPU_25634	OFUSG05241.1
STRPU_14351	OFUSG12528.1
STRPU_18689	OFUSG23465.1
STRPU_18839	OFUSG13546.1
STRPU_20211	OFUSG26215.1
STRPU_05245	OFUSG02889.1
STRPU_01814	OFUSG01761.1
STRPU_08329	OFUSG10131.1
STRPU_18058	OFUSG01889.1
STRPU_24426	OFUSG13161.1
STRPU_10389	OFUSG06585.1
STRPU_13969	OFUSG15808.1
STRPU_08081	OFUSG09968.1
STRPU_12876	OFUSG21761.1
STRPU_04551	OFUSG17847.1
STRPU_27425	OFUSG09082.1
STRPU_25382	OFUSG20735.1
STRPU_18033	OFUSG00348.1
STRPU_21923	OFUSG00931.1
STRPU_05387	OFUSG01695.1
STRPU_26050	OFUSG04975.1
STRPU_15338	OFUSG15448.1
STRPU_07420	OFUSG13562.1
STRPU_14728	OFUSG15397.1
STRPU_22846	OFUSG06834.1
STRPU_19507	OFUSG25692.1
STRPU_19762	OFUSG08028.1
STRPU_27336	OFUSG09464.1
STRPU_25657	OFUSG20354.1
STRPU_26458	OFUSG09124.1
STRPU_07106	OFUSG26318.1
STRPU_16895	OFUSG00467.1
STRPU_24428	OFUSG17276.1
STRPU_16519	OFUSG07179.1
STRPU_24366	OFUSG23551.1
STRPU_24300	OFUSG23547.1
STRPU_06012	OFUSG14725.1
STRPU_12967	OFUSG26075.1
STRPU_22292	OFUSG12471.1
STRPU_22437	OFUSG13186.1
STRPU_22648	OFUSG08404.1
STRPU_22694	OFUSG05635.1
STRPU_01504	OFUSG24270.1
STRPU_19536	OFUSG07877.1
STRPU_12615	OFUSG07408.1
STRPU_23783	OFUSG15878.1
STRPU_26196	OFUSG20628.1
STRPU_13466	OFUSG00884.1
STRPU_21450	OFUSG25075.1
STRPU_09536	OFUSG05470.1
STRPU_20194	OFUSG07736.1
STRPU_04998	OFUSG23655.1
