bflo_04183	OFUSG13305.1
bflo_12917	OFUSG20337.1
bflo_12586	OFUSG20676.1
bflo_12840	OFUSG04747.1
bflo_11262	OFUSG07105.1
bflo_21993	OFUSG14517.1
bflo_20572	OFUSG24126.1
bflo_20382	OFUSG15364.1
bflo_10789	OFUSG19542.1
bflo_09679	OFUSG06716.1
bflo_22915	OFUSG10497.1
bflo_05841	OFUSG03473.1
bflo_06106	OFUSG09375.1
bflo_13215	OFUSG05226.1
bflo_26415	OFUSG09639.1
bflo_26479	OFUSG17696.1
bflo_24462	OFUSG23258.1
bflo_08085	OFUSG19643.1
bflo_12928	OFUSG20259.1
bflo_06230	OFUSG08603.1
bflo_11412	OFUSG19255.1
bflo_13622	OFUSG26923.1
bflo_17475	OFUSG00611.1
bflo_22629	OFUSG10248.1
bflo_13385	OFUSG08418.1
bflo_15959	OFUSG07230.1
bflo_13885	OFUSG20779.1
bflo_06052	OFUSG17190.1
bflo_17400	OFUSG00301.1
bflo_14782	OFUSG03545.1
bflo_02171	OFUSG24304.1
bflo_23062	OFUSG10629.1
bflo_06594	OFUSG09055.1
bflo_09467	OFUSG08408.1
bflo_17080	OFUSG04151.1
bflo_15924	OFUSG08755.1
bflo_08350	OFUSG26259.1
bflo_20144	OFUSG22450.1
bflo_16710	OFUSG26235.1
bflo_21786	OFUSG14215.1
bflo_07182	OFUSG07989.1
bflo_05747	OFUSG09566.1
bflo_22873	OFUSG21076.1
bflo_15861	OFUSG21962.1
bflo_15645	OFUSG25412.1
bflo_22761	OFUSG00322.1
bflo_24826	OFUSG13290.1
bflo_14830	OFUSG03014.1
bflo_22983	OFUSG17819.1
bflo_07628	OFUSG16086.1
bflo_14156	OFUSG03583.1
bflo_06382	OFUSG11409.1
bflo_06518	OFUSG25281.1
bflo_05863	OFUSG12073.1
bflo_02795	OFUSG16071.1
bflo_00318	OFUSG17197.1
bflo_12181	OFUSG05691.1
bflo_06485	OFUSG26604.1
bflo_11802	OFUSG06133.1
bflo_15915	OFUSG08416.1
bflo_09910	OFUSG08340.1
bflo_03833	OFUSG00208.1
bflo_24473	OFUSG07017.1
bflo_18811	OFUSG04722.1
bflo_24327	OFUSG26445.1
bflo_23454	OFUSG09948.1
bflo_21738	OFUSG24827.1
bflo_01881	OFUSG01035.1
bflo_09365	OFUSG11372.1
bflo_05496	OFUSG17189.1
bflo_01420	OFUSG13070.1
bflo_24052	OFUSG21943.1
bflo_13783	OFUSG20446.1
bflo_20186	OFUSG14867.1
bflo_03205	OFUSG01611.1
bflo_08967	OFUSG06493.1
bflo_12511	OFUSG05229.1
bflo_16288	OFUSG08031.1
bflo_11289	OFUSG19362.1
bflo_25760	OFUSG21277.1
bflo_26211	OFUSG12908.1
bflo_18182	OFUSG16312.1
bflo_13881	OFUSG20357.1
bflo_14705	OFUSG02164.1
bflo_20021	OFUSG22313.1
bflo_20258	OFUSG24193.1
bflo_24182	OFUSG17812.1
bflo_25813	OFUSG21433.1
bflo_10126	OFUSG04892.1
bflo_03426	OFUSG00833.1
bflo_08985	OFUSG07539.1
bflo_05807	OFUSG26506.1
bflo_26500	OFUSG14651.1
bflo_04353	OFUSG18345.1
bflo_23030	OFUSG18121.1
bflo_23298	OFUSG10056.1
bflo_22603	OFUSG22100.1
bflo_16554	OFUSG11818.1
bflo_20965	OFUSG07084.1
bflo_06351	OFUSG09759.1
bflo_14611	OFUSG13143.1
bflo_19503	OFUSG09543.1
bflo_11461	OFUSG11608.1
bflo_02456	OFUSG03912.1
bflo_03743	OFUSG01614.1
bflo_18891	OFUSG16672.1
bflo_13567	OFUSG20269.1
bflo_20617	OFUSG15027.1
bflo_13446	OFUSG20569.1
bflo_00111	OFUSG17226.1
bflo_16638	OFUSG14690.1
bflo_20183	OFUSG12694.1
bflo_24095	OFUSG13692.1
bflo_24560	OFUSG13542.1
bflo_16335	OFUSG19569.1
bflo_12574	OFUSG05044.1
bflo_17059	OFUSG25724.1
bflo_13877	OFUSG05078.1
bflo_21665	OFUSG14661.1
bflo_14871	OFUSG10011.1
bflo_01898	OFUSG08555.1
bflo_12258	OFUSG25016.1
bflo_20493	OFUSG22259.1
bflo_09378	OFUSG07791.1
bflo_09012	OFUSG07897.1
bflo_05812	OFUSG13180.1
bflo_24670	OFUSG20946.1
bflo_18417	OFUSG00440.1
bflo_05625	OFUSG08935.1
bflo_20444	OFUSG12267.1
bflo_20810	OFUSG15708.1
bflo_16198	OFUSG14191.1
bflo_11554	OFUSG05624.1
bflo_04113	OFUSG21754.1
bflo_17570	OFUSG09155.1
bflo_02470	OFUSG16156.1
bflo_13004	OFUSG20622.1
bflo_18808	OFUSG04159.1
bflo_05749	OFUSG21156.1
bflo_09809	OFUSG11726.1
bflo_15606	OFUSG08156.1
bflo_20009	OFUSG24186.1
bflo_06703	OFUSG25029.1
bflo_18861	OFUSG11714.1
bflo_05949	OFUSG15144.1
bflo_18736	OFUSG15875.1
bflo_11035	OFUSG18909.1
bflo_12196	OFUSG22565.1
bflo_08245	OFUSG15804.1
bflo_11450	OFUSG11227.1
bflo_06997	OFUSG25025.1
bflo_07889	OFUSG09958.1
bflo_23003	OFUSG10898.1
bflo_03925	OFUSG23870.1
bflo_22704	OFUSG11053.1
bflo_02735	OFUSG14821.1
bflo_25602	OFUSG17192.1
bflo_14925	OFUSG02327.1
bflo_00520	OFUSG16861.1
bflo_00244	OFUSG24203.1
bflo_15142	OFUSG26677.1
bflo_13486	OFUSG19340.1
bflo_02051	OFUSG14904.1
bflo_06188	OFUSG09435.1
bflo_25045	OFUSG08126.1
bflo_23674	OFUSG10899.1
bflo_13471	OFUSG11195.1
bflo_10418	OFUSG25163.1
bflo_15127	OFUSG04679.1
bflo_22859	OFUSG09993.1
bflo_03289	OFUSG00207.1
bflo_12691	OFUSG23171.1
bflo_01673	OFUSG08583.1
bflo_13392	OFUSG05430.1
bflo_23786	OFUSG07848.1
bflo_09370	OFUSG13691.1
bflo_21777	OFUSG16567.1
bflo_01688	OFUSG23403.1
bflo_09888	OFUSG06894.1
bflo_12064	OFUSG11568.1
bflo_09055	OFUSG16790.1
bflo_20256	OFUSG08982.1
bflo_26083	OFUSG13324.1
bflo_25288	OFUSG26546.1
bflo_03900	OFUSG00866.1
bflo_09410	OFUSG07800.1
bflo_23722	OFUSG11095.1
bflo_22864	OFUSG10040.1
bflo_03391	OFUSG16316.1
bflo_18407	OFUSG15174.1
bflo_22548	OFUSG12752.1
bflo_14399	OFUSG03103.1
bflo_21151	OFUSG11398.1
bflo_19212	OFUSG15812.1
bflo_19673	OFUSG04628.1
bflo_17213	OFUSG21388.1
bflo_21170	OFUSG15292.1
bflo_20414	OFUSG19701.1
bflo_18016	OFUSG15044.1
bflo_04357	OFUSG13389.1
bflo_04765	OFUSG12917.1
bflo_03113	OFUSG00163.1
bflo_19606	OFUSG16098.1
bflo_22733	OFUSG10453.1
bflo_13203	OFUSG04837.1
bflo_22349	OFUSG24825.1
bflo_23008	OFUSG10885.1
bflo_24087	OFUSG23681.1
bflo_15570	OFUSG12354.1
bflo_11005	OFUSG19265.1
bflo_11368	OFUSG04813.1
bflo_01711	OFUSG12662.1
bflo_06335	OFUSG17469.1
bflo_18711	OFUSG16286.1
bflo_10264	OFUSG05513.1
bflo_09257	OFUSG26076.1
bflo_00615	OFUSG13720.1
bflo_01447	OFUSG21509.1
bflo_04335	OFUSG00419.1
bflo_04058	OFUSG12693.1
bflo_03232	OFUSG00324.1
bflo_15616	OFUSG07500.1
bflo_11744	OFUSG12257.1
bflo_07064	OFUSG10685.1
bflo_07190	OFUSG04480.1
bflo_05687	OFUSG19559.1
bflo_17588	OFUSG00901.1
bflo_26425	OFUSG00282.1
bflo_22223	OFUSG13864.1
bflo_20781	OFUSG22629.1
bflo_20378	OFUSG22338.1
bflo_12377	OFUSG06806.1
bflo_15568	OFUSG08308.1
bflo_12560	OFUSG05085.1
bflo_13843	OFUSG22774.1
bflo_09755	OFUSG06898.1
bflo_16396	OFUSG07494.1
bflo_03239	OFUSG09097.1
bflo_10512	OFUSG07019.1
bflo_17431	OFUSG01632.1
bflo_08911	OFUSG08815.1
bflo_05688	OFUSG08767.1
bflo_15961	OFUSG07249.1
bflo_16120	OFUSG07165.1
bflo_14278	OFUSG02448.1
bflo_21051	OFUSG03426.1
bflo_14646	OFUSG01983.1
bflo_08241	OFUSG08188.1
bflo_20586	OFUSG24022.1
bflo_25293	OFUSG13245.1
bflo_23925	OFUSG12039.1
bflo_10166	OFUSG07011.1
bflo_11500	OFUSG19405.1
bflo_20067	OFUSG15043.1
bflo_21346	OFUSG12018.1
bflo_09626	OFUSG12184.1
bflo_19239	OFUSG24277.1
bflo_10371	OFUSG06513.1
bflo_24536	OFUSG23300.1
bflo_12683	OFUSG20579.1
bflo_26219	OFUSG21354.1
bflo_15518	OFUSG03033.1
bflo_24775	OFUSG13219.1
bflo_22965	OFUSG10396.1
bflo_06067	OFUSG11374.1
bflo_07174	OFUSG17906.1
bflo_21794	OFUSG05529.1
bflo_16517	OFUSG25415.1
bflo_02031	OFUSG16879.1
bflo_05758	OFUSG17315.1
bflo_14171	OFUSG03703.1
bflo_20234	OFUSG24048.1
bflo_16531	OFUSG07793.1
bflo_08561	OFUSG11041.1
bflo_17464	OFUSG09628.1
bflo_14839	OFUSG02790.1
bflo_20996	OFUSG24025.1
bflo_21407	OFUSG11830.1
bflo_14808	OFUSG02756.1
bflo_22225	OFUSG10778.1
bflo_21278	OFUSG14507.1
bflo_09178	OFUSG23820.1
bflo_20255	OFUSG15367.1
bflo_02542	OFUSG24410.1
bflo_24113	OFUSG17577.1
bflo_05574	OFUSG09234.1
bflo_20936	OFUSG11665.1
bflo_01184	OFUSG23542.1
bflo_12057	OFUSG12081.1
bflo_00998	OFUSG21085.1
bflo_14724	OFUSG03117.1
bflo_00862	OFUSG25755.1
bflo_05967	OFUSG09325.1
bflo_01088	OFUSG08167.1
bflo_07900	OFUSG11046.1
bflo_15733	OFUSG07146.1
bflo_12383	OFUSG09690.1
bflo_12121	OFUSG06184.1
bflo_11279	OFUSG06302.1
bflo_21068	OFUSG21835.1
bflo_05551	OFUSG08209.1
bflo_10358	OFUSG07349.1
bflo_17733	OFUSG00474.1
bflo_06593	OFUSG25086.1
bflo_05593	OFUSG26340.1
bflo_19357	OFUSG16073.1
bflo_03527	OFUSG00760.1
bflo_00860	OFUSG12860.1
bflo_02420	OFUSG08855.1
bflo_13051	OFUSG04978.1
bflo_12529	OFUSG05071.1
bflo_22559	OFUSG14464.1
bflo_18023	OFUSG00116.1
bflo_23204	OFUSG10755.1
bflo_23177	OFUSG23588.1
bflo_10101	OFUSG00214.1
bflo_26316	OFUSG21026.1
bflo_14435	OFUSG03681.1
bflo_19613	OFUSG16613.1
bflo_18913	OFUSG15948.1
bflo_08613	OFUSG10179.1
bflo_02414	OFUSG07554.1
bflo_15633	OFUSG26035.1
bflo_09221	OFUSG06730.1
bflo_09266	OFUSG05566.1
bflo_21194	OFUSG19260.1
bflo_08612	OFUSG10774.1
bflo_21103	OFUSG15118.1
bflo_03493	OFUSG00776.1
bflo_11383	OFUSG06430.1
bflo_12465	OFUSG06592.1
bflo_05931	OFUSG09541.1
bflo_11012	OFUSG06298.1
bflo_10758	OFUSG19512.1
bflo_24211	OFUSG05914.1
bflo_01656	OFUSG08714.1
bflo_09023	OFUSG06515.1
bflo_00766	OFUSG16850.1
bflo_22056	OFUSG25040.1
bflo_09320	OFUSG19561.1
bflo_04352	OFUSG10196.1
bflo_23167	OFUSG09265.1
bflo_08225	OFUSG03228.1
bflo_20632	OFUSG22246.1
bflo_07668	OFUSG10233.1
bflo_08524	OFUSG04044.1
bflo_17923	OFUSG00734.1
bflo_06654	OFUSG26381.1
bflo_12080	OFUSG06171.1
bflo_14126	OFUSG01990.1
bflo_11605	OFUSG20128.1
bflo_11118	OFUSG06098.1
bflo_19039	OFUSG12823.1
bflo_25252	OFUSG26483.1
bflo_09215	OFUSG07187.1
bflo_20830	OFUSG19365.1
bflo_07073	OFUSG11181.1
bflo_07715	OFUSG03998.1
bflo_00382	OFUSG17239.1
bflo_24469	OFUSG12654.1
bflo_20052	OFUSG07392.1
bflo_01013	OFUSG21089.1
bflo_06311	OFUSG08872.1
bflo_02603	OFUSG04195.1
bflo_10883	OFUSG19044.1
bflo_23289	OFUSG01231.1
bflo_11753	OFUSG19095.1
bflo_05914	OFUSG08719.1
bflo_23045	OFUSG18630.1
bflo_14710	OFUSG03013.1
bflo_11879	OFUSG06269.1
bflo_03905	OFUSG00062.1
bflo_13863	OFUSG20778.1
bflo_08843	OFUSG12396.1
bflo_23691	OFUSG10863.1
bflo_19314	OFUSG04126.1
bflo_23378	OFUSG10319.1
bflo_21620	OFUSG05439.1
bflo_17260	OFUSG00175.1
bflo_06265	OFUSG23594.1
bflo_23173	OFUSG11099.1
bflo_03887	OFUSG00742.1
bflo_26306	OFUSG04152.1
bflo_19171	OFUSG04385.1
bflo_23714	OFUSG10358.1
bflo_24556	OFUSG13491.1
bflo_12163	OFUSG25210.1
bflo_16466	OFUSG11486.1
bflo_21785	OFUSG14216.1
bflo_24540	OFUSG13585.1
bflo_04443	OFUSG04626.1
bflo_10008	OFUSG19207.1
bflo_13473	OFUSG09024.1
bflo_25640	OFUSG21091.1
bflo_10272	OFUSG19297.1
bflo_06130	OFUSG25186.1
bflo_23154	OFUSG10781.1
bflo_18076	OFUSG01129.1
bflo_14332	OFUSG02638.1
bflo_02012	OFUSG21010.1
bflo_07244	OFUSG04086.1
bflo_07497	OFUSG17848.1
bflo_17759	OFUSG01557.1
bflo_08025	OFUSG16014.1
bflo_12546	OFUSG05289.1
bflo_24616	OFUSG17655.1
bflo_21983	OFUSG05186.1
bflo_06310	OFUSG26949.1
bflo_11515	OFUSG11626.1
bflo_21590	OFUSG24760.1
bflo_08896	OFUSG06541.1
bflo_25581	OFUSG20264.1
bflo_21651	OFUSG25768.1
bflo_02417	OFUSG16794.1
bflo_18814	OFUSG04423.1
bflo_25553	OFUSG26332.1
bflo_15762	OFUSG08097.1
bflo_11167	OFUSG07881.1
bflo_15901	OFUSG11279.1
bflo_18989	OFUSG11793.1
bflo_08733	OFUSG12335.1
bflo_22043	OFUSG25084.1
bflo_10039	OFUSG25555.1
bflo_11564	OFUSG19204.1
bflo_12562	OFUSG20224.1
bflo_07635	OFUSG11629.1
bflo_00211	OFUSG26394.1
bflo_24985	OFUSG11606.1
bflo_20599	OFUSG23810.1
bflo_15141	OFUSG02175.1
bflo_08939	OFUSG06874.1
bflo_13788	OFUSG24977.1
bflo_09802	OFUSG07373.1
bflo_15705	OFUSG13055.1
bflo_12982	OFUSG23200.1
bflo_21617	OFUSG14305.1
bflo_19402	OFUSG03888.1
bflo_25297	OFUSG17679.1
bflo_08221	OFUSG21298.1
bflo_19549	OFUSG00993.1
bflo_10009	OFUSG05518.1
bflo_10793	OFUSG19050.1
bflo_03354	OFUSG00212.1
bflo_10211	OFUSG26010.1
bflo_00988	OFUSG21506.1
bflo_24428	OFUSG23575.1
bflo_09801	OFUSG13402.1
bflo_16426	OFUSG07170.1
bflo_19385	OFUSG16433.1
bflo_04884	OFUSG09782.1
bflo_16010	OFUSG10619.1
bflo_23678	OFUSG18403.1
bflo_23073	OFUSG10218.1
bflo_18398	OFUSG00903.1
bflo_06063	OFUSG19650.1
bflo_13917	OFUSG04817.1
bflo_25677	OFUSG08929.1
bflo_00873	OFUSG12859.1
bflo_17567	OFUSG01037.1
bflo_03731	OFUSG03799.1
bflo_13391	OFUSG05398.1
bflo_18930	OFUSG16806.1
bflo_17194	OFUSG21574.1
bflo_24246	OFUSG13667.1
bflo_08976	OFUSG06202.1
bflo_12272	OFUSG14456.1
bflo_12517	OFUSG10260.1
bflo_25902	OFUSG13328.1
bflo_11596	OFUSG06046.1
bflo_24415	OFUSG21115.1
bflo_13805	OFUSG25015.1
bflo_16299	OFUSG07450.1
bflo_14013	OFUSG12578.1
bflo_00296	OFUSG23502.1
bflo_23333	OFUSG17840.1
bflo_15824	OFUSG19096.1
bflo_00267	OFUSG12802.1
bflo_19390	OFUSG09425.1
bflo_15878	OFUSG25639.1
bflo_18225	OFUSG01470.1
bflo_22780	OFUSG18377.1
bflo_10094	OFUSG19299.1
bflo_11457	OFUSG19317.1
bflo_11542	OFUSG08201.1
bflo_11376	OFUSG06476.1
bflo_01451	OFUSG21359.1
bflo_24459	OFUSG26549.1
bflo_23388	OFUSG10237.1
bflo_11001	OFUSG14196.1
bflo_01972	OFUSG13459.1
bflo_13278	OFUSG23113.1
bflo_10223	OFUSG07092.1
bflo_08678	OFUSG12188.1
bflo_17598	OFUSG09696.1
bflo_17620	OFUSG00351.1
bflo_11654	OFUSG06067.1
bflo_05755	OFUSG13201.1
bflo_25679	OFUSG23582.1
bflo_12822	OFUSG20374.1
bflo_10643	OFUSG06769.1
bflo_25169	OFUSG13280.1
bflo_17535	OFUSG01478.1
bflo_20114	OFUSG09936.1
bflo_13643	OFUSG03118.1
bflo_04382	OFUSG26439.1
bflo_15931	OFUSG07144.1
bflo_26242	OFUSG17541.1
bflo_03961	OFUSG16449.1
bflo_02485	OFUSG16167.1
bflo_18998	OFUSG21083.1
bflo_25192	OFUSG26471.1
bflo_12225	OFUSG06609.1
bflo_20520	OFUSG15400.1
bflo_03280	OFUSG00067.1
bflo_16187	OFUSG25698.1
bflo_13200	OFUSG23187.1
bflo_07061	OFUSG00882.1
bflo_23692	OFUSG10867.1
bflo_04495	OFUSG00971.1
bflo_12547	OFUSG23058.1
bflo_03376	OFUSG00407.1
bflo_05919	OFUSG08963.1
bflo_06114	OFUSG19738.1
bflo_16855	OFUSG07975.1
bflo_13314	OFUSG20880.1
bflo_03499	OFUSG01396.1
bflo_22149	OFUSG12082.1
bflo_01047	OFUSG03513.1
bflo_05676	OFUSG08460.1
bflo_04372	OFUSG24052.1
bflo_12418	OFUSG18911.1
bflo_07643	OFUSG10346.1
bflo_20497	OFUSG21665.1
bflo_06724	OFUSG17317.1
bflo_15479	OFUSG16075.1
bflo_19131	OFUSG16032.1
bflo_22051	OFUSG05705.1
bflo_18105	OFUSG00534.1
bflo_18765	OFUSG04403.1
bflo_21067	OFUSG15332.1
bflo_18096	OFUSG23632.1
bflo_05734	OFUSG21323.1
bflo_21175	OFUSG15259.1
bflo_15002	OFUSG02823.1
bflo_06429	OFUSG08694.1
bflo_14124	OFUSG03061.1
bflo_26118	OFUSG26544.1
bflo_12975	OFUSG20376.1
bflo_13104	OFUSG05096.1
bflo_23340	OFUSG10085.1
bflo_09168	OFUSG19341.1
bflo_22998	OFUSG10945.1
bflo_22071	OFUSG14426.1
bflo_00984	OFUSG13360.1
bflo_24872	OFUSG18680.1
bflo_14105	OFUSG03237.1
bflo_05760	OFUSG09547.1
bflo_00600	OFUSG21350.1
bflo_17522	OFUSG09643.1
bflo_10376	OFUSG05589.1
bflo_08169	OFUSG12345.1
bflo_00715	OFUSG13625.1
bflo_08015	OFUSG04383.1
bflo_22724	OFUSG18605.1
bflo_18157	OFUSG00363.1
bflo_25080	OFUSG13476.1
bflo_22113	OFUSG11649.1
bflo_10245	OFUSG11472.1
bflo_14944	OFUSG03771.1
bflo_22108	OFUSG16751.1
bflo_10283	OFUSG07152.1
bflo_10849	OFUSG06359.1
bflo_19140	OFUSG24282.1
bflo_09434	OFUSG19495.1
bflo_11694	OFUSG06434.1
bflo_13697	OFUSG05410.1
bflo_17292	OFUSG21471.1
bflo_19821	OFUSG24015.1
bflo_06628	OFUSG09472.1
bflo_15687	OFUSG12657.1
bflo_01920	OFUSG20059.1
bflo_18977	OFUSG25301.1
bflo_20784	OFUSG04380.1
bflo_01173	OFUSG23540.1
bflo_06178	OFUSG08519.1
bflo_13867	OFUSG23192.1
bflo_04867	OFUSG22065.1
bflo_03875	OFUSG20931.1
bflo_18194	OFUSG01072.1
bflo_16232	OFUSG09371.1
bflo_23261	OFUSG10668.1
bflo_15512	OFUSG02992.1
bflo_04451	OFUSG21294.1
bflo_15465	OFUSG03506.1
bflo_09942	OFUSG05652.1
bflo_23065	OFUSG11615.1
bflo_02400	OFUSG03939.1
bflo_10216	OFUSG07599.1
bflo_07165	OFUSG15879.1
bflo_12667	OFUSG20629.1
bflo_00661	OFUSG23432.1
bflo_20216	OFUSG21950.1
bflo_10615	OFUSG11966.1
bflo_15621	OFUSG20382.1
bflo_13830	OFUSG12736.1
bflo_20304	OFUSG15175.1
bflo_21573	OFUSG14081.1
bflo_22632	OFUSG10784.1
bflo_11553	OFUSG06910.1
bflo_25671	OFUSG25462.1
bflo_13220	OFUSG08880.1
bflo_07094	OFUSG25520.1
bflo_17610	OFUSG00662.1
bflo_13464	OFUSG12072.1
bflo_14983	OFUSG03342.1
bflo_01533	OFUSG25375.1
bflo_00241	OFUSG23348.1
bflo_00229	OFUSG21177.1
bflo_13840	OFUSG01363.1
bflo_10040	OFUSG08783.1
bflo_22184	OFUSG24933.1
bflo_03849	OFUSG15399.1
bflo_18158	OFUSG06556.1
bflo_08537	OFUSG18597.1
bflo_24212	OFUSG21116.1
bflo_01609	OFUSG26844.1
bflo_20450	OFUSG26551.1
bflo_25979	OFUSG26495.1
bflo_00696	OFUSG13031.1
bflo_16497	OFUSG07680.1
bflo_20409	OFUSG18542.1
bflo_23773	OFUSG23757.1
bflo_05239	OFUSG20848.1
bflo_10334	OFUSG25594.1
bflo_03779	OFUSG00189.1
bflo_16792	OFUSG07120.1
bflo_25852	OFUSG23394.1
bflo_23594	OFUSG18210.1
bflo_23020	OFUSG00421.1
bflo_08016	OFUSG16593.1
bflo_09130	OFUSG07617.1
bflo_09847	OFUSG25503.1
bflo_00273	OFUSG16885.1
bflo_21720	OFUSG07051.1
bflo_20969	OFUSG26393.1
bflo_18040	OFUSG00025.1
bflo_12637	OFUSG16062.1
bflo_01823	OFUSG17236.1
bflo_01185	OFUSG21080.1
bflo_16627	OFUSG08043.1
bflo_12332	OFUSG19369.1
bflo_08100	OFUSG18603.1
bflo_07467	OFUSG18388.1
bflo_12590	OFUSG05387.1
bflo_16281	OFUSG09930.1
bflo_12666	OFUSG20627.1
bflo_24597	OFUSG17703.1
bflo_15770	OFUSG08120.1
bflo_17621	OFUSG00226.1
bflo_12606	OFUSG19598.1
bflo_12688	OFUSG05916.1
bflo_25759	OFUSG19582.1
bflo_14207	OFUSG02724.1
bflo_15757	OFUSG08252.1
bflo_20293	OFUSG15469.1
bflo_11069	OFUSG19029.1
bflo_10284	OFUSG07205.1
bflo_14639	OFUSG03428.1
bflo_21740	OFUSG24737.1
bflo_09211	OFUSG07923.1
bflo_06281	OFUSG06128.1
bflo_04742	OFUSG23781.1
bflo_17252	OFUSG01449.1
bflo_24558	OFUSG08582.1
bflo_03212	OFUSG21103.1
bflo_20327	OFUSG15210.1
bflo_12804	OFUSG12571.1
bflo_01948	OFUSG19685.1
bflo_05613	OFUSG04620.1
bflo_00280	OFUSG21343.1
bflo_02564	OFUSG12864.1
bflo_13207	OFUSG08303.1
bflo_04492	OFUSG01041.1
bflo_12060	OFUSG12845.1
bflo_20512	OFUSG15588.1
bflo_21265	OFUSG14316.1
bflo_13081	OFUSG13089.1
bflo_12389	OFUSG18695.1
bflo_08774	OFUSG06557.1
bflo_22655	OFUSG11246.1
bflo_13234	OFUSG25280.1
bflo_21901	OFUSG12167.1
bflo_12767	OFUSG20550.1
bflo_25723	OFUSG26357.1
bflo_25211	OFUSG12878.1
bflo_05010	OFUSG17503.1
bflo_10989	OFUSG05866.1
bflo_08929	OFUSG12323.1
bflo_17496	OFUSG11960.1
bflo_21024	OFUSG08197.1
bflo_03489	OFUSG07021.1
bflo_10576	OFUSG09657.1
bflo_20808	OFUSG03492.1
bflo_05683	OFUSG09437.1
bflo_07357	OFUSG03937.1
bflo_24570	OFUSG23344.1
bflo_05757	OFUSG10320.1
bflo_08955	OFUSG11574.1
bflo_11568	OFUSG11225.1
bflo_16168	OFUSG26230.1
bflo_03318	OFUSG00921.1
bflo_21429	OFUSG08168.1
bflo_10156	OFUSG03254.1
bflo_04847	OFUSG25223.1
bflo_11440	OFUSG19366.1
bflo_21176	OFUSG15260.1
bflo_15947	OFUSG14974.1
bflo_19324	OFUSG16782.1
bflo_17804	OFUSG16737.1
bflo_04118	OFUSG06459.1
bflo_05654	OFUSG20991.1
bflo_09124	OFUSG19528.1
bflo_20191	OFUSG22677.1
bflo_06605	OFUSG08814.1
bflo_21686	OFUSG14799.1
bflo_01186	OFUSG16960.1
bflo_21962	OFUSG08782.1
bflo_12034	OFUSG05818.1
bflo_18368	OFUSG01858.1
bflo_08340	OFUSG25511.1
bflo_14504	OFUSG03350.1
bflo_08528	OFUSG03909.1
bflo_20957	OFUSG26833.1
bflo_23250	OFUSG18399.1
bflo_22631	OFUSG10785.1
bflo_18154	OFUSG00940.1
bflo_05258	OFUSG09056.1
bflo_02644	OFUSG00132.1
bflo_01578	OFUSG23561.1
bflo_21653	OFUSG07816.1
bflo_03693	OFUSG00243.1
bflo_16283	OFUSG09929.1
bflo_02641	OFUSG16660.1
bflo_08117	OFUSG09066.1
bflo_24656	OFUSG26442.1
bflo_15921	OFUSG12764.1
bflo_11579	OFUSG19412.1
bflo_24093	OFUSG11970.1
bflo_22672	OFUSG10099.1
bflo_13024	OFUSG20327.1
bflo_20317	OFUSG15049.1
bflo_17597	OFUSG16386.1
bflo_23180	OFUSG18255.1
bflo_23152	OFUSG10296.1
bflo_23024	OFUSG09988.1
bflo_06910	OFUSG11058.1
bflo_24420	OFUSG13407.1
bflo_11619	OFUSG18982.1
bflo_24576	OFUSG23603.1
bflo_22321	OFUSG06832.1
bflo_20273	OFUSG18208.1
bflo_19674	OFUSG16616.1
bflo_02870	OFUSG16586.1
bflo_08106	OFUSG18254.1
bflo_14800	OFUSG03475.1
bflo_24337	OFUSG21432.1
bflo_24711	OFUSG26335.1
bflo_14613	OFUSG02162.1
bflo_07294	OFUSG11839.1
bflo_05287	OFUSG08796.1
bflo_11586	OFUSG08869.1
bflo_09984	OFUSG19026.1
bflo_08479	OFUSG04247.1
bflo_12725	OFUSG20565.1
bflo_21716	OFUSG24779.1
bflo_23779	OFUSG11098.1
bflo_25140	OFUSG17310.1
bflo_04800	OFUSG14829.1
bflo_21722	OFUSG21909.1
bflo_05350	OFUSG20141.1
bflo_18818	OFUSG20153.1
bflo_09190	OFUSG06503.1
bflo_24662	OFUSG23322.1
bflo_02963	OFUSG16464.1
bflo_02273	OFUSG16239.1
bflo_15855	OFUSG08073.1
bflo_13846	OFUSG20356.1
bflo_06517	OFUSG09411.1
bflo_13283	OFUSG05158.1
bflo_23334	OFUSG17839.1
bflo_11729	OFUSG10855.1
bflo_08204	OFUSG12005.1
bflo_23901	OFUSG10893.1
bflo_10056	OFUSG25153.1
bflo_08771	OFUSG18976.1
bflo_09766	OFUSG19490.1
bflo_23805	OFUSG10500.1
bflo_07600	OFUSG04634.1
bflo_16369	OFUSG07622.1
bflo_12587	OFUSG04945.1
bflo_23345	OFUSG11378.1
bflo_21923	OFUSG02404.1
bflo_09997	OFUSG12084.1
bflo_21046	OFUSG21840.1
bflo_13115	OFUSG20252.1
bflo_00311	OFUSG01814.1
bflo_03908	OFUSG12897.1
bflo_20164	OFUSG23874.1
bflo_17670	OFUSG00900.1
bflo_17697	OFUSG00527.1
bflo_12736	OFUSG04955.1
bflo_05842	OFUSG11247.1
bflo_05810	OFUSG11647.1
bflo_20179	OFUSG24013.1
bflo_21032	OFUSG22586.1
bflo_21052	OFUSG14857.1
bflo_25366	OFUSG17295.1
bflo_14005	OFUSG12585.1
bflo_19986	OFUSG25743.1
bflo_01580	OFUSG09743.1
bflo_04859	OFUSG11320.1
bflo_10209	OFUSG19121.1
bflo_22531	OFUSG25115.1
