AENJA_23461	BRALA00047
AENJA_25025	BRALA00725
AENJA_25282	BRALA23043
AENJA_25392	BRALA18291
AENJA_25748	BRALA16339
AENJA_26097	BRALA26238
AENJA_26454	BRALA13050
AENJA_26593	BRALA34920
AENJA_00310	BRALA22830
AENJA_00516	BRALA03093
AENJA_00550	BRALA11886
AENJA_01203	BRALA17127
AENJA_01486	BRALA26148
AENJA_01506	BRALA09691
AENJA_01633	BRALA18596
AENJA_01684	BRALA09090
AENJA_01705	BRALA26674
AENJA_01729	BRALA15960
AENJA_02064	BRALA03705
AENJA_02278	BRALA18489
AENJA_02302	BRALA34160
AENJA_02374	BRALA18749
AENJA_02425	BRALA11235
AENJA_02429	BRALA21571
AENJA_07147	BRALA11898
AENJA_02591	BRALA10204
AENJA_02668	BRALA02912
AENJA_03118	BRALA14197
AENJA_03219	BRALA15050
AENJA_03297	BRALA11315
AENJA_03379	BRALA22724
AENJA_03416	BRALA35301
AENJA_03763	BRALA05741
AENJA_03888	BRALA08296
AENJA_04014	BRALA29141
AENJA_20691	BRALA10118
AENJA_04057	BRALA02512
AENJA_04321	BRALA14983
AENJA_04594	BRALA10361
AENJA_05091	BRALA09457
AENJA_05573	BRALA04444
AENJA_05819	BRALA07416
AENJA_05851	BRALA03608
AENJA_06209	BRALA31423
AENJA_06337	BRALA01991
AENJA_06438	BRALA12493
AENJA_06472	BRALA05544
AENJA_06731	BRALA18525
AENJA_06979	BRALA09426
AENJA_06984	BRALA01934
AENJA_07053	BRALA06404
AENJA_07138	BRALA20006
AENJA_07307	BRALA29519
AENJA_07382	BRALA19990
AENJA_07626	BRALA30535
AENJA_07918	BRALA14728
AENJA_07931	BRALA22939
AENJA_07958	BRALA11418
AENJA_08157	BRALA29530
AENJA_08421	BRALA14966
AENJA_08479	BRALA17769
AENJA_08571	BRALA15160
AENJA_08634	BRALA03150
AENJA_08666	BRALA31457
AENJA_08948	BRALA29283
AENJA_08995	BRALA01000
AENJA_09281	BRALA10358
AENJA_09310	BRALA08303
AENJA_09414	BRALA32511
AENJA_09951	BRALA29476
AENJA_10102	BRALA05979
AENJA_10126	BRALA29843
AENJA_10671	BRALA14639
AENJA_10728	BRALA16636
AENJA_10811	BRALA11162
AENJA_10896	BRALA23893
AENJA_10914	BRALA03711
AENJA_11219	BRALA16894
AENJA_11398	BRALA35482
AENJA_11558	BRALA02958
AENJA_11716	BRALA16278
AENJA_11759	BRALA27284
AENJA_11806	BRALA31136
AENJA_11868	BRALA11243
AENJA_12058	BRALA02487
AENJA_12116	BRALA05866
AENJA_12158	BRALA03831
AENJA_12557	BRALA09811
AENJA_12596	BRALA17672
AENJA_12798	BRALA13776
AENJA_13252	BRALA10844
AENJA_13331	BRALA25017
AENJA_13634	BRALA14711
AENJA_13686	BRALA11786
AENJA_13913	BRALA11506
AENJA_14330	BRALA22739
AENJA_14443	BRALA14976
AENJA_14856	BRALA27384
AENJA_15048	BRALA18640
AENJA_15096	BRALA28668
AENJA_15963	BRALA04177
AENJA_16155	BRALA10189
AENJA_16598	BRALA23589
AENJA_16800	BRALA12127
AENJA_16835	BRALA26083
AENJA_16841	BRALA12360
AENJA_16867	BRALA18778
AENJA_16982	BRALA14329
AENJA_17017	BRALA26681
AENJA_17231	BRALA02915
AENJA_17320	BRALA18746
AENJA_17547	BRALA09608
AENJA_18134	BRALA22732
AENJA_18596	BRALA27825
AENJA_19062	BRALA01978
AENJA_19146	BRALA23445
AENJA_19212	BRALA24172
AENJA_19317	BRALA20010
AENJA_19374	BRALA15183
AENJA_19702	BRALA23102
AENJA_19753	BRALA02910
AENJA_19958	BRALA14311
AENJA_20328	BRALA16557
AENJA_20422	BRALA29279
AENJA_20974	BRALA07819
AENJA_21249	BRALA26859
AENJA_21608	BRALA29460
AENJA_21685	BRALA31059
AENJA_21950	BRALA31166
AENJA_22037	BRALA01390
AENJA_22523	BRALA21477
AENJA_22615	BRALA02586
AENJA_22871	BRALA22199
AENJA_23497	BRALA01195
AENJA_23655	BRALA20609
AENJA_23704	BRALA06733
AENJA_23712	BRALA03731
AENJA_23907	BRALA25078
AENJA_24372	BRALA26081
AENJA_24530	BRALA05724
AENJA_25166	BRALA21225
AENJA_25317	BRALA33935
AENJA_25524	BRALA09277
AENJA_25584	BRALA09786
AENJA_25597	BRALA00557
AENJA_26375	BRALA04354
AENJA_26544	BRALA29567
AENJA_00005	BRALA16148
AENJA_08497	BRALA19083
AENJA_00187	BRALA17151
AENJA_00195	BRALA14199
AENJA_00263	BRALA26858
AENJA_00361	BRALA01824
AENJA_00451	BRALA29326
AENJA_00461	BRALA29411
AENJA_00776	BRALA18574
AENJA_00868	BRALA29153
AENJA_00871	BRALA31254
AENJA_00922	BRALA31316
AENJA_01930	BRALA14581
AENJA_01958	BRALA01420
AENJA_02085	BRALA12451
AENJA_02219	BRALA11435
AENJA_02336	BRALA00394
AENJA_02340	BRALA10746
AENJA_02375	BRALA08580
AENJA_02721	BRALA03457
AENJA_02764	BRALA03392
AENJA_03056	BRALA13548
AENJA_03089	BRALA18946
AENJA_03148	BRALA08921
AENJA_03367	BRALA19060
AENJA_03427	BRALA21955
AENJA_03794	BRALA13392
AENJA_03798	BRALA10106
AENJA_03976	BRALA03230
AENJA_04040	BRALA03323
AENJA_04167	BRALA31005
AENJA_04178	BRALA01903
AENJA_04449	BRALA12219
AENJA_04551	BRALA20561
AENJA_21796	BRALA12578
AENJA_09170	BRALA18437
AENJA_22550	BRALA04628
AENJA_04842	BRALA18627
AENJA_04865	BRALA21608
AENJA_05015	BRALA22899
AENJA_05239	BRALA20619
AENJA_05329	BRALA22461
AENJA_05552	BRALA24832
AENJA_05863	BRALA22481
AENJA_06212	BRALA04514
AENJA_06216	BRALA25503
AENJA_06345	BRALA24074
AENJA_06493	BRALA25445
AENJA_06724	BRALA13110
AENJA_06827	BRALA18338
AENJA_06969	BRALA09425
AENJA_07201	BRALA12190
AENJA_07641	BRALA23188
AENJA_07752	BRALA06551
AENJA_07831	BRALA20597
AENJA_07903	BRALA16772
AENJA_07904	BRALA23887
AENJA_10818	BRALA23885
AENJA_07944	BRALA18758
AENJA_07969	BRALA18685
AENJA_08236	BRALA11196
AENJA_08347	BRALA07893
AENJA_08393	BRALA20376
AENJA_08570	BRALA26230
AENJA_08657	BRALA21822
AENJA_08665	BRALA12040
AENJA_08799	BRALA07078
AENJA_08939	BRALA29235
AENJA_09105	BRALA24298
AENJA_09120	BRALA00359
AENJA_09219	BRALA25649
AENJA_09271	BRALA21732
AENJA_17725	BRALA18970
AENJA_09557	BRALA10022
AENJA_10884	BRALA09819
AENJA_10990	BRALA02217
AENJA_14630	BRALA32475
AENJA_11123	BRALA06062
AENJA_11290	BRALA19302
AENJA_11434	BRALA14413
AENJA_11497	BRALA03335
AENJA_11553	BRALA24253
AENJA_11598	BRALA07431
AENJA_11692	BRALA08582
AENJA_11902	BRALA23018
AENJA_11928	BRALA25555
AENJA_12022	BRALA25557
AENJA_12215	BRALA15038
AENJA_12530	BRALA32101
AENJA_12612	BRALA24433
AENJA_12676	BRALA01904
AENJA_12890	BRALA13349
AENJA_12953	BRALA17687
AENJA_13253	BRALA10840
AENJA_13264	BRALA10635
AENJA_13416	BRALA34747
AENJA_13790	BRALA24731
AENJA_13910	BRALA11521
AENJA_13961	BRALA02649
AENJA_14039	BRALA09331
AENJA_14065	BRALA05772
AENJA_14240	BRALA14290
AENJA_14257	BRALA00706
AENJA_14685	BRALA01776
AENJA_14870	BRALA22981
AENJA_14884	BRALA25633
AENJA_15364	BRALA30100
AENJA_15580	BRALA28422
AENJA_15587	BRALA28418
AENJA_16014	BRALA01027
AENJA_16066	BRALA28884
AENJA_16146	BRALA20772
AENJA_16184	BRALA10676
AENJA_26048	BRALA07736
AENJA_16315	BRALA15202
AENJA_16431	BRALA16807
AENJA_16453	BRALA00319
AENJA_16456	BRALA10060
AENJA_16684	BRALA11139
AENJA_16691	BRALA06365
AENJA_16792	BRALA23013
AENJA_17110	BRALA12216
AENJA_17422	BRALA15268
AENJA_17443	BRALA33091
AENJA_17485	BRALA17107
AENJA_17567	BRALA12585
AENJA_17697	BRALA00024
AENJA_17756	BRALA20462
AENJA_17767	BRALA30212
AENJA_17897	BRALA06969
AENJA_17898	BRALA02299
AENJA_17899	BRALA22928
AENJA_18030	BRALA20299
AENJA_18747	BRALA34052
AENJA_18748	BRALA34062
AENJA_19058	BRALA06139
AENJA_19220	BRALA00501
AENJA_19229	BRALA10080
AENJA_19307	BRALA00873
AENJA_19345	BRALA27092
AENJA_19396	BRALA27276
AENJA_19399	BRALA05479
AENJA_19421	BRALA31719
AENJA_19514	BRALA28098
AENJA_19695	BRALA10114
AENJA_19701	BRALA23114
AENJA_20072	BRALA06119
AENJA_20253	BRALA03307
AENJA_20590	BRALA06114
AENJA_20785	BRALA15220
AENJA_20935	BRALA15036
AENJA_21162	BRALA01649
AENJA_21464	BRALA27204
AENJA_21530	BRALA26873
AENJA_21665	BRALA28079
AENJA_21741	BRALA29899
AENJA_21780	BRALA09173
AENJA_21881	BRALA25532
AENJA_21945	BRALA07762
AENJA_22399	BRALA23741
AENJA_22627	BRALA05637
AENJA_22666	BRALA23896
AENJA_22731	BRALA19760
AENJA_22903	BRALA18844
AENJA_23022	BRALA29139
AENJA_23128	BRALA33957
AENJA_23247	BRALA28863
AENJA_23667	BRALA25386
AENJA_23857	BRALA20032
AENJA_23876	BRALA26953
AENJA_23970	BRALA31710
AENJA_23983	BRALA11400
AENJA_24032	BRALA34594
AENJA_24195	BRALA03094
AENJA_24385	BRALA07414
AENJA_24465	BRALA21747
AENJA_24642	BRALA01751
AENJA_24878	BRALA22511
AENJA_24896	BRALA13391
AENJA_25081	BRALA10033
AENJA_25314	BRALA32750
AENJA_25603	BRALA03899
AENJA_25906	BRALA26125
AENJA_25907	BRALA26124
AENJA_26252	BRALA29447
AENJA_26610	BRALA07410
AENJA_26633	BRALA19729
AENJA_26638	BRALA20055
AENJA_26700	BRALA14930
AENJA_26765	BRALA08004
AENJA_26781	BRALA31036
AENJA_26783	BRALA32999
AENJA_00010	BRALA19112
AENJA_00270	BRALA13497
AENJA_00435	BRALA29685
AENJA_00454	BRALA09631
AENJA_00482	BRALA17604
AENJA_00527	BRALA05427
AENJA_00579	BRALA16972
AENJA_00974	BRALA27390
AENJA_00889	BRALA29145
AENJA_01048	BRALA06531
AENJA_01964	BRALA08943
AENJA_02204	BRALA28438
AENJA_02213	BRALA20020
AENJA_03078	BRALA35736
AENJA_02331	BRALA13426
AENJA_02350	BRALA11223
AENJA_02412	BRALA13874
AENJA_02418	BRALA23050
AENJA_02461	BRALA27359
AENJA_02560	BRALA09680
AENJA_02719	BRALA24157
AENJA_02782	BRALA22261
AENJA_02947	BRALA13716
AENJA_03060	BRALA24489
AENJA_03398	BRALA17732
AENJA_03524	BRALA34431
AENJA_03553	BRALA05324
AENJA_03642	BRALA00991
AENJA_03880	BRALA10440
AENJA_03887	BRALA11889
AENJA_04020	BRALA19310
AENJA_12095	BRALA06513
AENJA_04499	BRALA06537
AENJA_04694	BRALA23901
AENJA_04780	BRALA05941
AENJA_05766	BRALA10893
AENJA_05817	BRALA09161
AENJA_05823	BRALA14055
AENJA_05829	BRALA12312
AENJA_05904	BRALA22150
AENJA_06220	BRALA34363
AENJA_06248	BRALA27664
AENJA_06468	BRALA21447
AENJA_06550	BRALA01793
AENJA_06563	BRALA33991
AENJA_06655	BRALA16695
AENJA_06749	BRALA30382
AENJA_06797	BRALA02224
AENJA_18629	BRALA09043
AENJA_07208	BRALA06021
AENJA_07395	BRALA16717
AENJA_07591	BRALA11567
AENJA_07769	BRALA31348
AENJA_07814	BRALA04439
AENJA_07815	BRALA05658
AENJA_07834	BRALA10043
AENJA_07988	BRALA19737
AENJA_07997	BRALA17170
AENJA_08047	BRALA16045
AENJA_08093	BRALA15155
AENJA_08117	BRALA09208
AENJA_08187	BRALA16380
AENJA_08251	BRALA22898
AENJA_08281	BRALA00236
AENJA_08517	BRALA31690
AENJA_08531	BRALA13757
AENJA_08918	BRALA28634
AENJA_09028	BRALA34105
AENJA_09116	BRALA24004
AENJA_09117	BRALA02286
AENJA_09143	BRALA21792
AENJA_09280	BRALA18333
AENJA_09359	BRALA31003
AENJA_09627	BRALA03838
AENJA_09743	BRALA30027
AENJA_09877	BRALA23182
AENJA_09893	BRALA08960
AENJA_09922	BRALA00100
AENJA_09996	BRALA03973
AENJA_10100	BRALA05851
AENJA_10287	BRALA17760
AENJA_10362	BRALA15342
AENJA_10479	BRALA15130
AENJA_10621	BRALA14588
AENJA_10771	BRALA10057
AENJA_10828	BRALA03215
AENJA_10831	BRALA13532
AENJA_10860	BRALA26572
AENJA_11067	BRALA23632
AENJA_11102	BRALA21193
AENJA_11191	BRALA09513
AENJA_11412	BRALA12053
AENJA_11448	BRALA23176
AENJA_11559	BRALA02596
AENJA_11561	BRALA02905
AENJA_11701	BRALA22738
AENJA_11702	BRALA19389
AENJA_11708	BRALA22942
AENJA_11918	BRALA24715
AENJA_12040	BRALA14994
AENJA_12107	BRALA07338
AENJA_12135	BRALA05260
AENJA_12181	BRALA13324
AENJA_12291	BRALA29780
AENJA_12322	BRALA15377
AENJA_12555	BRALA15991
AENJA_12713	BRALA15186
AENJA_12819	BRALA24136
AENJA_12936	BRALA21005
AENJA_12972	BRALA25836
AENJA_13199	BRALA32821
AENJA_13238	BRALA03369
AENJA_13320	BRALA05488
AENJA_13351	BRALA03277
AENJA_13517	BRALA01281
AENJA_13821	BRALA16981
AENJA_14006	BRALA16715
AENJA_14067	BRALA05669
AENJA_14293	BRALA27370
AENJA_14400	BRALA18097
AENJA_14557	BRALA13594
AENJA_15082	BRALA22241
AENJA_15359	BRALA28412
AENJA_15447	BRALA16020
AENJA_15519	BRALA01439
AENJA_15564	BRALA19454
AENJA_15591	BRALA28415
AENJA_15696	BRALA02657
AENJA_15708	BRALA06731
AENJA_15868	BRALA24271
AENJA_16306	BRALA07724
AENJA_16316	BRALA15203
AENJA_16438	BRALA26597
AENJA_16465	BRALA22957
AENJA_16925	BRALA28337
AENJA_17019	BRALA35555
AENJA_17248	BRALA13584
AENJA_17388	BRALA07564
AENJA_17467	BRALA24632
AENJA_17520	BRALA21739
AENJA_17545	BRALA17895
AENJA_17808	BRALA33679
AENJA_17996	BRALA05499
AENJA_18037	BRALA16616
AENJA_18232	BRALA09627
AENJA_18485	BRALA02572
AENJA_18519	BRALA22260
AENJA_18869	BRALA13743
AENJA_18909	BRALA16946
AENJA_18934	BRALA00532
AENJA_19420	BRALA35702
AENJA_19433	BRALA09812
AENJA_19474	BRALA03897
AENJA_19714	BRALA31718
AENJA_19999	BRALA15177
AENJA_20207	BRALA12054
AENJA_20237	BRALA15087
AENJA_20384	BRALA16635
AENJA_20437	BRALA17339
AENJA_20554	BRALA15123
AENJA_21353	BRALA18535
AENJA_21776	BRALA18049
AENJA_22254	BRALA13424
AENJA_22271	BRALA09544
AENJA_22467	BRALA29771
AENJA_22471	BRALA23863
AENJA_22659	BRALA24813
AENJA_22900	BRALA19007
AENJA_23013	BRALA31449
AENJA_23228	BRALA11487
AENJA_23328	BRALA01713
AENJA_23340	BRALA22647
AENJA_23341	BRALA10952
AENJA_23474	BRALA09476
AENJA_23682	BRALA22837
AENJA_23701	BRALA00519
AENJA_23749	BRALA14101
AENJA_23812	BRALA04605
AENJA_24147	BRALA14478
AENJA_24203	BRALA03347
AENJA_24426	BRALA29363
AENJA_24573	BRALA27520
AENJA_24578	BRALA33597
AENJA_24749	BRALA06415
AENJA_24853	BRALA06428
AENJA_24904	BRALA23354
AENJA_25050	BRALA01236
AENJA_25080	BRALA08070
AENJA_25085	BRALA14155
AENJA_25196	BRALA08114
AENJA_25410	BRALA20271
AENJA_25419	BRALA06666
AENJA_25504	BRALA07121
AENJA_25668	BRALA10028
AENJA_25750	BRALA22364
AENJA_25818	BRALA21693
AENJA_26124	BRALA15016
AENJA_26159	BRALA01041
AENJA_26346	BRALA29383
AENJA_26564	BRALA08810
AENJA_26628	BRALA19772
AENJA_26634	BRALA20054
AENJA_00082	BRALA22055
AENJA_00180	BRALA00415
AENJA_00304	BRALA23584
AENJA_00355	BRALA17551
AENJA_00552	BRALA19446
AENJA_00701	BRALA15277
AENJA_01012	BRALA14037
AENJA_01014	BRALA01008
AENJA_01142	BRALA21470
AENJA_01536	BRALA18360
AENJA_01961	BRALA04850
AENJA_02075	BRALA03837
AENJA_02249	BRALA06867
AENJA_02335	BRALA10674
AENJA_02390	BRALA22169
AENJA_02420	BRALA27483
AENJA_02436	BRALA05811
AENJA_02445	BRALA22943
AENJA_02563	BRALA10284
AENJA_02693	BRALA13653
AENJA_02759	BRALA28224
AENJA_02930	BRALA16542
AENJA_03046	BRALA16504
AENJA_03063	BRALA22108
AENJA_03126	BRALA22635
AENJA_03161	BRALA04559
AENJA_03378	BRALA18989
AENJA_03391	BRALA19510
AENJA_03514	BRALA09381
AENJA_03523	BRALA20901
AENJA_03643	BRALA01303
AENJA_03710	BRALA14635
AENJA_03754	BRALA11176
AENJA_03934	BRALA18690
AENJA_03948	BRALA12771
AENJA_04110	BRALA24486
AENJA_04204	BRALA10442
AENJA_04431	BRALA06505
AENJA_04474	BRALA14069
AENJA_04491	BRALA06538
AENJA_04820	BRALA13678
AENJA_04873	BRALA28207
AENJA_05405	BRALA09466
AENJA_05433	BRALA06454
AENJA_05457	BRALA20191
AENJA_05759	BRALA02107
AENJA_19182	BRALA01222
AENJA_05821	BRALA09181
AENJA_05901	BRALA11256
AENJA_06748	BRALA18900
AENJA_06751	BRALA35356
AENJA_06756	BRALA25886
AENJA_07188	BRALA02746
AENJA_07202	BRALA12189
AENJA_07237	BRALA24439
AENJA_07278	BRALA04838
AENJA_07457	BRALA11537
AENJA_07745	BRALA19194
AENJA_07784	BRALA11529
AENJA_07897	BRALA06466
AENJA_08108	BRALA13611
AENJA_11112	BRALA30436
AENJA_08249	BRALA11230
AENJA_08397	BRALA12681
AENJA_08611	BRALA16012
AENJA_08788	BRALA00530
AENJA_08787	BRALA00531
AENJA_08862	BRALA11188
AENJA_22484	BRALA05646
AENJA_09771	BRALA05518
AENJA_09921	BRALA12306
AENJA_09924	BRALA30038
AENJA_09944	BRALA04264
AENJA_09990	BRALA34051
AENJA_10009	BRALA14416
AENJA_10049	BRALA13606
AENJA_10342	BRALA35713
AENJA_18925	BRALA08427
AENJA_10565	BRALA04404
AENJA_10930	BRALA31039
AENJA_11081	BRALA33965
AENJA_11580	BRALA11309
AENJA_11597	BRALA07429
AENJA_11673	BRALA29072
AENJA_11799	BRALA32456
AENJA_11845	BRALA23861
AENJA_11864	BRALA01215
AENJA_12166	BRALA26111
AENJA_12605	BRALA10890
AENJA_12659	BRALA18625
AENJA_12811	BRALA25927
AENJA_12818	BRALA11938
AENJA_12957	BRALA26937
AENJA_13043	BRALA20461
AENJA_13234	BRALA03213
AENJA_13255	BRALA29459
AENJA_13256	BRALA18570
AENJA_13376	BRALA26154
AENJA_13525	BRALA07188
AENJA_13682	BRALA08227
AENJA_13683	BRALA08226
AENJA_13908	BRALA11534
AENJA_13996	BRALA01101
AENJA_14222	BRALA25396
AENJA_14397	BRALA31284
AENJA_14463	BRALA03147
AENJA_14552	BRALA13676
AENJA_14581	BRALA27874
AENJA_14606	BRALA07448
AENJA_14636	BRALA19390
AENJA_14695	BRALA24173
AENJA_14708	BRALA05242
AENJA_14713	BRALA06601
AENJA_15083	BRALA11540
AENJA_15089	BRALA29156
AENJA_15512	BRALA02216
AENJA_15534	BRALA00021
AENJA_15753	BRALA29770
AENJA_15796	BRALA13748
AENJA_15889	BRALA08688
AENJA_15944	BRALA21190
AENJA_16021	BRALA20262
AENJA_16162	BRALA10188
AENJA_16290	BRALA09049
AENJA_16612	BRALA20633
AENJA_16681	BRALA11171
AENJA_16688	BRALA26384
AENJA_16777	BRALA04797
AENJA_16938	BRALA21756
AENJA_17153	BRALA03319
AENJA_17260	BRALA12183
AENJA_17522	BRALA05147
AENJA_17721	BRALA22685
AENJA_17741	BRALA00513
AENJA_22291	BRALA25406
AENJA_18089	BRALA29622
AENJA_18087	BRALA29621
AENJA_18251	BRALA20017
AENJA_18354	BRALA15442
AENJA_18467	BRALA28981
AENJA_18857	BRALA08607
AENJA_19000	BRALA17307
AENJA_19102	BRALA12644
AENJA_19358	BRALA19740
AENJA_19481	BRALA12448
AENJA_19506	BRALA05111
AENJA_19533	BRALA22201
AENJA_19580	BRALA18001
AENJA_19581	BRALA08685
AENJA_19652	BRALA24858
AENJA_19690	BRALA11163
AENJA_19710	BRALA22124
AENJA_19721	BRALA02843
AENJA_19990	BRALA23447
AENJA_20005	BRALA00223
AENJA_20023	BRALA05827
AENJA_20088	BRALA26390
AENJA_20092	BRALA02782
AENJA_20125	BRALA00200
AENJA_20205	BRALA25004
AENJA_20373	BRALA03180
AENJA_20420	BRALA20640
AENJA_20522	BRALA16854
AENJA_20755	BRALA02806
AENJA_20924	BRALA22944
AENJA_21033	BRALA25289
AENJA_21115	BRALA25728
AENJA_21310	BRALA06705
AENJA_21405	BRALA28052
AENJA_21569	BRALA28056
AENJA_21684	BRALA04508
AENJA_21820	BRALA21136
AENJA_21894	BRALA27286
AENJA_21907	BRALA21966
AENJA_21961	BRALA15290
AENJA_22124	BRALA03450
AENJA_22355	BRALA24431
AENJA_22468	BRALA29772
AENJA_22732	BRALA11073
AENJA_22809	BRALA25705
AENJA_22922	BRALA29064
AENJA_22975	BRALA10652
AENJA_23163	BRALA15722
AENJA_23215	BRALA14097
AENJA_23280	BRALA17317
AENJA_23352	BRALA01442
AENJA_23499	BRALA00795
AENJA_23558	BRALA15039
AENJA_23668	BRALA22426
AENJA_23905	BRALA25837
AENJA_23910	BRALA30687
AENJA_24246	BRALA01261
AENJA_24579	BRALA28199
AENJA_24684	BRALA14917
AENJA_24717	BRALA12554
AENJA_25010	BRALA07946
AENJA_25028	BRALA29821
AENJA_25114	BRALA18476
AENJA_25252	BRALA00818
AENJA_25292	BRALA02163
AENJA_25293	BRALA04825
AENJA_25366	BRALA32040
AENJA_25605	BRALA00740
AENJA_25911	BRALA30885
AENJA_26046	BRALA09690
AENJA_26064	BRALA20015
AENJA_26263	BRALA20319
AENJA_26280	BRALA31684
AENJA_26379	BRALA07884
AENJA_26557	BRALA24721
AENJA_26674	BRALA18484
AENJA_00600	BRALA34067
AENJA_00802	BRALA09252
AENJA_01109	BRALA17931
AENJA_01454	BRALA17421
AENJA_01616	BRALA17106
AENJA_01681	BRALA14131
AENJA_01827	BRALA14190
AENJA_01955	BRALA12420
AENJA_01962	BRALA04834
AENJA_02091	BRALA14449
AENJA_02541	BRALA29372
AENJA_02617	BRALA28301
AENJA_02682	BRALA18830
AENJA_02771	BRALA28338
AENJA_03054	BRALA00591
AENJA_03411	BRALA01828
AENJA_03432	BRALA23246
AENJA_03482	BRALA11806
AENJA_03620	BRALA01666
AENJA_03633	BRALA19447
AENJA_03640	BRALA00994
AENJA_03952	BRALA03409
AENJA_03958	BRALA12458
AENJA_26450	BRALA06331
AENJA_03979	BRALA22382
AENJA_04300	BRALA06349
AENJA_04397	BRALA23811
AENJA_04433	BRALA13747
AENJA_04615	BRALA05679
AENJA_04638	BRALA31197
AENJA_05086	BRALA27277
AENJA_05142	BRALA00192
AENJA_05203	BRALA03677
AENJA_05242	BRALA31709
AENJA_05272	BRALA34288
AENJA_05383	BRALA03097
AENJA_05481	BRALA25945
AENJA_05564	BRALA10638
AENJA_05574	BRALA04317
AENJA_05642	BRALA06319
AENJA_05659	BRALA22991
AENJA_05660	BRALA34212
AENJA_05943	BRALA34707
AENJA_23436	BRALA32666
AENJA_05959	BRALA32664
AENJA_06077	BRALA18441
AENJA_06253	BRALA17390
AENJA_06263	BRALA18727
AENJA_06369	BRALA22904
AENJA_14637	BRALA17012
AENJA_06500	BRALA15314
AENJA_06529	BRALA12553
AENJA_06544	BRALA16851
AENJA_06561	BRALA14965
AENJA_06786	BRALA15037
AENJA_06816	BRALA13351
AENJA_06828	BRALA07315
AENJA_06961	BRALA14740
AENJA_06987	BRALA18224
AENJA_07020	BRALA25636
AENJA_07281	BRALA07031
AENJA_07355	BRALA11968
AENJA_07429	BRALA19371
AENJA_07490	BRALA14597
AENJA_07688	BRALA33714
AENJA_07823	BRALA24840
AENJA_07878	BRALA32866
AENJA_07908	BRALA21940
AENJA_08396	BRALA12685
AENJA_08478	BRALA26412
AENJA_08486	BRALA07441
AENJA_08573	BRALA28911
AENJA_08812	BRALA09219
AENJA_08829	BRALA04289
AENJA_08836	BRALA14459
AENJA_08901	BRALA27849
AENJA_08971	BRALA07771
AENJA_09364	BRALA30794
AENJA_09722	BRALA00638
AENJA_10031	BRALA28979
AENJA_10069	BRALA24471
AENJA_10070	BRALA21808
AENJA_10209	BRALA33422
AENJA_10429	BRALA16188
AENJA_10501	BRALA12772
AENJA_10567	BRALA00937
AENJA_10827	BRALA03216
AENJA_10855	BRALA21238
AENJA_10900	BRALA23894
AENJA_10950	BRALA08271
AENJA_11054	BRALA11894
AENJA_11189	BRALA13490
AENJA_11317	BRALA09758
AENJA_11403	BRALA33275
AENJA_11457	BRALA00473
AENJA_11459	BRALA10737
AENJA_11463	BRALA04097
AENJA_11495	BRALA03310
AENJA_11688	BRALA11462
AENJA_17774	BRALA34459
AENJA_12235	BRALA09125
AENJA_12600	BRALA03805
AENJA_12668	BRALA08684
AENJA_12847	BRALA31262
AENJA_12889	BRALA23212
AENJA_13022	BRALA05033
AENJA_13303	BRALA00324
AENJA_13405	BRALA18357
AENJA_13555	BRALA24149
AENJA_13841	BRALA01366
AENJA_14445	BRALA11232
AENJA_14784	BRALA24839
AENJA_15131	BRALA33770
AENJA_15339	BRALA22579
AENJA_15369	BRALA23643
AENJA_15391	BRALA05328
AENJA_15449	BRALA06358
AENJA_15511	BRALA06363
AENJA_15659	BRALA04280
AENJA_15756	BRALA23837
AENJA_15757	BRALA28944
AENJA_15872	BRALA25395
AENJA_16061	BRALA20067
AENJA_16185	BRALA00195
AENJA_16212	BRALA23433
AENJA_16223	BRALA25544
AENJA_16248	BRALA34516
AENJA_16599	BRALA33785
AENJA_16696	BRALA13460
AENJA_17179	BRALA34476
AENJA_17186	BRALA12504
AENJA_17548	BRALA01704
AENJA_17551	BRALA00874
AENJA_17867	BRALA19241
AENJA_18226	BRALA09628
AENJA_18313	BRALA02827
AENJA_18351	BRALA04609
AENJA_18372	BRALA20093
AENJA_18382	BRALA14971
AENJA_18389	BRALA06742
AENJA_18551	BRALA17657
AENJA_18682	BRALA18500
AENJA_18690	BRALA10108
AENJA_18692	BRALA02873
AENJA_18804	BRALA19948
AENJA_18862	BRALA14351
AENJA_18935	BRALA28862
AENJA_18936	BRALA34510
AENJA_19047	BRALA21567
AENJA_19056	BRALA08947
AENJA_19248	BRALA03091
AENJA_19485	BRALA03351
AENJA_19601	BRALA05109
AENJA_19676	BRALA12698
AENJA_19698	BRALA10145
AENJA_19800	BRALA04656
AENJA_19875	BRALA24256
AENJA_20430	BRALA21847
AENJA_20459	BRALA22900
AENJA_20636	BRALA16934
AENJA_20678	BRALA12106
AENJA_20903	BRALA25513
AENJA_21165	BRALA30070
AENJA_21767	BRALA05480
AENJA_22130	BRALA17731
AENJA_22257	BRALA13296
AENJA_22365	BRALA13471
AENJA_22564	BRALA15042
AENJA_22605	BRALA00390
AENJA_22680	BRALA08391
AENJA_22691	BRALA10749
AENJA_22696	BRALA18610
AENJA_22743	BRALA11343
AENJA_22817	BRALA17669
AENJA_22823	BRALA03173
AENJA_22998	BRALA32663
AENJA_23124	BRALA28926
AENJA_23392	BRALA12145
AENJA_23486	BRALA12754
AENJA_23559	BRALA14562
AENJA_23595	BRALA11519
