STRPU_22262	AENJA_23461
STRPU_13836	AENJA_10222
STRPU_09567	AENJA_10281
STRPU_17709	AENJA_10560
STRPU_24939	AENJA_10715
STRPU_11423	AENJA_10915
STRPU_17877	AENJA_11291
STRPU_23907	AENJA_11462
STRPU_08271	AENJA_11512
STRPU_20340	AENJA_11569
STRPU_11758	AENJA_11745
STRPU_09343	AENJA_12075
STRPU_05743	AENJA_12149
STRPU_13277	AENJA_12559
STRPU_06127	AENJA_12579
STRPU_24384	AENJA_12648
STRPU_06109	AENJA_13446
STRPU_23491	AENJA_13678
STRPU_24163	AENJA_14113
STRPU_19319	AENJA_14498
STRPU_13303	AENJA_14629
STRPU_20262	AENJA_14786
STRPU_20338	AENJA_14942
STRPU_11558	AENJA_15032
STRPU_08317	AENJA_15456
STRPU_24073	AENJA_16349
STRPU_26985	AENJA_17043
STRPU_24009	AENJA_17274
STRPU_11447	AENJA_17371
STRPU_03930	AENJA_17526
STRPU_08375	AENJA_17850
STRPU_02810	AENJA_17972
STRPU_27383	AENJA_26008
STRPU_20826	AENJA_18362
STRPU_00175	AENJA_18384
STRPU_16567	AENJA_18937
STRPU_25283	AENJA_19319
STRPU_10753	AENJA_19585
STRPU_24495	AENJA_19882
STRPU_07572	AENJA_20051
STRPU_08132	AENJA_20094
STRPU_03872	AENJA_20213
STRPU_22275	AENJA_20435
STRPU_22276	AENJA_20438
STRPU_16002	AENJA_20514
STRPU_26195	AENJA_20581
STRPU_07007	AENJA_20684
STRPU_10399	AENJA_20800
STRPU_18932	AENJA_21121
STRPU_18649	AENJA_22066
STRPU_22286	AENJA_22247
STRPU_27285	AENJA_22570
STRPU_13998	AENJA_22601
STRPU_21032	AENJA_22813
STRPU_14257	AENJA_22878
STRPU_17897	AENJA_23752
STRPU_23784	AENJA_24263
STRPU_14806	AENJA_24334
STRPU_23152	AENJA_24370
STRPU_21251	AENJA_24852
STRPU_19074	AENJA_25025
STRPU_24354	AENJA_25182
STRPU_08075	AENJA_25282
STRPU_12646	AENJA_25392
STRPU_04686	AENJA_25479
STRPU_14329	AENJA_26286
STRPU_24335	AENJA_00165
STRPU_26208	AENJA_00516
STRPU_04965	AENJA_00550
STRPU_14308	AENJA_00935
STRPU_24948	AENJA_01020
STRPU_26863	AENJA_01203
STRPU_21148	AENJA_01486
STRPU_24406	AENJA_01506
STRPU_13717	AENJA_01684
STRPU_11362	AENJA_01705
STRPU_12983	AENJA_01729
STRPU_04722	AENJA_02064
STRPU_26733	AENJA_02278
STRPU_10212	AENJA_02302
STRPU_11065	AENJA_02411
STRPU_20693	AENJA_02429
STRPU_05856	AENJA_07147
STRPU_20308	AENJA_02668
STRPU_20696	AENJA_03070
STRPU_06100	AENJA_03118
STRPU_27250	AENJA_03219
STRPU_25021	AENJA_03297
STRPU_22838	AENJA_03379
STRPU_09672	AENJA_03416
STRPU_22152	AENJA_03476
STRPU_05688	AENJA_03888
STRPU_20579	AENJA_04014
STRPU_14726	AENJA_04321
STRPU_15432	AENJA_04594
STRPU_27359	AENJA_05091
STRPU_22106	AENJA_05573
STRPU_21542	AENJA_05767
STRPU_13850	AENJA_05819
STRPU_04270	AENJA_05851
STRPU_26380	AENJA_06209
STRPU_12036	AENJA_06337
STRPU_04469	AENJA_06438
STRPU_27064	AENJA_06731
STRPU_21998	AENJA_06979
STRPU_26435	AENJA_06984
STRPU_08464	AENJA_07053
STRPU_25495	AENJA_07138
STRPU_25263	AENJA_07382
STRPU_26571	AENJA_08435
STRPU_19399	AENJA_17815
STRPU_16617	AENJA_07853
STRPU_24365	AENJA_07918
STRPU_05367	AENJA_19675
STRPU_10181	AENJA_07958
STRPU_09806	AENJA_08157
STRPU_20550	AENJA_08479
STRPU_20972	AENJA_08571
STRPU_25362	AENJA_08634
STRPU_21078	AENJA_08666
STRPU_11546	AENJA_08948
STRPU_18784	AENJA_08995
STRPU_20036	AENJA_09281
STRPU_21999	AENJA_09414
STRPU_06629	AENJA_10102
STRPU_10222	AENJA_10126
STRPU_08356	AENJA_10811
STRPU_17528	AENJA_10896
STRPU_11289	AENJA_10914
STRPU_26183	AENJA_11219
STRPU_19410	AENJA_11558
STRPU_09779	AENJA_11716
STRPU_16713	AENJA_11759
STRPU_14184	AENJA_11806
STRPU_08553	AENJA_11868
STRPU_11528	AENJA_12058
STRPU_06054	AENJA_12116
STRPU_04553	AENJA_12158
STRPU_24904	AENJA_12557
STRPU_13245	AENJA_12596
STRPU_24331	AENJA_12793
STRPU_05772	AENJA_24731
STRPU_24297	AENJA_12798
STRPU_21871	AENJA_13252
STRPU_24897	AENJA_13634
STRPU_25732	AENJA_13746
STRPU_05398	AENJA_14330
STRPU_14320	AENJA_14443
STRPU_08486	AENJA_14856
STRPU_05762	AENJA_15096
STRPU_05384	AENJA_15517
STRPU_22062	AENJA_15963
STRPU_06508	AENJA_16800
STRPU_23509	AENJA_16835
STRPU_16900	AENJA_16841
STRPU_10892	AENJA_16867
STRPU_10734	AENJA_16982
STRPU_10473	AENJA_17017
STRPU_03448	AENJA_17022
STRPU_24976	AENJA_17231
STRPU_07481	AENJA_17547
STRPU_24625	AENJA_18596
STRPU_12471	AENJA_18689
STRPU_21818	AENJA_19146
STRPU_21985	AENJA_19212
STRPU_25733	AENJA_19317
STRPU_19467	AENJA_19702
STRPU_06731	AENJA_19903
STRPU_18914	AENJA_20327
STRPU_18651	AENJA_20328
STRPU_21903	AENJA_20974
STRPU_14838	AENJA_21249
STRPU_14220	AENJA_21608
STRPU_12632	AENJA_21681
STRPU_04047	AENJA_21685
STRPU_27030	AENJA_21950
STRPU_26803	AENJA_22037
STRPU_20811	AENJA_22354
STRPU_21328	AENJA_22523
STRPU_20019	AENJA_22615
STRPU_20364	AENJA_23655
STRPU_04771	AENJA_23704
STRPU_04849	AENJA_23712
STRPU_10284	AENJA_23907
STRPU_10960	AENJA_24530
STRPU_25491	AENJA_25166
STRPU_14743	AENJA_25317
STRPU_23354	AENJA_25524
STRPU_24835	AENJA_25584
STRPU_22184	AENJA_25597
STRPU_22439	AENJA_26375
STRPU_03631	AENJA_26407
STRPU_20717	AENJA_26544
STRPU_25739	AENJA_00005
STRPU_09571	AENJA_00105
STRPU_16622	AENJA_00187
STRPU_06172	AENJA_00195
STRPU_15084	AENJA_00263
STRPU_07028	AENJA_00361
STRPU_15008	AENJA_00451
STRPU_15279	AENJA_00461
STRPU_23984	AENJA_00776
STRPU_10341	AENJA_00868
STRPU_17247	AENJA_00871
STRPU_11443	AENJA_00922
STRPU_05459	AENJA_01930
STRPU_26944	AENJA_01958
STRPU_25354	AENJA_02085
STRPU_25490	AENJA_02206
STRPU_03305	AENJA_02219
STRPU_22442	AENJA_02340
STRPU_02839	AENJA_23178
STRPU_05739	AENJA_02764
STRPU_26430	AENJA_03056
STRPU_10416	AENJA_03148
STRPU_08650	AENJA_03427
STRPU_25842	AENJA_03976
STRPU_25250	AENJA_04040
STRPU_21553	AENJA_04167
STRPU_07478	AENJA_04178
STRPU_09238	AENJA_04842
STRPU_26831	AENJA_04865
STRPU_05336	AENJA_05329
STRPU_25065	AENJA_05552
STRPU_21468	AENJA_05863
STRPU_24975	AENJA_06212
STRPU_14566	AENJA_06216
STRPU_15095	AENJA_06493
STRPU_08537	AENJA_06724
STRPU_23291	AENJA_06969
STRPU_06769	AENJA_07201
STRPU_08002	AENJA_07491
STRPU_26732	AENJA_07641
STRPU_18681	AENJA_07752
STRPU_08186	AENJA_07831
STRPU_08149	AENJA_07903
STRPU_24902	AENJA_07944
STRPU_05466	AENJA_08201
STRPU_09265	AENJA_08236
STRPU_22451	AENJA_08347
STRPU_04976	AENJA_08393
STRPU_20971	AENJA_08570
STRPU_21077	AENJA_08665
STRPU_24633	AENJA_08799
STRPU_22430	AENJA_09120
STRPU_22295	AENJA_09219
STRPU_23159	AENJA_17725
STRPU_20408	AENJA_09557
STRPU_11539	AENJA_10990
STRPU_13302	AENJA_14630
STRPU_06150	AENJA_11123
STRPU_17878	AENJA_11290
STRPU_16784	AENJA_11434
STRPU_25721	AENJA_11497
STRPU_15459	AENJA_11553
STRPU_13516	AENJA_11598
STRPU_06803	AENJA_12022
STRPU_23295	AENJA_12171
STRPU_12094	AENJA_12215
STRPU_21813	AENJA_12612
STRPU_07797	AENJA_12676
STRPU_24575	AENJA_12797
STRPU_20635	AENJA_12890
STRPU_21345	AENJA_13253
STRPU_15071	AENJA_13416
STRPU_09627	AENJA_13910
STRPU_26190	AENJA_13927
STRPU_19395	AENJA_13961
STRPU_22367	AENJA_14039
STRPU_18765	AENJA_14257
STRPU_07152	AENJA_14685
STRPU_16995	AENJA_14870
STRPU_25453	AENJA_14884
STRPU_14409	AENJA_15580
STRPU_09569	AENJA_16066
STRPU_22021	AENJA_16184
STRPU_15860	AENJA_16300
STRPU_20493	AENJA_16315
STRPU_01725	AENJA_21173
STRPU_24226	AENJA_16377
STRPU_22193	AENJA_16431
STRPU_20311	AENJA_16456
STRPU_08936	AENJA_16691
STRPU_08470	AENJA_16792
STRPU_24552	AENJA_17079
STRPU_15057	AENJA_17110
STRPU_21130	AENJA_17422
STRPU_14843	AENJA_17443
STRPU_26960	AENJA_17485
STRPU_19068	AENJA_17567
STRPU_22551	AENJA_17697
STRPU_23508	AENJA_17756
STRPU_19902	AENJA_17805
STRPU_24959	AENJA_17897
STRPU_11791	AENJA_17898
STRPU_13721	AENJA_18030
STRPU_23746	AENJA_18130
STRPU_25019	AENJA_18238
STRPU_15918	AENJA_18259
STRPU_01216	AENJA_18455
STRPU_19582	AENJA_19229
STRPU_17376	AENJA_19296
STRPU_22256	AENJA_19345
STRPU_10593	AENJA_19396
STRPU_11068	AENJA_19399
STRPU_03202	AENJA_19421
STRPU_20070	AENJA_19695
STRPU_19843	AENJA_19701
STRPU_07528	AENJA_20049
STRPU_25278	AENJA_20253
STRPU_20458	AENJA_20785
STRPU_05013	AENJA_20920
STRPU_26956	AENJA_20935
STRPU_26907	AENJA_21162
STRPU_26366	AENJA_21464
STRPU_14306	AENJA_21530
STRPU_25012	AENJA_21566
STRPU_15638	AENJA_21665
STRPU_12453	AENJA_21945
STRPU_10556	AENJA_22627
STRPU_17373	AENJA_22666
STRPU_23697	AENJA_22731
STRPU_17218	AENJA_22903
STRPU_06426	AENJA_23247
STRPU_13736	AENJA_23350
STRPU_26004	AENJA_23667
STRPU_22632	AENJA_23857
STRPU_14675	AENJA_24032
STRPU_25247	AENJA_24195
STRPU_13830	AENJA_24385
STRPU_19075	AENJA_24465
STRPU_08042	AENJA_24642
STRPU_21235	AENJA_24878
STRPU_21463	AENJA_24896
STRPU_14727	AENJA_25314
STRPU_21774	AENJA_25330
STRPU_15387	AENJA_25549
STRPU_21453	AENJA_25906
STRPU_13483	AENJA_26610
STRPU_23891	AENJA_26633
STRPU_22103	AENJA_26765
STRPU_21357	AENJA_26781
STRPU_21508	AENJA_26783
STRPU_25586	AENJA_00010
STRPU_14752	AENJA_00229
STRPU_27294	AENJA_00270
STRPU_26994	AENJA_00482
STRPU_15708	AENJA_00527
STRPU_05869	AENJA_00579
STRPU_09010	AENJA_00974
STRPU_08689	AENJA_00833
STRPU_20673	AENJA_00889
STRPU_12221	AENJA_01964
STRPU_26212	AENJA_02204
STRPU_24143	AENJA_02329
STRPU_12476	AENJA_02350
STRPU_10592	AENJA_02412
STRPU_08649	AENJA_02418
STRPU_05953	AENJA_02461
STRPU_24829	AENJA_02560
STRPU_24845	AENJA_02653
STRPU_21118	AENJA_02782
STRPU_09566	AENJA_02947
STRPU_21976	AENJA_03060
STRPU_11440	AENJA_15891
STRPU_14746	AENJA_03398
STRPU_03310	AENJA_03524
STRPU_19109	AENJA_03642
STRPU_08127	AENJA_03880
STRPU_05242	AENJA_03887
STRPU_20357	AENJA_04019
STRPU_17911	AENJA_04020
STRPU_08367	AENJA_04499
STRPU_14818	AENJA_04694
STRPU_06447	AENJA_04780
STRPU_25445	AENJA_05301
STRPU_25238	AENJA_05376
STRPU_22195	AENJA_05756
STRPU_08821	AENJA_05766
STRPU_13970	AENJA_05817
STRPU_11506	AENJA_05829
STRPU_05189	AENJA_05904
STRPU_23243	AENJA_06213
STRPU_14311	AENJA_06220
STRPU_03487	AENJA_06248
STRPU_09856	AENJA_06468
STRPU_07533	AENJA_06612
STRPU_20998	AENJA_06749
STRPU_06802	AENJA_07208
STRPU_21794	AENJA_07769
STRPU_10771	AENJA_07815
STRPU_20191	AENJA_07834
STRPU_23365	AENJA_07988
STRPU_26197	AENJA_07997
STRPU_25055	AENJA_08047
STRPU_07605	AENJA_08093
STRPU_13183	AENJA_08117
STRPU_10030	AENJA_08187
STRPU_12652	AENJA_08251
STRPU_23099	AENJA_08281
STRPU_03489	AENJA_08517
STRPU_24434	AENJA_08530
STRPU_18016	AENJA_08918
STRPU_22372	AENJA_09028
STRPU_21965	AENJA_09116
STRPU_12598	AENJA_09143
STRPU_20038	AENJA_09280
STRPU_20907	AENJA_09359
STRPU_04477	AENJA_09627
STRPU_22610	AENJA_09743
STRPU_26860	AENJA_09877
STRPU_17723	AENJA_09893
STRPU_04546	AENJA_09996
STRPU_14491	AENJA_10287
STRPU_14324	AENJA_10309
STRPU_23151	AENJA_10362
STRPU_07707	AENJA_10479
STRPU_26329	AENJA_10828
STRPU_26129	AENJA_10831
STRPU_09908	AENJA_11067
STRPU_26677	AENJA_11191
STRPU_06161	AENJA_11225
STRPU_17746	AENJA_11321
STRPU_03694	AENJA_11412
STRPU_27358	AENJA_11448
STRPU_20129	AENJA_11559
STRPU_19996	AENJA_11561
STRPU_05316	AENJA_11702
STRPU_14015	AENJA_12107
STRPU_18523	AENJA_12135
STRPU_20601	AENJA_12181
STRPU_12571	AENJA_12291
STRPU_22370	AENJA_12322
STRPU_24876	AENJA_12555
STRPU_21286	AENJA_12713
STRPU_21525	AENJA_12819
STRPU_13410	AENJA_12936
STRPU_14906	AENJA_13199
STRPU_25588	AENJA_13238
STRPU_10601	AENJA_13320
STRPU_25254	AENJA_13351
STRPU_05767	AENJA_13821
STRPU_11343	AENJA_14067
STRPU_25298	AENJA_14071
STRPU_04612	AENJA_14400
STRPU_06167	AENJA_14557
STRPU_07672	AENJA_14679
STRPU_14045	AENJA_14916
STRPU_15402	AENJA_15359
STRPU_24472	AENJA_15447
STRPU_09340	AENJA_15515
STRPU_05192	AENJA_15564
STRPU_04569	AENJA_15708
STRPU_14594	AENJA_15868
STRPU_12533	AENJA_16306
STRPU_20496	AENJA_16316
STRPU_25355	AENJA_16438
STRPU_05419	AENJA_16465
STRPU_10915	AENJA_16862
STRPU_19575	AENJA_16925
STRPU_08092	AENJA_16946
STRPU_06094	AENJA_17248
STRPU_14742	AENJA_17388
STRPU_15544	AENJA_17467
STRPU_02774	AENJA_17520
STRPU_07169	AENJA_17545
STRPU_11465	AENJA_17808
STRPU_25184	AENJA_17812
STRPU_10535	AENJA_17996
STRPU_26354	AENJA_18037
STRPU_24409	AENJA_18232
STRPU_20004	AENJA_18485
STRPU_21316	AENJA_18519
STRPU_24477	AENJA_18869
STRPU_05006	AENJA_18909
STRPU_16566	AENJA_18934
STRPU_26247	AENJA_19433
STRPU_04383	AENJA_19474
STRPU_19905	AENJA_19615
STRPU_19740	AENJA_19714
STRPU_03707	AENJA_20207
STRPU_27301	AENJA_20237
STRPU_22636	AENJA_20437
STRPU_07783	AENJA_21353
STRPU_22699	AENJA_21776
STRPU_18828	AENJA_24471
STRPU_21591	AENJA_22254
STRPU_23618	AENJA_22271
STRPU_12534	AENJA_22467
STRPU_13012	AENJA_22471
STRPU_17811	AENJA_22659
STRPU_17683	AENJA_22900
STRPU_20796	AENJA_23013
STRPU_08007	AENJA_23328
STRPU_23262	AENJA_23341
STRPU_23288	AENJA_23455
STRPU_26964	AENJA_23474
STRPU_27428	AENJA_23682
STRPU_23722	AENJA_23701
STRPU_03333	AENJA_23812
STRPU_13973	AENJA_24147
STRPU_25907	AENJA_24203
STRPU_25106	AENJA_24426
STRPU_06009	AENJA_24520
STRPU_17292	AENJA_24573
STRPU_18056	AENJA_24578
STRPU_08274	AENJA_24749
STRPU_11079	AENJA_24853
STRPU_05919	AENJA_25080
STRPU_13723	AENJA_25085
STRPU_05786	AENJA_25196
STRPU_13521	AENJA_25410
STRPU_04372	AENJA_25419
STRPU_16842	AENJA_25504
STRPU_09917	AENJA_25750
STRPU_10285	AENJA_25818
STRPU_23754	AENJA_26124
STRPU_02791	AENJA_26159
STRPU_04455	AENJA_26226
STRPU_11711	AENJA_26564
STRPU_20176	AENJA_26728
STRPU_25582	AENJA_00011
STRPU_22415	AENJA_00045
STRPU_17431	AENJA_00082
STRPU_15541	AENJA_00304
STRPU_07709	AENJA_00355
STRPU_23317	AENJA_00376
STRPU_05922	AENJA_00552
STRPU_23704	AENJA_00801
STRPU_09638	AENJA_00873
STRPU_19043	AENJA_01014
STRPU_20766	AENJA_01142
STRPU_23702	AENJA_01526
STRPU_25112	AENJA_01961
STRPU_04465	AENJA_02075
STRPU_04450	AENJA_02249
STRPU_21008	AENJA_03450
STRPU_22082	AENJA_02335
STRPU_16032	AENJA_02390
STRPU_08799	AENJA_02421
STRPU_24827	AENJA_02563
STRPU_07009	AENJA_02693
STRPU_26988	AENJA_02930
STRPU_25830	AENJA_03046
STRPU_21868	AENJA_03063
STRPU_17228	AENJA_03370
STRPU_22839	AENJA_03378
STRPU_23179	AENJA_03514
STRPU_27106	AENJA_03710
STRPU_05816	AENJA_03934
STRPU_23715	AENJA_03948
STRPU_25375	AENJA_04041
STRPU_02771	AENJA_04110
STRPU_08160	AENJA_04204
STRPU_13534	AENJA_04474
STRPU_08366	AENJA_04491
STRPU_25922	AENJA_04820
STRPU_08634	AENJA_04857
STRPU_17083	AENJA_04873
STRPU_25502	AENJA_05405
STRPU_05329	AENJA_05457
STRPU_11749	AENJA_05759
STRPU_18654	AENJA_05788
STRPU_13972	AENJA_05821
STRPU_08950	AENJA_05901
STRPU_21803	AENJA_06748
STRPU_10459	AENJA_06756
STRPU_20269	AENJA_07188
STRPU_06768	AENJA_07202
STRPU_10227	AENJA_07457
STRPU_16484	AENJA_07745
STRPU_18185	AENJA_07756
STRPU_21411	AENJA_07802
STRPU_08337	AENJA_07897
STRPU_06156	AENJA_08108
STRPU_17797	AENJA_08249
STRPU_05396	AENJA_08397
STRPU_25316	AENJA_08502
STRPU_24333	AENJA_08611
STRPU_04572	AENJA_09623
STRPU_22056	AENJA_09944
STRPU_25357	AENJA_09990
STRPU_11187	AENJA_10009
STRPU_06139	AENJA_10049
STRPU_19013	AENJA_22343
STRPU_20659	AENJA_10342
STRPU_26497	AENJA_10506
STRPU_26542	AENJA_18925
STRPU_17682	AENJA_10565
STRPU_20828	AENJA_10930
STRPU_17962	AENJA_11210
STRPU_25292	AENJA_11215
STRPU_24084	AENJA_11580
STRPU_13526	AENJA_11673
STRPU_15358	AENJA_11799
STRPU_12683	AENJA_11845
STRPU_18704	AENJA_11864
STRPU_12460	AENJA_12166
STRPU_08958	AENJA_12659
STRPU_21135	AENJA_12811
STRPU_20522	AENJA_12818
STRPU_25653	AENJA_13234
STRPU_20973	AENJA_13255
STRPU_20816	AENJA_13376
STRPU_15001	AENJA_13525
STRPU_06363	AENJA_13952
STRPU_18650	AENJA_13996
STRPU_12444	AENJA_14222
STRPU_25920	AENJA_14463
STRPU_06176	AENJA_14552
STRPU_00668	AENJA_14581
STRPU_14021	AENJA_14636
STRPU_19238	AENJA_14708
STRPU_18718	AENJA_14713
STRPU_11540	AENJA_15512
STRPU_12346	AENJA_15534
STRPU_12928	AENJA_15753
STRPU_24664	AENJA_15796
STRPU_03628	AENJA_15944
STRPU_13331	AENJA_16021
STRPU_22051	AENJA_16058
STRPU_19844	AENJA_16162
STRPU_13243	AENJA_16290
STRPU_26942	AENJA_16376
STRPU_09542	AENJA_16612
STRPU_20021	AENJA_16681
STRPU_08289	AENJA_16688
STRPU_24954	AENJA_16777
STRPU_25378	AENJA_17153
STRPU_06480	AENJA_17260
STRPU_22833	AENJA_17721
STRPU_23399	AENJA_17741
STRPU_17504	AENJA_22291
STRPU_05458	AENJA_18012
STRPU_05323	AENJA_18013
STRPU_25871	AENJA_18251
STRPU_13804	AENJA_18354
STRPU_21292	AENJA_18467
STRPU_11466	AENJA_18857
STRPU_05469	AENJA_19102
STRPU_05943	AENJA_19358
STRPU_26251	AENJA_19481
STRPU_15353	AENJA_19533
STRPU_11354	AENJA_19580
STRPU_23149	AENJA_19652
STRPU_21180	AENJA_19710
STRPU_21838	AENJA_19990
STRPU_23382	AENJA_20005
STRPU_25497	AENJA_20373
STRPU_25629	AENJA_20376
STRPU_08404	AENJA_21033
STRPU_09399	AENJA_21044
STRPU_23475	AENJA_21115
STRPU_10598	AENJA_21310
STRPU_23510	AENJA_21405
STRPU_12715	AENJA_21684
STRPU_24559	AENJA_21820
STRPU_06948	AENJA_21961
STRPU_26079	AENJA_22124
STRPU_20585	AENJA_22355
STRPU_24000	AENJA_22468
STRPU_23278	AENJA_22732
STRPU_21339	AENJA_22809
STRPU_22017	AENJA_22975
STRPU_23138	AENJA_23280
STRPU_18405	AENJA_23499
STRPU_26384	AENJA_23558
STRPU_25890	AENJA_23668
STRPU_18383	AENJA_24246
STRPU_24858	AENJA_24389
STRPU_17420	AENJA_24579
STRPU_15902	AENJA_24684
STRPU_04957	AENJA_25028
STRPU_14376	AENJA_25114
STRPU_25025	AENJA_25293
STRPU_24465	AENJA_25366
STRPU_21623	AENJA_25911
STRPU_04868	AENJA_26046
STRPU_14413	AENJA_26064
STRPU_15385	AENJA_26280
STRPU_22612	AENJA_26379
STRPU_20416	AENJA_26674
STRPU_27393	AENJA_00600
STRPU_26379	AENJA_00704
STRPU_04377	AENJA_01109
STRPU_21428	AENJA_01278
STRPU_21465	AENJA_18411
STRPU_08003	AENJA_01616
STRPU_22543	AENJA_01628
STRPU_13340	AENJA_01681
STRPU_06388	AENJA_01827
STRPU_25120	AENJA_01962
STRPU_14578	AENJA_02541
STRPU_14342	AENJA_02542
STRPU_05284	AENJA_02617
STRPU_22040	AENJA_02682
STRPU_19594	AENJA_02771
STRPU_22035	AENJA_03054
STRPU_07111	AENJA_03411
STRPU_26737	AENJA_03620
STRPU_18553	AENJA_03640
STRPU_25279	AENJA_03952
STRPU_25401	AENJA_03958
STRPU_25587	AENJA_03974
STRPU_25496	AENJA_03979
STRPU_09263	AENJA_04300
STRPU_24744	AENJA_04433
STRPU_13512	AENJA_04479
STRPU_10762	AENJA_04615
STRPU_05031	AENJA_04638
STRPU_14821	AENJA_04698
STRPU_22113	AENJA_05141
STRPU_04550	AENJA_05203
STRPU_09889	AENJA_05268
STRPU_09671	AENJA_05272
STRPU_26121	AENJA_05403
STRPU_14017	AENJA_05564
STRPU_08504	AENJA_05642
STRPU_17942	AENJA_05660
STRPU_11326	AENJA_05943
STRPU_21664	AENJA_06255
STRPU_05850	AENJA_06263
STRPU_12685	AENJA_06369
STRPU_13715	AENJA_14637
STRPU_09511	AENJA_06469
STRPU_23926	AENJA_06500
STRPU_26211	AENJA_06529
STRPU_07670	AENJA_06544
STRPU_27302	AENJA_06729
STRPU_26954	AENJA_06786
STRPU_21555	AENJA_06816
STRPU_20419	AENJA_06828
STRPU_24295	AENJA_06961
STRPU_26598	AENJA_06987
STRPU_25470	AENJA_07020
STRPU_25160	AENJA_07281
STRPU_21789	AENJA_07355
STRPU_07170	AENJA_07490
STRPU_17943	AENJA_07688
STRPU_03853	AENJA_07823
STRPU_17912	AENJA_07878
STRPU_05383	AENJA_07922
STRPU_07609	AENJA_08098
STRPU_23115	AENJA_08286
STRPU_13490	AENJA_08486
STRPU_21024	AENJA_08573
STRPU_23361	AENJA_08812
STRPU_13808	AENJA_08836
STRPU_12801	AENJA_08901
STRPU_26048	AENJA_09339
STRPU_21146	AENJA_09364
STRPU_23396	AENJA_09722
STRPU_21457	AENJA_10031
STRPU_25503	AENJA_10069
STRPU_25633	AENJA_10070
STRPU_07011	AENJA_10429
STRPU_25870	AENJA_10827
STRPU_26167	AENJA_10855
STRPU_17876	AENJA_10900
STRPU_26850	AENJA_11189
STRPU_14659	AENJA_11403
STRPU_22568	AENJA_11457
STRPU_25476	AENJA_11495
STRPU_09612	AENJA_11632
STRPU_09929	AENJA_11688
STRPU_06752	AENJA_11935
STRPU_09932	AENJA_12078
STRPU_10754	AENJA_12668
STRPU_24407	AENJA_12714
STRPU_06831	AENJA_12847
STRPU_03008	AENJA_12860
STRPU_21558	AENJA_12889
STRPU_15073	AENJA_13018
STRPU_18343	AENJA_13022
STRPU_20287	AENJA_13284
STRPU_26846	AENJA_13405
STRPU_08786	AENJA_13555
STRPU_12624	AENJA_19987
STRPU_14577	AENJA_14445
STRPU_20373	AENJA_14784
STRPU_25419	AENJA_15131
STRPU_12637	AENJA_15163
STRPU_11869	AENJA_15204
STRPU_21311	AENJA_15339
STRPU_08209	AENJA_15449
STRPU_11817	AENJA_15511
STRPU_24623	AENJA_15658
STRPU_12817	AENJA_15756
STRPU_12709	AENJA_15872
STRPU_11095	AENJA_16061
STRPU_22020	AENJA_16185
STRPU_20641	AENJA_16212
STRPU_16482	AENJA_16248
STRPU_17419	AENJA_17179
STRPU_24144	AENJA_17186
STRPU_06611	AENJA_17551
STRPU_05903	AENJA_17867
STRPU_19600	AENJA_18313
STRPU_25110	AENJA_18351
STRPU_22736	AENJA_18372
STRPU_04331	AENJA_18382
STRPU_04102	AENJA_18389
STRPU_27419	AENJA_18682
STRPU_19353	AENJA_18692
STRPU_13732	AENJA_18804
STRPU_08135	AENJA_18936
STRPU_20661	AENJA_19047
STRPU_17542	AENJA_19056
STRPU_03200	AENJA_19601
STRPU_05366	AENJA_19676
STRPU_20064	AENJA_19698
STRPU_24998	AENJA_19800
STRPU_14898	AENJA_19875
STRPU_12945	AENJA_20459
STRPU_05004	AENJA_20636
STRPU_22998	AENJA_20675
STRPU_06637	AENJA_20678
STRPU_12870	AENJA_20903
STRPU_27016	AENJA_21165
STRPU_14790	AENJA_21248
STRPU_17740	AENJA_21641
STRPU_06682	AENJA_21730
STRPU_03449	AENJA_21767
STRPU_24890	AENJA_21818
STRPU_14238	AENJA_22130
STRPU_26929	AENJA_22365
STRPU_26637	AENJA_22564
STRPU_13519	AENJA_22605
STRPU_26933	AENJA_22680
STRPU_24090	AENJA_22743
STRPU_25989	AENJA_22817
STRPU_25992	AENJA_22823
STRPU_17438	AENJA_22907
STRPU_07081	AENJA_22998
STRPU_09782	AENJA_23087
STRPU_14333	AENJA_23124
STRPU_06717	AENJA_23392
STRPU_22924	AENJA_23484
STRPU_23162	AENJA_23486
STRPU_27400	AENJA_23559
STRPU_21557	AENJA_23561
STRPU_12908	AENJA_23595
STRPU_12907	AENJA_23600
STRPU_04602	AENJA_23709
STRPU_11370	AENJA_23747
STRPU_20805	AENJA_24078
STRPU_26226	AENJA_24199
STRPU_05351	AENJA_24729
STRPU_21112	AENJA_24898
STRPU_21473	AENJA_24899
STRPU_04811	AENJA_25140
STRPU_25331	AENJA_25171
STRPU_19268	AENJA_25373
STRPU_18370	AENJA_25599
STRPU_23571	AENJA_25760
STRPU_20686	AENJA_25969
STRPU_22621	AENJA_26148
STRPU_10019	AENJA_26239
STRPU_15356	AENJA_26279
STRPU_02838	AENJA_26410
STRPU_22452	AENJA_26422
STRPU_11037	AENJA_26440
STRPU_04173	AENJA_26749
STRPU_22108	AENJA_26768
STRPU_21354	AENJA_26782
STRPU_24007	AENJA_00160
STRPU_18031	AENJA_00419
STRPU_26440	AENJA_08020
STRPU_05247	AENJA_00573
STRPU_11071	AENJA_00928
STRPU_21527	AENJA_00934
STRPU_08625	AENJA_00987
STRPU_05872	AENJA_01004
STRPU_17375	AENJA_01067
STRPU_27228	AENJA_01197
