BRALA00047	OFUSG13305.1
BRALA15038	OFUSG01035.1
BRALA32101	OFUSG11372.1
BRALA01904	OFUSG17189.1
BRALA12845	OFUSG13070.1
BRALA13349	OFUSG11671.1
BRALA17687	OFUSG15462.1
BRALA10840	OFUSG21943.1
BRALA19984	OFUSG20446.1
BRALA34747	OFUSG14867.1
BRALA24731	OFUSG01611.1
BRALA11521	OFUSG06493.1
BRALA02649	OFUSG08031.1
BRALA09331	OFUSG19362.1
BRALA00706	OFUSG21277.1
BRALA01776	OFUSG12908.1
BRALA22981	OFUSG16312.1
BRALA25633	OFUSG20357.1
BRALA20385	OFUSG02164.1
BRALA30100	OFUSG22313.1
BRALA28422	OFUSG24193.1
BRALA19571	OFUSG17812.1
BRALA01027	OFUSG21433.1
BRALA28884	OFUSG04892.1
BRALA20772	OFUSG00833.1
BRALA16807	OFUSG26506.1
BRALA00319	OFUSG14651.1
BRALA10060	OFUSG25669.1
BRALA11139	OFUSG18345.1
BRALA06365	OFUSG18121.1
BRALA23013	OFUSG10056.1
BRALA12216	OFUSG22100.1
BRALA15268	OFUSG11818.1
BRALA33091	OFUSG07084.1
BRALA17107	OFUSG09759.1
BRALA12585	OFUSG13143.1
BRALA09133	OFUSG09543.1
BRALA30212	OFUSG11608.1
BRALA06969	OFUSG03912.1
BRALA02299	OFUSG01614.1
BRALA20299	OFUSG16672.1
BRALA34062	OFUSG15027.1
BRALA16134	OFUSG20569.1
BRALA00501	OFUSG17226.1
BRALA10080	OFUSG14690.1
BRALA27092	OFUSG12694.1
BRALA27276	OFUSG13692.1
BRALA05479	OFUSG13542.1
BRALA31719	OFUSG19569.1
BRALA23114	OFUSG25724.1
BRALA06119	OFUSG08286.1
BRALA03307	OFUSG05078.1
BRALA06114	OFUSG14661.1
BRALA34349	OFUSG10011.1
BRALA15036	OFUSG08555.1
BRALA27204	OFUSG25016.1
BRALA26873	OFUSG22259.1
BRALA29899	OFUSG14432.1
BRALA25532	OFUSG07791.1
BRALA07762	OFUSG07897.1
BRALA23741	OFUSG13180.1
BRALA05637	OFUSG20946.1
BRALA18844	OFUSG00440.1
BRALA29139	OFUSG12267.1
BRALA14077	OFUSG03945.1
BRALA20032	OFUSG05624.1
BRALA26953	OFUSG21754.1
BRALA31710	OFUSG09155.1
BRALA11400	OFUSG16156.1
BRALA03094	OFUSG20622.1
BRALA07414	OFUSG04159.1
BRALA21747	OFUSG21156.1
BRALA13391	OFUSG11726.1
BRALA10033	OFUSG08156.1
BRALA32750	OFUSG24186.1
BRALA26125	OFUSG25029.1
BRALA26124	OFUSG11714.1
BRALA29447	OFUSG15144.1
BRALA07410	OFUSG15875.1
BRALA19729	OFUSG18909.1
BRALA20055	OFUSG22565.1
BRALA08004	OFUSG15804.1
BRALA31036	OFUSG11227.1
BRALA32999	OFUSG25025.1
BRALA01774	OFUSG17369.1
BRALA03830	OFUSG09958.1
BRALA21938	OFUSG10898.1
BRALA07186	OFUSG23870.1
BRALA23313	OFUSG11053.1
BRALA26823	OFUSG14821.1
BRALA00765	OFUSG17192.1
BRALA08213	OFUSG02327.1
BRALA00111	OFUSG16861.1
BRALA00406	OFUSG24203.1
BRALA30102	OFUSG15939.1
BRALA08263	OFUSG26677.1
BRALA19112	OFUSG19340.1
BRALA09631	OFUSG14904.1
BRALA17604	OFUSG09435.1
BRALA05427	OFUSG08126.1
BRALA27390	OFUSG10899.1
BRALA08286	OFUSG04679.1
BRALA06531	OFUSG09993.1
BRALA08943	OFUSG00207.1
BRALA28438	OFUSG23171.1
BRALA09674	OFUSG08583.1
BRALA20020	OFUSG05430.1
BRALA11223	OFUSG07848.1
BRALA13874	OFUSG13691.1
BRALA27359	OFUSG16567.1
BRALA09680	OFUSG23403.1
BRALA22261	OFUSG11568.1
BRALA24489	OFUSG16790.1
BRALA28326	OFUSG17449.1
BRALA34431	OFUSG08982.1
BRALA05324	OFUSG13324.1
BRALA00991	OFUSG26546.1
BRALA10440	OFUSG17853.1
BRALA19310	OFUSG00866.1
BRALA06513	OFUSG11095.1
BRALA06537	OFUSG10040.1
BRALA32894	OFUSG16316.1
BRALA23901	OFUSG15174.1
BRALA05941	OFUSG12752.1
BRALA11730	OFUSG14353.1
BRALA11896	OFUSG03103.1
BRALA10893	OFUSG11398.1
BRALA09161	OFUSG15812.1
BRALA14055	OFUSG04628.1
BRALA12312	OFUSG21388.1
BRALA27664	OFUSG19701.1
BRALA01793	OFUSG13389.1
BRALA16695	OFUSG12917.1
BRALA30382	OFUSG20795.1
BRALA02224	OFUSG00163.1
BRALA09042	OFUSG16098.1
BRALA06449	OFUSG10453.1
BRALA06021	OFUSG24825.1
BRALA16717	OFUSG10885.1
BRALA05658	OFUSG23681.1
BRALA10043	OFUSG12354.1
BRALA19737	OFUSG19265.1
BRALA17170	OFUSG04813.1
BRALA16045	OFUSG12662.1
BRALA15155	OFUSG17469.1
BRALA09208	OFUSG16286.1
BRALA16380	OFUSG05513.1
BRALA22898	OFUSG26076.1
BRALA00236	OFUSG13720.1
BRALA31690	OFUSG09386.1
BRALA13757	OFUSG21509.1
BRALA28634	OFUSG00419.1
BRALA24004	OFUSG12693.1
BRALA02286	OFUSG00324.1
BRALA21792	OFUSG07500.1
BRALA31003	OFUSG12257.1
BRALA03838	OFUSG10685.1
BRALA30027	OFUSG04480.1
BRALA23182	OFUSG19559.1
BRALA08960	OFUSG00901.1
BRALA00100	OFUSG00282.1
BRALA05851	OFUSG13864.1
BRALA17760	OFUSG22629.1
BRALA34047	OFUSG21246.1
BRALA15342	OFUSG06806.1
BRALA10057	OFUSG08308.1
BRALA03215	OFUSG05085.1
BRALA33348	OFUSG22774.1
BRALA23632	OFUSG06898.1
BRALA21193	OFUSG07494.1
BRALA09513	OFUSG09097.1
BRALA07685	OFUSG07019.1
BRALA12053	OFUSG08815.1
BRALA23176	OFUSG08767.1
BRALA02596	OFUSG07249.1
BRALA02905	OFUSG07165.1
BRALA22738	OFUSG02448.1
BRALA19389	OFUSG03426.1
BRALA22942	OFUSG01983.1
BRALA24715	OFUSG08188.1
BRALA14994	OFUSG24022.1
BRALA05260	OFUSG13245.1
BRALA13324	OFUSG12039.1
BRALA29780	OFUSG07011.1
BRALA15377	OFUSG19405.1
BRALA14970	OFUSG15043.1
BRALA15186	OFUSG12018.1
BRALA24136	OFUSG12184.1
BRALA21005	OFUSG24277.1
BRALA25836	OFUSG06513.1
BRALA05488	OFUSG23300.1
BRALA03277	OFUSG20579.1
BRALA01281	OFUSG21354.1
BRALA16981	OFUSG03033.1
BRALA04092	OFUSG04440.1
BRALA05669	OFUSG13219.1
BRALA03289	OFUSG20302.1
BRALA27370	OFUSG10396.1
BRALA30160	OFUSG11374.1
BRALA18097	OFUSG17906.1
BRALA13594	OFUSG05529.1
BRALA22241	OFUSG25415.1
BRALA16020	OFUSG16879.1
BRALA01439	OFUSG17315.1
BRALA19454	OFUSG03703.1
BRALA28415	OFUSG24048.1
BRALA02657	OFUSG07793.1
BRALA06731	OFUSG11041.1
BRALA13151	OFUSG02790.1
BRALA24271	OFUSG24025.1
BRALA15203	OFUSG11830.1
BRALA22957	OFUSG02756.1
BRALA05859	OFUSG10778.1
BRALA35555	OFUSG03610.1
BRALA13584	OFUSG14507.1
BRALA07564	OFUSG23820.1
BRALA24632	OFUSG15367.1
BRALA04829	OFUSG24410.1
BRALA05499	OFUSG17577.1
BRALA16616	OFUSG09234.1
BRALA21201	OFUSG11665.1
BRALA09627	OFUSG23542.1
BRALA22260	OFUSG12081.1
BRALA13743	OFUSG21085.1
BRALA16946	OFUSG03117.1
BRALA00532	OFUSG25755.1
BRALA35702	OFUSG09325.1
BRALA09812	OFUSG08167.1
BRALA03897	OFUSG11046.1
BRALA20603	OFUSG07146.1
BRALA31718	OFUSG25611.1
BRALA12054	OFUSG09690.1
BRALA16635	OFUSG23621.1
BRALA17339	OFUSG06184.1
BRALA18535	OFUSG13635.1
BRALA18049	OFUSG06302.1
BRALA13424	OFUSG21835.1
BRALA09544	OFUSG08209.1
BRALA23863	OFUSG07349.1
BRALA24813	OFUSG00434.1
BRALA19007	OFUSG00474.1
BRALA31449	OFUSG25086.1
BRALA11487	OFUSG05770.1
BRALA01713	OFUSG26340.1
BRALA22647	OFUSG16073.1
BRALA22837	OFUSG00760.1
BRALA00519	OFUSG12860.1
BRALA04605	OFUSG08855.1
BRALA03347	OFUSG04978.1
BRALA29428	OFUSG05071.1
BRALA27520	OFUSG00116.1
BRALA06415	OFUSG10755.1
BRALA06428	OFUSG23588.1
BRALA23354	OFUSG00214.1
BRALA01236	OFUSG21026.1
BRALA08070	OFUSG03681.1
BRALA14155	OFUSG16613.1
BRALA20271	OFUSG15948.1
BRALA06666	OFUSG10179.1
BRALA07121	OFUSG07554.1
BRALA10028	OFUSG26035.1
BRALA22364	OFUSG06730.1
BRALA21693	OFUSG05566.1
BRALA15016	OFUSG19260.1
BRALA06665	OFUSG10774.1
BRALA29383	OFUSG15118.1
BRALA08810	OFUSG00776.1
BRALA19772	OFUSG06430.1
BRALA20054	OFUSG06592.1
BRALA30343	OFUSG09541.1
BRALA17166	OFUSG06298.1
BRALA24073	OFUSG19512.1
BRALA28837	OFUSG25017.1
BRALA29054	OFUSG11588.1
BRALA08674	OFUSG05914.1
BRALA01660	OFUSG08714.1
BRALA10726	OFUSG16850.1
BRALA14191	OFUSG25040.1
BRALA29055	OFUSG19561.1
BRALA06405	OFUSG09265.1
BRALA03794	OFUSG03228.1
BRALA29414	OFUSG22246.1
BRALA06837	OFUSG10233.1
BRALA22055	OFUSG00734.1
BRALA17551	OFUSG26381.1
BRALA11035	OFUSG06171.1
BRALA19446	OFUSG01990.1
BRALA15277	OFUSG20128.1
BRALA09255	OFUSG06098.1
BRALA14037	OFUSG12823.1
BRALA01008	OFUSG26483.1
BRALA25601	OFUSG07187.1
BRALA18360	OFUSG07313.1
BRALA03837	OFUSG11181.1
BRALA06867	OFUSG03998.1
BRALA10674	OFUSG17239.1
BRALA22169	OFUSG07392.1
BRALA10284	OFUSG21089.1
BRALA16542	OFUSG08872.1
BRALA22108	OFUSG11915.1
BRALA04559	OFUSG04195.1
BRALA18989	OFUSG19044.1
BRALA19510	OFUSG01231.1
BRALA09381	OFUSG19095.1
BRALA14635	OFUSG08719.1
BRALA11176	OFUSG18630.1
BRALA18690	OFUSG03013.1
BRALA12771	OFUSG06269.1
BRALA09010	OFUSG00062.1
BRALA24486	OFUSG12396.1
BRALA10442	OFUSG11096.1
BRALA06505	OFUSG10863.1
BRALA14069	OFUSG04126.1
BRALA06538	OFUSG10319.1
BRALA13678	OFUSG05439.1
BRALA28207	OFUSG00175.1
BRALA09466	OFUSG23594.1
BRALA06454	OFUSG11099.1
BRALA02107	OFUSG00742.1
BRALA01222	OFUSG04152.1
BRALA09181	OFUSG04385.1
BRALA11256	OFUSG10358.1
BRALA08666	OFUSG13491.1
BRALA18900	OFUSG25210.1
BRALA02746	OFUSG25534.1
BRALA12189	OFUSG14216.1
BRALA24439	OFUSG13585.1
BRALA04838	OFUSG04626.1
BRALA11537	OFUSG19207.1
BRALA03270	OFUSG09024.1
BRALA19194	OFUSG07571.1
BRALA11529	OFUSG19297.1
BRALA06466	OFUSG10781.1
BRALA13611	OFUSG14336.1
BRALA30436	OFUSG01129.1
BRALA12681	OFUSG02638.1
BRALA16012	OFUSG21010.1
BRALA30038	OFUSG01555.1
BRALA04264	OFUSG16014.1
BRALA14416	OFUSG17655.1
BRALA13606	OFUSG05186.1
BRALA35713	OFUSG20888.1
BRALA31039	OFUSG11626.1
BRALA06150	OFUSG24760.1
BRALA33965	OFUSG06541.1
BRALA11593	OFUSG25768.1
BRALA11309	OFUSG16794.1
BRALA07429	OFUSG04423.1
BRALA32456	OFUSG02915.1
BRALA23861	OFUSG13192.1
BRALA01215	OFUSG26332.1
BRALA26111	OFUSG07881.1
BRALA10890	OFUSG11793.1
BRALA25927	OFUSG12335.1
BRALA11938	OFUSG25084.1
BRALA26937	OFUSG25555.1
BRALA20461	OFUSG19204.1
BRALA03213	OFUSG20224.1
BRALA29459	OFUSG11629.1
BRALA18570	OFUSG26394.1
BRALA26154	OFUSG11606.1
BRALA07188	OFUSG23810.1
BRALA08227	OFUSG02175.1
BRALA11534	OFUSG06874.1
BRALA25396	OFUSG07373.1
BRALA31284	OFUSG13055.1
BRALA03147	OFUSG23200.1
BRALA13676	OFUSG14305.1
BRALA24173	OFUSG03888.1
BRALA05242	OFUSG17679.1
BRALA06601	OFUSG21298.1
BRALA11540	OFUSG05518.1
BRALA29156	OFUSG19050.1
BRALA02216	OFUSG00212.1
BRALA29770	OFUSG26010.1
BRALA13748	OFUSG21506.1
BRALA08688	OFUSG23575.1
BRALA10188	OFUSG07170.1
BRALA09049	OFUSG16433.1
BRALA18514	OFUSG09782.1
BRALA20633	OFUSG10619.1
BRALA11171	OFUSG18403.1
BRALA26384	OFUSG10218.1
BRALA21756	OFUSG19650.1
BRALA03319	OFUSG04817.1
BRALA05147	OFUSG08929.1
BRALA25406	OFUSG01037.1
BRALA20017	OFUSG05398.1
BRALA15442	OFUSG16806.1
BRALA28981	OFUSG21574.1
BRALA08607	OFUSG13667.1
BRALA11409	OFUSG06202.1
BRALA19740	OFUSG14456.1
BRALA12448	OFUSG10260.1
BRALA05111	OFUSG13328.1
BRALA18001	OFUSG06046.1
BRALA08685	OFUSG21115.1
BRALA24858	OFUSG12658.1
BRALA11163	OFUSG10034.1
BRALA22124	OFUSG25015.1
BRALA02843	OFUSG07450.1
BRALA23447	OFUSG12578.1
BRALA00223	OFUSG23502.1
BRALA26390	OFUSG17840.1
BRALA02782	OFUSG19096.1
BRALA00200	OFUSG12802.1
BRALA25004	OFUSG09425.1
BRALA20640	OFUSG25639.1
BRALA16854	OFUSG01470.1
BRALA25289	OFUSG18377.1
BRALA16360	OFUSG19299.1
BRALA25728	OFUSG19317.1
BRALA06705	OFUSG26587.1
BRALA28052	OFUSG08201.1
BRALA28056	OFUSG06476.1
BRALA21136	OFUSG21359.1
BRALA27286	OFUSG26549.1
BRALA21966	OFUSG10237.1
BRALA15290	OFUSG14196.1
BRALA03450	OFUSG23113.1
BRALA29772	OFUSG07092.1
BRALA25705	OFUSG12188.1
BRALA29064	OFUSG09696.1
BRALA15722	OFUSG00351.1
BRALA17317	OFUSG06067.1
BRALA01442	OFUSG13201.1
BRALA00795	OFUSG23582.1
BRALA22426	OFUSG20374.1
BRALA30687	OFUSG06769.1
BRALA01261	OFUSG13280.1
BRALA28199	OFUSG01478.1
BRALA14917	OFUSG09936.1
BRALA12554	OFUSG03118.1
BRALA29821	OFUSG26439.1
BRALA18476	OFUSG07144.1
BRALA00818	OFUSG17541.1
BRALA02163	OFUSG16449.1
BRALA04825	OFUSG16167.1
BRALA32040	OFUSG21083.1
BRALA00740	OFUSG26471.1
BRALA18856	OFUSG21578.1
BRALA00314	OFUSG23470.1
BRALA20319	OFUSG06609.1
BRALA31684	OFUSG15400.1
BRALA24721	OFUSG00067.1
BRALA18484	OFUSG25698.1
BRALA03385	OFUSG23187.1
BRALA03669	OFUSG00882.1
BRALA06504	OFUSG10867.1
BRALA15684	OFUSG00971.1
BRALA03016	OFUSG25500.1
BRALA20591	OFUSG23058.1
BRALA02514	OFUSG00407.1
BRALA14634	OFUSG08963.1
BRALA01394	OFUSG19738.1
BRALA29868	OFUSG07975.1
BRALA27610	OFUSG20880.1
BRALA05337	OFUSG21495.1
BRALA08879	OFUSG01396.1
BRALA17419	OFUSG12082.1
BRALA22919	OFUSG03513.1
BRALA26952	OFUSG24052.1
BRALA09252	OFUSG18911.1
BRALA17931	OFUSG10346.1
BRALA31458	OFUSG21667.1
BRALA17106	OFUSG17317.1
BRALA14131	OFUSG16032.1
BRALA14190	OFUSG05705.1
BRALA12420	OFUSG00534.1
BRALA04834	OFUSG17045.1
BRALA14449	OFUSG04403.1
BRALA29372	OFUSG15332.1
BRALA18830	OFUSG23632.1
BRALA01828	OFUSG21323.1
BRALA23246	OFUSG15259.1
BRALA11806	OFUSG02823.1
BRALA01666	OFUSG08694.1
BRALA19447	OFUSG03061.1
BRALA00994	OFUSG26544.1
BRALA03409	OFUSG20376.1
BRALA12458	OFUSG05096.1
BRALA06331	OFUSG10085.1
BRALA06349	OFUSG10945.1
BRALA23811	OFUSG14426.1
BRALA13747	OFUSG13360.1
BRALA05679	OFUSG18680.1
BRALA31197	OFUSG03237.1
BRALA33622	OFUSG24000.1
BRALA14631	OFUSG09547.1
BRALA00192	OFUSG21350.1
BRALA31709	OFUSG09643.1
BRALA34288	OFUSG05589.1
BRALA03097	OFUSG20736.1
BRALA25945	OFUSG12345.1
BRALA10638	OFUSG13625.1
BRALA04317	OFUSG04383.1
BRALA06319	OFUSG18605.1
BRALA22991	OFUSG00363.1
BRALA34707	OFUSG13476.1
BRALA17390	OFUSG11649.1
BRALA18727	OFUSG03771.1
BRALA22904	OFUSG07152.1
BRALA17012	OFUSG24282.1
BRALA34779	OFUSG19495.1
BRALA15314	OFUSG06434.1
BRALA12553	OFUSG05410.1
BRALA16851	OFUSG21471.1
BRALA14965	OFUSG24015.1
BRALA11881	OFUSG02069.1
BRALA21781	OFUSG12657.1
BRALA15037	OFUSG20059.1
BRALA13351	OFUSG25301.1
BRALA07315	OFUSG04380.1
BRALA14740	OFUSG23540.1
BRALA18224	OFUSG08519.1
BRALA25636	OFUSG23192.1
BRALA07031	OFUSG16796.1
BRALA11968	OFUSG22065.1
BRALA19371	OFUSG20931.1
BRALA33714	OFUSG01072.1
BRALA24840	OFUSG09371.1
BRALA32866	OFUSG00904.1
BRALA21940	OFUSG10668.1
BRALA23739	OFUSG21294.1
BRALA12685	OFUSG03506.1
BRALA26412	OFUSG05652.1
BRALA28911	OFUSG11615.1
BRALA27309	OFUSG20225.1
BRALA06930	OFUSG03939.1
BRALA27849	OFUSG07599.1
BRALA07771	OFUSG15879.1
BRALA00638	OFUSG23432.1
BRALA28979	OFUSG21950.1
BRALA24471	OFUSG11966.1
BRALA21808	OFUSG20382.1
BRALA33422	OFUSG15175.1
BRALA16188	OFUSG14081.1
BRALA21951	OFUSG10784.1
BRALA28038	OFUSG12397.1
BRALA12772	OFUSG06910.1
BRALA00937	OFUSG25462.1
BRALA03216	OFUSG20788.1
BRALA21238	OFUSG08880.1
BRALA03659	OFUSG25520.1
BRALA23894	OFUSG00662.1
BRALA11894	OFUSG03342.1
BRALA09758	OFUSG25375.1
BRALA00473	OFUSG23348.1
BRALA10737	OFUSG21177.1
BRALA03310	OFUSG01363.1
BRALA11462	OFUSG08783.1
BRALA05831	OFUSG24933.1
BRALA22975	OFUSG06556.1
BRALA09125	OFUSG04659.1
BRALA03805	OFUSG18597.1
BRALA08684	OFUSG21116.1
BRALA05033	OFUSG26495.1
BRALA00324	OFUSG13031.1
BRALA18357	OFUSG07680.1
BRALA24149	OFUSG18542.1
BRALA11232	OFUSG23757.1
BRALA33770	OFUSG20848.1
BRALA08804	OFUSG00189.1
BRALA22579	OFUSG22041.1
BRALA23643	OFUSG07120.1
BRALA05328	OFUSG23394.1
BRALA06358	OFUSG18210.1
BRALA06363	OFUSG00421.1
BRALA04280	OFUSG16593.1
BRALA28944	OFUSG07617.1
BRALA25395	OFUSG25503.1
BRALA20067	OFUSG23777.1
BRALA00195	OFUSG16885.1
BRALA25544	OFUSG00199.1
BRALA34516	OFUSG07051.1
BRALA33785	OFUSG26393.1
BRALA12504	OFUSG16062.1
BRALA01704	OFUSG17236.1
BRALA00874	OFUSG10648.1
BRALA19241	OFUSG02331.1
BRALA09628	OFUSG21080.1
BRALA02827	OFUSG08043.1
BRALA04609	OFUSG15984.1
BRALA20093	OFUSG19369.1
BRALA14971	OFUSG10094.1
BRALA06742	OFUSG18388.1
BRALA17657	OFUSG05387.1
BRALA18500	OFUSG09351.1
BRALA02873	OFUSG09930.1
BRALA19948	OFUSG20627.1
BRALA14351	OFUSG17703.1
BRALA28862	OFUSG25659.1
BRALA34510	OFUSG08120.1
BRALA08947	OFUSG00226.1
BRALA03091	OFUSG19598.1
BRALA03351	OFUSG05916.1
BRALA05109	OFUSG19582.1
BRALA12698	OFUSG02724.1
BRALA10145	OFUSG08252.1
BRALA24256	OFUSG15469.1
BRALA21847	OFUSG19029.1
BRALA22900	OFUSG07205.1
BRALA16934	OFUSG03428.1
BRALA12106	OFUSG24737.1
BRALA25513	OFUSG07923.1
BRALA30070	OFUSG06128.1
BRALA05480	OFUSG08582.1
BRALA17731	OFUSG15210.1
BRALA13296	OFUSG12571.1
BRALA15042	OFUSG19685.1
BRALA08391	OFUSG04620.1
BRALA10749	OFUSG21343.1
BRALA11343	OFUSG12864.1
BRALA03173	OFUSG08303.1
BRALA32663	OFUSG12845.1
BRALA28926	OFUSG15588.1
BRALA12145	OFUSG24994.1
BRALA12754	OFUSG18695.1
BRALA11519	OFUSG06557.1
BRALA18274	OFUSG17275.1
BRALA22529	OFUSG11246.1
BRALA27606	OFUSG20222.1
BRALA12039	OFUSG25280.1
BRALA32099	OFUSG11392.1
BRALA15217	OFUSG12167.1
BRALA22405	OFUSG20550.1
BRALA01037	OFUSG26357.1
BRALA05369	OFUSG12878.1
BRALA18935	OFUSG17503.1
BRALA20033	OFUSG05866.1
BRALA26946	OFUSG12323.1
BRALA28846	OFUSG11960.1
BRALA24263	OFUSG08197.1
BRALA08859	OFUSG07021.1
BRALA16271	OFUSG09657.1
BRALA34323	OFUSG03492.1
BRALA21305	OFUSG09437.1
BRALA07888	OFUSG03937.1
BRALA05441	OFUSG23344.1
BRALA01440	OFUSG10320.1
BRALA10696	OFUSG17141.1
BRALA17395	OFUSG11574.1
BRALA35097	OFUSG11225.1
BRALA10076	OFUSG26230.1
BRALA08890	OFUSG00921.1
BRALA15180	OFUSG08168.1
BRALA13288	OFUSG03254.1
BRALA11975	OFUSG25223.1
BRALA22683	OFUSG19366.1
BRALA23247	OFUSG15260.1
BRALA18342	OFUSG14974.1
BRALA14098	OFUSG16782.1
BRALA18887	OFUSG16737.1
BRALA01979	OFUSG06459.1
BRALA25112	OFUSG20991.1
BRALA17720	OFUSG22677.1
BRALA13511	OFUSG08814.1
BRALA14263	OFUSG14799.1
BRALA12967	OFUSG16960.1
BRALA11038	OFUSG05818.1
BRALA24381	OFUSG01858.1
BRALA04509	OFUSG25511.1
BRALA07983	OFUSG03909.1
BRALA15228	OFUSG26833.1
BRALA06261	OFUSG18399.1
BRALA21952	OFUSG10785.1
BRALA22973	OFUSG00940.1
BRALA14659	OFUSG09056.1
BRALA04657	OFUSG00132.1
BRALA25000	OFUSG11953.1
BRALA10344	OFUSG23561.1
BRALA12191	OFUSG07816.1
BRALA02517	OFUSG00243.1
BRALA02874	OFUSG09929.1
BRALA06773	OFUSG09066.1
BRALA05482	OFUSG26442.1
BRALA21175	OFUSG12764.1
BRALA28137	OFUSG19412.1
BRALA27289	OFUSG11970.1
BRALA19644	OFUSG16386.1
BRALA06259	OFUSG18255.1
BRALA06257	OFUSG10296.1
BRALA06368	OFUSG09988.1
BRALA18100	OFUSG11058.1
BRALA15823	OFUSG13407.1
BRALA09308	OFUSG18982.1
BRALA29956	OFUSG06832.1
BRALA22588	OFUSG18208.1
BRALA14058	OFUSG16616.1
BRALA06746	OFUSG18254.1
BRALA18735	OFUSG03475.1
BRALA05558	OFUSG21432.1
BRALA05680	OFUSG26335.1
BRALA12584	OFUSG02162.1
BRALA26940	OFUSG11839.1
BRALA23214	OFUSG08796.1
BRALA07945	OFUSG04247.1
BRALA27481	OFUSG11098.1
BRALA05398	OFUSG17310.1
BRALA02117	OFUSG14829.1
BRALA11583	OFUSG21909.1
BRALA18521	OFUSG20141.1
BRALA07420	OFUSG20153.1
BRALA24062	OFUSG06503.1
BRALA05401	OFUSG23322.1
BRALA07012	OFUSG16464.1
BRALA06934	OFUSG16239.1
BRALA19551	OFUSG08073.1
BRALA25632	OFUSG20356.1
BRALA16619	OFUSG09411.1
BRALA27221	OFUSG05158.1
BRALA14466	OFUSG15936.1
BRALA13137	OFUSG17839.1
BRALA18974	OFUSG10855.1
BRALA25924	OFUSG12005.1
BRALA10414	OFUSG10893.1
BRALA14280	OFUSG00342.1
BRALA27586	OFUSG25153.1
BRALA11501	OFUSG18976.1
BRALA25587	OFUSG19490.1
BRALA21981	OFUSG10500.1
BRALA27401	OFUSG07622.1
BRALA19084	OFUSG04945.1
BRALA11916	OFUSG11378.1
BRALA14247	OFUSG02404.1
BRALA03853	OFUSG09979.1
BRALA16284	OFUSG12084.1
BRALA13423	OFUSG21840.1
BRALA27324	OFUSG20252.1
BRALA00338	OFUSG01814.1
BRALA09014	OFUSG12897.1
BRALA14991	OFUSG23874.1
BRALA12255	OFUSG00900.1
BRALA12381	OFUSG00527.1
BRALA21993	OFUSG04955.1
BRALA13358	OFUSG11247.1
BRALA24432	OFUSG11647.1
BRALA30105	OFUSG24013.1
BRALA24265	OFUSG22586.1
BRALA25567	OFUSG14857.1
BRALA05131	OFUSG17295.1
BRALA23444	OFUSG12585.1
BRALA17116	OFUSG09743.1
BRALA16406	OFUSG19121.1
BRALA17772	OFUSG25115.1
BRALA22827	OFUSG15157.1
BRALA10477	OFUSG10185.1
BRALA21956	OFUSG20334.1
BRALA12528	OFUSG20421.1
BRALA21174	OFUSG11209.1
BRALA06744	OFUSG26386.1
BRALA16042	OFUSG17218.1
BRALA17078	OFUSG17014.1
BRALA20680	OFUSG18340.1
BRALA25738	OFUSG18853.1
BRALA24711	OFUSG21573.1
BRALA10677	OFUSG13675.1
BRALA01150	OFUSG17159.1
BRALA12827	OFUSG19154.1
BRALA10839	OFUSG12469.1
BRALA19959	OFUSG20549.1
BRALA26153	OFUSG11607.1
BRALA21975	OFUSG23890.1
BRALA04279	OFUSG25456.1
BRALA25786	OFUSG12753.1
BRALA06337	OFUSG11072.1
BRALA24581	OFUSG19504.1
BRALA03523	OFUSG03581.1
BRALA01038	OFUSG23370.1
BRALA19437	OFUSG02901.1
BRALA09200	OFUSG04199.1
BRALA14156	OFUSG03952.1
BRALA05960	OFUSG14727.1
BRALA17147	OFUSG19535.1
BRALA00760	OFUSG21409.1
BRALA22633	OFUSG25068.1
BRALA03313	OFUSG20758.1
BRALA12747	OFUSG19008.1
BRALA13840	OFUSG07782.1
BRALA30969	OFUSG11294.1
BRALA08613	OFUSG16931.1
BRALA34303	OFUSG12295.1
BRALA14946	OFUSG22196.1
BRALA10153	OFUSG10914.1
BRALA22990	OFUSG00364.1
BRALA25707	OFUSG21628.1
BRALA17641	OFUSG04898.1
BRALA08108	OFUSG03818.1
BRALA28969	OFUSG03001.1
BRALA33695	OFUSG17312.1
BRALA26845	OFUSG08962.1
BRALA19509	OFUSG11992.1
BRALA10069	OFUSG07835.1
BRALA05288	OFUSG16856.1
BRALA06128	OFUSG19287.1
BRALA28216	OFUSG05841.1
BRALA01890	OFUSG09455.1
BRALA07377	OFUSG12877.1
BRALA25653	OFUSG05820.1
BRALA25443	OFUSG23995.1
BRALA04755	OFUSG04552.1
BRALA10112	OFUSG07171.1
BRALA02787	OFUSG08279.1
BRALA10692	OFUSG21411.1
BRALA06798	OFUSG07760.1
BRALA18988	OFUSG06033.1
BRALA12142	OFUSG14662.1
BRALA03255	OFUSG20875.1
BRALA22395	OFUSG20254.1
BRALA01239	OFUSG17666.1
BRALA18962	OFUSG05791.1
BRALA22702	OFUSG06461.1
BRALA32133	OFUSG11758.1
BRALA16712	OFUSG17097.1
BRALA03797	OFUSG12742.1
BRALA20570	OFUSG01618.1
BRALA20317	OFUSG19124.1
BRALA00756	OFUSG13529.1
BRALA07566	OFUSG07575.1
BRALA24417	OFUSG12577.1
BRALA04787	OFUSG10771.1
BRALA26131	OFUSG21619.1
BRALA26890	OFUSG06828.1
