AENJA_23461	OFUSG13305.1
AENJA_25980	OFUSG03686.1
AENJA_26375	OFUSG16597.1
AENJA_26407	OFUSG13040.1
AENJA_26485	OFUSG10510.1
AENJA_26544	OFUSG11750.1
AENJA_26831	OFUSG24615.1
AENJA_00005	OFUSG20337.1
AENJA_08497	OFUSG20676.1
AENJA_00187	OFUSG07105.1
AENJA_00195	OFUSG14517.1
AENJA_00361	OFUSG21289.1
AENJA_00451	OFUSG24126.1
AENJA_00461	OFUSG15364.1
AENJA_00868	OFUSG19542.1
AENJA_00870	OFUSG06716.1
AENJA_01930	OFUSG03473.1
AENJA_01958	OFUSG09375.1
AENJA_02206	OFUSG05226.1
AENJA_02340	OFUSG17696.1
AENJA_02375	OFUSG23258.1
AENJA_02721	OFUSG20259.1
AENJA_02764	OFUSG03509.1
AENJA_03056	OFUSG08603.1
AENJA_03089	OFUSG19255.1
AENJA_03148	OFUSG01069.1
AENJA_03367	OFUSG00611.1
AENJA_03427	OFUSG10248.1
AENJA_03794	OFUSG08418.1
AENJA_03798	OFUSG07230.1
AENJA_04040	OFUSG20779.1
AENJA_04178	OFUSG17190.1
AENJA_22550	OFUSG24304.1
AENJA_04842	OFUSG10629.1
AENJA_04865	OFUSG09055.1
AENJA_05015	OFUSG08408.1
AENJA_05239	OFUSG04151.1
AENJA_05329	OFUSG02328.1
AENJA_05552	OFUSG08755.1
AENJA_05863	OFUSG12440.1
AENJA_06212	OFUSG26259.1
AENJA_06345	OFUSG06070.1
AENJA_06493	OFUSG22450.1
AENJA_06827	OFUSG26235.1
AENJA_07201	OFUSG14215.1
AENJA_07309	OFUSG07989.1
AENJA_07641	OFUSG09566.1
AENJA_07752	OFUSG21076.1
AENJA_07831	OFUSG21962.1
AENJA_07903	OFUSG00322.1
AENJA_10818	OFUSG10332.1
AENJA_07944	OFUSG13290.1
AENJA_07969	OFUSG03014.1
AENJA_08236	OFUSG17819.1
AENJA_08347	OFUSG16086.1
AENJA_08393	OFUSG03583.1
AENJA_08570	OFUSG11409.1
AENJA_08657	OFUSG19069.1
AENJA_08665	OFUSG25281.1
AENJA_08729	OFUSG12073.1
AENJA_08799	OFUSG16071.1
AENJA_09120	OFUSG17197.1
AENJA_09271	OFUSG26604.1
AENJA_17725	OFUSG06133.1
AENJA_09557	OFUSG08416.1
AENJA_10884	OFUSG08340.1
AENJA_10990	OFUSG00208.1
AENJA_11123	OFUSG24698.1
AENJA_11434	OFUSG07017.1
AENJA_11497	OFUSG20338.1
AENJA_11598	OFUSG04722.1
AENJA_11692	OFUSG26445.1
AENJA_11902	OFUSG09948.1
AENJA_11928	OFUSG24827.1
AENJA_12022	OFUSG24869.1
AENJA_12215	OFUSG01035.1
AENJA_12530	OFUSG11372.1
AENJA_12612	OFUSG25212.1
AENJA_12676	OFUSG17189.1
AENJA_12797	OFUSG13070.1
AENJA_12890	OFUSG11671.1
AENJA_12953	OFUSG15462.1
AENJA_13253	OFUSG21943.1
AENJA_13416	OFUSG14867.1
AENJA_13790	OFUSG01611.1
AENJA_13910	OFUSG06493.1
AENJA_13927	OFUSG05229.1
AENJA_13961	OFUSG08031.1
AENJA_14039	OFUSG19362.1
AENJA_14257	OFUSG21277.1
AENJA_14685	OFUSG12908.1
AENJA_14870	OFUSG16312.1
AENJA_14884	OFUSG20357.1
AENJA_15364	OFUSG22313.1
AENJA_15580	OFUSG24193.1
AENJA_15650	OFUSG17812.1
AENJA_16014	OFUSG21433.1
AENJA_16066	OFUSG04892.1
AENJA_16146	OFUSG00833.1
AENJA_16300	OFUSG07539.1
AENJA_16431	OFUSG26506.1
AENJA_16453	OFUSG14651.1
AENJA_16456	OFUSG25669.1
AENJA_16684	OFUSG18345.1
AENJA_16691	OFUSG18121.1
AENJA_16792	OFUSG10056.1
AENJA_17422	OFUSG11818.1
AENJA_17443	OFUSG07084.1
AENJA_17485	OFUSG09759.1
AENJA_17567	OFUSG13143.1
AENJA_17767	OFUSG11608.1
AENJA_17897	OFUSG03912.1
AENJA_17898	OFUSG01614.1
AENJA_18030	OFUSG16672.1
AENJA_18455	OFUSG04529.1
AENJA_18748	OFUSG15027.1
AENJA_19220	OFUSG17226.1
AENJA_19229	OFUSG14690.1
AENJA_19345	OFUSG12694.1
AENJA_19396	OFUSG13692.1
AENJA_19399	OFUSG13542.1
AENJA_19421	OFUSG19569.1
AENJA_19514	OFUSG05044.1
AENJA_19701	OFUSG25724.1
AENJA_20049	OFUSG16860.1
AENJA_20072	OFUSG08286.1
AENJA_20253	OFUSG05078.1
AENJA_20590	OFUSG14661.1
AENJA_20935	OFUSG08555.1
AENJA_21464	OFUSG25016.1
AENJA_21530	OFUSG22259.1
AENJA_21566	OFUSG18552.1
AENJA_21741	OFUSG14432.1
AENJA_21881	OFUSG07791.1
AENJA_21945	OFUSG07897.1
AENJA_22399	OFUSG13180.1
AENJA_22627	OFUSG20946.1
AENJA_22903	OFUSG00440.1
AENJA_23009	OFUSG08935.1
AENJA_23022	OFUSG12267.1
AENJA_23128	OFUSG15708.1
AENJA_23247	OFUSG14191.1
AENJA_23350	OFUSG03945.1
AENJA_23857	OFUSG05624.1
AENJA_23876	OFUSG21754.1
AENJA_23970	OFUSG09155.1
AENJA_23983	OFUSG16156.1
AENJA_24385	OFUSG04159.1
AENJA_24465	OFUSG21156.1
AENJA_24896	OFUSG11726.1
AENJA_25314	OFUSG24186.1
AENJA_25906	OFUSG25029.1
AENJA_25907	OFUSG11714.1
AENJA_26252	OFUSG15144.1
AENJA_26610	OFUSG15875.1
AENJA_26633	OFUSG18909.1
AENJA_26638	OFUSG22565.1
AENJA_26765	OFUSG15804.1
AENJA_26781	OFUSG11227.1
AENJA_00010	OFUSG19340.1
AENJA_00454	OFUSG14904.1
AENJA_00482	OFUSG09435.1
AENJA_00527	OFUSG08126.1
AENJA_00833	OFUSG11195.1
AENJA_00889	OFUSG25163.1
AENJA_01048	OFUSG09993.1
AENJA_01964	OFUSG00207.1
AENJA_02204	OFUSG23171.1
AENJA_02213	OFUSG05430.1
AENJA_02350	OFUSG07848.1
AENJA_02412	OFUSG13691.1
AENJA_02461	OFUSG16567.1
AENJA_02560	OFUSG23403.1
AENJA_02653	OFUSG06894.1
AENJA_02782	OFUSG11568.1
AENJA_03060	OFUSG16790.1
AENJA_03524	OFUSG08982.1
AENJA_03553	OFUSG13324.1
AENJA_03642	OFUSG26546.1
AENJA_03824	OFUSG20178.1
AENJA_03880	OFUSG17853.1
AENJA_04019	OFUSG25501.1
AENJA_04020	OFUSG00866.1
AENJA_04031	OFUSG07800.1
AENJA_04226	OFUSG10371.1
AENJA_04499	OFUSG10040.1
AENJA_04694	OFUSG15174.1
AENJA_04780	OFUSG12752.1
AENJA_05335	OFUSG03103.1
AENJA_05766	OFUSG11398.1
AENJA_05817	OFUSG15812.1
AENJA_05823	OFUSG04628.1
AENJA_05829	OFUSG21388.1
AENJA_06213	OFUSG15292.1
AENJA_06248	OFUSG19701.1
AENJA_06378	OFUSG15044.1
AENJA_06550	OFUSG13389.1
AENJA_06655	OFUSG12917.1
AENJA_06749	OFUSG20795.1
AENJA_06797	OFUSG00163.1
AENJA_07060	OFUSG10453.1
AENJA_07061	OFUSG04837.1
AENJA_07208	OFUSG24825.1
AENJA_07395	OFUSG10885.1
AENJA_07815	OFUSG23681.1
AENJA_07834	OFUSG12354.1
AENJA_07988	OFUSG19265.1
AENJA_07997	OFUSG04813.1
AENJA_08047	OFUSG12662.1
AENJA_08093	OFUSG17469.1
AENJA_08117	OFUSG16286.1
AENJA_08187	OFUSG05513.1
AENJA_08251	OFUSG26076.1
AENJA_08281	OFUSG13720.1
AENJA_08517	OFUSG09386.1
AENJA_08531	OFUSG21509.1
AENJA_08918	OFUSG00419.1
AENJA_09028	OFUSG06860.1
AENJA_09116	OFUSG12693.1
AENJA_09117	OFUSG00324.1
AENJA_09143	OFUSG07500.1
AENJA_09359	OFUSG12257.1
AENJA_09627	OFUSG10685.1
AENJA_09743	OFUSG04480.1
AENJA_09877	OFUSG19559.1
AENJA_09893	OFUSG00901.1
AENJA_09922	OFUSG00282.1
AENJA_10100	OFUSG13864.1
AENJA_10287	OFUSG22629.1
AENJA_10309	OFUSG22338.1
AENJA_10362	OFUSG06806.1
AENJA_10771	OFUSG08308.1
AENJA_10828	OFUSG05085.1
AENJA_11067	OFUSG06898.1
AENJA_11102	OFUSG07494.1
AENJA_11191	OFUSG09097.1
AENJA_11321	OFUSG01632.1
AENJA_11412	OFUSG08815.1
AENJA_11448	OFUSG08767.1
AENJA_11559	OFUSG07249.1
AENJA_11561	OFUSG07165.1
AENJA_11701	OFUSG02448.1
AENJA_11702	OFUSG03426.1
AENJA_11708	OFUSG01983.1
AENJA_11918	OFUSG08188.1
AENJA_12040	OFUSG24022.1
AENJA_12135	OFUSG13245.1
AENJA_12181	OFUSG12039.1
AENJA_12291	OFUSG07011.1
AENJA_12322	OFUSG19405.1
AENJA_12376	OFUSG15043.1
AENJA_12713	OFUSG12018.1
AENJA_12819	OFUSG12184.1
AENJA_12936	OFUSG24277.1
AENJA_12972	OFUSG06513.1
AENJA_13351	OFUSG20579.1
AENJA_13517	OFUSG21354.1
AENJA_13821	OFUSG03033.1
AENJA_13850	OFUSG04440.1
AENJA_13901	OFUSG25000.1
AENJA_13900	OFUSG25761.1
AENJA_14067	OFUSG13219.1
AENJA_14071	OFUSG20302.1
AENJA_14293	OFUSG10396.1
AENJA_14400	OFUSG17906.1
AENJA_14557	OFUSG05529.1
AENJA_15082	OFUSG25415.1
AENJA_15447	OFUSG16879.1
AENJA_15519	OFUSG17315.1
AENJA_15564	OFUSG03703.1
AENJA_15591	OFUSG24048.1
AENJA_15696	OFUSG07793.1
AENJA_15708	OFUSG11041.1
AENJA_15868	OFUSG24025.1
AENJA_16316	OFUSG11830.1
AENJA_16465	OFUSG02756.1
AENJA_16862	OFUSG13664.1
AENJA_17019	OFUSG03610.1
AENJA_17248	OFUSG14507.1
AENJA_17388	OFUSG23820.1
AENJA_17467	OFUSG15367.1
AENJA_17808	OFUSG17502.1
AENJA_17812	OFUSG24410.1
AENJA_17996	OFUSG17577.1
AENJA_18037	OFUSG09234.1
AENJA_18232	OFUSG23542.1
AENJA_18519	OFUSG12081.1
AENJA_18869	OFUSG21085.1
AENJA_18909	OFUSG03117.1
AENJA_18934	OFUSG25755.1
AENJA_19420	OFUSG09325.1
AENJA_19433	OFUSG08167.1
AENJA_19474	OFUSG11046.1
AENJA_19615	OFUSG07146.1
AENJA_19714	OFUSG25611.1
AENJA_20207	OFUSG09690.1
AENJA_20384	OFUSG23621.1
AENJA_20437	OFUSG06184.1
AENJA_21353	OFUSG13635.1
AENJA_21776	OFUSG06302.1
AENJA_22254	OFUSG21835.1
AENJA_22271	OFUSG08209.1
AENJA_22471	OFUSG07349.1
AENJA_22659	OFUSG00434.1
AENJA_22900	OFUSG00474.1
AENJA_23013	OFUSG25086.1
AENJA_23228	OFUSG05770.1
AENJA_23328	OFUSG26340.1
AENJA_23340	OFUSG16073.1
AENJA_23682	OFUSG00760.1
AENJA_23701	OFUSG12860.1
AENJA_23812	OFUSG08855.1
AENJA_24203	OFUSG04978.1
AENJA_24458	OFUSG05071.1
AENJA_24520	OFUSG14464.1
AENJA_24573	OFUSG00116.1
AENJA_24578	OFUSG00413.1
AENJA_24749	OFUSG10755.1
AENJA_24853	OFUSG23588.1
AENJA_24904	OFUSG00214.1
AENJA_25050	OFUSG21026.1
AENJA_25080	OFUSG03681.1
AENJA_25085	OFUSG16613.1
AENJA_25410	OFUSG15948.1
AENJA_25419	OFUSG10179.1
AENJA_25504	OFUSG07554.1
AENJA_25668	OFUSG26035.1
AENJA_25750	OFUSG06730.1
AENJA_25818	OFUSG05566.1
AENJA_26124	OFUSG19260.1
AENJA_26346	OFUSG15118.1
AENJA_26564	OFUSG00776.1
AENJA_26628	OFUSG06430.1
AENJA_26634	OFUSG06592.1
AENJA_26728	OFUSG09937.1
AENJA_00011	OFUSG20777.1
AENJA_00045	OFUSG06564.1
AENJA_00082	OFUSG00734.1
AENJA_00355	OFUSG26381.1
AENJA_00376	OFUSG06171.1
AENJA_00552	OFUSG01990.1
AENJA_00701	OFUSG20128.1
AENJA_00801	OFUSG06098.1
AENJA_00873	OFUSG19156.1
AENJA_01012	OFUSG12823.1
AENJA_01014	OFUSG26483.1
AENJA_01526	OFUSG19365.1
AENJA_01536	OFUSG07313.1
AENJA_01869	OFUSG17372.1
AENJA_02075	OFUSG11181.1
AENJA_02249	OFUSG03998.1
AENJA_02335	OFUSG17239.1
AENJA_02372	OFUSG12654.1
AENJA_02390	OFUSG07392.1
AENJA_02563	OFUSG21089.1
AENJA_02930	OFUSG08872.1
AENJA_02964	OFUSG05535.1
AENJA_03063	OFUSG11915.1
AENJA_03161	OFUSG04195.1
AENJA_03370	OFUSG00464.1
AENJA_03378	OFUSG19044.1
AENJA_03391	OFUSG01231.1
AENJA_03514	OFUSG19095.1
AENJA_03754	OFUSG18630.1
AENJA_03934	OFUSG03013.1
AENJA_03948	OFUSG06269.1
AENJA_03996	OFUSG00062.1
AENJA_04041	OFUSG20778.1
AENJA_04110	OFUSG12396.1
AENJA_04204	OFUSG11096.1
AENJA_04431	OFUSG10863.1
AENJA_04474	OFUSG04126.1
AENJA_04491	OFUSG10319.1
AENJA_04820	OFUSG05439.1
AENJA_04873	OFUSG00175.1
AENJA_05405	OFUSG23594.1
AENJA_05433	OFUSG11099.1
AENJA_05759	OFUSG00742.1
AENJA_05821	OFUSG04385.1
AENJA_05901	OFUSG10358.1
AENJA_06748	OFUSG25210.1
AENJA_06751	OFUSG11486.1
AENJA_07188	OFUSG25534.1
AENJA_07202	OFUSG14216.1
AENJA_07237	OFUSG13585.1
AENJA_07278	OFUSG04626.1
AENJA_07745	OFUSG07571.1
AENJA_07756	OFUSG21091.1
AENJA_07784	OFUSG19297.1
AENJA_07802	OFUSG25186.1
AENJA_07897	OFUSG10781.1
AENJA_08108	OFUSG14336.1
AENJA_08244	OFUSG01749.1
AENJA_11112	OFUSG01129.1
AENJA_08397	OFUSG02638.1
AENJA_08502	OFUSG05119.1
AENJA_08611	OFUSG21010.1
AENJA_09623	OFUSG17848.1
AENJA_09924	OFUSG01555.1
AENJA_15622	OFUSG01557.1
AENJA_09944	OFUSG16014.1
AENJA_09990	OFUSG05289.1
AENJA_10009	OFUSG17655.1
AENJA_10049	OFUSG05186.1
AENJA_10150	OFUSG26949.1
AENJA_10342	OFUSG20888.1
AENJA_10506	OFUSG09237.1
AENJA_10510	OFUSG08802.1
AENJA_10930	OFUSG11626.1
AENJA_11081	OFUSG06541.1
AENJA_25534	OFUSG15082.1
AENJA_11215	OFUSG20264.1
AENJA_11223	OFUSG25768.1
AENJA_11580	OFUSG16794.1
AENJA_11597	OFUSG04423.1
AENJA_11707	OFUSG03808.1
AENJA_11799	OFUSG02915.1
AENJA_11845	OFUSG13192.1
AENJA_11864	OFUSG26332.1
AENJA_16468	OFUSG08097.1
AENJA_11982	OFUSG05274.1
AENJA_12166	OFUSG07881.1
AENJA_12605	OFUSG11793.1
AENJA_12811	OFUSG12335.1
AENJA_12818	OFUSG25084.1
AENJA_12957	OFUSG25555.1
AENJA_13043	OFUSG19204.1
AENJA_13234	OFUSG20224.1
AENJA_13255	OFUSG11629.1
AENJA_13256	OFUSG26394.1
AENJA_13376	OFUSG11606.1
AENJA_13525	OFUSG23810.1
AENJA_13534	OFUSG05415.1
AENJA_13682	OFUSG02175.1
AENJA_13908	OFUSG06874.1
AENJA_13952	OFUSG24977.1
AENJA_14222	OFUSG07373.1
AENJA_14397	OFUSG13055.1
AENJA_14463	OFUSG23200.1
AENJA_14552	OFUSG14305.1
AENJA_14695	OFUSG03888.1
AENJA_14708	OFUSG17679.1
AENJA_14713	OFUSG21298.1
AENJA_15083	OFUSG05518.1
AENJA_15089	OFUSG19050.1
AENJA_15512	OFUSG00212.1
AENJA_15753	OFUSG26010.1
AENJA_15796	OFUSG21506.1
AENJA_15889	OFUSG23575.1
AENJA_16058	OFUSG13402.1
AENJA_16162	OFUSG07170.1
AENJA_16290	OFUSG16433.1
AENJA_16612	OFUSG10619.1
AENJA_16681	OFUSG18403.1
AENJA_16688	OFUSG10218.1
AENJA_16839	OFUSG00903.1
AENJA_16938	OFUSG19650.1
AENJA_17153	OFUSG04817.1
AENJA_17522	OFUSG08929.1
AENJA_17721	OFUSG06397.1
AENJA_17741	OFUSG12859.1
AENJA_22291	OFUSG01037.1
AENJA_18012	OFUSG03799.1
AENJA_18251	OFUSG05398.1
AENJA_18354	OFUSG16806.1
AENJA_18467	OFUSG21574.1
AENJA_18857	OFUSG13667.1
AENJA_19358	OFUSG14456.1
AENJA_19481	OFUSG10260.1
AENJA_19506	OFUSG13328.1
AENJA_19580	OFUSG06046.1
AENJA_19581	OFUSG21115.1
AENJA_19690	OFUSG10034.1
AENJA_19710	OFUSG25015.1
AENJA_19721	OFUSG07450.1
AENJA_19990	OFUSG12578.1
AENJA_20005	OFUSG23502.1
AENJA_20088	OFUSG17840.1
AENJA_20092	OFUSG19096.1
AENJA_20125	OFUSG12802.1
AENJA_20205	OFUSG09425.1
AENJA_20420	OFUSG25639.1
AENJA_20522	OFUSG01470.1
AENJA_20924	OFUSG02984.1
AENJA_21033	OFUSG18377.1
AENJA_21115	OFUSG19317.1
AENJA_21310	OFUSG26587.1
AENJA_21405	OFUSG08201.1
AENJA_21569	OFUSG06476.1
AENJA_21820	OFUSG21359.1
AENJA_21894	OFUSG26549.1
AENJA_21907	OFUSG10237.1
AENJA_21961	OFUSG14196.1
AENJA_21989	OFUSG13459.1
AENJA_22124	OFUSG23113.1
AENJA_22468	OFUSG07092.1
AENJA_22809	OFUSG12188.1
AENJA_22922	OFUSG09696.1
AENJA_23163	OFUSG00351.1
AENJA_23280	OFUSG06067.1
AENJA_23352	OFUSG13201.1
AENJA_23499	OFUSG23582.1
AENJA_23668	OFUSG20374.1
AENJA_23904	OFUSG05981.1
AENJA_23910	OFUSG06769.1
AENJA_24246	OFUSG13280.1
AENJA_24579	OFUSG01478.1
AENJA_24684	OFUSG09936.1
AENJA_24717	OFUSG03118.1
AENJA_25028	OFUSG26439.1
AENJA_25114	OFUSG07144.1
AENJA_25252	OFUSG17541.1
AENJA_25292	OFUSG16449.1
AENJA_25293	OFUSG16167.1
AENJA_25366	OFUSG21083.1
AENJA_25605	OFUSG26471.1
AENJA_25911	OFUSG22048.1
AENJA_25993	OFUSG23470.1
AENJA_26263	OFUSG06609.1
AENJA_26280	OFUSG15400.1
AENJA_26557	OFUSG00067.1
AENJA_26674	OFUSG25698.1
AENJA_00600	OFUSG08460.1
AENJA_00704	OFUSG24052.1
AENJA_00802	OFUSG18911.1
AENJA_01109	OFUSG10346.1
AENJA_01278	OFUSG21665.1
AENJA_01616	OFUSG17317.1
AENJA_01628	OFUSG16075.1
AENJA_01681	OFUSG16032.1
AENJA_01827	OFUSG05705.1
AENJA_01955	OFUSG00534.1
AENJA_01962	OFUSG17045.1
AENJA_02091	OFUSG04403.1
AENJA_02541	OFUSG15332.1
AENJA_02542	OFUSG22312.1
AENJA_02682	OFUSG23632.1
AENJA_03411	OFUSG21323.1
AENJA_03432	OFUSG15259.1
AENJA_03482	OFUSG02823.1
AENJA_03620	OFUSG08694.1
AENJA_03633	OFUSG03061.1
AENJA_03640	OFUSG26544.1
AENJA_03952	OFUSG20376.1
AENJA_03958	OFUSG05096.1
AENJA_26450	OFUSG10085.1
AENJA_04300	OFUSG10945.1
AENJA_04397	OFUSG14426.1
AENJA_04433	OFUSG13360.1
AENJA_04615	OFUSG18680.1
AENJA_04638	OFUSG03237.1
AENJA_05142	OFUSG21350.1
AENJA_05141	OFUSG21349.1
AENJA_05242	OFUSG09643.1
AENJA_05272	OFUSG05589.1
AENJA_05383	OFUSG20736.1
AENJA_05564	OFUSG13625.1
AENJA_05574	OFUSG04383.1
AENJA_05642	OFUSG18605.1
AENJA_05659	OFUSG00363.1
AENJA_05660	OFUSG01071.1
AENJA_05943	OFUSG13476.1
AENJA_06253	OFUSG11649.1
AENJA_06255	OFUSG11472.1
AENJA_06263	OFUSG03771.1
AENJA_06369	OFUSG07152.1
AENJA_06414	OFUSG06359.1
AENJA_14637	OFUSG24282.1
AENJA_06500	OFUSG06434.1
AENJA_06529	OFUSG05410.1
AENJA_06544	OFUSG21471.1
AENJA_06561	OFUSG24015.1
AENJA_06729	OFUSG09472.1
AENJA_06786	OFUSG20059.1
AENJA_06816	OFUSG25301.1
AENJA_06828	OFUSG04380.1
AENJA_06961	OFUSG23540.1
AENJA_06987	OFUSG08519.1
AENJA_07020	OFUSG23192.1
AENJA_07281	OFUSG16796.1
AENJA_07355	OFUSG22065.1
AENJA_07429	OFUSG20931.1
AENJA_07688	OFUSG01072.1
AENJA_07823	OFUSG09371.1
AENJA_07878	OFUSG00904.1
AENJA_07908	OFUSG10668.1
AENJA_07922	OFUSG02992.1
AENJA_08098	OFUSG21294.1
AENJA_08396	OFUSG03506.1
AENJA_08478	OFUSG05652.1
AENJA_08573	OFUSG11615.1
AENJA_08901	OFUSG07599.1
AENJA_08971	OFUSG15879.1
AENJA_09339	OFUSG20629.1
AENJA_09722	OFUSG23432.1
AENJA_10031	OFUSG21950.1
AENJA_10069	OFUSG11966.1
AENJA_10194	OFUSG12736.1
AENJA_10209	OFUSG15175.1
AENJA_10429	OFUSG14081.1
AENJA_10466	OFUSG12397.1
AENJA_10501	OFUSG06910.1
AENJA_10567	OFUSG25462.1
AENJA_10827	OFUSG20788.1
AENJA_10855	OFUSG08880.1
AENJA_10900	OFUSG00662.1
AENJA_10927	OFUSG12072.1
AENJA_11054	OFUSG03342.1
AENJA_11317	OFUSG25375.1
AENJA_11457	OFUSG23348.1
AENJA_11459	OFUSG21177.1
AENJA_11495	OFUSG01363.1
AENJA_11632	OFUSG06703.1
AENJA_11688	OFUSG08783.1
AENJA_11935	OFUSG24933.1
AENJA_12078	OFUSG06002.1
AENJA_12235	OFUSG04659.1
AENJA_12600	OFUSG18597.1
AENJA_12668	OFUSG21116.1
AENJA_12860	OFUSG26844.1
AENJA_13018	OFUSG26551.1
AENJA_13022	OFUSG26495.1
AENJA_13303	OFUSG13031.1
AENJA_13405	OFUSG07680.1
AENJA_13555	OFUSG18542.1
AENJA_13902	OFUSG23509.1
AENJA_14445	OFUSG23757.1
AENJA_15131	OFUSG20848.1
AENJA_15163	OFUSG25594.1
AENJA_15204	OFUSG00189.1
AENJA_15339	OFUSG22041.1
AENJA_15369	OFUSG07120.1
AENJA_15391	OFUSG23394.1
AENJA_15449	OFUSG18210.1
AENJA_15511	OFUSG00421.1
AENJA_15757	OFUSG07617.1
AENJA_15872	OFUSG25503.1
AENJA_16061	OFUSG23777.1
AENJA_16185	OFUSG16885.1
AENJA_16223	OFUSG00199.1
AENJA_16248	OFUSG07051.1
AENJA_16599	OFUSG26393.1
AENJA_17179	OFUSG00025.1
AENJA_17186	OFUSG16062.1
AENJA_17548	OFUSG17236.1
AENJA_17551	OFUSG10648.1
AENJA_17867	OFUSG02331.1
AENJA_18226	OFUSG21080.1
AENJA_18313	OFUSG08043.1
AENJA_18351	OFUSG15984.1
AENJA_18372	OFUSG19369.1
AENJA_18375	OFUSG18603.1
AENJA_18382	OFUSG10094.1
AENJA_18389	OFUSG18388.1
AENJA_18551	OFUSG05387.1
AENJA_18682	OFUSG09351.1
AENJA_18692	OFUSG09930.1
AENJA_18804	OFUSG20627.1
AENJA_18862	OFUSG17703.1
AENJA_18935	OFUSG25659.1
AENJA_18936	OFUSG08120.1
AENJA_19056	OFUSG00226.1
AENJA_19248	OFUSG19598.1
AENJA_19485	OFUSG05916.1
AENJA_19601	OFUSG19582.1
AENJA_19676	OFUSG02724.1
AENJA_19698	OFUSG08252.1
AENJA_19875	OFUSG15469.1
AENJA_20243	OFUSG04008.1
AENJA_20430	OFUSG19029.1
AENJA_20459	OFUSG07205.1
AENJA_20636	OFUSG03428.1
AENJA_20678	OFUSG24737.1
AENJA_20903	OFUSG07923.1
AENJA_21165	OFUSG06128.1
AENJA_21248	OFUSG23781.1
AENJA_21641	OFUSG01449.1
AENJA_21767	OFUSG08582.1
AENJA_21818	OFUSG21103.1
AENJA_22130	OFUSG15210.1
AENJA_22257	OFUSG12571.1
AENJA_22564	OFUSG19685.1
AENJA_22680	OFUSG04620.1
AENJA_22691	OFUSG21343.1
AENJA_22743	OFUSG12864.1
AENJA_22823	OFUSG08303.1
AENJA_22907	OFUSG01041.1
AENJA_22998	OFUSG12845.1
AENJA_23087	OFUSG06559.1
AENJA_23124	OFUSG15588.1
AENJA_23387	OFUSG14316.1
AENJA_23392	OFUSG24994.1
AENJA_23484	OFUSG13089.1
AENJA_23486	OFUSG18695.1
AENJA_23595	OFUSG06557.1
AENJA_23737	OFUSG23420.1
AENJA_23747	OFUSG17309.1
AENJA_24078	OFUSG11246.1
AENJA_24199	OFUSG20222.1
AENJA_24897	OFUSG25280.1
AENJA_24898	OFUSG11392.1
AENJA_24899	OFUSG12167.1
AENJA_25171	OFUSG20550.1
AENJA_25373	OFUSG26357.1
AENJA_25599	OFUSG12878.1
AENJA_25618	OFUSG17503.1
AENJA_25760	OFUSG05866.1
AENJA_25962	OFUSG12323.1
AENJA_25969	OFUSG11960.1
AENJA_26090	OFUSG08197.1
AENJA_26148	OFUSG07021.1
AENJA_26239	OFUSG09657.1
AENJA_26279	OFUSG03492.1
AENJA_26410	OFUSG09437.1
AENJA_26422	OFUSG03937.1
AENJA_26440	OFUSG23344.1
AENJA_26749	OFUSG10320.1
AENJA_26768	OFUSG17141.1
AENJA_26780	OFUSG11574.1
AENJA_26782	OFUSG11225.1
AENJA_00160	OFUSG16960.1
AENJA_00316	OFUSG08782.1
AENJA_00374	OFUSG05818.1
AENJA_00419	OFUSG01858.1
AENJA_00554	OFUSG25511.1
AENJA_00573	OFUSG03350.1
AENJA_00934	OFUSG26833.1
AENJA_00987	OFUSG18399.1
AENJA_01041	OFUSG10785.1
AENJA_01067	OFUSG00940.1
AENJA_01197	OFUSG09056.1
AENJA_01487	OFUSG00132.1
AENJA_01723	OFUSG17631.1
AENJA_01757	OFUSG23561.1
AENJA_01759	OFUSG07816.1
AENJA_01966	OFUSG00243.1
AENJA_02013	OFUSG09929.1
AENJA_02079	OFUSG16660.1
AENJA_02397	OFUSG09066.1
AENJA_02598	OFUSG12764.1
AENJA_02860	OFUSG19412.1
AENJA_02979	OFUSG11970.1
AENJA_03017	OFUSG10099.1
AENJA_03045	OFUSG20327.1
AENJA_03263	OFUSG15049.1
AENJA_03373	OFUSG16386.1
AENJA_03375	OFUSG18255.1
AENJA_03387	OFUSG10296.1
AENJA_03425	OFUSG09988.1
AENJA_03577	OFUSG13407.1
AENJA_03784	OFUSG18982.1
AENJA_04092	OFUSG06832.1
AENJA_04242	OFUSG18208.1
AENJA_04268	OFUSG16616.1
AENJA_04450	OFUSG04680.1
AENJA_04490	OFUSG18254.1
AENJA_04525	OFUSG03475.1
AENJA_04612	OFUSG21432.1
AENJA_04616	OFUSG26335.1
AENJA_04732	OFUSG02162.1
AENJA_05026	OFUSG11839.1
AENJA_05267	OFUSG19026.1
AENJA_05494	OFUSG04247.1
AENJA_05619	OFUSG20565.1
AENJA_05774	OFUSG24779.1
AENJA_06152	OFUSG17310.1
AENJA_06105	OFUSG14829.1
AENJA_06148	OFUSG21909.1
AENJA_06347	OFUSG20141.1
AENJA_06405	OFUSG20153.1
AENJA_06646	OFUSG06503.1
AENJA_06695	OFUSG23322.1
AENJA_06764	OFUSG16464.1
AENJA_06804	OFUSG16239.1
AENJA_06901	OFUSG08073.1
AENJA_07018	OFUSG20356.1
AENJA_07025	OFUSG09411.1
