Orthogroup	BRAFL	MOUSE
OG0007867	bflo_23587, bflo_13371	MOUSE16022, MOUSE16024, MOUSE16023, MOUSE16021
OG0007871	bflo_07333	MOUSE12811, MOUSE00991, MOUSE00992, MOUSE12812, MOUSE00994, MOUSE00993
OG0007907	bflo_02235	MOUSE22246, MOUSE22244, MOUSE22243, MOUSE22245
OG0007908	bflo_20499	MOUSE32018
OG0007911	bflo_22860	MOUSE42137
OG0007913	bflo_05599	MOUSE51666, MOUSE51665
OG0007915	bflo_05663	MOUSE35626, MOUSE35629, MOUSE35627, MOUSE35628
OG0007916	bflo_17716	MOUSE21990, MOUSE21989
OG0007918	bflo_15667	MOUSE17541, MOUSE17542
OG0007920	bflo_06190	MOUSE20090
OG0007922	bflo_10350	MOUSE43402, MOUSE43374, MOUSE43404, MOUSE43405, MOUSE43373, MOUSE43403, MOUSE43376, MOUSE43377, MOUSE43375
OG0007925	bflo_10568	MOUSE27869, MOUSE27870
OG0007926	bflo_23868	MOUSE27541, MOUSE27542, MOUSE27543
OG0007927	bflo_11079	MOUSE35407, MOUSE35408
OG0007929	bflo_13452	MOUSE19865
OG0007930	bflo_12616	MOUSE28936
OG0007931	bflo_14695	MOUSE50034, MOUSE30067
OG0007932	bflo_13897	MOUSE09308
OG0007934	bflo_26432	MOUSE15701
OG0007935	bflo_17663	MOUSE00590
OG0007936	bflo_01563	MOUSE00427
OG0007937	bflo_14531	MOUSE24537
OG0007938	bflo_12211	MOUSE02315, MOUSE02316, MOUSE02317, MOUSE02314
OG0007940	bflo_18637	MOUSE27351
OG0007941	bflo_04799	MOUSE46203, MOUSE46204
OG0007943	bflo_17585	MOUSE51293
OG0007944	bflo_08272	MOUSE54456, MOUSE53645, MOUSE54453
OG0007945	bflo_16266	MOUSE04562
OG0007946	bflo_10287	MOUSE31106, MOUSE31105
OG0007947	bflo_22634	MOUSE06423
OG0007948	bflo_21118	MOUSE04295, MOUSE04293, MOUSE04294
OG0007949	bflo_01732	MOUSE18976, MOUSE18975
OG0007951	bflo_13301	MOUSE28728
OG0007952	bflo_02620	MOUSE52446
OG0007953	bflo_00434	MOUSE00696, MOUSE55395, MOUSE55394
OG0007954	bflo_17425	MOUSE18113
OG0007955	bflo_10996	MOUSE07201, MOUSE07202
OG0007956	bflo_06064	MOUSE19526, MOUSE19524, MOUSE19525
OG0007957	bflo_00714	MOUSE04805
OG0007958	bflo_06296	MOUSE29272
OG0007959	bflo_26327	MOUSE33616, MOUSE33614, MOUSE33615
OG0007960	bflo_03412	MOUSE22271
OG0007962	bflo_15039	MOUSE19256
OG0007963	bflo_24596	MOUSE35094
OG0007964	bflo_01247, bflo_07079	MOUSE02840, MOUSE02841
OG0007965	bflo_23151	MOUSE46016, MOUSE46015, MOUSE46014
OG0007966	bflo_07594	MOUSE19459
OG0007967	bflo_07105	MOUSE50310
OG0007968	bflo_06274	MOUSE00817, MOUSE00816
OG0007969	bflo_25712	MOUSE04390, MOUSE04389
OG0007970	bflo_24089	MOUSE04005, MOUSE04004
OG0007971	bflo_16346	MOUSE41054, MOUSE41053
OG0007972	bflo_13428	MOUSE12463
OG0007973	bflo_05021	MOUSE28287, MOUSE28288
OG0007974	bflo_24762	MOUSE52376, MOUSE52375
OG0007975	bflo_24764	MOUSE35061
OG0007976	bflo_23117	MOUSE46061
OG0007977	bflo_22929	MOUSE46146, MOUSE46145
OG0007978	bflo_25199, bflo_05322	MOUSE38964
OG0007979	bflo_14680	MOUSE13976
OG0007981	bflo_07631	MOUSE08100, MOUSE08102
OG0007982	bflo_02109	MOUSE08980
OG0007983	bflo_04850	MOUSE49934, MOUSE49933
OG0007984	bflo_21333, bflo_21994	MOUSE04214, MOUSE04213
OG0007985	bflo_14993, bflo_27135	MOUSE29638, MOUSE29637
OG0007986	bflo_06825	MOUSE19534
OG0007988	bflo_12561	MOUSE12273, MOUSE12272, MOUSE12274
OG0007991	bflo_12744	MOUSE27470, MOUSE27471
OG0007993	bflo_06048	MOUSE24793
OG0007994	bflo_07557	MOUSE18237
OG0007995	bflo_21217, bflo_08775, bflo_13624	MOUSE22157
OG0007996	bflo_20570	MOUSE41392
OG0007997	bflo_20061	MOUSE16634
OG0007998	bflo_02590	MOUSE35513
OG0007999	bflo_18850	MOUSE05858
OG0008000	bflo_01750	MOUSE35615
OG0008001	bflo_07295	MOUSE40259
OG0008002	bflo_26652, bflo_02053	MOUSE09190, MOUSE09188, MOUSE09189
OG0008003	bflo_24744	MOUSE04039, MOUSE04040, MOUSE03055
OG0008004	bflo_15702	MOUSE11865
OG0008005	bflo_27065, bflo_13015	MOUSE41524
OG0008006	bflo_22376, bflo_22210	MOUSE54878, MOUSE54877
OG0008007	bflo_26231	MOUSE33098
OG0008008	bflo_23803	MOUSE38553
OG0008009	bflo_07134	MOUSE30632, MOUSE30631
OG0008011	bflo_12071	MOUSE52842, MOUSE52843
OG0008012	bflo_19537	MOUSE05679, MOUSE05680
OG0008013	bflo_18671	MOUSE25100
OG0008014	bflo_22732	MOUSE04965
OG0008016	bflo_06044	MOUSE44552, MOUSE44554
OG0008017	bflo_11048	MOUSE53612, MOUSE53611
OG0008018	bflo_10614	MOUSE21112
OG0008019	bflo_24197	MOUSE38391, MOUSE38392, MOUSE38393
OG0008020	bflo_17017	MOUSE16705, MOUSE16706
OG0008021	bflo_18650	MOUSE26159, MOUSE26158, MOUSE05616
OG0008023	bflo_24601	MOUSE34579
OG0008025	bflo_23461	MOUSE38601, MOUSE38602
OG0008026	bflo_05857	MOUSE01841
OG0008027	bflo_05641	MOUSE27459
OG0008028	bflo_01481	MOUSE18970
OG0008029	bflo_20622	MOUSE38049, MOUSE38051, MOUSE38050, MOUSE38048
OG0008030	bflo_20783	MOUSE02676
OG0008031	bflo_15505	MOUSE17164
OG0008033	bflo_09244	MOUSE40502
OG0008035	bflo_25021	MOUSE34642, MOUSE26683, MOUSE24196
OG0008036	bflo_23597	MOUSE38494, MOUSE38495
OG0008037	bflo_05998	MOUSE51727, MOUSE51728, MOUSE51726
OG0008038	bflo_04254	MOUSE11252, MOUSE11251
OG0008039	bflo_21143	MOUSE02803, MOUSE02801, MOUSE02802
OG0008040	bflo_18362	MOUSE00546, MOUSE00547
OG0008041	bflo_12110	MOUSE39464
OG0008043	bflo_19743, bflo_15192	MOUSE27473, MOUSE27472
OG0008044	bflo_12978	MOUSE49718
OG0008046	bflo_12522	MOUSE13966
OG0008047	bflo_03031	MOUSE24941
OG0008048	bflo_13158	MOUSE32098
OG0008049	bflo_20285	MOUSE38264, MOUSE38265, MOUSE38263
OG0008050	bflo_25880	MOUSE10211, MOUSE10210
OG0008052	bflo_12650	MOUSE27478, MOUSE27479
OG0008053	bflo_10200	MOUSE06924
OG0008054	bflo_19172	MOUSE11400
OG0008055	bflo_11673	MOUSE02341, MOUSE02340
OG0008056	bflo_22457	MOUSE41869, MOUSE54587
OG0008057	bflo_14159, bflo_26941	MOUSE01159
OG0008058	bflo_06146	MOUSE43492, MOUSE43491, MOUSE43493
OG0008059	bflo_22099	MOUSE34246
OG0008060	bflo_14419	MOUSE30978, MOUSE30977
OG0008061	bflo_06829	MOUSE21557
OG0008062	bflo_01328	MOUSE27723
OG0008065	bflo_09932	MOUSE14444
OG0008066	bflo_03563	MOUSE51552, MOUSE51553
OG0008067	bflo_06241	MOUSE00282
OG0008068	bflo_14995	MOUSE48257, MOUSE03609
OG0008069	bflo_25318	MOUSE01436, MOUSE01435
OG0008071	bflo_20776	MOUSE33353, MOUSE33351
OG0008073	bflo_15996	MOUSE25534, MOUSE25536, MOUSE25535
OG0008074	bflo_20249	MOUSE04904
OG0008075	bflo_14400	MOUSE53504
OG0008076	bflo_19297, bflo_14887	MOUSE14585
OG0008077	bflo_14852	MOUSE38437, MOUSE38438
OG0008078	bflo_21633	MOUSE14810
OG0008079	bflo_24655	MOUSE29279
OG0008081	bflo_13733	MOUSE53380, MOUSE53379
OG0008083	bflo_19745	MOUSE07873, MOUSE07872
OG0008084	bflo_05884	MOUSE27355, MOUSE27354
OG0008085	bflo_14047	MOUSE24926, MOUSE24925
OG0008086	bflo_04886	MOUSE46702, MOUSE46701, MOUSE46699, MOUSE46700
OG0008087	bflo_00892	MOUSE22259
OG0008088	bflo_17624	MOUSE07403, MOUSE07402, MOUSE07404, MOUSE07405
OG0008089	bflo_11402	MOUSE35431, MOUSE35430
OG0008090	bflo_04469	MOUSE24879
OG0008091	bflo_20178	MOUSE37931
OG0008092	bflo_10744	MOUSE27033
OG0008094	bflo_11003	MOUSE04003
OG0008098	bflo_16350	MOUSE03050, MOUSE03051, MOUSE03048, MOUSE03049
OG0008099	bflo_25711	MOUSE15084, MOUSE15083
OG0008100	bflo_06252	MOUSE34299
OG0008102	bflo_16606	MOUSE25295
OG0008103	bflo_23153	MOUSE20324
OG0008104	bflo_07082	MOUSE21169
OG0008105	bflo_24175	MOUSE18640
OG0008107	bflo_02513	MOUSE13346, MOUSE13345, MOUSE13343
OG0008108	bflo_12718	MOUSE49141, MOUSE49140
OG0008109	bflo_20239	MOUSE04381
OG0008110	bflo_09748	MOUSE19115
OG0008111	bflo_06012	MOUSE51658
OG0008112	bflo_19831	MOUSE07048, MOUSE07049
OG0008113	bflo_08464	MOUSE19677, MOUSE19678
OG0008115	bflo_23862	MOUSE07116, MOUSE07117
OG0008116	bflo_23115	MOUSE05109, MOUSE17127, MOUSE17126
OG0008117	bflo_16568	MOUSE30491
OG0008119	bflo_20529	MOUSE38287, MOUSE38288, MOUSE38286, MOUSE38285
OG0008120	bflo_17432	MOUSE33881, MOUSE33880
OG0008123	bflo_11111, bflo_27008	MOUSE20102
OG0008124	bflo_21059	MOUSE14905
OG0008125	bflo_11403	MOUSE03193
OG0008126	bflo_02173	MOUSE30359, MOUSE30358
OG0008127	bflo_14260	MOUSE38827
OG0008136	bflo_13975	MOUSE28809, MOUSE28808, MOUSE28786
OG0008143	bflo_14244	MOUSE03471
OG0008149	bflo_01301	MOUSE29184, MOUSE29183, MOUSE29185, MOUSE29182, MOUSE34172
OG0008151	bflo_08210	MOUSE11475, MOUSE36893
OG0008154	bflo_01934, bflo_01369, bflo_07428, bflo_21240	MOUSE39994, MOUSE11522
OG0008156	bflo_22234, bflo_09568	MOUSE27925, MOUSE27926
OG0008194	bflo_14434	MOUSE24365, MOUSE24364, MOUSE24366
OG0008199	bflo_14179	MOUSE48254, MOUSE48255
OG0008201	bflo_11543	MOUSE40639
OG0008202	bflo_17727	MOUSE24115, MOUSE24113
OG0008204	bflo_13453	MOUSE49397
OG0008205	bflo_15599	MOUSE25529
OG0008206	bflo_11270	MOUSE23600, MOUSE23598
OG0008208	bflo_12074	MOUSE40748
OG0008209	bflo_21208, bflo_22352	MOUSE38456, MOUSE38454, MOUSE38453, MOUSE38455
OG0008211	bflo_05922	MOUSE32435, MOUSE32437, MOUSE32436
OG0008212	bflo_00959, bflo_00737, bflo_26501	MOUSE05306
OG0008213	bflo_17603	MOUSE16108
OG0008214	bflo_24619	MOUSE38398, MOUSE38397
OG0008215	bflo_14211	MOUSE29766, MOUSE29768, MOUSE29767
OG0008216	bflo_24967	MOUSE07747, MOUSE07748
OG0008217	bflo_23434	MOUSE14169
OG0008218	bflo_23816	MOUSE03940, MOUSE03941
OG0008219	bflo_23179	MOUSE21536
OG0008220	bflo_14162	MOUSE21741, MOUSE55013
OG0008221	bflo_13375	MOUSE49185, MOUSE49186, MOUSE49183, MOUSE49184, MOUSE49182, MOUSE49180, MOUSE49181
OG0008223	bflo_15105	MOUSE53844
OG0008224	bflo_13074	MOUSE49803
OG0008225	bflo_14433	MOUSE03205, MOUSE03206
OG0008227	bflo_05785	MOUSE09612, MOUSE09611
OG0008228	bflo_12176	MOUSE40851, MOUSE40852
OG0008229	bflo_16534	MOUSE25293
OG0008230	bflo_13174	MOUSE12257, MOUSE12256, MOUSE12255
OG0008231	bflo_10768	MOUSE21427
OG0008232	bflo_15698, bflo_05139	MOUSE04305
OG0008234	bflo_23788	MOUSE06514
OG0008235	bflo_24467	MOUSE33786
OG0008236	bflo_19397	MOUSE25027, MOUSE25026, MOUSE25029, MOUSE25024
OG0008237	bflo_07399	MOUSE18526
OG0008238	bflo_25853	MOUSE42133
OG0008239	bflo_07315	MOUSE11043, MOUSE11045, MOUSE11044
OG0008240	bflo_19120	MOUSE03130, MOUSE03131, MOUSE03129
OG0008242	bflo_14837	MOUSE31940
OG0008243	bflo_17256	MOUSE00601
OG0008244	bflo_23863	MOUSE17159
OG0008245	bflo_20079	MOUSE32837, MOUSE32836, MOUSE32834, MOUSE32835
OG0008246	bflo_02073	MOUSE02515
OG0008247	bflo_18470	MOUSE21291, MOUSE21289, MOUSE21290
OG0008249	bflo_25552	MOUSE50402
OG0008250	bflo_03608	MOUSE48584, MOUSE48582, MOUSE48583
OG0008251	bflo_08485	MOUSE03565, MOUSE03564
OG0008252	bflo_05554	MOUSE19494
OG0008253	bflo_10098	MOUSE36185
OG0008254	bflo_25097	MOUSE30294, MOUSE30293
OG0008255	bflo_18633	MOUSE32452
OG0008256	bflo_10539	MOUSE06806, MOUSE06805
OG0008257	bflo_21434	MOUSE52380, MOUSE52379
OG0008258	bflo_05172	MOUSE24600
OG0008259	bflo_00970	MOUSE06588
OG0008260	bflo_13511	MOUSE32573, MOUSE32574
OG0008261	bflo_14794	MOUSE45085, MOUSE45084
OG0008262	bflo_15826	MOUSE25792
OG0008263	bflo_16405	MOUSE20129
OG0008264	bflo_05614	MOUSE19474, MOUSE19475
OG0008265	bflo_11391	MOUSE54252, MOUSE54253
OG0008266	bflo_13946	MOUSE27562, MOUSE27560, MOUSE27559, MOUSE27561
OG0008268	bflo_06894	MOUSE25991
OG0008269	bflo_15790	MOUSE15742
OG0008270	bflo_13335	MOUSE33910, MOUSE33909, MOUSE33908
OG0008271	bflo_14838	MOUSE18408, MOUSE18409
OG0008272	bflo_05825	MOUSE27157
OG0008273	bflo_19759	MOUSE04041
OG0008274	bflo_10934	MOUSE11231, MOUSE11230
OG0008275	bflo_18433	MOUSE32147
OG0008277	bflo_03455	MOUSE45807, MOUSE45808, MOUSE45806
OG0008278	bflo_20133	MOUSE37521, MOUSE37522
OG0008279	bflo_24725	MOUSE30023
OG0008280	bflo_21982	MOUSE15649, MOUSE15650, MOUSE15651
OG0008281	bflo_19968	MOUSE20422
OG0008282	bflo_26284	MOUSE33644, MOUSE33643
OG0008283	bflo_20787	MOUSE37554
OG0008286	bflo_13178	MOUSE28342, MOUSE28340, MOUSE28341
OG0008288	bflo_24277	MOUSE34482, MOUSE34483, MOUSE34484
OG0008289	bflo_06353	MOUSE25931, MOUSE25928, MOUSE25929, MOUSE25930
OG0008290	bflo_03393	MOUSE45820
OG0008291	bflo_23157	MOUSE03973
OG0008292	bflo_05696	MOUSE51354, MOUSE51357, MOUSE51356, MOUSE51355, MOUSE51353
OG0008293	bflo_06831	MOUSE44885
OG0008294	bflo_09498	MOUSE40379, MOUSE40378
OG0008295	bflo_12425	MOUSE18641
OG0008296	bflo_20584	MOUSE29831
OG0008296	bflo_19994	MOUSE29833, MOUSE29832
OG0008297	bflo_14052	MOUSE02733
OG0008298	bflo_24555	MOUSE34796
OG0008299	bflo_00726	MOUSE05064
OG0008300	bflo_07056	MOUSE32479, MOUSE32478
OG0008301	bflo_08740	MOUSE21452, MOUSE21454, MOUSE21453
OG0008303	bflo_09184	MOUSE08135, MOUSE08134
OG0008304	bflo_22092	MOUSE12873
OG0008305	bflo_02959	MOUSE22982, MOUSE22981
OG0008306	bflo_00722	MOUSE22445
OG0008307	bflo_20544	MOUSE42015, MOUSE42014
OG0008308	bflo_12490	MOUSE15830
OG0008309	bflo_03373	MOUSE23667
OG0008312	bflo_23264	MOUSE06342, MOUSE06343
OG0008313	bflo_23105	MOUSE06076
OG0008314	bflo_18751	MOUSE23295
OG0008315	bflo_20989	MOUSE46587
OG0008316	bflo_19108	MOUSE26226, MOUSE26227
OG0008317	bflo_15554	MOUSE25313, MOUSE25314, MOUSE25312
OG0008318	bflo_15631	MOUSE07051
OG0008319	bflo_25081	MOUSE34558, MOUSE34557
OG0008323	bflo_22601	MOUSE32251, MOUSE32249, MOUSE32250
OG0008324	bflo_20274	MOUSE38215, MOUSE38211, MOUSE38212
OG0008325	bflo_13382	MOUSE49672
OG0008326	bflo_00982	MOUSE09200
OG0008327	bflo_21013	MOUSE38338
OG0008328	bflo_17488	MOUSE36237
OG0008331	bflo_21529	MOUSE24779
OG0008333	bflo_24979	MOUSE15471, MOUSE15470
OG0008334	bflo_15581	MOUSE26074, MOUSE26073, MOUSE26076, MOUSE26075
OG0008335	bflo_26321	MOUSE17521
OG0008336	bflo_11246	MOUSE06998, MOUSE06997
OG0008337	bflo_18382	MOUSE16044
OG0008338	bflo_06496	MOUSE28787, MOUSE00281
OG0008339	bflo_01195	MOUSE00162
OG0008341	bflo_05713	MOUSE10989
OG0008342	bflo_13270	MOUSE49779, MOUSE13494
OG0008343	bflo_01028, bflo_26613	MOUSE40395
OG0008345	bflo_06967	MOUSE27623
OG0008346	bflo_16079	MOUSE18622
OG0008347	bflo_02342	MOUSE05732, MOUSE05731
OG0008348	bflo_16901	MOUSE27879
OG0008349	bflo_14681	MOUSE32632, MOUSE54196, MOUSE54197, MOUSE54195
OG0008350	bflo_23021	MOUSE38590, MOUSE38589
OG0008351	bflo_03945	MOUSE04900
OG0008352	bflo_06333	MOUSE19537
OG0008353	bflo_11912	MOUSE39137
OG0008354	bflo_05394	MOUSE04001, MOUSE03998, MOUSE03999, MOUSE04000
OG0008355	bflo_15690	MOUSE02946
OG0008356	bflo_13077	MOUSE34752, MOUSE34753
OG0008357	bflo_06087	MOUSE51709
OG0008358	bflo_13528, bflo_05244	MOUSE49468
OG0008359	bflo_05938	MOUSE28624, MOUSE28623
OG0008361	bflo_04798	MOUSE34215, MOUSE34216
OG0008363	bflo_14232	MOUSE20096
OG0008364	bflo_09352	MOUSE40460, MOUSE19202
OG0008365	bflo_21649	MOUSE47488, MOUSE47487
OG0008368	bflo_02469	MOUSE23007
OG0008369	bflo_20549	MOUSE04340
OG0008370	bflo_13872	MOUSE05733
OG0008371	bflo_10681	MOUSE33620
OG0008373	bflo_03244	MOUSE45946, MOUSE45944, MOUSE45947, MOUSE45945
OG0008374	bflo_12063	MOUSE14511, MOUSE14510, MOUSE14509
OG0008376	bflo_25518	MOUSE15941, MOUSE15940
OG0008377	bflo_18878	MOUSE22163
OG0008378	bflo_00435	MOUSE22334
OG0008379	bflo_25706	MOUSE48667
OG0008381	bflo_09299	MOUSE40504, MOUSE40505, MOUSE40503
OG0008382	bflo_13185	MOUSE49441
OG0008383	bflo_25105	MOUSE34762
OG0008384	bflo_24417	MOUSE24715
OG0008386	bflo_25355	MOUSE06103
OG0008387	bflo_21043	MOUSE14625
OG0008388	bflo_23360	MOUSE18115
OG0008391	bflo_16567	MOUSE31808, MOUSE31810, MOUSE31807, MOUSE31809
OG0008392	bflo_23144	MOUSE38718, MOUSE38720
OG0008395	bflo_07220	MOUSE39762, MOUSE39761, MOUSE39760, MOUSE39763
OG0008396	bflo_27074, bflo_13271	MOUSE49778, MOUSE49776, MOUSE49770, MOUSE49774, MOUSE49771, MOUSE49772, MOUSE49777
OG0008399	bflo_20395	MOUSE15178
OG0008400	bflo_25665	MOUSE48926, MOUSE48925
OG0008401	bflo_12127	MOUSE23402
OG0008403	bflo_17519	MOUSE33924
OG0008404	bflo_16793	MOUSE25508
OG0008406	bflo_26326	MOUSE33617
OG0008411	bflo_19277	MOUSE04972
OG0008412	bflo_06204	MOUSE30174
OG0008414	bflo_08691	MOUSE30701, MOUSE30700
OG0008415	bflo_14538	MOUSE36483
OG0008416	bflo_13157	MOUSE07359
OG0008418	bflo_22363	MOUSE25043, MOUSE25044
OG0008419	bflo_22615	MOUSE18765, MOUSE18766
OG0008421	bflo_03060	MOUSE31862, MOUSE31865, MOUSE31866, MOUSE31864, MOUSE31870, MOUSE31872, MOUSE31871, MOUSE31867, MOUSE31868, MOUSE31863
OG0008422	bflo_18567	MOUSE20240
OG0008424	bflo_04295	MOUSE10607
OG0008425	bflo_13835	MOUSE13712, MOUSE13714, MOUSE13711, MOUSE13713
OG0008426	bflo_11921	MOUSE11222
OG0008427	bflo_06302	MOUSE00582, MOUSE00581, MOUSE00583
OG0008432	bflo_14749	MOUSE15901, MOUSE15902, MOUSE15903, MOUSE15900
OG0008433	bflo_00327, bflo_26515	MOUSE44361, MOUSE44360, MOUSE44362, MOUSE44358, MOUSE44357, MOUSE44359
OG0008435	bflo_10663, bflo_10665	MOUSE46890, MOUSE46889, MOUSE46888, MOUSE46885, MOUSE46884, MOUSE46886, MOUSE46887
OG0008437	bflo_00866	MOUSE47340, MOUSE47342, MOUSE47341, MOUSE47338, MOUSE47339
OG0008441	bflo_26922	MOUSE31843
OG0008443	bflo_17736	MOUSE16518, MOUSE16519, MOUSE16517
OG0008444	bflo_07626	MOUSE20166, MOUSE20165
OG0008448	bflo_13952	MOUSE07043, MOUSE07042
OG0008453	bflo_10469	MOUSE41761, MOUSE41760, MOUSE41763, MOUSE41765, MOUSE41764, MOUSE41762
OG0008457	bflo_06601	MOUSE28106, MOUSE28105
OG0008460	bflo_10540, bflo_09075	MOUSE00489
OG0008468	bflo_12139	MOUSE15011, MOUSE52479, MOUSE52478, MOUSE52476, MOUSE52475, MOUSE52477
OG0008470	bflo_24391	MOUSE50170, MOUSE50716, MOUSE50169, MOUSE50168, MOUSE50715
OG0008478	bflo_19839	MOUSE01086, MOUSE01079, MOUSE01085, MOUSE01080, MOUSE01084, MOUSE01078, MOUSE01076, MOUSE01075, MOUSE01082, MOUSE01083, MOUSE01077
OG0008507	bflo_05783	MOUSE44759
OG0008509	bflo_24600	MOUSE34577, MOUSE34578
OG0008513	bflo_05873	MOUSE14257, MOUSE14258, MOUSE14256
OG0008514	bflo_15478	MOUSE48251, MOUSE48252, MOUSE48253, MOUSE48250, MOUSE48249, MOUSE48248
OG0008516	bflo_13080	MOUSE27413, MOUSE27412
OG0008524	bflo_20429	MOUSE46417
OG0008526	bflo_25321	MOUSE33339, MOUSE33340
OG0008527	bflo_06389	MOUSE24397
OG0008528	bflo_05777	MOUSE29923
OG0008530	bflo_07528	MOUSE48146
OG0008531	bflo_21782	MOUSE30013
OG0008532	bflo_09671	MOUSE20164
OG0008533	bflo_18027	MOUSE00669
OG0008534	bflo_09494	MOUSE44356
OG0008535	bflo_09068	MOUSE40365, MOUSE40364
OG0008536	bflo_26445	MOUSE05717, MOUSE05718
OG0008539	bflo_12416	MOUSE49159
OG0008540	bflo_08478	MOUSE30667
OG0008542	bflo_06695	MOUSE01620
OG0008544	bflo_06925	MOUSE49388, MOUSE49387
OG0008545	bflo_08710	MOUSE40415, MOUSE40414
OG0008546	bflo_13964	MOUSE19697
OG0008550	bflo_13467	MOUSE34884, MOUSE34885, MOUSE34886
OG0008551	bflo_18054	MOUSE45026, MOUSE45027, MOUSE45028
OG0008554	bflo_12658	MOUSE49137, MOUSE28900, MOUSE19939
OG0008555	bflo_04455	MOUSE21750
OG0008556	bflo_05177	MOUSE24601, MOUSE24603
OG0008557	bflo_17035	MOUSE11863
OG0008557	bflo_16733	MOUSE11864
OG0008558	bflo_03229	MOUSE20456
OG0008559	bflo_00950	MOUSE26387, MOUSE26386, MOUSE26388
OG0008560	bflo_04077	MOUSE17224, MOUSE17225, MOUSE17223
OG0008561	bflo_20126	MOUSE04564
OG0008562	bflo_17593	MOUSE32165, MOUSE32166
OG0008563	bflo_20452	MOUSE37460
OG0008565	bflo_05748	MOUSE19497, MOUSE19496
OG0008566	bflo_26934, bflo_10005	MOUSE35881, MOUSE35883, MOUSE35882
OG0008567	bflo_25254, bflo_14366	MOUSE16695
OG0008570	bflo_23263	MOUSE15045
OG0008572	bflo_04448	MOUSE16447, MOUSE16448
OG0008573	bflo_06641	MOUSE32284
OG0008574	bflo_09936	MOUSE34297, MOUSE34295, MOUSE34296
OG0008575	bflo_09841	MOUSE42012, MOUSE42013
OG0008576	bflo_08767	MOUSE46861, MOUSE46862
OG0008577	bflo_23907	MOUSE15114, MOUSE15112, MOUSE15113
OG0008578	bflo_13092	MOUSE28739
OG0008579	bflo_25506	MOUSE09302
OG0008583	bflo_01082	MOUSE09329, MOUSE09327, MOUSE09328
OG0008587	bflo_07744	MOUSE07482
OG0008588	bflo_23737	MOUSE06241
OG0008590	bflo_22971	MOUSE13846, MOUSE13845
OG0008591	bflo_20888	MOUSE17017
OG0008592	bflo_16706	MOUSE25992
OG0008593	bflo_11100	MOUSE17237, MOUSE52637, MOUSE17236
OG0008595	bflo_03899	MOUSE52110, MOUSE52109, MOUSE52111
OG0008596	bflo_18694	MOUSE38977
OG0008597	bflo_27120, bflo_14183	MOUSE48235
OG0008599	bflo_06632	MOUSE18340
OG0008600	bflo_09225	MOUSE21094
OG0008602	bflo_21727	MOUSE18676
OG0008603	bflo_20371	MOUSE01334
OG0008604	bflo_23667	MOUSE45999, MOUSE46000, MOUSE45997, MOUSE45998
OG0008605	bflo_10551	MOUSE40455, MOUSE40454
OG0008606	bflo_01729	MOUSE38006, MOUSE38005, MOUSE38004
OG0008607	bflo_16395	MOUSE01695, MOUSE24018, MOUSE24015, MOUSE24014
OG0008609	bflo_23813	MOUSE38675
OG0008611	bflo_17065	MOUSE23927
OG0008612	bflo_15903	MOUSE23807, MOUSE23806
OG0008613	bflo_12108	MOUSE39325, MOUSE39323, MOUSE39324, MOUSE39326
OG0008614	bflo_14387	MOUSE44456
OG0008618	bflo_11481, bflo_12026, bflo_12485	MOUSE41026, MOUSE41025
OG0008619	bflo_20672	MOUSE08139, MOUSE08138
OG0008620	bflo_06625	MOUSE20745, MOUSE20744
OG0008621	bflo_14679	MOUSE48700
OG0008622	bflo_12608	MOUSE35415, MOUSE35414, MOUSE35416, MOUSE54894, MOUSE54895, MOUSE54892
OG0008623	bflo_00397	MOUSE50997, MOUSE50999, MOUSE51000, MOUSE50998, MOUSE51001
OG0008624	bflo_13949	MOUSE14025
OG0008626	bflo_12655	MOUSE12442
OG0008627	bflo_14368	MOUSE19246, MOUSE19248
OG0008628	bflo_14884	MOUSE38786, MOUSE38788, MOUSE38787
OG0008629	bflo_06061	MOUSE19794
OG0008630	bflo_19872, bflo_20694	MOUSE04614
OG0008632	bflo_19170	MOUSE04788
OG0008633	bflo_19269	MOUSE18648
OG0008634	bflo_20155	MOUSE24538
OG0008636	bflo_06070	MOUSE51760
OG0008637	bflo_24442	MOUSE22861, MOUSE22863
OG0008638	bflo_08322	MOUSE08512
OG0008639	bflo_18095	MOUSE28318, MOUSE28319
OG0008640	bflo_13625	MOUSE21249
OG0008641	bflo_01329	MOUSE37516, MOUSE37515
OG0008642	bflo_13001	MOUSE28255, MOUSE28258
OG0008643	bflo_10943	MOUSE23951, MOUSE23953, MOUSE23954, MOUSE23952, MOUSE23955
OG0008644	bflo_10691	MOUSE40228
OG0008646	bflo_18097	MOUSE53646
OG0008647	bflo_01564	MOUSE01328, MOUSE01327
OG0008648	bflo_11509	MOUSE20323
OG0008649	bflo_08992	MOUSE27403, MOUSE27402
OG0008651	bflo_00812	MOUSE50903, MOUSE50904
OG0008653	bflo_05422	MOUSE38606, MOUSE38607
OG0008655	bflo_11937	MOUSE01759
OG0008656	bflo_14876	MOUSE18782, MOUSE18783
OG0008657	bflo_12950	MOUSE02098
OG0008658	bflo_01987	MOUSE06596
OG0008660	bflo_05706, bflo_26802	MOUSE39693
OG0008661	bflo_10401	MOUSE46813
OG0008665	bflo_07367	MOUSE47998
OG0008666	bflo_05647	MOUSE24259, MOUSE24257, MOUSE24258, MOUSE24254, MOUSE24256, MOUSE24255, MOUSE24260
OG0008668	bflo_05289	MOUSE12404
