Orthogroup	BRAFL	CAEEL
OG0005646	bflo_19324	CAEEL08001
OG0005648	bflo_27463, bflo_24514	CAEEL04930
OG0005649	bflo_17804	CAEEL12678
OG0005650	bflo_00719	CAEEL18626
OG0005652	bflo_04118	CAEEL02073
OG0005655	bflo_05654	CAEEL06868
OG0005656	bflo_09124	CAEEL07991
OG0005660	bflo_20191	CAEEL02202
OG0005661	bflo_23933, bflo_23934	CAEEL05585
OG0005668	bflo_10201, bflo_09104, bflo_09105, bflo_09078, bflo_10290, bflo_10291, bflo_10292	CAEEL11838
OG0005681	bflo_21686	CAEEL18801
OG0005685	bflo_01186	CAEEL18876
OG0005690	bflo_21962	CAEEL07345
OG0005692	bflo_18368	CAEEL02905
OG0005696	bflo_14504	CAEEL12982
OG0005698	bflo_18517, bflo_19484, bflo_04470, bflo_04471	CAEEL01389
OG0005700	bflo_14810	CAEEL16180, CAEEL15258, CAEEL19243, CAEEL07130, CAEEL15701, CAEEL11368, CAEEL14259, CAEEL14258, CAEEL16361, CAEEL12676
OG0005701	bflo_23250	CAEEL20630, CAEEL20628
OG0005702	bflo_14318	CAEEL15894, CAEEL18106
OG0005703	bflo_22631	CAEEL09229
OG0005704	bflo_18154	CAEEL18454
OG0005707	bflo_05258	CAEEL01062
OG0005712	bflo_21653	CAEEL10147
OG0005715	bflo_06959	CAEEL06260
OG0005719	bflo_24656	CAEEL05019
OG0005721	bflo_15921	CAEEL02751
OG0005723	bflo_11579	CAEEL12411
OG0005724	bflo_24093	CAEEL06660
OG0005726	bflo_13024	CAEEL02137
OG0005728	bflo_13939	CAEEL00225
OG0005729	bflo_17597	CAEEL01552
OG0005730	bflo_23180	CAEEL20471
OG0005731	bflo_23152	CAEEL09042
OG0005732	bflo_23024	CAEEL07314
OG0005733	bflo_06910	CAEEL11874
OG0005734	bflo_24420	CAEEL05372
OG0005737	bflo_24576	CAEEL00178
OG0005738	bflo_22321	CAEEL19157
OG0005744	bflo_02870	CAEEL10825, CAEEL00882
OG0005746	bflo_14800	CAEEL04218
OG0005747	bflo_24337	CAEEL11656
OG0005748	bflo_24711	CAEEL05688
OG0005749	bflo_10012	CAEEL14477
OG0005750	bflo_14613	CAEEL02930
OG0005758	bflo_21716	CAEEL07383, CAEEL07219
OG0005759	bflo_23779	CAEEL04976
OG0005760	bflo_24527, bflo_25140	CAEEL11990
OG0005761	bflo_04800	CAEEL02084
OG0005764	bflo_18818	CAEEL00440
OG0005766	bflo_24662	CAEEL03004
OG0005771	bflo_06517	CAEEL18103
OG0005774	bflo_27276, bflo_18752	CAEEL07710
OG0005775	bflo_23334	CAEEL08185
OG0005776	bflo_11729	CAEEL08611, CAEEL02852
OG0005777	bflo_17641, bflo_16819	CAEEL09325
OG0005779	bflo_23901	CAEEL11742
OG0005781	bflo_21690, bflo_21691	CAEEL16564
OG0005783	bflo_08771	CAEEL15350
OG0005784	bflo_09766	CAEEL06573
OG0005787	bflo_07600	CAEEL09127, CAEEL07672
OG0005788	bflo_16369	CAEEL10819
OG0005789	bflo_12587	CAEEL03291
OG0005790	bflo_23345	CAEEL02850
OG0005792	bflo_18546	CAEEL16683
OG0005793	bflo_03585	CAEEL01631
OG0005794	bflo_19296	CAEEL07859
OG0005796	bflo_07896, bflo_07580	CAEEL03619
OG0005797	bflo_09997	CAEEL01710
OG0005798	bflo_11643	CAEEL07896
OG0005799	bflo_21046	CAEEL16039
OG0005800	bflo_00199	CAEEL07429
OG0005802	bflo_00311	CAEEL08747
OG0005803	bflo_03908	CAEEL05218
OG0005804	bflo_06626, bflo_14477	CAEEL00293
OG0005805	bflo_20164	CAEEL07935
OG0005807	bflo_17670	CAEEL00886
OG0005811	bflo_05842	CAEEL09170
OG0005812	bflo_05810	CAEEL15514
OG0005813	bflo_21199	CAEEL04957
OG0005814	bflo_25361	CAEEL05572
OG0005815	bflo_20179	CAEEL08558
OG0005816	bflo_21032	CAEEL07974
OG0005817	bflo_21052	CAEEL09003
OG0005818	bflo_11299	CAEEL06548
OG0005819	bflo_25366	CAEEL05194
OG0005821	bflo_16275	CAEEL06500
OG0005822	bflo_14005	CAEEL08544
OG0005823	bflo_19986	CAEEL11398
OG0005824	bflo_01580	CAEEL01511
OG0005826	bflo_10209	CAEEL11564
OG0005827	bflo_22531	CAEEL15915
OG0005829	bflo_04456	CAEEL01850, CAEEL14048
OG0005831	bflo_22635	CAEEL07627
OG0005832	bflo_13968	CAEEL01641
OG0005833	bflo_16542	CAEEL14838
OG0005835	bflo_02871	CAEEL06739, CAEEL08580
OG0005836	bflo_09610	CAEEL15554
OG0005837	bflo_08105	CAEEL01073
OG0005838	bflo_20528	CAEEL01222
OG0005840	bflo_01503	CAEEL06791
OG0005843	bflo_01029	CAEEL06200
OG0005845	bflo_12286	CAEEL04187
OG0005846	bflo_18215	CAEEL06779
OG0005847	bflo_08147	CAEEL00400
OG0005848	bflo_19264	CAEEL00240
OG0005849	bflo_26582, bflo_00395	CAEEL07640
OG0005850	bflo_26458	CAEEL07059
OG0005851	bflo_25343	CAEEL19454, CAEEL03023
OG0005853	bflo_24047	CAEEL05937
OG0005854	bflo_13986	CAEEL10962
OG0005857	bflo_19983	CAEEL08143
OG0005858	bflo_22693	CAEEL08865
OG0005859	bflo_08018	CAEEL09237
OG0005860	bflo_08367	CAEEL11464
OG0005861	bflo_16811	CAEEL07847
OG0005863	bflo_23015	CAEEL02059
OG0005864	bflo_10798	CAEEL03066
OG0005865	bflo_23982	CAEEL10526
OG0005866	bflo_17429	CAEEL03116
OG0005867	bflo_12028	CAEEL20688
OG0005869	bflo_12796, bflo_12797, bflo_12795	CAEEL01472
OG0005870	bflo_25704	CAEEL18863
OG0005871	bflo_14936	CAEEL07046
OG0005874	bflo_19403	CAEEL06734
OG0005875	bflo_22258	CAEEL11121
OG0005876	bflo_11263	CAEEL12583
OG0005877	bflo_25487	CAEEL03535
OG0005878	bflo_09022	CAEEL00506
OG0005879	bflo_13062	CAEEL05884
OG0005880	bflo_11136	CAEEL09863
OG0005883	bflo_09148	CAEEL06255
OG0005884	bflo_10784	CAEEL16531
OG0005886	bflo_16494	CAEEL01824
OG0005888	bflo_16587	CAEEL00435, CAEEL00746
OG0005889	bflo_18198	CAEEL02553
OG0005890	bflo_08222	CAEEL06540
OG0005892	bflo_12803	CAEEL01618
OG0005893	bflo_14799	CAEEL11380
OG0005895	bflo_06563	CAEEL06441
OG0005897	bflo_05904	CAEEL01303
OG0005898	bflo_23647	CAEEL01957
OG0005899	bflo_15965	CAEEL11728
OG0005901	bflo_12585	CAEEL01230
OG0005903	bflo_21818	CAEEL02733
OG0005904	bflo_17457	CAEEL18351
OG0005909	bflo_06026	CAEEL09260
OG0005914	bflo_10970	CAEEL12252
OG0005918	bflo_17063	CAEEL07911
OG0005919	bflo_15821	CAEEL15775
OG0005921	bflo_08095	CAEEL07408
OG0005922	bflo_12327	CAEEL15520
OG0005923	bflo_21355	CAEEL02858
OG0005924	bflo_13048	CAEEL10631
OG0005928	bflo_24579	CAEEL04878
OG0005929	bflo_26225	CAEEL05898
OG0005930	bflo_05693, bflo_05692, bflo_05694	CAEEL00275
OG0005931	bflo_12193	CAEEL09476
OG0005932	bflo_11200	CAEEL11316
OG0005933	bflo_17753, bflo_13146	CAEEL14434
OG0005936	bflo_12730	CAEEL07303
OG0005937	bflo_11517	CAEEL10539
OG0005938	bflo_25181	CAEEL06000, CAEEL09583
OG0005940	bflo_14798	CAEEL04134
OG0005941	bflo_05690	CAEEL08713
OG0005943	bflo_19800, bflo_19799	CAEEL02014
OG0005946	bflo_11046	CAEEL11452, CAEEL11968
OG0005947	bflo_22452	CAEEL19240
OG0005949	bflo_20580	CAEEL12005
OG0005950	bflo_04373	CAEEL02721
OG0005952	bflo_10378	CAEEL08042
OG0005953	bflo_05405, bflo_05438	CAEEL01826
OG0005957	bflo_06099	CAEEL13678, CAEEL02860
OG0005960	bflo_10445	CAEEL18529, CAEEL16584
OG0005963	bflo_24621, bflo_00069, bflo_13273, bflo_02889	CAEEL02429, CAEEL11102
OG0005966	bflo_23330	CAEEL05490
OG0005967	bflo_23299	CAEEL08429
OG0005968	bflo_13397	CAEEL01646
OG0005969	bflo_10882, bflo_26978	CAEEL01577
OG0005970	bflo_26194	CAEEL16383
OG0005973	bflo_20204	CAEEL13364
OG0005974	bflo_16420	CAEEL11184
OG0005975	bflo_22505	CAEEL05822
OG0005976	bflo_14274	CAEEL15581
OG0005977	bflo_03367	CAEEL04186
OG0005978	bflo_00918	CAEEL08320
OG0005980	bflo_03759	CAEEL05471
OG0005982	bflo_25805	CAEEL04709
OG0005984	bflo_26161	CAEEL06514, CAEEL07173
OG0005985	bflo_07491	CAEEL11206
OG0005987	bflo_21283	CAEEL05677
OG0005989	bflo_04801	CAEEL14108
OG0005991	bflo_14389	CAEEL07604
OG0005993	bflo_19203	CAEEL18661, CAEEL01298, CAEEL08795
OG0005995	bflo_11807	CAEEL09469
OG0005997	bflo_14437	CAEEL11505, CAEEL13118
OG0005998	bflo_04868	CAEEL12651
OG0005999	bflo_15211, bflo_07159, bflo_07175, bflo_24166, bflo_08432, bflo_16190	CAEEL06284
OG0006000	bflo_10974	CAEEL06731
OG0006003	bflo_26268	CAEEL12475
OG0006004	bflo_02623	CAEEL01451
OG0006005	bflo_14125	CAEEL08818
OG0006008	bflo_22991	CAEEL11432
OG0006009	bflo_06215	CAEEL00036, CAEEL00032, CAEEL10358, CAEEL00033, CAEEL07257
OG0006010	bflo_10215	CAEEL07462
OG0006011	bflo_20391	CAEEL06588
OG0006022	bflo_13088, bflo_27072	CAEEL20451
OG0006025	bflo_12705	CAEEL03361, CAEEL12698
OG0006059	bflo_12549	CAEEL09710
OG0006060	bflo_22735, bflo_16014, bflo_21735, bflo_22736, bflo_23853, bflo_22737	CAEEL01415, CAEEL02381, CAEEL01414, CAEEL05082
OG0006062	bflo_14204	CAEEL08027
OG0006063	bflo_08433	CAEEL09563
OG0006064	bflo_01207	CAEEL11646
OG0006066	bflo_15149, bflo_15301	CAEEL07776
OG0006069	bflo_23059	CAEEL08597
OG0006072	bflo_05952	CAEEL09063
OG0006073	bflo_13041	CAEEL15279
OG0006074	bflo_04848	CAEEL15694
OG0006075	bflo_14335	CAEEL05481
OG0006079	bflo_06843	CAEEL06022
OG0006083	bflo_11428	CAEEL10880
OG0006085	bflo_10467	CAEEL07121
OG0006087	bflo_13279	CAEEL10339
OG0006090	bflo_08182	CAEEL06249
OG0006095	bflo_05909	CAEEL03714
OG0006096	bflo_20073	CAEEL08930
OG0006098	bflo_13460	CAEEL17792
OG0006101	bflo_11020	CAEEL04363
OG0006102	bflo_05928	CAEEL01860
OG0006104	bflo_23037	CAEEL15552
OG0006106	bflo_03662, bflo_26297	CAEEL09939
OG0006108	bflo_16412	CAEEL07908
OG0006110	bflo_14760	CAEEL15606
OG0006111	bflo_14276	CAEEL06592
OG0006113	bflo_13176	CAEEL00297
OG0006116	bflo_08257	CAEEL14600
OG0006117	bflo_02390	CAEEL15839
OG0006118	bflo_13945	CAEEL05175
OG0006120	bflo_05359	CAEEL19875
OG0006121	bflo_25317	CAEEL01535
OG0006122	bflo_23070	CAEEL06423
OG0006124	bflo_17542	CAEEL00683
OG0006125	bflo_12138	CAEEL12098
OG0006126	bflo_14221	CAEEL09062
OG0006127	bflo_10573	CAEEL08699
OG0006128	bflo_14557	CAEEL01734
OG0006129	bflo_18775	CAEEL15436
OG0006130	bflo_20918	CAEEL19047
OG0006131	bflo_19826	CAEEL08997
OG0006134	bflo_13339	CAEEL05080
OG0006135	bflo_10168	CAEEL16406
OG0006137	bflo_18124	CAEEL01021
OG0006140	bflo_18342	CAEEL06530
OG0006141	bflo_00269	CAEEL00813
OG0006144	bflo_21040	CAEEL12775
OG0006145	bflo_25040	CAEEL00765, CAEEL00923
OG0006152	bflo_04414	CAEEL01636
OG0006153	bflo_14168, bflo_15221, bflo_14170	CAEEL01203, CAEEL07510, CAEEL11307
OG0006156	bflo_21660	CAEEL13825
OG0006160	bflo_11696	CAEEL08936
OG0006163	bflo_07347	CAEEL00653
OG0006164	bflo_13904	CAEEL01158
OG0006165	bflo_12914	CAEEL15774
OG0006168	bflo_15636	CAEEL05152
OG0006169	bflo_15504	CAEEL08537
OG0006172	bflo_13275	CAEEL14351
OG0006176	bflo_10375	CAEEL05930
OG0006177	bflo_02434, bflo_02433, bflo_02197	CAEEL04212
OG0006180	bflo_13527	CAEEL09925
OG0006181	bflo_20856	CAEEL14722
OG0006182	bflo_25676	CAEEL06387
OG0006183	bflo_23251	CAEEL19366
OG0006185	bflo_05702	CAEEL01692
OG0006187	bflo_05860	CAEEL00902
OG0006188	bflo_26244	CAEEL02058
OG0006191	bflo_06643	CAEEL06280, CAEEL06279
OG0006192	bflo_18864	CAEEL01776
OG0006195	bflo_20785	CAEEL08079
OG0006200	bflo_08595	CAEEL11329
OG0006202	bflo_12935	CAEEL07568
OG0006208	bflo_06603	CAEEL00204
OG0006209	bflo_06181	CAEEL11287
OG0006210	bflo_13106	CAEEL00160
OG0006213	bflo_02502	CAEEL01145
OG0006214	bflo_13485	CAEEL12120
OG0006215	bflo_25728	CAEEL04734
OG0006216	bflo_23257	CAEEL16326
OG0006217	bflo_25027	CAEEL05235
OG0006220	bflo_00341	CAEEL08309
OG0006224	bflo_24773	CAEEL11548
OG0006226	bflo_25780	CAEEL02716
OG0006229	bflo_15353	CAEEL06963
OG0006230	bflo_00871	CAEEL08542
OG0006231	bflo_01955	CAEEL20582
OG0006234	bflo_26145	CAEEL05918
OG0006235	bflo_04738	CAEEL04462
OG0006237	bflo_24562	CAEEL04160
OG0006239	bflo_12516	CAEEL01539
OG0006240	bflo_11621, bflo_11462	CAEEL08852
OG0006245	bflo_08102, bflo_07454	CAEEL00941
OG0006248	bflo_10873	CAEEL05883
OG0006249	bflo_21979	CAEEL10060
OG0006254	bflo_23376	CAEEL11539
OG0006257	bflo_23181	CAEEL15240
OG0006259	bflo_01572	CAEEL09792
OG0006260	bflo_11688	CAEEL09587
OG0006262	bflo_13775	CAEEL01377
OG0006263	bflo_13999	CAEEL09474
OG0006264	bflo_20207	CAEEL11589
OG0006265	bflo_02302	CAEEL01463
OG0006267	bflo_09297	CAEEL09521
OG0006268	bflo_24468	CAEEL09373, CAEEL09395
OG0006269	bflo_11642	CAEEL11344
OG0006270	bflo_05040	CAEEL01876
OG0006271	bflo_04493	CAEEL08264
OG0006275	bflo_16471	CAEEL01989
OG0006277	bflo_20538, bflo_20530	CAEEL08057
OG0006279	bflo_17537	CAEEL00237
OG0006280	bflo_04839	CAEEL17987
OG0006281	bflo_24466	CAEEL04765
OG0006283	bflo_00422	CAEEL00881
OG0006284	bflo_18235	CAEEL08923
OG0006285	bflo_16122	CAEEL04794
OG0006286	bflo_18971	CAEEL00158
OG0006288	bflo_20374	CAEEL08712
OG0006289	bflo_11685	CAEEL07964
OG0006290	bflo_24409	CAEEL04712
OG0006291	bflo_14924	CAEEL00609
OG0006293	bflo_20003	CAEEL07928
OG0006294	bflo_16221	CAEEL14462
OG0006295	bflo_20106	CAEEL09568
OG0006297	bflo_11455	CAEEL11872
OG0006301	bflo_11595	CAEEL17598
OG0006306	bflo_17978	CAEEL01065
OG0006307	bflo_25286	CAEEL06264
OG0006309	bflo_03102	CAEEL05232
OG0006311	bflo_19318	CAEEL17612
OG0006313	bflo_07043, bflo_10742	CAEEL05123
OG0006315	bflo_22085	CAEEL15905
OG0006319	bflo_24488	CAEEL13894
OG0006322	bflo_12481	CAEEL09507
OG0006323	bflo_14271, bflo_14647	CAEEL02251
OG0006326	bflo_16206	CAEEL15323
OG0006329	bflo_09310	CAEEL02571
OG0006331	bflo_14428	CAEEL13794
OG0006332	bflo_01909	CAEEL10865
OG0006334	bflo_25899	CAEEL08411, CAEEL18378
OG0006339	bflo_20035	CAEEL08069
OG0006340	bflo_07116	CAEEL11454
OG0006341	bflo_08361	CAEEL06023
OG0006343	bflo_15442	CAEEL05583, CAEEL02498
OG0006344	bflo_00813	CAEEL14876
OG0006345	bflo_01943	CAEEL06549
OG0006346	bflo_01146	CAEEL05783
OG0006347	bflo_19080	CAEEL07567
OG0006350	bflo_08058	CAEEL07674
OG0006352	bflo_08289	CAEEL02603
OG0006353	bflo_24274	CAEEL19140, CAEEL05676
OG0006354	bflo_05295	CAEEL18116
OG0006355	bflo_12183	CAEEL16514
OG0006356	bflo_20389	CAEEL07675
OG0006360	bflo_03385, bflo_03153	CAEEL05277
OG0006361	bflo_05840	CAEEL09060
OG0006362	bflo_18189	CAEEL00998
OG0006363	bflo_09433	CAEEL00971
OG0006365	bflo_14330	CAEEL12631
OG0006370	bflo_26334	CAEEL05220
OG0006372	bflo_12563	CAEEL09848
OG0006375	bflo_23851	CAEEL00741
OG0006376	bflo_16217	CAEEL15051
OG0006377	bflo_11135	CAEEL09247
OG0006378	bflo_09263	CAEEL04747
OG0006381	bflo_11104	CAEEL09800
OG0006385	bflo_13000	CAEEL17878
OG0006386	bflo_01615	CAEEL02065
OG0006387	bflo_17863	CAEEL00319
OG0006389	bflo_18130	CAEEL07348
OG0006390	bflo_11594	CAEEL13360
OG0006391	bflo_15883	CAEEL16380, CAEEL11908
OG0006392	bflo_17615	CAEEL07571
OG0006393	bflo_06225	CAEEL14337
OG0006395	bflo_06376	CAEEL11636
OG0006402	bflo_15109	CAEEL14843
OG0006405	bflo_03370	CAEEL04608
OG0006406	bflo_14987	CAEEL04927, CAEEL07538
OG0006407	bflo_18602	CAEEL20555
OG0006408	bflo_15259	CAEEL15120
OG0006414	bflo_01049	CAEEL18847
OG0006415	bflo_06352	CAEEL20504
OG0006443	bflo_14515	CAEEL07304
OG0006448	bflo_19539	CAEEL07841
OG0006449	bflo_01188	CAEEL02036
OG0006454	bflo_20245	CAEEL06995
OG0006456	bflo_10513	CAEEL09794
OG0006457	bflo_01628	CAEEL05605
OG0006459	bflo_06293	CAEEL00244
OG0006461	bflo_11702	CAEEL11863
OG0006462	bflo_23860	CAEEL05709
OG0006464	bflo_21869	CAEEL01413
OG0006465	bflo_19143	CAEEL10921
OG0006468	bflo_13078	CAEEL05183, CAEEL05085, CAEEL16207
OG0006472	bflo_25166	CAEEL03032, CAEEL18854, CAEEL02993, CAEEL18340
OG0006474	bflo_20828	CAEEL07206
OG0006475	bflo_18753	CAEEL07548
OG0006476	bflo_15113	CAEEL12092
OG0006478	bflo_25612	CAEEL06158
OG0006479	bflo_24039	CAEEL05626
OG0006480	bflo_00678	CAEEL10265, CAEEL10266
OG0006481	bflo_06049	CAEEL19099, CAEEL01638
OG0006482	bflo_20797	CAEEL10834
OG0006485	bflo_07585	CAEEL14223
OG0006488	bflo_19816	CAEEL17648
OG0006490	bflo_10870, bflo_05896	CAEEL11637
OG0006491	bflo_06140	CAEEL13015
OG0006496	bflo_17077	CAEEL08493
OG0006497	bflo_10177	CAEEL06461
OG0006498	bflo_04405	CAEEL02503
OG0006499	bflo_16614	CAEEL20101
OG0006501	bflo_17311	CAEEL16016
OG0006503	bflo_21277	CAEEL07188
OG0006505	bflo_19259	CAEEL06783
OG0006506	bflo_04731	CAEEL03029
OG0006509	bflo_14958	CAEEL00006, CAEEL15373
OG0006511	bflo_13916	CAEEL02676
OG0006512	bflo_23985	CAEEL07313
OG0006514	bflo_14347	CAEEL07858
OG0006515	bflo_11505	CAEEL02554
OG0006516	bflo_10198	CAEEL15132
OG0006517	bflo_24897	CAEEL01423
OG0006520	bflo_14783	CAEEL13792
OG0006522	bflo_03056	CAEEL07957
OG0006523	bflo_18015	CAEEL15760
OG0006525	bflo_11570	CAEEL11800
OG0006528	bflo_02407	CAEEL14466
OG0006532	bflo_25565	CAEEL05678
OG0006533	bflo_18102	CAEEL19649
OG0006536	bflo_10319	CAEEL05174
OG0006538	bflo_25710	CAEEL07903, CAEEL04060
OG0006540	bflo_21685	CAEEL19898
OG0006542	bflo_14786	CAEEL04749
OG0006543	bflo_01627, bflo_01968	CAEEL05304
OG0006544	bflo_05615	CAEEL02597
OG0006545	bflo_18669	CAEEL08394
OG0006546	bflo_24638	CAEEL16446
OG0006550	bflo_11678	CAEEL02186
OG0006552	bflo_05852	CAEEL02725
OG0006553	bflo_05354	CAEEL06508
OG0006554	bflo_20165	CAEEL09071
OG0006556	bflo_18303	CAEEL00553
OG0006557	bflo_20634	CAEEL07597
OG0006560	bflo_19406	CAEEL14360
OG0006561	bflo_16142	CAEEL16404
OG0006565	bflo_12076	CAEEL12176
OG0006567	bflo_02287	CAEEL15749
OG0006568	bflo_05595	CAEEL01944
OG0006569	bflo_15213	CAEEL03290
OG0006570	bflo_15564	CAEEL15966
OG0006571	bflo_06463	CAEEL05447
OG0006572	bflo_25786	CAEEL09940, CAEEL09371
OG0006573	bflo_20873	CAEEL05442
OG0006574	bflo_05538	CAEEL01738
OG0006577	bflo_11522	CAEEL15281
OG0006578	bflo_09529	CAEEL00045
OG0006579	bflo_25912	CAEEL07922
OG0006583	bflo_17843	CAEEL01627
OG0006584	bflo_03876	CAEEL05880
OG0006587	bflo_09439	CAEEL17957
OG0006589	bflo_12455	CAEEL10276
OG0006590	bflo_10285	CAEEL15655
OG0006591	bflo_06635	CAEEL01066
OG0006594	bflo_20278	CAEEL00833
OG0006595	bflo_02350	CAEEL10661
OG0006596	bflo_13930	CAEEL00560
OG0006597	bflo_15494	CAEEL10448
OG0006598	bflo_05586	CAEEL03295
OG0006602	bflo_17654	CAEEL16562
OG0006603	bflo_14044	CAEEL00624
OG0006604	bflo_20173	CAEEL07198
OG0006606	bflo_18082	CAEEL07376
OG0006607	bflo_05639	CAEEL01560
OG0006608	bflo_21845	CAEEL05698
OG0006610	bflo_23392	CAEEL11386
OG0006611	bflo_19675	CAEEL07953
OG0006613	bflo_08658	CAEEL01845
OG0006614	bflo_25283	CAEEL05124
OG0006615	bflo_21623	CAEEL09131
OG0006621	bflo_20270	CAEEL07639
OG0006622	bflo_21805	CAEEL05834
OG0006624	bflo_18996	CAEEL07631
OG0006625	bflo_19250	CAEEL08791
OG0006626	bflo_20620	CAEEL07560
OG0006627	bflo_17602	CAEEL11375
OG0006628	bflo_24042	CAEEL07329
OG0006630	bflo_08331	CAEEL11696
OG0006631	bflo_02399	CAEEL00720
OG0006633	bflo_24067, bflo_24065	CAEEL00427
OG0006636	bflo_23809	CAEEL07724
OG0006637	bflo_00907	CAEEL12125
OG0006645	bflo_02249, bflo_02885	CAEEL17855
OG0006646	bflo_03757	CAEEL15891
OG0006647	bflo_13233, bflo_13427	CAEEL07174
OG0006648	bflo_17710	CAEEL01435
OG0006651	bflo_17634	CAEEL09522
OG0006655	bflo_00135	CAEEL00324
OG0006658	bflo_06383	CAEEL00269
OG0006660	bflo_11529	CAEEL09560, CAEEL09561
OG0006662	bflo_01575	CAEEL12773
OG0006663	bflo_14425	CAEEL08458
OG0006664	bflo_15928	CAEEL01906
OG0006666	bflo_09187	CAEEL05999
OG0006667	bflo_26184	CAEEL01250
OG0006668	bflo_14166	CAEEL06992
OG0006669	bflo_25294	CAEEL08205
OG0006670	bflo_16533	CAEEL05160
OG0006673	bflo_02561	CAEEL00769
OG0006675	bflo_10555	CAEEL09407, CAEEL09408, CAEEL18361
OG0006678	bflo_23848	CAEEL12368
OG0006680	bflo_09207	CAEEL09390
OG0006681	bflo_19242	CAEEL05335
OG0006683	bflo_24698	CAEEL00441
OG0006684	bflo_11878	CAEEL11224
OG0006686	bflo_17040, bflo_17043	CAEEL20085
OG0006690	bflo_11580	CAEEL11346
OG0006691	bflo_19257	CAEEL07500
OG0006692	bflo_02897	CAEEL00770
OG0006693	bflo_07011	CAEEL13049, CAEEL08528, CAEEL19542
OG0006694	bflo_18353	CAEEL01422
OG0006695	bflo_14487	CAEEL17851
OG0006702	bflo_01001	CAEEL08311
OG0006703	bflo_01171	CAEEL00186
OG0006705	bflo_24434	CAEEL04478
OG0006706	bflo_16963	CAEEL11633
OG0006709	bflo_19084	CAEEL07440
OG0006710	bflo_05942	CAEEL07165
OG0006712	bflo_12812, bflo_12813	CAEEL01534
OG0006714	bflo_09041	CAEEL06631
OG0006716	bflo_23946	CAEEL01171
OG0006717	bflo_18859	CAEEL00315
OG0006720	bflo_14691	CAEEL09628
OG0006722	bflo_25547	CAEEL04109
OG0006723	bflo_24515	CAEEL07804
OG0006726	bflo_05430	CAEEL18959
OG0006727	bflo_00991	CAEEL10628
OG0006730	bflo_03962	CAEEL07386, CAEEL18705
OG0006732	bflo_00438	CAEEL07406
OG0006735	bflo_07008	CAEEL20573
OG0006736	bflo_13100	CAEEL01882
OG0006737	bflo_14048	CAEEL18816
OG0006741	bflo_11667	CAEEL11903
OG0006742	bflo_14418	CAEEL06688, CAEEL06689
OG0006749	bflo_14082	CAEEL08028
OG0006750	bflo_01070	CAEEL02998
OG0006752	bflo_14648	CAEEL12417
OG0006753	bflo_09892	CAEEL06421
OG0006754	bflo_13351	CAEEL15551
OG0006755	bflo_14829	CAEEL08754
OG0006757	bflo_24956	CAEEL05691
OG0006758	bflo_00186	CAEEL05308
OG0006762	bflo_23253	CAEEL06780, CAEEL14299
OG0006763	bflo_18843	CAEEL12476
OG0006765	bflo_12543	CAEEL01561
OG0006766	bflo_18339	CAEEL04604
OG0006768	bflo_18488	CAEEL07976
OG0006769	bflo_21934	CAEEL00344
OG0006772	bflo_10630	CAEEL06744, CAEEL20464
OG0006774	bflo_12777	CAEEL01586
OG0006777	bflo_17793, bflo_19104	CAEEL17985
OG0006780	bflo_04849	CAEEL03293
OG0006784	bflo_27295	CAEEL12328
OG0006791	bflo_10577	CAEEL11174
OG0006826	bflo_15514	CAEEL07305
OG0006828	bflo_05590	CAEEL01547
OG0006830	bflo_20502	CAEEL01610
OG0006832	bflo_10679	CAEEL18365
OG0006833	bflo_13923	CAEEL01607
OG0006835	bflo_18063	CAEEL10984
OG0006838	bflo_22711	CAEEL04815
OG0006842	bflo_26032	CAEEL01401
OG0006843	bflo_05656	CAEEL01030
OG0006844	bflo_02086	CAEEL01019
OG0006845	bflo_16282	CAEEL16127
OG0006846	bflo_05424	CAEEL15729
OG0006849	bflo_23476	CAEEL06259
OG0006851	bflo_08893	CAEEL12983
OG0006860	bflo_13831	CAEEL08670
OG0006864	bflo_14254	CAEEL08583
OG0006867	bflo_17074	CAEEL15109
OG0006868	bflo_13873	CAEEL07835
OG0006870	bflo_14756	CAEEL08613
OG0006875	bflo_24959	CAEEL10848
OG0006876	bflo_25862	CAEEL04447
OG0006878	bflo_25700, bflo_25466	CAEEL06314
OG0006881	bflo_14289	CAEEL09403
OG0006882	bflo_13224	CAEEL09595
OG0006886	bflo_18390	CAEEL05972, CAEEL05973
OG0006887	bflo_19380	CAEEL04262
OG0006888	bflo_21809	CAEEL07944
OG0006890	bflo_10189	CAEEL05820
OG0006891	bflo_20531	CAEEL07412
OG0006892	bflo_19210	CAEEL07307
OG0006894	bflo_23771	CAEEL12154
OG0006895	bflo_03293	CAEEL18907
OG0006897	bflo_06445	CAEEL00287
OG0006898	bflo_12617	CAEEL01473
OG0006901	bflo_19215	CAEEL06883
OG0006902	bflo_16739	CAEEL02536
OG0006905	bflo_13409	CAEEL08307
OG0006914	bflo_06676	CAEEL01820
OG0006917	bflo_24966	CAEEL05784
OG0006918	bflo_06388	CAEEL01349
OG0006919	bflo_10781	CAEEL05782
OG0006920	bflo_18393	CAEEL08877
OG0006924	bflo_14841	CAEEL12241
OG0006926	bflo_01326	CAEEL19851, CAEEL00630
OG0006927	bflo_25864	CAEEL11861
OG0006931	bflo_03880	CAEEL14601
OG0006934	bflo_22320	CAEEL00405
OG0006936	bflo_10276, bflo_09616	CAEEL11645
OG0006937	bflo_06019	CAEEL00825
OG0006938	bflo_11763	CAEEL00362
