Orthogroup	BRAFL	NEMVE
OG0006695	bflo_14487	NEMVE19387
OG0006697	bflo_09979	NEMVE13214
OG0006698	bflo_12723	NEMVE24243
OG0006699	bflo_20072	NEMVE17955
OG0006700	bflo_21306, bflo_27375	NEMVE14095
OG0006701	bflo_03976, bflo_19305, bflo_07476, bflo_02268, bflo_05108, bflo_14694	NEMVE16975
OG0006702	bflo_01001	NEMVE14025
OG0006703	bflo_01171	NEMVE06399
OG0006704	bflo_20746	NEMVE09753
OG0006706	bflo_16963	NEMVE08399
OG0006707	bflo_16382	NEMVE18156, NEMVE12324
OG0006708	bflo_15553	NEMVE23781
OG0006709	bflo_19084	NEMVE06920
OG0006710	bflo_05942	NEMVE10954
OG0006711	bflo_17546	NEMVE11839
OG0006712	bflo_12812, bflo_12813	NEMVE05787
OG0006713	bflo_15567	NEMVE06582
OG0006714	bflo_09041	NEMVE13528
OG0006715	bflo_11134	NEMVE23580
OG0006716	bflo_23946	NEMVE16253
OG0006717	bflo_18859	NEMVE17875
OG0006718	bflo_10197	NEMVE09098
OG0006719	bflo_22960	NEMVE25006
OG0006720	bflo_14691	NEMVE13949
OG0006721	bflo_06291	NEMVE24868
OG0006722	bflo_25547	NEMVE22551
OG0006723	bflo_24515	NEMVE13754
OG0006725	bflo_11101	NEMVE05867
OG0006726	bflo_05430	NEMVE06858
OG0006727	bflo_00991	NEMVE14653
OG0006728	bflo_04467	NEMVE16075
OG0006729	bflo_26172	NEMVE17861
OG0006730	bflo_03962	NEMVE16598
OG0006731	bflo_11375	NEMVE22494
OG0006732	bflo_00438	NEMVE14487
OG0006733	bflo_12538	NEMVE15467
OG0006734	bflo_16972	NEMVE14116
OG0006735	bflo_07008	NEMVE18798, NEMVE20349, NEMVE09960, NEMVE21806
OG0006736	bflo_13100	NEMVE24623
OG0006737	bflo_14048	NEMVE09025
OG0006738	bflo_18621	NEMVE17102
OG0006739	bflo_08902, bflo_08901	NEMVE00721
OG0006740	bflo_17055	NEMVE17377, NEMVE12915
OG0006741	bflo_11667	NEMVE13385
OG0006742	bflo_14418	NEMVE25399
OG0006743	bflo_00682, bflo_12443	NEMVE16849
OG0006745	bflo_21271	NEMVE24739
OG0006749	bflo_14082	NEMVE24563
OG0006750	bflo_01070	NEMVE25037
OG0006751	bflo_20349	NEMVE07529
OG0006752	bflo_14648	NEMVE20853, NEMVE23516
OG0006753	bflo_09892	NEMVE10471
OG0006754	bflo_13351	NEMVE23232
OG0006755	bflo_14829	NEMVE22112
OG0006756	bflo_22769	NEMVE02436, NEMVE09108
OG0006757	bflo_24956	NEMVE06921
OG0006758	bflo_00186	NEMVE23646
OG0006759	bflo_09138	NEMVE13478
OG0006762	bflo_23253	NEMVE08950
OG0006764	bflo_11734, bflo_11479	NEMVE18314, NEMVE06948
OG0006765	bflo_12543	NEMVE11490
OG0006766	bflo_18339	NEMVE03175
OG0006768	bflo_18488	NEMVE18868, NEMVE25762
OG0006770	bflo_03014	NEMVE23535
OG0006772	bflo_10630	NEMVE25240
OG0006774	bflo_12777	NEMVE16002
OG0006775	bflo_23577	NEMVE15139
OG0006776	bflo_18625	NEMVE15379
OG0006777	bflo_17793, bflo_19104	NEMVE10884
OG0006780	bflo_04849	NEMVE06625
OG0006787	bflo_00335, bflo_26553	NEMVE09873, NEMVE15414
OG0006791	bflo_10577	NEMVE14989
OG0006798	bflo_03712	NEMVE19744, NEMVE11435
OG0006798	bflo_14140	NEMVE17695
OG0006800	bflo_05971	NEMVE23324
OG0006801	bflo_16214, bflo_16218, bflo_26540, bflo_14365, bflo_15186, bflo_16869, bflo_24430, bflo_11782, bflo_15269	NEMVE17050, NEMVE25089
OG0006826	bflo_15514	NEMVE13284
OG0006827	bflo_26115	NEMVE02172
OG0006828	bflo_05590	NEMVE07879
OG0006829	bflo_10123	NEMVE13112
OG0006830	bflo_20502	NEMVE08915
OG0006831	bflo_11563	NEMVE24859
OG0006832	bflo_10679	NEMVE22982
OG0006833	bflo_13923	NEMVE24233
OG0006834	bflo_24203, bflo_24205	NEMVE24261
OG0006835	bflo_18063	NEMVE16968, NEMVE07248
OG0006837	bflo_17582	NEMVE23801, NEMVE25442
OG0006838	bflo_22711	NEMVE13721
OG0006839	bflo_07483	NEMVE18199, NEMVE20421, NEMVE13308, NEMVE15904, NEMVE20489
OG0006842	bflo_26032	NEMVE22104, NEMVE04435
OG0006843	bflo_05656	NEMVE13226
OG0006844	bflo_02086	NEMVE13224
OG0006845	bflo_16282	NEMVE17371
OG0006846	bflo_05424	NEMVE24794
OG0006847	bflo_20417	NEMVE13304
OG0006848	bflo_07388	NEMVE16167
OG0006849	bflo_23476	NEMVE22050
OG0006850	bflo_18002	NEMVE06805
OG0006851	bflo_08893	NEMVE25124
OG0006856	bflo_08265	NEMVE09221
OG0006857	bflo_22461	NEMVE25407
OG0006858	bflo_22306	NEMVE23450
OG0006860	bflo_13831	NEMVE18531
OG0006861	bflo_02199	NEMVE07486
OG0006862	bflo_07506	NEMVE23812
OG0006863	bflo_25340, bflo_26074	NEMVE15515
OG0006864	bflo_14254	NEMVE08355
OG0006865	bflo_21505, bflo_21504	NEMVE25822
OG0006866	bflo_24867, bflo_24869, bflo_25058	NEMVE08860
OG0006867	bflo_17074	NEMVE14363
OG0006869	bflo_11211	NEMVE16212, NEMVE00422
OG0006871	bflo_21815	NEMVE04605, NEMVE09898
OG0006873	bflo_02792	NEMVE01547
OG0006875	bflo_24959	NEMVE25510
OG0006876	bflo_25862	NEMVE02088
OG0006877	bflo_07384	NEMVE14455
OG0006878	bflo_25700, bflo_25466	NEMVE07083
OG0006880	bflo_22152	NEMVE06819
OG0006881	bflo_14289	NEMVE07356
OG0006882	bflo_13224	NEMVE15924
OG0006883	bflo_17686	NEMVE02647
OG0006884	bflo_17331	NEMVE08457
OG0006885	bflo_01373	NEMVE22646
OG0006886	bflo_18390	NEMVE21731
OG0006887	bflo_19380	NEMVE06955
OG0006888	bflo_21809	NEMVE13701, NEMVE21293
OG0006889	bflo_13410	NEMVE13933
OG0006890	bflo_10189	NEMVE05014
OG0006891	bflo_20531	NEMVE04359
OG0006892	bflo_19210	NEMVE24012, NEMVE20580
OG0006893	bflo_22850	NEMVE17795
OG0006894	bflo_23771	NEMVE06286, NEMVE11857
OG0006895	bflo_03293	NEMVE06846, NEMVE12809
OG0006896	bflo_07051	NEMVE22792
OG0006897	bflo_06445	NEMVE10415
OG0006898	bflo_12617	NEMVE19257
OG0006899	bflo_10493	NEMVE06869
OG0006900	bflo_17774	NEMVE01654
OG0006901	bflo_19215	NEMVE14333
OG0006902	bflo_16739	NEMVE18593, NEMVE20461
OG0006904	bflo_08783	NEMVE14542
OG0006905	bflo_13409	NEMVE07398
OG0006907	bflo_05668	NEMVE24857
OG0006908	bflo_20369	NEMVE17575
OG0006909	bflo_11161	NEMVE07072
OG0006911	bflo_16763	NEMVE19816
OG0006912	bflo_16818	NEMVE18786
OG0006914	bflo_06676	NEMVE06049
OG0006915	bflo_12701, bflo_24776	NEMVE09886
OG0006916	bflo_05711	NEMVE23817
OG0006917	bflo_24966	NEMVE08132
OG0006918	bflo_06388	NEMVE15078
OG0006921	bflo_14801, bflo_17039	NEMVE24812
OG0006922	bflo_22907, bflo_22906, bflo_16709	NEMVE16294, NEMVE15894
OG0006923	bflo_17476	NEMVE13295
OG0006924	bflo_14841	NEMVE01464
OG0006925	bflo_01234	NEMVE13382, NEMVE02521
OG0006926	bflo_01326	NEMVE23407
OG0006927	bflo_25864	NEMVE24367
OG0006928	bflo_21086	NEMVE09174
OG0006929	bflo_17151	NEMVE17746
OG0006930	bflo_18159	NEMVE25703, NEMVE25702
OG0006931	bflo_03880	NEMVE13787
OG0006932	bflo_23118, bflo_22872	NEMVE05137
OG0006933	bflo_11872	NEMVE15767, NEMVE24845
OG0006934	bflo_22320	NEMVE24344
OG0006935	bflo_10058	NEMVE13070
OG0006936	bflo_10276, bflo_09616	NEMVE03459, NEMVE10607
OG0006937	bflo_06019	NEMVE21757
OG0006938	bflo_11763	NEMVE06983
OG0006940	bflo_00686	NEMVE13137
OG0006942	bflo_16437	NEMVE13642
OG0006943	bflo_06674	NEMVE05334
OG0006944	bflo_11099	NEMVE06196
OG0006945	bflo_18670	NEMVE08899
OG0006946	bflo_16430	NEMVE14167
OG0006947	bflo_23439	NEMVE01200
OG0006947	bflo_10825	NEMVE05807
OG0006948	bflo_23320	NEMVE13841, NEMVE20539
OG0006949	bflo_08640	NEMVE22705
OG0006950	bflo_12093	NEMVE16672
OG0006951	bflo_02466	NEMVE22939
OG0006952	bflo_12669	NEMVE05912
OG0006953	bflo_23341	NEMVE17873
OG0006954	bflo_17503	NEMVE22116
OG0006955	bflo_10967	NEMVE06612
OG0006957	bflo_08841	NEMVE04985
OG0006960	bflo_06033	NEMVE13244
OG0006961	bflo_00581	NEMVE16865, NEMVE21638
OG0006962	bflo_19179	NEMVE14216
OG0006964	bflo_18137	NEMVE09836
OG0006965	bflo_07273	NEMVE21735, NEMVE20767
OG0006966	bflo_21938	NEMVE24481
OG0006967	bflo_23381	NEMVE19421
OG0006968	bflo_12636	NEMVE00056
OG0006969	bflo_09435	NEMVE15089
OG0006970	bflo_20527	NEMVE23188
OG0006971	bflo_20344	NEMVE23702, NEMVE20470
OG0006972	bflo_13495	NEMVE13779
OG0006973	bflo_17571	NEMVE21823
OG0006975	bflo_18089	NEMVE13294
OG0006976	bflo_18136	NEMVE05707
OG0006977	bflo_11476	NEMVE15122
OG0006978	bflo_06276	NEMVE08429, NEMVE20677
OG0006979	bflo_08448	NEMVE07666
OG0006980	bflo_24447	NEMVE14898
OG0006981	bflo_09863	NEMVE02175
OG0006982	bflo_09169	NEMVE06872
OG0006983	bflo_24722	NEMVE25267
OG0006985	bflo_11656	NEMVE04709
OG0006988	bflo_09353	NEMVE05095
OG0006989	bflo_04780	NEMVE14102
OG0006990	bflo_07372	NEMVE23992
OG0006991	bflo_06043	NEMVE25869
OG0006992	bflo_02231, bflo_10262	NEMVE06904
OG0006993	bflo_22403	NEMVE25888
OG0006994	bflo_02112	NEMVE06963
OG0006995	bflo_02848	NEMVE10340
OG0006996	bflo_10719	NEMVE23296
OG0006997	bflo_11454	NEMVE23283
OG0006999	bflo_01138	NEMVE22370, NEMVE03933
OG0007000	bflo_10483	NEMVE24962
OG0007001	bflo_03475	NEMVE12371
OG0007002	bflo_15746	NEMVE25316
OG0007003	bflo_13387	NEMVE18273
OG0007004	bflo_05403, bflo_13198, bflo_13009	NEMVE25041
OG0007005	bflo_20341	NEMVE06529
OG0007006	bflo_15545	NEMVE25078
OG0007007	bflo_18247	NEMVE06743
OG0007009	bflo_07642	NEMVE17080
OG0007010	bflo_14446	NEMVE07154
OG0007011	bflo_15254	NEMVE14439
OG0007012	bflo_08408	NEMVE08741
OG0007013	bflo_22925	NEMVE23027, NEMVE20235
OG0007014	bflo_09903	NEMVE07869
OG0007015	bflo_27330, bflo_20402	NEMVE01530
OG0007016	bflo_14032	NEMVE14954
OG0007017	bflo_21913	NEMVE09597
OG0007019	bflo_23063	NEMVE19601
OG0007020	bflo_10034	NEMVE13872
OG0007021	bflo_21680	NEMVE19842, NEMVE16021
OG0007022	bflo_18552	NEMVE13989
OG0007023	bflo_11047	NEMVE19206
OG0007024	bflo_11367	NEMVE22348
OG0007025	bflo_14744	NEMVE24902
OG0007026	bflo_09805	NEMVE10600
OG0007027	bflo_20536	NEMVE14622
OG0007028	bflo_01442	NEMVE14345
OG0007031	bflo_01870	NEMVE10005
OG0007032	bflo_18346	NEMVE08495
OG0007033	bflo_16162	NEMVE13356
OG0007034	bflo_19304	NEMVE13497
OG0007035	bflo_11817	NEMVE14476
OG0007036	bflo_15936	NEMVE22685
OG0007037	bflo_18791	NEMVE13503
OG0007038	bflo_11762, bflo_11636	NEMVE05760
OG0007039	bflo_06475	NEMVE09028, NEMVE00545
OG0007040	bflo_15748	NEMVE13790
OG0007041	bflo_06211	NEMVE25405, NEMVE18865
OG0007042	bflo_02915	NEMVE18027
OG0007043	bflo_10682	NEMVE05818
OG0007044	bflo_04989, bflo_15125	NEMVE13670
OG0007045	bflo_18005	NEMVE11342
OG0007047	bflo_15778	NEMVE23774
OG0007048	bflo_23058	NEMVE22617
OG0007049	bflo_24438	NEMVE24890
OG0007050	bflo_09428	NEMVE01542
OG0007053	bflo_24401	NEMVE21766
OG0007054	bflo_20473	NEMVE10860
OG0007055	bflo_21171	NEMVE15080
OG0007056	bflo_20134	NEMVE14420
OG0007057	bflo_09203	NEMVE14004
OG0007058	bflo_17608	NEMVE17442
OG0007059	bflo_10444	NEMVE21382, NEMVE22940
OG0007060	bflo_06320	NEMVE23768
OG0007061	bflo_10696	NEMVE02935
OG0007062	bflo_24989	NEMVE24553
OG0007063	bflo_23792	NEMVE09723
OG0007064	bflo_14926	NEMVE07349
OG0007065	bflo_10221	NEMVE22963
OG0007066	bflo_21816	NEMVE22679
OG0007067	bflo_12779	NEMVE22891
OG0007068	bflo_07102	NEMVE19134
OG0007069	bflo_06573	NEMVE22785
OG0007070	bflo_22328	NEMVE14725
OG0007071	bflo_09008	NEMVE18624
OG0007073	bflo_24056	NEMVE14833
OG0007074	bflo_04122	NEMVE25050
OG0007075	bflo_07697	NEMVE25698
OG0007076	bflo_15859	NEMVE07000, NEMVE20249
OG0007077	bflo_14982	NEMVE15227
OG0007078	bflo_02464	NEMVE14244
OG0007079	bflo_01999	NEMVE25540
OG0007082	bflo_16401	NEMVE02341
OG0007083	bflo_15779	NEMVE23773
OG0007084	bflo_12638	NEMVE22005
OG0007086	bflo_11245	NEMVE14980, NEMVE19924
OG0007087	bflo_06824	NEMVE07751
OG0007088	bflo_06292	NEMVE05070
OG0007089	bflo_02444	NEMVE11263
OG0007090	bflo_25747	NEMVE05876
OG0007091	bflo_05854	NEMVE13797
OG0007092	bflo_15232	NEMVE07545
OG0007093	bflo_10575	NEMVE13401
OG0007094	bflo_18319	NEMVE07935
OG0007095	bflo_23010	NEMVE15027
OG0007096	bflo_12760	NEMVE05490
OG0007097	bflo_07989	NEMVE14580
OG0007098	bflo_13800	NEMVE13689
OG0007099	bflo_21945	NEMVE24293, NEMVE20476
OG0007100	bflo_11271	NEMVE06130
OG0007101	bflo_04304, bflo_27268, bflo_27230, bflo_22472, bflo_04425, bflo_21131, bflo_21657, bflo_03082, bflo_20756, bflo_18298, bflo_15750, bflo_18783, bflo_22994, bflo_08466, bflo_02023, bflo_25123, bflo_15923, bflo_22232, bflo_17479, bflo_16662, bflo_26625	NEMVE25623
OG0007102	bflo_14184	NEMVE05323
OG0007103	bflo_08091	NEMVE05668, NEMVE15842
OG0007104	bflo_21832	NEMVE06182
OG0007105	bflo_21094	NEMVE17115
OG0007106	bflo_11280	NEMVE14945
OG0007107	bflo_23422	NEMVE05263
OG0007108	bflo_20348	NEMVE13433
OG0007109	bflo_04042	NEMVE20593, NEMVE02385
OG0007111	bflo_13861	NEMVE25144
OG0007112	bflo_06337	NEMVE10814
OG0007113	bflo_11442	NEMVE10653
OG0007114	bflo_14043	NEMVE09146
OG0007115	bflo_13514	NEMVE16071
OG0007118	bflo_17782	NEMVE02206
OG0007119	bflo_26455	NEMVE02886, NEMVE13562
OG0007120	bflo_26318	NEMVE06186
OG0007121	bflo_21082	NEMVE25193
OG0007122	bflo_24072	NEMVE14233
OG0007124	bflo_15170	NEMVE10468
OG0007125	bflo_14785	NEMVE11876, NEMVE10855
OG0007126	bflo_22266	NEMVE22756
OG0007127	bflo_00577	NEMVE13588
OG0007129	bflo_10446	NEMVE04898
OG0007130	bflo_11677	NEMVE25495, NEMVE21143
OG0007131	bflo_25611	NEMVE23758, NEMVE12360
OG0007132	bflo_05661	NEMVE06535, NEMVE12522
OG0007133	bflo_02382	NEMVE11996, NEMVE06036
OG0007134	bflo_10408	NEMVE13156
OG0007135	bflo_08465	NEMVE14282
OG0007136	bflo_06450	NEMVE08828
OG0007137	bflo_22784	NEMVE14801
OG0007138	bflo_15711	NEMVE09440, NEMVE12478
OG0007139	bflo_05619	NEMVE09713
OG0007142	bflo_15000	NEMVE16109
OG0007143	bflo_01199	NEMVE08778, NEMVE20919
OG0007145	bflo_05366	NEMVE19580
OG0007146	bflo_21226	NEMVE18006
OG0007147	bflo_24598	NEMVE13817
OG0007148	bflo_12090	NEMVE22073
OG0007149	bflo_08673, bflo_17134	NEMVE12301
OG0007150	bflo_12859, bflo_09705	NEMVE11424
OG0007151	bflo_14436	NEMVE22467
OG0007152	bflo_08459, bflo_12446	NEMVE25856
OG0007153	bflo_14060	NEMVE18215
OG0007154	bflo_11488	NEMVE23811
OG0007158	bflo_12648	NEMVE25894
OG0007159	bflo_17008, bflo_17009	NEMVE15742, NEMVE05524
OG0007161	bflo_12808	NEMVE21945
OG0007162	bflo_12051	NEMVE16258
OG0007163	bflo_05600	NEMVE16742
OG0007164	bflo_18316	NEMVE18934
OG0007165	bflo_08764	NEMVE14929
OG0007166	bflo_09971	NEMVE07634
OG0007170	bflo_02728	NEMVE22134
OG0007171	bflo_19822	NEMVE22675
OG0007173	bflo_24164	NEMVE10079
OG0007174	bflo_13932	NEMVE07400
OG0007175	bflo_10755	NEMVE21931
OG0007176	bflo_11713	NEMVE05885
OG0007177	bflo_23830, bflo_10937	NEMVE06930
OG0007178	bflo_16205	NEMVE09946
OG0007179	bflo_00319	NEMVE24920
OG0007181	bflo_12101	NEMVE22672, NEMVE11674
OG0007182	bflo_21896	NEMVE25249
OG0007184	bflo_21975, bflo_21917	NEMVE13898
OG0007186	bflo_15420	NEMVE16937
OG0007187	bflo_00521	NEMVE13089
OG0007188	bflo_00784	NEMVE21925
OG0007189	bflo_23124	NEMVE08515
OG0007190	bflo_07553	NEMVE09045
OG0007191	bflo_25319	NEMVE04826
OG0007192	bflo_19273	NEMVE12614
OG0007195	bflo_09759	NEMVE21446
OG0007200	bflo_21570	NEMVE18894
OG0007201	bflo_22933	NEMVE15153, NEMVE03813
OG0007204	bflo_25247	NEMVE22074
OG0007209	bflo_15890	NEMVE25525
OG0007248	bflo_12581	NEMVE05909
OG0007249	bflo_09901	NEMVE19970, NEMVE03114
OG0007250	bflo_21684	NEMVE23608
OG0007251	bflo_02716	NEMVE08153
OG0007252	bflo_07592	NEMVE24745
OG0007253	bflo_13719	NEMVE01126
OG0007254	bflo_25142	NEMVE23140
OG0007255	bflo_18944	NEMVE06734
OG0007256	bflo_25720	NEMVE11220, NEMVE11514
OG0007258	bflo_05313	NEMVE00047, NEMVE14648
OG0007261	bflo_26189	NEMVE06464, NEMVE10739
OG0007264	bflo_13280	NEMVE15060
OG0007266	bflo_11544	NEMVE15550, NEMVE00843
OG0007267	bflo_25645	NEMVE01298, NEMVE18408
OG0007268	bflo_21784	NEMVE08006
OG0007270	bflo_14763	NEMVE23267
OG0007271	bflo_23418	NEMVE14749
OG0007272	bflo_24550, bflo_24548	NEMVE17086
OG0007273	bflo_03291	NEMVE22414
OG0007274	bflo_16336	NEMVE12604, NEMVE24366
OG0007275	bflo_10957	NEMVE14669
OG0007277	bflo_18629	NEMVE02383
OG0007278	bflo_14356	NEMVE03386
OG0007279	bflo_20332	NEMVE24542
OG0007280	bflo_01423	NEMVE14013
OG0007281	bflo_23827	NEMVE23664
OG0007282	bflo_20472	NEMVE13645
OG0007286	bflo_05934, bflo_06644, bflo_06645, bflo_06646	NEMVE05488, NEMVE09092
OG0007288	bflo_08435	NEMVE08146
OG0007289	bflo_22229	NEMVE10504
OG0007290	bflo_13377	NEMVE17402
OG0007291	bflo_13121, bflo_27070	NEMVE14746
OG0007292	bflo_16155	NEMVE08212
OG0007293	bflo_05427	NEMVE13245
OG0007294	bflo_00403	NEMVE05938
OG0007295	bflo_07534	NEMVE19179
OG0007296	bflo_16995	NEMVE13425
OG0007297	bflo_23790	NEMVE05122
OG0007299	bflo_10653	NEMVE17700
OG0007300	bflo_19110	NEMVE10414
OG0007301	bflo_25038	NEMVE05910
OG0007302	bflo_14759	NEMVE24421
OG0007303	bflo_13169	NEMVE21168, NEMVE21934
OG0007304	bflo_24595	NEMVE19345
OG0007305	bflo_22443	NEMVE18637
OG0007306	bflo_17424	NEMVE18933
OG0007307	bflo_10777	NEMVE15849
OG0007309	bflo_23700	NEMVE20201
OG0007310	bflo_19137	NEMVE06728
OG0007312	bflo_23752	NEMVE23732
OG0007313	bflo_15745	NEMVE13991, NEMVE11990
OG0007314	bflo_08559	NEMVE14601
OG0007316	bflo_21079	NEMVE13237
OG0007317	bflo_06371	NEMVE07571
OG0007318	bflo_11011	NEMVE13190
OG0007319	bflo_09858	NEMVE13526
OG0007320	bflo_05418	NEMVE13887
OG0007321	bflo_21088	NEMVE14743
OG0007322	bflo_21299	NEMVE13884
OG0007323	bflo_01172	NEMVE15965
OG0007325	bflo_13977	NEMVE14080
OG0007326	bflo_22978	NEMVE02450
OG0007327	bflo_21825	NEMVE09633
OG0007328	bflo_10144	NEMVE25409
OG0007329	bflo_16943	NEMVE24680
OG0007331	bflo_19013, bflo_01457, bflo_19764	NEMVE17405, NEMVE06097
OG0007332	bflo_00043	NEMVE06433
OG0007333	bflo_21322	NEMVE18252
OG0007334	bflo_08019	NEMVE09677
OG0007335	bflo_08747	NEMVE10469
OG0007336	bflo_18139	NEMVE22461
OG0007337	bflo_14621	NEMVE05791
OG0007338	bflo_03890	NEMVE08790
OG0007339	bflo_18665, bflo_27270	NEMVE04953
OG0007340	bflo_16530	NEMVE06786
OG0007341	bflo_16524	NEMVE14964
OG0007342	bflo_18915	NEMVE14032
OG0007343	bflo_07918	NEMVE06113
OG0007344	bflo_07595	NEMVE17645
OG0007347	bflo_02081	NEMVE05928
OG0007348	bflo_22199	NEMVE25081
OG0007351	bflo_26476	NEMVE15176
OG0007352	bflo_22987	NEMVE22263
OG0007353	bflo_13799	NEMVE09891
OG0007354	bflo_00249	NEMVE12447, NEMVE22312
OG0007356	bflo_12334	NEMVE22435
OG0007357	bflo_22058	NEMVE03442
OG0007358	bflo_05818	NEMVE22472
OG0007360	bflo_16171	NEMVE13667
OG0007361	bflo_06202	NEMVE21896
OG0007363	bflo_15450	NEMVE07823
OG0007364	bflo_14577	NEMVE14072
OG0007365	bflo_25863	NEMVE02500
OG0007366	bflo_05679	NEMVE10651
OG0007367	bflo_25660	NEMVE14913
OG0007368	bflo_10256	NEMVE21985
OG0007370	bflo_20740	NEMVE24854
OG0007371	bflo_05288	NEMVE22865
OG0007372	bflo_12199	NEMVE14160
OG0007373	bflo_21841	NEMVE22902
OG0007374	bflo_10884	NEMVE10037
OG0007376	bflo_06403	NEMVE14158
OG0007377	bflo_17036	NEMVE01324
OG0007378	bflo_21755	NEMVE23117
OG0007380	bflo_12695	NEMVE06086, NEMVE12199
OG0007381	bflo_22930	NEMVE23101
OG0007382	bflo_12647	NEMVE14758
OG0007383	bflo_27218, bflo_17600	NEMVE20839
OG0007385	bflo_09851	NEMVE14990
OG0007386	bflo_06795	NEMVE13865, NEMVE00269
OG0007387	bflo_16313	NEMVE23956
OG0007388	bflo_25933	NEMVE05194
OG0007389	bflo_15838	NEMVE25345
OG0007390	bflo_04356	NEMVE24823
OG0007391	bflo_10127	NEMVE08201
OG0007392	bflo_26122	NEMVE13961
OG0007393	bflo_19723	NEMVE00582, NEMVE21768
OG0007394	bflo_24326	NEMVE22615
OG0007395	bflo_23165	NEMVE17435
OG0007396	bflo_12995	NEMVE15920
OG0007397	bflo_26218	NEMVE09462
OG0007399	bflo_24010	NEMVE09265
OG0007401	bflo_14612	NEMVE13443
OG0007402	bflo_23426	NEMVE14824
OG0007403	bflo_10174	NEMVE18192
OG0007404	bflo_14331	NEMVE24746
OG0007405	bflo_20962	NEMVE13995
OG0007407	bflo_08514	NEMVE14797
OG0007408	bflo_02032	NEMVE08149
OG0007409	bflo_02035	NEMVE13321
OG0007411	bflo_07704	NEMVE14384
OG0007412	bflo_17518	NEMVE08446
OG0007413	bflo_18831	NEMVE22933
OG0007415	bflo_02381	NEMVE22466
OG0007416	bflo_14951	NEMVE04678
OG0007417	bflo_20677	NEMVE08802
OG0007418	bflo_20034	NEMVE25117
OG0007419	bflo_22990	NEMVE14407
OG0007421	bflo_12217	NEMVE01648
OG0007422	bflo_19655	NEMVE06450
OG0007423	bflo_23596	NEMVE09572
OG0007424	bflo_23127	NEMVE07064
OG0007425	bflo_14507	NEMVE01463
OG0007426	bflo_18604	NEMVE25299
OG0007427	bflo_09574	NEMVE11584, NEMVE11585
OG0007430	bflo_17946	NEMVE21972
OG0007431	bflo_00171	NEMVE22905
OG0007432	bflo_24342	NEMVE23141
OG0007433	bflo_03234	NEMVE14283, NEMVE02780
OG0007434	bflo_23083	NEMVE21333
OG0007435	bflo_02346	NEMVE14771, NEMVE22934
OG0007436	bflo_02613, bflo_06085	NEMVE08293
OG0007438	bflo_09397	NEMVE24737
OG0007439	bflo_01560	NEMVE02374, NEMVE20588
OG0007440	bflo_12274	NEMVE21710
OG0007441	bflo_20302, bflo_15083	NEMVE10398
OG0007442	bflo_25641	NEMVE22223
OG0007443	bflo_20276	NEMVE25371
OG0007445	bflo_17572	NEMVE24684
OG0007446	bflo_07107	NEMVE14884
OG0007447	bflo_15402	NEMVE15214
OG0007449	bflo_12540	NEMVE18234, NEMVE18235
OG0007450	bflo_10846	NEMVE07887
OG0007451	bflo_13811	NEMVE09386
OG0007452	bflo_14825, bflo_14722	NEMVE00170, NEMVE13609
OG0007453	bflo_16585	NEMVE13424
OG0007454	bflo_22118	NEMVE14909
OG0007455	bflo_17706	NEMVE14702
OG0007456	bflo_01583	NEMVE06082
OG0007457	bflo_26814, bflo_06127	NEMVE25342
OG0007459	bflo_20243	NEMVE25566
OG0007460	bflo_10847	NEMVE14451
OG0007463	bflo_10590	NEMVE20726, NEMVE22590
OG0007464	bflo_00445	NEMVE24268
OG0007465	bflo_21112	NEMVE17581, NEMVE22007
OG0007466	bflo_08000	NEMVE22832
OG0007467	bflo_05624	NEMVE21131
OG0007471	bflo_13019	NEMVE23466
OG0007472	bflo_05935	NEMVE14194
OG0007474	bflo_01427	NEMVE18991
OG0007475	bflo_08869	NEMVE10836
OG0007476	bflo_25779	NEMVE15012
OG0007477	bflo_19128, bflo_19228	NEMVE05313
OG0007478	bflo_20152	NEMVE15694
OG0007480	bflo_09770	NEMVE13266
OG0007481	bflo_20525, bflo_20940	NEMVE22561
OG0007482	bflo_24643	NEMVE13581
OG0007483	bflo_05915	NEMVE08075
OG0007484	bflo_15769	NEMVE06907
OG0007485	bflo_22291	NEMVE25477
OG0007487	bflo_21834	NEMVE19514
OG0007488	bflo_09156	NEMVE24850
OG0007489	bflo_01354	NEMVE13290
OG0007490	bflo_01534	NEMVE24955
OG0007491	bflo_08894	NEMVE15400
OG0007492	bflo_11532	NEMVE12352
OG0007494	bflo_21044	NEMVE13649
OG0007495	bflo_02160	NEMVE14337
OG0007496	bflo_02927	NEMVE05960
OG0007497	bflo_21756	NEMVE06046, NEMVE11399, NEMVE04682, NEMVE18627
OG0007498	bflo_05937	NEMVE11016, NEMVE12879
OG0007499	bflo_23609	NEMVE18098
OG0007500	bflo_02362	NEMVE22504
OG0007501	bflo_03458	NEMVE15355
OG0007503	bflo_22154	NEMVE11611
OG0007504	bflo_23410	NEMVE23039
OG0007506	bflo_07456	NEMVE22395
OG0007507	bflo_20339	NEMVE25891
OG0007508	bflo_16429	NEMVE14963
OG0007509	bflo_25337	NEMVE17668
OG0007510	bflo_23353	NEMVE05795
OG0007513	bflo_12370	NEMVE25913
OG0007517	bflo_09839	NEMVE22057
OG0007518	bflo_12220	NEMVE14498
OG0007519	bflo_13950	NEMVE13604
OG0007522	bflo_03362	NEMVE14092
OG0007524	bflo_21710	NEMVE19720
OG0007525	bflo_25748	NEMVE07761
