Orthogroup	BRAFL	CAPO3
OG0006111	bflo_14276	CAPO304724
OG0006113	bflo_13176	CAPO307626
OG0006114	bflo_09437	CAPO304178
OG0006115	bflo_18472	CAPO306466
OG0006116	bflo_08257	CAPO304187
OG0006117	bflo_02390	CAPO302456
OG0006118	bflo_13945	CAPO306890
OG0006119	bflo_14075	CAPO305308
OG0006121	bflo_25317	CAPO308090
OG0006122	bflo_23070	CAPO302744
OG0006124	bflo_17542	CAPO304805
OG0006125	bflo_12138	CAPO306355
OG0006127	bflo_10573	CAPO301362
OG0006128	bflo_14557	CAPO301150
OG0006129	bflo_18775	CAPO300938
OG0006131	bflo_19826	CAPO303965
OG0006132	bflo_10299	CAPO307591
OG0006133	bflo_01121	CAPO304297
OG0006134	bflo_13339	CAPO307652
OG0006135	bflo_10168	CAPO307747
OG0006136	bflo_01637	CAPO304577
OG0006137	bflo_18124	CAPO303566
OG0006139	bflo_11965	CAPO301488
OG0006140	bflo_18342	CAPO301396
OG0006141	bflo_00269	CAPO302378
OG0006144	bflo_21040	CAPO307727
OG0006145	bflo_25040	CAPO304370
OG0006148	bflo_15811	CAPO302407
OG0006149	bflo_13184	CAPO301175
OG0006151	bflo_21632	CAPO304128
OG0006152	bflo_04414	CAPO306493
OG0006153	bflo_14168, bflo_15221, bflo_14170	CAPO305107
OG0006155	bflo_07610	CAPO301956
OG0006156	bflo_21660	CAPO304652
OG0006157	bflo_24352	CAPO300095, CAPO303951
OG0006158	bflo_09174, bflo_01127	CAPO307937
OG0006159	bflo_22205	CAPO307030
OG0006160	bflo_11696	CAPO304978
OG0006161	bflo_00825	CAPO301615
OG0006164	bflo_13904	CAPO307640
OG0006168	bflo_15636	CAPO306154
OG0006169	bflo_15504	CAPO305149
OG0006176	bflo_10375	CAPO304797
OG0006177	bflo_02434, bflo_02433, bflo_02197	CAPO306017
OG0006178	bflo_09792	CAPO306742
OG0006179	bflo_04520	CAPO307840
OG0006180	bflo_13527	CAPO308064
OG0006181	bflo_20856	CAPO308207
OG0006182	bflo_25676	CAPO300329
OG0006183	bflo_23251	CAPO306749
OG0006185	bflo_05702	CAPO301640
OG0006186	bflo_06017	CAPO304672
OG0006187	bflo_05860	CAPO303722
OG0006188	bflo_26244	CAPO307979
OG0006190	bflo_05580	CAPO304791
OG0006191	bflo_06643	CAPO301907
OG0006192	bflo_18864	CAPO308099
OG0006195	bflo_20785	CAPO308346, CAPO305489
OG0006196	bflo_21380	CAPO304854
OG0006198	bflo_09515	CAPO306368
OG0006199	bflo_18618	CAPO307861
OG0006200	bflo_08595	CAPO306047
OG0006202	bflo_12935	CAPO307311
OG0006204	bflo_21015	CAPO307074
OG0006205	bflo_22797	CAPO306928
OG0006206	bflo_08971	CAPO308060
OG0006209	bflo_06181	CAPO303208
OG0006210	bflo_13106	CAPO301051
OG0006211	bflo_00270	CAPO305755
OG0006213	bflo_02502	CAPO301176
OG0006214	bflo_13485	CAPO305313
OG0006216	bflo_23257	CAPO304328
OG0006225	bflo_05658	CAPO307529
OG0006226	bflo_25780	CAPO303955
OG0006227	bflo_08958	CAPO304192
OG0006229	bflo_15353	CAPO306729
OG0006230	bflo_00871	CAPO303003
OG0006233	bflo_00407	CAPO307263
OG0006234	bflo_26145	CAPO305546
OG0006235	bflo_04738	CAPO300217
OG0006237	bflo_24562	CAPO302524
OG0006239	bflo_12516	CAPO305262
OG0006243	bflo_01150	CAPO301646
OG0006244	bflo_20049	CAPO306900
OG0006245	bflo_08102, bflo_07454	CAPO307777
OG0006248	bflo_10873	CAPO307601
OG0006249	bflo_21979	CAPO304667
OG0006250	bflo_10622	CAPO301165
OG0006251	bflo_20251	CAPO302342
OG0006252	bflo_24544	CAPO304131
OG0006253	bflo_18151	CAPO307341
OG0006254	bflo_23376	CAPO305073
OG0006257	bflo_23181	CAPO305440
OG0006258	bflo_08012	CAPO300398
OG0006260	bflo_11688	CAPO300587
OG0006261	bflo_11759	CAPO305676
OG0006262	bflo_13775	CAPO307596
OG0006263	bflo_13999	CAPO307994
OG0006264	bflo_10775	CAPO307537
OG0006264	bflo_20207, bflo_21988, bflo_21332	CAPO304943
OG0006267	bflo_09297	CAPO300629
OG0006268	bflo_24468	CAPO305663
OG0006271	bflo_04493	CAPO306714
OG0006272	bflo_18786	CAPO300074
OG0006275	bflo_16471	CAPO304219
OG0006276	bflo_07351	CAPO306041
OG0006277	bflo_20538, bflo_20530	CAPO307602
OG0006278	bflo_20053	CAPO305153
OG0006279	bflo_17537	CAPO307288
OG0006280	bflo_04839	CAPO308182
OG0006281	bflo_24466	CAPO302129
OG0006284	bflo_18235	CAPO301681
OG0006285	bflo_16122	CAPO301258
OG0006286	bflo_18971	CAPO304212
OG0006287	bflo_08203	CAPO302795
OG0006288	bflo_20374	CAPO300129
OG0006289	bflo_11685	CAPO306652
OG0006291	bflo_14924	CAPO308081
OG0006293	bflo_20003	CAPO307067
OG0006294	bflo_16221	CAPO301151
OG0006295	bflo_20106	CAPO307143
OG0006297	bflo_11455	CAPO301937
OG0006298	bflo_02661	CAPO306805
OG0006301	bflo_11595	CAPO306072
OG0006305	bflo_08977	CAPO303850
OG0006306	bflo_17978	CAPO303905
OG0006309	bflo_03102	CAPO304441
OG0006311	bflo_19318	CAPO300748
OG0006313	bflo_07043, bflo_10742	CAPO306539
OG0006314	bflo_07683	CAPO308085, CAPO301326
OG0006317	bflo_08654, bflo_04834	CAPO301551
OG0006319	bflo_24488	CAPO306239
OG0006320	bflo_05610	CAPO303864
OG0006322	bflo_12481	CAPO305971
OG0006323	bflo_14271, bflo_14647	CAPO300361
OG0006324	bflo_13519	CAPO307431
OG0006329	bflo_09310	CAPO306283
OG0006330	bflo_06068	CAPO301590
OG0006331	bflo_14428	CAPO301721
OG0006332	bflo_01909	CAPO306801
OG0006334	bflo_25899	CAPO302140
OG0006335	bflo_26558	CAPO305790
OG0006338	bflo_06097	CAPO300367
OG0006339	bflo_20035	CAPO306751
OG0006340	bflo_07116	CAPO306725
OG0006341	bflo_08361	CAPO303256
OG0006344	bflo_00813	CAPO307345
OG0006346	bflo_01146	CAPO305832
OG0006347	bflo_14684, bflo_19080	CAPO305184
OG0006349	bflo_25604	CAPO304057
OG0006350	bflo_08058	CAPO302433
OG0006352	bflo_08289	CAPO301346
OG0006353	bflo_24274	CAPO301517
OG0006355	bflo_12183, bflo_12478	CAPO307129
OG0006356	bflo_20389	CAPO305164
OG0006358	bflo_11381	CAPO303299
OG0006359	bflo_15575	CAPO300583
OG0006360	bflo_03385, bflo_03153	CAPO304103
OG0006361	bflo_05840	CAPO308070
OG0006362	bflo_18189	CAPO308308
OG0006363	bflo_09433	CAPO301002
OG0006365	bflo_14330	CAPO300671
OG0006370	bflo_26334	CAPO300348
OG0006371	bflo_20282, bflo_21165	CAPO302658
OG0006372	bflo_12563	CAPO304608
OG0006375	bflo_23851	CAPO306256
OG0006377	bflo_11135	CAPO307494
OG0006378	bflo_09263	CAPO304918
OG0006381	bflo_11104	CAPO301472
OG0006382	bflo_22436	CAPO307026
OG0006383	bflo_07440	CAPO303174
OG0006384	bflo_03084	CAPO305941
OG0006385	bflo_13000	CAPO301074
OG0006386	bflo_01615	CAPO303165
OG0006387	bflo_17863	CAPO306319
OG0006389	bflo_18130	CAPO302170
OG0006390	bflo_11594	CAPO308093
OG0006392	bflo_17615	CAPO305806
OG0006394	bflo_23411	CAPO302470
OG0006395	bflo_06376	CAPO300149
OG0006399	bflo_20644	CAPO307228
OG0006443	bflo_14515	CAPO300234
OG0006447	bflo_16566	CAPO302283
OG0006448	bflo_19539	CAPO301094
OG0006449	bflo_01188	CAPO305961
OG0006456	bflo_10513	CAPO300992
OG0006457	bflo_01628	CAPO306648
OG0006459	bflo_06293	CAPO307843
OG0006460	bflo_21998	CAPO308313
OG0006461	bflo_11702	CAPO306350
OG0006462	bflo_23860	CAPO300662
OG0006464	bflo_21869	CAPO307754
OG0006465	bflo_19143	CAPO307052
OG0006467	bflo_13935	CAPO301292
OG0006468	bflo_13078	CAPO303390
OG0006469	bflo_23774	CAPO302486
OG0006470	bflo_07907	CAPO300984
OG0006471	bflo_26062	CAPO303440
OG0006474	bflo_20828	CAPO300155
OG0006475	bflo_18753	CAPO301888
OG0006476	bflo_15113	CAPO300216
OG0006478	bflo_25612	CAPO301079
OG0006479	bflo_24039	CAPO304002
OG0006480	bflo_00678	CAPO300197
OG0006481	bflo_06049	CAPO307580
OG0006482	bflo_20797	CAPO305654
OG0006485	bflo_07585	CAPO307612
OG0006487	bflo_11592	CAPO300649
OG0006488	bflo_19816	CAPO301772
OG0006490	bflo_10870, bflo_05896	CAPO301539
OG0006491	bflo_06140	CAPO300606
OG0006493	bflo_21776	CAPO306548
OG0006496	bflo_17077	CAPO304473
OG0006498	bflo_04405	CAPO301440
OG0006501	bflo_17311	CAPO307734
OG0006502	bflo_17569	CAPO301087
OG0006503	bflo_21277	CAPO304660
OG0006504	bflo_20826	CAPO302154
OG0006505	bflo_19259	CAPO301510
OG0006507	bflo_11054	CAPO301032
OG0006508	bflo_20287	CAPO301635
OG0006509	bflo_14958	CAPO304681
OG0006510	bflo_13854	CAPO300081
OG0006512	bflo_23985	CAPO301701
OG0006514	bflo_14347	CAPO304095
OG0006515	bflo_11505	CAPO306459
OG0006516	bflo_10198	CAPO305607
OG0006517	bflo_24897	CAPO300477
OG0006519	bflo_22646	CAPO308006
OG0006520	bflo_14783	CAPO300668
OG0006523	bflo_18015	CAPO302914
OG0006526	bflo_12927, bflo_12926, bflo_12565	CAPO303623
OG0006532	bflo_25565	CAPO304147
OG0006533	bflo_18102	CAPO305463
OG0006534	bflo_09361	CAPO305714
OG0006536	bflo_10319	CAPO305735
OG0006538	bflo_25710	CAPO305091
OG0006540	bflo_21685	CAPO304760
OG0006541	bflo_10367	CAPO302376, CAPO304688, CAPO300243
OG0006542	bflo_14786	CAPO305168
OG0006543	bflo_01627, bflo_01968	CAPO305452
OG0006544	bflo_05615	CAPO306101
OG0006545	bflo_18669	CAPO307929
OG0006546	bflo_24638	CAPO305234
OG0006549	bflo_11330	CAPO306040
OG0006550	bflo_11678	CAPO307487
OG0006552	bflo_05852	CAPO301957
OG0006553	bflo_05354	CAPO308128
OG0006554	bflo_20165	CAPO306525
OG0006555	bflo_00300	CAPO305951
OG0006556	bflo_18303	CAPO304941
OG0006557	bflo_20634	CAPO300124
OG0006561	bflo_16142	CAPO300890
OG0006562	bflo_22495	CAPO303607
OG0006566	bflo_23421	CAPO303944
OG0006568	bflo_05595	CAPO303043
OG0006569	bflo_15213	CAPO300856
OG0006570	bflo_15564	CAPO302571
OG0006571	bflo_06463	CAPO306740
OG0006572	bflo_25786	CAPO302175
OG0006573	bflo_20873	CAPO306413
OG0006575	bflo_13757	CAPO304950
OG0006577	bflo_11522	CAPO300858
OG0006578	bflo_09529	CAPO303393
OG0006580	bflo_02508	CAPO306179
OG0006581	bflo_18745	CAPO300223
OG0006582	bflo_03259	CAPO305399
OG0006583	bflo_17843	CAPO308147
OG0006584	bflo_03876	CAPO304380
OG0006586	bflo_14224	CAPO300241
OG0006590	bflo_10285	CAPO304634
OG0006591	bflo_06635	CAPO306654
OG0006592	bflo_13940	CAPO302105
OG0006594	bflo_20278	CAPO305352
OG0006595	bflo_02350	CAPO306726
OG0006596	bflo_13930	CAPO305496
OG0006597	bflo_15494	CAPO306143
OG0006598	bflo_05586	CAPO303505
OG0006600	bflo_23846	CAPO300993
OG0006602	bflo_17654	CAPO306545
OG0006603	bflo_14044	CAPO305246
OG0006604	bflo_20173	CAPO301632
OG0006606	bflo_18082	CAPO300627, CAPO305047
OG0006607	bflo_05639	CAPO302836
OG0006608	bflo_21845	CAPO304829
OG0006610	bflo_23392	CAPO305635
OG0006611	bflo_19675	CAPO303370
OG0006612	bflo_25815	CAPO303674
OG0006613	bflo_08658	CAPO305926
OG0006614	bflo_25283	CAPO307923
OG0006615	bflo_21623	CAPO300892
OG0006616	bflo_22437, bflo_21296	CAPO302496
OG0006617	bflo_05821	CAPO304084
OG0006619	bflo_06530	CAPO305225
OG0006622	bflo_21805	CAPO307274
OG0006625	bflo_19250	CAPO304287
OG0006627	bflo_17602	CAPO300634
OG0006630	bflo_08331	CAPO301318
OG0006631	bflo_02399	CAPO302816
OG0006633	bflo_24067, bflo_24065	CAPO306794
OG0006636	bflo_23809	CAPO304383
OG0006637	bflo_00907	CAPO304312
OG0006638	bflo_12844	CAPO302167
OG0006640	bflo_07124	CAPO308241
OG0006642	bflo_22844	CAPO303206
OG0006646	bflo_03757	CAPO308061
OG0006648	bflo_17710	CAPO300638
OG0006651	bflo_17634	CAPO306376
OG0006655	bflo_00135	CAPO306982
OG0006657	bflo_04947	CAPO304665
OG0006658	bflo_06383	CAPO301723
OG0006662	bflo_01575	CAPO305585
OG0006663	bflo_14425	CAPO301399
OG0006664	bflo_15928	CAPO302941
OG0006666	bflo_09187	CAPO301682
OG0006667	bflo_26184	CAPO305573
OG0006668	bflo_14166	CAPO301053
OG0006669	bflo_25294	CAPO301280
OG0006670	bflo_16533	CAPO306366
OG0006671	bflo_24607	CAPO307485
OG0006673	bflo_02561	CAPO302685
OG0006677	bflo_23397	CAPO304250
OG0006678	bflo_23848	CAPO300092
OG0006680	bflo_09207	CAPO301748
OG0006681	bflo_19242	CAPO305354
OG0006684	bflo_11878	CAPO305512
OG0006686	bflo_17040, bflo_17043	CAPO307531
OG0006690	bflo_11580	CAPO302172
OG0006691	bflo_19257	CAPO305670
OG0006692	bflo_02897	CAPO302647
OG0006693	bflo_07011	CAPO302616
OG0006694	bflo_18353	CAPO302438
OG0006695	bflo_14487	CAPO302533
OG0006698	bflo_12723	CAPO305852
OG0006702	bflo_01001	CAPO307269
OG0006703	bflo_01171	CAPO302601
OG0006704	bflo_20746	CAPO305136
OG0006706	bflo_16963	CAPO303773
OG0006707	bflo_16382	CAPO304129
OG0006708	bflo_15553	CAPO304327
OG0006709	bflo_19084	CAPO302993
OG0006710	bflo_05942	CAPO307958
OG0006712	bflo_12812, bflo_12813	CAPO307469
OG0006714	bflo_09041	CAPO301000
OG0006716	bflo_23946	CAPO302196
OG0006717	bflo_18859	CAPO305633
OG0006718	bflo_10197	CAPO306293
OG0006719	bflo_22960	CAPO302454
OG0006721	bflo_06291	CAPO307315
OG0006722	bflo_25547	CAPO304555
OG0006723	bflo_24515	CAPO300019
OG0006725	bflo_11101	CAPO301206
OG0006726	bflo_05430	CAPO303375
OG0006727	bflo_00991	CAPO306447
OG0006728	bflo_04467	CAPO303411
OG0006729	bflo_26172	CAPO302448
OG0006730	bflo_03962	CAPO307696
OG0006732	bflo_00438	CAPO301757
OG0006733	bflo_12538	CAPO306420
OG0006735	bflo_07008	CAPO307764
OG0006736	bflo_13100	CAPO301670
OG0006737	bflo_14048	CAPO302977
OG0006738	bflo_18621	CAPO305285
OG0006740	bflo_17055	CAPO304581
OG0006741	bflo_11667	CAPO306132
OG0006745	bflo_21271	CAPO304913
OG0006750	bflo_01070	CAPO306076
OG0006751	bflo_20349	CAPO305160
OG0006752	bflo_14648	CAPO301753
OG0006753	bflo_09892	CAPO304199
OG0006754	bflo_13351	CAPO307231
OG0006755	bflo_14829	CAPO304099
OG0006757	bflo_24956	CAPO308250
OG0006758	bflo_00186	CAPO303486
OG0006759	bflo_09138	CAPO301178
OG0006766	bflo_18339	CAPO300327
OG0006769	bflo_21934	CAPO304104
OG0006772	bflo_10630	CAPO306103
OG0006775	bflo_23577	CAPO303956
OG0006776	bflo_18625	CAPO307354, CAPO307229
OG0006777	bflo_17793, bflo_19104	CAPO308320
OG0006791	bflo_10577	CAPO302265
OG0006796	bflo_09118, bflo_09119	CAPO306698, CAPO305329
OG0006826	bflo_15514	CAPO306575
OG0006827	bflo_26115	CAPO306579
OG0006830	bflo_20502	CAPO304885
OG0006833	bflo_13923	CAPO307011
OG0006838	bflo_22711	CAPO304346
OG0006842	bflo_26032	CAPO303033
OG0006843	bflo_05656	CAPO301783
OG0006844	bflo_02086	CAPO303858
OG0006845	bflo_16282	CAPO304222
OG0006846	bflo_05424	CAPO305985, CAPO301436
OG0006848	bflo_07388	CAPO302750
OG0006849	bflo_23476	CAPO306709
OG0006850	bflo_18002	CAPO300307
OG0006856	bflo_08265	CAPO306926
OG0006857	bflo_22461	CAPO304592
OG0006860	bflo_13831	CAPO304880
OG0006862	bflo_07506	CAPO306834
OG0006864	bflo_14254	CAPO300266
OG0006865	bflo_21505, bflo_21504	CAPO300579
OG0006867	bflo_17074	CAPO304561
OG0006868	bflo_13873	CAPO304824
OG0006869	bflo_11211	CAPO303718
OG0006870	bflo_14756	CAPO305471
OG0006872	bflo_13623	CAPO305763, CAPO306267
OG0006874	bflo_23619	CAPO303002
OG0006875	bflo_24959	CAPO300245
OG0006876	bflo_25862	CAPO301384
OG0006877	bflo_07384	CAPO303758
OG0006880	bflo_22152	CAPO300637
OG0006881	bflo_14289	CAPO307302
OG0006886	bflo_18390	CAPO308008
OG0006887	bflo_19380	CAPO303330
OG0006888	bflo_21809	CAPO300481
OG0006889	bflo_13410	CAPO305411
OG0006890	bflo_10189	CAPO301774
OG0006892	bflo_19210	CAPO306271
OG0006893	bflo_22850	CAPO308281
OG0006894	bflo_23771	CAPO305493
OG0006895	bflo_03293	CAPO305321
OG0006897	bflo_06445	CAPO305270
OG0006898	bflo_12617	CAPO307616
OG0006901	bflo_19215	CAPO301222
OG0006904	bflo_08783	CAPO301235
OG0006912	bflo_16818	CAPO306387
OG0006914	bflo_06676	CAPO302212
OG0006915	bflo_12701, bflo_24776	CAPO305363
OG0006916	bflo_05711	CAPO306266
OG0006918	bflo_06388	CAPO303362
OG0006920	bflo_18393	CAPO306461
OG0006923	bflo_17476	CAPO303076
OG0006924	bflo_14841	CAPO304320
OG0006925	bflo_01234	CAPO306734
OG0006926	bflo_01326	CAPO303493
OG0006927	bflo_25864	CAPO303700
OG0006930	bflo_18159	CAPO301522
OG0006931	bflo_03880	CAPO300460
OG0006932	bflo_23118, bflo_22872	CAPO305813
OG0006934	bflo_22320	CAPO304656
OG0006935	bflo_10058	CAPO305404
OG0006936	bflo_10276, bflo_09616	CAPO301255
OG0006937	bflo_06019	CAPO300724
OG0006938	bflo_11763	CAPO307064
OG0006939	bflo_05623	CAPO300423
OG0006940	bflo_00686	CAPO308295
OG0006942	bflo_16437	CAPO305131
OG0006943	bflo_06674	CAPO300653
OG0006944	bflo_11099	CAPO301423
OG0006945	bflo_18670	CAPO304257
OG0006947	bflo_23439, bflo_10825	CAPO303778
OG0006948	bflo_23320	CAPO307507
OG0006949	bflo_08640	CAPO300866
OG0006951	bflo_02466	CAPO302915
OG0006952	bflo_12669	CAPO308002
OG0006953	bflo_23341	CAPO302825
OG0006957	bflo_08841	CAPO304410
OG0006960	bflo_06033	CAPO306688
OG0006962	bflo_19179	CAPO307572
OG0006964	bflo_18137	CAPO306352
OG0006966	bflo_21938	CAPO304695
OG0006967	bflo_23381	CAPO303820
OG0006968	bflo_12636	CAPO301435
OG0006969	bflo_09435	CAPO306618
OG0006970	bflo_20527	CAPO304851
OG0006971	bflo_20344	CAPO303658
OG0006973	bflo_17571	CAPO306305
OG0006975	bflo_18089	CAPO306893
OG0006977	bflo_11476	CAPO305268
OG0006978	bflo_06276	CAPO304336
OG0006979	bflo_08448	CAPO300168
OG0006980	bflo_24447	CAPO305562
OG0006982	bflo_09169	CAPO305716
OG0006983	bflo_24722	CAPO300916
OG0006989	bflo_04780	CAPO302679
OG0006990	bflo_07372	CAPO300763
OG0006991	bflo_06043	CAPO303392
OG0006993	bflo_22403	CAPO305954
OG0006994	bflo_02112	CAPO306564
OG0006995	bflo_02848	CAPO306435
OG0006997	bflo_11454	CAPO304873
OG0006998	bflo_23590	CAPO301390
OG0006999	bflo_01138	CAPO303913
OG0007001	bflo_03475	CAPO305444
OG0007002	bflo_15746	CAPO304225
OG0007003	bflo_13387	CAPO302304
OG0007005	bflo_20341	CAPO303654
OG0007007	bflo_18247	CAPO302408
OG0007009	bflo_07642	CAPO305960
OG0007010	bflo_14446	CAPO301780
OG0007011	bflo_15254	CAPO301128
OG0007012	bflo_08408	CAPO304946
OG0007013	bflo_22925	CAPO303300
OG0007015	bflo_27330, bflo_20402	CAPO305278
OG0007016	bflo_14032	CAPO304972
OG0007017	bflo_21913	CAPO301345
OG0007018	bflo_23908	CAPO300889
OG0007019	bflo_23063	CAPO304408
OG0007020	bflo_10034	CAPO303562, CAPO308296
OG0007021	bflo_21680	CAPO306622
OG0007022	bflo_18552	CAPO303253
OG0007024	bflo_11367	CAPO302054
OG0007025	bflo_14744	CAPO302785
OG0007026	bflo_09805	CAPO304159
OG0007032	bflo_18346	CAPO304830
OG0007033	bflo_16162	CAPO305180
OG0007034	bflo_19304	CAPO306932
OG0007038	bflo_11762, bflo_11636	CAPO302068
OG0007040	bflo_15748	CAPO306537
OG0007042	bflo_02915	CAPO307996
OG0007043	bflo_10682	CAPO305780
OG0007044	bflo_04989, bflo_15125	CAPO307221
OG0007045	bflo_18005	CAPO305958
OG0007046	bflo_17255	CAPO305591
OG0007047	bflo_15778	CAPO305693
OG0007048	bflo_23058	CAPO302164
OG0007049	bflo_24438	CAPO305031
OG0007050	bflo_09428	CAPO307898
OG0007055	bflo_21171	CAPO304778
OG0007057	bflo_09203	CAPO304630
OG0007058	bflo_17608	CAPO301734, CAPO304572
OG0007059	bflo_10444	CAPO303590, CAPO303318
OG0007061	bflo_10696	CAPO305340
OG0007062	bflo_24989	CAPO302545
OG0007063	bflo_23792	CAPO308261
OG0007065	bflo_10221	CAPO301537
OG0007068	bflo_07102	CAPO307887
OG0007069	bflo_06573	CAPO307200
OG0007071	bflo_09008	CAPO301761
OG0007072	bflo_12921	CAPO306160
OG0007073	bflo_24056	CAPO302936
OG0007074	bflo_04122	CAPO306910
OG0007076	bflo_15859	CAPO300474
OG0007081	bflo_14270	CAPO305760
OG0007084	bflo_12638	CAPO307673
OG0007086	bflo_11245	CAPO306079
OG0007089	bflo_02444	CAPO300706
OG0007090	bflo_25747	CAPO300368
OG0007091	bflo_05854	CAPO304945
OG0007092	bflo_15232	CAPO304498, CAPO305528
OG0007093	bflo_10575	CAPO308175
OG0007094	bflo_18319	CAPO301835
OG0007095	bflo_23010	CAPO304293
OG0007097	bflo_07989	CAPO302515
OG0007098	bflo_13800	CAPO301993
OG0007099	bflo_21945	CAPO304218
OG0007100	bflo_11271	CAPO302645
OG0007105	bflo_21094	CAPO303780
OG0007106	bflo_11280	CAPO302226
OG0007112	bflo_06337	CAPO303793
OG0007114	bflo_14043	CAPO305243
OG0007118	bflo_17782	CAPO306502
OG0007119	bflo_26455	CAPO303656
OG0007121	bflo_21082	CAPO305337
OG0007122	bflo_24072	CAPO302728
OG0007124	bflo_15170	CAPO307876
OG0007127	bflo_00577	CAPO305077
OG0007130	bflo_11677	CAPO302224
OG0007131	bflo_25611	CAPO304315
OG0007132	bflo_05661	CAPO301608
OG0007133	bflo_02382	CAPO305338
OG0007134	bflo_10408	CAPO302517
OG0007137	bflo_22784	CAPO303287
OG0007138	bflo_15711	CAPO307436
OG0007139	bflo_05619	CAPO302325
OG0007143	bflo_01199	CAPO307276
OG0007144	bflo_20069	CAPO301797
OG0007145	bflo_05954, bflo_05366	CAPO305008
OG0007146	bflo_21226	CAPO306800
OG0007147	bflo_24598	CAPO305032
OG0007150	bflo_12859, bflo_09705	CAPO304704
OG0007151	bflo_14436	CAPO304299
OG0007154	bflo_11488	CAPO302715
OG0007158	bflo_12648	CAPO303011
OG0007160	bflo_13912	CAPO301230
OG0007162	bflo_12051	CAPO305815
OG0007163	bflo_05600	CAPO306908
OG0007165	bflo_08764	CAPO300764
OG0007166	bflo_09971	CAPO301841
OG0007168	bflo_18756	CAPO304836
OG0007173	bflo_24164	CAPO305749, CAPO300679
OG0007174	bflo_13932	CAPO304732
OG0007175	bflo_10755	CAPO300929
OG0007176	bflo_11713	CAPO305825
OG0007178	bflo_16205	CAPO306843
OG0007181	bflo_12101	CAPO302549
OG0007182	bflo_21896	CAPO302258
OG0007184	bflo_21975, bflo_21917	CAPO304626
OG0007186	bflo_15420	CAPO306272
OG0007191	bflo_25319	CAPO307327
OG0007192	bflo_19273	CAPO307148
OG0007194	bflo_21637	CAPO304755
OG0007201	bflo_22933	CAPO305686
OG0007204	bflo_25247	CAPO305874
OG0007213	bflo_23133	CAPO300546
OG0007248	bflo_12581	CAPO305807
OG0007249	bflo_09901	CAPO304279
OG0007251	bflo_02716	CAPO307515
OG0007254	bflo_25142	CAPO300342
OG0007258	bflo_05313	CAPO301895
OG0007261	bflo_26189	CAPO306348
OG0007266	bflo_11544	CAPO305560
OG0007269	bflo_11589	CAPO305691
OG0007272	bflo_24550, bflo_24548	CAPO303817, CAPO303673
OG0007273	bflo_03291	CAPO305134
OG0007276	bflo_02810	CAPO301595
OG0007279	bflo_20332	CAPO302557
OG0007281	bflo_23827	CAPO304423
OG0007282	bflo_20472	CAPO300960
OG0007283	bflo_04526	CAPO304757
OG0007291	bflo_13121, bflo_27070	CAPO307621
OG0007292	bflo_16155	CAPO302024
OG0007293	bflo_05427	CAPO301970
OG0007297	bflo_23790	CAPO305876
OG0007299	bflo_10653	CAPO308254
OG0007300	bflo_19110	CAPO301046
OG0007301	bflo_25038	CAPO301996
OG0007302	bflo_14759	CAPO307174
OG0007303	bflo_13169	CAPO302064
OG0007304	bflo_24595	CAPO306505
OG0007305	bflo_22443	CAPO303443
OG0007307	bflo_10777	CAPO304518, CAPO304185
OG0007309	bflo_23700	CAPO300726
OG0007313	bflo_15745	CAPO302761
OG0007314	bflo_08559	CAPO307151
OG0007315	bflo_05903	CAPO300478
OG0007317	bflo_06371	CAPO306655
OG0007319	bflo_09858	CAPO300742
OG0007320	bflo_05418	CAPO300324
OG0007321	bflo_21088	CAPO307651
OG0007322	bflo_21299	CAPO301300
OG0007325	bflo_13977	CAPO305675
OG0007326	bflo_22978	CAPO304342
OG0007329	bflo_16943	CAPO306408
OG0007330	bflo_14343	CAPO300366
OG0007335	bflo_08747	CAPO304929
OG0007336	bflo_18139	CAPO304895
OG0007339	bflo_18665, bflo_27270	CAPO300192
OG0007341	bflo_16524	CAPO300898
OG0007342	bflo_18915	CAPO300397
OG0007343	bflo_07918	CAPO305744
OG0007347	bflo_02081	CAPO302872
OG0007348	bflo_22199	CAPO307161
OG0007350	bflo_23018	CAPO306078
OG0007352	bflo_22987	CAPO306052
OG0007353	bflo_13799	CAPO302025
OG0007354	bflo_00249	CAPO303485
OG0007356	bflo_12334	CAPO306331
OG0007357	bflo_22058	CAPO304967
OG0007358	bflo_05818	CAPO304741
OG0007361	bflo_06202	CAPO305039
OG0007363	bflo_15450	CAPO304834
OG0007364	bflo_14577	CAPO303075
OG0007365	bflo_25863	CAPO306500
OG0007366	bflo_05679	CAPO305485
OG0007367	bflo_25660	CAPO305088
OG0007368	bflo_10256	CAPO305250
OG0007371	bflo_05288	CAPO305453
OG0007372	bflo_12199	CAPO307960
OG0007373	bflo_21841	CAPO301099
OG0007376	bflo_06403	CAPO302556
OG0007377	bflo_17036	CAPO306927
OG0007378	bflo_21755	CAPO307557
OG0007379	bflo_05815	CAPO305130
OG0007380	bflo_12695	CAPO300141
OG0007381	bflo_22930	CAPO303646
OG0007382	bflo_12647	CAPO305525
OG0007385	bflo_09851	CAPO304120
OG0007387	bflo_16313	CAPO304030
OG0007388	bflo_25933	CAPO306166
OG0007391	bflo_10127	CAPO304827
OG0007392	bflo_26122	CAPO303501
OG0007393	bflo_19723	CAPO301859
OG0007395	bflo_23165	CAPO302788
OG0007396	bflo_12995	CAPO302581
OG0007397	bflo_26218	CAPO300434
OG0007399	bflo_24010	CAPO306050
OG0007401	bflo_14612	CAPO302124
