Orthogroup	BRAFL	AENJA_ok
OG0006178	bflo_09792	AENJA_10275
OG0006179	bflo_04520	AENJA_10561
OG0006180	bflo_13527	AENJA_10861
OG0006181	bflo_20856	AENJA_10967
OG0006182	bflo_25676	AENJA_10981
OG0006183	bflo_23251	AENJA_10999
OG0006184	bflo_23887	AENJA_11002
OG0006185	bflo_05702	AENJA_11023
OG0006186	bflo_06017	AENJA_11147
OG0006187	bflo_05860	AENJA_11209
OG0006188	bflo_26244	AENJA_11273
OG0006189	bflo_22949	AENJA_11334
OG0006190	bflo_05580	AENJA_11350
OG0006191	bflo_06643	AENJA_11447
OG0006192	bflo_18864	AENJA_11677
OG0006193	bflo_02320	AENJA_11737
OG0006194	bflo_23358	AENJA_11901
OG0006195	bflo_20785	AENJA_11917
OG0006197	bflo_02457	AENJA_11971
OG0006198	bflo_09515	AENJA_12070
OG0006199	bflo_18618	AENJA_12139
OG0006200	bflo_08595	AENJA_12153
OG0006201	bflo_23027	AENJA_12203
OG0006202	bflo_12935	AENJA_12367
OG0006203	bflo_09204	AENJA_12535
OG0006204	bflo_21015	AENJA_12686
OG0006205	bflo_22797	AENJA_12688
OG0006206	bflo_08971	AENJA_12805
OG0006207	bflo_01371	AENJA_12948
OG0006208	bflo_06603	AENJA_13009
OG0006209	bflo_06181	AENJA_23478
OG0006210	bflo_13106	AENJA_13227
OG0006211	bflo_00270	AENJA_13228
OG0006212	bflo_03802	AENJA_13615
OG0006213	bflo_02502	AENJA_13784
OG0006214	bflo_13485	AENJA_13793
OG0006215	bflo_25728	AENJA_13837
OG0006216	bflo_23257	AENJA_13923
OG0006217	bflo_25027	AENJA_14066
OG0006219	bflo_21739	AENJA_14548
OG0006220	bflo_00341	AENJA_14611
OG0006223	bflo_00645	AENJA_15092
OG0006224	bflo_24773	AENJA_15254
OG0006225	bflo_05658	AENJA_15351
OG0006226	bflo_25780	AENJA_15385
OG0006227	bflo_08958	AENJA_15421
OG0006228	bflo_03255	AENJA_15504
OG0006229	bflo_15353	AENJA_15614
OG0006230	bflo_00871	AENJA_15684
OG0006231	bflo_01955	AENJA_15837
OG0006232	bflo_19510	AENJA_15886
OG0006233	bflo_00407	AENJA_15946
OG0006234	bflo_26145	AENJA_16010
OG0006235	bflo_04738	AENJA_16141
OG0006238	bflo_09797	AENJA_16302
OG0006239	bflo_12516	AENJA_16437
OG0006240	bflo_11621, bflo_11462	AENJA_16454
OG0006241	bflo_15767	AENJA_25127
OG0006243	bflo_01150	AENJA_16698
OG0006244	bflo_20049	AENJA_16795
OG0006245	bflo_08102, bflo_07454	AENJA_16829
OG0006246	bflo_25653	AENJA_17039
OG0006248	bflo_10873	AENJA_17259
OG0006249	bflo_21979	AENJA_17261
OG0006250	bflo_10622	AENJA_17439
OG0006251	bflo_20251	AENJA_17441
OG0006252	bflo_24544	AENJA_17447
OG0006253	bflo_18151	AENJA_17599
OG0006254	bflo_23376	AENJA_17640
OG0006255	bflo_09248	AENJA_17672
OG0006256	bflo_12433	AENJA_17761
OG0006257	bflo_23181	AENJA_17769
OG0006258	bflo_08012	AENJA_17969
OG0006259	bflo_01572	AENJA_18025
OG0006260	bflo_11688	AENJA_18129
OG0006261	bflo_11759	AENJA_18176, AENJA_20158
OG0006262	bflo_13775	AENJA_18244
OG0006263	bflo_13999	AENJA_18245
OG0006264	bflo_20207	AENJA_18267
OG0006265	bflo_02302	AENJA_18276
OG0006266	bflo_16785	AENJA_18308
OG0006267	bflo_09297	AENJA_18383
OG0006268	bflo_24468	AENJA_18487
OG0006270	bflo_05040	AENJA_18694
OG0006271	bflo_04493	AENJA_18740
OG0006272	bflo_18786	AENJA_18803
OG0006273	bflo_13704	AENJA_18828
OG0006274	bflo_03315	AENJA_19064
OG0006275	bflo_16471	AENJA_19065
OG0006276	bflo_07351	AENJA_19069
OG0006277	bflo_20538, bflo_20530	AENJA_19169
OG0006278	bflo_20053	AENJA_19171
OG0006279	bflo_17537	AENJA_19295
OG0006280	bflo_04839	AENJA_19369
OG0006281	bflo_24466	AENJA_19582, AENJA_19578
OG0006282	bflo_02122, bflo_02747, bflo_08061	AENJA_19605
OG0006283	bflo_00422	AENJA_19606
OG0006285	bflo_16122	AENJA_19755
OG0006286	bflo_18971	AENJA_19771
OG0006288	bflo_20374	AENJA_19866
OG0006289	bflo_11685	AENJA_19932
OG0006290	bflo_24409	AENJA_20061
OG0006291	bflo_14924	AENJA_20076
OG0006292	bflo_13894	AENJA_20113
OG0006293	bflo_20003	AENJA_20143
OG0006294	bflo_16221	AENJA_20284
OG0006295	bflo_20106	AENJA_20394
OG0006296	bflo_12264	AENJA_20618
OG0006297	bflo_11455	AENJA_20620
OG0006300	bflo_06298	AENJA_20948
OG0006301	bflo_11595	AENJA_20997
OG0006302	bflo_01595	AENJA_21163
OG0006303	bflo_17565	AENJA_21198, AENJA_26774
OG0006304	bflo_14203	AENJA_22197, AENJA_21343
OG0006305	bflo_08977	AENJA_21522
OG0006306	bflo_17978	AENJA_21664
OG0006307	bflo_25286	AENJA_21672
OG0006308	bflo_18372	AENJA_21750
OG0006309	bflo_03102	AENJA_21854
OG0006310	bflo_03295	AENJA_21860, AENJA_21859
OG0006311	bflo_19318	AENJA_21861
OG0006312	bflo_07378	AENJA_21921
OG0006313	bflo_07043, bflo_10742	AENJA_21937
OG0006314	bflo_07683	AENJA_22087
OG0006315	bflo_22085	AENJA_22252
OG0006316	bflo_25242	AENJA_22338
OG0006317	bflo_08654, bflo_04834	AENJA_22566
OG0006318	bflo_17785	AENJA_22571
OG0006319	bflo_24488	AENJA_22630
OG0006320	bflo_05610	AENJA_22758
OG0006321	bflo_13034	AENJA_22824
OG0006322	bflo_12481	AENJA_22831
OG0006323	bflo_14271, bflo_14647	AENJA_22914
OG0006324	bflo_13519	AENJA_22925
OG0006325	bflo_16487	AENJA_22933
OG0006326	bflo_16206	AENJA_22955
OG0006327	bflo_00309	AENJA_22981
OG0006328	bflo_05901	AENJA_22997
OG0006329	bflo_09310	AENJA_23040
OG0006330	bflo_06068	AENJA_23067
OG0006331	bflo_14428	AENJA_23112
OG0006332	bflo_01909	AENJA_23127
OG0006333	bflo_17612	AENJA_23164
OG0006334	bflo_25899	AENJA_23288
OG0006335	bflo_26558	AENJA_23454
OG0006337	bflo_05655	AENJA_23475
OG0006338	bflo_06097	AENJA_23490
OG0006339	bflo_20035	AENJA_23637, AENJA_24037
OG0006340	bflo_07116	AENJA_23711
OG0006341	bflo_08361	AENJA_23741, AENJA_25917
OG0006342	bflo_12468	AENJA_23852
OG0006344	bflo_00813	AENJA_23992
OG0006345	bflo_01943	AENJA_24082, AENJA_24083
OG0006347	bflo_19080	AENJA_24626
OG0006348	bflo_07405	AENJA_24680
OG0006349	bflo_25604	AENJA_25019
OG0006350	bflo_08058	AENJA_25064
OG0006351	bflo_15509	AENJA_25123
OG0006352	bflo_08289	AENJA_25150
OG0006353	bflo_24274	AENJA_25212
OG0006354	bflo_05295	AENJA_25512
OG0006355	bflo_12183, bflo_12478	AENJA_25525
OG0006356	bflo_20389	AENJA_25547
OG0006357	bflo_24141	AENJA_25611
OG0006358	bflo_11381	AENJA_25645
OG0006359	bflo_15575	AENJA_25669
OG0006360	bflo_03385, bflo_03153	AENJA_25814
OG0006361	bflo_05840	AENJA_25897
OG0006362	bflo_18189	AENJA_25951
OG0006363	bflo_09433	AENJA_26238
OG0006364	bflo_07999	AENJA_26381
OG0006365	bflo_14330	AENJA_26404
OG0006366	bflo_22239, bflo_22237	AENJA_26566
OG0006442	bflo_13908	AENJA_00020
OG0006443	bflo_14515	AENJA_00055
OG0006444	bflo_06789	AENJA_06188, AENJA_09945, AENJA_00061
OG0006446	bflo_15544	AENJA_00094, AENJA_00100
OG0006447	bflo_16566	AENJA_00097
OG0006448	bflo_19539	AENJA_00147
OG0006449	bflo_01188	AENJA_00161
OG0006450	bflo_01056	AENJA_25714, AENJA_25519, AENJA_25521, AENJA_08332, AENJA_24817, AENJA_02175, AENJA_25518, AENJA_10520, AENJA_00258, AENJA_00256, AENJA_23003, AENJA_24819, AENJA_06633, AENJA_22132, AENJA_25320, AENJA_17565, AENJA_17564, AENJA_00378, AENJA_00739, AENJA_09336, AENJA_06638, AENJA_20393, AENJA_17572, AENJA_06634, AENJA_06635
OG0006452	bflo_12209, bflo_12103	AENJA_00377
OG0006454	bflo_20245	AENJA_00458
OG0006456	bflo_10513	AENJA_18569, AENJA_00534
OG0006457	bflo_01628	AENJA_00607, AENJA_13698
OG0006458	bflo_19280	AENJA_00698
OG0006459	bflo_06293	AENJA_00708
OG0006460	bflo_21998	AENJA_00719
OG0006461	bflo_11702	AENJA_00796
OG0006462	bflo_23860	AENJA_00971
OG0006463	bflo_02802	AENJA_00994
OG0006464	bflo_21869	AENJA_01149
OG0006465	bflo_19143	AENJA_01262
OG0006467	bflo_13935	AENJA_01368
OG0006468	bflo_13078	AENJA_01371
OG0006469	bflo_23774	AENJA_01523
OG0006470	bflo_07907	AENJA_01586
OG0006471	bflo_26062	AENJA_01591
OG0006472	bflo_25166	AENJA_01675
OG0006474	bflo_20828	AENJA_01839
OG0006475	bflo_18753	AENJA_02093
OG0006476	bflo_15113	AENJA_02142
OG0006477	bflo_07560	AENJA_02248
OG0006478	bflo_25612	AENJA_02289
OG0006479	bflo_24039	AENJA_02378
OG0006480	bflo_00678	AENJA_02386
OG0006481	bflo_06049	AENJA_02402
OG0006482	bflo_20797	AENJA_19144, AENJA_02493
OG0006483	bflo_06037	AENJA_02646
OG0006485	bflo_07585	AENJA_02849
OG0006486	bflo_11432	AENJA_02954
OG0006487	bflo_11592	AENJA_02956
OG0006488	bflo_19816	AENJA_03064
OG0006490	bflo_10870, bflo_05896	AENJA_03091
OG0006491	bflo_06140	AENJA_03152
OG0006492	bflo_13531	AENJA_03167
OG0006493	bflo_21776	AENJA_03180
OG0006494	bflo_21293	AENJA_20315, AENJA_03322
OG0006495	bflo_03935	AENJA_03585
OG0006496	bflo_17077	AENJA_03702
OG0006497	bflo_10177	AENJA_03829
OG0006498	bflo_04405	AENJA_03890
OG0006499	bflo_16614	AENJA_03928, AENJA_12327
OG0006500	bflo_20850	AENJA_04169
OG0006501	bflo_17311	AENJA_04172
OG0006502	bflo_17569	AENJA_04209
OG0006503	bflo_21277	AENJA_04398
OG0006504	bflo_20826	AENJA_04416
OG0006505	bflo_19259	AENJA_04476
OG0006506	bflo_04731	AENJA_04631
OG0006507	bflo_11054	AENJA_04788
OG0006508	bflo_20287	AENJA_04922, AENJA_05266
OG0006509	bflo_14958	AENJA_04936
OG0006510	bflo_13854	AENJA_04994
OG0006511	bflo_13916	AENJA_05001
OG0006512	bflo_23985	AENJA_05769, AENJA_05293
OG0006513	bflo_12858	AENJA_05398
OG0006514	bflo_14347	AENJA_21274
OG0006515	bflo_11505	AENJA_05502
OG0006516	bflo_10198	AENJA_05505
OG0006517	bflo_24897	AENJA_05578
OG0006518	bflo_18085	AENJA_05643
OG0006519	bflo_22646	AENJA_05867
OG0006520	bflo_14783	AENJA_06121
OG0006522	bflo_03056	AENJA_06377
OG0006523	bflo_18015	AENJA_06540
OG0006524	bflo_11060	AENJA_06594
OG0006525	bflo_11570	AENJA_17669
OG0006526	bflo_12926, bflo_12565	AENJA_07051
OG0006527	bflo_23012	AENJA_07056
OG0006528	bflo_02407	AENJA_07246
OG0006530	bflo_01033	AENJA_07598
OG0006531	bflo_03959	AENJA_07691
OG0006532	bflo_25565	AENJA_07693
OG0006533	bflo_18102	AENJA_07742
OG0006534	bflo_09361	AENJA_07783
OG0006535	bflo_08988	AENJA_07888
OG0006536	bflo_10319	AENJA_07956
OG0006537	bflo_14316	AENJA_07985
OG0006538	bflo_25710	AENJA_08050
OG0006539	bflo_04999	AENJA_08077
OG0006540	bflo_21685	AENJA_08316
OG0006541	bflo_10367	AENJA_08362
OG0006542	bflo_14786	AENJA_08392
OG0006543	bflo_01627, bflo_01968	AENJA_15795, AENJA_08614
OG0006544	bflo_05615	AENJA_08630
OG0006545	bflo_18669	AENJA_08841
OG0006546	bflo_24638	AENJA_08937, AENJA_22524
OG0006548	bflo_09400	AENJA_09104, AENJA_09103
OG0006549	bflo_11330	AENJA_09178
OG0006550	bflo_11678	AENJA_09213
OG0006551	bflo_16493	AENJA_09272
OG0006553	bflo_05354	AENJA_09463
OG0006554	bflo_20165	AENJA_09668
OG0006555	bflo_00300	AENJA_09715
OG0006556	bflo_18303	AENJA_09923
OG0006557	bflo_20634	AENJA_09970
OG0006559	bflo_25601	AENJA_10109
OG0006560	bflo_19406	AENJA_10117
OG0006561	bflo_16142	AENJA_10164
OG0006562	bflo_22495	AENJA_10204
OG0006563	bflo_22541	AENJA_10372
OG0006564	bflo_20335	AENJA_10383
OG0006565	bflo_12076	AENJA_10416
OG0006566	bflo_23421	AENJA_10456
OG0006567	bflo_02287	AENJA_10471, AENJA_14106
OG0006568	bflo_05595	AENJA_10472
OG0006569	bflo_15213	AENJA_10690
OG0006571	bflo_06463	AENJA_10794
OG0006572	bflo_25786	AENJA_10980
OG0006573	bflo_20873	AENJA_11033
OG0006574	bflo_05538	AENJA_11193
OG0006575	bflo_13757	AENJA_11220
OG0006576	bflo_07719	AENJA_11248
OG0006577	bflo_11522	AENJA_23377, AENJA_11258
OG0006578	bflo_09529	AENJA_11264
OG0006579	bflo_25912	AENJA_11267
OG0006580	bflo_02508	AENJA_11583
OG0006581	bflo_18745	AENJA_11836
OG0006582	bflo_03259	AENJA_12464
OG0006583	bflo_17843	AENJA_26093, AENJA_16765, AENJA_12483
OG0006584	bflo_03876	AENJA_12500
OG0006585	bflo_13346	AENJA_12538
OG0006586	bflo_14224	AENJA_12567
OG0006587	bflo_09439	AENJA_12821
OG0006588	bflo_11458	AENJA_12912
OG0006589	bflo_12455	AENJA_12916
OG0006590	bflo_10285	AENJA_12964
OG0006591	bflo_06635	AENJA_13044
OG0006592	bflo_13940	AENJA_13142
OG0006593	bflo_00243	AENJA_13291
OG0006594	bflo_20278	AENJA_13414
OG0006595	bflo_02350	AENJA_13536
OG0006596	bflo_13930	AENJA_13622
OG0006597	bflo_15494	AENJA_13689
OG0006598	bflo_05586	AENJA_13737
OG0006599	bflo_08682	AENJA_13776
OG0006600	bflo_23846	AENJA_13874
OG0006601	bflo_19636	AENJA_14018
OG0006602	bflo_17654	AENJA_14087
OG0006603	bflo_14044	AENJA_14155
OG0006604	bflo_20173	AENJA_14442
OG0006605	bflo_16556	AENJA_14456
OG0006606	bflo_18082	AENJA_14515
OG0006607	bflo_05639	AENJA_14537
OG0006608	bflo_21845	AENJA_14551
OG0006610	bflo_23392	AENJA_14663
OG0006611	bflo_19675	AENJA_14698
OG0006612	bflo_25815	AENJA_14752
OG0006613	bflo_08658	AENJA_14809
OG0006614	bflo_25283	AENJA_14867
OG0006615	bflo_21623	AENJA_14938
OG0006616	bflo_22437, bflo_21296	AENJA_14986
OG0006617	bflo_05821	AENJA_15260
OG0006618	bflo_12721, bflo_22567, bflo_23892	AENJA_15455
OG0006619	bflo_06530	AENJA_15520
OG0006620	bflo_01619	AENJA_15575
OG0006621	bflo_20270	AENJA_15590
OG0006622	bflo_21805	AENJA_15726
OG0006623	bflo_23824	AENJA_15760
OG0006624	bflo_18996	AENJA_15910
OG0006625	bflo_19250	AENJA_15915
OG0006626	bflo_20620	AENJA_15948
OG0006627	bflo_17602	AENJA_16099
OG0006628	bflo_24042	AENJA_16181
OG0006629	bflo_12524	AENJA_16215
OG0006630	bflo_08331	AENJA_16229
OG0006631	bflo_02399	AENJA_16356
OG0006633	bflo_24067, bflo_24065	AENJA_16566
OG0006634	bflo_20945, bflo_27353	AENJA_16574
OG0006635	bflo_24666	AENJA_16751
OG0006636	bflo_23809	AENJA_16904
OG0006637	bflo_00907	AENJA_16936
OG0006638	bflo_12844	AENJA_17173
OG0006639	bflo_01274, bflo_01273	AENJA_17226
OG0006640	bflo_07124	AENJA_17468
OG0006641	bflo_02883, bflo_20181, bflo_12582	AENJA_17771
OG0006642	bflo_22844	AENJA_17957
OG0006643	bflo_18886, bflo_25281, bflo_07470, bflo_03090	AENJA_18031, AENJA_18028
OG0006644	bflo_13102	AENJA_18104, AENJA_18105
OG0006645	bflo_02249	AENJA_18153
OG0006646	bflo_03757	AENJA_18164
OG0006647	bflo_13233	AENJA_18241
OG0006648	bflo_17710	AENJA_18295
OG0006649	bflo_17183, bflo_10439	AENJA_18466
OG0006650	bflo_26644, bflo_01837	AENJA_18649
OG0006651	bflo_17634	AENJA_18736
OG0006652	bflo_20329	AENJA_18766
OG0006653	bflo_12918	AENJA_18823
OG0006654	bflo_12052	AENJA_18933
OG0006655	bflo_00135	AENJA_18965
OG0006656	bflo_10486	AENJA_19052
OG0006657	bflo_04947	AENJA_19172
OG0006658	bflo_06383	AENJA_19247
OG0006659	bflo_10955	AENJA_19263
OG0006660	bflo_11529	AENJA_19330
OG0006661	bflo_21775	AENJA_19414
OG0006662	bflo_01575	AENJA_19418
OG0006663	bflo_14425	AENJA_19913
OG0006664	bflo_15928	AENJA_20021
OG0006666	bflo_09187	AENJA_20282
OG0006667	bflo_26184	AENJA_20411
OG0006668	bflo_14166	AENJA_20635
OG0006669	bflo_25294	AENJA_20657
OG0006670	bflo_16533	AENJA_20698
OG0006671	bflo_24607	AENJA_23400
OG0006672	bflo_13866	AENJA_20943
OG0006673	bflo_02561	AENJA_21048
OG0006674	bflo_16575, bflo_16576	AENJA_21094
OG0006675	bflo_10555	AENJA_21328
OG0006676	bflo_11057	AENJA_21402
OG0006677	bflo_23397	AENJA_21488
OG0006678	bflo_23848	AENJA_21492
OG0006679	bflo_25674, bflo_25673	AENJA_21515
OG0006680	bflo_09207	AENJA_21658
OG0006681	bflo_19242	AENJA_21662
OG0006683	bflo_24698	AENJA_21886
OG0006684	bflo_11878	AENJA_21920
OG0006685	bflo_06808	AENJA_21932
OG0006686	bflo_17040	AENJA_21966
OG0006687	bflo_17541	AENJA_22023, AENJA_24383
OG0006688	bflo_13298	AENJA_22121
OG0006689	bflo_02432	AENJA_22172
OG0006690	bflo_11580	AENJA_22269
OG0006691	bflo_19257	AENJA_22370, AENJA_22371
OG0006692	bflo_02897	AENJA_22551
OG0006693	bflo_07011	AENJA_22852
OG0006694	bflo_18353	AENJA_22901
OG0006695	bflo_14487	AENJA_23014
OG0006697	bflo_09979	AENJA_23078
OG0006698	bflo_12723	AENJA_23158
OG0006699	bflo_20072	AENJA_23190
OG0006700	bflo_21306, bflo_27375	AENJA_23253
OG0006701	bflo_03976, bflo_19305, bflo_07476, bflo_02268, bflo_05108, bflo_14694	AENJA_23318
OG0006702	bflo_01001	AENJA_23319
OG0006703	bflo_01171	AENJA_23320
OG0006704	bflo_20746	AENJA_23386
OG0006705	bflo_24434	AENJA_23398
OG0006706	bflo_16963	AENJA_23532
OG0006707	bflo_16382	AENJA_23660
OG0006708	bflo_15553	AENJA_23725
OG0006709	bflo_19084	AENJA_23753
OG0006710	bflo_05942	AENJA_23788
OG0006711	bflo_17546	AENJA_23790
OG0006712	bflo_12812, bflo_12813	AENJA_24048
OG0006713	bflo_15567	AENJA_24077
OG0006714	bflo_09041	AENJA_24177
OG0006715	bflo_11134	AENJA_24364
OG0006716	bflo_23946	AENJA_24408
OG0006717	bflo_18859	AENJA_24478
OG0006718	bflo_10197	AENJA_24834
OG0006719	bflo_22960	AENJA_24866
OG0006720	bflo_14691	AENJA_24982
OG0006721	bflo_06291	AENJA_25013
OG0006722	bflo_25547	AENJA_25021
OG0006723	bflo_24515	AENJA_25106
OG0006725	bflo_11101	AENJA_25269
OG0006726	bflo_05430	AENJA_25361
OG0006727	bflo_00991	AENJA_25527
OG0006728	bflo_04467	AENJA_25577
OG0006729	bflo_26172	AENJA_25600
OG0006730	bflo_03962	AENJA_25804
OG0006731	bflo_11375	AENJA_25830
OG0006732	bflo_00438	AENJA_25873
OG0006733	bflo_12538	AENJA_25909
OG0006734	bflo_16972	AENJA_25913
OG0006735	bflo_07008	AENJA_25987
OG0006736	bflo_13100	AENJA_26061
OG0006737	bflo_14048	AENJA_26062
OG0006738	bflo_18621	AENJA_26156
OG0006739	bflo_08902	AENJA_26247
OG0006740	bflo_17055	AENJA_26597
OG0006741	bflo_11667	AENJA_26632
OG0006742	bflo_14418	AENJA_26658
OG0006824	bflo_12084, bflo_11904	AENJA_00046
OG0006826	bflo_15514	AENJA_00120
OG0006827	bflo_26115	AENJA_00301, AENJA_11922
OG0006828	bflo_05590	AENJA_00320
OG0006829	bflo_10123	AENJA_26235, AENJA_00398
OG0006830	bflo_20502	AENJA_00399
OG0006831	bflo_11563	AENJA_00400
OG0006832	bflo_10679	AENJA_00488
OG0006833	bflo_13923	AENJA_00518
OG0006834	bflo_24203, bflo_24205	AENJA_00545
OG0006835	bflo_18063	AENJA_00594, AENJA_00593
OG0006837	bflo_17582	AENJA_00699
OG0006839	bflo_07483	AENJA_01100
OG0006840	bflo_20116, bflo_13517	AENJA_15497, AENJA_04885, AENJA_08511, AENJA_12844, AENJA_06938
OG0006840	bflo_20115, bflo_01233, bflo_16863	AENJA_06556, AENJA_03082, AENJA_01116, AENJA_06559
OG0006842	bflo_26032	AENJA_01166
OG0006843	bflo_05656	AENJA_01195
OG0006844	bflo_02086	AENJA_01201
OG0006845	bflo_16282	AENJA_01223
OG0006846	bflo_05424	AENJA_01258
OG0006847	bflo_20417	AENJA_01266
OG0006848	bflo_07388	AENJA_01367
OG0006849	bflo_23476	AENJA_01449
OG0006850	bflo_18002	AENJA_01611, AENJA_09638
OG0006851	bflo_08893	AENJA_01650
OG0006852	bflo_07139	AENJA_01730
OG0006856	bflo_08265	AENJA_02009
OG0006857	bflo_22461	AENJA_02010
OG0006858	bflo_22306	AENJA_02107
OG0006860	bflo_13831	AENJA_02208
OG0006861	bflo_02199	AENJA_02330
OG0006862	bflo_07506	AENJA_02464
OG0006863	bflo_25340, bflo_26074	AENJA_17740, AENJA_02587
OG0006864	bflo_14254	AENJA_02623
OG0006865	bflo_21505, bflo_21504	AENJA_02658
OG0006866	bflo_24867, bflo_24869, bflo_25058	AENJA_02755
OG0006867	bflo_17074	AENJA_02777
OG0006869	bflo_11211	AENJA_02815
OG0006870	bflo_14756	AENJA_03121
OG0006871	bflo_21815	AENJA_23057, AENJA_10645, AENJA_03165
OG0006872	bflo_13623	AENJA_03174
OG0006873	bflo_02792	AENJA_03258
OG0006874	bflo_23619	AENJA_03384
OG0006875	bflo_24959	AENJA_03390
OG0006876	bflo_25862	AENJA_23472
OG0006877	bflo_07384	AENJA_03567
OG0006878	bflo_25700, bflo_25466	AENJA_03646
OG0006880	bflo_22152	AENJA_03927
OG0006881	bflo_14289	AENJA_03938
OG0006882	bflo_13224	AENJA_03982
OG0006883	bflo_17686	AENJA_03999
OG0006884	bflo_17331	AENJA_04002
OG0006885	bflo_01373	AENJA_04224
OG0006886	bflo_18390	AENJA_04283
OG0006887	bflo_19380	AENJA_04451
OG0006888	bflo_21809	AENJA_04455
OG0006889	bflo_13410	AENJA_04547
OG0006890	bflo_10189	AENJA_04581
OG0006891	bflo_20531	AENJA_04660
OG0006892	bflo_19210	AENJA_04736
OG0006893	bflo_22850	AENJA_04839
OG0006894	bflo_23771	AENJA_04847
OG0006895	bflo_03293	AENJA_05148
OG0006896	bflo_07051	AENJA_05202
OG0006897	bflo_06445	AENJA_05372
OG0006898	bflo_12617	AENJA_05379
OG0006899	bflo_10493	AENJA_05621
OG0006900	bflo_17774	AENJA_05663
OG0006901	bflo_19215	AENJA_05820
OG0006902	bflo_16739	AENJA_05960
OG0006903	bflo_25124, bflo_24851, bflo_02392	AENJA_06050
OG0006904	bflo_08783	AENJA_06127
OG0006905	bflo_13409	AENJA_06173
OG0006907	bflo_05668	AENJA_06242
OG0006909	bflo_11161	AENJA_06589
OG0006911	bflo_16763	AENJA_06830
OG0006912	bflo_16818	AENJA_16892
OG0006913	bflo_16684	AENJA_06905
OG0006914	bflo_06676	AENJA_06926
OG0006915	bflo_12701, bflo_24776	AENJA_07017
OG0006916	bflo_05711	AENJA_07034
OG0006917	bflo_24966	AENJA_07239
OG0006918	bflo_06388	AENJA_07427
OG0006919	bflo_10781	AENJA_07467
OG0006920	bflo_18393	AENJA_07564
OG0006921	bflo_17039	AENJA_07572
OG0006922	bflo_22907, bflo_22906, bflo_16709	AENJA_07575
OG0006923	bflo_17476	AENJA_07625
OG0006924	bflo_14841	AENJA_07755
OG0006925	bflo_01234	AENJA_07849
OG0006926	bflo_01326	AENJA_07851
OG0006927	bflo_25864	AENJA_07880
OG0006930	bflo_18159	AENJA_08036, AENJA_25950
OG0006931	bflo_03880	AENJA_08049
OG0006932	bflo_23118, bflo_22872	AENJA_08083
OG0006933	bflo_11872	AENJA_08100, AENJA_22723, AENJA_22727
OG0006934	bflo_22320	AENJA_08104
OG0006935	bflo_10058	AENJA_08143
OG0006936	bflo_10276, bflo_09616	AENJA_08149
OG0006937	bflo_06019	AENJA_08252
OG0006938	bflo_11763	AENJA_25925, AENJA_08279
OG0006939	bflo_05623	AENJA_08295
OG0006940	bflo_00686	AENJA_08348
OG0006942	bflo_16437	AENJA_08411
OG0006943	bflo_06674	AENJA_08418
OG0006944	bflo_11099	AENJA_08469
OG0006945	bflo_18670	AENJA_08489
OG0006946	bflo_16430	AENJA_08651
OG0006947	bflo_10825	AENJA_08826
OG0006948	bflo_23320	AENJA_08864
OG0006949	bflo_08640	AENJA_08970
OG0006950	bflo_12093	AENJA_09183
OG0006951	bflo_02466	AENJA_09267
OG0006952	bflo_12669	AENJA_09338
OG0006953	bflo_23341	AENJA_09368
OG0006954	bflo_17503	AENJA_09387
OG0006955	bflo_10967	AENJA_09421
OG0006956	bflo_09317	AENJA_09488
OG0006957	bflo_08841	AENJA_09490
OG0006958	bflo_15840, bflo_15252, bflo_15171	AENJA_09561
OG0006960	bflo_06033	AENJA_09586
OG0006961	bflo_00581	AENJA_14805, AENJA_09748
OG0006962	bflo_19179	AENJA_09772
OG0006964	bflo_18137	AENJA_09897
OG0006965	bflo_07273	AENJA_09992
OG0006966	bflo_21938	AENJA_10045
OG0006967	bflo_23381	AENJA_10081
OG0006968	bflo_12636	AENJA_10127
OG0006969	bflo_09435	AENJA_10132
OG0006970	bflo_20527	AENJA_10289
OG0006971	bflo_20344	AENJA_10382
OG0006972	bflo_13495	AENJA_10603
OG0006973	bflo_17571	AENJA_10893
OG0006975	bflo_18089	AENJA_11111
OG0006976	bflo_18136	AENJA_11156
OG0006977	bflo_11476	AENJA_11169
OG0006978	bflo_06276	AENJA_11351
OG0006979	bflo_08448	AENJA_11435
OG0006980	bflo_24447	AENJA_11690
OG0006981	bflo_09863	AENJA_11704
OG0006982	bflo_09169	AENJA_11710
OG0006983	bflo_24722	AENJA_11791
OG0006984	bflo_09857	AENJA_11852
OG0006985	bflo_11656	AENJA_12194
OG0006986	bflo_03258, bflo_03256, bflo_03257, bflo_05752	AENJA_12282
OG0006987	bflo_15760	AENJA_12333
OG0006988	bflo_09353	AENJA_12529
OG0006989	bflo_04780	AENJA_12558
OG0006990	bflo_07372	AENJA_12603
OG0006991	bflo_06043	AENJA_12675
OG0006993	bflo_22403	AENJA_12848
OG0006994	bflo_02112	AENJA_12854
OG0006995	bflo_02848	AENJA_12859
OG0006996	bflo_10719	AENJA_12897
OG0006997	bflo_11454	AENJA_12913
OG0006998	bflo_23590	AENJA_12939
OG0006999	bflo_01138	AENJA_12940
OG0007000	bflo_10483	AENJA_13108
OG0007001	bflo_03475	AENJA_13134
OG0007002	bflo_15746	AENJA_13189
OG0007003	bflo_13387	AENJA_13349
OG0007004	bflo_05403, bflo_13198, bflo_13009	AENJA_13352
OG0007005	bflo_20341	AENJA_13425
