Orthogroup	BRAFL	ORYLA
OG0005475	bflo_12095, bflo_12461	ORYLA15452, ORYLA15451
OG0005476	bflo_11553	ORYLA19518
OG0005477	bflo_25671	ORYLA02993
OG0005478	bflo_13093, bflo_13094	ORYLA14294
OG0005479	bflo_13220	ORYLA12294
OG0005480	bflo_07094	ORYLA14871
OG0005481	bflo_17610	ORYLA01247
OG0005482	bflo_13464	ORYLA03008
OG0005483	bflo_03566	ORYLA13515
OG0005484	bflo_14983	ORYLA00526
OG0005486	bflo_05960	ORYLA02555
OG0005487	bflo_01533	ORYLA09657
OG0005488	bflo_20426	ORYLA02291
OG0005489	bflo_00241	ORYLA19540
OG0005490	bflo_00229	ORYLA06693
OG0005491	bflo_07042	ORYLA02523
OG0005492	bflo_13840	ORYLA01955
OG0005493	bflo_09722	ORYLA10439
OG0005494	bflo_10040	ORYLA03120
OG0005495	bflo_22184	ORYLA04132
OG0005498	bflo_19580, bflo_19775	ORYLA05681
OG0005499	bflo_08537	ORYLA17379
OG0005500	bflo_24212	ORYLA13890
OG0005503	bflo_01609	ORYLA05386
OG0005504	bflo_03183	ORYLA03502
OG0005505	bflo_20450	ORYLA01479
OG0005506	bflo_25979	ORYLA02612
OG0005507	bflo_15895	ORYLA17091, ORYLA13411
OG0005508	bflo_00696	ORYLA02123
OG0005509	bflo_16497	ORYLA01964
OG0005511	bflo_25632	ORYLA13361
OG0005512	bflo_00212, bflo_13827	ORYLA08518, ORYLA09555
OG0005513	bflo_10298	ORYLA11136
OG0005514	bflo_23773	ORYLA19582
OG0005516	bflo_16446	ORYLA03743
OG0005517	bflo_05239	ORYLA14384, ORYLA08842
OG0005518	bflo_10334	ORYLA12121
OG0005519	bflo_03093	ORYLA14876
OG0005520	bflo_03779	ORYLA10875
OG0005521	bflo_24360, bflo_27453	ORYLA03370
OG0005522	bflo_16792	ORYLA02434
OG0005523	bflo_25852	ORYLA12911
OG0005524	bflo_23594	ORYLA18393
OG0005525	bflo_23020	ORYLA08095
OG0005527	bflo_10343	ORYLA14629, ORYLA10945
OG0005529	bflo_09847	ORYLA19223
OG0005530	bflo_10897, bflo_12421, bflo_11162	ORYLA15580
OG0005531	bflo_00273	ORYLA18240
OG0005532	bflo_20807	ORYLA12556
OG0005533	bflo_22419, bflo_27393	ORYLA15088
OG0005534	bflo_21720	ORYLA03728
OG0005535	bflo_20969	ORYLA03963
OG0005536	bflo_06016	ORYLA18564
OG0005537	bflo_18040	ORYLA01980
OG0005539	bflo_01823	ORYLA02050
OG0005540	bflo_25948, bflo_25954, bflo_25988	ORYLA02237
OG0005541	bflo_15111, bflo_15284	ORYLA02049
OG0005542	bflo_01185	ORYLA17808, ORYLA05283
OG0005543	bflo_16627	ORYLA13589, ORYLA02936
OG0005544	bflo_02830, bflo_02831	ORYLA17208, ORYLA20065
OG0005545	bflo_12332	ORYLA14533
OG0005546	bflo_08100	ORYLA08323, ORYLA16662, ORYLA16728
OG0005548	bflo_07467	ORYLA05075, ORYLA19909, ORYLA18160
OG0005550	bflo_12590	ORYLA08972
OG0005552	bflo_15957	ORYLA01660
OG0005553	bflo_16281	ORYLA02730
OG0005554	bflo_12666	ORYLA12388
OG0005555	bflo_24597	ORYLA10957, ORYLA14417, ORYLA14418
OG0005557	bflo_15770	ORYLA13530
OG0005558	bflo_07358	ORYLA10063
OG0005559	bflo_17621	ORYLA02239
OG0005560	bflo_12606	ORYLA14278
OG0005561	bflo_12688	ORYLA19786
OG0005562	bflo_25759	ORYLA04125
OG0005563	bflo_14207	ORYLA09992
OG0005564	bflo_15757	ORYLA02457
OG0005565	bflo_02562	ORYLA16458
OG0005566	bflo_20293	ORYLA17974, ORYLA02685
OG0005568	bflo_11069	ORYLA10905, ORYLA14674
OG0005569	bflo_10284	ORYLA14847
OG0005570	bflo_14639	ORYLA09366, ORYLA08749
OG0005572	bflo_21740	ORYLA08784
OG0005573	bflo_09211	ORYLA14840
OG0005575	bflo_04742	ORYLA07924
OG0005576	bflo_17252	ORYLA09579
OG0005577	bflo_22454	ORYLA13137, ORYLA16135
OG0005578	bflo_24558	ORYLA05383, ORYLA05382
OG0005579	bflo_03212	ORYLA04838, ORYLA05350
OG0005580	bflo_03436	ORYLA10325
OG0005581	bflo_20327	ORYLA00865
OG0005582	bflo_12804	ORYLA10241
OG0005583	bflo_06522	ORYLA02698, ORYLA14651
OG0005584	bflo_01948	ORYLA18545
OG0005587	bflo_05613	ORYLA14788
OG0005588	bflo_00280	ORYLA18649
OG0005589	bflo_00684	ORYLA09870
OG0005590	bflo_02564	ORYLA08684
OG0005591	bflo_12660	ORYLA11855
OG0005592	bflo_13207	ORYLA16597
OG0005593	bflo_04492	ORYLA09600
OG0005594	bflo_12060	ORYLA05359
OG0005595	bflo_10007	ORYLA11765
OG0005596	bflo_20512	ORYLA11964
OG0005597	bflo_21265	ORYLA12279
OG0005598	bflo_00844, bflo_22474	ORYLA14645
OG0005599	bflo_13081	ORYLA13854
OG0005600	bflo_12389	ORYLA16033
OG0005602	bflo_13348, bflo_06621	ORYLA08679, ORYLA08680
OG0005603	bflo_08774	ORYLA07341
OG0005604	bflo_09192, bflo_09193	ORYLA08546
OG0005605	bflo_07122, bflo_07125	ORYLA19011
OG0005607	bflo_25026, bflo_24823	ORYLA13045, ORYLA04192, ORYLA04876
OG0005608	bflo_22655	ORYLA11957
OG0005609	bflo_13316, bflo_13299, bflo_13317	ORYLA12137
OG0005610	bflo_14383	ORYLA01244, ORYLA04278
OG0005611	bflo_23695	ORYLA16851
OG0005612	bflo_13234	ORYLA00126, ORYLA00125
OG0005613	bflo_23778, bflo_27436	ORYLA04705, ORYLA00127
OG0005614	bflo_21901	ORYLA10704
OG0005615	bflo_03024	ORYLA10994
OG0005616	bflo_12767	ORYLA12774
OG0005617	bflo_25723	ORYLA13237, ORYLA02749
OG0005618	bflo_25211	ORYLA02960
OG0005619	bflo_05010	ORYLA13138
OG0005620	bflo_10989	ORYLA11087
OG0005621	bflo_08929	ORYLA10189
OG0005622	bflo_17496	ORYLA11349
OG0005623	bflo_21024	ORYLA05069
OG0005624	bflo_03489	ORYLA11010
OG0005625	bflo_10576	ORYLA14474
OG0005626	bflo_20808	ORYLA03603
OG0005627	bflo_05683	ORYLA00779
OG0005628	bflo_07357	ORYLA02379, ORYLA17397
OG0005629	bflo_24570	ORYLA20125
OG0005630	bflo_05757	ORYLA00441, ORYLA07220
OG0005632	bflo_08955	ORYLA11796
OG0005633	bflo_11568	ORYLA10109
OG0005634	bflo_16168	ORYLA02889, ORYLA17840
OG0005636	bflo_03318	ORYLA12123
OG0005637	bflo_21429	ORYLA09613
OG0005639	bflo_10156	ORYLA11914
OG0005640	bflo_04847	ORYLA10162
OG0005641	bflo_08392	ORYLA00103
OG0005642	bflo_11440	ORYLA13774, ORYLA14167
OG0005643	bflo_24139	ORYLA13841, ORYLA13840
OG0005644	bflo_21176	ORYLA03977, ORYLA03459
OG0005645	bflo_15947	ORYLA19943
OG0005646	bflo_19324	ORYLA10031, ORYLA10030
OG0005648	bflo_27463, bflo_24514	ORYLA16024, ORYLA13049
OG0005649	bflo_17804	ORYLA20074
OG0005650	bflo_00719	ORYLA14445
OG0005652	bflo_04118	ORYLA14413
OG0005654	bflo_04043	ORYLA12567, ORYLA09067, ORYLA12566
OG0005655	bflo_05654	ORYLA15856
OG0005656	bflo_09124	ORYLA10723
OG0005659	bflo_12011	ORYLA11022
OG0005660	bflo_20191	ORYLA04405
OG0005661	bflo_23933, bflo_23934	ORYLA13889, ORYLA06911, ORYLA03511
OG0005663	bflo_09220	ORYLA00367, ORYLA00366, ORYLA00016, ORYLA05050
OG0005664	bflo_02144	ORYLA15742, ORYLA06769, ORYLA08998
OG0005665	bflo_06605	ORYLA07150, ORYLA18281, ORYLA12179
OG0005681	bflo_21686	ORYLA04888
OG0005685	bflo_01186	ORYLA10800
OG0005690	bflo_21962	ORYLA06115
OG0005692	bflo_18368	ORYLA08643, ORYLA09530
OG0005694	bflo_11257	ORYLA12676
OG0005695	bflo_08340	ORYLA16353
OG0005696	bflo_14504	ORYLA12255
OG0005698	bflo_18517, bflo_19484, bflo_04470, bflo_04471	ORYLA02906
OG0005699	bflo_20957	ORYLA07691
OG0005700	bflo_14810	ORYLA19145
OG0005701	bflo_23250	ORYLA05083
OG0005702	bflo_14318	ORYLA03576
OG0005704	bflo_18154	ORYLA09597
OG0005707	bflo_05258	ORYLA06810, ORYLA13030
OG0005708	bflo_02644	ORYLA06067
OG0005709	bflo_15955, bflo_21626	ORYLA07376, ORYLA10734
OG0005711	bflo_01578	ORYLA04019
OG0005712	bflo_21653	ORYLA18989
OG0005713	bflo_03693	ORYLA12382
OG0005714	bflo_16283	ORYLA02729
OG0005715	bflo_06959	ORYLA17805
OG0005717	bflo_18408	ORYLA05307
OG0005719	bflo_24656	ORYLA19328
OG0005721	bflo_15921	ORYLA04577
OG0005723	bflo_11579	ORYLA15901
OG0005724	bflo_24093	ORYLA04176
OG0005725	bflo_22672	ORYLA07793
OG0005726	bflo_13024	ORYLA06770, ORYLA09046
OG0005727	bflo_20317	ORYLA17541
OG0005728	bflo_13939	ORYLA14263
OG0005729	bflo_17597	ORYLA11545
OG0005730	bflo_23180	ORYLA03772, ORYLA16956, ORYLA16955, ORYLA00644
OG0005731	bflo_23152	ORYLA16981
OG0005732	bflo_23024	ORYLA00704, ORYLA00703
OG0005733	bflo_06910	ORYLA08056
OG0005734	bflo_24420	ORYLA15387, ORYLA20126
OG0005735	bflo_16580	ORYLA02863
OG0005736	bflo_11619	ORYLA16039, ORYLA20245, ORYLA10904
OG0005737	bflo_24576	ORYLA05474, ORYLA05475, ORYLA05473
OG0005738	bflo_22321	ORYLA06339
OG0005740	bflo_20273	ORYLA16267, ORYLA00248
OG0005741	bflo_19674	ORYLA08044
OG0005742	bflo_19173, bflo_26828, bflo_06481, bflo_06480, bflo_19710	ORYLA05610
OG0005743	bflo_26239	ORYLA01219, ORYLA06763, ORYLA06762, ORYLA17427, ORYLA01949, ORYLA05989
OG0005744	bflo_02870	ORYLA05679
OG0005746	bflo_14800	ORYLA00433
OG0005747	bflo_24337	ORYLA15631
OG0005748	bflo_24711	ORYLA03792, ORYLA03791
OG0005749	bflo_10012	ORYLA20160
OG0005750	bflo_14613	ORYLA01346
OG0005752	bflo_05287	ORYLA09924
OG0005753	bflo_11586	ORYLA03557, ORYLA03556
OG0005754	bflo_09984	ORYLA16213
OG0005755	bflo_12541	ORYLA13999
OG0005756	bflo_08479	ORYLA02098
OG0005757	bflo_12725	ORYLA05641
OG0005758	bflo_21716	ORYLA03344
OG0005761	bflo_04800	ORYLA17928
OG0005762	bflo_21722	ORYLA12918
OG0005763	bflo_05350	ORYLA18058
OG0005764	bflo_18818	ORYLA05922
OG0005765	bflo_09190	ORYLA05068
OG0005766	bflo_24662	ORYLA03635
OG0005767	bflo_02963	ORYLA08905
OG0005769	bflo_15855	ORYLA12870, ORYLA06629
OG0005770	bflo_13846	ORYLA15198
OG0005771	bflo_06517	ORYLA01975
OG0005772	bflo_17632	ORYLA17831
OG0005773	bflo_13283	ORYLA14006, ORYLA06306
OG0005774	bflo_27276, bflo_18752	ORYLA15970
OG0005775	bflo_23334	ORYLA07737
OG0005776	bflo_11729	ORYLA05092
OG0005779	bflo_23901	ORYLA17816
OG0005781	bflo_21690, bflo_21691	ORYLA09496, ORYLA09495
OG0005782	bflo_10056	ORYLA01482
OG0005783	bflo_08771	ORYLA14100
OG0005784	bflo_09766	ORYLA05072
OG0005785	bflo_23805	ORYLA16543
OG0005787	bflo_07600	ORYLA19947
OG0005788	bflo_16369	ORYLA15415
OG0005789	bflo_12587	ORYLA12435
OG0005790	bflo_23345	ORYLA05159
OG0005792	bflo_18546	ORYLA18637
OG0005793	bflo_03585	ORYLA07054
OG0005794	bflo_19296	ORYLA09326
OG0005795	bflo_21923	ORYLA17869
OG0005796	bflo_07896, bflo_07580	ORYLA17559
OG0005797	bflo_09997	ORYLA18216
OG0005798	bflo_11643	ORYLA13859
OG0005799	bflo_21046	ORYLA01072
OG0005800	bflo_00199	ORYLA01809
OG0005801	bflo_13115	ORYLA20361
OG0005802	bflo_00311	ORYLA09753
OG0005803	bflo_03908	ORYLA09410
OG0005804	bflo_06626	ORYLA12290
OG0005804	bflo_14477	ORYLA06566
OG0005805	bflo_20164	ORYLA04527
OG0005806	bflo_19883	ORYLA17922
OG0005807	bflo_17670	ORYLA01224
OG0005808	bflo_17697	ORYLA13733
OG0005811	bflo_05842	ORYLA11574
OG0005812	bflo_05810	ORYLA01100
OG0005813	bflo_21199	ORYLA17924
OG0005814	bflo_25361	ORYLA02975
OG0005815	bflo_20179	ORYLA02282
OG0005816	bflo_21032	ORYLA17256, ORYLA15374
OG0005817	bflo_21052	ORYLA02525
OG0005818	bflo_11299	ORYLA15368
OG0005819	bflo_25366	ORYLA17070
OG0005820	bflo_12509	ORYLA05689
OG0005821	bflo_16275	ORYLA05556
OG0005822	bflo_14005	ORYLA19296
OG0005823	bflo_19986	ORYLA04103
OG0005824	bflo_01580	ORYLA12812
OG0005826	bflo_10209	ORYLA10997
OG0005827	bflo_22531	ORYLA04867
OG0005828	bflo_19965	ORYLA17775, ORYLA18417
OG0005829	bflo_04456	ORYLA11889
OG0005830	bflo_05129	ORYLA16729, ORYLA16928
OG0005831	bflo_22635	ORYLA19768
OG0005832	bflo_13968	ORYLA20295
OG0005835	bflo_02871	ORYLA15968
OG0005836	bflo_09610	ORYLA02705
OG0005837	bflo_08105	ORYLA17100
OG0005838	bflo_20528	ORYLA15364
OG0005839	bflo_08194	ORYLA04968, ORYLA00436
OG0005840	bflo_01503	ORYLA04946
OG0005841	bflo_10004	ORYLA14469
OG0005842	bflo_02495	ORYLA13693
OG0005843	bflo_01029	ORYLA06467
OG0005844	bflo_07348	ORYLA04807
OG0005845	bflo_12286	ORYLA03266
OG0005846	bflo_18215	ORYLA04854
OG0005847	bflo_08147	ORYLA11529
OG0005848	bflo_19264	ORYLA16342
OG0005849	bflo_26582, bflo_00395	ORYLA09685
OG0005850	bflo_26458	ORYLA13872
OG0005851	bflo_25343	ORYLA13639
OG0005852	bflo_11415	ORYLA15830
OG0005853	bflo_24047	ORYLA10472, ORYLA11336
OG0005854	bflo_13986	ORYLA15268
OG0005855	bflo_00657, bflo_26587	ORYLA16421
OG0005857	bflo_19983	ORYLA03540
OG0005858	bflo_22693	ORYLA17612
OG0005859	bflo_08018	ORYLA17362
OG0005860	bflo_08367	ORYLA17529
OG0005861	bflo_16811	ORYLA12932
OG0005863	bflo_23015	ORYLA16762
OG0005864	bflo_10798	ORYLA02335, ORYLA02336
OG0005865	bflo_23982	ORYLA18711
OG0005866	bflo_17429	ORYLA10406
OG0005867	bflo_12028	ORYLA14750
OG0005869	bflo_12796, bflo_12797, bflo_12795	ORYLA14537
OG0005871	bflo_14936	ORYLA00937
OG0005872	bflo_19557	ORYLA06151
OG0005874	bflo_19403	ORYLA08436, ORYLA08808
OG0005875	bflo_22258	ORYLA03096
OG0005876	bflo_11263	ORYLA13721
OG0005877	bflo_25487	ORYLA12771
OG0005878	bflo_09022	ORYLA11425, ORYLA11426
OG0005879	bflo_13062	ORYLA06023
OG0005880	bflo_11136	ORYLA20156
OG0005883	bflo_09148	ORYLA18088
OG0005884	bflo_10784	ORYLA11455
OG0005885	bflo_24247	ORYLA17740
OG0005886	bflo_16494	ORYLA10508
OG0005887	bflo_20064	ORYLA04540
OG0005888	bflo_16587	ORYLA16571
OG0005889	bflo_18198	ORYLA07548
OG0005890	bflo_08222	ORYLA11535
OG0005891	bflo_23455	ORYLA00806
OG0005893	bflo_14799	ORYLA04914
OG0005894	bflo_14185	ORYLA08719, ORYLA03910, ORYLA01239
OG0005895	bflo_06563	ORYLA04519
OG0005896	bflo_26437, bflo_06697, bflo_06515	ORYLA11728, ORYLA09070
OG0005897	bflo_05904	ORYLA19507
OG0005898	bflo_23647	ORYLA09769
OG0005899	bflo_15965	ORYLA16594
OG0005900	bflo_25634	ORYLA06266
OG0005901	bflo_12585	ORYLA15179
OG0005902	bflo_13997	ORYLA02177
OG0005903	bflo_21818	ORYLA03025
OG0005906	bflo_04779	ORYLA09828
OG0005907	bflo_11284	ORYLA10740, ORYLA15224
OG0005909	bflo_06026	ORYLA13661
OG0005911	bflo_27290, bflo_19146	ORYLA19782
OG0005912	bflo_24840	ORYLA16145, ORYLA06495
OG0005914	bflo_10970	ORYLA14072
OG0005915	bflo_04747	ORYLA09945
OG0005916	bflo_02386	ORYLA09681
OG0005918	bflo_17063	ORYLA06801
OG0005919	bflo_15821	ORYLA06790
OG0005920	bflo_00547	ORYLA07096, ORYLA13575
OG0005921	bflo_08095	ORYLA03161
OG0005922	bflo_12327	ORYLA14270
OG0005923	bflo_21355	ORYLA07288
OG0005923	bflo_07750	ORYLA07289
OG0005924	bflo_13048	ORYLA10431
OG0005926	bflo_12937	ORYLA06535
OG0005927	bflo_20188	ORYLA18549, ORYLA18257
OG0005928	bflo_24579	ORYLA13174
OG0005929	bflo_26225	ORYLA17102
OG0005931	bflo_12193	ORYLA12693
OG0005932	bflo_11200	ORYLA15050
OG0005933	bflo_17753, bflo_13146	ORYLA04204
OG0005936	bflo_12730	ORYLA00036
OG0005937	bflo_11517	ORYLA15356
OG0005938	bflo_25181	ORYLA02948
OG0005939	bflo_26914, bflo_09179, bflo_10495	ORYLA14676
OG0005940	bflo_14798	ORYLA11953
OG0005941	bflo_05690	ORYLA11974
OG0005942	bflo_20128	ORYLA20255
OG0005943	bflo_19800, bflo_19799	ORYLA17027
OG0005944	bflo_05962	ORYLA05011
OG0005945	bflo_06651	ORYLA11391
OG0005946	bflo_11046	ORYLA16047
OG0005947	bflo_22452	ORYLA04618
OG0005948	bflo_09534	ORYLA05015, ORYLA08209, ORYLA05016, ORYLA08210
OG0005949	bflo_20580	ORYLA17627
OG0005951	bflo_25186	ORYLA13200
OG0005952	bflo_10378	ORYLA17339
OG0005953	bflo_05405, bflo_05438	ORYLA17714
OG0005954	bflo_26976, bflo_10839	ORYLA15255
OG0005955	bflo_26910, bflo_08892	ORYLA17735
OG0005957	bflo_06099	ORYLA07508
OG0005958	bflo_17859	ORYLA11466, ORYLA11465, ORYLA10767
OG0005959	bflo_06675	ORYLA01636
OG0005960	bflo_10445	ORYLA14080
OG0005961	bflo_10941	ORYLA13699
OG0005962	bflo_21946	ORYLA15697
OG0005964	bflo_10949	ORYLA11297
OG0005966	bflo_23330	ORYLA16765
OG0005967	bflo_23299	ORYLA16334, ORYLA16335, ORYLA16336
OG0005968	bflo_13397	ORYLA06981
OG0005969	bflo_10882, bflo_26978	ORYLA05253
OG0005970	bflo_26194	ORYLA12936
OG0005972	bflo_07795	ORYLA13344
OG0005974	bflo_16420	ORYLA12871
OG0005975	bflo_22505	ORYLA09620
OG0005976	bflo_14274	ORYLA10048
OG0005977	bflo_03367	ORYLA11110
OG0005978	bflo_00918	ORYLA18813
OG0005979	bflo_00392	ORYLA09195
OG0005980	bflo_03759	ORYLA16160
OG0005981	bflo_15755	ORYLA13340
OG0005982	bflo_25805	ORYLA02398
OG0005983	bflo_06853	ORYLA13523
OG0005984	bflo_26161	ORYLA02487
OG0005985	bflo_07491	ORYLA17726
OG0005986	bflo_22207	ORYLA07662
OG0005987	bflo_21283	ORYLA04335
OG0005988	bflo_14586	ORYLA05096
OG0005989	bflo_04801	ORYLA14612, ORYLA14611
OG0005993	bflo_19203	ORYLA15988
OG0005995	bflo_11807	ORYLA05250
OG0005996	bflo_06368	ORYLA05372
OG0005997	bflo_14437	ORYLA14583, ORYLA12455
OG0005998	bflo_04868	ORYLA02760
OG0006000	bflo_10974	ORYLA11444
OG0006001	bflo_03771	ORYLA14912
OG0006003	bflo_26268	ORYLA00268
OG0006004	bflo_02623	ORYLA16105
OG0006005	bflo_14125	ORYLA04614
OG0006006	bflo_07426, bflo_26854	ORYLA18043
OG0006007	bflo_05673	ORYLA13414
OG0006008	bflo_22991	ORYLA00733
OG0006009	bflo_06215	ORYLA19597, ORYLA18623
OG0006010	bflo_10215	ORYLA01122
OG0006011	bflo_20391	ORYLA04360
OG0006012	bflo_06228	ORYLA12331
OG0006013	bflo_15984	ORYLA02083
OG0006014	bflo_14336	ORYLA13553, ORYLA12220
OG0006015	bflo_06213	ORYLA00450
OG0006021	bflo_18773, bflo_10780	ORYLA10174, ORYLA11667, ORYLA04349, ORYLA01068
OG0006022	bflo_13088, bflo_27072	ORYLA09959, ORYLA07563, ORYLA06724
OG0006023	bflo_02423	ORYLA08599, ORYLA09661, ORYLA07045
OG0006024	bflo_22522, bflo_22088, bflo_21297	ORYLA02223, ORYLA10573, ORYLA11422
OG0006025	bflo_12705	ORYLA01585, ORYLA20387, ORYLA01586, ORYLA14299, ORYLA15844
OG0006026	bflo_06879, bflo_01596, bflo_22562, bflo_01701, bflo_01700, bflo_15524, bflo_18459, bflo_09855	ORYLA19895
OG0006027	bflo_16595	ORYLA02568, ORYLA06779, ORYLA13318, ORYLA06674
OG0006028	bflo_01165	ORYLA09092, ORYLA06469, ORYLA09361
OG0006029	bflo_16635	ORYLA02572, ORYLA06778, ORYLA02571
OG0006032	bflo_01966, bflo_22717, bflo_22948, bflo_20649, bflo_07798, bflo_03737, bflo_23469, bflo_23470	ORYLA20097, ORYLA12234
OG0006059	bflo_12549	ORYLA09031
OG0006061	bflo_02769	ORYLA19379
OG0006062	bflo_14204	ORYLA16708
OG0006063	bflo_08433	ORYLA03877
OG0006064	bflo_01207	ORYLA04445
OG0006065	bflo_06194	ORYLA17451
OG0006066	bflo_15149, bflo_15301	ORYLA09975
OG0006067	bflo_24916, bflo_24914, bflo_24915	ORYLA05884
OG0006068	bflo_07621	ORYLA01339, ORYLA01340, ORYLA04996
OG0006069	bflo_23059	ORYLA16979
OG0006070	bflo_22741	ORYLA00067
OG0006071	bflo_15983	ORYLA02579
OG0006072	bflo_05952	ORYLA12315
OG0006073	bflo_13041	ORYLA03080
OG0006074	bflo_04848	ORYLA11388
OG0006075	bflo_14335	ORYLA04806
OG0006076	bflo_12613, bflo_13303	ORYLA20453
OG0006077	bflo_18537	ORYLA19036, ORYLA19037
OG0006078	bflo_08720	ORYLA17648, ORYLA01729
OG0006079	bflo_06843	ORYLA15110
OG0006082	bflo_02943	ORYLA01781
OG0006083	bflo_11428	ORYLA20342
OG0006084	bflo_11203	ORYLA00533
OG0006085	bflo_10467	ORYLA15317
OG0006087	bflo_13279	ORYLA07572
OG0006092	bflo_23254	ORYLA18231
OG0006095	bflo_05909	ORYLA00577
OG0006096	bflo_20073	ORYLA02341
OG0006097	bflo_01181	ORYLA08979
OG0006098	bflo_13460	ORYLA08847
OG0006099	bflo_23680	ORYLA07739, ORYLA07738, ORYLA16995
OG0006100	bflo_13879, bflo_05233	ORYLA15271
OG0006102	bflo_05928	ORYLA13664, ORYLA14108
OG0006103	bflo_17529	ORYLA11324
OG0006104	bflo_23037	ORYLA19385
OG0006106	bflo_03662, bflo_26297	ORYLA08883, ORYLA08882
OG0006107	bflo_03883, bflo_03886, bflo_03884, bflo_03885	ORYLA14542
OG0006108	bflo_16412	ORYLA05895
OG0006110	bflo_14760	ORYLA14511, ORYLA14510
OG0006111	bflo_14276	ORYLA04074, ORYLA03212
OG0006112	bflo_12940	ORYLA15289
OG0006113	bflo_13176	ORYLA07029
OG0006114	bflo_09437	ORYLA15533
OG0006115	bflo_18472	ORYLA11548
OG0006117	bflo_02390	ORYLA00077
OG0006118	bflo_13945	ORYLA05452
OG0006119	bflo_14075	ORYLA20488
OG0006120	bflo_05359	ORYLA10724
OG0006121	bflo_25317	ORYLA19436
OG0006122	bflo_23070	ORYLA08367
OG0006123	bflo_10167	ORYLA20495
OG0006124	bflo_17542	ORYLA11506
OG0006125	bflo_12138	ORYLA09691
OG0006127	bflo_10573	ORYLA15251
OG0006128	bflo_14557	ORYLA15261
OG0006130	bflo_20918	ORYLA14031
OG0006131	bflo_19826	ORYLA16375, ORYLA07912
OG0006132	bflo_10299	ORYLA05048
OG0006133	bflo_01121	ORYLA12772
OG0006134	bflo_13339	ORYLA05638
OG0006136	bflo_01637	ORYLA09430
OG0006137	bflo_18124	ORYLA02042
OG0006138	bflo_12753	ORYLA04799
OG0006139	bflo_11965	ORYLA14759, ORYLA11225, ORYLA14056, ORYLA13732
OG0006140	bflo_18342	ORYLA15551
OG0006141	bflo_00269	ORYLA12129
OG0006144	bflo_21040	ORYLA07543
OG0006145	bflo_25040	ORYLA20229
OG0006146	bflo_07212	ORYLA05029
OG0006148	bflo_15811	ORYLA02358
OG0006149	bflo_13184	ORYLA10488
OG0006151	bflo_21632	ORYLA14513
OG0006152	bflo_04414	ORYLA11733
OG0006153	bflo_14168, bflo_15221, bflo_14170	ORYLA20426
OG0006155	bflo_07610	ORYLA06089
OG0006156	bflo_21660	ORYLA00926
OG0006158	bflo_09174, bflo_01127	ORYLA10442
OG0006159	bflo_22205	ORYLA19153
OG0006160	bflo_11696	ORYLA19637
OG0006161	bflo_00825	ORYLA01833, ORYLA05612
OG0006163	bflo_07347	ORYLA14800, ORYLA12332
OG0006164	bflo_13904	ORYLA19800
OG0006165	bflo_12914	ORYLA20003
OG0006167	bflo_10402	ORYLA07176, ORYLA00415
OG0006168	bflo_15636	ORYLA16569
OG0006169	bflo_15504	ORYLA04271
OG0006170	bflo_00265	ORYLA09909
OG0006171	bflo_05603	ORYLA02054
OG0006172	bflo_13275	ORYLA10481
OG0006174	bflo_05689	ORYLA17661, ORYLA02384, ORYLA12208
OG0006176	bflo_10375	ORYLA10315
OG0006177	bflo_02434, bflo_02433, bflo_02197	ORYLA12090
OG0006178	bflo_09792	ORYLA04504
OG0006179	bflo_04520	ORYLA03657
OG0006180	bflo_13527	ORYLA06973
OG0006181	bflo_20856	ORYLA03672
OG0006182	bflo_25676	ORYLA08344
OG0006183	bflo_23251	ORYLA16825
OG0006184	bflo_23887	ORYLA00792
OG0006185	bflo_05702	ORYLA06316
OG0006186	bflo_06017	ORYLA13046
OG0006187	bflo_05860	ORYLA18889
OG0006188	bflo_26244	ORYLA20449
OG0006189	bflo_22949	ORYLA17086, ORYLA00060
OG0006190	bflo_05580	ORYLA01121
OG0006191	bflo_06643	ORYLA17482
OG0006192	bflo_18864	ORYLA04658
OG0006193	bflo_02320	ORYLA12955
OG0006194	bflo_23358	ORYLA00610
OG0006195	bflo_20785	ORYLA17204
OG0006196	bflo_21380	ORYLA03362
OG0006197	bflo_02457	ORYLA20025, ORYLA15955
OG0006198	bflo_09515	ORYLA05262
OG0006199	bflo_18618	ORYLA07760
OG0006200	bflo_08595	ORYLA00176
OG0006201	bflo_23027	ORYLA17887, ORYLA16831, ORYLA16832
OG0006202	bflo_12935	ORYLA06744
OG0006203	bflo_09204	ORYLA04805
OG0006204	bflo_21015	ORYLA07934
OG0006205	bflo_22797	ORYLA19412
OG0006206	bflo_08971	ORYLA11658, ORYLA10666, ORYLA11666
OG0006207	bflo_01371	ORYLA03254
OG0006208	bflo_06603	ORYLA03811, ORYLA13086
OG0006209	bflo_06181	ORYLA18078
OG0006210	bflo_13106	ORYLA02264
OG0006211	bflo_00270	ORYLA16185
OG0006214	bflo_13485	ORYLA11041
OG0006215	bflo_25728	ORYLA08889
OG0006216	bflo_23257	ORYLA19823
OG0006217	bflo_25027	ORYLA13873, ORYLA13874
OG0006219	bflo_21739	ORYLA13291
OG0006220	bflo_00341	ORYLA18843
OG0006223	bflo_00645	ORYLA10674
OG0006224	bflo_24773	ORYLA15635
OG0006225	bflo_05658	ORYLA00226
OG0006226	bflo_25780	ORYLA02359
OG0006227	bflo_08958	ORYLA17980
OG0006228	bflo_03255	ORYLA16946, ORYLA20325
OG0006229	bflo_15353	ORYLA00480
