Orthogroup	BRAFL	OWEFU
OG0007334	bflo_08019	OFUSG04651.1.p1
OG0007335	bflo_08747	OFUSG12346.1.p1
OG0007336	bflo_18139	OFUSG01140.1.p1
OG0007337	bflo_14621	OFUSG08247.1.p1
OG0007338	bflo_03890	OFUSG00512.1.p1
OG0007339	bflo_18665, bflo_27270	OFUSG16021.1.p1
OG0007340	bflo_16530	OFUSG07490.1.p1, OFUSG07490.2.p1
OG0007341	bflo_16524	OFUSG08079.1.p1
OG0007342	bflo_18915	OFUSG21114.1.p1
OG0007343	bflo_07918	OFUSG23516.1.p1
OG0007344	bflo_07595	OFUSG11551.1.p1
OG0007345	bflo_08389	OFUSG10938.1.p1
OG0007347	bflo_02081	OFUSG12292.1.p1
OG0007348	bflo_22199	OFUSG24927.1.p1, OFUSG24927.2.p1
OG0007350	bflo_23018	OFUSG19210.1.p1, OFUSG00308.1.p1, OFUSG21271.1.p1, OFUSG25023.1.p1, OFUSG12319.1.p1, OFUSG11907.1.p1, OFUSG11906.1.p1, OFUSG11905.1.p1, OFUSG11904.1.p1, OFUSG11908.1.p1, OFUSG21940.1.p1
OG0007351	bflo_26476	OFUSG23667.1.p1
OG0007352	bflo_22987	OFUSG15050.1.p1, OFUSG15050.2.p1
OG0007353	bflo_13799	OFUSG23180.1.p1
OG0007354	bflo_00249	OFUSG17364.1.p1
OG0007356	bflo_12334	OFUSG25027.1.p1
OG0007357	bflo_22058	OFUSG12168.1.p1
OG0007358	bflo_05818	OFUSG09680.1.p1
OG0007359	bflo_12738	OFUSG05437.1.p1
OG0007360	bflo_16171	OFUSG25473.1.p1
OG0007361	bflo_06202	OFUSG09488.1.p1
OG0007363	bflo_15450	OFUSG02740.1.p1
OG0007364	bflo_14577	OFUSG01952.1.p1
OG0007365	bflo_25863	OFUSG13323.1.p1
OG0007366	bflo_05679	OFUSG08778.1.p1
OG0007367	bflo_25660	OFUSG17700.1.p1
OG0007368	bflo_10256	OFUSG07565.1.p1
OG0007370	bflo_20740	OFUSG23988.1.p1
OG0007371	bflo_05288	OFUSG05965.1.p1
OG0007372	bflo_12199	OFUSG02717.1.p1
OG0007373	bflo_21841	OFUSG16818.1.p1
OG0007374	bflo_10884	OFUSG19004.1.p1
OG0007375	bflo_18381	OFUSG26223.3.p1, OFUSG26223.2.p1, OFUSG26223.1.p1
OG0007377	bflo_17036	OFUSG25397.1.p1
OG0007378	bflo_21755	OFUSG24752.1.p1
OG0007379	bflo_05815	OFUSG25215.1.p1
OG0007380	bflo_12695	OFUSG02808.1.p1
OG0007381	bflo_22930	OFUSG11065.1.p1
OG0007382	bflo_12647	OFUSG12635.1.p1
OG0007383	bflo_27218, bflo_17600	OFUSG00895.2.p1, OFUSG00895.1.p1
OG0007384	bflo_13468	OFUSG00236.2.p1, OFUSG00236.1.p1
OG0007385	bflo_09851	OFUSG26112.1.p1
OG0007386	bflo_06795	OFUSG21256.1.p1
OG0007387	bflo_16313	OFUSG08047.1.p1, OFUSG08047.2.p1
OG0007388	bflo_25933	OFUSG17284.1.p1
OG0007389	bflo_15838	OFUSG07228.1.p1
OG0007390	bflo_04356	OFUSG18344.1.p1
OG0007391	bflo_10127	OFUSG15504.1.p1
OG0007392	bflo_26122	OFUSG13438.1.p1, OFUSG13438.3.p1, OFUSG13438.2.p1
OG0007393	bflo_19723	OFUSG12565.1.p1
OG0007394	bflo_24326	OFUSG13494.1.p1
OG0007395	bflo_23165	OFUSG10757.1.p1
OG0007396	bflo_12995	OFUSG22886.1.p1
OG0007397	bflo_26218	OFUSG13056.1.p1
OG0007398	bflo_17370, bflo_01502, bflo_17308, bflo_16004	OFUSG07232.1.p1
OG0007399	bflo_24010	OFUSG01818.1.p1
OG0007400	bflo_22433	OFUSG14809.1.p1
OG0007401	bflo_14612	OFUSG10106.1.p1
OG0007403	bflo_10174	OFUSG19277.1.p1
OG0007404	bflo_14331	OFUSG23183.1.p1
OG0007405	bflo_20962	OFUSG22414.1.p1
OG0007406	bflo_23579, bflo_21242, bflo_20357	OFUSG15025.1.p1
OG0007407	bflo_08514	OFUSG18627.1.p1
OG0007408	bflo_02032	OFUSG16878.1.p1
OG0007409	bflo_02035	OFUSG16872.1.p1
OG0007411	bflo_07704	OFUSG04653.1.p1
OG0007412	bflo_17518	OFUSG01834.1.p1
OG0007413	bflo_18831	OFUSG16703.1.p1
OG0007414	bflo_25464	OFUSG17401.1.p1
OG0007415	bflo_02381	OFUSG04618.1.p1
OG0007416	bflo_14951	OFUSG03058.1.p1
OG0007417	bflo_20677	OFUSG22448.1.p1
OG0007418	bflo_20034	OFUSG15358.1.p1
OG0007419	bflo_22990	OFUSG18337.1.p1
OG0007420	bflo_24886	OFUSG12850.1.p1, OFUSG12850.2.p1
OG0007421	bflo_12217	OFUSG07551.1.p1
OG0007423	bflo_23596	OFUSG10921.1.p1
OG0007424	bflo_23127	OFUSG18027.1.p1, OFUSG18027.2.p1
OG0007425	bflo_14507	OFUSG05643.1.p1
OG0007426	bflo_18604	OFUSG09786.1.p1
OG0007427	bflo_09574	OFUSG11080.2.p1, OFUSG11080.1.p1
OG0007428	bflo_19134	OFUSG16303.1.p1, OFUSG04650.1.p1
OG0007429	bflo_11389	OFUSG06469.1.p1
OG0007431	bflo_00171	OFUSG17080.1.p1
OG0007432	bflo_24342	OFUSG12825.1.p1
OG0007433	bflo_03234	OFUSG00326.1.p1
OG0007434	bflo_23083	OFUSG10491.1.p1
OG0007435	bflo_02346	OFUSG04448.1.p1
OG0007438	bflo_09397	OFUSG03119.1.p1
OG0007439	bflo_01560	OFUSG12912.1.p1
OG0007440	bflo_12274	OFUSG06409.1.p1
OG0007441	bflo_20302, bflo_15083	OFUSG21002.1.p1
OG0007442	bflo_25641	OFUSG26591.1.p1
OG0007443	bflo_20276	OFUSG24141.1.p1
OG0007444	bflo_00595	OFUSG08591.1.p1
OG0007445	bflo_17572	OFUSG00336.1.p1
OG0007446	bflo_07107	OFUSG15616.1.p1
OG0007447	bflo_15402	OFUSG03015.1.p1
OG0007448	bflo_05489, bflo_06846	OFUSG19692.1.p1
OG0007449	bflo_12540	OFUSG20567.1.p1
OG0007450	bflo_10846	OFUSG11749.1.p1
OG0007451	bflo_13811	OFUSG04847.1.p1
OG0007452	bflo_14825, bflo_14722	OFUSG02426.2.p1, OFUSG02426.1.p1
OG0007453	bflo_16585	OFUSG05211.1.p1
OG0007454	bflo_22118	OFUSG11207.1.p1
OG0007455	bflo_17706	OFUSG01636.1.p1
OG0007456	bflo_01583	OFUSG13703.1.p1
OG0007457	bflo_26814, bflo_06127	OFUSG09458.1.p1
OG0007458	bflo_25670	OFUSG12861.1.p1
OG0007459	bflo_20243	OFUSG11762.1.p1
OG0007460	bflo_10847	OFUSG12178.1.p1
OG0007461	bflo_09747	OFUSG12051.1.p1
OG0007462	bflo_18941	OFUSG24240.1.p1
OG0007463	bflo_10590	OFUSG07010.1.p1
OG0007464	bflo_00445	OFUSG16985.1.p1
OG0007465	bflo_21112	OFUSG15455.1.p1
OG0007467	bflo_05624	OFUSG08692.1.p1
OG0007468	bflo_08789	OFUSG19097.1.p1
OG0007471	bflo_13019	OFUSG05247.1.p1
OG0007472	bflo_05935	OFUSG09263.1.p1
OG0007474	bflo_01427	OFUSG08713.1.p1
OG0007475	bflo_08869	OFUSG08570.1.p1
OG0007476	bflo_25779	OFUSG13432.1.p1
OG0007477	bflo_19128	OFUSG07040.1.p1
OG0007478	bflo_20152	OFUSG13230.1.p1
OG0007479	bflo_23681	OFUSG18598.1.p1, OFUSG18598.2.p1
OG0007480	bflo_09770	OFUSG19354.1.p1
OG0007481	bflo_20525, bflo_20940	OFUSG22427.1.p1
OG0007482	bflo_24643	OFUSG17340.1.p1
OG0007483	bflo_05915	OFUSG23534.1.p1
OG0007484	bflo_15769	OFUSG11388.1.p1
OG0007485	bflo_22291	OFUSG22016.1.p1
OG0007486	bflo_08093	OFUSG17883.1.p1
OG0007487	bflo_21834	OFUSG22167.1.p1
OG0007488	bflo_09156	OFUSG07538.1.p1
OG0007489	bflo_01354	OFUSG12215.1.p1
OG0007490	bflo_01534	OFUSG16873.1.p1
OG0007492	bflo_11532	OFUSG25059.1.p1
OG0007493	bflo_12341, bflo_12486, bflo_10771	OFUSG06845.1.p1
OG0007494	bflo_21044	OFUSG22266.1.p1
OG0007495	bflo_02160	OFUSG04434.1.p1
OG0007496	bflo_02927	OFUSG16736.1.p1
OG0007497	bflo_21756	OFUSG10341.1.p1
OG0007498	bflo_05937	OFUSG17266.1.p1
OG0007499	bflo_23609	OFUSG11843.1.p1
OG0007500	bflo_02362	OFUSG04669.1.p1
OG0007501	bflo_03458	OFUSG00839.1.p1
OG0007503	bflo_22154	OFUSG14763.1.p1
OG0007504	bflo_23410	OFUSG11026.1.p1
OG0007506	bflo_07456	OFUSG12077.1.p1
OG0007507	bflo_20339	OFUSG11287.1.p1
OG0007508	bflo_16429	OFUSG26113.1.p1
OG0007509	bflo_25337	OFUSG13309.1.p1
OG0007510	bflo_23353	OFUSG13168.1.p1
OG0007513	bflo_12370	OFUSG18747.1.p1
OG0007516	bflo_11093	OFUSG19190.1.p1
OG0007517	bflo_09839	OFUSG08057.1.p1
OG0007518	bflo_12220	OFUSG06829.1.p1
OG0007519	bflo_13950	OFUSG20874.1.p1
OG0007520	bflo_25745	OFUSG13140.2.p1, OFUSG13140.1.p1
OG0007521	bflo_13860, bflo_19698, bflo_19701	OFUSG26522.1.p1
OG0007524	bflo_21710	OFUSG14119.1.p1
OG0007525	bflo_25748	OFUSG21392.1.p1
OG0007527	bflo_12687	OFUSG05917.1.p1
OG0007528	bflo_15800	OFUSG00537.1.p1
OG0007529	bflo_22763	OFUSG18077.1.p1
OG0007533	bflo_05908	OFUSG05889.1.p1, OFUSG05889.2.p1
OG0007541	bflo_23902, bflo_15686	OFUSG11465.2.p1, OFUSG11465.1.p1
OG0007543	bflo_22019, bflo_04485, bflo_16718	OFUSG07606.1.p1
OG0007550	bflo_12697	OFUSG04956.1.p1
OG0007551	bflo_21944	OFUSG23786.1.p1
OG0007582	bflo_06722	OFUSG16744.1.p1
OG0007584	bflo_23456	OFUSG10532.1.p1, OFUSG10532.2.p1
OG0007587	bflo_05425	OFUSG15959.1.p1
OG0007588	bflo_08932	OFUSG08373.1.p1
OG0007589	bflo_15014	OFUSG03464.1.p1
OG0007591	bflo_06991	OFUSG04404.1.p1
OG0007592	bflo_02567	OFUSG04264.2.p1, OFUSG04264.1.p1
OG0007593	bflo_18115	OFUSG17653.1.p1
OG0007594	bflo_06134	OFUSG09058.1.p1
OG0007595	bflo_08716	OFUSG19395.1.p1
OG0007596	bflo_00217	OFUSG13185.1.p1, OFUSG13185.2.p1
OG0007597	bflo_20205	OFUSG07837.1.p1
OG0007598	bflo_14696	OFUSG02705.2.p1, OFUSG02705.1.p1
OG0007600	bflo_22319, bflo_22546	OFUSG14741.1.p1
OG0007602	bflo_25731	OFUSG18659.1.p1
OG0007603	bflo_13403	OFUSG05017.1.p1
OG0007604	bflo_13109	OFUSG20886.1.p1
OG0007606	bflo_09037	OFUSG11909.1.p1
OG0007607	bflo_24972	OFUSG16917.1.p1
OG0007608	bflo_00905, bflo_01074	OFUSG13378.1.p1
OG0007609	bflo_21985	OFUSG14337.1.p1
OG0007610	bflo_12438	OFUSG18726.1.p1
OG0007612	bflo_03626	OFUSG13254.1.p1
OG0007613	bflo_05631	OFUSG13039.1.p1
OG0007614	bflo_13306	OFUSG22780.1.p1
OG0007615	bflo_11806	OFUSG06032.1.p1
OG0007617	bflo_05912	OFUSG08967.1.p1
OG0007618	bflo_17677	OFUSG01286.1.p1
OG0007619	bflo_24408	OFUSG23637.1.p1
OG0007621	bflo_25877	OFUSG23418.1.p1
OG0007623	bflo_09081	OFUSG24746.1.p1
OG0007624	bflo_03915	OFUSG00912.1.p1
OG0007625	bflo_17208	OFUSG01065.1.p1
OG0007628	bflo_14113	OFUSG02826.1.p1
OG0007629	bflo_04302	OFUSG08807.1.p1
OG0007630	bflo_22203	OFUSG24713.1.p1
OG0007633	bflo_00693	OFUSG17043.1.p1
OG0007634	bflo_07145	OFUSG18364.1.p1
OG0007635	bflo_07343	OFUSG11100.1.p1
OG0007637	bflo_09449	OFUSG11941.1.p1
OG0007639	bflo_07577	OFUSG10115.1.p1
OG0007643	bflo_02155	OFUSG16038.1.p1
OG0007645	bflo_20312	OFUSG09967.1.p1
OG0007646	bflo_08412	OFUSG02602.2.p1, OFUSG02602.1.p1
OG0007647	bflo_19093	OFUSG12352.1.p1
OG0007648	bflo_17312	OFUSG23402.1.p1
OG0007649	bflo_10016	OFUSG11208.1.p1
OG0007650	bflo_03304	OFUSG08401.1.p1
OG0007651	bflo_21344	OFUSG03816.1.p1
OG0007652	bflo_16698	OFUSG07124.1.p1
OG0007653	bflo_06136	OFUSG12107.1.p1
OG0007654	bflo_26579, bflo_00334	OFUSG23523.1.p1
OG0007655	bflo_05609, bflo_06739	OFUSG09596.1.p1
OG0007656	bflo_11407	OFUSG06312.1.p1
OG0007657	bflo_03371	OFUSG00269.1.p1
OG0007658	bflo_17413	OFUSG00831.1.p1
OG0007659	bflo_00447	OFUSG26310.1.p1
OG0007660	bflo_16535	OFUSG08033.1.p1
OG0007663	bflo_17347	OFUSG08187.1.p1
OG0007664	bflo_10773	OFUSG18907.1.p1
OG0007665	bflo_01695	OFUSG22453.1.p1
OG0007666	bflo_23297	OFUSG18592.1.p1
OG0007667	bflo_12556	OFUSG12265.1.p1
OG0007668	bflo_20338	OFUSG15536.1.p1
OG0007669	bflo_11142	OFUSG05619.1.p1
OG0007670	bflo_05622	OFUSG13342.1.p1, OFUSG13342.2.p1
OG0007671	bflo_02418	OFUSG16155.1.p1
OG0007672	bflo_17487	OFUSG00619.1.p1
OG0007673	bflo_06491	OFUSG12933.1.p1
OG0007674	bflo_23563	OFUSG12587.1.p1
OG0007675	bflo_06363	OFUSG13447.1.p1
OG0007676	bflo_08407	OFUSG07077.2.p1, OFUSG07077.1.p1
OG0007677	bflo_16920	OFUSG08042.3.p1, OFUSG08042.1.p1, OFUSG08042.2.p1
OG0007678	bflo_02676, bflo_02091, bflo_02621, bflo_24505	OFUSG21736.1.p1
OG0007678	bflo_23967	OFUSG12550.1.p1, OFUSG12461.1.p1
OG0007679	bflo_10208	OFUSG05979.1.p1
OG0007680	bflo_17990, bflo_00308	OFUSG13025.1.p1
OG0007681	bflo_03450	OFUSG08756.1.p1, OFUSG08756.2.p1, OFUSG08756.3.p1
OG0007683	bflo_09373	OFUSG10975.1.p1
OG0007684	bflo_07569, bflo_08134	OFUSG21664.1.p1
OG0007685	bflo_18881	OFUSG11339.1.p1
OG0007686	bflo_13479	OFUSG05228.1.p1
OG0007689	bflo_20780	OFUSG22558.1.p1, OFUSG22558.2.p1
OG0007690	bflo_18798	OFUSG05888.1.p1
OG0007691	bflo_20819	OFUSG17394.1.p1
OG0007692	bflo_23407	OFUSG10240.1.p1
OG0007694	bflo_13350	OFUSG22930.1.p1
OG0007695	bflo_01847	OFUSG23690.1.p1
OG0007696	bflo_11039	OFUSG05710.1.p1
OG0007697	bflo_21039, bflo_21034	OFUSG15762.1.p1
OG0007698	bflo_25937	OFUSG13946.1.p1
OG0007700	bflo_20560	OFUSG15537.1.p1
OG0007701	bflo_20311	OFUSG22537.1.p1
OG0007703	bflo_08727	OFUSG10399.1.p1
OG0007704	bflo_02614	OFUSG04621.1.p1
OG0007705	bflo_08400	OFUSG18179.1.p1, OFUSG18179.2.p1
OG0007706	bflo_22700	OFUSG11056.1.p1
OG0007707	bflo_10464	OFUSG09514.1.p1
OG0007708	bflo_19064	OFUSG16188.2.p1, OFUSG16188.1.p1
OG0007711	bflo_07586	OFUSG00605.1.p1
OG0007712	bflo_10106	OFUSG05858.1.p1
OG0007713	bflo_18812	OFUSG15968.1.p1
OG0007714	bflo_15303	OFUSG02938.1.p1
OG0007715	bflo_20286	OFUSG22189.2.p1, OFUSG22189.1.p1
OG0007716	bflo_11425	OFUSG21373.1.p1
OG0007717	bflo_04203	OFUSG17544.1.p1
OG0007718	bflo_18866	OFUSG24333.1.p1
OG0007719	bflo_24402	OFUSG16153.1.p1
OG0007721	bflo_08960	OFUSG06763.1.p1
OG0007722	bflo_23699	OFUSG09667.1.p1
OG0007723	bflo_02387	OFUSG04168.1.p1
OG0007724	bflo_05312, bflo_16516, bflo_01307, bflo_01302, bflo_01722	OFUSG17220.1.p1
OG0007725	bflo_15815	OFUSG25697.1.p1
OG0007726	bflo_24372	OFUSG13718.2.p1, OFUSG13718.1.p1
OG0007727	bflo_19233	OFUSG04739.1.p1
OG0007728	bflo_05034	OFUSG12092.1.p1
OG0007729	bflo_12977	OFUSG11497.1.p1
OG0007730	bflo_12607, bflo_12998	OFUSG20248.1.p1
OG0007732	bflo_08778	OFUSG19296.1.p1
OG0007733	bflo_11525	OFUSG05630.1.p1
OG0007734	bflo_25678	OFUSG13294.1.p1
OG0007735	bflo_03867, bflo_03872	OFUSG22506.1.p1, OFUSG22506.2.p1
OG0007736	bflo_20418	OFUSG15042.1.p1
OG0007737	bflo_22392	OFUSG00096.1.p1, OFUSG00096.3.p1, OFUSG00096.2.p1
OG0007738	bflo_06705, bflo_06706	OFUSG08886.1.p1
OG0007739	bflo_18458	OFUSG00877.1.p1
OG0007740	bflo_04368	OFUSG09084.1.p1
OG0007741	bflo_11053	OFUSG04087.1.p1
OG0007743	bflo_02840	OFUSG24314.1.p1
OG0007744	bflo_26182	OFUSG07022.1.p1
OG0007745	bflo_12671	OFUSG24033.1.p1
OG0007746	bflo_06579	OFUSG25087.2.p1, OFUSG25087.1.p1
OG0007747	bflo_26277	OFUSG13194.2.p1, OFUSG13194.1.p1
OG0007749	bflo_05007	OFUSG06926.1.p1
OG0007750	bflo_25715	OFUSG13242.1.p1
OG0007751	bflo_10650, bflo_08743	OFUSG19113.1.p1
OG0007752	bflo_21959	OFUSG14080.1.p1
OG0007753	bflo_22394	OFUSG14260.1.p1, OFUSG14259.1.p1
OG0007754	bflo_26220	OFUSG23541.2.p2, OFUSG23541.1.p1
OG0007755	bflo_11338, bflo_10030	OFUSG07853.1.p1, OFUSG07853.2.p1
OG0007757	bflo_27501, bflo_25642	OFUSG13397.2.p1, OFUSG13397.1.p1, OFUSG13397.3.p1
OG0007759	bflo_16310	OFUSG09907.1.p1
OG0007760	bflo_13020	OFUSG13141.1.p1
OG0007761	bflo_24923	OFUSG23226.1.p1
OG0007763	bflo_25707	OFUSG13188.1.p1
OG0007764	bflo_06850	OFUSG19990.1.p1, OFUSG19990.3.p1, OFUSG19990.4.p1, OFUSG19990.2.p1
OG0007765	bflo_13995	OFUSG04752.1.p1, OFUSG04752.2.p1
OG0007766	bflo_23712	OFUSG10019.2.p1, OFUSG10019.1.p1
OG0007768	bflo_24479	OFUSG23414.1.p1
OG0007769	bflo_23531	OFUSG10116.1.p1
OG0007770	bflo_20500	OFUSG15214.1.p1
OG0007771	bflo_11433	OFUSG19373.1.p1
OG0007772	bflo_22115	OFUSG14806.1.p1
OG0007773	bflo_03725, bflo_21510	OFUSG05099.1.p1
OG0007774	bflo_19564	OFUSG16284.1.p1
OG0007775	bflo_21066	OFUSG15554.1.p1
OG0007776	bflo_06131	OFUSG19566.2.p1, OFUSG19566.1.p1
OG0007779	bflo_18703	OFUSG16301.1.p1
OG0007780	bflo_17991	OFUSG11825.1.p1
OG0007781	bflo_07603	OFUSG12252.1.p1
OG0007782	bflo_06893	OFUSG18608.1.p1
OG0007783	bflo_23885	OFUSG18356.1.p1
OG0007784	bflo_19072	OFUSG04138.1.p1
OG0007785	bflo_11218	OFUSG06327.1.p1
OG0007786	bflo_16999	OFUSG12053.1.p1
OG0007787	bflo_12215	OFUSG25805.3.p1, OFUSG25805.1.p1, OFUSG25805.2.p1
OG0007788	bflo_03873	OFUSG15334.1.p1
OG0007789	bflo_21102	OFUSG15126.1.p1
OG0007790	bflo_11705	OFUSG10920.1.p1
OG0007791	bflo_23951	OFUSG13381.1.p1
OG0007793	bflo_25655	OFUSG17651.1.p1
OG0007794	bflo_20585	OFUSG22344.1.p1
OG0007796	bflo_02054	OFUSG08457.1.p1
OG0007797	bflo_21105	OFUSG15128.1.p1
OG0007798	bflo_18226	OFUSG09670.1.p1
OG0007799	bflo_00372	OFUSG23487.1.p1
OG0007800	bflo_14344	OFUSG02294.2.p1, OFUSG02294.1.p1
OG0007801	bflo_23404	OFUSG10903.1.p1
OG0007802	bflo_23831	OFUSG19089.1.p1
OG0007803	bflo_06509	OFUSG11295.1.p1
OG0007804	bflo_06653	OFUSG26380.1.p1
OG0007806	bflo_06303	OFUSG26321.1.p1
OG0007807	bflo_05294	OFUSG21236.2.p1, OFUSG21236.1.p1
OG0007808	bflo_11247	OFUSG05690.1.p1
OG0007809	bflo_03965	OFUSG00154.1.p1
OG0007810	bflo_10987	OFUSG18852.1.p1
OG0007811	bflo_24096	OFUSG20077.1.p1
OG0007812	bflo_00281	OFUSG21342.1.p1
OG0007813	bflo_21210	OFUSG25358.1.p1
OG0007814	bflo_06730	OFUSG10053.1.p1
OG0007815	bflo_00749, bflo_00769, bflo_00543	OFUSG17142.1.p1
OG0007816	bflo_24433	OFUSG17687.1.p1
OG0007817	bflo_26806, bflo_01864	OFUSG12137.1.p1
OG0007820	bflo_20895	OFUSG15238.1.p1
OG0007823	bflo_01549	OFUSG18984.1.p1
OG0007824	bflo_21551	OFUSG13800.1.p1
OG0007826	bflo_20018	OFUSG22681.1.p1
OG0007829	bflo_01959	OFUSG21398.1.p1
OG0007830	bflo_08474	OFUSG03916.1.p1
OG0007831	bflo_08904	OFUSG19212.1.p1
OG0007832	bflo_03510, bflo_19382	OFUSG12592.1.p1
OG0007833	bflo_21063	OFUSG22278.2.p1, OFUSG22278.1.p1
OG0007834	bflo_09024	OFUSG05546.1.p1
OG0007835	bflo_25222	OFUSG17500.1.p1
OG0007836	bflo_00713	OFUSG17797.1.p1
OG0007837	bflo_19677	OFUSG02641.1.p1, OFUSG02641.2.p1
OG0007838	bflo_01372	OFUSG23633.1.p1
OG0007840	bflo_06242	OFUSG12949.1.p1
OG0007841	bflo_07375	OFUSG18201.1.p1
OG0007842	bflo_04890	OFUSG20821.1.p1
OG0007843	bflo_14088	OFUSG02689.1.p1
OG0007845	bflo_27016, bflo_11683, bflo_14689	OFUSG11939.1.p1
OG0007846	bflo_13304, bflo_13522	OFUSG23209.1.p1
OG0007847	bflo_00441	OFUSG07414.1.p1
OG0007848	bflo_17671	OFUSG00458.1.p1
OG0007849	bflo_11783	OFUSG25057.1.p1, OFUSG25057.2.p1
OG0007854	bflo_18378	OFUSG00498.2.p1, OFUSG00498.1.p1, OFUSG00498.3.p1
OG0007858	bflo_09176	OFUSG19527.1.p1
OG0007859	bflo_19258	OFUSG16552.1.p1
OG0007866	bflo_22935	OFUSG18566.2.p1, OFUSG18566.1.p1
OG0007876	bflo_24228, bflo_05187, bflo_24229	OFUSG19398.1.p1
OG0007907	bflo_02235	OFUSG24344.1.p1
OG0007908	bflo_20499	OFUSG23097.1.p1
OG0007911	bflo_22860	OFUSG10845.1.p1
OG0007912	bflo_27328, bflo_20385	OFUSG24170.5.p1, OFUSG24170.4.p1, OFUSG24170.3.p1, OFUSG24170.1.p1, OFUSG24170.2.p1
OG0007913	bflo_05599	OFUSG08874.1.p1
OG0007915	bflo_05663	OFUSG13452.1.p1
OG0007916	bflo_17716	OFUSG01725.1.p1
OG0007920	bflo_06190	OFUSG09330.1.p1
OG0007921	bflo_06108	OFUSG08790.1.p1
OG0007922	bflo_10350	OFUSG22070.1.p1
OG0007925	bflo_10568	OFUSG06688.1.p1
OG0007926	bflo_23868	OFUSG09991.1.p1
OG0007927	bflo_11079	OFUSG06063.1.p1
OG0007928	bflo_11687, bflo_01921	OFUSG06656.2.p1, OFUSG06656.1.p1
OG0007929	bflo_13452	OFUSG22970.1.p1
OG0007930	bflo_16413	OFUSG11751.1.p1
OG0007930	bflo_12616	OFUSG20599.1.p1
OG0007931	bflo_14695	OFUSG02704.1.p1
OG0007932	bflo_13897	OFUSG12916.1.p1
OG0007933	bflo_03110	OFUSG00544.1.p1
OG0007934	bflo_26432	OFUSG17387.1.p1
OG0007935	bflo_17663	OFUSG01074.1.p1
OG0007936	bflo_01563	OFUSG21009.1.p1
OG0007937	bflo_14531	OFUSG11802.1.p1
OG0007938	bflo_12211	OFUSG05621.1.p1
OG0007939	bflo_11941	OFUSG06120.2.p1, OFUSG06120.1.p1
OG0007941	bflo_04799	OFUSG13492.1.p1
OG0007943	bflo_17585	OFUSG00522.1.p1
OG0007944	bflo_08272	OFUSG03153.1.p1
OG0007945	bflo_16266	OFUSG25427.1.p1
OG0007946	bflo_10287	OFUSG08410.1.p1
OG0007947	bflo_22634	OFUSG17878.1.p1
OG0007948	bflo_21118	OFUSG22612.1.p1
OG0007949	bflo_01732	OFUSG20947.1.p1
OG0007951	bflo_13301	OFUSG05438.1.p1
OG0007952	bflo_02620	OFUSG15821.1.p1
OG0007953	bflo_00434	OFUSG02876.1.p1
OG0007954	bflo_17425	OFUSG00841.2.p1, OFUSG00841.1.p1
OG0007955	bflo_10996	OFUSG11680.1.p1
OG0007956	bflo_06064	OFUSG09627.1.p1
OG0007957	bflo_00714	OFUSG17042.1.p1
OG0007958	bflo_06296	OFUSG17138.1.p1
OG0007959	bflo_26327	OFUSG17298.1.p1
OG0007961	bflo_24731	OFUSG21435.1.p1
OG0007962	bflo_15039	OFUSG02608.1.p1
OG0007963	bflo_24596	OFUSG16928.1.p1
OG0007964	bflo_01247, bflo_07079	OFUSG10554.1.p1
OG0007965	bflo_23151	OFUSG07497.1.p1
OG0007966	bflo_07594	OFUSG04273.1.p1
OG0007968	bflo_06274	OFUSG07892.1.p1
OG0007969	bflo_25712	OFUSG21474.1.p1
OG0007970	bflo_24089	OFUSG23680.1.p1
OG0007971	bflo_16346	OFUSG13159.1.p1
OG0007972	bflo_13428	OFUSG05104.1.p1
OG0007973	bflo_05021	OFUSG18662.1.p1
OG0007974	bflo_24762	OFUSG24934.1.p1
OG0007975	bflo_24764	OFUSG26469.1.p1
OG0007976	bflo_23117	OFUSG11047.1.p1
OG0007977	bflo_22929	OFUSG10084.1.p1
OG0007978	bflo_25199, bflo_05322	OFUSG23595.1.p1
OG0007979	bflo_14680	OFUSG02899.1.p1
OG0007981	bflo_07631	OFUSG25033.1.p1
OG0007982	bflo_02109	OFUSG13066.1.p1, OFUSG13066.3.p1, OFUSG13066.2.p1
OG0007983	bflo_04850	OFUSG12564.1.p1
OG0007984	bflo_21333, bflo_21994	OFUSG09870.1.p1
OG0007985	bflo_14993, bflo_27135	OFUSG16831.1.p1
OG0007986	bflo_06825	OFUSG09300.1.p1
OG0007987	bflo_21083	OFUSG24174.1.p1
OG0007988	bflo_12561	OFUSG05086.1.p1
OG0007991	bflo_12744	OFUSG11336.1.p1
OG0007993	bflo_06048	OFUSG12464.1.p1
OG0007994	bflo_07557	OFUSG00061.1.p1
OG0007995	bflo_21217, bflo_08775, bflo_13624	OFUSG06540.1.p1
OG0007996	bflo_20570	OFUSG25545.1.p1
OG0007997	bflo_20061	OFUSG14866.1.p1
OG0007998	bflo_02590	OFUSG04732.1.p1
OG0007999	bflo_18850	OFUSG16655.1.p1
OG0008000	bflo_01750	OFUSG17338.1.p1
OG0008001	bflo_07295	OFUSG10860.1.p1
OG0008002	bflo_26652, bflo_02053	OFUSG21031.1.p1
OG0008003	bflo_24744	OFUSG16902.1.p1
OG0008004	bflo_15702	OFUSG04859.1.p1
OG0008005	bflo_27065, bflo_13015	OFUSG12467.1.p1
OG0008006	bflo_22376, bflo_22210	OFUSG13906.1.p1
