Orthogroup	BRAFL	DANRE
OG0006856	bflo_08265	DANRE24719
OG0006857	bflo_22461	DANRE21322, DANRE21323, DANRE21320, DANRE21321
OG0006858	bflo_22306	DANRE13260, DANRE13259
OG0006860	bflo_13831	DANRE39348
OG0006862	bflo_07506	DANRE05434, DANRE05435
OG0006864	bflo_14254	DANRE30356
OG0006865	bflo_21505, bflo_21504	DANRE37107, DANRE37108
OG0006866	bflo_24867, bflo_24869, bflo_25058	DANRE28013, DANRE28011, DANRE23478, DANRE23477
OG0006867	bflo_17074	DANRE04670, DANRE04669
OG0006868	bflo_13873	DANRE40480, DANRE40481
OG0006869	bflo_11211	DANRE39720, DANRE39721
OG0006871	bflo_21815	DANRE36314
OG0006872	bflo_13623	DANRE12533, DANRE12534, DANRE12532
OG0006873	bflo_02792	DANRE35332, DANRE35331
OG0006874	bflo_23619	DANRE02204
OG0006875	bflo_24959	DANRE19819
OG0006876	bflo_25862	DANRE36350
OG0006877	bflo_07384	DANRE25161
OG0006878	bflo_25700, bflo_25466	DANRE26618
OG0006880	bflo_22152	DANRE02192, DANRE02193, DANRE02191
OG0006881	bflo_14289	DANRE07877
OG0006882	bflo_13224	DANRE12968, DANRE12967
OG0006883	bflo_17686	DANRE11548
OG0006884	bflo_17331	DANRE17895
OG0006885	bflo_01373	DANRE36038
OG0006886	bflo_18390	DANRE33750
OG0006887	bflo_19380	DANRE35935
OG0006888	bflo_21809	DANRE20632
OG0006889	bflo_13410	DANRE12508
OG0006890	bflo_10189	DANRE04449
OG0006891	bflo_20531	DANRE15280, DANRE15279
OG0006892	bflo_19210	DANRE42353
OG0006893	bflo_22850	DANRE35990, DANRE35991, DANRE35992
OG0006894	bflo_23771	DANRE04254, DANRE04253
OG0006895	bflo_03293	DANRE04051
OG0006896	bflo_07051	DANRE16360, DANRE16361, DANRE39466
OG0006897	bflo_06445	DANRE34848, DANRE34849, DANRE34850
OG0006898	bflo_12617	DANRE12640
OG0006899	bflo_10493	DANRE25627, DANRE25626
OG0006900	bflo_17774	DANRE17615, DANRE17616
OG0006901	bflo_19215	DANRE42359, DANRE42358
OG0006902	bflo_16739	DANRE40997
OG0006903	bflo_25124, bflo_24851, bflo_02392	DANRE09420, DANRE03354, DANRE03353, DANRE29137
OG0006904	bflo_08783	DANRE04837, DANRE04838
OG0006905	bflo_13409	DANRE36867
OG0006907	bflo_05668	DANRE30638
OG0006908	bflo_20369	DANRE34940
OG0006909	bflo_11161	DANRE40335
OG0006911	bflo_16763	DANRE07250
OG0006912	bflo_16818	DANRE18257
OG0006914	bflo_06676	DANRE00540, DANRE00539
OG0006916	bflo_05711	DANRE19207, DANRE19208, DANRE19209
OG0006917	bflo_24966	DANRE08924
OG0006918	bflo_06388	DANRE09402
OG0006919	bflo_10781	DANRE03724
OG0006920	bflo_18393	DANRE41930
OG0006921	bflo_17039	DANRE01091
OG0006922	bflo_22907, bflo_22906, bflo_16709	DANRE09587, DANRE09586
OG0006923	bflo_17476	DANRE14203
OG0006924	bflo_14841	DANRE34932
OG0006925	bflo_01234	DANRE10925, DANRE10926
OG0006926	bflo_01326	DANRE14985
OG0006927	bflo_25864	DANRE28369
OG0006928	bflo_21086	DANRE18223
OG0006929	bflo_17151	DANRE10028
OG0006930	bflo_18159	DANRE41147
OG0006931	bflo_03880	DANRE18816
OG0006932	bflo_23118, bflo_22872	DANRE03602, DANRE03603, DANRE29298
OG0006934	bflo_22320	DANRE42873
OG0006935	bflo_10058	DANRE04751
OG0006936	bflo_10276, bflo_09616	DANRE05124
OG0006937	bflo_06019	DANRE39416
OG0006938	bflo_11763	DANRE01654
OG0006939	bflo_05623	DANRE05866, DANRE05865
OG0006940	bflo_00686	DANRE03264, DANRE03263
OG0006942	bflo_16437	DANRE40029
OG0006943	bflo_06674	DANRE31332
OG0006945	bflo_18670	DANRE42360
OG0006946	bflo_16430	DANRE00393, DANRE00394, DANRE00392
OG0006947	bflo_23439	DANRE03673
OG0006948	bflo_23320	DANRE05810
OG0006949	bflo_08640	DANRE12732
OG0006951	bflo_02466	DANRE14887, DANRE14889, DANRE14888
OG0006952	bflo_12669	DANRE14759
OG0006953	bflo_23341	DANRE01132
OG0006954	bflo_17503	DANRE11015
OG0006955	bflo_10967	DANRE30983
OG0006957	bflo_08841	DANRE06715, DANRE06716
OG0006958	bflo_15840, bflo_15252, bflo_15171	DANRE35182
OG0006960	bflo_06033	DANRE42368, DANRE42367
OG0006962	bflo_19179	DANRE02782
OG0006964	bflo_18137	DANRE09142
OG0006965	bflo_07273	DANRE34544, DANRE34543
OG0006966	bflo_21938	DANRE12258
OG0006967	bflo_23381	DANRE03623, DANRE03622
OG0006968	bflo_12636	DANRE26323
OG0006969	bflo_09435	DANRE06563
OG0006970	bflo_20527	DANRE16466, DANRE16465, DANRE06600
OG0006971	bflo_20344	DANRE40878, DANRE40877
OG0006972	bflo_13495	DANRE25189
OG0006973	bflo_17571	DANRE17252
OG0006975	bflo_18089	DANRE09037
OG0006976	bflo_18136	DANRE18544, DANRE18545
OG0006977	bflo_11476	DANRE02258
OG0006978	bflo_06276	DANRE34823, DANRE34824
OG0006979	bflo_08448	DANRE38972
OG0006981	bflo_09863	DANRE25411
OG0006982	bflo_09169	DANRE33288
OG0006983	bflo_24722	DANRE23215
OG0006985	bflo_11656	DANRE02673
OG0006987	bflo_15760	DANRE18282, DANRE18283
OG0006988	bflo_09353	DANRE29990
OG0006989	bflo_04780	DANRE21381
OG0006990	bflo_07372	DANRE17525, DANRE17526, DANRE17527
OG0006991	bflo_06043	DANRE22662, DANRE22663, DANRE22661
OG0006993	bflo_22403	DANRE08645
OG0006994	bflo_02112	DANRE41698
OG0006995	bflo_02848	DANRE14381, DANRE14382
OG0006996	bflo_10719	DANRE04792
OG0006997	bflo_11454	DANRE31374, DANRE31375
OG0006998	bflo_23590	DANRE03324, DANRE43324
OG0006999	bflo_01138	DANRE10373, DANRE10372
OG0007000	bflo_10483	DANRE40871, DANRE40870
OG0007001	bflo_03475	DANRE31299
OG0007002	bflo_15746	DANRE19224, DANRE19223
OG0007003	bflo_13387	DANRE38881
OG0007004	bflo_05403, bflo_13198, bflo_13009	DANRE24109, DANRE24111
OG0007005	bflo_20341	DANRE07555, DANRE07554
OG0007006	bflo_15545	DANRE24251, DANRE33893, DANRE33894
OG0007007	bflo_18247	DANRE01269, DANRE01270
OG0007009	bflo_07642	DANRE35325
OG0007010	bflo_14446	DANRE17817
OG0007011	bflo_15254	DANRE08885, DANRE08884, DANRE08883
OG0007012	bflo_08408	DANRE37825, DANRE37827, DANRE37828, DANRE37826
OG0007013	bflo_22925	DANRE04152
OG0007014	bflo_09903	DANRE16137, DANRE16136
OG0007015	bflo_27330, bflo_20402	DANRE22599, DANRE22598
OG0007016	bflo_14032	DANRE25387, DANRE25386
OG0007018	bflo_23908	DANRE07063
OG0007019	bflo_23063	DANRE04085
OG0007020	bflo_10034	DANRE35391, DANRE35392
OG0007021	bflo_21680	DANRE42259
OG0007022	bflo_18552	DANRE01733
OG0007023	bflo_11047	DANRE21295
OG0007024	bflo_11367	DANRE25046
OG0007025	bflo_14744	DANRE39883
OG0007026	bflo_09805	DANRE25877
OG0007027	bflo_20536	DANRE41272
OG0007028	bflo_01442	DANRE27455
OG0007031	bflo_01870	DANRE40046
OG0007032	bflo_18346	DANRE42519
OG0007033	bflo_16162	DANRE18803, DANRE18804
OG0007034	bflo_19304	DANRE21262
OG0007035	bflo_11817	DANRE35003, DANRE08155
OG0007036	bflo_15936	DANRE14569, DANRE14568, DANRE14567, DANRE14566
OG0007037	bflo_18791	DANRE42762
OG0007038	bflo_11762, bflo_11636	DANRE40365
OG0007039	bflo_06475	DANRE18016
OG0007040	bflo_15748	DANRE34356
OG0007041	bflo_06211	DANRE37642, DANRE25606
OG0007042	bflo_02915	DANRE10636
OG0007043	bflo_10682	DANRE04197
OG0007044	bflo_04989, bflo_15125	DANRE16211, DANRE16212
OG0007045	bflo_18005	DANRE10111
OG0007046	bflo_17255	DANRE11415
OG0007047	bflo_15778	DANRE14646
OG0007048	bflo_23058	DANRE30007, DANRE03630
OG0007049	bflo_24438	DANRE12279, DANRE12278
OG0007050	bflo_09428	DANRE07382
OG0007053	bflo_24401	DANRE29142
OG0007054	bflo_20473	DANRE29653, DANRE29652
OG0007055	bflo_21171	DANRE33530
OG0007056	bflo_20134	DANRE07920
OG0007057	bflo_09203	DANRE37617
OG0007058	bflo_17608	DANRE13123
OG0007059	bflo_10444	DANRE03981
OG0007060	bflo_06320	DANRE10375, DANRE10374
OG0007061	bflo_10696	DANRE22042, DANRE22041
OG0007062	bflo_24989	DANRE13114, DANRE13113
OG0007063	bflo_23792	DANRE09361
OG0007064	bflo_14926	DANRE07304, DANRE07305
OG0007065	bflo_10221	DANRE12615, DANRE12616
OG0007066	bflo_21816	DANRE19801
OG0007067	bflo_12779	DANRE39351
OG0007068	bflo_07102	DANRE39233, DANRE39232
OG0007069	bflo_06573	DANRE11002
OG0007070	bflo_22328	DANRE26939
OG0007071	bflo_09008	DANRE11842, DANRE11840
OG0007072	bflo_12921	DANRE12173, DANRE12174, DANRE12175
OG0007073	bflo_24056	DANRE08821
OG0007074	bflo_04122	DANRE27996, DANRE27997, DANRE27999, DANRE27998
OG0007075	bflo_07697	DANRE03285, DANRE43299
OG0007076	bflo_15859	DANRE30964, DANRE30963
OG0007077	bflo_14982	DANRE17836, DANRE17837
OG0007079	bflo_01999	DANRE05491
OG0007080	bflo_01418	DANRE18620
OG0007081	bflo_14270	DANRE29557, DANRE29558, DANRE29559
OG0007082	bflo_16401	DANRE30592
OG0007083	bflo_15779	DANRE14647
OG0007086	bflo_11245	DANRE12497
OG0007087	bflo_06824	DANRE10797, DANRE10795, DANRE10794
OG0007089	bflo_02444	DANRE07652, DANRE07651
OG0007090	bflo_25747	DANRE21490
OG0007091	bflo_05854	DANRE11390, DANRE11389
OG0007092	bflo_15232	DANRE18833
OG0007093	bflo_10575	DANRE38295
OG0007094	bflo_18319	DANRE11853, DANRE11852
OG0007095	bflo_23010	DANRE10009, DANRE10008
OG0007096	bflo_12760	DANRE17506
OG0007097	bflo_07989	DANRE39435
OG0007098	bflo_13800	DANRE25426, DANRE25425
OG0007099	bflo_21945	DANRE16832
OG0007100	bflo_11271	DANRE20633, DANRE20634
OG0007102	bflo_14184	DANRE41563, DANRE41565, DANRE41564
OG0007103	bflo_08091	DANRE03284
OG0007104	bflo_21832	DANRE00996
OG0007105	bflo_21094	DANRE37505
OG0007106	bflo_11280	DANRE21012, DANRE21013, DANRE21015, DANRE21014
OG0007107	bflo_23422	DANRE15981, DANRE15980, DANRE15979
OG0007108	bflo_20348	DANRE01033, DANRE01034
OG0007111	bflo_13861	DANRE24115, DANRE24114, DANRE26940
OG0007112	bflo_06337	DANRE25814
OG0007113	bflo_11442	DANRE21296
OG0007114	bflo_14043	DANRE10602, DANRE14572
OG0007115	bflo_13514	DANRE09404, DANRE09403, DANRE09405
OG0007116	bflo_23512	DANRE28502, DANRE28501, DANRE43398
OG0007118	bflo_17782	DANRE10021, DANRE10022
OG0007119	bflo_26455	DANRE36376, DANRE36377
OG0007120	bflo_26318	DANRE19755, DANRE19754
OG0007121	bflo_21082	DANRE21444
OG0007122	bflo_24072	DANRE23206
OG0007123	bflo_09914	DANRE03239, DANRE03237, DANRE03238, DANRE03240
OG0007124	bflo_15170	DANRE41957
OG0007125	bflo_14785	DANRE36299, DANRE36298
OG0007126	bflo_22266	DANRE17417, DANRE00882
OG0007127	bflo_00577	DANRE14792, DANRE14793, DANRE14791, DANRE10353
OG0007129	bflo_10446	DANRE20067, DANRE20068, DANRE05951
OG0007130	bflo_11677	DANRE30904
OG0007131	bflo_25611	DANRE40030, DANRE40031
OG0007132	bflo_05661	DANRE15088, DANRE15087
OG0007133	bflo_02382	DANRE01479
OG0007134	bflo_10408	DANRE22130, DANRE22129
OG0007135	bflo_08465	DANRE38477
OG0007136	bflo_06450	DANRE25959
OG0007137	bflo_22784	DANRE27979
OG0007138	bflo_15711	DANRE26666, DANRE26667
OG0007139	bflo_05619	DANRE39772, DANRE39771
OG0007140	bflo_25840	DANRE27837, DANRE35428
OG0007142	bflo_15000	DANRE33554
OG0007143	bflo_01199	DANRE12075
OG0007144	bflo_20069	DANRE17418
OG0007145	bflo_05366	DANRE26346
OG0007146	bflo_21226	DANRE06482, DANRE06480, DANRE06481
OG0007147	bflo_24598	DANRE01796
OG0007148	bflo_12090	DANRE41181
OG0007149	bflo_17134	DANRE15852, DANRE35764
OG0007150	bflo_12859, bflo_09705	DANRE38611, DANRE38612
OG0007151	bflo_14436	DANRE10301
OG0007152	bflo_08459, bflo_12446	DANRE13979, DANRE13981, DANRE13980
OG0007153	bflo_14060	DANRE04392, DANRE04391
OG0007154	bflo_11488	DANRE05456
OG0007158	bflo_12648	DANRE14540
OG0007159	bflo_17008, bflo_17009	DANRE39955, DANRE39956
OG0007160	bflo_13912	DANRE38832, DANRE38833, DANRE38831
OG0007161	bflo_12808	DANRE04179, DANRE04180, DANRE12817
OG0007163	bflo_05600	DANRE09124
OG0007164	bflo_18316	DANRE16181
OG0007165	bflo_08764	DANRE01262, DANRE01263
OG0007166	bflo_09971	DANRE37616
OG0007168	bflo_18756	DANRE42575, DANRE42574
OG0007171	bflo_19822	DANRE05910, DANRE05911
OG0007173	bflo_24164	DANRE07590
OG0007174	bflo_13932	DANRE22362
OG0007175	bflo_10755	DANRE39288
OG0007176	bflo_11713	DANRE08683
OG0007177	bflo_23830, bflo_10937	DANRE10701, DANRE10700, DANRE10702
OG0007178	bflo_16205	DANRE18259, DANRE18258
OG0007179	bflo_00319	DANRE23985
OG0007181	bflo_12101	DANRE22763, DANRE22762
OG0007182	bflo_21896	DANRE35013
OG0007184	bflo_21975, bflo_21917	DANRE15058, DANRE15059
OG0007185	bflo_22465, bflo_10063, bflo_10064	DANRE30304, DANRE36004, DANRE36003
OG0007186	bflo_15420	DANRE03876
OG0007187	bflo_00521	DANRE01702
OG0007188	bflo_00784	DANRE42159, DANRE42158
OG0007189	bflo_23124	DANRE29276, DANRE21865
OG0007190	bflo_07553	DANRE01561, DANRE01562
OG0007191	bflo_25319	DANRE40013
OG0007192	bflo_19273	DANRE42628
OG0007193	bflo_22716	DANRE03626, DANRE28613, DANRE28612, DANRE28611, DANRE30071
OG0007195	bflo_09759	DANRE33602, DANRE33603
OG0007198	bflo_10249	DANRE20648
OG0007200	bflo_21570	DANRE04259
OG0007201	bflo_22933	DANRE21446
OG0007204	bflo_25247	DANRE36365, DANRE30170, DANRE30172, DANRE30169, DANRE30171
OG0007205	bflo_16687	DANRE30286, DANRE17682, DANRE17681, DANRE43402, DANRE43401, DANRE33365, DANRE33405, DANRE40673, DANRE40674
OG0007209	bflo_15890	DANRE34309, DANRE35451
OG0007213	bflo_23133	DANRE30188, DANRE30189, DANRE29054
OG0007248	bflo_12581	DANRE28303
OG0007250	bflo_21684	DANRE16084, DANRE16083, DANRE16082
OG0007251	bflo_02716	DANRE28156
OG0007252	bflo_07592	DANRE33397, DANRE33396
OG0007253	bflo_13719	DANRE24848, DANRE38288
OG0007254	bflo_25142	DANRE17415
OG0007255	bflo_18944	DANRE14351
OG0007256	bflo_25720	DANRE35626
OG0007258	bflo_05313	DANRE19018
OG0007260	bflo_15073, bflo_20515	DANRE38136
OG0007261	bflo_26189	DANRE15986, DANRE15985, DANRE43125
OG0007264	bflo_13280	DANRE25424
OG0007266	bflo_11544	DANRE30633
OG0007267	bflo_25645	DANRE26686, DANRE26687
OG0007268	bflo_21784	DANRE42444, DANRE42443
OG0007269	bflo_11589	DANRE12063
OG0007270	bflo_14763	DANRE16191, DANRE16192
OG0007271	bflo_23418	DANRE04167, DANRE04136, DANRE04135
OG0007272	bflo_24550, bflo_24548	DANRE22978
OG0007273	bflo_03291	DANRE29589
OG0007274	bflo_16336	DANRE01276
OG0007275	bflo_10957	DANRE31136, DANRE31135
OG0007276	bflo_02810	DANRE33385, DANRE33386
OG0007277	bflo_18629	DANRE05580
OG0007279	bflo_20332	DANRE20338
OG0007280	bflo_01423	DANRE26658
OG0007281	bflo_23827	DANRE30501, DANRE30500
OG0007282	bflo_20472	DANRE33520
OG0007283	bflo_04526	DANRE30003, DANRE15438
OG0007284	bflo_06381	DANRE10645, DANRE14201, DANRE02530
OG0007285	bflo_17673	DANRE10034, DANRE10035
OG0007286	bflo_05934, bflo_06644, bflo_06645, bflo_06646	DANRE37560
OG0007288	bflo_08435	DANRE07196, DANRE07197
OG0007289	bflo_22229	DANRE38281, DANRE38283, DANRE38282, DANRE38284
OG0007290	bflo_13377	DANRE26147, DANRE26146
OG0007291	bflo_13121, bflo_27070	DANRE28295, DANRE28294
OG0007292	bflo_16155	DANRE09241, DANRE09240
OG0007293	bflo_05427	DANRE14743
OG0007294	bflo_00403	DANRE24046, DANRE24044, DANRE24045
OG0007295	bflo_07534	DANRE06178, DANRE06177
OG0007296	bflo_16995	DANRE38101
OG0007297	bflo_23790	DANRE39713, DANRE39710, DANRE39712, DANRE39711
OG0007299	bflo_10653	DANRE34012, DANRE34011
OG0007300	bflo_19110	DANRE14858
OG0007301	bflo_25038	DANRE14613, DANRE14612
OG0007302	bflo_14759	DANRE36522
OG0007303	bflo_13169	DANRE21868
OG0007304	bflo_24595	DANRE23396
OG0007305	bflo_22443	DANRE34982
OG0007306	bflo_17424	DANRE01049
OG0007307	bflo_10777	DANRE04470
OG0007308	bflo_02394	DANRE09523, DANRE14313
OG0007309	bflo_23700	DANRE16826
OG0007310	bflo_19137	DANRE42767, DANRE42766
OG0007312	bflo_23752	DANRE29986, DANRE29987
OG0007314	bflo_08559	DANRE18859
OG0007316	bflo_21079	DANRE39257, DANRE39258, DANRE39255, DANRE39256
OG0007317	bflo_06371	DANRE11318
OG0007318	bflo_11011	DANRE22103
OG0007319	bflo_09858	DANRE37045, DANRE37047, DANRE37046
OG0007320	bflo_05418	DANRE37628, DANRE37627
OG0007321	bflo_21088	DANRE06820
OG0007322	bflo_21299	DANRE34262
OG0007323	bflo_01172	DANRE21933, DANRE21932
OG0007325	bflo_13977	DANRE12985
OG0007326	bflo_22978	DANRE26003
OG0007329	bflo_16943	DANRE09561, DANRE09562
OG0007330	bflo_14343	DANRE07790, DANRE07791
OG0007331	bflo_19013, bflo_01457, bflo_19764	DANRE31231
OG0007333	bflo_21322	DANRE22246, DANRE22247, DANRE16144
OG0007334	bflo_08019	DANRE14827
OG0007335	bflo_08747	DANRE17585
OG0007336	bflo_18139	DANRE10061
OG0007337	bflo_14621	DANRE17263, DANRE17262
OG0007338	bflo_03890	DANRE12380, DANRE12381
OG0007339	bflo_18665, bflo_27270	DANRE23834
OG0007340	bflo_16530	DANRE13852, DANRE13850, DANRE13851
OG0007341	bflo_16524	DANRE04473
OG0007342	bflo_18915	DANRE35323
OG0007343	bflo_07918	DANRE21557, DANRE28341
OG0007344	bflo_07595	DANRE05827, DANRE05828
OG0007345	bflo_08389	DANRE15610, DANRE15612, DANRE15613, DANRE15611
OG0007347	bflo_02081	DANRE36745
OG0007348	bflo_22199	DANRE16193, DANRE16195
OG0007351	bflo_26476	DANRE14677, DANRE14676, DANRE14675, DANRE08595
OG0007352	bflo_22987	DANRE16773
OG0007353	bflo_13799	DANRE38574, DANRE26140
OG0007354	bflo_00249	DANRE24128
OG0007356	bflo_12334	DANRE36634
OG0007357	bflo_22058	DANRE38560
OG0007358	bflo_05818	DANRE43184
OG0007359	bflo_12738	DANRE23813, DANRE23812, DANRE26870, DANRE26868
OG0007360	bflo_16171	DANRE27456
OG0007361	bflo_06202	DANRE14944
OG0007363	bflo_15450	DANRE16032
OG0007364	bflo_14577	DANRE29303
OG0007365	bflo_25863	DANRE36420
OG0007366	bflo_05679	DANRE21573, DANRE21572
OG0007367	bflo_25660	DANRE27165
OG0007368	bflo_10256	DANRE13338
OG0007370	bflo_20740	DANRE08197
OG0007371	bflo_05288	DANRE16865
OG0007372	bflo_12199	DANRE34402, DANRE34400, DANRE34401
OG0007373	bflo_21841	DANRE18640
OG0007374	bflo_10884	DANRE00280
OG0007375	bflo_18381	DANRE11069
OG0007376	bflo_06403	DANRE39201
OG0007377	bflo_17036	DANRE18290, DANRE18289
OG0007378	bflo_21755	DANRE00748
OG0007379	bflo_05815	DANRE17790, DANRE17791
OG0007380	bflo_12695	DANRE20920, DANRE20919
OG0007381	bflo_22930	DANRE28840
OG0007382	bflo_12647	DANRE15296
OG0007384	bflo_13468	DANRE18642, DANRE18643
OG0007385	bflo_09851	DANRE13349
OG0007386	bflo_06795	DANRE18467
OG0007387	bflo_16313	DANRE34966
OG0007388	bflo_25933	DANRE38076, DANRE38075
OG0007389	bflo_15838	DANRE19186, DANRE19187, DANRE19185
OG0007390	bflo_04356	DANRE30054
OG0007391	bflo_10127	DANRE35086
OG0007392	bflo_26122	DANRE04860, DANRE04858, DANRE04859
OG0007393	bflo_19723	DANRE12093
OG0007394	bflo_24326	DANRE07734, DANRE07733
OG0007395	bflo_23165	DANRE04069
OG0007396	bflo_12995	DANRE38842, DANRE38841, DANRE38843
OG0007397	bflo_26218	DANRE38807, DANRE38808
OG0007399	bflo_24010	DANRE39639, DANRE39640
OG0007400	bflo_22433	DANRE24512
OG0007401	bflo_14612	DANRE34136
OG0007402	bflo_23426	DANRE24730
OG0007403	bflo_10174	DANRE06465
OG0007405	bflo_20962	DANRE12349
OG0007406	bflo_20357	DANRE01446
OG0007407	bflo_08514	DANRE04761
OG0007408	bflo_02032	DANRE10196
OG0007409	bflo_02035	DANRE10224, DANRE10225
OG0007411	bflo_07704	DANRE39541
OG0007412	bflo_17518	DANRE42558
OG0007413	bflo_18831, bflo_19664	DANRE10248
OG0007414	bflo_25464	DANRE36351
OG0007415	bflo_02381	DANRE29208
OG0007416	bflo_14951	DANRE07209, DANRE07210
OG0007417	bflo_20677	DANRE35348, DANRE35349
OG0007418	bflo_20034	DANRE08205, DANRE08204
OG0007419	bflo_22990	DANRE29996
OG0007420	bflo_24886	DANRE22876
OG0007421	bflo_12217	DANRE01616, DANRE01615
OG0007422	bflo_19655	DANRE11021, DANRE11020
OG0007423	bflo_23596	DANRE15453, DANRE29404
OG0007424	bflo_23127	DANRE24729, DANRE24728
OG0007425	bflo_14507	DANRE12333
OG0007426	bflo_18604	DANRE37555
OG0007427	bflo_09574	DANRE11179, DANRE11178
OG0007428	bflo_19134	DANRE24212
OG0007429	bflo_11389	DANRE31428, DANRE31429
OG0007430	bflo_17946	DANRE00002, DANRE00003
OG0007431	bflo_00171	DANRE10354
OG0007432	bflo_24342	DANRE13294
OG0007433	bflo_03234	DANRE37715, DANRE37716
OG0007436	bflo_02613	DANRE41656, DANRE41655
OG0007438	bflo_09397	DANRE24144
OG0007439	bflo_01560	DANRE05901
OG0007440	bflo_12274	DANRE02292, DANRE02291
OG0007441	bflo_20302, bflo_15083	DANRE24681
OG0007442	bflo_25641	DANRE26604, DANRE26605, DANRE26603
OG0007443	bflo_20276	DANRE00331
OG0007444	bflo_00595	DANRE38408, DANRE38407, DANRE41111
OG0007445	bflo_17572	DANRE24240
OG0007446	bflo_07107	DANRE39669, DANRE39668
OG0007447	bflo_15402	DANRE16222, DANRE16223
OG0007448	bflo_05489, bflo_06846	DANRE38975
OG0007449	bflo_12540	DANRE23310, DANRE23308, DANRE23309
OG0007450	bflo_10846	DANRE05621, DANRE05622
OG0007451	bflo_13811	DANRE24091
OG0007452	bflo_14825, bflo_14722	DANRE18998
OG0007453	bflo_16585	DANRE30091, DANRE30092
OG0007454	bflo_22118	DANRE42564, DANRE42563
OG0007455	bflo_17706	DANRE24416
OG0007456	bflo_01583	DANRE35403
OG0007457	bflo_26814, bflo_06127	DANRE25169
OG0007458	bflo_25670	DANRE15779
OG0007459	bflo_20243	DANRE11769
OG0007460	bflo_10847	DANRE11272
OG0007461	bflo_09747	DANRE11529, DANRE11530
OG0007462	bflo_18941	DANRE21378
OG0007463	bflo_10590	DANRE30867
OG0007465	bflo_21112	DANRE07967, DANRE07968
OG0007466	bflo_08000	DANRE38355, DANRE38356
OG0007467	bflo_05624	DANRE23717, DANRE23718, DANRE23716, DANRE23710
OG0007468	bflo_08789	DANRE16250, DANRE16251
OG0007471	bflo_13019	DANRE37864
OG0007472	bflo_05935	DANRE00512
OG0007474	bflo_01427	DANRE08159
OG0007475	bflo_08869	DANRE24743, DANRE24744
OG0007476	bflo_25779	DANRE29800, DANRE29801
OG0007477	bflo_19128	DANRE29475
OG0007478	bflo_20152	DANRE33485
OG0007479	bflo_23681	DANRE15593, DANRE15594
OG0007480	bflo_09770	DANRE05240, DANRE05239, DANRE05238
OG0007481	bflo_20525, bflo_20940	DANRE33331, DANRE33330
OG0007482	bflo_24643	DANRE13898
OG0007483	bflo_05915	DANRE22340
OG0007484	bflo_15769	DANRE08931
OG0007485	bflo_22291	DANRE11067
OG0007486	bflo_08093	DANRE35303, DANRE19658, DANRE04345
OG0007487	bflo_21834	DANRE08241, DANRE08242
OG0007488	bflo_09156	DANRE36992
OG0007489	bflo_01354	DANRE11003
OG0007490	bflo_01534	DANRE36909, DANRE36908
OG0007491	bflo_08894	DANRE29088
OG0007492	bflo_11532	DANRE30846
OG0007493	bflo_12341, bflo_12486, bflo_10771	DANRE06586, DANRE06508, DANRE06507
OG0007494	bflo_21044	DANRE29007
OG0007495	bflo_02160	DANRE35662
OG0007496	bflo_02927	DANRE02885
OG0007497	bflo_21756	DANRE35601, DANRE42448
OG0007498	bflo_05937	DANRE09394
OG0007499	bflo_23609	DANRE19954
OG0007500	bflo_02362	DANRE16100, DANRE41707
OG0007501	bflo_03458	DANRE31037
OG0007503	bflo_22154	DANRE04343
OG0007504	bflo_23410	DANRE15442
OG0007506	bflo_07456	DANRE04411, DANRE43326
OG0007507	bflo_20339	DANRE10948, DANRE10947
OG0007508	bflo_16429	DANRE35140
OG0007509	bflo_25337	DANRE33335
OG0007510	bflo_23353	DANRE05836
OG0007513	bflo_12370	DANRE31001, DANRE31000
OG0007516	bflo_11093	DANRE31183, DANRE41298
OG0007517	bflo_09839	DANRE25778, DANRE25779, DANRE25777
OG0007518	bflo_12220	DANRE31580
OG0007519	bflo_13950	DANRE13007
OG0007520	bflo_25745	DANRE00088, DANRE00090, DANRE00089, DANRE00087
OG0007521	bflo_13860, bflo_19698, bflo_19701	DANRE05735, DANRE05734, DANRE16880, DANRE16879
OG0007522	bflo_03362	DANRE11801
OG0007524	bflo_21710	DANRE06877, DANRE06876
OG0007525	bflo_25748	DANRE21489
OG0007527	bflo_12687	DANRE27156
OG0007528	bflo_15800	DANRE26651
OG0007529	bflo_22763	DANRE04034, DANRE04035
OG0007531	bflo_06234	DANRE19264
OG0007533	bflo_05908	DANRE16508, DANRE37545
OG0007541	bflo_23902, bflo_15686	DANRE17621, DANRE17622, DANRE17624
OG0007543	bflo_22019, bflo_04485, bflo_16718	DANRE35162
OG0007546	bflo_23694	DANRE16541
OG0007550	bflo_12697	DANRE39366, DANRE26260, DANRE39364, DANRE39365
OG0007551	bflo_21944	DANRE42253, DANRE42255, DANRE42254, DANRE42256, DANRE06869, DANRE06872, DANRE06871, DANRE06870, DANRE06873
OG0007553	bflo_13631, bflo_12555, bflo_14014, bflo_11573, bflo_13238, bflo_12956, bflo_26691, bflo_02744, bflo_01012	DANRE31331
OG0007582	bflo_06722	DANRE16130, DANRE16129
OG0007583	bflo_10280, bflo_09617	DANRE22119, DANRE22120
OG0007584	bflo_23456	DANRE29844
OG0007588	bflo_08932	DANRE31329
OG0007589	bflo_15014	DANRE15653
OG0007591	bflo_06991	DANRE28953
OG0007592	bflo_02567	DANRE41713, DANRE41714, DANRE35664, DANRE35663
